Gene,frutose_1,frutose_2,frutose_3,seb_1,seb_2,seb_3
Afu6g12720,4215,3663,1684,3915,4417,5759
Afu1g16800,440,301,381,419,463,309
Afu4g11100,204,137,277,192,212,144
Afu3g03710,7,23,7,26,10,39
Afu2g11860,1027,630,892,856,372,904
Afu1g12930,1433,898,1407,1246,782,900
Afu4g03690,44,37,97,66,196,106
Afu2g13180,12,6,15,22,17,10
Afu7g04640,739,564,638,686,597,512
Afu3g08620,999,653,837,573,477,584
Afu4g00440,47,42,21,23,24,28
Afu1g06850,333,213,255,257,180,208
Afu3g09580,361,186,262,199,229,162
Afu3g09820,1350,717,1280,1068,1131,778
Afu4g03990,383,389,308,310,314,280
Afu4g13020,734,476,699,531,663,353
Afu3g14140,994,793,1330,1295,757,982
Afu6g09080,1064,628,964,692,569,568
Afu5g12690,516,404,716,296,701,195
Afu8g02230,0,0,0,1,0,0
Afu6g13540,4285,3120,5197,2846,4066,2171
Afu3g07640,21903,39474,13979,30365,18359,23591
Afu4g07670,231,202,239,526,520,382
Afu3g08200,1587,1085,1775,896,910,634
Afu2g07480,1250,892,1744,1460,1440,1117
Afu8g02520,22,39,21,58,43,54
Afu3g03980,21,12,22,30,16,20
Afu6g08850,363,329,251,415,382,451
Afu3g01910,2,5,52,8490,18590,7455
Afu7g01400,698,602,551,647,805,392
Afu6g11300,331,224,198,323,311,317
Afu4g04370,2,0,0,0,0,2
Afu4g04420,298,205,212,307,223,255
Afu1tQ(CUG)5,0,1,0,1,0,0
Afu1g06380,151,133,115,282,224,253
Afu2g14190,482,390,385,762,700,726
Afu7g06790,0,1,1,4,4,5
Afu5g00510,6,6,10,10,17,4
Afu7g04860,172,161,156,665,723,563
Afu5g00100,1459,1003,1698,24,744,58
Afu5g10980,3,2,4,9,13,5
Afu3g06460,2923,2873,1755,1512,1840,1686
Afu4g02850,24,28,17,10,6,6
Afu1g01920,210,107,188,141,144,114
Afu4g04650,2791,721,2645,1571,2009,1168
Afu4g08280,242,113,160,249,323,206
Afu6g00196,0,0,2,3,5,2
Afu2g03120,5054,5011,3044,3235,3147,2688
Afu1g13050,1584,1565,917,782,494,468
Afu1g13650,12,3,13,11,8,6
Afu8g02460,113,158,101,115,99,82
Afu3g13200,206,56,158,156,141,153
Afu1g12600,46,38,51,51,49,35
Afu1g02960,246,105,90,131,168,75
Afu6g13410,1324,1384,981,2436,2319,1990
Afu2g17900,23,14,6,10,7,12
Afu6g04070,145,101,149,262,155,150
Afu7g02150,18,8,14,27,20,13
Afu3g06430,163,121,104,200,134,106
Afu1g11380,393,297,296,326,177,235
Afu5g05680,2534,2249,1941,3180,2818,3095
Afu5g08110,89,76,48,233,160,247
Afu3g08740,181,140,89,75,79,55
Afu5g07260,355,241,340,212,226,161
Afu8g07240,16,4,18,20,32,29
Afu4g07040,510,396,346,251,208,243
Afu3g01030,8,0,5,2,2,2
Afu7g01890,219,87,452,744,671,432
Afu1g15610,148,136,187,486,470,506
Afu1g16230,177,174,159,234,225,173
Afu3g01240,7,7,5,33,20,41
Afu4g01080,1,1,1,11,2,7
Afu2g03980,55,22,162,1403,8181,1461
Afu1g05600,2,3,2,6,4,4
Afu5g02950,53,54,54,304,331,234
Afu5g09300,709,472,622,830,619,598
Afu3g07850,316,206,294,375,367,205
Afu2g15520,372,312,887,3588,6000,4420
Afu6g12820,1540,1015,1359,688,610,525
Afu6g08940,10,6,13,17,2,11
Afu7g01560,14,1,13,21,12,12
Afu7g06350,300,330,95,95,176,148
Afu4g07510,1307,903,974,652,546,766
Afu3g12740,966,2696,407,264,241,148
Afu2g00625,0,1,1,13,15,7
Afu7g01595,5,1,1,3,5,7
Afu4g03930,4,13,16,14,12,12
Afu6g09950,372,279,371,490,383,447
Afu3g01940,59,52,58,150,87,69
Afu6g14520,0,0,0,0,1,0
Afu3g01950,71,37,141,35,42,40
Afu4g10450,27,24,25,72,28,45
Afu3g13240,221,171,882,454,586,353
Afu5g04190,433,347,397,625,738,467
Afu7g01750,77,49,76,44,82,57
Afu8g00220,404,553,450,23,66,14
Afu1g01480,0,2,0,1,0,1
Afu1g10860,469,359,437,632,734,451
Afu4g03615,0,0,1,0,1,0
Afu1g14110,404,386,232,558,655,609
Afu2g14170,0,0,1,1,1,0
Afu1g09850,188,163,136,327,270,349
Afu5g11410,29,27,39,29,43,15
Afu1g11270,2,3,2,12,19,14
Afu5g09650,401,181,241,284,212,209
Afu5g09000,469,386,398,812,439,501
Afu5g05560,415,279,277,249,204,176
Afu1g05870,401,209,329,214,174,194
Afu1g00760,37,13,56,21,22,51
Afu1g11720,24,12,27,71,96,62
Afu2g08740,383,377,268,349,411,308
Afu1g17060,4,4,1,3,0,3
Afu5g13715,547,506,130,87,91,80
Afu3g13496,44,25,33,60,51,38
Afu1g14130,25,25,36,26,22,24
Afu5g08940,904,555,1373,366,366,253
Afu1g13460,105,78,83,113,88,94
Afu7g08220,5203,8368,4556,3973,3949,3778
Afu3g00280,34,18,42,58,81,57
Afu5g02050,106,54,94,109,119,95
Afu5g00280,2,1,2,5,6,1
Afu3g03040,10,2,1,3,1,1
Afu2g04220,1036,462,1778,882,381,688
Afu6g00110,107,56,70,65,90,65
Afu1g02880,465,294,538,144,193,125
Afu8g00620,1682,1414,2379,953,846,618
Afu6g14600,0,0,1,3,8,2
Afu4g10950,623,334,2189,1470,713,703
Afu6g09060,409,304,221,321,448,366
Afu2g16730,74,61,165,198,130,87
Afu1g00470,1,0,0,0,1,0
Afu1g09110,131,67,94,89,84,67
Afu1g06300,1329,935,952,772,744,728
Afu8g04820,220,157,177,236,282,205
Afu1g01260,0,0,0,17,15,8
Afu2g09310,1618,1054,1109,858,1019,1003
Afu1g07020,123,92,135,213,224,149
Afu5g02490,67,11,67,66,59,67
Afu1g02380,52,45,38,114,79,144
Afu3g13000,331,214,293,358,161,246
Afu4g11980,2565,1434,2207,1156,1123,1056
Afu4g07640,398,379,320,372,411,341
Afu3g02060,121,185,38,125,42,125
Afu3g00680,462,208,302,192,225,167
Afu6g01900,156,111,163,111,112,65
Afu3g08350,286,200,270,210,232,208
Afu3g07210,0,0,0,1,0,0
Afu3g09830,1574,1046,2237,1829,370,1793
Afu3g14290,144,103,105,84,159,103
Afu7g01260,469,283,171,402,264,293
Afu1g13510,1561,1078,1957,3712,2617,2164
Afu7g02620,514,515,300,875,749,961
Afu1g10330,299,184,173,431,383,328
Afu6g02930,290,241,244,268,215,248
Afu7g03950,83,53,126,91,116,89
Afu4g13260,140,95,172,191,255,166
Afu4g13320,2020,1754,2054,2060,2036,1099
Afu7g01510,341,320,365,587,493,424
Afu3g13860,180,130,124,239,218,220
Afu4g09610,0,0,0,2,0,0
Afu1g12550,1377,934,1314,1598,2001,956
Afu3g05460,861,782,566,852,861,864
Afu5g08820,725,469,737,778,653,541
Afu8g02550,2892,2778,3753,753,1888,505
Afu4g11520,41,29,39,42,53,28
Afu5g00600,31,19,69,79,51,53
Afu3g11130,505,332,402,476,399,379
Afu2g05370,70,30,44,94,95,80
Afu1g09620,388,247,430,343,350,267
Afu5g10300,5,2,3,3,4,6
Afu5g14720,90,56,72,48,52,52
Afu6g14160,0,0,1,15,4,6
Afu5g02570,1537,1229,1592,1742,2026,721
Afu7g04570,109,291,105,804,263,537
Afu8g04990,0,0,1,2,2,3
Afu4g06870,812,495,539,1016,1221,867
Afu5g03740,124,67,127,76,114,56
Afu4g06060,404,440,361,438,669,370
Afu4g01060,61,44,53,38,54,53
Afu5g13440,251,190,254,773,1447,850
Afu1g07640,448,352,272,594,609,517
Afu5g06230,1010,339,475,152,204,104
Afu5g02860,71,112,132,50,55,26
Afu2g13080,142,106,93,242,242,283
Afu7g05900,57,49,27,127,96,115
Afu1g12150,783,548,755,1007,936,793
Afu3g13580,39,48,5,119,160,92
Afu6g09780,0,0,0,1,0,1
Afu3g01170,2,0,2,1,1,1
Afu5g07690,45,26,26,36,77,39
Afu5g09120,7,3,5,7,8,12
Afu7g00160,12,7,10,4,1,3
Afu1g05190,482,319,569,472,668,325
Afu1g16200,37,13,22,36,45,31
Afu2g10150,304,194,424,405,301,236
Afu1g11490,519,471,407,1065,589,865
Afu1g04280,452,340,436,448,668,433
Afu1g04670,1779,1331,1847,1179,1112,998
Afu6g04400,211,187,205,432,346,276
Afu1g03480,3,3,3,1,5,2
Afu2g11920,163,174,124,295,170,247
Afu6g10230,16,14,18,68,38,60
Afu6g02350,117,108,83,70,92,74
Afu5g09930,657,281,787,329,413,289
Afu1g16410,32,17,52,49,39,34
Afu2g02150,1861,2186,919,3782,3968,5348
Afu5g13550,16,4,22,10,5,7
Afu4g03360,12356,8187,10683,3274,851,3575
Afu4g14610,62,65,61,399,245,416
Afu5g14315,24,16,24,54,81,39
Afu1g13850,238,132,205,371,257,220
Afu2g11440,1375,827,947,691,650,614
Afu4g10770,572,3139,636,933,1199,1031
Afu6g07990,321,314,336,269,546,105
Afu1g17540,0,0,0,0,1,1
Afu5g09620,147,93,89,202,252,164
Afu5g08680,180,117,111,192,160,183
Afu1g09780,473,343,362,359,400,310
Afu3g01590,1052,796,666,106,123,82
Afu1g01780,1,0,0,0,0,1
Afu1g05340,1238,1118,759,1930,2284,2183
Afu2g09090,676,495,608,740,1086,727
Afu1g15890,542,332,428,579,312,378
Afu6g09770,21,9,13,34,48,41
Afu7g03710,201,141,191,328,326,202
Afu2g03730,51,53,17,22,16,17
Afu2g12890,88,83,54,202,275,179
Afu2g10070,540,767,166,2881,2285,2462
Afu7g04140,265,211,206,329,208,381
Afu1g03170,33,29,37,70,142,46
Afu7g06675,36,22,21,12,30,24
Afu2g00870,106,42,104,65,89,43
Afu7g06730,2,2,2,9,4,6
Afu5g01500,119,102,83,77,84,42
Afu5g08560,539,333,443,375,361,302
Afu3g11800,77,145,78,110,91,109
Afu5g03830,11,4,13,4,0,1
Afu3g01370,198,101,607,127,222,113
Afu5g14670,507,539,250,35,22,54
Afu6g00210,2,0,0,0,0,0
Afu4g11313,79,63,81,120,120,100
Afu2g01780,63,65,57,215,308,175
Afu3g03130,5,2,3,20,9,17
Afu3g02000,1083,1044,999,900,486,1014
Afu5g01430,126,141,117,98,49,67
Afu5g06820,402,452,322,71,63,94
Afu6g13980,2449,2019,1467,545,1409,273
Afu5tE(CUC)7,0,0,0,2,0,1
Afu2g14940,364,213,306,407,353,275
Afu7g04680,160,93,171,370,414,265
Afu2g05325,1129,759,648,829,543,594
Afu7g01000,7924,7277,1666,5235,6263,4164
Afu6g13020,236,109,172,113,114,141
Afu2g07400,465,317,382,537,457,461
Afu3g13090,914,522,698,580,397,439
Afu6g07630,140,88,172,379,365,316
Afu3g12210,38,28,54,78,51,61
Afu6g12930,15172,14986,11499,17002,21016,15721
Afu6g10880,493,289,1094,334,327,244
Afu4g08030,1086,968,977,1483,1189,1136
Afu4g10920,1208,918,743,655,614,747
Afu6g13420,1985,1424,2038,1033,1409,583
Afu3g10360,826,491,784,534,668,371
Afu1g17260,52,67,28,272,153,294
Afu1g15020,8454,8163,3788,7371,8491,9258
Afu8g02590,18,11,26,26,22,20
Afu7g04060,258,223,189,352,386,277
Afu7g05550,57,84,101,791,733,805
Afu3g07570,760,508,580,571,383,389
Afu3g08940,1081,841,1179,710,885,627
Afu8g02080,0,0,0,1,0,0
Afu8g00380,5552,2701,3251,797,1775,938
Afu3g08440,1039,861,410,576,364,474
Afu2g01790,431,472,554,553,557,370
Afu5g06310,188,116,156,78,87,50
Afu2g08590,99,53,81,76,82,79
Afu2g05635,9,2,1,125,167,133
Afu2g11360,77,45,73,272,375,271
Afu5g10050,1,1,1,0,1,2
Afu5g00710,93,109,42,66,24,102
Afu1g06270,33,20,35,48,36,39
Afu8g04880,354,270,322,307,343,243
Afu4g08130,354,205,162,255,190,310
Afu5g12060,615,426,781,629,814,424
Afu2g11550,120,160,95,165,183,201
Afu7g05140,21,7,34,456,1153,359
Afu7g03740,805,731,345,1159,905,965
Afu2g03010,1521,1488,890,1467,1445,1477
Afu6g08340,190,118,254,188,222,138
Afu2g11490,348,415,357,1329,887,1053
Afu3g05580,1381,672,1517,1189,1028,648
Afu2g16700,79,73,55,141,121,115
Afu4g00420,131,111,153,188,395,154
Afu7g02200,17,4,14,37,44,23
Afu2g04010,1809,1085,951,1079,1286,722
Afu3g10900,141,78,148,136,181,122
Afu4g09170,277,216,314,431,125,535
Afu5g11790,83,55,95,88,85,63
Afu8g06350,5,17,1,20,7,18
Afu3g08030,123,123,71,238,272,212
Afu1tS(AGA)2,1,0,0,0,0,0
Afu3g15000,5,0,0,0,1,2
Afu5g02240,834,752,707,378,277,338
Afu5g07680,110,77,118,135,165,112
Afu1g11330,2,0,1,5,1,4
Afu4g09540,92,27,472,91,53,46
Afu5g04080,312,222,193,230,265,181
Afu3g06410,704,513,287,242,130,378
Afu2g12080,296,213,268,110,20,66
Afu3g00660,441,809,296,555,597,832
Afu1g02590,365,414,304,1398,859,792
Afu3g14260,1913,610,2238,463,210,675
Afu5g08030,129,205,123,172,143,167
Afu6g06360,122,69,77,106,69,67
Afu2g04710,1340,948,896,944,1129,1237
Afu6g07810,242,190,191,272,375,172
Afu6g09165,115,96,105,147,51,109
Afu1g09190,293,155,256,227,224,196
Afu7g01520,236,191,139,129,145,133
Afu6g07940,3921,3265,3667,1360,1478,1046
Afu1g10320,389,295,319,429,464,355
Afu6g00520,392,259,302,59,38,56
Afu6g06970,157,93,152,632,789,502
Afu7g02080,97,111,52,280,370,219
Afu4g12400,181,172,165,466,455,304
Afu5g00640,493,266,895,183,274,174
Afu2g02230,334,245,253,224,350,248
Afu5g08540,1223,1054,1257,1444,1769,1142
Afu3g01750,24,14,13,25,8,27
Afu3g08670,178,85,133,156,154,164
Afu1g09751,12,5,3,13,18,15
Afu4g13920,5,2,1,0,0,2
Afu4g00370,29,22,43,86,212,98
Afu5g01960,1114,918,970,1082,1217,1219
Afu6g00430,1949,730,770,1638,4778,1376
Afu7g01590,958,777,585,428,507,398
Afu2g08640,1195,582,828,797,403,583
Afu2g12830,10,3,2,22,11,22
Afu4g08320,275,216,167,247,271,197
Afu4g13080,349,377,353,281,345,258
Afu7g03910,1104,1171,1205,1268,1040,505
Afu1g13730,466,352,422,1089,722,796
Afu1g01750,126,85,104,176,257,115
Afu4g09890,648,403,414,235,89,171
Afu8g02660,121,101,70,77,80,67
Afu2g10980,447,290,317,384,449,414
Afu1tY(GUA)1,1,0,0,0,1,1
Afu5g12530,2582,3216,3115,10533,7840,6408
Afu2g05510,1076,924,847,1048,1320,1235
Afu1g05790,3812,6455,3662,5811,8015,4765
Afu3g10400,905,869,949,547,642,616
Afu1g16460,1948,1265,1942,2611,1336,1052
Afu6g12940,392,174,414,231,230,170
Afu1g04760,220,206,263,304,347,224
Afu1g07220,14460,14065,4945,4809,3879,3185
Afu5g03960,14,29,11,2107,4261,2350
Afu7g04280,272,151,110,228,203,287
Afu3g01970,81,36,78,37,40,36
Afu8g00770,28,15,95,11,31,17
Afu4g11560,2011,1370,1634,1835,1128,1216
Afu5g12030,19,29,27,22,16,8
Afu1g04910,377,225,302,330,294,221
Afu5g02850,133,178,66,95,73,58
Afu1g09790,179,126,178,202,270,160
Afu1g02500,126,68,125,103,139,66
Afu5g07130,206,161,173,162,172,120
Afu1g03420,252,154,288,237,285,206
Afu1g13020,404,285,452,244,312,190
Afu1g06720,346,181,288,308,328,229
Afu5g03340,2433,2118,2045,1195,1848,830
Afu1g12200,119,62,140,181,128,197
Afu4g02830,58,34,157,354,523,379
Afu4g03630,392,352,294,847,730,638
Afu4g08760,604,478,519,697,658,513
Afu1g12320,17,7,15,17,15,15
Afu2g17240,12,14,5,195,312,237
Afu4g13610,3,2,0,1,3,2
Afu3g10180,416,249,364,337,363,263
Afu2g15690,150,104,141,66,46,52
Afu3g14310,602,398,642,467,518,292
Afu2g04720,724,357,615,840,615,511
Afu8g02380,1,0,1,0,0,1
Afu3g04120,280,180,222,221,316,187
Afu8g00990,0,0,1,0,0,1
Afu2g12600,492,419,431,371,400,225
Afu1g05010,47,49,45,94,87,97
Afu4g04440,271,237,117,241,217,178
Afu3g13500,0,0,0,1,0,0
Afu6g00540,34,27,57,30,19,21
Afu1g03040,16812,18077,14389,12538,11575,10637
Afu6g04620,902,865,619,640,686,671
Afu1g10510,1518,1656,917,2829,3321,3445
Afu3g15240,9,3,2,0,12,2
Afu4g12790,1487,1155,1486,2148,1999,1819
Afu6g09650,9,5,14,14,15,6
Afu1g07730,101,99,108,250,214,259
Afu1g00920,7,4,14,8,8,21
Afu5g08965,370,221,234,166,166,149
Afu6g04680,3737,2829,4517,1788,1094,1186
Afu6g11780,32,6,9,63,56,14
Afu2g03890,79,53,55,132,92,120
Afu1g10870,32,4,29,16,48,32
Afu2g13070,944,875,748,848,682,704
Afu3g14300,37,43,37,40,67,51
Afu4g09270,3,0,3,19,12,9
Afu6g12550,229,226,74,382,345,302
Afu4g03430,43,28,44,54,29,51
Afu6g10490,129,91,129,103,164,97
Afu8g00270,13,24,32,8,15,8
Afu2g11660,293,174,249,347,210,233
Afu4g00660,637,192,662,155,68,117
Afu4g04415,47,38,55,246,66,274
Afu4g08295,12,8,9,14,14,8
Afu4g00790,1,0,1,0,0,0
Afu5g12580,240,194,287,614,263,404
Afu2g01880,235,208,174,207,189,176
Afu6g10100,233,278,296,322,283,242
Afu3g06310,90,119,46,455,399,503
Afu3g01100,175,19,140,215,887,163
Afu3g11350,1022,801,782,937,1299,941
Afu1g03992,398,375,433,361,240,265
Afu2g10800,475,319,514,306,388,227
Afu5g01290,65,38,43,67,29,80
Afu3g07965,1,0,1,0,0,0
Afu1g17380,62,6,65,7,0,3
Afu1g04550,688,568,617,357,550,408
Afu4g06560,192,150,153,224,193,213
Afu6g09180,430,335,341,557,617,347
Afu2g17380,1,0,0,1,2,1
Afu1g04930,1760,1697,1277,1618,1030,830
Afu8g06520,46,134,161,1259,1110,885
Afu7g06820,25,15,16,15,19,22
Afu6g06720,509,352,465,763,533,470
Afu6g11210,235,164,388,195,239,164
Afu6g12660,2224,2373,1189,3212,3591,4061
Afu1g01290,0,0,0,4,1,0
Afu4g07060,324,343,331,562,346,709
Afu6g03290,20,32,35,298,295,159
Afu3g08060,18,15,15,28,19,22
Afu4g06290,114,72,103,152,180,179
Afu5g00760,598,448,400,706,616,519
Afu3g10110,658,623,704,558,460,438
Afu1g01210,0,0,0,2,1,3
Afu5g12430,321,163,229,280,205,209
Afu6g12010,140,76,143,279,242,142
Afu1g17620,8,6,10,10,7,6
Afu5g06280,27,39,20,145,196,91
Afu3g06510,101,109,101,145,109,88
Afu4g03585,273,257,296,292,341,246
Afu4g13030,101,92,105,66,57,43
Afu7g04550,134,274,102,340,151,278
Afu2g01570,290,222,154,227,274,246
Afu2g16310,44,48,35,41,57,25
Afu1g10100,78,47,126,138,209,92
Afu2g02370,0,1,2,3,4,5
Afu6g02850,483,140,579,947,1397,788
Afu6g14580,17,3,5,3,13,5
Afu2g09100,234,154,157,318,315,252
Afu4g00200,224,69,161,63,62,66
Afu8g06405,89,32,86,83,144,54
Afu4g09320,370,652,781,177,447,78
Afu5g08300,615,402,532,446,446,376
Afu4g09820,236,180,218,269,247,212
Afu1g15650,2,0,1,8,5,1
Afu6g11530,93,68,166,178,588,156
Afu1g02310,38,11,48,89,114,59
Afu1g10020,4,7,8,8,2,4
Afu4g11250,1647,3230,477,583,596,426
Afu3g01460,17,9,11,31,41,29
Afu6g14330,424,422,350,594,412,322
Afu4g05860,2114,1904,1467,1328,1321,1544
Afu2g13990,1028,705,455,1137,648,774
Afu4g13560,96,67,48,135,87,105
Afu2g07800,891,962,1175,810,1147,821
Afu5g06870,18,27,22,35,41,19
Afu3g01080,207,85,200,250,217,229
Afu1g05240,1546,1230,1108,1366,1489,737
Afu2g12920,378,276,161,507,415,466
Afu3g10580,98,50,77,220,217,179
Afu4g03280,10,2,6,24,60,18
Afu5g06010,473,410,371,1082,872,1147
Afu2g03390,1333,993,1167,1580,1670,1226
Afu4g03000,809,606,846,1064,1458,515
Afu6g00560,98,117,83,16,24,16
Afu6g07670,567,396,452,507,541,428
Afu2g14420,11,15,8,192,140,153
Afu1g14140,20,5,15,15,11,9
Afu6g00370,79,75,49,89,78,60
Afu1g16940,142,127,140,311,382,179
Afu3g08490,2,0,1,0,3,2
Afu3g09320,2886,2687,1542,3082,3098,2908
Afu4g09420,10,5,1,7,5,7
Afu5g00900,2,0,3,0,0,2
Afu1g16650,496,318,637,441,427,300
Afu2g11850,4852,4806,2585,8687,10834,10113
Afu2g03190,289,99,210,562,425,601
Afu1g11500,1001,948,661,899,449,613
Afu6g01860,2,6,2,64,53,30
Afu5g02655,1287,919,1340,316,344,231
Afu4g13910,424,251,347,331,307,236
Afu5g15020,1333,505,1301,412,348,363
Afu4g08700,0,0,6,3,2,1
Afu2g05580,287,176,174,278,258,287
Afu2g17820,202,322,168,20,19,22
Afu3g10920,1222,1063,737,1937,2606,2015
Afu3g03270,39,61,20,12,23,16
Afu3g02330,467,338,375,488,666,379
Afu1g10630,5531,6351,2815,3556,4199,3687
Afu5g02430,19,8,7,38,33,24
Afu3g11530,292,271,215,285,245,212
Afu3g01190,151,107,133,122,158,88
Afu4g13730,264,154,351,307,231,145
Afu3g13350,140,124,84,200,245,209
Afu5g14810,131,100,20,2,0,1
Afu2g12210,383,165,346,278,340,208
Afu3g03090,3,1,1,0,1,1
Afu6g03570,262,143,245,269,282,105
Afu6g07640,1658,1190,1050,1989,2305,1789
Afu1g03010,395,245,422,638,552,324
Afu5tG(GCC)8,0,2,0,0,0,0
Afu2g10310,236,152,170,194,184,197
Afu1g16900,0,0,2,0,0,5
Afu1g08760,1134,1003,924,1141,1164,1111
Afu3g09290,2020,1774,996,1527,1551,1735
Afu1g16556,7,12,8,15,12,18
Afu1g17130,35,22,21,24,32,8
Afu4g12680,623,255,649,427,494,308
Afu7g05780,571,310,357,347,385,222
Afu2g14790,124,106,117,156,244,146
Afu7g06740,0,2,9,1129,1773,1117
Afu3g03490,0,0,0,0,0,1
Afu8g04980,55,19,37,32,47,25
Afu2g12870,1250,864,1234,616,689,544
Afu2g07710,101,119,142,157,146,136
Afu4g07490,504,302,416,647,662,401
Afu4g03370,782,487,683,524,579,440
Afu2g03860,834,1356,267,505,376,423
Afu1g10780,146,134,135,111,138,134
Afu1g15050,242,132,168,387,587,267
Afu4g01090,0,0,1,1,1,3
Afu5g00670,27,20,38,202,295,120
Afu2g15650,1699,735,1779,514,328,386
Afu1g07520,659,316,482,855,1114,800
Afu5g07830,908,782,644,1054,631,826
Afu5g07510,308,218,897,452,475,246
Afu1g12730,228,176,188,515,410,383
Afu4g11180,68,68,33,95,97,51
Afu2g17050,171,191,129,532,640,425
Afu3g10090,376,257,281,137,157,126
Afu5g04340,15,10,21,34,72,38
Afu2g03240,1,0,1,2,3,3
Afu6g06325,1092,673,673,565,507,718
Afu2g13140,3695,3252,3162,3533,2616,1682
Afu3g15200,310,224,183,310,360,315
Afu5g03470,183,131,120,188,260,171
Afu7g03920,434,204,364,221,389,203
Afu3g02180,1,0,0,1,1,0
Afu8g05690,222,136,190,100,116,82
Afu3g08180,143,76,164,96,148,100
Afu1g09710,5,0,2,4,2,3
Afu1g01370,130,98,102,72,40,57
Afu3g12710,511,366,602,424,772,294
Afu6g12480,241,152,168,95,165,74
Afu7g01340,1548,957,2315,1431,1586,1160
Afu4g07560,537,534,558,1051,1029,622
Afu1g06830,2088,1919,1027,2479,3293,3361
Afu8g06170,297,183,223,228,155,222
Afu4g00720,11,1,12,1,0,1
Afu4g09110,2050,1467,2467,1558,2270,1507
Afu6g03685,1,0,1,1,1,1
Afu8g06420,135,70,174,96,117,72
Afu6g09990,1208,1539,784,4399,4482,4240
Afu5g11180,8,14,3,2,0,1
Afu6g11840,1227,1116,843,1,3,4
Afu2g05890,145,88,178,194,182,119
Afu5g01310,0,0,0,4,0,4
Afu8g07350,19,13,20,23,30,11
Afu7g06260,72,60,37,22,7,38
Afu1g15030,139,192,80,574,525,562
Afu5g08520,51,36,49,86,101,61
Afu2g13970,161,96,125,107,136,115
Afu6g07180,145,103,120,187,196,69
Afu8g00630,4,0,1,151,219,142
Afu2g14820,309,160,231,187,135,119
Afu1g10640,142,90,110,110,101,84
Afu1g12340,933,764,1134,943,759,738
Afu6g08550,214,158,259,170,194,145
Afu4g13310,155,96,251,182,173,125
Afu2g05085,88,91,87,47,57,28
Afu2g04380,10,8,9,17,7,38
Afu5g12880,216,148,171,258,289,203
Afu3g11170,4561,2741,3559,2094,2098,1627
Afu8g06430,3224,2397,4740,9733,8548,8808
Afu1g08950,175,137,97,118,140,139
Afu3g14445,406,320,198,267,250,232
Afu5g14030,22,7,10,12,17,12
Afu4g04660,2016,1746,1503,1522,1402,1382
Afu2g00250,35,7,229,527,626,308
Afu3g14030,109,70,98,107,98,86
Afu4g09410,6,2,4,6,2,1
Afu2g02600,86,76,91,140,164,154
Afu2g02300,963,541,974,618,375,499
Afu1g03180,47,29,28,61,35,139
Afu5g14890,2080,1442,1367,190,200,215
Afu8g01350,203,98,166,116,106,94
Afu2g03800,12,14,15,40,30,24
Afu2g11810,216,198,218,632,737,491
Afu2g05860,286,179,287,365,373,278
Afu2g11530,1,1,0,0,2,1
Afu1g06840,92,66,80,211,168,198
Afu3g00490,137,60,203,119,85,77
Afu7g06960,2,2,1,1,2,3
Afu1g10110,322,102,407,150,121,126
Afu3g03290,340,518,271,155,37,152
Afu6g07260,907,154,192,707,740,716
Afu6g07600,225,141,152,287,226,281
Afu7g06920,143,33,77,68,38,71
Afu4g12650,316,258,362,354,316,290
Afu5g11260,870,682,511,644,679,411
Afu6g02130,4008,4141,2538,1855,2194,1597
Afu4g07930,250,179,275,272,309,206
Afu5g11500,14,22,22,46,28,28
Afu4g06010,189,161,156,354,371,315
Afu4g08930,521,608,364,1422,1430,1370
Afu5g04290,1885,1489,1815,917,807,715
Afu4g14740,94,93,70,171,114,160
Afu4g03200,17,10,19,224,2043,151
Afu5g12520,569,429,588,998,1453,700
Afu3g03190,1,3,1,3,4,1
Afu2g16190,32,21,14,24,39,31
Afu3g15080,20,54,29,150,244,117
Afu5g14690,38,45,41,67,36,84
Afu6g04820,230,214,205,279,162,286
Afu1tQ(CUG)3,0,0,1,0,0,0
Afu7g06650,325,233,553,366,477,286
Afu2g17140,100,76,159,147,136,98
Afu6g00260,1467,777,659,1064,265,1281
Afu4g01520,0,0,0,10,20,4
Afu4g13850,3,1,0,1,0,1
Afu2g18010,3,1,3,44,56,45
Afu3g11830,1475,749,819,943,1188,619
Afu3g09890,2,1,0,3,6,3
Afu6g05060,128,70,122,129,157,119
Afu7g01390,210,148,243,395,328,308
Afu2g16490,1610,996,1649,1423,868,703
Afu2g17460,78,35,132,80,122,59
Afu5g05850,739,476,544,632,487,415
Afu5g13730,4,3,2,22,13,27
Afu8g04570,1537,1060,1452,1458,1939,1193
Afu8g07380,34,23,31,16,21,18
Afu3g01280,143,123,165,80,113,71
Afu8g07070,34,24,37,11,10,9
Afu7g04930,41,23,4,2,5,2
Afu2g13850,3566,1952,1670,754,233,1157
Afu4g10480,280,187,167,268,269,215
Afu6g06580,952,668,550,476,508,451
Afu8g04470,130,111,69,165,138,166
Afu4g04390,119,91,87,113,213,111
Afu1g03630,1725,2798,2397,4304,4863,3138
Afu5g03310,228,178,144,246,237,334
Afu5g04020,151,114,146,185,149,141
Afu2g14890,75,37,67,66,94,50
Afu2g02050,3344,3587,2728,1579,3680,1197
Afu4g03240,7512,6701,14178,10063,9671,4677
Afu3g09260,200,73,115,39,10,45
Afu4g13290,352,189,282,168,133,147
Afu6g14130,1280,1231,906,623,840,564
Afu2g05570,135,118,62,167,181,161
Afu8g05740,19,6,5,7,8,5
