,4hcon1,4hcon2,4hcys1,4hcys2,8hcon1,8hcon2,8hcys1,8hcys2,12hcon1,12hcon2,12hcys1,12hcys2
CDR20291_0375,229,220,174,296,100,111,144,64,3926,4212,1007,1617
CDR20291_0376,591,607,496,805,122,201,308,232,97,119,74,139
CDR20291_0377,20475,20523,21613,24417,7905,7754,7597,6454,126,201,68,174
CDR20291_0378,2439,2368,2303,2756,499,624,824,751,7767,9935,1942,2767
CDR20291_0379,441,380,359,415,180,256,269,268,440,656,195,342
CDR20291_0380,107,67,81,104,109,110,157,117,139,219,89,167
CDR20291_0381,199,249,248,308,160,184,231,133,50,86,36,38
CDR20291_0382,1655,1804,1498,1581,760,857,1094,1041,112,134,117,199
CDR20291_0383,1236,1224,973,1163,414,478,669,648,523,721,486,593
CDR20291_0384,239,298,189,316,100,161,183,169,284,350,195,249
CDR20291_0385,47,48,65,19,20,36,61,57,102,141,44,156
CDR20291_0386,7,4,9,4,4,6,5,0,26,15,28,58
CDR20291_0387,36,32,37,25,36,38,45,45,3,4,0,10
CDR20291_0388,12,10,8,5,7,5,11,16,48,34,42,38
CDR20291_0389,27,44,41,51,50,72,77,77,7,9,13,21
CDR20291_0390,11,14,22,12,21,15,31,44,50,32,33,49
CDR20291_0391,2,3,7,4,7,7,14,9,19,15,7,32
CDR20291_0392,28,21,24,19,29,12,40,36,5,5,10,7
CDR20291_0393,26,36,40,55,3,13,18,8,22,23,9,23
CDR20291_0394,729,543,379,705,31,71,188,99,11,4,8,13
CDR20291_0395,477,526,370,554,38,59,98,57,22,54,19,33
CDR20291_0396,1796,1921,1288,1937,119,171,218,174,29,43,26,33
CDR20291_0397,170,202,174,176,33,59,45,39,48,76,39,71
CDR20291_0398,5,5,12,11,6,3,4,4,22,33,40,32
CDR20291_0399,68,51,54,71,49,44,43,43,2,8,6,20
CDR20291_0400,69,74,69,94,92,62,64,64,30,52,49,91
CDR20291_0401,496,460,397,511,331,295,325,287,69,41,77,46
CDR20291_0402,2699,2376,2410,2684,775,994,1614,1404,138,159,131,140
CDR20291_0403,1234,1119,1038,1244,303,410,840,564,558,994,145,218
CDR20291_0404,817,741,675,819,189,297,549,464,312,477,66,109
CDR20291_0405,4923,4293,4705,5746,1667,1812,2098,1767,206,259,66,88
CDR20291_0406,44,48,60,86,22,29,46,53,1248,1664,461,674
CDR20291_0407,875,1027,870,1247,269,436,669,539,28,34,17,42
CDR20291_0408,2655,2411,2083,2540,973,1528,1945,1712,198,419,59,129
CDR20291_0409,28,18,6,16,11,14,23,16,778,1304,248,596
CDR20291_0410,73,81,40,73,29,41,107,108,5,2,8,8
CDR20291_0411,209,234,172,215,139,171,254,305,29,25,21,54
CDR20291_0412,931,1096,830,1151,368,566,651,518,72,109,78,104
CDR20291_0413,313,264,234,341,109,152,171,128,377,468,241,257
CDR20291_0414,979,1041,815,1179,91,141,178,119,93,103,65,121
CDR20291_0415,477,512,439,576,57,52,136,67,68,111,25,68
CDR20291_0416,1385,1434,1030,1445,183,206,216,186,40,56,20,34
CDR20291_0417,307,367,395,476,125,120,133,133,102,152,36,90
CDR20291_0418,257,176,269,317,98,92,106,152,98,137,139,156
CDR20291_0419,777,627,449,777,58,125,243,172,54,80,41,111
CDR20291_0420,57,55,87,74,28,43,45,45,38,46,12,51
CDR20291_0421,131,103,152,126,31,51,79,71,6,14,8,18
CDR20291_0422,156,169,184,193,50,63,108,93,28,18,18,22
CDR20291_0423,737,671,771,840,78,79,251,193,20,45,26,24
CDR20291_0424,1948,1740,2342,2503,312,299,750,762,41,56,22,27
CDR20291_0425,98,96,128,133,42,41,89,77,164,167,165,149
CDR20291_0426,10,10,6,18,8,5,6,9,32,30,75,44
CDR20291_0427,94,84,69,102,36,37,62,52,6,4,5,4
CDR20291_0428,129,133,153,150,53,54,86,104,17,37,18,28
CDR20291_0429,57,62,41,54,33,56,62,58,67,78,38,46
CDR20291_0430,1046,874,840,1282,2736,2765,2737,2334,46,34,43,63
CDR20291_0431,248,250,127,175,53,85,99,95,1986,1988,1919,1493
CDR20291_0432,4661,5451,3124,2883,3515,4115,3030,2636,64,76,33,107
CDR20291_0433,23,16,15,13,56,29,28,22,3778,5779,1341,6218
CDR20291_0434,21,36,15,33,43,29,31,33,45,22,27,75
CDR20291_0435,31,45,35,34,25,30,28,28,39,33,10,42
CDR20291_0436,49,50,60,62,65,50,58,56,25,18,22,25
CDR20291_0437,111,114,84,131,121,95,125,124,41,47,20,20
CDR20291_0438,72,76,67,55,60,83,90,77,80,95,40,74
CDR20291_0439,85,90,95,112,59,86,111,86,53,78,33,108
CDR20291_0440,1490,1351,1583,1590,514,638,743,535,72,120,53,107
CDR20291_0441,1278,1165,1176,1531,503,657,758,610,296,361,557,757
CDR20291_0442,1233,1353,1063,1724,311,508,722,495,484,583,271,321
CDR20291_0443,707,579,359,608,137,236,267,174,356,538,367,590
CDR20291_0444,467,559,533,637,418,337,464,327,163,220,60,156
CDR20291_0445,10314,10664,14881,21671,11928,16957,11375,6270,436,611,153,340
CDR20291_0446,1021,1094,758,1051,354,461,578,387,17797,19556,10979,15697
CDR20291_0447,1352,1229,840,1029,422,512,548,426,405,526,222,452
CDR20291_0448,1930,2213,1524,2443,528,732,1928,1268,322,431,149,335
CDR20291_0449,1636,1806,1396,1810,706,999,1714,1412,448,711,193,339
CDR20291_0450,752,711,1541,2191,29,68,72,33,549,769,137,244
CDR20291_0451,728,648,1279,2226,37,61,79,36,20,31,20,36
CDR20291_0452,14,16,32,45,3,5,4,6,18,40,33,65
CDR20291_0453,1360,1177,2164,3040,184,179,383,371,0,6,3,13
CDR20291_0454,246,237,451,648,23,57,113,95,102,146,110,173
CDR20291_0455,293,219,382,644,12,4,11,9,23,31,21,32
CDR20291_0456,63,92,84,113,15,33,70,52,0,5,4,13
CDR20291_0457,150,135,156,205,84,106,163,101,15,32,29,22
CDR20291_0458,269,233,215,417,51,75,200,101,57,62,56,70
CDR20291_0459,300,276,224,487,38,97,199,92,61,86,40,65
CDR20291_0460,363,315,291,457,64,126,267,157,67,79,38,39
CDR20291_0461,330,343,330,459,78,101,253,166,87,82,32,62
CDR20291_0462,1335,1326,1271,1816,260,445,859,536,65,101,43,63
CDR20291_0463,1969,2185,1816,2708,332,554,1235,741,297,380,96,198
CDR20291_0464,2331,2617,2026,2852,295,553,1310,663,439,617,133,202
CDR20291_0465,357,383,394,466,74,99,205,133,545,669,163,177
CDR20291_0466,620,709,593,828,91,169,366,212,78,113,21,16
CDR20291_0467,590,557,440,616,68,157,295,197,135,156,34,34
CDR20291_0468,278,318,317,432,142,199,308,211,164,195,21,38
CDR20291_0469,5119,5046,4779,5632,3386,3865,4869,4192,111,119,81,82
CDR20291_0470,26509,20369,28153,35103,38055,35390,32036,29920,1872,2218,1499,1725
CDR20291_0471,3189,3218,2892,3900,2667,2790,3354,2740,25166,34390,20616,32387
CDR20291_0472,624,584,598,685,227,333,467,352,2748,3364,1548,2418
CDR20291_0473,3206,3015,3070,3660,1329,1711,1913,1798,212,308,91,161
CDR20291_0474,1117,750,1706,1712,1124,1158,2531,3035,1121,1456,517,689
CDR20291_0475,153,191,343,317,373,325,644,487,477,851,1163,1538
CDR20291_0476,5,14,9,14,16,14,11,13,1689,2125,4335,3109
CDR20291_0477,12,11,13,16,13,15,19,24,18,19,14,24
CDR20291_0478,293,298,271,375,120,166,353,165,8,5,8,20
CDR20291_0479,693,666,720,1009,235,331,595,440,94,132,58,147
CDR20291_0481,652,622,663,800,257,295,543,420,150,167,71,92
CDR20291_0482,1155,1117,1403,1912,376,404,1001,809,114,187,43,94
CDR20291_0483,2465,2191,2113,2166,3230,3560,2620,2686,166,255,39,108
CDR20291_0484,4036,3896,3404,4248,3127,3670,3571,2348,3358,4272,1133,2512
CDR20291_0485,1707,1992,3709,2622,3123,3133,6221,4914,2838,4280,1388,2535
CDR20291_0486,2078,1981,3606,3816,5931,5714,6959,6892,1161,1436,2882,1941
CDR20291_0487,1171,1387,1116,1555,258,411,763,522,3378,3939,4254,3236
CDR20291_0488,209,194,260,332,141,172,508,345,196,342,99,134
CDR20291_0489,1006,1106,1401,1488,1032,1277,1948,1628,170,190,145,165
CDR20291_0490,613,791,1477,1159,3701,3279,4072,4294,803,948,844,740
CDR20291_0491,1067,1019,1008,1620,1237,1339,1987,1885,1896,2111,6943,4065
CDR20291_0492,2329,2411,2081,3707,1177,1474,2394,2289,828,812,2798,1431
CDR20291_0493,506,500,313,598,182,224,381,404,599,610,1327,992
CDR20291_0494,817,806,620,926,568,574,785,734,116,119,111,180
CDR20291_0495,84,115,81,147,67,118,147,73,398,502,326,563
CDR20291_0496,89,157,92,143,46,67,100,64,63,80,24,69
CDR20291_0497,290,348,286,532,231,310,530,426,55,85,41,65
CDR20291_0498,16827,16696,20122,22310,22914,20139,30128,43748,261,356,137,287
CDR20291_0500,8225,8778,8694,9662,3414,3407,3556,2751,6989,8221,7212,7556
CDR20291_0501,1527,1543,1262,1474,384,424,527,517,3679,4766,912,1178
CDR20291_0502,905,924,788,811,293,355,391,356,531,758,326,669
CDR20291_0503,669,983,465,865,104,133,168,118,409,608,228,481
CDR20291_0504,1933,1847,2343,2516,4259,3660,1304,1189,105,131,34,123
CDR20291_0505,889,915,1066,1118,226,294,253,288,14549,15958,4076,3408
CDR20291_0506,293,316,414,425,75,170,130,170,595,1002,92,191
CDR20291_0507,1938,2171,8622,8645,1744,1610,2853,3242,222,509,41,106
CDR20291_0508,68,82,94,117,58,79,44,47,1374,1527,1436,1063
CDR20291_0509,834,813,897,935,538,743,595,547,71,88,31,29
CDR20291_0510,363,347,331,355,3478,3772,629,431,343,463,150,158
CDR20291_0511,4147,3611,4025,3912,52935,39004,9924,7263,5823,5143,2164,1496
CDR20291_0512,2177,2023,1998,2385,23474,18449,3502,3395,80874,79496,23389,13301
CDR20291_0513,2832,2659,2229,2490,10852,10354,3291,2295,33018,34272,10940,5602
CDR20291_0515,7861,7668,6365,6510,20300,18737,6703,5394,19565,19164,3548,1639
CDR20291_0516,386,359,6843,7875,809,783,489,372,40270,33894,3907,1730
CDR20291_0517,15,11,736,991,19,9,14,9,2132,1898,287,208
CDR20291_0518,125,135,132,166,36,52,86,76,12,13,4,5
CDR20291_0519,1200,1278,1361,1874,300,468,902,659,39,53,43,56
CDR20291_0520,536,494,642,868,166,286,508,455,276,303,221,251
CDR20291_0521,6,7,5,8,1,1,6,1,116,133,107,112
CDR20291_0522,13,6,10,4,14,36,20,29,14,18,14,5
CDR20291_0523,38,40,51,54,272,330,389,341,211,264,188,229
CDR20291_0524,505,410,466,518,393,261,501,503,228,341,275,369
CDR20291_0525,233,279,356,420,321,319,503,404,266,359,253,376
CDR20291_0526,317,305,342,453,310,349,469,339,328,396,229,332
CDR20291_0527,603,570,526,723,133,205,340,238,195,203,135,149
CDR20291_0528,592,580,461,585,4928,4903,4583,3570,5569,7819,1578,2170
CDR20291_0530,10324,9754,9534,11428,53,87,208,149,77,112,13,36
CDR20291_0531,522,523,390,522,173,258,399,302,279,368,92,179
CDR20291_0532,783,709,555,706,209,282,855,557,180,224,403,255
CDR20291_0533,502,533,582,703,419,437,854,715,306,387,1007,571
CDR20291_0534,354,356,607,481,99,114,105,131,74,70,138,82
CDR20291_0535,82,116,160,119,28,41,30,44,30,46,19,19
CDR20291_0536,90,122,116,105,29,45,47,34,26,40,3,12
CDR20291_0537,176,273,182,205,398,690,1182,858,398,636,102,246
CDR20291_0538,3477,3375,3479,4690,387,696,952,694,359,607,147,283
CDR20291_0539,2178,2017,1646,2561,90,129,323,207,85,187,37,68
CDR20291_0540,872,926,660,1139,15,11,26,18,10,17,4,11
CDR20291_0541,34,95,50,112,13,8,73,48,3,4,2,9
CDR20291_0542,129,149,211,251,8,20,84,49,5,16,2,3
CDR20291_0543,107,123,156,164,1,1,4,6,36,71,66,85
CDR20291_0544,5,5,4,9,4,6,6,6,48,79,33,60
CDR20291_0545,6,8,8,18,50,83,125,81,7,5,1,9
CDR20291_0546,177,202,218,397,31,57,90,95,15,17,8,14
CDR20291_0547,195,163,212,269,12,16,7,6,161,142,57,132
CDR20291_0548,30,22,50,77,18,40,100,26,525,723,169,221
CDR20291_0549,3,5,2959,5334,345,448,344,211,316,528,156,290
CDR20291_0550,62,52,24547,34097,500,851,1014,669,25,7,8,21
CDR20291_0551,4422,4518,13349,17872,304,463,650,486,22,14,12,27
CDR20291_0552,777,630,514,664,14,17,21,21,87,87,51,75
CDR20291_0553,53,53,105,137,8,15,33,19,89,132,49,84
CDR20291_0554,61,43,45,70,91,73,146,144,110,123,64,91
CDR20291_0555,335,303,309,342,95,116,163,145,109,128,28,43
CDR20291_0556,175,130,109,174,148,165,249,181,115,160,305,475
CDR20291_0557,350,263,180,233,92,160,194,162,27,63,88,127
CDR20291_0558,250,262,185,252,130,137,273,310,772,1020,788,861
CDR20291_0559,251,293,249,226,50,42,118,158,39,64,68,68
CDR20291_0560,72,112,114,86,967,936,1551,1229,57,103,58,96
CDR20291_0561,1505,1416,1468,1429,69,67,152,129,23,19,17,14
CDR20291_0562,126,132,112,158,124,156,249,187,70,85,26,37
CDR20291_0563,197,248,210,275,24,25,49,42,59,104,40,55
CDR20291_0564,56,40,38,63,22,49,86,51,122,142,33,27
CDR20291_0565,156,141,192,242,53,74,101,84,88,105,42,35
CDR20291_0566,314,347,296,421,125,135,132,107,1001,1167,467,576
CDR20291_0567,451,449,446,567,71,112,96,85,1782,2409,782,1203
CDR20291_0568,404,278,346,374,1018,1293,1388,1145,42,51,32,33
CDR20291_0569,2928,2302,2246,2875,2662,3262,2378,2086,46,57,31,37
CDR20291_0570,5000,4379,4284,4731,31,32,22,21,30,55,30,33
CDR20291_0571,37,18,18,31,55,56,43,66,86,106,45,75
CDR20291_0572,60,49,53,57,38,57,38,49,170,227,113,159
CDR20291_0573,147,126,110,131,87,96,110,124,139,194,108,120
CDR20291_0574,176,189,149,254,206,263,336,330,93,127,88,97
CDR20291_0575,285,335,268,465,168,166,202,222,32,31,34,36
CDR20291_0576,207,328,247,337,123,148,216,155,45,65,56,97
CDR20291_0577,175,173,205,267,33,76,45,56,442,609,405,729
CDR20291_0578,46,53,60,79,89,92,100,95,122,139,8,7
CDR20291_0579,102,81,86,124,640,558,568,595,54495,50853,2406,2038
CDR20291_0580,746,568,520,786,32,47,10,12,937,1060,61,37
CDR20291_0582,1120,1094,1020,1131,12698,18570,4362,3284,218116,218442,32663,15665
CDR20291_0583,79,120,96,80,287,301,95,90,497,652,75,63
CDR20291_0584,20512,22683,18253,16552,90615,108634,44836,40165,46,27,16,43
CDR20291_0585,140,143,105,145,106,184,102,58,13,25,4,18
CDR20291_0586,39,47,45,49,43,28,31,33,3,1,8,21
CDR20291_0587,118,53,98,133,22,34,37,40,9,1,6,9
CDR20291_0588,9,15,14,8,10,3,4,6,0,0,6,13
CDR20291_0589,7,2,7,4,437,516,874,745,216,253,849,455
CDR20291_0590,12,5,6,9,1071,1004,1792,1754,528,580,1149,588
CDR20291_0591,309,364,526,546,14,13,18,14,7,8,6,19
CDR20291_0592,868,911,1232,1234,14,29,31,16,26,38,26,28
CDR20291_0593,33,30,27,33,149,228,353,244,229,376,49,260
CDR20291_0594,31,44,36,61,44,42,66,54,5,6,4,6
CDR20291_0596,1301,1119,883,1375,114,75,145,112,29,66,26,49
CDR20291_0597,9,14,10,8,40,32,41,43,80,86,203,339
CDR20291_0598,285,248,190,207,29,22,17,32,17,32,69,67
CDR20291_0599,86,119,105,154,9,10,14,12,12,14,10,21
CDR20291_0600,24,41,28,22,67,93,94,86,14,13,7,18
CDR20291_0601,40,32,27,35,49,87,111,68,50,41,57,75
CDR20291_0602,16,26,28,18,89,98,144,106,65,87,66,116
CDR20291_0603,115,109,133,145,26,29,36,43,138,180,85,136
CDR20291_0604,122,109,93,188,42,49,120,94,22,33,30,50
CDR20291_0605,77,113,71,101,58,75,150,108,36,62,44,47
CDR20291_0606,20,24,25,35,158,323,535,334,41,43,12,34
CDR20291_0607,151,136,156,173,31,75,95,63,116,152,70,114
CDR20291_0608,261,258,168,292,769,1433,1854,1072,31,45,24,52
CDR20291_0609,847,881,571,945,1528,2107,2171,1837,595,1233,177,611
CDR20291_0610,351,468,264,441,7074,8892,8954,9153,1218,1959,254,746
CDR20291_0611,10530,12164,5974,10417,110,137,240,224,4803,8654,1103,3788
CDR20291_0612,12460,12212,8893,10940,218,256,427,385,62,80,57,124
CDR20291_0613,52606,42824,38227,46444,53,71,148,118,176,225,169,269
CDR20291_0614,138,93,77,126,27,60,94,63,52,70,47,115
CDR20291_0615,312,272,217,321,219,275,223,197,27,52,62,54
CDR20291_0616,104,75,83,75,70,80,95,95,145,195,213,197
CDR20291_0617,70,75,52,79,50,67,137,109,47,79,24,36
CDR20291_0618,330,363,453,518,50,72,129,110,38,49,17,47
CDR20291_0619,114,120,107,138,126,306,554,397,51,72,63,66
CDR20291_0620,202,161,238,293,124,221,399,384,141,251,38,88
CDR20291_0621,161,165,152,212,30,36,136,87,82,159,41,129
CDR20291_0622,787,724,571,921,695,928,1139,932,25,47,7,50
CDR20291_0623,498,415,299,576,3528,4108,4733,4423,424,561,139,206
CDR20291_0624,181,174,157,269,3622,4200,4535,3979,2621,3484,856,1227
CDR20291_0625,4130,4079,3672,4375,5,27,25,31,2667,3474,1727,2958
CDR20291_0626,13726,13242,13307,14385,472,745,1032,692,12,33,0,22
CDR20291_0627,8628,7622,8159,9152,333,410,452,349,615,715,234,360
CDR20291_0628,101,94,65,91,419,554,491,449,274,317,84,127
CDR20291_0629,1339,1528,1323,1668,689,869,1162,1025,286,411,72,213
CDR20291_0630,545,456,410,538,2864,4338,6785,4305,628,728,472,615
CDR20291_0631,642,532,543,584,93357,90553,128071,123178,4050,5154,2150,2671
CDR20291_0632,1421,1433,1566,2102,581,834,1442,1218,28933,30828,8302,6091
CDR20291_0633,9045,8798,7564,9719,143,176,349,254,500,693,180,384
CDR20291_0634,76872,71801,82461,87977,2058,3112,5403,4459,100,145,26,74
CDR20291_0635,3128,2902,2682,3693,274,412,611,530,1752,2483,348,857
CDR20291_0636,740,882,590,916,449,699,1154,942,312,502,67,151
CDR20291_0637,11383,11522,9074,12020,1908,2212,2455,2102,611,815,217,258
CDR20291_0638,1138,1593,863,1728,20368,17544,18924,19196,1504,2005,1450,1334
CDR20291_0639,2029,2145,1621,2207,60955,57503,12317,9670,13025,17304,18698,13008
CDR20291_0640,2589,2251,2018,2235,26394,22513,2516,2308,77712,75263,26465,16859
CDR20291_0642,3826,3565,3642,4296,114304,99071,52387,51282,29786,28211,6483,3280
CDR20291_0643,6819,6587,3690,4187,8330,8699,2978,2435,140609,144314,45197,21811
CDR20291_0644,2464,2118,661,808,10575,10707,3574,3052,11874,11099,2092,1010
CDR20291_0645,30774,28217,28407,30879,9145,9218,3008,2569,15456,14816,2573,1165
CDR20291_0646,2466,2075,1367,1508,10882,11488,3697,3061,14814,14441,2051,1007
CDR20291_0647,3033,2666,1644,1886,18440,18463,5350,4487,19111,19006,2347,1301
CDR20291_0648,2395,2288,1232,1515,15663,14883,3876,3000,32909,32721,3369,1329
CDR20291_0649,2940,2853,1443,1630,33590,32721,8037,7169,24964,24259,2279,995
CDR20291_0650,4461,3731,1952,2278,43989,41435,9165,8119,41944,43284,6026,3049
CDR20291_0651,2985,2692,1256,1525,34980,32796,6717,6349,62643,60842,7143,2950
CDR20291_0652,5265,4705,2948,3360,109532,98122,19916,18897,46180,46060,5497,2424
CDR20291_0653,6659,5848,3049,3644,48358,39891,11374,11216,136473,138957,16459,8008
CDR20291_0654,4876,4328,2347,2618,5698,5077,2168,1979,46025,49192,9589,11697
CDR20291_0655,13826,12375,8094,8827,2322,2137,1019,889,9736,8806,2518,1553
CDR20291_0656,6717,5759,5625,6581,1782,1696,713,615,3865,3762,976,577
CDR20291_0657,1317,1240,1043,1209,1395,1330,569,506,3491,3208,674,382
CDR20291_0658,672,584,540,569,570,582,1010,792,2908,2818,509,355
CDR20291_0659,473,412,335,425,2772,2969,5506,3744,793,971,889,1726
CDR20291_0660,446,466,302,443,5106,5396,8613,5901,3346,4132,3571,4033
CDR20291_0661,236,269,511,651,172,218,479,432,4715,6536,4331,5459
CDR20291_0662,1548,1780,2372,3529,53,39,31,34,145,237,97,249
CDR20291_0663,2114,2200,3487,4979,47,35,94,81,80,83,193,299
CDR20291_0664,909,739,940,1551,53,38,36,25,57,80,145,205
CDR20291_0665,123,107,186,148,25,36,35,23,31,41,51,59
CDR20291_0666,570,591,658,675,63,79,98,76,32,36,27,35
CDR20291_0668,81,72,102,114,77,106,228,167,54,64,44,31
CDR20291_0669,41,31,25,37,52,86,128,111,59,99,59,67
CDR20291_0670,75,83,89,79,108,143,188,153,52,89,65,167
CDR20291_0671,394,391,339,511,44,21,30,28,36,129,42,152
CDR20291_0672,367,300,143,324,1007,1170,1148,801,34,51,18,49
CDR20291_0673,695,687,359,599,3342,3844,3646,2438,872,1109,704,978
CDR20291_0674,21,50,38,60,325,422,535,358,2592,3188,1641,1451
CDR20291_0675,838,781,698,1169,257,315,302,328,384,477,86,114
CDR20291_0676,3491,3653,2534,3539,211,229,271,327,259,377,128,192
CDR20291_0677,989,1052,669,1109,435,403,460,490,237,309,93,122
CDR20291_0678,713,702,510,716,182,240,385,277,301,518,141,185
CDR20291_0679,700,601,551,568,523,744,1008,771,162,260,87,212
CDR20291_0680,1087,934,911,981,907,1067,1130,1046,609,759,275,438
CDR20291_0681,1277,1286,715,1631,1077,1343,910,711,829,1010,412,601
CDR20291_0682,3238,3370,2189,2930,258,510,685,380,859,1346,212,316
CDR20291_0683,3839,3482,2355,3027,305,416,1025,1099,361,447,195,289
CDR20291_0684,1100,991,822,1041,3769,5413,17239,17535,435,521,301,283
CDR20291_0685,1161,1236,844,1485,15,17,40,41,7804,10292,5421,4031
CDR20291_0686,1873,2097,6736,7399,972,1560,2585,2283,8,11,22,27
CDR20291_0687,25901,28869,84916,128307,160,193,70,83,1285,2601,192,1046
CDR20291_0688,48,46,81,107,42,45,14,24,278,322,73,72
CDR20291_0689,10474,10257,8395,11226,45,69,30,18,54,58,17,37
CDR20291_0690,520,745,1315,1843,2613,2814,705,657,49,49,24,11
CDR20291_0691,92,152,279,374,48,70,27,33,1727,1976,2783,1359
CDR20291_0692,100,211,520,593,257,360,90,84,46,33,17,19
CDR20291_0693,209,272,550,606,163,227,194,177,210,212,321,155
CDR20291_0694,121,283,737,764,399,570,733,442,151,203,58,106
CDR20291_0695,96,163,426,466,448,589,1101,807,701,970,238,367
CDR20291_0696,809,1100,2404,2302,96,134,164,130,340,560,179,201
CDR20291_0697,861,878,616,935,232,234,327,332,89,117,41,42
CDR20291_0698,952,1126,901,1271,502,527,863,704,159,214,91,69
CDR20291_0699,172,176,160,181,2,3,10,12,415,520,184,210
CDR20291_0700,312,327,267,377,25,30,36,19,9,9,8,4
CDR20291_0701,780,791,700,956,59,72,61,53,28,39,29,13
CDR20291_0702,14,13,16,8,2267,2555,2038,1631,53,86,63,84
CDR20291_0703,34,47,55,52,7651,6076,594,455,1493,2172,742,1163
CDR20291_0704,17,29,34,40,3545,2879,223,191,6574,8531,8672,2510
CDR20291_0705,1323,1138,1252,2112,11979,10082,873,770,3220,4248,3889,1084
CDR20291_0706,241,186,167,181,11794,10154,817,835,11911,15390,12132,3658
CDR20291_0707,99,81,64,77,453,565,866,811,12119,16278,12031,3797
CDR20291_0708,323,250,277,298,1083,1207,2079,1986,300,420,200,171
CDR20291_0709,349,339,302,292,2259,3374,5011,4130,836,1177,435,408
