geneid,X18_OFF_1,X18_OFF_2,X18_OFF_3,X18_ON_1,X18_ON_2,X18_ON_3
DLK00_04200,137048,108914,108034,94557,83444,118880
DLK00_04205,261384,212225,206927,184634,165582,228053
DLK00_04215,114124,89470,90840,77767,67889,105286
DLK00_04220,364857,290210,297270,255494,237555,307184
DLK00_04225,82007,71184,67061,63403,56165,72429
DLK00_04230,201886,166025,164157,158461,140614,181866
DLK00_04235,227267,194079,184897,182344,159408,204651
DLK00_04240,162516,134778,133786,135129,113886,153402
DLK00_04245,2607,2232,2285,3513,2550,3114
DLK00_04250,175,128,140,226,211,225
DLK00_04255,143,140,122,221,140,242
DLK00_04260,455,397,383,635,472,704
DLK00_04265,2408,1959,1957,2902,2237,2666
DLK00_04305,15240,13436,12741,19137,15173,16900
DLK00_04315,157,159,150,240,198,191
DLK00_04320,46,38,64,57,61,60
DLK00_04325,12347,10445,9985,14693,11520,14664
DLK00_04330,1293,1054,902,1418,994,1501
DLK00_04335,1142,1000,944,1337,1059,1436
DLK00_04345,27030,23398,22438,40631,32173,37032
DLK00_04350,5029,4386,4270,6529,5304,5908
DLK00_04355,2454,2177,2160,3261,2574,2991
DLK00_04360,4653,3663,4137,6213,4457,4728
DLK00_04380,31897,27312,25970,47051,36271,42783
DLK00_04385,9161,8022,7718,10708,8898,10321
DLK00_04390,17112,14982,14362,20940,16991,19712
DLK00_04405,42127,33762,34682,70043,59239,68654
DLK00_04410,7954,6824,6594,10262,7401,8255
DLK00_04415,33976,29818,28156,46414,36472,41520
DLK00_04420,178,128,164,230,185,244
DLK00_04430,82395,68994,68894,121455,101645,115644
DLK00_04445,15519,12836,12262,15551,11353,18732
DLK00_04450,4363,3637,3607,4687,3898,5238
DLK00_04460,2106,1863,1824,2862,2395,2484
DLK00_04470,3858,3363,3190,4813,3957,4640
DLK00_04475,8529,7129,7199,10706,8968,10670
DLK00_04495,899,810,776,1076,814,1028
DLK00_04505,5919,5371,5130,7638,5989,6578
DLK00_04510,1768,1377,1355,2164,1684,1845
DLK00_04515,2961,2582,2465,4222,2968,3275
DLK00_04525,30028,21245,30137,8919,53728,190392
DLK00_04530,515,562,449,611,440,332
DLK00_04535,2398,2312,2839,667,4882,9600
DLK00_04540,135,134,132,213,172,146
DLK00_04545,3772,2879,2894,3655,2837,4541
DLK00_04550,3811,3221,3118,4556,3546,4521
DLK00_04555,1564,1311,1221,2247,1630,2079
DLK00_04560,8172,6644,6809,9677,7610,10789
DLK00_04565,1539,1293,1290,1814,1410,1760
DLK00_04570,223,163,167,217,176,291
DLK00_04575,82,99,79,153,87,91
DLK00_04580,1044,825,807,1210,942,1018
DLK00_04590,950,798,808,997,948,962
DLK00_04595,27519,23927,22793,17460,13957,18453
DLK00_04605,21074,16922,17167,29357,25137,29024
DLK00_04620,98905,85305,83642,166967,135936,152014
DLK00_04625,16307,13689,13580,27652,25027,31792
DLK00_04635,183,154,163,202,193,218
DLK00_04640,30,36,25,55,36,47
DLK00_04645,129798,111806,109552,168991,133778,153778
DLK00_04655,798,603,605,890,761,975
DLK00_04660,1443,1197,1117,1675,1377,1735
DLK00_04665,1414,1223,1112,1798,1349,1712
DLK00_04680,10166,8744,8662,11782,8700,11881
DLK00_04685,28898,24296,23986,34441,28792,39094
DLK00_04690,3482,2895,2636,4435,3350,4156
DLK00_04695,5359,4356,4197,6454,5158,6719
DLK00_04700,9913,8669,8828,13220,10767,12726
DLK00_04705,3794,3039,3212,4174,3560,5069
DLK00_04710,921,831,771,1115,1032,1169
DLK00_04715,18720,16131,15777,22953,19473,22737
DLK00_04740,873,730,670,1029,895,1066
DLK00_04745,6724,5864,5643,8188,6705,7620
DLK00_04755,479,462,365,797,499,596
DLK00_04760,5234,4587,4401,7650,5815,5682
DLK00_04765,5628,4617,4749,8095,6332,6514
DLK00_04775,23,14,19,8,17,17
DLK00_04780,91180,80329,77458,116448,93658,107347
DLK00_04795,15085,12135,12271,17319,13372,16267
DLK00_04805,13332,11381,11282,16340,13167,15953
DLK00_04810,17325,15112,14574,26026,20795,22450
DLK00_04815,728,620,666,842,735,935
DLK00_04820,1764,1400,1437,1967,1572,1918
DLK00_04830,3676,3344,3132,4919,3921,4275
DLK00_04845,999,746,661,988,824,1122
DLK00_04850,1310,1108,1068,1494,1365,1533
DLK00_04855,199,188,133,298,193,264
DLK00_04860,1192,990,1035,1346,1170,1486
DLK00_04875,296,257,215,273,221,377
DLK00_04880,826,628,615,673,650,990
DLK00_04890,57,40,50,44,41,87
DLK00_04895,165,117,109,177,104,195
DLK00_04910,368,281,278,387,312,418
DLK00_04915,816,700,637,756,694,985
DLK00_04920,661,541,474,547,456,727
DLK00_04925,2913,2219,2169,2356,2448,3419
DLK00_04930,530,405,416,431,405,565
DLK00_04940,1284,1034,1018,1042,1069,1624
DLK00_04945,1000,862,745,826,789,1177
DLK00_04950,3706,3030,2910,3271,2748,3793
DLK00_04955,3271,2683,2578,2757,2298,3620
DLK00_04990,71,51,56,56,38,80
DLK00_04995,81,55,71,108,77,109
DLK00_05005,129,107,97,106,100,153
DLK00_05010,485,368,377,450,360,577
DLK00_05015,5190,4424,4480,7159,4713,5212
DLK00_05020,2045,1701,1566,2734,1718,2022
DLK00_05025,370,306,321,324,259,392
DLK00_05030,1496,1142,1173,1376,1172,1335
DLK00_05035,188,153,161,213,121,235
DLK00_05040,223,154,152,173,147,285
DLK00_05045,100,74,62,123,57,139
DLK00_05050,163,123,116,147,107,163
DLK00_05055,137,89,106,137,125,150
DLK00_05060,23,20,16,16,11,21
DLK00_05065,46,18,14,20,13,45
DLK00_05070,153,103,80,91,61,182
DLK00_05075,40,19,15,21,16,38
DLK00_05080,85,57,60,59,44,88
DLK00_05085,604,478,476,460,429,629
DLK00_05090,3146,2689,2677,2921,2633,3451
DLK00_05100,1877,1567,1628,2116,1758,2091
DLK00_05105,8,9,6,8,7,12
DLK00_05110,907,727,692,1016,842,1061
DLK00_05115,581,464,463,669,537,627
DLK00_05120,46764,39297,37956,63467,53164,64792
DLK00_05125,11379,9453,9741,14148,12337,15721
DLK00_05130,1551,1326,1382,1944,1570,1664
DLK00_05135,3714,3331,3180,4130,3450,4084
DLK00_05150,4506,3657,3529,6758,5047,6360
DLK00_05155,6697,5234,5962,10120,6060,6443
DLK00_05165,225,180,180,287,220,226
DLK00_05170,224,212,182,322,218,253
DLK00_05175,947,827,821,1201,942,948
DLK00_05185,2150,1866,1922,2443,1958,2271
DLK00_05190,16904,14025,14506,23372,17908,18454
DLK00_05195,605,440,447,640,466,645
DLK00_05200,1499,1223,1233,1809,1407,1739
DLK00_05205,279,252,233,344,254,212
DLK00_05210,775,717,700,1056,870,796
DLK00_05215,10903,9395,9167,12713,10600,12500
DLK00_05220,2907,2450,2468,3523,2868,3479
DLK00_05225,2955,2504,2459,3571,3087,3734
DLK00_05245,9525,8187,8006,12517,10575,11350
DLK00_05255,4930,4025,4062,6147,5344,7287
DLK00_05270,28994,22788,23417,30952,24329,35277
DLK00_05275,4935,3849,3880,5419,4124,6588
DLK00_05285,1224,1087,1091,1782,1183,1501
DLK00_05300,122,106,76,138,111,155
DLK00_05305,412,362,317,690,585,663
DLK00_05310,80,83,63,142,95,111
DLK00_05315,165,139,96,218,179,301
DLK00_05320,339,258,238,428,408,618
DLK00_05330,253,184,201,340,310,422
DLK00_05335,471,395,414,679,571,864
DLK00_05340,1028,741,846,1303,1164,1631
DLK00_05345,519,378,404,764,640,858
DLK00_05350,147,85,93,166,120,285
DLK00_05355,165,130,115,195,170,317
DLK00_05360,485,403,361,614,570,1033
DLK00_05370,319,271,182,425,372,611
DLK00_05375,218,170,155,242,222,467
DLK00_05385,512,428,422,853,819,1128
DLK00_05395,814,601,642,1251,1236,1714
DLK00_05400,721,592,554,1268,1164,1531
DLK00_05405,3322,2599,2562,5040,4759,7456
DLK00_05415,2211,1759,1908,2985,2505,2762
DLK00_05420,749,613,626,1067,846,949
DLK00_05425,381,334,303,496,467,610
DLK00_05430,337,282,284,456,363,673
DLK00_05435,215,153,156,260,227,360
DLK00_05445,77,50,46,101,83,141
DLK00_05450,68,83,60,148,136,177
DLK00_05460,107,70,66,163,131,188
DLK00_05465,67,52,58,116,86,192
DLK00_05475,6536,4755,5242,8926,7028,8827
DLK00_05480,3196,2718,2665,4703,3979,5549
DLK00_05485,423,347,376,417,354,410
DLK00_05490,1750,1420,1496,1908,1605,1795
DLK00_05495,3688,3184,3258,6807,5116,5871
DLK00_05500,819,637,684,1727,1652,1804
DLK00_05505,621,491,446,1347,1260,1472
DLK00_05510,537,428,432,1084,1112,1347
DLK00_05515,1961,1616,1520,3531,2978,4480
DLK00_05520,976,757,785,1853,1504,2171
DLK00_05525,3607,3026,3052,7179,5241,9178
DLK00_05530,18345,15226,15161,35198,28353,44992
DLK00_05535,3766,3356,3112,8214,6581,8000
DLK00_05540,7494,6268,6116,9161,7171,9540
DLK00_05555,10744,9433,9193,15159,13000,10667
DLK00_05560,7293,6015,5733,9639,8119,9813
DLK00_05565,1714,1752,1451,2706,2067,2135
DLK00_05580,63241,54322,51283,69605,53455,66812
DLK00_05585,132627,110572,108062,136179,112014,140466
DLK00_05590,11364,10230,9783,15640,13183,14137
DLK00_05595,4099,3539,3517,4944,3961,4356
DLK00_05605,5754,4756,4991,8370,6977,6963
DLK00_05615,90,55,64,92,66,60
DLK00_05630,1613,1366,1294,1671,1345,1677
DLK00_05635,621,494,471,523,454,663
DLK00_05645,22994,20906,20531,32562,26855,27592
DLK00_05650,10310,7837,7650,11127,9418,16321
DLK00_05655,45082,36347,38356,53166,45198,55118
DLK00_05660,26078,25718,21941,40465,27401,39238
DLK00_05675,30432,25516,24568,20166,17322,19859
DLK00_05685,829,690,747,1322,918,1050
DLK00_05690,4759,3537,3614,4763,2978,5330
DLK00_05700,18885,16213,16114,18629,15611,20668
DLK00_05705,21666,18321,18291,24112,19549,24165
DLK00_05720,21130,15374,20440,5822,38808,124203
DLK00_05725,2586,2623,2143,2836,2309,2418
DLK00_05730,5081,4275,4416,5118,4170,4951
DLK00_05735,3397,2940,4035,876,6849,13453
DLK00_05740,4790,3453,4093,7463,4863,6016
DLK00_05750,3453,3059,2767,4708,3434,3708
DLK00_05760,9988,8006,8125,11728,8442,10572
DLK00_05765,3679,3241,3101,4691,3937,4770
DLK00_05790,366,290,308,266,194,314
DLK00_05800,97,47,65,152,73,131
DLK00_05805,504,387,482,1029,606,865
DLK00_05815,19993,16309,16622,30611,26016,31034
DLK00_05835,28704,25249,24347,35151,28651,34517
DLK00_05840,82300,67950,67538,86123,71815,91746
DLK00_05845,80771,69537,66888,83080,71657,78280
DLK00_05860,210,143,193,284,205,210
DLK00_05865,278,198,256,438,258,381
DLK00_05870,984,849,929,1196,1000,1140
DLK00_05875,2879,2468,2438,3470,2875,3039
DLK00_05880,18022,15621,15156,23822,18802,20157
DLK00_05885,401,328,397,636,394,473
DLK00_05890,84364,71770,70648,123149,102532,107775
DLK00_05895,37147,30695,30834,45202,36681,45447
DLK00_05900,11456,9225,9437,14349,11513,15570
DLK00_05905,1812,1522,1546,2427,2023,2104
DLK00_05910,18028,15642,15123,20575,18425,22115
DLK00_05920,8846,7401,7461,10951,9223,11294
DLK00_05925,8461,7307,7240,11000,9264,9850
DLK00_05930,684,511,531,767,605,823
DLK00_05935,1523,1274,1230,1845,1421,1878
DLK00_05945,8082,6834,6943,10991,8369,8564
DLK00_05950,1967,1771,1538,2636,2154,2279
DLK00_05955,10588,8458,8279,10628,9210,13363
DLK00_05960,4103,3247,3481,4594,3644,4358
DLK00_05970,23659,19979,19833,27649,23318,28685
DLK00_05980,2154,1776,1802,2632,2098,2923
DLK00_05985,2028,1544,1600,2492,1785,2414
DLK00_05990,19640,16133,15324,22959,17390,29090
DLK00_05995,6396,5754,5389,8746,7149,7718
DLK00_06010,9641,8389,8310,13067,10868,12383
DLK00_06015,7895,7691,7569,13097,10285,9500
DLK00_06020,9322,8824,9282,14956,10696,10871
DLK00_06025,2334,2030,1857,2985,2183,2622
DLK00_06030,139154,116804,117564,145399,126616,143951
DLK00_06035,66610,58151,55806,73192,58493,67935
DLK00_06045,101075,84461,83893,100264,87327,97171
DLK00_06080,6394,5042,5144,6315,5819,8414
DLK00_06090,2359,1964,1894,2477,1745,2910
DLK00_06100,43318,38525,37025,56247,44387,48318
DLK00_06110,26883,22228,21974,33538,25958,30242
DLK00_06120,3549,3061,2863,3851,3039,3912
DLK00_06130,854,732,670,840,703,819
DLK00_06135,5857,4777,4908,6540,5013,6471
DLK00_06140,53162,44159,42238,74322,58734,75486
DLK00_06145,69207,57235,54941,96890,78077,98655
DLK00_06155,1297,1041,1039,1411,1020,1364
DLK00_06165,3409,2541,2623,5598,4422,6104
DLK00_06170,25401,20290,19881,29199,23208,40163
DLK00_06185,153279,130856,127852,161002,137528,162256
DLK00_06190,5,2,9,9,3,0
DLK00_06205,5235,4235,4261,7119,5563,7390
DLK00_06215,6857,5605,5362,7332,5868,8739
DLK00_06225,367,313,303,314,267,318
DLK00_06230,1467,1208,1119,1819,1479,2029
DLK00_06240,1748,1541,1524,2591,2161,2516
DLK00_06250,878,679,695,1116,898,1301
DLK00_06255,559,534,444,932,741,854
DLK00_06280,3365,2795,2712,3722,3321,4632
DLK00_06285,5371,4599,4519,12648,10092,10347
DLK00_06295,7180,6190,6409,10740,8151,8586
DLK00_06300,5900,4423,4608,6513,4903,6303
DLK00_06310,1409,1154,1168,1892,1333,1558
DLK00_06315,3014,2343,2459,4364,3025,3383
DLK00_06320,781,417,724,906,485,1076
DLK00_06325,20319,15725,16740,24261,18746,24731
DLK00_06330,16531,13547,14346,22308,18063,20135
DLK00_06335,23148,20692,19491,31645,26882,30197
DLK00_06340,26288,22721,21984,34338,29989,33768
DLK00_06350,37756,31569,30311,43612,37232,48646
DLK00_06365,8484,6816,7404,9281,7481,8963
DLK00_06370,307,165,277,448,241,405
DLK00_06375,4585,4362,3854,6232,5148,5815
DLK00_06415,5425,4730,4513,6339,4756,6958
DLK00_06420,6173,5110,5043,7674,6048,7559
DLK00_06425,38396,31387,31959,46338,40726,47961
DLK00_06430,13759,11199,10902,16660,14230,16958
DLK00_06435,5604,4737,4547,8079,6412,7623
DLK00_06440,68321,57494,54911,91670,75736,95392
DLK00_06445,6400,5271,5543,9881,7567,8207
DLK00_06450,4757,4159,3918,6115,4909,5498
DLK00_06455,4514,3691,3661,5557,4186,5053
DLK00_06470,3355,3008,2825,3593,2957,3890
DLK00_06480,4621,3843,3848,5016,3923,5529
DLK00_06485,8820,7137,6886,9753,7674,10154
DLK00_06495,3801,2972,3109,4645,3733,5268
DLK00_06500,5399,4571,4441,6977,5445,6671
DLK00_06505,4526,3909,3753,5295,3757,5276
DLK00_06510,22034,18469,18620,25208,21553,27288
DLK00_06515,8303,7061,7048,9344,8204,10910
DLK00_06520,11080,9005,8817,11876,9849,15021
DLK00_06525,846,667,633,938,796,857
DLK00_06530,5146,4447,4157,6509,5126,6798
DLK00_06540,5695,4913,4821,6051,4934,6556
DLK00_06545,4800,4041,3873,5173,4490,5035
DLK00_06555,30378,25749,25225,34977,28685,34789
DLK00_06560,289,192,271,240,204,220
DLK00_06565,120,102,114,105,99,102
DLK00_06570,78,73,68,83,70,71
DLK00_06575,56,40,40,47,34,44
DLK00_06580,303,289,290,375,294,334
DLK00_06585,200,142,123,195,163,212
DLK00_06595,1548,1234,1206,1713,1204,1959
DLK00_06600,3538,3125,2973,4676,3172,4313
DLK00_06605,32978,29295,28597,48781,38100,39456
DLK00_06615,17851,13911,15023,24043,18407,20934
DLK00_06635,7903,6913,6822,10448,8995,9781
DLK00_06640,1229,980,1016,1595,1279,1416
DLK00_06645,19346,16790,16262,24685,20176,24725
DLK00_06650,5122,4443,4258,4620,3782,4575
DLK00_06655,2701,2261,2297,2752,2274,3523
DLK00_06660,793,668,538,692,495,1028
DLK00_06675,453,423,392,515,398,442
DLK00_06680,53529,46356,46114,61448,50454,59449
DLK00_06685,6032,5399,5322,8263,6689,7112
DLK00_06690,31909,27783,26564,44787,33318,35748
DLK00_06695,6153,5323,5139,7363,5583,6794
DLK00_06705,2951,2650,2534,3600,2864,3094
DLK00_06715,16451,14190,13307,18121,14399,18641
DLK00_06720,8628,7491,7137,9863,8058,10513
DLK00_06735,2011,1709,1682,2320,1679,2311
DLK00_06745,8393,6846,6973,11103,8881,9518
DLK00_06750,2606,2359,2245,3303,2833,3445
DLK00_06755,1264,1078,890,1282,988,1783
DLK00_06760,8490,6920,6882,9763,8044,10690
DLK00_06765,10806,8921,8668,12703,9928,13521
DLK00_06770,1821,1670,1568,2479,1885,1955
DLK00_06775,4087,3971,3931,5216,4471,4964
DLK00_06780,13260,11559,11276,15990,13127,16393
DLK00_06785,4638,3728,4120,5768,3924,4581
DLK00_06795,12617,10350,10290,14666,11045,14742
DLK00_06800,5383,4335,4317,6388,5032,5505
DLK00_06825,5340,4406,4385,6334,4948,5832
DLK00_06830,3618,3048,2920,3543,2780,3967
DLK00_06845,4948,3595,4065,5648,4317,5820
DLK00_06850,851,672,637,951,719,993
DLK00_06855,100,89,87,94,67,85
DLK00_06860,1723,1452,1432,1908,1565,1918
DLK00_06865,449,393,382,538,399,450
DLK00_06870,8412,7275,7365,9757,7740,8464
DLK00_06875,10626,9038,8675,12264,9848,11694
DLK00_06880,505,410,396,457,388,409
DLK00_06885,267,296,260,311,283,253
DLK00_06890,412,431,403,459,323,315
DLK00_06895,911,691,670,728,621,773
DLK00_06910,461,380,410,357,326,337
DLK00_06920,827,789,748,704,616,669
DLK00_06925,1172,1023,1026,1156,1004,1110
DLK00_06930,408,366,395,449,366,364
DLK00_06935,17,8,6,9,11,8
DLK00_06940,769,615,696,613,448,549
DLK00_06945,12297,10075,10379,18514,13309,14669
DLK00_06950,3055,2254,2674,3660,2751,3429
DLK00_06955,17135,14945,14615,24086,18800,19216
DLK00_06960,7274,6259,6149,9664,7478,7705
DLK00_06965,105,90,62,87,78,68
DLK00_06970,136,123,97,125,95,141
DLK00_06975,86,86,68,95,68,71
DLK00_06985,112,95,91,112,89,118
DLK00_06990,280,209,243,198,185,279
DLK00_06995,45,47,33,60,25,45
DLK00_07005,200,140,139,189,140,199
DLK00_07010,124,101,103,116,125,133
DLK00_07015,2103,1792,1833,2242,1956,1974
DLK00_07020,9439,8397,7970,10633,8312,9574
DLK00_07030,7833,6546,6596,11264,8367,9887
DLK00_07035,24,27,10,13,13,12
DLK00_07040,41,29,25,16,18,28
DLK00_07045,114,113,90,86,103,148
DLK00_07050,67,55,49,83,65,79
DLK00_07055,99,59,77,106,79,100
DLK00_07060,2982,2422,2520,4038,3482,3717
DLK00_07065,894,741,817,1293,864,1082
DLK00_07070,183,142,131,145,109,124
DLK00_07075,296,261,265,222,215,369
DLK00_07080,860,694,593,766,622,891
DLK00_07090,700,586,472,475,441,694
DLK00_07095,380,308,288,298,274,436
DLK00_07105,128,127,94,93,87,140
DLK00_07110,92,100,96,76,71,129
DLK00_07115,216,173,137,150,102,196
DLK00_07120,115,102,91,70,52,134
DLK00_07125,159,145,136,104,96,156
DLK00_07130,415,298,263,316,302,401
DLK00_07135,91,94,85,56,90,102
DLK00_07140,147,88,94,109,97,118
DLK00_07150,49,47,36,57,40,44
DLK00_07165,501,389,438,536,446,604
DLK00_07170,81,57,40,42,47,67
DLK00_07175,433,396,391,407,428,510
DLK00_07180,188,197,145,290,190,241
DLK00_07190,1079,854,890,1272,1004,1299
DLK00_07195,1008,830,819,1205,970,1379
DLK00_07200,160,153,157,280,241,235
DLK00_07205,638,477,408,692,602,742
DLK00_07210,61,62,61,77,53,76
DLK00_07225,35488,30314,30197,44646,37116,43682
DLK00_07230,14848,12233,12142,17820,13792,16660
DLK00_07240,6995,5899,5740,8414,6628,7610
DLK00_07245,6975,5540,5495,7820,6188,8073
DLK00_07265,18375,16174,15396,25828,19828,21148
DLK00_07280,9864,9049,8381,12848,10437,11261
DLK00_07285,458,415,449,514,374,394
DLK00_07290,3043,2560,2453,2653,2165,2418
DLK00_07295,2044,1902,1825,2844,2033,2304
DLK00_07300,7080,6112,5672,9003,6903,7303
DLK00_07305,19359,15962,16671,19816,16023,17621
DLK00_07315,3867,2991,3180,3485,2745,3950
DLK00_07320,3480,2740,2896,3376,2764,3344
DLK00_07330,864,707,733,1105,905,1084
DLK00_07335,240,217,196,253,204,260
DLK00_07340,641,458,470,477,446,678
DLK00_07345,2817,1874,2433,1078,774,851
DLK00_07360,17532,15387,14897,23062,19132,20168
DLK00_07370,10392,8530,8728,16391,13871,16901
DLK00_07375,12917,10294,10552,14238,12006,19290
DLK00_07385,122321,101556,98550,105370,84520,131413
DLK00_07390,2821,2512,2119,1971,1399,1810
DLK00_07400,7441,6933,6419,12043,8597,10694
DLK00_07405,3994,3583,3314,5168,3946,4710
DLK00_07420,1861,1640,1536,2286,1918,2535
DLK00_07425,2984,2490,2557,3581,3021,3815
DLK00_07430,1443,1202,1178,1970,1235,1885
DLK00_07435,13161,11028,10536,14992,12293,16453
DLK00_07445,2320,2059,1940,3003,2598,3027
DLK00_07455,6175,5530,5036,7959,6242,6845
DLK00_07470,351,351,325,492,354,388
DLK00_07475,1326,1189,1131,2177,1745,1648
DLK00_07480,11765,9657,10291,12845,9631,11798
DLK00_07485,6672,5682,5511,8032,6586,7811
DLK00_07495,2496,1935,2076,2761,1980,2455
DLK00_07500,2019,1875,1771,2320,1983,2174
DLK00_07510,8443,6498,7426,10411,7470,9523
DLK00_07520,2875,2351,2358,3396,2723,2839
DLK00_07525,9554,8174,7937,10429,8491,11866
DLK00_07530,2919,2688,2470,3510,2667,3833
DLK00_07535,10344,8902,8597,12058,9736,11165
DLK00_07545,2025,1591,1714,3187,2069,2275
DLK00_07565,7534,6706,6611,11058,8717,9162
DLK00_07570,2375,2066,1943,3133,2462,3009
DLK00_07580,4856,4005,3967,5593,4317,5747
DLK00_07590,9241,7700,7402,11785,8941,11213
DLK00_07595,2366,2107,2036,3387,2712,2776
DLK00_07600,347,313,355,317,214,252
DLK00_07605,836,649,680,632,528,589
DLK00_07615,113,91,93,119,96,130
DLK00_07625,1381,1335,1243,1720,1422,1492
DLK00_07635,942,535,635,1379,897,1084
DLK00_07640,2257,1715,1818,3554,2595,2754
DLK00_07645,3144,2425,2447,4803,3582,4008
DLK00_07650,3569,2776,2888,5125,3993,4418
DLK00_07655,3492,2730,2764,5007,3807,4348
DLK00_07665,50898,36762,38842,66407,49590,77786
DLK00_07675,1129,941,1003,1298,928,1169
DLK00_07680,7217,6501,6296,8163,6793,8082
DLK00_07685,1,2,2,1,1,1
DLK00_07690,12621,10625,10139,12616,10306,13938
DLK00_07695,18463,15334,15669,18778,15142,20797
DLK00_07700,933,890,801,1182,855,1098
DLK00_07705,7226,5846,5804,5912,4749,6930
DLK00_07710,84818,70549,70942,132137,108725,132376
DLK00_07715,1592,1438,1312,1879,1488,1581
DLK00_07720,871,734,769,1003,804,1017
DLK00_07725,2612,1984,2168,3315,2267,2857
DLK00_07730,11563,9473,9762,14704,11689,13567
DLK00_07735,216,176,157,245,207,171
DLK00_07740,1612,1492,1349,2153,1845,1927
DLK00_07745,4108,3461,3499,5676,4673,5178
DLK00_07750,2794,2637,2412,4088,3415,2520
DLK00_07755,32289,27609,27364,40261,34784,39944
DLK00_07760,386,397,334,487,371,307
DLK00_07765,2733,2218,2285,2573,2153,3010
DLK00_07770,1546,1279,1249,1309,1063,1773
DLK00_07775,3785,3022,3243,3977,3100,4205
DLK00_07780,1416,1165,1245,1393,1097,1714
DLK00_07790,5972,5151,5122,8852,6656,7251
DLK00_07795,5689,4999,4702,7534,5478,6879
DLK00_07800,5318,4655,4460,6626,4903,6063
DLK00_07805,3069,2505,2413,3702,2872,3995
DLK00_07830,4559,4075,3943,6433,5334,5363
DLK00_07835,10566,9135,8665,14434,11070,13043
DLK00_07850,3281,2725,2670,4015,3350,3437
DLK00_07855,2415,1962,2191,3229,2733,2876
DLK00_07860,252,259,222,336,257,254
DLK00_07865,171,133,134,233,159,142
DLK00_07870,1176,1205,1138,1845,1416,1329
DLK00_07875,1195,822,1080,1520,909,1088
DLK00_07880,121,127,113,151,110,119
DLK00_07885,33,38,32,42,27,44
DLK00_07890,30,22,32,34,23,33
DLK00_07895,35,27,24,36,15,22
DLK00_07900,42,15,33,33,20,41
DLK00_07905,336,324,342,363,318,302
DLK00_07910,6,8,11,13,7,14
DLK00_07915,20,18,24,22,5,28
DLK00_07920,548,475,438,550,497,569
DLK00_07925,2075,1699,1664,2579,1964,2253
DLK00_07930,818,716,731,1157,853,936
DLK00_07945,8656,7338,7469,12466,9941,9764
DLK00_07950,34095,28687,28692,42120,33112,36815
DLK00_07955,5342,4591,4612,8236,6254,6573
DLK00_07970,8954,7375,6997,9490,7757,8942
DLK00_07975,40896,34061,33656,50315,42199,48382
DLK00_07990,96730,78983,79320,149344,116650,134569
DLK00_08000,10765,9080,8936,10787,8900,11111
DLK00_08005,3980,3352,3492,4631,3720,3998
DLK00_08010,752,652,638,990,708,715
DLK00_08015,6479,5598,5299,9010,6658,6811
DLK00_08030,2108,1557,1788,2815,1914,2738
DLK00_08040,213,159,137,238,222,192
DLK00_08045,620,596,547,1170,777,787
DLK00_08055,99326,80718,80676,81890,72099,87109
DLK00_08060,64177,55507,53562,60492,50885,60710
DLK00_08070,1125,741,923,1456,896,1217
DLK00_08075,6777,6113,6133,10772,7943,8409
DLK00_08090,593,517,494,737,529,628
DLK00_08100,49696,40670,40825,54601,42382,62424
DLK00_08105,31417,26821,25634,33983,26542,40887
DLK00_08110,2464,1929,1958,3072,2196,2675
DLK00_08115,98,108,120,182,146,92
DLK00_08120,3343,2931,3884,892,6534,13279
DLK00_08125,1113,1019,936,1318,953,870
DLK00_08130,31264,22446,32024,9668,58174,218345
DLK00_08140,538,473,492,631,511,545
DLK00_08145,2689,2207,2176,3072,2228,2699
DLK00_08150,38330,31954,31825,46005,35897,44543
DLK00_08160,11773,10441,10172,13259,11449,12985
DLK00_08165,82,32,52,52,24,69
DLK00_08170,1316,1102,1088,1429,1122,1219
DLK00_08180,655,553,561,705,518,773
DLK00_08190,9861,8167,8277,10017,8562,10962
DLK00_08195,2477,2126,2000,2429,1904,2663
DLK00_08205,10678,7765,8944,14073,9079,11601
DLK00_08210,52023,42785,42844,49586,40439,47994
DLK00_08230,9240,7629,7309,10603,8162,12695
DLK00_08240,4418,3500,3554,4674,3527,5581
DLK00_08250,18494,14828,14383,19121,15480,24076
DLK00_08265,9500,8036,8038,12823,9462,10120
DLK00_08275,15141,13370,13053,20116,15797,18557
DLK00_08280,9410,7844,8011,13729,9984,10841
DLK00_08285,1049,775,814,994,716,1136
DLK00_08305,7231,6334,5764,9780,7229,7461
DLK00_08310,5207,4084,4238,5250,4566,6604
DLK00_08325,55032,47230,45400,59280,50454,64972
DLK00_08330,42354,33669,34818,39791,38159,52514
DLK00_08335,29158,24932,24089,29143,27254,30837
DLK00_08360,5504,4556,4472,6210,4884,6131
DLK00_08375,12778,11091,10668,14027,11795,15570
DLK00_08380,16772,14692,14064,23117,18403,19185
DLK00_08385,2028,1728,1659,2632,2149,2463
DLK00_08405,4721,3608,3591,4643,3522,5820
DLK00_08410,5332,4300,4423,6328,5171,6785
DLK00_08415,259,191,221,349,211,305
DLK00_08420,1447,1238,1213,1747,1345,1620
DLK00_08425,797,599,642,965,749,849
DLK00_08430,6832,5677,5455,8225,6152,8066
DLK00_08435,16238,13978,13547,21156,17453,21818
DLK00_08445,67842,54598,53927,62459,50287,66344
DLK00_08450,23425,19297,19797,22701,19154,21392
DLK00_08455,11101,9217,9131,9802,8572,11070
DLK00_08460,1018,999,986,1597,1224,1343
DLK00_08480,47321,41613,39874,67085,46443,50861
