V1,Raw_33.1,Raw_33.2,Raw_33.5,Raw_33.6,Raw_86.1,Raw_86.2,Raw_86.5,Raw_86.6
NTHI_RS02275,24383,29651,20499,17171,11448,22265,16296,16249
NTHI_RS02280,46924,65477,49699,37945,25508,52541,41048,35872
NTHI_RS02285,81352,116641,98344,74728,48238,95188,79002,70507
NTHI_RS02290,2393,3211,2502,1995,1784,3055,3277,2446
NTHI_RS02295,998,1105,1021,826,762,1066,1700,1065
NTHI_RS02300,3542,2558,3863,3214,2186,2415,3423,2822
NTHI_RS02305,1183,821,1029,884,589,740,1181,885
NTHI_RS02310,4474,5820,6145,4726,3790,5219,6914,5331
NTHI_RS02315,8927,10120,11110,8827,6107,10118,12176,10939
NTHI_RS02320,10254,11288,11799,9456,6803,11917,14211,11922
NTHI_RS02325,6673,7986,7458,5696,4377,9464,9790,7685
NTHI_RS02330,439,601,540,374,338,610,657,540
NTHI_RS02335,1381,1293,1785,1473,1033,1208,1974,1577
NTHI_RS02340,12947,13158,16315,13614,5069,9548,11908,13137
NTHI_RS02345,4780,4762,5991,4960,2294,3582,4352,4596
NTHI_RS02350,5475,6717,7170,6060,2856,4964,5034,5812
NTHI_RS02355,3504,4194,4693,3846,1790,3068,3045,3618
NTHI_RS02360,6202,7040,7407,6428,3311,5595,6197,6864
NTHI_RS02365,19387,18852,20969,17568,10558,18132,18694,19573
NTHI_RS02370,2701,3741,3252,2805,1780,2861,3111,2612
NTHI_RS02375,5227,6351,5102,4372,3601,5420,5014,4228
NTHI_RS02380,182,276,129,132,127,231,232,124
NTHI_RS02385,105,124,146,122,113,142,209,105
NTHI_RS02390,55852,72524,60610,48073,46724,92341,98850,66287
NTHI_RS02395,17462,18602,16642,14338,9028,14772,17554,15804
NTHI_RS02400,4718,5455,5047,2862,1669,3419,4447,4823
NTHI_RS02405,2227,2195,2073,1542,1506,1906,2468,2322
NTHI_RS02410,5069,5148,5261,4255,3332,4751,6037,5184
NTHI_RS02415,3059,3498,3289,2652,2368,3413,4628,3161
NTHI_RS02420,3083,3940,2864,2220,2308,3740,4350,3078
NTHI_RS02425,2146,2889,2193,1869,1061,2472,2775,2204
NTHI_RS02430,1335,1941,1271,1121,977,1674,1738,1427
NTHI_RS02435,11008,14132,10942,8945,6413,13315,13070,11636
NTHI_RS02440,2060,3045,2018,1692,1697,3311,3216,2280
NTHI_RS02445,4876,3859,4931,4125,3025,3784,5397,4229
NTHI_RS02450,9308,8050,10435,8497,5579,8063,10140,9383
NTHI_RS02455,2542,2599,3423,2905,1972,2077,3128,2491
NTHI_RS02460,450,557,488,350,465,606,666,497
NTHI_RS02465,5684,7729,6002,4799,3183,7348,7430,5864
NTHI_RS02470,4751,6775,5185,4564,1695,5256,5454,4911
NTHI_RS02475,4027,5418,5142,4535,1966,4435,3043,2754
NTHI_RS02480,4331,6111,4916,4200,3098,5061,3426,3042
NTHI_RS02485,2348,2435,2016,1673,1207,2628,2662,1754
NTHI_RS02490,164668,187526,156141,129882,108323,201212,177060,154415
NTHI_RS02495,2937,2901,2793,2386,1285,2197,2719,2629
NTHI_RS02500,2495,2619,2571,2256,1345,2271,2619,2564
NTHI_RS02505,5483,4859,6019,4860,3469,4742,6367,5849
NTHI_RS02510,12296,10102,13771,11014,10024,11685,16498,14460
NTHI_RS02515,1796,1464,1721,1411,1381,1530,2366,2051
NTHI_RS02520,1445,1594,1877,1588,1271,1834,2609,1884
NTHI_RS02525,5828,4781,5814,4973,4368,4706,5940,5298
NTHI_RS02530,3657,5002,3916,3252,2923,4388,4669,3398
NTHI_RS02535,11658,13752,10150,8263,9959,14323,11077,9789
NTHI_RS02540,3410,3719,3550,2872,2320,3809,4372,3598
NTHI_RS02545,39038,38960,39068,31596,19976,32354,41031,32909
NTHI_RS02550,489,437,676,446,320,414,984,477
NTHI_RS02555,2092,1770,2172,1765,992,1933,3027,2646
NTHI_RS02560,1837,1497,1859,1485,930,1822,2810,2311
NTHI_RS02565,1272,1165,1259,1088,637,1178,1703,1535
NTHI_RS02570,2799,2593,2637,2135,1429,3169,5111,3287
NTHI_RS02575,5464,5122,7131,5594,3636,4617,6543,5302
NTHI_RS02580,10374,11061,10152,8528,7013,11096,13156,10118
NTHI_RS02585,1291,1926,1343,1023,1062,1995,2427,1440
NTHI_RS02590,1308,1477,1795,1291,1109,1623,2501,1694
NTHI_RS02600,3251,4433,3885,3266,3126,4305,5137,3972
NTHI_RS02605,10808,33619,9114,7031,6999,38618,22150,13146
NTHI_RS02610,2649,8099,3124,2029,2020,9667,4512,3351
NTHI_RS02615,9930,7972,11680,9614,4624,6687,9876,8673
NTHI_RS02620,39240,50560,52126,40452,29855,52970,55972,35883
NTHI_RS02625,2609,2890,2647,2236,2204,3289,3526,2923
NTHI_RS02630,823,682,1057,883,548,637,1415,1017
NTHI_RS02635,4178,4926,4264,3675,2052,4817,5303,4602
NTHI_RS02640,178,214,156,126,81,220,987,227
NTHI_RS02645,256,248,215,183,124,374,1330,264
NTHI_RS02650,38,32,11,16,33,38,282,55
NTHI_RS02655,41,90,48,34,30,96,274,35
NTHI_RS02660,98,153,52,66,83,170,382,117
NTHI_RS02665,170,275,180,120,170,301,683,243
NTHI_RS02670,12438,14809,13170,10886,7417,13746,16667,13230
NTHI_RS02675,2216,2930,2448,2025,1449,2763,3584,2497
NTHI_RS02680,4430,4143,5502,4701,2969,4372,5570,5385
NTHI_RS02685,5724,4443,6814,5342,2790,4294,6281,6215
NTHI_RS02690,5385,3817,6006,5014,2583,3367,6809,5256
NTHI_RS02695,8252,12170,10047,8339,6398,11404,12488,8973
NTHI_RS02700,57,83,77,53,59,78,216,69
NTHI_RS02705,12098,12546,12329,10117,5155,12097,17491,14632
NTHI_RS02710,4728,4965,5284,4435,2311,4279,6345,5527
NTHI_RS02715,11048,11754,12916,9960,5856,10117,15460,12561
NTHI_RS02720,3588,4804,4128,3421,2669,4560,5558,4473
NTHI_RS02725,2006,2997,1824,1594,1086,3058,2610,2180
NTHI_RS02730,1762,2632,1773,1408,1149,2557,2374,1826
NTHI_RS02735,5757,7956,6555,5446,4024,6394,7302,6476
NTHI_RS02740,1950,2696,2051,1740,1476,2396,2636,2271
NTHI_RS02745,2140,2753,2360,1936,1559,2988,3606,2554
NTHI_RS02750,4034,4913,4310,3575,2608,4959,6046,4334
NTHI_RS02755,46882,31633,49336,40464,16738,18558,25508,25820
NTHI_RS02760,3013,2295,3261,2947,1244,1633,3126,2769
NTHI_RS02765,3613,2844,4258,3896,1805,1766,2938,3191
NTHI_RS02770,17895,17166,16557,15780,11857,13138,13087,14656
NTHI_RS02775,1432,1943,1487,1282,1133,2141,2696,1865
NTHI_RS02780,1020,1559,1205,890,983,1574,2233,1425
NTHI_RS02785,2298,2639,2603,2081,2085,3085,3884,2841
NTHI_RS02790,13102,14850,17220,12797,7586,12272,17452,12698
NTHI_RS02795,1914,2309,2823,2122,1482,1988,3872,2468
NTHI_RS02800,1306,1753,1656,1214,1132,1913,2817,2256
NTHI_RS02805,4375,6312,5728,4016,3313,7565,9673,7199
NTHI_RS02810,3348,4496,3686,2821,2342,4426,5252,3831
NTHI_RS02815,4317,5429,4864,4039,2280,5167,6277,5158
NTHI_RS02825,1787,2234,1334,1122,1062,2276,2433,1745
NTHI_RS02830,3354,4310,3295,2616,1977,4435,5435,4040
NTHI_RS02835,2316,2547,2155,1799,1352,2607,3621,2572
NTHI_RS02840,2509,2704,2050,1670,1604,3155,3392,2857
NTHI_RS02845,1428,1708,1288,1055,802,1675,1794,1508
NTHI_RS02850,2198,2764,2143,1780,1128,2521,3222,2596
NTHI_RS02855,2253,2553,2205,1882,1113,2474,3063,2542
NTHI_RS02860,1497,2177,1765,1339,1405,2189,2682,2170
NTHI_RS02865,6193,7062,4587,4080,3795,6454,5413,4361
NTHI_RS02875,91231,117599,127742,105531,30566,65015,81742,73034
NTHI_RS02880,57870,72693,77488,63522,22600,42722,49664,44843
NTHI_RS02885,131460,149281,162428,131350,55667,101433,111350,94981
NTHI_RS02890,41531,44563,51729,40319,19306,32247,36931,29955
NTHI_RS02895,36402,37787,43964,34778,20493,29485,34304,27586
NTHI_RS02900,26044,25829,30491,24967,17488,20758,24570,18895
NTHI_RS02905,22380,15771,25915,21001,14868,13013,16716,15017
NTHI_RS02910,5662,5694,8536,7011,3520,4125,5445,4122
NTHI_RS02915,1195,2250,1550,1279,1064,2190,2656,1368
NTHI_RS02920,671,1815,917,726,564,1488,1608,681
NTHI_RS02925,2784,4488,2377,2160,1219,2874,2869,2741
NTHI_RS02930,1285,2293,1444,1255,951,1974,2131,1377
NTHI_RS02935,3254,4110,3316,2703,3091,5265,5279,4008
NTHI_RS02940,191,240,250,190,154,278,339,247
NTHI_RS02945,321,367,333,225,234,381,531,240
NTHI_RS02950,12579,15177,12616,10015,8346,17121,12005,8216
NTHI_RS02955,1598,1625,3515,2614,616,1063,2518,1621
NTHI_RS02960,3962,3914,9798,6717,1963,2815,7627,4889
NTHI_RS02965,5396,6205,5468,4629,5302,6811,7662,6726
NTHI_RS02970,2633,2489,2690,2365,1727,2443,3596,3326
NTHI_RS02975,2103,1972,2264,1850,1309,2178,4032,2621
NTHI_RS02980,866,1006,851,749,599,926,810,473
NTHI_RS02985,2263,2706,2103,1781,996,1884,1999,1292
NTHI_RS02990,1356,1775,1372,1097,819,1095,1386,860
NTHI_RS02995,3350,4878,3718,2954,1959,3147,2592,1890
NTHI_RS03000,3443,4545,3600,2907,2135,3636,3333,2481
NTHI_RS03005,2009,2377,2111,1753,1076,1827,2178,1432
NTHI_RS03010,1387,1217,2024,1695,1127,1365,2208,1644
NTHI_RS03015,6470,7364,6122,4994,3787,7810,8226,6812
NTHI_RS03020,5334,4409,6144,4999,2579,3451,5355,5005
NTHI_RS03025,806,852,1047,793,529,1091,2058,1273
NTHI_RS03030,1851,2467,1466,1205,1597,2904,3116,1887
NTHI_RS03035,152898,187249,175025,148007,57637,134523,145358,145188
NTHI_RS03040,120093,117793,159800,131457,54462,97297,140260,139335
NTHI_RS03045,68417,59417,105982,80107,31289,47001,91584,73302
NTHI_RS03050,51258,46183,82136,64010,26252,33287,66651,56445
NTHI_RS03055,41093,44335,48191,40378,20023,34334,33932,35298
NTHI_RS03060,82059,93829,89722,72298,42052,86254,78061,81567
NTHI_RS03065,17350,24870,18783,15753,10120,16188,11151,9367
NTHI_RS03070,40673,43953,40247,32450,23523,34498,25625,22104
NTHI_RS03075,1189,1536,1147,989,818,1580,2695,1425
NTHI_RS03080,2207,2412,2890,2152,1604,2423,4154,2911
NTHI_RS03085,48424,82639,44809,35911,21599,79858,51781,44870
NTHI_RS03090,52037,105221,47631,39096,12059,99279,65410,53975
NTHI_RS03095,9359,9436,9899,8220,4620,7049,8057,7095
NTHI_RS03100,4759,6097,5122,4585,2608,4144,4434,3819
NTHI_RS03105,22255,26625,22897,19587,12301,20643,21303,17492
NTHI_RS03110,2232,2410,2197,1861,1042,2053,2132,1953
NTHI_RS03115,5926,6327,6130,4832,2864,5624,6264,5304
NTHI_RS03120,25095,27206,34019,25732,13857,25724,36871,23416
NTHI_RS03125,8463,7074,8339,6504,4725,6634,8744,7057
NTHI_RS03130,21181,23856,21645,16099,15532,21448,25285,20307
NTHI_RS03135,57024,131592,76795,59488,56943,202838,122945,86967
NTHI_RS03140,1539,1221,2352,1754,634,1211,3554,2405
NTHI_RS03145,1769,1753,2802,2010,1048,1934,4235,2767
NTHI_RS03150,2443,2881,3464,2518,1263,2817,4731,3271
NTHI_RS03155,2189,2457,3045,2184,1140,2502,3828,2826
NTHI_RS03160,4906,5175,6836,5329,2567,5506,9755,7219
NTHI_RS03165,608,733,878,759,402,758,1277,1083
NTHI_RS03170,409,414,547,394,430,517,977,588
NTHI_RS03180,13219,15509,50814,31344,4862,8314,31429,22377
NTHI_RS03185,61505,49287,70845,55457,24561,40428,70972,51444
NTHI_RS03190,26388,21753,29598,23461,14210,16979,29296,21909
NTHI_RS03195,46656,41520,58474,46963,24241,32332,52909,42293
NTHI_RS03200,81302,71416,96549,78722,48156,59886,93709,72806
NTHI_RS03205,3867,3931,6572,5237,2245,3346,5860,4395
NTHI_RS03215,5757,7296,7740,6063,5966,8687,9531,7439
NTHI_RS03220,4605,6494,6779,5587,5260,6545,8311,7005
NTHI_RS03225,2348,3029,2725,2038,1827,3139,4442,2864
NTHI_RS03230,1262,1658,1567,1233,976,1650,2370,1535
NTHI_RS03235,25116,29433,25155,20381,14286,31508,34130,30195
NTHI_RS03240,1869,2393,2131,1653,1499,2265,2688,2193
NTHI_RS03245,1077,1157,1030,916,959,1231,1264,1134
NTHI_RS03250,4407,5548,4657,3930,2976,5129,5825,4797
NTHI_RS03255,17292,21868,15899,13365,11022,22781,21987,17315
NTHI_RS03260,5581,7111,5478,4215,3561,6812,7276,5477
NTHI_RS03265,1805,2259,1775,1521,1627,2179,2793,2041
NTHI_RS03270,17027,28231,11872,10913,9366,21906,15723,15034
NTHI_RS03275,1267,2343,1091,857,1162,2461,2382,1565
NTHI_RS03280,1465,2590,1387,1074,1435,2611,2459,1566
NTHI_RS03285,1966,2879,1825,1493,1594,2720,2763,1913
NTHI_RS03290,360,674,399,335,392,656,873,519
NTHI_RS03295,4795,9521,4402,4470,3596,7560,5299,5362
NTHI_RS03305,404,491,405,361,247,546,1062,564
NTHI_RS03310,2809,3911,2912,2359,1656,3664,4081,3413
NTHI_RS03315,3619,5055,3793,3237,2322,4974,5949,4401
NTHI_RS03320,24821,28707,21918,17939,15276,25909,25230,20898
NTHI_RS03325,6080,8534,5837,5069,4309,7979,8974,7339
NTHI_RS03330,1535,2402,1723,1281,1438,2547,3460,2232
NTHI_RS03335,6599,10592,5172,4219,4113,9313,8009,5219
NTHI_RS03340,15926,23777,11134,9901,11163,22504,16852,12417
NTHI_RS03345,21217,25797,26394,20912,16124,31425,38591,28033
NTHI_RS03350,277,335,340,250,184,374,634,299
NTHI_RS03355,10816,12621,11433,9606,9206,11832,12108,12165
NTHI_RS03360,2150,2338,3095,2353,1789,2194,3163,2888
NTHI_RS03365,656,659,887,660,544,621,1008,837
NTHI_RS03370,378,409,604,466,477,475,670,535
NTHI_RS03375,367,403,448,421,315,355,619,485
NTHI_RS03380,109907,113862,111111,86311,59892,111157,123285,103619
NTHI_RS03385,13125,13510,12398,9665,4884,12669,11898,11392
NTHI_RS03390,2460,2760,2556,2054,2006,2855,2668,2315
NTHI_RS03395,10231,9969,9562,7103,6227,9251,10269,6774
NTHI_RS03400,3540,4700,4719,3206,11885,4611,9251,3253
NTHI_RS03405,2378,3373,2377,2096,2232,3319,3486,2787
NTHI_RS03410,11710,11304,12585,11459,9379,9456,8980,9616
NTHI_RS03415,27057,27891,30202,26346,21818,23947,22964,23885
NTHI_RS03420,26124,29436,30129,26730,19683,25224,23688,24711
NTHI_RS03425,2004,2879,2442,2071,2064,2749,3189,2557
NTHI_RS03430,3354,4232,3760,3172,2797,3705,4413,3617
NTHI_RS03435,15207,15441,12640,11207,7110,11536,11480,11392
NTHI_RS03440,20148,18085,18589,15615,9910,14908,15764,15642
NTHI_RS03445,12316,12757,13065,10569,7799,10378,11152,10178
NTHI_RS03450,12234,14930,11662,10210,9127,14568,14546,11904
NTHI_RS03455,393,466,332,362,390,607,778,504
NTHI_RS03460,26,27,29,25,37,21,102,27
NTHI_RS03490,5495,10341,4426,3834,6757,12346,6009,4708
NTHI_RS03495,21080,23890,17236,14661,14096,23895,19717,19075
NTHI_RS03500,2343,4087,2477,1751,2039,3682,2950,2579
NTHI_RS03505,1038,3302,1070,693,911,2937,2087,1190
NTHI_RS03510,3734,12849,2328,2093,2559,13424,7262,4184
NTHI_RS03515,4715,8474,8427,5977,1860,8303,11589,9368
NTHI_RS03520,3967,7757,8055,5940,2083,7987,11120,8418
NTHI_RS03525,4842,7129,6310,4601,3251,7524,8799,7244
NTHI_RS03530,21241,52141,25124,14380,6440,13349,13221,8873
NTHI_RS03535,142,327,123,151,127,182,230,136
NTHI_RS03540,378,674,491,365,488,707,873,509
NTHI_RS03545,4502,6107,3965,3222,3837,6632,6610,5045
NTHI_RS03550,12492,16935,11697,9553,9118,19450,17416,14978
NTHI_RS03555,7164,8420,7265,6050,4480,7712,8367,8897
NTHI_RS03560,28854,37125,32216,25549,19063,42557,45148,44319
NTHI_RS03565,319,465,309,273,257,386,563,433
NTHI_RS03570,221,389,212,210,248,356,702,327
NTHI_RS03575,12263,10602,13969,11164,8215,11422,15268,13573
NTHI_RS03580,60973,57058,66765,54169,36671,46627,56459,51806
NTHI_RS03585,50779,46798,60637,48258,25256,36973,49364,44962
NTHI_RS03590,241447,212004,274783,222133,106177,158208,240417,208852
NTHI_RS03595,91494,88239,107245,84976,39980,70751,115003,91106
NTHI_RS03600,311,278,297,217,156,259,539,331
NTHI_RS03605,72,80,98,62,33,83,191,104
NTHI_RS03610,1193,1227,1663,1301,752,1301,2423,1521
NTHI_RS03615,1474,2265,1668,1305,1316,2888,3155,1967
NTHI_RS03620,7610,10957,7587,6201,5728,13170,13402,10072
NTHI_RS03625,1550,2660,1908,1557,1657,2802,2690,2114
NTHI_RS03630,4067,6794,4933,3963,3883,7615,8440,6236
NTHI_RS03635,76896,57463,106378,81171,34492,50374,111264,80409
NTHI_RS03640,45640,33923,64343,49094,20104,30190,68451,49233
NTHI_RS03645,5789,6018,6577,5478,4567,6953,9077,7613
NTHI_RS03650,638,959,762,622,570,843,1026,630
NTHI_RS03655,647,839,812,588,435,729,886,476
NTHI_RS03660,2695,3286,3637,2495,2012,2825,3836,1872
NTHI_RS03665,244,233,241,170,4293,291,566,247
NTHI_RS03670,1178,1767,1606,1310,958,1413,2179,1711
NTHI_RS03675,5637,9188,5834,5019,3569,7876,9128,7016
NTHI_RS03680,1200,1654,1244,1062,547,1336,2144,1122
NTHI_RS03685,634,753,869,660,541,627,1260,658
NTHI_RS03690,8921,10111,8221,7183,6277,12469,14949,11837
NTHI_RS03695,4860,4801,4764,4013,2803,5091,6490,5039
NTHI_RS03700,356,398,367,293,162,377,470,444
NTHI_RS03705,1508,2103,1675,1437,772,1887,2414,1659
NTHI_RS03710,2976,3663,3118,2551,2036,3189,4095,3136
NTHI_RS03715,2207,2983,2445,2026,2115,3264,3577,2555
NTHI_RS03720,890,1165,1253,915,688,1173,1930,1222
NTHI_RS03725,1503,1804,1927,1486,755,1584,2518,1961
NTHI_RS03730,1387,1770,2118,1593,846,1597,2743,2304
NTHI_RS03735,833,1035,1087,850,493,962,1678,1154
NTHI_RS03740,854,912,959,691,509,910,1530,1024
NTHI_RS03745,3573,3276,4015,2952,2599,3795,6404,4421
NTHI_RS03750,596,641,609,544,516,702,1020,642
NTHI_RS03755,75,134,114,77,66,110,152,93
NTHI_RS03760,77734,176777,82247,52815,48307,164809,65915,69639
NTHI_RS03765,325,317,358,242,147,286,373,335
NTHI_RS03770,627,640,705,438,163,654,626,607
NTHI_RS03775,7667,9517,7890,5449,3470,8232,5507,7026
NTHI_RS03780,9482,11163,4607,4371,5153,9885,4656,4030
NTHI_RS03785,506,596,506,410,587,572,1238,450
NTHI_RS03790,105,82,130,69,56,93,243,125
NTHI_RS03795,85,131,172,129,112,144,304,156
NTHI_RS03800,990,1676,1290,1046,726,1560,3149,1371
NTHI_RS03805,4513,5658,5409,4377,3094,6538,6843,5022
NTHI_RS03810,3156,6354,4449,3790,3471,7151,5975,5150
NTHI_RS03815,1895,3705,2616,2196,2138,4869,3867,3255
NTHI_RS03820,2950,2440,3294,2631,1977,2579,4278,3633
NTHI_RS03825,2619,2151,3146,2619,1514,2021,3611,3031
NTHI_RS03830,1516,1392,1700,1358,885,1182,1670,1618
NTHI_RS03835,8248,8210,8542,6984,6959,9963,12884,9416
NTHI_RS03840,22485,30691,20259,16504,16122,38705,33851,25154
NTHI_RS03845,2657,2982,3438,2578,1828,2652,4325,3027
NTHI_RS03850,1745,2076,2274,1897,1427,1908,3059,2127
NTHI_RS03855,16407,35867,9741,7909,14839,42596,20749,14512
NTHI_RS03860,294,404,374,252,196,328,558,350
NTHI_RS03865,933,1271,1045,939,620,967,2042,1184
NTHI_RS03870,366,357,551,464,233,341,1357,526
NTHI_RS03875,22054,24562,46166,34094,8182,16621,51275,34463
NTHI_RS03880,6246,14550,15949,12279,6058,16127,14134,11418
NTHI_RS03885,8192,21133,20109,15499,7453,22835,15572,14094
NTHI_RS03890,16400,42542,37165,29922,12702,45292,35896,26753
NTHI_RS03895,224974,343757,301979,258478,127769,288542,216882,195276
NTHI_RS03900,64962,114440,102864,85572,50312,102630,77579,74754
NTHI_RS03905,12241,24914,14795,11996,7444,22204,11506,10853
NTHI_RS03910,22054,46207,29825,22929,12242,43205,23466,20774
NTHI_RS03915,133,186,224,133,81,153,676,143
NTHI_RS03920,71012,94654,101593,79574,48187,107222,122465,106443
NTHI_RS03925,1801,1763,2272,1980,901,1526,2802,1967
NTHI_RS03930,3497,5328,5234,4388,2153,5425,8086,5448
NTHI_RS03935,15196,18302,18721,14992,8537,18573,25726,18581
NTHI_RS03940,6613,7909,8786,7158,4161,6980,9486,8693
NTHI_RS03945,14347,16005,15064,12434,10838,17057,22373,15908
NTHI_RS03950,3077,3760,3353,2913,2681,4019,5100,3753
NTHI_RS03955,3200,4156,3666,2917,2424,4337,5773,3720
NTHI_RS03960,3404,4529,3404,3083,2746,4990,5111,4077
NTHI_RS03965,2090,2641,2472,2004,1130,2440,3321,2313
NTHI_RS03970,291,362,344,265,274,321,455,399
NTHI_RS03975,5896,5926,6767,5431,3724,6394,8526,6861
NTHI_RS03980,15094,31316,35048,23060,2680,12995,11182,8673
NTHI_RS03985,2696,4430,3520,2465,1027,2775,2578,1431
NTHI_RS03990,11319,12928,10603,8628,7609,14760,16206,11403
NTHI_RS03995,496,589,479,351,336,688,1052,499
NTHI_RS04000,1872,2753,1939,1524,1464,2873,3257,2467
NTHI_RS04005,2437,4072,2797,2252,2338,4373,5189,3637
NTHI_RS04010,1847,2645,1786,1451,1981,3526,3000,2640
NTHI_RS04015,1384,1763,1340,1131,1224,1904,2045,1557
NTHI_RS04020,1106,1263,1074,921,817,1459,1619,1187
NTHI_RS04025,3051,3767,3937,2774,2672,3839,5695,4111
NTHI_RS04030,66539,60936,65273,53420,42804,55340,67025,54632
NTHI_RS04035,5597,4875,5962,4852,3612,4680,6349,5785
NTHI_RS04040,12690,11191,13161,10825,7170,10592,14214,13214
NTHI_RS04045,9144,10309,10407,8557,7580,8778,11191,8289
NTHI_RS04055,6763,7525,7661,6446,3703,6449,8261,6991
NTHI_RS04060,8071,10049,9893,7567,5268,11711,15710,9823
NTHI_RS04065,5075,5248,5463,4366,3001,4646,6384,4913
NTHI_RS04070,1345,1861,1323,1190,1181,1998,2028,1319
NTHI_RS04075,1592,2198,1677,1423,920,1979,2423,1590
NTHI_RS04080,3909,4626,3797,3438,2317,4199,4914,4047
NTHI_RS04120,121,67,57,70,42,64,142,57
NTHI_RS04125,1021,1046,1077,888,779,1225,1793,968
NTHI_RS04130,7325,9985,8132,6257,5515,10500,11607,8408
NTHI_RS04135,9414,12696,9640,7184,7403,12998,13414,10364
NTHI_RS04140,8291,10657,6805,5741,9149,15864,20149,16342
NTHI_RS04145,2599,3385,3020,2458,1908,3212,4260,3456
NTHI_RS04150,2104,3012,2371,1875,1257,2648,3298,2728
NTHI_RS04155,1848,2678,2100,1759,1323,2701,3300,2579
NTHI_RS04160,22112,34560,19961,16883,12393,28911,16058,10007
NTHI_RS04165,2012,2771,3200,2524,1996,3162,5720,3702
NTHI_RS04170,66,109,106,83,613,110,398,85
NTHI_RS04175,336,620,378,274,269,478,667,299
NTHI_RS04180,1148,1570,909,742,704,1393,2136,1015
NTHI_RS04185,286,363,277,217,272,446,692,300
NTHI_RS04190,133,172,116,116,110,170,369,142
NTHI_RS04195,505,519,464,330,308,520,1325,376
NTHI_RS04200,838,1377,795,650,669,1283,1845,592
NTHI_RS04205,718,982,645,525,710,1316,1657,869
NTHI_RS04210,10152,9592,11307,8694,7365,10952,15455,11789
NTHI_RS04215,1626,1910,1817,1487,1173,2174,3110,2077
NTHI_RS04220,1378,1535,1481,1298,1007,1738,2532,1712
NTHI_RS04225,2755,3343,2493,2195,1890,3700,4053,3078
NTHI_RS04235,4040,5765,5594,4247,1943,3407,4924,3712
NTHI_RS04240,4519,5447,6216,5085,2097,3348,5346,4048
NTHI_RS04245,625,952,661,585,574,941,1228,1039
NTHI_RS04275,2449,3005,2875,2147,3934,4338,3571,3545
NTHI_RS04280,1198,1350,1320,1115,1625,1890,1857,1720
NTHI_RS04285,5119,7777,4937,3706,3614,8356,10271,6198
NTHI_RS04290,5110,6115,4774,4173,4205,7751,8548,6534
NTHI_RS04295,899,868,1170,926,804,1173,1693,1278
NTHI_RS04300,3353,3351,4360,3436,2826,4035,5592,4447
NTHI_RS04305,10202,10291,11820,9681,6891,12289,17176,14417
NTHI_RS04310,10359,12062,10790,8662,9346,14855,17563,12984
NTHI_RS04315,2378,3540,2786,2154,2105,4285,5019,3585
NTHI_RS04320,1366,1787,1316,1146,1335,2237,2748,1918
NTHI_RS04325,1690,3415,1652,1339,2145,3938,3838,2570
NTHI_RS04335,7895,11593,8640,7447,7677,14557,14344,13170
NTHI_RS04340,2372,3730,2832,2117,2619,4368,5897,3864
NTHI_RS04345,7412,7828,7484,6049,6177,9690,12723,11553
NTHI_RS04350,5681,5604,5697,4662,4397,7767,11412,8680
NTHI_RS04355,10958,14414,11400,9430,6161,13927,17274,12967
NTHI_RS04360,55144,113225,48636,39635,40809,139099,67652,50624
NTHI_RS04365,12346,18443,12919,10576,9722,22229,19722,17005
NTHI_RS04370,3071,3569,3608,2890,3429,4754,5086,4362
NTHI_RS04375,38235,91227,31063,23417,31621,137101,81118,53598
NTHI_RS04380,7802,9146,7981,6817,4326,10493,11304,11349
NTHI_RS04385,11519,13494,13926,10987,7931,11748,13510,10171
NTHI_RS04390,8959,10376,8404,7066,8477,12887,12218,10933
NTHI_RS04395,6230,6062,5772,4907,4743,7354,6846,7226
NTHI_RS04400,10839,15854,11383,9259,11678,21494,19971,17229
NTHI_RS04405,2695,3687,3011,2496,1881,4270,7584,4287
NTHI_RS04410,1170,1604,1384,813,2095,2363,2712,2111
NTHI_RS04415,1411,2108,1853,1344,1709,2788,3349,2303
NTHI_RS04420,1107,1600,1347,1027,1157,2040,2393,1602
NTHI_RS04425,2006,2909,2440,1019,1939,4000,4660,3238
NTHI_RS04435,17474,13995,22857,18709,11887,14506,23794,16190
NTHI_RS04440,989,1090,1052,916,812,1234,1962,1288
NTHI_RS04445,1077,1496,1099,916,923,1710,1566,1525
NTHI_RS04450,7063,8689,7504,6467,5639,9751,10818,8708
NTHI_RS04455,42,50,53,56,23,79,264,52
NTHI_RS04460,79,86,81,61,38,66,119,80
NTHI_RS04465,3310,4083,3771,3096,2842,5073,5109,4164
NTHI_RS04470,6056,7080,6768,5584,5044,8892,8602,7871
NTHI_RS04475,4537,3658,6191,4491,4993,7921,9738,7796
NTHI_RS04480,5748,7059,6987,5812,8314,10857,11530,9561
NTHI_RS04485,2077,3136,2362,1912,3223,5022,4833,3948
NTHI_RS04490,905,1336,1049,877,1056,1601,1928,1373
NTHI_RS04495,2507,3417,2995,2365,1637,3351,4468,3683
NTHI_RS04500,1915,2440,2191,1709,1486,3049,3305,2678
NTHI_RS04505,2369,3085,2657,2274,1755,3241,4657,3352
NTHI_RS04510,703,1004,763,597,672,1279,2244,1069
NTHI_RS04515,99,163,120,124,105,253,1346,269
NTHI_RS04520,48,65,42,37,46,98,583,143
NTHI_RS04525,53,113,90,57,59,119,725,160
NTHI_RS04530,931,1593,807,656,1241,1792,2092,1247
NTHI_RS04535,58912,56804,71474,57494,20049,38325,62365,56204
