,Gal.1,Gal.2,Glc.1,Glc.2,NAG.1,NAG.2,Fru.1,Fru.2
GXM22_RS01150,46.07648202,51.47305932,41.05139026,70.50650966,92.32098366,106.5526443,62.02443003,95.63891081
GXM22_RS01155,78.42805451,98.12051934,88.94467889,100.1396804,77.24817,58.11962417,115.6671803,100.3042235
GXM22_RS01175,3.921402725,4.825599312,5.473518701,1.021833473,6.280339025,1.383800575,3.352671894,8.164297264
GXM22_RS01180,967.6061225,1118.734774,1049.547211,1184.304996,744.2201744,787.3825275,678.9160585,737.1194102
GXM22_RS01185,349.0048426,382.0266122,351.6735765,415.8862236,283.8713239,273.9925139,222.114513,274.0871224
GXM22_RS01190,483.3128859,510.7092605,507.6688595,546.6809082,415.1304095,369.4747537,317.6656619,351.0647824
GXM22_RS01195,325.4764262,420.6314067,374.936031,413.8425567,325.3215615,329.344537,256.4793999,316.0749369
GXM22_RS01200,241.1662676,281.4932932,224.4142667,277.9387047,201.5988827,166.0560691,144.1648914,190.1114934
GXM22_RS01205,184.3059281,180.1557076,166.9423204,177.7990244,179.6176961,200.6510834,268.2137515,176.1155553
GXM22_RS01210,137.2490954,128.6826483,138.2063472,151.2313541,153.8683061,146.682861,206.1893215,138.7930535
GXM22_RS01215,1243.084664,1422.74753,1837.733904,1509.24804,2322.469371,1541.553841,1272.338984,1126.673022
GXM22_RS01220,61.76209292,60.3199914,69.78736343,48.02617325,48.35861049,55.35202302,42.74656664,50.15211177
GXM22_RS01225,79.40840519,94.09918658,76.62926181,81.74667787,87.92474635,59.50342475,59.50992611,68.81336266
GXM22_RS01230,389.1992205,398.9162098,426.9344587,364.79455,633.6862076,474.6435974,394.7771155,351.0647824
GXM22_RS01235,1009.761202,1133.211572,1398.484028,1087.230816,1801.829266,1392.103379,1263.119136,1101.013803
GXM22_RS01240,15.6856109,11.25973173,10.9470374,16.34933557,13.81674585,16.60560691,15.08702352,20.99390725
GXM22_RS01245,284.3016976,267.0164952,618.5076132,547.7027417,1252.927635,981.114608,948.8061459,1113.843412
GXM22_RS01250,616.6405786,615.2639122,1273.961478,1202.697998,3144.56575,2788.35816,2411.40926,2782.859039
GXM22_RS01255,121.5634845,135.9210473,119.0490317,128.7510176,103.6255939,127.3096529,91.3603091,128.2960999
GXM22_RS01260,176.4631226,194.6325056,212.0988497,186.9955256,154.49634,170.2074708,107.2855006,173.7828989
GXM22_RS01265,288.2231003,328.9450197,243.5715822,255.4583683,176.4775266,177.1264737,152.5465712,215.7707134
GXM22_RS01270,167.6399665,179.3514411,177.8893578,176.7771909,186.526069,153.6018639,197.8076417,167.951258
GXM22_RS01275,504.8806009,535.6415236,539.141592,524.2005718,472.9095286,440.048583,358.7358926,409.3811914
GXM22_RS01280,1533.268466,1552.234445,1568.163108,1601.213053,1221.52594,1170.695287,941.2626342,1147.66693
GXM22_RS01285,267.635736,286.3188925,255.8869993,289.1788729,178.9896622,210.3376875,158.413747,192.4441498
GXM22_RS15000,498.0181461,383.6351453,414.6190416,438.3665601,415.7584434,464.9569934,371.3084122,353.3974387
GXM22_RS01290,958.7829663,1024.635587,1038.600173,1043.291976,403.8257993,442.8161842,647.0656755,776.7745683
GXM22_RS01295,30486.94549,31806.32933,35988.38546,33777.72729,44294.60311,32942.7565,32199.06087,29140.70959
GXM22_RS01300,241.1662676,197.8495718,206.625331,172.689857,244.3051881,181.2778754,481.9465847,724.2898002
GXM22_RS01305,41.17472862,47.45172657,31.47273253,38.82967199,16.32888146,19.37320806,51.12824638,54.81742449
GXM22_RS01310,56.86033952,61.12425795,57.47194636,53.13534061,43.96237317,84.41183511,88.00763721,80.47664446
GXM22_RS01315,141.1704981,135.9210473,123.1541708,136.9256854,118.0703737,134.2286558,207.8656574,207.6064162
GXM22_RS01320,0,0,0,0,0.628033902,1.383800575,0,1.166328181
GXM22_RS01325,0,0,0,0,0,0,0.838167973,1.166328181
GXM22_RS01330,0,0,0,0,1.256067805,0,0,0
GXM22_RS01335,127.4455886,124.6613156,114.9438927,134.8820185,90.43688195,112.0878466,100.5801568,142.292038
GXM22_RS01340,3.921402725,6.434132416,5.473518701,7.152834313,7.53640683,6.919002877,12.5725196,10.49695363
GXM22_RS01345,9.803506813,13.67253138,10.9470374,17.37116905,9.420508537,12.45420518,17.60152744,12.82960999
GXM22_RS01350,17.64631226,10.45546518,17.78893578,16.34933557,14.44477976,13.83800575,18.43969542,12.82960999
GXM22_RS01355,6.862454769,4.02133276,10.9470374,15.3275021,10.04854244,12.45420518,12.5725196,18.66125089
GXM22_RS01360,11.76420818,8.04266552,9.578657726,10.21833473,14.44477976,17.98940748,6.705343787,9.330625445
GXM22_RS01365,16.66596158,12.86826483,20.52569513,27.58950378,18.84101707,24.90841036,17.60152744,26.82554815
GXM22_RS01370,2.941052044,4.825599312,2.73675935,1.021833473,2.51213561,0,2.51450392,5.831640903
GXM22_RS01375,176.4631226,160.0490438,169.6790797,185.9736921,154.49634,200.6510834,243.0687123,256.5921997
GXM22_RS01380,105.8778736,78.01385554,67.05060408,98.09601344,62.17535634,73.3414305,133.2687078,92.13992627
GXM22_RS01385,556.839187,447.1722029,552.8253888,558.9429099,437.73963,469.1083951,624.4351402,611.1559666
GXM22_RS01390,256.8518785,197.0453052,194.3099139,220.7160302,187.1541029,220.0242915,222.114513,260.0911843
GXM22_RS01395,17.64631226,17.69386414,25.99921383,30.6550042,25.1213561,29.05981209,41.0702307,33.82351724
GXM22_RS01400,87.25121064,79.62238864,84.83953986,82.76851134,77.24817,92.71463856,147.5175633,107.3021926
GXM22_RS01405,127.4455886,90.88212037,101.260096,90.94317913,68.45569537,105.1688437,148.3557313,127.1297717
GXM22_RS01410,200.9718897,173.7215752,216.2039887,196.1920269,127.4908822,84.41183511,291.6824548,365.0607205
GXM22_RS01415,293.1248537,279.0804935,247.6767212,281.0042052,203.4829844,166.0560691,238.8778724,209.9390725
GXM22_RS01420,382.3367657,411.7844746,454.3020522,433.2573927,383.1006805,380.5451583,434.1710102,454.8679904
GXM22_RS01425,299.9873085,345.8346173,316.095705,425.0827249,270.682612,265.6897105,233.0106966,342.9004851
GXM22_RS01430,103.9171722,90.07785382,90.31305856,104.2270143,103.6255939,94.09843913,119.8580202,130.6287562
GXM22_RS01435,165.6792651,149.5935787,142.3114862,180.8645248,170.1971876,181.2778754,99.74198884,163.2859453
GXM22_RS01440,299.9873085,328.1407532,385.8830684,379.1002186,363.0035956,311.3551295,278.2717672,338.2351724
GXM22_RS01445,599.974617,595.961515,669.1376612,589.5979141,656.2954281,635.1644642,556.5435344,615.8212794
GXM22_RS01450,542.1339268,602.3956474,726.6096075,645.7987551,638.7104788,563.2068342,485.2992566,541.1762758
GXM22_RS01455,16.66596158,18.49813069,16.4205561,17.37116905,19.46905098,16.60560691,10.89618365,17.49492271
GXM22_RS01460,29.41052044,38.60479449,31.47273253,33.72050462,41.45023756,37.36261554,16.76335947,41.9878145
GXM22_RS01465,22.54806567,18.49813069,25.99921383,32.69867115,25.74939,26.29221093,23.46870326,20.99390725
GXM22_RS01470,62.7424436,67.55839036,97.15495694,76.6375105,93.57705147,103.7850432,82.1404614,109.634849
GXM22_RS01475,315.6729194,318.4895546,299.6751489,290.2007064,275.0788493,269.8411122,270.7282554,254.2595434
GXM22_RS01480,254.8911771,246.9098314,224.4142667,286.1133725,222.9520354,196.4996817,222.9526809,255.4258716
GXM22_RS01485,390.1795712,361.9199484,329.7795017,320.8557106,322.8094259,308.5875283,455.1252096,474.6955695
GXM22_RS01490,1167.597661,1245.004622,1089.230221,1069.859647,1137.369397,1039.234232,1056.091647,913.2349654
GXM22_RS01495,785.2608957,864.5865433,888.0784092,849.1436163,2313.048863,2028.651644,2956.218442,2430.627928
GXM22_RS01500,329.3978289,376.3967463,359.8838546,360.7072161,444.6480029,441.4323836,409.025971,517.8497122
GXM22_RS01505,300.9676592,373.9839467,298.3067692,295.3098738,427.6910876,387.4641611,483.6229207,578.4987776
GXM22_RS01510,296.0659058,352.2687498,254.5186196,264.6548696,388.1249517,441.4323836,428.3038344,574.999793
GXM22_RS01515,863.6889502,994.0734582,971.5495694,924.7592934,1706.368113,1511.110228,1394.711508,1274.796701
GXM22_RS01520,245.0876703,262.9951625,314.7273253,304.506375,285.1273917,280.9115168,363.7649005,397.7179096
GXM22_RS01525,253.9108265,266.2122287,316.095705,274.8732043,323.4374598,261.5383088,294.1969587,311.4096242
GXM22_RS01530,257.8322292,320.0980877,377.6727904,348.4452144,379.960511,296.1333232,328.5618456,351.0647824
GXM22_RS01535,1110.737322,1024.635587,935.9716978,897.1697896,639.3385127,585.3476434,761.0565199,713.7928465
GXM22_RS01540,275.4785415,287.123159,214.835609,256.4802018,163.9168485,179.8940748,211.2183293,174.9492271
GXM22_RS01545,732.3219589,702.9289664,636.296549,642.7332547,943.9349554,871.7943626,877.5618682,800.1011319
GXM22_RS01550,370.5725575,357.0943491,357.1470952,337.2050462,494.2626812,395.7669646,450.9343697,386.0546278
GXM22_RS01555,129.4062899,145.5722459,106.7336147,148.1658536,202.8549505,139.7638581,150.0320672,113.1338335
GXM22_RS01560,270.576788,287.123159,242.2032025,279.9823717,400.0575959,307.2037278,309.2839822,300.9126706
GXM22_RS01565,378.415363,421.4356732,322.9376033,391.3622203,546.3894951,524.4604181,505.415288,437.3730677
GXM22_RS01570,537.2321734,554.1396543,458.4071912,529.3097392,776.8779373,736.1819062,613.5389565,644.9794839
GXM22_RS01575,658.7956579,677.9967033,667.7692815,642.7332547,1015.53082,907.7731775,894.3252276,781.439881
GXM22_RS01580,34.31227385,41.01759415,64.31384473,83.79034481,134.3992551,105.1688437,91.3603091,76.97765992
GXM22_RS01585,57.8406902,61.12425795,98.52333661,67.44100924,116.8143059,91.33083798,72.08244571,57.15008085
GXM22_RS01590,94.11366541,79.62238864,123.1541708,111.3798486,179.6176961,130.0772541,99.74198884,97.97156717
GXM22_RS01595,16.66596158,13.67253138,23.26245448,18.39300252,22.60922049,11.0704046,38.55572678,32.65718906
GXM22_RS01600,939.1759527,1026.24412,1018.074478,1082.121648,915.6734298,889.78377,864.9893486,892.2410582
GXM22_RS01605,251.9501251,306.4255563,324.305983,288.1570395,237.3968151,238.013699,245.5832162,269.4218097
GXM22_RS01610,153.915057,140.7466466,155.995283,156.3405214,119.3264415,141.1476587,156.737411,165.6186016
GXM22_RS01615,517.6251597,481.7556646,459.7755709,526.2442388,447.1601386,510.6224124,498.7099442,424.5434577
GXM22_RS01620,1196.027831,1376.10007,1200.068975,1256.855172,1151.186143,1181.765691,657.9618591,760.4459738
GXM22_RS01625,521.5465625,593.5487153,552.8253888,575.2922455,454.6965454,466.3407939,243.9068803,340.5678287
GXM22_RS01630,372.5332589,414.1972743,384.5146887,389.3185533,300.2002054,316.8903318,187.749626,241.4299334
GXM22_RS01635,299.9873085,369.9626139,362.6206139,335.1613792,316.5290868,272.6087134,219.600009,185.4461807
GXM22_RS01640,5101.744946,5234.16672,5784.140887,5254.26772,3573.512905,3015.301454,2437.392467,2722.209974
GXM22_RS01645,2051.873976,2012.274913,2048.464374,2027.317611,1262.976178,866.2591603,865.8275165,980.8819999
GXM22_RS01650,61.76209292,90.07785382,20.52569513,38.82967199,87.92474635,161.9046673,154.2229071,307.9106397
GXM22_RS15005,12.74455886,10.45546518,1.368379675,3.06550042,13.81674585,22.14080921,26.82137515,47.81945541
GXM22_RS01655,51.95858611,76.40532244,27.3675935,50.06984019,74.73603439,148.0666616,130.7542039,303.245327
GXM22_RS01660,53.91928747,79.62238864,28.73597318,41.89517241,91.06491586,127.3096529,168.4717627,353.3974387
GXM22_RS01665,55.87998884,77.20958899,20.52569513,45.9825063,89.80884805,145.2990604,187.749626,339.4015006
GXM22_RS01670,30.39087112,49.06025967,12.31541708,35.76417157,62.17535634,101.017442,104.7709967,157.4543044
GXM22_RS01675,54.89963815,62.73279105,21.8940748,33.72050462,76.6201361,130.0772541,122.3725241,233.2656361
GXM22_RS01680,29.41052044,68.36265692,25.99921383,30.6550042,74.10800049,117.6230489,112.3145084,229.7666516
GXM22_RS01685,90.19226268,139.1381135,35.57787155,84.81217829,139.4235263,249.0841036,269.8900874,573.8334649
GXM22_RS01690,25.48911771,35.38772829,13.68379675,19.41483599,23.86528829,33.21121381,46.93740651,107.3021926
GXM22_RS01695,22.54806567,18.49813069,12.31541708,12.26200168,11.93264415,13.83800575,25.1450392,30.3245327
GXM22_RS01700,32.35157248,15.28106449,17.78893578,16.34933557,18.84101707,22.14080921,29.33587907,46.65312722
GXM22_RS01705,60.78174224,52.27732588,35.57787155,38.82967199,106.1377295,125.9258524,147.5175633,139.9593817
GXM22_RS01710,65.68349565,56.29865864,38.31463091,41.89517241,86.04064464,112.0878466,157.575579,125.9634435
GXM22_RS01715,53.91928747,44.23466036,42.41976993,41.89517241,65.31552586,60.88722532,89.68397316,110.8011772
GXM22_RS01720,0.980350681,1.608533104,2.73675935,0,3.140169512,4.151401726,4.190839867,6.997969084
GXM22_RS01725,0.980350681,5.629865864,0,0,4.396237317,12.45420518,6.705343787,16.32859453
GXM22_RS01730,0.980350681,0.804266552,1.368379675,1.021833473,2.51213561,4.151401726,3.352671894,3.498984542
GXM22_RS01735,76.46735314,89.27358727,49.26166831,61.3100084,185.2700012,184.0454765,199.4839777,184.2798525
GXM22_RS01740,6.862454769,19.30239725,9.578657726,12.26200168,35.79793244,52.58442187,38.55572678,74.64500356
GXM22_RS01745,2.941052044,8.04266552,2.73675935,3.06550042,9.420508537,19.37320806,16.76335947,38.48882996
GXM22_RS01750,8.823156132,15.28106449,9.578657726,13.28383515,20.72511878,47.04921957,34.36488691,71.14601902
GXM22_RS01755,2.941052044,0.804266552,0,1.021833473,1.256067805,2.767601151,5.867175814,10.49695363
GXM22_RS01760,0,0,0,2.043666947,1.256067805,1.383800575,4.190839867,8.164297264
GXM22_RS01765,28.43016976,31.36639553,23.26245448,28.61133725,39.56613586,76.10903165,65.37710193,100.3042235
GXM22_RS01770,0.980350681,1.608533104,2.73675935,1.021833473,0.628033902,2.767601151,4.190839867,11.66328181
GXM22_RS01775,47.0568327,53.88585898,16.4205561,35.76417157,69.08372927,73.3414305,101.4183248,149.2900071
GXM22_RS01780,7.842805451,12.86826483,9.578657726,12.26200168,15.70084756,40.13021669,32.68855096,50.15211177
GXM22_RS01785,75.48700246,144.7679794,54.73518701,78.68117745,139.4235263,244.9327019,213.7328332,472.3629132
GXM22_RS01790,52.93893679,78.81812209,20.52569513,39.85150546,98.60132269,135.6124564,163.4427548,290.415717
GXM22_RS01795,6.862454769,12.06399828,0,13.28383515,16.32888146,35.97881496,40.23206272,57.15008085
GXM22_RS01800,46.07648202,76.40532244,24.63083415,53.13534061,83.52850903,148.0666616,154.2229071,297.4136861
GXM22_RS01805,872.5121064,945.0131985,1011.23258,934.9776281,1006.110312,983.8822092,1144.937452,993.7116099
GXM22_RS01810,321.5550235,253.3439639,209.3620903,247.2837005,218.5557981,285.0629186,283.300775,278.7524352
GXM22_RS01815,28.43016976,42.62612725,8.210278051,25.54583683,42.07827147,73.3414305,82.97862937,159.7869607
GXM22_RS01820,12.74455886,19.30239725,2.73675935,8.174667787,26.3774239,22.14080921,25.1450392,47.81945541
GXM22_RS01825,3.921402725,2.412799656,1.368379675,4.087333893,1.256067805,6.919002877,7.543511761,8.164297264
GXM22_RS01830,2.941052044,6.434132416,2.73675935,3.06550042,8.792474635,16.60560691,13.41068757,30.3245327
GXM22_RS01835,1.960701363,4.02133276,1.368379675,0,3.140169512,5.535202302,11.73435163,10.49695363
GXM22_RS01840,66.66384633,108.5759845,28.73597318,53.13534061,105.5096956,202.034884,206.1893215,412.8801759
GXM22_RS01845,1.960701363,10.45546518,1.368379675,1.021833473,4.396237317,13.83800575,5.867175814,18.66125089
GXM22_RS01850,0,0,0,0,0,1.383800575,1.676335947,4.665312722
GXM22_RS01855,0,0,0,1.021833473,0,0,1.676335947,1.166328181
GXM22_RS01860,1.960701363,4.02133276,1.368379675,0,4.396237317,5.535202302,5.029007841,8.164297264
GXM22_RS01865,10.78385749,12.86826483,10.9470374,11.24016821,7.53640683,5.535202302,10.05801568,5.831640903
GXM22_RS01870,57.8406902,41.8218607,32.8411122,44.96067283,20.09708488,33.21121381,31.85038299,57.15008085
GXM22_RS01875,42.1550793,50.66879277,30.10435285,50.06984019,26.3774239,33.21121381,37.7175588,25.65921997
GXM22_RS01880,411.7472862,367.5498142,340.7265391,308.5937089,199.714781,213.1052886,295.0351266,310.243296
GXM22_RS01885,506.8413022,460.8447343,361.2522342,419.9735575,253.7256966,247.700303,309.2839822,346.3994696
GXM22_RS01890,34.31227385,33.77919518,17.78893578,30.6550042,15.07281366,23.52460978,28.4977111,22.16023543
GXM22_RS01895,299.9873085,252.5396973,220.3091277,213.5631959,160.776679,167.4398696,191.9404659,197.1094625
GXM22_RS01900,218.6182019,165.6789097,139.5747269,157.3623549,119.3264415,121.7744506,116.5053483,130.6287562
GXM22_RS01905,24.50876703,24.93226311,24.63083415,22.48033641,14.44477976,19.37320806,22.63053528,26.82554815
GXM22_RS01910,104.8975229,86.86078761,51.99842766,57.22267451,42.07827147,55.35202302,75.43511761,59.48273721
GXM22_RS01915,27.44981908,25.73652966,13.68379675,18.39300252,17.58494927,24.90841036,26.82137515,27.99187633
GXM22_RS01920,11.76420818,4.02133276,8.210278051,7.152834313,6.280339025,17.98940748,13.41068757,16.32859453
GXM22_RS01925,24.50876703,8.04266552,12.31541708,13.28383515,10.67657634,15.22180633,35.20305488,26.82554815
GXM22_RS01930,13.72490954,8.04266552,12.31541708,9.19650126,14.44477976,20.75700863,24.30687123,17.49492271
GXM22_RS01935,9.803506813,16.08533104,6.841898376,8.174667787,7.53640683,9.686604028,15.08702352,15.16226635
GXM22_RS01940,4.901753407,6.434132416,4.105139026,6.13100084,3.768203415,11.0704046,14.24885555,5.831640903
GXM22_RS01945,21.56771499,9.651198623,15.05217643,5.109167367,13.81674585,16.60560691,17.60152744,22.16023543
GXM22_RS01950,34.31227385,13.67253138,20.52569513,28.61133725,19.46905098,20.75700863,30.17404704,19.82757907
GXM22_RS01955,5.882104088,6.434132416,5.473518701,8.174667787,9.420508537,8.302803453,11.73435163,17.49492271
GXM22_RS01960,10.78385749,9.651198623,4.105139026,7.152834313,3.768203415,8.302803453,12.5725196,13.99593817
GXM22_RS01965,32.35157248,24.93226311,19.15731545,20.43666947,33.28579683,30.44361266,34.36488691,40.82148632
GXM22_RS01970,62.7424436,40.2133276,36.94625123,51.09167367,37.68203415,52.58442187,77.11145355,73.47867538
GXM22_RS01975,38.23367657,18.49813069,25.99921383,28.61133725,30.77366122,17.98940748,52.80458233,48.98578359
GXM22_RS01980,3.921402725,4.825599312,8.210278051,5.109167367,9.420508537,13.83800575,14.24885555,32.65718906
GXM22_RS01985,2.941052044,0,1.368379675,1.021833473,1.884101707,2.767601151,2.51450392,3.498984542
GXM22_RS01990,2.941052044,4.825599312,2.73675935,4.087333893,6.280339025,1.383800575,13.41068757,18.66125089
GXM22_RS01995,0.980350681,1.608533104,2.73675935,1.021833473,1.256067805,5.535202302,5.867175814,4.665312722
GXM22_RS02000,0,0,1.368379675,0,0,0,0.838167973,0
GXM22_RS02005,1.960701363,0,0,1.021833473,0,0,0,1.166328181
GXM22_RS02010,20.58736431,23.32373001,19.15731545,18.39300252,18.84101707,20.75700863,14.24885555,19.82757907
GXM22_RS02015,71.56559974,66.75412381,38.31463091,61.3100084,28.26152561,31.82741324,39.39389475,65.31437811
GXM22_RS02020,43.13542998,34.58346173,38.31463091,31.67683767,15.07281366,15.22180633,32.68855096,34.98984542
GXM22_RS02025,65.68349565,89.27358727,23.26245448,64.37550882,92.94901756,136.996257,127.401532,242.5962616
GXM22_RS02030,9.803506813,12.86826483,8.210278051,9.19650126,28.88955951,59.50342475,36.04122286,76.97765992
GXM22_RS02035,8.823156132,10.45546518,2.73675935,3.06550042,13.18871195,13.83800575,22.63053528,38.48882996
GXM22_RS02040,28.43016976,44.23466036,13.68379675,42.91700588,62.80339025,95.48223971,116.5053483,215.7707134
GXM22_RS02045,0,0,0,1.021833473,0,0,0,0
GXM22_RS02050,13.72490954,12.86826483,15.05217643,12.26200168,18.84101707,29.05981209,26.82137515,65.31437811
GXM22_RS02055,71.56559974,102.9461186,69.78736343,89.92134565,165.1729163,167.4398696,134.1068757,132.9614126
GXM22_RS02060,76.46735314,96.51198623,83.47116019,72.55017661,187.7821368,207.5700863,109.8000045,125.9634435
GXM22_RS02065,149.0133036,180.9599742,177.8893578,191.0828595,401.3136637,365.3233519,241.3923763,225.1013389
GXM22_RS02070,427.4328971,422.2399398,559.6672872,412.8207232,914.417362,765.2417182,818.0519421,552.8395576
GXM22_RS02075,139.2097967,135.9210473,136.8379675,133.860185,160.1486451,146.682861,103.0946607,149.2900071
GXM22_RS02080,1088.189256,1096.21531,1060.494248,937.021295,776.8779373,769.39312,581.6885736,762.7786301
GXM22_RS02085,847.0229887,786.5726878,816.9226661,822.575946,688.953191,607.4884526,522.1786474,524.8476813
GXM22_RS02090,14.70526022,15.28106449,23.26245448,15.3275021,56.52305122,52.58442187,18.43969542,26.82554815
GXM22_RS02095,11.76420818,10.45546518,15.05217643,16.34933557,48.35861049,40.13021669,19.27786339,13.99593817
GXM22_RS02100,5166.448091,5234.16672,6120.762287,5377.90957,5321.331256,4013.021669,4875.623101,4189.450825
GXM22_RS02105,4.901753407,5.629865864,2.73675935,3.06550042,11.30461024,8.302803453,0.838167973,9.330625445
GXM22_RS02110,7.842805451,3.217066208,5.473518701,7.152834313,16.95691537,16.60560691,10.89618365,5.831640903
GXM22_RS02115,12.74455886,12.86826483,15.05217643,16.34933557,31.40169512,19.37320806,15.08702352,25.65921997
GXM22_RS02120,60.78174224,50.66879277,49.26166831,43.93883935,45.84647488,27.67601151,36.04122286,60.64906539
GXM22_RS02125,151.9543556,147.180779,165.5739407,158.3841884,151.9842044,143.9152599,155.0610751,197.1094625
GXM22_RS02130,546.0553295,608.0255133,636.296549,537.484407,825.8645817,664.2242762,641.1984997,551.6732294
GXM22_RS02135,347.0441412,321.7066208,247.6767212,325.964878,344.1625786,325.1931352,310.1221502,418.7118168
