id,MS2contr_R1,MS2contr_R2,MS2RsaI_R1,MS2RsaI_R2,MS2RsaI_R3,MS2RsaImut2_R1,MS2RsaImut4_R1
HG001_00496,184,396,160,177,465,286,278
HG001_00399,93,138,95,113,128,133,95
HG001_00441,0,1,0,2,0,0,0
HG001_00470,544,439,581,511,451,400,330
HG001_00604,226,40,161,252,54,38,69
HG001_00723,49,553,74,66,426,510,340
HG001_01528,146,864,121,132,1062,603,623
HG001_02408,52,49,70,55,39,38,19
HG001_00013,5,4,0,6,10,8,9
HG001_00381,10,14,8,20,10,12,10
HG001_00480,298,1030,474,781,481,533,358
HG001_02500,95,114,74,96,140,102,128
HG001_02598,40,29,25,32,49,28,27
HG001_00774,1,17,1,5,13,11,16
HG001_00905,18,37,13,26,37,42,39
HG001_01862,17,120,36,25,75,83,86
HG001_00626,146,64,123,185,63,50,66
HG001_00987,365,363,493,537,238,261,195
HG001_01164,21,5,15,22,7,4,6
HG001_01402,1,2,0,4,1,0,1
HG001_01514,52,90,57,91,63,78,31
HG001_01364,6,2,6,8,1,2,5
HG001_02208,1461,800,1440,2014,674,672,541
HG001_00567,1306,7044,1298,1547,6631,5083,2760
HG001_00866,75,137,81,47,164,85,60
HG001_00886,433,190,300,346,302,151,153
HG001_00899,817,1074,920,1066,874,615,366
HG001_01646,788,353,868,977,289,441,294
HG001_01992,15,6,12,21,5,1,1
HG001_00076,24545,61834,26025,40681,45085,43772,24481
HG001_01529,256,1106,224,256,1239,801,880
HG001_01900,15,57,21,20,46,24,24
HG001_00031,45,53,54,77,32,58,38
HG001_00262,81,81,82,74,87,72,61
HG001_00657,2912,1831,2321,2654,2359,1425,1713
HG001_01771,213,79,136,193,127,105,94
HG001_02092,948,1264,693,965,1595,930,773
HG001_00162,265,1014,298,425,746,560,472
HG001_00521,4786,2148,4316,7653,1711,1289,964
HG001_00966,201,341,146,154,505,236,239
HG001_01316,760,456,705,693,522,375,482
HG001_02340,435,68,264,404,115,95,62
HG001_02423,91,67,88,140,50,76,38
HG001_00290,241,362,428,454,177,195,104
HG001_00564,1478,11207,1378,1506,11923,6523,4410
HG001_01492,483,718,516,389,778,525,521
HG001_00574,11,14,5,9,23,8,11
HG001_00706,4529,6050,2867,4055,9190,5905,3071
HG001_01021,0,19,2,0,17,8,0
HG001_01386,1,1,1,1,1,1,1
HG001_02668,400,302,480,471,241,216,139
HG001_00508,71,4223,43,61,5654,1897,2034
HG001_00583,1065,1326,1168,1280,1129,779,850
HG001_00772,3499,3313,3149,3292,3760,2577,2614
HG001_01361,75,141,80,80,134,87,63
HG001_00790,27,19,35,26,15,18,12
HG001_00910,141667,287292,226442,229517,164383,173586,77059
HG001_01677,415,222,403,513,198,140,132
HG001_02163,7108,9857,8416,8062,8172,6467,5919
HG001_02371,5256,5651,3740,5594,6974,5177,3886
HG001_00426,147,100,133,162,102,56,50
HG001_00821,2582,4499,2583,3783,3598,3055,2245
HG001_01694,115,60,85,114,76,25,26
HG001_01846,24,62,31,32,48,45,41
HG001_02562,19461,19502,21920,15937,19690,20066,10892
HG001_00034,45,32,29,67,31,57,24
HG001_00609,1310,4194,1848,1725,2885,2400,1701
HG001_01009,118,1173,175,165,813,838,535
HG001_02726,1068,529,790,1290,579,418,793
HG001_00438,0,0,0,0,0,1,0
HG001_00445,0,1,0,0,1,0,0
HG001_00579,925,612,774,936,695,393,350
HG001_01001,116,279,103,99,330,316,242
HG001_01328,0,1,0,0,1,0,0
HG001_01441,1603,4124,1716,2193,3321,1775,1083
HG001_01476,1120,673,1075,1767,510,428,350
HG001_01761,0,1,0,0,1,0,0
HG001_01816,0,0,0,0,0,1,0
HG001_02219,0,0,0,0,0,1,0
HG001_00613,142,164,116,138,193,190,146
HG001_02032,0,2,1,0,1,0,0
HG001_00271,667,256,563,733,273,157,162
HG001_00416,4717,5338,3688,5469,5749,3692,2655
HG001_00767,402,233,183,389,399,200,154
HG001_01292,0,0,0,0,0,0,1
HG001_01617,0,0,0,0,0,0,1
HG001_01635,167,374,182,190,333,272,137
HG001_02152,524,1043,375,426,1491,679,602
HG001_02377,227,229,294,272,169,141,99
HG001_02569,27670,37878,37914,42927,24062,15746,12786
HG001_00948,45,33,46,60,26,16,11
HG001_01322,206,340,309,430,162,348,117
HG001_01353,3,0,0,4,0,0,0
HG001_00849,314,163,233,428,158,99,89
HG001_01490,919,1307,799,911,1444,968,901
HG001_02494,60,178,55,96,145,135,105
HG001_00268,108,45,112,86,49,33,30
HG001_00330,3,4,2,7,2,7,1
HG001_00577,59,62,52,49,75,52,50
HG001_01191,823,2471,931,829,2229,3506,1574
HG001_02343,318,630,219,238,985,658,776
HG001_02428,672,786,356,605,1285,597,525
HG001_02466,0,1,0,1,0,0,0
HG001_02623,1,2,0,2,2,2,0
HG001_00113,147,594,84,85,1157,513,466
HG001_00260,105,56,102,111,54,78,66
HG001_01898,0,3,1,3,0,2,0
HG001_02616,7,14,7,11,11,6,5
HG001_01763,0,6,1,1,4,5,1
HG001_01835,2681,1065,2640,3280,930,895,704
HG001_02056,513,651,423,641,635,463,321
HG001_02437,982,845,797,1101,899,514,584
HG001_02694,1201,873,1302,1985,583,645,514
HG001_00363,30,36,16,32,48,28,29
HG001_00550,15,49,17,24,38,25,11
HG001_00946,125854,177881,179787,225626,97762,99708,77986
HG001_01708,0,0,0,0,0,2,0
HG001_02077,7,39,7,12,33,62,27
HG001_00358,536,315,378,554,391,313,267
HG001_00639,193,418,136,211,482,319,281
HG001_00940,76,45,59,80,52,56,39
HG001_00965,187,493,145,179,581,332,263
HG001_01354,2,1,2,3,0,5,0
HG001_02141,61096,56964,44105,179852,28793,24372,12303
HG001_02253,489,486,477,522,467,407,430
HG001_02517,75,59,36,75,92,40,76
HG001_00793,103,221,100,152,178,142,90
HG001_01011,484,399,671,683,245,309,198
HG001_01185,62,98,49,43,134,61,60
HG001_01685,0,1,0,0,1,1,0
HG001_02200,0,1,0,0,1,1,0
HG001_02384,86,55,68,82,67,54,59
HG001_02449,476,277,473,570,241,178,99
HG001_02627,1,5,1,0,7,4,8
HG001_00109,439,1696,296,293,2780,1372,1204
HG001_00522,4701,4226,4867,6622,3263,2971,2052
HG001_01247,9,11,8,18,7,1,2
HG001_01890,21,49,34,24,33,36,21
HG001_01938,1723,1609,1562,1793,1645,1010,921
HG001_02342,0,1,1,0,0,3,1
HG001_02349,14,17,14,18,14,13,5
HG001_02459,229,90,162,253,107,71,98
HG001_02663,427,191,449,468,166,200,125
HG001_00902,12,13,8,19,11,10,13
HG001_00909,96694,169375,146475,182522,87951,88636,58617
HG001_01638,46,9,42,65,5,7,5
HG001_02089,0,2,1,1,0,4,2
HG001_02540,359,567,430,566,378,329,172
HG001_02742,3,3,2,5,2,1,1
HG001_00627,180,180,157,160,208,143,198
HG001_00883,2,3,1,3,3,7,2
HG001_02202,0,0,0,0,0,1,1
HG001_02417,95,73,84,89,81,61,40
HG001_00048,10,19,8,13,18,14,12
HG001_01645,3523,3502,4207,4353,2616,2866,2139
HG001_02027,8,2,1,14,2,3,2
HG001_02041,66,31,44,72,38,30,17
HG001_00727,78,65,47,81,85,56,42
HG001_02073,108,75,79,102,95,96,49
HG001_01339,208,180,235,318,120,97,70
HG001_02086,0,1,0,0,1,2,0
HG001_01561,330,939,390,472,672,443,399
HG001_01770,120,88,121,159,68,64,57
HG001_00417,2995,4233,2493,3265,4389,3504,2463
HG001_00529,108,99,74,81,146,78,57
HG001_00631,2,1,0,5,0,4,1
HG001_01280,67,112,58,81,106,113,85
HG001_01550,368,321,266,401,364,198,237
HG001_02611,4,5,0,7,6,5,6
HG001_00844,97,193,86,81,220,179,109
HG001_02116,527,346,546,615,290,297,233
HG001_02190,1806,1565,1816,2263,1299,942,902
HG001_00622,335,640,442,578,374,346,227
HG001_01543,1079,495,946,898,581,337,436
HG001_02007,1,2,0,2,2,2,5
HG001_00361,172,169,127,133,235,200,126
HG001_00603,125,113,97,135,122,65,83
HG001_00741,536,816,371,581,945,1073,519
HG001_00815,12095,17126,15314,18842,10773,9992,6015
HG001_01433,41,35,29,41,42,33,29
HG001_01955,1398,1277,1356,1380,1251,1075,1198
HG001_01966,34,31,13,29,58,83,21
HG001_02213,17,25,23,21,17,9,11
HG001_02298,1257,1005,973,1577,979,716,487
HG001_02369,60,12,44,81,10,9,5
HG001_00742,1002,1232,1525,1176,755,1004,791
HG001_01200,1,5,0,2,5,4,1
HG001_01859,72,109,99,109,65,47,57
HG001_02124,363,372,315,336,412,481,298
HG001_02309,1253,1176,893,1303,1381,825,737
HG001_02480,66,91,47,85,90,69,40
HG001_00083,10398,12917,12859,16456,8061,9364,4740
HG001_00359,1609,790,926,1593,1106,745,586
HG001_01579,2043,2244,2251,1889,2044,1767,1387
HG001_00913,3942,1199,3197,2673,1684,1136,1665
HG001_02102,174,103,197,230,71,78,39
HG001_00702,1284,786,1437,1369,644,666,784
HG001_01213,377,479,298,433,486,316,301
HG001_01285,818,349,557,680,504,467,414
HG001_01790,326,383,460,489,221,216,168
HG001_02145,933,1029,949,1196,824,757,487
HG001_02477,103,49,90,101,52,52,46
HG001_00269,91,39,73,82,47,25,34
HG001_00843,2652,4044,1663,3255,4506,4158,6325
HG001_00845,2,3,2,7,0,1,0
HG001_00373,4,2,2,4,3,4,7
HG001_00795,564,804,411,726,786,559,293
HG001_00801,146,125,105,239,99,58,96
HG001_02510,10,11,3,10,17,13,7
HG001_02527,258,155,154,182,272,204,136
HG001_00064,4,5,2,8,3,13,2
HG001_00592,160,226,154,114,258,205,131
HG001_01025,1048,297,1038,967,289,227,280
HG001_01288,86,214,74,51,285,183,186
HG001_00758,63,85,37,66,105,108,66
HG001_00770,142,187,110,91,264,133,112
HG001_01216,55,32,23,36,76,60,40
HG001_01608,411,575,250,265,1001,535,374
HG001_01004,151,43,97,173,50,32,22
HG001_02212,11,18,5,12,22,12,9
HG001_00075,11,7,16,17,2,1,3
HG001_00105,376,1841,220,243,3178,1237,1208
HG001_00557,8,35,6,6,40,50,36
HG001_00692,67,101,59,63,106,81,77
HG001_00768,602,353,321,555,538,312,334
HG001_01006,50,144,79,87,80,53,29
HG001_01058,1178,283,897,1280,305,248,345
HG001_01508,166,164,165,221,126,142,88
HG001_01883,6,38,6,11,30,19,34
HG001_01922,269,742,274,399,547,466,373
HG001_01951,453,892,413,503,836,692,533
HG001_02177,79,71,52,87,81,54,62
HG001_02646,1658,1561,1035,1357,2332,1455,1255
HG001_02612,1,5,1,5,1,2,5
HG001_00300,11,27,5,13,31,53,21
HG001_00495,388,430,268,342,557,385,257
HG001_01187,44,114,16,60,134,125,90
HG001_01855,103,380,134,153,247,216,215
HG001_02189,990,1249,985,1013,1142,831,601
HG001_02595,8,21,13,14,11,14,4
HG001_01418,226,252,159,185,338,267,258
HG001_01913,487,316,318,439,427,345,282
HG001_00061,88,17,56,58,34,26,19
HG001_01109,96,88,78,87,100,83,93
HG001_00217,10,9,5,15,8,11,8
HG001_00507,59,13,79,54,7,8,2
HG001_00647,12,48,19,26,23,40,35
HG001_01260,25,16,47,40,3,9,7
HG001_02122,205,497,125,139,780,393,191
HG001_02296,31,21,23,35,21,14,14
HG001_00120,12,18,5,14,22,23,30
HG001_00894,545,423,403,531,489,311,308
HG001_01626,97,391,73,86,447,306,222
HG001_00756,81,82,57,74,100,95,51
HG001_01379,77,86,67,88,79,52,36
HG001_02544,6013,2654,6341,10062,1643,1652,1395
HG001_00052,118,92,62,100,144,99,79
HG001_00123,3,2,2,1,3,1,2
HG001_02512,1764,2136,1144,1270,3304,2446,1568
HG001_00132,396,345,387,882,182,197,74
HG001_00248,54,106,49,44,114,75,126
HG001_01967,94,118,66,66,171,243,179
HG001_01429,48,15,35,64,12,9,15
HG001_02378,53,42,61,54,32,35,22
HG001_02599,150,229,86,116,348,202,184
HG001_02705,2,5,1,3,4,1,1
HG001_00144,1,2,0,2,1,1,0
HG001_00505,162,104,132,210,89,49,41
HG001_00911,246956,226199,311715,554202,106830,106271,57533
HG001_00980,15,9,13,15,8,5,5
HG001_01419,152,182,128,188,161,121,83
HG001_01930,46,76,39,40,82,76,46
HG001_02732,140,181,127,158,163,133,68
HG001_00962,402,693,384,600,503,402,401
HG001_01942,420,229,269,393,297,171,167
HG001_00253,161,354,84,127,557,422,269
HG001_00267,281,54,199,274,67,52,46
HG001_01203,99,153,174,149,66,128,80
HG001_01505,21641,48996,22910,34343,32262,28137,18669
HG001_02435,714,704,630,758,667,430,440
HG001_02660,161,94,144,141,99,85,60
HG001_00335,10,14,9,11,12,12,7
HG001_01782,72,24,52,48,38,45,17
HG001_01784,393,378,292,287,511,389,370
HG001_02331,389,344,286,296,458,359,308
HG001_02418,4163,1347,3169,3919,1537,1844,1322
HG001_02680,443,910,498,708,572,677,321
HG001_00511,91,26,55,99,32,31,23
HG001_01319,333,315,234,311,377,306,249
HG001_01727,25,8,20,24,8,10,4
HG001_01918,317,467,122,251,887,318,446
HG001_00410,152,118,134,172,105,91,84
HG001_00730,14,9,12,14,8,11,5
HG001_01515,124,342,110,183,265,237,117
HG001_02441,9,14,1,10,20,8,8
HG001_00108,449,1385,236,294,2481,1137,992
HG001_00454,4773,3626,3538,4605,4088,3246,2508
HG001_01825,0,9,0,0,9,23,2
HG001_02206,23,43,24,30,32,32,25
HG001_02570,3834,7629,4142,7019,4572,2415,2148
HG001_01317,413,306,329,351,354,216,217
HG001_01424,60,72,42,67,74,86,61
HG001_01696,40,34,48,39,25,16,15
HG001_02496,163,107,138,136,120,88,94
HG001_02698,262,194,172,332,190,137,98
HG001_00240,37,22,18,45,25,20,13
HG001_00611,1136,701,849,1250,715,552,431
HG001_00701,266,341,280,217,320,208,162
HG001_00855,210,266,225,194,232,169,121
HG001_00895,280,239,182,266,292,147,123
HG001_01159,1044,1930,1189,1643,1172,2143,984
HG001_01921,26,23,12,11,51,16,33
HG001_01958,144,494,114,121,554,290,132
HG001_02258,59,74,47,55,79,71,55
HG001_02319,18,17,18,18,14,19,13
HG001_00040,84,92,64,91,92,83,43
HG001_00468,1451,3901,1771,2214,2337,2576,2509
HG001_01067,1156,637,1171,1726,420,481,356
HG001_01230,2,11,4,7,3,7,6
HG001_01699,2898,466,2636,3168,410,495,252
HG001_02636,96,199,87,93,192,117,78
HG001_00573,235,241,126,254,296,223,135
HG001_01046,1,0,0,0,0,0,0
HG001_01709,1,0,0,0,0,0,0
HG001_01814,0,1,0,0,0,0,0
HG001_02015,0,1,0,0,0,0,0
HG001_00029,347,156,243,349,178,179,112
HG001_01363,3,2,0,4,2,1,2
HG001_02314,808,1123,804,987,879,688,629
HG001_02640,1390,1858,1676,2157,1083,1406,1018
HG001_00023,3728,5833,4185,3955,4506,4136,3509
HG001_00286,16,23,10,21,21,19,19
HG001_01861,13,63,31,21,27,24,31
HG001_02115,171,244,170,226,181,161,126
HG001_00222,1,2,0,3,0,3,1
HG001_00653,261,106,155,252,138,95,73
HG001_00824,5,2,7,3,0,0,3
HG001_01758,0,2,0,0,1,1,0
HG001_02155,98,663,167,159,357,227,124
HG001_00900,30,51,22,23,61,70,68
HG001_01836,506,213,339,447,272,213,160
HG001_00051,1248,774,942,1095,896,700,529
HG001_00251,47,21,26,84,13,20,12
HG001_00313,43,8,28,52,7,11,2
HG001_00625,34,134,18,40,141,109,119
HG001_01468,7,13,10,9,7,7,4
HG001_02040,0,2,0,0,1,0,1
HG001_02084,6,32,6,4,32,38,18
HG001_02432,74,68,42,113,58,32,41
HG001_02543,5208,3537,5756,6890,2412,1987,1242
HG001_00858,486,1458,531,430,1262,947,752
HG001_01434,66,51,55,69,48,56,31
HG001_01969,5,3,0,2,11,12,2
HG001_02211,388,933,590,636,468,502,284
HG001_02462,170,215,196,220,144,109,80
HG001_00136,46,75,40,46,71,58,56
HG001_00142,2227,2103,1521,1752,2802,1530,2510
HG001_00740,10,143,1,16,145,176,63
HG001_01711,323,365,327,294,327,345,270
HG001_01941,47,49,39,42,51,51,50
HG001_01954,1198,588,1006,955,662,511,745
HG001_00539,344,197,240,326,229,163,197
HG001_00757,11,31,4,13,34,20,10
HG001_01070,218,455,257,237,336,261,162
HG001_01289,701,600,523,581,718,472,421
HG001_00705,4546,4345,2922,3930,5659,4959,3440
HG001_01522,149,390,160,205,274,209,129
HG001_01669,1933,2103,1650,2132,1906,1250,1031
HG001_00065,4,2,1,6,1,4,1
HG001_00970,7,5,3,7,6,7,5
HG001_01484,148,224,117,174,203,168,92
HG001_01937,1690,1193,1378,1324,1368,998,853
HG001_02174,36,33,26,38,33,30,29
HG001_02652,48,51,41,39,54,39,29
HG001_00090,13,1,5,10,3,3,2
HG001_00187,26,21,26,25,17,11,8
HG001_01091,43,20,16,36,37,21,29
HG001_01888,2,15,4,5,7,12,9
HG001_02571,2219,5291,2420,3195,3497,2014,1641
HG001_01337,757,684,818,1133,425,443,271
HG001_02624,3,3,2,3,2,3,1
HG001_01084,196,107,151,177,118,76,97
HG001_01380,244,311,207,290,266,214,146
HG001_00876,60,163,23,44,277,229,154
HG001_02207,144,135,81,142,168,154,142
HG001_00184,6006,17405,5017,5635,17449,11669,7151
HG001_00652,3,5,5,4,1,6,0
HG001_00676,133,98,122,139,84,117,102
HG001_00681,192,135,136,190,147,104,165
HG001_01541,650,535,452,512,686,452,525
HG001_01902,56,114,51,85,80,55,61
HG001_02682,850,487,571,748,597,358,376
HG001_00014,90,163,55,138,134,142,101
HG001_00731,129,65,138,271,25,37,22
HG001_01112,94,89,66,84,102,78,66
HG001_01215,10,69,13,13,52,41,44
HG001_01414,1161,1384,903,1589,1119,851,589
HG001_01592,889,943,617,758,1153,1082,1491
HG001_00659,6523,9162,6253,7936,7079,6071,3421
HG001_00708,9928,19383,13625,13970,10520,14938,9704
HG001_01122,186,87,105,154,127,78,96
HG001_01142,233,209,175,229,217,172,165
HG001_01284,1112,668,730,824,924,657,453
HG001_01524,1,0,0,0,0,2,0
HG001_02383,43,50,30,33,61,46,41
HG001_02600,356,232,192,230,416,278,289
HG001_00434,1945,1280,1527,1773,1351,1299,723
HG001_01227,5,7,1,15,2,2,1
HG001_01507,1797,1915,1965,2154,1350,1184,658
HG001_02475,17,34,10,23,30,26,15
HG001_02530,5,3,2,5,3,6,1
HG001_00063,14,10,13,10,9,4,4
HG001_00106,748,2234,412,494,3690,1921,1996
HG001_00644,183,161,140,143,188,137,95
HG001_00788,8466,5590,6844,8149,5573,6462,5466
HG001_01872,18,19,11,16,22,14,22
HG001_00380,9,10,4,13,8,6,3
HG001_00538,23,46,18,27,40,41,26
HG001_00864,851,1056,772,828,958,767,765
HG001_01410,39,79,32,48,66,52,49
HG001_01839,167,94,77,157,133,64,68
HG001_01868,0,14,1,5,4,4,5
HG001_02237,124,84,80,93,114,68,60
HG001_00058,517,173,364,499,192,207,124
HG001_00070,35,33,27,33,33,45,21
HG001_00440,0,5,0,0,3,0,0
HG001_00556,88,372,54,81,420,488,276
HG001_01000,191,280,140,157,322,270,170
HG001_01654,1915,2682,1607,1876,2561,1830,1685
HG001_01688,1035,383,475,995,544,280,362
HG001_01865,3,9,3,1,9,7,6
HG001_02196,0,2,0,0,1,3,2
HG001_02739,40,48,22,70,34,38,19
HG001_00088,2295,2825,2147,1851,2747,2038,1639
HG001_00460,2070,2191,2173,1945,1792,1367,1067
HG001_00662,145,82,109,226,54,96,51
HG001_00850,262,208,216,396,143,114,124
HG001_01355,1,1,0,0,0,0,0
HG001_01453,13896,15762,13746,19562,10695,9032,5057
HG001_00826,16,1,2,9,6,5,0
HG001_01279,688,298,430,1118,219,212,138
HG001_02075,109,78,112,141,49,71,62
HG001_01158,713,455,481,587,564,448,291
HG001_01609,1355,868,718,1095,1292,870,789
HG001_02090,380,491,314,310,521,445,271
HG001_00336,52,9,26,65,9,11,18
HG001_01542,5,11,5,2,11,8,8
HG001_00326,249,1480,508,433,549,1126,525
HG001_00743,8,26,2,9,29,33,22
HG001_00897,134,129,121,137,111,111,58
HG001_01330,633,457,516,608,445,229,310
HG001_01518,484,412,352,443,447,254,282
HG001_01778,1864,573,2064,2061,390,429,513
HG001_01833,106,115,101,138,80,106,53
HG001_02037,1,3,0,0,4,1,4
HG001_00945,128058,162300,143763,190210,96895,84264,48471
HG001_01472,4494,3361,3132,4582,3487,2294,2548
HG001_01706,2,8,4,7,1,2,2
HG001_02557,260,106,231,317,78,71,44
HG001_02592,72,194,84,108,116,131,89
HG001_00249,599,936,476,938,643,877,641
HG001_00685,37,37,23,35,41,44,27
HG001_00698,1690,1420,1367,1545,1419,845,839
HG001_01131,268,316,225,180,359,215,222
HG001_01442,8723,9680,7905,8731,8441,6176,5465
HG001_01869,22,88,20,33,64,56,63
HG001_02078,3,3,1,2,3,3,0
HG001_02586,760,478,805,633,398,359,395
HG001_00397,2,30,1,1,30,147,22
HG001_00773,164,192,118,141,213,141,125
HG001_00920,144,254,99,107,310,213,123
HG001_01644,1167,1076,986,1454,849,883,491
HG001_01683,78,199,96,113,116,131,86
HG001_02579,4745,1249,2419,5582,1358,1247,736
HG001_00069,31,43,30,35,32,22,35
HG001_00146,119,55,98,108,54,59,63
HG001_00409,106,92,96,87,88,73,52
HG001_02339,4706,653,3478,4181,712,551,617
HG001_00666,25,69,20,38,50,44,27
HG001_01409,48,28,34,46,29,40,30
HG001_01426,12,21,7,13,20,26,6
HG001_02183,511,566,582,670,349,449,210
HG001_00617,283,227,219,303,208,261,209
HG001_01393,1,3,1,1,1,3,0
HG001_01633,125,174,105,114,167,203,252
HG001_00395,1283,1977,1060,1368,1751,1144,1519
HG001_01048,219,169,198,203,151,113,79
HG001_01506,1978,1816,1947,2183,1381,1191,979
HG001_02318,17,28,14,16,25,17,13
HG001_00025,6886,8655,7628,7188,6166,7021,5231
HG001_00667,184,100,166,244,66,86,57
HG001_01473,860,659,650,1047,557,420,365
HG001_00532,8,17,5,4,21,14,19
HG001_02053,27,31,18,21,35,19,15
HG001_02492,25902,39136,23499,46887,22297,27505,11876
HG001_00018,6610,14864,7932,9911,8175,10045,6540
HG001_00791,129,78,114,164,54,28,59
HG001_01032,322,663,266,270,667,432,333
HG001_01885,18,10,8,13,14,5,4
HG001_01889,44,104,42,48,83,63,72
HG001_02333,150,533,147,244,330,353,160
HG001_00211,658,324,419,664,348,200,190
HG001_00285,10,24,7,16,16,21,28
HG001_00465,1095,777,1085,1239,569,451,435
HG001_01283,571,346,368,450,441,423,260
HG001_01578,5,5,1,8,3,4,3
HG001_01774,2044,1088,1511,2162,1029,502,849
HG001_02101,653,941,702,717,669,512,435
HG001_00188,2,7,4,3,2,1,2
HG001_00197,236,272,287,327,151,156,87
HG001_00234,12,76,21,9,51,27,31
HG001_01031,1973,1026,1057,1632,1437,1029,1065
HG001_01229,15,12,10,18,9,7,7
HG001_01436,889,807,585,697,1002,833,480
HG001_01489,159,151,114,110,187,165,109
HG001_01517,508,300,350,656,250,180,139
HG001_00988,927,1649,1175,1135,976,1000,584
HG001_02143,263,150,235,247,131,90,92
HG001_02188,3772,3528,2928,3167,3716,2512,2750
HG001_02614,51,69,41,46,66,64,55
HG001_00462,1313,1285,1275,1055,1147,976,857
HG001_00691,3243,945,2212,2925,1048,768,853
HG001_00950,11,23,10,18,13,17,7
HG001_02244,101,35,52,90,48,36,29
HG001_00111,422,1668,217,244,2803,1141,1050
HG001_00320,21,67,28,27,40,51,28
HG001_00637,16,11,10,18,9,5,11
HG001_01695,25,21,20,13,24,13,5
HG001_01909,1,2,0,2,0,3,3
HG001_02169,11,35,10,9,31,16,9
HG001_02357,5,5,3,6,3,8,7
HG001_01303,249,91,153,210,115,85,62
HG001_00488,5,3,2,2,5,2,6
HG001_01118,88,93,33,78,134,97,46
HG001_02755,1084738,894977,1262497,1537266,485886,683702,783062
HG001_01315,444,329,335,375,348,220,282
HG001_02107,684,434,554,447,495,290,331
HG001_00519,5079,2482,4079,4211,2519,1902,1610
HG001_01008,59,64,47,57,58,35,44
HG001_01458,13,38,12,11,33,22,19
HG001_02594,820,374,562,524,508,374,456
HG001_01850,11,33,9,18,21,17,26
HG001_02252,83,41,36,81,54,51,30
HG001_00357,43,20,23,51,18,7,5
HG001_00839,18,24,20,21,14,13,9
HG001_01369,2,2,0,2,0,0,0
HG001_00066,13,22,13,14,15,13,6
HG001_00192,2,8,4,4,1,10,3
HG001_00467,8332,5223,6787,13738,3201,3088,2041
HG001_00675,146,136,117,119,137,102,55
HG001_01205,53,30,25,48,39,28,25
HG001_02288,1316,1872,1330,1664,1232,1391,1281
HG001_00312,15,12,20,26,2,6,3
HG001_00590,900,550,843,724,491,501,316
HG001_01287,167,115,111,152,125,116,111
HG001_01488,610,301,537,788,207,180,144
HG001_01591,1671,801,1328,1718,711,620,692
HG001_01637,7049,2354,4747,7943,2174,1781,2262
HG001_00038,16,6,1,13,12,6,5
HG001_00658,2342,3149,2038,2618,2500,1748,1186
HG001_02035,77,114,90,73,78,79,52
HG001_02622,7,7,7,8,3,3,1
HG001_00229,45,28,26,36,35,22,28
HG001_01849,270,570,343,303,338,321,347
HG001_01956,4128,2416,3960,4260,1847,1836,1445
HG001_02388,748,730,791,880,479,564,305
HG001_00325,627,565,579,564,481,413,316
HG001_00514,35,47,32,39,34,46,69
HG001_01788,293,475,270,344,350,321,184
HG001_01887,3,6,1,4,4,6,5
HG001_00512,41,24,30,29,27,26,14
HG001_00914,0,7,2,1,1,1,1
HG001_01078,758,600,495,492,807,607,467
HG001_01477,480,1114,333,370,1271,842,691
HG001_01497,2667,1838,2656,2307,1487,1227,869
HG001_02659,17,24,15,13,21,17,12
HG001_00368,109,96,91,97,87,81,62
HG001_00457,5118,8839,5997,8283,4495,4986,2535
HG001_00981,36,31,39,32,21,17,12
HG001_02129,6402,16399,6621,7187,11414,8040,5280
HG001_01338,37,17,14,37,22,15,25
HG001_01901,24,55,27,30,34,19,30
HG001_02072,339,658,299,331,553,528,446
HG001_00233,34,71,13,27,92,37,38
HG001_00451,354,177,289,319,163,156,122
HG001_01291,5,8,1,8,5,6,1
HG001_01663,402,207,194,283,321,204,112
HG001_01960,2887,1952,2995,3911,1161,1163,1027
HG001_02291,447,280,294,362,325,269,199
HG001_02701,16,31,19,14,21,14,8
HG001_00201,11086,15689,10912,12268,11180,10897,6902
HG001_00219,1819,2276,2190,2316,1278,1521,819
HG001_02655,17505,38584,6185,24796,36830,24907,25072
HG001_01232,6,17,2,17,5,17,12
HG001_01381,1,6,0,3,2,4,3
HG001_01551,5059,4703,4514,5495,3627,3801,1724
HG001_01576,5,4,2,5,3,9,2
HG001_02126,1123,1013,842,880,1072,657,514
HG001_00274,42,15,29,37,15,14,21
HG001_01870,74,87,54,93,66,60,68
HG001_02315,3700,2092,2837,4031,1777,1513,1071
HG001_02450,61,65,56,70,45,45,30
HG001_02455,100,379,116,126,236,229,119
HG001_02461,217,104,183,203,89,64,55
HG001_02625,10,18,7,7,18,24,22
HG001_00199,1146,2503,1046,927,2228,2366,1318
HG001_00237,970,1299,816,1097,1013,834,874
HG001_00608,7458,7826,8188,10015,4502,5085,3274
HG001_00641,810,1124,617,952,908,615,775
HG001_01717,58,26,56,49,19,18,35
HG001_02178,69,59,28,62,76,43,25
HG001_00917,7,25,4,5,25,16,16
HG001_01398,12,14,7,12,12,13,3
HG001_02221,0,11,0,1,7,44,8
HG001_02553,426,301,415,395,231,286,215
HG001_00739,22,25,13,34,15,37,23
HG001_01162,23,0,13,14,1,3,2
HG001_02364,134,26,61,200,18,21,11
HG001_00578,1088,584,790,956,588,387,409
HG001_01111,118,93,102,163,56,70,53
HG001_01300,1371,1141,998,1593,943,707,615
HG001_01493,451,418,284,452,417,287,137
HG001_01961,340,360,361,373,235,268,144
HG001_00833,45,241,24,53,220,134,125
HG001_02052,168,164,163,171,119,82,100
