,ctrl4,ctrl5,ctrl6,IP1,IP2,IP3
SAOUHSC_02493,15468,31128,3069,23840,20640,20685
SAOUHSC_00256,1020,1225,415,1844,1311,1345
SAOUHSC_02494,39232,52506,31834,56794,50117,42426
SAOUHSC_02495,28352,57309,7098,41994,36061,34850
SAOUHSC_02496,29743,28474,5569,45231,39924,32129
SAOUHSC_02498,27209,46742,6914,44633,33265,35052
SAOUHSC_02499,13791,24097,2451,23790,18412,17962
SAOUHSC_02500,32339,52243,10661,55392,44783,40512
SAOUHSC_02501,25208,47209,9925,43746,37366,35866
SAOUHSC_02502,25748,33615,12130,48155,38766,33015
SAOUHSC_02503,18379,28790,2302,30777,26263,24361
SAOUHSC_02504,9295,15222,1724,16748,13467,13269
SAOUHSC_00257,2315,2998,1719,4105,3773,2606
SAOUHSC_02505,25468,32791,15524,46382,40331,31835
SAOUHSC_02506,38515,51258,16554,70309,60287,50250
SAOUHSC_02507,16455,36084,9993,28934,24983,21405
SAOUHSC_02508,23667,41940,9614,44159,36727,31940
SAOUHSC_02509,76976,97953,70205,106630,90519,77498
SAOUHSC_02510,14479,21939,4417,21250,17279,15294
SAOUHSC_02511,32880,43143,22349,50466,44277,37056
SAOUHSC_02512,37906,53793,24922,60985,51265,46528
SAOUHSC_02515,1133,2433,62,822,490,556
SAOUHSC_02516,7292,6662,1163,40994,24024,44885
SAOUHSC_00258,1160,1192,93,3939,2953,2826
SAOUHSC_02517,4580,6045,1432,7229,5089,7162
SAOUHSC_02518,9,20,3,19,4,42
SAOUHSC_02519,1918,2961,192,1532,988,1298
SAOUHSC_02520,4570,6915,1858,3579,2735,2518
SAOUHSC_02521,984,1794,272,600,416,376
SAOUHSC_02522,1256,1885,129,2143,1373,1867
SAOUHSC_02523,424,310,14,300,210,194
SAOUHSC_02524,1852,2363,243,2955,1780,2761
SAOUHSC_02525,10535,15182,3063,10348,8084,8244
SAOUHSC_02527,6652,8566,1846,6921,4892,5518
SAOUHSC_00259,142,122,7,662,381,515
SAOUHSC_02528,506,666,61,304,217,249
SAOUHSC_02529,1895,2575,383,1018,726,835
SAOUHSC_02530,173,189,4,1809,1089,2345
SAOUHSC_02531,390,400,36,6039,3216,6983
SAOUHSC_02532,656,750,38,6634,3598,7087
SAOUHSC_02533,160,136,94,321,171,255
SAOUHSC_02534,126,125,144,208,137,137
SAOUHSC_02535,44,39,2,65,43,39
SAOUHSC_02536,4563,5632,1178,4772,3313,2905
SAOUHSC_02537,1644,1568,551,1342,1057,804
SAOUHSC_00260,27,18,0,34,24,38
SAOUHSC_02538,352,258,146,460,353,243
SAOUHSC_02540,1057,2031,191,1174,909,943
SAOUHSC_02541,858,1612,206,1146,845,901
SAOUHSC_02542,1746,2375,827,2647,1921,1896
SAOUHSC_02543,2908,3540,404,2868,2284,2137
SAOUHSC_02544,743,929,305,1026,799,693
SAOUHSC_02545,1557,1951,370,1673,1283,1026
SAOUHSC_02546,1188,1433,452,1875,1280,1353
SAOUHSC_02547,1661,1891,195,1963,1282,1317
SAOUHSC_02549,1605,2401,229,1396,961,978
SAOUHSC_00261,155,157,7,393,203,227
SAOUHSC_02550,2549,1364,147,3163,2137,1662
SAOUHSC_02551,847,801,120,2074,1478,1331
SAOUHSC_02552,431,586,104,666,546,522
SAOUHSC_02553,519,841,107,641,515,450
SAOUHSC_02554,5655,9806,1291,7425,6118,5494
SAOUHSC_02555,248,383,116,604,396,387
SAOUHSC_02556,453,882,272,768,561,582
SAOUHSC_02557,273,250,34,1864,971,1381
SAOUHSC_02558,39,28,8,378,211,254
SAOUHSC_02559,50,42,7,643,423,497
SAOUHSC_00262,917,880,133,2106,1241,1301
SAOUHSC_02561,566,484,200,3315,2156,2086
SAOUHSC_02562,254,266,36,1133,656,733
SAOUHSC_02563,286,339,33,1465,849,1051
SAOUHSC_02564,494,580,51,2039,1297,1424
SAOUHSC_02565,639,673,54,3375,1825,2417
SAOUHSC_02566,16888,18223,2456,34559,15507,30900
SAOUHSC_02567,61,45,4,28,17,21
SAOUHSC_02568,2619,4864,539,2934,1938,2446
SAOUHSC_02569,2374,3708,682,1463,952,1504
SAOUHSC_02570,7738,9843,1231,3161,2301,2632
SAOUHSC_00026,17,21,2,105,50,114
SAOUHSC_00264,122,156,16,146,78,104
SAOUHSC_02571,13699,13531,4021,17007,19996,20996
SAOUHSC_02572,48994,63836,9407,20211,16553,13668
SAOUHSC_02573,12787,19845,6299,2243,2118,1722
SAOUHSC_02574,12170,14685,2969,2231,1761,1662
SAOUHSC_02575,1490,1275,89,424,283,299
SAOUHSC_02576,1279,1502,376,1103,1159,1223
SAOUHSC_A02445,48,34,7,76,45,63
SAOUHSC_02577,10441,14851,3209,5805,4506,3570
SAOUHSC_02579,2588,2913,624,4133,3067,3653
SAOUHSC_02580,4615,5602,976,3956,3026,3212
SAOUHSC_00265,91,75,56,161,108,82
SAOUHSC_A02450,371,624,12,136,75,168
SAOUHSC_02581,13050,16276,2700,9206,6972,6495
SAOUHSC_02582,64323,74695,19540,41219,36106,29791
SAOUHSC_02583,6144,9173,2552,13988,11494,12025
SAOUHSC_02584,2652,3413,399,2249,2855,1485
SAOUHSC_02585,3425,6114,435,3999,3084,3080
SAOUHSC_02586,41,80,6,120,85,83
SAOUHSC_02587,599,537,28,312,151,168
SAOUHSC_02588,38,68,11,44,9,24
SAOUHSC_02589,7820,8729,662,14766,10768,10931
SAOUHSC_00266,111,140,17,233,138,166
SAOUHSC_02590,15882,20144,4775,8398,7834,7577
SAOUHSC_02591,1494,2350,107,823,507,510
SAOUHSC_02592,1052,1530,210,561,442,370
SAOUHSC_02593,905,1163,67,280,255,188
SAOUHSC_02594,2474,5031,477,754,585,477
SAOUHSC_02595,2815,4812,252,401,242,302
SAOUHSC_02596,464,585,20,264,206,230
SAOUHSC_02597,3671,4763,727,2167,1809,1310
SAOUHSC_02599,756,805,53,306,194,192
SAOUHSC_02600,3360,6086,1071,2106,1570,1358
SAOUHSC_00267,66,70,21,111,88,76
SAOUHSC_02601,2489,3033,1098,1018,792,734
SAOUHSC_02602,1641,2749,1635,351,267,178
SAOUHSC_02603,684,1017,92,227,126,168
SAOUHSC_02604,19926,25209,13415,5839,4993,3695
SAOUHSC_02605,1741,2889,795,1199,833,799
SAOUHSC_02606,917,1165,275,3203,2149,2042
SAOUHSC_02607,569,796,307,2837,2104,1961
SAOUHSC_02608,535,629,28,843,603,576
SAOUHSC_02609,119,117,11,202,126,190
SAOUHSC_02610,14049,16346,9415,6029,5936,3788
SAOUHSC_00268,2923,4242,1450,2435,1824,1676
SAOUHSC_02611,4405,5116,498,2909,1851,2172
SAOUHSC_02612,2525,2733,493,1275,951,728
SAOUHSC_02613,2437,2317,193,1136,804,604
SAOUHSC_A02483,242,216,25,191,139,165
SAOUHSC_02614,3155,4497,599,2418,1997,1643
SAOUHSC_02615,1640,3031,603,976,852,729
SAOUHSC_02616,13,6,0,13,5,12
SAOUHSC_02618,871,1123,71,1817,1155,1334
SAOUHSC_02619,228,246,9,534,355,376
SAOUHSC_02620,581,795,77,4962,3406,5150
SAOUHSC_00269,2512,3759,366,975,647,724
SAOUHSC_02621,434,418,260,603,411,356
SAOUHSC_02622,834,658,130,1361,1079,1125
SAOUHSC_02623,4850,5901,1395,5766,4357,4468
SAOUHSC_02624,2171,2310,137,1839,1400,1476
SAOUHSC_02625,1544,2268,114,1033,712,625
SAOUHSC_02626,2242,3589,533,1212,941,784
SAOUHSC_02627,3760,4164,1196,2269,1546,1387
SAOUHSC_02628,3101,3070,365,2815,2010,2065
SAOUHSC_02629,23574,32774,6803,14840,23170,14443
SAOUHSC_02630,8298,13459,1822,5556,8440,4894
SAOUHSC_00270,714,1019,85,420,294,340
SAOUHSC_02631,1100,1073,74,486,230,280
SAOUHSC_02632,377,770,134,188,133,136
SAOUHSC_02633,1015,1435,160,469,463,359
SAOUHSC_02634,10,12,3,17,14,20
SAOUHSC_02635,2959,4324,250,5837,3941,4797
SAOUHSC_A02503,52,47,5,50,15,43
SAOUHSC_02636,4963,4892,1016,7105,4861,5121
SAOUHSC_02637,4176,5366,596,4725,3239,4261
SAOUHSC_02638,7964,12314,1479,11956,9827,9670
SAOUHSC_A02505,0,0,1,0,0,1
SAOUHSC_00271,398,621,34,251,161,146
SAOUHSC_02639,24,32,2,5,5,0
SAOUHSC_02640,217,265,21,856,548,533
SAOUHSC_02641,165,150,12,603,411,450
SAOUHSC_02643,710,868,131,790,586,669
SAOUHSC_02644,2040,2117,198,3768,2628,3099
SAOUHSC_02645,27475,7317,213,1406,3344,958
SAOUHSC_02646,28242,6709,577,2210,5036,1334
SAOUHSC_02647,6561,6212,1947,8097,6250,5057
SAOUHSC_02648,27958,31608,5671,11922,8790,10080
SAOUHSC_02649,4429,4836,472,5168,4127,3822
SAOUHSC_00272,472,273,21,1343,611,892
SAOUHSC_02650,22483,39426,4001,8196,7787,5491
SAOUHSC_02651,912,1291,211,437,289,302
SAOUHSC_02652,1796,3059,897,1435,1041,811
SAOUHSC_02653,257,406,210,263,182,118
SAOUHSC_02654,706,1050,151,844,527,387
SAOUHSC_02655,2,0,0,8,2,3
SAOUHSC_02656,1850,2563,837,1855,1259,1285
SAOUHSC_02657,18,22,1,47,23,27
SAOUHSC_02658,1151,2182,181,1448,1108,1044
SAOUHSC_02659,3087,4247,144,18525,12891,15503
SAOUHSC_00274,71,75,10,77,51,59
SAOUHSC_02660,4340,4752,243,26217,17566,22887
SAOUHSC_02661,628,349,57,7692,6931,4919
SAOUHSC_02662,53,72,18,798,889,540
SAOUHSC_02663,3103,3362,282,1702,1451,1351
SAOUHSC_02664,3941,5097,309,4951,3444,4296
SAOUHSC_02665,15093,15137,1844,6652,6079,4479
SAOUHSC_02666,2088,2583,154,869,621,632
SAOUHSC_02667,16546,23418,3938,19698,15504,16878
SAOUHSC_02668,1177,1375,50,306,201,197
SAOUHSC_02669,7310,9777,494,5006,3563,3586
SAOUHSC_00027,324,525,146,377,329,288
SAOUHSC_00275,44,84,10,37,29,36
SAOUHSC_02670,3406,4382,210,5052,3598,4314
SAOUHSC_02671,1419,5852,427,1326,1153,1038
SAOUHSC_02672,176,222,17,356,225,275
SAOUHSC_02673,48,60,14,113,73,75
SAOUHSC_02674,306,495,31,602,376,527
SAOUHSC_02675,1443,2063,225,2229,1452,1579
SAOUHSC_02676,3467,5169,761,3933,3064,3086
SAOUHSC_02677,1966,2813,280,1694,1298,1330
SAOUHSC_02678,1133,1544,104,812,641,572
SAOUHSC_02679,418,656,46,212,123,121
SAOUHSC_00276,77,172,13,85,76,65
SAOUHSC_02680,1611,2207,534,803,527,475
SAOUHSC_02681,2213,2982,593,1436,873,737
SAOUHSC_02682,1571,3077,585,1456,1026,972
SAOUHSC_02683,304,617,204,220,166,166
SAOUHSC_02684,1362,2523,445,1447,1045,1010
SAOUHSC_02685,142,293,44,397,189,251
SAOUHSC_02686,629,1183,154,614,407,393
SAOUHSC_02687,3746,4800,474,1343,1076,935
SAOUHSC_02688,56,147,17,12,10,18
SAOUHSC_02689,489,528,38,175,120,128
SAOUHSC_00277,97,212,23,84,73,68
SAOUHSC_02690,2484,4252,481,21297,12895,13457
SAOUHSC_02691,1981,2164,289,6679,5258,4830
SAOUHSC_02692,1025,1724,72,3446,2719,2432
SAOUHSC_02693,46,22,2,64,37,35
SAOUHSC_02694,2740,4373,210,2457,1854,1991
SAOUHSC_02695,1133,1239,134,727,622,626
SAOUHSC_02696,566,599,46,3043,2049,2572
SAOUHSC_02697,9113,14833,4556,45240,30889,36772
SAOUHSC_02698,5782,9269,2886,22594,15317,18335
SAOUHSC_02699,4593,8498,1510,18475,11299,15379
SAOUHSC_00278,117,179,15,146,61,79
SAOUHSC_02700,6323,12417,969,4945,4734,4300
SAOUHSC_02701,102,175,3,105,84,84
SAOUHSC_02702,166,221,13,4683,1835,1225
SAOUHSC_02703,14547,20185,2132,8113,5812,4755
SAOUHSC_02704,2194,2501,238,3091,2107,2591
SAOUHSC_02705,39,74,4,22,15,31
SAOUHSC_02706,28889,43423,2564,23846,22059,15088
SAOUHSC_02707,160,92,13,178,98,126
SAOUHSC_02708,12904,21394,1057,5956,3911,2194
SAOUHSC_02709,15125,21907,1007,12489,8488,5301
SAOUHSC_00279,605,772,52,1927,1263,1622
SAOUHSC_02710,11987,15660,1045,14428,10297,5781
SAOUHSC_02711,183,234,9,297,193,200
SAOUHSC_02712,405,615,60,618,430,423
SAOUHSC_02713,391,496,43,629,414,446
SAOUHSC_02714,216,307,48,492,330,323
SAOUHSC_02715,124,96,14,488,268,279
SAOUHSC_02716,36,28,4,166,111,95
SAOUHSC_A02577,5,5,0,13,8,16
SAOUHSC_02717,4,0,1,6,4,3
SAOUHSC_02718,261,441,33,865,393,569
SAOUHSC_00280,912,1081,206,2675,1574,2095
SAOUHSC_02719,178,195,41,447,265,338
SAOUHSC_02720,3,0,1,0,1,5
SAOUHSC_02721,4560,1793,731,6533,4535,3240
SAOUHSC_02722,1031,842,90,952,649,797
SAOUHSC_02723,5157,4645,1858,20878,19166,20592
SAOUHSC_02724,8334,10086,928,40868,38247,45207
SAOUHSC_02725,11940,13210,2625,4256,3650,2890
SAOUHSC_02726,439,770,242,269,266,218
SAOUHSC_02727,4566,6194,1603,2427,1775,941
SAOUHSC_02728,604,1124,93,895,605,515
SAOUHSC_00281,2564,5256,923,783,617,618
SAOUHSC_02729,5265,7722,1144,2190,2488,1610
SAOUHSC_02731,8596,13523,836,6284,4064,5078
SAOUHSC_02732,7,6,0,2,2,5
SAOUHSC_02733,16482,25193,3392,8693,6486,5017
SAOUHSC_02734,1,0,0,2,5,4
SAOUHSC_02736,3588,3986,313,3844,2499,2816
SAOUHSC_02737,1418,1694,345,2088,1739,1108
SAOUHSC_02738,128,224,11,119,69,52
SAOUHSC_02739,1858,2954,1110,808,602,481
SAOUHSC_02740,8712,9847,1334,1918,1459,1094
SAOUHSC_00282,12560,13597,1730,9849,6520,4302
SAOUHSC_02741,839,1131,276,2223,1384,1388
SAOUHSC_02742,868,1204,179,2100,1368,1529
SAOUHSC_02743,346,583,109,753,442,494
SAOUHSC_02744,693,1516,427,1258,765,807
SAOUHSC_02745,5,8,1,27,24,14
SAOUHSC_02746,21,17,5,83,52,59
SAOUHSC_02747,1567,1896,105,3175,2046,2410
SAOUHSC_02750,3211,4416,750,8178,5895,6590
SAOUHSC_02751,15415,18502,5600,5225,4951,3585
SAOUHSC_02752,3098,3035,739,7816,5711,6351
SAOUHSC_00284,355,439,46,650,365,410
SAOUHSC_02753,3593,3922,944,2486,2221,1684
SAOUHSC_02754,1537,1439,731,1003,1022,749
SAOUHSC_02755,6825,7231,3259,6482,5108,4903
SAOUHSC_02756,4080,3115,198,6035,3664,5886
SAOUHSC_02757,5379,6387,97,7056,5036,5919
SAOUHSC_02758,75,95,7,186,109,130
SAOUHSC_02759,3622,5225,295,2720,1842,1898
SAOUHSC_02760,2030,3135,736,1793,1239,1078
SAOUHSC_02761,855,1044,107,605,400,478
SAOUHSC_02762,885,1196,273,4925,3109,2937
SAOUHSC_A00283,5,7,0,16,7,9
SAOUHSC_02763,190,303,117,1722,1145,1194
SAOUHSC_02764,161,276,63,1262,1001,754
SAOUHSC_02765,119,143,25,766,675,521
SAOUHSC_02766,541,985,133,2783,1565,1730
SAOUHSC_02767,1408,2999,288,8629,5702,5554
SAOUHSC_02768,173,307,34,2812,1969,1581
SAOUHSC_02769,188,390,37,2842,1946,1502
SAOUHSC_02770,220,395,77,3094,2081,1535
SAOUHSC_02771,1522,1780,359,407,319,400
SAOUHSC_02772,7893,14032,7784,2742,3116,1881
SAOUHSC_00028,30,40,7,12,17,12
SAOUHSC_00285,7248,10178,1270,3826,4546,3098
SAOUHSC_02773,10884,17576,2039,3019,2604,2030
SAOUHSC_02774,11372,14877,1027,2851,3155,2289
SAOUHSC_02775,568,869,75,465,290,321
SAOUHSC_02776,291,503,37,125,81,80
SAOUHSC_A02635,30,98,3,21,14,11
SAOUHSC_02777,863,1541,178,258,133,126
SAOUHSC_02778,1940,4128,737,601,482,333
SAOUHSC_02779,3530,6095,721,913,1093,588
SAOUHSC_02780,2341,3376,3385,747,494,462
SAOUHSC_02781,9053,8340,470,2744,1867,1207
SAOUHSC_00287,7000,10370,2821,3888,4082,2867
SAOUHSC_02782,148,216,12,196,151,140
SAOUHSC_02783,514,774,140,493,348,379
SAOUHSC_02784,139,235,28,169,98,111
SAOUHSC_02785,174,221,12,148,91,103
SAOUHSC_02786,75,85,4,62,41,31
SAOUHSC_02787,615,920,195,536,377,373
SAOUHSC_02788,563,928,91,459,262,349
SAOUHSC_02789,410,542,96,283,198,175
SAOUHSC_02790,2031,2464,225,2549,1304,2009
SAOUHSC_02791,260,444,40,171,111,134
SAOUHSC_00289,1,5,0,12,7,10
SAOUHSC_02793,1365,1762,226,1766,1055,1123
SAOUHSC_02794,425,731,29,284,148,145
SAOUHSC_02795,131,137,11,91,66,47
SAOUHSC_02796,48,68,6,18,11,24
SAOUHSC_02797,545,806,64,648,381,449
SAOUHSC_02798,852,1231,595,2285,1431,1713
SAOUHSC_02799,18,7,0,21,8,20
SAOUHSC_02800,24,18,1,20,13,22
SAOUHSC_02801,1460,2019,556,1587,994,1133
SAOUHSC_02802,12785,6343,1332,11004,20752,13053
SAOUHSC_00290,3996,6154,1208,4490,3353,3417
SAOUHSC_02803,14776,13966,3267,8613,13248,9145
SAOUHSC_02804,15,20,0,14,13,5
SAOUHSC_02805,2,1,0,13,6,9
SAOUHSC_02806,2084,4021,1079,5626,6753,4316
SAOUHSC_02808,2251,4084,1585,3328,3886,2468
SAOUHSC_02809,2705,3807,2091,1688,1560,1097
SAOUHSC_02810,3479,6268,1139,3661,2919,2421
SAOUHSC_02811,1899,3614,213,1004,792,736
SAOUHSC_02812,34479,47009,14631,13127,11100,8901
SAOUHSC_02813,2888,2116,131,4031,3186,3546
SAOUHSC_00291,486,1097,107,369,279,205
SAOUHSC_02814,4448,2328,193,6830,5320,5643
SAOUHSC_02815,23304,24955,4778,9737,10558,7791
SAOUHSC_02816,1535,2615,79,690,503,424
SAOUHSC_02817,0,0,0,1,0,0
SAOUHSC_02818,605,913,100,910,534,535
SAOUHSC_02819,83,184,15,169,123,135
SAOUHSC_02820,1072,1774,413,590,329,444
SAOUHSC_02821,946,1589,154,508,317,382
SAOUHSC_02822,6886,9614,1303,4005,3154,1829
SAOUHSC_A02680,503,984,91,490,407,260
SAOUHSC_00292,561,1286,232,493,371,302
SAOUHSC_02823,3381,4498,311,1440,1140,944
SAOUHSC_02824,421,574,349,674,432,395
SAOUHSC_02825,263,413,188,389,294,294
SAOUHSC_02826,808,1135,61,1415,991,804
SAOUHSC_02827,1814,1452,295,893,647,502
SAOUHSC_02828,1262,1842,394,6347,4941,5583
SAOUHSC_02829,1111,836,112,2846,2373,1834
SAOUHSC_02830,2064,831,85,17375,8978,15157
SAOUHSC_02831,376,405,62,815,584,643
SAOUHSC_02832,48,79,5,103,33,138
SAOUHSC_00293,775,1225,150,986,600,546
SAOUHSC_02833,220,318,17,585,293,490
SAOUHSC_02834,3931,6114,360,3178,1957,2179
SAOUHSC_02836,1651,2003,301,1002,706,687
SAOUHSC_02837,1070,2074,124,296,202,235
SAOUHSC_02838,40,30,5,95,47,61
SAOUHSC_02839,1514,2068,756,5697,5235,4303
SAOUHSC_02840,646,770,104,2564,2424,2083
SAOUHSC_02841,1522,1639,190,4896,4449,3552
SAOUHSC_02842,207,120,19,276,155,183
SAOUHSC_02843,1976,3650,242,587,436,422
SAOUHSC_00294,1785,1299,228,3794,3819,2495
SAOUHSC_02844,6297,11159,2911,3597,3073,1638
SAOUHSC_02845,1289,1726,301,822,638,317
SAOUHSC_02846,1798,2737,302,1055,747,425
SAOUHSC_02848,61791,61621,13901,14402,8002,9129
SAOUHSC_02849,65546,110351,27808,17872,24819,11820
SAOUHSC_02850,14905,32423,13602,4226,6252,3103
SAOUHSC_02851,59,55,3,159,90,69
SAOUHSC_02852,1436,1491,354,1246,785,754
SAOUHSC_02853,58504,26933,5679,40774,32189,20057
SAOUHSC_02855,620,482,56,858,843,850
SAOUHSC_00295,1622,1202,190,2026,2396,1414
SAOUHSC_02856,1609,2596,132,179,126,196
SAOUHSC_02857,745,821,185,52,45,68
SAOUHSC_02858,1993,2516,394,166,168,158
SAOUHSC_02859,3331,4467,1648,3483,2912,2308
SAOUHSC_02860,19331,17876,3807,11498,11312,7148
SAOUHSC_02861,2214,2952,1482,1772,1527,1080
SAOUHSC_02862,24904,39238,15200,7907,8971,4751
SAOUHSC_02863,104,154,19,310,220,229
SAOUHSC_02864,869,1185,217,2211,1537,1425
SAOUHSC_02865,144,226,10,235,170,146
SAOUHSC_00296,1064,1788,518,1240,1114,889
SAOUHSC_02866,2672,4330,562,2777,1932,1821
SAOUHSC_02867,1786,2396,186,2791,2173,2185
SAOUHSC_02868,331,629,64,287,253,261
SAOUHSC_02869,22579,32717,5684,16176,18907,9220
SAOUHSC_02871,652,1172,362,524,423,351
SAOUHSC_02872,2203,5303,384,22004,14537,19820
SAOUHSC_02873,5957,6112,961,12255,10058,7909
SAOUHSC_02874,1059,1095,77,1488,1228,908
SAOUHSC_02875,4244,7260,1164,1866,1565,1194
SAOUHSC_02876,4742,7583,2225,1510,1427,824
SAOUHSC_00029,18,9,3,1,3,7
SAOUHSC_00297,2895,4122,818,2291,1788,1435
SAOUHSC_02877,4998,10163,4593,1924,1763,1154
SAOUHSC_02879,2627,4454,800,737,743,450
SAOUHSC_02880,5280,9384,4636,1294,1347,726
SAOUHSC_02881,7035,10151,5296,1513,1462,837
SAOUHSC_02882,1504,2054,298,191,182,143
SAOUHSC_02883,845,1104,623,1634,2144,2064
SAOUHSC_02885,9523,11610,1566,37202,25466,38969
SAOUHSC_02886,54,83,10,120,95,207
SAOUHSC_02887,12081,8242,4399,26991,32595,48436
SAOUHSC_02888,10928,12185,2495,815,667,599
SAOUHSC_00298,1049,1255,275,2718,2323,1824
SAOUHSC_02889,13,18,1,16,8,5
SAOUHSC_02890,11,7,2,11,12,7
SAOUHSC_02891,882,1225,67,1353,912,1176
SAOUHSC_02892,780,1711,374,969,822,531
SAOUHSC_02893,840,2139,159,1316,1071,813
SAOUHSC_02894,895,1755,540,912,612,702
SAOUHSC_02895,997,1577,352,1080,597,841
SAOUHSC_02896,245,410,67,378,215,279
SAOUHSC_02897,733,1181,78,470,378,287
SAOUHSC_02898,997,1166,244,839,668,489
SAOUHSC_00299,491,882,65,659,460,426
SAOUHSC_02899,4323,5949,1463,2286,2170,1312
SAOUHSC_02900,13223,17473,8087,4296,4266,2669
SAOUHSC_02901,477,533,96,4165,1632,2119
SAOUHSC_02902,76,90,8,867,334,401
SAOUHSC_02903,296,418,52,2061,884,932
SAOUHSC_02904,344,334,54,3822,1638,1838
SAOUHSC_02905,160,206,23,157,105,152
SAOUHSC_02906,337,529,74,421,314,332
SAOUHSC_02907,197,281,8,232,162,158
SAOUHSC_02908,4147,6457,2850,1284,957,825
SAOUHSC_00300,44490,60309,23487,72006,62164,51505
SAOUHSC_02909,3452,4339,845,2712,2417,1911
SAOUHSC_02910,2310,3949,317,1682,1210,1192
SAOUHSC_02911,545,536,49,818,485,506
SAOUHSC_02912,3133,2175,457,1586,1459,955
SAOUHSC_02913,537,818,62,764,639,574
SAOUHSC_02914,18,8,0,36,29,31
SAOUHSC_02915,1209,1440,330,1588,1272,1125
SAOUHSC_02916,2103,3439,236,4019,3065,3655
SAOUHSC_02918,4203,7881,1693,5939,4743,5377
SAOUHSC_02919,5011,8503,1833,4317,3828,3767
SAOUHSC_00301,1946,2205,363,1636,1124,1035
SAOUHSC_02920,3175,4278,1336,1557,1159,931
SAOUHSC_02921,2066,2935,715,1911,1289,1683
SAOUHSC_02922,6855,9491,3949,1783,1289,1146
SAOUHSC_A02771,12,86,13,0,0,2
SAOUHSC_02923,58010,60814,9887,4203,4715,2425
SAOUHSC_02924,16668,39295,5764,1298,1335,902
SAOUHSC_02925,967,1381,155,162,123,87
SAOUHSC_02926,25113,30554,3844,12906,9133,5307
SAOUHSC_02927,78704,86997,41595,42750,41671,29865
SAOUHSC_02928,326,562,35,414,234,694
SAOUHSC_00302,1540,1912,425,1275,808,824
SAOUHSC_02929,18912,27926,9869,5393,4659,2788
SAOUHSC_02930,3779,3952,755,984,939,630
SAOUHSC_02931,1666,1421,126,236,169,143
SAOUHSC_02932,544,528,222,3253,2239,2410
SAOUHSC_02933,548,544,158,18471,11010,13993
SAOUHSC_02934,3,1,1,9,1,5
SAOUHSC_02935,1923,4018,220,3821,2669,2938
SAOUHSC_02936,2337,4036,1387,942,855,791
SAOUHSC_02937,1603,2194,448,5076,4892,4766
SAOUHSC_02939,7,10,3,7,1,8
SAOUHSC_00303,40,74,5,83,44,50
SAOUHSC_02940,3,4,1,2,3,4
SAOUHSC_02941,2912,7012,666,1461,876,926
SAOUHSC_02942,4427,12392,1446,2193,1450,1457
SAOUHSC_02943,300,310,65,477,299,333
SAOUHSC_02944,217,319,41,796,398,598
SAOUHSC_02945,1097,1407,443,3311,2218,2376
SAOUHSC_02947,1603,2093,313,4022,2591,2839
SAOUHSC_02948,15,23,2,13,6,13
SAOUHSC_02949,497,733,52,730,602,561
SAOUHSC_A02794,254,639,36,263,295,260
SAOUHSC_00304,474,583,115,737,461,396
SAOUHSC_02950,10,25,0,7,3,3
SAOUHSC_A02795,2,2,0,4,4,4
SAOUHSC_02953,2075,3419,196,1851,1307,1117
SAOUHSC_02954,920,2051,473,508,408,376
SAOUHSC_02955,2219,2952,384,1818,1469,1301
SAOUHSC_02956,2152,2473,231,1759,1426,1222
SAOUHSC_02957,762,1465,80,597,529,405
SAOUHSC_A02801,17,18,1,59,41,76
SAOUHSC_02958,272,156,30,901,646,707
SAOUHSC_02960,4289,4703,285,1742,1145,867
SAOUHSC_00305,144,237,37,250,177,149
SAOUHSC_02961,2043,2766,323,1091,890,819
SAOUHSC_02962,2169,3772,267,1171,1006,972
SAOUHSC_02963,81728,57961,44460,63835,52073,62048
SAOUHSC_02964,27371,49055,6642,6534,5516,8264
SAOUHSC_02965,34069,80506,28252,6309,5902,7828
SAOUHSC_02967,38257,91287,27163,4294,3893,5847
SAOUHSC_02968,22310,56347,17495,1704,1699,2455
SAOUHSC_02969,18927,52919,23067,1333,1328,1969
SAOUHSC_A02811,1,1,0,0,1,2
SAOUHSC_02970,196,218,26,660,419,393
SAOUHSC_00306,384,421,78,614,440,355
SAOUHSC_02971,784,973,256,9119,5228,10544
SAOUHSC_02972,1795,1567,178,3605,2536,2059
SAOUHSC_02973,353,402,26,1079,748,882
SAOUHSC_02974,3654,6434,350,1423,1044,907
SAOUHSC_02975,3249,6120,2026,3098,2473,2239
SAOUHSC_02976,2315,4637,463,4041,3238,2665
SAOUHSC_02978,17164,25805,4451,17367,12855,13674
SAOUHSC_02979,36082,48509,3826,20161,18104,12106
SAOUHSC_02980,5217,6220,988,11395,8014,8244
SAOUHSC_02982,33812,47701,7565,43535,32010,33537
SAOUHSC_00030,2381,3936,295,1577,1156,1331
SAOUHSC_00307,413,553,135,689,442,354
SAOUHSC_02983,6736,9921,1073,10487,7871,7871
SAOUHSC_02984,8927,13477,3152,11137,9092,8464
SAOUHSC_02985,11123,16041,6629,11193,9031,8985
SAOUHSC_02986,425,510,55,2854,1881,2540
SAOUHSC_02987,638,590,122,4134,2670,3178
SAOUHSC_02988,522,472,84,3330,2151,2611
SAOUHSC_02989,332,422,41,1248,743,1102
SAOUHSC_02990,17338,14539,4528,97387,70849,79232
SAOUHSC_02991,2581,3919,1215,1795,1130,1268
SAOUHSC_02992,1183,1711,140,456,311,341
SAOUHSC_00308,460,757,169,833,534,474
SAOUHSC_02993,796,1287,37,286,160,223
