GeneName,X50470,X50471,X50472,X50473,X50474,X50475,X50476,X50477,X50478,X50480,X50481
EW029_RS06135,514,255,193,345,203,65,211,192,34,105,4
EW029_RS06140,823,599,1156,1628,792,1280,630,640,193,1074,335
EW029_RS06145,2307,1574,1831,1932,2056,3005,1320,1239,370,1022,990
EW029_RS06150,1704,1745,1690,1488,2361,2050,1343,1465,460,1046,1684
EW029_RS06155,1113,1551,1432,1079,2469,1592,761,945,258,878,801
EW029_RS06160,153,167,143,167,194,133,134,99,18,92,110
miaB,4399,3773,3488,2746,4340,3569,2538,2276,420,1905,2345
EW029_RS06170,2542,1885,1604,1911,1977,1668,1302,1311,170,939,974
thiW,1148,1229,1160,787,1322,1215,632,703,202,719,641
mutS,4929,2443,2706,3743,1988,2625,2578,2523,487,1649,1690
mutL,5949,2651,2798,3641,1823,2563,2317,2645,432,1711,1707
EW029_RS06190,2021,1008,1022,1258,631,971,632,825,64,519,315
EW029_RS06195,4784,4790,6038,4216,3409,1679,4275,4244,3218,3090,2838
glpK,3018,1287,1608,3222,489,898,2686,2817,716,1522,1608
EW029_RS06205,476,863,447,977,414,203,968,455,140,489,535
EW029_RS06210,209,140,198,356,178,527,262,169,38,177,461
miaA,615,632,575,609,580,987,864,1043,148,659,625
hfq,266,280,273,269,235,372,369,541,95,326,253
EW029_RS06225,992,947,1461,1265,1299,2230,2085,2400,764,2031,1924
hflX,670,366,317,554,255,615,629,819,109,322,339
EW029_RS06235,1097,555,509,999,333,1069,709,687,133,314,357
EW029_RS06240,2620,1376,2489,2109,1504,4341,418,625,110,660,392
glnA,10810,5740,10614,6841,6463,20290,2097,2579,673,3050,2472
EW029_RS06250,265,122,185,206,91,285,80,59,3,35,16
EW029_RS06255,188,73,82,254,84,81,197,148,3,55,18
EW029_RS06260,127,83,78,164,41,41,118,113,5,42,8
EW029_RS06265,219,175,189,277,151,192,142,215,13,138,103
EW029_RS06270,183,80,114,312,58,67,149,123,3,40,24
EW029_RS06275,201,122,202,317,100,177,178,186,13,105,70
EW029_RS06280,20,7,10,36,6,12,23,11,7,5,8
EW029_RS06285,17,1,3,13,2,1,19,7,0,1,0
EW029_RS06290,33,19,9,71,14,29,36,22,5,11,5
EW029_RS06295,42,13,14,120,17,14,49,32,1,17,8
EW029_RS06300,540,607,651,903,541,144,766,754,126,692,161
EW029_RS06305,231,350,356,348,287,105,385,410,90,387,128
EW029_RS06310,255,252,343,349,266,213,265,317,43,354,97
EW029_RS06315,164,98,117,242,80,91,144,138,15,83,37
EW029_RS06320,326,142,119,479,88,50,416,357,29,65,33
EW029_RS06325,148,71,167,251,200,235,102,93,18,147,77
cls,2109,2501,2916,2180,2903,3694,1589,2169,600,1895,1476
EW029_RS06335,216,160,94,251,134,68,216,168,11,79,41
EW029_RS06340,200,103,100,288,107,58,187,176,9,84,45
EW029_RS06345,585,438,436,598,403,384,509,449,65,321,274
EW029_RS06350,609,492,459,681,422,366,596,503,60,305,237
EW029_RS06355,72,41,113,95,100,73,44,69,32,157,59
EW029_RS06360,430,263,281,515,232,439,566,322,109,341,158
EW029_RS06365,3521,3419,3373,2469,3696,3219,6367,3852,1194,6001,5360
EW029_RS06370,5675,2393,4174,4794,2233,1104,4394,3039,1029,5732,3632
EW029_RS06375,1016,4404,2601,815,8372,464,1527,1190,414,1448,1097
EW029_RS06380,1206,12423,3817,909,13862,575,3578,1719,252,1260,1043
EW029_RS06385,775,9607,3675,641,12890,610,2388,1590,356,1544,1463
EW029_RS06390,740,12823,4807,652,15564,686,2767,1912,285,1607,1246
EW029_RS06395,3029,14548,7746,2854,16615,3954,4813,4765,995,4143,3576
EW029_RS06400,1429,1195,1350,1918,1215,1317,849,1086,256,1107,743
EW029_RS06405,7,7,13,21,9,3,8,6,0,3,0
EW029_RS06410,2357,6131,6636,2987,12151,8559,1587,1984,546,1696,1621
EW029_RS06415,1446,2430,2009,1677,2444,2049,487,545,113,373,373
rpmG,5416,2795,4241,13226,3172,7974,715,919,222,1650,630
EW029_RS06425,343,208,217,502,221,419,240,170,36,182,129
guaC,1261,633,968,1621,363,4937,754,764,135,317,222
EW029_RS06435,149,21,95,158,31,421,35,36,6,34,48
EW029_RS06440,2687,1270,1914,2719,1012,7258,1393,1253,200,834,1102
lexA,34668,56087,23072,23508,28157,5124,40489,46886,4557,12142,3816
EW029_RS06450,533,731,345,879,785,232,457,511,40,205,59
EW029_RS06455,771,774,702,662,871,814,385,584,59,275,234
tkt,19256,23312,22327,12769,20525,24043,23430,16064,6304,18844,29151
EW029_RS06465,6297,3057,3707,8401,2376,6926,1847,2159,557,1907,1474
EW029_RS06470,11,4,8,11,3,5,7,9,0,4,0
EW029_RS06475,1175,532,667,1041,445,1636,443,796,348,864,573
EW029_RS06480,811,424,365,679,211,306,467,715,66,241,258
EW029_RS06485,2225,1455,1384,2001,817,1162,1379,1840,193,818,698
mscL,4219,7427,6405,5826,8055,6448,1260,2208,560,1476,1036
EW029_RS06495,16904,12532,15887,9514,6058,22689,3748,4991,1643,2717,4362
EW029_RS06500,44,36,26,41,22,21,38,30,15,23,8
acnA,6339,7398,6878,6476,4341,12545,6560,8685,2329,6055,6706
EW029_RS06510,1080,951,687,1134,764,447,930,1275,196,587,445
EW029_RS06515,3238,3892,3454,2840,3143,1869,2308,3851,574,2018,820
EW029_RS06520,1061,901,611,736,719,600,594,857,208,285,215
EW029_RS06525,953,750,475,519,674,682,337,490,116,161,155
plsY,4233,5545,5667,4798,6908,6179,1939,3807,2680,3117,1945
parE,5152,3354,3151,3300,2465,4698,2268,3362,529,1563,1517
parC,7175,5248,5010,3915,3700,6579,2412,3855,674,2363,2142
EW029_RS06545,577,435,329,455,367,425,138,196,33,97,82
EW029_RS06550,4200,4859,3615,2999,3808,4663,1596,2102,472,1015,1071
EW029_RS06555,726,749,493,658,746,824,664,616,118,524,560
EW029_RS06560,94,125,92,71,129,106,89,93,18,63,59
EW029_RS06565,6640,8546,7555,5761,9256,8019,5008,6428,1828,4779,4299
mprF,5291,5013,4941,3537,6226,6542,4805,3876,1172,4551,4461
msrA,356,245,279,362,366,1116,566,376,163,362,746
EW029_RS06580,3303,1739,2515,2494,1494,5818,1558,1679,603,2021,2020
EW029_RS06585,701,854,998,1080,1302,1661,609,737,318,1018,816
EW029_RS06590,466,233,209,542,200,138,368,248,42,150,146
EW029_RS06595,824,705,498,769,971,782,735,722,131,423,425
EW029_RS06600,1226,956,846,1056,702,710,1068,1209,316,886,799
EW029_RS06605,356,246,167,552,220,114,330,225,39,95,51
EW029_RS06610,148,116,77,202,119,34,140,103,13,37,13
trpD,176,152,108,304,203,82,187,138,27,64,40
trpC,116,75,39,260,59,10,149,90,7,37,16
EW029_RS06625,91,57,32,187,41,9,111,79,4,31,12
trpB,336,152,152,665,121,98,370,185,32,73,29
EW029_RS06635,281,248,176,304,208,307,175,142,55,93,69
EW029_RS06640,8292,8214,8624,6229,4579,5830,6342,10313,1786,5335,3520
EW029_RS06645,11306,9243,10858,8374,5530,8423,6273,11670,2137,6162,4547
EW029_RS06650,145,43,115,254,168,96,69,122,20,154,50
EW029_RS06655,35,22,20,48,27,18,52,36,12,30,35
EW029_RS06660,120,110,75,135,70,110,140,132,25,79,110
EW029_RS06665,127,96,80,152,92,102,160,110,32,88,106
EW029_RS06670,334,195,149,390,146,207,373,279,57,148,181
EW029_RS06675,163,53,53,289,36,33,196,131,19,64,71
EW029_RS06680,161,49,54,368,38,24,249,76,5,36,7
EW029_RS06685,170,20,32,349,16,8,198,81,3,25,8
EW029_RS06690,593,279,234,1197,224,174,691,443,36,181,141
EW029_RS06695,79,25,21,112,32,41,62,41,4,19,19
EW029_RS06700,33,6,6,67,5,11,38,20,1,12,0
EW029_RS06705,188,98,63,398,78,68,238,152,14,70,55
EW029_RS06710,612,358,293,1042,351,216,662,455,44,240,147
EW029_RS06715,355,94,98,920,87,60,506,217,9,59,18
EW029_RS06720,131,45,44,245,22,17,147,77,10,37,16
EW029_RS06725,796,503,638,1075,647,1150,762,596,232,942,1040
EW029_RS06730,890,810,839,785,892,942,908,713,178,733,908
EW029_RS06735,1184,921,982,944,1044,963,1057,812,163,677,798
EW029_RS06740,104,66,68,149,64,54,67,40,1,33,36
EW029_RS06745,2395,1486,2022,2128,1338,2457,1389,1035,198,857,914
EW029_RS06750,517,538,510,573,618,552,826,575,224,849,676
EW029_RS06755,286,240,149,277,161,159,267,172,26,92,110
EW029_RS06760,259,90,69,340,64,88,200,124,8,64,39
EW029_RS06765,338,104,137,603,72,60,367,213,17,96,35
EW029_RS06770,268,77,100,297,65,74,218,135,11,71,47
EW029_RS06775,18,7,6,75,5,8,39,18,1,3,3
EW029_RS06780,112,81,112,280,109,184,125,60,12,92,31
pepF,4637,4059,6332,4397,3008,6466,2938,3081,1008,2346,2715
phoU,149,72,67,250,69,82,166,90,36,110,53
EW029_RS06795,121,48,59,253,47,48,150,97,17,115,34
pstA,222,82,96,561,43,28,318,146,17,97,35
pstC,110,43,44,248,39,31,129,71,15,45,19
EW029_RS06810,198,54,61,510,38,11,247,123,8,57,17
EW029_RS06815,18683,20763,19260,19604,15044,11589,15871,25328,3931,13980,7374
EW029_RS06820,5486,3689,6726,6624,2804,8592,2180,3554,703,2319,2723
EW029_RS06825,491,1197,779,666,1758,225,739,471,61,236,176
EW029_RS06830,430,1411,1129,529,2375,339,802,424,84,333,334
EW029_RS06835,381,1817,1291,460,2941,299,674,485,113,380,360
EW029_RS06840,330,1607,1131,363,2670,212,647,378,89,353,270
dapD,216,1303,768,292,1964,196,440,285,93,274,185
EW029_RS06850,422,2399,1515,602,3537,344,766,648,122,470,335
EW029_RS06855,451,2699,1539,534,3540,362,813,725,111,495,442
lysA,1084,4362,2613,1081,4862,1442,1385,1211,190,1038,942
EW029_RS06865,149,77,61,190,86,22,109,104,9,35,13
EW029_RS06870,32589,36009,44853,80541,42792,54929,20384,27014,12889,36703,17556
EW029_RS06875,202,154,116,190,264,215,165,289,82,236,47
EW029_RS06880,594,520,417,443,477,516,596,861,108,543,156
EW029_RS06885,836,685,447,526,440,315,871,763,149,476,399
EW029_RS06890,1459,1292,930,791,891,768,1771,1866,379,1303,1174
EW029_RS06895,3138,3123,2497,2039,2245,2347,3583,4594,1034,3363,2953
brnQ,3114,2061,2123,1819,1470,4229,632,987,142,499,377
EW029_RS06905,2857,2218,1820,1704,1528,1572,1155,1704,225,633,615
EW029_RS06910,1585,1289,987,1085,929,903,868,1149,95,387,350
EW029_RS06915,736,1106,981,583,771,575,1113,1698,409,1411,825
EW029_RS06920,4955,5787,4456,3841,3307,2255,7214,9409,1517,5890,3489
sucB,5251,5572,5242,4136,3293,1822,33163,24330,3767,15441,17479
EW029_RS06930,9792,12549,11034,7416,7744,3337,58995,44800,10166,34269,47547
EW029_RS06935,416,304,335,408,299,486,905,661,456,625,654
EW029_RS06940,1105,1028,1058,953,1049,1340,2241,1704,481,1745,2115
EW029_RS06945,423,360,412,407,541,794,737,617,126,660,1095
EW029_RS06950,14,12,5,27,17,14,29,13,2,12,12
EW029_RS06955,558,2269,2017,257,1639,169,3427,5384,7751,2842,1156
EW029_RS06960,1174,1476,1272,945,1304,1081,2297,4349,572,1285,908
EW029_RS06965,1538,1441,1109,1455,1314,1392,1870,2802,382,1203,1580
EW029_RS06970,471,386,272,416,381,457,440,697,73,294,235
EW029_RS06975,2898,3617,3350,2553,3930,3399,2465,2613,416,1883,1465
EW029_RS06980,1736,1586,2019,1351,1973,1881,3061,2333,753,3705,3011
EW029_RS06985,3483,3341,3890,2585,3949,3913,6973,4552,1942,7181,6508
msrB,3365,2673,3051,2608,2720,2784,5851,3551,1304,4815,5420
msrA,6391,4565,5102,4364,4658,5248,8787,5976,2298,8170,11550
EW029_RS07000,2614,2435,2818,2127,2029,2229,2931,2263,702,2624,4916
EW029_RS07005,3186,2609,2784,2888,2094,2526,3266,2493,691,2395,5479
EW029_RS07010,2707,2589,3099,2301,2008,2149,2072,2102,523,1847,2009
EW029_RS07015,1591,1483,1634,1397,1374,1285,1102,1321,273,1071,1098
EW029_RS07020,3542,3556,3291,2472,2983,2358,3210,3735,870,2359,3228
EW029_RS07025,856,690,714,851,642,478,755,679,94,410,439
EW029_RS07030,1078,771,782,1099,797,616,819,800,108,444,481
EW029_RS07035,404,209,232,462,180,604,136,132,13,68,50
EW029_RS07040,134,63,93,163,77,146,86,49,15,62,57
ebh,6922,6845,3738,10915,3957,1893,11325,6043,1142,3703,4057
EW029_RS07050,2275,2905,1942,1274,1556,1032,23270,3689,3142,6141,13064
EW029_RS07055,3743,4024,2850,2464,2347,1351,51263,7335,6511,15397,35919
tdcB,1798,2115,1303,1256,1112,752,38183,5333,5360,12325,34100
ald,1190,1510,1004,740,758,582,27839,3312,2987,7335,27426
EW029_RS07070,2640,2594,2558,1973,1997,1960,1766,2099,250,1140,857
EW029_RS07075,8080,7587,7631,5992,6573,5854,6263,5868,791,4167,3731
EW029_RS07080,1789,328,693,1114,185,1910,283,250,39,135,148
EW029_RS07085,1158,511,597,903,302,647,715,548,86,294,226
EW029_RS07090,5768,2262,2419,3270,1260,2307,3161,3021,523,1371,1082
gpsB,5874,5072,5026,4705,4591,4380,5593,6546,1305,6209,4044
EW029_RS07105,3788,2780,2735,2689,2615,2033,4052,4136,974,5183,3932
EW029_RS07110,1889,1484,1468,1211,1406,1257,1889,1606,450,2152,1761
EW029_RS07115,41,40,36,31,44,23,50,30,10,24,26
recU,7123,3912,3477,3392,3222,4392,4966,3301,743,3187,3688
EW029_RS07125,34783,24901,20044,14475,23653,27228,21953,15735,4225,15597,19095
EW029_RS07130,776,633,606,695,519,561,445,944,153,690,322
nth,1042,983,890,788,742,943,974,1480,319,872,704
EW029_RS07140,1227,908,784,1137,776,833,1547,1310,176,761,583
EW029_RS07145,5061,4193,6258,4599,4561,9710,6498,5681,1842,5759,8813
EW029_RS07150,6123,4334,4873,4070,2684,4585,3363,4950,645,2923,2577
EW029_RS07155,2388,1659,1681,1760,994,1280,1869,2285,345,1319,1157
EW029_RS07160,1928,1344,1380,1347,894,1008,1706,2233,332,1212,1093
bshA,1758,1250,1203,1396,925,1061,1968,2242,365,1279,1125
EW029_RS07170,756,427,410,727,332,391,1073,908,141,565,352
EW029_RS07175,30031,30903,29217,24210,32737,33864,24904,25497,16579,29338,19425
EW029_RS07180,862,1195,880,560,985,658,334,483,49,236,187
EW029_RS07185,1222,1612,1209,698,1456,941,593,833,123,489,397
EW029_RS07190,3576,4038,3339,2550,4210,2705,2499,3223,456,2043,1547
aroA,3014,3603,2625,2062,3718,1992,2188,2832,432,1626,1461
EW029_RS07200,1425,1623,1131,1158,1765,983,1073,1190,169,686,655
EW029_RS07205,1659,1694,1136,1293,1728,931,1499,1372,140,667,675
EW029_RS07210,103,29,58,141,12,23,70,72,19,60,34
EW029_RS07215,5381,2572,4056,4483,1932,2416,3228,3202,973,2982,2463
EW029_RS07220,4696,3515,3257,2787,2246,2682,3242,4777,891,2593,3127
EW029_RS07225,2873,2035,1583,2138,1121,1013,2181,2468,418,1195,1254
EW029_RS07230,718,495,548,619,378,468,494,722,147,542,548
EW029_RS07235,100,59,47,74,19,13,27,24,5,14,2
EW029_RS07240,48669,77657,67768,49605,103522,77811,21961,27700,17125,38690,27692
EW029_RS07245,10283,10778,8934,7200,7831,6689,4740,8110,1261,3968,4064
EW029_RS07250,12577,13267,11579,9603,9916,8382,7439,13090,2109,6364,6137
rpsA,12361,15409,18473,9949,16491,17948,19546,14967,6143,23321,25995
EW029_RS07260,57,39,47,73,31,28,35,45,6,69,33
EW029_RS07265,3,2,2,19,2,0,12,4,0,2,0
EW029_RS07270,6,2,1,6,1,1,7,3,0,0,1
EW029_RS07275,1223,886,1440,1385,1041,2911,719,768,166,497,707
EW029_RS07280,762,451,788,818,422,2074,537,488,116,314,361
ypdA,1671,969,744,1198,613,1339,1731,2194,1182,1473,1364
EW029_RS07290,53,18,17,99,16,9,57,39,2,24,6
ebpS,11208,13889,11743,9605,8912,7145,19973,28545,4278,18528,15951
EW029_RS07300,2727,3210,2441,1950,2537,1109,4334,3798,543,2206,2359
EW029_RS07305,2058,2048,1805,1915,1845,1054,2539,2675,341,1606,1390
EW029_RS07310,1296,784,875,1381,813,1160,690,1336,362,698,394
EW029_RS07315,1837,1174,1419,1255,513,1412,2974,4737,1241,2508,909
EW029_RS07320,535,233,270,890,152,214,523,317,26,142,111
EW029_RS07325,329,89,98,700,76,93,377,188,11,89,26
EW029_RS07330,16,10,6,34,10,4,15,9,0,4,4
EW029_RS07335,147,45,43,388,40,55,213,91,19,49,19
EW029_RS07340,29,14,13,65,16,10,24,20,8,7,6
EW029_RS07345,5615,4433,3318,4055,2143,2218,3341,3962,354,1572,1516
EW029_RS07350,8856,7754,7415,6911,4935,4166,6431,7978,1195,3677,3615
EW029_RS07355,137,98,106,247,52,40,170,218,42,48,1
EW029_RS07360,25,21,19,50,16,14,21,14,2,3,0
EW029_RS07365,12,6,7,11,4,1,8,5,0,1,0
EW029_RS07370,1389,1445,1264,1796,1623,1113,878,1583,4060,1064,335
EW029_RS07375,478,296,164,513,128,44,638,1069,242,227,7
EW029_RS07380,79,48,30,186,29,15,116,183,10,41,0
EW029_RS07385,82,61,47,178,27,17,111,356,17,24,0
EW029_RS07390,458,273,198,932,139,86,581,663,20,64,8
EW029_RS07395,809,535,459,1566,271,227,830,562,43,155,42
EW029_RS07400,80,61,55,115,28,20,88,120,14,31,6
EW029_RS07405,307,253,214,529,132,113,269,222,8,59,17
EW029_RS07410,151,123,110,377,63,55,154,80,3,29,14
EW029_RS07415,1738,1292,1066,4144,554,455,1950,822,64,241,113
EW029_RS07420,50,45,46,120,25,7,42,22,1,8,0
EW029_RS07425,133,89,87,311,42,23,133,50,1,14,2
EW029_RS07430,285,465,457,336,268,221,108,76,13,55,54
EW029_RS07435,341,524,508,436,237,181,158,85,15,46,25
EW029_RS07440,133,235,264,136,131,95,28,17,1,7,3
EW029_RS07445,196,355,368,299,199,114,86,53,2,15,6
EW029_RS07450,162,193,266,335,120,94,82,52,4,11,11
EW029_RS07455,182,285,324,252,181,124,77,40,6,25,10
EW029_RS07460,923,1713,2127,1119,1014,777,318,183,16,100,59
EW029_RS07465,386,721,783,480,387,311,117,71,9,28,18
EW029_RS07470,446,638,797,604,398,311,256,170,26,73,53
EW029_RS07475,502,274,429,971,207,197,396,184,12,48,31
EW029_RS07480,41,24,45,103,15,23,54,17,0,13,1
EW029_RS07485,84,20,65,159,34,35,68,26,6,10,2
EW029_RS07490,244,114,128,398,93,57,244,135,16,72,50
EW029_RS07495,477,286,212,735,150,105,480,248,17,140,119
EW029_RS07500,90,66,56,199,33,18,84,52,4,30,27
EW029_RS07505,38,38,21,55,25,15,32,34,6,13,12
EW029_RS07510,859,640,452,1545,319,243,841,486,74,211,167
EW029_RS07515,69,50,32,128,23,18,76,41,4,11,4
EW029_RS07520,27,20,29,53,8,9,22,23,0,5,11
EW029_RS07525,96,78,58,136,35,29,83,53,4,18,15
EW029_RS07530,31,19,14,56,11,10,34,22,3,11,7
EW029_RS07535,169,39,40,457,18,15,174,66,3,14,1
EW029_RS07540,123,38,35,378,16,13,167,60,3,16,2
EW029_RS07545,66,18,14,207,8,6,76,22,0,7,4
EW029_RS07550,23,13,11,44,6,4,33,7,0,7,1
EW029_RS07555,224,62,94,542,36,28,299,151,3,35,2
EW029_RS07560,38,22,15,113,6,3,56,24,3,9,0
EW029_RS07565,154,42,56,496,23,16,203,78,2,29,4
EW029_RS07570,27,9,6,86,7,3,33,13,0,2,3
EW029_RS07575,779,419,306,1574,196,124,720,369,20,107,43
EW029_RS07580,319,356,234,231,159,99,116,126,16,30,48
EW029_RS07585,505,676,481,653,350,221,313,215,37,53,85
EW029_RS07590,127,113,98,158,72,61,70,53,7,19,13
EW029_RS07595,166,205,148,152,126,63,73,70,5,20,38
EW029_RS07600,122,90,81,122,79,113,49,86,14,32,10
EW029_RS07605,222,199,179,162,152,115,65,130,26,58,21
EW029_RS07610,181,134,138,198,101,76,88,105,24,33,20
EW029_RS07615,1444,2032,2144,1176,1952,1940,646,634,176,351,321
EW029_RS07620,464,801,704,349,624,530,230,310,82,135,120
EW029_RS07625,1299,1751,1542,850,1520,1305,563,599,122,312,268
EW029_RS07630,522,764,728,365,807,790,197,235,69,142,152
EW029_RS07635,3963,6468,6183,3736,8805,6690,6634,5495,5400,7251,6853
EW029_RS07640,261,365,236,241,239,132,128,183,35,71,48
EW029_RS07645,119,128,72,128,72,45,57,60,7,16,11
EW029_RS07650,814,471,383,1146,584,778,1153,655,117,427,765
EW029_RS07655,78,49,59,91,71,76,90,64,19,75,96
EW029_RS07660,159,130,123,159,180,149,169,161,37,160,198
EW029_RS07665,2615,3795,3037,3008,3271,1778,2564,4510,1042,3250,1429
EW029_RS07670,123,101,74,177,127,57,157,98,11,84,43
EW029_RS07675,14,19,8,3,32,9,8,14,6,2,4
EW029_RS07680,73,114,91,36,133,78,24,64,8,20,10
EW029_RS07685,303,185,148,438,159,101,342,257,28,130,84
EW029_RS07690,507,371,306,712,284,220,729,534,65,288,282
EW029_RS07695,228,168,142,548,121,91,501,268,32,167,216
EW029_RS07700,5721,5558,3839,3117,3103,1979,5759,4894,935,2938,3642
EW029_RS07705,5103,4877,5633,3738,3657,4003,6137,6074,2881,7960,10708
EW029_RS07710,2396,1866,1400,1822,913,1106,2208,2249,395,1151,1156
scpB,1250,1218,1059,950,788,950,1678,1578,313,1120,1021
EW029_RS07720,1558,1735,1651,1382,1491,1680,1817,2127,364,1689,1149
EW029_RS07725,262,245,228,295,148,301,191,220,23,146,114
xerD,1407,1983,1975,1272,994,981,877,1573,353,875,615
EW029_RS07735,850,1325,1339,725,945,909,554,816,258,618,434
EW029_RS07740,398,340,363,419,307,321,353,333,65,216,272
EW029_RS07745,1148,1301,1428,1094,1421,1458,1555,1862,429,1646,1435
EW029_RS07750,234,172,128,246,117,80,205,358,37,93,43
EW029_RS07755,412,311,244,496,212,235,410,607,59,186,184
proC,616,833,670,561,920,1329,470,646,131,412,547
rnz,1801,1501,1346,1469,1632,1860,1067,1052,245,936,1139
EW029_RS07770,8719,14742,13453,7911,13505,11593,9683,16612,4401,15231,13641
EW029_RS07775,3148,2489,2552,2449,2386,3703,2532,3111,747,2545,2493
EW029_RS07780,11821,5996,3003,2997,2885,877,3687,1716,543,1795,1874
EW029_RS07785,4735,2575,1294,1285,1591,325,1007,599,125,464,651
EW029_RS07790,46,60,16,41,38,3,13,11,0,1,0
EW029_RS07795,1016,2546,1888,1039,3442,1332,1485,2215,759,2065,1012
gndA,10000,7624,10288,8652,6735,13527,8290,10377,3426,9214,11017
EW029_RS07805,856,802,569,683,525,526,1198,1175,266,881,919
EW029_RS07810,46,7,19,85,12,32,29,22,1,20,14
EW029_RS07815,2397,1829,2432,2128,1845,4080,1661,2215,532,2036,1914
EW029_RS07820,1248,937,1165,1118,935,2275,1082,1523,242,1069,1076
EW029_RS07825,13112,7188,9311,7683,4038,7757,10639,12823,1570,6473,5979
EW029_RS07830,8753,5168,6284,4675,2694,4634,8758,9833,1646,5021,4956
EW029_RS07835,8481,5314,6103,4290,2431,4688,9889,10100,1934,5674,5506
lpdA,11430,6988,7968,6895,3678,5947,14509,13346,2516,8904,8062
recN,11203,9458,10421,7551,5762,6454,13218,13438,2813,11156,9553
argR,2473,2251,2756,1923,1599,1685,3036,2854,783,2912,2434
EW029_RS07855,9004,6265,5353,5640,3150,4416,4344,5626,500,2346,1901
EW029_RS07860,1129,965,892,549,583,705,652,984,117,489,467
EW029_RS07865,9552,7718,6690,5687,4520,5202,5447,8154,913,4063,3308
nusB,3550,3578,3070,2459,2736,2420,2942,3618,643,2357,1789
EW029_RS07875,3744,3623,3007,2726,2600,2304,2840,3667,510,2317,1791
accC,9572,7804,8129,6979,6156,7918,5720,7194,1459,4582,4382
accB,3820,2643,3259,2825,2182,3696,1964,2482,554,1701,1806
efp,8428,10806,12416,9832,11627,14959,2954,4939,1144,6393,4187
EW029_RS07895,2365,2181,2391,2258,1645,2189,2180,2088,322,1313,1498
EW029_RS07900,1144,705,1005,1175,799,2172,713,642,149,905,767
EW029_RS07905,181,127,212,232,138,323,95,110,43,169,106
EW029_RS07910,1379,1236,1437,1343,1243,2243,1275,1169,354,859,1281
EW029_RS07915,2037,1875,1981,1627,1526,2443,845,989,320,819,675
EW029_RS07920,4843,2657,2214,2108,1772,1750,10987,11217,3156,9643,9634
EW029_RS07925,3408,1883,1409,1587,1197,979,7034,8115,2273,6913,8220
gcvT,2759,1224,893,1456,757,603,5060,5337,1326,4400,4844
EW029_RS07935,1171,1077,934,1157,1286,688,1569,1780,594,1701,883
EW029_RS07940,5,4,6,17,1,2,14,8,1,2,1
EW029_RS07945,88,37,36,87,16,19,51,59,5,16,13
EW029_RS07950,43,23,13,62,12,15,32,30,1,11,4
EW029_RS07955,70,25,19,66,12,11,49,37,2,9,7
EW029_RS07960,54,15,13,78,15,7,54,34,0,16,7
EW029_RS07965,224,99,75,320,65,36,253,195,14,74,19
EW029_RS07970,466,280,248,504,213,141,511,488,41,210,96
EW029_RS07975,1679,1622,1350,1345,1014,1588,2869,2703,765,2009,2024
EW029_RS07980,868,699,446,540,371,445,1307,1060,195,516,655
EW029_RS07985,1940,1873,783,1215,693,716,2972,1885,181,723,1009
EW029_RS07990,352,285,94,154,83,78,538,307,57,156,192
EW029_RS07995,1739,1690,903,1398,809,849,2431,2350,511,1764,1972
EW029_RS08000,649,580,454,651,443,405,971,917,179,704,669
rpmG,4142,2327,3299,6373,1745,7504,1653,2067,368,2155,1321
EW029_RS08010,6038,5744,7623,5767,6017,6668,8928,7498,1658,7137,6939
EW029_RS08015,6206,9848,10045,6201,13964,11027,12425,18916,6582,17552,15081
EW029_RS08020,706,570,604,567,351,676,429,931,83,479,209
EW029_RS08025,1483,1213,1202,1253,716,990,1076,2022,229,1054,435
EW029_RS08030,1324,1040,849,830,534,734,1119,2158,186,1143,315
EW029_RS08035,5062,4047,4009,3901,3288,3596,2027,3199,445,1599,1457
EW029_RS08040,7156,5207,5289,5213,4461,5130,3319,5082,703,2776,2735
EW029_RS08045,2894,1999,1640,2057,1307,1428,1353,1875,200,826,690
EW029_RS08050,1748,959,908,955,538,766,711,1245,191,506,431
rpoD,10400,5989,7057,5944,3988,8664,6278,8814,1870,5303,4732
EW029_RS08060,13170,8610,8153,8153,5513,5861,11669,14106,1947,7576,5121
EW029_RS08065,1457,1690,2060,1632,1559,1462,2162,2300,522,2151,2174
EW029_RS08070,921,999,1325,1096,1001,957,982,1210,259,1180,1256
EW029_RS08075,27030,48716,62943,31424,41417,76162,4261,4141,1142,3825,4118
recO,1624,1885,1148,1114,585,596,2144,2530,268,941,880
EW029_RS08085,2825,3509,2291,2057,1285,1166,4290,5606,779,2664,2827
cdd,1042,1562,1112,752,701,600,1967,2803,558,1575,1684
EW029_RS08095,761,983,675,644,507,400,1126,1607,255,868,726
ybeY,1858,2584,1871,1424,1419,980,3467,4307,598,2440,1832
EW029_RS08105,4599,6125,4394,4157,3520,2021,8214,9663,1316,4948,3451
EW029_RS08110,18107,16215,11628,10410,13205,10218,24541,22898,5056,14578,15090
EW029_RS08115,13996,14634,11019,7721,11861,9570,22240,20164,6517,16704,18513
EW029_RS08120,9113,10344,8453,5918,9299,7627,15553,13492,5213,11800,13404
EW029_RS08125,8961,10233,9640,10369,15568,14150,4035,5528,2637,8906,4257
mtaB,6034,5060,4420,3946,5016,5735,2712,3877,691,2083,2054
EW029_RS08135,1628,1060,961,1242,1031,1183,970,1170,183,600,554
EW029_RS08140,1900,1045,771,946,520,1024,1077,1598,416,888,742
dnaJ,1695,943,442,921,351,683,1106,1603,409,782,576
