GeneName,X50470,X50471,X50472,X50473,X50474,X50475,X50476,X50477,X50478,X50480,X50481
dnaA,7615,11428,11316,7256,10778,5476,7595,13311,2469,8571,6991
dnaN,7478,10704,11424,7077,9471,6672,7471,11452,1922,7035,5049
yaaA,739,1148,889,526,1107,812,731,934,224,774,559
recF,7469,9637,6309,4952,5632,3785,7488,10894,1890,6298,4044
EW029_RS00025,13282,15055,7746,6865,6068,4805,13449,18120,2296,6442,5654
gyrA,15625,16931,13015,8634,8208,10846,11768,20906,4028,8962,9468
EW029_RS00035,2079,1449,1189,1612,1596,3179,1294,1793,480,855,815
hutH,887,772,430,1732,988,310,1048,1095,179,665,483
EW029_RS00045,6847,5096,5294,15642,8463,6593,3795,3397,1543,5673,2106
EW029_RS00050,1937,1878,2109,2288,3010,3963,1768,933,407,1590,2760
EW029_RS00055,560,559,435,690,830,555,418,325,47,124,72
EW029_RS00060,313,464,350,410,672,403,168,161,31,112,45
EW029_RS00065,1076,844,715,1113,816,412,621,425,109,218,115
EW029_RS00070,4930,5024,4543,3608,3985,3769,1925,3205,442,1559,883
EW029_RS00075,17653,15939,12912,10307,10837,8849,6017,10352,1073,4285,3372
EW029_RS00080,4443,4187,3576,3047,2734,3070,1825,2754,338,1413,1337
dnaB,11109,11066,8754,6829,5435,6824,4248,6528,1003,2432,2471
EW029_RS00090,49,16,13,160,7,8,70,30,2,15,1
EW029_RS00095,3068,558,1541,3121,402,10182,1498,940,235,689,782
EW029_RS00110,3252,3861,3812,2793,3118,2331,4313,4674,750,2467,2006
walK,7495,8917,8094,5237,6359,4442,9603,10263,1733,5030,5175
EW029_RS00120,6104,6748,5778,3783,4218,3393,5189,7591,1264,3463,3770
EW029_RS00125,5639,5108,4543,4289,2789,2853,3517,5092,556,2279,1963
EW029_RS00130,1543,937,1012,1550,734,990,956,1045,186,433,124
EW029_RS00135,2611,1411,1507,3606,1381,2572,3874,1821,493,1557,3970
rlmH,777,952,749,1284,698,391,1305,1403,262,813,585
EW029_RS00145,1857,2095,1909,2726,1520,1512,2315,2659,281,1755,1172
EW029_RS00150,206,168,148,353,149,75,227,265,26,106,64
EW029_RS00155,284,253,263,433,308,334,219,225,46,114,100
EW029_RS00160,274,183,193,333,197,207,183,168,32,111,55
EW029_RS00165,51,30,21,123,24,8,62,34,1,15,3
EW029_RS00170,1027,581,841,1161,604,1481,939,917,238,965,499
EW029_RS00175,599,314,450,700,269,679,456,569,196,1051,330
mecA,20726,25083,24478,15663,31367,19617,65518,37218,6678,100522,159285
EW029_RS00185,3001,3074,3153,2070,3349,3067,5629,5037,1242,8429,8015
EW029_RS00190,1300,1213,1206,941,1213,1158,3011,2010,403,2805,2957
EW029_RS00195,319,117,112,769,104,54,287,157,14,76,19
EW029_RS00200,132,47,52,382,39,31,130,72,13,30,20
EW029_RS00205,159,42,43,512,30,29,180,62,4,46,9
EW029_RS00210,12,7,9,20,2,4,9,7,1,0,1
EW029_RS00215,143,37,45,329,26,32,170,59,4,25,11
EW029_RS00220,1511,985,890,1717,885,907,773,720,114,508,312
EW029_RS00225,1098,932,916,1704,768,781,1017,817,314,498,419
EW029_RS00230,933,690,553,1029,555,374,595,645,102,315,182
EW029_RS00235,143,54,62,258,33,26,122,78,2,19,8
EW029_RS00240,1061,495,554,1510,422,576,1010,632,83,482,379
EW029_RS00245,386,141,142,673,118,200,356,218,26,141,121
EW029_RS00250,127,50,57,236,40,75,102,69,8,62,43
EW029_RS00255,2597,2308,2000,5002,2143,1965,2186,1727,428,1673,1413
EW029_RS00260,726,743,562,1125,533,458,493,373,38,228,137
EW029_RS00265,182,168,139,409,118,110,130,87,6,45,36
EW029_RS00270,1411,1299,1090,1708,998,843,773,574,68,337,422
EW029_RS00275,1305,1330,1003,1515,912,760,719,487,85,388,266
EW029_RS00280,5690,5620,4724,5651,3495,3348,3093,2381,274,1314,1363
EW029_RS00285,866,763,780,1014,589,721,423,345,38,219,130
EW029_RS00290,177,73,122,211,82,123,69,58,6,44,24
EW029_RS00295,104,156,127,88,110,155,66,71,15,44,50
EW029_RS00300,629,509,494,654,379,397,318,252,34,154,123
EW029_RS00305,1472,1115,816,1467,597,468,689,599,63,250,141
EW029_RS00310,1939,2136,1697,2018,1806,1233,1019,1835,275,875,566
EW029_RS00315,4366,4078,3629,3744,2701,4259,2665,4934,1183,1985,1492
EW029_RS00320,122,121,97,152,99,45,71,130,21,38,15
EW029_RS00325,468,495,292,455,332,152,385,517,37,139,47
EW029_RS00330,1065,831,391,980,501,255,778,1288,99,321,128
EW029_RS00335,158,129,92,185,77,32,116,281,18,52,31
EW029_RS00340,573,490,337,561,361,372,397,558,35,247,92
EW029_RS00345,200,153,144,290,168,82,180,223,17,157,57
EW029_RS00350,359,260,246,389,309,312,254,320,50,224,170
EW029_RS00355,848,752,740,789,823,675,531,698,146,482,355
EW029_RS00360,527,334,271,622,253,229,343,265,30,96,75
EW029_RS00365,1219,733,648,2208,747,626,1791,1070,154,604,655
EW029_RS00370,338,339,258,438,363,303,424,303,36,169,122
EW029_RS00375,14,14,9,10,25,13,7,10,4,1,3
EW029_RS00380,75,130,89,95,128,71,46,88,8,31,7
EW029_RS00385,376,141,127,754,135,176,393,164,16,60,88
EW029_RS00390,172,53,76,503,37,91,277,105,12,69,119
EW029_RS00395,391,112,155,768,119,175,480,192,30,142,189
EW029_RS00400,2082,1541,1275,2290,1526,1587,1900,1160,224,854,1045
EW029_RS00405,439,164,127,919,110,96,758,304,109,159,177
EW029_RS00410,728,270,200,1426,164,166,1061,462,112,189,134
EW029_RS00415,3123,2695,7115,3670,4537,7325,5289,4158,2178,4730,5944
EW029_RS00420,1158,1075,1039,1634,1085,727,6505,7900,3501,13220,11693
EW029_RS00425,264,171,183,428,146,160,268,229,60,167,128
EW029_RS00430,1096,1043,902,1396,1012,1458,1241,1235,523,1038,909
spa,1030,1001,1280,1808,854,1542,4699,2784,1571,2827,10921
EW029_RS00440,24,4,6,62,5,3,23,9,1,4,1
EW029_RS00445,1498,1021,2268,2452,1444,4687,1206,1068,331,1594,1478
EW029_RS00450,1167,2280,2852,658,1195,955,1735,1619,1158,1616,1408
EW029_RS00455,845,1342,1903,420,649,551,894,852,306,395,628
EW029_RS00460,1207,1318,4006,905,1184,2129,1611,1013,398,871,3426
EW029_RS00465,315,391,378,432,416,341,366,170,86,126,166
EW029_RS00470,468,520,368,451,355,167,489,225,65,128,199
sbnC,1056,1446,1028,937,865,333,1384,728,226,386,378
EW029_RS00480,1007,1447,907,1139,594,239,1255,645,137,293,186
EW029_RS00485,1323,2302,1270,772,783,299,1416,877,134,331,303
EW029_RS00490,2201,3715,1637,1191,1069,355,2000,1221,157,419,442
EW029_RS00495,986,1681,596,580,329,140,961,438,59,124,127
EW029_RS00500,1901,3328,1078,936,544,279,1643,809,155,237,265
sbnI,1500,2647,891,639,422,229,1186,578,144,165,227
EW029_RS00510,46,13,6,130,8,5,32,25,1,2,1
EW029_RS00515,211,90,88,459,35,56,161,95,6,35,31
EW029_RS00520,257,126,135,601,67,119,236,125,12,63,55
EW029_RS00525,1219,1694,1091,1133,1810,824,5968,3295,3095,4232,4381
EW029_RS00530,20,3,9,68,7,2,22,9,1,8,3
EW029_RS00535,450,102,146,1181,65,46,513,240,18,83,32
EW029_RS00540,254,49,64,590,21,17,260,103,4,48,9
EW029_RS00545,216,82,83,474,56,63,203,141,17,32,20
EW029_RS00550,391,160,131,985,101,98,373,177,9,65,17
EW029_RS00555,833,519,557,1118,416,565,485,412,71,185,183
EW029_RS00560,2296,370,583,1447,275,1750,841,700,164,546,640
EW029_RS00565,545,489,527,737,456,862,755,835,248,640,731
EW029_RS00570,18,4,6,59,1,0,24,7,0,4,0
deoD,117,30,35,319,19,27,272,76,11,47,107
tet(38),432,151,138,679,124,178,744,229,54,169,360
deoC,1170,934,728,612,471,724,1244,893,322,674,784
deoB,4273,3466,2952,2844,2062,2891,5694,4426,1783,3391,3211
phnE,305,183,129,605,89,101,282,155,23,59,38
phnE,227,133,97,431,111,55,227,143,19,45,34
phnC,182,117,102,342,95,71,191,140,14,50,52
phnD,268,160,179,571,149,134,326,272,33,163,127
EW029_RS00615,481,134,113,1156,62,52,535,184,17,75,41
EW029_RS00620,895,662,478,1189,447,465,978,766,222,354,303
tnpA,49,27,35,98,13,20,45,28,8,21,4
EW029_RS00630,40,5,14,110,4,3,45,24,1,5,0
adhE,1137,754,602,1624,798,633,19520,2311,3820,15219,44020
tnpA,159,46,62,342,36,89,167,80,14,34,15
EW029_RS00645,137,82,84,305,77,57,158,133,28,82,53
EW029_RS00650,246,184,132,433,161,115,265,233,36,120,68
EW029_RS00655,145,89,60,280,58,54,142,131,32,129,79
EW029_RS00660,659,176,155,1503,97,71,711,404,68,231,83
EW029_RS00665,363,86,88,831,63,45,367,210,40,83,30
EW029_RS00670,294,81,76,734,57,41,303,206,20,120,57
EW029_RS00675,267,96,78,575,48,36,278,238,14,92,62
EW029_RS00680,268,103,63,562,50,34,268,205,7,92,34
EW029_RS00685,287,153,126,518,89,64,273,270,19,144,55
EW029_RS00690,338,229,183,516,227,123,322,363,33,141,54
EW029_RS00695,437,366,302,691,405,109,377,484,26,203,78
EW029_RS00700,636,724,567,898,772,467,506,691,95,368,220
EW029_RS00705,276,135,132,429,84,74,264,234,20,59,31
EW029_RS00710,347,194,143,469,157,92,282,361,29,67,70
EW029_RS00715,528,407,247,842,264,234,566,739,45,171,111
EW029_RS00720,767,783,612,824,604,449,925,1700,316,469,198
EW029_RS00725,305,708,836,203,614,277,1189,1569,411,946,920
EW029_RS00730,369,735,877,331,666,248,1289,1704,519,1004,865
EW029_RS00735,3384,5315,2136,2191,767,270,10656,22223,5238,8693,5516
EW029_RS00740,482,360,277,950,237,225,597,455,113,293,180
EW029_RS00745,81,55,52,104,51,42,133,143,37,82,41
EW029_RS00750,173,120,94,290,103,78,180,140,23,61,27
EW029_RS00755,283,84,90,568,59,37,256,129,13,44,4
EW029_RS00760,207,122,104,451,102,79,188,111,29,30,14
EW029_RS00765,227,78,63,668,54,41,219,108,7,28,8
EW029_RS00770,317,134,102,791,88,57,334,170,11,62,31
EW029_RS00775,1640,3187,1350,1268,2028,471,1534,2390,221,671,258
EW029_RS00780,608,542,275,888,251,136,508,694,41,160,42
EW029_RS00785,7613,13179,5043,4199,10766,3950,1308,1235,169,440,462
EW029_RS00790,42755,80156,44387,30108,57568,31084,11325,8540,1482,5084,5164
EW029_RS00795,4927,8117,6371,4459,6367,5547,997,909,181,842,512
EW029_RS00800,2653,3160,3360,2151,2192,1932,3527,2154,3572,2390,2957
argB,851,732,494,587,460,309,345,278,43,134,105
argJ,1159,915,556,894,446,337,487,370,42,178,155
EW029_RS00815,663,420,274,735,185,134,360,242,33,134,100
rocD,663,448,262,832,194,103,363,222,43,92,84
brnQ,1178,2149,2821,1499,3693,4458,1093,1092,413,1013,1416
EW029_RS00830,357,236,204,385,186,192,776,686,294,576,433
EW029_RS00835,1261,607,748,1227,532,495,2722,2273,655,1574,1451
EW029_RS00840,58,12,15,92,4,10,28,21,0,8,2
EW029_RS00845,35186,10500,25301,21182,4024,35213,3004,1993,1014,1886,5387
EW029_RS00850,1025,312,360,1062,171,145,6855,2921,1385,2939,4861
murQ,804,193,196,979,85,36,5221,1769,479,1179,1452
EW029_RS00860,1403,327,444,1501,138,121,12942,5416,1581,4194,4192
EW029_RS00865,1086,296,445,1067,137,148,14183,6620,2323,5047,4462
EW029_RS00870,274,39,66,600,29,28,619,357,23,155,100
EW029_RS00875,2908,1902,2829,3176,1737,2849,4637,3753,602,2083,2711
EW029_RS00880,900,809,922,1257,1060,1092,1042,945,166,928,835
EW029_RS00885,608,520,619,756,585,489,753,761,121,612,659
EW029_RS00890,757,543,536,1012,437,311,1156,776,99,610,427
EW029_RS00895,500,338,280,794,287,230,429,436,66,166,142
EW029_RS00900,288,163,151,619,168,76,346,230,37,99,113
EW029_RS00905,232,60,71,522,36,37,247,127,13,43,22
EW029_RS00910,427,100,112,1099,79,72,466,176,7,72,37
ggt,858,405,330,1541,236,205,740,405,48,115,82
EW029_RS00920,708,1341,544,711,224,349,268,220,35,108,147
EW029_RS00925,2122,3678,1405,783,533,277,307,320,45,100,75
EW029_RS00930,560,438,263,429,343,202,406,318,78,260,104
ugpC,2645,1659,1406,1738,774,128,1739,1221,142,439,960
EW029_RS00940,2826,1721,1703,1514,646,126,1476,1421,259,699,1789
EW029_RS00945,3825,2153,2288,2143,558,199,3805,2206,710,1427,2401
EW029_RS00950,2554,1128,1189,1213,147,146,3373,1488,283,742,1249
EW029_RS00955,3276,1385,1607,1827,199,243,6345,2624,365,855,1574
EW029_RS00960,2153,918,1711,1303,283,352,5561,2291,488,851,1346
EW029_RS00965,1578,657,2042,889,267,538,6411,3052,1316,1649,2429
EW029_RS00970,864,157,538,1172,115,3968,311,123,18,103,167
EW029_RS00975,872,863,735,1602,544,149,6472,8021,5458,7985,4909
EW029_RS00980,760,617,814,795,403,583,984,691,143,448,497
EW029_RS00985,1188,899,1156,1408,750,972,1453,1087,210,726,1179
EW029_RS00990,578,357,609,830,410,742,638,470,89,321,610
pflB,107469,143564,158426,76411,93801,70586,607974,355857,130502,453401,669757
pflA,47377,55898,60373,32583,33214,27121,302468,161140,51858,183202,225986
EW029_RS01005,1192,1414,1199,900,704,297,2899,1443,141,588,369
EW029_RS01010,5217,6567,5609,3464,3061,2278,7563,4609,425,1702,1861
EW029_RS01015,137,63,49,168,63,707,289,82,33,100,421
coa,1779,811,748,2204,454,1526,1279,676,134,370,455
EW029_RS01025,120,29,47,242,14,54,98,52,2,19,8
EW029_RS01030,344,103,83,795,41,66,414,147,24,72,47
EW029_RS01035,390,113,81,922,63,60,402,206,22,79,82
EW029_RS01040,295,57,76,738,43,24,310,139,23,38,25
EW029_RS01045,282,115,98,787,60,50,359,171,20,76,58
EW029_RS01050,405,147,136,1059,146,40,404,270,30,112,110
EW029_RS01055,237,73,58,575,39,47,245,127,18,34,29
EW029_RS01060,881,560,509,1196,440,945,676,488,96,238,297
EW029_RS01065,491,350,348,857,315,273,602,482,89,318,299
EW029_RS01070,118,69,115,178,70,55,170,114,37,122,108
EW029_RS01075,19,13,19,26,9,8,25,20,4,20,17
EW029_RS01080,371,421,564,331,522,425,547,445,213,791,714
EW029_RS01085,9947,10340,11498,10116,9797,8330,15149,11498,5251,16567,18171
EW029_RS01090,34,21,15,69,16,20,26,4,0,7,1
EW029_RS01095,44272,78450,67475,32374,70321,28616,149550,47087,36056,101765,162836
EW029_RS01100,43,21,24,57,29,16,131,28,13,30,35
EW029_RS01105,916,633,472,1037,465,506,2900,548,393,617,1079
EW029_RS01110,1132,709,534,1105,406,442,963,486,191,271,283
EW029_RS01115,25,6,8,55,7,5,38,9,1,8,4
EW029_RS01120,931,748,659,1686,912,828,840,1081,407,864,557
EW029_RS01125,82,24,41,269,17,7,117,98,25,59,23
EW029_RS01130,71,18,13,145,4,5,67,65,10,48,12
EW029_RS01135,371,121,111,761,85,47,362,440,85,230,79
EW029_RS01140,241,95,73,692,94,53,277,322,54,169,57
EW029_RS01145,45,12,12,157,5,8,53,38,4,6,5
EW029_RS01150,493,241,170,1072,178,143,464,482,77,158,114
EW029_RS01155,1827,2754,2141,1539,1737,745,3014,4310,740,2152,1939
EW029_RS01160,2610,3782,3305,2345,2417,1292,5454,5972,1254,3083,3279
EW029_RS01165,3306,5238,5351,2653,4287,2715,6240,7713,1421,4231,4069
EW029_RS01170,2292,1074,1329,1573,918,1657,961,1353,277,829,604
EW029_RS01175,1810,1348,1762,1340,1379,2198,929,1277,264,983,1270
EW029_RS01180,3566,2603,3162,2516,2263,3334,2403,2434,485,1859,2356
EW029_RS01185,7427,5509,5483,4591,4201,5223,5508,4669,892,3156,3510
EW029_RS01190,12563,11378,9768,7770,6828,7808,8517,9488,1383,4811,4228
scdA,2818,4513,3109,3056,4292,4129,11729,5800,2586,7510,10704
EW029_RS01200,1782,1745,1440,2302,1730,2451,1958,1049,307,1012,1758
EW029_RS01205,735,599,778,900,705,1405,684,308,99,385,646
EW029_RS01210,1900,3428,304,1246,1205,135,1381,4650,1098,3454,4392
lrgB,1893,4613,539,1523,1608,299,9259,12303,6630,10149,11836
EW029_RS01220,1753,1216,734,3029,648,508,3234,2489,358,1129,1357
EW029_RS01225,1765,2165,1767,1969,1896,1101,1063,1266,190,669,643
EW029_RS01230,31,2,1,52,3,3,32,13,0,2,1
EW029_RS01235,236,120,81,421,94,86,360,228,33,75,70
EW029_RS01240,972,579,507,1532,482,319,1489,771,362,373,244
EW029_RS01245,780,1182,1798,580,1326,996,2108,574,511,889,2525
EW029_RS01250,22,10,9,41,10,2,13,11,2,7,4
rbsK,874,628,537,720,655,444,2008,969,276,462,748
EW029_RS01260,564,329,284,477,361,216,1008,614,195,293,463
EW029_RS01265,541,467,420,702,500,234,1021,743,366,376,580
EW029_RS01270,828,702,650,951,604,649,813,984,307,487,565
EW029_RS01275,528,366,819,1459,494,1397,392,459,87,480,309
EW029_RS01280,1116,1394,1282,752,687,538,1329,2539,912,845,519
EW029_RS01285,480,355,321,772,257,227,649,566,137,306,362
EW029_RS01290,1283,848,653,863,911,798,982,875,174,422,511
EW029_RS01295,318,284,384,456,198,243,200,218,24,121,121
EW029_RS01300,383,340,453,707,223,293,306,273,45,148,167
EW029_RS01305,356,264,355,587,204,232,281,218,42,128,172
EW029_RS01310,746,649,1376,1926,637,1478,721,600,113,528,864
EW029_RS01315,549,336,553,974,350,922,629,532,136,434,1188
EW029_RS01320,3694,6879,6308,3640,3957,3258,4975,4626,2099,3515,2757
esaA,1470,1796,2220,2383,1331,1353,1811,1664,188,1177,1955
essA,266,379,352,473,254,164,333,248,21,131,206
EW029_RS01335,74,50,63,123,27,37,97,101,12,41,47
essB,524,315,420,1134,139,192,635,594,34,228,293
essC,1304,1100,1026,2371,390,495,1821,1545,125,561,686
EW029_RS01350,249,107,130,632,57,45,384,192,7,76,36
EW029_RS01355,60,26,25,100,10,20,83,46,4,20,15
EW029_RS01360,626,215,195,1614,121,237,848,433,99,146,125
EW029_RS01365,1361,1258,1190,2058,957,776,1273,1368,170,843,501
EW029_RS01370,649,860,881,685,721,518,654,736,104,553,323
EW029_RS01375,894,867,985,838,812,699,547,753,82,562,392
EW029_RS01380,1390,1612,1575,1435,1210,1229,1207,1322,231,951,819
EW029_RS01385,1044,1187,1400,955,1052,1085,777,984,157,747,591
EW029_RS01390,128,152,116,96,141,93,57,54,5,22,24
EW029_RS01395,32,12,19,42,28,17,15,11,3,7,3
EW029_RS01400,246,75,76,533,38,23,268,107,7,36,9
EW029_RS01405,518,149,130,1274,69,43,687,240,4,92,14
EW029_RS01410,355,313,293,655,226,374,208,143,22,163,114
EW029_RS01415,347,384,506,594,345,616,162,123,43,225,159
EW029_RS01420,564,382,395,566,266,363,717,463,357,469,1059
brnQ,8728,6738,9158,5007,4273,6558,3675,4097,2669,3539,2003
EW029_RS01430,34,15,12,72,3,7,37,19,0,3,3
EW029_RS01435,1107,872,3247,2337,1366,8787,1971,242,196,731,5943
EW029_RS01440,21,10,8,67,5,8,20,10,1,4,7
EW029_RS01445,927,1038,771,1163,712,395,1436,1243,438,1006,903
EW029_RS01450,727,841,764,1025,621,453,1438,1138,404,1113,829
EW029_RS01455,40,19,23,89,30,34,35,7,7,9,7
EW029_RS01460,772,1391,656,901,1332,1133,555,361,237,217,185
EW029_RS01465,441,93,121,1072,66,46,5073,882,1500,5854,2339
EW029_RS01470,421,118,127,978,49,55,6248,1069,1197,5538,1965
EW029_RS01475,516,199,182,887,78,84,6856,1382,1848,6919,2349
EW029_RS01480,1583,1090,1141,1632,515,231,5325,2175,1096,2710,4041
EW029_RS01485,1448,960,1073,1339,637,189,3095,1516,632,1691,3900
EW029_RS01490,753,457,371,986,278,100,1047,735,104,414,425
EW029_RS01495,924,700,640,1098,539,875,1205,1241,343,781,742
EW029_RS01500,523,411,349,647,254,232,684,533,86,313,354
EW029_RS01505,448,182,175,1028,183,125,449,320,36,137,208
EW029_RS01510,8417,11318,5150,6117,10381,4936,12536,7785,1519,4882,6737
EW029_RS01515,864,894,795,904,991,1346,692,711,182,469,459
EW029_RS01520,743,507,442,1149,531,990,691,560,114,258,407
EW029_RS01525,44,32,11,74,25,9,39,39,3,10,2
EW029_RS01530,486,398,264,554,196,148,1082,1184,439,649,793
EW029_RS01535,277,191,110,635,64,59,633,553,170,252,371
EW029_RS01540,407,292,182,613,133,126,776,704,234,420,522
EW029_RS01545,443,386,300,631,128,156,1140,1145,293,564,587
EW029_RS01550,543,389,252,824,141,134,1264,1202,253,533,720
EW029_RS01555,829,752,439,1285,380,338,1640,1636,515,1057,985
EW029_RS01560,552,404,325,762,259,247,1092,839,390,559,1495
EW029_RS01565,139,83,71,228,40,35,308,202,35,108,311
EW029_RS01570,188,107,79,248,54,32,341,195,49,181,700
EW029_RS01575,667,472,372,734,315,210,1100,810,194,788,3731
EW029_RS01580,35,14,15,53,6,9,34,22,3,6,3
EW029_RS01585,1288,1191,553,1128,757,597,1326,2744,102,648,194
mepA,922,610,307,1032,259,136,821,1236,57,218,50
EW029_RS01595,373,181,182,405,144,142,220,270,49,111,80
glpT,1756,852,947,1540,649,588,1061,850,333,551,918
EW029_RS01605,1235,1163,437,872,219,119,790,675,121,256,170
EW029_RS01610,978,1121,518,949,317,177,915,891,207,458,403
EW029_RS01615,364,489,326,435,185,115,445,481,107,267,223
EW029_RS01620,819,754,811,962,738,1161,630,436,152,251,440
EW029_RS01625,227,164,135,619,191,101,340,185,17,84,48
EW029_RS01630,285,70,71,921,33,26,413,143,5,60,6
efeB,229,78,71,635,43,21,271,138,13,30,15
EW029_RS01640,492,194,158,1371,109,83,582,261,22,81,48
tatC,794,937,793,759,1036,794,494,830,137,366,226
tatA,229,344,238,216,409,302,201,368,73,145,101
EW029_RS01655,424,443,423,384,645,527,332,465,75,266,131
EW029_RS01660,55,18,9,103,13,3,47,27,1,6,5
EW029_RS01665,226,99,83,491,53,108,247,102,32,59,87
EW029_RS01670,384,219,157,503,192,381,433,270,58,207,264
EW029_RS01675,998,804,782,1375,894,962,749,559,212,545,386
EW029_RS01680,995,1023,987,1250,1305,1752,441,539,101,248,198
EW029_RS01685,9583,3665,5310,6007,2473,8066,5433,4618,1405,3737,3415
EW029_RS01690,757,812,581,876,691,560,714,592,148,355,272
metE,1771,2569,1428,1589,1888,627,1639,1563,249,662,362
EW029_RS01700,847,1095,570,963,933,186,697,583,99,267,119
EW029_RS01705,430,288,203,679,328,68,325,218,20,73,31
EW029_RS01710,359,177,161,709,237,72,274,158,7,47,22
EW029_RS01715,573,1607,1998,604,7821,1042,394,422,208,748,341
EW029_RS01720,294,97,105,568,106,256,285,175,21,91,218
EW029_RS01725,897,324,335,752,246,639,534,464,53,226,316
EW029_RS01730,487,191,181,325,116,352,197,224,41,150,207
ychF,3286,1764,1887,2541,1390,2826,2382,2388,619,1674,1809
EW029_RS01740,331,384,336,530,480,275,318,447,90,292,189
EW029_RS01745,39,13,7,54,4,8,23,10,1,11,7
EW029_RS01750,9094,5237,2017,2996,2019,4835,1572,2788,628,1225,1526
ssb,19937,11305,3633,5927,3823,7343,2918,4294,673,1282,1523
rpsR,4430,2928,1124,1323,1033,2047,548,1010,144,363,440
EW029_RS01765,240,162,103,461,171,117,262,138,15,72,47
EW029_RS01770,263,176,127,468,188,70,230,164,9,52,26
EW029_RS01775,303,294,166,467,327,359,1371,278,82,643,706
EW029_RS01780,129,50,36,327,34,31,185,85,3,27,15
EW029_RS01785,412,675,725,866,2073,1345,3505,3173,1983,8961,6719
EW029_RS01790,716,1177,733,1434,2485,1497,843,968,351,1136,479
EW029_RS01795,4606,11979,5893,4030,16746,3320,20290,25709,18756,25448,12897
EW029_RS01800,66,20,34,199,15,41,80,60,18,28,8
EW029_RS01805,585,551,549,842,546,584,642,935,172,466,220
EW029_RS01810,832,714,697,960,708,710,712,997,244,666,419
EW029_RS01815,2086,1984,2277,1864,1771,2419,1449,1421,256,1079,1317
EW029_RS01820,635,671,749,517,693,873,409,458,100,392,542
ahpF,4714,12335,12616,3453,10175,7170,4460,3149,1434,2374,2437
ahpC,3308,6580,7944,2968,5481,6080,1832,1630,756,1468,1581
EW029_RS01835,890,1134,689,1066,710,550,1431,1743,361,600,457
EW029_RS01840,441,631,318,600,349,160,687,1505,378,314,218
EW029_RS01845,78,41,38,222,20,7,107,102,5,18,6
EW029_RS01850,186,107,70,297,87,27,183,168,27,43,17
EW029_RS01855,3406,4768,4266,3469,4173,4931,3233,3957,839,2056,3018
EW029_RS01860,1186,1958,1291,1176,1879,1003,1173,1806,305,998,921
EW029_RS01865,1343,2288,1635,1248,1498,726,2995,4276,1319,4945,2422
xpt,1149,2491,1817,1029,3688,4977,505,245,41,143,178
EW029_RS01875,3411,7680,4800,2959,8922,9431,1361,827,96,411,343
guaB,7361,16432,8496,4820,16071,13614,3847,2488,664,1666,3639
guaA,10223,26823,14689,6845,28298,18103,5367,4494,1293,3104,3836
EW029_RS01890,2647,1841,3096,3760,2584,4449,628,1206,223,426,406
EW029_RS01895,1684,1516,2874,1909,2531,3785,571,788,124,330,362
EW029_RS01900,6165,4880,8871,8203,7921,11922,1960,2814,394,922,1112
EW029_RS01905,204,209,60,333,94,66,191,77,6,10,6
EW029_RS01910,88,68,31,148,39,35,76,26,2,14,6
EW029_RS01915,352,218,303,655,189,314,681,1075,169,740,808
EW029_RS01920,158,81,158,340,179,416,244,324,68,336,392
EW029_RS01925,168,144,175,302,133,126,275,346,93,184,118
EW029_RS01930,307,265,282,504,185,227,521,642,171,416,269
EW029_RS01935,46,18,18,153,9,6,46,31,2,12,3
EW029_RS01940,538,476,300,703,614,370,367,217,20,122,78
EW029_RS01945,254,149,120,485,108,119,352,145,11,84,34
EW029_RS01950,675,257,262,1475,199,125,924,504,45,205,119
EW029_RS01955,186,54,63,436,48,68,260,84,8,47,34
EW029_RS01960,169,57,68,445,42,41,390,95,10,60,35
EW029_RS01965,209,58,62,508,38,48,236,104,4,38,24
EW029_RS01970,278,87,137,710,70,76,339,198,10,101,35
EW029_RS01975,1553,2152,1420,1568,1716,1194,1753,1793,307,863,1060
EW029_RS01980,2238,2616,1922,2622,1984,1233,2000,1778,220,880,890
EW029_RS01985,423,67,71,595,44,370,477,154,38,200,850
EW029_RS01990,1044,242,293,1258,136,1001,1419,435,142,607,2313
EW029_RS01995,300,763,300,438,1277,277,2682,524,213,1116,892
EW029_RS02000,293,51,50,713,21,16,344,119,3,36,18
EW029_RS02005,280,48,74,991,38,37,402,147,5,33,22
EW029_RS02010,211,34,65,641,27,18,321,87,1,26,7
EW029_RS02015,160,33,67,410,21,13,211,91,2,34,8
EW029_RS02020,495,190,248,1026,186,243,1014,464,67,390,502
EW029_RS02025,454,287,331,808,273,398,1172,670,190,723,982
EW029_RS02030,176,99,135,322,104,154,588,290,47,240,320
EW029_RS02035,854,568,295,626,244,185,714,366,56,259,283
EW029_RS02040,4927,3627,2224,2406,1354,453,296,573,84,151,176
EW029_RS02045,43336,32628,22801,22290,16370,11165,1187,4358,215,407,208
EW029_RS02050,25368,50895,29758,24228,55791,31006,984,4099,398,1182,1115
EW029_RS02055,51994,96942,58234,48008,105617,56180,2079,7248,735,2219,1766
EW029_RS02060,55624,84320,52175,76100,96943,51366,4498,6680,578,1957,1337
EW029_RS02065,39410,70183,42391,34221,88450,48105,1793,5496,503,1733,1415
EW029_RS02070,577,519,446,1018,475,345,501,375,121,514,278
EW029_RS02075,1730,1692,998,1747,1126,748,1122,1232,264,1030,599
EW029_RS02080,1700,2195,1805,1724,1685,1162,1398,1753,595,1526,1046
EW029_RS02085,689,652,652,846,559,386,367,502,149,386,128
