geneName,SA_1,SA_2,SA_3,CC_1,CC_2,CC_3
NWMN_2279,429,335,453,48,24,17
NWMN_2280,433,235,485,110,50,32
NWMN_2281,388,342,663,71,53,32
NWMN_2282,3591,3218,5013,1173,859,716
NWMN_2283,1044,867,1610,304,219,100
NWMN_2284,7749,9321,11156,2034,1391,965
NWMN_2285,1166,1413,1875,344,239,118
NWMN_2286,1811,2153,2416,592,413,318
NWMN_2287,667,574,1024,251,157,84
NWMN_2288,2159,2362,3000,1059,712,590
NWMN_2289,30,34,44,18,10,8
NWMN_2290,46,37,78,14,10,6
NWMN_2291,1019,1066,1371,208,157,115
NWMN_2292,1749,1751,2312,418,325,248
NWMN_2293,925,970,1182,256,204,165
NWMN_2302,399,468,518,206,187,132
NWMN_2303,833,1041,1248,308,214,150
NWMN_2304,15,13,26,2,1,0
NWMN_2305,190,234,291,61,28,48
NWMN_2306,349,393,591,138,93,82
NWMN_2307,468,450,603,190,157,108
NWMN_2309,236,212,315,62,38,24
NWMN_2311,9321,11315,13498,1970,1387,1245
NWMN_2312,6131,6968,9211,1332,902,766
NWMN_2313,6442,7692,9729,1151,780,664
NWMN_2314,569,624,919,353,257,200
NWMN_2316,334,373,498,72,53,32
NWMN_2327,71,85,105,22,8,17
NWMN_2328,10,18,19,3,5,1
NWMN_2329,6,6,11,0,0,2
NWMN_2330,148,100,185,18,16,6
NWMN_2331,1301,1342,1702,626,476,391
NWMN_2332,1776,1830,2330,562,398,319
NWMN_2333,1519,1594,2155,358,214,164
NWMN_2334,138,126,159,74,56,48
NWMN_2335,1604,1711,2155,568,392,443
NWMN_2336,229,247,308,59,55,41
NWMN_2337,615,240,605,45,29,11
NWMN_2338,2244,2527,3394,378,227,176
NWMN_2339,2537,3231,3952,637,404,330
NWMN_2340,1724,1785,2494,502,318,252
NWMN_2341,673,864,1059,495,400,359
NWMN_2343,3494,4289,5162,690,415,365
NWMN_2348,1678,1930,2213,499,342,329
NWMN_2349,3264,4078,4824,295,220,167
NWMN_2350,4785,5047,6553,2914,2162,1904
NWMN_2351,903,1011,1350,226,138,110
NWMN_2352,1666,1599,2342,400,322,292
NWMN_2353,482,454,598,201,154,147
NWMN_2354,1887,2151,2346,933,744,623
NWMN_2356,604,607,810,234,152,82
NWMN_2357,1187,1180,1564,351,257,216
NWMN_2358,237,270,471,101,77,47
NWMN_2359,202,262,320,74,46,33
NWMN_2365,42,33,52,35,27,20
NWMN_2366,20,13,34,16,9,10
NWMN_2367,21,29,38,22,21,15
NWMN_2368,132,52,205,22,13,7
NWMN_2369,2049,1929,2947,767,631,617
NWMN_2370,910,868,1175,123,86,63
NWMN_2371,1398,954,2047,433,289,181
NWMN_2372,196,204,282,113,69,68
NWMN_2373,124,114,129,49,31,31
NWMN_2374,691,665,994,377,253,168
NWMN_2375,2007,2242,2869,1498,1150,1060
NWMN_2376,1172,1179,1453,172,113,89
NWMN_2377,25274,26428,30980,14927,10518,8936
NWMN_2378,0,0,0,0,0,0
NWMN_2379,149,149,235,59,28,23
NWMN_2380,131,127,160,32,21,31
NWMN_2381,107,146,178,32,14,14
NWMN_2382,58,59,86,21,8,7
NWMN_2383,472,530,619,179,115,108
NWMN_2384,352,365,479,92,80,58
NWMN_2385,326,340,461,94,63,39
NWMN_2386,1190,1213,1806,326,210,157
NWMN_2387,262,312,338,119,78,73
NWMN_2388,1690,1477,2049,563,406,335
NWMN_2389,309,313,464,312,197,119
NWMN_2390,146,153,212,122,74,49
NWMN_2391,137,133,180,41,42,31
NWMN_2392,528,600,799,284,207,219
NWMN_2396,17,37,39,6,14,5
NWMN_2398,327,445,517,116,85,70
NWMN_2400,0,0,1,1,0,0
NWMN_2404,1913,1992,2422,1446,1002,816
NWMN_2405,1060,1150,1456,981,702,595
NWMN_2406,9855,9159,13860,1967,1349,1218
NWMN_2407,2400,2683,3596,834,564,451
NWMN_2408,1091,719,1261,132,80,66
NWMN_2409,1193,1300,1853,538,320,216
NWMN_2410,123,127,198,22,33,12
NWMN_2411,15,8,11,1,2,0
NWMN_2412,12,8,7,5,1,0
NWMN_2413,4,5,16,2,1,0
NWMN_2415,886,939,1289,149,81,67
NWMN_2416,122,93,148,94,66,47
NWMN_2417,82,71,108,65,60,38
NWMN_2418,148,212,207,43,48,47
NWMN_2419,653,647,876,415,304,251
NWMN_2420,1392,1458,1651,678,470,435
NWMN_2421,2475,2563,3026,1586,1270,1146
NWMN_2422,8780,8200,10218,5630,3999,3255
NWMN_2423,175,186,218,56,29,32
NWMN_2424,21,10,30,4,3,3
NWMN_2425,90,70,113,26,5,8
NWMN_2427,158,176,181,74,54,49
NWMN_2428,33,34,45,18,12,3
NWMN_2431,1429,921,1570,541,358,273
NWMN_2432,136,114,184,57,25,17
NWMN_2433,572,629,860,190,116,114
NWMN_2434,3900,4559,5381,1539,1160,1105
NWMN_2435,883,1118,1293,442,325,332
NWMN_2436,947,1167,1351,544,404,448
NWMN_2441,1243,1333,1589,462,344,267
NWMN_2442,8956,9933,12389,4615,3223,1831
NWMN_2443,3266,4605,5047,887,607,570
NWMN_2444,16,13,26,4,3,0
NWMN_2447,1529,1663,1932,928,675,588
NWMN_2449,7,12,13,4,3,1
NWMN_2451,233,226,370,35,26,29
NWMN_2452,1113,1201,1522,301,175,143
NWMN_2453,43,13,46,6,0,0
NWMN_2454,6749,2639,5671,587,344,288
NWMN_2455,253,357,373,164,128,113
NWMN_2456,218,220,265,17,21,17
NWMN_2457,2323,2566,3148,360,229,260
NWMN_2458,538,581,679,111,66,74
NWMN_2459,1114,1117,1382,272,209,193
NWMN_2460,1405,1417,1739,465,299,244
NWMN_2463,1346,1152,1902,336,243,212
NWMN_2465,231,177,322,46,36,21
NWMN_2467,7311,8371,11063,2484,1601,1327
NWMN_2468,402,363,685,96,67,42
NWMN_2469,97353,124757,138155,32332,21965,19532
NWMN_2470,304,314,404,76,54,46
NWMN_2471,261,296,328,81,61,39
NWMN_2472,162,150,191,60,49,40
NWMN_2473,115,129,147,52,30,31
NWMN_2474,110,171,176,54,30,33
NWMN_2475,123,145,200,37,44,19
NWMN_2476,37,49,59,16,10,6
NWMN_2477,88,93,123,33,28,19
NWMN_2478,162,191,228,60,55,38
NWMN_2479,1269,1376,1749,622,473,447
NWMN_2480,3476,3710,4845,1426,1194,1034
NWMN_2481,172,189,233,80,58,52
NWMN_2482,95,108,122,40,26,19
NWMN_2483,46,47,67,13,13,4
NWMN_2484,57,38,86,13,15,9
NWMN_2485,92,78,122,55,35,30
NWMN_2486,45,30,49,24,19,17
NWMN_2487,2751,2332,3686,1155,912,789
NWMN_2489,596,682,864,4618,3222,2538
NWMN_2490,177,199,259,93,66,68
NWMN_2491,1578,1680,2057,1172,860,717
NWMN_2492,203,244,262,149,109,91
NWMN_2493,315,401,458,150,82,72
NWMN_2500,1331,1268,1715,195,143,100
NWMN_2501,119,119,143,25,19,11
NWMN_2502,24,17,43,5,4,4
NWMN_2503,10777,11171,14285,6094,4495,3849
NWMN_2504,24447,27491,32857,9292,6479,5705
NWMN_2505,38,27,62,7,6,4
NWMN_2506,18472,19214,24456,3846,2822,2485
NWMN_2507,511,400,628,85,81,68
NWMN_2508,66,61,113,12,6,3
NWMN_2509,570,790,912,2488,1801,1881
NWMN_2510,1382,1760,1947,3897,2863,2864
NWMN_2511,467,636,663,401,274,289
NWMN_2512,470,498,686,67,57,48
NWMN_2513,684,784,1053,279,184,167
NWMN_2514,17928,19436,24243,5729,3916,2968
NWMN_2515,58725,66298,75002,25865,18310,15056
NWMN_2516,188,223,257,67,50,50
NWMN_2518,1947,2108,2698,968,705,561
NWMN_2519,75,73,80,55,33,15
NWMN_2520,25,27,27,22,22,12
NWMN_2521,384,402,598,92,77,49
NWMN_2522,113,129,149,38,33,18
NWMN_2524,1224,1300,1744,417,290,204
NWMN_2525,416,524,620,214,158,107
NWMN_2527,515,525,706,242,181,138
NWMN_2530,2391,2119,3366,98,78,64
NWMN_2538,107,123,145,68,57,49
NWMN_2539,696,445,879,125,95,57
NWMN_2540,1107,934,1279,212,134,106
NWMN_2541,962,801,1143,139,94,84
NWMN_2542,4207,4813,5751,892,636,504
NWMN_2543,6533,7173,8923,2626,1935,1643
NWMN_2544,1450,1473,1836,615,480,481
NWMN_2545,1526,1565,2113,342,288,257
NWMN_2546,2084,2088,2963,431,276,221
NWMN_2547,1705,1628,2484,462,336,262
NWMN_2549,113,146,155,18,17,10
NWMN_2550,212,238,279,33,29,19
NWMN_2551,235,252,322,57,26,23
NWMN_2553,5962,6448,7850,2350,1744,1564
NWMN_2554,432,434,554,146,120,84
NWMN_2555,44,39,48,19,6,7
NWMN_2556,41,44,67,18,13,6
NWMN_2557,1021,989,1434,274,186,191
NWMN_2558,332,374,474,113,103,80
NWMN_2559,59,85,104,41,27,24
NWMN_2560,56,70,79,41,26,25
NWMN_2579,172,185,256,52,31,15
NWMN_2580,58,39,71,10,4,8
NWMN_2581,68,60,113,15,7,5
NWMN_2582,187,234,268,34,13,17
NWMN_2583,49,42,76,6,8,5
NWMN_2584,65,47,87,5,7,5
NWMN_2585,1311,1235,1834,385,274,242
NWMN_2587,740,899,1118,700,497,344
NWMN_2589,111,112,185,21,16,12
NWMN_2590,49,62,58,13,6,8
NWMN_2591,489,516,685,130,120,97
NWMN_2592,1423,1629,1806,306,230,224
NWMN_2593,711,789,975,128,109,95
NWMN_2594,242,207,305,60,58,62
NWMN_2595,2986,3132,3654,781,560,478
NWMN_2596,319,310,432,109,103,66
NWMN_2597,661,434,1051,113,60,45
NWMN_2600,2,4,7,0,0,1
NWMN_2601,173,193,244,61,29,41
NWMN_2602,30,26,46,11,8,7
NWMN_2603,30,33,30,8,3,4
NWMN_2604,21,20,26,5,2,3
NWMN_2606,575,725,844,277,197,150
NWMN_2607,285,361,418,189,134,114
NWMN_2608,214,298,370,178,164,116
NWMN_2609,2209,2558,3193,762,546,513
NWMN_rRNA01,6,32,32,18,16,9
NWMN_rRNA02,68,181,253,180,124,81
NWMN_rRNA03,0,0,0,0,0,0
NWMN_rRNA04,0,0,2,0,0,0
NWMN_rRNA05,0,0,0,0,0,0
NWMN_rRNA06,6,10,21,0,0,0
NWMN_rRNA07,0,0,0,0,0,0
NWMN_rRNA08,1,0,0,0,0,0
NWMN_rRNA09,219,476,633,416,325,212
NWMN_rRNA10,8,17,22,16,9,6
NWMN_rRNA11,0,0,1,0,0,0
NWMN_rRNA12,14,15,21,1,2,1
NWMN_rRNA13,1,1,3,0,1,0
NWMN_rRNA14,0,1,0,0,0,0
NWMN_rRNA15,16,35,47,17,11,8
NWMN_rRNA16,1,1,1,0,0,0
NWMN_tmRNA01,188801,178536,223253,47037,35701,20609
aapA,14005,15294,18665,3656,2475,1951
abrB,1375,1190,1777,434,292,226
accA,2053,2248,2883,654,418,357
accB,1461,1959,2132,813,548,545
accC,3281,4092,4855,1752,1186,1108
accD,1771,2123,2636,612,459,369
ackA,7218,8555,10092,2455,1765,1458
acpP,4668,5028,6316,2505,1647,1378
acpS,961,1023,1273,218,169,141
acs,2391,747,1881,129,90,55
acuA,603,391,656,106,65,62
acuC,1108,607,1175,97,65,46
adh1,11111,11780,13310,10452,7665,6942
adhE,2654,2915,3290,6167,4484,4118
adk,13946,16119,19255,4300,3006,2586
agrA,27034,26212,36695,5765,3867,2517
agrB,15990,14264,21641,3886,2609,1592
agrC,28536,27522,39482,6492,4433,2970
agrD,1478,899,2340,233,182,64
ahpC,7148,8271,10370,4055,3191,2863
ahpF,16962,18888,24133,8510,6507,6025
ahrC,696,584,961,422,276,158
alaS,3808,4509,5248,1247,819,757
ald,3674,3388,4513,1325,1002,885
aldA,6753,2136,5758,413,267,176
aldB,501,528,622,171,146,100
alr,2896,3203,4039,675,448,382
alr2,321,344,491,83,47,40
alsD,14381,16574,21640,336,250,186
alsS,28646,34940,43564,954,691,578
ampA,1805,2014,2390,1153,944,705
ansA,368,441,525,165,101,87
apbA,927,1190,1340,151,123,92
appF,9,12,24,2,3,4
apt,1067,1306,1541,296,192,165
araB,694,513,838,126,72,77
arcA,2995,2286,3445,39,18,16
arcB,2897,2514,3827,20,18,18
arcC,4091,3839,5142,178,119,108
arcD,3616,3087,4777,46,33,30
argC,36,23,34,15,11,12
argD,19,21,27,21,10,7
argF,242,170,298,17,16,16
argG,99,124,130,450,411,311
argH,139,164,229,564,448,411
argJ,72,73,85,37,26,31
argR,139,189,249,44,34,24
argS,3756,4415,5622,921,673,442
aroA,1472,1722,2127,415,295,282
aroB,704,798,1143,189,115,96
aroC,1022,1139,1400,321,193,174
aroE,714,800,1131,259,197,139
arsC,146,146,206,41,17,27
asd,674,630,756,134,83,72
asnC,5028,5518,6649,1456,1114,941
aspS,2874,3446,4326,3529,2500,2111
atl,129610,142101,173914,23207,16404,14920
atpA,23217,25491,31414,7521,5316,4754
atpB,12052,12820,16371,4522,3125,2611
atpC,7551,8303,9939,2251,1592,1388
atpD,23955,25479,30752,7108,4939,4384
atpE,5693,6106,7372,2209,1534,1381
atpF,8744,9608,11470,2719,1955,1603
atpG,12659,14238,17363,3838,2795,2345
atpH,6260,6620,9134,1773,1290,846
aur,92,119,128,140,98,102
azi,2230,2112,2985,587,479,378
bacA,1335,1618,2029,458,293,284
bglA,168,200,227,67,50,42
bioA,27,47,63,27,16,18
bioB,66,75,81,32,19,12
bioD,12,18,27,7,6,9
bioF,70,53,88,22,24,14
bioW,57,95,88,17,27,25
bioX,12,7,21,2,2,1
birA,1131,1240,1498,340,257,188
bsaA1,29,38,51,24,18,15
bsaA2,23,21,26,11,11,5
bsaB,63,56,95,38,19,13
bsaC,20,23,34,7,6,5
bsaD,8,9,12,3,0,2
bsaE,396,265,595,77,51,47
bsaF,907,655,1164,163,128,99
bsaG,1099,791,1703,95,78,41
bsaP,435,364,542,96,84,83
camS,3369,3584,4978,1092,808,655
capA,1682,1462,2443,244,184,163
capB,2007,1967,3051,344,272,288
capC,2183,2074,3477,360,259,263
capD,7052,6226,10183,872,702,669
capE,2373,2555,3898,319,256,194
capF,3698,3842,6031,393,311,286
capG,4716,5060,7374,439,328,314
capH,2584,2643,3808,217,168,118
capI,3498,3315,5382,229,159,93
capJ,2647,2472,3751,150,113,83
capK,1188,809,1792,56,37,13
capL,4975,4988,6274,290,194,193
capM,1970,1711,2403,89,65,64
capN,3729,3561,4867,193,162,130
capO,5503,5160,7078,328,240,216
capP,5150,4920,6576,345,249,211
carB,937,1139,1284,17508,12982,11041
cbiO,1914,2326,2832,889,653,568
ccpA,7183,6203,9219,2022,1507,1202
cdr,4067,4610,5506,1777,1207,1026
chp,283,276,503,77,53,20
cidA,333,535,617,4,8,7
cidB,3195,3705,4999,908,685,627
cinA,1194,1359,1819,751,551,439
citC,5911,4836,7185,1023,651,552
citZ,1984,1429,2391,499,395,352
clfA,65709,62270,90421,21334,16142,15467
clfB,9042,11044,12686,1889,1297,1058
clpB,115,117,161,44,27,19
clpC,68359,68885,91906,45649,33887,30522
clpP,6564,6909,8699,3327,2465,1947
clpX,8225,10782,12225,5682,4159,3815
cls,2124,2304,2911,558,453,354
cmk,1320,1534,1774,763,578,483
coa,388,598,651,531,410,340
coaBC,1557,1612,2180,626,436,392
coaD,343,378,512,115,75,64
coaE,1959,2080,2560,479,382,324
cobW,68,75,89,29,19,18
codY,5878,5864,7963,1656,1209,911
comEA,180,206,283,66,55,44
comEB,615,692,843,225,142,133
comEC,134,155,246,31,36,24
comK,77,80,106,57,40,31
crtI,1987,1492,2561,414,321,316
crtM,755,659,1111,151,123,81
crtN,1910,1931,2776,354,229,209
cspA,15687,17667,21982,5192,3540,2434
cspB,31053,37243,46511,4302,2689,2013
cspC,27473,27672,34234,4182,2599,1951
ctpA,2713,2916,4165,558,379,295
ctsR,985,994,1431,399,284,232
cydA,2370,3017,3730,1748,1178,963
cydB,1407,1456,2155,709,481,271
cyoD,10566,10907,14866,3890,2688,1905
cysE,862,938,1203,366,243,255
cysG,2163,2302,3016,870,619,526
cysM,1230,1481,1716,496,296,337
cysS,2343,2410,3298,766,566,458
dapA,583,593,684,107,84,58
dapB,415,391,527,99,59,65
dapD,320,317,411,65,39,30
ddl,3727,4300,5303,1053,723,576
def,1635,2067,2478,857,654,573
deoC,2103,1825,2411,773,537,469
deoD,3173,3443,4193,1081,751,634
dfrA,2485,2339,3410,527,398,330
dinP,683,762,971,272,283,222
divIC,1790,1867,2428,354,253,179
dltA,11940,13936,16370,3789,2656,2355
dltB,5311,4762,7798,1126,722,462
dltC,924,896,1384,192,105,56
dltD,12378,13558,16792,3029,1981,1497
dnaA,4551,5076,6839,2187,1548,1206
dnaB,10225,10952,14036,2522,1731,1466
dnaD,1143,1247,1749,568,419,311
dnaE,6105,6034,8212,1303,918,665
dnaG,5305,5475,7712,2075,1514,1106
dnaI,3414,3613,4326,760,486,437
dnaJ,1198,1440,1695,404,293,245
dnaK,8856,9476,11682,3125,2362,2137
dnaN,5107,5362,7502,2174,1555,1243
dnaX,3802,4399,5144,1429,1058,941
dra,970,968,1191,494,340,323
drp35,546,380,565,164,101,88
dsbA,646,624,859,125,101,54
ebh1,1693,1902,2289,521,420,387
ebh2,756,824,1090,230,169,163
ebpS,12194,12808,16291,6595,5164,4847
efp,6911,7849,9713,2239,1524,1269
engA,4560,5448,6643,2478,1795,1405
engB,326,369,500,137,82,73
eno,21665,24516,28511,19576,14332,12527
entB,591,546,746,78,56,52
era,2118,2243,2859,639,518,420
estA,348,432,522,194,121,96
eta,275,276,347,285,193,150
eutD,8016,9417,10733,2730,2010,1824
exonA,1490,1714,2237,394,278,207
ezrA,8139,8511,11536,3222,2215,1755
fabD,2164,2483,3039,1158,831,688
fabG,2965,3237,3871,1301,918,826
fabZ,1310,1537,1855,429,312,276
fadA,62,49,62,16,11,21
fadB,39,49,69,26,14,14
fadD,12,10,12,5,0,2
fadE,21,20,29,8,7,5
fbaA,34408,47123,47770,29784,21691,20201
fbp,6945,3754,7152,1345,774,623
femA,5380,5827,8569,2576,1896,1405
femB,8091,8471,11898,2739,1979,1488
feoA,1348,1332,1734,321,261,194
feoB,77,82,101,22,19,19
fer,581,693,883,641,416,306
ffh,4781,5713,6966,2415,1711,1489
fhs,11341,9859,14041,3673,2670,2385
fhuA,387,378,456,91,79,83
fhuB,163,223,267,36,26,14
fhuG,406,475,548,111,67,66
fmhA,149,113,193,76,55,47
fmhB,3576,4101,5085,1056,836,661
fmhC,59,41,83,16,8,5
fmt,1536,1928,2360,640,470,404
fmtB,500,568,656,256,186,181
fmtC,8846,8682,12791,3022,2027,1403
fnbA,1837,3163,3233,1265,905,661
fnbB,329,585,590,199,153,108
fofB,9,10,10,1,0,2
folB,239,295,372,133,91,81
folC,7259,7889,10416,1218,840,655
folD,5335,4897,6476,1739,1276,1008
folK,556,715,921,271,192,162
folP,489,563,600,249,211,188
frr,3017,3580,4320,1861,1421,1204
fruA,1725,1421,2129,368,270,259
fruB,368,288,465,91,77,60
ftsA,17715,19245,25523,7978,5972,4428
ftsH,21251,24722,30906,10323,7330,6409
ftsK,6711,7424,9510,1721,1247,1080
ftsL,1008,1017,1420,329,224,188
ftsQ,4258,4773,6102,1290,948,788
ftsY,1343,1496,1793,442,301,255
ftsZ,30214,33410,39885,11740,8152,7590
fumC,4116,2922,4751,647,425,322
fus,73111,85076,98573,36557,25717,23226
gapA,11344,16090,16880,22317,16430,14772
gapB,1022,431,922,55,29,28
gapR,4281,7203,6573,9879,7233,6482
gatA,4835,5989,7324,3633,2538,2195
gatB,7062,8271,9736,4502,3169,2945
gatC,762,975,1140,666,499,384
gcp,1546,1697,2133,412,311,260
gcvPA,4011,3246,5076,838,548,404
gcvPB,5423,4738,6711,926,650,504
gcvT,3162,2479,4005,626,409,299
geh,2023,2242,2741,703,505,571
gid,3497,4195,5392,961,764,630
gidA,2379,2620,3471,1075,769,615
gidB,983,1068,1441,361,214,180
glcA,14152,13309,18132,3493,2396,2044
glk,2476,2693,3537,846,609,484
glmM,4975,5182,6643,1960,1353,1190
glmS,5033,5696,7320,2141,1489,1179
glmU,3893,4341,5151,2385,1669,1566
glnA,12583,13549,17939,3371,2232,1958
glnR,1526,1721,2284,482,360,267
glpD,2022,1833,2509,1260,814,629
glpF,2190,1048,2213,111,61,52
glpK,826,571,974,144,103,95
glpP,493,536,771,105,74,36
glpQ,937,526,1045,120,66,53
gltB,3430,3479,4404,525,359,304
gltC,190,197,242,58,32,34
gltD,1229,1187,1576,152,124,131
gltX,6313,7378,9079,1717,1191,909
glyA,7989,8023,9936,3114,2348,2208
glyS,7707,8926,10728,2140,1608,1324
gmk,4616,5802,6885,1465,1012,825
gnd,12487,13448,17358,5301,4051,3174
gntK,3138,1061,2609,190,95,74
gntP,2274,1258,2168,173,88,65
gntR,1975,611,1605,113,76,42
gpmA,9600,10362,13202,1279,1071,845
gpsA,3363,3714,4683,1518,1006,855
greA,2318,2843,3298,1118,784,605
groEL,2898,3021,3579,1174,806,785
groES,453,488,568,213,170,160
grpE,2231,2564,3138,983,743,578
gtaB,816,950,1071,418,274,243
guaA,8561,10012,12277,2064,1447,1295
guaB,7516,9164,10841,2072,1390,1221
gudB,10632,6931,11368,1830,1270,1015
gyrA,9492,10172,12639,4051,2928,2706
gyrB,7590,8123,9956,3743,2794,2348
hemA,19651,20449,26722,6573,4863,4012
hemB,1614,1923,2340,616,457,400
hemC,4145,4496,5612,691,539,451
hemD,879,897,1355,170,113,85
hemE,2022,2855,3238,1055,816,707
hemH,1843,2328,2771,771,498,487
hemL,6333,7338,8501,2542,1779,1612
hemN,294,424,501,87,61,56
hemX,1913,2042,2898,415,291,187
hemY,3185,3966,4972,1276,852,810
hepT,3864,4746,5736,1350,945,765
hipO,399,402,517,108,74,64
hisA,34,31,40,8,7,4
hisB,14,14,24,1,1,0
hisC,363,387,535,162,100,92
hisD,29,33,43,7,6,1
hisF,49,45,57,12,7,7
hisG,4,8,8,2,0,1
hisH,14,11,17,1,1,2
hisIE,71,75,78,12,10,11
hisS,946,1255,1460,1546,1128,899
hisZ,23,17,31,0,0,2
hla,1517,1609,1871,207,157,114
hlgA,4373,1780,3818,472,242,187
hlgB,1248,785,1342,77,70,45
hlgC,1073,648,1115,83,48,42
holA,190,208,339,91,44,24
holB,1731,1838,2397,661,441,294
hprK,2823,3371,3681,1300,904,764
hpt,1145,1211,1637,776,543,441
hrcA,1206,1171,1838,435,300,284
hsdM,814,838,1018,245,197,140
hsdR,1420,1554,1873,391,287,255
hsdS,1085,1116,1455,241,172,134
hslO,2741,3492,4091,1459,1045,942
hslU,9783,10822,12934,3132,2277,1945
hslV,2929,3125,3763,1294,828,792
htrA,1050,1340,1549,540,368,334
hutG,2749,2440,3486,907,720,733
hutH,348,307,456,180,117,87
hutI,547,461,676,83,57,61
hutU,513,379,549,72,43,37
hysA,124,108,141,163,116,97
icaA,11,6,5,5,2,4
icaB,16,17,21,2,1,2
icaC,15,6,23,5,0,1
icaD,0,0,1,0,1,1
icaR,467,432,733,208,137,80
idi,1771,1949,2312,526,377,346
ileS,6981,8202,9825,2594,1864,1645
ilvA,1234,1545,1708,836,618,528
ilvB,138,149,219,35,16,17
ilvC,104,78,113,24,17,9
ilvD,96,129,126,27,15,13
ilvE,5187,5504,6825,2029,1415,1224
infA,3962,4453,5754,1188,783,578
infB,9856,10665,13651,3140,2242,1810
infC,7564,8969,11218,2359,1665,1442
int,567,611,809,429,297,237
ipdC,1733,1531,2165,261,140,137
ipk,3653,3958,5071,547,386,305
isaB,1004,1019,1213,799,628,607
isdA,179,240,252,70,61,51
isdB,88,103,145,36,23,25
isdC,18,19,25,2,8,5
isdD,27,38,60,13,5,1
isdE,36,38,51,13,10,4
isdF,52,42,66,15,18,17
isdG,24,22,29,6,3,6
ispA,2695,3024,3696,984,674,546
ispD,1540,1823,2210,487,356,287
katA,8382,8088,12358,4055,3037,2767
kdpA,157,216,275,12,10,2
kdpB,297,345,438,39,15,39
kdpC,100,128,163,13,16,14
kdpD,1720,2074,2619,142,97,99
kdpE,549,675,759,47,41,28
ksgA,823,866,1093,274,217,210
lacA,2,3,3,0,0,1
lacB,1,6,3,0,0,0
lacC,9,4,9,2,1,1
lacD,9,11,12,3,2,3
lacE,37,40,50,16,9,7
lacF,5,0,7,1,1,0
lacG,98,106,150,26,12,24
lacR,507,559,723,208,150,182
lctP,3344,3365,4934,656,413,366
ldh,1180,1176,1437,625,447,433
ldh1,72104,75974,81465,86395,60211,49960
leuA,107,134,169,22,21,7
leuB,68,57,99,16,12,7
leuC,111,108,125,16,19,11
leuD,34,27,55,9,5,6
leuS,4131,4724,5895,1142,840,731
lexA,3196,3321,4072,1161,833,714
lgt,1495,1583,2050,468,343,290
lig,3269,3743,4590,999,735,618
lip,2596,883,2204,63,57,47
