gene_id,X12hUSA5001_count,X12hUSA5002_count,X12hUSA5003_count,X12hUSA500phoU11_count,X12hUSA500phoU12_count,X12hUSA500phoU13_count,X12hUSA500phoU21_count,X12hUSA500phoU22_count,X12hUSA500phoU23_count
CH51_RS09695,1183,1281,1275,2576,2339,2425,648,871,729
CH51_RS09700,176,198,169,198,139,164,113,121,99
CH51_RS09705,305,273,325,541,550,531,416,331,355
CH51_RS09710,0,0,0,0,0,0,0,0,0
CH51_RS09715,165,139,143,830,714,844,159,182,157
CH51_RS09720,0,0,1,3,5,1,1,0,3
CH51_RS09725,6827,7035,6467,15169,13024,13444,5655,6738,5692
CH51_RS09730,3516,3408,3257,8359,7366,7631,2669,2779,2325
CH51_RS09735,173,177,160,332,280,303,183,188,211
CH51_RS09740,423,408,362,697,618,659,343,442,392
CH51_RS09745,2646,2607,2552,4564,3986,4589,2707,2895,2585
CH51_RS09750,0,0,0,0,0,0,0,0,0
CH51_RS09755,1165,1198,1150,1326,1215,1300,879,1093,940
CH51_RS09760,0,0,2,9,4,4,0,4,1
CH51_RS09765,18251,18523,17390,27717,25470,28006,15239,16145,13738
CH51_RS09770,16832,18949,16257,19450,17102,17852,11812,17911,15020
CH51_RS09775,4084,4271,3806,6558,5846,6047,3111,3817,3312
CH51_RS09785,1099,1162,1089,1541,1400,1437,1017,1096,951
CH51_RS09790,604,576,591,945,775,915,419,427,406
CH51_RS09795,462,463,470,732,723,654,278,316,319
CH51_RS09800,2387,2331,2349,3683,3436,3904,2531,2564,2161
CH51_RS09805,423,401,417,506,496,494,345,379,430
CH51_RS09825,3486,3664,3203,4427,4032,4283,2754,3259,2836
CH51_RS09830,1510,1583,1489,2558,2351,2534,873,968,925
CH51_RS09835,1753,1650,1542,3032,2710,2953,1243,1370,1220
CH51_RS09840,5489,6035,5728,6440,5863,6679,2724,2739,2586
CH51_RS09845,218,232,200,357,308,358,154,227,140
CH51_RS09850,442,564,495,821,776,774,294,418,410
CH51_RS09860,310,262,237,564,516,506,275,339,248
CH51_RS09865,47,47,29,67,36,57,20,27,20
CH51_RS09870,469,441,396,797,671,699,305,295,286
CH51_RS09875,417,458,466,1035,921,823,264,266,268
CH51_RS09880,258,199,221,481,368,417,173,245,158
CH51_RS09885,145,131,105,257,244,248,108,149,137
CH51_RS09890,1626,1844,1629,1368,1310,1384,743,858,837
CH51_RS09895,0,0,0,0,0,0,0,0,0
CH51_RS09910,1201,1288,1183,3021,2911,3003,888,1079,1066
CH51_RS09915,0,0,0,3,0,0,0,1,0
CH51_RS09920,2080,2270,2132,2140,2084,2079,1401,1748,1515
CH51_RS09925,266,250,260,1705,1453,1572,152,168,149
CH51_RS09930,524,460,479,4134,3566,4213,391,408,357
CH51_RS09935,140,162,176,1310,1177,1415,129,132,114
CH51_RS09940,438,454,496,4129,3457,4530,350,374,318
CH51_RS09945,338,360,333,624,500,534,218,275,257
CH51_RS09950,17,14,13,26,21,16,15,15,24
CH51_RS09955,142,144,138,149,122,145,207,210,242
CH51_RS09960,57,68,44,38,41,36,40,49,60
CH51_RS09965,857,951,794,1571,1321,1389,839,1197,966
CH51_RS09970,156,159,134,197,192,165,98,124,119
CH51_RS09975,104,104,131,120,94,128,188,197,197
CH51_RS09980,314,329,293,286,219,214,454,505,479
CH51_RS09985,299,312,226,259,187,183,59,170,157
CH51_RS09990,125,87,122,126,65,66,127,158,159
CH51_RS09995,2534,2324,2373,2303,1961,2241,1395,1483,1327
CH51_RS10000,63,51,51,77,47,24,16,48,30
CH51_RS10005,22,15,19,69,65,89,13,24,22
CH51_RS10010,5,6,7,9,11,10,8,2,2
CH51_RS10025,276,289,296,565,452,498,207,287,197
CH51_RS10030,846,938,956,1344,1151,1363,591,712,671
CH51_RS10035,549,531,556,752,649,633,220,253,208
CH51_RS10040,17974,18300,16626,23920,20137,21368,10862,14080,11570
CH51_RS10045,0,0,0,0,0,0,0,1,0
CH51_RS10050,206,202,182,668,540,559,173,189,177
CH51_RS10055,102,104,89,397,351,397,92,59,92
CH51_RS10060,186,201,185,390,391,427,216,236,249
CH51_RS10065,559,506,476,1453,1162,1168,407,493,417
CH51_RS10070,439,400,391,920,845,843,496,593,472
CH51_RS10075,27,23,26,19,17,15,16,20,20
CH51_RS10080,16108,15320,16261,16810,15437,17081,18035,16648,14363
CH51_RS10085,15954,16061,14505,14262,11915,13227,12165,15596,13473
CH51_RS10090,132,121,108,98,93,135,120,125,93
CH51_RS10095,20,29,22,16,14,14,12,21,20
CH51_RS10100,106,105,94,97,69,85,80,65,86
CH51_RS10105,41,42,30,40,27,20,11,25,16
CH51_RS10110,0,0,0,0,0,0,0,0,0
CH51_RS10115,0,0,0,0,0,0,0,0,1
CH51_RS10120,266,297,267,517,451,534,189,181,206
CH51_RS10125,12,17,22,26,29,17,6,12,14
CH51_RS10130,53,50,65,101,84,99,74,66,67
CH51_RS10135,0,0,0,0,0,0,0,1,3
CH51_RS10140,32,42,25,66,26,18,26,29,35
CH51_RS10145,185,167,134,212,161,161,69,145,97
CH51_RS10150,191,203,254,339,296,299,208,168,154
CH51_RS10155,73,71,69,93,96,120,64,81,56
CH51_RS10160,0,0,0,0,0,0,0,0,0
CH51_RS10165,882,863,845,125,117,115,86,74,74
CH51_RS10170,836,743,693,117,115,136,75,56,67
CH51_RS10175,781,694,699,98,62,82,63,105,71
CH51_RS10180,740,617,626,102,92,85,73,70,46
CH51_RS10185,741,826,807,110,104,100,70,70,71
CH51_RS10190,509,445,409,88,97,59,45,30,36
CH51_RS10195,4,1,1,7,7,8,7,3,1
CH51_RS10200,1844,1915,1909,63,48,60,579,586,487
CH51_RS10210,995,1202,1023,1667,1356,1368,800,1035,1062
CH51_RS10215,2638,2763,2522,4065,4019,4379,3053,3232,2920
CH51_RS10220,218,255,227,426,360,340,286,241,218
CH51_RS10225,9,8,10,8,6,5,6,3,5
CH51_RS10230,35,31,32,62,53,40,27,43,37
CH51_RS10235,69,45,40,120,105,78,44,70,74
CH51_RS10240,0,0,0,0,1,0,0,1,1
CH51_RS10245,7,11,9,8,8,4,1,3,2
CH51_RS10250,36,24,35,28,37,18,13,12,9
CH51_RS10255,19,13,12,22,16,4,10,11,6
CH51_RS10260,32,35,30,66,41,57,44,50,39
CH51_RS10265,1001,1095,1015,1991,1786,1830,1175,1379,1155
CH51_RS10270,5,4,0,16,16,21,4,5,6
CH51_RS10275,0,0,0,0,0,0,0,0,0
CH51_RS10280,0,0,0,0,0,0,0,0,0
CH51_RS10285,0,0,0,0,0,0,0,0,0
CH51_RS10290,0,0,0,0,0,0,0,0,0
CH51_RS10295,0,0,0,0,0,0,0,0,0
CH51_RS10300,0,0,0,0,0,0,0,0,0
CH51_RS10305,2,0,1,3,1,1,2,1,3
CH51_RS10310,303,275,288,515,427,393,184,195,151
CH51_RS10315,2,0,0,4,5,2,2,3,0
CH51_RS10320,795,782,718,1555,1356,1361,634,830,680
CH51_RS10325,357,325,303,561,421,494,238,301,283
CH51_RS10330,663,646,680,1105,948,1066,603,658,563
CH51_RS10335,4,6,5,13,14,15,2,6,1
CH51_RS10340,1061,993,1064,2457,2237,2459,737,774,693
CH51_RS10345,785,865,778,1963,1715,1707,538,660,575
CH51_RS10350,305,324,261,894,773,825,267,299,282
CH51_RS10355,451,489,471,823,758,794,449,510,461
CH51_RS10360,4734,4715,4696,7069,6118,6618,4145,4597,3841
CH51_RS10365,71,72,85,179,154,137,64,74,70
CH51_RS10370,805,810,879,766,742,753,294,362,356
CH51_RS10375,1171,1234,1085,1490,1204,1158,747,912,860
CH51_RS10380,4069,4051,3792,5235,4654,5010,2742,3072,2789
CH51_RS10385,1694,1686,1576,2382,1971,2185,1339,1516,1392
CH51_RS10390,3,4,1,8,1,3,4,12,10
CH51_RS10395,2171,2460,2174,1919,1865,1989,942,1302,1345
CH51_RS10400,365,391,362,540,453,491,200,254,217
CH51_RS10405,323,327,360,758,687,723,287,289,275
CH51_RS10410,91,103,82,136,119,144,111,82,116
CH51_RS10415,193,171,190,283,267,229,211,230,201
CH51_RS10420,441,519,501,668,589,582,511,728,535
CH51_RS10425,1949,2003,1829,2334,1895,2096,1721,2271,1936
CH51_RS10430,61,72,71,114,77,64,35,62,63
CH51_RS10435,1,1,2,3,3,0,0,1,1
CH51_RS10440,38,41,47,80,62,78,30,29,48
CH51_RS10445,9387,9654,9627,12018,10891,12067,7846,8376,8002
CH51_RS10450,160,160,124,219,219,290,144,162,140
CH51_RS10455,465,451,435,727,557,608,499,547,446
CH51_RS10460,89,67,67,115,100,58,50,49,61
CH51_RS10465,71,74,71,142,98,99,50,51,48
CH51_RS10470,322,303,288,582,527,490,281,365,336
CH51_RS10480,0,0,3,1,1,5,0,1,1
CH51_RS10485,1,6,1,1,0,7,1,1,0
CH51_RS10490,0,0,0,0,0,1,0,0,1
CH51_RS10495,0,0,0,0,0,0,0,0,0
CH51_RS10500,0,0,0,0,0,0,0,0,0
CH51_RS10505,0,0,0,0,0,0,0,0,0
CH51_RS10510,0,0,0,0,0,0,0,0,0
CH51_RS10515,0,0,0,0,0,0,0,0,0
CH51_RS10520,0,0,0,0,0,0,0,0,0
CH51_RS10525,0,0,0,0,0,0,0,0,0
CH51_RS10530,0,0,0,0,0,0,0,0,0
CH51_RS10535,1,0,0,0,0,0,0,1,0
CH51_RS10540,0,0,0,2,1,0,0,1,1
CH51_RS10545,0,0,0,0,1,1,0,0,0
CH51_RS10550,0,1,0,2,4,2,2,1,3
CH51_RS10555,1,0,1,1,1,0,1,0,0
CH51_RS10560,0,0,0,0,0,0,0,0,0
CH51_RS10565,0,0,0,0,0,0,0,0,0
CH51_RS10570,0,0,0,0,0,0,0,0,0
CH51_RS10575,0,0,0,0,0,0,0,0,0
CH51_RS10580,0,0,0,0,0,0,0,0,0
CH51_RS10585,0,0,0,0,0,0,0,0,0
CH51_RS10590,0,0,0,0,0,0,0,0,0
CH51_RS10595,0,0,0,0,0,0,0,0,0
CH51_RS10600,0,0,0,0,0,0,0,0,0
CH51_RS10605,0,0,0,0,0,0,0,0,0
CH51_RS10610,0,0,0,0,0,0,0,0,0
CH51_RS10615,14,10,10,6,10,13,7,1,9
CH51_RS10620,0,0,0,0,0,0,0,1,0
CH51_RS10625,0,0,0,0,0,0,0,0,0
CH51_RS10630,3623,3853,3638,4233,3823,4195,2393,2931,3073
CH51_RS10635,318,322,324,664,577,614,194,228,212
CH51_RS10640,254,246,235,438,427,509,181,174,165
CH51_RS10645,1030,1068,954,1464,1138,1281,599,802,629
CH51_RS10650,679,750,652,1331,1223,1211,720,868,779
CH51_RS10655,0,0,0,0,0,0,0,1,0
CH51_RS10660,497,546,476,1116,1062,1050,298,446,382
CH51_RS10665,726,756,643,833,775,868,554,655,559
CH51_RS10670,127,126,118,257,233,238,96,132,102
CH51_RS10675,2343,2632,2293,4434,3806,4486,2421,2703,2477
CH51_RS10680,4,7,2,12,5,11,7,9,3
CH51_RS10685,398,463,332,690,549,546,152,285,293
CH51_RS10690,560,561,491,1126,1047,1169,472,509,452
CH51_RS10695,60,83,62,108,130,136,63,58,54
CH51_RS10700,240,279,232,453,394,470,220,161,163
CH51_RS10705,811,934,915,777,697,778,1020,1134,1116
CH51_RS10710,3602,3405,3576,5218,4644,4910,4294,4877,4338
CH51_RS10715,36,37,35,55,56,66,33,57,47
CH51_RS10720,613,587,561,826,722,837,888,1029,827
CH51_RS10725,460,547,455,935,804,827,329,366,417
CH51_RS10730,969,955,884,1567,1495,1657,688,823,637
CH51_RS10735,26,15,29,51,49,72,29,22,22
CH51_RS10740,1978,1923,2152,3321,2963,3581,1635,1665,1295
CH51_RS10745,189,178,152,203,156,159,99,87,135
CH51_RS10750,4297,4490,4234,4540,4091,4360,1801,2239,2028
CH51_RS10755,472,524,483,910,913,916,273,320,294
CH51_RS10760,369,358,368,750,608,661,257,281,238
CH51_RS10765,103,142,104,223,185,246,69,83,61
CH51_RS10770,83,81,92,148,101,90,60,73,51
CH51_RS10775,789,847,784,1690,1189,1380,627,828,731
CH51_RS10790,219,199,216,302,319,305,224,317,222
CH51_RS10795,19,14,10,15,18,8,11,12,7
CH51_RS10800,0,0,0,0,0,0,0,0,0
CH51_RS10805,429,419,386,628,508,660,323,303,326
CH51_RS10810,1119,1018,998,1478,1262,1487,955,1020,849
CH51_RS10815,6489,6933,6301,3136,3063,3072,4813,6096,4872
CH51_RS10820,1,4,6,15,8,3,5,5,8
CH51_RS10825,252,326,313,452,408,423,298,306,332
CH51_RS10830,437,405,382,791,704,730,512,647,528
CH51_RS10835,334,314,329,563,459,500,528,515,613
CH51_RS10840,281,266,235,487,401,438,197,263,215
CH51_RS10845,614,576,572,1062,924,1031,506,589,511
CH51_RS10850,1,4,1,21,4,1,2,0,5
CH51_RS10855,1795,1817,1589,2644,2157,2341,969,1339,1108
CH51_RS10860,816,798,736,1353,1214,1295,464,581,470
CH51_RS10865,105,106,93,185,171,181,84,92,111
CH51_RS10870,836,985,823,988,896,950,570,621,608
CH51_RS10875,1255,1352,1190,2457,2353,2602,945,1060,855
CH51_RS10880,788,803,759,1424,1361,1505,705,750,686
CH51_RS10885,559,628,549,1095,941,994,457,444,398
CH51_RS10890,74,76,97,190,169,202,89,120,96
CH51_RS10895,227,211,235,230,243,252,160,210,178
CH51_RS10900,1671,1823,1633,2446,2237,2663,1884,1970,1776
CH51_RS10905,106,79,76,50,47,58,38,35,24
CH51_RS10910,62,44,48,55,32,17,22,25,24
CH51_RS10915,4,5,1,2,1,1,0,0,0
CH51_RS10920,222,224,196,555,460,475,89,120,111
CH51_RS10925,630,580,588,1629,1452,1509,330,427,334
CH51_RS10930,639,655,594,1727,1478,1529,332,393,345
CH51_RS10935,1414,1497,1301,925,901,938,1367,1671,1578
CH51_RS10940,783,876,712,607,528,594,783,937,851
CH51_RS10945,1,1,2,6,3,0,4,1,6
CH51_RS10950,1303,1361,1164,2299,2002,2076,956,1167,999
CH51_RS10955,465,521,481,883,768,853,396,448,384
CH51_RS10960,774,795,821,1237,1161,1228,1000,1001,880
CH51_RS10965,1505,1476,1345,2157,1674,1787,1266,1822,1631
CH51_RS10970,12,5,6,6,11,10,1,2,3
CH51_RS10975,1788,1826,1611,5307,4588,4809,908,1161,1024
CH51_RS10980,656,737,745,1384,1274,1392,638,688,643
CH51_RS10985,76,61,59,86,77,65,53,80,77
CH51_RS10990,639,721,342,278,158,179,109,651,614
CH51_RS10995,236,257,219,627,508,594,212,225,192
CH51_RS11000,810,811,748,1378,1178,1293,648,699,651
CH51_RS11005,139,156,169,239,208,231,119,135,189
CH51_RS11010,339,428,400,719,674,837,345,331,342
CH51_RS11015,942,970,1048,2194,2030,2282,773,946,698
CH51_RS11020,936,1048,797,453,384,343,433,742,640
CH51_RS11025,1899,2004,1885,1437,1336,1507,1233,1287,1104
CH51_RS11030,396,459,426,318,174,115,138,366,282
CH51_RS11035,1990,2034,1985,2281,2210,2516,1236,1317,1217
CH51_RS11040,1050,1031,997,1329,1140,1153,622,490,585
CH51_RS11045,56,70,59,95,118,102,52,37,31
CH51_RS11050,34,48,48,85,71,73,14,24,30
CH51_RS11055,2114,2083,2049,3354,3024,3142,1733,2118,1798
CH51_RS11060,24,35,44,19,4,4,13,6,8
CH51_RS11065,1392,1540,1399,604,443,460,581,592,547
CH51_RS11070,122,128,124,81,84,78,59,81,67
CH51_RS11075,8,8,10,5,5,0,1,5,10
CH51_RS11085,4,1,4,0,0,0,0,4,1
CH51_RS11090,26458,29477,27933,6578,6517,6859,7933,7892,8757
CH51_RS11095,3,9,13,11,9,15,10,2,9
CH51_RS11100,925,1017,903,417,448,446,250,299,268
CH51_RS11105,223,258,264,215,205,193,67,60,67
CH51_RS11110,112,104,96,89,91,111,36,25,28
CH51_RS11115,8,7,15,17,17,23,9,11,11
CH51_RS11125,0,0,0,0,0,0,0,0,0
CH51_RS11130,0,0,0,0,0,0,0,0,0
CH51_RS11135,0,0,0,0,0,0,0,0,0
CH51_RS11140,0,0,0,0,0,0,0,0,0
CH51_RS11145,1508,1662,1504,1301,1536,1549,648,692,622
CH51_RS11150,392,501,439,368,432,377,136,179,152
CH51_RS11155,78,117,94,82,64,60,27,18,30
CH51_RS11160,0,0,0,0,0,0,0,0,0
CH51_RS11165,0,0,0,0,0,0,0,0,0
CH51_RS11170,0,0,0,0,0,0,0,0,0
CH51_RS11175,0,0,0,0,0,0,0,0,0
CH51_RS11180,0,0,0,0,0,0,0,0,0
CH51_RS11185,0,0,0,0,0,0,0,0,0
CH51_RS11190,0,0,0,0,0,0,0,0,0
CH51_RS11195,0,0,0,0,0,0,0,0,0
CH51_RS11200,0,0,0,0,0,0,0,0,0
CH51_RS11205,0,0,0,0,0,0,0,0,0
CH51_RS11210,0,0,0,0,0,0,0,0,0
CH51_RS11215,0,0,0,0,0,0,0,0,0
CH51_RS11220,0,0,0,0,0,0,0,0,0
CH51_RS11225,0,0,0,0,0,0,0,0,0
CH51_RS11230,0,0,0,0,0,0,0,0,0
CH51_RS11235,0,0,0,0,0,0,0,0,0
CH51_RS11240,0,0,0,0,0,0,0,0,0
CH51_RS11245,0,0,0,3,2,0,2,0,0
CH51_RS11250,9,0,2,5,4,9,1,3,7
CH51_RS11255,0,0,0,0,1,0,0,0,0
CH51_RS11260,0,0,0,0,0,0,0,0,0
CH51_RS11265,0,0,0,0,0,0,0,0,0
CH51_RS11270,0,0,0,0,0,0,0,0,0
CH51_RS11275,4,0,0,0,0,2,0,0,0
CH51_RS11280,197,185,174,239,214,254,116,100,107
CH51_RS11285,0,0,0,0,0,0,0,0,0
CH51_RS11290,0,0,0,0,0,0,0,0,0
CH51_RS11295,122,94,91,131,131,124,75,65,72
CH51_RS11300,0,0,0,0,0,0,0,0,0
CH51_RS11305,0,0,0,0,0,0,0,0,0
CH51_RS11310,0,0,0,0,0,0,0,0,0
CH51_RS11315,0,0,0,0,0,0,0,0,0
CH51_RS11320,0,0,0,0,0,0,0,0,0
CH51_RS11325,0,0,0,0,0,0,0,0,0
CH51_RS11330,0,0,0,0,0,0,0,0,0
CH51_RS11335,0,0,0,0,0,0,0,0,0
CH51_RS11340,0,0,0,0,0,0,0,0,0
CH51_RS11345,0,0,0,0,0,0,0,0,0
CH51_RS11350,0,0,0,0,0,0,0,0,0
CH51_RS11355,0,0,0,0,0,0,0,0,0
CH51_RS11360,0,0,0,0,0,0,0,0,0
CH51_RS11365,0,0,0,0,0,0,0,0,0
CH51_RS11370,0,0,0,0,0,0,0,0,0
CH51_RS11375,0,0,0,0,0,0,0,0,0
CH51_RS11380,0,0,0,0,0,0,0,0,0
CH51_RS11385,116,148,121,144,170,175,104,74,81
CH51_RS11390,4,3,15,6,12,11,4,6,4
CH51_RS11395,500,644,560,587,605,657,424,437,381
CH51_RS11400,73,109,74,126,102,79,87,92,81
CH51_RS11405,83,86,84,79,67,80,43,55,45
CH51_RS11410,56,46,45,43,52,74,34,30,25
CH51_RS11415,1285,1574,1304,1197,1290,1310,728,878,762
CH51_RS11420,1414,1574,1449,1905,1870,2208,937,891,660
CH51_RS11425,763,814,714,660,864,826,396,447,418
CH51_RS11430,286,336,315,333,447,530,231,166,182
CH51_RS11435,655,693,616,877,727,785,715,834,739
CH51_RS11440,25,33,24,30,32,23,19,35,24
CH51_RS11445,105,146,96,151,134,146,110,107,113
CH51_RS11450,858,980,1334,2057,2097,2542,1433,962,805
CH51_RS11455,111,78,102,246,205,179,81,86,89
CH51_RS11460,96,95,62,131,116,118,51,71,57
CH51_RS11465,910,907,827,152,158,171,273,316,268
CH51_RS11470,620,710,616,138,162,171,217,212,189
CH51_RS11475,1886,1883,1848,2436,2306,2507,1187,1180,1045
CH51_RS11480,30,18,12,53,38,25,9,15,18
CH51_RS11490,65,47,69,101,70,62,46,47,32
CH51_RS11495,1464,1443,1423,1818,1800,1947,1095,1019,905
CH51_RS11500,479,553,475,566,449,377,253,417,401
CH51_RS11505,27,18,5,61,43,33,18,29,16
CH51_RS11510,4,8,2,18,21,12,6,5,8
CH51_RS11520,2044,2193,1883,6634,5974,5883,1235,1514,1268
CH51_RS11525,137,143,156,289,298,319,80,64,94
CH51_RS11530,161,202,223,352,336,295,137,228,215
CH51_RS11535,1537,1591,1541,1902,1747,1992,3096,2949,2308
CH51_RS11540,430,464,463,614,552,600,395,518,453
CH51_RS11545,1209,1303,1155,3039,3001,3383,1147,1307,1202
CH51_RS11550,4538664,4825250,4776555,3944504,3565581,3838935,5750479,5754429,5434774
CH51_RS11555,24919,28000,27712,22992,16643,17268,18760,33644,26436
CH51_RS11560,54,54,47,42,37,38,42,64,41
CH51_RS11565,39519,43544,36936,30764,24461,25302,32379,48598,43680
CH51_RS11570,26436,28820,25019,20165,16561,17984,21276,30579,27436
CH51_RS11575,52,32,23,21,20,19,32,34,43
CH51_RS11580,618,662,616,1550,1405,1423,593,628,614
CH51_RS11585,846,900,869,1955,1750,1914,893,822,844
CH51_RS11590,458,457,485,905,841,915,486,492,451
CH51_RS11595,31,19,18,61,54,22,34,30,28
CH51_RS11600,2,4,2,1,3,0,1,0,1
CH51_RS11605,72,61,65,78,68,72,15,29,28
CH51_RS11610,956,943,931,1843,1662,1679,1183,1295,1114
CH51_RS11615,390,364,310,526,483,482,290,307,287
CH51_RS11620,5,0,5,10,3,4,5,8,2
CH51_RS11625,140,128,117,170,140,149,85,73,74
CH51_RS11630,326,302,271,754,552,507,248,263,233
CH51_RS11635,65,78,80,182,178,185,50,69,47
CH51_RS11640,140,139,110,311,354,333,112,106,104
CH51_RS11645,87,84,63,213,198,209,89,75,78
CH51_RS11650,5,1,3,3,1,0,2,0,3
CH51_RS11655,364,349,322,306,299,279,179,217,201
CH51_RS11660,457,459,419,548,450,541,281,299,215
CH51_RS11665,7,14,18,16,12,21,8,2,10
CH51_RS11670,451,390,347,619,483,566,255,224,198
CH51_RS11675,565,544,488,741,579,698,264,305,277
CH51_RS11680,478,437,454,680,571,573,252,266,271
CH51_RS11685,546,554,470,734,609,619,267,363,312
CH51_RS11690,139,115,124,171,174,179,72,86,79
CH51_RS11695,371,378,319,438,354,379,185,220,184
CH51_RS11705,0,0,0,0,0,0,1,0,2
CH51_RS11710,0,0,0,0,0,0,0,0,0
CH51_RS11715,0,0,0,0,0,0,0,0,0
CH51_RS11720,1,0,0,0,0,0,0,0,0
CH51_RS11725,0,0,0,0,0,0,0,0,0
CH51_RS11730,182,173,132,203,177,161,107,107,133
CH51_RS11735,918,974,890,1280,1097,1233,762,829,729
CH51_RS11740,2950,2850,2845,3323,2878,3103,2220,2451,2163
CH51_RS11745,265,249,253,235,236,229,132,161,156
CH51_RS11750,63,89,69,82,56,54,27,40,50
CH51_RS11755,825,780,824,1130,944,1102,698,806,703
CH51_RS11760,5,3,1,5,5,5,2,0,0
CH51_RS11765,143,164,171,199,169,177,112,151,176
CH51_RS11770,28,31,10,4,11,8,20,24,35
CH51_RS11775,979,897,818,1353,1177,1153,582,710,587
CH51_RS11780,244,213,185,277,278,299,112,112,139
CH51_RS11785,248,244,232,391,366,379,182,182,171
CH51_RS11790,704,665,644,934,888,824,410,458,428
CH51_RS11795,72,95,84,131,100,132,66,76,57
CH51_RS11800,25,28,22,37,37,31,19,24,21
CH51_RS11805,123,104,129,238,189,170,114,128,124
CH51_RS11810,58,36,55,105,71,48,42,41,54
CH51_RS11815,1,4,3,5,0,0,3,4,0
CH51_RS11820,258,259,222,479,400,467,263,288,243
CH51_RS11825,93,108,78,161,135,154,100,105,100
CH51_RS11830,6596,6612,6428,6054,5026,5536,3654,4282,3742
CH51_RS11835,1190,1127,1054,1981,1699,1828,861,994,930
CH51_RS11840,875,947,893,1373,1247,1389,795,854,780
CH51_RS11845,820,850,775,1950,1642,1705,613,811,673
CH51_RS11850,471,501,560,512,537,667,689,534,584
CH51_RS11855,27,22,20,37,43,27,29,23,32
CH51_RS11860,94,95,93,94,122,84,61,79,107
CH51_RS11865,949,1001,991,1301,1265,1338,641,780,586
CH51_RS11870,573,558,575,765,763,712,445,497,402
CH51_RS11875,0,3,0,5,0,2,2,2,0
CH51_RS11880,1,1,0,2,1,2,1,0,0
CH51_RS11885,3167,3401,3145,7062,6435,6928,1443,1735,1551
CH51_RS11890,33,19,26,50,42,29,13,27,9
CH51_RS11895,30,32,20,73,76,87,19,36,34
CH51_RS11900,27,23,9,68,44,40,13,24,14
CH51_RS11905,10,10,18,22,20,23,7,10,15
CH51_RS11915,10,6,6,20,10,16,7,10,7
CH51_RS11920,2869,3053,3187,4028,4074,4672,2966,2550,2664
CH51_RS11925,75,61,61,166,167,150,35,55,59
CH51_RS11930,366,386,388,375,348,335,209,267,267
CH51_RS11935,4204,4206,3861,5046,4440,4668,3409,4206,3541
CH51_RS11940,1226,1276,1313,1393,1351,1297,919,963,994
CH51_RS11945,8,3,5,12,12,9,7,13,3
CH51_RS11950,5585,4977,4924,3671,3013,3387,4002,4007,3818
CH51_RS11955,13715,13450,12076,8274,6591,6773,8682,11649,9813
CH51_RS11960,7005,6634,6673,5278,4632,5167,6120,5977,5275
CH51_RS11965,11430,11057,10466,8247,7056,7541,8688,10044,8404
CH51_RS11970,3164,2947,2880,2375,2274,2343,2517,2621,2345
CH51_RS11975,3022,3038,2722,2374,2051,2110,1996,2287,2162
CH51_RS11980,846,860,702,573,563,561,569,606,585
CH51_RS11985,4912,4790,4424,4608,4058,4526,4780,4977,4105
CH51_RS11990,1893,1873,1932,1496,1297,1485,1449,1596,1575
CH51_RS11995,4587,4326,3961,4614,3732,3637,3125,3848,3390
CH51_RS12000,2238,2306,2100,2491,2153,2246,1632,2049,1673
CH51_RS12005,9008,8663,7891,9934,8371,8970,6335,7252,6116
CH51_RS12010,4087,3948,3734,5017,4318,4692,3256,3427,2929
CH51_RS12015,93,72,66,96,74,89,56,63,53
CH51_RS12020,261,249,238,401,323,319,174,255,200
CH51_RS12025,676,580,609,571,465,496,548,638,552
CH51_RS12030,1284,1202,1109,1044,925,955,877,947,822
CH51_RS12035,476,446,400,441,389,433,378,501,417
CH51_RS12040,311,350,275,252,224,267,217,278,259
CH51_RS12045,3793,3554,3410,4461,3982,4286,3215,3461,2876
CH51_RS12050,7855,7742,7222,14295,12381,13070,5405,6307,5354
CH51_RS12055,6887,7081,6814,6813,6089,6367,8706,8662,9052
CH51_RS12060,2471,2594,2367,3535,3132,3445,1928,2078,1900
CH51_RS12065,12084,12767,11197,10203,9345,9982,15940,20750,16622
CH51_RS12070,114,123,106,203,187,187,102,116,109
CH51_RS12075,1530,1538,1462,2050,1793,1990,898,1069,862
CH51_RS12080,1191,1175,1136,2313,2160,2268,1063,1073,1045
CH51_RS12085,1097,1158,1136,2656,2282,2360,1158,1242,1115
CH51_RS12095,525,491,427,675,619,558,365,455,404
CH51_RS12100,212,248,219,425,384,469,189,191,184
CH51_RS12105,211,193,218,414,303,332,173,187,145
CH51_RS12110,214,187,174,403,367,323,172,169,143
CH51_RS12115,295,351,353,594,490,526,278,333,254
CH51_RS12120,1426,1520,1431,2371,2051,2093,767,917,957
CH51_RS12125,4960,4693,4478,6442,5358,5821,3467,3871,3281
CH51_RS12130,0,0,0,0,0,0,0,3,2
CH51_RS12135,2170,2234,1922,2300,1960,2137,1509,1695,1502
CH51_RS12140,1033,1069,946,1512,1301,1398,507,716,625
CH51_RS12145,6575,6755,6436,3332,2760,3032,12432,13541,13742
CH51_RS12150,462,456,466,603,636,699,416,430,321
CH51_RS12155,865,867,803,1520,1405,1556,659,728,657
CH51_RS12160,82,66,78,115,95,83,90,84,104
CH51_RS12165,777,788,707,1213,995,1108,772,958,839
CH51_RS12170,1788,1829,1693,2347,2033,2098,2602,2740,2375
CH51_RS12175,54,44,58,105,81,97,92,83,81
CH51_RS12180,379,329,286,420,419,389,385,450,391
