gene,P23.1,P23.2,P23.3,P23.G.1,P23.G.2,P23.G.3
Inter.CP000255.1.0.1926438.20,0,1,0,2,2,0
Inter.CP000255.1.1.2261933.5,6,3,5,11,4,5
Inter.CP000255.1.0.641440.15,1,1,1,1,0,1
Inter.CP000255.1.0.2699448.66,20,30,17,25,12,5
Inter.CP000255.1.1.840309.47,0,2,4,9,7,6
Inter.CP000255.1.0.475995.0,3,7,2,6,8,3
Inter.CP000255.1.0.1456753.323,3,2,1,2,2,1
Inter.CP000255.1.0.1507114.137,5,2,8,8,6,6
Inter.CP000255.1.0.1456753.111,0,1,0,0,1,2
Inter.CP000255.1.1.754209.94,0,1,1,2,4,1
Inter.CP000255.1.0.1697155.217,0,2,2,2,3,0
Inter.CP000255.1.0.2087346.170,1,0,1,1,0,0
Inter.CP000255.1.0.797329.1,6,2,2,8,3,0
Inter.CP000255.1.0.1734711.117,1,0,0,6,0,3
Inter.CP000255.1.1.386716.15,2,2,2,7,3,1
Inter.CP000255.1.0.1894799.12,19,17,15,4,1,0
Inter.CP000255.1.1.2561891.8,13,8,4,9,9,10
Inter.CP000255.1.0.2149701.50,1,3,0,6,0,0
Inter.CP000255.1.1.1244688.217,22,23,11,29,16,5
Inter.CP000255.1.1.1244688.451,0,1,0,4,2,0
Inter.CP000255.1.0.1616169.118,0,1,0,1,0,2
Inter.CP000255.1.0.1926438.3,0,0,1,2,7,1
Inter.CP000255.1.1.840309.37,1,4,4,24,16,10
Inter.CP000255.1.0.2087346.215,3,1,2,2,0,0
Inter.CP000255.1.0.2035806.47,4,0,2,7,0,0
Inter.CP000255.1.0.2305985.91,72,52,52,35,32,24
Inter.CP000255.1.1.1136577.125,5,2,4,4,3,1
Inter.CP000255.1.1.497222.633,5,6,7,9,5,17
Inter.CP000255.1.0.1328262.0,4,1,3,6,2,4
Inter.CP000255.1.0.2545550.4,4,4,0,12,4,4
Inter.CP000255.1.1.566406.55,1,3,3,9,6,5
Inter.CP000255.1.1.76226.142,23,24,25,28,22,11
Inter.CP000255.1.1.1161141.31,6,9,5,12,9,4
Inter.CP000255.1.0.2830027.114,0,1,0,2,3,1
Inter.CP000255.1.1.2348540.1,1,3,2,5,1,3
Inter.CP000255.1.1.771927.155,2,3,2,1,1,1
Inter.CP000255.1.1.1940342.1,4,4,3,5,2,3
Inter.CP000255.1.1.1113598.23,14,20,18,15,7,9
Inter.CP000255.1.1.1170092.133,1,2,1,0,2,1
Inter.CP000255.1.0.1648419.170,6,1,2,4,3,3
Inter.CP000255.1.1.1299662.11,3,4,1,6,2,0
Inter.CP000255.1.1.746767.23,1,1,0,1,0,4
Inter.CP000255.1.0.926872.18,5,13,7,11,8,3
Inter.CP000255.1.1.2764786.4,19,12,13,11,12,8
Inter.CP000255.1.0.881854.25,0,2,0,3,1,3
Inter.CP000255.1.1.1244688.460,3,0,1,1,0,0
Inter.CP000255.1.0.1853007.27,6,2,1,7,6,1
Inter.CP000255.1.0.1945201.89,3,0,2,3,1,0
Inter.CP000255.1.1.1995932.0,22,25,31,42,40,41
Inter.CP000255.1.1.1716364.1,2,3,3,4,2,2
Inter.CP000255.1.0.228260.1,23,14,21,11,5,1
Inter.CP000255.1.0.461317.0,2,5,1,8,4,1
Inter.CP000255.1.1.1136577.21,1,2,1,5,0,0
Inter.CP000255.1.0.1507114.222,0,0,1,1,0,1
Inter.CP000255.1.0.1044013.41,4,2,1,0,3,1
Inter.CP000255.1.1.102961.106,1,1,2,0,0,0
Inter.CP000255.1.0.2590957.100,2,4,0,2,2,0
gene2558,131,97,142,166,130,139
Inter.CP000255.1.1.444219.1,4,6,4,13,8,4
Inter.CP000255.1.0.1970063.7,2,3,1,1,1,2
Inter.CP000255.1.1.2044250.19,0,0,1,0,2,0
Inter.CP000255.1.1.1405599.16,1,1,5,8,2,3
Inter.CP000255.1.0.629523.0,226,200,203,124,93,111
Inter.CP000255.1.0.1044013.65,1,0,1,0,1,0
Inter.CP000255.1.1.66983.0,4,1,0,4,1,1
Inter.CP000255.1.0.1697155.27,1,0,6,5,3,1
Inter.CP000255.1.1.356775.74,1,0,0,8,1,1
Inter.CP000255.1.0.1044013.0,1,2,1,0,2,0
Inter.CP000255.1.0.1911738.22,0,1,0,2,0,0
Inter.CP000255.1.0.1507114.29,0,0,0,0,1,0
Inter.CP000255.1.1.1961268.0,1,0,3,4,1,4
Inter.CP000255.1.0.313053.2,1,4,6,3,2,2
Inter.CP000255.1.0.2569499.52,1,1,2,2,0,1
Inter.CP000255.1.0.1877792.57,5,1,3,7,5,0
Inter.CP000255.1.0.1028824.0,1,4,1,3,1,2
Inter.CP000255.1.0.1005732.20,0,3,2,5,2,2
Inter.CP000255.1.0.494157.6,13,17,10,28,35,24
Inter.CP000255.1.1.2649017.41,4,1,6,3,2,2
Inter.CP000255.1.1.1299662.72,11,11,8,11,6,4
Inter.CP000255.1.1.627780.79,14,18,15,29,24,17
Inter.CP000255.1.0.2588268.15,2,5,2,2,2,1
gene641,271,209,222,131,104,110
Inter.CP000255.1.0.253893.5,0,2,1,2,0,2
Inter.CP000255.1.1.1125544.80,0,0,1,8,2,3
Inter.CP000255.1.0.1616169.54,5,3,3,0,0,1
Inter.CP000255.1.1.63914.4,3,3,4,6,1,2
gene1140,109,85,114,159,129,76
Inter.CP000255.1.0.2006789.1,4,5,3,8,3,2
Inter.CP000255.1.1.1707383.6,4,1,6,6,1,3
Inter.CP000255.1.0.42452.56,7,4,8,3,0,5
Inter.CP000255.1.0.65223.22,2,2,1,2,1,1
Inter.CP000255.1.0.68791.1,3,5,4,12,6,2
Inter.CP000255.1.1.1832936.35,7,7,0,5,8,5
Inter.CP000255.1.0.1064844.0,38,37,47,12,7,7
Inter.CP000255.1.0.1853007.124,7,11,5,18,10,11
Inter.CP000255.1.1.497222.408,1,1,0,1,0,0
Inter.CP000255.1.1.1333405.14,0,0,0,1,0,0
gene758,3641,3391,3478,18465,16212,18532
Inter.CP000255.1.1.970988.134,1,1,0,2,1,0
Inter.CP000255.1.0.2660413.7,2,0,0,3,1,0
Inter.CP000255.1.0.2087346.175,11,10,14,11,11,3
Inter.CP000255.1.1.102961.151,3,0,3,5,2,2
Inter.CP000255.1.0.1697155.182,0,2,2,6,2,2
Inter.CP000255.1.0.1766067.8,1,1,2,3,1,1
Inter.CP000255.1.1.1049277.0,10,9,5,17,3,7
Inter.CP000255.1.0.1890637.5,2,3,2,4,3,2
gene514,2138,1890,1904,1183,983,950
Inter.CP000255.1.1.1059247.85,18,14,21,11,4,6
Inter.CP000255.1.1.1908185.26,2,2,2,5,2,0
gene419,1256,1067,1115,851,755,776
Inter.CP000255.1.0.1591939.13,2,4,12,8,4,5
Inter.CP000255.1.0.1959232.15,1,2,0,1,2,1
Inter.CP000255.1.1.1355653.82,3,6,2,9,2,1
Inter.CP000255.1.0.1609569.59,1,1,3,0,2,1
Inter.CP000255.1.0.1541358.390,1,1,0,3,1,3
Inter.CP000255.1.0.1919578.11,0,1,0,1,1,0
Inter.CP000255.1.1.746767.21,5,2,1,3,2,0
Inter.CP000255.1.0.1456753.138,0,0,0,0,1,1
Inter.CP000255.1.1.2123289.11,5,7,3,7,2,3
Inter.CP000255.1.1.330274.232,5,3,2,7,2,1
Inter.CP000255.1.0.1766067.32,2,2,2,10,6,0
Inter.CP000255.1.0.1866877.96,7,17,3,22,8,3
Inter.CP000255.1.1.445966.113,1,1,1,4,1,0
Inter.CP000255.1.0.1766067.336,9,10,4,10,8,5
Inter.CP000255.1.1.897442.42,2,5,3,7,4,2
Inter.CP000255.1.0.1070682.0,0,0,0,1,0,0
gene254,77,56,39,102,89,64
Inter.CP000255.1.0.1428821.132,2,2,1,0,1,1
Inter.CP000255.1.1.223379.94,1,0,3,2,1,0
Inter.CP000255.1.1.259992.35,7,15,6,25,11,11
Inter.CP000255.1.0.173817.1,2,2,2,2,2,1
Inter.CP000255.1.0.2343175.273,3,3,3,8,4,5
Inter.CP000255.1.1.599367.44,1,2,2,2,0,0
Inter.CP000255.1.1.2468662.2,0,1,0,0,0,0
Inter.CP000255.1.1.1966154.8,0,0,0,1,0,0
Inter.CP000255.1.1.497222.234,5,8,1,12,3,4
gene1842,821,662,776,358,299,356
Inter.CP000255.1.1.497222.499,2,0,2,6,3,1
Inter.CP000255.1.1.1426573.2,0,1,1,6,5,1
Inter.CP000255.1.1.1989503.0,3,5,2,9,2,1
Inter.CP000255.1.1.435960.46,5,5,3,10,8,6
Inter.CP000255.1.1.164781.202,1,1,2,2,5,4
Inter.CP000255.1.0.1853007.42,10,10,18,8,5,0
Inter.CP000255.1.1.2649017.30,2,4,2,6,4,1
Inter.CP000255.1.1.356775.41,5,5,2,11,10,6
Inter.CP000255.1.1.1319542.42,0,7,2,2,0,3
Inter.CP000255.1.1.875540.35,4,3,4,5,0,1
Inter.CP000255.1.0.1894799.3,5,2,6,4,0,1
Inter.CP000255.1.0.1456753.312,0,2,0,2,0,0
Inter.CP000255.1.1.497222.334,1,1,1,1,0,0
Inter.CP000255.1.1.993769.42,1,2,5,4,6,3
Inter.CP000255.1.1.651984.112,1,1,3,4,6,0
Inter.CP000255.1.0.88119.0,6,2,5,9,9,10
Inter.CP000255.1.0.1052186.13,1,0,2,1,1,0
Inter.CP000255.1.0.807094.25,0,0,2,0,0,1
Inter.CP000255.1.1.771927.62,5,0,7,2,3,0
Inter.CP000255.1.1.2556135.15,11,8,12,14,8,11
Inter.CP000255.1.1.92974.22,2,12,3,10,8,6
Inter.CP000255.1.1.164781.191,0,0,1,5,2,0
Inter.CP000255.1.0.2753574.56,0,1,0,1,1,0
Inter.CP000255.1.1.2044250.13,3,0,1,5,0,0
Inter.CP000255.1.0.1616169.72,1,2,2,1,1,2
gene789,1104,840,867,441,379,465
Inter.CP000255.1.0.1541358.159,1,1,1,2,1,0
Inter.CP000255.1.0.896358.4,216,153,169,83,56,67
Inter.CP000255.1.1.2742267.10,37,27,36,20,15,5
Inter.CP000255.1.1.627404.0,0,0,1,0,3,1
gene65,8,9,6,9,9,8
Inter.CP000255.1.1.1675855.11,0,1,0,0,1,0
Inter.CP000255.1.0.1616169.190,1,1,0,2,2,0
Inter.CP000255.1.0.991418.15,1,0,3,1,0,0
Inter.CP000255.1.0.592866.1,7,6,6,23,22,26
Inter.CP000255.1.1.1136577.8,1,0,1,0,0,1
Inter.CP000255.1.0.2797567.203,2,2,1,2,2,1
Inter.CP000255.1.1.1832936.4,6,3,6,5,4,0
Inter.CP000255.1.0.2210614.34,0,1,2,1,1,0
Inter.CP000255.1.0.1866877.51,1,4,1,5,5,1
Inter.CP000255.1.0.2511542.78,1,7,1,8,5,4
Inter.CP000255.1.1.2258962.3,0,0,1,2,4,2
Inter.CP000255.1.1.2272001.37,2,5,3,11,4,6
Inter.CP000255.1.0.407191.7,2,4,0,5,1,2
gene959,237,239,222,428,486,497
Inter.CP000255.1.1.627780.34,0,0,0,0,2,1
Inter.CP000255.1.0.2654672.16,2,0,3,3,2,1
gene1015,860,720,811,379,328,375
Inter.CP000255.1.1.2018222.1,4,2,4,5,2,1
Inter.CP000255.1.1.2079895.6,2,2,5,1,2,1
Inter.CP000255.1.0.678256.0,5,7,4,3,3,2
Inter.CP000255.1.0.752548.11,0,0,1,1,0,1
Inter.CP000255.1.0.1994957.61,2,3,1,5,5,0
Inter.CP000255.1.0.1766067.74,140,131,125,94,66,67
Inter.CP000255.1.0.2087346.332,5,1,1,5,8,3
Inter.CP000255.1.1.1414197.53,2,3,0,3,0,1
Inter.CP000255.1.0.1972520.26,0,1,1,2,1,0
Inter.CP000255.1.0.1338888.3,1,2,1,3,2,1
Inter.CP000255.1.1.1087371.120,7,2,1,3,4,1
Inter.CP000255.1.0.1500086.29,7,19,14,8,7,5
Inter.CP000255.1.1.2795497.19,1,2,1,2,1,7
gene1087,263,198,196,139,102,96
Inter.CP000255.1.1.418530.5,8,17,13,22,12,9
Inter.CP000255.1.1.330274.226,2,0,0,2,0,0
Inter.CP000255.1.0.462847.3,19,12,5,2,1,0
Inter.CP000255.1.1.236665.2,1,3,2,5,2,2
Inter.CP000255.1.1.463258.96,2,4,8,7,9,2
Inter.CP000255.1.1.244992.33,2,3,3,3,4,0
Inter.CP000255.1.1.482954.97,1,1,1,1,0,0
gene952,78,87,83,91,61,62
Inter.CP000255.1.0.1427653.0,0,3,1,1,0,0
Inter.CP000255.1.0.2343175.179,0,2,3,6,3,6
Inter.CP000255.1.0.1456753.172,1,0,1,1,2,3
Inter.CP000255.1.1.195296.93,1,0,0,1,0,0
Inter.CP000255.1.0.368672.3,8,7,3,9,6,1
Inter.CP000255.1.1.1223109.3,3,0,4,0,1,0
Inter.CP000255.1.1.2162820.0,10,13,17,9,6,4
Inter.CP000255.1.1.1223109.173,2,4,0,5,4,2
Inter.CP000255.1.1.1021132.22,3,6,2,4,2,2
Inter.CP000255.1.0.30799.0,2,0,0,0,2,1
Inter.CP000255.1.1.792973.64,3,12,6,6,4,2
Inter.CP000255.1.0.1648419.181,0,0,0,2,0,0
Inter.CP000255.1.0.68791.34,3,6,8,14,8,7
Inter.CP000255.1.1.754209.20,1,4,1,0,1,1
Inter.CP000255.1.0.2175602.128,22,20,9,15,17,15
Inter.CP000255.1.1.1170092.327,0,0,0,2,3,1
Inter.CP000255.1.0.926872.55,5,1,2,5,2,2
Inter.CP000255.1.0.299564.1,28,25,18,25,11,10
Inter.CP000255.1.1.1244688.335,1,4,5,11,4,1
Inter.CP000255.1.0.2679803.10,3,0,2,5,0,0
Inter.CP000255.1.1.445966.64,1,1,2,0,1,0
gene2235,1436,1263,1231,677,546,565
Inter.CP000255.1.0.926872.32,0,2,4,7,4,2
Inter.CP000255.1.1.2337199.0,44,35,33,17,21,20
Inter.CP000255.1.0.1541358.256,0,1,2,0,1,2
Inter.CP000255.1.1.285730.24,2,0,0,0,2,2
Inter.CP000255.1.0.2372100.14,3,3,1,7,2,1
Inter.CP000255.1.0.2217814.7,3,8,6,14,5,5
Inter.CP000255.1.0.36977.1,0,0,2,0,1,0
Inter.CP000255.1.1.424540.8,2,1,0,0,0,0
Inter.CP000255.1.0.193426.6,154,153,128,52,70,61
Inter.CP000255.1.0.1677665.104,4,2,1,7,10,8
Inter.CP000255.1.1.0.92,2,1,0,4,0,1
Inter.CP000255.1.0.2217814.26,0,1,2,7,1,1
Inter.CP000255.1.0.766115.34,1,0,1,5,5,3
Inter.CP000255.1.0.161093.28,5,9,8,17,4,3
Inter.CP000255.1.1.356775.31,7,3,1,6,5,3
Inter.CP000255.1.0.2772481.134,2,5,1,3,2,0
Inter.CP000255.1.0.65223.23,5,1,3,1,4,1
Inter.CP000255.1.1.2682676.12,1,1,0,0,1,1
Inter.CP000255.1.1.566406.269,3,9,6,13,6,7
Inter.CP000255.1.0.1541358.422,0,1,0,3,1,0
Inter.CP000255.1.1.1106426.44,3,7,3,12,15,5
Inter.CP000255.1.1.2585252.1,7,6,2,13,10,3
Inter.CP000255.1.0.2035806.40,6,5,1,13,3,3
Inter.CP000255.1.1.1371971.23,0,2,1,5,1,3
Inter.CP000255.1.1.497222.278,1,12,8,14,3,7
Inter.CP000255.1.0.1734711.60,0,3,0,2,1,0
Inter.CP000255.1.0.1609569.45,6,11,3,13,3,3
Inter.CP000255.1.0.2699448.133,5,4,5,9,8,1
Inter.CP000255.1.1.254827.13,7,2,6,22,5,0
Inter.CP000255.1.1.2065336.4,4,3,4,7,0,1
Inter.CP000255.1.0.2731059.0,1,1,3,9,6,5
Inter.CP000255.1.1.1388720.70,1,1,0,6,1,1
Inter.CP000255.1.0.2740813.18,93,87,77,21,14,17
Inter.CP000255.1.0.1456753.220,4,1,3,4,3,0
Inter.CP000255.1.1.2462003.19,3,4,1,6,10,0
Inter.CP000255.1.1.10613.122,0,2,0,4,1,3
Inter.CP000255.1.1.566406.86,0,0,1,0,0,0
Inter.CP000255.1.0.2830027.4,63,47,54,20,11,8
Inter.CP000255.1.0.814256.1,2,2,0,2,1,5
gene20,1541,1329,1487,817,706,765
Inter.CP000255.1.1.599367.79,0,0,1,1,0,2
Inter.CP000255.1.0.91198.7,2,3,6,7,4,2
Inter.CP000255.1.0.1428821.67,1,1,1,2,1,0
gene2538,265,253,236,239,155,120
Inter.CP000255.1.1.0.95,7,1,0,2,4,3
Inter.CP000255.1.0.1600359.21,0,0,1,1,0,1
Inter.CP000255.1.1.1388720.33,9,15,7,11,13,4
gene1512,10716,8648,9265,3344,3276,3537
Inter.CP000255.1.0.2699448.7,0,3,1,4,2,1
Inter.CP000255.1.1.1008188.21,1,0,0,3,0,1
Inter.CP000255.1.0.2255954.15,0,0,2,0,0,1
Inter.CP000255.1.0.2277939.18,2,3,4,2,1,1
Inter.CP000255.1.0.54609.8,17,16,10,16,8,11
Inter.CP000255.1.0.1415945.5,1,0,2,2,0,2
Inter.CP000255.1.1.429981.12,6,4,2,6,5,4
Inter.CP000255.1.0.2264744.2,8,6,6,18,14,3
Inter.CP000255.1.0.2175602.86,2,0,2,2,2,0
Inter.CP000255.1.0.1831977.10,0,3,1,2,0,0
gene1081,2537,2014,2233,989,893,1075
Inter.CP000255.1.1.1572061.0,1,5,0,5,3,1
Inter.CP000255.1.0.2305985.25,6,2,6,7,6,2
Inter.CP000255.1.0.839164.4,10,8,4,5,2,2
Inter.CP000255.1.1.1876117.17,1,2,1,6,0,0
Inter.CP000255.1.0.2291621.109,5,4,5,5,4,4
Inter.CP000255.1.0.354221.26,0,0,0,2,1,0
Inter.CP000255.1.0.957425.13,8,4,4,6,8,3
Inter.CP000255.1.1.2495972.4,0,1,2,1,1,1
Inter.CP000255.1.0.2582176.29,2,2,0,1,1,1
Inter.CP000255.1.1.1161141.5,5,7,1,6,0,3
Inter.CP000255.1.0.1697155.313,5,4,5,11,2,2
Inter.CP000255.1.1.771927.50,1,3,0,1,1,0
Inter.CP000255.1.0.2277939.1,1,2,0,4,1,1
Inter.CP000255.1.0.1541358.194,2,4,3,7,4,1
Inter.CP000255.1.0.1096442.0,0,0,1,0,0,0
Inter.CP000255.1.1.376829.26,2,1,2,17,3,2
Inter.CP000255.1.1.1170092.233,0,0,0,1,0,0
Inter.CP000255.1.1.1542407.1,4,4,5,10,1,3
Inter.CP000255.1.1.702756.88,2,2,2,3,2,1
Inter.CP000255.1.1.330274.85,10,6,13,21,4,2
Inter.CP000255.1.0.2442654.39,9,9,8,8,11,4
Inter.CP000255.1.0.2161702.16,1,5,2,5,4,0
gene1351,201,194,181,152,93,87
Inter.CP000255.1.0.2511542.199,0,1,0,2,0,1
Inter.CP000255.1.0.1894799.59,0,2,0,4,0,1
Inter.CP000255.1.1.123812.28,0,9,5,7,7,4
Inter.CP000255.1.1.2079895.9,2,3,2,4,3,3
Inter.CP000255.1.1.102961.92,1,4,0,3,3,1
Inter.CP000255.1.1.2315120.4,0,1,0,1,2,0
Inter.CP000255.1.1.566406.87,4,2,1,2,0,0
gene1089,207,234,264,181,161,156
Inter.CP000255.1.1.1319542.103,0,1,1,1,1,1
gene1756,237,219,205,365,247,247
Inter.CP000255.1.1.1414197.77,7,5,6,1,2,0
Inter.CP000255.1.1.1439975.1,1,0,2,0,1,4
Inter.CP000255.1.0.2243029.10,0,0,1,0,0,0
Inter.CP000255.1.0.1734711.110,0,1,0,2,0,1
Inter.CP000255.1.0.2343175.181,5,7,6,12,14,5
Inter.CP000255.1.1.76226.10,4,5,5,10,6,3
Inter.CP000255.1.0.2175602.49,1,0,2,6,2,4
Inter.CP000255.1.1.2695873.16,3,1,0,1,2,1
Inter.CP000255.1.1.421092.2,13,14,7,7,7,8
Inter.CP000255.1.1.681397.62,1,4,1,8,2,3
Inter.CP000255.1.0.1877792.32,1,3,6,9,6,3
Inter.CP000255.1.1.1087371.70,2,2,5,3,4,2
Inter.CP000255.1.1.1969000.30,3,3,4,7,4,1
Inter.CP000255.1.0.2473017.13,1,0,1,5,2,0
Inter.CP000255.1.0.2684096.5,6,4,3,12,7,11
Inter.CP000255.1.1.840309.12,34,29,31,13,14,9
Inter.CP000255.1.1.1125544.12,0,3,2,4,3,0
Inter.CP000255.1.0.2264744.5,28,19,29,47,51,98
Inter.CP000255.1.1.1371971.92,1,0,2,2,1,1
Inter.CP000255.1.0.1994957.7,1,1,3,3,3,4
Inter.CP000255.1.0.2854157.13,4,4,3,7,3,1
Inter.CP000255.1.1.1244688.156,3,2,0,1,3,0
Inter.CP000255.1.1.813246.147,1,2,2,5,1,0
Inter.CP000255.1.0.1677665.32,4,1,2,8,3,0
Inter.CP000255.1.1.445966.40,2,1,1,2,2,1
Inter.CP000255.1.0.1100125.13,19,13,6,11,7,3
Inter.CP000255.1.1.2819420.9,7,6,8,7,3,5
Inter.CP000255.1.1.244992.81,5,3,1,3,2,0
Inter.CP000255.1.1.897442.27,5,3,6,10,8,4
Inter.CP000255.1.1.317971.6,0,0,2,2,1,1
Inter.CP000255.1.0.2582176.25,2,3,4,7,6,2
Inter.CP000255.1.1.2618079.5,1,1,2,8,2,3
Inter.CP000255.1.0.1456753.69,0,3,1,4,1,1
Inter.CP000255.1.0.2820916.41,0,0,0,0,1,0
Inter.CP000255.1.1.754209.97,1,1,1,1,1,0
Inter.CP000255.1.0.1190918.6,8,5,6,5,9,7
Inter.CP000255.1.0.2291621.53,6,20,15,36,29,25
Inter.CP000255.1.1.2531838.11,2,2,6,3,3,5
Inter.CP000255.1.1.804073.14,7,6,7,5,7,5
Inter.CP000255.1.0.2455593.9,0,0,0,0,2,0
Inter.CP000255.1.0.2797567.68,6,6,7,8,4,3
Inter.CP000255.1.0.2035806.83,7,3,7,14,4,2
Inter.CP000255.1.1.563429.4,1,2,2,4,3,0
Inter.CP000255.1.0.161093.24,5,3,5,2,6,1
Inter.CP000255.1.1.413259.0,1,1,1,1,0,0
Inter.CP000255.1.0.1677665.81,0,2,2,1,5,0
Inter.CP000255.1.1.244992.2,0,2,0,1,1,1
Inter.CP000255.1.1.1043441.6,1,2,1,0,0,0
Inter.CP000255.1.1.285730.54,1,3,1,10,3,3
Inter.CP000255.1.0.2025472.37,0,0,2,1,3,2
Inter.CP000255.1.1.2509539.15,1,0,0,3,0,0
Inter.CP000255.1.0.2830027.37,3,2,2,9,1,1
Inter.CP000255.1.0.309146.0,25,19,23,10,9,6
Inter.CP000255.1.1.1371971.28,6,4,5,8,7,4
Inter.CP000255.1.0.2687301.8,17,10,8,10,7,3
Inter.CP000255.1.1.813246.81,1,1,1,1,2,1
Inter.CP000255.1.0.2492308.30,2,7,1,3,4,0
Inter.CP000255.1.1.566406.80,1,1,0,2,4,0
Inter.CP000255.1.1.2110684.1,6,3,1,0,0,0
Inter.CP000255.1.0.1089645.0,2,2,4,3,3,4
Inter.CP000255.1.0.2664620.28,0,3,1,0,5,3
Inter.CP000255.1.0.2533355.28,2,4,4,10,6,1
Inter.CP000255.1.0.2046155.62,0,3,0,4,0,0
Inter.CP000255.1.0.1456753.287,0,4,0,4,1,1
Inter.CP000255.1.1.10613.246,1,0,1,5,0,0
Inter.CP000255.1.1.1244688.522,1,0,3,5,2,0
gene219,6053,5205,3947,5443,4315,5004
Inter.CP000255.1.0.1766067.182,0,3,2,4,1,2
Inter.CP000255.1.0.2035806.43,5,2,3,4,3,3
Inter.CP000255.1.0.395757.0,1,4,1,6,4,4
Inter.CP000255.1.0.1853007.25,1,3,0,1,2,0
Inter.CP000255.1.1.2560253.1,18,15,16,18,3,14
Inter.CP000255.1.1.10613.142,2,1,2,2,3,2
Inter.CP000255.1.1.944647.70,0,3,1,4,1,0
Inter.CP000255.1.0.2087346.253,2,1,0,6,1,0
Inter.CP000255.1.1.445966.96,0,1,2,0,1,0
Inter.CP000255.1.0.1168724.0,24,19,18,15,10,6
Inter.CP000255.1.0.913833.5,129,105,131,48,42,46
Inter.CP000255.1.1.2506775.12,2,0,1,2,0,1
Inter.CP000255.1.1.681397.93,1017,843,928,363,266,255
Inter.CP000255.1.1.813246.217,2,3,2,2,0,0
gene1122,1194,1160,1545,1109,956,998
Inter.CP000255.1.0.2511542.113,0,0,2,1,2,1
Inter.CP000255.1.1.2141811.7,2,2,2,7,2,0
Inter.CP000255.1.0.127839.66,1,6,2,13,5,2
Inter.CP000255.1.0.1605651.13,127,81,91,49,54,71
Inter.CP000255.1.0.1697155.172,1,0,3,5,2,0
Inter.CP000255.1.0.1766067.66,1,4,1,3,3,0
Inter.CP000255.1.1.497222.369,1,0,0,1,0,0
Inter.CP000255.1.0.268233.50,7,5,6,7,9,2
Inter.CP000255.1.0.1425056.2,3,4,3,11,1,2
gene2561,479,341,387,208,244,229
Inter.CP000255.1.0.2654672.11,1,5,4,4,3,0
Inter.CP000255.1.0.1616169.265,2,3,4,2,0,3
Inter.CP000255.1.0.2277939.78,0,0,0,1,0,0
Inter.CP000255.1.1.2246586.2,8,6,6,3,11,5
Inter.CP000255.1.1.644112.29,3,2,1,15,3,1
Inter.CP000255.1.0.1677665.61,4,8,11,17,13,10
Inter.CP000255.1.0.1428821.130,2,5,3,7,3,4
Inter.CP000255.1.0.1541358.443,3,6,3,5,0,1
Inter.CP000255.1.0.766115.10,15,14,9,12,4,2
Inter.CP000255.1.0.801856.3,7,8,8,16,6,7
Inter.CP000255.1.0.658436.1,4,7,1,12,13,1
Inter.CP000255.1.0.2126422.1,2,1,2,8,8,8
Inter.CP000255.1.0.903294.5,3,2,2,1,4,0
Inter.CP000255.1.1.482954.82,3,7,7,10,5,3
Inter.CP000255.1.0.1697155.302,3,3,1,7,3,3
Inter.CP000255.1.0.2073105.7,3,2,2,4,0,0
gene1154,724,666,726,429,316,355
Inter.CP000255.1.1.497222.337,2,0,0,1,0,1
Inter.CP000255.1.0.2627985.123,7,2,3,15,23,8
Inter.CP000255.1.0.1766067.176,6,2,0,7,2,1
Inter.CP000255.1.0.1926438.145,3,6,4,2,2,2
Inter.CP000255.1.0.2627985.150,1,1,2,1,2,0
Inter.CP000255.1.1.497222.132,1,0,0,0,1,0
Inter.CP000255.1.1.1029269.11,1,1,1,2,1,0
Inter.CP000255.1.0.2627985.165,0,0,1,3,0,0
Inter.CP000255.1.0.1443669.28,1,0,0,0,1,0
Inter.CP000255.1.1.474674.24,12,9,14,21,5,11
Inter.CP000255.1.1.1244688.371,1,0,0,4,0,0
Inter.CP000255.1.0.2305985.73,1,2,0,1,1,1
Inter.CP000255.1.0.1425056.11,2,0,1,4,0,0
Inter.CP000255.1.0.2442654.42,4,3,2,8,4,2
Inter.CP000255.1.0.1428821.93,8,8,5,11,2,2
Inter.CP000255.1.1.2208289.9,2,1,1,8,1,1
gene598,164,154,145,104,85,80
Inter.CP000255.1.1.2084101.3,8,4,7,8,2,4
Inter.CP000255.1.1.285730.196,3,3,2,7,4,3
Inter.CP000255.1.0.881854.1,55,44,35,28,14,21
Inter.CP000255.1.1.1990367.0,3,7,4,10,11,7
Inter.CP000255.1.0.1616169.204,1,2,0,1,2,0
Inter.CP000255.1.1.813246.146,4,5,3,5,1,0
Inter.CP000255.1.0.1866877.68,0,1,2,3,3,1
Inter.CP000255.1.1.259992.58,0,1,1,0,1,1
Inter.CP000255.1.1.1008188.53,1,0,0,4,0,1
Inter.CP000255.1.1.627780.0,1,2,2,3,2,0
Inter.CP000255.1.1.51203.7,0,1,2,1,1,0
Inter.CP000255.1.1.2375874.24,0,0,1,2,1,0
Inter.CP000255.1.1.10613.110,8,7,6,22,13,8
Inter.CP000255.1.1.376829.39,3,1,4,4,2,0
Inter.CP000255.1.0.1507114.170,4,11,7,14,9,8
Inter.CP000255.1.0.2175602.61,0,1,0,3,0,0
Inter.CP000255.1.0.1456753.292,3,1,3,11,6,1
Inter.CP000255.1.1.2684787.8,5,4,4,1,2,0
Inter.CP000255.1.1.1136577.73,5,9,7,11,4,4
