Gene Name,DMSO,Berberine+Thymol
KQ76_RS09335,251,54
KQ76_RS09340,376,76
KQ76_RS09345,447,106
KQ76_RS09350,308,244
KQ76_RS09355,1421,1277
KQ76_RS09360,3773,4783
KQ76_RS09365,5852,6772
KQ76_RS09370,11802,14800
KQ76_RS09375,12493,12896
KQ76_RS09380,10456,13545
KQ76_RS09385,9295,6611
KQ76_RS09390,708,707
KQ76_RS09395,1580,1615
KQ76_RS09400,15967,19936
KQ76_RS09405,10328,11925
KQ76_RS09410,8294,8472
KQ76_RS09415,64,79
KQ76_RS09420,7216,8610
KQ76_RS09425,14861,17887
KQ76_RS09430,7848,16321
KQ76_RS09435,4524,5130
KQ76_RS09440,39107,115566
KQ76_RS09445,2139,1196
KQ76_RS09450,8046,7187
KQ76_RS09455,22693,24899
KQ76_RS09460,58867,50253
KQ76_RS09465,21082,14478
KQ76_RS09470,21,34
KQ76_RS09475,2033,1239
KQ76_RS09480,2957,5409
KQ76_RS09485,10280,1847
KQ76_RS09490,1040,1468
KQ76_RS09495,4561,4131
KQ76_RS09500,7257,3402
KQ76_RS09505,34274,20211
KQ76_RS09510,1496,1848
KQ76_RS09520,1645,5939
KQ76_RS09525,20462,102652
KQ76_RS09530,329,79
KQ76_RS09535,4916,1738
KQ76_RS09545,395,556
KQ76_RS09550,9199,4696
KQ76_RS09555,1870,6734
KQ76_RS09560,5440,20572
KQ76_RS09565,8659,32132
KQ76_RS09570,10427,32731
KQ76_RS09575,10494,31604
KQ76_RS09580,17347,53928
KQ76_RS09585,18274,66927
KQ76_RS09590,12376,34330
KQ76_RS09595,14532,45490
KQ76_RS09600,8229,26543
KQ76_RS09605,10798,24337
KQ76_RS09610,26212,58745
KQ76_RS09615,16599,35931
KQ76_RS09620,29186,66285
KQ76_RS09625,9127,20718
KQ76_RS09630,16685,39749
KQ76_RS09635,12067,26927
KQ76_RS09640,15401,23887
KQ76_RS09645,20540,31336
KQ76_RS09650,32429,51171
KQ76_RS09655,25969,46038
KQ76_RS09660,30757,48671
KQ76_RS09665,14200,17795
KQ76_RS09670,15966,19496
KQ76_RS09675,9872,7814
KQ76_RS09685,233,283
KQ76_RS09690,13991,19203
KQ76_RS09695,8363,17888
KQ76_RS09700,387,581
KQ76_RS09705,17916,39667
KQ76_RS09710,4343,2908
KQ76_RS09715,460,357
KQ76_RS09720,11732,7736
KQ76_RS09725,13056,7686
KQ76_RS09735,6557,28078
KQ76_RS09740,1401,1611
KQ76_RS09745,1785,2528
KQ76_RS09750,8381,15036
KQ76_RS09755,1293,989
KQ76_RS09760,6106,4434
KQ76_RS09765,8007,6428
KQ76_RS09770,78,94
KQ76_RS09775,590,453
KQ76_RS09780,4978,14983
KQ76_RS09785,13313,66356
KQ76_RS09790,548,319
KQ76_RS09795,5441,4143
KQ76_RS09800,1669,1693
KQ76_RS09805,7046,5249
KQ76_RS09810,31,40
KQ76_RS09815,4002,11048
KQ76_RS09820,1458,2430
KQ76_RS09825,51121,177968
KQ76_RS09830,2150,4649
KQ76_RS09835,4809,6414
KQ76_RS09840,3464,3451
KQ76_RS09845,482,317
KQ76_RS09850,1791,2517
KQ76_RS09865,3417,2033
KQ76_RS09870,281,233
KQ76_RS09875,16,24
KQ76_RS09880,1882,1764
KQ76_RS09885,7103,5510
KQ76_RS09890,19271,41285
KQ76_RS09895,37,209
KQ76_RS09900,2231,5541
KQ76_RS09905,695,1678
KQ76_RS09910,9711,4466
KQ76_RS09915,3776,4349
KQ76_RS09920,5978,5982
KQ76_RS09925,26,13
KQ76_RS09930,59757,39427
KQ76_RS09940,2052,936
KQ76_RS09945,26722,17842
KQ76_RS09950,4305,5452
KQ76_RS09960,12399,14143
KQ76_RS09965,3971,3771
KQ76_RS09970,5848,4335
KQ76_RS09975,42964,25417
KQ76_RS09980,3557,763
KQ76_RS09985,1273,241
KQ76_RS09990,1020,536
KQ76_RS09995,5425,4386
KQ76_RS10000,8593,10133
KQ76_RS10005,7972,6616
KQ76_RS10010,11693,9111
KQ76_RS10015,7867,5911
KQ76_RS10020,936,863
KQ76_RS10025,32523,46130
KQ76_RS10030,1640,5946
KQ76_RS10035,4331,2086
KQ76_RS10040,44464,21046
KQ76_RS10045,99,48
KQ76_RS10050,9661,8136
KQ76_RS10055,2874,12353
KQ76_RS10060,1984,5501
KQ76_RS10065,403,486
KQ76_RS10070,2940,3423
KQ76_RS10075,2337,1823
KQ76_RS10080,3196,1511
KQ76_RS10085,1348,400
KQ76_RS10090,22888,52228
KQ76_RS10095,8346,5568
KQ76_RS10100,9807,7326
KQ76_RS10105,9351,7968
KQ76_RS10110,13576,14118
KQ76_RS10115,924,986
KQ76_RS10120,181,500
KQ76_RS10125,27,73
KQ76_RS10130,35213,33248
KQ76_RS10135,1089,1023
KQ76_RS10145,4193,1136
KQ76_RS10150,391,310
KQ76_RS10155,698,255
KQ76_RS10160,13711,68909
KQ76_RS10165,1012,3644
KQ76_RS10170,102,331
KQ76_RS10175,1078,2027
KQ76_RS10180,3001,5654
KQ76_RS10185,632,1358
KQ76_RS10190,8494,39230
KQ76_RS10195,88,230
KQ76_RS10200,1,0
KQ76_RS10205,0,0
KQ76_RS10215,0,0
KQ76_RS10220,0,0
KQ76_RS10225,11,31
KQ76_RS10230,35,88
KQ76_RS10235,82,283
KQ76_RS10240,11,118
KQ76_RS10245,9,110
KQ76_RS10250,129,1409
KQ76_RS10255,66,430
KQ76_RS10260,172,309
KQ76_RS10265,3,12
KQ76_RS10270,19,51
KQ76_RS10275,64,626
KQ76_RS10280,27,246
KQ76_RS10285,1009,531
KQ76_RS10290,7186,5348
KQ76_RS10295,14971,37761
KQ76_RS10300,40,90
KQ76_RS10305,10968,10696
KQ76_RS10310,3246,4426
KQ76_RS10315,4837,6606
KQ76_RS10320,6985,11617
KQ76_RS10325,66189,33809
KQ76_RS10330,256256,181537
KQ76_RS10335,23035,15509
KQ76_RS10340,341855,274693
KQ76_RS10345,381967,376193
KQ76_RS10350,3865,8456
KQ76_RS10355,9752,10858
KQ76_RS10360,694,527
KQ76_RS10365,225,290
KQ76_RS10370,22,44
KQ76_RS10375,1684,428
KQ76_RS10380,3442,919
KQ76_RS10385,3167,1710
KQ76_RS10390,11,3
KQ76_RS10395,1957,480
KQ76_RS10400,8130,4160
KQ76_RS10405,1430,478
KQ76_RS10410,3841,1098
KQ76_RS10415,1046,299
KQ76_RS10420,8,0
KQ76_RS10425,539,2275
KQ76_RS10430,592,1441
KQ76_RS10435,47,125
KQ76_RS10440,264,396
KQ76_RS10445,750,1032
KQ76_RS10450,1147,1312
KQ76_RS10455,763,1086
KQ76_RS10460,451,659
KQ76_RS10465,808,931
KQ76_RS10470,8,18
KQ76_RS10480,4,3
KQ76_RS10485,203,199
KQ76_RS10490,1880,3865
KQ76_RS10495,2837,6399
KQ76_RS10500,783,987
KQ76_RS10505,5720,6484
KQ76_RS10510,11060,11761
KQ76_RS10515,8947,9884
KQ76_RS10520,4479,5343
KQ76_RS10525,16334,6308
KQ76_RS10530,1227,360
KQ76_RS10535,2405,1099
KQ76_RS10540,2877,1644
KQ76_RS10545,7829,6114
KQ76_RS10550,772,646
KQ76_RS10555,1947,1383
KQ76_RS10560,13927,9457
KQ76_RS10565,888,517
KQ76_RS10570,558,603
KQ76_RS10575,656,1673
KQ76_RS10580,187,1009
KQ76_RS10585,6,23
KQ76_RS10590,2281,3442
KQ76_RS10595,496,932
KQ76_RS10600,59405,45889
KQ76_RS10605,8483,5458
KQ76_RS10610,9497,4602
KQ76_RS10615,14617,11492
KQ76_RS10620,63,259
KQ76_RS10625,603,7912
KQ76_RS10630,5,40
KQ76_RS10635,21,122
KQ76_RS10640,17284,15229
KQ76_RS10645,10634,11343
KQ76_RS10655,67016,26094
KQ76_RS10660,5104,4826
KQ76_RS10665,3896,3843
KQ76_RS10670,4091,4057
KQ76_RS10675,3524,3512
KQ76_RS10685,2751,233
KQ76_RS10690,526,1258
KQ76_RS10695,1263,1747
KQ76_RS10700,6076,16895
KQ76_RS10705,19721,47760
KQ76_RS10710,1827,3941
KQ76_RS10720,48556,28596
KQ76_RS10725,324640,188262
KQ76_RS10730,138733,71041
KQ76_RS10735,279130,146964
KQ76_RS10740,87784,40384
KQ76_RS10745,102306,50442
KQ76_RS10750,12656,8361
KQ76_RS10755,145075,76331
KQ76_RS10760,28845,14669
KQ76_RS10765,68869,80156
KQ76_RS10770,35730,42280
KQ76_RS10775,24386,29772
KQ76_RS10780,18117,22848
KQ76_RS10785,1727,1723
KQ76_RS10790,6780,6207
KQ76_RS10795,13003,8178
KQ76_RS10800,9231,5799
KQ76_RS10805,3505,2086
KQ76_RS10810,39,23
KQ76_RS10815,7618,3822
KQ76_RS10820,17602,10133
KQ76_RS10825,20108,103278
KQ76_RS10830,7861,7750
KQ76_RS10835,8996,7229
KQ76_RS10840,119145,109060
KQ76_RS10845,4313,2909
KQ76_RS10850,23470,9484
KQ76_RS10855,556,531
KQ76_RS10860,3969,5146
KQ76_RS10865,9790,10040
KQ76_RS10870,1441,2777
KQ76_RS10875,1982,3007
KQ76_RS10880,1146,1887
KQ76_RS10885,5414,5357
KQ76_RS10890,13391,31638
KQ76_RS10900,1145,641
KQ76_RS10905,8968,9274
KQ76_RS10910,40548,33203
KQ76_RS10915,6588,53438
KQ76_RS10920,298,1253
KQ76_RS10925,7312,9393
KQ76_RS10930,3099,2660
KQ76_RS10935,10657,9559
KQ76_RS10940,1502,11684
KQ76_RS10945,2553,5581
KQ76_RS10950,5132,10566
KQ76_RS10955,52765,45215
KQ76_RS10960,1881,2093
KQ76_RS10965,2526,5368
KQ76_RS10970,616,2870
KQ76_RS10975,163042,538766
KQ76_RS10980,3757,26989
KQ76_RS10985,7971,70087
KQ76_RS10990,1401,8804
KQ76_RS10995,10030,65039
KQ76_RS11000,1519,3035
KQ76_RS11005,12623,16763
KQ76_RS11010,7010,9082
KQ76_RS11015,11869,13184
KQ76_RS11020,6583,7876
KQ76_RS11025,595,1332
KQ76_RS11030,1572,4956
KQ76_RS11035,1942,7417
KQ76_RS11040,2967,8509
KQ76_RS11045,1478,4584
KQ76_RS11050,1440,2789
KQ76_RS11060,45,26
KQ76_RS11065,123,201
KQ76_RS11070,367,47
KQ76_RS11075,7715,16152
KQ76_RS11080,5560,9569
KQ76_RS11085,2283,1814
KQ76_RS11090,8312,12775
KQ76_RS11095,11371,12538
KQ76_RS11100,5729,7399
KQ76_RS11105,2181,4571
KQ76_RS11110,62031,133381
KQ76_RS11115,1248,3068
KQ76_RS11125,1564,2292
KQ76_RS11130,3764,2912
KQ76_RS11135,8,46
KQ76_RS11140,1615,14584
KQ76_RS11145,4622,40269
KQ76_RS11150,968,14577
KQ76_RS11155,6581,42541
KQ76_RS11160,62256,319250
KQ76_RS11165,25270,103574
KQ76_RS11170,147757,636659
KQ76_RS11175,46082,215437
KQ76_RS11180,2154,4580
KQ76_RS11185,5522,14728
KQ76_RS11190,671,1816
KQ76_RS11195,21335,18392
KQ76_RS11200,27987,22875
KQ76_RS11205,625,420
KQ76_RS11210,8968,5320
KQ76_RS11215,5848,3905
KQ76_RS11230,154,173
KQ76_RS11235,1822,2285
KQ76_RS11245,65,22
KQ76_RS11250,34,16
KQ76_RS11255,22,13
KQ76_RS11260,5038,3771
KQ76_RS11265,209,292
KQ76_RS11270,9,43
KQ76_RS11275,437,1435
KQ76_RS11280,423,593
KQ76_RS11285,1451,1484
KQ76_RS11290,1467,38120
KQ76_RS11295,255,1208
KQ76_RS11300,944,4369
KQ76_RS11305,36,803
KQ76_RS11310,47,405
KQ76_RS11315,895,892
KQ76_RS11320,88349,26834
KQ76_RS11325,100544,26495
KQ76_RS11330,6619,4467
KQ76_RS11335,6815,3812
KQ76_RS11340,6715,4434
KQ76_RS11345,2728,1568
KQ76_RS11350,87017,20061
KQ76_RS11355,206050,48227
KQ76_RS11360,71925,18371
KQ76_RS11365,70641,19031
KQ76_RS11370,815,178
KQ76_RS11375,20946,6708
KQ76_RS11380,105517,27235
KQ76_RS11385,380417,107370
KQ76_RS11390,61014,16747
KQ76_RS11395,29376,8028
KQ76_RS11400,113762,35174
KQ76_RS11405,39475,9513
KQ76_RS11410,93864,26635
KQ76_RS11415,33160,8428
KQ76_RS11425,41769,11600
KQ76_RS11430,21310,6777
KQ76_RS11435,84731,27406
KQ76_RS11440,13012,3549
KQ76_RS11445,5135,1555
KQ76_RS11450,83625,28475
KQ76_RS11455,116842,38501
KQ76_RS11460,39423,13711
KQ76_RS11465,2856,897
KQ76_RS11470,167132,64757
KQ76_RS11475,31542,11756
KQ76_RS11480,162797,70181
KQ76_RS11485,130829,56407
KQ76_RS11490,58375,23479
KQ76_RS11495,2933,2101
KQ76_RS11500,104683,39933
KQ76_RS11505,7429,11440
KQ76_RS11510,28,14
KQ76_RS11515,3971,4548
KQ76_RS11520,9632,7280
KQ76_RS11525,2832,3433
KQ76_RS11530,4607,3028
KQ76_RS11535,1836,1117
KQ76_RS11540,19874,43448
KQ76_RS11545,5320,7595
KQ76_RS11550,801,430
KQ76_RS11555,875,720
KQ76_RS11560,622,399
KQ76_RS11565,7590,5483
KQ76_RS11570,338,311
KQ76_RS11575,319,1140
KQ76_RS11580,244,1054
KQ76_RS11585,4432,9053
KQ76_RS11590,4766,8969
KQ76_RS11595,884,1955
KQ76_RS11600,420,915
KQ76_RS11605,921,1591
KQ76_RS11610,5941,10133
KQ76_RS11615,9361,12966
KQ76_RS11620,1122,1706
KQ76_RS11625,3496,4220
KQ76_RS11630,3834,4424
KQ76_RS11635,8874,9532
KQ76_RS11640,3284,1669
KQ76_RS11645,6843,7504
KQ76_RS11650,3238,2693
KQ76_RS11655,2296,1922
KQ76_RS11660,2076,1358
KQ76_RS11665,214,204
KQ76_RS11670,187,291
KQ76_RS11675,195,535
KQ76_RS11680,118,409
KQ76_RS11685,227,649
KQ76_RS11690,2818,6407
KQ76_RS11700,1076,2088
KQ76_RS11705,1207,1892
KQ76_RS11710,2899,3704
KQ76_RS11715,11907,1677
KQ76_RS11720,117,124
KQ76_RS11725,135,128
KQ76_RS11730,1242,1155
KQ76_RS11735,5273,4617
KQ76_RS11740,116948,17438
KQ76_RS11745,345,3113
KQ76_RS11750,20408,66699
KQ76_RS11755,15238,28523
KQ76_RS11760,1196,833
KQ76_RS11765,2816,928
KQ76_RS11775,37155,42890
KQ76_RS11780,3336,5129
KQ76_RS11790,652,642
KQ76_RS11795,1165,400
KQ76_RS11800,4365,27083
KQ76_RS11805,77747,396606
KQ76_RS11810,10175,40503
KQ76_RS11815,3897,17942
KQ76_RS11820,6259,9571
KQ76_RS11825,5639,2536
KQ76_RS11830,86,45
KQ76_RS11835,9899,14666
KQ76_RS11840,30465,24709
KQ76_RS11845,1320,1499
KQ76_RS11850,666,699
KQ76_RS11855,877,932
KQ76_RS11860,4429,4437
KQ76_RS11865,1036,1082
KQ76_RS11870,2515,4226
KQ76_RS11875,5460,19638
KQ76_RS11880,2214,561
KQ76_RS11885,448,872
KQ76_RS11890,4200,7357
KQ76_RS11895,1915,2197
KQ76_RS11900,15061,64582
KQ76_RS11905,1156,1598
KQ76_RS11910,20915,14646
KQ76_RS11915,7407,5800
KQ76_RS11920,1991,5519
KQ76_RS11925,497,2206
KQ76_RS11930,10362,45879
KQ76_RS11935,41386,6150
KQ76_RS11940,993,1517
KQ76_RS11945,2862,4818
KQ76_RS11955,2844,3385
KQ76_RS11960,66,112
KQ76_RS11965,17864,7440
KQ76_RS11970,6081,2233
KQ76_RS11975,2541,970
KQ76_RS11980,796,891
KQ76_RS11985,42985,7240
KQ76_RS11990,5668,5417
KQ76_RS11995,3989,2286
KQ76_RS12000,752,1903
KQ76_RS12005,2465,7059
KQ76_RS12010,15271,14706
KQ76_RS12015,4927,2606
KQ76_RS12020,14591,10852
KQ76_RS12025,3715,2559
KQ76_RS12030,3380,2010
KQ76_RS12035,1928,1958
KQ76_RS12040,1874,976
KQ76_RS12045,12,32
KQ76_RS12050,7364,5197
KQ76_RS12055,294,183
KQ76_RS12060,1461,2175
KQ76_RS12065,8116,8680
KQ76_RS12070,189,507
KQ76_RS12075,266,470
KQ76_RS12080,1320,759
KQ76_RS12085,3795,1842
KQ76_RS12090,482,13633
KQ76_RS12095,353,14592
KQ76_RS12100,166,1349
KQ76_RS12105,2857,4582
KQ76_RS12110,6524,7610
KQ76_RS12115,28516,30315
KQ76_RS12120,60576,5807
KQ76_RS12125,8962,12881
KQ76_RS12130,6478,22112
KQ76_RS12135,356,154
KQ76_RS12140,12806,6599
KQ76_RS12145,493,1147
KQ76_RS12150,463,1450
KQ76_RS12155,1,2
KQ76_RS12160,858,433
KQ76_RS12165,9,168
KQ76_RS12170,1010,19214
KQ76_RS12175,3974,12517
KQ76_RS12180,3925,11699
KQ76_RS12185,1231,5608
KQ76_RS12190,1629,497
KQ76_RS12195,6617,9753
KQ76_RS12200,5294,23087
KQ76_RS12205,2012,803
KQ76_RS12210,67191,32832
KQ76_RS12215,1699,359
KQ76_RS12220,5498,1070
KQ76_RS12225,2402,2117
KQ76_RS12230,4955,1067
KQ76_RS12235,238,530
KQ76_RS12240,213,322
KQ76_RS12245,3667,7413
KQ76_RS12250,3590,7193
KQ76_RS12255,3372,5038
KQ76_RS12260,1579,2344
KQ76_RS12265,461,829
KQ76_RS12270,1310,2249
KQ76_RS12275,8522,2729
KQ76_RS12280,1165,984
KQ76_RS12285,16,7
KQ76_RS12290,2114,631
KQ76_RS12295,1300,201
KQ76_RS12300,139,196
KQ76_RS12305,9432,4737
KQ76_RS12310,349,90
KQ76_RS12315,1217,672
KQ76_RS12320,1145,4024
KQ76_RS12325,304,532
KQ76_RS12330,142,314
KQ76_RS12335,11,7
KQ76_RS12340,5122,2333
KQ76_RS12345,3304,1378
KQ76_RS12350,13887,8888
KQ76_RS12355,15232,25522
KQ76_RS12360,34525,46851
KQ76_RS12365,14092,21615
KQ76_RS12370,13538,52523
KQ76_RS12375,201,671
KQ76_RS12380,4670,20371
KQ76_RS12385,2002,2518
KQ76_RS12390,45,28
KQ76_RS12395,6876,2724
KQ76_RS12400,306,302
KQ76_RS12405,1031,493
KQ76_RS12410,965,506
KQ76_RS12415,1689,893
KQ76_RS12420,82,216
KQ76_RS12425,270,421
KQ76_RS12430,777,1072
KQ76_RS12435,311,416
KQ76_RS12440,258,294
KQ76_RS12445,40,74
KQ76_RS12450,8,22
KQ76_RS12455,1,10
KQ76_RS12460,441,682
KQ76_RS12465,734,1751
KQ76_RS12470,20,37
KQ76_RS12475,116,632
KQ76_RS12480,705,2906
KQ76_RS12485,7986,8274
KQ76_RS12490,3241,3180
KQ76_RS12495,18638,6464
KQ76_RS12500,284,897
KQ76_RS12505,3025,4216
KQ76_RS12510,186,329
KQ76_RS12515,42368,12072
KQ76_RS12520,12160,7467
KQ76_RS12525,61,36
KQ76_RS12530,21514,12364
KQ76_RS12535,5,5
KQ76_RS12540,5903,3816
KQ76_RS12545,1840,4246
KQ76_RS12555,1351,1953
KQ76_RS12560,9799,5529
KQ76_RS12565,3545,10520
KQ76_RS12570,2985,8715
KQ76_RS12575,1802,6083
KQ76_RS12580,2333,5678
KQ76_RS12595,412,773
KQ76_RS12600,6367,7690
KQ76_RS12605,3739,33557
KQ76_RS12610,12945,23914
KQ76_RS12615,7631,49563
KQ76_RS12620,2367,14223
KQ76_RS12625,2954,6973
KQ76_RS12630,1523,1177
KQ76_RS12635,133,153
KQ76_RS12640,18,64
KQ76_RS12645,194,286
KQ76_RS12650,6071,7637
KQ76_RS12655,3219,1650
KQ76_RS12660,3043,1848
KQ76_RS12665,832,335
KQ76_RS12670,1500,574
KQ76_RS12675,1781,705
KQ76_RS12680,1830,837
KQ76_RS12685,3625,1284
KQ76_RS12690,255,321
KQ76_RS12695,136,139
KQ76_RS12700,493,284
KQ76_RS12705,2894,45881
KQ76_RS12710,220,4299
KQ76_RS12715,8177,28665
KQ76_RS12720,2769,83491
KQ76_RS12725,176,169
KQ76_RS12730,98,79
KQ76_RS12735,175,78
KQ76_RS12740,149,112
KQ76_RS12745,42,55
KQ76_RS12750,1622,1097
KQ76_RS12755,1431,868
KQ76_RS12760,1191,4860
KQ76_RS12765,890,3514
KQ76_RS12770,7613,4049
KQ76_RS12775,201,360
KQ76_RS12780,730,1146
KQ76_RS12785,230,226
KQ76_RS12790,63,83
KQ76_RS12795,3624,2064
KQ76_RS12800,127,63
KQ76_RS12805,21392,7759
KQ76_RS12810,2081,845
KQ76_RS12815,464,186
KQ76_RS12820,2292,1216
KQ76_RS12825,1818,1637
KQ76_RS12830,7267,3048
KQ76_RS12835,0,0
KQ76_RS12840,1,10
KQ76_RS12845,6238,61742
KQ76_RS12850,2802,23711
KQ76_RS12855,379,3111
KQ76_RS12860,3706,7232
KQ76_RS12865,1567,3070
KQ76_RS12870,101,271
KQ76_RS12875,18960,32800
KQ76_RS12880,129016,34066
KQ76_RS12885,6501,8115
KQ76_RS12890,790,374
KQ76_RS12895,617,364
KQ76_RS12900,1382,855
KQ76_RS12905,2145,527
KQ76_RS12910,1130,242
KQ76_RS12915,35966,47556
KQ76_RS12920,17222,10225
KQ76_RS12925,326,7180
KQ76_RS12930,41,1147
KQ76_RS12935,85,427
KQ76_RS12940,549,1727
KQ76_RS12945,2716,3342
KQ76_RS12950,5331,7305
KQ76_RS12955,37654,11745
KQ76_RS12960,198,138
KQ76_RS12970,340,235
KQ76_RS12975,877,607
KQ76_RS12980,4226,1232
KQ76_RS12985,238,111
KQ76_RS12990,35,37
KQ76_RS12995,7678,16490
KQ76_RS13000,2013,3287
KQ76_RS13005,14595,23851
KQ76_RS13010,56,56
KQ76_RS13015,5708,2765
KQ76_RS13020,9558,8235
KQ76_RS13025,872,843
KQ76_RS13030,673,736
KQ76_RS13035,1126,2864
KQ76_RS13040,31073,316258
KQ76_RS13045,18472,161626
KQ76_RS13050,46,94
KQ76_RS13055,884,1324
KQ76_RS13060,1045,1709
KQ76_RS13065,9923,1400
KQ76_RS13070,9856,6553
KQ76_RS13075,66420,40412
KQ76_RS13080,315,514
KQ76_RS13085,7634,123255
KQ76_RS13090,130,947
KQ76_RS13095,1544,7201
KQ76_RS13100,13,90
KQ76_RS13105,1045,16492
KQ76_RS13110,691,1889
KQ76_RS13115,424,452
KQ76_RS13120,135311,122306
KQ76_RS13125,281,164
KQ76_RS13130,1892,6202
KQ76_RS13135,13784,29434
KQ76_RS13140,1814,2517
KQ76_RS13145,1590,7478
KQ76_RS13150,1511,7641
KQ76_RS13155,13419,99825
KQ76_RS13160,4140,23915
KQ76_RS13165,8909,59933
KQ76_RS13170,19876,100172
KQ76_RS13175,2641,10219
KQ76_RS13180,9130,1989
KQ76_RS13185,116248,25336
KQ76_RS13190,630982,81597
KQ76_RS13195,603,426
KQ76_RS13205,1127,1161
KQ76_RS13215,198,799
KQ76_RS13220,625,1793
KQ76_RS13225,1534,3773
KQ76_RS13230,44,27
KQ76_RS13235,463,447
KQ76_RS13240,886,923
KQ76_RS13245,4904,24852
KQ76_RS13250,17552,89706
KQ76_RS13255,827,3023
KQ76_RS13260,927,1589
KQ76_RS13265,413,1979
KQ76_RS13270,42,44
KQ76_RS13275,249,542
KQ76_RS13280,24,49
KQ76_RS13285,806,5403
KQ76_RS13290,19763,6427
KQ76_RS13295,642,400
KQ76_RS13300,811,947
KQ76_RS13305,37181,44377
KQ76_RS13310,532,727
KQ76_RS13315,58,108
KQ76_RS13320,1658,4227
KQ76_RS13325,216,287
KQ76_RS13330,3688,3096
KQ76_RS13335,1104,766
KQ76_RS13340,3126,1927
KQ76_RS13345,1066,413
KQ76_RS13350,6885,1951
KQ76_RS13360,7948,7203
KQ76_RS13365,407,724
KQ76_RS13370,898,2536
KQ76_RS13375,33680,70066
KQ76_RS13380,345960,103110
KQ76_RS13385,128,829
KQ76_RS13390,15089,91624
KQ76_RS13395,1125,13864
KQ76_RS13400,108,148
KQ76_RS13405,34315,17056
KQ76_RS13410,27421,18817
KQ76_RS13415,4,3
KQ76_RS13420,227,231
KQ76_RS13425,36448,5188
KQ76_RS13430,5,2
KQ76_RS13435,1,6
KQ76_RS13440,2499,4132
KQ76_RS13445,8583,9953
KQ76_RS13450,3654,2427
KQ76_RS13455,25,43
KQ76_RS13460,1718,3394
KQ76_RS13465,3271,1806
KQ76_RS13470,12,10
KQ76_RS13475,1101,1002
KQ76_RS13480,7,0
KQ76_RS13485,4,1
KQ76_RS13495,4607,6787
KQ76_RS13500,654,969
KQ76_RS13510,3716,3148
KQ76_RS13515,48,38
KQ76_RS13525,306,983
KQ76_RS13530,2935,1550
KQ76_RS13535,988,1124
KQ76_RS13540,64504,47140
KQ76_RS13545,2008,1227
KQ76_RS13550,2646,2343
KQ76_RS13555,925,1678
KQ76_RS13560,199,115
KQ76_RS13565,294,138
KQ76_RS13570,2,3
KQ76_RS13575,117,121
KQ76_RS13580,1464,673
KQ76_RS13585,299,106
KQ76_RS13590,352,147
KQ76_RS13595,2617,1419
KQ76_RS13600,4943,28805
KQ76_RS13605,3206,14738
KQ76_RS13610,60792,49992
KQ76_RS13615,24142,16273
KQ76_RS13620,3059,16957
KQ76_RS13625,19431,72662
KQ76_RS13630,21837,58063
KQ76_RS13635,14170,38183
KQ76_RS13640,10053,31308
KQ76_RS13645,1265,1139
KQ76_RS13650,2442,2239
KQ76_RS13655,3145,2301
KQ76_RS13660,1899,1095
KQ76_RS13665,76204,33208
KQ76_RS13670,1482,2293
KQ76_RS13675,235,1332
KQ76_RS13680,738,3135
KQ76_RS13685,881,4300
KQ76_RS13690,5470,15340
KQ76_RS13695,1724,7322
KQ76_RS13700,107,517
KQ76_RS13705,149,254
KQ76_RS13710,476,757
KQ76_RS13715,371,677
KQ76_RS13720,189,355
KQ76_RS13725,2022,775
KQ76_RS13730,117,595
KQ76_RS13735,49,161
KQ76_RS13740,454,718
KQ76_RS13745,1565,962
KQ76_RS13750,78150,52316
KQ76_RS13760,634,2669
KQ76_RS13765,324,1419
KQ76_RS13770,124,391
KQ76_RS13775,131,283
KQ76_RS13780,167,265
KQ76_RS13785,392,527
KQ76_RS13790,413,535
KQ76_RS13795,49,101
KQ76_RS13805,1690,968
KQ76_RS13810,124,51
KQ76_RS13815,364,141
KQ76_RS13820,649,373
KQ76_RS13825,142,104
KQ76_RS13830,121,63
KQ76_RS13835,3643,27818
KQ76_RS13840,1952,3888
KQ76_RS13845,2068,3921
KQ76_RS13850,4253,1297
KQ76_RS13855,2648,7642
KQ76_RS13860,1119,486
KQ76_RS13865,15055,9774
KQ76_RS13870,4400,7722
KQ76_RS13875,3415,10866
KQ76_RS13880,7157,23311
KQ76_RS13885,8349,16810
KQ76_RS13890,774,6786
KQ76_RS13895,843,1382
KQ76_RS13900,1323,2104
KQ76_RS13905,75,177
KQ76_RS13910,1896,1995
KQ76_RS13915,1234,340
KQ76_RS13920,2121,1020
KQ76_RS13925,4507,1640
KQ76_RS13930,13111,7769
KQ76_RS13935,1003,3384
KQ76_RS13940,158,735
KQ76_RS13945,336,1823
KQ76_RS13955,3682,9777
KQ76_RS13960,2234,4986
KQ76_RS13965,10455,18436
KQ76_RS13970,1893,2241
KQ76_RS13975,1310,1230
KQ76_RS13980,729,1020
KQ76_RS14140,882,913
KQ76_RS14150,2069,401
KQ76_RS14155,47,68
KQ76_RS14160,245,151
KQ76_RS14165,12,63
KQ76_RS14170,284,373
KQ76_RS14175,96,212
KQ76_RS14180,553,841
KQ76_RS14185,34,85
KQ76_RS14190,214,560
KQ76_RS14195,16,10
KQ76_RS14200,1,1
KQ76_RS14205,296,338
KQ76_RS14210,10,32
KQ76_RS14215,123,116
KQ76_RS14220,9,7
KQ76_RS14225,321,104
KQ76_RS14230,206,129
KQ76_RS14235,0,0
KQ76_RS14240,43,77
