X,dpurR.T3.R1,dpurR.T3.R2,dpurR.T5.R1,dpurR.T5.R2,WT.T3.R1,WT.T3.R2,WT.T5.R1,WT.T5.R2
SAUSA300_0970,52440,55569,29110,57673,2547,1713,1579,1410
SAUSA300_0971,281685,299223,159316,281393,14160,8726,7358,7318
SAUSA300_0972,226440,240234,128441,217138,12926,8282,5138,5390
SAUSA300_0973,154333,159978,86811,142260,9286,6137,3322,3164
SAUSA300_0974,73837,76808,41314,67949,4319,2889,1435,1322
SAUSA300_0975,213082,219312,133937,218085,12831,8909,4356,4340
SAUSA300_0976,232005,243698,163621,259553,15360,9899,4697,4950
SAUSA300_0977,795,792,547,855,912,595,683,722
SAUSA300_0978,2474,2538,1666,2979,4504,2871,2519,2676
SAUSA300_0979,809,924,527,1038,1687,1137,1201,1235
SAUSA300_0980,15687,18386,11585,20101,25109,15660,14973,14223
SAUSA300_0981,3316,3517,1401,2361,4875,3249,3991,3683
SAUSA300_0982,10420,11242,10121,9175,19961,11300,20296,15138
SAUSA300_0983,34897,37296,20009,37332,27174,15945,30838,29490
SAUSA300_0984,184471,197968,105067,195692,140304,84612,129404,147244
SAUSA300_0985,120,151,133,129,307,169,677,656
SAUSA300_0986,7877,8481,886,1401,3834,2421,1078,1040
SAUSA300_0987,6158,6696,461,783,2690,1792,617,580
SAUSA300_0988,7126,7171,2189,3555,5699,3764,4725,4477
SAUSA300_0989,55612,59422,23552,40987,53539,34409,54124,56751
SAUSA300_0990,3569,3902,2076,4116,3200,2263,3948,3188
SAUSA300_0991,5821,6340,931,1269,6176,3842,3360,3523
SAUSA300_0992,11420,12035,2741,2773,9270,6110,5418,5032
SAUSA300_0993,58075,60992,36246,76876,50195,32684,39700,42922
SAUSA300_0994,44660,48050,25158,47291,46265,29771,34130,39005
SAUSA300_0995,84709,87640,42286,79189,73585,48130,57726,69753
SAUSA300_0996,120503,129822,72023,131178,111135,65295,94486,117563
SAUSA300_0997,1222,1266,708,1207,947,588,1306,1298
SAUSA300_0998,978,1076,304,413,523,364,326,286
SAUSA300_0999,1431,1478,353,503,842,542,349,377
SAUSA300_1000,777,805,175,236,439,303,151,152
SAUSA300_1001,1152,1243,236,344,645,405,171,196
SAUSA300_1002,2508,2673,1582,2848,1763,1088,1740,1446
SAUSA300_1003,43326,46369,32219,52619,54958,37694,70381,68644
SAUSA300_1004,6971,7756,2275,4004,7339,4734,6693,5940
SAUSA300_1005,4888,5328,4699,8389,4793,3164,15708,16506
SAUSA300_1006,4799,5066,2428,3299,7357,4565,10904,11944
SAUSA300_1007,17807,18444,13317,24749,20339,13770,24352,26005
SAUSA300_1008,1346,1520,1689,3948,815,506,2823,2221
SAUSA300_1009,14176,15129,4458,5328,9077,5685,9334,9192
SAUSA300_1010,1676,1721,905,1360,2154,1438,2028,1911
SAUSA300_1011,3742,3820,1787,2648,3273,2057,3797,3749
SAUSA300_1012,7233,7850,2821,3713,8113,4110,8883,7925
SAUSA300_1013,12114,12992,4158,4267,15615,10330,8548,9340
SAUSA300_1014,45185,48072,26666,61533,63271,40127,84414,87062
SAUSA300_1015,14406,15711,9668,26343,15061,9558,26521,23176
SAUSA300_1016,26195,28623,17651,43690,17361,10192,32327,29853
SAUSA300_1017,14347,14726,9060,21295,8348,5433,16895,16017
SAUSA300_1018,9372,10086,5434,8270,9779,6434,10678,11021
SAUSA300_1019,2767,2959,1700,2647,2931,2004,3434,3756
SAUSA300_1020,4623,4934,731,1757,3307,2359,1914,2090
SAUSA300_1021,863,958,296,423,639,470,438,408
SAUSA300_1022,762,850,102,155,463,325,336,379
SAUSA300_1023,1678,1833,718,1267,1585,957,1013,1033
SAUSA300_1024,1817,1918,646,1095,1616,956,1059,1157
SAUSA300_1025,704,783,222,342,902,614,564,669
SAUSA300_1026,36131,38641,6501,10146,19347,12035,8692,9817
SAUSA300_1027,13191,13575,6366,11571,4655,3103,10726,9428
SAUSA300_1028,757,866,194,235,763,501,447,387
SAUSA300_1029,3706,3816,590,871,4079,2998,5045,4355
SAUSA300_1030,485,528,243,180,673,407,667,558
SAUSA300_1031,268,284,116,97,452,241,311,246
SAUSA300_1032,205,232,115,96,528,369,344,310
SAUSA300_1033,187,172,143,237,421,254,353,326
SAUSA300_1034,87,95,55,81,92,57,95,111
SAUSA300_1035,108,105,38,62,106,75,90,106
SAUSA300_1036,6184,6598,2395,3469,8044,4963,5352,4690
SAUSA300_1037,4504,4833,1797,3040,3914,2520,3360,3925
SAUSA300_1038,20315,21504,7810,12768,15466,10102,17143,19190
SAUSA300_1039,1701,1787,364,590,1366,873,930,1043
SAUSA300_1040,951,1033,446,783,1006,738,623,559
SAUSA300_1041,1869,2079,1134,1223,2140,1318,2070,2083
SAUSA300_1042,4655,4972,1963,1726,4566,2900,1586,1698
SAUSA300_1043,6735,7314,1954,2369,5241,3265,1691,1748
SAUSA300_1044,35499,36529,23658,32782,18586,11037,48796,56162
SAUSA300_1045,5999,6204,4151,5916,4178,2725,2859,3146
SAUSA300_1046,9175,9562,11748,18498,8818,5367,10554,10248
SAUSA300_1047,26764,27975,51545,89328,31520,20656,22684,27187
SAUSA300_1048,15137,15671,43158,73805,16992,11329,15331,20249
SAUSA300_1049,7659,8138,5323,7856,11432,7478,12180,13420
SAUSA300_1050,6163,6587,4358,6077,7352,4520,10687,12367
SAUSA300_1051,8803,9231,6107,9139,11058,6848,17579,20507
SAUSA300_1052,7347,7735,304,485,4538,2762,3424,3807
SAUSA300_1053,3129,3440,1312,3331,1556,861,3514,2804
SAUSA300_1054,1042,1229,913,2240,1260,973,1170,838
SAUSA300_1055,11672,12436,500,1043,7265,4409,4725,4216
SAUSA300_1056,6850,7465,220,518,4677,2906,2420,2294
SAUSA300_1057,3978,4484,1726,4238,3092,1831,3586,3276
SAUSA300_1058,41883,44689,200930,622240,17649,11508,86640,78551
SAUSA300_1059,370,343,132,146,228,129,285,259
SAUSA300_1060,266,321,108,130,155,85,202,203
SAUSA300_1061,427,477,139,259,249,184,318,354
SAUSA300_1062,517,613,1419,4481,634,360,441,467
SAUSA300_1063,576,574,1984,4300,596,365,373,640
SAUSA300_1064,1061,1141,3201,5891,1111,799,1234,1618
SAUSA300_1065,8091,8993,720,1066,7281,4727,2267,1974
SAUSA300_1067,5478,5822,23567,58091,6449,4163,98854,95145
SAUSA300_1068,2567,2767,9793,18568,2992,1572,39760,43449
SAUSA300_1069,2510,2641,1167,1829,3050,1820,4451,3847
SAUSA300_1070,5116,5366,3724,7637,3380,2170,6798,7422
SAUSA300_1071,9200,9845,4575,6147,9059,5937,7085,6976
SAUSA300_1072,43840,46981,15608,30968,52363,33939,35419,31145
SAUSA300_1073,43464,45947,9521,19841,52498,35812,27793,24788
SAUSA300_1074,8925,9396,2562,6780,11363,8066,8058,6375
SAUSA300_1075,31922,33399,15412,20888,43028,27416,28525,29572
SAUSA300_1076,4676,5234,1877,2799,5805,3493,2848,3271
SAUSA300_1077,10862,11816,3467,5695,12837,8123,4321,5448
SAUSA300_1078,14742,15986,3860,6859,13664,9273,4541,5155
SAUSA300_1079,79186,85286,19476,39227,65950,41898,32273,30722
SAUSA300_1080,135322,142129,35984,72425,129899,81662,76975,90486
SAUSA300_1081,5180,5433,2975,6811,5063,3347,6658,6499
SAUSA300_1082,25228,26966,10271,15321,18240,12061,14681,14540
SAUSA300_1083,33806,35693,12608,18255,32317,21579,21838,24384
SAUSA300_1084,7018,8167,3035,4782,3180,1843,5488,4536
SAUSA300_1085,3693,3668,1621,1686,2658,1763,2989,3067
SAUSA300_1086,13620,14238,6382,7024,15506,9981,19956,20433
SAUSA300_1087,24376,26540,8521,14325,19596,12269,24428,27081
SAUSA300_1088,2645,2721,1209,1878,2477,1561,2018,2031
SAUSA300_1089,948,974,249,417,405,254,335,323
SAUSA300_1090,4784,5027,1405,2465,2541,1669,1803,2015
SAUSA300_1091,1795,1953,1070,1850,1054,667,1469,1643
SAUSA300_1092,1410,1541,292,172,613,387,583,731
SAUSA300_1093,1447,1534,263,193,812,579,703,820
SAUSA300_1094,1633,1789,300,292,919,657,813,890
SAUSA300_1095,1335,1516,252,297,970,526,767,814
SAUSA300_1096,3925,4307,1200,1836,3316,2117,2706,3008
SAUSA300_1097,692,745,230,371,615,377,485,496
SAUSA300_1098,699,777,267,363,759,440,513,621
SAUSA300_1099,893,929,423,699,830,522,1272,1156
SAUSA300_1100,6423,6814,4812,8641,6155,4081,11215,12261
SAUSA300_1101,11012,11879,4368,3114,11110,7272,5274,5800
SAUSA300_1102,20041,21357,7328,8965,33354,21514,30478,29246
SAUSA300_1103,4545,4695,1927,2118,7128,4657,7734,7613
SAUSA300_1104,4702,4902,1842,3050,6456,4225,4531,4756
SAUSA300_1105,11600,12294,5475,8918,15075,9720,12774,14790
SAUSA300_1106,766,844,351,634,956,665,1816,2062
SAUSA300_1107,12677,13482,17725,24858,13400,8663,28382,25491
SAUSA300_1108,639,647,301,504,550,390,538,571
SAUSA300_1109,2535,2557,934,1545,2365,1627,1670,1564
SAUSA300_1110,5971,6138,1627,2668,4022,2571,2642,2598
SAUSA300_1111,7257,7743,1957,3287,6251,4186,3971,4133
SAUSA300_1112,3015,3066,783,1299,2300,1477,1437,1562
SAUSA300_1113,13988,15098,3274,5942,11221,7130,5008,6041
SAUSA300_1114,4596,4885,1303,2083,4225,2692,2168,2103
SAUSA300_1115,3618,4022,1152,1991,2842,1784,1805,1909
SAUSA300_1116,4232,4437,1476,2990,3565,2265,2338,2206
SAUSA300_1117,165043,170408,267991,500637,346398,196635,685804,629814
SAUSA300_1118,3740,3871,1386,2361,4015,2637,1886,1930
SAUSA300_1119,19113,20440,6066,8990,17810,11434,8240,8977
SAUSA300_1120,12346,13469,5747,8972,14164,9191,8999,10381
SAUSA300_1121,11964,13187,2035,3556,4463,2876,1997,2249
SAUSA300_1122,19782,20834,2839,4916,7105,4270,2489,3189
SAUSA300_1123,20704,21954,3284,5602,8270,5362,2922,3692
SAUSA300_1124,22595,24229,5599,10079,9064,5455,4062,5318
SAUSA300_1125,25391,26896,6192,11786,11273,5896,23345,25500
SAUSA300_1126,1836,1962,565,1138,2068,1230,957,1154
SAUSA300_1127,9087,9706,2629,4361,7750,5060,4932,5319
SAUSA300_1128,5083,5318,1561,2216,4485,2704,2376,2791
SAUSA300_1129,1396,1385,480,741,978,714,556,512
SAUSA300_1130,17720,19038,5517,7330,15229,9589,5826,7343
SAUSA300_1131,5979,6300,3409,7407,2678,1574,4396,4327
SAUSA300_1132,730,773,377,779,505,307,522,489
SAUSA300_1133,1646,1747,934,1585,1141,748,1164,1169
SAUSA300_1134,33999,36639,7809,15907,12169,7259,4894,5156
SAUSA300_1135,3227,3528,1467,3145,2899,1999,2615,2610
SAUSA300_1136,1334,1393,615,1037,1121,740,1289,1147
SAUSA300_1137,1745,1828,663,1123,1804,1224,1042,1092
SAUSA300_1138,34288,35647,17498,39305,32484,20702,10341,10010
SAUSA300_1139,31397,31992,20868,45941,21988,14680,10391,11604
SAUSA300_1140,739,804,2089,3804,668,507,1259,1060
SAUSA300_1141,627,666,1262,2199,564,335,856,726
SAUSA300_1142,329,322,232,430,260,219,632,597
SAUSA300_1143,15210,15904,3667,5686,12416,7992,6298,6594
SAUSA300_1144,12268,13002,2761,4196,8091,5284,3902,4243
SAUSA300_1145,9631,10113,2937,7352,9278,6294,7600,7068
SAUSA300_1146,5115,5324,1353,3313,4779,2930,2863,2996
SAUSA300_1147,21485,22509,6036,14508,15348,9845,10940,11468
SAUSA300_1148,18357,19908,6615,16471,10719,6866,10083,10009
SAUSA300_1149,45916,48245,12768,21734,12074,7588,4161,4610
SAUSA300_1150,66711,70652,20861,48483,35470,21859,37359,33762
SAUSA300_1151,8555,8765,1920,3706,10041,5983,8358,8854
SAUSA300_1152,18799,20110,3985,7682,16891,11039,15107,17630
SAUSA300_1153,5788,6459,1697,3501,3506,2125,2698,2860
SAUSA300_1154,4965,5626,1424,2998,4111,2419,2416,2729
SAUSA300_1155,11642,12391,2811,3737,9795,6234,4452,4702
SAUSA300_1156,28490,31064,6733,10445,23180,14174,9729,10810
SAUSA300_1157,31387,33688,13171,23455,27109,17730,33313,36752
SAUSA300_1158,4551,4674,5118,6867,4158,2861,6843,6788
SAUSA300_1159,9375,10078,6929,8454,9725,5798,11155,12505
SAUSA300_1160,1378,1380,912,1226,1068,729,1406,1383
SAUSA300_1161,1671,1805,1197,1682,1159,766,1827,1816
SAUSA300_1162,41940,45028,31064,48081,36488,22834,41140,47390
SAUSA300_1163,5886,6373,2276,4870,3834,2475,3409,3499
SAUSA300_1164,1587,1724,1077,2106,1502,1054,1589,1102
SAUSA300_1165,7945,8622,3514,4396,8051,5351,3475,3646
SAUSA300_1166,38127,39920,11410,18408,10187,6769,9508,9577
SAUSA300_1167,69767,72791,24638,31105,58848,37534,50983,52496
SAUSA300_1168,48786,52030,33152,51900,51359,34233,32838,34120
SAUSA300_1169,18452,20017,10614,17289,25577,16599,16514,18049
SAUSA300_1170,2254,2433,1420,2650,3471,2203,2534,2866
SAUSA300_1171,1497,1659,1004,1524,2021,1286,2659,3073
SAUSA300_1172,6052,6644,2217,2920,4999,3128,3344,3891
SAUSA300_1173,4659,5028,1230,1679,3960,2612,1692,1799
SAUSA300_1174,10779,11673,4198,6343,9573,6517,5622,5275
SAUSA300_1175,4113,4123,1593,2913,3414,1919,1564,1724
SAUSA300_1176,7756,8596,4177,6411,8422,5317,4263,4708
SAUSA300_1177,2864,3130,1108,1767,2492,1677,2423,2252
SAUSA300_1178,54457,56389,29801,19222,72140,47632,132290,111543
SAUSA300_1179,88221,94042,35488,55093,84907,57817,47498,52316
SAUSA300_1180,1771,2036,856,801,2418,1310,10113,11855
SAUSA300_1181,5921,6300,1660,2456,5065,3399,4682,4911
SAUSA300_1182,7720,8159,3795,5009,8108,5338,7352,7322
SAUSA300_1183,5214,5509,2167,3603,4114,2804,4881,4402
SAUSA300_1184,606,669,289,486,604,367,849,709
SAUSA300_1185,13558,14261,4058,6828,13883,9164,13189,13370
SAUSA300_1186,3898,4007,1179,2233,3309,2317,3320,3063
SAUSA300_1187,5022,5347,1626,2751,5510,3276,5366,5457
SAUSA300_1188,6918,7397,1479,2544,6469,4314,4390,4534
SAUSA300_1189,7153,7749,1397,2644,5791,3547,2678,2757
SAUSA300_1190,3132,3489,670,1247,2278,1587,973,989
SAUSA300_1191,11191,11767,7584,7239,27646,17338,8665,7584
SAUSA300_1192,4393,4724,3483,3562,6074,3890,1300,1408
SAUSA300_1193,31014,32884,5378,3735,79613,48371,13381,13617
SAUSA300_1194,1040,1091,482,1226,1235,834,1234,1137
SAUSA300_1195,4583,4728,2641,3712,4506,2987,3605,4068
SAUSA300_1196,2899,3181,2025,2410,3242,2015,2364,2622
SAUSA300_1197,4336,4621,2112,3765,5303,3328,8530,9030
SAUSA300_1198,1650,1729,1421,1717,1405,902,1208,1340
SAUSA300_1199,2535,2577,1406,1211,1658,1053,995,1152
SAUSA300_1200,4864,5423,1706,3040,3631,2274,6611,7662
SAUSA300_1201,26132,27561,11932,24193,20690,12594,43067,46886
SAUSA300_1202,44,37,45,85,59,35,109,89
SAUSA300_1203,216,252,117,249,176,110,301,226
SAUSA300_1204,134,116,108,229,100,66,202,184
SAUSA300_1205,16,21,33,72,13,10,44,50
SAUSA300_1206,31,42,28,70,36,26,104,68
SAUSA300_1207,21,22,18,25,23,29,58,48
SAUSA300_1208,44,36,16,59,41,48,88,76
SAUSA300_1209,42,45,59,116,45,41,448,386
SAUSA300_1210,485,513,226,648,376,249,967,584
SAUSA300_1211,554,617,385,609,662,305,944,828
SAUSA300_1212,360,469,275,693,370,266,798,455
SAUSA300_1213,61,60,16,90,44,31,64,96
SAUSA300_1214,1838,1932,3664,8281,625,446,1827,1788
SAUSA300_1215,394,494,132,321,159,145,236,162
SAUSA300_1216,10875,11599,3465,5141,8643,5576,6902,7653
SAUSA300_1217,34,43,30,51,49,20,258,201
SAUSA300_1218,59,47,35,61,43,39,112,103
SAUSA300_1219,1167,1336,682,1308,1099,741,781,813
SAUSA300_1220,1232,1287,728,1331,1109,767,820,936
SAUSA300_1221,481,730,459,1081,380,265,1865,1131
SAUSA300_1222,258,277,89,124,126,75,95,98
SAUSA300_1223,22977,25320,9735,21610,20169,12187,27290,30514
SAUSA300_1224,5990,6460,2335,6188,5064,3072,2744,2233
SAUSA300_1225,2607,2964,2142,5345,2780,1783,10005,8804
SAUSA300_1226,15169,15966,34030,83882,15026,10016,60734,55574
SAUSA300_1227,10985,11588,22075,51735,12357,7454,46357,49789
SAUSA300_1228,9434,9747,17092,40603,9279,6130,34142,34406
SAUSA300_1229,17564,18493,18300,37866,18479,11282,39142,42622
SAUSA300_1230,3037,3037,1244,2478,1666,1145,2927,2620
SAUSA300_1231,11452,11937,3662,6818,19757,13447,19995,22843
SAUSA300_1232,35951,38025,33654,68453,50916,32492,33197,37741
SAUSA300_1233,11317,11408,7568,17776,6696,4603,16424,14973
SAUSA300_1234,2097,2220,1013,2947,1153,721,2187,2504
SAUSA300_1235,1661,1818,529,717,229,136,169,176
SAUSA300_1236,5338,5794,1467,3386,2197,1375,2167,2427
SAUSA300_1237,59230,61319,42434,42629,73048,51692,58583,67566
SAUSA300_1238,2467,2495,680,436,2764,1899,1814,1739
SAUSA300_1239,123417,131618,31825,59036,114690,73169,70083,80801
SAUSA300_1240,8970,8784,3201,5234,6197,4326,12508,12457
SAUSA300_1241,2561,2815,807,1187,1486,962,1470,1371
SAUSA300_1242,556,588,227,297,624,419,491,493
SAUSA300_1243,2970,3124,1013,1683,1911,1180,1714,1661
SAUSA300_1244,30573,32270,21026,30156,55752,36101,203931,197358
SAUSA300_1245,16011,17319,1346,2312,6815,4200,1290,1357
SAUSA300_1246,46621,49546,20012,36653,28530,18448,18606,25109
SAUSA300_1247,5574,6268,3571,3948,6493,3926,8276,9375
SAUSA300_1248,6231,6824,2908,5866,3225,1927,8294,9350
SAUSA300_1249,9988,11016,5936,8766,10640,6828,10879,9947
SAUSA300_1250,8991,9305,3230,3479,7990,5297,3584,4253
SAUSA300_1251,19469,21088,4846,6340,13479,8222,6360,7302
SAUSA300_1252,16431,17944,3278,2637,17367,10399,5671,6014
SAUSA300_1253,3985,4462,1624,2852,4765,3124,3033,2667
SAUSA300_1254,22864,24178,10182,17396,28212,18527,24765,26991
SAUSA300_1255,32872,36173,8564,16353,31877,18974,20863,25429
SAUSA300_1256,4196,4300,2520,5970,6124,4420,8432,8393
SAUSA300_1257,7305,7892,1990,2834,7771,4885,3550,3989
SAUSA300_1258,4294,4200,2775,5679,2687,2033,9075,8720
SAUSA300_1259,550,617,361,561,683,429,831,912
SAUSA300_1260,3837,4070,1698,3250,3689,2443,3945,4401
SAUSA300_1261,6634,6806,3249,6372,4589,2999,3525,3657
SAUSA300_1262,195,186,119,136,163,116,436,371
SAUSA300_1263,83,84,53,39,84,38,170,150
SAUSA300_1264,197,229,82,71,226,131,253,304
SAUSA300_1265,119,149,54,58,143,96,153,162
SAUSA300_1266,79,86,29,40,103,55,93,81
SAUSA300_1267,157,182,58,149,249,157,193,190
SAUSA300_1268,382,388,153,264,424,278,336,336
SAUSA300_1269,19472,21013,7682,8800,24492,15096,5642,6593
SAUSA300_1270,25751,27914,8363,9352,21953,14078,7515,8270
SAUSA300_1271,1169,1148,586,997,1413,1007,2656,2550
SAUSA300_1272,2352,2449,3022,7408,1487,1094,3133,2808
SAUSA300_1273,1469,1534,997,1940,969,563,1369,1588
SAUSA300_1274,778,822,398,974,264,169,580,518
SAUSA300_1275,659,658,280,749,209,146,458,518
SAUSA300_1276,609,698,281,774,265,192,435,448
SAUSA300_1277,478,529,227,478,689,454,907,1003
SAUSA300_1278,13305,13611,4691,7663,13063,8571,26404,26801
SAUSA300_1279,143,138,79,160,119,67,179,178
SAUSA300_1280,117,93,65,157,71,45,81,91
SAUSA300_1281,63,61,77,132,73,27,54,102
SAUSA300_1282,35,35,13,25,31,21,29,38
SAUSA300_1283,37,50,16,29,26,18,45,31
SAUSA300_1284,20826,21853,15649,16067,27026,18487,23864,25380
SAUSA300_1285,10888,11796,2251,4329,8220,5462,4553,4126
SAUSA300_1286,2054,2228,1600,3176,3314,2188,6784,7178
SAUSA300_1287,3065,3175,1660,3603,4853,3257,6615,6504
SAUSA300_1288,2122,2339,1519,3665,3245,2256,6282,6037
SAUSA300_1289,1430,1569,1377,3163,2849,1898,5084,5468
SAUSA300_1290,1644,1616,1815,4372,3101,2003,6362,6880
SAUSA300_1291,1023,1039,764,1350,1678,1039,3341,3863
SAUSA300_1292,839,866,590,949,1311,854,2273,2624
SAUSA300_1293,4867,4963,2361,4360,5526,3514,7431,8035
SAUSA300_1294,209,243,257,731,174,125,648,451
SAUSA300_1295,81526,84621,30785,58326,140909,89080,89629,90391
SAUSA300_1296,2587,2792,1377,1646,2939,1995,2204,2276
SAUSA300_1297,4275,4412,1744,2790,4184,2811,3318,3111
SAUSA300_1298,10566,11352,3559,6428,8778,5790,6037,5506
SAUSA300_1299,19417,20831,5751,10350,16189,10091,10077,11558
SAUSA300_1300,4574,4830,1540,1390,4120,2639,2162,2541
SAUSA300_1301,8299,9130,3490,4456,9339,6098,4072,4730
SAUSA300_1302,4144,4435,1938,2726,4878,3457,2442,2782
SAUSA300_1303,5095,5841,3772,6026,4064,2434,4614,4516
SAUSA300_1304,21569,23304,14176,23257,18447,11612,22173,22829
SAUSA300_1305,10566,11368,46545,97164,11159,7603,20213,21769
SAUSA300_1306,36597,38916,133600,313809,39841,26394,66691,72808
SAUSA300_1307,9583,10214,5399,12049,6437,3972,9617,10238
SAUSA300_1308,4465,4778,2578,5806,3879,2566,4426,3953
SAUSA300_1309,34,31,27,19,7,3,21,20
SAUSA300_1310,2732,3000,1456,2721,3193,2058,1606,1673
SAUSA300_1311,2843,3003,1297,2618,2858,2044,1571,1413
SAUSA300_1312,680,713,322,408,830,542,469,506
SAUSA300_1313,12820,14065,4784,6254,16792,10440,11428,12244
SAUSA300_1314,3605,3888,2067,3116,3507,1960,2083,2231
SAUSA300_1315,13061,14118,6931,10330,15204,9684,7560,9840
SAUSA300_1316,9133,10055,4275,6878,11076,6442,3888,5124
SAUSA300_1317,18649,18884,6971,11118,19368,13556,8074,9424
SAUSA300_1318,11216,11968,4540,8186,12089,7140,4916,5625
SAUSA300_1319,9720,10155,4344,8873,10090,6963,4789,4655
SAUSA300_1320,5378,5629,3324,4729,5420,3534,5253,5199
SAUSA300_1321,3353,3555,1639,2885,3445,2096,2773,3350
SAUSA300_1322,7172,7611,3633,6612,8623,5624,6425,7073
SAUSA300_1323,1404,1466,874,1534,1486,1047,1573,1526
SAUSA300_1324,494,578,147,242,546,383,582,601
SAUSA300_1325,6,9,9,6,13,9,13,13
SAUSA300_1326,123,131,57,97,184,107,269,328
SAUSA300_1327,19793,20602,17157,40656,16045,10603,7654,9434
SAUSA300_1328,53970,57599,9396,19535,56744,37281,13775,14798
SAUSA300_1329,77462,82459,19655,48629,71179,46688,32270,30717
SAUSA300_1330,62869,65422,15221,41474,60423,39190,29607,28385
SAUSA300_1331,47934,49812,12816,39804,53992,34468,30711,27089
SAUSA300_1332,6829,7225,2703,4546,5728,3795,2032,2228
SAUSA300_1333,16778,18070,4929,8163,13197,8732,4282,4272
SAUSA300_1334,2162,2360,413,1168,429,291,407,413
SAUSA300_1335,971,1063,379,594,526,341,299,244
SAUSA300_1336,2618,2746,963,1593,1460,971,842,823
SAUSA300_1337,12625,13223,5202,8826,10386,6758,9423,9447
SAUSA300_1338,14490,15107,4964,9670,16612,10961,10399,11039
SAUSA300_1339,11000,11709,3733,7322,13427,8687,9078,9343
SAUSA300_1340,11278,12721,7879,19824,6505,3924,5472,5857
SAUSA300_1341,94726,102323,41026,89397,73513,44467,53650,63072
SAUSA300_1342,1737,1806,1102,1263,968,640,799,815
SAUSA300_1343,2785,2930,1502,1549,2398,1520,884,1114
SAUSA300_1344,2728,2840,1512,1772,2167,1499,996,1159
SAUSA300_1345,32890,35871,6941,16556,32046,19733,20762,21463
SAUSA300_1346,14905,16304,4977,8941,10389,6638,4187,4701
SAUSA300_1347,3724,4059,1367,1989,3017,2123,1722,1669
SAUSA300_1348,3858,4143,1234,1610,3452,2317,1262,1242
SAUSA300_1349,4798,5301,1502,1807,4485,2773,1647,1528
SAUSA300_1350,1664,1680,584,752,1588,1044,604,658
SAUSA300_1351,86532,90726,33195,52161,104534,64763,66808,78959
SAUSA300_1352,1750,1946,587,726,1865,1111,1205,1353
SAUSA300_1353,1877,2017,642,806,1897,1114,1075,1241
SAUSA300_1354,9546,10444,4065,6362,7950,4907,5558,6171
SAUSA300_1355,8113,8499,3709,5817,7377,4791,5933,6299
SAUSA300_1356,2600,2743,1249,1841,2742,1501,2637,2622
SAUSA300_1357,3594,3670,1788,2895,3563,2217,3696,3527
SAUSA300_1358,5097,5076,2916,4842,4526,2707,2628,3386
SAUSA300_1359,9522,10010,3372,6047,10142,6615,4850,5953
SAUSA300_1360,6167,6780,2058,3125,7677,4928,3440,3614
SAUSA300_1361,3096,3342,1065,1619,4143,2610,2459,2058
SAUSA300_1362,263605,276614,191678,326403,200533,117175,449422,545046
SAUSA300_1363,18476,20062,4916,6176,17283,10633,8167,7937
SAUSA300_1364,22956,23860,6327,7285,24945,16628,11931,11381
SAUSA300_1365,153221,163098,102538,214604,172405,107832,170600,196461
SAUSA300_1366,3,7,0,0,2,0,17,5
SAUSA300_1367,4361,4405,1405,2132,4020,2609,5416,4968
SAUSA300_1368,1485,1601,257,548,1669,1040,1376,1528
SAUSA300_1369,5211,5610,2105,2890,4557,2760,4425,5086
SAUSA300_1370,42182,43538,22101,31855,43104,30698,49475,57795
SAUSA300_1371,4471,4822,3269,5503,5421,3498,4810,4942
SAUSA300_1372,3073,3451,1790,3448,3269,2271,3141,2722
SAUSA300_1373,1005,1003,1305,979,801,566,1940,2103
SAUSA300_1374,3251,3420,3365,2420,2740,1589,1920,2986
SAUSA300_1375,105,124,85,156,88,65,147,105
SAUSA300_1376,323,382,208,396,301,215,282,260
SAUSA300_1377,11,18,6,11,10,14,9,12
SAUSA300_1378,56,94,24,22,56,35,53,48
SAUSA300_1379,119,95,18,31,69,54,59,79
SAUSA300_1380,151,173,24,38,67,66,67,55
SAUSA300_1381,26905,28623,6644,17129,18971,12230,34191,30878
SAUSA300_1382,28873,30565,7775,21309,21029,14047,40384,37853
SAUSA300_1383,58,53,21,51,52,31,54,66
SAUSA300_1384,3,1,2,2,0,0,0,1
SAUSA300_1385,24,31,16,23,21,12,42,43
SAUSA300_1386,5,2,2,4,4,2,9,5
SAUSA300_1387,9,10,5,16,13,10,33,21
SAUSA300_1388,21,32,20,49,41,21,71,62
SAUSA300_1389,205,234,110,236,180,146,227,245
SAUSA300_1390,12,13,14,15,7,2,12,14
SAUSA300_1391,106,102,95,144,94,59,145,159
SAUSA300_1392,41,45,78,154,50,36,87,87
SAUSA300_1393,592,592,820,1707,730,504,868,965
SAUSA300_1394,1,2,3,1,2,0,6,5
SAUSA300_1395,4,2,2,6,2,1,10,10
SAUSA300_1396,173,193,186,293,169,135,226,219
SAUSA300_1397,98,103,76,135,110,88,131,132
SAUSA300_1398,40,40,13,17,59,30,34,26
SAUSA300_1399,16,15,5,8,19,7,17,9
SAUSA300_1400,26,31,11,8,23,16,24,26
SAUSA300_1401,99,99,42,95,141,81,119,115
SAUSA300_1402,25,17,17,40,12,4,27,26
SAUSA300_1403,189,229,171,333,213,125,245,279
SAUSA300_1404,113,108,53,126,103,68,100,129
SAUSA300_1405,4,2,0,3,1,1,4,4
SAUSA300_1406,0,2,1,2,0,1,1,1
SAUSA300_1407,105,103,97,146,107,66,99,119
SAUSA300_1408,238,227,200,294,238,137,168,221
