Synonym,USA300(EX)BHI,USA300(ST)BHI,T032(EX)BHI,T032(ST)BHI,USA300(EX)SNM,T032(EX)SNM,in vivo
SAOUHSC_A02094,19,14,6,2,5,2,0
SAOUHSC_A00219,2,17,1,20,23,19,0
SAOUHSC_02236,0,0,0,0,0,2,0
SAOUHSC_A02169,0,0,0,1,1,8,0
SAOUHSC_02294,3,3,5,1,0,0,0
SAOUHSC_A02273,0,1,0,0,1,0,0
SAOUHSC_02555,0,0,0,0,0,1,0
SAOUHSC_02567,6,5,8,7,8,27,0
SAOUHSC_02632,0,1,2,0,2,3,0
SAOUHSC_A02503,15,12,11,9,23,48,0
SAOUHSC_02636,0,0,2,0,2,0,0
SAOUHSC_00028,26,68,0,0,58,0,0
SAOUHSC_02662,0,0,0,0,0,0,0
SAOUHSC_02707,14,12,6,2,9,0,0
SAOUHSC_02746,0,1,0,0,0,0,0
SAOUHSC_02813,7,4,3,13,46,37,0
SAOUHSC_A00283,0,2,0,1,0,1,0
SAOUHSC_00289,4,7,3,6,2,6,0
SAOUHSC_02856,4,4,0,0,25,0,0
SAOUHSC_02889,0,0,0,0,0,5,0
SAOUHSC_02902,0,0,1,0,0,0,0
SAOUHSC_A02771,0,2,0,3,18,10,0
SAOUHSC_A02801,0,0,0,1,0,9,0
SAOUHSC_00380,3,0,3,0,6,14,0
SAOUHSC_A00379,1,0,0,0,0,2,0
SAOUHSC_00440,1,1,0,0,0,0,0
SAOUHSC_00446,0,0,0,0,6,0,0
SAOUHSC_00453,19,50,26,62,78,96,0
SAOUHSC_00473,7,7,8,5,13,20,0
SAOUHSC_00506,0,0,2,1,2,1,0
SAOUHSC_A00526,0,0,0,0,0,6,0
SAOUHSC_00595,2,0,0,0,0,0,0
SAOUHSC_00630,2,3,3,4,7,25,0
SAOUHSC_A00635,12,13,17,17,42,86,0
SAOUHSC_00709,1,6,4,0,0,2,0
SAOUHSC_00778,295,106,61,68,21,121,0
SAOUHSC_A00747,4,1,1,2,0,3,0
SAOUHSC_A00084,0,1,1,0,15,77,0
SAOUHSC_A00097,0,0,0,0,1,2,0
SAOUHSC_00973,99,207,0,0,73,3,0
SAOUHSC_01023,0,2,0,0,0,0,0
SAOUHSC_01057,2,2,4,3,2,6,0
NWMN_1059,2,29,13,19,2,8,0
NWMN_1104,0,0,0,0,1,0,0
NWMN_1522,7,2,1,1,16,1,0
NWMN_1707,0,0,0,0,0,0,0
NWMN_1879,49,28,43,22,18,34,0
NWMN_0214,0,0,0,0,0,0,0
NWMN_2398,1,0,7,0,4,0,0
NWMN_0033,0,0,0,0,0,2,0
NWMN_0528,0,0,0,0,0,2,0
NWMN_0568,0,0,0,0,3,0,0
NWMN_0569,0,0,0,0,1,0,0
NWMN_0739,13,21,15,13,24,63,0
NWMN_0751,0,0,0,0,0,0,0
SAB1166c,0,0,0,0,1,0,0
SAB1292c,0,2,0,1,6,1,0
SAB1293c,0,2,0,0,0,0,0
SAB1296c,307,505,3,7,1364,6,0
SAB1297,629,1734,2,3,2614,3,0
SAB1300c,13,23,4,7,45,6,0
SAB1495,9,9,7,21,17,41,0
SAB1591c,29,54,1,0,37,1,0
SAB1660c,0,0,2,2,0,11,0
SAB1661c,0,0,1,0,0,2,0
SAB1695,0,0,14,4,0,24,0
SAB1881c,3,4,2,2,6,3,0
SAB1918,0,0,2,0,1,6,0
SAB1933,0,0,1,0,1,0,0
SAB0206,0,3,1,3,1,13,0
SAB2172,3,2,5,0,6,10,0
SAB2299c,0,0,0,0,0,3,0
SAB2337c,0,0,0,0,0,4,0
SAB2387,0,0,0,0,0,3,0
SAB2407,2,0,0,0,1,0,0
SAB2450c,0,0,0,0,0,0,0
SAB0025,0,0,42,86,1,263,0
SAB0260,0,0,0,0,0,0,0
SAB2545c,0,0,0,2,0,3,0
SAB2570,0,0,0,0,0,1,0
SAB2576c,0,0,0,0,0,0,0
SAB0026,0,0,0,0,0,0,0
SAB0334c,3,6,1,7,11,12,0
SAB0368,0,0,2,2,0,14,0
SAB0390,0,0,0,0,0,0,0
SAB0391,0,6,0,0,3,1,0
SAB0771,0,0,14,4,0,20,0
SAB0826c,1,1,3,2,3,5,0
SAB0861,0,0,0,0,0,0,0
SAB0904,0,0,0,0,2,7,0
SAPIG1152,0,0,0,0,0,1,0
SAPIG1185,0,0,0,1,0,3,0
SAPIG0130,0,0,0,0,1,2,0
SAPIG1496,0,0,0,0,0,0,0
SAPIG1497,2,0,9,0,6,8,0
SAPIG1551,1,0,21,14,0,18,0
SAPIG1846,0,0,1,1,0,6,0
SAPIG1847,3,1,0,0,0,5,0
SAPIG1849,0,0,0,0,0,0,0
SAPIG1864,0,0,0,0,0,0,0
SAPIG1905,0,0,0,1,0,1,0
SAPIG0197,0,0,0,0,2,0,0
SAPIG2030,0,0,0,0,0,0,0
SAPIG2033,0,0,0,0,0,0,0
SAPIG2047,3,1,1,3,4,10,0
SAPIG2080,0,0,0,0,0,0,0
SAPIG2212,1,3,0,1,5,2,0
SAPIG2349,24,16,31,34,64,211,0
SAPIG2386,1,3,11,2,12,38,0
SAPIG2680,4,0,3,1,2,2,0
SAPIG0043,0,0,0,0,0,0,0
SAPIG0459,0,0,1,0,0,3,0
SAPIG0510,0,0,0,0,0,0,0
SAPIG0059,4,4,2,0,1,4,5
SAPIG0060,0,2,0,0,1,0,0
SAPIG0065,0,0,0,0,0,0,0
SAPIG0076,0,0,0,0,0,0,0
SAPIG0082,0,0,0,0,0,0,0
SAPIG0867,0,0,1,6,1,23,0
SAPIG0092,4,1,5,18,8,50,0
SAUSA300_1741,0,0,0,0,0,0,0
SAUSA300_2428,0,0,0,0,0,1,0
SAUSA300_2429,0,1,0,0,5,0,0
SAUSA300_0068,0,1,0,0,0,0,0
SAUSA300_0900,1,0,0,0,0,3,0
USA300HOU_1046,0,1,0,9,3,7,0
USA300HOU_1116,0,0,0,0,2,15,0
USA300HOU_1635,1,0,7,1,3,9,0
USA300HOU_1713,1,0,0,0,4,7,0
USA300HOU_1740,7,29,8,28,46,85,0
USA300HOU_1816,0,0,0,0,1,0,0
USA300HOU_1821,0,0,0,0,0,1,0
USA300HOU_1876,0,0,0,0,0,0,0
USA300HOU_1924,0,0,0,3,4,7,0
USA300HOU_1950,13,0,1,0,0,1,0
USA300HOU_2012,0,4,2,14,3,4,0
USA300HOU_2015,0,0,0,3,0,0,0
USA300HOU_2117,13,5,9,7,14,34,0
USA300HOU_2142,0,0,0,0,2,0,0
USA300HOU_0227,0,1,0,0,0,0,0
USA300HOU_2165,2,0,0,0,0,0,0
USA300HOU_2194,1,4,0,0,22,2,0
USA300HOU_2335,0,0,1,0,0,1,0
USA300HOU_2451,1,0,0,0,0,0,0
USA300HOU_2479,0,0,0,0,1,2,0
USA300HOU_2519,0,1,0,1,2,5,0
USA300HOU_2585,1,0,2,1,0,0,0
USA300HOU_2597,0,1,0,0,0,2,0
USA300HOU_2670,6,22,1,6,49,10,0
USA300HOU_0278,1,4,13,17,5,44,0
USA300HOU_2700,0,0,0,0,1,0,0
USA300HOU_0326,1,2,0,0,6,8,0
USA300HOU_0037,0,0,1,0,0,3,0
USA300HOU_0386,0,3,1,0,2,0,1
USA300HOU_0046,3,0,0,0,0,0,0
USA300HOU_0049,3,1,0,0,2,0,0
USA300HOU_0486,4,2,0,0,0,2,0
USA300HOU_0054,4,1,0,0,12,0,0
USA300HOU_0765,1,1,2,0,2,2,0
USA300HOU_0834,0,2,0,0,0,1,0
USA300HOU_0872,23,14,19,29,46,104,0
USA300HOU_0937,0,1,0,0,1,0,0
USA300HOU_0101,0,0,0,0,0,0,0
USA300HOU_0968,5,3,5,6,12,22,0
USA300HOU_1071,0,0,0,0,0,0,0
USA300HOU_1840,0,0,0,0,0,0,0
USA300HOU_2030,0,0,0,0,0,0,0
USA300HOU_2136,0,0,0,0,0,0,0
USA300HOU_2417,0,0,0,0,0,0,0
USA300HOU_2528,0,0,0,0,0,0,0
USA300HOU_2529,0,0,0,0,0,0,0
USA300HOU_2682,0,0,0,0,0,0,0
USA300HOU_0589,0,0,0,0,0,0,0
USA300HOU_0086,0,0,0,0,0,0,0
SAVC_00505,0,0,0,0,0,0,0
SAVC_05985,3,5,2,1,5,13,0
SAVC_08090,4,1,1,13,10,29,0
SAVC_09785,0,0,0,0,0,0,0
SAVC_09795,0,0,0,0,0,1,0
SAVC_09885,0,8,6,5,0,41,0
SAVC_10660,0,0,0,0,0,0,0
SAVC_01075,0,0,0,0,0,1,0
SAVC_11235,0,0,0,0,0,0,0
SAVC_01185,0,0,0,0,0,0,0
SAVC_00165,12,2,0,1,1,0,0
SAVC_03455,10,3,8,6,13,17,0
SAVC_00415,5,44,0,0,22,0,0
SAVC_00495,2,3,0,1,6,0,0
SAA6008_01981,0,0,0,0,0,0,2
M013TW_0065,0,0,0,0,0,0,1
SAA6008_01982,0,0,0,0,0,0,1
SAOUHSC_02438,0,0,0,0,0,0,0
SAPIG0953,0,0,0,0,0,0,1
SAR 703.00,0,0,0,0,0,0,0
M013TW_2461,0,0,0,0,0,0,0
