Synonym,USA300(EX)BHI,USA300(ST)BHI,T032(EX)BHI,T032(ST)BHI,USA300(EX)SNM,T032(EX)SNM,in vivo
SA2981_0102,6,38,11,26,26,21,0
SA2981_0994,1,2,4,4,0,5,0
SA2981_0995,53,114,78,211,143,211,0
SA2981_0996,225,182,197,136,301,892,0
SA2981_0997,92,79,131,70,77,304,0
SA2981_0998,146,187,178,161,173,409,1
SA2981_0999,60,51,84,51,59,184,0
SA2981_1000,781,666,536,530,467,1333,5
SA2981_1001,4,13,3,104,53,30,0
SA2981_1002,18,120,14,404,158,130,0
SAPIG1498,0,0,1,0,0,3,0
SA2981_1004,56,94,38,147,401,713,0
SA2981_1022,37,56,18,51,166,1868,0
SA2981_1023,8,11,4,8,31,398,0
SA2981_1028,6,27,5,1,49,833,0
SA2981_1047,43,57,46,87,101,286,0
SA2981_1058,31,8,43,1,131,415,0
SA2981_1062,99,313,609,4850,694,3281,3
SA2981_1063,195,155,190,329,243,685,0
SA2981_1064,79,224,63,237,273,298,0
SA2981_1067,47,35,38,56,69,133,0
SA2981_1076,21,33,38,56,74,202,0
SA2981_1077,31,49,36,41,86,181,0
SA2981_1083,983,557,1230,262,597,1699,3
SA2981_1084,136,51,137,18,80,173,0
SA2981_1085,9,3,8,4,81,91,0
SA2981_1091,5,5,7,2,52,92,0
SA2981_1112,28,46,14,30,164,46,0
SA2981_1115,21,4,17,17,80,54,0
SA2981_1117,28,73,52,134,70,109,0
SA2981_1120,2,3,0,0,5,2,0
SA2981_1135,137,243,146,161,464,1064,0
SA2981_1143,644,1155,738,1156,1867,4356,2
SA2981_1144,2053,2690,1838,3277,3564,6479,2
SA2981_1145,31,128,29,172,170,286,0
SA2981_1149,56,126,120,100,316,475,0
SA2981_1168,65,61,66,89,131,174,0
SA2981_1171,10,11,3,6,36,11,0
SA2981_1172,8,23,11,30,10,34,0
SA2981_1178,260,202,282,125,362,1410,0
SA2981_1182,103,173,130,307,234,143,1
SA2981_1194,20,18,20,19,25,96,0
SA2981_1195,470,426,358,324,922,1598,1
SA2981_1196,178,74,143,23,128,269,1
SA2981_1197,49,23,53,15,66,152,0
SA2981_1198,160,62,140,53,127,277,0
SA2981_1199,1430,818,2186,326,1024,2888,1
SA2981_1200,92,77,68,130,325,610,0
SA2981_1217,328,247,263,176,225,573,1
SA2981_0126,2,6,0,3,6,10,0
SA2981_1225,49,31,46,38,49,171,0
SA2981_1235,40,44,37,80,80,186,0
SA2981_1238,37,30,35,43,60,193,0
SA2981_1267,3,5,8,7,11,33,0
SA2981_1278,2,1,0,3,1,4,0
SA2981_1287,95,138,132,263,91,369,0
SA2981_1288,416,667,297,1310,2257,3548,0
SA2981_1291,19,30,23,14,27,86,0
SA2981_1292,43,26,16,7,66,396,1
SA2981_1294,214,259,115,262,300,502,1
SA2981_1296,22,25,9,29,33,44,0
SA2981_1299,214,126,253,100,399,1683,0
SA2981_1300,72,21,43,26,73,202,0
SA2981_1303,1046,498,902,128,1267,5395,0
SA2981_1323,11,11,2,14,49,74,0
SA2981_1332,15,50,42,39,75,123,0
SA2981_1343,6,0,5,2,23,35,0
SA2981_1357,101,462,144,844,594,917,0
SA2981_1358,12,26,8,24,37,68,0
SA2981_1373,139,387,109,107,198,343,0
SA2981_1375,26,75,71,98,102,205,0
SA2981_1377,83,179,98,206,318,427,0
SA2981_1378,61,205,54,206,325,458,0
SA2981_0142,6,7,3,13,9,21,0
SA2981_1397,83,270,86,10,55,65,0
SA2981_0144,3,24,6,42,14,30,1
SA2981_1431,303,358,191,298,478,1005,1
SA2981_1444,31,39,5,6,142,75,0
SA2981_1449,324,1724,315,1297,528,1786,1
SA2981_0150,3,1,4,62,13,295,0
SA2981_1481,45,43,33,32,83,184,0
SA2981_1501,0,1,3,5,17,16,0
SA2981_0156,2,6,7,16,4,198,0
SA2981_1525,77,90,73,80,137,395,2
SA2981_1546,32,39,21,51,172,234,0
SA2981_1562,17,36,22,126,133,1360,0
SA2981_1582,8,19,6,42,24,39,0
SA2981_1583,16,47,23,101,86,143,0
SA2981_1584,221,266,236,448,319,951,0
SA2981_1585,239,327,173,424,364,698,1
SA2981_1590,83,73,138,192,372,652,0
SA2981_1619,9,8,3,4,32,31,0
SA2981_0166,4,2,2,2,42,113,0
SA2981_1636,99,104,129,178,187,468,0
SA2981_1637,191,114,233,111,169,532,0
SA2981_1638,552,342,711,262,493,974,0
SA2981_1639,762,434,741,325,848,1475,4
SA2981_1640,1021,628,916,376,1089,2352,5
SA2981_1650,27,18,42,77,52,188,0
SA2981_1663,79,254,89,184,328,614,0
SA2981_1665,110,1212,131,680,2092,1270,1
SA2981_1685,61,227,104,243,227,667,0
SA2981_1688,18,83,53,117,67,195,0
SA2981_1689,192,536,6,8,521,62,0
SA2981_0173,84,281,22,50,3414,132,0
SA2981_0174,66,118,10,28,1518,47,0
SA2981_0176,81,306,19,71,1926,154,0
SA2981_1730,423,296,495,502,1961,2596,0
SA2981_1732,10,12,15,11,77,69,0
SA2981_1733,16,27,26,32,79,138,0
SA2981_1738,3,8,11,9,23,52,0
SA2981_1750,3,14,5,29,13,46,1
SA2981_1753,2,3,6,4,15,51,0
SA2981_0179,49,64,42,244,3743,4425,0
SA2981_1757,20,7,2,1,4,23,0
SA2981_1758,22,20,35,11,13,47,0
SA2981_1809,27,57,37,173,121,306,0
SA2981_0185,5,10,7,6,9,25,0
SA2981_1845,29,89,42,39,78,221,0
SA2981_1846,9,15,5,28,11,45,0
SA2981_1866,26,200,34,410,49,140,0
SA2981_1887,59,160,78,294,434,688,0
SA2981_1893,4,0,2,5,7,4,0
SA2981_1967,12,122,10,223,155,108,0
SA2981_1968,21,116,13,134,228,206,0
SA2981_1978,0,0,0,0,0,0,0
SA2981_1987,386,348,242,237,406,611,0
SA2981_1988,200,156,120,184,257,468,1
SA2981_0003,44,118,34,136,185,207,0
SA2981_0206,170,104,58,60,544,224,0
SA2981_2028,12,18,27,10,49,64,0
SA2981_2032,4,1,1,12,7,41,0
SA2981_2033,11,8,4,7,4,11,0
SA2981_2035,2,3,2,1,5,16,0
SA2981_2036,10,19,20,33,33,157,1
SA2981_2037,4,15,6,24,57,97,0
SA2981_2050,108,214,107,163,308,452,0
SA2981_2055,22,10,31,9,33,102,0
SA2981_2056,89,88,66,49,119,251,0
SA2981_2071,181,157,199,211,354,692,0
SA2981_2082,77,23,52,31,88,151,0
SA2981_2083,448,557,405,314,1098,1746,0
SA2981_2087,473,1158,614,1347,1512,1828,0
SA2981_2101,106,197,118,267,394,704,0
SA2981_2142,3,15,4,27,286,135,0
SA2981_0219,4,26,6,14,23,35,0
SA2981_2175,25,16,8,14,11,9,0
SA2981_2187,1333,780,1576,383,844,2359,3
SA2981_2190,36,52,54,152,72,204,0
SA2981_2192,92,119,57,139,146,384,0
SA2981_2198,53,82,75,69,121,306,0
SA2981_2199,133,167,151,216,237,563,1
SA2981_2253,0,0,0,0,0,0,0
SA2981_2259,34,61,32,81,183,208,0
SA2981_2260,15,29,11,59,292,149,0
SA2981_2262,100,133,33,67,76,166,0
SA2981_0230,122,21,859,105,43,274,0
SA2981_2268,11,28,3,17,84,79,0
SA2981_0233,2,1,1,1,7,9,0
SA2981_2318,92,117,133,219,522,832,0
SA2981_2319,27,226,41,198,216,355,0
SA2981_2324,22,44,59,99,185,448,0
SA2981_2330,60,154,25,120,148,186,0
SA2981_2342,24,94,24,159,276,318,0
SA2981_2348,19,26,90,145,40,280,0
SA2981_2360,9,10,1,5,15,13,0
SA2981_2365,226,145,55,160,66,91,0
SA2981_0242,73,101,30,58,32,72,0
SA2981_2386,30,75,20,108,182,237,0
SA2981_2412,9,10,4,7,17,38,0
SA2981_2415,67,123,54,125,113,327,0
SA2981_2429,10,14,3,8,39,39,0
SA2981_2451,145,83,17,7,42,49,0
SA2981_2452,28,103,39,62,120,584,0
SA2981_0249,0,0,1,0,0,4,0
SA2981_2457,5,19,4,46,19,51,0
SA2981_2458,18,20,19,71,45,83,0
SA2981_2459,35,75,85,79,118,243,0
SA2981_0250,18,23,9,17,40,51,0
SA2981_2477,23,62,58,135,37,167,0
SA2981_2479,157,404,186,437,99,263,0
SA2981_0252,49,166,30,277,164,276,0
SA2981_2487,1,1,4,2,27,46,0
SA2981_2495,1,6,7,3,24,33,0
SA2981_2498,30,56,20,77,126,331,0
SA2981_2500,18,52,11,45,99,408,0
SA2981_2501,26,140,6,65,118,352,0
SA2981_2502,6,52,2,27,44,67,0
SA2981_2518,24,144,19,53,195,150,0
SA2981_2539,12,31,26,15,29,79,1
SA2981_2540,100,453,48,345,146,237,2
SA2981_2542,25,93,2,9,2398,269,0
SA2981_0258,355,650,465,705,887,2052,0
SA2981_2551,51,21,16,24,37,50,6
SA2981_0259,54,449,85,391,203,469,0
SA2981_2566,14,7,7,2,21,69,0
SA2981_2588,137,489,102,610,424,716,0
SA2981_2591,12,29,13,16,13,26,0
SA2981_2593,52,222,109,250,136,149,0
SA2981_2594,17,49,26,64,97,110,0
SA2981_2607,5,3,5,2,23,46,0
SA2981_2608,10,13,18,34,35,126,0
SA2981_2612,13,19,9,4,58,85,0
SA2981_2617,2,21,1,9,65,68,0
SA2981_0267,14,8,16,19,92,250,0
SA2981_2642,0,0,0,0,0,0,0
SA2981_2643,367,372,256,421,288,319,1
SA2981_2652,116,33,136,7,69,179,0
SA2981_2653,4,7,0,0,2,1,0
SA2981_0280,772,484,453,192,322,385,0
SA2981_0281,41,114,44,91,49,87,0
SA2981_0284,17,15,23,5,13,27,0
SA2981_0285,0,2,3,1,3,10,0
SA2981_0300,47,28,3,0,30,31,0
SA2981_0302,42,53,28,59,66,133,0
SA2981_0336,10,33,8,60,40,83,0
SA2981_0338,16,12,7,20,60,55,0
SA2981_0342,5,6,1,7,16,11,0
SA2981_0343,11,15,16,14,49,63,0
SA2981_0344,83,68,60,146,69,92,0
SA2981_0347,1,2,6,8,9,23,0
SA2981_0369,11,26,15,28,132,107,0
SA2981_0401,10,0,0,1,17,16,0
SA2981_0402,4,9,5,2,25,23,0
SA2981_0404,1,8,2,5,12,15,0
SA2981_0423,24,36,38,54,42,132,0
SA2981_0430,108,154,114,184,248,386,0
SA2981_0434,348,110,444,58,2416,3585,0
SA2981_0435,51,51,91,19,558,296,0
SA2981_0436,154,122,162,52,375,412,1
SA2981_0438,18,29,8,14,1469,292,0
SA2981_0449,109,247,52,103,56,75,0
SA2981_0451,43,79,23,43,53,96,0
SA2981_0463,5,11,6,3,12,31,0
SA2981_0470,291,771,252,795,2580,2591,0
SA2981_0471,162,296,140,327,520,653,0
SA2981_0472,191,1227,243,1567,565,755,0
SA2981_0473,189,714,241,1375,967,1301,2
SA2981_0474,201,344,239,220,331,706,0
SA2981_0475,442,431,278,324,362,843,1
SA2981_0481,23,61,39,66,67,150,0
SA2981_0491,103,152,90,65,364,345,0
SA2981_0492,614,594,547,581,1129,1535,1
SA2981_0517,29,30,1,8,10,12,1
SA2981_0524,4706,4800,4161,1992,4847,9233,12
SA2981_0555,2,4,5,4,9,11,0
SA2981_0556,4,5,8,11,148,117,0
SA2981_0571,67,78,34,40,86,87,0
SA2981_0572,26,17,9,13,14,31,0
SA2981_0579,74,231,84,311,374,500,1
SA2981_0581,116,155,100,246,270,486,0
SA2981_0594,15,7,17,41,35,253,0
SA2981_0595,0,0,0,0,0,0,0
SA2981_0603,11,7,12,13,36,89,0
SA2981_0604,10,9,71,53,63,366,0
SA2981_0677,279,1669,301,335,149,165,1
SA2981_0691,28,26,23,25,58,69,0
SA2981_0692,21,16,14,22,44,70,0
SA2981_0713,19,17,17,12,71,168,0
SA2981_0732,485,321,136,182,276,274,1
SA2981_0763,17,89,34,50,80,87,0
SA2981_0764,7,86,12,74,142,178,0
SA2981_0772,10,37,8,17,66,103,0
SA2981_0788,192,258,269,515,456,1231,0
SA2981_0790,28,131,27,96,149,141,1
SA2981_0874,42,341,43,238,280,461,0
M013TW_0840,14,83,43,121,97,288,0
SA2981_0886,105,114,54,39,270,136,0
SA2981_0893,186,422,213,496,377,752,0
SA2981_0895,177,142,102,239,729,1060,0
SA2981_0897,73,159,100,290,181,469,0
SA2981_0910,59,84,36,118,106,239,0
SA2981_0095,9,157,4,25,36,18,0
SA2981_0935,7,17,8,5,34,25,0
SA2981_0964,109,133,115,213,278,886,0
SA2981_0973,11,5,12,9,16,31,0
SA2981_0980,1,13,1,14,56,25,0
SA2981_0981,28,44,38,62,79,187,0
SA2981_0983,1321,750,1539,705,2348,5758,0
SA2981_0987,2,0,5,2,25,18,0
SA2981_0988,8,4,8,5,12,32,0
SA2981_0991,108,24,189,37,47,199,0
SA2981_1003,7,53,4,175,30,98,0
SA2981_1617,0,0,0,0,0,0,0
SaurJH1_2082,0,2,0,0,0,0,0
SA2981_1006,7,15,17,28,23,40,0
SA2981_1057,49,18,65,3,271,695,0
SA2981_0112,6967,11762,282,153,186,61,0
SA2981_1116,2,2,51,63,8,64,0
SA2981_1119,49,283,99,525,2147,2192,0
SA2981_1207,8,22,3,5,18,17,0
SA2981_1254,96,98,84,79,143,375,0
SA2981_1268,2,0,12,12,14,26,0
SA2981_1272,0,0,3,31,0,26,0
SA2981_1293,74,55,80,48,285,1177,0
SA2981_1295,11,1,0,2,4,8,0
SA2981_1317,1,4,7,4,12,9,0
SA2981_1442,5,3,19,28,10,162,0
SAMSHR1132_13250,12,19,8,14,67,70,0
SA2981_1451,31,38,38,28,100,251,0
SA2981_0153,64,38,37,65,15,419,0
SA2981_1558,6,5,6,6,5,25,0
SA2981_0171,7,165,3,19,42,26,0
SA2981_1731,21,44,23,98,101,155,0
SA2981_1737,73,63,29,63,232,292,0
SA2981_1756,33,7,2,3,6,33,0
SA2981_1774,22,89,0,0,307,0,0
SA2981_1828,21,39,9,51,86,120,0
SA2981_1979,531,2372,1003,3530,4146,8398,0
SA2981_2010,54,90,43,101,68,101,0
SA2981_2034,4,7,6,5,23,32,0
SA2981_2165,17,11,4,2,0,9,0
SA2981_2189,665,434,546,224,657,1036,4
SA2981_2258,9,13,7,8,29,36,0
SA2981_2327,12,10,9,1,26,19,0
SA2981_2334,59,1866,23,1995,23,55,2
SA2981_0239,3,44,10,87,1,31,0
SA2981_0244,10,12,73,35,14,258,0
SA2981_2499,10,30,8,26,67,220,0
SA2981_2543,3,52,2,49,103,80,0
SA2981_2644,16,52,8,29,74,61,0
SA2981_0424,1,4,1,1,1,15,0
SA2981_0437,80,106,21,49,2113,532,0
SA2981_0535,88,62,43,92,73,195,0
SA2981_0539,67,85,53,186,72,131,0
SA2981_0643,58,117,82,89,215,307,0
SA2981_0651,52,47,65,42,147,288,0
SA2981_0735,13,24,27,50,77,104,0
SA2981_0777,41,124,53,157,199,381,0
SA2981_0789,9,36,27,113,40,106,0
SA2981_0940,3,7,10,1,2,35,0
SA2981_0954,6,10,10,24,12,75,0
SA2981_0982,109,96,123,85,204,435,2
SA2981_0986,27,25,11,20,254,136,0
SA2981_0989,21,0,9,0,15,18,0
SA2981_1614,0,2,107,163,0,304,0
SA2981_1618,0,0,0,0,0,0,0
SaurJH1_2073,25,15,3,1,2,9,0
SA2981_1005,177,107,144,59,333,443,0
SA2981_1205,2,1,0,1,2,1,0
SA2981_1206,16,14,15,8,54,54,0
SA2981_1269,1,4,6,3,8,19,0
SA2981_1302,193,169,174,284,332,768,0
SA2981_0135,44,574,0,1,394,0,0
SA2981_1458,6,16,7,8,24,35,0
SA2981_1498,0,0,0,0,0,0,0
SA2981_1522,68,158,79,172,255,410,0
SA2981_0177,7,10,2,7,71,54,0
SA2981_1762,3,0,2,5,9,23,0
SA2981_1964,4,1,2,0,0,1,0
SA2981_2075,29,79,23,68,82,172,0
SA2981_2140,21,35,9,8,75,122,0
SA2981_2257,14,29,24,58,23,124,0
SA2981_0024,33,42,29,32,41,74,0
SA2981_2341,6,38,5,36,40,50,0
SA2981_2344,13,29,8,21,123,31,0
SA2981_2345,21,40,8,8,102,42,0
SA2981_2409,14,157,20,221,107,276,0
SAMSHR1132_23000,38,39,56,67,68,221,0
SA2981_2416,32,47,86,94,81,136,0
SA2981_2419,0,0,0,0,0,0,0
SA2981_2426,25,85,30,53,88,189,0
SA2981_0360,64,39,44,19,147,167,0
SA2981_0400,3,2,0,0,6,12,0
SA2981_0538,5,5,3,2,7,12,0
SA2981_0540,56,121,163,108,207,850,0
SA2981_0596,0,0,2,1,0,4,0
SA2981_0092,31,9,49,25,43,179,0
SA2981_0937,0,0,5,2,2,14,0
SA2981_0947,504,304,161,218,125,244,0
SA2981_0948,477,292,108,194,115,212,0
SA2981_0950,12,5,7,12,20,39,0
SA2981_1616,0,0,0,0,0,0,0
SAOV_1089,0,0,0,0,0,0,0
SAOV_1116,223,100,55,26,19,14,0
SAOV_1117,848,359,249,69,73,171,0
SaurJH1_2081,58,69,7,5,14,1,0
SA2981_1035,0,2,0,1,0,0,0
SA2981_1131,9,98,82,1407,1502,2438,0
SA2981_1331,109,166,138,275,337,845,0
SA2981_1506,19,70,23,47,65,226,0
SA2981_1560,14,6,23,10,7,92,0
SA2981_1561,42,79,44,34,124,168,0
SA2981_1728,4,3,11,4,6,19,0
SA2981_0178,10,13,9,7,54,43,0
SA2981_1896,7,9,5,14,104,113,0
SA2981_1912,52,27,32,2,4,5,0
SA2981_1965,53,25,73,31,31,83,0
SA2981_1976,0,0,0,0,0,0,0
SA2981_1996,0,1,0,0,66,135,0
SA2981_2413,8,22,1,2,43,22,0
SA2981_2428,8,8,6,16,36,38,0
SA2981_2462,5,10,8,41,14,59,0
SA2981_2485,0,0,1,3,0,8,0
SA2981_2596,6,16,3,14,47,61,0
SA2981_2622,1,8,0,0,41,0,0
SA2981_2623,11,12,0,0,113,0,0
SA2981_2624,32,64,0,1,743,0,0
SA2981_2625,12,8,0,0,210,0,0
SA2981_2626,17,22,0,0,278,0,0
SA2981_0295,23,27,0,0,43,0,0
SA2981_0297,5,4,0,0,8,1,0
SA2981_0327,44,285,74,248,235,587,0
SA2981_0366,10,31,8,17,66,94,0
SA2981_0393,2,4,3,5,7,16,0
SA2981_0422,32,106,86,183,112,450,0
SA2981_0431,23,37,24,46,49,94,0
SA2981_0058,7,11,1,0,25,8,0
SA2981_0775,0,3,5,13,16,54,0
SA2981_0084,27,32,0,1,209,0,0
SA2981_0934,18,18,11,18,65,112,0
SA2981_0946,2,1,0,1,19,30,0
SA2981_0949,9,11,7,41,33,61,0
SA2981_1615,0,0,0,0,0,0,0
M013TW_0038,0,0,0,0,0,0,0
SAHV_2000,55,38,3,9,68,26,0
SAB1906c,0,0,0,0,0,0,0
SA2981_1065,8,3,8,10,10,35,0
SA2981_1128,74,64,67,185,93,255,0
SA2981_1274,13,3,3,19,7,109,0
SA2981_1275,9,13,10,18,43,98,0
SA2981_1276,32,66,51,16,164,424,0
SA2981_1277,6,6,30,13,81,186,0
SA2981_0148,1,0,0,0,0,2,0
SA2981_1766,11,17,0,0,78,0,0
SA2981_1770,1,4,0,0,35,0,0
SA2981_1775,4,2,0,0,15,0,0
SA2981_1916,843,305,296,73,33,85,0
SA2981_1922,0,0,0,0,0,0,0
SA2981_0211,32,73,30,65,112,134,0
SA2981_2141,22,78,28,97,114,213,0
SA2981_2394,64,140,49,75,263,154,0
SA2981_2418,13,5,26,36,46,105,0
SA2981_2420,0,0,0,0,0,0,0
SA2981_2431,10,19,14,27,75,233,0
SA2981_2463,6,14,8,10,20,47,0
SA2981_2606,0,0,0,0,6,4,0
SA2981_0296,6,8,0,0,0,0,0
SA2981_0390,5,8,0,0,53,0,0
SA2981_0403,4,2,0,0,15,0,0
SA2981_0408,10,10,11,11,19,27,0
SA2981_0414,3,11,31,129,14,245,0
SA2981_0059,2,3,0,2,23,10,0
SA2981_0715,22,18,39,23,19,97,0
SA2981_0827,1,0,1,0,0,15,0
SA2981_0933,5,8,2,0,30,5,0
SAOV_1097,50,20,7,6,26,8,0
SAA6008_00362,0,1,2,0,0,5,0
NWMN_1007,1,0,4,1,0,4,0
NWMN_1770,0,0,0,0,0,0,0
SA2981_0108,0,0,0,0,0,0,0
SA2981_1130,0,0,0,0,0,0,0
SA2981_1132,6,60,41,1020,1216,1698,0
SA2981_1767,4,22,0,0,77,0,0
SA2981_1771,0,8,0,0,7,0,0
SA2981_1867,9,42,16,186,18,65,0
SA2981_1901,103,60,236,337,742,1341,0
SA2981_1913,15,7,3,6,0,2,0
SA2981_2246,79,45,51,51,71,103,0
SA2981_2272,6,6,0,0,16,0,0
SA2981_2326,9,0,0,3,12,7,0
SA2981_2393,70,85,59,114,263,158,0
SA2981_2421,3,14,19,7,7,53,0
SA2981_2434,85,58,12,19,7,13,0
SA2981_2435,10,13,58,102,17,34,0
SA2981_2440,0,0,0,0,0,2,0
SA2981_2469,3,0,0,1,6,3,0
SA2981_2632,15,20,0,0,30,0,0
SA2981_0288,2,5,0,0,10,0,0
SA2981_0289,6,8,0,0,7,0,0
SA2981_0290,11,16,0,0,13,0,0
SA2981_0291,8,10,0,0,1,0,0
SA2981_0093,44,164,38,95,180,292,0
SA2981_0932,2,1,5,4,2,18,0
SA2981_0096,1,1,0,0,4,0,0
ST398NM01_2005,34,25,31,21,31,62,0
SACOL0889,85,56,0,0,269,1,0
SACOL2505,22,49,3,43,29,8,13
SAOV_1092,25,36,14,5,8,25,0
SaurJH1_2076,94,53,25,5,18,21,0
SaurJH1_2079,285,282,57,34,76,54,0
SA2981_0107,4,1,0,0,7,0,0
SA2981_1270,0,0,0,0,0,0,0
SA2981_1764,5,14,0,0,77,0,0
SA2981_1776,29,69,0,0,133,1,0
SA2981_1784,52,31,5,14,127,15,0
SA2981_1906,138,59,64,9,3,41,0
SA2981_1907,19,11,11,1,1,8,0
SA2981_1952,169,125,30,15,20,20,0
SA2981_2505,38,10,51,8,111,335,0
SA2981_2631,48,31,0,0,74,0,0
SA2981_2647,8,188,34,19,183,183,0
SA2981_0292,108,171,0,0,170,0,0
SA2981_0298,47,20,0,6,60,13,0
SA2981_0391,5,8,0,0,25,0,0
SA2981_0040,93,133,65,106,753,595,0
SA2981_0060,0,0,0,0,0,0,0
SA2981_0574,11,35,46,68,39,325,0
SA2981_0776,8,4,8,39,84,110,0
SaurJH1_2074,13,13,2,2,5,2,0
SAA6008_01267,26,10,13,12,6,18,1
M013TW_1825,0,0,0,0,0,0,0
NWMN_1001,0,0,0,0,0,0,0
NWMN_1810,0,0,0,0,0,0,0
SAPIG1528,56,41,22,8,23,14,0
SA2981_1385,23,35,17,30,56,77,0
SA2981_0157,0,0,3,17,6,128,0
SA2981_0158,12,16,9,25,30,253,0
SA2981_0159,9,12,6,39,35,327,0
SA2981_0160,6,8,20,53,24,419,0
SA2981_1768,3,36,0,0,145,0,0
SA2981_1785,93,39,15,3,201,20,0
SA2981_1931,124,86,30,8,33,34,0
SA2981_1954,0,0,0,0,0,0,0
SA2981_1961,14,19,42,55,9,154,0
SA2981_2422,23,39,38,57,34,216,0
SA2981_2546,0,3,5,11,0,17,0
SA2981_0693,14,15,18,10,39,77,0
SA2981_0088,26,214,2,5,161,2,0
SAS1244,0,3,5,9,3,23,0
SA2981_0993,0,0,0,1,0,0,0
SACOL2191,0,0,0,0,0,0,0
SAAV_1697,5,3,3,8,24,35,0
SAAV_1701,19,27,11,19,80,122,0
SaurJH1_1746,0,0,0,0,0,0,0
SaurJH1_2075,69,36,26,5,16,33,0
SaurJH1_2077,56,44,8,4,6,12,0
SAA6008_01719,0,2,0,0,1,0,0
MW0025,54,97,68,178,206,582,0
SAPIG1505,26,39,126,92,32,176,0
SAPIG1525,18,16,35,38,28,84,0
SAPIG1545,3,0,12,8,2,11,0
SA2981_1109,0,0,2,5,2,1,0
SA2981_1423,0,0,1,0,0,5,0
SACOL0907,1,4,78,334,0,2056,0
SA2981_1905,140,148,59,36,37,53,0
SA2981_1917,103,33,58,9,2,2,0
SA2981_1919,178,79,120,26,8,24,0
SA2981_1924,0,0,0,0,0,0,0
SA2981_1925,249,89,192,36,11,33,0
SA2981_1926,66,36,61,9,4,10,0
SA2981_1927,185,63,70,11,32,39,0
SA2981_1928,252,100,76,15,16,22,0
SA2981_1929,39,19,20,3,5,6,0
SA2981_1930,12,12,7,5,1,6,0
SA2981_1946,34,28,10,2,6,11,0
SA2981_2237,0,0,0,0,0,0,0
SA2981_0293,3,0,0,0,5,6,0
SA2981_0039,392,825,796,2475,3600,7876,0
SA2981_0062,0,0,1,0,1,1,0
SA2981_0063,9,14,15,12,38,67,0
SA2981_0669,60,28,58,91,217,450,0
SA2981_0090,1,0,5,0,2,20,0
ST398NM01_1320,1,1,44,13,0,101,0
ST398NM01_1881,0,0,0,0,0,0,0
SAAV_2057,0,0,3,4,0,2,0
SA2981_1447,4,2,10,2,8,45,0
SA2981_1920,110,25,72,22,2,48,0
SA2981_1921,177,48,94,16,8,45,0
SA2981_1923,19,9,16,3,0,0,0
SA2981_1948,51,42,5,2,14,14,0
SA2981_0037,68,172,98,305,192,651,0
SA2981_0038,34,26,48,54,44,188,0
SA2981_0412,1,3,0,0,6,0,0
SAR 603.00,12,15,0,0,42,0,0
SA2981_0064,4,0,0,0,0,0,0
SA2981_0761,18,33,0,0,27,0,0
SA2981_0100,9,7,2,1,24,29,0
ST398NM01_1879,0,0,1,0,0,1,0
SACOL1878,1,1,0,0,2,0,0
SAOV_1810,0,0,0,0,0,0,0
SaurJH1_1101,2,2,0,0,0,2,0
SaurJH1_0366,0,0,0,0,0,0,0
SaurJH1_0368,0,0,0,0,0,0,0
SaurJH1_0372,0,0,0,0,0,0,0
SaurJH1_0373,0,0,0,0,0,0,0
NWMN_1028,0,0,0,0,0,0,0
SAPIG1500,9,1,33,9,9,25,0
SAVC_00365,10,28,23,26,37,78,0
SA2981_1400,0,0,0,0,0,0,8
SA2981_2533,0,0,24,10,0,26,0
SA2981_0272,0,0,0,0,1,1,0
SA2981_0299,7,13,1,0,32,4,0
SA2981_0510,0,0,0,0,0,0,0
ECTR2_1172,0,0,0,0,1,0,0
ST398NM01_2521,9,34,16,48,68,173,0
SACOL0893,66,43,0,0,39,0,0
SAOV_1912c,3,4,4,2,0,1,0
SAOV_1948c,0,0,0,0,0,0,0
SAHV_2003,0,0,0,0,0,0,0
SAPIG1502,2,2,6,0,3,3,0
SAPIG1503,12,7,41,3,23,55,0
SAPIG1504,5,3,12,11,7,18,0
SAPIG1508,0,0,16,7,6,9,0
SAPIG1509,0,1,46,23,3,22,0
SAPIG1510,3,1,34,8,3,20,0
SAPIG1512,1,2,22,13,3,27,0
SAPIG1513,1,2,27,11,4,12,0
SAPIG1514,0,2,28,11,1,19,0
SAPIG1515,3,2,146,34,8,66,0
SAPIG1516,3,3,97,16,9,78,0
SAPIG1517,2,2,45,16,21,47,0
SAPIG1518,2,6,65,13,7,40,0
SAPIG1519,3,1,28,10,0,14,0
SAPIG1526,0,0,0,0,0,0,0
SaurJH1_1395,4,9,58,8,16,117,0
SA2981_1312,8,16,7,16,40,34,0
SA2981_0147,0,0,0,0,0,0,0
SA2981_1610,7,4,4,0,1,3,0
SA2981_1779,2,3,0,0,2,0,0
SA2981_1897,4,0,1,3,16,30,0
SA2981_1898,29,31,14,43,66,61,0
SARLGA251_08320,0,0,0,0,0,0,0
SA2981_1911,0,0,0,0,0,0,0
SA2981_0195,0,3,0,0,0,0,0
SA2981_2201,8,24,15,33,20,76,0
SAA6008_00268,31,18,0,0,32,0,0
SA2981_0041,82,59,59,59,532,383,1
SA2981_0416,5,9,0,1,15,7,0
SA2981_0418,0,0,3,2,0,19,0
SA2981_0082,196,408,0,2,927,1,0
SA2981_0810,0,0,0,0,0,0,0
SA2981_0818,77,38,8,35,30,23,0
SA2981_0826,0,0,0,0,0,0,0
SA2981_0985,2,0,0,6,44,17,0
