gene_ID,C1_81,C1_82,C1_83,D1_81,D1_82,D1_83,E1_81,E1_82,E1_83
SKAG_01426,3610,3767,3268,1704,1839,2486,2050,2843,1922
SKAG_01097,967,996,1072,997,1090,1431,1021,887,926
SKAG_01096,0,0,0,0,0,0,0,0,0
SKAG_01099,1471,1600,849,828,1644,1197,2092,1316,488
SKAG_01098,2340,1966,2242,850,1093,1605,994,1789,1437
SKAG_01427,4091,4617,4768,789,1009,1203,1290,1584,1022
SKAG_01253,19,13,17,10,7,12,9,7,12
SKAG_00834,95231,91647,94940,43580,55875,59134,54892,75178,51557
SKAG_01251,6882,6054,6203,4163,4193,4639,4044,4334,3619
SKAG_01250,264,189,216,136,151,175,185,151,160
SKAG_01257,48,84,56,26,40,51,28,49,47
SKAG_01256,96,100,107,43,71,80,63,88,70
SKAG_01255,618,560,478,250,343,436,311,419,341
SKAG_01542,144,173,80,20,154,74,239,161,39
SKAG_00302,462,477,413,133,339,385,485,420,192
SKAG_00303,732,772,796,184,383,474,386,519,245
SKAG_01259,752,564,683,376,437,653,400,564,506
SKAG_01258,499,376,472,251,308,436,263,417,301
SKAG_00306,12791,12487,12662,5384,7836,9575,8154,10198,6605
SKAG_00836,126813,124324,135057,54843,71745,77160,74819,99360,66430
SKAG_00304,84181,77232,80690,28246,36587,44393,42004,59666,38913
SKAG_00305,64853,55921,60027,22826,30328,34581,31843,47036,32822
SKAG_00837,68297,67000,61091,34952,38784,45603,44209,58979,36982
SKAG_02134,518,611,483,216,306,317,355,414,169
SKAG_01547,12856,14285,13532,9192,10136,12171,9647,10296,6945
SKAG_02109,1,0,0,1,0,1,1,1,1
SKAG_00831,113492,111141,100316,49137,67629,67718,73372,92523,55622
SKAG_01545,9663,10408,11444,6145,6576,8001,6139,7585,6466
SKAG_01659,30026,32806,25676,11988,16724,16525,16331,18277,9621
SKAG_01658,39238,31377,28801,9315,12388,13546,20680,28812,14555
SKAG_01657,19288,19383,20262,5098,6111,8279,6785,10807,7209
SKAG_01656,2160,2735,2257,504,736,908,875,1453,863
SKAG_01655,40361,42251,45877,18884,23311,26719,20855,26365,17263
SKAG_01544,9307,9053,8646,4232,4670,5822,4952,6097,5249
SKAG_01652,62,199,197,1,1,1,342,1,1
SKAG_01651,3278,0,0,4601,5848,7745,0,7666,6197
SKAG_01650,0,0,0,0,0,0,0,0,0
SKAG_01200,5742,6665,5579,1236,1430,1783,1517,2145,1345
SKAG_01201,6216,6650,5924,3197,3697,4656,3337,3750,2697
SKAG_01202,12832,12426,12361,4325,5230,6536,4642,6487,4792
SKAG_01203,16,10,10,6,9,10,4,9,11
SKAG_01756,5245,4694,5081,3305,4372,5710,3412,4104,3295
SKAG_01205,705,283,447,170,437,977,191,447,397
SKAG_02757,20844,21403,21381,8928,9538,12906,11366,15107,10706
SKAG_02756,17701,19751,22561,6000,6392,8833,7800,9358,6357
SKAG_02755,28889,29389,32595,13110,17093,19833,16621,21878,15294
SKAG_02754,2207,2274,2306,1065,1340,1649,1279,1725,1357
SKAG_02753,3317,3188,3481,1259,1412,1831,1566,2417,1495
SKAG_02752,6579,6239,6870,2329,3014,3925,3200,4713,2960
SKAG_02751,5588,4573,5238,1384,1973,2937,1737,3206,2482
SKAG_02750,1366,1161,1279,554,999,1437,962,3000,2525
SKAG_01207,1338,9,940,566,822,1475,576,1030,8
SKAG_02759,3883,4038,4413,1215,1433,1840,1454,2164,1704
SKAG_00522,0,0,0,0,0,0,0,0,0
SKAG_01529,18464,19210,19333,6626,8380,9115,9179,11340,7272
EBG00001170979,21,15,17,12,18,14,6,21,22
EBG00001170978,20,14,16,12,17,13,6,20,21
SKAG_02353,305,366,413,130,160,179,160,212,151
SKAG_02352,25855,26181,28309,13131,14726,16715,14253,16979,13009
SKAG_02351,21513,22357,21487,12140,13166,15957,13865,15570,11473
SKAG_02350,32367,32702,31177,15167,15977,19521,17884,20667,14231
SKAG_02357,7163,8051,5425,3092,4478,4539,4665,5060,2448
SKAG_02356,44343,53310,53536,11682,13193,15644,14171,19339,11951
SKAG_02355,52073,57042,54211,13952,16281,19653,19200,26096,15419
SKAG_02354,5058,5801,5412,1136,1207,1805,2200,2340,1024
SKAG_02685,1179,1212,915,250,393,464,433,423,210
SKAG_02684,536,598,468,124,185,189,189,228,115
SKAG_02687,0,0,0,0,0,0,0,0,0
SKAG_02686,4417,4781,4302,1778,2050,2478,1751,2305,1677
SKAG_02681,72858,73350,84035,14689,15631,17640,17901,23985,12303
SKAG_02680,7449,7532,7570,1511,1724,2158,1875,2742,1513
SKAG_02683,1863,1611,1466,382,446,614,551,794,500
SKAG_02682,10920,10914,9582,2729,3263,3781,3749,4578,2674
SKAG_00264,28011,29487,30549,16343,18839,22350,17224,21178,16643
SKAG_01528,12340,11300,10911,5558,6818,8327,6923,8420,5607
SKAG_02689,0,0,0,0,0,0,0,0,0
SKAG_02688,0,0,0,0,0,0,0,0,0
SKAG_00022,114,200,139,7,111,59,127,66,31
SKAG_02539,0,0,0,0,0,0,0,0,0
SKAG_02538,0,0,0,0,0,0,0,0,0
SKAG_02537,0,0,0,0,0,0,0,0,0
SKAG_02535,0,0,0,0,0,0,0,0,0
SKAG_02534,387,368,380,116,247,320,272,374,232
SKAG_02533,119,108,91,0,87,109,108,155,63
SKAG_02532,9781,9743,10167,3421,4539,5480,4500,6534,4652
SKAG_02531,0,0,0,0,0,0,0,0,0
SKAG_00917,33610,33791,33948,12948,15088,18098,13867,16337,12471
SKAG_00916,92360,84657,86560,53452,59770,70323,56703,70878,53571
SKAG_00915,7,3,12,3,3,10,7,3,2
SKAG_00914,158,197,162,46,53,71,123,86,28
SKAG_00913,13431,13333,13209,3606,4245,4951,4859,5980,3565
SKAG_00912,14840,15570,14979,6992,8138,9497,8019,9073,6323
SKAG_00911,30809,26060,26603,13978,16883,21736,16910,22709,16253
SKAG_00910,551,300,310,124,373,369,413,769,395
SKAG_00919,16154,14250,16177,6250,7067,8776,7183,9662,6651
SKAG_00918,6496,6385,5946,3199,4192,5280,4036,4228,3246
SKAG_02223,6010,6504,6732,1603,2075,2663,2331,3841,2435
SKAG_02222,27480,32407,22470,8695,12184,12523,12949,15441,7548
SKAG_02221,15764,17639,14106,6459,9157,9439,9323,11431,5854
SKAG_02220,38510,41573,42677,19562,21435,26846,20551,26635,20141
SKAG_02227,438,398,351,207,374,495,293,411,339
SKAG_02226,1673,1486,1518,764,963,1353,1207,2006,1316
SKAG_02225,2925,2254,1837,1281,1752,2803,2056,3369,1890
SKAG_02224,0,0,0,0,0,0,0,0,0
SKAG_02229,1726,1755,1742,325,401,526,439,617,420
SKAG_02228,3,4,5,1,3,1,3,1,4
SKAG_00689,23449,23688,25388,8695,10233,12104,10578,13430,8955
SKAG_00688,28270,31222,25350,6016,7773,9824,10411,14947,7474
SKAG_00687,1369,1354,1300,568,887,901,948,1182,704
SKAG_00686,10154,11487,11728,3859,4322,5882,4475,5294,3316
SKAG_00685,1798,1875,1866,806,1382,1858,1353,1680,1002
SKAG_00684,2607,3038,2770,731,1252,1415,1731,1911,818
SKAG_00683,46360,51439,52209,5924,8028,11290,9632,16421,9174
SKAG_00682,51899,54970,51069,17343,20982,24177,24038,28808,17040
SKAG_00680,3636,3885,3927,1830,2542,3007,2457,2971,1904
SKAG_02829,926,694,748,388,556,786,556,1446,1024
SKAG_02828,990,604,655,382,517,752,480,1539,1218
SKAG_02821,103182,107615,117714,43551,46578,60057,43275,48881,35777
SKAG_02820,25067,26052,24984,4560,5223,6241,5781,9180,5924
SKAG_02823,27918,27288,27622,11330,11448,14389,12427,14776,9951
SKAG_02822,34,43,26,21,19,38,20,34,9
SKAG_02825,518,369,362,199,302,384,231,533,440
SKAG_02824,25109,25331,23439,10572,11703,14626,13563,15067,9575
SKAG_02827,737,482,604,311,429,719,453,1569,1319
SKAG_02826,623,388,395,240,407,548,407,1203,920
SKAG_00262,6342,6630,7077,3053,2983,3841,2980,3534,2666
SKAG_00463,17594,18430,17469,19819,21901,26999,17658,14081,12614
SKAG_00462,14438,15791,14159,12989,14275,16379,13281,9887,8676
SKAG_00461,5334,5619,5493,4881,5288,6570,4472,4125,3581
SKAG_00460,24616,16626,16608,10815,15045,18483,15664,40212,22316
SKAG_00467,6458,7456,7324,1360,1569,1701,1893,2801,1531
SKAG_00466,55596,59054,55166,16277,19236,22718,21521,27748,17634
SKAG_00465,19014,20765,19073,5850,6210,7034,6320,8395,5646
SKAG_00464,13593,15309,15096,15260,16197,20311,13823,10635,9488
SKAG_00469,14856,15557,15027,3771,5014,5120,6219,7885,4920
SKAG_00468,452,631,336,92,400,139,599,400,90
SKAG_01521,4,7,5,1,3,3,4,5,1
SKAG_00962,14714,15763,16059,5885,6325,7757,6508,7906,5613
SKAG_00869,11627,11491,10969,4480,6726,7160,5325,9160,6249
SKAG_00868,4895,4963,4896,1680,3126,3461,2292,4451,2607
SKAG_00867,5121,5444,5546,1947,2329,2752,2740,3519,2135
SKAG_00866,2791,2937,3087,901,1153,1499,1422,1837,1124
SKAG_00865,37151,40416,42189,16716,19249,23932,19062,22838,15979
SKAG_00864,46500,48561,45915,18457,21523,26349,19733,27355,20698
SKAG_00863,5385,6373,4424,1414,1789,2168,2443,3295,1313
SKAG_03529,2794,3150,3061,1097,1124,1099,1193,1232,986
SKAG_00861,4612,4995,4698,1542,2342,2946,2681,4346,2802
SKAG_00860,556,591,540,126,178,252,151,342,241
SKAG_00961,6513,6736,6261,1789,2131,2717,2323,3082,1798
SKAG_00049,9977,10142,9695,6096,7468,8528,6735,8112,6035
SKAG_00048,31574,31485,30293,19671,22580,26950,20478,22761,17306
SKAG_00045,8001,9598,9093,2923,3503,4502,3890,4253,2448
SKAG_00044,18244,18615,18732,6369,6867,8631,7310,8536,5684
SKAG_00047,16512,16827,16213,11333,12901,14891,11205,12032,9833
SKAG_00046,8178,8711,9860,3603,4296,5251,4322,4906,3349
SKAG_00040,68799,71168,64301,29389,42950,52176,38277,60882,36567
SKAG_00043,21170,22698,20632,7673,11079,11420,10713,13287,7631
SKAG_00042,75461,85357,84217,24685,25986,31679,28314,33941,23471
SKAG_01312,81,87,75,35,38,56,40,70,48
SKAG_01313,56333,63665,62912,14188,15572,19757,19767,23103,13313
SKAG_01310,3613,3489,3688,1364,1438,1759,1344,1579,1387
SKAG_01311,4385,4432,4265,1511,1671,2241,1746,1940,1504
SKAG_01316,12578,13562,16610,5251,6106,7202,6074,6918,5418
SKAG_00616,39565,41818,38602,21880,26714,29471,28462,30037,18696
SKAG_01314,78739,81087,77753,48616,51302,62234,47637,48174,35270
SKAG_01315,77658,78632,72625,46624,49653,58888,46359,49007,35885
SKAG_01523,21507,21657,21312,8570,9998,12484,10327,15308,11210
SKAG_01318,19403,18730,20506,7691,9577,11685,9774,11898,8170
SKAG_00965,31454,35920,31334,7951,8564,9324,8504,11157,7182
SKAG_00265,4478,5086,4444,1213,1506,1591,1926,2352,1031
SKAG_03523,515,572,611,217,208,210,270,281,231
SKAG_00267,4069,4062,4462,1405,1997,2323,2209,2791,1944
SKAG_00266,11692,11424,11580,4668,4546,5286,4773,5776,4213
SKAG_00261,27508,29727,32363,9184,10723,13416,12053,13437,9556
SKAG_02124,10376,10042,9858,5846,7634,8716,7030,9185,6175
SKAG_00263,13,13,13,9,10,10,9,9,9
SKAG_03522,59,51,70,16,31,37,30,46,29
SKAG_00269,19450,19188,20713,9007,11355,12985,11794,15975,11184
SKAG_03521,11,8,0,4,9,11,0,32,19
SKAG_03520,44,51,0,12,28,30,0,106,62
SKAG_01798,97,96,48,27,98,106,135,127,63
SKAG_01799,147483,160539,160080,88844,96487,120431,95967,99359,71059
SKAG_01796,2004,1675,1603,572,889,1341,1028,2771,2250
SKAG_01797,584,380,403,189,339,567,235,664,605
SKAG_01794,5926,5792,6522,2665,2751,3834,2599,3059,2452
SKAG_01795,17010,17258,16755,12859,13997,18296,12298,12064,10258
SKAG_01792,16506,13273,15554,5620,6603,8407,7553,9928,6278
SKAG_01793,32658,34253,35270,12090,12969,14922,11994,13917,10163
SKAG_01790,10463,8724,8892,2930,3925,5422,3818,6393,3754
SKAG_01791,19122,15056,17166,5913,7554,9922,8217,12241,8145
SKAG_01408,1492,2042,1363,346,1188,692,1855,1176,460
SKAG_01409,24514,24314,29292,8595,9969,11456,9475,11468,8266
SKAG_01406,8642,9356,8167,1884,3305,3769,3788,4956,2690
SKAG_01407,1044,1016,874,370,674,718,667,928,462
SKAG_01404,118697,112851,123577,24544,29323,35713,37308,57622,35485
SKAG_01405,57984,45873,49209,9643,13593,17089,16288,28023,18452
SKAG_01402,6126,5416,5813,3068,4142,5319,2983,4697,3953
SKAG_01403,2451,2061,2126,1309,1596,2031,1282,1980,1468
SKAG_01400,5717,5340,5568,2493,3529,4899,2795,5207,3711
SKAG_01401,5151,4783,4931,2866,3972,5239,2875,4059,3290
SKAG_01206,422,154,282,116,274,635,104,220,266
SKAG_00319,54292,53080,53389,26291,32137,37515,31081,42892,31612
SKAG_00318,68219,70137,66013,32434,36948,45795,36106,45949,35136
SKAG_01224,737,372,454,142,229,324,162,389,238
SKAG_01225,1768,719,1107,291,581,861,415,869,671
SKAG_01222,1427,467,755,208,368,741,229,546,442
SKAG_01223,1711,694,1064,339,547,922,330,785,617
SKAG_01220,4898,4468,4593,1796,3215,4365,1767,3560,2414
SKAG_01221,808,305,542,92,250,481,115,347,276
SKAG_00311,6839,7257,7070,2985,4772,4456,5689,7578,4130
SKAG_00310,337009,311107,342281,93622,123166,140636,144372,233466,139082
SKAG_00313,18417,20631,20714,7151,9373,10100,10246,12424,8005
SKAG_00312,143764,141162,143071,48536,59127,71810,66544,98021,63612
SKAG_00315,14890,18030,12778,4639,7756,6491,9256,10412,4277
SKAG_00314,27625,30166,28270,11886,13889,16082,14667,17908,12964
SKAG_00317,45084,46315,45273,19956,23333,27729,23400,29291,20221
SKAG_01229,2204,1207,1809,271,563,753,367,766,469
EBG00001170951,10,11,10,6,0,7,6,9,7
SKAG_00268,13168,12374,13475,6198,7259,8535,7324,9966,7361
EBG00001170950,92,63,90,34,69,85,48,101,74
SKAG_02373,148,91,151,90,162,184,139,214,125
SKAG_02372,809,963,821,165,278,362,292,481,191
SKAG_00691,19430,19468,18592,9547,11451,12785,11320,14502,9714
SKAG_02375,3041,3138,3081,1571,2120,2540,2292,2544,1379
SKAG_02374,82,67,72,65,73,99,58,84,70
SKAG_02377,2496,2632,2463,1131,1620,1719,1713,1865,1263
SKAG_01589,285,346,210,157,380,235,419,226,100
SKAG_02376,46301,45906,47832,26571,30241,36863,30051,34656,21239
SKAG_02379,2448,2125,1682,916,1156,1245,1264,1486,680
SKAG_01138,1189,1229,1226,267,441,472,407,513,287
SKAG_01139,40351,36923,34318,63179,62313,78795,54310,48598,56066
SKAG_02378,7732,7342,7888,3527,3882,5012,4107,5092,3856
SKAG_01132,527,519,491,292,382,471,308,516,391
SKAG_01133,1431,1487,1467,749,1044,1127,930,1066,820
SKAG_01130,314,305,286,236,349,502,231,341,278
SKAG_01131,266,260,249,178,222,296,157,293,218
SKAG_01136,1509,1612,1547,668,826,1126,833,1110,810
SKAG_01137,0,0,0,1,0,0,0,0,0
SKAG_01134,127,112,118,94,89,91,101,99,100
SKAG_01135,1146,1063,1040,623,786,1081,738,1015,776
EBG00001171028,281,313,371,271,188,185,176,217,308
EBG00001171029,643,614,485,110,160,232,171,382,237
SKAG_01588,11291,10974,10960,6013,7135,8611,6678,6134,5654
EBG00001171027,170,170,244,192,124,131,116,167,208
EBG00001171024,208,211,279,220,152,164,150,212,259
EBG00001171025,372,400,514,351,227,213,225,274,356
EBG00001171022,313,334,421,314,207,202,196,235,324
EBG00001171023,236,277,335,205,137,131,127,191,231
EBG00001171020,284,295,388,270,185,182,176,220,289
EBG00001171021,317,379,437,213,158,148,118,238,256
EBG00001171007,3,3,12,19,4,2,2,1,5
EBG00001170987,1,1,1,1,1,1,1,1,1
EBG00001170984,68,33,23,1,46,67,45,45,1
EBG00001170985,0,0,0,1,0,0,0,0,0
EBG00001170983,0,0,0,79,0,0,0,0,136
SKAG_02328,264,262,245,106,196,344,124,248,152
SKAG_02329,277,297,271,172,251,280,168,229,165
SKAG_02326,1562,1605,1837,963,1044,1304,1023,1304,909
SKAG_02327,1,7,1,4,1,5,1,6,1
SKAG_02324,20364,15615,17292,8235,13844,18332,9625,19378,15835
SKAG_02325,81,71,62,44,83,114,38,100,87
SKAG_02322,14211,14035,14511,7088,10135,13178,7517,10379,8258
SKAG_02323,6184,4458,5693,2860,6085,8566,3358,8922,6894
SKAG_02320,32081,32624,33953,10383,11225,14309,11910,15448,10643
SKAG_02321,28652,29310,30167,12426,14325,16253,16079,18502,10767
SKAG_00862,5954,6939,7229,884,1125,1407,1464,2383,1137
SKAG_02032,747,825,385,96,344,300,337,686,173
SKAG_02033,1198,1520,1452,492,484,621,565,647,535
SKAG_02030,0,0,0,0,0,0,0,0,0
SKAG_02031,75633,79887,88145,22754,27237,32395,26358,34808,21152
SKAG_02788,0,0,0,0,0,0,0,0,0
SKAG_02789,0,0,0,0,0,0,0,0,0
SKAG_02034,737,823,785,244,307,358,308,486,336
SKAG_02035,796,864,576,318,737,820,841,804,356
SKAG_02784,916,1090,784,316,684,632,660,626,298
SKAG_02785,784,813,661,347,1341,681,1728,970,406
SKAG_02786,5359,6799,2799,1465,6786,3100,10019,6281,1689
SKAG_02787,15929,12733,11992,11610,24303,16845,34292,23298,11729
SKAG_02780,204,30,40,25,32,23,16,34,27
SKAG_02781,2,858,808,517,480,600,437,738,493
SKAG_02782,103478,102349,127294,49346,58665,68314,61341,83200,56469
SKAG_02783,0,0,0,0,0,0,0,0,0
SKAG_01538,6556,6651,7730,3774,4420,5240,4005,5526,3811
SKAG_01811,9,8,6,4,15,15,12,19,6
SKAG_01539,14446,16666,16797,3002,3354,4190,4125,6184,3500
SKAG_02626,5323,5630,5457,1783,2051,2398,1876,2414,1811
SKAG_02256,3231,2790,2840,777,1169,1487,1284,2186,1161
SKAG_02257,0,0,0,0,0,0,0,0,0
SKAG_02254,2781,2766,2851,941,1219,1634,1353,1804,1188
SKAG_02255,1182,1001,1172,427,587,829,607,1038,738
SKAG_02252,1204,1283,1089,380,543,815,583,806,376
SKAG_02253,607,737,431,148,304,333,453,381,180
SKAG_02250,84,54,75,22,29,56,27,40,50
SKAG_02251,235,162,261,62,59,81,114,109,90
SKAG_02258,0,0,0,0,0,0,0,0,0
SKAG_02259,0,0,0,0,0,0,0,0,0
SKAG_00672,15510,16869,18349,2825,2792,4123,4089,6036,4326
SKAG_00673,26792,27117,27194,11995,15543,18816,14587,20546,14822
SKAG_00670,67469,64134,60180,29234,30631,36000,26534,32766,25883
SKAG_00671,41101,40645,35444,16198,18881,22099,17784,20894,14582
SKAG_00676,17599,16450,17649,10539,15093,16679,14172,16310,12413
SKAG_00677,119350,104502,100111,87207,100999,126937,96105,117639,91290
SKAG_00674,13636,13838,15799,5399,6931,8229,6563,9123,6771
SKAG_00675,21956,20667,20106,12767,16840,19165,16721,19963,13725
SKAG_00678,29983,27287,23852,17957,23604,26945,25302,30038,17166
SKAG_00679,37331,38800,29065,18835,25786,31445,34711,33856,19321
SKAG_00380,186,284,202,43,62,74,87,111,52
SKAG_01706,5588,5563,5433,1433,2012,2723,2133,3258,2271
SKAG_00100,49064,48969,45167,12848,16653,20261,18164,26619,15929
SKAG_02819,1842,1935,1789,975,1094,1335,1098,1092,734
SKAG_02814,117,88,86,42,56,66,65,77,36
SKAG_01701,0,0,0,0,0,0,0,0,0
SKAG_02816,19820,18989,16050,33028,33928,42922,28567,22366,20478
SKAG_02817,8,8,9,6,4,16,9,9,6
SKAG_02810,423,425,353,137,189,180,224,234,115
SKAG_02811,17660,18034,18966,7500,8249,10187,8065,9994,7300
SKAG_02812,4772,4532,3817,6834,7411,9285,6103,5146,5108
SKAG_00387,3238,3884,3593,635,985,1372,999,1318,836
SKAG_01537,27634,29357,30234,15336,18411,22549,17277,23126,17107
SKAG_01703,452,404,404,205,376,451,357,447,275
SKAG_01702,681,621,604,205,411,546,409,552,357
SKAG_02106,2,3,3,2,2,3,2,3,3
SKAG_01534,5782,5595,5369,1792,2638,3590,2097,4492,3128
SKAG_00416,11018,11676,12765,3868,4909,6195,5208,7336,4088
SKAG_00417,5867,5986,6415,3378,3052,4289,3457,4224,3189
SKAG_00415,76288,78251,78605,35527,44814,49679,37428,53555,39023
SKAG_00412,5758,6667,5696,1443,2247,2374,2457,3905,1698
SKAG_00413,116913,132883,109146,23841,27741,32147,36393,53255,31914
SKAG_00410,3578,3475,4064,1684,2021,2810,2374,3174,2298
SKAG_00411,9951,10209,9094,4101,6118,7199,7852,9801,6073
SKAG_00418,27879,29934,33299,11019,10786,12153,10794,14929,10515
SKAG_00419,63,66,43757,33,36,40,43,42,37
SKAG_00787,122108,120869,109889,68209,73976,94279,79266,82144,53616
SKAG_00784,16254,15320,17920,6332,9174,11151,7766,13120,10710
SKAG_00785,26959,30009,27709,7054,7502,7801,7436,9975,7090
SKAG_00782,89,77,67,28,96,87,60,78,55
SKAG_00783,38999,37617,39778,14560,19113,23613,17179,28906,22250
SKAG_00780,16513,17260,13891,10339,11650,13833,12189,12861,8223
SKAG_00781,8178,8272,8565,6060,6270,7709,6313,6324,5333
SKAG_02456,20084,19836,20172,8369,10271,12984,9306,12703,9680
SKAG_00788,12956,13414,12160,7592,12519,10610,13173,11086,5983
SKAG_00789,76575,70384,65047,34315,39213,50144,39128,45973,30522
SKAG_00892,1385,1631,1299,784,882,1103,910,1068,904
SKAG_00893,3866,3955,4747,2050,2716,3062,2097,3072,2424
SKAG_00890,6892,6884,7418,1977,2974,3211,3593,4306,2687
SKAG_00891,13893,15319,17733,9804,10575,13037,10745,10707,9464
SKAG_00896,7481,6753,6556,5151,5750,7470,5396,7617,5634
SKAG_00897,12247,11100,10684,7844,9355,11870,8792,12280,8485
SKAG_00894,5601,5539,5920,3539,4404,5420,3733,4819,4186
SKAG_00895,22526,20708,20438,16579,18939,23200,16702,21681,16954
SKAG_00898,26,24,5,5,19,33,21,26,19
SKAG_00899,14363,13152,12419,7726,8936,11827,9225,13747,9475
SKAG_02813,4590,4729,3979,5313,6262,7841,4846,4245,4258
SKAG_00070,28239,35390,26677,5464,10137,9407,13192,16824,6331
SKAG_00071,88,77,104,38,55,70,66,108,50
SKAG_00072,14,10,16,9,16,23,7,17,13
SKAG_00073,96,103,127,38,50,113,43,87,54
SKAG_00074,396,338,349,82,194,325,185,239,193
SKAG_00075,162,205,102,3,96,76,75,102,39
SKAG_00076,349,352,312,91,143,247,174,306,146
SKAG_00077,261,192,196,64,119,178,181,271,177
SKAG_00078,136,170,165,16,23,30,25,45,22
SKAG_00148,2492,3028,1517,796,1714,987,2122,1944,628
SKAG_00149,11,4,13,12,10,6,9,9,15
SKAG_00258,17659,18068,15840,1385,2798,2612,6890,13147,4632
SKAG_01300,1445,1337,1449,583,686,982,782,882,827
SKAG_01303,1473,1222,1456,1279,1246,1837,1444,1294,1575
SKAG_00529,0,0,0,0,0,0,0,0,0
SKAG_01305,20632,21791,22453,9003,10047,12310,9460,9890,7558
SKAG_01304,152081,143968,104078,112549,140176,129170,156336,120710,80813
SKAG_01307,5880,6216,6377,1598,1799,2163,2042,2706,1985
SKAG_01306,8512,9206,11226,2479,3007,3853,3257,4594,3359
SKAG_01309,26243,26812,25646,9967,11241,14046,11465,12796,10077
SKAG_01308,4078,4219,4096,1483,1537,1793,1540,2155,1454
SKAG_00252,40413,36811,41602,5890,7239,8469,15455,30460,17463
SKAG_00253,44668,41877,47046,8374,10681,11914,19371,35313,21895
SKAG_00526,0,0,0,0,0,0,0,0,0
SKAG_00527,0,0,0,0,0,0,0,0,0
SKAG_00256,25619,24440,26372,4348,5925,6968,12425,21845,13730
SKAG_00525,0,0,0,0,0,0,0,0,0
SKAG_00852,159826,153336,161662,78414,101724,106085,101655,127994,86612
SKAG_00098,1173,975,1122,407,590,795,573,796,503
SKAG_00099,37533,42106,27137,6522,11504,11930,13575,21300,7430
SKAG_00092,267,210,296,236,275,412,243,319,235
SKAG_00093,4425,3777,4147,2456,5530,7218,3400,6640,4649
SKAG_00090,302,285,164,130,309,300,215,394,150
SKAG_00091,949,791,728,478,742,1006,680,1071,567
SKAG_00096,102,88,96,30,27,50,49,89,40
SKAG_00097,280918,256170,253254,103219,115221,133248,116413,139431,87223
SKAG_00094,2914,3424,1900,671,2124,1985,2413,2319,1204
SKAG_00095,2355,1790,2149,535,784,916,907,1555,1055
SKAG_01789,2419,1993,2098,1437,1850,2531,1619,2258,1648
SKAG_01788,78,76,65,32,54,59,46,69,37
SKAG_01785,3616,4113,4266,812,959,1310,1157,1430,904
SKAG_01784,38,37,34,13,18,19,24,22,24
SKAG_01787,2495,2742,2665,877,1060,1341,1194,1387,817
SKAG_01786,35298,39485,37535,9778,9425,11597,12001,14826,8367
SKAG_01781,3391,3367,3525,4287,4731,5624,3748,3255,3380
SKAG_01780,3,5,6,4,5,6,6,4,6
SKAG_01783,12614,14281,13749,2707,3272,4284,4090,5676,2928
SKAG_01782,37219,39070,41109,11372,12747,15032,12886,16295,11625
SKAG_02850,6941,6849,6824,3470,4199,5232,3726,6020,4259
SKAG_01418,5836,6997,6992,1675,2096,2489,2077,3303,1937
SKAG_03508,1141,1280,1250,402,367,412,426,502,416
SKAG_01415,23523,23700,20561,7880,10022,11625,13019,16577,8326
SKAG_01414,1385,1584,835,349,634,601,775,1019,407
SKAG_01417,76978,74762,74420,16528,18089,22385,21806,32125,19424
SKAG_01416,47390,45403,42919,16543,18988,23854,21586,28909,20461
SKAG_01411,2295,2465,2255,935,1287,1508,1437,1641,1027
SKAG_01410,9901,9892,10366,3389,4458,5220,4803,6122,3872
SKAG_01413,3953,3701,3823,1430,1981,2325,1968,2714,1864
SKAG_01412,2139,2071,2133,850,1059,1230,989,1426,974
SKAG_01234,17442,11293,13564,13207,14112,17745,11613,11168,9066
SKAG_01237,4774,4339,4331,1141,1724,2465,1971,2879,1679
SKAG_01236,4098,4264,3700,1138,1650,1905,1820,2485,1422
SKAG_00328,157452,160859,163816,31485,38195,45823,51268,85532,47903
SKAG_00329,96399,93173,94147,39067,45829,56355,47099,63202,45458
SKAG_01233,33828,22546,26434,28081,30244,39166,25395,22643,20707
SKAG_01232,2803,2752,2570,1006,1188,1477,1213,1446,941
SKAG_00324,78425,72776,66777,62657,81664,93167,71902,87691,63225
SKAG_00325,12431,14096,12280,5252,7003,7643,8049,9752,5196
SKAG_00326,7377,7870,8600,3040,3542,4333,3881,4892,2942
SKAG_00327,24679,25239,25090,11073,13592,16010,12665,16286,10800
SKAG_00320,17010,16837,17225,11907,15227,17551,13479,17431,11293
SKAG_00321,28632,27303,25446,22934,26770,32774,23330,29050,22214
SKAG_00322,6029,5392,5272,4814,5911,6829,5405,6500,4670
SKAG_00323,7863,7314,6609,6183,7942,9235,7261,9615,5999
SKAG_01129,102,113,108,121,161,228,125,139,112
SKAG_01128,161,125,142,126,198,320,101,186,137
SKAG_01121,0,0,0,0,0,0,0,0,0
SKAG_01120,0,0,0,0,0,0,0,0,0
SKAG_01123,43542,45905,53091,15485,15724,20167,16856,18893,12614
SKAG_01125,14189,13154,13243,6050,6599,7880,6898,9963,5858
SKAG_01124,7594,11435,4702,1652,3976,2116,6130,3684,864
SKAG_01127,2804,3164,2860,411,504,608,539,927,443
SKAG_01126,706,595,639,258,324,459,209,400,286
SKAG_01367,2586,2699,2470,1597,1928,2525,1960,2343,1670
EBG00001171039,0,0,0,0,0,0,0,0,0
EBG00001171038,0,0,0,0,0,0,0,0,0
SKAG_01366,394,440,379,184,362,447,507,473,168
EBG00001171035,0,0,0,0,0,0,0,0,0
