key,Gal_NO_A,Gal_NO_B,Gal_A,Gal_B
SAUSA300_2078,1889,1856,2296,2238
SAUSA300_2079,15018,15958,28111,22862
SAUSA300_2080,671,661,663,661
SAUSA300_2081,1005,772,3860,3723
SAUSA300_2082,4857,4775,12231,11228
SAUSA300_2083,559,661,1301,1412
SAUSA300_2084,404,467,1648,1651
SAUSA300_2085,2473,2012,1932,1905
SAUSA300_2086,328,209,351,387
SAUSA300_2087,249,246,190,176
SAUSA300_2088,1489,1383,2743,2763
SAUSA300_2089,9852,10656,16351,17213
SAUSA300_2090,9979,9846,16661,17778
SAUSA300_2091,4315,3800,16641,16172
SAUSA300_2092,132286,212789,18794,18381
SAUSA300_2093,900,865,1673,1306
SAUSA300_2094,1647,1636,821,812
SAUSA300_2095,3154,3365,3498,2480
SAUSA300_2096,3017,2930,2792,2574
SAUSA300_2097,527,622,870,864
SAUSA300_2098,584,723,765,546
SAUSA300_2099,719,624,1044,1020
SAUSA300_2100,940,966,1412,1336
SAUSA300_2101,309,306,213,223
SAUSA300_2102,1694,1583,1317,1540
SAUSA300_2103,389,490,275,287
SAUSA300_2104,3466,3405,2663,2905
SAUSA300_2105,181,216,232,228
SAUSA300_2106,201,208,343,348
SAUSA300_2107,589,727,800,710
SAUSA300_2108,578,526,548,632
SAUSA300_2109,359,387,195,184
SAUSA300_2110,124,141,130,119
SAUSA300_2111,6113,5858,8023,7610
SAUSA300_2112,3208,3315,3550,3552
SAUSA300_2113,2004,1787,1992,2326
SAUSA300_2114,1941,1885,1863,2226
SAUSA300_2115,91,79,163,161
SAUSA300_2116,4522,6348,6935,17775
SAUSA300_2117,138786,234947,67179,179851
SAUSA300_2118,11217,9641,22055,29337
SAUSA300_2119,140063,237640,67851,181434
SAUSA300_2120,3430,4162,5601,5660
SAUSA300_2121,4286,7422,9502,9954
SAUSA300_2122,6671,5599,11447,14463
SAUSA300_2123,177,160,273,633
SAUSA300_2124,64,48,156,288
SAUSA300_2125,2297,2075,1673,1796
SAUSA300_2126,589,641,436,442
SAUSA300_2127,858,873,634,634
SAUSA300_2128,1211,1030,531,561
SAUSA300_2129,2846,2755,2358,2813
SAUSA300_2130,3950,3785,2821,2786
SAUSA300_2131,2650,3221,1521,1561
SAUSA300_2132,16947,16715,22678,13825
SAUSA300_2133,340,422,431,467
SAUSA300_2134,2760,2260,2810,3067
SAUSA300_2135,6671,7693,7471,8203
SAUSA300_2136,38942,37593,31757,39824
SAUSA300_2137,3705,3468,3852,4008
SAUSA300_2138,4304,4184,4255,4215
SAUSA300_2139,2176,2130,1720,1841
SAUSA300_2140,849,924,1144,1116
SAUSA300_2141,1498,1550,844,829
SAUSA300_2142,105394,149687,58511,100485
SAUSA300_2143,20144,21677,15119,15534
SAUSA300_2144,23194,23580,21803,20130
SAUSA300_2145,886,908,752,733
SAUSA300_2146,1374,1479,1024,986
SAUSA300_2147,3141,3141,2057,2330
SAUSA300_2148,823,805,646,688
SAUSA300_2149,66536,79317,43412,72824
SAUSA300_2150,51661,53389,44444,54032
SAUSA300_2151,74870,85773,51558,90442
SAUSA300_2152,50071,47808,47907,55277
SAUSA300_2153,25522,27380,30611,32998
SAUSA300_2154,32670,31265,41618,42995
SAUSA300_2155,18853,16226,21893,25535
SAUSA300_2156,2012,2029,1350,1005
SAUSA300_2157,1734,2160,1109,1066
SAUSA300_2158,150,92,116,134
SAUSA300_2159,1567,1344,1005,850
SAUSA300_2160,392,289,122,138
SAUSA300_2161,38,45,91,70
SAUSA300_2162,664,605,523,648
SAUSA300_2163,558,548,471,517
SAUSA300_2164,310,327,161,137
SAUSA300_2165,418,422,117,107
SAUSA300_2166,412,390,109,108
SAUSA300_2167,542,456,413,440
SAUSA300_2168,510,557,608,683
SAUSA300_2169,1150,948,1272,1300
SAUSA300_2170,226,262,182,213
SAUSA300_2171,23230,28089,55082,69209
SAUSA300_2172,12257,15078,30113,30329
SAUSA300_2173,1395,1637,1604,1537
SAUSA300_2174,908,940,1000,880
SAUSA300_2175,1449,1288,1176,1303
SAUSA300_2176,1035,1159,712,611
SAUSA300_2177,18261,20738,37770,37206
SAUSA300_2178,14933,14833,26189,31478
SAUSA300_2179,10689,10421,18755,22412
SAUSA300_2180,16395,16706,33595,34941
SAUSA300_2181,19918,24605,43809,45299
SAUSA300_2182,14605,13987,27656,32546
SAUSA300_2183,19300,17893,32632,40572
SAUSA300_2184,16145,15726,30436,36536
SAUSA300_2185,38759,49105,40676,76693
SAUSA300_2186,23207,21931,38453,46833
SAUSA300_2187,32761,37144,58177,77830
SAUSA300_2188,25660,27013,36570,61055
SAUSA300_2189,17552,18879,39713,41470
SAUSA300_2190,11453,10683,23434,26529
SAUSA300_2191,10975,12004,24840,29966
SAUSA300_2192,11588,10948,24063,28724
SAUSA300_2193,28224,29048,53347,61160
SAUSA300_2194,21011,21432,46522,52749
SAUSA300_2195,13932,14556,34662,36446
SAUSA300_2196,27302,28625,54030,76920
SAUSA300_2197,27104,27283,53859,67685
SAUSA300_2198,23095,27004,50565,57176
SAUSA300_2199,23833,28395,43010,63168
SAUSA300_2200,27256,31933,55707,68919
SAUSA300_2201,33464,44231,52869,90039
SAUSA300_2202,15519,19548,42454,46466
SAUSA300_2203,22378,27817,38776,54802
SAUSA300_2204,26520,35201,46785,67643
SAUSA300_2205,18444,21280,44808,47223
SAUSA300_2206,1601,1179,837,681
SAUSA300_2207,1805,1900,2409,2221
SAUSA300_2208,1400,1567,1208,1113
SAUSA300_2209,1576,1556,987,838
SAUSA300_2210,861,777,671,722
SAUSA300_2211,291,267,149,133
SAUSA300_2212,1793,1847,1662,1926
SAUSA300_2213,1153,1210,1435,1393
SAUSA300_2214,2131,2395,2354,2345
SAUSA300_2215,300,304,216,203
SAUSA300_2216,117,150,94,81
SAUSA300_2217,281,318,182,174
SAUSA300_2218,227,145,212,163
SAUSA300_2219,989,843,1027,1184
SAUSA300_2220,1289,1396,1359,1339
SAUSA300_2221,848,824,798,782
SAUSA300_2222,1320,1155,1073,914
SAUSA300_2223,774,674,714,944
SAUSA300_2224,1385,1456,1515,1597
SAUSA300_2225,2720,2660,2455,2307
SAUSA300_2226,1141,1100,1088,1228
SAUSA300_2227,769,697,600,828
SAUSA300_2228,1903,2161,2251,2273
SAUSA300_2229,1384,1157,1660,1538
SAUSA300_2230,1745,1607,2111,2096
SAUSA300_2231,2331,2425,432,418
SAUSA300_2232,236,200,296,333
SAUSA300_2233,116,227,225,286
SAUSA300_2234,126,89,194,219
SAUSA300_2235,4504,4767,10790,12775
SAUSA300_2236,193,166,182,217
SAUSA300_2237,23,43,50,33
SAUSA300_2238,64,56,72,60
SAUSA300_2239,76,58,83,63
SAUSA300_2240,136,143,139,153
SAUSA300_2241,260,226,219,111
SAUSA300_2242,208,235,174,152
SAUSA300_2243,471,568,378,336
SAUSA300_2244,256,260,180,169
SAUSA300_2245,7100,7047,7087,8429
SAUSA300_2246,2583,2126,1903,1826
SAUSA300_2247,587,607,409,418
SAUSA300_2248,313,273,251,230
SAUSA300_2249,10484,16124,25715,34189
SAUSA300_2250,785,823,748,831
SAUSA300_2251,1075,970,1646,1677
SAUSA300_2252,392,301,357,303
SAUSA300_2253,17012,17346,4336,4301
SAUSA300_2254,8337,8283,8466,8378
SAUSA300_2255,1572,1563,1845,1934
SAUSA300_2256,1589,1610,1671,1610
SAUSA300_2257,7773,7761,3127,2301
SAUSA300_2258,5820,5842,2901,2898
SAUSA300_2259,1511,1646,1898,1992
SAUSA300_2260,508,493,758,970
SAUSA300_2261,1111,1268,1045,954
SAUSA300_2262,820,714,1356,1772
SAUSA300_2263,244,222,318,439
SAUSA300_2264,633,727,760,746
SAUSA300_2265,2704,2758,5121,6542
SAUSA300_2266,1890,1627,1534,1401
SAUSA300_2267,900,960,637,598
SAUSA300_2268,137,81,126,65
SAUSA300_2269,454,442,714,734
SAUSA300_2270,387,380,1086,1056
SAUSA300_2271,387,388,193,255
SAUSA300_2272,1772,1816,2523,2557
SAUSA300_2273,590,615,864,799
SAUSA300_2274,206,192,128,147
SAUSA300_2275,4153,5385,3081,2521
SAUSA300_2276,376,534,192,221
SAUSA300_2277,512,540,555,571
SAUSA300_2278,362,344,368,354
SAUSA300_2279,269,278,111,102
SAUSA300_2280,98,51,88,63
SAUSA300_2281,1013,1007,1891,1874
SAUSA300_2282,7774,8746,3768,3829
SAUSA300_2283,1061,980,1097,1169
SAUSA300_2284,660,659,378,231
SAUSA300_2285,253,253,379,377
SAUSA300_2286,348,516,397,401
SAUSA300_2287,589,619,1198,1311
SAUSA300_2288,373,353,621,622
SAUSA300_2289,413,486,388,453
SAUSA300_2290,475,599,427,426
SAUSA300_2291,696,683,2446,2872
SAUSA300_2292,1382,1285,1310,1522
SAUSA300_2293,418,450,355,405
SAUSA300_2294,772,982,656,654
SAUSA300_2295,1738,2114,1403,1477
SAUSA300_2296,1229,1235,1530,1394
SAUSA300_2297,1218,1193,820,919
SAUSA300_2298,219,225,410,507
SAUSA300_2299,177,149,276,298
SAUSA300_2300,950,924,318,323
SAUSA300_2301,165,119,261,283
SAUSA300_2302,1903,2281,2964,2849
SAUSA300_2303,1559,1844,2454,3075
SAUSA300_2304,728,741,919,882
SAUSA300_2305,31,8,20,18
SAUSA300_2306,52,48,64,51
SAUSA300_2307,19,27,17,14
SAUSA300_2308,367,404,191,144
SAUSA300_2309,364,351,253,292
SAUSA300_2310,224,228,344,356
SAUSA300_2311,246,173,321,345
SAUSA300_2312,4073,3683,2858,2885
SAUSA300_2313,3805,4066,12829,10511
SAUSA300_2314,903,916,812,819
SAUSA300_2315,1696,1817,2272,1922
SAUSA300_2316,293,273,134,128
SAUSA300_2317,823,836,1152,1184
SAUSA300_2318,1403,1515,1583,2095
SAUSA300_2319,1238,1385,969,1067
SAUSA300_2320,735,638,1206,1666
SAUSA300_2321,87,79,157,132
SAUSA300_2322,742,822,660,641
SAUSA300_2323,740,638,576,681
SAUSA300_2324,109,129,125,163
SAUSA300_2325,772,846,983,1063
SAUSA300_2326,402,381,307,337
SAUSA300_2327,6228,5673,7362,5840
SAUSA300_2328,2798,2506,10102,9710
SAUSA300_2329,3071,3015,5680,6830
SAUSA300_2330,459,437,537,613
SAUSA300_2331,3092,3566,8686,8113
SAUSA300_2332,1561,1342,1904,2376
SAUSA300_2333,95,108,127,110
SAUSA300_2334,32,46,26,25
SAUSA300_2335,57,135,41,104
SAUSA300_2336,65,92,87,75
SAUSA300_2337,1419,1591,852,781
SAUSA300_2338,2081,1847,1300,1172
SAUSA300_2339,1472,1790,1251,1223
SAUSA300_2340,642,772,557,682
SAUSA300_2341,28,18,13,21
SAUSA300_2342,25,32,44,21
SAUSA300_2343,14,15,31,18
SAUSA300_2344,134,156,155,132
SAUSA300_2345,54,54,57,59
SAUSA300_2346,46,50,69,77
SAUSA300_2347,47,27,63,63
SAUSA300_2348,236,263,92,109
SAUSA300_2349,153,144,927,1095
SAUSA300_2350,643,674,489,496
SAUSA300_2351,4762,4687,18585,19724
SAUSA300_2352,3883,3940,2291,1844
SAUSA300_2353,2262,3012,1372,1387
SAUSA300_2354,641,948,929,847
SAUSA300_2355,286,271,167,300
SAUSA300_2356,1416,1722,1131,1204
SAUSA300_2357,4813,4304,2719,2503
SAUSA300_2358,2458,2235,1442,1419
SAUSA300_2359,1063,1004,1005,824
SAUSA300_2360,198,195,265,341
SAUSA300_2361,131106,213160,63506,164198
SAUSA300_2362,11891,11401,17841,18167
SAUSA300_2363,397,365,344,363
SAUSA300_2364,951,1085,23896,21488
SAUSA300_2365,596,646,4094,3233
SAUSA300_2366,130,164,757,542
SAUSA300_2367,227,234,865,680
SAUSA300_2368,20,25,40,21
SAUSA300_2369,52,55,69,78
SAUSA300_2370,17,16,45,28
SAUSA300_2371,36,29,42,18
SAUSA300_2372,29,24,16,35
SAUSA300_2373,10,6,16,22
SAUSA300_2374,1096,1072,892,860
SAUSA300_2375,781,750,634,687
SAUSA300_2376,196,195,228,227
SAUSA300_2377,1203,1349,1824,1548
SAUSA300_2378,2738,3093,4429,3583
SAUSA300_2379,1399,1546,2113,2007
SAUSA300_2380,226,138,553,494
SAUSA300_2381,748,993,624,558
SAUSA300_2382,109,93,96,101
SAUSA300_2383,1439,1437,15089,16569
SAUSA300_2384,516,487,869,943
SAUSA300_2385,722,751,474,510
SAUSA300_2386,799,727,298,339
SAUSA300_2387,346,322,215,254
SAUSA300_2388,372,368,374,394
SAUSA300_2389,595,566,684,708
SAUSA300_2390,1292,1222,1388,1430
SAUSA300_2391,2364,2251,3054,2744
SAUSA300_2392,1243,1179,1843,1883
SAUSA300_2393,1174,1086,1466,1344
SAUSA300_2394,1099,1202,1291,1240
SAUSA300_2395,153,174,169,133
SAUSA300_2396,577,690,831,685
SAUSA300_2397,610,585,363,402
SAUSA300_2398,835,950,1128,920
SAUSA300_2399,386,403,725,695
SAUSA300_2400,2538,2641,2150,2095
SAUSA300_2401,4723,5853,1671,1988
SAUSA300_2402,2878,2804,1039,830
SAUSA300_2403,766,626,1481,1486
SAUSA300_2404,474,476,470,537
SAUSA300_2405,131,105,112,147
SAUSA300_2406,42859,46576,34800,37603
SAUSA300_2407,54936,60068,36995,47969
SAUSA300_2408,32878,34570,24930,28247
SAUSA300_2409,26906,30084,19690,21706
SAUSA300_2410,36879,42434,25636,35154
SAUSA300_2411,86195,92312,53193,73218
SAUSA300_2412,63356,77170,28835,33281
SAUSA300_2413,47097,51971,16478,17577
SAUSA300_2414,47304,56495,18999,18703
SAUSA300_2415,469,375,208,282
SAUSA300_2416,1687,1595,1688,1455
SAUSA300_2417,908,917,554,557
SAUSA300_2418,940,811,1045,1007
SAUSA300_2419,1644,1612,860,530
SAUSA300_2420,1057,1222,870,666
SAUSA300_2421,1148,1545,973,1067
SAUSA300_2422,1540,1870,1315,1372
SAUSA300_2423,31621,27544,36475,67136
SAUSA300_2424,354,324,225,274
SAUSA300_2425,1339,1227,978,1079
SAUSA300_2426,619,579,468,354
SAUSA300_2427,784,949,737,711
SAUSA300_2428,1418,1343,1427,1292
SAUSA300_2429,762,588,694,600
SAUSA300_2430,583,456,449,450
SAUSA300_2431,865,700,626,630
SAUSA300_2432,1488,1365,819,902
SAUSA300_2433,2548,2627,2170,2308
SAUSA300_2434,110,124,107,96
SAUSA300_2435,2011,2254,1659,1465
SAUSA300_2436,348,363,447,412
SAUSA300_2437,57,52,112,125
SAUSA300_2438,11,10,10,26
SAUSA300_2439,2092,2037,1790,1555
SAUSA300_2440,338,390,890,823
SAUSA300_2441,270,365,1127,1075
SAUSA300_2442,2335,2733,1420,1388
SAUSA300_2443,1670,1564,782,707
SAUSA300_2444,2036,2354,940,916
SAUSA300_2445,1633,1855,1563,1543
SAUSA300_2446,623,443,469,474
SAUSA300_2447,4273,3988,3271,3069
SAUSA300_2448,174,156,141,137
SAUSA300_2449,6823,6273,9301,11742
SAUSA300_2450,1253,1249,1003,1000
SAUSA300_2451,42,65,59,90
SAUSA300_2452,32,32,38,36
SAUSA300_2453,4459,4272,9906,9818
SAUSA300_2454,3136,3583,5577,6849
SAUSA300_2455,5700,5688,3981,3680
SAUSA300_2456,381,383,323,305
SAUSA300_2457,114,65,88,86
SAUSA300_2458,49,35,46,49
SAUSA300_2459,321,286,296,249
SAUSA300_2460,1700,1577,3613,2659
SAUSA300_2461,664,887,609,458
SAUSA300_2462,3047,4153,3560,3174
SAUSA300_2463,7268,7575,17639,15161
SAUSA300_2464,123,137,105,105
SAUSA300_2465,84,67,33,39
SAUSA300_2466,108,63,85,51
SAUSA300_2467,2533,2705,1118,1113
SAUSA300_2468,409,345,417,358
SAUSA300_2469,719,701,698,680
SAUSA300_2470,128,127,129,98
SAUSA300_2471,119,126,115,136
SAUSA300_2472,381,499,449,489
SAUSA300_2473,3457,4113,3139,2995
SAUSA300_2474,1194,1093,397,376
SAUSA300_2475,1117,1190,288,241
SAUSA300_2476,228,224,448,482
SAUSA300_2477,4380,4981,4038,3364
SAUSA300_2478,2898,3385,3232,2718
SAUSA300_2479,76,147,31,25
SAUSA300_2480,599,600,305,254
SAUSA300_2481,15906,14075,23532,28273
SAUSA300_2482,1361,1606,953,871
SAUSA300_2483,1353,1499,3122,3121
SAUSA300_2484,7269,7634,27822,23633
SAUSA300_2485,757,624,511,840
SAUSA300_2486,1622,1699,7575,5668
SAUSA300_2487,23,31,42,24
SAUSA300_2488,26,11,6,3
SAUSA300_2489,79,68,175,152
SAUSA300_2490,331,301,505,427
SAUSA300_2491,15195,14436,41511,53017
SAUSA300_2492,359,508,674,637
SAUSA300_2493,1080,1162,3267,2744
SAUSA300_2494,2865,2519,3127,2725
SAUSA300_2495,3349,2839,7168,7394
SAUSA300_2496,1384,1349,1710,1688
SAUSA300_2497,1258,1161,1323,1229
SAUSA300_2498,902,884,305,328
SAUSA300_2499,441,534,218,213
SAUSA300_2500,1257,1477,831,755
SAUSA300_2501,760,804,1076,957
SAUSA300_2502,342,413,1008,982
SAUSA300_2503,1514,1790,992,1079
SAUSA300_2504,6160,6253,6889,6277
SAUSA300_2505,1651,1480,1323,1356
SAUSA300_2506,104714,134570,56788,99939
SAUSA300_2507,37,32,46,47
SAUSA300_2508,17,3,20,1
SAUSA300_2509,620,656,226,240
SAUSA300_2510,368,515,513,456
SAUSA300_2511,1333,1577,876,973
SAUSA300_2512,342,493,528,410
SAUSA300_2513,143,181,160,203
SAUSA300_2514,134,125,105,144
SAUSA300_2515,191,134,123,147
SAUSA300_2516,105,145,117,134
SAUSA300_2517,705,709,834,719
SAUSA300_2518,3459,4166,2901,2506
SAUSA300_2519,1823,1626,1726,1937
SAUSA300_2520,1481,1690,1557,1612
SAUSA300_2521,1759,2030,1613,1591
SAUSA300_2522,96,73,130,162
SAUSA300_2523,135,90,114,167
SAUSA300_2524,131,194,137,186
SAUSA300_2525,707,876,839,805
SAUSA300_2526,444,352,1894,1629
SAUSA300_2527,3798,4598,4531,3798
SAUSA300_2528,548,510,567,544
SAUSA300_2529,13261,13271,20053,16339
SAUSA300_2530,197,273,253,312
SAUSA300_2531,216,216,275,231
SAUSA300_2532,1622,1305,1933,1545
SAUSA300_2533,1041,1253,1328,1363
SAUSA300_2534,733,656,619,651
SAUSA300_2535,912,1295,1051,956
SAUSA300_2536,879,857,1466,1393
SAUSA300_2537,4142,4132,17168,14769
SAUSA300_2538,1234,1295,1236,1231
SAUSA300_2539,150,130,110,108
SAUSA300_2540,66506,65965,50794,75449
SAUSA300_2541,34301,36200,42242,71029
SAUSA300_2542,9616,9802,4630,4224
SAUSA300_2543,430,521,1086,1148
SAUSA300_2544,1050,898,406,309
SAUSA300_2545,235,238,305,240
SAUSA300_2546,367,351,201,162
SAUSA300_2547,426,621,721,537
SAUSA300_2548,193,188,204,212
SAUSA300_2549,624,568,559,647
SAUSA300_2550,561,555,930,804
SAUSA300_2551,693,767,1376,1017
SAUSA300_2552,220,272,224,246
SAUSA300_2553,5179,5723,1478,1534
SAUSA300_2554,3057,3233,759,664
SAUSA300_2555,221,226,153,175
SAUSA300_2556,111,95,127,151
SAUSA300_2557,130,120,129,122
SAUSA300_2558,827,879,1434,1431
SAUSA300_2559,475,471,843,808
SAUSA300_2560,649,884,1200,1229
SAUSA300_2561,23,37,37,26
SAUSA300_2562,5523,4580,6912,6080
SAUSA300_2563,1088,1331,1724,1251
SAUSA300_2564,306,272,304,325
SAUSA300_2565,9217,8566,5228,4813
SAUSA300_2566,185,165,150,183
SAUSA300_2567,451,470,653,620
SAUSA300_2568,68,53,53,53
SAUSA300_2569,56,83,46,58
SAUSA300_2570,261,240,82,100
SAUSA300_2571,93,57,31,31
SAUSA300_2572,199,213,328,292
SAUSA300_2573,11815,12047,11053,10088
SAUSA300_2574,470,538,361,294
SAUSA300_2575,178,181,218,217
SAUSA300_2576,317,268,546,556
SAUSA300_2577,495,493,730,826
SAUSA300_2578,1702,1833,1789,1705
SAUSA300_2579,1763,1862,2356,2257
SAUSA300_2580,3736,3600,2040,1706
SAUSA300_2581,2023,2201,494,601
SAUSA300_2582,984,980,591,619
SAUSA300_2583,1199,1333,713,726
SAUSA300_2584,997,1047,604,631
SAUSA300_2585,736,729,131,130
SAUSA300_2586,1080,1107,168,209
SAUSA300_2587,1244,1319,194,247
SAUSA300_2588,657,742,94,83
SAUSA300_2589,4956,5912,1366,1214
SAUSA300_2590,1197,1204,522,434
SAUSA300_2591,205,242,125,66
SAUSA300_2592,294,458,919,725
SAUSA300_2593,218,195,205,239
SAUSA300_2594,489,402,300,347
SAUSA300_2595,118,81,49,65
SAUSA300_2596,191,173,70,60
SAUSA300_2597,112,152,38,35
SAUSA300_2598,26,51,14,21
SAUSA300_2599,772,646,635,601
SAUSA300_2600,18,30,22,9
SAUSA300_2601,42,55,80,69
SAUSA300_2602,63,72,58,57
SAUSA300_2603,787,878,332,314
SAUSA300_2604,133,347,241,219
SAUSA300_2605,200,203,171,137
SAUSA300_2606,97,165,120,102
SAUSA300_2607,99,113,102,101
SAUSA300_2608,75,108,99,102
SAUSA300_2609,70,87,60,76
SAUSA300_2610,119,72,64,43
SAUSA300_2611,84,65,58,61
SAUSA300_2612,139,71,52,58
SAUSA300_2613,113,123,36,70
SAUSA300_2614,826,796,324,255
SAUSA300_2615,87,135,65,57
SAUSA300_2616,45,48,48,52
SAUSA300_2617,55,73,79,78
SAUSA300_2618,22,25,24,17
SAUSA300_2619,15,26,18,18
SAUSA300_2620,1418,1594,1625,1272
SAUSA300_2621,1006,928,3783,3674
SAUSA300_2622,3276,2797,727,613
SAUSA300_2623,104,85,79,91
SAUSA300_2624,389,387,325,473
SAUSA300_2625,427,354,224,260
SAUSA300_2626,145,131,536,491
SAUSA300_2627,1204,1355,2641,2207
SAUSA300_2628,470,458,328,296
SAUSA300_2629,212,278,249,153
SAUSA300_2630,418,389,184,231
SAUSA300_2631,586,611,320,377
SAUSA300_2632,577,590,805,978
SAUSA300_2633,125,121,157,168
SAUSA300_2634,61,45,66,58
SAUSA300_2635,92,66,73,33
SAUSA300_2636,259,230,614,484
SAUSA300_2637,30,49,59,54
SAUSA300_2638,106,89,98,48
SAUSA300_2639,46310,43825,24711,26507
SAUSA300_2640,63,25,119,164
SAUSA300_2641,61,60,191,94
SAUSA300_2642,54,66,122,91
SAUSA300_2643,4934,5264,3768,3476
SAUSA300_2644,1202,1116,1170,1091
SAUSA300_2645,1579,1548,1479,1536
SAUSA300_2646,1036,1052,625,671
SAUSA300_2647,244,261,145,164
SAUSA300_2648,38952,35945,42500,81426
