,WT-qscR-1 raw counts,WT-qscR-2 raw counts,qscR-1 raw counts,qscR-2 raw counts
PA3187,8,15,3,5
PA3188,11,8,4,0
PA3189,6,8,1,1
PA3190,39,40,32,24
PA3191,9,12,5,1
PA3192,4,7,3,4
PA3193,16,13,7,2
PA3194,45,50,13,10
PA3195,42,44,21,11
PA3196,0,2,1,1
PA3197,9,8,8,1
PA3198,10,4,4,9
PA3199,11,7,5,1
PA3200,25,27,7,5
PA3201,11,7,8,2
PA3202,4,1,1,4
PA3203,3,3,5,1
PA3204,12,7,6,2
PA3205,11,14,11,8
PA3206,20,30,6,3
PA3207,3,4,1,1
PA3208,7,9,5,3
PA3209,0,4,0,0
PA3210,15,10,1,9
PA3211,31,19,13,6
PA3212,7,9,2,1
PA3213,18,10,5,0
PA3214,8,7,3,2
PA3215,11,14,3,0
PA3216,3,5,0,0
PA3217,17,16,5,7
PA3218,0,3,0,0
PA3219,4,3,1,0
PA3220,18,9,3,1
PA3221,1,0,0,2
PA3222,4,6,2,1
PA3223,3,4,2,0
PA3224,88,80,26,10
PA3225,116,86,33,20
PA3226,34,45,5,10
PA3227,34,21,17,8
PA3228,47,63,27,15
PA3229,0,1,1,0
PA3230,3,12,6,3
PA3231,0,0,0,0
PA3232,8,3,3,1
PA3233,24,15,3,1
PA3234,34,36,20,15
PA3235,10,14,5,9
PA3236,8,4,2,3
PA3237,0,0,0,0
PA3238,19,15,7,5
PA3239,12,5,5,2
PA3240,25,21,8,8
PA3241,11,18,8,3
PA3242,9,10,6,2
PA3243,15,16,5,3
PA3244,23,28,23,8
PA3245,6,2,3,1
PA3246,9,7,4,3
PA3247,33,47,22,9
PA3248,9,22,4,6
PA3249,7,11,2,7
PA3250,21,16,20,11
PA3251,8,5,6,5
PA3252,9,8,0,3
PA3253,6,5,5,2
PA3254,1,4,5,3
PA3255,12,5,1,1
PA3256,58,56,9,5
PA3257,133,144,72,60
PA3258,31,29,4,3
PA3259,47,35,10,3
PA3259.1,33,21,2,4
PA3260,54,55,5,3
PA3261,100,122,21,15
PA3262,25,27,17,0
PA3263,21,14,9,6
PA3264,9,10,4,2
PA3265,0,4,0,0
PA3266,6,2,4,3
PA3267,39,53,15,7
PA3268,24,19,3,3
PA3269,6,12,1,1
PA3270,14,26,6,4
PA3271,66,65,22,15
PA3272,150,145,35,31
PA3273,11,8,2,0
PA3274,2,8,5,1
PA3275,7,2,4,2
PA3276,9,6,3,0
PA3277,8,12,1,3
PA3278,39,30,5,4
PA3279,7,9,1,0
PA3280,20,4,7,1
PA3281,7,4,0,1
PA3282,3,6,0,3
PA3283,5,3,1,2
PA3284,3,1,1,0
PA3285,8,9,3,2
PA3286,36,33,17,9
PA3287,5,3,0,0
PA3288,11,7,4,0
PA3289,6,8,1,1
PA3290,78,78,20,15
PA3291,5,4,1,0
PA3292,3,10,2,2
PA3293,3,7,7,1
PA3294,8,8,1,1
PA3295,4,7,1,3
PA3296,13,12,3,2
PA3297,44,52,28,12
PA3298,0,0,1,0
PA3299,29,25,19,13
PA3300,18,31,4,4
PA3301,18,15,8,3
PA3302,4,11,4,6
PA3303,15,12,3,6
PA3304,5,6,2,2
PA3305,29,38,12,4
PA3306,34,32,13,6
PA3307,59,63,16,11
PA3308,34,41,15,4
PA3309,572,612,282,147
PA3310,48,34,18,9
PA3311,84,77,41,19
PA3312,4,6,1,2
PA3313,11,15,1,4
PA3314,7,14,4,0
PA3315,27,25,6,6
PA3316,30,26,13,2
PA3317,9,16,1,1
PA3318,2,0,0,0
PA3319,15,18,2,3
PA3320,3,4,0,0
PA3321,1,5,1,3
PA3322,6,3,2,0
PA3323,7,12,2,2
PA3324,23,17,4,7
PA3325,20,13,3,2
PA3326,65,75,63,38
PA3327,87,96,46,31
PA3328,9,11,3,2
PA3329,17,18,4,3
PA3330,7,13,7,2
PA3331,8,19,10,2
PA3332,5,0,2,1
PA3333,10,5,0,2
PA3334,0,0,0,0
PA3335,3,8,4,0
PA3336,15,12,8,3
PA3337,45,52,21,16
PA3338,3,3,1,4
PA3339,12,22,5,3
PA3340,35,46,26,9
PA3341,147,114,30,18
PA3342,8,12,5,4
PA3343,17,22,7,7
PA3344,41,44,31,7
PA3345,3,1,0,1
PA3346,61,62,32,19
PA3347,16,17,15,13
PA3348,114,116,56,23
PA3349,426,397,164,109
PA3350,25,49,9,6
PA3351,132,141,75,44
PA3352,106,106,47,30
PA3353,90,72,62,28
PA3354,44,46,13,13
PA3355,28,42,11,8
PA3356,62,53,26,8
PA3357,24,9,3,8
PA3358,0,10,2,0
PA3359,7,8,2,2
PA3360,11,9,2,0
PA3361,44,63,74,47
PA3362,6,12,11,10
PA3363,2,9,3,5
PA3364,21,15,6,4
PA3365,10,18,5,3
PA3366,49,50,34,26
PA3367,2,0,0,0
PA3368,7,4,3,1
PA3369,2,1,2,2
PA3370,0,0,0,0
PA3371,2,1,2,2
PA3372,6,0,1,3
PA3373,11,11,1,2
PA3374,15,12,3,1
PA3375,2,2,0,1
PA3376,2,3,1,0
PA3377,3,6,0,1
PA3378,7,3,2,3
PA3379,1,0,0,0
PA3380,2,0,1,0
PA3381,4,6,4,1
PA3382,0,3,0,0
PA3383,3,6,1,0
PA3384,4,2,0,1
PA3385,149,173,91,53
PA3386,3,5,0,1
PA3387,6,4,3,2
PA3388,5,6,3,0
PA3389,0,0,0,0
PA3390,0,2,1,0
PA3391,30,39,33,20
PA3392,31,37,59,31
PA3393,19,26,12,8
PA3394,8,6,4,5
PA3395,1,3,0,1
PA3396,2,4,2,1
PA3397,13,15,13,6
PA3398,10,6,7,2
PA3399,4,6,2,4
PA3400,7,1,2,1
PA3401,10,11,1,1
PA3402,8,6,1,0
PA3403,4,3,1,0
PA3404,8,7,2,2
PA3405,2,5,0,0
PA3406,11,10,4,1
PA3407,6,5,3,3
PA3408,16,17,9,5
PA3409,11,3,0,0
PA3410,3,2,0,0
PA3411,0,0,0,0
PA3412,0,1,0,1
PA3413,15,12,3,2
PA3414,116,134,39,27
PA3415,418,481,121,70
PA3416,506,491,101,72
PA3417,667,733,147,101
PA3418,641,652,138,86
PA3419,22,16,7,6
PA3420,21,22,8,4
PA3421,13,7,2,1
PA3422,15,13,3,1
PA3423,18,8,4,2
PA3424,51,67,27,28
PA3425,5,13,10,6
PA3426,17,20,12,5
PA3427,10,12,1,2
PA3428,1,0,0,0
PA3429,11,7,5,3
PA3430,20,23,8,12
PA3431,12,12,3,1
PA3432,7,4,1,0
PA3433,6,0,2,2
PA3434,0,0,0,0
PA3435,3,5,3,1
PA3436,2,5,1,0
PA3437,9,6,2,0
PA3438,5,4,1,2
PA3439,4,0,0,3
PA3440,6,2,4,3
PA3440.1,1,1,0,0
PA3441,0,1,0,0
PA3442,2,3,2,2
PA3443,7,3,0,1
PA3444,7,9,3,0
PA3445,9,6,5,4
PA3446,13,1,1,1
PA3447,2,4,0,0
PA3448,6,3,0,0
PA3449,7,6,2,0
PA3450,1,2,4,1
PA3451,5,0,1,4
PA3452,18,19,7,5
PA3453,3,5,1,1
PA3454,9,6,2,0
PA3455,68,56,19,16
PA3456,14,19,11,3
PA3457,10,4,2,0
PA3458,25,26,8,4
PA3459,131,131,40,23
PA3460,84,79,30,26
PA3461,42,46,25,17
PA3462,36,42,12,13
PA3463,1,2,0,0
PA3464,13,12,5,2
PA3465,82,79,34,29
PA3466,15,17,8,6
PA3467,5,11,2,1
PA3468,14,7,2,4
PA3469,3,3,1,2
PA3470,5,0,0,0
PA3471,34,18,20,8
PA3472,7,5,6,2
PA3473,4,8,2,4
PA3474,2,3,0,0
PA3475,5,2,2,0
PA3476,21,18,28,13
PA3477,153,169,101,73
PA3478,641,677,335,183
PA3479,532,557,349,197
PA3480,12,6,4,7
PA3481,12,20,10,7
PA3482,44,46,32,18
PA3483,8,8,7,3
PA3484,10,7,2,2
PA3485,1,1,0,0
PA3486,21,14,7,4
PA3487,31,25,8,5
PA3488,15,15,4,0
PA3489,2,5,0,2
PA3490,5,5,2,1
PA3491,19,32,13,5
PA3492,4,7,2,0
PA3493,3,2,0,0
PA3494,6,1,0,0
PA3495,2,1,3,1
PA3496,2,2,0,1
PA3497,6,8,3,0
PA3498,2,3,0,1
PA3499,3,1,0,4
PA3500,6,7,1,0
PA3501,0,0,0,0
PA3502,1,1,0,0
PA3503,2,1,0,1
PA3504,11,3,3,4
PA3505,7,4,2,2
PA3506,12,10,1,1
PA3507,0,4,3,0
PA3508,2,5,2,1
PA3509,2,5,0,1
PA3510,3,2,0,0
PA3511,3,1,0,2
PA3512,4,6,1,0
PA3513,6,4,4,0
PA3514,3,4,0,1
PA3515,20,12,5,3
PA3516,11,18,3,6
PA3517,9,6,6,5
PA3518,9,3,0,0
PA3519,10,8,0,0
PA3520,2,4,1,1
PA3521,11,12,3,4
PA3522,15,19,4,1
PA3523,7,10,3,1
PA3524,23,26,15,7
PA3525,97,73,68,42
PA3526,84,76,32,25
PA3527,6,17,10,1
PA3528,13,5,5,2
PA3529,272,255,207,127
PA3530,1,1,1,0
PA3531,252,303,138,79
PA3532,9,9,5,2
PA3533,41,43,54,31
PA3534,18,18,3,2
PA3535,23,25,9,5
PA3536,6,0,2,3
PA3537,8,14,5,6
PA3538,14,15,9,7
PA3539,4,3,4,2
PA3540,6,7,1,0
PA3541,12,13,1,3
PA3542,6,2,0,1
PA3543,6,12,2,1
PA3544,11,4,0,0
PA3545,27,26,7,3
PA3546,5,6,1,0
PA3547,7,5,0,0
PA3548,14,15,0,5
PA3549,4,2,5,1
PA3550,2,2,5,1
PA3551,11,14,5,2
PA3552,16,23,12,8
PA3553,12,13,10,8
PA3554,30,27,10,2
PA3555,9,10,0,1
PA3556,6,9,2,4
PA3557,1,0,0,2
PA3558,1,1,0,0
PA3559,9,6,5,1
PA3560,11,10,1,1
PA3561,5,11,2,1
PA3562,35,20,3,1
PA3563,14,10,14,4
PA3564,6,3,5,0
PA3565,7,10,8,2
PA3566,2,4,1,1
PA3567,13,11,6,2
PA3568,11,22,9,4
PA3569,33,17,12,10
PA3570,130,138,79,60
PA3571,5,4,7,1
PA3572,28,17,12,6
PA3573,46,38,15,8
PA3574,1,5,5,1
PA3574.1,2,4,2,0
PA3575,4,4,1,0
PA3576,24,12,10,4
PA3577,1,0,0,0
PA3578,22,20,3,4
PA3579,19,15,6,1
PA3580,5,5,1,0
PA3581,17,22,8,4
PA3582,35,30,6,6
PA3583,10,5,2,1
PA3584,215,236,34,19
PA3585,1,3,1,0
PA3586,8,3,2,1
PA3587,15,11,3,2
PA3588,6,8,1,0
PA3589,6,6,0,0
PA3590,10,11,1,2
PA3591,1,8,0,1
PA3592,8,8,3,1
PA3593,13,7,2,0
PA3594,5,8,2,0
PA3595,15,4,2,2
PA3596,4,3,3,1
PA3597,6,16,3,3
PA3598,4,6,1,1
PA3599,9,7,1,1
PA3600,0,1,0,0
PA3601,1,3,0,0
PA3602,24,17,9,4
PA3603,1,1,0,3
PA3604,11,7,1,1
PA3605,11,13,3,4
PA3606,8,5,7,1
PA3607,7,10,2,2
PA3608,4,3,1,0
PA3609,7,2,0,0
PA3610,3,2,2,2
PA3611,8,4,12,2
PA3612,1,2,0,1
PA3613,111,143,72,46
PA3614,74,65,79,46
PA3615,85,100,43,20
PA3616,8,4,1,4
PA3617,134,139,53,44
PA3618,15,13,5,3
PA3619,10,21,9,2
PA3620,35,25,17,14
PA3621,2,5,0,0
PA3622,210,226,149,76
PA3623,135,158,86,57
PA3624,6,8,5,5
PA3625,2,9,9,2
PA3626,11,13,6,4
PA3627,13,12,6,17
PA3628,25,10,13,1
PA3629,27,29,24,6
PA3630,7,10,1,3
PA3631,14,10,5,0
PA3632,1,2,0,0
PA3633,7,5,1,2
PA3634,3,12,3,3
PA3635,31,36,34,20
PA3636,16,19,8,11
PA3637,61,72,58,46
PA3638,9,18,4,3
PA3639,35,29,24,12
PA3640,41,51,23,14
PA3641,16,20,7,2
PA3642,4,0,3,0
PA3643,14,21,2,1
PA3644,14,19,10,7
PA3645,22,16,13,6
PA3646,25,26,18,7
PA3647,15,8,13,4
PA3648,93,97,39,36
PA3649,42,43,24,11
PA3650,13,30,8,4
PA3651,15,20,2,5
PA3652,8,10,14,3
PA3653,24,25,13,14
PA3654,47,44,17,7
PA3655,25,31,27,15
PA3656,51,82,50,32
PA3657,28,41,24,15
PA3658,26,34,13,11
PA3659,10,2,5,7
PA3660,18,22,10,0
PA3661,0,0,1,0
PA3662,31,47,9,10
PA3663,9,7,5,3
PA3664,3,7,10,2
PA3665,10,10,0,1
PA3666,25,16,8,8
PA3667,44,47,25,10
PA3668,11,10,5,1
PA3669,11,8,3,6
PA3670,15,19,10,3
PA3671,2,5,0,0
PA3672,12,13,4,1
PA3673,34,26,3,7
PA3674,13,5,7,2
PA3675,4,2,2,2
PA3676,62,34,14,9
PA3677,11,9,2,2
PA3678,14,16,4,6
PA3679,9,16,1,3
PA3680,5,8,3,2
PA3681,27,39,10,3
PA3682,5,4,3,2
PA3683,6,7,5,0
PA3684,22,15,7,4
PA3685,6,10,3,0
PA3686,20,20,6,13
PA3687,103,112,19,10
PA3688,21,36,22,11
PA3689,19,20,6,6
PA3690,41,33,32,22
PA3691,177,197,67,38
PA3692,336,363,174,82
PA3693,3,3,2,1
PA3694,1,3,1,1
PA3695,18,15,4,1
PA3696,4,5,5,0
PA3697,10,24,9,7
PA3698,11,13,3,1
PA3699,6,12,3,2
PA3700,21,22,21,6
PA3702,23,32,21,8
PA3703,12,24,20,8
PA3704,30,26,15,2
PA3705,4,13,4,1
PA3706,12,19,8,5
PA3707,5,6,2,4
PA3708,68,67,30,24
PA3709,15,17,7,3
PA3710,16,34,3,6
PA3711,7,6,6,1
PA3712,16,11,13,8
PA3713,19,12,5,1
PA3714,1,3,1,0
PA3715,4,11,7,3
PA3716,30,36,11,9
PA3717,1,2,2,0
PA3718,8,13,3,0
PA3719,0,0,0,0
PA3720,1,4,0,3
PA3721,19,14,4,2
PA3722,7,5,5,2
PA3723,153,162,81,45
PA3724,65,51,65,53
PA3725,16,20,9,1
PA3726,0,0,0,2
PA3727,2,1,0,1
PA3728,64,51,11,9
PA3729,48,33,6,8
PA3730,2,9,3,1
PA3731,33,37,6,3
PA3732,18,25,9,8
PA3733,10,15,7,4
PA3734,20,27,4,4
PA3735,24,19,9,4
PA3736,22,26,9,5
PA3737,12,14,8,7
PA3738,6,11,4,1
PA3739,23,22,4,2
PA3740,41,44,20,10
PA3741,3,4,0,0
PA3742,16,25,5,7
PA3743,30,32,15,7
PA3744,30,37,20,12
PA3745,10,13,7,5
PA3746,32,22,12,3
PA3747,8,10,9,0
PA3748,15,14,2,2
PA3749,5,11,3,0
PA3750,4,7,0,3
PA3751,11,19,4,5
PA3752,1,0,0,0
PA3753,31,19,9,7
PA3754,9,13,9,2
PA3755,16,24,4,3
PA3756,16,14,8,4
PA3757,6,1,0,0
PA3758,6,13,0,2
PA3759,5,8,2,0
PA3760,25,18,6,2
PA3761,19,19,5,5
PA3762,16,13,8,6
PA3763,71,89,34,31
PA3764,18,21,4,2
PA3765,19,12,2,3
PA3766,16,9,8,3
PA3767,49,25,6,11
PA3768,23,25,10,4
PA3769,27,20,13,14
PA3770,49,56,32,26
PA3771,18,15,4,3
PA3772,11,1,2,1
PA3773,7,11,3,0
PA3774,3,14,0,0
PA3775,6,3,3,1
PA3776,6,9,5,2
PA3777,15,8,4,0
PA3778,6,11,1,2
PA3779,9,5,2,0
PA3780,1,3,0,0
PA3781,12,14,1,1
PA3782,13,17,3,5
PA3783,14,12,12,3
PA3784,45,58,39,29
PA3785,33,47,43,26
PA3786,8,17,15,4
PA3787,37,58,26,6
PA3788,13,9,9,3
PA3789,26,29,15,10
PA3790,37,47,36,28
PA3791,8,10,15,6
PA3792,52,56,39,29
PA3793,10,4,1,1
PA3794,4,5,3,1
PA3795,22,19,10,12
PA3796,65,69,32,27
PA3797,32,49,18,14
PA3798,12,11,12,3
PA3799,24,32,13,4
PA3800,26,30,11,3
PA3801,15,11,4,5
PA3802,32,24,10,4
PA3803,26,12,13,8
PA3804,17,23,17,7
PA3805,20,12,9,2
PA3806,63,58,25,14
PA3807,18,24,14,17
PA3808,4,6,3,3
PA3809,5,2,1,1
PA3810,31,38,16,12
PA3811,7,8,9,11
PA3812,6,7,7,5
PA3813,12,13,14,6
PA3814,56,54,49,28
PA3815,6,9,8,10
PA3816,23,13,11,4
PA3817,20,10,4,3
PA3818,34,30,11,9
PA3819,419,389,75,58
PA3820,17,8,5,0
PA3821,33,22,11,6
PA3822,2,3,0,0
PA3823,9,15,1,4
PA3824,18,20,5,4
PA3825,20,21,12,12
PA3826,1,5,1,3
PA3827,13,3,3,2
PA3828,24,16,6,9
PA3829,5,8,1,2
PA3830,7,16,0,1
PA3831,26,25,45,13
PA3832,6,3,4,0
PA3833,12,9,13,3
PA3834,49,56,28,18
PA3835,3,5,1,1
PA3836,10,10,5,4
PA3837,11,13,6,2
PA3838,13,7,2,1
PA3839,24,18,8,5
PA3840,10,9,7,1
PA3841,15,27,7,3
PA3842,2,1,1,0
PA3843,1,3,0,0
PA3844,17,18,4,4
PA3845,8,18,3,4
PA3846,64,59,22,7
PA3847,3,8,10,3
PA3848,33,20,13,7
PA3849,17,20,8,7
PA3850,23,28,5,4
PA3851,12,11,8,8
PA3852,20,12,8,3
PA3853,7,10,3,1
PA3854,8,1,0,0
PA3855,17,8,5,5
PA3856,6,11,4,1
PA3857,25,25,12,5
PA3858,31,28,32,19
PA3859,2,8,3,2
PA3860,14,13,4,1
PA3861,32,37,30,18
PA3862,14,8,6,2
PA3863,12,11,4,1
PA3864,6,12,1,2
PA3865,22,20,8,4
PA3865.1,15,17,12,0
PA3866,79,92,70,54
PA3867,8,6,3,1
PA3868,6,4,0,3
PA3869,0,2,0,1
PA3870,8,3,2,1
PA3871,1,9,3,4
PA3872,1,4,2,0
PA3873,6,2,2,3
PA3874,18,20,1,5
PA3875,47,30,11,14
PA3876,20,9,4,1
PA3877,12,13,5,6
PA3878,26,33,12,6
PA3879,22,22,4,8
PA3880,5,4,5,11
PA3881,7,4,4,1
PA3882,6,14,6,2
PA3883,6,3,1,2
PA3884,1,0,0,0
PA3885,1,4,1,0
PA3886,11,11,0,0
PA3887,11,15,7,1
PA3888,2,10,6,1
PA3889,4,6,4,0
PA3890,2,4,0,2
PA3891,6,10,4,3
PA3892,3,7,0,1
PA3893,25,17,5,1
PA3894,20,20,2,6
PA3895,12,15,2,2
PA3896,5,13,1,2
PA3897,7,8,0,0
PA3898,7,22,4,0
PA3899,3,3,0,3
PA3900,10,5,1,2
PA3901,12,29,7,4
PA3902,2,5,3,2
PA3903,27,21,11,4
PA3904,10,10,6,2
PA3905,4,4,6,1
PA3906,1,2,1,0
PA3907,2,10,4,3
PA3908,7,5,2,1
PA3909,35,24,7,5
PA3910,16,14,4,2
PA3911,1,5,2,0
PA3912,6,9,2,2
PA3913,3,4,1,1
PA3914,12,11,2,3
PA3915,6,3,1,3
PA3916,12,3,5,0
PA3917,1,0,3,0
PA3918,24,17,4,4
PA3919,62,71,17,17
PA3920,39,49,12,4
PA3921,34,32,6,7
PA3922,20,12,12,8
PA3923,40,38,12,11
PA3924,24,27,10,4
PA3925,13,18,4,9
PA3926,13,13,1,3
PA3927,2,7,0,2
PA3928,1,0,1,1
PA3929,76,66,21,14
PA3930,156,139,56,37
PA3931,3,7,0,1
PA3932,4,11,3,0
PA3933,23,28,8,5
PA3934,17,27,14,4
PA3935,5,2,2,1
PA3936,12,3,3,0
PA3937,3,3,0,0
PA3938,7,6,4,0
PA3939,6,1,0,3
PA3940,10,16,4,3
PA3941,1,10,2,1
PA3942,20,16,6,2
PA3943,25,34,9,8
PA3944,13,12,6,2
PA3945,71,64,24,14
PA3946,34,28,9,4
PA3947,9,9,1,3
PA3948,14,11,6,2
PA3949,30,18,7,5
PA3950,29,13,19,6
PA3951,13,6,3,0
PA3952,23,25,4,4
PA3953,4,0,1,1
PA3954,5,10,4,0
PA3955,6,10,1,2
PA3956,8,23,5,3
PA3957,39,46,25,15
PA3958,11,10,3,3
PA3959,4,3,0,2
PA3960,2,4,0,0
PA3961,36,37,15,12
PA3962,2,4,1,2
PA3963,6,5,0,3
PA3964,4,8,0,2
PA3965,2,7,0,0
PA3966,1,3,2,0
PA3967,4,2,2,1
PA3968,3,2,2,0
PA3969,20,19,4,1
PA3970,35,30,12,9
PA3971,26,29,1,1
PA3972,294,297,75,52
PA3973,181,189,21,25
PA3974,41,32,13,7
PA3975,17,14,5,8
PA3976,13,9,7,3
PA3977,30,15,19,14
PA3978,39,58,21,17
PA3979,1,2,2,1
PA3980,28,25,11,12
PA3981,51,43,20,13
PA3982,6,8,3,3
PA3983,11,11,5,2
PA3984,8,25,8,4
PA3985,24,16,4,0
PA3986,78,76,37,28
PA3987,70,84,42,30
PA3988,8,5,8,4
PA3989,8,18,2,4
PA3990,2,0,0,0
PA3991,2,1,1,1
PA3992,34,36,19,7
PA3993,0,0,0,0
PA3994,8,7,3,5
PA3995,12,14,2,7
PA3996,73,60,17,15
PA3997,4,6,8,5
PA3998,4,6,5,9
PA3999,24,37,10,12
PA4000,73,88,34,27
PA4001,8,16,9,8
PA4002,11,14,4,4
PA4003,24,24,6,5
PA4004,1,1,5,1
PA4005,22,17,2,2
PA4006,9,3,4,1
PA4007,26,24,15,10
PA4008,12,23,3,4
PA4009,6,18,1,3
PA4010,18,15,7,3
PA4011,15,15,10,7
PA4012,26,23,12,6
PA4013,8,9,4,2
PA4014,1,0,1,0
PA4015,5,7,5,11
PA4016,22,19,7,3
PA4017,69,55,19,6
PA4018,9,0,2,0
PA4019,13,25,2,2
PA4020,40,30,13,9
PA4021,39,63,18,5
PA4022,12,20,9,0
PA4023,7,11,3,3
PA4024,17,20,11,5
PA4025,12,18,2,3
PA4026,44,20,8,5
PA4027,40,28,8,3
PA4028,0,0,0,0
PA4029,3,7,7,2
PA4030,7,7,1,1
PA4031,16,13,3,7
PA4032,23,26,15,5
PA4033,0,1,1,0
PA4034,6,3,1,1
PA4035,13,9,6,2
PA4036,22,21,3,6
PA4037,7,5,3,3
PA4038,5,5,3,0
PA4039,19,11,3,2
PA4040,21,28,7,11
PA4041,29,25,13,7
PA4042,4,2,0,0
PA4043,15,17,5,1
PA4044,44,41,18,19
PA4045,9,8,5,2
PA4046,2,0,1,0
PA4047,14,19,12,6
PA4048,17,17,5,3
PA4049,41,40,9,6
PA4050,6,4,3,1
PA4051,9,12,5,3
PA4052,11,10,4,3
PA4053,27,10,12,9
PA4054,15,9,20,9
PA4055,11,6,9,1
PA4056,31,20,15,11
PA4057,6,5,5,2
PA4058,3,1,6,3
PA4059,7,4,1,1
PA4060,2,3,1,3
PA4061,17,26,18,9
PA4062,3,6,1,1
PA4063,2,0,1,0
PA4064,2,5,4,1
PA4065,9,10,2,0
PA4066,6,2,1,1
PA4067,580,584,389,222
PA4068,15,16,5,2
PA4069,13,22,8,3
PA4070,16,15,12,1
PA4071,1,0,0,0
PA4072,11,17,7,3
PA4073,13,5,3,3
PA4074,3,8,3,3
PA4075,10,9,3,3
PA4076,1,4,0,2
PA4077,0,0,2,0
PA4078,100,81,49,31
PA4079,12,5,5,3
PA4080,12,13,2,1
PA4081,11,7,3,2
PA4082,15,21,5,8
PA4083,2,4,0,3
PA4084,45,47,11,11
PA4085,3,9,0,1
PA4086,4,1,0,1
PA4087,3,3,0,2
PA4088,12,10,0,1
PA4089,3,3,4,0
PA4090,2,0,0,1
PA4091,17,9,1,0
PA4092,0,3,0,0
PA4093,2,1,0,0
PA4094,17,8,0,2
PA4095,1,3,0,0
PA4096,10,6,1,2
PA4097,1,7,2,0
PA4098,1,2,5,2
PA4099,16,7,2,3
PA4100,9,17,2,2
PA4101,15,12,1,2
PA4102,7,14,4,0
PA4103,10,4,0,0
PA4104,3,1,1,0
PA4105,6,3,3,1
PA4106,4,10,3,2
PA4107,6,0,1,0
PA4108,99,105,14,5
PA4109,12,13,6,1
PA4110,7,11,4,4
PA4111,13,15,8,5
PA4112,150,161,75,51
PA4113,18,9,6,2
PA4114,4,3,4,1
PA4115,34,27,16,8
PA4116,5,7,3,4
PA4117,82,89,26,18
PA4118,6,7,2,1
PA4119,2,2,2,3
PA4120,8,12,2,1
PA4121,3,2,2,1
PA4122,2,14,1,2
PA4123,8,20,2,2
PA4124,7,12,2,0
PA4125,2,1,0,2
PA4126,8,15,0,3
PA4127,4,17,2,2
PA4128,38,28,6,3
PA4129,82,83,17,10
PA4130,409,479,135,92
PA4131,134,144,77,51
PA4132,181,181,103,49
PA4133,106,133,123,88
PA4134,4,11,2,3
PA4135,10,3,1,3
PA4136,13,14,7,4
PA4137,15,9,2,3
PA4138,11,10,3,1
PA4139,0,3,0,0
PA4140,24,17,4,0
PA4141,179,189,46,23
PA4142,40,32,5,5
PA4143,42,20,3,8
PA4144,4,15,3,0
PA4145,14,7,3,1
PA4146,2,1,0,0
PA4147,32,31,11,5
PA4148,7,9,7,1
PA4149,11,8,2,2
PA4150,11,10,4,1
PA4151,9,9,0,0
PA4152,5,11,3,0
PA4153,6,8,3,2
PA4154,7,8,2,1
PA4155,7,13,0,0
PA4156,24,20,7,3
PA4157,9,7,2,0
PA4158,5,4,0,0
PA4159,13,7,0,2
PA4160,13,7,0,0
PA4161,8,15,0,1
PA4162,12,6,2,2
PA4163,29,24,22,3
PA4164,4,1,0,0
PA4165,17,11,5,3
PA4166,4,0,0,3
PA4167,4,8,1,0
PA4168,35,29,17,6
PA4169,1,1,0,1
PA4170,15,7,1,5
PA4171,9,8,13,4
PA4172,7,5,5,2
PA4173,1,2,0,0
PA4174,7,10,3,0
PA4175,24,26,12,6
PA4176,2,2,3,0
PA4177,2,2,0,0
PA4178,2,3,3,0
PA4179,5,8,5,2
PA4180,25,34,15,7
PA4181,4,5,6,0
PA4182,2,3,4,2
PA4183,4,1,2,0
PA4184,9,7,6,2
PA4185,0,4,3,0
PA4186,22,20,9,3
PA4187,16,13,2,1
PA4188,6,10,2,1
PA4189,6,9,3,0
PA4190,17,12,6,4
PA4191,2,7,5,2
PA4192,10,2,3,0
PA4193,1,6,0,0
PA4194,5,5,2,1
PA4195,8,8,1,0
PA4196,11,6,1,0
PA4197,55,40,5,11
PA4198,23,17,8,1
PA4199,30,34,13,4
PA4200,11,16,2,4
PA4201,33,38,15,4
PA4202,24,23,8,2
PA4203,7,17,2,3
PA4204,23,20,7,4
PA4205,31,36,37,21
PA4206,103,112,64,32
PA4207,116,153,75,62
PA4208,45,59,33,16
PA4209,17,18,2,3
PA4210,1,1,0,1
PA4211,4,3,1,3
PA4212,3,4,0,2
PA4213,0,0,0,0
PA4214,0,0,0,0
PA4215,0,0,0,0
PA4216,0,0,0,0
PA4217,18,23,5,4
PA4218,12,19,4,3
PA4219,5,9,8,4
PA4220,0,2,0,0
PA4221,28,26,11,16
PA4222,6,14,10,4
PA4223,7,11,4,3
PA4224,10,8,4,2
PA4225,62,81,25,14
PA4226,42,49,11,9
PA4227,6,7,2,5
PA4228,11,13,9,5
PA4229,4,4,4,2
PA4230,1,0,3,2
PA4231,10,10,9,3
PA4232,23,11,13,9
PA4233,17,18,5,4
PA4234,46,53,28,14
PA4235,14,7,11,5
PA4236,170,163,286,163
PA4237,12,14,10,5
PA4238,49,63,25,18
PA4239,21,29,20,12
PA4240,9,25,21,4
PA4241,20,20,13,4
PA4242,0,1,0,0
PA4243,80,68,34,24
PA4244,28,20,15,14
PA4245,5,5,3,2
PA4246,49,42,28,23
PA4247,23,19,19,5
PA4248,32,46,43,14
PA4249,23,26,9,12
PA4250,1,5,2,0
PA4251,30,28,17,12
PA4252,5,4,5,1
PA4253,19,24,10,13
PA4254,2,8,5,6
PA4255,0,3,0,0
