,3074-CAW-0001,3074-CAW-0002,3074-CAW-0003,3074-CAW-0004,3074-CAW-0005,3074-CAW-0006
PA14_RS00990,258.6311077,323.7719067,328.9726873,341.7922797,262.2816381,238.8435323
PA14_RS00995,972.8469195,865.4046125,1039.196672,960.3177276,901.4264671,827.8536862
PA14_RS01000,70.07208892,56.2925462,54.15860223,65.36117437,63.82477316,65.46736464
PA14_RS01005,247.456358,285.8138464,224.3393676,235.946441,336.6732995,325.002724
PA14_RS01010,401.3257735,360.4649063,386.3618937,1398.413207,906.5715016,1432.818346
PA14_RS01015,2744.824133,2596.497282,3149.45613,8914.746138,6333.037909,9319.610853
PA14_RS01020,1393.671664,630.8136201,846.1871692,1881.3558,1475.24515,1673.909714
PA14_RS01025,3719.301532,2527.240068,5204.017146,3662.007423,5453.920669,4232.32001
PA14_RS01030,458.4005612,266.9652217,1926.421923,355.223939,1131.896634,714.8332838
PA14_RS01035,171.9341125,121.3564518,894.6936706,103.0486932,385.7835989,193.1500178
PA14_RS01040,1423.809088,761.8673398,6495.901315,885.9650638,2811.854055,1116.727909
PA14_RS01045,1070.665422,580.3872435,4395.510451,701.1585979,2200.476883,753.6422312
PA14_RS01050,533.1353374,328.5085251,2461.373704,281.8711475,1214.43958,368.0765426
PA14_RS01055,958.9016219,665.6186284,3032.420273,651.654294,1972.402129,772.6879022
PA14_RS01060,674.3935837,468.4226412,2240.933311,740.0228459,1360.629916,578.4470125
PA14_RS01065,729.8762163,408.9449959,2903.342384,745.9271871,1507.032694,430.9214192
PA14_RS01070,562.509246,424.094217,1818.846402,681.0981956,1009.947791,433.9521014
PA14_RS01075,406.9808213,357.4196148,549.6797417,440.8221785,477.5152507,416.6034568
PA14_RS01080,112.6767307,86.05023935,120.8259644,111.2754327,106.5922694,89.19930103
PA14_RS01085,334.4790406,305.5288913,378.8915093,478.7959039,378.6667667,393.8283068
PA14_RS01090,181.9885658,172.4021553,178.0987277,201.7846331,202.4016162,218.9793472
PA14_RS01095,45.83892482,83.32102026,69.4180291,96.94969805,87.01826819,90.79877949
PA14_RS01100,329.7338067,275.573051,232.9167043,330.0471889,289.6034542,194.7841396
PA14_RS01105,546.9351603,423.8491254,510.1936031,691.3866804,641.0466333,586.2450395
PA14_RS01110,351.976915,408.2612979,346.2585776,386.1916068,317.4071903,353.7013708
PA14_RS01115,102.6001479,120.9181247,120.4706585,94.52532504,86.09459122,98.99666367
PA14_RS01120,106.023444,103.2572449,153.6008511,115.5025906,143.5868281,133.7403975
PA14_RS01125,345.075204,288.7843999,381.1790449,358.7402968,374.0151761,388.2749977
PA14_RS01130,535.7206139,497.0199667,552.9092893,638.5093784,468.7068275,553.7688144
PA14_RS01135,590.6149234,538.4550112,709.2876413,360.88891,509.5539174,587.2520361
PA14_RS01140,210.0859687,260.6066341,332.8718359,139.1595781,174.2980477,202.5769194
PA14_RS01145,311.3391084,323.1123312,432.6477231,306.3124084,278.3821698,257.2166102
PA14_RS01150,451.8700099,429.0871837,433.8714965,325.8684795,416.1725499,367.4647367
PA14_RS01155,106.1323457,81.46807984,94.38133022,118.8513434,125.355171,141.093782
PA14_RS01160,70.72352607,71.49857086,74.20116844,73.83261236,78.61343585,58.15809062
PA14_RS01165,265.6095114,375.9416636,175.0448128,73.5742232,174.676086,132.3027281
PA14_RS01170,79.77838426,77.40410638,73.75483381,44.15263089,51.0451151,62.06381175
PA14_RS01175,118.0390169,101.4812651,126.4996866,160.8968197,190.5945162,182.8064926
PA14_RS01180,142.9163338,142.0404868,122.5474794,169.0191027,137.8069081,167.9043736
PA14_RS01185,308.6690453,340.9172997,331.219316,439.7464132,425.9118323,494.0756001
PA14_RS01190,134.8033931,134.1152423,131.6333646,150.1140289,154.7160439,175.2554258
PA14_RS01195,170.3053563,185.1523435,201.8308643,214.1757752,201.943024,177.7475667
PA14_RS01200,379.2357076,444.644953,374.3391165,444.7287925,291.9843026,333.2592247
PA14_RS01205,88.11668403,57.66208104,49.58035513,59.73495944,47.51469949,74.31523007
PA14_RS01210,44.51433196,39.39470974,32.62938747,40.16101984,45.44227003,47.86466145
PA14_RS01215,283.8990084,269.0325643,172.4223998,146.8975577,164.4912463,170.10621
PA14_RS01220,145.0636757,100.6422311,158.3808393,120.7524207,144.7690106,153.3275676
PA14_RS01225,714.3751074,486.2427739,646.5436663,549.244992,665.2385667,482.2187708
PA14_RS01230,888.7279188,818.0722763,1504.296252,521.030855,577.870535,479.2411566
PA14_RS01235,3000.636823,2354.859059,4125.91104,1665.17836,1340.680731,1520.875139
PA14_RS01240,108.311003,149.6838021,127.7446446,167.5987989,126.0756279,123.3836739
PA14_RS01245,24.44126413,24.18674965,42.14561704,40.57974798,47.77695489,37.84002141
PA14_RS01250,114.9145765,114.4086244,109.1650326,85.05179035,131.2748375,117.1789486
PA14_RS01255,535.5049127,497.6842772,436.9550301,374.0061025,382.5440305,459.8338941
PA14_RS01260,660.2973291,839.6172518,592.2641699,361.9120918,565.6606486,567.7700743
PA14_RS01265,3651.992279,3259.902273,4388.359492,5510.456023,4359.255353,4208.140038
PA14_RS01270,9735.706765,7559.132698,10255.29946,12431.74331,10098.20325,10774.53509
PA14_RS01275,1357.502369,1069.460883,1555.560725,2013.048199,1611.831257,1621.637904
PA14_RS01280,450.8075915,479.7533267,494.7726695,683.5788735,493.3555745,593.8587439
PA14_RS01285,407.2994342,506.9806941,387.5401569,434.5263935,468.1610175,423.5983032
PA14_RS01290,1216.828388,1122.334496,1419.998805,1349.687784,1483.491556,1382.398652
PA14_RS01295,845.0535758,852.492895,792.1198937,946.0371318,799.350818,839.4868987
PA14_RS01300,171.6808127,137.1200376,193.8881202,258.7878366,190.7890153,180.6923979
PA14_RS01305,736.7942539,651.0475022,652.6112286,1063.275692,860.4472859,895.7932593
PA14_RS01310,32.95465587,39.83419735,60.12656769,44.76033721,38.55235271,36.81452801
PA14_RS01315,1387.871228,962.7570685,1247.836327,1905.622979,1466.121549,1343.36255
PA14_RS01320,1336.140495,1136.474029,1241.133854,1483.088526,1202.477347,1243.231286
PA14_RS01325,768.6217546,747.7426427,817.365194,1104.727628,884.8444189,853.7571823
PA14_RS01330,2993.212521,2879.706372,2807.00905,3367.842603,2844.110889,2911.316554
PA14_RS01335,825.7092175,712.4243416,728.8506957,938.5696505,799.5048637,782.682295
PA14_RS01340,728.724659,847.1097004,665.2427167,708.0728553,644.4034912,633.530383
PA14_RS01345,577.7621965,597.4234264,581.16419,644.3894214,581.2302583,694.3922327
PA14_RS01350,756.4883213,639.3791993,864.7995727,1431.72927,1071.606112,1068.030403
PA14_RS01355,1783.054395,1379.652291,1974.709886,3733.21013,2626.793363,2319.281145
PA14_RS01360,940.0736638,794.9388079,918.5866459,930.4707573,780.2793989,732.5589248
PA14_RS01365,194.7206799,207.5770304,170.1209493,177.8595463,160.8193841,153.8130072
PA14_RS01370,622.8685849,494.3397128,709.4410498,957.2752505,768.7709442,764.2792225
PA14_RS01375,2147.895367,2381.567956,2374.519683,2088.678895,2148.091899,2113.607829
PA14_RS01380,1160.848511,1660.429784,1462.26594,904.2776522,1016.409465,1064.369972
PA14_RS01385,853.0236911,834.2699668,811.9572722,589.9725415,549.5464047,629.2305905
PA14_RS01390,709.3633581,656.4412096,697.1764369,897.5011641,773.195805,718.9466958
PA14_RS01395,2320.517722,1865.580631,2193.490891,3083.95714,2433.837278,2495.575784
PA14_RS01400,132.3906476,115.9154692,147.551891,149.1444311,111.0938159,90.88863491
PA14_RS01405,94.72025107,68.91525183,69.5064039,67.50238634,59.10972076,51.16179583
PA14_RS01410,946.8256633,777.0028068,884.4887605,1074.586572,972.9325626,1264.10799
PA14_RS01415,1,1,1,1,1,1
PA14_RS01420,690.9717894,932.353989,751.0728303,560.3529442,693.8937683,686.4091623
PA14_RS01425,5182.358123,6575.377462,5184.276679,3600.002018,3781.232906,3655.537915
PA14_RS01430,4515.462346,6861.603279,4898.784117,2821.258217,3680.165675,3461.476888
PA14_RS01435,611.5374328,715.6701514,460.521276,381.9076477,545.8360988,565.0575498
PA14_RS01440,532.3609723,523.647442,592.1266595,423.5956606,497.918911,527.2546122
PA14_RS01445,3746.757785,4003.800848,5423.159926,6458.162379,4613.922321,5178.903639
PA14_RS01450,4300.861626,4256.110818,6043.212677,8454.57196,5668.310212,6440.076007
PA14_RS01455,2601.70018,2189.583875,3388.784076,4784.939605,3316.167123,3847.906425
PA14_RS01460,3705.529512,3270.786782,4949.0915,5440.328303,4679.296722,5463.728195
PA14_RS01465,238.1493829,164.6079267,237.2807742,263.027348,274.1641263,295.5279968
PA14_RS01470,97.91591733,94.39826902,109.7183712,130.299885,127.6977858,110.564651
PA14_RS01475,482.474706,644.5158376,708.4351574,557.5885014,611.8677287,611.9826745
PA14_RS01480,396.1631827,516.2109735,436.3990044,472.7763309,606.5681769,650.6171313
PA14_RS01485,289.5999413,283.1520177,317.7415613,442.9097665,392.8018734,405.4468517
PA14_RS01490,84.15711248,47.70942521,89.76086663,106.9279352,109.7503249,85.1533038
PA14_RS01495,201.7392236,230.2455878,224.6663115,133.1191208,256.5163546,235.2075402
PA14_RS01500,602.5073372,552.8495059,447.3111778,286.3921225,263.4643591,283.2859028
PA14_RS01505,395.6997929,279.7417937,286.4913956,190.7893327,163.2036712,164.4945072
PA14_RS01510,250.3322754,190.5410455,167.4627835,154.1645984,130.6864178,147.8133229
PA14_RS01515,2099.17103,1606.530884,1675.896107,1299.722576,751.8729039,1201.174469
PA14_RS01520,796.5096332,530.5629046,529.0774063,1175.138431,592.1648308,939.2940108
PA14_RS01525,856.4510607,827.7377818,783.7604698,803.951132,792.4732898,670.6905665
PA14_RS01530,4235.049157,4878.030286,4018.259441,3626.318683,3549.17501,3546.528928
PA14_RS01535,146.397895,119.9955421,141.5012512,141.1023299,154.967997,143.656225
PA14_RS01540,93.7407219,93.5959825,86.22000255,84.79992008,58.18758238,64.92002723
PA14_RS01545,655.5381807,680.5125699,750.2184848,693.8918444,661.0882213,694.5217188
PA14_RS01550,1751.360666,1966.019615,1557.692773,1842.27664,1711.226483,1735.772311
PA14_RS01555,4448.989567,4208.673858,4618.289831,6485.800803,4820.142223,5127.500457
PA14_RS01560,654.8297241,746.6011911,701.7809618,738.5772426,610.6212556,654.2762082
PA14_RS01565,165.2459038,132.8866531,172.0897071,222.2782073,182.4378799,140.8686726
PA14_RS01570,302.0553229,265.4079913,264.670208,197.8420111,257.9763496,293.2131507
PA14_RS01575,429.2665658,515.7042054,454.100873,584.7730443,506.9532847,557.1905578
PA14_RS01580,5054.108778,6727.869469,6092.172175,7629.099165,6255.489213,7159.320745
PA14_RS01585,4071.311804,3007.731358,4631.317664,9105.610293,6393.09138,5642.320883
PA14_RS01590,2980.897391,3491.947129,3389.566359,5653.186197,4138.849288,4585.791351
PA14_RS01595,7800.333004,9062.214977,8420.825772,13242.15223,10734.48234,11436.53979
PA14_RS01600,4191.378228,5859.289427,4903.315913,5411.89825,4474.209205,5026.324154
PA14_RS01605,1094.424715,1487.447465,1130.178552,1324.869917,878.6470835,1298.603241
PA14_RS01610,1344.139818,1739.328839,1299.016914,808.6732056,847.7517223,993.5880418
PA14_RS01615,1094.609828,1011.121744,1054.618139,1233.750539,1010.200538,1017.062766
PA14_RS01620,1125.047345,901.1647051,916.063629,932.5970139,869.1311001,884.0554185
PA14_RS01625,418.7437943,430.628502,418.4278302,342.2991738,332.2720197,343.4899313
PA14_RS01630,495.5431922,580.5469761,412.1663742,246.7772174,336.6857847,328.1887556
PA14_RS01635,979.3033435,1598.507724,912.9828818,697.7444821,639.3397572,860.764638
PA14_RS01640,221.2471406,214.8452395,188.0932153,168.7858088,227.3529636,264.0881945
PA14_RS01645,337.7020203,400.9059447,325.0824811,175.9460115,268.4325849,259.764415
PA14_RS01650,649.3421274,719.8183148,623.130274,410.3505282,557.9546284,569.104588
PA14_RS01655,981.4772383,809.8517361,1000.19113,774.1873906,975.5479666,996.1540123
PA14_RS01660,38.1680956,51.55748554,63.76980215,51.36872641,35.29429258,66.2265133
PA14_RS01665,1114.9745,1129.73133,1143.108793,736.1030812,1182.102974,1195.756568
PA14_RS01670,888.2081506,864.199149,937.5722112,1020.107162,1003.238567,852.9415084
PA14_RS01675,621.6501139,679.6791232,747.5581522,945.7361937,750.0385822,716.1068216
PA14_RS01680,3917.672271,4015.702007,4569.479104,3060.227091,3135.27875,3483.4062
PA14_RS01685,2399.854127,2833.81527,2113.114167,2037.184598,1848.887849,1801.357733
PA14_RS01690,1080.25186,1503.125757,929.0510097,960.6769084,793.9277978,903.9473903
PA14_RS01695,2678.274283,2797.297537,2396.561089,2515.284718,2685.699171,2583.19529
PA14_RS01700,421.5275164,473.698732,383.200863,414.4148814,403.1634381,376.1490144
PA14_RS01705,1073.672289,583.6829031,1517.108971,6137.58762,4969.315756,4297.935152
PA14_RS01710,423.1630944,355.4685221,369.2833739,541.1515993,513.8523266,543.3594148
PA14_RS01715,333.2853285,368.530701,293.349963,327.4586657,331.6245494,374.0703999
PA14_RS01720,208.5159596,242.6533555,243.2973169,305.7246355,263.5576942,272.4787667
PA14_RS01725,449.8942132,397.8128312,418.9525369,528.4048873,435.8989747,561.5800987
PA14_RS01730,610.9946765,612.2784092,723.692495,981.9358732,741.5298712,903.4011875
PA14_RS01735,72.6957592,73.88490292,61.20535593,74.04708309,77.46351168,88.23462478
PA14_RS01740,947.419135,535.6207345,966.4551681,2643.804897,2423.464107,2234.671417
PA14_RS01745,1208.540412,953.1126972,1477.712608,2157.096495,2448.253107,2207.800349
PA14_RS01750,2205.519805,3002.182574,2992.509268,2297.466325,2286.753272,2278.255761
PA14_RS01755,533.2602569,634.3630808,523.2033616,468.7130003,429.3385777,495.9277003
PA14_RS01760,432.1654714,568.4355605,409.4986825,301.6830853,383.6181049,352.1338238
PA14_RS01765,897.3360117,796.6669968,1147.741474,846.3625606,1317.234054,1227.869056
PA14_RS01770,805.1685437,700.8160473,1041.94687,785.6952346,1328.715944,1199.221136
PA14_RS01775,340.3603097,305.1337604,359.3365807,481.0256448,396.4913276,397.7645792
PA14_RS01780,437.1413374,403.9141843,485.6102287,396.4282598,474.3966461,472.2500045
PA14_RS01785,208.1356522,334.487387,262.9972675,167.9586748,180.5678207,217.4320044
PA14_RS01790,2200.740005,2219.749252,1977.845474,2229.035688,1757.351417,1873.054289
PA14_RS01795,8245.641372,8200.106888,7799.181445,8803.143073,7211.566694,7272.194144
PA14_RS01800,1341.925627,1296.612796,1005.586868,1090.518856,1059.896004,1035.625731
PA14_RS01805,514.4228798,547.6327818,473.9460388,389.4993202,576.1193884,616.7311902
PA14_RS01810,312.9273617,306.7951785,344.3314148,437.5927422,316.1269016,333.5633564
PA14_RS01815,490.6372637,588.438161,446.3689919,394.505335,399.8505328,476.736409
PA14_RS01820,815.467743,787.1427582,718.249364,916.6321007,750.5170309,667.4689892
PA14_RS01825,771.5736155,803.2487387,839.160523,813.0047663,822.2002498,808.9837986
PA14_RS01830,1039.440167,942.4021367,1255.84004,699.2659761,1139.787373,892.364926
PA14_RS01835,902.85156,847.9638785,981.5752076,416.7981316,849.4569358,755.5749176
PA14_RS01840,340.5878123,313.7783494,277.929276,403.5484266,380.99863,369.376942
PA14_RS01845,258.8599566,277.4226942,278.7268162,276.8961146,356.3025504,405.2920314
PA14_RS01850,229.7087496,230.8157722,223.1371628,207.8612036,269.4169857,194.2111742
PA14_RS01855,266.0836401,224.2729167,267.5793551,317.4401935,330.8204251,316.5029201
PA14_RS01860,115.6287224,120.641244,109.6679078,84.50606604,124.6290865,117.8869327
PA14_RS01865,289.8309795,245.3824909,248.1010447,390.957778,281.2754835,264.8540942
PA14_RS01870,159.6043874,173.9328953,160.1023529,172.2760571,158.693255,151.3003485
PA14_RS01875,1288.034927,1721.112278,1549.62455,1648.719208,1491.547286,1694.898307
PA14_RS01880,1128.993919,1074.558268,1404.490353,880.1185168,1017.081801,1065.322853
PA14_RS01885,1024.156874,1370.350283,1993.165787,745.0601028,798.1554804,876.4682377
PA14_RS01890,177.1967336,173.9445901,157.8238797,195.752307,170.4203017,149.4970597
PA14_RS01895,425.4670212,541.7580968,457.8956344,293.5128794,310.4136093,347.1073249
PA14_RS01900,229.5158536,190.6957658,200.5829266,281.3045349,252.0586055,255.0486051
PA14_RS01905,836.3795631,1224.298811,1078.133414,917.4253743,1030.764471,1269.407011
PA14_RS01910,1318.925171,1176.035586,1204.87269,1466.609424,1337.106811,1222.505296
PA14_RS01915,261.3285615,220.3515142,214.2925671,309.8020757,271.2290695,271.3499815
PA14_RS01920,1451.522279,1346.597522,1251.798815,1131.669523,1371.474421,1221.000436
PA14_RS01925,355.7731931,438.7112828,402.760391,420.1166053,382.6588617,503.5143204
PA14_RS01930,223.0586059,302.6866004,214.3011082,210.1472402,189.2698102,212.2968272
PA14_RS01935,752.2195542,723.7441642,1166.811666,878.8036186,783.6100009,1012.711132
PA14_RS01940,961.4866393,930.8223232,1136.014867,1236.555262,972.9878638,1164.257128
PA14_RS01945,4636.604643,4947.2977,5617.050274,7195.733296,5457.078191,6590.343739
PA14_RS01950,1117.382178,1065.550313,1232.477847,1441.967567,1270.767162,1546.28657
PA14_RS01955,624.2434637,550.2101714,580.8718073,437.7893352,665.3621552,697.8508909
PA14_RS01960,497.9958812,426.9570091,426.1498458,483.2905583,500.6744414,511.0366676
PA14_RS01965,200.8573994,207.164573,183.773419,127.6336829,176.9689445,146.4075051
PA14_RS01970,407.2689449,490.4854398,343.1974445,183.9096536,244.1258742,300.5716229
PA14_RS01975,755.3062947,1174.531752,652.8478535,455.1032252,573.694549,493.7832198
PA14_RS01980,432.8937016,744.4385729,485.5661362,438.1663855,404.0035052,441.9667418
PA14_RS01985,899.9374996,1294.913487,811.2861223,616.1270219,584.3613701,701.9643727
PA14_RS01990,762.3020787,1013.419655,725.0481517,617.9811403,635.6844554,563.81967
PA14_RS01995,1670.874893,1287.128164,1385.615252,980.4240065,1231.387403,1111.263323
PA14_RS02000,11859.24052,12515.54938,10627.08278,6752.574797,5981.62188,6053.007822
PA14_RS02005,472.8854688,594.8615006,482.0349691,160.3127877,322.04958,337.0012191
PA14_RS02010,235.1930796,263.4720292,225.1490219,144.5551903,217.8706878,188.3192931
PA14_RS02015,255.1051829,271.0292973,227.0919412,126.2378299,156.2685883,199.1480717
PA14_RS02020,73.10324284,88.46788942,84.07750775,56.82243298,73.44367777,57.20046619
PA14_RS02025,219.7605323,459.7255378,210.6783565,191.940281,168.8981833,191.8405647
PA14_RS02030,240.5451665,288.1283881,184.2994557,196.6079706,157.3788215,167.2310582
PA14_RS02035,975.1247582,950.2965621,1093.692155,1162.416201,1137.770606,1207.620134
PA14_RS02040,188.8455922,258.5013492,260.5062183,290.8634081,250.3714066,252.0485772
PA14_RS02045,56.46359179,70.99280932,57.76902738,74.852936,86.83740447,85.26182317
PA14_RS02050,129.390277,131.4365767,153.2481237,158.4091653,119.381742,129.459363
PA14_RS02055,2460.179728,1990.510822,3410.165402,5047.526974,5400.008639,5307.202936
PA14_RS02060,2665.064991,2260.355537,3554.450923,6058.55908,4451.580717,4710.893494
PA14_RS02065,581.563534,496.1948667,623.3838633,359.5266738,754.9074637,653.5124905
PA14_RS02070,349.1661759,376.603344,325.0824811,291.1768806,308.7627709,306.5437117
PA14_RS02075,1023.001113,1223.187624,1034.010414,815.2196408,921.7923599,829.6862115
PA14_RS02080,173.9330159,179.9540798,202.4953544,226.722066,175.225387,150.4624837
PA14_RS02085,499.0933946,617.7781348,559.2858422,491.3187545,406.268303,443.5887601
PA14_RS02090,993.2389308,1144.84296,1006.773198,494.400023,1017.79056,926.2982643
PA14_RS02095,830.9552647,1028.504934,902.0252447,699.2274439,698.7933167,830.3748854
PA14_RS02100,2549.781664,2229.86708,2322.149274,3182.840177,2438.403224,2316.191784
PA14_RS02105,3955.66353,3655.24907,4630.059442,7404.67654,5201.117805,5707.787859
PA14_RS02110,1500.477531,1408.453287,1765.990663,2842.910568,2116.089599,2221.228351
PA14_RS02115,290.84607,314.7601302,248.665112,272.0688543,268.1640439,215.6345736
PA14_RS02120,1787.845062,3012.603309,1598.21967,1156.546855,1182.460274,1333.427804
PA14_RS02125,3175.403033,4625.850738,2894.98669,1512.652624,2185.113495,2170.175498
PA14_RS02130,680.0608357,892.1163075,680.3946562,629.4290698,841.3568387,957.622341
PA14_RS02135,678.8410509,956.2728461,760.9996606,992.1290641,789.4718418,968.2125605
PA14_RS02140,290.9487021,378.6510187,282.0855589,308.4686363,271.3206417,416.1788962
PA14_RS02145,458.5588225,406.3130805,424.4321112,428.4482057,459.9314366,475.8120505
PA14_RS02150,481.3922148,539.0306505,539.7759919,526.3180272,536.5801965,612.7038048
PA14_RS02155,316.487783,406.5429595,352.7655822,396.0882242,332.5780167,369.2164444
PA14_RS02160,3480.963569,3240.222122,2830.469181,7135.312993,4425.71244,4872.022228
