gene,E11,E12,E1E21,E1E22,E21,E22,WT1,WT2
CDS110377,1186,832,678,752,740,574,636,893
CDS113079,1451,1314,1093,1028,881,920,1317,1265
CDS112204,3750,3241,2808,2862,3107,2603,3171,3533
CDS106399,1777,1527,1243,1262,1253,1106,1345,1475
CDS110287,4059,3192,4492,4591,8002,4304,2646,3375
CDS113757,10325,7952,8238,8515,9111,7054,6274,8396
CDS108711,5468,5421,4151,4127,4103,4063,4911,5186
CDS105429,477,329,3284,2598,2125,2353,298,372
CDS109234,2230,1919,1488,1546,1339,1261,1648,1854
CDS107735,1482,1338,1912,1702,1644,1392,1222,1277
CDS113239,5324,3182,2395,2374,3342,1911,3027,3700
CDS113061,4442,4604,3900,3850,3662,3462,3800,4648
CDS111797,1352,1213,1056,1022,828,852,1116,1220
CDS107053,87,38,115,100,180,91,47,48
CDS105565,920,972,1441,1216,1154,1172,960,897
CDS106419,5825,6030,6730,5907,6330,5157,5384,5584
CDS105817,1218,829,1229,1205,1613,916,751,993
CDS113561,2305,2101,2344,2042,2039,1819,1991,2003
CDS112731,42060,35711,17476,17406,14088,16271,32607,34583
CDS107881,2053,1858,2224,2002,2063,1829,1824,1740
CDS104144,56,41,112,127,105,91,26,33
CDS111305,16329,14354,8532,7914,6745,7641,13002,13472
CDS112975,2770,2118,1664,1777,1511,1408,2028,2157
CDS103374,4730,4781,3770,3585,3721,3473,4370,4647
CDS113433,5670,5217,5259,5185,5209,4648,4761,5142
CDS108337,1267,1106,1297,1310,1243,1173,989,1092
CDS111557,498,436,351,467,343,385,303,472
CDS2173181,2980,3328,3771,3862,3548,3418,3317,3248
CDS105975,194,179,223,206,234,195,158,137
CDS109208,3385,3125,3298,3066,3071,2857,2968,2861
CDS111489,3927,3752,5141,4604,4464,3976,3825,3708
CDS113305,8533,7933,6052,5828,5770,5359,7184,7787
CDS104090,300,209,433,392,405,337,234,233
CDS104775,9973,9506,7651,7581,7835,6894,8433,9347
CDS111425,12077,11479,29455,26541,29262,22976,10500,11496
CDS109546,1972,2631,6450,4990,3202,4226,2536,2095
CDS111999,20078,18504,16763,16699,17595,15217,15929,18040
CDS110271,1828,1896,1238,1066,900,968,1790,1636
CDS109686,529,459,605,572,641,501,394,508
CDS109604,1415,912,1477,1815,1255,1548,717,1058
CDS103192,826,627,1404,1180,1389,1154,583,763
CDS104667,993,1004,906,810,672,925,1017,1194
CDS113205,4191,4125,7675,7066,6503,6140,3644,3767
CDS107627,75288,63781,14071,26285,6726,20478,57841,71648
CDS105943,51885,40379,26131,26868,29417,24663,32550,43092
CDS104535,2558,2356,1922,1672,1916,1741,2171,2356
CDS103996,1298,776,1051,1251,2586,1073,735,981
CDS107939,2787,2704,3016,2885,3303,2537,2489,2633
CDS104255,729,530,635,584,802,561,444,519
CDS105449,8150,7212,5286,4942,4820,4546,5987,7654
CDS113489,4268,3809,5180,4535,4906,4143,3632,3723
CDS113707,967,658,735,687,1143,692,670,908
CDS104935,4370,3721,4085,3974,4363,3451,3566,3576
CDS110237,2273,2635,2031,1722,1867,1558,2383,2305
CDS110289,9154,7903,5789,5489,5544,5384,7133,7838
CDS113101,284,188,309,291,344,258,196,257
CDS105381,2105,1865,2589,2379,2047,1981,1855,1764
CDS112261,8838,7904,7024,6629,6189,6078,7707,7163
CDS111171,47389,49938,12319,15137,16562,12428,38008,56785
CDS133909,28049,23154,11500,11913,10726,11535,21204,23551
CDS108737,18811,16375,7138,7045,6459,6893,16484,15524
CDS108645,9,19,19,18,28,20,9,16
tRNA106367,1178,1729,869,860,664,897,1769,1687
CDS110493,10213,9377,6189,6224,7164,5672,8170,9318
CDS105723,4126,3748,3529,3411,2979,3153,3403,3661
CDS109978,2589,2254,2285,2165,1848,1951,2139,2094
CDS107531,1266,1382,2421,1920,2173,1567,1276,1321
CDS107237,696,745,730,825,773,692,639,691
CDS103682,1519,1258,1200,1311,1097,1086,1115,1232
CDS112675,78,55,183,203,203,170,55,62
CDS112164,1678,1974,2261,1881,1770,1653,1695,1940
tRNA113171,62,71,72,63,69,54,86,80
CDS108221,8505,9458,7257,6547,8813,5677,8351,8725
CDS113821,226,261,379,360,395,364,238,217
CDS108525,5617,6789,4711,4326,4571,3978,6010,6481
CDS104997,901,602,1534,1643,2270,1330,540,580
CDS109154,5007,4241,3674,3545,3485,3002,3883,4224
CDS112877,4602,4134,5238,4853,4249,4550,4038,4035
CDS112507,10,11,123,81,74,73,7,7
CDS104639,62372,68636,51751,48100,41726,46073,62368,60605
CDS112867,2341,2264,1608,1486,1244,1348,2101,2049
CDS108575,824,586,713,732,993,723,495,654
CDS103392,1486,1635,2400,2159,2189,1971,1549,1567
CDS111839,18559,18848,31950,29661,30643,26636,16990,17542
CDS107181,2654,1917,4935,4435,5346,4133,1966,1947
CDS107267,305,260,425,367,323,304,237,245
CDS113457,5742,4099,3910,4247,8373,3684,3376,4030
CDS106091,3126,2813,8907,8119,6071,7319,2511,2859
CDS111423,9828,9091,5602,5483,4426,4835,8656,7879
CDS113235,1003,1018,755,658,528,582,933,978
CDS104627,8339,7866,5579,5086,5055,4901,7586,7191
CDS104240,7022,5590,5877,6051,6485,5059,4873,6103
CDS104415,1143,1057,1093,1057,1171,925,898,1065
CDS107795,272,306,1614,1408,1382,1407,276,318
CDS109698,3066,2721,3105,2870,3182,2595,2445,2638
CDS113443,325,326,477,452,444,444,241,294
CDS111573,5972,6499,6497,6002,6191,5363,5957,5949
CDS103074,134,99,409,332,369,311,108,124
CDS105599,992,906,1032,989,1225,846,744,889
ncRNA191106,256,202,214,178,243,145,209,222
CDS106671,1119,1059,2823,2365,2803,2164,1044,1085
CDS105653,3376,3117,2519,2274,2371,2217,3168,3071
CDS106421,1061,1037,1038,933,1074,909,966,1024
CDS112941,21323,18516,18101,16830,15242,15444,17202,18551
CDS109920,484,210,317,374,548,338,182,358
CDS104649,8694,7079,4685,4869,5743,4552,6561,7494
CDS109758,1205,1108,1212,1113,1121,966,1030,1011
CDS110605,315,276,326,308,317,260,241,276
CDS104435,3926,3475,2657,2355,1985,1948,3161,3133
CDS110771,2879,2459,1665,1419,1296,1268,2268,2399
CDS21131606,1455,1557,3503,3349,3193,3120,1381,1393
CDS112401,3571,3024,2208,2063,2045,1971,2962,2955
CDS113727,1208,780,901,977,1555,898,748,984
CDS107217,482,353,559,528,810,521,298,384
CDS105145,1517,1264,1675,1488,1655,1243,1159,1326
CDS112365,7633,6794,7908,7333,6405,6444,6255,6010
CDS103728,735,807,1008,947,981,879,658,769
CDS112381,18620,15271,10136,10181,9690,8961,14044,14959
CDS105085,1597,1443,2175,2067,2170,1922,1383,1482
CDS111129,1021,558,494,572,687,549,504,799
CDS110597,609,385,538,529,1305,447,289,340
CDS107639,1705,1574,2152,1899,2093,1752,1480,1519
CDS108515,1152,984,1179,1059,995,971,926,952
CDS106809,5229,3797,2486,2531,2566,2204,3422,3956
CDS103982,843,635,712,799,1294,681,554,784
CDS104263,989,782,851,833,810,783,792,807
CDS109428,2546,2408,3531,3263,3153,2688,2103,2340
CDS107483,65,52,151,133,145,115,55,90
CDS111457,10882,9991,12123,12234,13082,10016,8832,9370
CDS103010,4468,3440,5237,5015,5248,4462,3177,4152
CDS106469,349,289,225,245,178,195,229,263
CDS109188,29802,23074,36032,31989,32102,29683,21989,22941
CDS109306,1358,1402,843,869,747,771,1181,1344
CDS112569,6096,5061,3874,3711,3774,3320,4740,5182
CDS111015,6,3,13,13,11,9,6,12
CDS109564,892,770,1055,1044,927,870,720,821
CDS103862,1642,1518,1228,1094,954,969,1358,1417
CDS111259,4564,3692,2380,2787,1441,2216,3080,3772
CDS107089,331,107,236,345,612,294,71,105
CDS111689,5133,4331,3883,3973,4500,3516,3877,4424
CDS113267,1044,969,727,731,898,722,874,1044
CDS103562,5831,5481,7756,7259,6237,7014,5161,5539
CDS110815,6748,5943,6290,5879,5938,5358,5439,6028
CDS105681,5611,4727,5028,5234,5617,4556,4231,4824
CDS108569,679,527,655,646,837,591,490,564
CDS113815,1172,1113,2650,2413,2803,2337,1015,1077
CDS110335,843,649,636,703,966,607,577,703
CDS113761,6262,5436,4353,4146,3956,3640,5165,5001
CDS107077,660,254,348,405,1102,363,204,244
CDS104249,805,807,1095,1000,972,987,749,850
CDS106711,644,635,1109,916,1003,912,657,662
CDS105821,3362,3248,2806,2719,2599,2497,3177,2994
CDS105973,550,467,766,674,774,618,407,462
CDS111633,1719,1534,1638,1594,1447,1289,1263,1528
CDS113997,100553,79483,47092,49811,43268,47665,67670,85027
CDS105455,568,77,136,139,471,121,75,92
CDS108311,1418,1217,415,526,330,481,1320,1170
CDS106705,125,95,274,218,268,246,67,125
CDS103042,181,121,183,198,279,164,109,118
CDS111873,3539,3349,1234,1295,1658,1161,2846,2854
CDS110399,15643,11208,7976,9078,7687,8090,9038,13213
CDS104969,7866,7105,7366,7161,7714,6287,6473,6916
CDS107919,30476,39498,41813,33797,49673,29291,36855,28304
CDS112457,1021,1094,1218,1110,1167,1041,947,1017
CDS103206,301,308,400,379,386,350,298,281
CDS103454,1427,1155,1514,1576,1518,1450,1103,1040
CDS110775,6471,5462,3904,3967,3912,3538,4849,5296
CDS21174463,4514,4338,6028,5495,5277,4859,3953,4394
CDS106339,13182,13697,18714,17084,18842,15136,12368,13697
CDS105153,6826,6035,4720,4646,4637,4291,5310,5707
CDS111355,80751,70156,39307,39413,35681,37627,59614,68938
CDS102984,274,236,214,205,227,205,229,237
CDS113201,19522,19398,15685,14569,16238,13264,16597,18050
CDS109196,6140,5173,11410,10011,9292,9127,4925,5333
CDS103050,11232,10127,8359,8229,10874,7260,8989,9638
CDS104447,3436,3295,2444,2285,2533,2126,3008,3213
CDS108601,3595,2962,3427,3194,3215,3089,2841,2963
CDS104807,769,551,1169,1163,1290,901,472,668
CDS106773,393,368,405,357,456,348,344,358
CDS107673,511,449,1095,1104,1076,931,406,508
CDS107193,729,691,787,734,740,699,610,749
CDS111101,187,135,203,163,267,177,107,154
CDS109612,110,70,150,134,75,96,58,72
CDS108229,1704,1712,1971,1681,2062,1589,1583,1674
CDS103318,5788,5548,6691,6096,6983,5631,4978,5557
CDS109091,26963,19730,12210,12943,15420,12376,19233,20590
CDS108721,2438,1732,2015,1959,1808,1540,1649,1775
CDS110112,18401,14938,12983,12837,12027,11346,13443,14979
CDS110763,617,472,1849,1761,1885,1507,460,510
CDS107225,1194,839,739,788,1101,747,693,969
CDS109286,3045,2852,3096,2883,3516,2893,2587,2977
CDS108119,1350,1467,782,832,673,808,1339,1254
CDS108881,5389,3984,3133,3261,6223,2813,3296,3754
CDS108107,1781,1380,1187,1064,964,838,1221,1422
CDS108811,3773,4186,3681,3344,2987,3146,3791,3864
CDS108491,230,156,183,197,252,150,140,159
CDS111523,711,681,2679,2352,2740,2060,567,681
CDS111961,9127,8045,7763,7363,7118,6785,7633,7760
CDS107163,3465,3908,2884,2785,1410,1815,3374,3653
CDS110309,17625,16805,8482,8251,7044,7954,16212,15487
CDS108165,53,39,68,78,67,58,25,36
CDS103082,1315,1361,2692,2292,2546,1841,1179,1235
CDS113475,17566,15656,9474,9209,8909,8188,15892,17142
CDS112208,1277,1182,1165,1146,1045,1100,1138,1116
CDS109844,179,145,165,155,215,157,120,127
CDS106949,1889,1929,3804,3209,3429,2862,1780,1804
CDS111463,3440,2868,2491,2579,3364,2123,2620,2916
CDS111221,1108,886,1568,1560,1769,1311,749,883
CDS105247,141,94,179,194,198,157,85,96
CDS107261,5000,5461,5509,4838,5387,4196,4836,4890
CDS104735,1108,915,535,583,570,670,876,1044
CDS106009,1254,1188,1429,1233,1058,985,1147,1087
CDS104927,16373,14375,11693,12288,14949,10150,11770,13532
CDS111339,48116,39973,21159,22151,18305,21081,34081,40026
CDS111073,162,148,377,361,361,314,126,144
CDS113275,4510,4086,3621,3433,3925,2911,3444,4023
CDS109418,5618,5412,4205,4141,4853,3738,4532,5380
CDS111591,3517,3374,2798,2602,2762,2425,3103,3211
CDS110509,1672,1629,4207,3646,3297,3182,1484,1514
CDS104142,77,51,229,210,238,173,59,66
CDS110257,134,116,242,197,147,154,105,134
CDS106381,36479,36793,24886,23031,22054,21492,32457,33636
CDS112255,2539,2262,1696,1617,1614,1651,2098,2293
CDS109964,3888,3746,5036,5016,6695,4734,3398,3839
CDS105737,824,786,1382,1262,1408,1162,700,855
CDS106759,1719,1332,1953,1949,2595,1584,1275,1349
CDS113447,4080,3997,2276,2503,2509,2409,3658,4157
CDS113145,4132,4221,5819,5267,4955,5259,3930,4364
CDS109444,7085,6072,4693,4595,5125,4123,5222,6782
CDS109644,177,146,550,453,489,428,132,163
CDS112839,1165,1239,1769,1534,1531,1363,1106,1117
CDS109806,439,355,309,354,334,293,305,316
CDS104335,3405,2976,3048,2826,2945,2599,2595,3183
CDS105839,4801,4170,3533,3474,3470,3007,3705,3906
CDS104515,87,75,119,102,90,112,76,92
CDS104523,378,428,765,699,632,638,401,331
CDS102866,1130,974,853,822,1054,823,829,1046
CDS110188,1732,1479,1605,1455,1410,1153,1441,1631
CDS113581,1599,1062,2232,2026,1986,1823,967,1306
CDS104737,50,64,57,59,60,50,69,59
CDS109990,385,423,464,448,381,412,394,376
CDS111597,4821,5079,8875,7817,7163,7010,5007,4546
CDS113383,740,788,811,697,776,740,782,838
CDS113817,471,338,530,516,474,437,322,421
CDS112845,414,392,387,400,387,356,377,414
CDS113971,385,395,634,527,497,512,374,352
CDS21174457,52,52,90,110,120,88,41,57
CDS107305,18065,14020,18939,18483,21754,16529,11381,14059
CDS102928,1402,1243,2193,1839,1637,1445,974,1120
CDS113729,3597,2592,2114,2195,3278,2042,2252,2888
CDS112132,1492,1230,939,900,850,812,1261,1212
CDS106521,1976,1059,2427,2528,2946,2006,1071,1120
CDS108067,5164,4407,3917,3767,4486,3578,3875,4316
CDS107087,3685,1022,2340,2902,6024,2481,768,1199
CDS104745,515,437,554,592,947,573,347,413
CDS112190,42432,42064,22451,22885,18078,21888,39710,37181
CDS104587,6849,7119,4620,4721,5340,4439,6887,6672
CDS109624,2287,2015,1870,1743,1704,1639,1939,2037
CDS106333,21450,25053,26681,22696,17742,20158,19821,23752
CDS108313,896,943,8621,6819,4270,6025,879,814
CDS104489,5189,4643,3404,3364,3917,3191,4374,4959
CDS109021,19573,15128,17108,16990,18131,15386,13359,15209
CDS111075,98,91,186,162,173,157,80,73
CDS104289,5915,6177,5126,4825,4626,4586,5880,5599
CDS106083,9489,9551,23715,21448,16840,20510,9122,9017
CDS111697,24878,19569,10368,10981,12294,10440,16413,21178
CDS106047,848,756,1004,980,901,864,675,740
CDS108957,4493,3277,3719,3687,4664,3481,2779,3334
CDS105863,16833,12384,11235,13460,16546,11323,8824,14147
CDS110803,52,48,1135,964,863,880,44,66
CDS106709,6993,5913,5550,5223,4136,4362,5341,4925
CDS104573,1227,1079,1059,972,1158,947,1020,1048
CDS107623,68,53,51,73,107,59,42,58
CDS111571,61436,49052,37892,36808,49613,36273,44749,49579
CDS108271,145845,131854,89335,85213,78960,85846,123779,128737
ncRNA15122507,6772,5761,3903,3218,4653,3014,5663,5995
CDS106761,2241,1668,3884,3483,4268,2852,1559,1693
CDS134059,3359,2733,2308,2382,3413,2210,2362,2969
CDS107405,114,111,110,129,122,108,76,110
CDS103768,357,173,189,291,276,212,112,221
CDS104204,459,415,735,736,809,770,394,485
CDS113855,2013,1597,1716,1671,1598,1469,1471,1662
CDS106795,1963,1410,1712,1712,1949,1425,1288,1680
CDS108051,1626,1610,1611,1481,1564,1266,1422,1435
CDS109640,343,346,254,378,152,256,277,345
CDS134031,6501,5448,2953,2917,2717,2723,4966,5487
CDS111915,955,949,933,837,985,719,912,1000
CDS104823,6612,7776,5163,5053,5180,4577,6786,7619
CDS113637,9178,8072,6222,6063,7942,5813,7230,8827
CDS112769,3733,2968,5015,4336,4300,3512,2850,3097
CDS111409,7901,6410,9786,9164,9702,7969,6158,6769
CDS111345,86565,75979,37673,38074,32527,36928,65681,73119
CDS110915,4925,4436,5144,4787,4074,4281,4088,4124
CDS109448,1113,892,1208,1070,1306,856,825,886
CDS110931,4475,3917,2542,2410,2115,2212,3767,3688
CDS106539,417,421,438,378,336,308,377,389
CDS113719,235,158,104,133,207,125,143,181
CDS104929,3378,3031,2648,2700,2604,2237,2730,2883
CDS112605,2615,2522,1609,1557,1525,1403,2120,2363
CDS110665,53003,44659,29766,28380,42352,26544,41065,46472
CDS108887,664,561,1967,1852,1900,1692,575,562
CDS113865,16981,15314,9623,9705,8977,9068,14294,15711
CDS105573,415,342,325,278,329,209,269,371
CDS105213,2713,2112,1442,1421,1422,1339,2157,2216
CDS107743,1570,960,1893,1835,1694,1405,842,1073
CDS106941,2429,1746,1662,1804,2461,1490,1279,1918
CDS102990,1328,1360,1234,1214,1000,1022,1158,1194
CDS104212,80747,97394,101075,90986,102101,78398,78488,87280
CDS105269,8215,6347,9475,9365,11426,8196,5609,7002
CDS109346,1172,1056,871,908,845,790,934,977
CDS112663,128,131,652,568,508,556,112,91
CDS106957,88,60,855,804,844,715,49,67
CDS113273,2481,2142,2712,2472,2422,2184,1903,1996
CDS106777,904,923,2094,1717,1823,1506,791,791
CDS108829,298,302,406,399,280,312,314,253
CDS112991,94323,82989,62112,60333,81533,54578,74171,81928
CDS112921,1293,1302,758,917,846,701,1002,1354
CDS106115,2503,2260,4048,3920,5107,3622,2047,2262
CDS107113,5433,4256,2143,2000,5342,1848,3659,3189
CDS110012,552,430,944,1009,1226,941,419,468
CDS110681,18263,18534,15567,14477,16177,12829,16086,17949
CDS113791,11418,11620,9278,8692,9272,8119,10168,10716
CDS106397,1920,1497,1160,1097,1245,1168,1457,1554
CDS103088,10132,11080,13887,11756,13894,10344,10068,9542
CDS103690,1255,1154,1645,1386,1709,1345,1030,1287
CDS104010,484,350,377,386,823,352,347,404
CDS110090,42050,35448,24807,25086,26547,24213,31711,36305
CDS112247,8043,6757,4282,4333,4564,4069,6323,6909
CDS107561,5301,4005,1605,2191,1137,1763,4211,4453
CDS109476,5026,3430,3393,3320,3685,2805,2985,3726
CDS110585,1339,1210,1447,1359,1406,1146,1051,1235
CDS113225,4955,4367,4994,4424,4383,3849,4215,4345
CDS112667,497,478,2067,1602,1364,1382,454,483
CDS105749,434,443,818,669,745,670,415,459
CDS106129,3374,3062,4356,4173,4364,3627,2666,2835
CDS105125,12920,1214,932,1045,12630,1045,1182,1298
CDS108005,5295,4785,4179,3977,4704,3757,4250,4735
CDS110066,75210,83765,79580,68184,74458,62216,75750,78004
CDS107065,529,210,568,603,1117,507,182,191
CDS107335,206,152,286,254,237,266,138,182
CDS113035,14109,12299,7667,7779,6854,7447,11103,12392
CDS113605,2468,2077,2164,2202,2718,2119,1890,2147
CDS112125,515,566,485,423,491,415,514,489
CDS112091,2100,1374,2607,2724,4039,2451,1237,1447
CDS111871,1456,1158,1108,1136,1108,973,979,1163
CDS110200,4716,3912,4142,3886,4812,3154,3351,4086
ncRNA191126,684,643,512,477,638,491,583,711
CDS106857,385,532,731,683,359,546,428,422
CDS111605,1332,1365,2853,2576,2367,2209,1301,1300
CDS111967,33596,27056,22417,21730,23923,20792,24579,26938
CDS112134,1788,1871,1802,1607,1533,1501,1683,1689
CDS105949,83261,61666,39407,40109,46813,38240,53514,66313
CDS108753,3057,2528,2983,2923,2590,2740,2224,2593
CDS103152,3413,2666,2382,2545,2849,2215,2423,3188
CDS111025,1045,916,669,706,860,640,752,936
CDS107165,321,179,274,246,530,212,140,177
CDS112095,125,131,165,136,169,144,124,104
CDS109270,4376,3331,4431,4220,3964,3750,3008,3419
CDS107923,9431,11044,18483,16150,19053,14797,10094,9593
CDS112411,1715,1740,223,209,169,193,1429,1716
CDS108603,4097,2979,4182,3704,3327,3138,2826,3191
CDS104182,4353,3883,2182,2750,3040,2554,3708,3853
CDS106817,2723,2624,2594,2320,2204,1963,2187,2478
CDS107739,797,633,708,693,691,596,576,624
CDS108387,2107,1933,2515,2159,2556,2074,1805,1910
CDS107365,31,25,34,29,44,30,15,18
CDS104345,1511,1465,1300,1136,1035,1020,1455,1447
CDS108435,4886,4428,4276,4019,3903,3504,4167,4213
CDS104483,497,464,595,566,541,453,457,444
CDS111225,1455,1225,1463,1436,1334,1141,1011,1211
CDS113913,614,565,672,656,732,577,507,521
CDS110613,2175,1971,1562,1515,1471,1474,1823,1848
CDS112311,4356,4365,3467,3434,3271,3112,4131,4196
CDS111039,889,649,2936,2596,2627,2244,598,733
CDS111913,1264,1203,1674,1538,1692,1320,996,1115
CDS105819,363,346,447,452,591,380,322,285
CDS105753,178,148,234,241,241,198,146,117
CDS107487,1480,1386,1649,1525,1455,1258,1194,1237
CDS112775,3544,3258,3349,2984,2932,2887,2974,3060
CDS21131612,38,23,57,58,87,37,21,34
CDS113851,4053,2316,2129,2394,4652,2016,2052,2463
CDS107103,292,60,57,80,207,81,65,82
CDS108979,157,167,1389,1121,906,837,176,149
CDS110206,1904,1670,2553,2294,1805,1992,1597,1646
CDS113049,1222,1149,1893,1773,1499,1499,1087,1117
CDS108041,2825,2333,1783,1683,1648,1467,1995,2136
CDS107345,269,335,421,385,336,361,337,318
CDS112753,28477,25446,26963,25341,24691,24195,23819,24663
CDS112186,25376,30749,14996,15505,11635,15935,31744,30280
CDS109390,12862,8716,7961,7993,10584,7552,8005,9343
CDS105341,370,286,748,746,835,679,190,286
CDS112009,1355,1182,1692,1635,1659,1530,1143,1224
CDS104545,9122,8653,6760,6751,6455,6137,7452,8468
CDS108533,1397,1421,2105,1952,2151,1617,1269,1333
CDS110939,608,512,528,485,519,426,442,610
CDS108197,4316,3160,5857,5647,7543,5275,3035,3325
CDS113299,6719,4105,4383,4978,9485,4054,3673,4078
CDS103626,1891,1676,2769,2834,2746,2434,1386,1710
CDS109156,2768,2582,1909,1806,1834,1548,2266,2523
CDS112809,3265,2738,2270,2373,2189,2408,2618,3130
CDS107573,23549,20644,5384,7576,4274,6963,20142,23031
CDS113243,2152,1855,1703,1646,1775,1587,1735,1929
CDS102786,348,320,391,390,282,349,308,315
CDS111349,109027,96506,43888,44662,39223,43884,91700,90822
CDS102816,3525,2843,4625,4772,4954,4000,2793,3023
CDS103442,2522,2382,1701,1533,1444,1399,2143,2162
CDS104789,4737,4591,5166,4870,4550,4552,4350,4221
CDS111469,36381,36444,24954,25185,25557,24880,34152,36052
CDS105427,37,29,452,343,300,284,21,34
CDS103852,782,682,1144,1132,1458,975,587,684
CDS106891,49,47,99,73,82,50,31,39
CDS109226,818,715,1141,1019,966,891,634,680
CDS108193,683,588,812,685,817,633,562,604
CDS109446,1460,1154,1203,1107,1154,894,912,1294
CDS109900,6819,3540,3576,4583,6591,4305,2791,4767
CDS103262,1167,1073,2048,2057,1683,2161,1002,1225
CDS109220,2968,2520,3287,2950,3086,2592,2286,2502
CDS104755,1648,1723,1860,1618,1846,1618,1546,1557
CDS112589,10274,8968,6830,6568,6764,5763,7666,9586
CDS104427,4844,3981,3625,3890,4229,3307,3276,4200
CDS103558,5391,5114,5056,4858,4074,4799,4838,5202
CDS103002,1752,1599,1899,1678,1945,1536,1406,1655
CDS104883,305,325,261,239,281,213,236,268
CDS103376,4616,4625,3460,3224,2682,2922,4157,4186
CDS108725,5800,4758,5690,5161,4486,4459,4322,4720
CDS113411,2816,2852,2124,1983,1927,1919,2638,2805
CDS107271,84,36,107,131,298,98,26,47
CDS106457,6795,7545,4050,4344,3481,3915,6045,7406
ncRNA55179282,1207,1384,268,489,354,403,1271,1586
CDS111133,600,433,664,1130,708,677,418,448
CDS108351,1703,1738,1958,1851,3065,2050,1248,1405
CDS103016,4899,3341,6050,6328,6815,5368,2498,3847
CDS105555,191,185,307,304,321,312,171,160
CDS111855,313,266,870,811,703,748,247,257
CDS104104,38,43,108,85,102,89,32,53
CDS104060,4935,4464,2698,2906,2909,2671,3808,4691
CDS112681,6121,5969,7644,6810,5965,6038,5336,5653
CDS107519,5545,6557,10122,8165,7991,6421,5546,5459
CDS107659,138,126,183,179,181,150,119,125
CDS107395,31,29,52,51,69,55,24,34
CDS112053,20972,18965,12202,11998,11168,11260,16559,18640
CDS110545,2155,1970,803,908,633,686,1684,2020
CDS104865,7607,6982,6579,6336,6146,5656,6141,7054
CDS111387,2352,2160,1798,1765,1614,1567,2030,2036
CDS104265,1617,1500,1899,1693,1434,1435,1376,1433
CDS106805,5884,4399,3460,3442,3461,2874,3878,4708
CDS110064,144495,168447,160210,146328,161859,142100,147747,164577
tRNA104080,2517,2895,1182,1168,939,1058,3145,2814
CDS111761,11804,9928,8162,7987,8423,7293,9643,10010
CDS107063,223,77,167,206,343,154,65,73
CDS109666,704,692,717,665,718,585,581,665
CDS106889,682,458,1203,1281,1415,1128,425,459
CDS110511,647,449,721,707,619,537,434,499
CDS109522,11141,9767,10613,10491,10676,8990,8823,9491
CDS111131,359,263,418,470,458,405,212,300
CDS110118,16618,16227,13645,13648,13752,12646,14984,15872
CDS108401,1716,1550,927,837,789,723,1460,1478
CDS110006,140,99,492,440,483,428,119,116
CDS113551,33407,30870,20627,19945,19412,18771,28432,29173
CDS105171,1349,1217,1141,1021,1244,1001,1131,1310
CDS112747,33022,31227,22027,20678,19663,19263,27664,28590
CDS109051,4377,4001,3682,3740,5232,3524,3733,4300
CDS106801,1191,993,1375,1326,1266,1175,877,1052
CDS111527,1387,787,5345,5182,7131,4407,788,830
CDS110663,8793,7561,9646,8871,9884,7759,6626,7728
CDS107899,4784,6315,10961,9266,8933,8685,5465,5094
CDS109053,1117,800,1005,1085,1219,996,817,911
CDS104791,10940,10446,12814,11979,12203,11597,9537,9963
CDS105025,435,321,463,490,576,451,295,357
CDS112611,4254,3766,4860,4480,4509,3999,3436,3897
CDS103910,1356,1739,3629,3171,2862,2483,1544,1374
CDS104273,7200,6559,5977,5739,6260,5381,5957,6393
CDS113075,331,409,1379,1155,1037,958,394,403
CDS105983,339,252,463,502,850,447,220,243
CDS104973,4183,3910,5339,5179,5284,4672,3585,3674
CDS102808,641,558,1011,911,808,772,513,537
CDS112007,1146,1094,1892,1666,1621,1604,977,961
CDS108137,118,96,275,228,351,235,79,99
CDS105061,114,66,182,156,166,139,67,80
CDS105391,296,228,836,789,753,728,215,262
CDS111637,1478,1299,1249,1062,1258,1016,1201,1293
CDS108243,3289,2760,3145,2983,3109,2559,2365,2845
CDS113833,4501,4001,5666,5316,6267,4647,3589,4024
ncRNA191116,763,782,1277,1080,1311,900,753,645
CDS103592,22871,18504,17763,18046,21910,16037,16742,19334
CDS108335,410,347,975,933,862,916,350,338
CDS104036,1204,1196,1027,1014,1263,923,1149,1213
CDS111417,821,721,750,666,767,622,643,712
CDS112423,2155,2573,5172,4200,3434,3679,2193,2091
CDS113587,1694,1164,2030,2148,2407,1774,950,1318
CDS103204,128,154,360,349,358,318,107,152
CDS106599,314,238,371,365,341,376,202,283
CDS21174461,1051,873,1346,1308,1478,1172,883,949
CDS110635,3959,4006,4522,4081,3358,3477,3434,3584
CDS102860,1159,1045,1618,1416,1219,1125,972,1034
CDS109168,1542,1331,1606,1532,1727,1301,1116,1315
CDS113393,2892,2688,3426,3134,3489,2805,2617,2693
CDS106969,94,103,1150,869,716,689,89,98
CDS109414,55,70,77,59,49,53,59,66
CDS112029,1140,1158,711,715,815,638,1053,1199
CDS104138,18,17,84,76,73,69,15,25
CDS105051,476,386,844,859,795,684,339,426
CDS111049,2996,2986,3198,3035,3334,2623,2838,3020
CDS107641,2192,2100,3224,2833,2797,2495,1949,1987
CDS105407,2569,2001,1223,1579,1032,1257,1669,2295
ncRNA191108,332,492,933,814,635,749,434,398
CDS112027,709,798,703,684,676,621,736,749
CDS107651,2535,2175,2437,2214,1920,2140,2304,2262
CDS113265,904,727,1174,1130,1171,860,661,730
