Name,B_1,B_2,B_3,P_1,P_2,P_3
5'UTR_00717,30,50,20,75,106,80
5'UTR_02049,26,27,25,17,21,24
5'UTR_02050,39,35,24,53,63,62
5'UTR_02051,58,62,29,6,16,17
3'UTR_00955,49,21,29,11,14,10
5'UTR_00716,164,119,62,68,35,48
3'UTR_00956,27,33,27,15,17,10
3'UTR_00957,32,22,23,34,34,23
3'UTR_00958,26,13,19,19,22,11
5'UTR_00718,142,116,111,275,297,263
3'UTR_00959,10,16,12,16,29,29
5'UTR_00719,5,1,0,3,6,4
3'UTR_01782,39,35,47,65,79,71
3'UTR_00960,49,22,12,2,4,5
3'UTR_00961,30,12,5,1,2,5
5'UTR_02052,51,60,36,38,55,50
5'UTR_02053,3,5,1,1,6,14
5'UTR_02054,37,25,20,36,75,66
5'UTR_00720,22,27,18,32,34,34
3'UTR_00962,38,37,37,26,45,46
5'UTR_02055,37,25,10,17,21,19
3'UTR_00963,15,12,10,7,20,16
5'UTR_02056,5,4,3,11,5,2
5'UTR_02057,33,46,30,74,80,65
5'UTR_02058,27,47,43,23,14,16
5'UTR_00721,44,28,20,63,60,43
5'UTR_00722,65,181,145,79,139,129
5'UTR_00723,70,87,65,39,38,38
3'UTR_00964,31,16,7,115,89,52
3'UTR_00965,4,16,6,5,15,2
3'UTR_00966,20,8,11,7,5,7
5'UTR_02059,88,71,60,59,60,61
5'UTR_02060,2,1,3,4,12,9
5'UTR_02061,9,12,15,15,21,20
3'UTR_00967,5,8,16,3,5,3
5'UTR_00724,145,127,102,93,99,79
5'UTR_00725,148,164,115,327,323,250
5'UTR_00726,62,55,36,49,38,39
5'UTR_00727,2554,2110,1298,1087,1062,1020
5'UTR_02062,65,64,56,63,70,60
5'UTR_02063,39,26,27,50,49,46
3'UTR_01784,32,21,26,26,33,34
3'UTR_00968,8,5,4,20,15,16
5'UTR_00728,1640,2094,1232,1070,1215,1071
5'UTR_00729,176,215,133,168,214,190
3'UTR_00969,22,3,2,1,2,2
3'UTR_01785,110,73,35,16,30,17
5'UTR_00733,263,170,69,95,114,93
5'UTR_00730,81,90,70,116,175.5,140
5'UTR_02064,9,20,15,19,27,19
5'UTR_02065,19,37,29,8,14,12
3'UTR_00970,33,53,40,44,45,45
5'UTR_02066,35,32,35,52,62,60
5'UTR_00731,126,138,97,96,137,104
3'UTR_00971,48,33,18,30,38,22
5'UTR_00732,87,120,74,12,21,14
3'UTR_00972,4,7,6,13,11,8
5'UTR_00734,265,171,69,97,115,93
5'UTR_00735,79,139,67,61,69,67
3'UTR_00973,76,26,13,17,33,19
5'UTR_00737,1375,1766,1328,779,874,820
3'UTR_00974,81,32,19,18,23,16
5'UTR_00736,153,122,116,197,215,181
5'UTR_02067,26,23,4,13,19,21
3'UTR_00975,31,25,33,31,20,23
3'UTR_00976,19,13,16,21,13,19
5'UTR_02068,58,72,74,35,27,26
5'UTR_00738,8,9,6,7,8,9
3'UTR_00977,70,26,6,7,13,11
5'UTR_02069,12,11,9,16,10,14
5'UTR_02070,4,9,7,12,3,5
3'UTR_00978,14,18,7,6,8,14
3'UTR_00979,7,33,24,14,12,14
5'UTR_02071,65,87,71,108,126,126
5'UTR_00739,104,142,109,206,232,321
5'UTR_02072,19,25,14,20,22,25
3'UTR_00980,13,14,9,9,16,12
5'UTR_02073,17,13,6,8,10,6
3'UTR_00981,1,9,10,10,36,45
5'UTR_00741,13,16,7,13,16,20
5'UTR_00740,33,42,38,37,54,49
3'UTR_00982,12,19,12,15,26,15
5'UTR_00743,91,77,54,58,82,67
5'UTR_00742,31,30,22,36,31,27
3'UTR_00983,8,14,8,20,9,6
3'UTR_00984,46,51,28,31,22,30
5'UTR_00744,22,26,25,27,36,30
5'UTR_00745,53,23,11,16,33,12
5'UTR_00746,171,80,53,63,84,61
3'UTR_00985,24,31,10,20,15,14
5'UTR_00747,294,220,158,124,156,119
5'UTR_00748,210,132,68,41,73,65
5'UTR_00749,1100,1370,893,26,64,43
5'UTR_00750,1211,1484,978,74,111,98
5'UTR_00751,219,194,141,108,175,156
5'UTR_00753,263,169,96,68,54,33
3'UTR_00986,21,7,5,3,8,10
3'UTR_01788,153,44,25,52,86,67
3'UTR_01789,450,651,445,370,242,215
3'UTR_01790,366,586,384,313,186,167
5'UTR_00752,1194,1253,935,744,826,732
3'UTR_00987,113,73,56,24,22,32
5'UTR_00754,381,307,240,359,455,335
3'UTR_00988,169,113,66,45,39,39
5'UTR_00755,288,283,213,140,180,160
5'UTR_00762,6,14,17,21,16,17
3'UTR_00989,52,36,17,9,24,22
3'UTR_00990,32,45,44,46,82,67
5'UTR_02074,26,21,20,27,19,27
3'UTR_00991,2,4,3,6,14,13
5'UTR_02075,25,40,26,45,51,54
5'UTR_02076,303,337,220,207,229,219
3'UTR_00992,96,43,23,20,41,45
3'UTR_00993,21,29,18,16,27,16
5'UTR_02077,32,39,26,27,31,26
5'UTR_00756,56,57,28,56,74,50
5'UTR_00757,20,24,22,17,9,18
5'UTR_00758,155,161,101,130,168,138
3'UTR_00994,78,30,19,19,25,33
5'UTR_02078,53,36,28,21,41,30
5'UTR_00759,36,21,23,25,38,32
5'UTR_00760,16,5,12,9,8,14
3'UTR_00995,1,0,2,12,4,5
5'UTR_02079,4,6,2,27,46,31
5'UTR_00761,22,18,18,146,161,165
3'UTR_00996,17,41,23,170,229,186
3'UTR_00997,2,1,2,14,18,12
5'UTR_00764,9,10,7,3,6,5
5'UTR_02080,25,27,27,29,28,20
5'UTR_02081,17,39,33,11,22,20
5'UTR_02082,2,2,4,4,13,10
5'UTR_00763,44,30,35,38,41,27
3'UTR_00998,2,6,4,10,14,5
5'UTR_02083,35,36,22,33,32,24
5'UTR_00765,68,59,35,55,77,58
5'UTR_02084,15,10,13,18,19,20
5'UTR_00766,13,19,9,11,11,14
5'UTR_02085,11,9,9,11,20,18
3'UTR_00999,25,11,11,22,30,25
5'UTR_02086,11,22,4,20,39,27
3'UTR_01000,14,24,20,15,30,30
5'UTR_00767,30,35,24,46,64,71
5'UTR_02087,17,9,14,15,15,10
5'UTR_00768,11,15,6,21,27,23
5'UTR_02088,80,66,57,45,71,63
3'UTR_01001,42,23,14,5,9,6
5'UTR_02089,30,16,5,14,19,16
5'UTR_02090,67,72,66,127,103,118
3'UTR_01002,56,68,67,32,49,37
3'UTR_01003,12,12,14,13,23,10
5'UTR_00769,11,15,7,19,14,16
3'UTR_01004,52,49,32,43,75,60
5'UTR_02091,7,11,10,7,9,17
3'UTR_01005,21,23,18,27,16,16
5'UTR_02092,11,18,12,14,24,17
3'UTR_01006,5,11,2,16,14,12
5'UTR_02093,14,18,8,30,19,22
3'UTR_01007,11,22,10,19,25,15
3'UTR_01009,17,33,15,50,52,37
3'UTR_01008,11,16,22,10,15,11
5'UTR_02094,8,18,15.5,4,2,5
3'UTR_01010,3,20,20,21,15,2
5'UTR_00773,65,57,36,70,65,36
5'UTR_02095,16,19,13,10,16,21
5'UTR_00770,106,132,93,27,26,15
3'UTR_01011,2,11,6,12,8,10
5'UTR_00771,44,29,42,90,147,80
3'UTR_01012,10,7,5,40,61,21
5'UTR_00772,32,37,31,46,53,37
3'UTR_01013,29,35,21,13,9,17
5'UTR_00774,81,113,66,24,30,38
5'UTR_02096,71,61,43,42,25,35
5'UTR_00776,10,18,5,87,49,28
5'UTR_02097,47,41,26,19,27,33
3'UTR_01014,14,11,11,7,8,9
5'UTR_02098,9,16,6,9,8,8
5'UTR_00775,4,6,4,11,7,6
5'UTR_02099,59,131,91,18,28,14
3'UTR_01015,61,46,27,29,31,21
5'UTR_02100,28,13,7,17,9,7
3'UTR_01016,24,20,18,14,11,7
5'UTR_02101,145,167,121,125,157,124
3'UTR_01017,32,14,15,10,10,12.5
3'UTR_01018,66,35,25,14,15,15.5
5'UTR_02102,13,29,32,65,61,47
3'UTR_01019,8,3,3,15,31,27
3'UTR_01020,12,3,4,26,48,44
3'UTR_01021,18,21,9,26,47,37
3'UTR_01022,3,7,2,5,19,13
5'UTR_00777,2,12,7,95,16,21
5'UTR_00778,43,98,54,140,114,86
5'UTR_02103,36,35,25,62,24,24
5'UTR_00780,32,51,33,34,38,26
3'UTR_01023,3,9,5,25,30,16
5'UTR_00779,190,271,183,79,85,98
3'UTR_01024,16,22,20,2,6,6
5'UTR_00781,67,99,50,40,39,47
5'UTR_02104,11,24,20,73,121,97
3'UTR_01025,5,12,22,2,11,5
3'UTR_01026,34,35,29,10,15,17
5'UTR_00782,106,149,87,88,88,90
5'UTR_00784,14,15,17,19,12,19
5'UTR_00783,28,35,17,40,41,30.25
3'UTR_01027,15,13,12,99,20,29
5'UTR_02105,15,10,6,5,6,5
3'UTR_01028,36,13,12,5,11,12
5'UTR_02106,32,22,9,49,34,44
3'UTR_01029,62,46,42,75,73,99
3'UTR_01030,12,16,18,19,13,19
5'UTR_00785,320,327,160,317,312,263
3'UTR_01031,9,12,14,13,27,19
3'UTR_01033,40,37,22,48,46,41
3'UTR_01032,14,13,14,23,13,13
5'UTR_00786,30,27,34,14,18,14
5'UTR_00788,28,53,45,30,50,41
5'UTR_00789,39,29,17,17,25,21
5'UTR_00787,70,92,50,83,116,83
3'UTR_01034,14,16,14,23,21,17
3'UTR_01035,24,27,20,41,45,29
5'UTR_02107,28,26,11,23,41,42
5'UTR_02108,32,33,24,15,22,20
5'UTR_00791,1,4,2,5,8,2
5'UTR_02109,78,58,52,40,41,32
3'UTR_01036,15,10,2,3,6,10
5'UTR_02110,9,14,13,21,13,10
5'UTR_02111,5,8,7,11,11,9
5'UTR_02112,20,32,29,13,9,7
3'UTR_01037,7,14,11,13,20,13
5'UTR_00790,37,47,36,47,50,44
5'UTR_00792,61,45,30,37,43,39
3'UTR_01038,9,12,11,13,12,6
5'UTR_00793,475,461,307,274,368,360
5'UTR_02113,11,16,13,8,9,10
5'UTR_00797,34,26,29,31,37,21
5'UTR_02114,11,6,6,2,4,4
5'UTR_02115,62,63,46,55,56,65
3'UTR_01039,6,5,8,8,13,11
5'UTR_02116,13,20,9,12,10,7
5'UTR_00794,293,420,317,183,234,159
3'UTR_01040,24,32,13,22,29,31
5'UTR_02117,242,260,221,115,153,138
5'UTR_02118,253,281,202,189,221,214
5'UTR_00795,86,56,55,55,82,73
3'UTR_01041,18,19,12,14,14,15
5'UTR_00796,45,21,19,14,17,11
5'UTR_00798,109,88,90,89,90,103
5'UTR_00802,7,16,12,19,16,7
5'UTR_00799,169,126,106,173,257,169
5'UTR_02119,18,4,10,2,16,8
3'UTR_01797,12,3,7,2,10,8
5'UTR_02120,29,23,17,25,40,25
3'UTR_01042,61,51,34,44,57,47
3'UTR_01043,20,18,19,26,15,17
3'UTR_01044,12,11,3,16,12,12
5'UTR_00800,10,10,8,22,25,15
3'UTR_01045,9.833333333,14.33333333,5.833333333,16.5,17.5,17
5'UTR_02121,17,17,3,24,16,13
5'UTR_02122,14,17,13,8,13,5
3'UTR_01046,4,6,11,2,2,1
3'UTR_01047,11,14,4,6,8,6
3'UTR_01048,54,27,30,35,63,51
5'UTR_02123,37,37,42,10,20,26
5'UTR_02124,50,68,61,13,6,9
5'UTR_00801,114,180,86,48,109,91
3'UTR_01049,59,44,25,23,44,24
5'UTR_00804,15,14,8,17,17,15
5'UTR_02125,26,24,28,48,61,43
3'UTR_01050,11,14,7,24,37,33
5'UTR_00803,19,9,12,12,15,17
3'UTR_01051,27,22,27,25,32,19
5'UTR_02126,22,36,18,31,30,30
5'UTR_00805,8,25,15,50,48,38
3'UTR_01052,16,27,28,64,73,36
3'UTR_01053,11,8,0,8,12,10
5'UTR_00806,16,18,10,14,18,28
5'UTR_00807,35,64,51,50,50,40
5'UTR_00808,352,467,325,447,491,384
3'UTR_01054,14,10,3,5,12,8
5'UTR_02127,76,102,81,124,120,123
3'UTR_01055,14,18,16,23,23,26
5'UTR_00809,894,1017,662,388,500,536
3'UTR_01056,15,30,19,5,8,3
3'UTR_01057,39,30,22,66,45,58
3'UTR_01058,31,30,26,28,31,34
3'UTR_01060,46,41,36,52,57,47
5'UTR_02128,55,51,37,50,51,51
3'UTR_01059,28,25,15,54,36,47
5'UTR_02129,21,34,30,26,43,37
5'UTR_00810,57,81,90,39,45,45
3'UTR_01061,45,22.5,19,9.833333333,19.5,21.16666667
3'UTR_01062,67,33,24,11.33333333,29,26.33333333
5'UTR_00811,25,26,20,32,48,38
5'UTR_00812,190,159,128,155,171,148
5'UTR_00813,95,76,42,79,141,108
5'UTR_00816,172,214,113,224,315,241
5'UTR_02130,20,16,16,15,21,20
5'UTR_00814,47,39,14,9,14,11
3'UTR_01063,12,15,3,5,12,3
5'UTR_02131,9,13,16,88,75,57
3'UTR_01064,9,12,9,29,32,24
5'UTR_02132,6,6,3,7,8,11
5'UTR_00815,69,109,106,298,297,330
3'UTR_01065,28,74,89,151,202,256
5'UTR_00817,3,6,8,9,10,8
3'UTR_01066,11,6,10,14,17,22
5'UTR_02133,7,7,4,11,17,16
5'UTR_02134,29,19,14,21,21,15
3'UTR_01067,18,24,15,22,26,25
3'UTR_01068,10,11,10,18,26,19
5'UTR_02135,24,39,25,53,47,50
3'UTR_01069,7,18,12,17,21,17
3'UTR_01070,16,24,19,28,33,26
3'UTR_01071,34,35,25,48,43,33
5'UTR_02136,20,16,15,24,25,20
3'UTR_01072,16,11,6,18,21,26
5'UTR_00818,37,47,22,43,42,38
5'UTR_02137,28,28,18,13,13,6
5'UTR_00819,13,20,9,13,14,18
3'UTR_01073,28,29,29,42,31,38
3'UTR_01074,17,16,19.5,26,30,20
5'UTR_02138,4,18,4,22,21,17
5'UTR_02139,14,10,12,13,10,12
5'UTR_02140,143,158,138,154,185.3333333,154
5'UTR_00824,69,140,117,146,196,208
3'UTR_01075,277,195,172,106,149,116
5'UTR_00820,85,84,51,53,52,45
5'UTR_00821,86,71,64,66,102,99
5'UTR_00822,121,137,122,149,226,160
5'UTR_00823,23,31,22,27,37,28
3'UTR_01076,13,22,10,4,8,13
5'UTR_02141,10,12,10,8,19,7
5'UTR_02142,2,3,4,28,36,30
3'UTR_01077,2,2,0,11,7,3
3'UTR_01078,9,6.416666667,8.166666667,14,15,11.25
5'UTR_00827,18,15,15,14,23,7
3'UTR_01079,6,25,20,23,43,36
5'UTR_00825,5,12,20,25,42,86
3'UTR_01080,2,15,10,21,24,32
5'UTR_00826,34,63,65,129.5,166,167
3'UTR_01081,21,66,53,57,101,79
3'UTR_01082,21,69,55,60,109,89
5'UTR_02143,33,74,75,65,100,105
5'UTR_02144,11,5,5,6,7,6
5'UTR_02145,338,451,362,254,208,258
5'UTR_00828,15,11,14,8,20,14
3'UTR_01083,4,5,3,14,11,7
3'UTR_01084,69,49,24,10,19,9
3'UTR_01085,65,46,21,7,16,9
5'UTR_02146,171,89,32,22,10,12
3'UTR_01086,55,34,20,4,13,5
5'UTR_02147,35,82,78,9,4,6
5'UTR_02148,26,48,39,12,20,16
5'UTR_02149,27,56,76,3,5,2
5'UTR_02150,2,5,0,6,14,4
5'UTR_02151,26,32,30,3,5,1
3'UTR_01087,10,13,13,23,21,9
5'UTR_00829,131,107,96,95,121,120
3'UTR_01088,5,17,15,17,27,18
5'UTR_02152,1,3,3,24,27,24
3'UTR_01089,6,4,1,25,36,50.02631579
3'UTR_01091,9,4,1,27,40,52.02631579
3'UTR_01092,10,6,2,34,52,63.02631579
5'UTR_00831,27,48,34,27,16,26
3'UTR_01090,70,80,51,75,106,85
5'UTR_02153,3,7,2,7,11,8
5'UTR_02154,12,16,9,6,2,1
5'UTR_02155,10,5,3,30,25,32
5'UTR_02156,119,204,141,36,39,33
5'UTR_02157,13,12,15,4,5,1
3'UTR_01093,5,20,15,11,6,7
5'UTR_00830,9,6,9,13,30,20
5'UTR_02158,14,12,11,3,4,3
5'UTR_02159,14,9,3,2,4,2
5'UTR_02160,6,10,7,14,13,10
5'UTR_00832,204,149,130,115,139,116
5'UTR_02161,11,13,16,9,8,7
5'UTR_02162,25,31,13,12,2,0
5'UTR_02163,15,28,16,36,33,30
3'UTR_01094,5,27,31,45,35,39
3'UTR_01095,3,16,20,28,21,24
5'UTR_02164,145,317,320,447,533,534
3'UTR_01096,2,10,12,8,10,7
3'UTR_01097,4,13,21,13,11,8
3'UTR_01098,8,22,23,31,34,45
3'UTR_01099,23,60,50,1,0,1
3'UTR_01100,5,22,16,0,0,1
5'UTR_02165,14,27,25,12,10,10
5'UTR_02166,76,178,132,47,38.07142857,28
3'UTR_01101,10,38,33,2,7,6
5'UTR_02167,67,97,72,42,49,50
3'UTR_01102,11,43,67,2,4,6
5'UTR_02168,16,16,13,42,35,27
5'UTR_00833,67,158,147,335,492,300
3'UTR_01103,79,66,39,42,59,49
5'UTR_02169,112,135,127,117,151,113
3'UTR_01104,12,19,33,29,40,26
5'UTR_00834,652,1787,1177,1197,1318,1120
5'UTR_00835,606,234,108,151,194,180
5'UTR_00836,1498,916,698,1183,1275,1085
5'UTR_00837,1690,729,497,234,320,243
5'UTR_00838,13256,7435,5469,4212,4911,4366
5'UTR_00839,13263,7435,5469,4213,4911,4366
5'UTR_00840,1615,258,179,147,233,194
5'UTR_00841,1628,373,169,163,223,185
5'UTR_00842,1589,422,219,134,196,171
5'UTR_00843,869,321,160,73,86,83
5'UTR_00844,1354,517,321,140,199,147
5'UTR_00845,1537,824,445,187,239,188
5'UTR_00846,4854,3691,2354,2235,2510,2513
5'UTR_00847,4930,3716,2374,2252,2526,2544
5'UTR_00848,1326,391,245,207,340,274
5'UTR_00849,1754,503,308,246,401,331
5'UTR_00850,1919,1311,848,1212,1125,979
5'UTR_00851,484,234,146,42,76,53
5'UTR_00852,1118,508,323,101,195,124
5'UTR_00853,1470,804,570,192,327,222
5'UTR_00854,101,81,69,78,89,84
5'UTR_00856,11,10,6,7,11,5
3'UTR_01105,7,12,21,23,28,20
3'UTR_01804,60,215,173,83,133,144
3'UTR_01805,209,29,35,4,23,19
3'UTR_01806,12507,6496,4860,3701,4392,3910
3'UTR_01807,1420,200,168,109,188,154
3'UTR_01808,108,25,19,15,26,35
3'UTR_01809,341,43,39,18,39,27
3'UTR_01810,890,359,183,80,142,110
3'UTR_01811,1055,588,444,140,238,156
3'UTR_01812,4969,3362.333333,2940,1969.5,2595,2162.833333
3'UTR_01813,3458,2240,1965,1304,1707,1490
3'UTR_01106,10,18,10,23,13,18
5'UTR_00855,41,69,49,24,29,17
5'UTR_02170,7,8,10,8,12,7
5'UTR_02171,13,17,8,4,1,2
5'UTR_02172,21,41,29,11,17,18
5'UTR_02173,1,3,3,14,50,23
5'UTR_00857,18,26,16,10,7,8
3'UTR_01107,37,17,9,7,10,7
5'UTR_02174,8,6,8,11,8,11
5'UTR_02175,4,11,5,12,9,11
5'UTR_02176,14,18,14,21,29,20
5'UTR_00858,10,9,13,34,44,34
3'UTR_01108,6,11,9,9,11,14
3'UTR_01109,7,3,3,12,11,12
5'UTR_02177,47,53,48,103,112,124
5'UTR_00860,42,46,43,62,83,68
5'UTR_02178,18,20,14,59,91,162
5'UTR_00859,37,25,16,57,106,81
3'UTR_01815,12,21,17,29,71,91
3'UTR_01110,27,26,19,19,6,6
5'UTR_00861,40,70,40,27,22,21
3'UTR_01111,36,25,27,10,11,13
3'UTR_01112,90,70,57,19,17,19
5'UTR_00862,69,75,61,13,23,16
5'UTR_00863,121,121,86,191,192,187
3'UTR_01113,45,47,36,68,73,68
3'UTR_01114,19,29,25,13,22,14
5'UTR_00864,296,310,242,554,766,556
3'UTR_01115,20,40,37,73,117,86
5'UTR_02179,47,44,30,52,65,49
5'UTR_00867,29,27,28,27,46,34
3'UTR_01116,5,9,2,15,19,12
5'UTR_00865,12,13,10,14,28,17
3'UTR_01117,12,3,6,19,22,14
5'UTR_02180,175,112,58,42,32,19
3'UTR_01118,48,41,25,37,29,53
3'UTR_01119,8,8,4,13,25,21
5'UTR_00866,28,24,24,27,26,21
3'UTR_01120,12,12,12,14,21,19
5'UTR_02181,12,14,12,27,28,32
5'UTR_02182,9,12,11,13,30,22
3'UTR_01121,53,105,84,25,27,40
3'UTR_01122,3,11,12,6,5,7
5'UTR_02183,137,160,94,105,137,128
3'UTR_01123,5,16,2,2,9,2
5'UTR_02184,5,8,13,25,28,32
5'UTR_00868,37,37,21,38,39,20
5'UTR_02185,18,18,3,14,25,11
5'UTR_00869,40,40,22,42,41,21
5'UTR_00870,6,15,6,8,7,5
5'UTR_02186,16,13,9,3,3,5
3'UTR_01124,11,12,11,14,18,10
5'UTR_02187,9,19,8,25,32,42
5'UTR_00871,17,33,17,54,22,25
5'UTR_02188,86,147,120,65,50,48
5'UTR_00872,17,22,9,8,10,5
5'UTR_00873,29,73,65,30,69,36
5'UTR_02189,11,24,8,4,9,4
3'UTR_01125,21,32,28,12,13,9
3'UTR_01126,18,9,12,15,11,14
5'UTR_00874,190,273,319,463,633,423
5'UTR_00875,74,113,82,51.5,61,55
3'UTR_01823,48,56,40,42,100,81
3'UTR_01822,58,64,48,47,108,89
3'UTR_01127,22,15,7,15,22,25
5'UTR_02190,27,46,36,56,57,48
5'UTR_00876,19,11,26,16,23,23
3'UTR_01128,5,14,15,3,4,8
5'UTR_02191,29,48,41,70,69,48
5'UTR_02192,29,26,15,47,57,43
5'UTR_02193,12,12,5,12,15,14
3'UTR_01129,1,3,2,4,11,4
5'UTR_02194,15,22,8,5,15,23
5'UTR_00877,39,31,30,59,53,52
3'UTR_01130,38,23,34,14,20.07142857,29
5'UTR_00878,56,86,97,40,54,40
5'UTR_00879,348,227,82,70,107,46
3'UTR_01131,9,3,2,7,9,14
5'UTR_00880,524,306,111,92,167,74
5'UTR_00881,712,390,158,120,212,96
5'UTR_00882,886,466,201,137,247,113
5'UTR_00883,494,238,123,60,120,60
5'UTR_00884,646,332,181,82,176,93
5'UTR_00885,80,54,37,10,9,8
5'UTR_00887,329,340,243,271,272,241.25
3'UTR_01132,103,120,55,44,81,48
5'UTR_02195,46,56,22,54,69,60
5'UTR_00886,57,77,55,53,81,55
3'UTR_01133,14,15,11,7,6,7
5'UTR_02196,20,41,23,19,27,11
3'UTR_01134,18,30,25,23,19,22
5'UTR_02197,8,17,13,31,42,37
3'UTR_01135,0,7,3,5,6,11
5'UTR_02198,37,74,44,77,75,62
5'UTR_00888,47,34,40,84,81,82
3'UTR_01828,87,72,43,37,63,41
3'UTR_01136,18,19,6,14,19,22
5'UTR_02199,5,9,4,7,12,7
5'UTR_00889,644,524,450,550,688,572
5'UTR_00890,645,525,452,552,688,577
5'UTR_00892,322,210,180,217,313,268
3'UTR_01831,48,29,20,36,45,42
3'UTR_01137,12,7,7,6,8,9
5'UTR_00891,100,150,108,53,79.33333333,82
3'UTR_01832,164,129,79,63,65,72
3'UTR_01138,19,19,7,15,22,20
5'UTR_02200,42,42,38,63,64,50
5'UTR_00894,98,92,63,74,88,101
5'UTR_00893,134,118,94,83,115,92
3'UTR_01139,38,36,24,46,37,40
3'UTR_01140,33,20,20,28,26,32
3'UTR_01141,31,32,23,26,37,25
5'UTR_00895,258,209,191,171,249,381
5'UTR_00896,994,1410,1098,843,889,827
5'UTR_00897,2612,3700,2571,1962,2264,1966
5'UTR_00898,22,23,16,22,16,19
3'UTR_01142,194,165,168,142,202,310
3'UTR_01833,405,294,217,63,100,59
5'UTR_02201,31,21,18,30,29,18
3'UTR_01143,21,25,23,9,20,14
5'UTR_00900,63,52,26,61,71,55
5'UTR_02202,121,132,110,116,126,113
3'UTR_01836,94,119,98,85,116,97
5'UTR_02203,28,24,21,35,43,26
3'UTR_01144,4,4,3,7,13,11
5'UTR_00899,92,147,86,67,105,89
3'UTR_01145,10,25,26,12,29,17
5'UTR_00901,37,56,35,71,81,55
5'UTR_00902,68,76,56,105,120,81
5'UTR_02204,10,18,22,20,29,23
5'UTR_00904,60,60,33,44,60,30
3'UTR_01146,13,26,12,12,16,17
5'UTR_00903,35,58,32,44,38,47
5'UTR_00905,278,226,136,156,225,162
5'UTR_00906,104,120,87,48,98,101
5'UTR_00907,138,137,91,64,111,79
5'UTR_00908,349,541,365,132,257,183
5'UTR_00913,20,28,15,30,35,44
3'UTR_01840,75,68,31,25,35,38
5'UTR_00909,351,264,180,200,207,207
5'UTR_00910,95,85,55,72,112,85
5'UTR_00911,144,136,94,157,162,162
5'UTR_00912,333,503,371,945,951,817
3'UTR_01147,11,12,16,10,19,22
3'UTR_01148,20,66,73.25,27,24,16
5'UTR_02205,101,275,163,90,99,65
3'UTR_01149,13,50,59,6,6,4
5'UTR_02206,38,42,35,56,65,69
3'UTR_01150,13,15,18,12,12,14
5'UTR_02207,8,15,9,10,10,6
3'UTR_01151,17,29,30,25,25,19
3'UTR_01152,29,40,30,7,15,10.04166667
5'UTR_00914,445,478,368,386,342,341
5'UTR_00916,572,588,438,438,383,368
5'UTR_00917,419,553,455,317,371,342
3'UTR_01153,38,14,16,4,9,6
5'UTR_00915,296,336,217,229,333,320
3'UTR_01154,43,26,24,16,30,22
3'UTR_01155,11,4,2,1,7,6
3'UTR_01156,2,0,3,10,16,7
3'UTR_01157,9,12,8,19,18,17
3'UTR_01158,11,14,11,20,23,17
5'UTR_02208,5,1,1,6,15,5
5'UTR_00918,13,28,12,32,37,35
5'UTR_00919,47,72,65,57,94,72
5'UTR_00920,59,93,76,78,107,95
5'UTR_00922,38,57,55,44,58,44
3'UTR_01159,11,24,23,25,48,25
5'UTR_00921,193,112,65,42,52,47
3'UTR_01160,140,70,55,46,55,51
5'UTR_02209,9,12,8,8,12,4
5'UTR_00924,43,67,59,52,68,51
3'UTR_01161,7,21,13,14,16,20
5'UTR_00923,90,86,68,79,78,85
5'UTR_00925,49,64,51,45,67,75
3'UTR_01162,0,2,15,8,4,9
3'UTR_01163,1,12,29,17,23,14
5'UTR_02210,6,15,17,4,5,3
3'UTR_01164,4,4,5,4,11,12
3'UTR_01165,43,101,63,1,17,10
3'UTR_01166,24,72,35,1,7,7
5'UTR_02211,33,44,40,8,8,9
3'UTR_01167,21,61,30,1,6,6
5'UTR_02212,9,10,3,14,18,10
5'UTR_02213,39,39,30,24,32,42
5'UTR_02214,47,39,32,62,71,86
3'UTR_01168,18,23,12,29,32,33
3'UTR_01169,3,5,1,11,17,9
5'UTR_02215,19,11,12,22,31,23
5'UTR_02216,26,59,51,27,30,20
5'UTR_02217,208,206,151,177,178,145
5'UTR_02218,15,15,16,12,17,11
5'UTR_00926,157,166,88,155,154,122
5'UTR_00927,167,129,85,67,123,79
5'UTR_00928,167,129,85,68,124,79
5'UTR_00929,17,19,15,16,30,17
5'UTR_00930,34,38,39,29,55,52
5'UTR_00931,69,68,48,273,332,188
3'UTR_01170,5,8,5,7,17,10
3'UTR_01171,47,77,63.33333333,28,35,28
5'UTR_02219,642,920,658,478,597,571
3'UTR_01172,32,50,33,16,15,15
5'UTR_02220,14,17,19,7,12,12
5'UTR_00933,90,99,75,311,368,228
3'UTR_01173,177,282,318,379.2,522,455
3'UTR_01174,7,5,8,4,13,7
5'UTR_00932,19,40,44,63,53,43
5'UTR_00934,26,53,33,69,81,74
3'UTR_01175,6,9,4,7,12,8
3'UTR_01176,30,26,28,64,51,50
5'UTR_02221,12,9,10,61,54,49
5'UTR_00935,12,10,10,5,18,14
3'UTR_01177,23,21,20,51,44,41
5'UTR_00938,92,99,74,76,96,87
3'UTR_01178,12,8,4,7,10,8
5'UTR_00936,16,25,16,7,19,18
5'UTR_00937,25,29,11,29,34,24
3'UTR_01179,10,6,9,10,12,12
5'UTR_02222,20,21,15,36,36,19
3'UTR_01180,5,7,5,10,18,14
3'UTR_01181,9,11,9,14,31,18
3'UTR_01182,12,15,11,21,36,23
5'UTR_00939,176,70,48,11,16,14
3'UTR_01183,10,12,9,12,20,15
5'UTR_00940,178,72,49,11,17,14
5'UTR_02223,49,42,53,39,53,43
