Name,B_1,B_2,B_3,P_1,P_2,P_3
PA3219,5,15,1,16,11,17
PA3220,33,30,16,35,49,32
csaA,33,38,22,146,265,179
PA3222,55,38,15,93,270,133
azoR3,547,392,189,658,548.5,406
PA3224,49,32,18,42,55,47
PA3225,64,86,60,86,91,77
PA3226,56,66,61,71,80,88
ppiA,51,68,57,81.5,133,145
PA3228,99,99,94,110,174,160
PA3229,26,24,15,33,32,34
PA3230,63,67,53,69,85,82
PA3231,41,60,45,42,64,36
PA3232,29,45,46,54,57,55
PA3233,29,43,33,71.5,120,62
PA3234,45,79,69,142,287.5,175
PA3235,36,44,38,59,141,93
betX,131,157,138,106,114,91
PA3237,51,167,101,176,158,86
PA3238,374,300,225,266,266,230
PA3239,170,219,116,111,132,132.1428571
PA3240,311,189,95.33333333,538,482,278
PA3241,40,43,39,44,55,55
htrB2,302,294,187,179,220,184
minC,106,98,49,91,88,75
minD,429,434,282,387,342,311
minE,100,110,79,81,94,82
rluA,21,39,16,18,27,17
PA3247,121,134,117,116,123,114
PA3248,30,38,26,46,49,39
PA3249,17,12,14,31,35,31
PA3250,47,31.16666667,23,48,76,82
PA3251,10,18,23,10,19,18
PA3252,26,22,22,23,35,27
PA3253,27,36,24,24,39,42
PA3254,29,34,20,40,38,33
PA3255,29,39,22,48,73,48
PA3256,46,60,39,64,84,76
algO,510,438,282,418,606,492
PA3258,96,54,38,63,60,59
PA3259,28,49,36,42,32,31
PA3259.1,58,87,54,49,38,43
PA3260,100,102,75,91,108,93
PA3261,238,213,181,193,268,229
PA3262,559,396,251,555,578,516
PA3262.1,465.6166667,498.75,452.7833333,571.1666667,731.4,572.5
PA3262.2,436.3333333,508,426.3333333,702.0909091,775.8333333,595.8333333
PA3263,182,166,110,225,252,210
PA3264,55,55.5,34,54,62.08333333,43
PA3265,36,66,40,50,59,43
capB,2410,970,820.3333333,542,792.5,540
PA3267,139,143,89,124,138,138
PA3268,60,68,39,131,120,91
PA3269,56,50,43,38,45,40
PA3270,140,165,92,79,82,62
PA3271,81,112,87,150,268,149
PA3272,71,105,89,54,97,58.14285714
PA3273,31,40,31,29,38,35
PA3274,10,10,6,7,2,6
PA3275,44,58,42,51,66,56
PA3276,45,36,24,49,58,46
PA3277,84,42,26,66,86,71
PA3278,41,96,105,206,256,282
oprP,22,23,12,34,23,33
oprO,83,83,50,76,74,58
PA3281,84.18181818,104,100.4659091,56,59.33333333,68
PA3282,39,43,45,23,22,29
PA3283,86,59,32,22,27,30
PA3284,56,92,53,43,50,39
PA3285,143,142,123,95,137,105
PA3286,230,246,191,112,142,128
PA3287,226,778,727,485,522,363
PA3288,58,61,49,45,61,71
PA3289,38,158,102,69,82,67
tle1,310,410,307,210.3333333,289,297
tli1,36,30,32,33,52,46
PA3292,65,40,24,71,73,71
PA3293,5,4,6,16,12,4
vgrG4a,22.33333333,24.14285714,16.5,78.5,87,68
PA3295,56,61,34,86,110,87
phoA,10,24,16,26,34,12
PA3297,163.2,125,102,116,151,121
PA3298,3,3,3,3,3,4
fadD1,305,261,188,217,279,257
fadD2,137,126,102,192,252,193
PA3301,42,55,43,38,45,47
PA3302,36,39,24,41,53,64
PA3303,43,70,37,51,60,46
PA3304,24,35,38,47,53,46
P30,59,102,44,44,42,43
PA3305,164,196,187,126,167,130
P18,7,13,12,4,7,9
PA3306,134,196,124,112,131,95
PA3307,61,85,41,24,20,17
hepA,778,629,428,444,463,388
PA3309,130,301,271,962,669,645
PA3310,108,137,86,110,122,87.2
nbdA,73,83,71,131,149.2,152.2
PA3312,45,30,23,35,32,33
PA3313,73,102,84,116,120,127
PA3314,9,17,8,7,9,11
PA3315,28,45,46,39,40,32
PA3316,33,50,41,45,48,47
PA3317,50,33,26,31,38,40
PA3318,11,12,7,18,16,15
plcN,35,38,26,38,37,30
PA3320,24,50,26,20,34.14285714,24
PA3321,27,34,17,33,33.14285714,13
PA3322,23,24,22,29,31,20
PA3323,11,15,11,11,9,12
PA3324,22,19,21,11,17,12
PA3325,29,41,21,31,35,28
clpP2,160,367,339,585,912,914
PA3327,72,259,224,496,804,675
PA3328,9,36,20,81,117,100.5
PA3329,16,45,39,122,166,130
PA3330,7,34,28,94,125,101
PA3331,39.5,79,70,181,198,170
PA3332,18,39,17,119,114,90
fabH2,21,59,49,169,236,121
PA3334,19,42,35,95,144,87
PA3335,35,58,48,111,173,112
PA3336,17,42,33,103,141,93
rfaD,18,32,17,196,117,121
PA3338,25,32,23,35,30,28
plpD,60,61.5,51,55,76,58
PA3340,180,156,124,188,220,199
PA3341,244,301,235,157,199,216
PA3342,25,38,27,78,85,84
hsbD,232,157,112.5,215,296,246
recQ,455,536,371,286,334,304
hptB,146,164,117,178,200,180
hsbR,157,215,181,261,280,323
hsbA,142,209,184,247,302,324
PA3348,555,531.5,387,321,404.0769231,349
PA3349,2222,1550,1010,1099,1301,1087
PA3350,239,280,198,178,215,220
flgM,1264,1374,805,538,608,495
PA3352,624,634,437,199,269,232
PA3353,533,333,240,325,355,316
PA3354,30,53,32,34,39,39
PA3355,74,103,63,87,97.5,102
pauA5,152,212,147,133,173,169
dsdA,29,29,21,26,23,30
PA3358,13,8,8,2,8,5
PA3359,22,21,20,29,19,19
PA3360,23,36,20,18.5,8,15
lecB,41,81,97,369,380,499
PA3362,76,126,69,113,133,138
amiR,34,44,41,81,126,105
amiC,61,103,69,117,163,147
PA3365,69,110,93,111,195,132
amiE,283,430,295,430.3333333,576,497
P13,271,249,249,188,215,155
PA3367,19,16,7,24,19,26
PA3368.1,55,51,67,46,43,44
PA3368,22,19,19,27,28,34
PA3369,68,78,64,124,131,100
PA3370,11,31,10,21,25,27
PA3371,21,23,21,28,23,19
PA3372,13,17,11,24,27,15
PA3373,26,26,26,26,23,33
PA3374,8.142857143,14,17,17,21,25
PA3375,1,1,2,3,9,4
PA3376,1,1,1,4,4,1
PA3377,4,15,0,7,16,15
PA3378,5,6,8,20,14,12
PA3379,6,4,4,3,1,5
PA3380,2,0,1,1,2,2
PA3381,4,4,3,6,5,12
phnE,8,6,5,12,17,10
PA3383,16,18,14,17,17,11
phnC,15,15,17,17,17,28
amrZ,2003,1103,620,1022,1248,1247
PA3386,104,53,37,71,79,84
rhlG,27,13,22,25,23,22
PA3388,19,19.2,22,19,20,20
PA3390,16,25,10,13,9,9
PA3389,36,39,19,37,26,24
nosR,439,686,547,629,1087,556
nosZ,65,135,104,443,701,432
nosD,43,71,41,136,224,132
nosF,6,14.16666667,12,27,37,27
nosY,7,14,13,57,63,38
nosL,2,11,6,13,25,24
fprA,332,341,216,336,560,340
PA3398,60,77,48,54,53,46
PA3399,33,42,37,34,40,51
PA3400,26,25,22,24,50,45
PA3401,27,14,19,30,21,22
PA3402,38,45,44,57,43,50
PA3403,21,35,20,26,33,28
PA3404,8,9,6,13,10,4
hasE,8,8,6,11,15,7
hasD,4,13,7.333333333,6,9,6
hasAp,30,80,62,38,29,18
hasR,29,31,22,49,37,42.5
hasS,21,15,15,15,6,10
hasI,98,199,109,50,48,32
PA3411,15,16,9,7,13,16
PA3412,11,12,8,24,18,14
PA3413,449,430,311,111,111,75
PA3414,66,40.33333333,30,12,21,8
PA3415,61,178,177,32,23,19
PA3416,92,230,204,36,21,24
PA3417,160,394,338,62,33,47
ldh,245,442,344,98,106,100
PA3419,5,18,8,18,13,9
PA3420,15,25,13,28,19,14
PA3421,31,18.5,22,20,27,15
PA3422,28,43,32,35,61,45
PA3423,32,32,27,42,48,45
PA3424,14,19,21,23,20,15
PA3425,5,8,2,2,2,4
PA3426,43,60.16666667,34,61,65,74
PA3427,87,30,23,56,68,54
PA3428,8,6,10,20,14,14
PA3429,20,35,20,29,25,27
PA3430,41,33,18,36,36,31
PA3431,27,32,24,36,29,23
PA3432,39,42,24,41,45,26
PA3433,12,17,14,20,22,18
PA3434,89.33333333,64.66666667,47.16666667,68.33333333,76.83333333,64.83333333
PA3435,65,68,51,71,96,84
PA3436,4,4,4,9,2,3
folM,37,39,36,44,78,62
folE1,129,142,94,145,158,118.3333333
folX,44,47,26,61,52,59
PA3440,71,68,47,58,77,72
PA3440.1,36,47,36,34,52,48
PA3441,4,4,1,31,3,5
PA3442,12,7,14,93,6,10
PA3443,15,14,7,33,12,9
PA3444,13,9.2,8,32,11,13
PA3445,11,7,5,37,12,11
PA3446,24,30,23,53,45,35
PA3447,5,5,2,4,3,5
PA3448,11.2,14,10,2,7,8
PA3449,6,4,6,13,9,7
lsfA,95,108,66,197,159,136.5
PA3451,159,156,148,146,173,207
mqoA,492,370,265,206,228,207
PA3453,50,35,37,60,67,61
PA3454,37,43,36,28,39,33
PA3455,110,139,142,269,255,273
PA3456,81,87,68,61,103,118
PA3457,19,17,11,16,15,20
PA3458,84,170,135,73,48,55
PA3459,361,351,213,113.0909091,96,84
PA3460,51,62,57,43.33333333,34,29
PA3461,40,62,43,42,37,24
PA3462,42,70,44,72,83,65
PA3463,13,16,15,9,11,18
PA3464,25,21,28,45,36,25
PA3465,70,101,76,149,156,142
PA3466,156,80,82,100,93,82
PA3467,22,37,21,31,27,28
PA3468,66,60,57,89,87,69
PA3469,50,42,28,13,25,22
PA3470,10,14,6,10,8,4
PA3471,67,80,73,122,127,122
PA3472,461,261,136,100,75,85
PA3473,23.975,34.75,20,33,34,28.625
PA3474,40,49,26,47,38,31
pheC,40,70,53,91,112,82
rhlI,299,525,428,907,1062,973
rhlR,340,527,580,1356,1713,1663
rhlB,86,296,275,212,237,278
rhlA,325,679,580,798,740,893
PA3480,287,322.0454545,278,373,453,388
PA3481,93,110,91,122,140,114
metG,428,397,309,364,473,418
PA3483,54,43,40,30,48,34
tse3,27,20,21,39,45.33333333,30
tsi3,10,15,10,11,22,14
vgrG4b,34.33333333,47.14285714,41.5,132.5,140,106.5
tle5,100.5,119,74,162,224,231.5
tli5,47,27,27,71,80,82
PA3489,180,259,180,164,155,153
PA3490,15,17,17,14,12,17
PA3491,44.25,36,33,25,32,38
PA3492,32,10,7,12,15,20.25
PA3493,5,1,3,2,5,5
PA3494,23,21,17,19,25,20
nth,55,35,29,30.2,34,36
PA3496,72,185,105,128,101,80
PA3497,29,41,26,50,40,42
PA3498,46,48,41,47,46,41
PA3499,15,16,7,11,11,8
PA3500,6,12,7,12,15,13
PA3501,0,0,1,0,4,3
PA3502,5,3,4,11,9,6
PA3503,6,6,5,10,12,11
PA3504,13,26,8,15,25,18
PA3505,4,10,8,13,8,9
PA3506,3,15,4,10,13,11
PA3507,2,4,4,4,8,4
PA3508,3,5,3,7,4,6
PA3509,1,4,1,3,4,7
PA3510,7,11,9,8,19,10
PA3511,2,12,5,5,7,4
PA3512,14,20,11,27,26,21
PA3513,7,4,9,16,11,7
PA3514,25,22,19,35,31,17
PA3515,27,41,27,44,53.07692308,36
PA3516,25,25,32,59,51,35
PA3517,26,33,19,40,30,46
PA3518,30,26,15,38,29,17
PA3519,94,194,107,73,33,37
PA3520,36,82,50,88,50,47
opmE,4,11,3,5,14,9
mexQ,72.25,91,65,111,99,89
mexP,17,55,25.5,19,11.2,9
gloA1,564,495,356,543,522,493
argG,825,731,565,562,557,480
motY,1402,1322,861,497,418,294
pyrC,141,134,91,101,97,90
rnt,137,87,66,67,68,77
PA3529,333,465,326,373,381,355
bfd,951,678,420,290,317,215
bfrB,2634,2376,1419,1154,1631,1442
PA3532,82,67,55,30,39,36
grxD,1895,1197,851,446,711,573
PA3534,31,26,16,38,34,25
PA3535,22,44,30,90,162,114
PA3536,54,69,38,39,35,36
argF,139,173,129,126,115,93
PA3538,76,71,63,77,94,61
PA3539,211,568,388,357,374,253
algD,62,44,16,32,24,26
alg8,32,37,19,46,27.33333333,25
alg44,16,14,4,10,16,12
algK,2,4,4,0,3.25,5
algE,6,16,4,10,6,6
algG,15,12,7,20,13,15
algX,16,18,9,16,16,10
algL,10,14,11,8,11,8
algI,50,44,28,51,79,51
algJ,7,8,5,7,4,5
algF,3,2,3,3,9,4
algA,35,21,15,39,42,30
arnB,460,514,284,75,238,161
arnC,228,186,93,36,118,76
arnA,419.0769231,169,57,100,213,163
arnD,72,12,5,14,33,23.04166667
arnT,184,11,7,52,119,64
arnE,38,0,2,16,29,24
arnF,75,8,3,30,58,36
PA3559,253,17,6,115,144,149
fruA,56,13,10,52,78,45
fruK,29,15,10,28,31,31
fruI,64,45,29,55,98,52
fruR,101,94,97,73,83,60
PA3564,14,11.04545455,11,9.2,12,7
PA3565,26,40,35.33333333,75,36,42
PA3566,76,67,41,39,35,40
PA3567,69,38,23,30,42,28
PA3568,44,113,133,109,172,135
mmsB,13,24,30,43,63,57
mmsA,59,83,80,147.25,189,189
mmsR,34,42,29,52,79,67
PA3572,212,294,216,210,196,238
PA3573,92,76,59,47,52,44
nalD,86,106,74,94,112,101
PA3574.1,555,904,426,171,104,86
PA3575,98,81,46,84,76,75
PA3576,36,27,20,48,35,41
PA3577,25,43,31,8,10,7
PA3578,156,114,91,97,102,88.16666667
PA3579,157,102,61,76,60.5,34
PA3580,118,140,66,96,72,55
glpF,440,538,425,322.1666667,289,276
glpK,230,312,244,213,151.5,141
glpR,91,110,79,99,115,72
glpD,2612,2492,1884,281,152,142
glpM,56,67,49,31,30,27
PA3586,68,68,54,56,59,51
metR,124,95,73,67,102,90
PA3588,26,39,25,37,38,37
PA3589,3,4,3,3,3,2
PA3590,32,43,30,33,39,24.1
PA3591,2,3,1,11,7,7
PA3592,15,12,12,26.33333333,22,17
PA3593,30,29,19.5,42,37,32
PA3594,65,55,46,61,64,65
PA3595,36,83,58,69.2,80,61
PA3596,21,30,23,41,33,38
PA3597,29,35,20,25.5,37,25
PA3598,36,44,22,26,21,17
PA3599,38,59,45,69,75,61
PA3600,20,39,28,9,8,13
PA3601,53,83,53,44,54,29
PA3602,119,138,89,134,157,160
dgkA,31,61,47,64,68,61
erdR,88,106.5,85,137,135,130
PA3605,22,36,28,53,45,35
PA3606,67,57,44,46,45,42
potA,18,30,13,26,28,23
potB,22,18,20,27.25,27,25
potC,28,27,18,30,31,28
potD,25,26,17,33,26,28
PA3611,238,148,83,159,172,137
PA3612,78,56,27,42,41,27
PA3613,116,302,259,242.3333333,252,251
PA3614,81,153,117,215,260,214
PA3615,77,151,97,162,195,184
PA3616,294,105,72,80,86,54
recA,3056,1183,697,1109,1087,812.5
PA3618,145,176,124,229,234,248
PA3619,36,27,32,24,29,27
mutS,394,263,234,263,313,259
fdxA,202,191,110,152,166,126
ersA,1934,1195,1005,893,1167,891.5
rpoS,591,859,791.5,665,1160,1017
PA3623,777,891,674,1043,1650,1430
pcm,260,342,186,125,168,153
surE,149,198.5,152,190,256,242
PA3626,236,244,171,224,276,250
ygbB,126,137,98,122,116,93
PA3628,122,99,87,73,114,77
adhC,414,379,282,442,482,472
gfnR,40,40,23,39,28,41
PA3631,91,124,68,146,177,176
PA3632,46,23,18,21,43,31
ygbP,120,83,48,35,39,33
PA3634,349,337,226,96,136,103
eno,1212,563,322,162,278,286
kdsA,841,481,326,141,191,210
pyrG,2555,2005,1315,922,984,887
PA3638,49,46,59,30,34,25
accA,595,594,514,292,448,385
dnaE,1331,1042,915,667,906,814
PA3641,268,248,138,274,236,200
rnhB,147,98,66,66,89,73
lpxB,224,177,140,97,158,129
lpxA,655,577,454,312,492,401
fabZ,450,470,372,290,438.3333333,375
lpxD,366,316,265,217,309,279
PA3647,197,187,119,156.0909091,198.5,198
opr86,817,678,559,544,678,619
mucP,1042,934,688,939,1045,990
dxr,259,131,94,95,116,80
cdsA,173,70,58,41,58,42
uppS,356,199,103,112,163,151
frr,509,313,219,198,268,240
pyrH,494,321,206,181,221,217
tsf,1625,786,411,232,297,229
rpsB,2865,1745,923,799,950,703
map,682,519,456,514,619,532
glnD,254,187.1666667,122,121,158,114
PA3659,55,35.33333333,34,26,44,35
PA3660,100,124,105,171,222,200
PA3661,11,12,10,13,21,15
PA3662,65,104,73,160,164,119
PA3663,41,43,25,55,65,33
PA3664,58,47,41,80,89,75
PA3665,35,41,37,34,41,31
dapD,97,69,65,61,96,81
PA3667,47,46,45,47,52,60
PA3668,23,18,15,12,12,16
PA3669,15,31,25,33,34,19
PA3670,13,38,12,26,37,32
PA3671,14,24,16,20,18,15
PA3672,35,38,32,55,39,33
plsB,138,108,87,87,113,90
PA3674,64,52,46,80,95,69
PA3675,51,42,41,32,62,35
mexK,239,331,161,430,625,421
mexJ,158,233,141,74,153.3333333,95
mexL,205,366,275,140,173,143
PA3679,28,23,15,22,29,23
PA3680,41,67,35,51,50,45
PA3681,28,31,29,33,36,28
PA3682,38,26,30,40,44,38
PA3683,132,112,83,135,177,146
PA3684,121,162,136,110,113,123
yeaZ,187,195,146,110,157,148
adk,155,275,166,393,536,435
ppc,71,109,88,111,146,113
PA3688,59.4,79,78.2,75,71,99
PA3689,34,42,20,48,59,60
PA3690,1017,620.1428571,307.125,88,127,122
PA3691,193,189,124,108,80,79
lptF,226,267,204,139,111,116
PA3693,33,33,35,32,42,42
PA3694,33,38,28,58,67,71
PA3695,48.25,63,41,95,147,123
PA3696,26,36,26,35,74,57
PA3697,54,72,65,91.09090909,169,136
PA3698,117,100,87,182,213,191
PA3699,148,118,102,259,290,235
lysS,623,283,158,121,182,156.5
wspR,80,91,71,139,159,201
wspF,210,186,137,160,201,197
wspE,113.2,116,120,103,192,165
wspD,19,33,33,26,38,47
wspC,48,73,64,60,96,84
wspB,39,56,43,44,65,61
wspA,209,235,159,203,237,221
PA3709,41,65,50,63,94,85
PA3710,51,59,45,107,195,167
PA3711,48,43,29,68,70.5,58
PA3712,104,92,67,106,101,97
spdH,42,40,24,47,42,45
PA3714,20,25,16,24,24,24
PA3715,32,35,16,56,46,36
PA3716,119,127,91,134,139,112
PA3717,53,75,40,112,122,100
PA3718,32,52,33,39,24.5,29
armR,11,5,2,8,3,4
PA3720,39,36,14,31,27,20
nalC,61,84,70,67,48,50.33333333
PA3722,101,48,31,220,240,160
PA3723,110,201,168,187,198,212
lasB,686,3352,2943,796,1311,1445
recJ,149,89,61,54,68,38
PA3726,171,128,121,112.25,125,117
PA3727,14,18,10,23.5,46,30.83333333
PA3728,90,142,102,163,213,152
PA3729,80,109,69,131,176,159
PA3730,57,103,65,58,64,53
PA3731,26,44,41,12,29,23
PA3732,175,226,151,117,147,120
PA3733,98,96,72,86,113,65
PA3734,44.1,73,75,59.5,64,63
thrC,101,87,50,83,119,85
hom,157,151,110,184,206,163
dsbC,424,360,236,277,326,262
xerD,113,86,83,99,128,106
PA3739,61,65,31,107,97,83
PA3740,80,56,42,130,140,121
PA3741,90,31,20,15,17,9
rplS,1168,831,438,183,255,230
trmD,4369,3280,1776,663,946,679
rimM,3358,2854,1794,867,1016,859
rpsP,3479,3578,2170,1770,1907,1729
ffh,556,507,340,377,459,377
PA3747,181,214,158,305,405,321
PA3748,72.2,95,75,92,120,120
PA3749,27,29,14,18,41,31
PA3750,7,12,12,10,15,17
purT,32,60,38,82,102,77
PA3752,33,55,40,44,46,45
PA3753,99,231,187,156,212,156
PA3754,131,253,173,120,196,159
PA3755,143,160,137,189,217,185
PA3756,288,272,195,214,291,262
nagR,183.5,239,155,30,53.5,28.83333333
PA3758,34,64,39,19,14,13
PA3759,13,21,14,5,16,15
PA3760,28,43,28,31,46,30
nagE,48.25874126,45,33.46590909,51.25,71.33333333,40
PA3762,483,271,117,200,227,184
purL,880,691,424,357,400,361
PA3764,96,83,76,135,178,151.25
PA3765,34,33,9,17,26,29
PA3766,73,74,29,73,75,58
PA3767,59,73,54,44,64,52
PA3768,237,254,195.5,180,202,150
guaA,688,382,213,110,147,166
guaB,2561,2821.333333,1955.333333,1169,1278,1140
PA3771,58,80,66,70,61,55
PA3772,21,18,18,33,11,19
PA3773,7,7,5,6,7,5
PA3774,7,5,3,4,6,7
PA3775,11,20,10,29,18,15
PA3776,8,11,6,11,6,6
xseA,81,76,53,70,70.07142857,71
PA3778,29,21,13,17,22,15
PA3779,24,26.14285714,22,18,15,23
PA3780,2,6,5,6,3,7
PA3781,25,36,27,21,27.14285714,31
PA3782,22,46,23,27,19,22
PA3783,5,3,8,11,11,11
PA3784,24,47,59,39,64,36
PA3785,23,52,39,65,65,49
PA3786,138,211,180,230,284.5,254
PA3787,72,89,66,97,113,84
PA3788,35,31,13,12,13,10.5
PA3789,20,33,30,28,33,75
oprC,57.2,96,107,84,177,245
PA3791,75,118,90,110,161,190
leuA,163.2,166,122,216,293,265
PA3793,153,124,95,174,179,165
PA3794,47,40,27,56,84,57
PA3795,100,91,60,88,86,81
PA3796,144,146,77,84,89,85
PA3797,140,214,146,152,188,147
PA3798,148,108,83,117,152,99
PA3799,445,198.04,130,187,218,233
PA3800,691,189,131,208,344,320
PA3801,208,149,93,99,132,119
hisS,492,199,111,136,214.5,192
gcpE,420,213,144,143,203,185
PA3804,239.1,113,92,66,92,67
pilF,498,291,178,108,154,166
PA3806,1433,908.5,571,428,569,442
ndk,942,634,392,438,486,481
PA3808,320,192,102,61,85,71
fdx2,308,204,101,51,82,67
hscA,970,745,396,100,145,107
hscB,600,538,322,63,96,100
iscA,756,566,350,84,125,99
iscU,671,458,296,64,91,56
iscS,3278,2974.5,1830,277,372,281
iscR,2848,2897,1866,131,213,154
cysE,250,202,129,115,161,137
PA3817,424,411,275,240,344,257
PA3818,1870,1824,1318,950,1074,936.5
PA3819,1431,814,486,312,276,197
secF,660,393,239,194,253,243
secD,666,420,222,224,358,238
PA3822,457,333,193,421,514,377
tgt,709,466,328,285,406,285
queA,618,560,410,321,374,316
PA3824.1,215,217,155,150,162,145
PA3825,143,127,93,141,179,162
PA3826,99,131,68,124,141,131
lptG,390.0714286,241,160,156,213,217
lptF,501,359,243,262,364.3333333,292
PA3829,16.16666667,24,15,34,34,30.04166667
PA3830,67,71,48,66,76,52
pepA,125,92,94,117,145,128
holC,37,40,38,52,48,53
PA3833,43,44,43,29,22,35
valS,686,547,379,399,561,430
PA3835,58,32,35,34,47,43
PA3836,88,95,93,125,193,131
PA3837,54,56,52,81,95,75
PA3838,19,23,21,26,48,38.07692308
PA3839,85,83,75,161,187,160.25
PA3840,35,39,28,63,52,44
exoS,85,117,81,742,842,851
spcS,70,88,64,496,610,579
PA3843,19,43,27,179,246,208
PA3844,29,49,51,90,67,61
PA3845,88,105,75,72,62,53
PA3846,51,105,62,61,65,51
PA3847,14,13,20,16,31,31
PA3848,26,41,31,44,66,70
PA3849,125,108,80,93,144,115
PA3850,53,61,53,55,83,48
PA3851,35,30,38,33,40,40
PA3852,126,93,89,121.25,144,128
PA3853,54,57,43,47,54,49
PA3854,50,55,42,39,63,49
PA3855,178,186,125,159,198,176
PA3856,30,27,27,25,38,46
pcs,192,148,95,161,202,202
PA3858,111,171,152,157,248,250
PA3859,63,78,46,117,116,134
PA3860,48,38,46,52,90,59.16666667
rhl,556,375,244,191,244.1428571,212
dauB,50,34,14,36,46,38.09090909
dauA,9.142857143,12,6,13,10,8
dauR,20,25,11,30,32,25
PA3865,81,83,57,113,137,108
PA3865.1,58,57,42,52,93,66
PA3866,193,220.3333333,169.5,267,305.5,257.5
PA3867,48,72,46,63,83,82
PA3868,54,51,46,59,79,75
PA3869,47,50,29,63,65,53
moaA1,19,60,51,10,10,11
PA3871,15,52,52,10,7,10
narI,30,99,82,21,13,18.07692308
narJ,10,53,49,3,8,9
narH,64,186,156,59,87,79
narG,117.25,316,273,116,106,83.04347826
narK2,49,139.1428571,155,153,102,55
narK1,38,120,100,203.5,134,109
narX,157,189,140,83,97,81
narL,147,203,153,107,72,59
PA3880,60,50,62,167,244,139
PA3881,52,61,38,109,127,100
PA3882,9,12,12,20,30,20
PA3883,15,19,10.16666667,19,14,12
PA3884,18,18,13,16,32,17
tpbA,9,9,5,13,12,14
PA3886,9,15,17,25,30,14
nhaP,116,134,58,96,106,88
opuCD,37,29,20,27,22,19
opuCC,21,16,17,18.16666667,14,14
opuCB,9,21,5,15,25.25,8
opuCA,28,18,9,28,36,21
PA3892,33,20,11,25,24,19
PA3893,39.07142857,33,20,27,20,18
PA3894,80,88,54,30,27,31
PA3895,144,140,101,105,125,95
PA3896,37,50,27,64,57,37
PA3897,20,19,20,30,34,23
PA3898,29,19,21,31,40,29
fecI,98,200,137,41,56,27
fecR,7,8,8,5,2,1
fecA,31,27,18,17,26,20.25
PA3902,139,75,67,62,51,41
prfC,518,457,315,297,399,352.5
PA3904,33,58,46,142,174,131
PA3905,14,18,12,117,118,103
PA3906,12,9,6,43,69,56
PA3907,17,14,17,56,99,69
PA3908,35,25,17,78,151,119
eddB,27,22,12,27,37,36
eddA,29,32,25,46,55,30
PA3911,3,6,7,15,42,17
PA3912,16,17,14,51,85,50
PA3913,20,45,27,156,158,95
moeA1,15,35,24,173,45,23
moaB1,8,32,23,202,46,38
moaE,29,37,33,49,38,18.04347826
moaD,32,38,37,70,37,17
moaC,44,68,39,145,59,47
PA3919,113,198,148,452,397,317
PA3920,329,630,326.1111111,130.0769231,90,84
PA3921,114,160,141,123,202,198
PA3922,43,166.5,202,114,148,137
PA3923,75,196,227,251,382,320
PA3924,37,62,58,117,145,130
PA3925,51,54,24,37,50,42.04347826
PA3926,21,23,20,38,30,31
PA3927,24,35,17,33,21,15
PA3928,53,69,39,17,26,23
cioB,251.6666667,322,211,142,159,194
cioA,372,407,282,224,248,294
PA3931,55,56,41,115,103,103
PA3932,9,29,18,41,23,19
betT3,444,256.5,181,148.5,199,180
PA3934,202,159,109,231,277.0769231,249
tauD,6,10,6,17,13,13
PA3936,3,6,4,6,6,6
PA3937,6,11,8,11,6,7
PA3938,40.33333333,42,43,73,65,62
PA3939,15,34,34,38,21,25
PA3940,413,442,213,418,436,331
PA3941,6,5,2,12,21,9
tesB,44,65,51,74,86,66
PA3943,42,68,43,67,80,72
PA3944,77,85.5,72,61,65,46
PA3945,491,484,408,184,189,185
rocS1,180,242,145,236,278,231.2
rocR,169,173,130,202,230,175
rocA1,75,85,78,135,160,110
PA3949,47,50,22,40,52,42
PA3950,106,118,69,83,122,88
PA3951,113,83,62,88,99,75
PA3952,65,50,27,19,28,28
PA3953,6.142857143,7,9,16,16,10
PA3954,15,21,23,43,44,44
PA3955,30.5,43,37,65,61,57.33333333
PA3956,23,29,31,43,50,36
PA3957,54,74,62,41,47,50
PA3958,65,119,69,101,121,124
PA3959,45,67,41,51,63,51
PA3960,4,10,3,9,10,7
PA3961,55,45,31,43,62,48
PA3962,179,161,102,115,107,117
PA3963,41,29,25,30,45,26
PA3964,2,4,4,7,2,6
PA3965,72,72,38,45,62,62
PA3966,338,279,208,189,216,236
PA3967,50,49,32,40,50,52
PA3968,19,14,11,16,11.14285714,15
PA3969,43,51.33333333,34,38,40,51
amn,76,79,76,80,109,86
PA3971,55,54,47,31,15,31
PA3972,124.25,134,109,98,81,69
PA3973,60,67,57,46,35,40
ladS,222,271,213,248,383.0714286,306
thiD,61,59,42,52,76,49
thiE,23,30,20,18,34.07692308,20
hemL,132,106.1666667,59,112,145,139
PA3978,491,628,476,323,407,323
PA3979,377,362,291,170,239,191
PA3980,595,558,352,321,377,365
PA3981,373.375,285.25,214,263,373,310.125
PA3982,171,92,79,83,139,108
PA3983,226,185,102,135,219,191
lnt,100,85,55,93,106,96
PA3985,97,93,93,110,104,88
PA3986,245,220,175,151,169,194
leuS,742,534,405,581,796,629.0909091
lptE,84,50,38,52,88,76
holA,75,50,43,31,79,57
PA3990,56,47,30,41,56,44
PA3991,22,24,15,33,35,18
sltB3,77,64,49,75,102,74
PA3993,89.33333333,64.16666667,47.16666667,67.33333333,77.33333333,64.83333333
