,FPKM of control,FPKM of Ag NP-1ppm,FPKM of Ag NP-20ppm,FPKM of Ag NP-25ppm-1,FPKM of Ag NP-25ppm-2,FPKM of Ag NR-1ppm,FPKM of Ag NR-30ppm,FPKM of Ag NR-300ppm
exoS,50.3305,48.54767966,61.32763575,57.2996,72.6707,52.54144116,51.79822286,44.04433927
PA3842,36.9575,38.77306431,52.44866256,52.0281,62.7403,43.6921464,36.05362407,29.40074221
PA3844,24.9718,38.56963296,28.65603826,25.9319,26.0182,27.7980983,20.30638162,23.5110919
PA3845,32.6734,28.00638596,25.55205305,39.1118,32.1365,28.53645118,30.45855248,35.26632506
PA3846,55.3,42.17187808,60.34699238,52.2451,50.2224,43.14230552,56.81753718,56.94273127
PA3847,37.6651,30.49497746,21.76691284,41.894,35.4841,42.88642253,31.47797377,33.73136305
PA3848,36.524,29.97548785,30.29503695,36.5903,38.9064,36.95794321,33.69209174,38.25996022
PA3849,53.782,78.36703975,155.0102383,61.3343,65.4156,56.47909007,52.10923937,58.14626105
PA0389,35.8556,51.56999031,32.60980891,50.3365,58.882,37.40538552,40.7550385,40.35386574
PA3850,43.3974,41.71256061,94.97065676,69.5221,58.8279,43.89348387,48.4620933,51.2342809
PA3851,53.0619,52.96487242,81.95692659,51.8089,55.4098,49.53875211,53.0953076,55.62109987
PA3852,35.2162,60.1775978,133.7846502,53.6586,54.1595,43.26087114,38.85618321,35.72723763
PA3853,34.0284,38.71966498,55.46057664,34.2851,35.8,37.43798121,34.18897748,36.84238193
PA3854,41.3829,36.30316674,40.63391136,49.3506,43.177,42.60375026,30.81879311,37.44255106
PA3855,31.377,42.79639929,39.23736254,30.5188,30.9171,34.80015602,28.10195502,32.94235594
PA3856,36.8173,54.90063283,59.7684179,41.5854,29.4478,42.47853493,45.43306045,49.88993831
pcs,77.5108,91.62247646,151.6080017,78.6343,83.6154,82.74811666,78.63535227,82.88345593
PA3858,43.444,43.89675576,31.07316534,34.1314,38.539,45.42772732,38.03920383,37.58941016
PA3859,40.2367,80.10189901,130.4256573,63.7965,55.7947,50.07093,43.70046531,52.17384645
metX,57.0383,90.09188127,100.9380925,91.3468,88.3846,64.92516606,53.25839808,61.770173
PA3860,26.4447,33.9589672,54.66062703,39.7857,42.4576,26.56630132,22.57154475,25.71181926
rhl,58.3514,95.6372764,130.6198129,62.9326,71.5565,73.06123998,65.99587084,75.84705232
dauB,37.9351,28.80660547,24.53474902,42.0602,34.8218,28.1404733,38.59160545,35.20067293
dauA,27.8842,21.8380189,14.9981672,41.2782,35.0042,25.1148542,30.04617247,31.69455969
dauR,25.0405,30.38764654,29.13081232,29.4319,26.8134,22.92799356,23.68438858,22.57410037
PA3865,40.0689,43.4372605,84.64334022,47.0483,53.893,41.39674305,35.90043822,38.58815515
PA3865a,156.309,567.4842033,2815.675508,318.586,277.817,347.3074318,155.9290212,321.648478
PA3866,90.7845,315.7260915,1159.007727,165.745,185.1,146.6260898,102.1498826,146.9098671
PA3867,40.3807,32.80143227,53.04850355,45.0503,53.6294,37.85767328,41.43010465,38.05031533
PA3868,35.7154,32.9241803,39.61847572,40.9527,47.8819,33.92396478,33.62704011,33.03481935
PA0391,40.245,41.54866078,20.6314894,59.1655,55.7194,39.01766574,33.25014946,40.08301866
PA3869,39.1658,36.07704919,67.08860264,43.5088,61.8302,36.871543,39.01321337,40.9069011
moaA1,71.7753,187.5060691,109.6115172,61.4135,58.2318,87.6080677,87.05013112,100.28984
PA3871,111.194,384.4535693,307.6292757,126.089,121.993,144.551595,143.7641079,165.0766434
narI,98.4549,440.7955205,514.9726719,193.341,189.195,161.9080883,136.652715,185.4691547
narJ,101.42,414.1130359,463.5689835,179.127,159.261,145.7305898,127.1906836,175.1960009
narH,124.678,513.1753172,855.245306,246.016,261.376,186.8687806,163.0719793,204.1373634
narG,103.904,428.0436281,708.977236,229.539,221.305,145.4028552,127.454984,165.3382954
narK2,99.83,278.1599248,278.5632657,98.2606,103.124,133.8237095,104.7807819,111.3220693
narK1,121.944,302.7198979,323.1694729,96.6535,91.6933,149.4863215,132.9421839,131.7082334
narX,45.3681,80.48711085,78.47326986,53.2319,54.5823,44.90632695,42.3530014,48.12709753
PA0392,46.8572,78.35714078,75.36361739,76.3121,81.3142,57.21740265,50.27650161,56.2867058
narL,43.4095,109.3853488,132.5725653,45.1653,55.3227,45.1482135,42.19620235,48.76525091
PA3880,157.907,326.6902109,468.7696815,130.903,133.207,188.411015,177.7423885,185.3209741
PA3881,44.5242,115.1749948,207.7962568,90.9133,76.4119,54.76305563,47.97206406,67.1316974
PA3882,39.2095,83.28686417,104.343169,55.1433,55.2265,51.20304597,41.97875653,43.81442244
PA3883,45.0819,56.2614713,66.52591947,60.3057,51.7198,44.35695971,51.71896175,52.35773325
PA3884,53.8845,31.89328709,13.72892656,63.4914,33.8518,45.45763856,50.24749219,44.96159213
tpbA,15.8704,15.68853237,14.65904371,23.2478,21.1928,16.85738452,16.10867362,19.6810073
PA3886,29.0211,27.07946928,41.32089037,38.8501,32.8856,26.74723659,33.8460774,32.33061235
PA3886a,32.5866,44.08832229,41.22890714,44.9052,43.2769,41.25206288,32.59017027,42.26520838
nhaP,42.2608,54.22746406,100.8221862,57.0064,55.2077,49.64088118,53.61989834,52.80502256
proC,62.0231,62.7710026,68.79095473,76.5969,68.667,53.37549939,64.37872072,67.75152513
PA3888,42.8265,65.76267871,138.5655426,81.2591,73.3906,45.74328499,45.82264297,47.71870163
PA3889,33.0486,62.5287996,182.185802,62.3102,68.3614,37.77428568,36.91299876,37.09840102
PA3890,59.2483,58.53445354,98.32677265,60.9039,62.5789,62.89892315,57.25438604,49.88388108
PA3891,32.6022,64.79848415,171.9051418,71.1644,72.2938,38.79410041,33.70193186,37.99472934
PA3892,23.8633,18.56848319,13.66424323,21.8962,29.5997,22.55118754,19.53383027,18.11485095
PA3893,36.458,29.76560516,13.54230945,47.3247,40.4033,36.62341883,33.71168956,35.81355999
PA3894,38.7937,24.0015369,13.57531068,45.2409,41.4047,31.94929335,36.35936581,36.23432533
PA3895,33.0026,54.98529428,67.6241269,43.8347,49.7058,43.54800329,40.11518241,44.202741
PA3896,39.8874,42.55637428,56.28874273,43.0569,49.2113,46.49249043,42.40843588,48.49680757
PA3897,36.9272,31.54633983,21.98338301,34.1916,34.132,56.28271543,54.21464891,56.95214615
PA0394,49.5628,60.82507395,70.78878991,71.2873,66.7007,46.86735086,49.19013075,49.89626021
PA3898,71.001,50.39208118,47.14613812,41.6458,39.7149,98.98513902,101.9346957,106.3717146
PA3899,84.3277,31.20093115,32.26519025,44.309,36.5421,97.64729428,78.04469496,57.71039679
PA3900,74.2058,30.45273472,23.78659878,59.906,48.5307,69.66403759,64.43853461,58.09757739
fecA,57.3089,43.30275033,42.28088335,62.3007,72.3409,51.68854003,49.3693685,50.3333327
PA3902,55.1202,119.9164007,218.0756902,80.5388,80.2121,61.93574747,60.19909398,47.45488191
prfC,50.9961,106.447939,157.6895083,63.076,79.7801,58.02000454,55.5675814,63.46272533
PA3904,72.6824,59.24670536,44.80293569,33.7858,34.5992,74.10496927,76.81320912,62.72398872
PA3905,31.4244,20.75912954,22.83751519,27.9805,21.5628,31.18646993,28.38753823,28.77405597
PA3906,34.1053,23.87224025,21.45322488,38.1343,46.7161,37.7817618,36.71109018,32.88211891
PA3907,42.4695,29.68716225,17.418994,42.8659,48.5571,44.94681116,51.14800047,45.4145267
pilT,50.5417,69.86680152,104.3857083,61.5845,73.8114,58.22564177,55.56975597,48.11206528
PA3908,34.1669,36.56809697,23.67169167,34.7283,38.1765,40.16303832,35.92917323,40.80360212
eddB,34.4642,24.84271564,19.51710718,41.724,46.565,29.78477174,33.53074323,34.68046551
eddA,31.9164,34.22570867,41.12261704,35.5483,37.3358,26.17642268,28.57887171,30.07526863
PA3911,271.474,579.8316127,437.4774469,149.092,158.397,308.9092424,310.3763448,263.0760734
PA3912,168.207,418.9246669,403.275572,112.062,120.683,211.7526193,194.79441,181.7745682
PA3913,171.335,414.4154708,357.8899478,92.8747,92.8756,215.4217093,197.3045083,164.698911
moeA1,457.281,477.8611364,323.5682072,129.012,105.729,443.8659767,421.7431489,237.8418158
moaB1,386.347,495.2175494,493.201083,95.7372,109.321,370.8906309,336.0673413,210.4890902
moaE,169.893,235.965089,182.6140642,60.9291,70.6256,162.8259725,131.8194703,85.7835049
moaD,199.32,226.1328334,235.0256855,129.028,103.461,196.5733931,183.5444811,117.2186636
pilU,62.0023,78.59485356,69.53818998,75.2682,85.6817,58.20224406,56.57122692,56.98001071
moaC,283.351,455.9617424,475.9701018,109.705,97.5458,320.0438979,246.58828,146.799818
PA3919,76.3311,118.2196666,285.9012731,101.474,106.652,91.74531555,79.30225141,88.20618595
PA3920,41.6503,35.20561089,5142.546891,1965.28,2023.96,40.92587932,72.59196797,64.95618737
PA3921,41.5532,41.2979645,183.1064753,107.388,92.5005,39.15851272,46.92570455,48.22353372
PA3922,35.9654,68.49611237,98.43815129,59.1858,83.6393,39.62838415,40.2686092,48.31503592
PA3923,44.0662,75.58154077,62.09982494,55.1508,71.1567,50.62661232,50.45299633,56.81940782
PA3924,45.649,56.73417003,46.10498178,48.644,55.4544,51.10324772,47.85840803,50.0714628
PA3925,35.6698,85.89731203,183.4564888,86.4641,93.7898,34.09322184,37.6790118,43.10166909
PA3926,24.5662,27.0149574,22.62633204,30.7468,37.7947,24.83282372,21.33305139,22.3305248
PA3927,23.3802,22.35447906,14.80418732,28.0379,30.308,25.1118298,20.16941781,20.98454986
lptA,51.6423,142.6558776,198.3011056,113.437,117.897,61.3969269,47.81020058,49.99434078
PA0040,42.3468,46.34500516,43.4438703,79.0705,70.7136,43.46739621,42.99718545,41.9235054
PA0397,45.5458,58.95355167,43.84766682,67.6417,68.9332,48.355244,39.78574914,40.81008659
PA3928,22.154,5.106027335,38.70334577,26.4631,30.0565,41.07696526,11.52851266,22.76689832
cioB,38.7638,56.19140243,65.15799277,48.0401,57.1651,40.86679974,38.69961998,38.8323741
cioA,32.715,57.32521555,109.6225776,44.4385,51.4499,38.42800163,32.81760282,38.60347171
PA3931,32.5019,38.26728299,225.7714271,55.017,63.9827,35.58825257,31.76990701,27.99552148
PA3932,36.0678,29.62501324,42.64968941,35.5495,41.3955,32.89286356,31.12126462,33.58109564
PA3933,33.421,34.10521208,35.36018572,39.7731,42.917,35.76512489,36.23854166,36.00145765
PA3934,44.0184,45.198624,26.35925264,41.292,42.5293,48.19656997,42.07744684,38.60513962
tauD,51.4258,32.23401536,16.03681118,43.6785,39.6198,50.80474385,56.67513137,55.28285481
PA3936,46.5978,29.47694868,22.65678265,39.536,32.7124,41.20845608,52.29706592,47.45153447
PA3937,61.7823,42.65329229,34.32930463,44.6127,41.3528,55.06857615,64.34006413,58.51243954
PA0398,55.7311,84.22589522,91.38378577,71.9227,108.751,61.44799668,50.21629604,54.09316218
PA3938,47.6421,49.49972428,55.77504371,40.4625,43.6769,54.34216868,54.24702518,47.80887362
PA3939,53.8587,35.22712438,24.7845418,54.0648,42.255,46.63401593,45.44500748,42.33771521
PA3940,78.1846,381.6760941,1262.346885,163.118,165.795,129.9956695,113.8094367,121.7743861
PA3941,56.9586,45.44889362,34.56390707,64.7514,50.861,51.22382251,51.63158317,54.74479757
tesB,36.209,48.43579889,57.45411564,46.1916,58.1186,38.87419591,38.48300708,37.86688805
PA3943,40.9376,39.72021553,31.71489264,48.6548,42.0028,37.73907182,42.36009876,43.69136823
PA3944,34.5579,42.42273875,54.81020301,30.2604,35.6315,34.94335839,33.80304332,31.98711547
PA3945,77.063,80.30279079,87.57834051,52.2993,62.6206,76.85142973,74.3275722,73.31233648
rocS1,41.8001,33.63315575,12.2242522,44.5907,51.0433,42.47404843,39.19260383,37.24091924
rocR,42.0159,36.03710028,26.93234976,43.1679,57.59,42.82588255,44.7667154,40.54578222
PA0399,40.1632,81.82877839,89.40910135,63.6367,76.324,51.26718878,40.07632315,40.37223357
rocA1,64.782,67.3899181,109.7578592,71.455,76.8998,67.05370469,67.25042166,72.86965339
PA3949,40.6906,45.42046447,31.0451936,48.2263,40.6635,40.57236965,41.41349578,47.60011902
PA3950,32.1609,52.28226904,74.41576964,39.2963,38.799,37.75298774,35.28573562,35.41969414
PA3951,31.3595,57.14027352,69.49338566,33.4571,41.8179,35.58260826,30.07683663,33.20542197
PA3952,71.1744,113.5359776,161.817688,83.4707,71.4997,67.03693837,71.46937286,63.98422085
PA3953,41.6804,21.77714029,16.75069298,48.5752,41.0988,35.82297751,46.07346123,43.76158816
PA3954,23.5689,21.52307235,15.83165837,27.4282,33.6081,22.25522899,20.75909541,21.7822287
PA3955,35.8329,42.3588574,37.42172557,48.6493,36.4131,37.35433917,40.65549213,39.05963068
PA3956,54.7765,36.02424389,14.37017163,55.8188,49.0034,54.10428012,46.19084169,43.35338002
PA3957,39.679,26.12203223,16.34563675,38.6133,27.9101,31.77095994,31.15947728,34.95235943
PA0400,47.4338,91.13395165,76.69127288,71.6253,80.499,58.28549852,49.23942642,45.90199096
PA3958,45.9164,36.56184,38.79535754,42.3433,41.0762,44.76633368,46.20907718,43.62923236
PA3959,46.6252,40.1042632,8.40467653,64.6247,53.1242,44.28089834,43.14766388,45.8658305
PA3960,63.1195,34.59807317,22.88919448,56.6758,58.5687,54.76161021,44.92401468,48.93190239
PA3961,52.5077,47.02013195,29.22722411,58.9331,52.2917,45.62664398,51.58639745,56.9613626
PA3962,50.7266,123.1498811,206.37424,83.7537,81.9233,62.79268207,50.53627048,62.02729286
PA3963,42.2931,54.92650582,35.63682022,47.5961,46.236,40.01189406,39.69105189,48.37998208
PA3963a,39.8143,46.73779355,36.64145556,64.5903,48.0727,39.13698234,34.50224707,57.27473878
PA3965,30.4596,71.21200655,354.748252,52.1261,65.7758,35.10749871,31.35064021,42.0291838
PA3966,136.244,247.7578601,814.5379109,130.463,138.925,165.926028,145.2419269,156.2889801
PA3967,29.7639,61.26223312,145.2361117,46.3831,46.4925,34.20844281,31.52200822,38.15687559
PA0401,54.8098,98.29543496,102.0754979,104.864,94.8102,58.27417989,55.47183152,68.78750493
PA3968,27.5905,27.25305415,25.18596119,28.5669,25.58,27.5867837,19.74073757,21.87627974
PA3969,29.5619,35.20958081,43.88715609,40.0406,37.2514,31.04323596,24.95981194,32.69130286
PA3969a,54.9444,49.58302645,65.92652264,62.7336,52.9992,53.02134038,53.04611609,56.89358016
amn,39.3366,44.27007531,55.62693297,46.9716,49.0562,39.03791256,39.14652541,39.22367496
PA3971,27.3034,46.08126122,96.3815423,60.3886,59.2187,20.59269086,21.53001518,24.52653937
PA3972,41.5751,89.90185801,324.8786676,118.709,139.566,45.48318533,40.38560302,46.62780318
PA3973,70.5835,66.86012645,413.7221691,144.131,145.184,67.72565883,76.4853357,83.22858385
ladS,40.0444,36.63540239,26.20551645,42.7262,39.3543,37.32379934,37.58804923,38.6202893
thiD,63.9872,93.00466923,102.9455467,79.4326,78.9292,71.8882414,66.51393665,78.47550088
thiE,63.6904,63.88696461,78.8953143,73.4263,59.9245,63.91951459,67.65255576,77.54394706
pyrB,44.4232,116.1854635,159.9680392,83.6107,98.8943,55.57808985,48.42225283,61.51853701
hemL,55.7953,118.4603225,206.8840526,87.008,93.6854,69.96842126,63.14419807,67.26223736
PA3978,63.6291,121.1650555,266.3247517,79.9497,91.5004,81.70341572,70.1707025,78.777114
PA3979,36.5472,134.6451262,197.8048385,49.1591,58.3691,57.94712904,57.6890547,57.45093182
PA3980,47.6759,159.7047295,261.8306063,54.7004,67.7685,62.9080925,52.76914993,53.43002464
PA3981,81.5232,155.6158966,126.0240577,64.5945,76.2792,92.31138558,85.70611543,91.57388134
PA3982,73.1919,142.8767068,65.77214453,68.8516,66.8711,88.80592309,81.54149669,94.29067326
PA3983,60.9036,111.3616734,106.6916753,45.4652,58.0492,75.17388946,65.84716096,74.66600401
lnt,27.1114,34.3903692,44.23755744,29.6897,32.6265,27.67817982,28.73375037,27.5690249
PA3985,39.8175,36.97717393,33.74270568,52.9099,45.1043,30.93009268,41.34175271,40.7418997
PA3986,124.073,139.2712943,67.25615526,79.9084,80.3154,106.4887895,108.6273111,90.87161798
pyrR,49.945,72.4159901,87.07887227,78.1696,76.0304,58.25422942,43.95654398,56.61280271
leuS,68.3529,220.5061772,353.7517538,111.111,122.188,94.09514942,83.80598191,101.7485024
PA3988,45.8683,139.3889195,258.6718634,86.3601,94.5539,69.97001851,58.5638695,75.75561704
holA,27.2337,49.6191246,65.27717966,36.3,38.7325,33.24903672,31.83605087,33.41208358
PA3990,65.4082,19.38616431,106.0591636,38.3634,75.1525,47.98319479,55.32700587,17.61204483
PA3992,43.4189,96.98901507,76.5751251,48.3028,46.1064,50.16513245,48.12758493,51.09607657
PA3993,30.355,25.7256274,17.18736817,30.4786,33.0997,28.62544621,30.28155431,28.08638911
PA3994,31.5749,23.03612781,10.71987871,34.843,27.9288,23.7632361,25.74064877,28.4261582
PA3995,30.4952,33.35452455,22.0232259,38.6946,28.3195,29.56344519,29.40227257,37.52897466
lis,70.349,206.8541383,296.4694675,103.542,108.755,92.16009218,95.1333254,104.7806866
lipB,63.7942,186.1866058,143.3120126,56.0174,55.6527,100.0508789,83.10939267,99.17899835
PA0404,48.9123,58.42174378,54.50246372,46.0503,54.8545,43.8204323,45.43569919,50.27602875
PA3998,77.0854,237.6437772,150.821668,68.6167,69.1552,97.70099648,102.7322496,129.0153144
dacC,68.124,253.5877758,635.1507231,148.115,164.99,93.91371296,86.24266026,100.2053665
PA4000,72.0402,148.8323675,155.1428251,80.6843,71.881,95.18415676,96.93557177,100.3926772
sltB1,70.3502,121.7111765,83.99151774,53.7598,58.0713,83.83581192,73.76703679,82.89655378
rodA,48.2591,71.40493241,77.37105789,51.4902,51.8282,55.95194216,51.76672756,58.63156687
pbpA,37.6021,45.14553423,34.74839708,42.5473,44.3023,42.88435326,42.37360871,46.84933509
PA4004,51.4661,70.0798682,72.14021533,56.1488,58.4768,61.37154431,55.2037584,61.78481531
PA4005,65.5094,187.3265904,243.3044044,64.6214,83.8518,97.24794959,88.490054,106.6113144
nadD,43.6689,101.4406271,100.0160509,40.8004,39.3542,64.72966593,57.12569656,62.1430443
proA,59.9764,114.2876824,194.1202918,85.9632,93.8402,73.16729292,63.84139465,79.04253567
PA0405,57.251,124.9169214,144.1141261,69.2981,75.5557,73.22256236,68.36669958,63.61950271
PA4008,44.1434,28.17960272,15.54892401,51.0155,48.2244,34.55911583,37.66155181,38.78720599
PA4009,33.0478,28.7006788,19.97413382,46.2041,35.9039,27.39528599,31.70885946,29.20398493
PA4010,38.5375,57.55949816,84.01579307,47.306,42.4183,46.2602455,40.14905566,41.79403551
PA4011,38.167,44.69151249,43.05272125,45.5493,35.7374,35.06224087,38.47208846,42.22663691
PA4012,53.3254,63.02421874,63.53381967,55.4724,49.6796,51.55946196,53.44806432,60.2548719
PA4013,35.429,43.34249952,50.27502979,45.8269,38.3211,34.09467058,37.14639,38.99355273
PA4014,49.7316,79.84579845,84.01241562,58.2905,56.1842,54.84056936,42.48190678,48.99383965
PA4015,67.2481,77.53435328,75.74333504,68.5503,67.1442,65.9950121,52.72039272,60.6520908
PA4016,34.6851,37.38191788,24.45920772,35.7767,33.6421,31.88576781,36.4996523,36.57380803
PA4017,53.2235,62.1594854,92.99930583,45.689,47.1811,54.36475239,51.99906453,49.48180672
tonB3,51.3774,65.80953051,54.85430953,75.1872,80.6792,48.84417202,42.76555036,43.2999498
PA4018,45.5365,42.56030425,72.85845678,42.3737,31.7981,38.46141815,46.42566893,43.9897929
PA4019,30.1237,49.4772255,72.312439,32.5199,31.7007,39.24810002,36.89632586,33.17755425
mpl,44.582,78.92864339,102.8073038,62.1697,65.1259,49.16507672,50.13268014,54.22106876
PA4021,39.0271,69.70109957,34.52068613,43.0348,39.4922,40.54318039,43.8869242,40.97401119
PA4022,40.3908,82.17022046,103.2880026,52.2504,76.8312,41.11176488,36.04815294,41.11296363
PA4023,40.3762,39.14352136,14.68124275,41.3549,45.6372,40.66849182,33.55536638,31.6533487
eutB,42.7324,42.48421495,23.99157926,46.1916,52.5231,41.15452635,37.64211893,40.57113862
PA4025,54.7103,46.95155766,31.1611407,65.2658,63.549,47.04182477,53.95510182,53.47265471
PA4026,35.7123,45.25148841,112.0700871,43.8498,43.9021,38.94782593,35.0198361,38.65358049
PA4027,37.1846,33.99033951,23.4863076,45.6035,39.5453,31.42873032,32.08862531,37.08579053
PA0041,52.0553,47.40681828,24.79139234,109.652,100.181,48.55522771,49.57880375,53.68094985
gshB,68.299,105.2583544,211.5748595,106.501,111.162,67.91656598,65.3871866,73.362416
PA4027a,49.5528,33.860373,16.7103353,58.6221,42.108,39.88079273,42.17363391,46.16504503
PA4029,37.663,67.47117721,124.7280948,63.2344,61.2381,46.43427248,39.73656466,46.34508462
PA4030,39.0846,47.12403846,48.91232172,37.534,44.8519,36.74920196,35.60017854,39.43147844
ppa,64.5656,295.7815292,718.8035063,129.191,151.205,106.7012863,90.71143095,100.9364931
PA4032,31.377,44.18179279,55.86663593,35.7229,37.8829,34.82763945,28.88299463,33.18998976
PA4033,43.2453,34.69252681,49.77229783,29.4041,40.5471,23.8325528,34.99005837,35.60526302
aqpZ,28.0073,30.96389563,19.5575759,27.2291,32.5618,27.29532471,28.49549152,26.62405672
PA4035,46.4472,38.99100872,36.49883218,56.5878,48.1936,37.92069218,46.42008293,44.88707499
PA4036,42.5025,27.79708644,24.24369879,49.6417,41.5724,33.68146449,40.19567779,38.96697122
PA4037,44.1767,29.56257961,17.52505688,46.7662,59.2095,40.0821932,37.37694321,40.20646068
pilG,137.212,622.3555381,1437.419163,211.8,269.908,198.5794173,179.9072427,214.7508869
PA4038,63.4195,42.08859873,17.75887961,65.7908,65.3329,59.93464426,55.78090385,49.91999569
PA4039,39.333,33.57837638,13.21525656,43.1078,53.9316,43.59663608,33.20360906,33.61538982
PA4040,33.2404,27.45662943,29.87791702,26.991,30.0638,28.19788667,28.74781076,25.92989597
PA4041,35.0257,27.13395109,13.81942638,37.1496,35.7876,31.65794561,35.34081952,31.98221076
xseB,39.2653,137.4026202,276.6003695,46.4861,46.1542,49.45446576,70.80265267,49.86586971
ispA,66.5086,54.97438362,43.61733526,69.7758,56.6134,58.86933048,65.81690097,65.78687189
dxs,46.6103,107.6621814,138.7156485,62.7501,74.5633,55.40196484,54.18557671,60.09074229
PA4045,44.2117,47.7318163,51.50252215,47.6671,39.0212,41.88097024,46.26342034,51.35439364
PA4046,41.2673,90.7093145,115.7776791,48.1853,47.8324,43.12217131,43.03127178,46.27870707
ribA,60.4054,187.8116851,236.5305826,72.8561,92.518,72.39991594,67.51764309,71.65268192
pilH,77.2094,464.7290217,700.8097632,153.423,141.1,132.4466071,99.98384212,111.5300912
PA4048,39.6343,37.42668538,25.61905662,30.8123,35.9923,32.78748448,31.1110341,31.08285009
PA4049,42.19,44.1851581,29.97708285,38.3926,44.8722,43.70028904,34.50711272,41.84033288
pgpA,40.0805,59.22276728,59.20950045,43.0386,47.7399,44.3629866,42.61556512,48.9425976
thiL,60.2952,66.85196663,44.41861293,66.3204,59.8076,59.68028062,68.37566348,72.50095548
nusB,55.4851,164.1810061,217.2851972,62.5832,67.8645,82.14616084,78.43918424,87.46818029
ribE,83.3689,218.1545943,319.092204,65.9121,87.663,109.1721808,95.90694127,113.7842751
ribB,37.7857,59.21877467,58.83211117,62.126,70.9458,39.92802242,43.3515938,43.67646041
ribC,29.2727,54.95669335,62.87493514,44.1275,51.3027,33.53012457,30.63586571,38.19578838
ribD,71.3862,68.7461391,51.41278257,69.4595,55.4444,70.38253655,76.94707967,80.3514625
nrdR,55.5193,87.26132612,63.74055379,39.1786,37.2263,58.90286831,67.16120038,64.28684895
pilI,44.5426,150.7094377,96.67359435,56.8522,54.7186,54.89605413,46.71400818,48.20674139
PA4058,56.1194,36.08999517,22.86748361,62.1896,53.7531,43.70234233,48.36985862,54.05982139
PA4060,0,#DIV/0!,#DIV/0!,1.4301,0,#DIV/0!,#DIV/0!,#DIV/0!
PA4061,49.3265,60.61839349,101.1200064,45.669,44.7778,50.77344109,48.75449088,52.22421469
PA4062,82.5459,51.61583276,80.62488753,67.9222,62.2296,65.90842966,77.87682828,73.83489565
PA4063,51.5304,40.76797941,32.64590459,60.4951,57.2339,44.46794736,57.11608883,49.64099731
PA4064,48.7945,32.42395594,16.94737164,53.9168,42.437,38.01969827,47.1250543,40.35612802
PA4065,32.4227,32.60886911,24.42115412,36.8967,38.3362,33.853478,29.1275049,28.48173124
PA4066,46.1245,43.81890233,35.86782854,56.8282,42.385,38.29934967,45.79263482,45.75801623
oprG,202.259,1251.038801,2041.067702,365.752,446.534,327.0475811,325.8442958,459.3503387
PA4068,38.5309,58.4890449,50.55503705,45.0217,36.643,39.48002678,46.07718276,56.27634845
pilJ,58.356,218.4841413,262.0070405,100.642,123.631,82.06372188,68.84963779,89.52617657
PA4069,38.4921,57.49922561,62.1561117,34.1488,26.2326,45.25076164,47.79148357,46.01790851
PA4070,33.882,30.81415846,21.42826752,40.0521,39.7568,35.76919238,30.59785653,29.28482957
PA4071,42.6197,32.94165495,11.01128873,48.7813,42.8041,48.09201223,34.76015499,34.54597976
PA4072,36.5643,34.27806038,10.89578265,35.8431,40.6469,32.96622464,31.05910466,29.00798878
PA4073,38.6945,31.03219438,12.67871281,43.1659,47.7154,34.13761006,34.58562038,34.72356563
PA4074,39.8204,34.5683616,12.97431657,44.2241,31.3657,31.76724963,37.60002798,40.83550634
PA4075,38.8412,35.94207865,23.76470325,37.0371,38.1855,38.92572457,37.55258265,39.77596935
PA4076,39.2715,36.60873378,32.72057156,51.1394,47.4311,34.90517675,40.27619469,48.69805762
PA4077,36.4377,40.34640802,33.59419884,38.3802,22.1628,46.87283114,34.64695288,43.33658932
PA4078,36.1662,24.51153672,12.27192021,38.3181,37.1123,32.52265834,32.68789446,34.01112436
pilK,55.8475,112.897927,70.11799845,60.3206,74.1049,62.51957323,59.71529676,57.70065751
PA4079,49.9341,61.98464516,65.71416484,44.0265,51.0915,55.21151355,46.4171256,44.8249419
PA4080,29.0014,33.39475852,33.33265808,33.5192,45.4847,31.58968101,31.88507425,29.80093865
cupB6,29.592,32.95486849,25.98003613,32.0825,44.0079,28.45766218,26.47786691,25.32349411
cupB5,40.2099,32.37958816,9.285246497,43.7784,48.1773,39.74467049,35.23565465,36.91947312
cupB4,30.1653,18.28355702,5.977836638,34.4945,25.6188,23.9708138,26.32393319,25.95204243
cupB3,28.3344,21.39347334,5.90283083,30.4644,34.8223,23.83023925,22.87104219,23.77976091
cupB2,37.64,26.29841079,22.71420626,41.4503,43.4195,30.87061127,31.26382281,36.93465463
cupB1,27.3339,26.62375942,20.52173325,40.4714,38.8437,31.20369112,23.98150174,28.03732738
PA4087,36.217,24.13837341,5.798552937,38.2055,41.7404,25.97910798,31.43020153,28.64684973
PA4088,31.1136,19.94001034,6.073632521,34.1946,30.2075,26.48118214,29.63933081,33.15845272
chpA,49.9668,131.6109452,106.7244376,85.0344,80.6366,59.52635449,58.78732581,70.65203452
PA4089,37.5513,21.17368175,6.434903701,47.765,35.9891,31.3464492,38.31007011,36.70531921
PA4090,135.269,81.88229775,83.77138766,73.98,64.9209,181.4516692,161.5505969,138.0154548
hpaA,29.1525,27.46407591,11.00345961,32.0432,39.0982,31.79177475,29.45010807,27.15051585
hpaC,22.3778,16.44190077,5.839269517,26.1923,27.0145,20.93405703,15.19857319,16.33134496
PA4093,19.4929,24.63967277,15.13872722,25.4975,27.9642,23.08217809,21.94696014,25.03801454
PA4094,27.1238,26.68383123,22.45376695,33.3258,31.5955,26.80488966,27.66665173,28.54059138
