,PA_1,PA_2,PA_3,CC_1,CC_2,CC_3
PA14_12490,1525,1667,1628,923,785,889
PA14_12530,391,410,429,236,150,210
PA14_12540,184,210,224,184,153,238
PA14_12550,197,226,231,246,233,383
PA14_12560,1001,1001,1020,1333,1051,1411
PA14_12570,178,185,175,168,146,163
PA14_12590,29,29,35,26,22,32
PA14_12610,220,211,212,173,133,181
PA14_12620,477,581,596,293,259,336
PA14_12630,708,883,830,683,579,742
PA14_12640,18,23,26,13,10,11
PA14_12650,43,38,54,42,51,55
PA14_12670,296,347,342,244,213,364
PA14_12680,182,205,152,64,37,48
PA14_12690,141,172,181,128,135,162
PA14_12700,147,146,141,165,142,207
PA14_12710,78,93,84,72,59,65
PA14_12730,61,57,48,42,41,46
PA14_12740,1865,2059,2036,611,453,576
PA14_12750,1272,1318,1338,639,541,675
PA14_12760,889,983,904,700,629,914
PA14_12770,370,408,418,359,289,427
PA14_12780,1096,1096,1109,1030,801,1058
PA14_12810,261,300,272,194,150,182
PA14_12820,279,267,281,231,211,281
PA14_12840,704,795,875,420,328,412
PA14_12850,370,497,411,243,214,272
PA14_12860,564,620,557,418,387,467
PA14_12890,164,193,167,154,123,174
PA14_12900,3543,3645,3708,2626,2346,3295
PA14_12910,32,45,45,67,45,73
PA14_12920,138,135,127,222,166,273
PA14_12940,47,65,47,41,23,42
PA14_12960,36,40,40,16,19,19
PA14_12980,661,660,641,510,389,446
PA14_12990,265,278,276,255,193,235
PA14_13000,165,176,182,103,70,114
PA14_13010,215,216,229,566,363,561
PA14_13050,40,52,28,39,32,44
PA14_13060,354,382,424,187,154,163
PA14_13070,78,63,79,59,36,66
PA14_13090,1582,1727,1659,615,489,550
PA14_13110,207,224,239,92,94,106
PA14_13130,284,283,368,83,53,92
PA14_13140,289,256,315,66,52,77
PA14_13150,642,711,697,297,236,364
PA14_13170,4017,5312,4103,1434,1300,1461
PA14_13190,3127,3095,3116,1257,978,960
PA14_13200,173,208,189,116,85,124
PA14_13210,20,18,17,12,9,9
PA14_13220,60,37,56,33,30,22
PA14_13290,877,873,998,872,856,1107
PA14_13300,784,775,899,822,737,1011
PA14_13320,282,303,302,236,219,289
PA14_13330,108,96,122,142,85,162
PA14_13340,87,89,67,42,28,42
PA14_13350,1401,1434,1499,907,785,1156
PA14_13360,822,780,839,633,494,796
PA14_13370,444,479,410,337,312,439
PA14_13380,551,588,550,485,414,717
PA14_13390,254,287,272,216,187,377
PA14_13420,485,528,559,400,390,441
PA14_13450,8,12,8,8,4,6
PA14_13460,31,22,15,13,11,25
PA14_13470,243,244,254,174,151,182
PA14_13490,22,23,23,17,14,13
PA14_13500,299,318,347,216,202,298
PA14_13510,282,310,299,252,205,307
PA14_13520,252,282,294,292,256,350
PA14_13530,228,252,306,221,252,259
PA14_13560,172,198,185,162,138,199
PA14_13580,702,732,750,532,424,603
PA14_13590,309,276,345,218,196,279
PA14_13600,606,648,715,420,379,486
PA14_13610,340,353,416,234,204,250
PA14_13630,89,75,77,45,43,65
PA14_13650,296,336,303,170,194,198
PA14_13660,18,15,30,21,13,33
PA14_13670,27,29,24,19,12,36
PA14_13680,131,141,134,91,65,109
PA14_13690,347,380,341,205,171,212
PA14_13710,456,485,532,342,298,434
PA14_13720,968,980,990,577,471,481
PA14_13840,71,76,63,44,39,53
PA14_13860,51,60,68,56,39,49
PA14_13870,40,52,52,31,34,34
PA14_13880,3,0,1,4,1,2
PA14_13890,113,122,110,77,66,72
PA14_13900,130,123,111,79,61,73
PA14_13910,42,39,44,24,24,18
PA14_13920,25,22,18,23,13,18
PA14_13940,376,360,403,392,311,371
PA14_13950,573,595,608,447,360,444
PA14_13960,4,5,9,5,4,12
PA14_13970,19,15,12,16,12,21
PA14_13990,2748,2983,3091,1624,1236,1496
PA14_14000,605,602,623,444,333,472
PA14_14010,710,775,741,392,346,449
PA14_14020,724,888,787,452,417,483
PA14_14060,351,333,306,155,111,137
PA14_14080,1371,1518,1462,1077,873,1024
PA14_14100,316,348,347,210,175,216
PA14_14130,423,519,498,259,220,315
PA14_14140,332,324,321,266,204,332
PA14_14150,84,76,77,53,56,80
PA14_14160,283,282,326,232,210,332
PA14_14170,539,540,569,393,323,420
PA14_14200,259,228,217,148,129,150
PA14_14210,373,391,394,325,263,339
PA14_14220,536,524,581,459,385,524
PA14_14230,505,492,576,359,274,345
PA14_14250,191,172,184,155,122,159
PA14_14270,365,353,363,203,157,166
PA14_14280,246,244,218,106,99,114
PA14_14290,94,104,102,57,53,65
PA14_14300,22,30,44,23,27,40
PA14_14310,37,39,44,31,18,48
PA14_14320,19,21,13,11,13,17
PA14_14330,113,144,119,258,219,272
PA14_14340,831,937,857,467,400,444
PA14_14360,4670,4862,4683,2353,1820,1930
PA14_14370,517,550,554,239,200,250
PA14_14380,671,677,687,352,281,401
PA14_14390,2004,2043,2074,1156,1029,1186
PA14_14400,6,9,9,4,8,3
PA14_14420,160,155,152,60,47,50
PA14_14430,116,118,125,56,46,65
PA14_14450,385,374,421,342,313,383
PA14_14480,178,182,174,116,88,102
PA14_14490,97,94,92,61,39,59
PA14_14500,1665,1680,1824,1746,1491,2193
PA14_14510,1432,1473,1454,1486,1188,1655
PA14_14520,182,143,164,155,119,226
PA14_14530,201,210,205,147,120,177
PA14_14540,31,28,32,35,26,37
PA14_14550,636,539,571,771,597,635
PA14_14560,53,49,41,100,75,194
PA14_14570,10,5,11,9,10,23
PA14_14660,3185,3526,3778,1524,1324,1490
PA14_14680,926,892,923,937,865,1590
PA14_14690,626,564,642,595,512,817
PA14_14710,849,876,967,1096,976,1413
PA14_14740,1496,1446,1634,1301,1074,1410
PA14_14750,1433,1412,1530,1393,1114,1410
PA14_14810,853,806,808,642,490,692
PA14_14830,5007,4968,5384,5968,5180,7574
PA14_14860,1843,1863,1921,1878,1524,2066
PA14_14900,2668,2974,2974,1956,1671,2090
PA14_14910,5349,5587,5621,3863,3111,3961
PA14_14940,738,759,837,717,646,845
PA14_14960,1112,1233,1245,676,558,710
PA14_14975,521,543,513,312,258,325
PA14_14990,997,965,1111,582,476,673
PA14_15000,173,167,178,154,139,209
PA14_15020,404,403,438,400,303,382
PA14_15050,341,358,374,456,426,568
PA14_15080,492,507,513,467,386,531
PA14_15090,166,174,172,92,64,88
PA14_15100,284,277,341,165,168,211
PA14_15110,367,364,368,288,266,320
PA14_15120,374,387,420,482,395,503
PA14_15130,338,319,310,376,298,446
PA14_15140,55,56,51,20,26,27
PA14_15150,312,411,357,216,197,295
PA14_15160,90,103,116,80,75,117
PA14_15180,141,130,131,190,161,204
PA14_15190,32,37,41,45,22,49
PA14_15200,294,302,331,372,294,393
PA14_15210,225,238,252,228,175,269
PA14_15240,27,25,35,24,25,31
PA14_15250,10,12,16,14,5,8
PA14_15260,6,5,2,5,0,5
PA14_15270,4,1,3,1,1,0
PA14_15280,5,12,9,5,6,5
PA14_15290,70,81,78,37,40,28
PA14_15350,7983,8031,8109,4397,3587,4410
PA14_15360,6440,6352,6168,1756,1362,1484
PA14_15370,19,19,22,19,19,21
PA14_15400,177,177,170,130,113,118
PA14_15410,25,23,22,25,9,18
PA14_15420,21,21,37,10,18,15
PA14_15430,143,151,155,81,77,111
PA14_15435,316,312,372,221,161,209
PA14_15490,117,99,117,118,77,123
PA14_15500,80,95,83,70,59,111
PA14_15530,59,79,51,24,35,16
PA14_15540,691,777,617,404,283,236
PA14_15560,352,382,393,244,222,262
PA14_15570,740,727,777,641,564,743
PA14_15580,8064,8146,8770,7770,6338,8307
PA14_15590,8104,7972,8782,7208,5891,7536
PA14_15600,3419,3512,3708,2997,2407,3002
PA14_15610,5680,5813,6012,4009,3238,4122
PA14_15620,23,36,36,27,19,28
PA14_15630,139,118,122,111,85,117
PA14_15650,448,425,457,235,193,235
PA14_15660,165,161,154,75,71,84
PA14_15670,1525,1694,1576,930,795,892
PA14_15680,398,396,377,229,164,233
PA14_15700,318,327,370,312,236,358
PA14_15710,72,86,78,35,32,42
PA14_15720,1000,1082,1085,876,717,1079
PA14_15750,122,161,154,132,127,188
PA14_15770,596,695,706,483,341,422
PA14_15780,336,314,345,114,133,131
PA14_15790,509,626,521,205,184,235
PA14_15810,153,198,180,57,60,65
PA14_15820,391,403,379,139,135,156
PA14_15830,205,212,257,102,80,109
PA14_15840,777,799,764,846,693,878
PA14_15850,185,188,195,178,148,159
PA14_15860,1320,1499,1474,971,758,933
PA14_15870,1045,1095,1105,730,585,663
PA14_15880,161,179,154,85,76,94
PA14_15910,169,243,169,112,101,142
PA14_15920,34,43,64,49,29,62
PA14_15930,424,391,406,362,290,440
PA14_15940,689,650,684,940,765,1214
PA14_16010,306,307,341,531,465,734
PA14_16020,1043,1098,1184,523,409,465
PA14_16030,493,516,549,418,396,580
PA14_16100,106,99,96,47,30,37
PA14_16110,354,322,357,230,185,221
PA14_16130,378,410,445,344,251,343
PA14_16140,589,541,598,404,325,430
PA14_16150,752,816,784,428,348,442
PA14_16160,289,286,295,165,151,205
PA14_16180,2116,2190,2239,1261,1011,1304
PA14_16190,2181,2231,2363,1295,1091,1509
PA14_16200,183,184,158,106,96,123
PA14_16210,134,119,128,132,127,213
PA14_16260,915,905,933,399,303,383
PA14_16270,483,485,477,455,420,676
PA14_16280,513,494,488,89,94,99
PA14_16290,315,356,353,88,82,82
PA14_16300,120,115,97,23,18,23
PA14_16310,64,85,80,24,18,29
PA14_16320,169,174,179,155,114,153
PA14_16330,1434,1422,1535,1246,1090,1479
PA14_16340,198,244,217,109,110,149
PA14_16350,91,70,92,63,52,64
PA14_16360,257,288,288,214,205,263
PA14_16370,434,431,429,175,129,182
PA14_16380,111,121,122,87,77,106
PA14_16390,303,271,300,93,63,79
PA14_16410,55,56,63,10,9,19
PA14_16440,352,396,414,305,226,297
PA14_16470,1007,1152,1042,720,671,967
PA14_16510,3139,3088,3366,3028,2702,3740
PA14_16550,433,494,477,420,385,472
PA14_16560,750,770,741,639,509,711
PA14_16580,1482,1563,1624,1261,1044,1314
PA14_16590,725,742,792,539,452,621
PA14_16600,422,493,464,327,299,466
PA14_16610,259,293,274,316,231,377
PA14_16620,220,247,207,214,192,273
PA14_16630,6500,7190,7436,2914,2559,3277
PA14_16640,4519,4878,5243,1978,1738,2212
PA14_16660,1311,1404,1201,454,366,473
PA14_16670,264,301,276,159,135,163
PA14_16680,404,378,437,128,110,119
PA14_16710,332,410,396,357,320,496
PA14_16720,102,145,115,100,79,114
PA14_16730,637,634,644,591,441,659
PA14_16740,119,144,126,87,62,92
PA14_16750,41,58,53,32,27,33
PA14_16770,166,177,170,117,115,193
PA14_16780,177,196,162,129,139,186
PA14_16790,2666,2818,2777,1565,1196,1508
PA14_16800,1070,1261,1213,422,346,462
PA14_16820,4834,5154,5208,2097,1760,2458
PA14_16830,390,469,416,372,316,488
PA14_16840,217,234,274,182,151,220
PA14_16870,156,165,147,120,88,171
PA14_16880,65,88,103,79,58,87
PA14_16890,306,317,345,244,183,238
PA14_16910,190,238,209,124,119,143
PA14_16920,111,86,112,65,66,93
PA14_16930,537,619,621,463,450,586
PA14_16960,254,289,252,211,197,264
PA14_16970,526,526,605,576,495,757
PA14_16980,62,74,65,46,35,64
PA14_16990,2538,2643,2553,1356,1109,1083
PA14_17000,8,9,3,5,3,10
PA14_17010,961,1016,949,743,537,645
PA14_17030,567,618,585,515,459,607
PA14_17140,2814,3028,2992,2605,2076,2973
PA14_17150,9334,9116,9978,10420,8765,12840
PA14_17170,3244,3069,3446,2979,2418,3316
PA14_17250,1571,1671,1584,1443,1129,1492
PA14_17280,475,521,473,490,435,674
PA14_17330,631,663,686,724,595,834
PA14_17350,448,432,467,368,317,384
PA14_17370,1088,1094,1150,915,734,939
PA14_17380,555,596,532,276,256,266
PA14_17410,986,1064,1056,926,714,1071
PA14_17470,3744,3635,3943,2587,2050,2723
PA14_17510,109,94,102,70,47,79
PA14_17520,224,261,241,160,135,187
PA14_17550,4420,4622,4319,1553,1301,1574
PA14_17570,8230,8796,8108,3136,2405,2272
PA14_17580,18571,20466,18807,8444,6576,7362
PA14_17590,207,147,190,153,117,219
PA14_17600,516,499,561,457,357,556
PA14_17650,246,271,221,214,175,288
PA14_17660,175,160,132,116,93,150
PA14_17670,649,627,701,633,515,723
PA14_17690,1127,1135,1228,1013,776,989
PA14_17720,221,205,247,154,147,189
PA14_17730,164,182,205,66,62,91
PA14_17740,62,70,69,43,30,54
PA14_17760,38,33,40,24,19,24
PA14_17780,43,43,39,40,45,44
PA14_17790,158,188,183,145,117,128
PA14_17810,33,29,39,26,22,17
PA14_17820,17,16,11,9,8,15
PA14_17850,4,16,10,5,4,5
PA14_17860,38,36,40,39,22,32
PA14_17880,6,8,9,4,1,7
PA14_17890,31,31,36,22,29,24
PA14_17910,7,22,20,18,15,15
PA14_17990,195,212,203,213,152,235
PA14_18010,415,440,402,459,416,493
PA14_18020,366,343,345,313,233,342
PA14_18040,264,251,258,208,158,175
PA14_18050,342,402,375,221,188,257
PA14_18060,388,469,443,331,250,319
PA14_18070,610,764,681,191,161,165
PA14_18080,258,218,277,188,160,239
PA14_18090,141,165,148,160,156,234
PA14_18100,3471,4056,3836,1567,1250,1010
PA14_18150,173,149,169,28,25,35
PA14_18160,840,816,828,358,302,367
PA14_18180,222,242,245,120,104,88
PA14_18200,89,129,112,64,56,67
PA14_18210,106,131,125,61,64,75
PA14_18250,388,406,412,132,118,156
PA14_18300,538,551,550,383,336,431
PA14_18310,22,27,28,14,12,24
PA14_18320,31,35,20,18,24,23
PA14_18340,104,122,91,63,57,67
PA14_18350,840,913,936,866,754,950
PA14_18360,212,242,258,273,274,332
PA14_18370,268,281,332,336,313,421
PA14_18590,485,508,535,602,484,703
PA14_18600,1762,1893,2085,1754,1644,2262
PA14_18620,206,230,203,125,108,123
PA14_18630,941,1109,1028,475,452,650
PA14_18640,263,305,290,213,162,213
PA14_18650,2122,2105,2375,1771,1404,1817
PA14_18660,226,214,204,186,158,265
PA14_18680,14,20,20,16,19,23
PA14_18690,11513,11645,12144,7959,6193,7590
PA14_18720,559,654,629,332,272,372
PA14_18760,268,374,279,157,153,146
PA14_18780,576,672,564,469,424,486
PA14_18790,102,118,91,59,46,49
PA14_18800,145,158,157,73,67,69
PA14_18810,438,529,549,247,170,220
PA14_18820,348,382,406,195,161,173
PA14_18830,231,299,256,102,96,110
PA14_18850,288,318,245,93,88,90
PA14_18860,319,349,302,123,102,107
PA14_18870,343,399,416,269,234,251
PA14_18890,215,276,211,175,150,243
PA14_18900,152,186,183,135,111,182
PA14_18910,298,302,324,272,248,299
PA14_18920,683,754,767,533,485,723
PA14_18930,190,221,172,144,112,214
PA14_18950,355,291,303,360,292,445
PA14_18960,177,169,221,118,112,138
PA14_18985,74,81,66,57,30,49
PA14_19010,79,90,75,37,29,41
PA14_19020,472,455,494,262,243,325
PA14_19030,494,449,493,356,314,457
PA14_19065,1461,1552,1538,1075,924,1100
PA14_19150,160,175,166,162,134,195
PA14_19160,117,138,134,99,83,123
PA14_19170,783,755,918,745,635,1024
PA14_19190,2336,2420,2570,2183,1849,2345
PA14_19205,113,120,90,97,72,112
PA14_19210,233,257,283,227,178,256
PA14_19230,513,475,547,682,512,728
PA14_19270,19,11,15,8,6,13
PA14_19290,678,752,758,686,598,877
PA14_19310,4295,4570,4255,1821,1410,1343
PA14_19320,116,136,131,69,56,87
PA14_19330,58,61,64,52,43,74
PA14_19340,191,196,228,128,107,163
PA14_19350,830,844,817,390,293,439
PA14_19360,1339,1474,1484,571,503,600
PA14_19370,2143,2281,2348,752,621,697
PA14_19380,2827,2826,2763,1118,825,864
PA14_19390,90,114,115,115,97,122
PA14_19410,1901,1990,2080,1375,1001,1169
PA14_19430,418,436,450,351,312,374
PA14_19450,191,207,195,142,123,157
PA14_19480,38,36,45,36,24,29
PA14_19490,735,713,785,2032,1352,1783
PA14_19500,35,16,27,79,47,70
PA14_19510,13,19,13,14,7,15
PA14_19520,3,11,7,9,8,8
PA14_19530,131,152,124,345,249,377
PA14_19540,161,170,170,201,139,239
PA14_19570,94,137,101,93,52,92
PA14_19590,196,231,229,94,80,108
PA14_19600,912,935,993,970,766,1045
PA14_19610,904,850,907,873,761,981
PA14_19640,320,316,331,321,321,425
PA14_19650,61,64,62,189,212,257
PA14_19660,970,1161,1187,822,719,907
PA14_19670,100,114,103,78,54,78
PA14_19680,108,139,139,747,623,438
PA14_19690,155,175,177,1155,877,836
PA14_19700,226,271,242,673,523,724
PA14_19710,70,66,53,65,74,97
PA14_19720,20,18,14,31,23,33
PA14_19730,347,473,399,314,305,377
PA14_19740,149,179,183,90,88,112
PA14_19750,13,14,20,12,15,6
PA14_19770,73,62,76,51,31,55
PA14_19800,274,231,266,171,166,199
PA14_19810,20,22,15,12,10,14
PA14_19830,44,37,52,38,28,29
PA14_19850,85,95,86,45,43,61
PA14_19860,291,329,388,135,144,156
PA14_19900,176,206,165,52,43,43
PA14_19910,205,218,238,113,65,105
PA14_19920,196,215,190,103,95,141
PA14_19930,45,49,43,27,19,37
PA14_19940,160,185,166,68,56,95
PA14_19950,556,525,523,301,274,319
PA14_19960,27,21,32,12,14,25
PA14_19970,4,7,9,14,10,16
PA14_19990,11,21,15,11,17,20
PA14_20000,14,9,9,6,1,5
PA14_20050,4,7,2,3,2,4
PA14_20060,170,171,191,86,69,73
PA14_20070,31,24,22,55,29,74
PA14_20080,193,202,188,145,153,209
PA14_20100,106,107,114,99,92,124
PA14_20110,148,160,172,186,112,162
PA14_20120,131,178,154,78,68,108
PA14_20130,214,188,173,124,126,159
PA14_20240,27,30,29,30,21,25
PA14_20250,29,26,22,13,12,10
PA14_20260,47,61,46,44,42,68
PA14_20280,385,392,455,401,323,504
PA14_20290,5429,5614,6093,3929,3328,4057
PA14_20460,195,206,278,130,95,139
PA14_20470,241,215,264,127,105,120
PA14_20480,419,445,474,236,217,287
PA14_20491,49,49,49,25,19,33
PA14_20500,39,31,42,54,45,86
PA14_20510,880,887,856,690,575,762
PA14_20520,929,1053,1010,703,572,660
PA14_20530,586,560,548,430,318,437
PA14_20550,46,40,41,40,25,35
PA14_20570,296,311,337,89,104,139
PA14_20600,317,307,317,244,194,306
PA14_20620,28,23,20,20,14,29
PA14_20630,31,37,32,19,22,21
PA14_20640,70,76,57,40,49,55
PA14_20670,2778,3190,3122,1118,889,1124
PA14_20680,416,518,469,212,207,233
PA14_20690,234,230,200,97,100,116
PA14_20700,2138,2157,2195,1475,1187,1545
PA14_20750,9091,9216,9586,6490,5205,6593
PA14_20760,3600,3643,3653,2636,2047,2752
PA14_20770,978,1025,1073,625,511,653
PA14_20780,1178,1214,1228,740,559,729
PA14_20800,241,201,238,224,188,267
PA14_20820,846,798,856,592,504,567
PA14_20840,463,447,468,240,182,241
PA14_20850,1103,1306,1222,1363,1123,1241
PA14_20860,584,629,607,494,411,539
PA14_20870,226,244,251,224,182,292
PA14_20880,114,103,109,96,72,103
PA14_20900,400,428,476,119,128,145
PA14_20920,924,940,902,284,298,316
PA14_20940,657,701,683,207,163,223
PA14_20960,1007,1030,1126,362,326,423
PA14_20980,718,776,727,193,168,242
PA14_21000,1026,1127,1162,305,255,435
PA14_21010,634,736,668,126,161,184
PA14_21020,4372,4912,4801,1461,1254,1875
PA14_21030,3423,3464,3710,2193,1828,2486
PA14_21040,44,50,59,35,26,38
PA14_21050,141,175,170,85,65,78
PA14_21060,94,108,127,66,56,67
PA14_21070,242,270,227,203,174,261
PA14_21080,75,90,79,43,32,50
PA14_21090,8,5,10,6,9,7
PA14_21120,38,45,41,23,17,38
PA14_21130,213,229,262,130,110,167
PA14_21140,91,88,96,75,59,99
PA14_21150,123,117,102,108,79,157
PA14_21160,113,128,121,96,79,121
PA14_21175,874,884,933,826,744,996
PA14_21180,140,148,148,101,75,114
PA14_21190,258,235,250,151,117,138
PA14_21210,289,285,293,359,307,407
PA14_21220,25054,30561,25978,7794,7048,7259
PA14_21240,110,126,115,46,47,61
PA14_21260,13546,14653,15171,8330,6816,6032
PA14_21280,438,508,440,434,337,419
PA14_21290,193,200,187,147,121,168
PA14_21300,141,151,162,151,109,177
PA14_21320,391,397,418,305,261,324
PA14_21380,17,16,26,18,20,31
PA14_21440,506,529,578,483,416,616
PA14_21450,127,138,146,125,124,146
PA14_21460,30,34,24,24,25,27
PA14_21470,22,27,21,20,16,25
PA14_21480,74,62,76,55,32,58
PA14_21490,1069,1032,1072,592,480,563
PA14_21510,107,93,111,50,21,43
PA14_21520,144,148,149,99,96,117
PA14_21530,32,43,29,31,18,23
PA14_21540,1324,1304,1468,1458,1228,1863
PA14_21550,387,386,432,485,359,554
PA14_21560,120,138,149,115,127,163
PA14_21570,887,805,764,1968,1166,1678
PA14_21580,1129,1015,1141,2806,1697,2422
PA14_21590,429,418,424,1142,702,979
PA14_21600,342,317,306,854,550,837
PA14_21630,848,802,870,504,407,332
PA14_21640,712,667,667,390,353,438
PA14_21650,116,123,101,92,96,151
PA14_21660,31,37,21,26,21,38
PA14_21670,27,34,35,12,17,19
PA14_21680,76,86,93,65,38,58
PA14_21690,1694,1960,1779,660,539,685
PA14_21700,1146,1294,1316,845,673,944
PA14_21710,350,367,376,266,214,348
PA14_21720,168,186,206,140,141,200
PA14_21730,237,236,260,199,143,201
PA14_21750,570,560,584,540,483,593
PA14_21770,82,61,71,83,77,123
PA14_21780,261,305,270,214,199,282
PA14_21800,0,0,1,0,0,1
PA14_21810,109,120,101,277,303,536
PA14_21820,3979,4024,4492,3844,3280,4891
PA14_21830,490,547,568,339,294,381
PA14_21840,185,178,172,149,112,169
PA14_21850,281,292,271,148,142,170
PA14_21860,204,246,245,112,96,138
PA14_21870,233,216,226,253,212,290
PA14_21890,821,852,909,488,460,545
PA14_21900,486,503,540,407,304,427
PA14_21910,152,181,193,148,114,150
PA14_21920,36,29,20,21,15,26
PA14_21930,29,30,26,17,18,28
PA14_21940,48,39,43,24,16,37
PA14_21960,127,125,130,73,57,83
PA14_21970,51,45,47,16,17,22
PA14_21980,98,131,111,58,60,68
PA14_21990,1901,1885,1950,1669,1356,1842
PA14_22060,445,490,494,340,294,352
PA14_22075,915,991,1022,641,541,668
PA14_22080,1351,1435,1272,358,254,208
PA14_22090,89,80,100,90,75,105
PA14_22100,52,51,57,50,37,48
PA14_22110,71,63,67,54,42,52
PA14_22120,182,163,156,119,89,108
PA14_22130,15,25,28,18,16,22
PA14_22140,49,53,43,57,31,45
PA14_22160,18,25,16,24,24,20
PA14_22180,45,45,70,61,53,75
PA14_22190,177,180,184,181,167,218
PA14_22210,44,47,53,36,23,36
PA14_22220,37,28,41,31,11,37
PA14_22230,38,45,38,41,43,43
PA14_22240,39,26,45,40,32,34
PA14_22250,33,20,37,29,24,37
PA14_22260,10,11,10,12,16,10
PA14_22270,941,924,1056,938,694,1011
PA14_22280,113,131,139,103,75,124
PA14_22310,811,826,943,728,636,834
PA14_22320,2,2,5,0,0,0
PA14_22330,116,117,105,69,55,76
PA14_22340,210,203,273,70,50,83
PA14_22370,336,404,470,131,120,156
PA14_22380,77,100,100,30,24,44
PA14_22400,80,73,84,44,32,32
PA14_22410,430,469,456,354,274,400
PA14_22420,118,111,120,78,49,72
PA14_22440,2118,2136,2203,1955,1592,2149
PA14_22460,476,549,548,313,287,318
PA14_22470,941,1078,1029,553,429,584
PA14_22480,265,269,319,207,173,235
PA14_22500,68,64,64,50,55,64
PA14_22510,45,42,35,29,28,41
PA14_22520,102,79,72,72,50,64
PA14_22530,58,50,40,52,29,32
PA14_22540,45,32,41,45,17,33
