,High-Mg-Rep1,High-Mg-Rep2,High-Mg-Rep3,0point75percent-DNA-Rep1,0point75percent-DNA-Rep2,0point75percent-DNA-Rep3
PA4399,34.8906392,56.8965583,69.5247201,72.95961822,35.7220345,55.8670446
PA4400,85.2391566,72.6593275,84.9257658,79.57282051,81.8158939,62.5557678
PA4401,142.9364158,98.8858279,179.3322381,156.5632778,105.6917272,173.7719826
PA4404,76.5215156,58.3408039,72.6096915,120.8266776,83.9409821,78.7670913
PA4405,153.0430311,136.1285424,118.5958294,167.6334085,195.8622916,142.9476842
PA4406.1,681.4058766,713.0542696,678.9006155,502.9002256,707.9022824,449.2641502
PA4420,382.4451117,492.779543,487.8723794,470.8683641,570.8699658,372.0021626
PA4421,863.8876361,1057.384423,1051.980675,1065.354425,1309.700218,803.9463741
PA4422,75.349808,88.1869238,118.5359628,120.8382168,100.4918895,111.1254082
PA4423,115.0141567,123.7532203,134.9220086,118.036086,135.3230378,105.4471229
PA4424,115.7944627,182.22498,133.1177677,167.6334085,177.830525,121.2300088
PA4425,272.0764997,236.9644997,242.8390793,370.8254189,287.2646943,258.667238
PA4426,290.7553268,243.1034764,196.9867071,291.8384729,415.2686514,325.8910934
PA4429,1294.317946,1093.896282,1251.000999,1206.189813,1158.964456,1191.15246
PA4430,1419.562505,976.0371561,1400.504356,1237.333723,1352.419427,1194.330934
PA4431,725.5373327,630.2247332,756.7543403,726.411437,700.7517543,703.3933666
PA4434,110.2853442,72.1297672,93.7210642,104.6497579,57.2868899,70.1163703
PA4435,173.3419323,133.2776828,125.8694704,157.9791285,151.1523653,152.8909412
PA4436,67.3389337,49.9137989,41.0002725,53.64269073,25.8538225,35.941132
PA4437,34.9631016,34.2088341,24.3841892,53.26669056,48.3249018,41.9873038
PA4438,206.0140894,73.8450723,156.2401416,214.9381786,186.5252947,199.3994311
PA4440,85.5097571,118.8423783,101.1695035,186.7915124,172.3588166,141.1973044
PA4441,248.5665337,241.1941959,277.6711558,310.5155755,347.0311743,217.094086
PA4445,137.5169265,82.8608519,145.8507716,147.0933466,126.0331268,170.4717724
PA4451,476.9841136,411.7888407,223.6378498,515.4727312,614.0282841,438.0325465
PA4451.1,54.3055917,48.3036763,0,0,41.6997137,0
PA4452,152.5477462,155.0719965,162.8430945,166.0058997,175.7055897,209.3658176
PA4453,639.0963614,628.5441339,543.5642183,656.5641834,610.4374754,707.1750513
PA4454,333.8533632,454.910572,396.3202402,483.8027487,490.8953637,420.8297104
PA4455,329.1000519,292.7275422,269.0380148,268.465534,333.7022201,300.6354088
PA4456,345.008117,244.0230167,231.9207331,353.8927513,344.7176332,452.5920328
PA4457,253.9796683,228.9623801,266.7240411,366.0252407,324.1610771,370.9520507
PA4458,268.1087175,299.4827932,223.6378498,290.5645748,387.8073373,324.468553
PA4459,564.0957796,689.9080053,591.2937914,547.6609787,717.409734,569.2247349
PA4460,446.3755074,538.8421469,508.2678405,560.0479785,558.207531,689.2120487
PA4461,375.6510764,466.1371299,512.8884572,432.244822,559.0978141,456.690004
PA4463,2059.394574,2093.471953,1975.829547,1435.46278,1907.660688,1578.967208
PA4465,320.661589,417.3976212,315.5865128,438.0663986,459.4233264,341.2529086
PA4466,147.9976565,274.2516421,307.1948486,276.3188053,416.6916445,227.1005595
PA4467,28.8698537,25.6791248,35.9546382,19.40451031,19.3972945,20.2241097
PA4469,22.4463112,39.9310391,74.5459499,33.52668171,34.4717633,65.8920754
PA4471,17.0047812,15.1253936,8.4711307,0,19.5862292,6.8070326
PA4473,290.3502945,248.3273576,194.7095707,275.2190289,261.5394978,259.276823
PA4474,230.9963422,284.332243,285.9402861,330.3876742,193.5005425,265.2619931
PA4475,154.6653954,172.8463706,217.3159318,302.0955419,146.1700211,177.8006531
PA4476,151.1654476,168.0730894,140.1020202,147.2863621,162.6408567,170.9807181
PA4478,244.4647758,217.4462525,243.565975,224.064457,196.2501377,226.8561551
PA4485,8.9072664,15.8456504,35.4980714,39.91271632,34.1981779,71.3117699
PA4486,60.9008444,85.1243081,104.0176046,93.56283267,73.4863171,125.3760419
PA4487,93.5262968,136.1285424,224.4849629,72.38715368,110.9886319,122.5265864
PA4488,59.1766387,110.7178811,111.8189249,60.34802707,57.9752383,78.4170153
PA4489,83.6003022,93.4444224,129.7305918,68.29099965,65.8985587,70.4844217
PA4490,57.9599586,56.2409001,94.4948661,56.66481415,101.1495402,54.8397554
PA4491,114.1337859,120.1315159,166.7807694,117.6275104,67.1907251,111.1738406
PA4492,87.2912103,122.0115083,132.5261332,100.5800451,98.946728,73.2134171
PA4495,137.3297522,193.7582066,202.8782182,110.3409778,159.9955259,140.2765701
PA4496,79.2713594,152.1535876,141.3324701,91.6063608,132.9533622,101.8777441
PA4497,33.6905234,54.3152033,35.6645727,30.19288409,33.9543635,42.1448546
PA4498,91.2226934,39.3409252,55.0832142,54.50150228,50.9434926,66.3937168
PA4499,107.4557452,212.3991441,95.1650425,144.4500648,233.784565,143.3821756
PA4500,109.2891558,127.1212855,117.263292,137.4970654,135.5631142,111.0540596
PA4502,59.0692401,151.9931469,107.194834,115.3267435,106.9143035,109.7825931
PA4503,223.130987,343.6202177,315.2165539,235.7811147,311.9848015,234.6305354
PA4504,25.8427925,29.554223,51.4955575,33.08554116,34.0181875,29.556852
PA4505,27.6262292,36.8594207,34.405823,24.75816495,23.8650669,2.7647025
PA4506,38.1033061,33.8920857,34.5120139,24.83457904,50.5373073,19.4126485
PA4507,42.5522488,23.6558288,26.4973756,28.6009607,16.3373286,17.0337119
PA4508,28.4130522,12.6364048,7.0771471,38.19495384,5.4543929,56.8688798
PA4509,36.2037278,32.2024509,39.677683,25.95614068,38.9197328,43.4771758
PA4510,29.7959884,35.3372027,39.5819203,26.70266685,45.7589779,19.8789447
PA4511,53.4435982,87.1510774,39.9353303,63.86034611,82.0756269,60.6150044
PA4513,17.1446561,24.6343073,38.1051565,14.18285008,14.177576,24.2845487
PA4514,55.0738405,75.4664864,66.7354326,57.35997268,65.1488896,44.0922376
PA4515,4.9441214,52.7722984,44.3334945,62.03174589,56.9467456,43.541019
PA4516,12.3784805,25.6909259,41.1098989,22.18677466,34.8519666,19.8204772
PA4517,141.9234321,107.9666199,68.8402699,90.37142157,78.866347,95.6835461
PA4518,86.9399379,140.6022503,149.6168714,92.080323,60.6897241,75.9319691
PA4520,133.2125296,201.4325414,164.2444149,146.2439825,148.3206434,138.6453164
PA4521,56.3169099,78.7171022,88.172629,82.91544938,49.4218829,57.9695678
PA4523,240.2829859,702.2446703,397.0166616,303.6126362,466.4231273,388.3267256
PA4530,184.2607638,178.7956974,283.7196602,285.2269936,475.9161353,335.2717539
PA4531,144.297715,142.6108539,239.6119819,287.3715575,270.8495689,320.9029645
PA4532,102.4722904,69.4452854,82.6487706,83.08786336,131.1425778,101.5727644
PA4533,85.7820811,69.9429029,92.5889187,57.65735071,60.3804771,108.7390937
PA4534,205.4943986,182.7829254,188.9897322,233.7423584,236.6899242,246.7788994
PA4535,85.5097571,114.0886831,106.4942142,91.0009932,90.2831896,98.4102424
PA4536,7.4821037,79.8620782,37.272975,73.75869975,68.9435266,77.8724527
PA4537,196.8974669,210.1633637,176.5561972,264.6843293,272.1454999,126.1092352
PA4539,86.3319663,117.9282061,110.5901455,129.8698385,97.0702126,155.5145135
PA4540,10.277615,14.6267542,34.8154162,22.10550442,22.0972842,13.1652498
PA4541,48.2801476,55.6162216,47.3140726,34.75615099,34.034181,48.7917342
PA4543,41.567243,78.0545003,46.0160185,66.22554411,63.8365987,66.5576519
PA4548,101.4696261,82.0500803,64.334176,74.40167721,68.4713107,78.7750839
PA4558,328.2963887,339.5496522,273.8422651,390.0042566,345.8901421,385.0835574
PA4562,65.632489,72.0004116,93.727364,96.0706084,58.7968673,98.0849607
PA4564,521.3336802,405.7508811,346.277961,382.853075,455.9168697,428.9748015
PA4570,104.7494524,26.6206927,29.81838,0,68.9435266,83.8626414
PA4571,102.9342675,97.4648144,163.7584847,86.29648842,136.408235,136.9059393
PA4573,11.0030937,107.6572132,65.7758382,69.02552116,84.489616,70.4728079
PA4574,420.0076641,391.96112,322.4226669,394.9155146,475.8372237,413.4332671
PA4575,265.8115803,192.64975,176.5561972,176.4562195,143.6323472,126.1092352
PA4576,294.9851415,264.8238229,256.9921502,244.6873958,257.0632717,247.1502049
PA4577,82.3717843,137.3774281,184.6551053,64.59268953,126.5018837,74.1904101
PA4578,722.964012,753.3002774,864.3671496,635.5671563,629.1625513,496.1199205
PA4579,85.2162058,69.3471196,70.451342,94.24301481,107.2021719,95.8043099
PA4580,145.5976945,161.8825909,151.1066553,130.4822207,172.3588166,111.7089238
PA4582,41.1319839,44.4258943,55.6167428,52.65970949,56.4001363,49.3955348
PA4583,77.592187,66.5517318,82.8288333,67.05336341,65.9644854,79.8691823
PA4584,99.3932601,143.6633325,165.0463836,92.78601948,82.6813511,79.574462
PA4586,80.1653972,7.9228252,62.1216249,127.7206922,54.7170846,114.0988318
PA4589,38.7005366,55.937878,57.837375,28.17975402,39.0036115,38.7296681
PA4591,28.9799793,25.7770792,36.7480035,23.61033923,24.2758897,25.3106564
PA4592,36.3503016,44.4576346,40.7437378,26.46843293,43.6130609,45.47208
PA4593,14.0994417,22.5740799,28.0952073,40.43418899,17.3224941,24.8336967
PA4594,44.1084718,39.2335537,83.0096822,79.05855075,94.0823235,43.1607481
PA4595,511.6141208,397.5116955,463.3937429,496.5573399,419.2511755,385.3148388
PA4596,25.9494928,46.163051,19.390565,34.88325264,29.8888121,41.5504416
PA4603,61.8599128,23.5813223,35.218559,15.83937718,13.5715604,28.300104
PA4604,117.2568497,151.9763428,143.5287693,138.1099127,87.4656681,104.6047872
PA4605,313.5881716,322.9716397,345.3231504,221.8677466,177.4281935,132.1365148
PA4606,307.8630495,389.7478054,261.2895052,337.2132137,276.4245172,256.9086723
PA4607,810.1922988,1317.251733,1124.805753,493.9730027,535.4341935,425.3388405
PA4608,195.9598599,340.6814843,346.1061961,263.4239277,225.7079741,199.6729557
PA4610,92.8812878,213.4245193,115.6747499,131.7945419,65.3774822,92.9512035
PA4611,1122.315561,1268.397712,1473.378775,970.3016117,1358.593025,877.3864581
PA4612,36.5972466,21.7016517,36.4626929,32.7978408,28.101981,14.6499179
PA4615,268.6624124,358.4543085,280.6266455,349.5059483,296.1377351,374.6758936
PA4616,77.517291,86.936947,164.538358,90.61265326,59.523315,121.4227433
PA4617,41.899781,63.8896626,47.709408,61.68909434,27.5774107,67.0901131
PA4618,117.7738552,123.2439478,79.3776319,248.3457904,210.1288042,293.9629625
PA4619,129.4979494,110.386286,102.1422872,323.9837992,225.8066227,295.9095605
PA4620,261.873631,232.9310614,111.8189249,508.4880059,464.4112558,609.0025148
PA4621,120.0782539,135.3594546,75.8094406,312.1817078,222.7518604,302.6822029
PA4622,22.2240705,27.1807816,8.3033855,62.24012693,40.5299197,57.8260787
PA4623,0,0,17.2029115,15.4738531,53.033482,55.2940493
PA4624,53.2557472,87.7219664,88.4332447,60.1005542,74.2142532,72.6402492
PA4625,68.224287,46.7869484,55.0014201,59.27455095,62.7849982,57.9561178
PA4627,33.70317,41.9695606,33.5792567,33.22463953,25.8797022,56.6639469
PA4629,46.5208523,46.5517295,34.7623601,46.90261171,62.5135604,41.9002834
PA4630,151.6642651,182.1179148,211.5493174,101.9392349,215.4485207,97.1381946
PA4631,88.6038601,84.6491326,114.4345723,114.6965427,125.993287,128.7365109
PA4632,147.457519,65.5801737,69.3767052,95.44091873,75.4856131,75.4239084
PA4633,166.8519629,284.2216317,202.3091348,122.7274043,158.3380433,139.8830875
PA4634,93.070071,97.3927783,109.0916341,68.6888113,126.1162073,87.6612976
PA4635,4.7758109,25.4878973,9.5165042,4.28000192,18.3360443,0
PA4636,89.9012465,131.555749,150.247651,145.5421842,118.0234791,160.2027202
PA4637,24.1358185,64.4049018,132.2589434,64.89035169,74.1328243,86.9543517
PA4638,315.6512517,239.1702862,139.7736561,188.5875846,170.5634122,233.9917449
PA4639,200.4134931,183.3568122,216.7917932,169.3439535,175.8763435,220.0477471
PA4641,56.9290502,151.9115618,121.5423097,138.4797723,99.9181545,110.6882689
PA4642,196.6944798,123.4980591,265.137657,290.3341509,213.227402,138.9476753
PA4643,62.3508645,61.6219739,27.6096111,99.33831617,58.5168822,72.1041229
PA4644,49.7228413,6.3182024,28.3085886,12.73165128,49.0895364,45.4951038
PA4645,150.8488658,53.6707515,108.2118628,205.4861137,129.7324426,125.6007302
PA4648,0,16.36518,24.4412951,16.48853199,23.5462864,24.5499536
PA4649,31.525718,11.216584,0,0,9.6830796,15.1437354
PA4650,18.6019154,22.0613476,30.8892058,5.55690857,4.7612933,34.7497133
PA4651,21.3367977,3.7957261,0,7.648672633,0,3.4164574
PA4652,26.9582752,30.2890309,16.9636801,30.51733354,18.521491,42.0297688
PA4653,14.2065261,28.4319107,17.6928679,155.9627282,73.6343046,96.6770956
PA4654,31.8561186,19.6167768,43.9463024,105.411401,73.3842123,92.2070527
PA4656,124.7017291,55.4597765,58.4674117,108.4686761,87.3059365,108.6455788
PA4657,68.4338757,103.4798269,78.409612,88.92747892,94.5871554,76.7036354
PA4658,70.364612,31.2939178,52.5794318,78.82448677,70.2402701,45.0672502
PA4659,41.1515706,39.9310391,82.0005449,73.75869975,54.5802919,74.8773584
PA4667,79.7584663,133.4412897,147.5782765,156.5713054,134.1540704,152.0352454
PA4668,92.6182745,101.7659977,92.2777536,83.00294986,108.770127,104.6829088
PA4671,1363.202804,886.2742824,1178.189648,1265.836665,1114.026497,1525.306578
PA4672,299.2841497,220.1326514,235.1064575,366.2145233,198.8755576,294.9015961
PA4673,244.6464439,198.5671563,277.2621844,268.5788671,227.7766377,257.0721296
PA4674,660.1856244,871.0447254,570.0572642,670.5336341,599.8762734,334.7458374
PA4675,70.9943895,53.7429867,81.2681285,59.56288002,69.5930619,67.7221868
PA4676,181.8566882,212.59581,248.4864998,298.0149485,235.3974578,228.7919284
PA4677,24.4572398,53.1769286,43.3196804,75.49591764,41.7333696,43.5122664
PA4679,33.5735424,29.8629566,57.3430384,64.4743879,25.7801649,57.597968
PA4680,31.3495967,44.6156861,81.2092751,16.8569908,14.4434763,50.1971118
PA4681,16.5046406,35.2332698,46.0430867,29.58236621,30.4162618,34.3554938
PA4682,51.4528624,91.5324678,38.4477679,25.93754745,56.7944525,77.2373897
PA4683,201.0117424,446.9892436,283.7196602,270.2150466,424.4657423,326.3311738
PA4684,51.839056,39.1932832,59.3957338,67.36307872,51.7474507,76.7795545
PA4685,72.5635061,30.1203959,57.837375,78.0362419,33.431667,77.4593362
PA4686,120.6282268,103.0885625,88.3711208,111.2845599,98.983725,135.3946754
PA4689,125.5125335,166.1629715,154.1327183,151.7202241,154.6522542,154.2337265
PA4690,234.4076806,383.8307951,286.6244594,279.3006,310.900397,326.2851977
PA4691,138.2162022,191.7870104,154.2329999,123.8670506,144.3398957,146.0661769
PA4692,156.0616313,121.0926481,142.2548453,136.8840851,109.6365253,143.5518587
PA4697,133.785961,198.3329756,229.5620313,173.1841837,199.7535954,196.367112
PA4698,234.665981,326.7085017,335.4567747,384.0328995,289.8761915,277.7269292
PA4699,107.9149578,115.1856897,68.8116461,162.4754575,112.6961493,114.0439766
PA4701,271.423725,159.0343688,255.4021509,208.4960628,188.5691467,220.7516746
PA4702,87.0762074,163.5107204,173.5121249,43.35346772,89.151112,61.967469
PA4703,172.6639325,427.8325617,159.7413213,121.5802743,208.3458222,148.1090605
PA4705,34.1244596,50.5883097,75.5533276,84.94936243,69.8751959,66.7825088
PA4706,26.304271,27.2966088,43.6792675,27.50235609,40.3965976,28.0790094
PA4707,30.7952441,33.4787675,37.5002492,24.53171832,36.7838938,35.6124022
PA4709,60.0675934,44.9927201,47.2474331,45.33185132,33.9862455,25.3106564
PA4711,9.6751342,103.2699287,67.4769374,78.0362419,44.575556,61.967469
PA4712,59.0692401,64.2165833,58.8520657,76.46436179,70.5562407,47.2909632
PA4713,14.9642075,53.2413855,67.0913549,13.41067268,34.4717633,47.9215094
PA4714,187.0525936,346.0690055,290.7292048,127.4013905,91.9247022,185.6958488
PA4715,92.6182745,162.3409963,203.5538682,166.0058997,181.9807894,130.853636
PA4716,70.8830881,70.0544546,62.7755368,74.11161219,57.4529389,63.0546176
PA4717,139.3479053,170.8458887,183.8633329,138.3819413,144.5963226,129.6534125
PA4718,49.4101191,43.9492569,70.3263679,69.58367901,75.88124,45.2089711
PA4719,88.3303914,76.2571927,116.4780468,104.7708803,91.7651107,89.4368447
PA4721,109.3782115,76.1396932,75.8094406,68.1898611,69.381727,64.7244962
PA4722,120.5556358,102.1254197,102.9534858,82.31614946,92.5712314,110.3052645
PA4724,41.9913986,30.5594687,41.8370127,71.84288937,64.4879926,79.4616864
PA4724.1,190.2229765,169.1993182,246.380682,221.6170486,379.7736637,274.1272781
PA4726.1,0,0,109.9858278,49.46559596,0,0
PA4726.2,439.8263687,661.0205796,710.2012798,733.9624914,675.4602272,983.5242208
PA4734,61.0783979,81.4919165,83.6740254,41.05307964,99.6632613,106.9676548
PA4735,130.8852859,198.0051525,128.3504648,130.2276066,136.9057634,140.2661259
PA4736,160.3307945,213.9162809,136.9211325,133.4225088,149.4948919,119.1925297
PA4737,436.4560517,526.867877,574.6250308,684.5030848,658.3149245,436.7845905
PA4738,595.1673432,363.0094463,321.9029656,579.0972295,509.2419581,462.8782154
PA4739,448.9262246,190.9745348,204.1910803,367.335817,209.8281245,304.7182932
PA4746,1078.303187,1226.639763,877.0111757,1018.94817,1520.813088,1239.146872
PA4753,652.0118976,1026.798148,724.1606565,929.1680359,1190.096591,984.1024244
PA4754,247.5696091,293.6105816,328.8791909,207.0765635,361.1931083,336.9481127
PA4757,408.5849279,427.8325617,510.141639,449.5974367,512.3107682,554.8515773
PA4758.1,424.6599422,674.5107955,574.2052901,1060.168043,815.210619,558.5446192
PA4766,77.0216562,88.0831745,76.7384779,177.4941973,126.734424,158.5638177
PA4767,332.8246148,330.4637718,424.1407496,416.1932902,427.9253377,247.869876
PA4769,143.5519904,166.3793296,177.6967411,202.7194708,210.43809,243.7867482
PA4772,37.0519514,60.5982223,52.3965143,31.06305973,44.9711502,44.97426
PA4773,13.9418082,31.0023595,34.7263742,37.48324663,26.7637914,117.1993435
PA4774,16.0330794,17.1133025,19.1689586,54.60059592,29.5472257,94.9872775
PA4775,15.6420287,27.8265081,27.2729085,14.01812476,24.0221347,31.3076063
PA4779,45.1939152,33.4991939,41.2754421,40.50203159,34.7031174,24.1215651
PA4780,124.2832669,107.1974204,93.8078229,84.37923248,83.8658671,99.5014561
PA4781,37.0307165,78.5445566,28.3804378,38.29189535,37.1840087,45.6105736
PA4782,54.7471006,73.0445837,95.4551798,110.3927324,189.1743109,87.6612976
PA4783,83.134486,67.2239715,52.7092575,88.04987115,72.5415895,90.7604344
PA4784,28.7773221,19.1976149,7.1678798,38.68463274,16.5729631,34.5587808
PA4785,55.325415,39.8373043,36.7480035,28.33240708,16.1839264,18.9829923
PA4786,37.2449854,30.9200524,22.2648302,20.02700013,36.2258575,27.8305226
PA4787,107.5272394,80.6989563,110.4797761,72.27308631,77.4066542,80.7061348
PA4788,7.8483606,27.9238036,7.8195052,7.033569589,0,21.9919514
PA4789,33.0092812,29.3610582,0,39.44315495,50.6937696,35.2364039
PA4790,17.957049,27.9517274,44.72757,32.18561444,37.9189396,28.7529056
PA4791,70.483586,38.5807141,75.626326,48.58939378,41.6325644,56.4293136
PA4792,25.1801568,19.1976149,28.6715192,19.34231637,19.3351237,34.5587808
PA4793,53.7278726,79.649679,83.2694122,85.6000384,82.5121994,81.2498995
PA4794,34.8545205,62.0047191,76.3980232,74.96649326,32.1165497,106.0375013
PA4795,71.2581309,79.2282522,62.1216249,71.84288937,34.1981779,64.1805929
PA4796,43.1659831,83.1896648,57.3430384,77.36926548,66.2918525,69.1175616
PA4797,49.6599806,85.39824,56.0743871,59.33925966,45.7589779,60.9620971
PA4798,13.8557477,57.5138423,27.6096111,57.9473511,53.1971656,70.2552992
PA4799,34.8906392,36.2069007,63.7309935,41.69121041,53.5830518,37.2446964
PA4800,46.2377198,26.1720294,37.6917724,37.67042888,32.2769319,50.479118
PA4801,36.498067,16.2321297,27.2729085,24.53171832,35.0322798,29.2204325
PA4802,18.6276442,12.4266719,18.5591577,20.86722928,42.9109087,18.641666
PA4803,59.9294717,48.4599989,43.4248252,53.70779108,37.6511978,74.1503937
PA4804,60.2100623,62.1244707,59.9886936,36.69229114,36.9868705,61.7015142
PA4805,40.6809479,31.9278031,33.3787836,15.01194703,22.0501684,26.8217403
PA4806,19.6897467,30.6488239,39.2347105,48.52546037,34.0181875,27.5863952
PA4815,22.4463112,66.5517318,52.182165,53.64269073,74.6888205,41.9313207
PA4816,24.5166021,19.3839996,13.5702579,21.97136908,14.6421325,10.9044697
PA4817,20.4057375,30.2507872,47.4383318,12.19152062,31.3379667,21.7825043
PA4818,11.7151938,35.4294188,23.3442432,4.199584347,10.7949154,16.8825777
PA4819,17.2663933,46.0742759,34.405823,24.75816495,23.8650669,30.4117271
PA4820,18.5506704,41.2510734,18.4824669,16.62480085,0,14.8517074
PA4821,34.6088499,24.1873034,27.0926911,33.23129244,13.287574,39.5827445
PA4822,12.111319,25.1364455,22.1224492,19.89892979,24.7998297,12.9284648
PA4823,16.0330794,28.5221708,31.9482643,0,0,38.5083557
PA4824,25.9995883,34.6891266,90.6639932,81.55138794,66.5478056,58.976761
PA4826,76.8709289,54.7000536,45.9529828,68.89044186,35.4161952,36.9258206
PA4827,60.1240479,49.9137989,67.8900615,68.2507449,46.1675402,67.3896225
PA4828,51.6855851,45.9732358,14.7130164,59.55397408,39.6878854,65.0250744
PA4830,6.2350865,33.2758659,6.2121625,16.76334085,0,4.9918239
PA4831,24.00675,16.0151226,53.8165949,69.9219565,32.2596716,33.6347492
PA4832,8.4384629,22.5175032,37.8334708,128.5609599,12.9593095,33.7792594
PA4833,32.6888028,53.3059988,81.4215473,43.94273816,83.6693284,56.7032423
PA4834,23.627696,42.0326727,3.923471,45.87861707,15.1191944,25.221847
PA4835,10.3439222,11.5008753,7.7294188,18.54010048,11.9142039,22.7737588
PA4836,12.7535859,15.1253936,12.706696,3.809850194,19.5862292,17.0175814
PA4837,17.4125122,14.0800561,20.5027648,34.04684179,27.9566487,26.6136732
PA4838,29.1510535,20.7433969,14.5219383,49.63690538,42.5300976,23.3383974
PA4840,27.1527958,24.1518382,18.0353105,64.89035169,69.4995228,57.9695678
PA4841,43.8894354,94.808333,68.7155404,44.95197547,96.2898417,50.1971118
PA4842,276.649214,385.8881929,425.9768568,445.1441773,337.9584639,334.7458374
PA4843,202.5541897,364.0122348,354.1962262,216.7194342,322.180845,230.0100069
PA4844,15.3508207,47.0312391,28.8893879,39.74287497,36.6720886,35.5041578
PA4849,31.0675588,51.813632,23.2150017,38.28306216,20.8739051,31.0909447
PA4851,122.3377152,99.3544812,108.6392398,159.6886972,95.9818054,146.9157648
PA4852,370.7348702,332.7586591,312.2870876,483.2674841,372.6677115,488.3892564
PA4857,34.0095625,50.4179787,50.826784,81.27680414,47.8774491,40.8421955
PA4858,69.1474043,134.8382244,132.4868779,159.6886972,98.0239715,114.977555
PA4859,35.2929422,53.3669548,52.7447759,18.977367,29.8104871,31.0811676
PA4860,37.4105187,41.5948324,24.84865,41.90835213,26.332597,37.4386792
PA4861,54.938524,101.2237879,46.9170314,38.68463274,6.026532,25.1336588
PA4862,62.6184648,94.2578176,47.9909549,30.21718094,44.3842446,30.8507571
PA4863,96.623194,92.5553886,51.8365877,113.2358124,39.9507191,35.7031113
PA4866,12.9747464,28.8519069,25.8540867,34.88325264,9.9629374,36.3566364
PA4869,132.6875541,130.3168148,134.9538749,136.2537557,146.4625412,123.934938
PA4870,50.4411488,67.2995041,288.9702554,237.323702,242.0769896,171.6290012
PA4871,49.2723905,38.9571113,49.0912353,68.6888113,50.4464829,70.1290381
PA4872,85.7324387,93.5883729,100.9476405,125.7250564,74.8085141,74.8773584
PA4873,82.444982,59.1395721,76.8423892,71.50240174,53.0963179,63.8764195
PA4874,161.4842534,215.4552469,176.9795934,195.3713107,179.7987655,109.8919504
PA4875,45.3460833,20.1671915,56.4742045,10.15960052,17.4099815,36.3041738
PA4877,41.2616015,14.6805291,32.8879191,29.58236621,31.683606,19.8204772
PA4878,791.0046946,928.2861487,874.7458332,137.3233088,79.5012992,106.0992827
PA4879,198.4384036,269.1004809,213.914465,51.01886347,64.9468005,54.693027
PA4880,163.9337337,196.2902203,232.4325967,197.7697516,203.3446713,252.39559
PA4881,0,8.7568068,78.469421,149.9877866,128.5131527,149.7547167
PA4882,13.1521355,11.6985466,8.7358535,15.71563205,43.7629808,21.059257
PA4883,0,4.8696389,0,4.906343664,8.4077472,4.3830649
PA4884,26.9787395,4.7994037,26.8795493,24.17789546,12.4297223,12.9595428
PA4886,14.5127012,19.3631116,38.55825,8.670693545,24.1450928,42.6026349
PA4887,53.687077,84.1371553,86.6023564,48.11346122,92.2649702,90.0575062
PA4889,21.4065638,125.1245094,124.9203248,49.33081232,70.4463828,53.8627319
PA4894,41.1319839,15.6797274,58.5439397,52.65970949,13.5360327,51.7477032
PA4895,16.4562399,14.6374777,29.5123262,41.29386017,27.7998091,36.8897249
PA4896,18.809758,16.7308823,24.9874693,22.47598774,4.8144921,10.0394224
PA4897,38.5441708,38.3176638,25.9781341,25.39900129,30.4674676,30.8585477
PA4899,20.6139593,18.3356812,31.9482643,14.36857787,22.8639246,25.6722372
PA4900,15.0646384,4.4665592,10.0061678,13.5006772,5.7838529,18.0911738
PA4902,11.2606913,26.7097251,26.1783436,20.18328665,23.0580357,33.0562251
PA4903,32.7867467,29.1631184,47.7429118,29.38293453,44.5421661,50.479118
PA4906,70.734174,46.1388057,51.6810157,42.26052316,101.3875392,79.2819089
PA4907,163.4869125,94.3252892,110.057997,154.4339275,91.6080324,102.5878768
PA4908,18.0436585,25.6791248,17.9773191,6.468170104,19.3972945,11.5566341
PA4909,75.1340962,87.7146256,56.1433933,42.08370089,46.8758288,56.3929896
PA4910,42.4242996,61.7490295,15.370299,38.01994833,41.4608837,43.2281657
PA4911,18.441805,14.060225,23.6237165,16.52723746,24.2758897,12.6553282
PA4912,58.8755704,45.8225039,87.9886622,16.48853199,73.4644136,23.5679554
PA4913,158.6205994,151.7379486,116.2916819,85.82830517,126.3964655,95.8430187
PA4914,21.5140363,47.8407018,53.5873442,41.77445963,41.3000359,25.836277
PA4915,122.1708822,189.7092725,136.1632665,120.6218253,120.8419747,86.2056672
PA4916,72.5635061,137.6932383,149.4132186,73.70089513,74.2925934,104.5701039
PA4917,83.7548926,134.0967731,111.2626118,80.06371751,64.3129913,71.5246408
PA4918,132.6372936,131.5909243,289.7126691,132.5827867,148.8553416,106.1897082
PA4921,76.5215156,32.4115577,47.1962995,39.18703057,39.1724583,70.0151922
PA4923,80.1653972,50.9324478,39.9353303,133.4225088,52.762903,100.8552174
PA4924,62.888372,120.4815835,134.9538749,95.37762899,89.151112,96.8241703
PA4925,19.7590768,49.2107876,51.1847191,28.33240708,15.172431,9.4914961
PA4926,53.9574789,41.5948324,46.5912187,48.35579092,22.0972842,46.0783744
PA4927,35.1145663,48.0517919,26.9118953,30.258738,21.7781898,27.0315373
PA4928,190.5535779,108.1020778,109.1280952,176.1495443,147.4727842,181.3873976
PA4929,49.4412142,79.1584475,60.7533072,62.03174589,46.8228797,47.4992934
PA4933,1482.230552,1187.60418,1430.511074,1623.153832,998.4924547,1384.972932
PA4936,211.8426963,156.3564784,175.1380752,141.3775735,197.2781636,198.4701065
PA4939,343.7979315,247.6735336,268.9315915,269.9110072,237.8115317,247.9483158
PA4940,181.0186389,289.822058,180.3531047,210.893643,208.4985684,173.9087033
