,HLR1 raw counts,HLR2 raw counts,HLR3 raw counts,HLR4 raw counts,HLR5 raw counts,HLR6 raw counts,HLR11 raw counts (GSM2991338),HLR12 raw counts(GSM2991339),HLR15 raw counts,HLR16 raw counts
PA0998,629,419,3,2,1299,1470,165,195,32,33
PA0997,338,208,1,0,31,40,525,776,239,173
PA0996,260,131,1,1,13,19,57,65,543,507
PA0999,442,375,0,1,132,149,502,760,323,235
PA1001,188,140,7,5,18,9,733,1150,525,348
PA2664,3,19,122,114,11,8,1273,1647,797,593
PA4550,31,9,155,140,136,121,5241,7737,3857,2702
PA4552,67,27,209,247,20,60,790,1090,552,335
PA4551,25,15,132,137,9,7,59,69,446,374
PA3578,19,13,124,115,82,94,1160,1863,935,638
PA0524,40,223,801,822,1912,2029,10,19,170,140
PA0758,39,16,118,142,255,247,1192,1642,6590,6540
PA4553,22,15,100,106,45,39,1381,1884,993,790
PA0523,5,26,91,96,33,53,271,360,189,105
PA4554,364,235,714,691,185,217,1223,1633,915,645
PA0122,286,192,66,70,39,69,124,189,65,55
PA3392,145,150,350,371,7,22,308,428,207,154
PA2662,1,9,39,38,1,8,927,1324,713,534
PA3676,102,69,17,20,487,428,510,700,367,291
PA0519,487,750,1748,1825,130,211,1048,1508,867,599
PA3391,23,36,88,89,350,295,163,182,91,59
PA1002,34,19,0,2,69,97,149,201,861,716
PA4500,288,144,70,95,92,105,212,320,167,103
PA0525,4,10,33,29,82,138,61,92,446,333
PA2633,15,12,42,46,1,0,107,143,620,542
PA2194,148,120,43,62,63,100,483,637,391,254
PA0095,79,39,104,131,2,1,1656,2149,1331,1021
PA3361,49,52,4,8,57,74,660,846,3170,2745
PA0516,50,38,84,96,5,3,544,790,484,319
PA0391,28,16,54,53,94,152,887,1280,5321,5495
PA3280,50,19,8,4,78,84,162,199,118,61
PA2195,167,120,64,64,93,83,488,694,405,309
PA0918,32,38,81,67,17,23,1274,1632,1125,722
PA1003,99,68,36,34,752,842,9,12,115,86
PA4843,140,111,196,202,23,52,326,381,1666,1710
PA1336,1,4,14,16,85,126,1072,1347,892,668
PA1342,410,373,570,581,60,106,1115,1739,1138,733
PA5369,423,183,126,101,44,38,243,305,175,136
PA2400,32,9,0,1,100,83,1329,2002,1254,962
PA0100,79,65,126,113,851,1354,394,514,338,223
PA1639,11,4,19,28,72,73,634,798,533,390
PA4211,126,202,6,7,88,83,69,82,383,298
PA0520,7,7,19,25,1,0,43,69,311,229
PA1656,202,102,79,73,1,1,83,131,47,50
PA4209,33,38,5,8,73,113,155,150,759,516
PA1339,74,56,105,102,18,49,149,211,125,69
PA3393,17,12,29,36,26,23,8,15,107,88
PA0200,42,43,75,69,46,68,81,138,53,48
PA0938,224,104,83,91,15,21,769,1106,753,492
PA3217,16,6,26,27,51,67,901,1236,865,564
PA3479,52,37,20,16,58,54,1382,1847,1267,929
PA3335,41,34,19,6,24,49,139,219,106,90
PA3478,22,15,5,4,179,215,187,234,839,761
PA4919,400,222,402,431,44,48,196,331,192,127
PA2663,3,3,14,11,16,23,296,401,270,170
PA5262,44,46,68,76,28,50,594,756,485,418
PA4556,36,34,12,15,108,162,3302,4678,3246,2412
PA4210,18,10,2,3,25,24,29,53,207,201
PA0266,103,89,131,145,22,30,3,10,83,59
PA4812,172,86,173,186,17,11,1974,2825,2023,1388
PA3326,442,328,233,228,33,47,1831,2454,1777,1266
PA0443,16,5,2,0,2,1,1049,1472,991,779
PA1337,156,167,238,241,177,201,3,9,77,57
PA5368,77,56,33,32,11,17,3970,5439,3848,3023
PA5023,4,2,14,10,14,14,173,251,149,109
PA3577,8,1,15,14,41,48,298,360,264,164
PA1847,124,84,157,132,26,20,59,60,28,18
PA5427,256,205,304,303,126,125,1098,1522,1112,797
PA4501,42,40,20,7,1,1,182,234,834,657
PA0509,59,35,73,70,39,37,800,1241,877,605
PA1183,30,25,45,47,34,46,183,300,173,137
PA1338,34,48,65,83,20,14,327,524,341,246
PA0070,187,124,185,230,18,38,6,6,79,48
PA0099,46,33,55,68,475,706,6,11,87,61
PA2788,67,50,35,23,1,6,831,1109,844,565
PA1658,557,326,273,277,37,53,289,365,272,172
PA3678,39,18,13,9,33,41,1382,1814,1364,1026
PA3814,150,73,148,153,56,65,814,1393,607,697
PA4259,611,282,267,264,3,7,190,348,139,128
PA4296,65,57,32,30,39,38,328,470,322,237
PA5261,58,51,81,78,439,607,47,50,241,181
PA3006,123,81,131,146,56,103,7698,11134,8348,6290
PA5511,21,17,7,5,161,200,2783,4019,2960,2362
PA4589,26,19,9,7,38,99,1468,2017,1488,1214
PA0665,47,38,67,60,0,3,45,44,20,8
PA4935,982,472,476,422,69,105,103,138,74,70
PA3250,34,26,14,11,45,37,58,90,310,257
PA4285,57,33,22,21,29,36,227,339,228,172
PA4141,58,62,16,28,18,18,70,92,363,247
PA4143,14,4,2,0,4,2,207,285,187,154
PA1869,24,15,7,6,4,8,77,94,50,42
PA0901,37,22,39,54,1,3,145,191,128,91
PA4304,103,62,35,56,10,17,111,164,97,75
PA3641,62,29,22,22,56,55,469,649,481,362
PA4615,38,19,46,44,28,51,293,430,326,203
PA1341,22,18,37,31,120,134,233,333,239,165
PA2667,71,36,65,87,92,83,65,79,399,245
PA5300,83,39,33,31,8,5,226,296,231,140
PA2300,9,10,2,1,12,16,10,19,107,68
PA2069,10,7,1,1,91,109,941,1330,1037,756
PA2705,47,25,12,21,82,76,1444,2073,1557,1257
PA2826,24,26,11,6,128,161,183,274,181,141
PA3769,63,32,70,66,2,9,8,12,86,55
PA3438,5,2,13,9,593,671,495,826,307,446
PA4773,90,45,34,39,118,95,1630,2331,1902,1288
PA1657,161,127,88,87,40,41,87,111,389,312
PA1335,8,4,12,17,12,2,290,348,281,189
PA4592,4,4,12,11,153,152,53,45,277,176
PA0024,30,13,35,35,103,126,156,198,127,115
PA5220,40,38,17,21,44,46,793,1210,902,704
PA3187,64,59,91,77,3,3,995,1412,1117,823
PA5266,23,12,4,8,39,53,181,199,615,606
PA2566,11,9,2,2,151,182,39,45,188,152
PA3872,49,41,69,58,19,46,209,287,236,130
PA3327,75,89,24,35,16,26,52,80,46,24
PA0356,26,14,10,5,47,85,27,38,12,10
PA0521,7,2,12,12,2,5,16,20,2,3
PA3334,24,30,10,6,203,244,2220,3562,2426,2412
PA0838,33,20,42,39,51,54,516,800,611,451
PA3742,613,298,296,304,75,85,128,157,530,401
PA3995,1,0,3,8,31,41,36,57,18,24
PA4217,24,57,2,3,8,14,89,124,358,359
PA4561,11,11,19,22,42,44,92,170,43,72
PA4781,9,10,16,21,22,20,158,272,184,133
PA3435,4,7,14,12,128,143,477,734,1909,1698
PA4519,90,47,36,42,60,57,76,110,71,44
PA0715,200,99,89,98,49,43,140,191,123,111
PA2830,136,63,121,132,52,68,38,74,233,185
PA0512,8,3,10,16,77,102,75,123,54,71
PA4498,98,38,32,38,45,69,349,453,404,230
PA3813,53,27,48,64,169,181,102,156,112,63
PA1900,12,27,0,2,11,18,389,607,445,356
PA5217,18,21,33,29,11,12,287,454,352,234
PA4358,45,26,53,48,21,17,93,109,68,61
PA3687,19,13,29,24,46,63,116,136,463,357
PA2634,211,196,229,274,23,40,39,33,6,7
PA0849,11,4,1,1,82,78,113,94,18,21
PA3876,210,155,207,237,94,102,98,116,80,60
PA4262,1394,647,664,675,40,36,127,215,153,84
PA4257,2214,1068,1121,1122,316,361,39,58,31,16
PA2939,21,20,11,6,14,20,237,308,273,149
PA1513,22,15,27,32,57,101,349,503,375,311
PA0015,12,3,1,1,6,8,3134,4087,3546,2642
PA3662,71,53,69,94,41,26,2711,3572,3024,2358
PA4778,41,18,13,15,9,5,219,266,751,721
PA4235,88,50,83,96,367,494,67,110,58,53
PA1846,29,17,6,14,43,60,9,5,86,47
PA5499,10,3,13,15,6,9,33,35,146,129
PA3724,101,144,39,35,36,16,128,180,505,460
PA2462,681,352,361,337,248,238,192,224,180,135
PA5027,17,10,20,26,920,826,654,912,733,591
PA5373,112,80,59,59,33,52,66,99,69,35
PA0265,68,54,73,86,101,108,21,39,8,14
PA0511,8,13,19,19,11,8,47,63,216,178
PA0731,12,8,3,2,150,137,15,17,100,62
PA4261,428,202,192,229,161,214,94,164,98,86
PA0575,15,14,26,22,0,6,224,304,209,209
PA0069,7,8,15,15,11,13,22,32,140,89
PA0141,300,209,288,314,18,34,338,492,380,306
PA3673,29,19,36,35,46,45,48,43,16,14
PA0207,2,1,7,6,183,250,91,158,79,93
PA2127,148,82,58,87,22,17,334,472,374,292
PA5383,31,20,16,8,81,77,136,196,140,110
PA2080,40,16,10,17,132,166,53,65,248,164
PA4022,98,65,82,124,32,36,181,224,201,113
PA4263,1629,729,760,757,1,1,749,974,828,655
PA0133,6,4,9,14,8,11,64,82,50,41
PA3726,9,3,1,0,1637,1899,59,57,35,15
PA4061,27,16,7,12,435,416,33,51,172,139
PA4145,9,3,0,1,72,74,74,89,67,39
PA3559,49,42,50,81,225,261,27,31,119,114
PA5356,13,3,1,2,1059,1294,319,486,364,314
PA2265,34,23,32,49,290,478,55,63,211,192
PA3189,21,16,29,28,33,52,102,202,67,79
PA1048,86,44,40,37,4,4,108,163,496,328
PA3234,16,22,34,27,76,98,1576,2300,1998,1483
PA0899,90,61,87,103,24,34,289,393,332,241
PA3766,5,3,12,8,3,4,1832,2551,7114,7728
PA0527,35,18,34,42,22,32,32,39,25,8
PA3865,15,10,19,23,16,28,174,200,170,126
PA2815,54,47,25,33,82,97,8,24,80,73
PA1340,48,41,60,58,57,57,119,199,482,459
PA0668,199,87,87,95,13,10,1361,1815,1676,1186
PA1843,115,55,55,50,19,28,23,19,98,83
PA0008,116,49,47,54,1541,1712,331,487,388,315
PA1553,110,45,49,38,92,80,141,216,169,115
PA4493,64,41,61,75,19,17,1014,1838,909,1017
PA2622,68,56,35,39,77,112,71,82,58,44
PA4337,3,1,9,5,13,7,4,8,54,34
PA4512,31,16,12,10,4,13,1256,2020,1576,1399
PA1939,393,199,218,184,6,11,313,431,385,254
PA0518,15,21,24,45,62,83,251,367,283,242
PA4920,76,58,78,91,3,5,60,88,267,207
PA3188,29,18,33,35,4,4,312,659,204,202
PA2397,17,12,6,5,5,4,181,250,740,492
PA0622,115,77,94,140,10,28,375,446,435,278
PA4190,9,7,12,18,2,0,154,206,181,109
PA0636,57,47,71,63,8,15,13,20,82,70
PA4521,5,2,10,8,29,40,122,189,126,120
PA4637,12,5,1,3,66,105,37,48,27,19
PA1999,258,130,125,135,546,628,2971,4050,3534,2941
PA3942,17,12,20,26,19,19,1137,1821,1455,1256
PA1366,71,42,27,40,65,57,26,63,178,133
PA3636,86,43,45,33,3,0,3660,5380,4476,3901
PA4918,73,37,74,66,1840,2482,29,58,25,23
PA3342,28,15,8,12,928,1188,110,115,91,77
PA5557,789,396,433,396,91,85,39,42,19,24
PA0306,5,0,7,8,12,12,95,142,88,92
PA2504,5,0,6,9,1,0,705,1220,981,732
PA4682,24,8,6,7,126,238,41,62,192,153
PA3877,275,191,253,286,27,32,8,13,61,52
PA3811,9,9,19,13,2,12,75,93,62,57
PA2455,8,3,0,1,29,39,189,274,199,192
PA4933,494,278,262,275,26,29,50,63,35,36
PA0852,41,47,21,21,1,0,121,191,154,65
PA5308,33,16,33,36,674,704,36,46,30,15
PA4019,16,9,5,4,35,35,228,273,276,151
PA3562,13,10,16,22,3,5,67,112,65,65
PA3857,52,23,57,42,58,85,400,630,527,400
PA1659,59,38,28,29,4,4,8,16,57,64
PA0259,111,77,55,66,9,10,2267,3335,2842,2414
PA2730,120,60,62,53,18,7,2376,3257,2979,2305
PA2732,360,172,195,167,388,558,85,116,96,55
PA1552.1,23,7,6,6,1,1,97,149,126,67
PA0730,56,20,18,22,2,5,41,77,200,180
PA0494,21,21,10,10,24,35,49,75,46,36
PA0621,44,26,37,56,2,2,195,289,239,177
PA5062,3,3,9,7,427,579,10,22,81,63
PA5076,61,26,22,28,7,6,569,832,731,555
PA4639,22,12,20,31,25,21,37,45,161,121
PA4507,26,22,12,12,4166,4708,511,759,688,477
PA4395,177,106,108,81,91,100,83,108,84,59
PA2889,11,9,18,16,128,147,31,54,24,25
PA1669,60,45,34,29,71,101,170,269,201,175
PA0051,11,14,6,2,37,30,50,85,56,37
PA3914,28,13,22,37,4,10,49,77,43,42
PA1872,20,8,4,7,155,191,297,433,355,299
PA1372,200,101,109,93,28,51,192,243,208,165
PA4260,2073,953,1023,1065,501,695,300,437,375,287
PA3906,2,2,6,7,17,24,25,49,150,108
PA3947,16,7,3,5,26,25,53,72,54,31
PA0341,32,16,12,12,1,1,202,283,205,218
PA5418,24,7,4,8,55,62,27,30,129,81
PA0572,64,81,96,102,17,13,181,251,195,178
PA2843,14,12,5,5,16,26,2461,3449,3255,2394
PA2483,17,14,27,20,4,2,14,19,83,60
PA3810,40,29,41,50,8,17,725,927,978,569
PA1556,502,377,471,517,140,158,519,525,435,353
PA4915,73,40,37,32,13,23,261,435,370,261
PA3332,40,58,19,17,99,150,45,83,50,39
PA5344,61,33,54,65,233,278,32,48,149,121
PA4216,5,9,1,1,3,2,14,28,10,6
PA4245,120,45,48,46,13,18,66,91,68,48
PA3743,153,63,63,72,5,6,140,176,168,71
PA4409,72,45,29,43,35,43,103,151,123,85
PA2592,127,69,58,70,5,10,369,491,1184,1060
PA4005,30,21,19,7,9,5,34,47,31,17
PA4396,13,5,17,14,15,23,25,43,22,15
PA4502,90,93,53,51,54,68,13,21,76,67
PA0587,112,100,66,74,5,9,95,148,117,81
PA1288,310,237,289,331,72,99,119,172,161,83
PA2571,19,23,7,11,60,53,233,212,1875,942
PA3875,726,450,636,674,6,4,13,15,76,50
PA2977,33,16,12,13,66,92,60,101,80,41
PA5088,19,10,7,5,369,556,146,244,192,148
PA5140,30,13,10,11,394,447,324,429,390,301
PA5345,35,17,41,30,28,32,369,532,494,343
PA0383,16,5,4,3,236,312,142,249,183,159
PA0872,563,491,548,629,12,22,935,1291,1102,1027
PA1661,42,23,16,20,842,1042,427,627,1410,1299
PA0633,66,41,70,63,1,1,33,33,120,106
PA2777,6,5,9,13,30,44,5,12,52,40
PA3747,19,10,24,20,27,41,91,172,88,97
PA0764,53,32,22,28,3,3,25,32,16,13
PA4965,2,6,8,10,462,442,97,98,83,70
PA2128,10,1,8,14,24,29,30,33,131,86
PA3309,151,142,166,173,10,9,54,93,405,223
PA1614,22,13,30,21,34,35,444,621,553,460
PA0708,5,5,1,0,358,447,35,61,167,135
PA0816,11,3,1,2,0,3,14,22,79,65
PA4508,58,28,62,47,4,0,59,93,51,65
PA0370,30,11,13,6,5,4,1998,2759,2709,1981
PA0496,33,27,20,13,133,119,233,374,344,221
PA1249,81,107,36,46,8,7,32,46,124,129
PA5555,1433,641,695,721,1,2,327,461,436,308
PA3815,15,15,24,21,5,7,48,84,207,184
PA3177,11,9,12,21,10,19,2,4,32,23
PA4258,725,313,346,339,170,187,235,256,234,213
PA3328,6,11,1,2,1603,1832,1302,1862,1747,1376
PA5556,2719,1291,1377,1505,804,1036,72,126,66,85
PA4946,40,17,32,44,41,39,44,51,36,28
PA5055,4,8,13,10,97,140,79,136,84,95
PA5064,1,2,7,4,225,295,204,315,235,245
PA4247,265,127,132,139,19,19,94,164,105,116
PA5531,9,7,11,17,27,20,173,259,211,184
PA4872,15,4,2,4,98,103,11,16,62,54
PA0361,7,10,3,2,34,30,603,806,758,617
PA1559,64,25,64,50,14,8,2043,3313,2763,2597
PA5075,13,9,3,5,6,10,108,160,153,80
PA4359,3,0,6,5,83,108,82,87,81,54
PA0498,52,35,33,19,326,404,81,130,290,290
PA5363,20,7,4,7,37,34,339,489,400,393
PA5161,93,45,35,53,6,8,82,96,75,69
PA4336,54,30,47,59,40,45,652,956,820,761
PA0378,8,2,1,0,41,61,82,126,92,82
PA3599,5,4,9,10,10,12,192,318,296,181
PA4934,321,160,168,169,24,21,553,881,733,677
PA0225,11,6,17,12,11,11,379,546,442,451
PA2711,7,6,15,9,501,585,210,340,281,237
PA0761,38,31,39,50,378,410,15,18,8,4
PA3915,32,15,24,40,1,2,17,30,86,82
PA4847,104,46,50,47,5,5,130,213,190,95
PA0410,27,14,24,33,61,73,12,11,58,45
PA3190,132,78,119,125,1,2,42,71,42,41
PA3858,27,8,24,26,52,75,52,54,36,40
PA3081,17,18,23,27,1370,1977,24,24,10,14
PA3347,19,12,10,4,136,114,76,142,84,88
PA4246,1054,507,546,584,4,10,82,164,72,85
PA4267,925,419,468,469,13,17,286,468,435,294
PA1490,1,3,7,5,2,3,46,74,48,42
PA3052,14,6,3,4,149,197,186,360,732,705
PA4987,6,7,3,0,77,89,391,553,478,446
PA3859,27,10,24,28,23,23,1,5,32,20
PA4346,11,4,1,3,41,44,39,37,136,102
PA3056,6,0,10,5,8,11,6,10,51,31
PA1662,32,28,13,21,295,310,112,173,142,114
PA4673,62,31,28,29,18,11,46,60,41,37
PA2868,4,0,5,7,28249,30841,222,241,251,138
PA1640,20,11,23,22,9,4,155,260,198,191
PA1036,6,1,6,10,144,207,29,38,128,87
PA1552,219,104,98,126,111,122,612,874,847,643
PA2893,5,8,1,2,31,31,1390,1813,1797,1460
PA3011,216,108,119,106,477,498,40,46,127,133
PA5015,1531,772,1179,1320,59,65,44,63,45,35
PA1655,100,58,44,60,17,10,20,19,81,61
PA1831,12,8,16,16,17,23,122,157,132,120
PA2197,29,8,9,7,21,34,28,20,88,76
PA0574,42,21,17,19,13,13,195,253,259,167
PA1668,23,18,9,12,25,29,40,48,163,102
PA0962,246,175,235,236,4,5,33,65,41,31
PA0048,0,2,5,4,91,84,50,89,54,58
PA3329,15,36,5,5,1,0,12,22,80,49
PA2196,20,15,11,6,5,6,17,33,97,73
PA5174,99,68,53,58,5,9,43,39,31,15
PA3001,197,103,116,92,10,19,100,149,320,330
PA0101,1,1,4,5,1,0,25,30,21,11
PA0597,26,15,11,10,18,25,507,756,780,496
PA1164,9,4,2,1,136,121,1783,2997,2686,2257
PA0733,2,0,4,5,14,22,33,70,152,148
PA1154,5,6,2,0,2,5,662,1024,927,791
PA4604,30,21,10,18,24,24,11,24,61,69
PA0291,628,384,533,572,60,63,53,79,63,43
PA1554,279,94,83,117,3,2,102,135,359,261
PA0751,10,3,1,2,102,136,72,93,77,62
PA3027,6,2,8,9,94,99,71,87,79,53
PA3520,6,5,2,0,28,27,1,2,36,15
PA1562,232,174,224,229,5,7,25,39,111,92
PA0848,6,5,1,1,299,343,12,12,6,1
PA0033,12,12,4,6,568,725,68,144,62,68
PA0416,54,24,29,17,38,52,74,125,81,93
PA2801,3,2,8,5,82,112,109,147,337,324
PA0577,74,32,35,32,5,9,11,4,42,33
PA0507,37,21,20,13,250,315,70,62,47,31
PA4266,6536,2758,3173,3011,26,31,185,191,165,165
PA4200,12,5,16,12,926,1178,35,45,35,21
PA3945,35,27,19,17,83,106,49,78,51,51
PA0854,18,11,20,22,50,76,162,268,239,177
PA3046,64,36,32,31,5,16,12,17,4,7
PA5496,74,48,65,80,13,19,52,90,73,45
PA3574,15,12,5,7,28,18,36,67,162,134
PA4421,136,56,53,70,4,3,29,43,26,23
PA1216,4,5,1,0,6,7,2,1,22,16
PA1012,31,21,10,19,115,171,48,69,51,42
PA2709,50,22,44,46,5,4,31,31,119,76
PA4029,16,5,2,6,6,12,27,32,19,18
PA0301,95,65,92,94,12,14,117,240,112,127
PA5181,19,11,9,5,14,11,237,260,651,564
PA0948,4,5,6,12,10,15,139,197,153,165
PA0554,17,7,4,6,4,5,9,19,53,56
PA5171,3361,1934,2791,2885,30,31,174,324,253,199
PA4954,66,35,29,35,28,35,177,274,230,210
PA2398,25,11,8,10,7,8,2,2,23,18
PA4712,9,2,1,1,12,14,754,1188,1016,998
PA4590,23,20,11,12,347,389,1,2,26,12
PA0723,27,19,10,15,9,12,470,566,598,456
PA0634,19,12,22,22,118,153,293,733,222,190
PA5307,33,23,13,19,3,1,28,37,16,27
PA5539,20,7,6,6,0,1,17,29,75,79
PA5255,317,143,158,169,9,12,114,136,129,101
PA5472,11,8,2,5,7,7,53,105,34,60
PA0254,2,4,6,8,1,5,593,1047,927,744
PA2828,23,7,6,8,250,236,121,150,134,118
PA4460,107,50,53,52,3,3,143,196,190,134
PA5415,2,1,5,5,5,15,78,110,286,207
PA3460,4,2,8,6,1,2,37,42,137,97
PA4929,4,2,6,8,20,18,199,240,534,537
PA1943,4,2,6,8,125,138,31,36,126,79
PA5291,48,33,17,33,58,63,109,124,129,85
PA3903,55,24,53,44,111,87,292,431,372,360
PA3476,105,42,51,41,47,38,143,179,437,363
PA1665,13,6,5,2,37,41,130,205,483,349
PA0583,3,0,5,5,31,97,59,95,56,77
PA4784,3,0,4,6,574,730,385,603,570,449
PA1455,62,41,33,33,4,6,585,902,858,694
PA4972,27,14,22,33,17,15,127,161,158,115
PA3892,7,2,1,0,40,59,41,79,56,43
PA1948,10,10,11,20,7,8,258,347,353,257
PA0981,13,7,13,18,27,34,541,841,1658,1573
PA3531,546,234,271,262,71,53,318,565,434,424
PA5007,6,4,14,6,20,32,31,46,114,112
PA0373,30,9,21,34,0,2,200,244,259,180
PA4252,712,337,370,399,17,13,4,5,33,22
PA3161,66,37,67,56,22,23,162,248,557,637
PA0958,1830,1323,1691,1687,27,41,51,56,54,32
PA3331,50,71,25,30,4,2,19,15,68,52
PA5087,25,12,9,10,16,21,68,114,243,227
PA3805,45,14,14,17,21,25,36,69,152,139
PA4802,8,1,1,0,2,8,19,29,87,68
PA1044,8,1,1,0,70,77,34,42,104,117
PA2532,16,7,12,30,8,7,41,70,48,43
PA5527,26,9,23,25,14,19,93,106,98,84
PA3154,58,27,20,33,18,13,121,187,136,162
PA0561,26,18,10,14,17,16,122,201,434,359
PA0985,22,13,25,23,69,87,131,180,382,380
PA0508,30,28,18,16,26,22,38,54,37,35
PA2581,73,38,33,39,12,6,113,153,146,108
PA1140,38,15,27,41,4,4,1195,1972,1413,1646
PA2044,19,9,9,4,12,15,17,24,11,12
PA2591,54,24,22,26,6,10,6,13,41,40
PA5108,24,17,12,10,68,83,43,75,53,46
PA2554,9,8,5,1,390,406,81,94,90,68
PA4067,4488,2770,3702,4020,21,30,133,240,212,130
PA3972,90,70,93,91,4,3,8,14,53,36
PA3085,9,7,9,17,7,8,114,275,120,71
PA0580,8,3,9,11,3,4,35,65,52,29
PA5249,9,2,9,11,12,11,3,2,19,22
PA1555,860,570,713,821,2,4,9,4,35,29
PA0790,4,3,5,10,27,14,36,62,46,33
PA4307,74,38,36,37,5,5,80,114,283,210
PA3734,3,1,10,3,10,13,153,237,195,194
PA3716,138,57,57,72,17,23,969,1446,1586,1010
PA4671,957,395,461,446,11,14,8,14,49,39
PA4044,61,41,57,64,58,77,11,9,3,3
PA3925,14,9,19,15,12,13,13,25,14,7
PA4239,1140,549,617,637,6,11,61,77,66,55
PA4256,1173,536,600,640,12,11,179,216,507,435
PA2182,2,2,6,5,95,107,6,3,28,24
PA0513,2,2,4,7,11,19,23,36,90,87
PA2520,7,5,2,1,4,6,183,270,241,220
PA4997,87,41,36,49,30,35,51,50,46,37
PA4054,25,14,28,24,25,39,7,10,3,1
PA4922,2994,1970,2600,2671,18,29,143,217,525,340
PA0767,105,40,43,49,15,26,50,63,61,35
PA3086,8,4,8,13,3,3,29,38,24,25
PA1271,10,2,9,12,6,6,28,19,82,65
PA2995,47,26,22,23,6,6,58,77,238,138
PA4292,55,20,22,24,71,69,59,71,181,158
PA4046,8,4,2,1,62,72,5,6,30,27
PA4547,34,18,18,12,2,7,854,1280,1273,1039
PA0863,8,4,1,2,27,41,108,154,131,125
PA2553,11,16,22,17,4,8,50,77,199,134
PA2987,14,6,4,4,2,2,167,336,629,560
PA1708,30,30,17,19,27,42,39,48,48,22
PA5206,13,5,13,15,13,25,20,30,10,23
PA3184,23,9,6,10,305,375,135,174,181,127
PA1104,6,2,8,8,104,123,211,253,269,208
PA3874,190,136,176,183,5,4,55,62,178,130
PA4721,6,2,5,11,1,2,14,25,90,48
PA3019,18,7,17,19,8,9,217,301,315,223
PA2593,15,5,3,5,6,7,6,7,37,25
PA3809,32,10,31,24,100,92,41,59,170,100
PA4430,1239,538,584,663,12,18,358,705,420,455
PA0036,26,16,25,30,24,27,50,69,169,143
PA2011,25,17,25,30,169,115,73,113,64,97
PA0892,30,12,13,10,81,80,132,232,194,177
PA3157,153,64,80,61,6,9,9,21,8,7
PA0206,4,6,1,1,376,399,14,16,7,8
PA4284,977,535,543,585,8,12,400,629,635,475
PA4201,14,12,23,14,38,33,117,141,147,108
PA3310,68,52,49,31,25,16,12,27,67,59
PA3933,29,17,14,12,15,16,1,4,26,13
PA0757,23,13,11,8,16,16,107,129,126,105
PA5329,9,6,3,2,4,4,137,196,180,158
PA5552,64,40,58,64,16,15,41,75,53,49
PA4774,71,33,26,42,114,147,156,193,212,144
PA0781,9,6,2,3,8,18,500,703,785,522
PA3459,97,54,46,57,5,3,10,21,54,52
PA1248,10,14,6,4,69,110,48,94,59,63
PA4312,21,12,11,6,24,28,5616,8332,7375,8107
PA3304,0,2,4,4,259,294,264,578,240,311
PA0941,4,5,9,8,3,10,38,68,58,34
PA2193,10,5,3,2,1,1,71,98,228,192
PA1423,4,5,6,11,27,25,34,50,124,105
PA4454,48,23,17,27,287,364,10,15,53,38
PA2373,5,4,8,9,13,15,36,54,116,134
PA0434,6,3,11,6,0,2,67,81,200,172
PA4238,2247,1087,1232,1275,7,14,62,87,73,65
PA4291,33,27,24,8,2,1,45,59,64,26
PA0526,1,6,5,12,0,1,101,154,335,276
PA3135,1,1,3,5,3,4,43,87,37,55
PA4549,11,4,5,0,5,5,174,267,259,202
PA4437,19,11,8,7,15,7,1178,2277,1220,1557
PA0162,31,15,7,19,20,14,334,517,502,417
PA0984,5,0,5,7,0,3,169,251,250,188
PA0839,2,0,6,2,93,106,64,81,75,59
PA5349,17,11,19,20,16,19,5,8,33,27
PA2713,2,0,5,3,4,10,453,694,688,566
PA4625,61,25,27,28,53,71,40,65,61,31
PA0615,12,16,20,19,41,42,36,56,43,35
PA5558,822,362,413,434,77,76,215,329,344,235
PA1616,2,0,3,5,19,12,16,32,18,15
PA0123,11,7,3,4,3,3,183,223,264,130
PA3299,210,93,91,120,4,6,78,90,87,73
PA4932,278,176,148,184,5,9,3594,5228,5545,4353
PA1651,20,17,8,12,9,15,135,214,206,156
PA0430,55,24,25,25,50,51,2,6,28,18
PA0857,26,14,9,13,6,16,67,76,63,70
PA0159,13,8,5,4,20,18,13,10,4,6
PA0499,13,8,5,4,37,26,68,83,71,71
PA2614,68,32,57,60,420,540,165,288,280,201
PA5347,35,19,16,16,46,59,32,43,40,21
PA3076,14,7,5,4,35,52,6,8,27,34
PA4320,36,28,26,13,71,105,66,79,79,57
PA4113,8,2,1,1,18,22,115,181,357,400
PA3666,70,34,61,60,9,15,86,88,102,62
PA1076,160,113,157,143,11,13,24,26,79,68
PA1431,50,25,43,47,44,53,294,432,421,367
PA5559,838,360,417,429,19,25,18,49,124,80
PA0395,94,48,48,49,6,3,43,69,158,129
PA0246,8,2,0,2,6,3,402,743,507,564
PA3465,32,29,39,36,9,6,20,32,89,63
PA1751,8,2,10,8,6,9,52,90,186,167
PA5465,13,10,9,1,9,6,36,77,194,266
PA3554,102,52,47,59,4,5,147,267,169,207
PA3799,94,44,46,48,4,5,11,15,60,31
PA1592,102,82,92,114,48,53,372,501,1096,846
PA1296,16,15,6,10,178,217,747,1714,658,888
PA5163,128,58,70,60,6371,6903,18,35,88,66
PA0334,26,11,8,12,12,14,21,45,137,76
PA3853,1,5,6,7,10,5,7,10,29,39
PA2760,508,270,409,419,34,48,73,109,114,65
PA0426,468,278,268,287,8,17,25,30,18,23
PA4698,8,8,12,13,18,11,140,218,462,360
