,A1,A2,A3,B1,B2,B3
PA0159,55.82342805,64.06135747,67.04839646,41.86994583,31.0719498,41.9161147
PA1781,3.5250356,3.778335162,3.702645889,1.379439996,1.091937158,1.414104133
PA3312,26.19806871,36.82498602,32.30191145,42.40191089,47.07217311,44.17422189
PA5563,76.81691068,75.70717366,82.64506989,147.5435499,132.2005134,142.0723598
PA0523,20.42942844,19.0773083,29.57231753,1796.266516,911.354027,778.2596383
PA0545,332.9484499,312.0258232,311.17392,52.25170718,33.25680788,64.9050319
PA5431,14.70488516,9.974873089,11.88240092,18.10468265,24.95623854,19.41295439
PA0921,36.40152704,38.5600094,36.22608897,274.7333568,225.9157317,210.790552
PA5042,182.4451536,264.2574071,222.6895522,107.7996986,62.53790089,89.31517964
PA4431,577.0469344,638.0637001,612.4745241,1356.344052,955.3604525,991.2695393
PA3582,442.9691754,538.1497539,618.2678017,165.9205209,184.5157999,204.7302329
PA0270,9.033467189,25.77540735,12.12435026,9.786811211,4.469448662,7.717496413
PA4632,103.1265889,82.39099553,116.5289245,195.0548292,157.9509682,156.6708104
PA2938,7.021899507,10.96356421,12.02909723,16.43217685,15.50880293,15.54932611
PA0388,428.0429564,388.6047701,450.7738953,167.4727738,150.2245544,203.1686056
PA0797,125.1774504,206.5455049,96.40939403,41.20894143,48.42582716,44.42203745
PA3669,132.3312394,123.0661406,115.9784943,46.3394345,35.68998271,42.68931961
PA0044,31.89107582,40.71839024,39.27538632,32.63804558,41.67321739,50.41648312
PA5046,287.8560472,240.6582147,313.9771565,1031.112374,1028.30708,974.6449938
PA0940,4.817849168,19.79551285,8.817709283,0,2.860447144,2.469598852
PA4412,654.6936655,640.3820759,621.7962873,365.7836462,424.4727779,413.9682322
PA0400,58.40371586,55.37732075,53.88848154,52.3589635,40.62559108,54.73756443
PA1505,187.9009547,185.4090266,209.9517828,306.2301391,364.3408391,350.9136321
PA4358,22.42466953,21.20640555,24.42976822,105.7222956,149.4648897,245.6317111
Novel00016,1908.302437,1978.544246,1447.15527,800.9253175,1058.074409,1149.655698
PA3374,4.573645473,7.227743093,6.18148692,1.8471539,1.566610871,0.541020367
PA2135,6.300264296,9.861500906,4.282887366,1.12511101,2.671846233,1.614737711
PA0248,34.00834707,42.69620418,38.9016586,81.12867936,75.29706451,87.88866504
PA0207,45.34921784,61.1690204,46.7812026,54.97186679,45.28241409,58.11430185
PA4651,45.67491987,31.98894662,68.39591991,3.892969654,2.773437344,4.788955949
PA4933,190.6373076,142.1522604,150.417958,1179.546984,1038.366972,1065.504167
PA3565,34.68223668,45.21694913,38.08561078,43.35525488,59.39853596,56.75250783
Novel00049,1345.391185,1164.524167,956.5720045,844.2432555,888.0718738,1127.853239
PA3616,31.02402873,37.33082374,13.62736889,61.82996414,68.67859294,55.8867013
PA3981,208.161225,215.878485,241.7758997,231.7926647,260.606867,236.0784416
PA4976,21.48059654,29.89423894,19.02297688,11.17400858,10.4907262,13.5859277
PA4624,32.14721852,28.83221665,35.30183084,11.51607473,13.46018845,16.60143341
PA0522,1.587275889,1.630444372,0,13.09576885,2.82718613,3.66132388
PA4929,172.987433,187.7812232,152.5424861,6.164154446,7.140616952,8.785026754
PA3825,139.8730403,138.6218037,137.6700417,25.06200787,32.75673342,29.87417966
PA3667,117.8295698,116.8485133,123.0531072,42.02373586,45.05915805,53.00115447
PA1389,25.92229956,33.14248742,26.0434161,21.92489051,23.08583099,24.80824302
PA1366,1221.115428,1251.052021,1481.5124,372.0921602,299.4287131,304.2555395
PA4242,213.5089567,190.5529602,149.9010578,506.6749915,349.1212411,613.6003302
PA0549,86.9022371,83.34096782,61.22719263,68.92968832,55.81900729,74.20970636
PA5278,117.7793091,119.4638952,80.09153991,152.2839783,140.8796034,133.7550786
PA4461,287.1132841,324.4719048,309.7129294,237.3472817,256.7014911,256.756641
PA5443,80.14327971,89.05491634,77.52084882,141.9908615,126.0715593,124.9705098
PA5261,1178.663903,1270.97395,1527.907168,263.9808651,298.3078763,306.0219783
PA1219,6.658815923,1.367982595,1.462449344,0.499439521,0,0
PA1771,11.74678358,7.905478053,11.12025651,42.53387023,37.51684384,29.27610509
PA2688,0.913692948,1.126250731,2.006707601,5.071283495,6.835205022,9.273393281
PA3601,51.18964741,55.76860864,39.17868556,68.64455696,142.2909928,124.0412151
PA4204,36.49510423,42.89451852,52.79291753,60.00977695,65.94102766,68.80277008
PA4522,55.6134441,68.25436969,71.3814561,80.17457715,84.90533585,81.07862899
PA1864,7.548703765,6.46166894,10.36182427,22.17557507,29.1317428,24.66753692
PA1795,137.6901579,149.0388847,116.0838994,241.6377242,213.6028046,246.5714993
PA4564,71.33525058,75.98922674,57.05911233,118.238279,152.1573335,147.6182798
PA3169,84.03277309,82.02179766,78.49971829,113.2225222,116.4895188,120.4531362
PA2081,80.37253051,98.28379626,92.46233472,74.15743362,87.48423624,79.94460771
PA3161,1001.520961,1044.994705,904.1400645,2033.691445,1975.816227,1795.333376
PA3770,222.8664921,180.2805634,231.2759178,860.034856,911.271327,974.6095471
PA3355,37.34294585,40.61493153,35.49381369,30.3624785,33.53627686,38.12265814
PA5103,255.7981208,276.3244609,273.4265629,17.11422524,21.74694786,16.31311265
PA3998,107.4619548,111.8762362,95.68152626,120.9015565,104.7562691,150.7374831
PA3024,30.45127743,27.77399278,21.33207361,15.94844857,10.75418109,15.74369268
PA5379,24.68404203,24.13341844,22.20756412,7.137959174,6.621405425,9.603995537
PA1410,7.500314638,4.23736367,8.64813795,2.812777525,0.667961558,2.306768159
PA2945,50.46355312,42.88589053,39.46862958,175.3617171,145.4948181,157.4369268
PA2113,110.8692851,122.4344423,106.7588021,61.43106114,38.24975967,56.31890066
PA4859,1.545347846,1.58737603,0.848496554,0.77271775,0.458750957,1.584270962
PA2240,114.8471978,120.8979608,85.12126873,22.01600312,19.79620518,21.91188961
PA0836,238.9937041,236.4507814,258.149672,120.5633485,98.14567647,161.6987545
PA3028,79.01193524,93.24856729,72.36602791,128.6118275,117.0775379,126.4148723
PA4928,59.31064316,53.42538979,63.12678237,77.6100973,73.62400886,78.43782718
PA0150,9.867883837,12.2479767,7.675656574,22.51238686,32.22310939,35.40750162
PA3556,7.693959125,4.334017585,5.450947557,12.65852169,15.69345319,18.70159858
PA1650,107.1890603,120.926448,124.2468499,30.5781009,29.37237671,29.93767065
PA4228,1.743686286,2.558726569,2.461878687,53.62139461,67.66158047,128.3245024
PA2513,1.664703981,0,0.91403084,1.248598804,0,0
PA1028,7.954879162,11.76656358,12.22969003,5.96649778,5.384174985,4.893144579
PA4399,103.9706828,136.5856197,79.99901012,83.81785544,89.44455187,113.6591285
PA4896,3.050407294,3.133367955,4.187180386,52.05052667,163.6767032,137.7939583
PA4428,28.49391377,24.50415425,29.10700152,74.05524361,61.96478339,85.59677575
PA2991,212.5379482,231.2846703,195.6772948,529.9805167,435.8183419,492.0609326
PA0798,369.8864845,374.7767985,369.5717324,10.85187716,7.2829357,8.706189502
PA2464,141.1859227,118.5845484,98.50640942,212.3759542,213.9614463,186.5252733
PA0770,185.7664886,171.3100813,284.1602661,173.6095206,153.2826567,154.6988933
PA2692,123.2451701,108.1683381,126.773466,260.3506877,226.4656867,181.1274358
PA1674,140.2558837,114.794034,138.3702072,484.9228453,535.0372082,425.5987253
PA2680,8.820370015,11.21745728,7.840978408,12.60124331,9.351461815,14.20969186
PA2238,179.8623839,209.80542,150.6449837,21.59487261,19.00458369,22.65841627
PA3152,125.0742124,101.5373288,84.91931846,202.7527634,230.5619034,248.6934706
PA1033,51.66805533,60.93595368,60.24061202,62.19655723,71.00993201,70.13545339
PA3628,50.94932042,66.1592991,60.17155137,53.71612741,57.7880827,58.02252937
PA0860,75.68407947,71.16602923,73.82062143,49.04880929,54.77732323,47.46842015
PA2835,3.084875173,0.792193311,1.976096807,2.120971979,3.434152644,2.371931101
PA0575,68.91019415,71.23445484,64.84483961,3.286841153,4.292966419,4.464503543
PA5214,498.7709234,516.6501959,495.8265758,507.2000433,403.0480042,501.3760593
PA4563,7098.297774,4418.397915,5701.128275,13988.92099,16952.26899,11353.71229
PA5298,121.4972434,118.1944124,152.2555247,385.9543108,393.9854096,365.9790341
PA1880,83.5444883,85.05039331,78.02227189,344.780432,304.9189762,346.9921338
PA0537,158.0238705,159.5586596,217.0980837,222.9271677,261.7027319,206.813697
PA4524,161.150544,137.3380581,141.4741875,143.1177695,147.4599157,142.6293456
PA2203,1.713461001,0,0,1.713558191,1.017313838,0.878309215
PA4630,55.34015936,70.109108,77.98906386,42.19926497,30.3922509,39.71381938
PA3838,37.60346426,25.92714183,31.1115403,55.63567802,50.00385431,77.62927713
PA3257,447.793463,434.4959311,459.3534561,521.4462987,636.5415639,586.653384
PA2192,23.74012633,44.70725728,29.32846783,8.161131311,4.404674043,3.80282432
PA2008,168.6618098,181.0207454,135.7071932,5.674924817,6.738235765,6.0599279
PA2467,5.393843293,2.983366298,0.911252631,50.41454866,87.57402387,87.09276803
PA4865,28.38237876,24.98938503,26.71504001,8.109711042,22.86941652,19.74456508
PA2752,28.59241567,29.37003173,25.32112463,41.50747374,33.67789965,29.78536454
PA0410,285.9756838,318.8201895,243.6938984,168.16324,144.6603227,187.0479689
PA4455,70.3055809,85.39605636,76.64114234,194.7626375,164.5294786,169.6688685
PA1022,5.00282767,11.01190178,7.06340063,8.308738636,4.137165044,9.616566211
PA0428,122.6418636,151.3918551,127.1816787,222.0476898,226.6122208,258.4589549
PA1356,27.74506634,19.7597486,34.12381804,1.109865603,2.30618706,0.853316677
PA0609,58.70023124,65.13178796,45.00072324,118.9993172,95.1838446,95.5905073
PA3320,26.0438557,22.13971832,13.80667638,31.65855125,34.39123128,27.62051348
PA2424,2.388771634,2.582882174,2.243511112,5.115718884,7.13794518,18.48787306
PA1769,211.9561643,205.483422,213.6771442,282.5828813,281.1559501,295.4089245
PA1316,2.655753432,4.910365541,2.041454095,16.13461723,20.81337027,11.63930587
PA0835,223.2497909,186.9576213,235.3765546,82.34376281,70.18238931,91.26131078
PA0114,267.2163984,312.8453593,281.4180236,124.6007372,191.5285245,191.1026848
PA4331,30.48186124,30.4033025,21.83025114,20.21194568,19.27793261,27.51324935
PA4616,22.13606374,30.31745211,17.55597974,31.36120238,24.09475747,28.0518248
PA5538,8.23150109,5.284606131,7.156080649,9.260963991,14.35613862,9.49368403
PA3909,2.800117465,2.336970267,2.30617012,1.837681316,2.02615006,2.825790994
PA0555,177.2651828,193.9356171,176.0809609,569.3188483,547.2317401,582.4427152
PA2312,29.41283608,26.33933339,31.05684899,21.49521476,22.50034045,23.77500553
PA5462,108.6474149,97.29427233,105.5425815,166.1146041,145.1385043,200.2769069
PA5424,2773.396832,2681.245886,2460.571022,578.1012461,1083.743191,734.7056585
PA3463,83.32167716,112.9029791,109.0189511,123.6599283,131.041913,121.3150345
PA1667,18.13927446,19.26421436,15.19267478,5.07313568,4.380864995,4.018660294
PA0539,22.66882099,18.729509,20.02288498,17.0025801,16.67733623,25.38694127
PA0136,8.85724179,13.64719278,6.579626583,6.643308139,10.20808427,9.213865947
PA2462,13.84946158,13.52851658,13.10435687,24.37740521,17.95022068,19.73090128
PA3816,220.3065392,187.8599265,201.9902285,318.2239654,308.3816037,311.2266662
PA4217,148.6997863,114.4709505,161.8038713,7.36766242,5.128220996,7.03192229
sRNA00003,15.35689422,15.7745493,5.621289668,0,0,0
PA3377,0.462731276,2.851895919,1.016278358,0.694136284,0.824196635,1.067368995
PA1556,32.9496581,33.84577628,28.79872539,11.60028248,20.36131095,29.98798606
Novel00017,41.78746727,48.64713616,18.35523157,190.1437607,238.1760071,111.3839482
PA0160,19.81534738,36.18534606,16.92431298,39.63294267,41.17659799,44.01462471
PA1103,172.0276627,184.0038299,219.0004302,112.2810597,85.41465309,104.567773
PA5074,45.13046465,52.65337091,48.94728418,64.77424814,50.11620148,72.82796615
PA3895,27.4728506,36.59783625,32.52570122,41.8555448,41.28758613,48.51829821
PA4889,343.3100422,278.9081681,160.929201,358.2083674,457.4572043,447.5727348
PA0631,96.8238292,158.1531041,128.9846311,10.71471997,11.30874452,12.20441293
PA5346,259.9417556,274.768036,224.5326483,141.5964175,135.7951636,157.6602416
PA3459,125.8629071,103.856543,218.2457774,43.03644961,52.74858461,45.89686681
Novel00012,859.9860764,993.7966059,924.7021503,24.95636859,36.47070108,31.48738537
PA5241,162.3529646,176.4481692,144.2834639,226.378105,231.6285157,220.6808205
PA0920,45.03760361,51.66770998,51.4966219,42.95066633,58.30350173,50.69397644
PA4922,8225.157126,7117.250789,8055.421274,4436.916799,6116.79745,6612.350927
PA2598,3.025057649,2.330496665,1.660953549,4.821459092,3.367562427,5.233360449
PA0073,6.825286321,8.7636385,4.372114186,13.65134692,14.68958793,11.80776951
PA2663,4.761827666,1.630444372,5.229106668,19.04839105,15.54952372,52.47897561
PA2134,55.74579403,41.84522676,63.57060567,3.216285924,8.274330088,2.747590346
PA3510,0.771218793,1.584386621,0.846898632,1.156893807,0.686830529,2.964913876
PA0868,108.8089124,116.8485133,110.796434,125.3846538,159.4492004,113.3241647
PA1774,221.6210617,295.2830666,192.2260624,155.3844488,114.4178857,155.5847277
PA1568,1.15682819,0,0,0,1.030245793,1.778948326
PA4973,51.73306192,56.04263092,49.88745395,42.71480366,39.10340562,50.64054016
PA1551,691.4940505,661.5804386,692.0220444,295.4417559,320.9215646,316.8751705
PA5152,69.31104713,89.67444047,56.35814964,153.1808114,143.2440973,151.3347204
PA4152,5.151159487,6.425093456,2.828321845,1.65582375,2.949113295,0.282905529
PA3632,24.66970959,27.03001754,25.28451577,29.60533067,17.57624148,45.52393065
PA1153,5.16508154,6.063490422,2.430827964,4.980896849,4.599908244,6.808083322
PA1542,22.01705265,21.61069279,31.16222707,137.6143843,186.4929518,76.7434482
PA4656,126.2454921,129.6789383,129.3264028,59.89193869,63.16820775,62.76897083
PA1026,28.33137718,20.28313816,15.08438318,48.93879085,57.34386962,38.94666114
PA2551,52.67101984,69.43281435,46.27170916,78.02337348,68.01609848,69.85947236
PA0174,29.20271759,32.08974098,25.35639784,0,0.604820913,1.566536585
PA1041,7498.757701,6660.697531,9175.223515,46.58279518,46.09251321,61.68145001
PA0494,9.814137193,11.30299345,9.797454759,36.58204077,43.43641959,45.27597896
PA5200,327.5036581,335.2798471,344.5306571,519.3566863,557.8448633,527.7522789
PA0634,163.571517,158.3498819,156.3623103,10.59156227,17.81614708,20.81062826
PA1122,177.0269068,176.3783867,170.2030564,156.7118907,158.3329138,162.40247
Novel00051,0,0,0,0,0,0
PA5542,50.32620757,41.89652719,51.29144629,10.36186573,10.83868225,10.11642903
PA3653,206.9602949,195.2500965,224.045667,410.0908651,284.3146052,371.8671498
PA3228,170.9114251,212.9664557,156.034489,69.54143583,62.27675634,63.73060541
PA0404,41.42242733,36.74684281,25.84500997,40.95404076,46.9507876,57.18398722
PA0121,42.3446335,33.19451644,37.93414524,17.13383338,15.38220046,19.27799104
PA3121,120.1250392,116.012124,84.89133589,84.27910493,82.66692245,84.18732508
PA0849,183.4430267,171.6235578,133.8233418,63.30435323,75.54919151,85.75428822
PA3461,46.87038727,62.20206574,55.22670551,13.3434218,17.97636895,12.88957296
PA0769,515.6882998,491.876599,509.1877202,179.5802184,170.7755051,154.937928
PA3450,18.5852867,21.06564747,14.77897753,61.04651616,66.77734001,59.62400046
PA1940,75.43737512,81.17896716,74.55605244,20.74645486,16.63575839,25.96328267
PA0710,9.307208619,6.373555273,11.35614074,1.551289423,1.8419546,3.97567997
PA1424,60.47722056,55.46606646,63.56563844,54.75658931,68.86345457,56.46472059
PA2853,233424.7922,262760.5905,227280.3408,166512.3041,131911.0524,135093.3782
PA2175,62.36899569,70.109108,87.87303389,8.826301888,13.62411247,10.85771909
PA1400,12.08125498,9.21141565,7.659178136,4.577436125,7.098919918,5.362815026
PA4965,43.68183245,48.07481691,46.25518355,67.28163839,84.05628249,101.9591526
PA1264,39.20406676,31.536969,39.93903616,32.94745494,48.37520904,41.76527471
PA2891,21.85741239,14.40307959,19.69998796,7.578353464,4.590974456,3.963668853
PA1440,487.5204515,507.2179344,578.1897944,505.1346609,610.3260181,500.6922673
PA2065,8.410305419,5.759358003,6.393883982,1.940949799,1.15231283,1.326482796
PA0699,5.200218149,8.457606679,3.331134618,4.875481043,5.017133482,6.997196748
PA2588,198.9879394,154.1173978,213.2703096,10.74595822,14.17714328,15.60599275
PA5230,463.3914393,431.1242748,338.5765226,94.46732069,84.93621052,107.7568299
PA1520,148.581233,171.4976642,165.4677061,214.6149251,224.9026567,211.9343246
PA4871,35.29172439,50.61535602,36.56123361,36.95852459,46.84854285,44.03114051
PA3048,43.05759139,42.68350652,45.83751354,103.5133124,102.6471063,107.5602145
PA4897,2.481922298,2.124518424,4.693871507,2.482063076,5.771457747,6.043033555
PA4040,46.31444289,39.22771519,42.38273956,18.28305391,18.81425056,18.43011643
PA4890,132.6055628,100.1558686,94.22352205,180.3927986,160.3553047,168.9323215
PA1091,170.6522916,149.6488217,133.5401754,64.20965388,57.23425656,69.7862012
PA0737,42.20900751,56.27178405,118.3429404,29.63779266,33.59143521,32.45410334
PA1204,17.61364212,30.90831643,33.04270629,30.82562208,27.45106533,35.5502738
PA2929,23.30585573,17.78377374,23.39918951,50.94283119,56.92987486,59.39084069
PA3850,84.41801502,82.10145542,59.66456577,92.61810205,124.7681879,116.6966694
PA1196,43.8455224,28.52404822,43.97525679,40.12092858,28.63509721,65.85156254
PA1992,18.12022917,19.85390669,18.04118926,13.40973016,11.18865166,15.04706911
PA5263,97.46215305,122.125543,99.28930281,143.9996917,137.5167654,134.5267504
PA0597,103.13766,110.9281887,114.5910309,48.68980402,51.32913485,45.24853897
PA0562,22.44760834,29.91321941,23.31794233,51.8751183,45.38576134,46.18149854
PA0011,181.7001899,169.5882477,184.8442098,358.3478567,326.100638,303.5270481
PA0900,118.2111445,157.5647994,173.0816338,222.7139846,250.6577394,307.2995685
PA4854,50.42562282,53.1050333,55.37389822,123.9700208,101.3831056,123.9522073
PA4092,6.386232815,4.099947836,0,4.191203002,5.687438765,5.524102696
PA4290,151.9544264,219.8226206,80.65177507,144.9347546,209.5317335,133.7775742
PA5313,74.8480837,78.45918154,64.00269884,138.2774073,147.521937,169.3478853
PA4828,99.68510284,110.6985916,108.4810287,16.16606872,25.59347444,18.6438466
PA3008,80.04965438,75.30237526,78.65178959,140.30551,108.8117625,132.8171605
PA4745,286.5514945,271.3534706,289.4850388,669.4410509,571.177444,606.8014346
PA0653,399.8359221,340.103758,322.1278051,408.8142721,442.3042471,391.5452648
PA0386,12.40961149,10.92609475,7.787067938,25.52979164,33.1551828,29.1701319
PA4515,14.4323235,9.883222273,7.924284994,217.8502389,288.6594403,268.6368707
PA2760,210.5264372,235.3427804,245.9644118,491.9772385,295.9320581,361.6860854
PA3942,35.77391451,32.8787541,26.36191017,65.31463397,64.13812949,65.87016249
PA3440,78.00327224,81.41702865,44.21045023,293.4725041,255.4629753,260.7020079
PA1322,3.165889971,1.721642488,2.863048853,2.653911236,3.317026019,4.438876518
PA3368,14.33034544,10.19082593,9.078798925,8.681374724,7.853717595,13.1374017
PA2910,28.01959647,28.78163381,20.51277633,28.56005474,20.47477955,27.62051348
PA5209,34.50144734,36.36428459,35.9103633,65.25643858,61.18527873,54.90108218
PA1257,0.634910355,0.652177749,0.697214222,0.476209776,0.565437226,0.488176517
PA3984,46.39061796,46.00910213,40.40301949,118.1828032,123.2310798,133.042403
PA4694,333.4122167,356.9566974,308.2036498,706.1249801,662.3538338,844.9269879
PA1943,107.7873086,103.8227774,122.0505881,32.72966372,42.18377994,36.41983553
PA0790,2.007437153,7.217114059,4.408854641,4.51698979,4.022503796,5.016372669
PA1772,638.1433345,582.3787254,574.7739947,353.6368857,341.5865255,343.2060614
PA3757,0.550426316,2.261584129,1.208879498,11.97245143,17.64711343,16.92870181
Novel00023,0,0,0,0,0,0
PA0178,453.8815403,431.8282871,528.4012288,3.999418043,3.419128226,4.09991997
PA4273,547.1996792,514.9393105,550.4987123,3650.117146,3312.755348,3585.309325
PA4294,209.2010837,148.5151519,195.1374717,3.029145027,10.07080503,4.347370761
PA1849,0,0,0,0,0,0
sRNA00064,725.1225242,749.5876058,505.4934167,228.6344005,338.65651,298.3015456
PA5548,14.94092528,16.74247355,11.55953431,18.84700881,20.86632151,19.84279675
PA0457,54.60229057,72.44607827,52.46537023,36.17606934,34.03932101,26.23948781
PA4449,258.8457642,257.2871982,224.1445062,421.6141225,395.6727004,456.9631556
PA3486,1.181137311,1.039937325,0.18529179,0.759345626,0.150270709,0.518951551
PA3359,4.050615027,2.080388961,2.668861563,1.822880153,2.164433299,3.425927191
PA3819,3121.729317,3021.970732,3944.117996,2841.046707,4490.081395,3506.627944
PA0345,80.95794164,92.56830277,90.20020362,67.59189628,99.4655484,69.06324063
PA5090,15.18647778,16.30856621,18.0032876,3.883126494,2.920115131,5.174917949
PA5014,129.1458042,145.6386557,131.1443639,133.3193595,143.3351731,156.1022632
PA5478,59.26346171,59.84923854,51.55133939,109.8766947,93.6970857,100.6060362
PA2067,104.6747947,92.43084194,88.05846894,1.83650407,3.816067378,2.82398075
PA5336,46.17105452,44.67737275,49.96701927,99.37377538,89.38897324,88.49395887
PA0695,2.192863075,3.378752193,4.214085962,1.233555445,0.97645786,0.421517876
PA3657,567.3844888,579.069121,704.8782566,697.5473546,626.8691751,659.7929224
PA4786,118.3854972,108.5760522,128.6761293,32.39174684,46.79868723,34.59897065
PA3237,0,3.789681514,2.02568997,5.534329833,11.49977061,12.76515623
PA0484,622.2121483,650.5473045,773.036269,16.66734217,16.96311678,28.07014975
PA1302,24.1929163,29.9527175,26.2150911,9.853965207,14.69672227,16.63066128
PA5065,87.16938709,94.52913438,68.77482989,79.76067864,91.29058135,94.14767535
PA1525,22.7509544,15.95074944,15.8625458,12.73042272,14.47250043,13.05032727
PA1705,37.22883448,35.4086404,22.71228149,13.44450833,15.96360653,18.02308253
PA4357,13.48204705,29.42851447,31.46071584,32.8643537,55.53152016,121.8030545
PA1425,18.23453117,15.60870679,18.63334114,82.24999837,101.4954576,85.67996018
PA1538,2.068268582,3.452342439,3.690745741,5.235601802,7.137574075,8.547711937
Novel00041,0,0,1.594692104,0,0,0
PA1343,23.19705155,11.91396607,56.8252376,131.1599998,209.7661239,139.2579353
PA3936,4.500188783,4.108958711,2.745440619,1.12511101,4.453077055,5.766920397
PA2034,8.493689644,6.231920711,8.660950007,13.19630202,23.77349404,28.45526678
PA0688,3.329407961,1.899975827,0.406235929,1.387332004,1.976731766,1.991072245
PA0612,136.5057264,113.0116965,158.8503747,105.4413736,85.27974879,123.7563902
PA2751,97.82910393,112.6419669,113.4251337,41.63660811,55.51651164,38.83444195
PA4785,26.27575016,26.99036083,29.20607464,17.54486488,28.82269804,20.69593404
PA0853,117.473678,110.5566703,128.2807129,51.19255095,66.62916543,55.50660882
PA2563,3.852984213,4.240470242,3.324418621,10.5275004,12.50003868,11.42687372
PA5359,1582.38875,1394.802254,1515.775828,56.58124053,55.98572534,76.6469249
PA1928,15.08747502,12.54584038,11.83429404,12.93285498,14.07641094,19.8867697
PA0781,1.587275889,2.241861012,3.268191667,2.381048881,2.473787864,3.356213556
Novel00013,2804.302423,2822.653653,2677.037369,95.70781265,97.78376377,119.7889661
PA1361,60.82786554,65.70895478,52.99849115,91.24697366,104.5289968,100.5664051
PA5210,433.1475823,458.1247259,476.6601704,63.84012236,75.18889634,97.9019545
PA3555,7.378687914,10.42162416,7.089914896,12.79813774,12.73188889,18.79314667
PA5147,54.06547029,63.80716571,49.26523529,86.56717886,66.24827724,73.41160071
PA4577,2520.972727,2117.423702,2971.891614,254.5537855,214.1398962,684.6339754
PA1581,678.2958964,647.8298972,569.3916149,1406.406206,1370.242878,1303.431301
PA1836,20.40549519,30.35652099,20.86251835,27.44342938,36.34537221,37.33040533
PA4510,21.14026737,29.16042545,28.52099772,14.49700558,19.36497402,18.11221282
PA1828,47.99029444,49.29546656,30.44865237,65.59045591,69.80720129,69.69863948
PA0535,41.32065232,40.92856035,60.77069911,57.00359728,57.17028818,55.03200686
PA3688,794.1072258,896.1772936,865.5156729,13.35457851,13.74258302,16.42820106
PA1531,14.64248276,17.95181312,14.0045971,17.71368545,20.61204559,26.87504633
PA1082,296.4570929,258.4938867,271.767185,229.780305,238.0339651,260.7924666
PA1853,134.1358353,147.5212481,126.4790175,181.3069513,169.6900675,144.6816203
PA0719,11.91716659,10.01558686,7.13814561,7.313221564,11.57800034,3.331998451
PA1269,88.14719553,110.6654978,110.9133387,110.1902442,90.4953121,88.01406672
PA0035,24.35789914,26.06286543,25.63363814,58.23390554,39.76978556,56.18566905
PA5509,14.69119926,10.0604998,6.722020529,93.66170757,81.22771989,112.0179031
PA2061,8.642820667,8.094533885,7.257779335,9.533063492,7.923491855,8.599906618
PA4332,144.8558107,109.2657907,104.8510059,75.97192402,67.25093816,77.32274598
PA2576,43.68183245,45.33722317,39.97361542,26.27884282,24.71903073,38.83444195
PA2641,249.2977632,262.3236112,216.338275,246.2715146,182.7596379,196.8253785
PA3336,72.63929401,85.78903704,56.64641516,5.264015522,6.250334375,2.698147846
PA2353,26.59202463,28.77204952,17.52090286,36.96501082,33.78671009,37.34867355
PA0799,60.23520759,61.87339953,47.63422168,60.90680008,54.74266879,59.43402057
PA3700,61.72669302,47.76357557,65.39508299,282.476825,221.8271062,243.3686359
PA3415,349.1750253,389.6630207,413.7430814,0.827911875,0.983037765,1.131622116
Novel00014,280.5192678,349.1433578,355.265507,13.82198876,5.470605162,7.871846342
PA3159,767.1809247,936.2854789,928.5633032,1251.113145,1130.563914,1072.876815
PA4471,2.068268582,2.124518424,0,55.84641922,159.3290729,191.6277746
PA2389,5.571662303,4.292394367,6.118410523,38.13322673,37.2150011,45.51747885
PA1008,215.1261131,229.8513794,222.954105,301.9712499,413.9501515,471.6464897
PA1756,63.15936595,66.96989421,64.3232151,30.18068302,36.28925481,42.29648781
PA1453,366.0258199,413.8067816,356.2764676,263.8202161,248.7923795,289.2445865
PA2505,7.60054156,7.182670307,5.675541164,10.26131311,9.74718069,7.714058776
PA2741,4277.561797,3954.389352,4017.096415,13671.42243,13593.25346,13632.18566
PA4397,35.02449559,36.89953053,37.47526445,11.45096534,13.19663526,14.50076958
PA1246,130.5307283,121.0975502,111.2901793,3.102578846,3.274585956,3.887331527
PA5463,28.03242596,20.03117371,48.18248287,84.10204799,94.4330653,86.21545993
PA3533,5575.444899,5226.666162,5103.512161,12239.24659,10912.21221,9175.635937
PA2166,2078.915079,1787.207589,1577.647199,184.6288723,209.258121,129.9069724
PA1387,15.78100883,9.455949056,16.46312196,9.074594774,8.19829504,8.291475915
PA2387,63.13389847,70.98547185,53.40225184,199.0110418,269.7312267,241.4032878
PA3216,400.5026501,353.1911667,487.8855183,71.47639189,68.81264355,78.22337874
PA5144,53.37065995,40.06234743,47.33717615,40.03026541,77.69447598,44.19282157
PA3195,17.52163055,92.08360454,20.13596299,653.7365163,755.1793925,660.7651317
PA4682,104.4327477,80.35427851,104.8018857,9.387745733,9.753387108,13.8339993
PA3893,1.864832328,2.873324098,1.638262927,13.00794327,14.28269714,12.90466613
PA1448,21.60901461,21.65532293,23.15074252,13.04520603,17.36700051,21.47788191
PA1644,39.00163612,34.5365064,30.2755831,92.29789974,75.45662292,83.75954728
PA3867,51.90061473,41.62728288,53.08995797,19.19720661,22.79418817,21.86623984
PA3251,8.594804997,9.347881067,9.993403854,1.137612243,2.251277844,1.166199458
PA2290,71.30896156,59.99386356,69.73009405,153.5776529,143.6449669,146.6017154
PA3870,7.032113179,4.673940533,10.90189511,4.653868268,4.05230012,3.498598374
PA1866,37.70785446,29.59974403,32.36705591,20.62522559,33.72843284,26.20783583
