Gene,PA14_control1,PA14_control2,PA14_control3,PA14_FBI1,PA14_FBI2,PA14_FBI3
CIA_RS14425,9388,9782,13363,34023,37902,37460
CIA_RS07580,269,333,328,978,577,885
CIA_RS14430,1831,2660,4052,14743,17514,17221
CIA_RS14435,114,152,334,1651,2318,1698
CIA_RS14440,462,395,289,937,1134,1017
CIA_RS14445,106,78,64,143,75,114
CIA_RS14450,71,48,47,67,45,73
CIA_RS14455,81,96,58,105,96,130
CIA_RS14460,161,157,135,414,180,303
CIA_RS14465,509,315,242,728,287,517
CIA_RS14470,513,333,227,368,231,325
CIA_RS14475,401,383,217,472,235,377
CIA_RS07585,553,677,659,2028,1438,1964
CIA_RS14480,306,291,249,804,367,692
CIA_RS14485,190,191,85,127,101,119
CIA_RS14490,215,101,78,155,88,117
CIA_RS14495,435,352,237,394,242,296
CIA_RS14500,488,364,207,403,203,324
CIA_RS14505,211,182,136,480,317,497
CIA_RS14510,109,105,59,150,82,194
CIA_RS14515,496,508,373,771,415,697
CIA_RS14520,370,300,193,448,284,415
CIA_RS14525,109,101,63,202,161,212
CIA_RS07590,203,270,318,935,508,830
CIA_RS14530,32,49,29,109,95,79
CIA_RS14535,284,298,246,571,397,549
CIA_RS14540,199,143,185,530,264,394
CIA_RS14545,4978,5048,4512,17674,8084,14500
CIA_RS14550,359,335,235,498,240,433
CIA_RS14555,70,50,19,46,21,26
CIA_RS14560,3,10,10,9,12,23
CIA_RS14565,9004,7657,7214,10533,5528,7883
CIA_RS14570,2245,2121,1878,2870,2112,2555
CIA_RS14575,1127,1372,1766,3414,2801,3248
CIA_RS07595,966,946,876,1705,970,1637
CIA_RS14580,49,82,86,190,108,142
CIA_RS14585,390,383,324,658,291,438
CIA_RS14590,177,123,162,402,216,263
CIA_RS14595,377,300,300,495,280,403
CIA_RS14600,75,151,64,131,77,119
CIA_RS14605,22,7,6,27,18,21
CIA_RS14610,89,62,46,139,85,102
CIA_RS14615,91,122,79,274,104,152
CIA_RS14620,211,195,183,427,244,423
CIA_RS14625,85,88,60,174,108,159
CIA_RS07600,535,445,408,867,618,820
CIA_RS14630,389,304,274,713,428,693
CIA_RS14635,127,130,72,200,166,188
CIA_RS14640,455,332,167,330,221,277
CIA_RS14645,257,130,141,372,234,306
CIA_RS14650,957,673,846,1368,435,865
CIA_RS14655,172,303,197,426,259,357
CIA_RS14660,293,233,170,324,212,352
CIA_RS14665,878,272,167,543,294,438
CIA_RS14670,1880,1835,1266,2113,2700,2208
CIA_RS14675,370,338,257,567,348,577
CIA_RS06895,76,61,67,227,178,217
CIA_RS07605,568,436,409,989,661,921
CIA_RS14680,676,509,538,2017,1769,2457
CIA_RS14685,177,88,104,241,132,210
CIA_RS14690,168,139,106,299,198,244
CIA_RS14695,200,139,124,343,251,336
CIA_RS14700,712,775,619,1063,709,959
CIA_RS14705,872,1122,886,1453,1690,1483
CIA_RS14710,235,194,169,249,151,235
CIA_RS14715,202,204,156,259,231,302
CIA_RS14720,701,659,542,936,789,1023
CIA_RS14725,1196,576,520,942,725,1106
CIA_RS07610,91,64,53,173,106,169
CIA_RS14730,677,458,447,1365,420,1063
CIA_RS14735,496,406,432,874,383,706
CIA_RS14740,183,175,173,518,317,533
CIA_RS14745,100,103,76,203,176,251
CIA_RS14750,90,77,58,138,99,144
ssaR,190,170,131,319,179,270
CIA_RS14760,67,94,64,160,93,188
CIA_RS14765,44,23,18,35,19,37
CIA_RS14770,26,24,5,26,13,9
fliI2,29,33,22,96,38,65
CIA_RS07615,133,118,164,462,245,367
CIA_RS14780,20,36,42,82,50,50
CIA_RS14785,17,30,23,34,14,29
CIA_RS14790,23,19,9,19,12,30
CIA_RS14795,31,8,5,27,6,22
CIA_RS14800,20,26,7,16,9,11
CIA_RS14805,158,195,135,377,158,288
CIA_RS14810,46,29,29,65,55,75
CIA_RS14815,117,114,84,180,90,107
CIA_RS14820,171,156,151,370,230,309
CIA_RS14825,184,125,120,222,164,181
CIA_RS07620,514,323,263,656,383,530
CIA_RS14830,1777,2124,1045,1856,1223,1432
CIA_RS14835,150,214,131,243,225,224
CIA_RS14840,183,161,112,298,124,193
CIA_RS14845,92,42,24,42,23,24
CIA_RS14850,268,297,159,380,130,237
CIA_RS14855,1209,1419,619,1311,480,770
CIA_RS14860,772,641,367,637,187,439
CIA_RS14865,97,115,23,66,34,41
CIA_RS14870,157,177,84,227,125,162
CIA_RS14875,213,223,160,380,158,272
CIA_RS07625,179,139,60,137,94,116
CIA_RS14880,109,104,88,256,69,136
CIA_RS14885,62,75,66,185,125,133
CIA_RS14890,42,37,24,36,30,24
CIA_RS14895,42,35,36,72,55,64
CIA_RS14900,133,180,131,415,177,301
CIA_RS14905,196,257,173,516,278,416
CIA_RS14910,30,31,39,66,52,57
CIA_RS14915,149,114,97,190,108,195
CIA_RS14920,896,734,502,1096,716,1045
CIA_RS14925,712,640,453,1194,743,1144
CIA_RS07630,23006,18256,19810,30127,23231,26712
CIA_RS14930,8249,6976,5861,12277,16705,16886
CIA_RS14935,3591,3024,2701,4628,3995,6193
CIA_RS14940,2372,2427,2637,7087,8200,8824
CIA_RS14945,2698,2418,2647,7884,7312,9041
CIA_RS14950,3162,2055,2553,7820,4898,8024
CIA_RS14955,1055,1049,1039,3449,3550,4204
CIA_RS14960,1669,1705,1502,4811,6892,6537
CIA_RS14965,6647,5334,6523,27762,37542,38400
CIA_RS14970,630,604,510,1309,983,1449
CIA_RS14975,845,735,706,1404,1118,1444
CIA_RS14980,253,344,221,728,639,789
CIA_RS14985,182,125,85,283,229,341
CIA_RS14990,308,234,201,467,365,568
CIA_RS14995,139,52,71,129,150,181
CIA_RS15000,901,912,746,1904,1381,1816
CIA_RS15005,112,93,73,148,152,151
CIA_RS15010,167,198,265,754,643,746
CIA_RS15015,740,416,675,3025,2589,3670
CIA_RS15020,1617,1181,1369,1979,690,1539
CIA_RS15025,1958,2573,1468,1855,1768,1717
CIA_RS15030,1478,1076,965,1254,668,952
CIA_RS15035,2198,1018,694,1104,478,1099
CIA_RS15040,1611,1274,1059,1791,1070,1543
CIA_RS0106200,113,92,85,190,130,163
CIA_RS15045,144,145,125,306,206,252
CIA_RS15050,1407,1148,864,2790,2463,3578
CIA_RS15055,3654,3242,4475,13323,13549,16505
cysB,4516,3262,4187,11525,10258,12620
CIA_RS15065,212,159,197,543,436,667
CIA_RS15070,814,689,791,2645,2173,2888
thrH,436,478,512,1728,1892,2217
pabB,1421,1330,1365,4035,2754,4072
CIA_RS15085,10033,8664,6346,11485,7884,11385
CIA_RS15090,5944,4606,4884,17307,16173,22952
CIA_RS15095,805,973,1151,3195,3974,4812
CIA_RS15100,824,755,971,3512,2554,3987
CIA_RS15105,864,960,991,3490,3562,4187
CIA_RS15110,549,436,495,1996,1416,2420
CIA_RS15115,465,345,435,1769,1381,2126
CIA_RS15120,1448,1333,1046,2121,1264,1835
CIA_RS07650,402,549,426,1013,628,819
CIA_RS15125,1372,1165,1051,2506,1373,2244
CIA_RS15130,428,415,346,929,549,679
CIA_RS15135,1875,1370,1295,3534,1816,3257
CIA_RS0106205,522,448,510,1109,612,851
CIA_RS15140,7534,6520,5160,9145,4280,7259
CIA_RS15145,112,129,83,219,102,174
CIA_RS15150,1265,1185,824,1689,1076,1623
CIA_RS15155,815,605,553,1719,628,1056
CIA_RS15160,211,153,187,620,180,417
CIA_RS15165,3737,2707,1279,3665,1213,2405
CIA_RS06900,181,206,68,125,105,110
CIA_RS07655,4917,4738,4541,10920,3785,7508
CIA_RS15170,75560,86941,40057,73845,49022,67027
CIA_RS15175,46835,35566,36117,66841,33873,53529
CIA_RS15180,281,271,299,719,554,683
CIA_RS15185,1158,900,1023,2868,2683,3265
CIA_RS15190,78,99,106,409,500,488
CIA_RS15195,425,455,536,1682,1686,2049
CIA_RS15200,517,385,326,768,695,911
CIA_RS15205,171,165,145,379,460,560
CIA_RS15210,5303,3729,4820,10883,9652,11362
CIA_RS15215,149,74,55,127,115,122
CIA_RS0106010,2498,3153,2378,5532,3154,4426
CIA_RS15220,207,194,95,239,169,234
CIA_RS15225,3351,2806,2402,3684,1974,2927
CIA_RS15230,259,201,156,388,162,264
CIA_RS15235,2197,1532,1602,3548,2562,3656
CIA_RS15240,50,56,45,77,46,72
CIA_RS15245,149,101,147,293,112,155
CIA_RS15250,312,211,141,168,127,145
CIA_RS15255,951,873,982,2439,1328,2268
CIA_RS15260,910,846,713,1556,695,1033
CIA_RS15265,1598,1370,1091,1911,1136,1564
CIA_RS07660,937,1686,1357,3347,1857,2869
CIA_RS15270,611,428,254,515,213,356
CIA_RS15295,117,57,50,115,51,98
CIA_RS15300,43,25,13,31,18,38
CIA_RS15305,517,423,168,447,252,382
CIA_RS15310,184,255,129,375,183,226
CIA_RS15315,131,171,127,357,211,251
CIA_RS07665,1530,1613,1450,3900,2405,3417
CIA_RS15320,1296,1250,1376,3723,2164,3729
CIA_RS15325,3241,2633,3105,7500,5146,7220
CIA_RS15330,32506,28263,29536,54858,26653,44672
CIA_RS15335,68961,63710,57406,100938,79053,93210
CIA_RS15340,2053,1843,1944,3618,1671,2281
CIA_RS15350,1607,1472,1221,2537,1214,1862
CIA_RS15355,165,182,171,292,171,237
CIA_RS15360,386,260,269,547,278,403
CIA_RS15365,219,232,206,402,265,379
CIA_RS07670,2008,1848,1727,4329,2239,3356
CIA_RS15370,432,418,398,795,518,674
CIA_RS15375,1342,1039,938,1994,1254,1695
CIA_RS15380,1110,1145,741,1863,1180,1548
CIA_RS15385,815,668,665,1492,626,1036
CIA_RS15390,570,391,307,932,521,740
CIA_RS15395,1101,785,657,1305,1250,1406
rnhA,556,466,509,1123,499,1012
CIA_RS15405,188,208,163,315,198,245
CIA_RS15410,8043,6614,4243,7682,1669,5448
CIA_RS15415,1265,1006,872,2228,1387,2009
CIA_RS07675,359,503,384,972,569,802
CIA_RS15420,1234,907,570,1215,590,1169
nhaB,1104,1000,694,1375,1027,1385
CIA_RS15430,1070,690,653,1558,586,1143
CIA_RS15435,1064,725,511,982,620,875
CIA_RS15440,519,363,254,472,234,332
CIA_RS15445,303,383,167,274,201,248
CIA_RS15450,240,199,129,202,96,150
CIA_RS15455,385,255,106,290,193,230
CIA_RS15460,181,175,96,195,84,176
CIA_RS15465,395,268,297,1388,1018,1395
CIA_RS07680,373,456,444,1221,626,960
CIA_RS15470,729,592,611,4231,2956,4284
CIA_RS15475,772,1163,847,1570,1760,1695
CIA_RS15480,4248,5358,2333,4815,4792,5013
CIA_RS15485,12756,9374,9501,20527,17221,21987
CIA_RS15490,3305,2816,2191,3778,2825,4258
CIA_RS15495,1068,976,698,1177,752,1062
CIA_RS15500,543,394,385,749,383,597
CIA_RS15505,267,287,217,587,279,484
CIA_RS15510,158,145,142,292,232,213
CIA_RS15515,1300,1190,1301,3025,1671,2351
CIA_RS07685,2270,3343,3125,7722,4488,6263
CIA_RS15520,2157,2027,2045,6915,8039,9727
CIA_RS15525,5032,3219,3774,8197,5556,7219
CIA_RS15530,2309,1714,2196,7617,6816,8364
CIA_RS15535,113,52,117,469,545,583
CIA_RS15540,136,119,106,249,358,401
CIA_RS15545,202,198,266,799,677,947
CIA_RS15550,1329,1203,1400,3569,2786,4481
CIA_RS15555,92,39,79,158,143,183
CIA_RS15560,378,368,323,1023,693,1046
CIA_RS15565,1258,982,1023,1956,1293,1932
CIA_RS07690,429,477,403,841,436,714
CIA_RS15570,9337,7373,8585,14089,5949,10488
CIA_RS15575,151,160,105,272,288,270
CIA_RS15580,27,23,25,52,44,66
CIA_RS15585,264,144,178,310,176,280
CIA_RS15590,914,825,588,1197,934,1460
CIA_RS15595,1188,894,930,2258,650,1477
CIA_RS15600,398,311,298,781,620,845
CIA_RS15605,490,522,337,781,504,733
CIA_RS15610,63,82,42,79,74,91
CIA_RS15615,460,642,427,1038,815,1054
CIA_RS07695,1020,1337,981,2375,1623,2226
CIA_RS15620,289,314,206,488,314,425
CIA_RS15625,332,273,245,482,312,385
CIA_RS15630,512,491,240,426,236,366
CIA_RS15635,512,280,295,642,554,640
CIA_RS15640,1246,843,775,1726,1682,2091
CIA_RS15645,1235,992,709,1429,1434,1701
CIA_RS15650,686,459,385,984,865,1009
CIA_RS15655,411,293,221,582,382,484
CIA_RS15660,446,324,272,473,347,490
CIA_RS15665,899,812,454,771,658,864
CIA_RS06905,110,113,50,154,89,134
CIA_RS07700,611,863,587,1373,1238,1398
CIA_RS15670,626,536,341,653,476,678
CIA_RS15675,46,18,66,180,61,97
CIA_RS15680,56,39,50,167,120,169
CIA_RS15685,224,161,152,346,275,353
CIA_RS15690,703,952,428,682,1281,852
CIA_RS15695,1750,999,1709,3344,3033,4366
CIA_RS15700,68273,62965,34297,51792,33536,47159
CIA_RS15705,8333,6520,3389,4206,2254,3489
CIA_RS15710,4734,5159,2180,2630,1826,2111
CIA_RS15715,12062,9614,10942,14460,8853,12521
CIA_RS0106015,236,256,284,674,531,686
CIA_RS15720,11761,11108,17093,25831,18694,24671
CIA_RS15725,4953,3462,5453,7553,5564,7469
CIA_RS15730,2080,1786,2380,3616,2606,2920
CIA_RS15735,1662,1248,2075,3726,2000,3027
CIA_RS15740,686,421,647,1002,735,829
CIA_RS15745,1850,1545,2014,2937,2003,2470
CIA_RS15750,2182,1763,1822,2990,2346,2842
CIA_RS15755,524,368,383,1718,1800,1815
CIA_RS15760,25,34,26,83,52,68
CIA_RS15765,220,209,115,325,169,308
CIA_RS07705,4278,3825,3955,9669,5970,9134
CIA_RS15770,96,110,99,137,132,112
CIA_RS15775,250,148,135,233,156,240
CIA_RS15780,688,494,375,694,395,620
CIA_RS15785,341,345,303,717,415,563
CIA_RS15790,1089,1094,930,2077,1337,1758
CIA_RS15795,46,69,19,75,47,63
CIA_RS15800,243,131,82,550,231,570
CIA_RS15805,443,293,216,555,329,466
CIA_RS15810,182,141,74,97,100,119
CIA_RS15815,370,293,207,448,258,361
CIA_RS07710,886,746,674,1091,782,1024
CIA_RS15820,555,488,292,600,394,473
CIA_RS15825,238,147,186,509,123,334
CIA_RS15830,1035,843,740,1575,767,1202
CIA_RS15835,322,294,211,426,227,327
CIA_RS15840,221,311,201,514,206,322
CIA_RS15845,449,366,253,1041,328,544
CIA_RS15850,375,457,414,786,608,570
CIA_RS15855,1102,1114,1434,2427,1048,1672
CIA_RS15860,60,97,42,94,55,72
CIA_RS15865,0,0,0,1,1,0
CIA_RS07715,1053,740,779,1356,488,846
CIA_RS15870,511,436,401,467,382,430
CIA_RS15875,1385,1460,996,1224,920,960
CIA_RS15880,238,414,204,293,294,230
CIA_RS15885,35,100,34,68,57,43
CIA_RS15890,90,137,79,202,149,207
CIA_RS15895,270,287,195,464,342,452
CIA_RS15900,428,277,143,179,121,169
CIA_RS15905,447,377,243,677,346,368
CIA_RS15910,101,142,120,257,235,266
CIA_RS15915,973,1296,1845,3525,2968,3231
CIA_RS07720,1566,1878,1595,3018,1545,2409
CIA_RS15920,751,722,584,1017,608,915
CIA_RS15925,321,287,226,612,334,507
CIA_RS15930,71,71,74,220,82,106
CIA_RS15935,93,102,45,122,65,118
CIA_RS15940,112,110,53,106,44,88
CIA_RS15945,66,127,114,161,92,128
CIA_RS15950,580,594,413,667,366,483
CIA_RS15955,150,182,59,109,64,86
CIA_RS15960,30,44,43,119,68,95
CIA_RS15965,147,113,99,218,171,184
CIA_RS07725,107,130,113,311,185,313
CIA_RS15970,19,19,15,60,36,52
CIA_RS15975,59,57,44,109,105,120
CIA_RS15980,311,356,254,683,275,508
CIA_RS15985,2059,2187,2612,3895,2101,2885
CIA_RS15990,115,133,187,232,190,180
CIA_RS15995,51,105,125,141,91,115
CIA_RS16000,5054,4227,4682,16905,22274,19229
CIA_RS16005,928,636,715,1596,1086,1733
CIA_RS16010,615,584,591,1814,1835,1795
CIA_RS16015,1025,840,889,2438,2140,2862
CIA_RS07730,247,282,200,612,380,539
CIA_RS16020,106,47,67,184,163,219
CIA_RS16025,1380,1436,1513,4527,1846,2967
CIA_RS16030,4071,2940,1862,3658,1487,2480
CIA_RS16035,1564,1757,1189,2010,1202,1598
CIA_RS16040,890,712,523,1075,841,1090
CIA_RS16045,1376,1186,938,2111,1054,1744
CIA_RS16050,572,371,286,501,268,390
CIA_RS16055,5824,3993,4135,8015,4901,6151
CIA_RS16060,2590,1996,1713,2795,1950,2216
CIA_RS16065,953,731,642,1244,756,1004
CIA_RS07735,232,255,143,427,195,306
CIA_RS16070,2063,1330,1238,2025,1221,1720
CIA_RS16075,2636,1823,1311,1521,1231,1425
CIA_RS16080,1804,1814,1277,2299,1671,2132
CIA_RS16085,231,259,112,136,115,121
CIA_RS16090,492,345,214,367,134,251
CIA_RS16095,120,244,155,388,188,360
CIA_RS16100,123,117,51,149,93,97
CIA_RS16105,100,60,32,71,46,37
CIA_RS16110,64,68,33,83,40,51
CIA_RS16115,119,105,57,184,86,129
CIA_RS07740,182,211,157,430,266,386
CIA_RS16120,71,86,94,351,102,223
CIA_RS16125,83,80,41,91,22,56
CIA_RS16130,207,116,79,196,83,141
CIA_RS16135,36,41,16,85,40,63
CIA_RS16140,138,93,105,237,111,162
CIA_RS16145,647,554,552,1365,859,1201
CIA_RS0106225,106,81,90,258,133,172
CIA_RS16150,120,114,53,189,75,105
CIA_RS16155,376,357,216,420,248,266
CIA_RS16160,864,828,709,2645,1394,1708
CIA_RS06910,604,400,270,495,304,410
CIA_RS07745,148,119,91,187,148,174
CIA_RS16165,225,177,157,403,134,279
CIA_RS16170,240,256,166,262,74,124
CIA_RS16175,725,846,551,596,201,250
CIA_RS16180,256,193,144,245,133,245
CIA_RS16185,159,143,93,244,102,163
CIA_RS16190,106,92,48,71,39,62
CIA_RS16195,44,81,63,177,67,113
CIA_RS16200,78,71,29,119,80,83
CIA_RS16205,111,86,92,176,113,141
CIA_RS16210,72,61,19,49,29,35
CIA_RS07750,169,189,161,521,427,427
CIA_RS16215,237,113,197,494,475,519
CIA_RS16220,49,81,46,69,82,49
CIA_RS16225,62,30,32,97,40,84
CIA_RS16230,56,25,24,61,57,39
CIA_RS16235,135,129,77,234,151,201
CIA_RS16240,58,60,56,128,55,89
CIA_RS16245,253,214,256,484,1002,837
pqqA,160,168,121,647,396,701
CIA_RS16250,278,295,265,835,1154,997
CIA_RS16255,222,217,171,484,407,524
CIA_RS07755,93,173,85,239,159,174
CIA_RS16260,141,156,113,190,164,230
CIA_RS16265,522,351,239,423,315,406
CIA_RS16270,882,698,501,676,485,588
CIA_RS16275,274,214,174,351,231,324
CIA_RS16280,1132,761,525,1074,581,876
CIA_RS16285,831,779,354,556,389,403
CIA_RS16290,328,318,151,317,201,249
CIA_RS16295,298,224,124,276,183,201
CIA_RS16300,461,234,188,434,186,354
CIA_RS16305,728,683,423,905,636,722
CIA_RS07760,74,101,49,95,69,67
CIA_RS16310,324,230,152,314,143,216
CIA_RS16315,2670,1959,1701,3286,1750,2231
CIA_RS16320,1717,1343,1109,1783,907,1341
CIA_RS16325,5822,4480,3602,4356,2576,3571
CIA_RS16330,1147,1095,905,1339,889,1133
CIA_RS16335,1029,795,531,795,473,674
CIA_RS16340,1629,1234,754,1231,723,935
CIA_RS16345,310,478,284,381,252,248
CIA_RS16350,750,860,549,744,448,569
CIA_RS16355,9867,7100,4917,7131,3413,4261
CIA_RS07765,57,96,82,255,146,170
CIA_RS16360,4515,4042,2964,3708,2303,3046
CIA_RS16365,7640,4725,3611,5379,2353,3503
CIA_RS16370,1299,880,544,740,391,511
CIA_RS16375,1227,656,662,889,459,621
CIA_RS16380,1319,1140,1022,1937,1261,1395
CIA_RS16385,1150,889,1078,1762,885,1260
CIA_RS16390,2606,2199,2712,4280,2530,3195
CIA_RS16395,3773,2942,2862,5106,2314,3205
CIA_RS16400,4698,3781,3261,6405,1571,3018
CIA_RS16405,1704,1548,970,1609,1407,1780
CIA_RS0106020,4265,5370,4946,6536,2802,4343
CIA_RS16410,296,246,219,484,381,575
CIA_RS16415,2389,2240,1708,3203,3112,3923
CIA_RS16420,626,619,528,1282,1397,1391
CIA_RS16425,1183,980,1164,3109,2292,3115
CIA_RS16430,5769,4150,4115,11749,5752,10221
CIA_RS16435,2419,1977,2778,9522,7756,10144
CIA_RS16440,3534,2741,3030,9842,8473,10497
CIA_RS16445,4180,2955,3386,7518,5942,9594
CIA_RS16450,4645,3717,3878,9514,4507,7710
CIA_RS16455,1243,1024,828,1947,1203,1789
CIA_RS07770,1120,1365,1133,2314,886,1681
CIA_RS16460,289,359,196,577,326,419
CIA_RS16465,439,362,287,886,510,682
CIA_RS16470,680,458,232,433,279,307
CIA_RS16475,8700,4919,3157,4835,2214,3442
CIA_RS16480,9226,5174,3018,5051,2512,3573
CIA_RS16485,533,393,295,523,314,438
CIA_RS16490,4638,3864,1985,3336,1748,2535
CIA_RS16495,1653,1445,610,807,625,598
CIA_RS16500,3081,2773,1212,1710,1226,1385
CIA_RS0106240,83,287,160,674,196,286
CIA_RS07775,144,134,93,309,141,209
CIA_RS16505,1889,2328,2024,8389,1952,4167
CIA_RS16510,129,203,102,401,205,348
CIA_RS16515,372,297,268,662,308,470
CIA_RS16520,1385,1068,730,1698,727,1347
CIA_RS16525,1285,1113,863,2328,1247,1880
CIA_RS16530,233,218,213,711,402,501
CIA_RS16535,195,81,93,179,132,172
CIA_RS16540,678,680,437,990,683,680
CIA_RS16545,75,61,58,148,120,137
CIA_RS16550,299,329,217,661,575,705
CIA_RS07780,3099,3150,2348,4429,2188,3464
CIA_RS16555,376,351,310,1011,497,751
CIA_RS16560,130,136,107,217,102,143
CIA_RS16565,774,619,536,826,482,686
CIA_RS16570,74,86,41,114,38,59
CIA_RS16575,100,79,35,88,38,61
CIA_RS16580,392,294,189,393,102,251
CIA_RS16585,154,94,59,87,49,69
CIA_RS16590,152,78,59,91,64,81
CIA_RS16595,114,83,51,96,62,78
CIA_RS16600,102,79,58,123,38,63
CIA_RS07785,766,877,806,1546,766,1306
CIA_RS16605,217,221,141,321,181,240
CIA_RS16610,100,70,70,124,100,84
CIA_RS16615,88,54,39,107,49,91
CIA_RS16620,43,38,19,50,33,46
CIA_RS16625,183,126,69,105,73,82
CIA_RS16630,119,125,91,189,96,165
CIA_RS16635,91,90,61,107,84,126
CIA_RS16640,59,54,37,51,72,74
CIA_RS16645,231,233,95,255,195,243
CIA_RS16650,374,350,216,359,159,225
CIA_RS06915,372,320,249,481,269,389
CIA_RS07790,3888,5522,3682,6426,6588,7318
CIA_RS16655,415,357,178,240,108,191
CIA_RS16660,1038,736,475,817,407,625
CIA_RS16665,2138,1361,868,1510,600,928
CIA_RS16670,1230,924,476,904,552,755
fusA,3854,3417,2823,8597,7651,9296
CIA_RS16680,2320,1669,1739,4934,3707,5245
CIA_RS16685,473,451,375,1307,1099,1414
CIA_RS16690,162,248,236,1103,729,982
CIA_RS16695,246,248,292,828,685,930
CIA_RS16700,286,218,226,696,598,777
CIA_RS07795,353,296,195,582,366,534
CIA_RS16705,281,249,185,569,417,659
CIA_RS16710,394,207,205,547,306,537
CIA_RS16715,284,241,204,377,179,294
CIA_RS16720,149,130,121,280,115,174
CIA_RS16725,338,363,245,551,198,432
CIA_RS16730,145,184,127,331,166,229
CIA_RS16735,291,195,250,374,228,250
CIA_RS16740,40,32,49,58,84,63
CIA_RS16745,95,74,92,130,84,87
CIA_RS16750,86,50,41,90,71,56
CIA_RS07800,290,260,158,339,179,259
CIA_RS16755,118,125,82,94,69,88
CIA_RS16760,596,509,414,705,452,482
CIA_RS16765,33,33,71,73,66,59
CIA_RS16770,62,46,82,126,98,92
CIA_RS16775,88,74,82,102,109,96
CIA_RS16780,120,80,129,253,137,198
CIA_RS16785,153,131,71,68,43,67
CIA_RS16790,47,62,32,96,42,67
CIA_RS16795,57,41,46,110,73,91
CIA_RS16800,81,81,56,493,320,561
CIA_RS07805,707,764,472,997,660,813
CIA_RS16805,56,66,28,51,81,63
CIA_RS16810,44,56,48,82,91,75
CIA_RS16815,100,83,48,86,71,99
CIA_RS16820,472,385,379,805,466,768
CIA_RS16825,141,122,78,141,89,145
CIA_RS16830,274,211,90,155,78,103
CIA_RS16835,249,201,102,118,84,102
CIA_RS16840,231,227,145,310,125,177
CIA_RS16845,585,553,418,689,310,571
CIA_RS16850,1057,895,467,1117,460,776
CIA_RS07810,498,525,387,649,444,585
CIA_RS16855,104,134,83,230,237,247
CIA_RS16860,404,292,192,546,333,468
CIA_RS16865,490,383,299,584,406,527
CIA_RS16870,228,215,174,514,510,477
CIA_RS16875,327,398,440,1404,1854,1845
CIA_RS16880,143,105,79,171,112,137
CIA_RS16885,52,57,41,42,33,50
CIA_RS16890,199,176,112,263,105,163
CIA_RS16895,372,418,363,826,1007,952
CIA_RS16900,130,108,56,139,119,98
CIA_RS07815,57,100,63,148,74,138
CIA_RS16905,148,172,81,227,172,187
CIA_RS16910,104,98,40,122,87,114
CIA_RS16915,33,49,14,41,27,32
CIA_RS0106260,99,91,46,116,114,125
CIA_RS16920,670,589,333,966,496,795
CIA_RS16925,43,18,22,51,26,33
CIA_RS16930,30,44,26,55,47,35
CIA_RS16935,152,164,72,249,173,231
CIA_RS16940,76,68,57,156,69,109
CIA_RS16945,13,15,12,46,41,38
CIA_RS07820,149,91,91,210,131,159
CIA_RS16950,40,22,22,47,37,36
CIA_RS16955,696,597,674,1739,1515,2070
CIA_RS16960,388,206,190,354,309,408
CIA_RS16965,120,206,143,464,322,505
CIA_RS16970,110,85,86,234,230,359
CIA_RS16975,89,76,138,718,663,762
ligD,209,243,176,529,969,780
CIA_RS16985,222,173,217,744,513,833
CIA_RS16990,119,91,130,363,297,508
CIA_RS16995,165,183,212,607,724,663
CIA_RS0106025,57,65,44,126,61,83
CIA_RS17000,565,412,419,1142,1116,1256
CIA_RS17005,241,132,267,1025,726,1337
CIA_RS17010,1646,1476,772,1682,845,1647
CIA_RS17015,1314,1194,958,2016,1104,1786
CIA_RS17020,98,105,94,276,60,147
CIA_RS17025,6618,6565,5758,4022,4485,5857
katE,409,394,420,799,317,535
