Gene,PA14_control1,PA14_control2,PA14_control3,PA14_FBI1,PA14_FBI2,PA14_FBI3
CIA_RS35255,949,980,759,1481,927,1260
CIA_RS35260,1798,1763,1350,3272,4321,3694
CIA_RS09650,148,368,249,1103,289,588
CIA_RS35265,1068,1222,705,1375,2385,2010
CIA_RS35270,461,400,305,799,439,714
CIA_RS35275,19981,10353,9864,28905,8978,25152
CIA_RS35280,439,390,269,564,556,716
CIA_RS35285,342,401,191,542,395,449
CIA_RS35290,321,278,225,437,352,388
CIA_RS35295,202,178,133,217,204,282
CIA_RS35300,6531,5802,3873,4441,1915,4693
CIA_RS35305,717,627,567,1338,868,1255
ureC,843,818,483,829,452,762
CIA_RS07105,1059,853,727,1810,1471,1861
CIA_RS09655,213,331,205,744,283,422
ureB,46,64,45,117,51,76
CIA_RS35320,65,83,37,107,37,75
ureA,40,39,26,57,14,52
CIA_RS35330,47,38,25,51,19,44
CIA_RS35335,46,57,39,78,33,60
CIA_RS35340,37,30,30,111,35,69
CIA_RS35345,66,83,52,164,103,123
CIA_RS35350,147,125,108,208,140,186
CIA_RS35355,154,98,88,166,137,162
CIA_RS35360,88,108,77,288,178,293
CIA_RS09660,75,111,65,276,138,169
CIA_RS35365,181,124,104,263,154,249
CIA_RS35370,699,609,549,1160,687,937
CIA_RS35375,131,107,87,119,110,94
purH,256,268,181,380,174,229
CIA_RS35385,105,157,139,250,198,229
CIA_RS35390,476,622,476,1187,766,951
CIA_RS35395,144,171,128,309,131,199
prmA,184,182,119,199,148,243
CIA_RS35405,151,168,129,251,164,221
CIA_RS35410,1129,985,916,1778,903,1174
CIA_RS09665,83,148,89,347,151,212
CIA_RS35415,291,294,407,969,284,483
CIA_RS35420,319,289,273,818,273,442
CIA_RS35425,505,307,234,441,261,384
CIA_RS35430,484,662,254,435,270,311
CIA_RS35435,5944,5291,3768,7083,7785,8172
CIA_RS35440,3094,2251,2002,6284,6408,6976
CIA_RS35445,258,292,170,439,347,430
CIA_RS35450,130,190,97,344,179,252
CIA_RS35455,456,506,413,929,788,909
CIA_RS35460,149,153,136,495,329,425
CIA_RS09670,432,463,329,1147,350,635
CIA_RS35465,284,262,182,415,217,358
CIA_RS35470,76,81,62,155,83,118
CIA_RS35475,199,115,96,187,111,148
CIA_RS35480,458,399,250,709,420,539
CIA_RS35485,537,388,244,681,482,589
CIA_RS35490,152,64,76,161,71,136
CIA_RS35495,72,40,31,91,48,77
CIA_RS35500,71,38,39,79,20,55
CIA_RS35505,617,557,456,1099,656,1115
CIA_RS35510,336,351,231,583,373,490
CIA_RS09675,77,123,64,327,116,203
CIA_RS35515,256,154,112,245,116,222
CIA_RS35520,306,363,186,503,401,463
CIA_RS35525,245,337,244,380,242,337
CIA_RS35530,64,62,53,103,53,77
CIA_RS35535,26,35,16,26,22,24
CIA_RS35540,245,209,188,381,243,310
CIA_RS35545,16,13,6,26,15,20
CIA_RS35550,99,59,66,100,84,108
CIA_RS35555,52,40,32,75,57,82
CIA_RS35560,15,18,9,45,29,42
CIA_RS09680,345,443,294,569,351,571
CIA_RS35565,57,49,27,82,21,45
CIA_RS35570,37,13,19,61,24,31
CIA_RS35575,90,66,39,75,44,55
CIA_RS35580,48,30,27,61,32,44
fadH,72,58,46,102,57,80
CIA_RS35590,106,87,59,112,67,95
CIA_RS35595,1070,681,1099,6927,5930,9228
CIA_RS35600,1106,818,990,3346,2622,3869
CIA_RS35605,302,242,304,1169,849,1272
CIA_RS35610,177,128,199,575,391,585
CIA_RS09685,4231,3287,3578,5545,3094,4668
CIA_RS35615,118,90,44,178,175,202
CIA_RS35620,259,191,196,354,277,311
CIA_RS35625,398,402,229,427,375,431
CIA_RS35630,236,196,138,309,262,259
CIA_RS35635,322,243,167,407,287,359
CIA_RS35640,547,506,311,711,388,470
CIA_RS35645,483,224,174,251,144,201
CIA_RS35655,41,69,66,200,82,123
CIA_RS35660,41,22,18,68,42,51
CIA_RS09690,110,153,111,375,148,263
CIA_RS35665,131,98,114,293,119,209
CIA_RS35670,81,52,29,82,37,59
CIA_RS35675,58,69,56,105,61,99
CIA_RS35680,32,48,27,65,39,50
CIA_RS35685,280,219,166,335,144,197
CIA_RS35690,65,65,59,115,68,67
CIA_RS35695,46,56,30,62,30,53
CIA_RS35700,375,289,163,261,189,217
CIA_RS35705,2228,1487,1032,2739,1733,2169
CIA_RS35710,177,156,93,217,163,213
CIA_RS09695,259,266,177,660,266,422
CIA_RS35715,301,305,155,248,183,238
CIA_RS35720,135,91,64,106,49,82
CIA_RS35725,67,89,34,86,35,59
CIA_RS35730,158,185,84,210,220,198
CIA_RS35735,1825,1350,932,1938,662,1167
fabG,1550,882,546,800,719,731
CIA_RS35745,535,594,312,732,575,739
CIA_RS35750,65,56,42,141,88,115
CIA_RS35755,119,209,104,365,209,265
CIA_RS35760,208,182,199,628,342,634
CIA_RS09700,1327,1250,797,1909,832,1354
CIA_RS35765,2676,2386,1777,6342,10959,9089
CIA_RS35770,824,884,586,1552,1870,1751
CIA_RS35775,898,946,698,1426,972,1254
CIA_RS35780,480,435,276,428,260,413
CIA_RS35785,975,853,662,1706,770,1239
CIA_RS35790,356,387,271,1077,810,1042
CIA_RS35795,172,176,186,507,539,686
CIA_RS35800,202,202,226,819,755,990
CIA_RS0106805,558,462,503,1920,1801,2303
CIA_RS35805,192,201,236,1133,1002,1269
CIA_RS07110,848,568,612,1127,1090,1406
CIA_RS09705,198,246,173,497,188,374
CIA_RS35810,378,313,188,519,300,377
lldD,204,130,104,215,160,188
CIA_RS35820,1103,978,781,2025,1368,1808
pdhR,1044,830,751,1307,1031,1444
smpB,305,231,212,400,130,253
CIA_RS35835,713,808,933,2823,2535,3717
CIA_RS35840,129,87,79,188,219,178
CIA_RS35845,1034,782,1070,4275,3456,4862
CIA_RS35850,1046,861,936,2861,2423,3169
CIA_RS35855,987,768,784,2006,1281,1670
CIA_RS09710,101,83,96,308,130,231
CIA_RS35860,2778,2000,2710,6466,3684,4826
dnaK,16447,13715,14902,27712,21422,24842
CIA_RS35870,7883,4939,5087,7605,4384,5895
CIA_RS35875,2000,1664,1220,1913,1442,1762
CIA_RS35880,1501,1680,1478,3105,2921,3057
CIA_RS35885,2527,1969,1499,3468,2558,2858
carB,6159,5571,4597,9355,7469,8956
greA,999,856,788,1629,774,1488
CIA_RS35900,1208,1161,557,994,813,973
CIA_RS35905,305,280,282,732,557,627
CIA_RS09715,218,235,153,462,211,321
CIA_RS35910,1311,1065,943,1872,985,1577
hflB,22800,24010,19659,31185,24230,31929
folP,2681,2742,1642,3674,1944,2768
glmM,2491,2190,1639,3225,1433,2489
CIA_RS35930,1532,1407,1144,2314,944,1492
CIA_RS0106810,1809,1412,1534,5917,2749,5321
CIA_RS35945,625,497,707,3530,1206,2728
nusA,7275,8220,7036,16180,9895,14104
CIA_RS09720,97,76,94,254,129,165
CIA_RS35955,13058,13762,8858,19094,13038,16954
CIA_RS35960,117,101,126,305,208,299
CIA_RS35965,3091,5005,2027,3530,2815,3418
CIA_RS35970,1076,1386,775,1213,1098,1060
CIA_RS35975,2900,2955,2327,4489,2470,3476
CIA_RS35980,18975,21455,27952,104302,106897,116110
CIA_RS35985,2472,2854,2552,6838,12790,9425
CIA_RS35990,341,255,150,277,409,334
CIA_RS35995,465,447,369,652,334,506
CIA_RS36000,4726,4250,3676,6436,4650,5699
CIA_RS09725,363,458,321,736,395,546
CIA_RS36005,505,407,226,319,214,261
CIA_RS36010,3776,3370,2359,4179,3552,4132
CIA_RS36015,1606,1114,1039,1756,912,1357
CIA_RS36020,220,179,157,271,132,204
CIA_RS36025,190,160,110,208,133,144
panB,262,228,129,356,140,218
CIA_RS36035,105,136,58,109,67,89
CIA_RS36040,1148,932,684,1378,657,842
CIA_RS36045,4126,4512,3959,7967,7314,8605
CIA_RS36050,2081,1753,1465,3203,2484,2969
CIA_RS09730,179,293,207,640,335,490
CIA_RS36055,256,245,123,334,202,286
CIA_RS36060,227,147,114,181,187,213
CIA_RS36065,2346,2041,1754,6701,6986,8058
CIA_RS36070,1305,1054,1225,3175,3306,4211
CIA_RS36075,298,225,142,220,145,246
CIA_RS36080,457,479,336,755,531,697
CIA_RS36085,898,848,609,1230,937,1248
CIA_RS36090,370,220,184,300,291,279
CIA_RS36095,2788,1823,1413,3342,3179,4132
CIA_RS36100,869,646,396,1124,686,1088
CIA_RS09735,129,168,92,370,183,251
CIA_RS36105,1228,1107,828,1726,1095,1490
CIA_RS36110,2075,1641,1241,2381,1043,1343
CIA_RS36115,1369,839,411,927,931,1147
CIA_RS36120,222,320,165,475,463,555
CIA_RS36125,446,365,308,526,326,516
CIA_RS36130,3276,3302,2821,6611,5846,7067
CIA_RS36135,1278,784,893,2183,1322,1933
CIA_RS36140,1101,783,747,1546,1056,1345
CIA_RS36145,1018,665,728,2074,1773,2295
CIA_RS36150,777,521,508,1549,1555,1659
CIA_RS09740,352,373,237,671,323,415
CIA_RS36155,867,695,664,2201,1707,2335
CIA_RS36160,2055,1680,2075,7029,5623,7405
CIA_RS36165,891,1005,1406,6166,10316,8012
CIA_RS36170,737,712,713,1820,1994,2775
CIA_RS36175,1010,892,632,1405,661,952
CIA_RS36180,862,649,410,1081,637,859
CIA_RS36185,812,583,259,634,493,502
CIA_RS36190,155,241,101,240,159,209
CIA_RS36195,165,196,197,498,315,429
CIA_RS36200,1362,1250,936,1651,939,1428
CIA_RS09745,819,1020,768,1824,1127,1453
ilvH,1118,597,815,1467,576,1062
CIA_RS36210,2427,2008,2028,3912,2370,3337
CIA_RS36215,489,442,476,1042,949,1004
CIA_RS36220,1403,1039,879,3611,2357,3766
CIA_RS36225,419,547,356,1350,1024,1455
CIA_RS36250,5052,5659,3249,4945,2418,4268
CIA_RS09750,863,961,680,1576,1109,1407
CIA_RS06845,369,273,211,646,424,524
CIA_RS07115,38000,39781,24242,31539,21524,27619
CIA_RS09755,1892,2012,1558,4077,2832,3728
CIA_RS09760,358,362,267,656,545,731
CIA_RS09765,775,435,491,1403,1023,1387
CIA_RS09770,718,760,677,1802,1282,1661
CIA_RS09775,376,353,295,776,459,641
CIA_RS09780,703,652,540,1162,833,992
CIA_RS09785,233,236,185,449,482,509
CIA_RS09790,376,440,337,833,712,810
CIA_RS09800,1402,1578,1542,2626,2112,2485
CIA_RS07120,67,32,31,78,71,52
CIA_RS09805,441,451,339,775,516,681
CIA_RS09810,862,894,730,1759,2056,2096
CIA_RS09815,199,219,131,403,229,352
CIA_RS09820,94,114,48,146,110,128
CIA_RS09825,202,182,135,282,151,220
CIA_RS09830,257,247,164,355,266,337
CIA_RS09835,794,499,389,1437,2675,2249
CIA_RS09840,487,461,407,1503,3144,2540
CIA_RS09845,159,225,121,389,393,516
CIA_RS09850,190,77,81,264,290,290
CIA_RS07125,569,571,544,1498,1150,1427
CIA_RS09855,193,137,108,369,464,485
CIA_RS09860,301,276,204,643,524,660
CIA_RS09865,133,83,68,152,201,196
CIA_RS09870,285,275,257,783,757,949
CIA_RS09875,949,708,616,1780,1626,2310
CIA_RS09880,952,708,676,1068,502,688
CIA_RS09885,2311,1473,1421,2024,978,1393
CIA_RS09890,1757,1100,1150,1993,951,1398
CIA_RS09895,1429,1466,1208,2242,1196,1560
CIA_RS09900,70,81,64,129,76,91
CIA_RS07130,421,351,181,410,344,458
CIA_RS09905,134,108,62,199,114,131
CIA_RS09910,205,213,174,274,94,162
CIA_RS09915,158,135,79,143,73,97
CIA_RS09920,188,181,121,277,190,225
CIA_RS09925,67,53,49,136,83,112
CIA_RS09930,231,187,156,596,352,495
CIA_RS09935,339,344,450,1686,1678,1670
CIA_RS09940,67,53,29,105,61,93
CIA_RS09945,344,271,112,318,184,267
CIA_RS09950,695,512,399,1471,1220,1460
CIA_RS07135,289,256,131,237,213,244
CIA_RS09955,324,293,229,478,284,369
CIA_RS09960,262,243,144,328,149,223
CIA_RS09965,616,425,211,375,239,306
CIA_RS09970,5913,2721,2465,4801,3038,4489
CIA_RS09975,40040,25098,32394,145184,133274,184196
CIA_RS09980,30985,27260,20559,58938,57212,75060
CIA_RS09985,6430,5540,3795,9811,11999,12527
CIA_RS09990,1045,984,639,1602,839,1099
CIA_RS09995,2989,2678,2437,5538,2544,4086
CIA_RS10000,1536,1649,1445,4969,3327,4862
CIA_RS07140,676,554,452,618,412,614
CIA_RS10005,725,827,682,1639,1574,1943
CIA_RS10010,2460,2600,3312,11199,9845,14093
rnc,1095,1028,1102,2787,3444,3584
CIA_RS10020,3314,3099,3579,9127,8137,9451
CIA_RS10025,438,302,402,1033,677,1107
CIA_RS10030,473,342,288,745,742,1074
CIA_RS10035,563,422,420,1375,1014,1593
CIA_RS10040,494,474,456,1465,1232,1806
CIA_RS10045,606,433,524,1808,2164,2465
CIA_RS10050,183,239,146,321,325,348
CIA_RS07145,596,570,365,629,565,598
CIA_RS10055,568,525,394,669,504,659
CIA_RS10060,6173,5658,4519,6691,4073,5810
CIA_RS10065,226,162,95,172,153,209
CIA_RS10070,371,349,247,599,487,657
CIA_RS10075,1375,1064,1071,2885,2438,3348
CIA_RS10080,1347,1219,1682,5060,4255,5574
CIA_RS10085,2579,1856,1915,6161,5180,6566
CIA_RS10090,516,477,572,1359,1383,1738
CIA_RS10095,336,239,359,1112,1031,1238
CIA_RS10100,2004,1621,1412,3109,2722,3297
CIA_RS07150,2459,2309,2284,5958,6505,6605
CIA_RS10105,6903,5549,6717,15806,12930,16136
CIA_RS10110,294,198,189,331,303,319
CIA_RS10115,354,293,230,367,288,396
CIA_RS10120,195,160,168,528,237,332
CIA_RS10125,115,83,83,195,110,120
CIA_RS10130,491,512,299,307,268,270
prpD,1777,1871,1301,2074,1392,1834
CIA_RS10140,402,341,224,507,235,339
CIA_RS10145,1271,1272,870,1544,871,1200
CIA_RS10150,2023,1565,1267,1981,973,1670
CIA_RS07155,730,379,360,667,337,529
prpB,1449,1066,984,2231,850,1632
CIA_RS10160,190,160,154,603,325,592
CIA_RS10165,278,174,204,708,282,623
CIA_RS10170,525,450,339,639,405,561
CIA_RS10175,55,44,19,44,31,41
CIA_RS10180,364,290,189,511,361,424
CIA_RS10185,60,63,53,132,132,128
CIA_RS10190,193,178,128,317,235,335
CIA_RS10195,652,584,388,775,532,781
CIA_RS10200,1885,2586,2744,6904,8129,6730
CIA_RS07160,218,238,155,496,292,359
CIA_RS10205,278,268,185,397,274,340
CIA_RS10210,577,507,553,2239,1402,1973
CIA_RS10215,143,117,65,184,148,205
CIA_RS10220,422,341,285,1006,622,845
CIA_RS10225,446,391,277,340,271,415
CIA_RS10230,842,615,622,1271,489,952
CIA_RS10235,1169,859,771,1503,1064,1338
CIA_RS10240,1133,1108,678,955,864,1002
CIA_RS10245,228,235,137,243,124,191
CIA_RS10250,860,695,657,1809,1170,1679
CIA_RS06850,1373,1087,997,2561,1307,1943
CIA_RS07165,139,110,88,265,201,231
CIA_RS10255,440,318,304,954,674,780
CIA_RS10260,306,231,246,798,632,918
CIA_RS10265,141,84,153,482,330,453
CIA_RS0106080,152,157,198,711,560,683
CIA_RS10270,3495,2817,3702,12715,7542,10808
CIA_RS10275,732,815,791,2003,799,1333
CIA_RS10280,196,250,267,886,299,519
CIA_RS10285,62,65,25,151,82,143
CIA_RS10290,225,329,232,719,293,511
CIA_RS10295,263,325,446,2110,1382,2078
CIA_RS07170,176,182,113,245,85,155
CIA_RS10300,536,855,694,3710,1643,2443
CIA_RS10305,505,653,549,1545,951,1359
CIA_RS10310,1600,1845,2096,4272,3065,3851
CIA_RS10315,250,546,348,981,2382,1427
CIA_RS10320,99,101,78,192,142,181
CIA_RS10325,131,81,59,238,122,176
CIA_RS10330,369,351,321,1792,934,1727
CIA_RS10335,177,115,84,194,135,147
CIA_RS10340,140,82,70,215,114,165
CIA_RS10345,2472,2054,1946,7469,7536,8654
CIA_RS07175,740,737,504,996,822,1022
CIA_RS10350,1000,884,881,2942,2408,2959
CIA_RS10355,925,972,723,1551,1232,1509
CIA_RS10360,1016,996,624,1466,1154,1410
CIA_RS10365,1603,934,1189,4675,2047,4198
CIA_RS10370,3807,3939,3523,8935,8213,11710
CIA_RS10375,1624,1600,1606,11093,9472,12044
CIA_RS10380,2060,2472,2027,11409,12723,13230
CIA_RS10385,1289,988,1467,6842,6039,7269
CIA_RS10390,1431,1233,1338,6580,4781,6796
CIA_RS10395,888,821,1036,4938,3761,5495
CIA_RS07180,258,288,116,275,147,168
CIA_RS10400,830,876,839,3296,3313,4546
CIA_RS10405,392,410,433,1909,1474,2233
CIA_RS10410,393,433,335,1197,1048,1377
CIA_RS10415,666,646,517,1508,1159,1701
CIA_RS10420,3462,2218,1132,1804,1130,1515
CIA_RS10425,5011,6064,4059,5506,4734,5837
CIA_RS10430,409,315,287,485,340,452
CIA_RS10435,1444,1125,876,2159,2132,2274
CIA_RS10440,97726,60623,76067,106556,53997,86781
CIA_RS10445,819,761,407,869,695,1016
CIA_RS07185,95,127,54,131,97,121
CIA_RS10450,1694,1126,1066,2922,2329,2954
CIA_RS10455,688,541,448,1123,993,1134
CIA_RS10460,2268,1427,1594,4360,2645,4181
CIA_RS10465,1141,981,780,1695,1235,1902
CIA_RS10470,1211,851,939,2069,888,1751
CIA_RS10475,694,600,387,499,396,563
CIA_RS10480,1147,889,709,1425,1081,1387
CIA_RS10485,1581,1465,1245,3516,2322,3295
CIA_RS10490,2202,1812,1670,3583,2355,3202
CIA_RS10495,527,444,356,832,490,827
CIA_RS07190,1566,1134,1326,4494,4592,5437
CIA_RS10500,365,398,255,618,585,613
CIA_RS10505,375,340,223,464,367,537
CIA_RS10510,33378,22275,19213,30964,14932,23546
CIA_RS10515,3299,2689,1438,2848,1864,2543
CIA_RS10520,918,763,561,1057,676,890
CIA_RS10525,776,801,680,1371,904,1038
pbpG,3094,3000,2329,5321,3958,4384
CIA_RS10535,8655,7401,4644,6162,4574,5275
phhB,8527,6278,7267,10719,4395,7258
phhA,17271,11257,11838,18857,10444,14572
CIA_RS07195,467,401,478,767,484,716
CIA_RS10550,648,475,383,755,447,633
CIA_RS10555,58,74,42,110,50,56
CIA_RS10560,2694,2590,1358,2008,1229,1564
CIA_RS10565,222,224,194,353,207,298
CIA_RS10570,302,315,178,426,271,333
CIA_RS10575,185,142,98,205,130,148
CIA_RS10580,249,144,145,294,174,241
CIA_RS10585,45,59,38,108,46,82
CIA_RS10590,105,65,43,68,51,82
CIA_RS10595,99,102,68,179,111,107
CIA_RS07200,1883,1439,2114,3524,1905,3977
CIA_RS10600,75,117,37,87,56,75
CIA_RS10605,224,222,146,270,167,231
CIA_RS10610,227,330,254,495,313,391
CIA_RS10615,1711,1734,1035,1767,1096,1406
CIA_RS10620,4095,3541,3100,5953,3636,5376
CIA_RS10625,4482,2894,4362,12123,7460,11792
CIA_RS10630,259,297,358,885,763,901
CIA_RS10635,421,307,314,1043,900,908
CIA_RS10640,958,848,627,1866,1050,1599
CIA_RS10645,427,372,354,1026,743,883
CIA_RS07205,4132,3885,4623,7456,9116,9165
CIA_RS10650,499,366,382,868,652,709
CIA_RS10655,139,95,115,167,146,201
argD,1177,1182,1272,3132,1439,2349
CIA_RS10665,469,400,573,1025,592,814
CIA_RS10670,555,516,538,1124,564,754
astD,188,242,290,579,305,354
CIA_RS10680,1298,1107,1611,5342,5025,6700
CIA_RS10685,494,459,711,2053,2521,2499
CIA_RS10690,693,562,710,1756,1441,1962
CIA_RS10695,252,185,208,448,429,463
CIA_RS07210,1388,2028,2099,4394,2079,1834
CIA_RS10700,1092,965,859,2183,1455,2029
CIA_RS10705,1202,963,801,1726,1051,1595
CIA_RS10710,126330,127836,66634,135347,44988,92497
CIA_RS10730,654,498,426,1377,587,1104
CIA_RS10735,509,502,458,1506,954,1341
CIA_RS10740,58,36,43,116,90,101
CIA_RS10745,43,46,46,95,55,105
CIA_RS06855,438,488,380,1275,1170,1350
CIA_RS07215,1611,2196,2040,6107,2912,3587
CIA_RS10750,84,88,100,385,252,383
CIA_RS10755,76,95,109,376,298,343
CIA_RS10760,236,261,164,500,423,465
CIA_RS10765,1148,1187,1312,5167,2916,4456
CIA_RS10770,84,34,40,182,144,165
CIA_RS10775,119,165,161,725,490,644
rimO,425,248,292,1194,1030,1214
CIA_RS10785,1308,1043,1117,3866,3697,4357
CIA_RS10790,231,251,323,1329,1015,1531
CIA_RS10795,604,527,444,978,806,1033
CIA_RS07220,513,543,498,1154,805,1071
CIA_RS10800,982,779,749,1841,1328,1955
CIA_RS10805,240,183,177,395,192,279
CIA_RS10810,327,286,253,898,320,617
CIA_RS10820,277,231,184,326,136,246
CIA_RS10825,875,1143,773,1767,1138,1497
CIA_RS10830,216,215,143,401,336,400
CIA_RS10835,199,222,150,301,175,213
CIA_RS10840,430,474,279,508,358,388
CIA_RS10845,1416,1247,789,1666,984,1350
CIA_RS07225,74,106,46,149,163,148
CIA_RS10850,210,120,147,267,88,151
CIA_RS10855,874,797,441,930,412,549
CIA_RS10860,801,832,531,1231,755,914
CIA_RS10865,589,451,381,880,497,715
CIA_RS10870,1811,1384,902,2196,1803,2204
relA,3878,3397,3016,5499,2900,4773
CIA_RS10880,1502,1199,870,2031,1049,1509
CIA_RS10885,401,552,408,876,610,817
CIA_RS10890,509,436,483,1048,667,908
CIA_RS10895,4834,4267,3711,6648,3096,4963
CIA_RS07230,390,274,294,651,608,640
CIA_RS10900,391,586,386,814,555,646
CIA_RS10905,973,632,470,694,245,518
CIA_RS10910,479,530,354,671,519,539
CIA_RS10915,1192,973,1209,2337,697,1319
CIA_RS10920,2507,2330,1822,2947,1337,2100
CIA_RS10925,3269,2802,2147,5543,4306,5521
CIA_RS10930,3113,1748,1750,5113,2263,4819
CIA_RS10935,438,406,326,792,661,748
CIA_RS10940,514,357,267,496,257,388
CIA_RS10945,901,629,359,714,255,405
CIA_RS07235,816,452,344,586,455,601
CIA_RS10950,93,112,55,154,87,106
CIA_RS10955,149,126,119,258,149,212
CIA_RS10960,238,146,113,416,127,232
CIA_RS10965,497,417,393,1237,861,1111
CIA_RS10970,113,121,150,394,310,365
CIA_RS10975,100,150,158,370,365,382
CIA_RS10980,551,461,330,801,401,645
CIA_RS10985,410,243,195,381,162,268
CIA_RS10990,568,454,331,815,431,684
CIA_RS10995,1672,1421,1111,2444,1212,1797
CIA_RS07240,229,217,120,155,151,168
CIA_RS11000,146,152,107,295,181,217
CIA_RS11005,5514,4637,6380,11802,4432,6991
CIA_RS11010,1279,1213,1349,4117,4198,5214
CIA_RS11015,390,516,398,1113,1460,1440
CIA_RS11020,2153,2155,2158,8342,6352,8261
CIA_RS11025,29987,32742,25940,38393,28554,36583
CIA_RS11030,2008,1601,1536,3055,2767,3035
CIA_RS11035,799,715,611,1335,773,1259
CIA_RS11040,552,498,465,1064,786,1099
CIA_RS11045,458,449,360,785,808,779
CIA_RS07245,536,472,334,663,474,625
ruvB,658,527,485,1004,710,855
CIA_RS11055,387,361,297,608,342,463
CIA_RS11060,569,594,493,1130,564,1021
CIA_RS11065,1218,895,685,1695,766,1210
CIA_RS11070,3278,2124,1610,4965,3363,4799
CIA_RS11075,2364,1955,1514,3375,1812,2728
CIA_RS11080,3960,2981,2313,5050,2380,3817
CIA_RS11085,997,657,497,1095,779,971
CIA_RS11090,284,289,224,654,536,658
CIA_RS11095,399,355,298,746,613,691
CIA_RS07250,254,177,233,743,524,752
CIA_RS11105,125,231,195,607,337,472
CIA_RS11110,144,125,119,332,110,227
CIA_RS11115,32,30,34,75,55,96
CIA_RS11120,21,25,23,85,79,81
CIA_RS0106085,632,1007,620,2974,690,1493
CIA_RS11125,751,1092,765,2888,832,1741
CIA_RS11130,1412,1671,927,1761,1375,1625
CIA_RS0106090,98,146,103,268,167,246
CIA_RS0106095,255,375,322,972,701,878
CIA_RS07255,728,795,625,1076,793,881
CIA_RS0106100,693,763,683,2027,1277,2022
CIA_RS0106105,1470,1324,1185,2702,2138,2790
CIA_RS11135,3271,3190,2609,5694,2952,4600
CIA_RS0106110,1067,1333,1067,1990,940,1503
CIA_RS11140,293,266,194,533,245,368
CIA_RS11145,558,612,462,907,262,441
CIA_RS11150,283,263,247,795,924,876
CIA_RS0106115,79,67,74,305,100,167
CIA_RS11155,113,101,104,265,109,196
CIA_RS11160,58,99,78,360,104,192
mscL,1352,1151,1169,2423,1447,2088
CIA_RS11165,1229,1164,687,2067,948,1419
CIA_RS11170,210,295,183,446,361,391
CIA_RS11175,1368,1462,1220,2610,1016,1526
CIA_RS11180,790,894,830,1687,653,1060
CIA_RS11185,509,582,663,1260,604,898
CIA_RS11190,870,711,814,1377,617,1040
CIA_RS11195,2081,1612,1431,2344,1023,1693
CIA_RS11200,2127,1755,1660,3586,1670,2490
CIA_RS11205,1661,1248,1020,1697,1235,1540
CIA_RS11210,3861,3737,3709,7618,5642,7707
CIA_RS06860,2229,1752,1322,2886,2392,2519
CIA_RS0105995,925,613,639,1168,414,774
CIA_RS11215,2927,3085,2277,4277,3555,4478
CIA_RS11220,2721,3097,2301,7099,5325,7318
CIA_RS11225,332,497,365,1236,1043,1235
CIA_RS11230,4170,4850,4613,14980,9876,13785
CIA_RS11235,2786,2267,1988,6219,3159,5293
CIA_RS11240,2838,3601,2657,7010,7212,6953
CIA_RS11245,7028,7737,5473,11084,6258,8318
CIA_RS11250,11363,10309,7216,15590,8513,12747
CIA_RS11255,18305,15269,12881,27310,14941,21304
CIA_RS11260,17087,16495,12728,25395,17103,22607
CIA_RS07265,11139,12968,9142,14480,9306,12722
CIA_RS11270,797,762,699,1742,977,1341
CIA_RS11275,497,436,426,1132,902,958
CIA_RS11280,72,52,58,116,104,111
