X,PA2504_p1_htseq,PA2504_p2_htseq,PA2504_p3_htseq,PAO1161_p1_htseq,PAO1161_p2_htseq,PAO1161_p3_htseq
eddB,135,115,155,115,122,131
efp,6702,6138,6143,6666,6202,6441
endA,181,137,139,119,131,130
eno,6880,6981,6663,6857,7274,7094
epd,1062,942,868,945,953,840
era,1197,1134,1103,981,1187,1244
eraR,54,52,62,42,53,56
eraS,227,176,215,130,166,231
ercS,2887,3027,3207,2515,2868,3059
ercS',347,295,316,291,297,388
erdR,880,948,942,722,924,993
estA,12046,9851,10120,9733,9076,11489
estX,138,159,154,120,180,203
etfA,31481,29584,29326,29951,27389,30071
etfB,28643,26615,25422,27326,24627,27983
eutB,1962,1596,1533,1904,1667,1683
exaA,195,178,180,144,146,165
exaB,77,46,49,47,57,38
exaC,55,59,47,63,58,78
exbB1,69,49,62,91,67,96
exbB2,102,119,141,106,120,106
exbD1,73,62,73,53,86,125
exbD2,16,12,19,20,17,14
exoS,618,626,679,570,631,835
exoT,375,472,570,337,435,540
exoY,83,92,83,65,96,82
exsA,854,792,966,698,865,1053
exsB,191,194,181,157,199,267
exsC,267,332,384,337,343,380
exsD,349,416,507,336,424,559
fabA,6099,5720,5327,5894,5453,5374
fabB,26873,26917,25238,25759,23215,25125
fabD,2753,3322,2896,2589,2916,2896
fabF1,9904,9795,9555,9289,9171,9648
fabF2,2201,1883,2097,1687,1762,2034
fabG,4319,5025,4476,3861,5049,4883
fabH2,192,108,158,119,138,161
fabI,925,866,864,749,762,961
fabZ,1173,1247,1229,1386,1403,1245
fadD1,8502,7718,7163,7506,7184,7316
fadD2,3989,4025,3899,3013,3511,4168
fadH1,372,329,362,340,313,327
fadH2,109,108,131,78,98,123
fahA,4537,3284,3651,3547,3305,3889
faoA,17382,14643,14331,15258,13548,15795
fbp,1805,1878,1749,1780,1847,1895
fda,14203,12206,11689,13439,11132,12666
fdhA,2363,2257,2168,1891,1860,2040
fdhE,334,353,299,297,331,271
fdnG,7294,7230,7253,5968,6802,6602
fdnH,1152,1096,987,826,880,827
fdnI,390,405,375,316,321,296
fdx1,756,892,808,641,858,877
fdx2,2551,2766,2695,2669,2715,2787
fdxA,1307,1404,1360,1358,1528,1502
fecA,998,1097,872,1313,1346,930
femA,1321,1260,1282,1364,1333,1400
femI,1322,1468,1485,1512,1871,1959
femR,1678,1622,1797,1709,1737,2161
fepB,16759,11765,14471,10004,11685,16514
fepC,751,732,768,660,777,903
fepD,3131,2133,2535,1478,1670,2883
fepG,357,286,336,216,266,335
ffh,2786,3109,2983,2796,3479,2938
ffs,94,112,140,84,149,143
fgtA,1742,1694,1886,1299,1580,1983
fha1,3911,3465,3732,3451,3451,3394
fhp,623,432,484,413,417,545
fimL,3040,3230,3104,3102,3476,2901
fimT,69,57,54,56,56,46
fimU,1527,1426,1430,1494,1399,1477
fimV,24886,24361,25757,21646,23180,25960
fimW,5445,4867,4928,4686,4861,5199
fimX,4764,4767,4726,4422,4702,4921
fis,362,346,325,419,348,377
fiuA,2535,2364,2214,2596,2446,2366
fklB,887,732,873,761,839,867
fleN,6597,5686,5716,5971,5795,6076
fleQ,8070,9113,8870,7527,8787,9141
fleR,2272,1874,1984,1732,1880,2277
fleS,3185,2641,2776,2570,2662,2985
flgB,750,528,554,566,604,753
flgC,370,306,251,286,271,391
flgD,1172,786,742,883,761,1177
flgE,4151,2702,2757,3111,2582,3683
flgF,562,494,540,367,519,604
flgG,2836,1731,1841,2201,1807,2259
flgH,824,613,626,601,600,745
flgI,1092,819,914,896,898,1007
flgJ,1570,1216,1255,1354,1212,1445
flgK,3694,2631,2515,3000,2675,3255
flgL,2751,2112,2081,2362,2007,2574
flgM,7079,6261,6042,6864,6107,6948
flhA,2107,1821,2011,1728,1908,2154
flhB,243,242,274,182,253,275
flhF,5756,5183,5767,4674,5331,5674
fliA,4069,3885,3927,3656,3847,4257
fliC,63018,45484,44476,43969,38637,66565
fliD,16831,12974,13558,14468,12254,17321
fliE,1235,1062,1205,929,1206,1330
fliF,2953,2519,2669,2386,2511,2790
fliG,3982,3610,3739,3637,3710,3829
fliI,990,1014,1002,865,870,1035
fliJ,117,155,133,101,138,145
fliM,2283,1901,2084,2078,1896,2187
fliN,697,712,698,632,778,849
fliO,388,305,319,373,306,367
fliP,718,602,611,532,601,621
fliQ,211,196,232,184,215,230
fliR,242,202,222,172,198,246
flp,1525,1305,1499,1331,1309,1365
fmt,1104,1207,1057,1197,1144,1117
foaB,5960,5810,5641,5354,5308,5929
folA,112,138,131,120,153,129
folB,167,186,207,194,198,178
folC,2018,2188,2175,2089,2243,2028
folD,3057,2857,2746,2794,2941,2890
folE1,934,893,798,948,953,1053
folE2,3756,3836,4015,3517,3504,3923
folK,343,284,293,308,302,282
folM,1273,1070,984,1082,1101,1094
folP,786,1048,1082,662,966,1144
folX,1223,1145,1164,1260,1200,1339
foxA,1887,1910,1786,1993,1930,1830
foxI,3143,3783,3974,3050,4165,4324
foxR,2383,2451,2396,2300,2555,2663
fppA,185,178,185,155,189,207
fpr,1429,1165,1215,1255,1240,1367
fptA,53482,52652,53366,52258,58933,63387
fpvA,14744,11661,10197,11878,14114,14265
fpvB,2854,2748,2465,3395,3215,2958
fpvI,1054,1044,1112,839,1086,1124
fpvR,5366,4509,4842,3935,4517,5251
frr,3010,3308,3143,3435,3847,3410
fruA,243,260,301,172,254,285
fruI,586,600,680,537,618,698
fruK,117,138,163,115,144,134
fruR,1811,1716,1694,1513,1685,1722
ftsA,7511,7423,7610,7226,6774,7718
ftsE,2077,1751,1670,1854,1676,1821
ftsH,37033,36400,37615,36293,35886,38966
ftsI,5675,6142,6708,5219,5535,5746
ftsJ,2323,2565,2391,2240,2524,2501
ftsK,8794,9666,9773,7726,9099,9704
ftsL,602,551,560,617,558,611
ftsQ,2252,2497,2420,2361,2330,2442
ftsW,2632,2901,3198,2330,2554,2839
ftsX,2475,2599,2675,2225,2481,2743
ftsY,2788,3266,3285,2772,3392,3434
ftsZ,22524,23482,23811,18861,20351,26078
fumC1,17309,15622,16590,17275,18559,21730
fumC2,4633,3775,3836,3868,3369,4211
fur,13412,16074,15745,13145,15166,15133
fusA1,45485,44968,41885,46689,46531,46480
fusA2,3121,3025,3243,2794,3035,3411
gabD,22957,20799,20745,20649,19788,22631
gabP,584,496,478,493,445,497
gacA,7235,7273,7987,5301,7466,8096
gacS,2189,1817,1946,1692,1834,2075
galE,126,155,139,134,153,142
galU,2850,3007,2865,2751,2993,3055
gapA,1076,930,993,724,807,1138
gatA,2944,2950,2570,3341,3182,2857
gatB,3289,3490,3026,3634,3703,3268
gatC,1227,1107,950,1352,1292,1072
gbcA,768,868,766,638,659,700
gbcB,332,321,307,242,294,273
gbdR,7115,6799,6323,5772,6157,5928
gbt,1621,1372,1151,1431,1326,1353
gbuA,173,146,148,148,160,144
gbuR,577,477,495,439,461,469
gcd,2576,2290,2410,1942,2294,2610
gcdH,2391,2082,2165,1957,1892,2447
gcl,234,198,202,183,184,232
gcp,609,552,587,542,625,676
gcpE,2640,2930,2672,2312,2896,2806
gcvH1,5714,5582,5765,4037,4953,6223
gcvH2,321,263,267,283,273,325
gcvP1,2113,1852,1976,1674,1961,2022
gcvP2,2327,1824,1560,1860,1787,1874
gcvT1,3915,3795,3882,3352,3473,4016
gcvT2,644,650,703,581,686,741
gdhA,1248,1192,1254,1108,1215,1177
gdhB,9679,7843,7780,7855,7411,9059
gfnR,683,660,691,543,622,695
ggt,5225,4779,4279,5424,4626,4135
gidA,5540,5305,5219,5011,5606,5501
gidB,533,418,466,529,505,502
glcB,20116,19653,18694,20857,19187,19960
glcC,1942,1468,1698,1513,1376,1765
glcD,562,553,659,454,538,592
glcE,71,91,115,86,93,113
glcF,213,200,189,166,173,165
glgB,172,167,181,152,166,168
glgP,246,194,207,204,190,227
glk,1138,1126,1176,1048,1134,1292
glmM,6769,6581,6606,5903,6266,7279
glmR,240,221,262,220,236,263
glmS,1149,1177,982,1091,1198,1109
glmU,3146,3168,3041,2819,2989,3126
glnA,42137,35410,33631,33535,29702,40212
glnD,2041,1859,1852,1987,1987,1922
glnE,4670,5127,5300,4341,5114,5302
glnK,8450,8217,8665,7754,8092,8688
glnS,8089,8000,7576,8042,8341,8133
gloA1,1325,1358,1372,1086,1176,1278
gloA2,82,62,82,66,64,81
gloA3,2194,2257,2199,1921,2271,2296
glpD,2327,1957,2009,1718,1576,2365
glpF,979,787,706,707,667,891
glpK,5241,4464,4509,4142,3346,5165
glpM,174,151,159,114,149,135
glpQ,527,416,459,366,388,450
glpR,503,463,436,437,446,525
glpT,672,538,628,418,492,658
gltA,40788,35014,32698,38009,32430,34428
gltB,4746,4991,4917,4971,5663,4446
gltD,1507,1556,1557,1566,1764,1464
gltP,500,467,462,443,421,456
gltR,463,456,515,369,494,468
gltS,111,140,142,98,120,149
gltX,2385,2685,2515,2284,2621,2436
glyA1,416,325,292,333,313,319
glyA2,142,133,138,129,147,141
glyA3,2436,2162,2112,2286,2364,2166
glyQ,1748,1659,1610,1945,1846,1683
glyS,2744,2776,2486,2746,2910,2707
gmd,4342,3898,4211,3481,3486,4476
gmk,1179,1016,1046,1120,1057,1088
gntR,1633,1810,1878,1284,1462,1782
gor,4091,4375,4370,3295,3992,4817
gpsA,3507,3496,3757,3162,3407,3871
gpuA,108,109,126,124,107,117
gpuP,85,84,96,70,68,75
gpuR,1066,1001,1187,827,943,1225
greA,2652,3487,3246,3093,3386,3412
greB,465,527,530,500,552,545
groEL,221250,203498,188966,193623,190038,234882
groES,31984,32838,29269,26951,31304,33302
grpE,7631,7539,6750,5610,6509,7402
grx,264,285,218,322,296,292
gshA,2653,2545,2627,2309,2360,2892
gshB,4145,3271,3368,3901,3276,3748
gtdA,427,356,371,352,344,456
guaA,2249,2051,1927,2409,2153,2083
guaB,4678,4908,4668,4477,5263,4936
gyrA,11923,12125,12024,10974,12671,12095
gyrB,11350,11402,10647,10999,11256,12051
hasAp,267,177,231,207,260,265
hasD,50,54,56,30,55,53
hasE,25,20,35,21,28,31
hasR,286,221,292,206,285,355
hcnA,730,499,548,597,583,636
hcnB,875,665,838,744,803,765
hcnC,1902,1557,1749,1698,1756,1922
hcp1,193,217,225,199,212,235
hcpA,70,41,56,59,49,62
hcpB,442,375,354,365,370,458
hcpC,29,27,30,35,50,44
hemA,608,569,636,595,609,621
hemB,8412,8288,8346,7575,7711,8606
hemC,4750,4504,4825,3951,4253,4605
hemD,807,958,962,690,941,996
hemE,692,811,772,639,791,726
hemF,543,515,487,465,568,538
hemH,1121,1068,1020,845,969,1082
hemK,347,329,345,290,352,300
hemL,5861,5176,4873,4908,4718,5773
hemN,609,516,550,659,710,1572
hemO,8259,8023,8160,8008,8403,9569
hflC,5246,5125,4893,4574,4882,5256
hflK,10418,10237,10330,8591,9526,11606
hfq,14288,13066,12661,13156,12586,12604
himA,22662,22093,23407,21321,23730,24407
himD,12683,16078,16195,10831,15791,17392
hisA,1709,1785,1792,1701,1721,1898
hisB,4499,4077,4173,4305,3985,4037
hisC1,1694,1632,1577,1557,1572,1786
hisC2,1331,1323,1303,1168,1427,1367
hisD,2654,2345,2361,2614,2509,2506
hisE,2207,1790,1619,2066,1814,2022
hisF1,1187,1194,1213,1267,1198,1270
hisF2,1225,1461,1441,1131,1345,1615
hisG,1827,1852,1911,1669,1959,2021
hisH1,1534,1549,1654,1387,1516,1581
hisH2,943,1073,943,873,858,1143
hisI,587,783,762,622,748,824
hisJ,113,98,86,89,84,93
hisM,69,65,70,56,45,61
hisP,61,52,64,68,56,63
hisQ,87,81,70,67,67,57
hisS,2534,2521,2489,2415,2487,2636
hitA,3512,3176,3182,2821,2820,3718
hitB,706,558,666,438,477,691
hmgA,4959,3130,3284,4126,3312,3722
holA,1659,1643,1586,1516,1668,1591
holB,1106,1131,1140,895,1113,1269
holC,292,255,236,259,261,268
hom,1587,1378,1577,1364,1390,1622
hpaA,1463,1348,1163,1302,1014,1236
hpaC,324,307,330,208,240,306
hpcB,1658,1274,1233,1295,929,1469
hpcC,2219,2091,1797,2032,1403,2241
hpcD,624,435,406,590,321,456
hpcG,870,832,773,663,570,778
hpd,61677,54571,54376,58044,52682,58464
hprA,1230,1095,1059,899,1043,1196
hscA,16848,18011,19112,12799,16506,18538
hscB,13261,11670,12291,12659,11228,12624
hslU,4709,3942,3734,3817,3632,4223
hslV,1989,1658,1573,1597,1226,1379
htpG,27153,23958,22420,24144,21982,24352
htpX,13218,12173,12738,11347,11570,11011
hupB,28294,24616,26100,16215,21207,31359
hutC,891,913,923,935,900,932
hutG,886,761,815,712,832,936
hutH,1377,1088,1118,1135,1180,1245
hutI,1137,942,988,827,935,1065
hutU,4904,3653,3666,4086,3966,4320
ibpA,25192,23624,24256,21620,21976,23614
icd,118612,126852,122950,124519,115232,129614
iciA,306,348,354,266,312,396
icmF1,125,141,180,128,147,170
icmP,32135,29508,25673,31415,30429,29399
icp,217,216,209,211,213,210
idh,11246,11274,9537,12570,10694,11620
ileS,7253,6728,6584,6590,6623,6857
ilvA1,1879,1847,1907,1447,1709,1833
ilvA2,155,163,123,139,156,135
ilvC,6603,6531,5921,6027,6292,6518
ilvD,3265,3342,3281,2964,3344,3494
ilvE,11085,10712,10133,11314,11249,10532
ilvH,983,986,916,1216,1174,1021
ilvI,4764,4615,4363,4545,4782,4674
imm2,10402,11187,10595,11254,10104,10947
inaA,672,708,777,617,786,790
infA,2981,2803,2780,2965,2807,2484
infB,7989,8716,8632,7270,8904,9174
infC,12632,15966,14675,11369,16179,14734
ipk,6844,6955,6841,6476,7156,6445
irlR,302,341,401,297,376,395
iscA,10691,10050,9196,10275,9725,9894
iscR,9647,10570,9496,10558,10493,8451
iscS,45089,39421,39061,43441,36324,38180
iscU,16986,14958,13878,18194,14459,14469
ispA,441,350,357,377,434,393
ispB,6637,6158,5761,5541,6154,6080
katA,6412,5876,5931,5241,5240,6079
katB,439,356,453,359,392,452
katE,143,113,109,91,77,136
katN,153,173,183,145,156,187
kdpA,53,42,60,66,62,50
kdpB,81,72,94,53,82,82
kdpC,39,49,50,53,40,48
kdpD,909,845,960,703,823,998
kdpE,228,253,281,182,257,262
kdpF,2,3,5,4,9,4
kdsA,3053,2717,2467,3430,3069,2725
kdsB,1116,1118,1168,1047,1124,1233
kefB,1170,1067,1143,933,995,1124
ksgA,175,246,218,139,241,211
kup,946,928,997,587,837,1007
kynA,2815,2492,2528,2333,2504,2800
kynB,1259,970,957,1066,948,1131
kynU,842,624,679,782,605,784
ladS,2113,2078,2294,1773,2110,2255
lasA,7921,5231,6283,6875,5918,6311
lasB,43971,26164,31383,34849,27875,36650
lasI,13782,14392,13704,14226,13538,13411
lasR,10302,9548,10718,9118,9544,10970
ldcA,2600,2420,2512,2013,2200,2679
ldh,6345,5205,5842,4363,4971,6466
ldhA,554,415,485,450,426,529
lecA,329,287,300,227,280,306
lecB,1118,875,1038,1090,1032,1091
lepA,2245,2298,2280,2278,2447,2225
lepB,1128,1099,1121,830,1184,1218
leuA,6234,5570,5540,5414,5327,5920
leuB,3069,3146,3233,2812,2883,3447
leuC,1925,1867,1905,1827,1769,1957
leuD,1047,954,988,889,911,986
leuS,10076,10781,10338,9831,11111,10202
lexA,1632,1586,1594,1390,1433,1723
lgt,357,339,344,331,339,395
lig,1845,1727,1769,1607,1666,1905
ligT,258,215,229,200,234,199
lipA,22266,20063,18733,19131,17228,20189
lipB,1052,1044,1085,983,1096,1171
lipC,101,87,74,66,54,98
lipH,1710,1648,1668,1248,1500,1778
lis,5497,5127,5177,5246,4901,5572
liuA,20117,18065,17803,18261,18268,19323
liuB,7794,6768,6187,6159,6244,7046
liuC,2469,2025,1819,2066,1857,2064
liuD,5478,4891,4427,4626,4559,5161
liuE,2254,2008,2080,1882,1941,2192
liuR,6226,6455,5400,8565,7105,5892
lldA,356,334,333,302,321,331
lldD,722,716,702,768,694,720
lldP,1030,992,995,1012,905,821
lnt,877,796,776,762,795,767
lolA,2575,2855,2719,2731,2787,2913
lon,57728,59974,57863,55207,55484,60482
lpd3,1701,1734,1889,1380,1573,1816
lpdG,48351,48393,44597,45972,48145,47081
lpdV,92412,97111,99254,81152,90571,98327
lppL,846,984,881,1096,1111,1124
lptA,810,827,876,626,808,767
lptF,2496,2061,2300,2317,1973,2244
lpxA,2876,3152,2861,3073,3254,2860
lpxB,848,944,965,810,1016,878
lpxC,22483,22879,22286,22727,21259,23189
lpxD,4993,4895,4752,4615,5147,4872
lpxK,495,465,535,425,509,488
lpxO1,590,506,469,485,484,575
lpxO2,3192,2819,2860,2633,2914,3024
lrp,1464,1250,1330,1241,1204,1360
lspA,342,330,306,324,369,343
ltaA,4340,3894,4148,3051,3441,4590
lysA,4381,4348,4286,4232,4135,4487
lysC,4130,3885,3879,4186,3935,4158
lysP,463,334,403,368,373,443
lysS,1642,1449,1362,1639,1571,1573
lytB,1090,1181,1186,1025,1091,1163
maiA,1732,1297,1451,1379,1291,1500
map,7269,7150,6822,7836,6996,7325
masA,1212,1347,1377,1107,1270,1365
mdcA,2282,1534,1885,1373,1507,2289
mdcC,125,75,79,93,97,118
mdcD,599,485,567,388,519,618
mdcE,494,405,499,303,438,535
mdlC,204,187,190,161,186,214
mdoH,3118,2860,3125,2404,2848,2947
metE,457,451,491,348,409,466
metF,2150,2085,1977,2149,2042,2263
metG,12636,12233,11754,11771,11961,12546
metH,2551,2670,2650,2731,2992,2604
metK,3733,3810,3596,3527,3986,3893
metR,883,801,789,589,736,793
metX,689,568,554,614,605,675
metY,1134,942,919,1255,1340,1812
metZ,3972,4256,4201,3980,4044,4590
mexA,9200,8535,8993,8446,8383,9407
mexB,17041,16242,16485,15732,15882,18006
mexC,1096,625,902,599,680,840
mexD,1381,604,796,669,620,797
mexE,1689,1396,1429,1146,1269,1695
mexF,346,291,261,178,242,318
mexG,22579,21517,21195,18950,20140,19971
mexH,22300,22883,25266,20127,21709,24520
mexI,36328,32273,35376,30214,31939,34481
mexR,9736,7930,8153,7575,7921,9905
mexT,4897,4078,4407,3303,3870,4787
mfd,5642,5094,5419,4733,4772,5505
mgtA,17853,10506,12416,14118,11507,14984
mgtE,2179,2320,2400,2205,2343,2262
miaA,3737,3521,3579,3372,4124,3773
micA,441,528,511,510,586,511
mifR,747,807,852,787,835,781
mifS,201,205,201,147,188,202
migA,2026,1743,1875,1709,1751,1991
minC,2022,2256,2337,1457,2275,2437
minD,16689,16390,15854,16327,15671,16473
minE,917,1066,1015,946,1194,1083
mliC,3361,3870,3877,3095,3413,4059
mltB1,2618,2371,2381,2428,2528,3049
mltD,5613,5213,4726,5081,4802,4933
mmsA,2912,2018,2187,1949,2047,2609
mmsB,1310,915,1005,839,876,1204
mmsR,461,422,436,310,395,463
moaA1,81,103,124,82,105,95
moaA2,8484,8125,8409,7717,7652,8470
moaB1,290,210,226,181,190,257
moaB2,3188,3253,3079,2733,3088,3381
moaC,1096,1136,1198,932,1117,1311
moaD,230,276,276,203,276,271
moaE,504,487,423,439,414,475
mobA,502,483,501,387,491,491
modA,978,778,830,655,756,886
modB,372,303,340,266,265,334
modC,570,478,551,424,430,533
moeA1,39,34,37,34,43,40
moeA2,2048,2296,2435,1774,2054,2449
moeB,644,611,599,502,539,618
morA,3379,2536,2739,2180,2415,3243
morB,352,263,253,226,235,311
motA,2623,2468,2503,2205,2459,2487
motB,2477,2252,2406,2084,2322,2666
motC,817,852,859,701,818,980
motD,815,840,846,665,831,884
mpl,3682,3570,3632,3413,3551,3784
mqoA,958,836,811,783,902,907
mqoB,7115,6865,6432,6528,6748,7145
mraY,2389,2423,2483,2063,2250,2511
mrcB,1902,1848,1909,1606,1784,1958
mreB,4101,3883,3758,4132,4182,3796
mreC,822,669,737,736,815,748
mreD,184,128,142,133,173,150
msbA,2255,2317,2415,2086,2252,2461
mscL,2871,2617,2951,2142,2195,2971
msrA,4196,4410,4541,3419,3947,5040
msuD,27,27,20,19,28,37
msuE,35,28,33,28,30,39
mtlD,312,201,222,203,199,281
mtlR,1283,1136,1159,1056,1032,1217
mtlY,87,81,97,74,73,115
mtlZ,100,87,123,103,101,139
mtr,802,707,753,587,737,789
mttC,681,610,639,593,600,570
mucA,26149,29769,30912,30568,31011,28480
mucB,7529,8415,8688,8264,8546,7865
mucC,1685,1672,1599,1506,1574,1710
mucD,13525,13981,14337,11454,12627,15659
mucK,333,322,324,230,292,305
mucR,2050,1561,1704,1167,1348,1921
murA,5044,5505,5284,4955,5802,5528
murB,531,637,709,528,639,638
murC,5124,4830,4950,5022,4480,4782
murD,4439,4142,4310,4499,3807,4170
murE,3594,3570,3879,3123,3210,3496
murF,4172,3985,4212,3722,3864,4129
murG,2222,2205,2470,1907,2150,2179
murI,278,345,373,313,327,329
mutL,5916,5985,6436,5197,5525,6321
mutM,1452,1273,1278,1282,1355,1387
mutS,1282,1172,1186,1252,1454,1194
mutY,1836,1741,1635,1600,1627,1842
mvaT,17700,15436,15236,14895,12571,17737
mvfR,1813,1551,1557,1370,1567,1723
nadA,3046,2876,3070,2420,3007,3056
nadB,8378,8056,8295,7762,7857,8355
nadC,1075,1088,1088,891,1012,1127
nadD,561,551,562,503,629,513
nadE,4336,3962,4138,3592,3583,4409
nagZ,3060,3431,3230,2592,3168,3373
nalC,1996,1941,2111,1362,1920,2405
nalD,608,591,615,463,561,668
napA,968,852,901,771,746,831
napB,78,67,53,70,65,69
napC,159,160,162,131,142,138
napD,308,251,220,281,244,292
napE,180,161,169,190,178,179
napF,226,153,175,191,187,196
narG,197,178,178,155,186,198
narH,149,142,168,148,178,149
narI,47,34,27,42,27,49
narJ,32,33,21,16,23,26
narK1,46,43,48,25,51,60
narK2,41,27,32,29,31,39
narL,454,384,415,403,406,468
narX,815,668,614,571,621,749
nasA,34,20,39,15,21,26
ndh,2326,2121,2099,2138,2153,2303
ndk,4909,5108,4672,4605,5168,5050
ndvB,627,567,619,496,564,634
nfxB,2482,1936,2208,1566,1930,2377
nhaB,1131,981,1072,857,931,1031
nhaP,399,386,390,366,372,389
nirB,238,197,235,187,200,246
nirC,3,2,0,4,3,5
nirD,33,30,40,43,39,41
nirF,38,38,34,34,28,29
nirJ,53,61,56,50,61,54
nirL,7,8,1,10,6,11
nirM,12,12,12,13,9,15
nirN,123,100,109,76,95,105
nirQ,754,776,797,634,706,879
nirS,144,113,129,115,125,128
norB,84,73,87,67,74,95
norC,29,19,31,28,13,31
nosD,88,70,81,75,87,72
nosF,34,20,31,15,16,38
nosL,19,9,16,8,15,27
nosR,143,105,112,103,100,116
nosY,12,7,6,4,5,11
nosZ,134,92,109,112,117,138
np20,2890,2721,2886,2469,2507,2890
nqrA,2270,2581,2514,2431,2833,2494
nqrB,2208,2009,1870,2370,2024,1888
nqrC,1083,1022,989,1051,1013,1002
nqrD,1313,1279,1239,1479,1249,1236
nqrE,640,652,676,552,791,646
nqrF,1564,1695,1556,1483,1756,1685
nrdA,14808,14256,12196,15716,16315,14361
nrdB,8642,9545,7957,10199,11334,8586
nrdD,821,655,744,507,696,806
nrdG,18,11,20,14,9,24
nrdJa,5376,4796,4723,4467,4477,5150
nrdJb,989,1008,1095,1004,861,996
nrdR,1351,1316,1399,1359,1217,1503
nth,238,200,185,227,183,220
ntrB,525,491,467,450,459,537
ntrC,1193,1189,1158,1067,1204,1208
nuh,1353,1063,1198,1020,1061,1446
nuoA,3194,3440,3631,2777,3088,3449
nuoB,8532,7978,8129,7393,7357,8320
nuoD,10491,9002,8254,8743,8247,9201
nuoE,1795,1675,1470,1671,1515,1741
nuoF,8694,7826,7684,7790,7053,8363
nuoG,15696,13702,13643,13532,12714,14663
nuoH,4182,3205,3068,3310,2973,3523
nuoI,2442,2208,2021,2437,2095,2265
nuoJ,811,702,777,708,675,867
nuoK,1015,731,668,947,741,824
nuoL,5648,4682,4624,4298,4355,5287
nuoM,4493,3666,3809,3761,3465,4025
nuoN,3765,3057,3028,3115,2768,3244
nusA,9007,8128,8452,8291,8738,9193
nusB,1008,948,866,991,903,1000
nusG,3755,4651,3900,4872,4994,4450
obg,3175,3311,3395,3010,3561,3481
ogt,1134,1326,1300,1068,1143,1339
ohr,550,427,456,391,415,553
ohrR,1822,1623,1481,1665,1374,1568
omlA,1686,1893,1715,1886,1996,1685
opdB,198,180,173,139,151,176
opdC,247,193,221,174,204,241
opdE,1200,810,1061,606,734,1191
opdH,250,203,227,224,167,226
opdK,1594,1132,1424,910,1079,1554
opdO,180,147,182,216,220,146
opdP,2770,2007,1986,2052,1947,2188
opdT,767,668,730,466,604,831
opmD,10778,10805,11372,8728,10504,11510
opmQ,663,507,499,413,578,688
opr86,15659,15472,14540,16312,16607,14883
oprB,1748,1519,1521,1107,1699,1682
oprC,4150,3683,3550,3543,3496,4008
oprD,42456,36733,33704,33534,31208,38092
oprE,8948,7669,7067,9242,8035,13000
oprF,295843,259823,252814,285345,239122,275792
oprG,3413,2898,3117,3498,3599,5601
oprH,381806,299507,310608,332568,247351,367162
oprI,89372,89122,94414,84065,74752,104027
oprJ,625,321,395,328,277,430
oprL,19801,20847,19528,20471,19520,19863
oprM,14003,12705,13065,12601,12578,13557
oprN,137,137,147,143,116,152
oprO,251,183,218,199,203,240
oprP,46,40,40,43,36,50
orn,2206,2230,2293,1780,2233,2417
oruR,987,895,937,784,838,857
osmC,369,404,393,395,347,408
osmE,2658,2645,2855,2537,2507,2890
ospR,550,566,573,376,458,677
ostA,16350,14738,13490,16269,15663,14505
oxyR,2994,2846,2874,2368,2712,2919
pabB,2681,2242,2319,2226,2121,2659
pabC,1202,1165,1314,1035,1194,1287
pagL,10628,10354,10828,8872,9954,12050
panB,2395,2542,2435,2149,2331,2312
panC,2156,2048,1996,1911,1886,1968
panD,1370,1302,1205,1314,1193,1220
panE,421,365,388,325,334,372
parC,2864,2680,2787,2060,2583,2926
parE,2450,2429,2318,2306,2458,2609
parR,1098,1192,1119,1065,1030,1259
parS,523,462,498,427,428,538
pasP,6815,6446,5812,6807,6430,6967
pauA,670,712,715,505,641,771
pbpA,876,792,765,756,814,820
pbpC,1227,1144,1064,908,941,1195
pbpG,3941,3358,3465,3040,3254,3712
pcaB,1602,972,1394,790,929,1782
pcaC,437,338,376,334,310,489
pcaD,548,374,484,389,332,513
pcaF,2284,1128,1888,937,1112,2661
pcaG,204,196,162,167,182,181
pcaH,490,339,321,421,318,392
pcaK,382,373,367,276,316,382
pcaQ,419,420,420,344,405,459
pcaR,1578,1313,1348,1285,1294,1467
pcaT,3122,1269,1868,1102,1207,2879
pchA,28883,29872,30425,27475,31858,35410
pchB,6581,5365,5140,7717,5982,6707
pchC,11601,9985,10095,9799,10659,11442
pchD,73768,65764,66882,68854,69676,74677
pchE,81471,82714,89112,73925,85506,100737
pchF,84138,82013,91386,72720,84127,96068
pchG,9958,10545,11514,9275,10265,12243
pchP,796,713,787,700,749,822
pchR,23342,19230,21624,18878,18785,23875
pckA,2796,2705,2636,2804,2823,2520
pcm,1352,1581,1523,1406,1770,1614
pcnB,4601,4388,4363,4295,4298,4537
pcoA,260,165,221,213,191,210
pcoB,93,54,76,61,69,78
pcpS,449,411,490,331,422,455
pcrD,411,407,424,342,435,478
pcrG,32,33,48,26,36,52
pcrH,81,65,63,72,81,80
pcrR,62,69,72,64,57,66
pcrV,126,149,142,133,138,168
pcs,1931,1535,1753,1555,1410,1785
pctA,6185,5251,5245,5267,4835,7105
pctB,2107,1515,1644,1666,1562,2106
pctC,544,463,453,530,521,568
pdxA,779,647,668,600,702,715
pdxB,1191,1161,1150,901,1137,1066
pdxH,3431,2483,2738,2675,2523,3064
pdxJ,1712,1850,1892,1590,1852,1894
pdxY,837,739,848,691,783,874
pelA,1224,1093,1182,827,977,1218
pelB,137,239,247,189,242,240
pelC,50,42,83,59,69,83
