,X3225B2.raw,X3225B3.raw,X3225B4.raw,WTB3.raw,WTB4.raw,WTB6.raw,X3225P4.raw,X3225P5.raw,X3225P6.raw,WTP4.raw,WTP5.raw,WTP6.raw
PA14_46080,14,19,10,14,14,21,90,75,98,114,47,97
PA14_46520,325,354,241,371,251,373,19,16,40,30,22,29
PA14_49320,449,502,320,509,368,421,128,252,361,339,234,214
PA14_51590,2410,1394,805,1971,709,2480,1,9,9,7,6,9
PA14_52460,1499,1815,1109,1773,1293,1704,6,3,10,10,6,6
PA14_53250,3839,3724,1666,4198,2222,3030,5,5,8,5,3,8
PA14_53600,114,204,97,171,123,122,411,468,655,580,404,561
PA14_54390,1100,1306,786,1214,984,1245,25,33,81,56,57,38
PA14_55650,301,323,240,344,206,331,1719,2333,1952,2137,1591,2254
PA14_58890,36,25,15,25,15,35,14,13,25,24,15,18
PA14_58920,26,40,18,29,24,30,1343,3601,3488,3459,2503,3033
PA14_61790,85,80,55,78,59,85,1066,1485,2059,1641,1324,1686
PA14_62880,595,577,300,602,360,631,5,9,9,4,7,10
PA14_63220,966,996,640,1039,615,1155,82,76,117,105,91,94
PA14_63470,289,226,148,338,169,212,36,50,65,58,26,78
PA14_63860,28,23,30,31,23,26,86,99,156,153,106,100
PA14_63960,3021,2961,1989,3684,2058,2855,81,78,123,131,70,96
PA14_65040,146,208,113,221,97,190,20,30,45,29,25,48
PA14_65080,246,264,177,277,187,281,31,42,64,47,35,53
PA14_66110,1429,1767,1344,1758,1367,1773,1194,1311,1964,1697,1170,1791
PA14_69270,55,36,18,44,25,52,487,535,793,637,475,715
PA14_70470,1499,1483,1098,1643,1128,1399,252,316,446,397,277,345
PA14_71780,845,763,533,876,542,896,740,835,1195,937,702,1154
PA14_72220,55,76,54,78,65,60,26,38,46,37,38,33
PA14_02590,30,21,17,34,30,13,427,571,696,618,473,615
PA14_06010,366,316,223,334,219,372,173,255,301,310,198,255
PA14_07740,55,53,32,73,31,50,58,65,104,78,65,97
PA14_11550,491,456,322,515,306,477,202,270,485,356,307,339
PA14_12270,205,168,90,188,119,165,469,536,718,673,474,651
PA14_12960,14,2,6,11,7,8,1656,1963,2698,2152,1688,2533
PA14_13670,8,7,7,9,4,13,104,152,167,168,116,139
PA14_13750,17,7,8,16,6,15,6626,8297,12977,9471,7927,10748
PA14_14740,1514,1371,1118,1620,1107,1582,93,118,196,169,102,136
PA14_16260,1990,2024,1269,2389,1482,1548,1509,1856,2503,2060,1574,2480
PA14_16690,1558,1379,1054,1719,1133,1238,589,644,988,838,556,845
PA14_19010,28,28,19,44,11,19,27,35,67,38,38,51
PA14_20810,961,921,619,1086,675,936,5,10,8,6,3,12
PA14_22380,75,68,61,81,50,75,15,19,31,22,21,20
PA14_22740,87,92,52,105,58,71,24,19,35,24,26,34
PA14_23130,85,112,56,95,61,120,9,7,16,12,6,12
PA14_23450,1117,1332,818,1352,808,1186,14,19,26,29,17,11
PA14_23460,2237,3511,1843,3319,2164,2724,349,481,679,514,392,666
PA14_25040,1329,1106,736,1393,763,1262,128,141,240,212,112,209
PA14_25130,1032,1001,841,1114,883,1098,10,9,18,19,10,12
PA14_25360,255,225,164,257,167,233,756,923,1478,1084,871,1230
PA14_26240,7,10,4,12,4,9,19,20,31,23,18,27
PA14_27220,174,95,78,145,61,145,266,288,485,362,221,457
PA14_27570,209,191,143,221,134,199,53,78,81,98,49,77
PA14_28590,250,184,146,262,148,218,16,26,24,31,14,19
PA14_29230,92,81,62,92,68,96,9,17,29,16,20,17
PA14_29480,31,42,31,41,26,48,103,146,203,150,123,180
PA14_30210,11836,14425,8243,14653,9278,11434,537,554,898,760,442,879
PA14_32300,43,34,29,51,28,38,16,15,23,18,12,22
PA14_33820,116,164,66,148,79,125,1304,1585,2388,2000,1346,1982
PA14_36090,59,44,42,61,34,64,366,530,673,587,454,595
PA14_36590,461,194,163,378,212,311,21,36,32,41,22,24
PA14_37745,1509,1472,823,1771,1062,1068,29,35,57,48,33,48
PA14_39390,862,932,634,959,674,853,6,6,20,12,8,10
PA14_42670,285,328,224,306,218,331,16,19,27,22,11,27
PA14_43480,117,89,75,128,66,91,1,2,3,2,2,4
PA14_46750,72,58,34,83,43,54,263,347,435,422,270,360
PA14_51100,45,48,40,53,36,57,57,78,129,112,78,73
PA14_52420,124,112,73,120,63,153,442,544,855,686,484,686
PA14_54090,50,41,27,61,30,39,16,27,30,22,20,29
PA14_55030,23,26,20,26,14,28,71,79,166,122,90,104
PA14_55620,40,71,52,65,74,44,4,11,12,9,7,9
PA14_56250,95,92,52,95,56,91,148,121,188,168,137,151
PA14_61440,188,145,102,196,78,198,9,8,11,6,9,11
PA14_62020,258,219,196,234,159,294,46,91,120,85,68,103
PA14_66760,69,61,39,65,44,76,52,47,91,74,56,71
PA14_67460,307,362,186,355,184,336,211,207,471,355,230,303
PA14_69610,532,452,302,528,253,537,5,10,14,8,7,12
PA14_70770,396,375,232,370,226,430,2,3,1,5,2,1
PA14_70780,784,1096,511,1065,561,954,1,1,4,2,4,2
PA14_71620,163,200,118,231,115,175,166,183,233,235,140,209
PA14_01430,38,35,27,46,24,30,1,3,2,1,4,3
PA14_01870,75,54,49,70,41,69,14,19,19,15,16,19
PA14_02650,196,202,134,235,166,174,834,922,1540,1264,884,1283
PA14_03150,303,278,209,306,182,320,12,14,11,12,10,13
PA14_03320,541,734,382,615,408,762,176,189,240,206,151,278
PA14_03390,74,88,52,88,59,86,17,29,51,32,31,32
PA14_05270,207,168,117,219,133,150,3,12,12,7,7,11
PA14_05360,337,376,234,409,224,338,45,62,125,85,82,79
PA14_06060,134,101,66,127,70,130,212,272,370,334,241,317
PA14_06710,1,3,0,2,2,2,18,19,25,19,15,26
PA14_07150,44,40,22,53,20,44,11,17,30,23,18,15
PA14_07370,5493,5090,1609,5249,2479,4625,22,30,29,33,20,26
PA14_11960,280,233,167,289,143,264,7,11,30,18,14,14
PA14_13380,56,48,43,55,39,54,13,11,11,13,9,11
PA14_13420,204,173,94,209,115,186,94,88,166,131,88,129
PA14_13610,217,182,94,188,124,221,21,24,29,34,16,22
PA14_14810,1301,1784,1412,1871,1406,1283,455,546,666,623,421,637
PA14_15980,746,762,626,760,662,872,120,153,248,195,146,182
PA14_16180,382,407,322,478,310,350,17,25,34,31,21,22
PA14_16590,136,133,108,165,108,135,173,226,308,286,207,246
PA14_17220,82,80,47,95,54,79,68,109,200,136,110,130
PA14_17880,6,7,14,9,8,8,62,47,79,70,38,78
PA14_19205,79,46,42,92,46,45,7,6,22,11,10,12
PA14_19650,15,4,11,20,5,10,255,386,440,420,315,354
PA14_21650,53,58,33,73,31,54,508,601,827,713,541,699
PA14_23590,114,73,84,109,71,114,11,17,19,19,11,15
PA14_23980,4503,4078,1747,5041,2005,4176,836,1052,1191,1105,833,1169
PA14_24675,232,224,166,233,177,225,7,9,13,8,12,7
PA14_24890,108,72,57,109,56,93,1247,1547,2018,1943,1267,1797
PA14_25250,3086,3103,1940,3468,1976,3293,1552,1619,2619,2236,1517,2268
PA14_25430,631,707,445,651,470,706,13,21,23,23,9,23
PA14_25510,388,291,263,330,228,457,16,26,59,39,23,37
PA14_25610,44,45,32,54,21,58,0,3,4,2,2,5
PA14_26020,606,1086,505,996,650,741,15,17,30,16,19,32
PA14_27450,41,33,30,45,28,31,4,2,18,8,14,6
PA14_31630,72,64,38,78,37,61,296,336,500,446,295,439
PA14_31650,349,334,193,316,227,402,76,96,152,112,94,134
PA14_34510,40,30,33,44,25,34,66,79,78,79,65,91
PA14_34610,4,8,1,8,3,5,157,205,533,304,278,302
PA14_35760,2502,4427,3013,3853,3444,2674,3574,3862,5201,3951,3254,5518
PA14_38040,231,192,96,218,139,174,520,470,810,723,473,676
PA14_39670,13,16,24,19,9,23,14,21,27,24,13,30
PA14_42660,22,13,11,20,13,19,10,12,30,14,20,16
PA14_44590,215,225,138,220,177,193,1296,1513,1836,1652,1196,1984
PA14_44780,917,914,574,1028,697,863,145,170,252,228,155,209
PA14_46710,55,53,26,54,28,53,158,173,265,222,157,220
PA14_48310,41,31,20,38,20,34,2727,3283,4666,3646,2827,4621
PA14_48980,19,28,26,21,25,26,297,458,691,525,437,544
PA14_49040,360,379,209,402,227,342,497,774,1027,830,643,918
PA14_50000,286,269,149,281,146,294,174,198,290,280,168,243
PA14_51320,837,944,561,960,632,927,5480,5417,8872,6946,5016,8032
PA14_53910,247,241,140,316,152,211,490,650,694,667,490,694
PA14_54860,784,1015,616,1043,680,874,13,14,15,13,12,21
PA14_55450,22,18,11,19,13,18,214,239,292,293,192,265
PA14_57130,1035,879,620,1168,606,954,234,291,347,331,234,314
PA14_58870,523,481,306,536,296,579,97,115,193,169,94,143
PA14_60010,3,8,2,6,6,4,167,193,271,238,181,240
PA14_60020,151,228,131,204,151,196,2,3,2,6,2,1
PA14_60660,317,324,237,346,285,315,35,50,76,62,50,48
PA14_62870,919,999,650,1002,675,1087,50,74,79,66,61,87
PA14_64510,1590,1343,893,1604,936,1388,3109,4572,5811,4423,3856,5370
PA14_64590,107,64,57,81,71,96,52,55,85,69,58,64
PA14_66620,2910,3784,2151,3713,2460,2915,3166,3894,5844,4379,3435,5239
PA14_68800,412,568,365,600,467,394,68,99,130,103,85,109
PA14_69040,3672,3970,3073,4125,3683,3068,28,28,52,40,42,33
PA14_71160,11,7,6,11,7,10,67,80,136,123,74,100
PA14_72280,110,89,62,101,56,108,117,132,199,157,119,174
PA14_02530,65,51,42,74,30,56,84,115,155,131,103,121
PA14_03670,19,12,13,15,6,29,119,133,207,192,124,164
PA14_04460,105,129,93,148,77,129,35,72,85,92,58,54
PA14_04560,93,89,45,80,64,87,159,260,368,291,213,288
PA14_04890,338,354,281,387,249,410,101,150,191,173,127,144
PA14_06900,42,30,18,55,15,19,346,388,465,466,297,447
PA14_06990,161,155,76,156,77,168,45,57,58,64,35,60
PA14_10210,160,121,101,184,112,117,1603,1933,2506,2305,1599,2374
PA14_11430,561,557,305,645,365,522,680,862,1121,869,745,1076
PA14_14880,529,582,374,610,331,586,177,97,335,227,85,353
PA14_15540,125,125,99,136,84,136,621,634,898,693,589,891
PA14_16310,260,272,154,271,146,323,98,116,220,141,145,148
PA14_16840,68,52,32,58,29,79,23,40,47,54,21,33
PA14_18985,31,25,16,32,9,39,211,275,408,330,220,382
PA14_19580,2,2,0,3,0,3,205,238,354,317,189,297
PA14_23330,15265,19335,11608,18656,13303,15551,47,55,88,73,52,64
PA14_25740,170,98,64,150,85,103,267,302,433,391,275,379
PA14_27550,891,837,438,900,446,884,126,121,273,203,145,173
PA14_27680,15,5,4,12,5,11,4,5,9,12,0,9
PA14_28260,668,1165,590,1020,702,743,82,115,147,143,95,107
PA14_29570,68,81,45,61,39,97,49,65,71,64,54,77
PA14_30040,666,556,414,646,358,678,32,36,60,54,31,42
PA14_30110,130,154,97,151,104,134,329,372,557,489,319,501
PA14_30130,110,91,60,100,58,125,40,46,72,71,31,55
PA14_30290,2935,3160,2184,3519,2336,3031,68,64,98,100,55,75
PA14_30860,12,5,9,6,9,15,160,190,230,197,153,234
PA14_30880,16,18,15,16,17,22,32,34,76,54,28,69
PA14_30930,2,2,0,0,4,2,10,19,15,20,10,18
PA14_31850,182,158,81,178,91,186,1034,1071,1571,1232,927,1675
PA14_34250,20,18,10,18,15,21,236,328,446,358,296,397
PA14_35750,69,73,90,93,59,102,10,15,21,23,16,11
PA14_35790,4018,6305,3932,5636,4342,5388,25,41,61,43,36,47
PA14_37400,25,15,16,21,25,8,59,63,97,75,49,95
PA14_37430,63,27,18,52,18,37,226,268,393,315,250,359
PA14_41880,2244,2693,1781,2731,1626,2550,137,180,275,235,166,195
PA14_42270,61,62,43,60,41,67,11,24,32,27,19,26
PA14_44110,35,36,15,31,16,39,1,5,2,5,3,2
PA14_44650,274,343,195,335,213,285,87,80,124,118,79,108
PA14_46000,13,20,15,21,10,23,257,308,436,403,280,359
PA14_49110,91,53,52,66,41,92,23,29,35,39,24,30
PA14_50430,180,250,136,242,151,187,72,109,149,108,99,124
PA14_51680,358,492,304,449,353,381,6,4,14,13,5,9
PA14_52790,577,761,478,762,489,699,104,116,190,142,122,148
PA14_57520,156,148,114,161,114,152,61,93,215,136,96,134
PA14_58060,414,247,157,396,156,280,77,95,144,121,87,123
PA14_58120,27,17,16,28,12,27,285,322,431,368,298,415
PA14_58375,247,287,175,301,191,234,14,14,17,16,10,23
PA14_58600,433,356,228,508,249,337,270,381,416,360,310,407
PA14_60650,125,156,89,163,116,121,43,65,78,77,61,58
PA14_60990,175,178,123,186,121,180,452,585,683,641,466,680
PA14_61360,78,83,58,81,58,99,171,157,249,242,160,200
PA14_64030,2139,2211,1521,2355,1818,1864,73,97,148,102,93,124
PA14_64580,50,60,53,73,40,52,28,43,63,48,35,59
PA14_66080,1387,1624,1119,1658,1246,1344,90,113,140,139,95,110
PA14_66440,79,74,53,92,42,90,253,254,374,356,245,317
PA14_67130,165,171,121,195,141,131,847,1060,1493,1374,912,1244
PA14_68530,115,85,56,106,65,90,158,199,230,236,181,195
PA14_69130,175,149,111,175,110,185,6,10,27,18,15,14
PA14_70140,2116,1975,1508,2218,1635,1903,1367,2013,2637,2186,1696,2366
PA14_72540,2263,2552,1667,2694,1803,2169,32596,35652,47932,41695,29775,46260
EBG00001225044,16,12,11,22,9,13,604,688,1017,891,571,936
PA14_00440,89,82,82,99,58,101,83,92,148,135,79,110
PA14_00460,38,35,32,54,24,37,41,39,51,67,29,43
PA14_00740,60,60,28,50,45,66,34,43,41,34,28,64
PA14_01900,30,30,17,36,20,29,1369,1738,2118,1771,1342,2173
PA14_02090,198,232,110,240,128,214,4696,4375,6802,5411,3991,6612
PA14_03490,178,105,81,161,82,150,1865,2019,3234,2568,1682,3158
PA14_04850,53,33,17,55,23,35,104,122,164,171,121,99
PA14_06270,16,12,11,21,5,18,298,338,425,385,276,412
PA14_15480,1518,1799,948,1980,1194,1397,1521,2105,2397,2028,1636,2441
PA14_15520,111,138,90,136,81,130,74,113,160,129,80,140
PA14_16620,61,52,41,64,40,52,5,12,11,8,9,14
PA14_16800,319,186,160,300,126,256,45,65,101,77,52,82
PA14_17180,856,1056,730,1109,806,914,338,388,570,475,390,482
PA14_21020,1985,1994,1506,2212,1278,2387,659,820,946,864,611,980
PA14_22880,53,35,23,44,36,32,133,128,214,193,114,188
PA14_23430,2682,3882,1851,3667,2168,3191,56,57,98,60,58,93
PA14_25490,209,160,145,220,128,205,141,193,227,244,146,176
PA14_25580,1942,1819,1243,2141,1216,1797,552,720,682,777,572,689
PA14_25820,50,55,40,66,27,65,288,384,729,493,473,498
PA14_26200,53,53,26,61,27,56,47,64,106,87,62,68
PA14_28140,221,232,181,250,178,223,48,65,91,71,73,60
PA14_28380,129,146,96,143,100,157,241,272,553,396,293,387
PA14_29130,1680,1670,1117,1905,1113,1585,59,87,119,106,67,93
PA14_29260,511,561,505,673,514,511,50,60,91,65,60,76
PA14_30850,65,46,37,53,46,51,4,1,13,5,1,10
PA14_31220,26,33,15,31,19,24,74,137,163,167,87,138
PA14_31430,39,43,27,33,32,45,1120,1210,1778,1530,1014,1718
PA14_31440,443,491,359,545,390,453,254,346,368,349,281,348
PA14_32970,77,57,35,74,35,63,33,43,43,48,33,45
PA14_35540,122,114,86,124,74,150,50,55,114,84,72,74
PA14_38060,194,145,82,181,78,173,3941,5122,6842,5479,4258,6390
PA14_38320,788,597,335,720,314,733,59,63,83,84,61,60
PA14_38640,39,32,18,39,25,34,6,7,15,14,8,9
PA14_40960,740,666,407,829,419,697,560,765,951,872,571,862
PA14_41280,52,40,25,40,29,59,215,236,321,287,184,332
PA14_42610,2,0,3,3,1,3,737,894,1211,1024,706,1147
PA14_44840,353,273,193,357,186,338,110,137,189,165,120,170
PA14_45070,135,127,83,129,69,175,1979,2442,4322,2977,2307,3804
PA14_47720,17,12,6,16,4,14,601,635,999,912,594,814
PA14_49530,31,11,15,28,8,28,54,63,104,100,62,70
PA14_50080,63,77,50,79,73,38,41,54,68,70,60,42
PA14_52000,54,57,38,61,43,58,9,22,31,32,15,13
PA14_54940,483,534,348,472,341,652,603,679,901,797,546,867
PA14_55960,104,99,66,108,60,107,81,75,127,116,86,94
PA14_57580,1611,2262,1587,1856,1807,1909,258,362,650,470,415,439
PA14_57770,154,184,123,177,107,189,269,273,441,369,269,384
PA14_60080,2827,3172,2240,3258,2272,3292,452,454,773,581,432,686
PA14_60820,162,123,92,165,89,132,3,5,1,2,4,5
PA14_61850,295,377,223,338,249,375,109,133,174,160,103,156
PA14_63090,83,63,36,61,47,77,302,366,425,399,298,408
PA14_64410,1517,1218,694,1491,736,1313,83,110,143,124,79,135
PA14_66330,852,661,424,887,503,689,145,154,226,213,132,185
PA14_66400,227,259,155,280,165,245,96,83,133,126,86,114
PA14_70480,287,293,203,300,197,307,88,122,201,181,117,130
PA14_72630,79,66,43,75,59,70,182,236,365,281,249,262
PA14_00010,1308,1491,1026,1654,1127,1307,33,50,68,61,33,65
PA14_00130,402,307,185,339,159,470,50,57,80,82,60,45
PA14_01960,180,116,84,172,84,134,60,61,91,97,54,71
PA14_03110,10,3,2,5,2,11,11,19,21,23,15,17
PA14_05440,129,72,37,99,52,91,430,616,792,708,482,715
PA14_05700,16,18,7,22,8,16,47,66,95,82,76,49
PA14_05950,587,415,308,572,297,483,179,264,313,288,211,265
PA14_09115,1663,1850,1087,1781,1198,1946,161,189,300,230,222,224
PA14_10380,534,571,226,788,326,227,4,4,2,4,4,4
PA14_11320,438,344,179,474,197,363,2559,4049,8103,6256,4545,4612
PA14_11340,311,259,125,274,164,278,43,56,84,79,57,47
PA14_11700,45,37,28,43,31,46,75,139,179,155,109,132
PA14_17100,646,568,399,633,427,602,102,120,172,143,103,165
PA14_18650,3870,3407,1811,4111,1850,3769,25,38,31,39,18,36
PA14_19020,50,47,31,51,30,49,208,260,349,319,210,297
PA14_20630,26,15,15,23,14,25,562,654,943,884,590,765
PA14_20750,3657,4122,2639,4333,2784,4019,21,36,87,58,43,41
PA14_20860,318,335,209,360,228,299,94,103,144,125,107,124
PA14_21630,60,93,34,88,53,62,279,423,778,598,480,406
PA14_23400,4329,8109,5170,7425,6205,5443,29,17,28,30,31,19
PA14_24120,748,546,373,533,359,914,118,154,197,188,123,162
PA14_24360,173,173,106,197,109,158,448,394,716,603,440,534
PA14_24770,2994,2511,1308,2856,1641,2799,110,128,226,187,103,178
PA14_25230,575,464,388,617,346,566,31,20,41,33,25,33
PA14_25730,524,445,333,506,351,486,808,923,1198,1185,784,1001
PA14_29990,771,854,600,872,623,887,53,72,120,98,68,80
PA14_31000,119,122,68,142,64,111,3106,3721,4959,4292,3282,4634
PA14_31100,52,51,35,59,26,55,18,26,35,25,26,27
PA14_35000,457,257,188,436,174,365,43,53,62,65,49,52
PA14_36130,67,73,60,83,51,70,106,136,197,175,139,143
PA14_37850,9,7,1,8,8,4,31,38,32,40,33,27
PA14_38380,995,1036,790,1095,716,1209,3,3,4,1,5,6
PA14_38470,87,51,37,96,41,40,211,272,357,274,204,397
PA14_40200,357,304,200,359,225,303,309,428,614,471,346,551
PA14_40940,19,17,4,14,8,23,80,93,178,123,90,153
PA14_41900,1587,1623,1591,1723,1556,1623,1486,1898,2763,2436,1709,2218
PA14_43430,419,439,386,496,344,441,15,16,21,18,16,22
PA14_47510,33,23,16,27,24,21,2,4,4,3,5,4
PA14_48300,32,17,15,29,12,23,183,291,360,301,225,317
PA14_49360,235,242,134,237,142,250,154,180,245,192,145,248
PA14_49570,20,9,11,20,7,18,20,21,20,20,29,17
PA14_51690,927,1133,728,1117,793,1072,39,49,80,65,52,51
PA14_52980,685,622,442,758,503,542,84,136,240,170,131,179
PA14_54900,480,585,398,549,412,546,333,418,624,516,380,531
PA14_55130,16,5,13,16,8,9,1056,1383,1901,1569,1149,1684
PA14_57780,237,215,143,243,137,232,29,26,30,33,28,29
PA14_57950,14728,16613,10113,17253,10069,17017,4,2,5,3,4,6
PA14_58250,239,225,129,259,145,206,63,90,104,114,78,66
PA14_60100,527,779,385,761,443,608,20,26,36,42,21,24
PA14_60370,1237,1562,898,1513,1060,1243,5,3,4,4,6,4
PA14_60420,443,372,231,484,294,343,4,3,4,3,3,7
PA14_62290,144,113,69,123,78,133,337,441,589,561,343,482
PA14_65660,357,359,228,416,253,344,6164,6106,8761,6635,5644,9016
PA14_66100,295,379,193,338,207,386,1097,1489,2087,1753,1273,1807
PA14_66960,837,926,645,963,699,819,51,44,72,61,49,65
PA14_67560,258,282,189,306,214,262,20,19,27,19,16,30
PA14_68900,910,835,596,1031,628,848,95,113,202,174,123,116
PA14_69550,6,6,5,8,5,7,129,172,230,171,145,221
PA14_69590,299,302,129,309,156,288,52,50,107,85,55,70
PA14_70110,142,127,90,132,80,156,78,91,168,139,84,128
PA14_70200,394,327,277,397,278,353,18,14,33,23,16,25
PA14_71300,3,2,1,2,4,2,127,176,285,230,170,195
PA14_71430,424,343,261,447,244,368,34,47,58,43,37,66
PA14_71500,17,25,23,28,14,23,44,62,100,69,67,71
PA14_72550,749,673,471,914,448,666,4,4,3,6,2,5
PA14_73120,1704,1819,1235,2197,1247,1643,33,51,77,64,44,61
PA14_00200,1286,1267,843,1394,911,1320,53,60,103,96,64,66
PA14_00210,647,700,450,716,493,649,130,145,213,219,151,138
PA14_00380,28,33,26,37,25,33,16,22,25,16,19,27
PA14_01010,39,58,62,63,42,68,344,359,510,415,323,491
PA14_03050,115,75,69,114,71,94,12,18,26,24,18,13
PA14_03250,972,1014,730,1006,731,1164,7,8,18,8,11,17
PA14_04090,324,375,247,415,279,282,118,144,210,181,127,169
PA14_04220,50,47,36,41,49,54,18,16,40,21,26,26
PA14_04440,84,75,54,91,46,93,473,670,864,689,546,843
PA14_04680,90,87,56,103,41,95,155,191,298,232,177,260
PA14_04820,251,236,158,287,148,256,31,35,41,45,37,31
PA14_06480,93,113,71,119,86,93,65,73,85,96,48,80
PA14_09490,4367,4285,2708,5101,3156,3493,14,22,22,23,14,25
PA14_10420,81,78,29,61,36,109,24,37,49,35,28,53
PA14_11170,941,645,447,884,512,778,6,14,14,12,7,18
PA14_11680,629,707,617,739,660,598,51,68,93,71,49,93
PA14_14000,97,113,78,118,67,125,56,54,90,70,62,69
PA14_15280,19,23,16,22,10,32,31,51,72,61,47,46
PA14_18210,87,35,39,99,27,35,18,11,28,17,18,21
PA14_18960,52,59,35,58,41,59,111,139,283,187,182,187
PA14_20820,995,1074,718,1144,746,993,294,321,493,379,336,408
PA14_21160,4,2,1,3,5,1,140,197,281,216,189,237
PA14_21510,581,650,269,715,373,459,414,415,497,433,360,547
PA14_23610,60,55,43,76,38,47,1599,1612,2408,2110,1475,2125
PA14_24810,3,3,0,3,1,4,383,467,704,566,406,605
PA14_26700,95,69,53,88,48,86,66,57,96,73,54,93
PA14_27840,66,30,15,33,22,56,61,99,127,94,84,111
PA14_28960,282,304,226,324,203,311,363,456,624,569,381,514
PA14_29060,195,153,155,205,142,192,12,21,28,18,20,22
PA14_31480,199,136,100,177,91,180,48,51,64,59,46,66
PA14_32905,45,48,27,35,34,53,104,108,131,133,87,126
PA14_33530,182,205,118,189,136,217,1,1,6,8,1,1
PA14_35400,48,27,16,37,20,35,116,175,240,221,166,165
PA14_35640,10,10,6,12,9,4,435,553,691,660,450,629
PA14_36060,29,19,11,22,17,20,719,1081,1627,1247,1014,1220
PA14_39830,62,59,24,55,32,61,246,239,379,366,217,313
PA14_40380,232,199,205,236,128,322,2,4,5,3,2,8
PA14_41430,220,261,174,243,203,228,2828,3143,4279,3647,2838,4120
PA14_41670,5218,5202,3386,5793,3768,5173,3182,5111,8170,6130,5094,5858
PA14_42700,398,266,190,369,207,305,71,85,125,98,74,111
PA14_43170,436,383,210,442,236,424,1163,1737,2574,2078,1539,1940
PA14_43510,151,183,120,178,150,159,195,239,343,280,201,306
PA14_44830,1939,1634,1384,2040,1405,1680,306,344,453,408,312,423
PA14_45210,14,9,7,18,8,8,381,481,772,620,413,624
PA14_45450,55,56,44,61,39,58,57,79,117,85,83,96
PA14_46680,168,160,86,170,106,150,44,68,92,101,66,48
PA14_48860,95,79,61,102,60,91,562,719,892,763,586,902
PA14_49990,5232,3118,3033,4027,3562,4113,23,45,48,47,33,42
PA14_50670,224,231,116,218,131,240,95,158,198,184,110,162
PA14_51440,765,732,452,812,499,702,1160,1415,2129,1677,1142,1962
PA14_52300,120,109,53,94,66,144,137,198,227,207,163,199
PA14_53340,74,94,74,97,63,88,161,183,271,239,168,231
PA14_54510,84,52,38,71,47,70,63,77,103,100,62,83
PA14_55080,1080,1168,759,1201,811,1197,14,13,23,23,7,19
PA14_56730,263,211,129,297,131,194,88,109,162,147,90,136
PA14_58620,98,70,34,80,34,92,8,14,58,32,21,25
PA14_58840,611,587,326,629,340,663,1192,1413,2195,1811,1308,1762
PA14_59500,21,21,16,22,18,24,429,528,762,591,443,711
PA14_59720,14,6,4,8,5,10,44,41,63,61,25,62
PA14_59770,267,273,213,268,184,325,11,8,22,9,13,18
PA14_59780,689,747,495,707,547,740,141,185,239,202,151,219
PA14_60970,3041,3095,2069,3377,2108,3004,185,234,383,300,206,307
PA14_61580,684,910,499,1122,659,344,132,155,216,203,161,158
PA14_63410,44,48,33,47,38,42,18,17,47,28,31,22
PA14_63605,5792,5598,4778,5981,4649,6070,1691,1995,2527,2192,1726,2502
PA14_64670,26,12,7,18,15,17,196,225,389,260,195,364
PA14_66840,357,360,219,427,227,313,241,272,417,349,247,348
PA14_67090,1869,2051,1208,1957,1376,1974,303,373,602,443,355,525
PA14_71440,185,187,128,209,123,204,82,109,137,141,89,111
PA14_00510,697,844,617,885,646,767,702,702,893,809,556,964
PA14_01070,10,5,5,10,5,8,7,12,19,10,12,19
PA14_01390,208,160,97,188,84,228,320,409,577,462,373,491
PA14_01400,75,82,38,78,68,64,289,380,496,464,313,406
PA14_03650,84,76,40,70,44,91,1301,1391,2147,1730,1256,1935
PA14_04910,333,335,173,373,210,287,31,33,60,46,31,47
PA14_05790,55,48,34,47,23,79,69,107,143,125,84,123
PA14_06360,26,15,11,19,6,33,95,139,212,170,131,150
PA14_08320,189,180,96,196,137,165,395,544,594,561,432,563
PA14_09100,768,895,427,845,439,947,15,18,28,24,13,28
PA14_10320,256,161,104,202,110,226,114,151,308,212,182,184
PA14_11380,326,275,166,331,216,245,261,342,472,385,320,408
PA14_15830,63,54,28,62,28,67,26,48,58,58,39,35
PA14_18620,286,254,213,274,216,287,9,24,30,25,20,22
PA14_19800,111,81,55,107,59,88,54,76,77,92,63,61
PA14_20870,78,72,53,86,53,69,41,48,112,70,54,78
PA14_21150,10,5,1,8,3,4,400,491,653,537,395,665
PA14_22075,1332,1419,1172,1560,1199,1300,1067,1241,1740,1377,1148,1659
PA14_23280,582,750,460,714,505,634,2,5,7,8,5,3
PA14_23410,1949,3378,2085,3126,2401,2419,63,82,118,93,81,100
PA14_24010,386,414,252,469,245,375,21,26,44,37,31,28
PA14_25530,150,116,61,162,61,129,73,80,133,105,89,104
PA14_29880,536,509,284,507,317,552,270,366,552,417,359,453
PA14_31060,4689,5240,3161,5905,3768,4274,1370,1745,2217,2019,1494,1999
PA14_31970,13,19,15,15,14,23,13,19,28,23,17,24
PA14_34640,207,134,73,137,70,216,1030,1236,1767,1487,1085,1598
PA14_35590,22,16,16,30,9,15,107,128,139,168,86,135
PA14_35970,13,21,13,28,12,12,40,34,48,50,35,37
PA14_37650,13,3,3,9,4,5,56,60,75,56,53,83
PA14_37870,8,4,5,5,2,9,1291,1541,2203,1942,1389,1874
PA14_45880,266,216,161,267,168,253,32,46,50,57,39,32
PA14_46650,15,11,5,16,4,15,91,91,109,101,85,117
PA14_46720,249,247,109,297,134,217,2127,2141,3400,2568,1821,3572
