old_locus_tag,X0.mM.SA.counts,X2.mM.SA.counts
PA14_14450,1526,1314
PA14_14460,2279,1856
PA14_14470,12349,11231
PA14_14480,365,372
PA14_14490,218,194
PA14_14500,5285,4329
PA14_14510,4436,3817
PA14_14520,766,615
PA14_14530,391,388
PA14_14540,502,494
PA14_14550,2974,3089
PA14_14570,6,8
PA14_14590,3257,2818
PA14_14600,5155,4639
PA14_14610,9728,7854
PA14_14630,27681,23026
PA14_14650,15206,12966
PA14_14660,3343,4629
PA14_14680,7811,5866
PA14_14690,3365,2881
PA14_14700,4935,4208
PA14_14710,3443,2830
PA14_14730,12845,11513
PA14_14740,5967,5340
PA14_14750,5066,4353
PA14_14770,5560,4655
PA14_14780,10128,8794
PA14_14800,3212,2551
PA14_14810,2988,2608
PA14_14820,37632,33331
PA14_14830,27284,23971
PA14_14850,8192,7268
PA14_14860,10572,8893
PA14_14880,12809,11162
PA14_14890,12998,11075
PA14_14900,9268,7976
PA14_14910,18139,16583
PA14_14930,14257,12539
PA14_14940,2827,2424
PA14_14960,3183,2906
PA14_14975,920,880
PA14_14990,1114,1286
PA14_15000,829,1114
PA14_15020,1504,1903
PA14_15030,8402,7897
PA14_15050,1491,767
PA14_15070,6795,659
PA14_15080,2498,344
PA14_15090,281,348
PA14_15100,1078,862
PA14_15110,2274,2339
PA14_15120,1538,2114
PA14_15130,1555,2029
PA14_15140,118,111
PA14_15150,899,889
PA14_15160,634,557
PA14_15180,579,499
PA14_15190,248,229
PA14_15200,1582,1359
PA14_15210,1166,902
PA14_15230,2677,2408
PA14_15240,218,188
PA14_15250,48,60
PA14_15260,18,25
PA14_15270,7,6
PA14_15280,14,24
PA14_15290,132,173
PA14_15310,35244,29830
PA14_15340,29418,24034
PA14_15350,16049,15777
,525,501
PA14_15360,2957,2930
,471,460
PA14_15380,267,259
PA14_15400,260,234
PA14_15410,53,54
PA14_15420,87,65
PA14_15430,464,400
PA14_15435,535,521
PA14_15445,255,207
PA14_15450,272,289
PA14_15460,2476,2474
PA14_15470,600,581
PA14_15475,243,271
PA14_15480,3042,2804
PA14_15500,419,381
PA14_15510,261,254
PA14_15520,185,165
PA14_15530,38,55
PA14_15540,583,577
,210,183
PA14_15560,1132,1084
PA14_15570,1951,2003
PA14_15580,20909,19708
,11710,10512
PA14_15590,22920,20331
PA14_15600,9324,8446
,2205,1988
PA14_15610,12231,11387
PA14_15620,100,100
,195,169
PA14_15650,627,727
PA14_15660,243,250
PA14_15670,2480,2159
PA14_15680,870,748
,46,35
PA14_15700,1464,1288
PA14_15710,462,418
PA14_15720,3329,2968
PA14_15740,25204,21735
PA14_15750,446,322
PA14_15770,1541,1468
PA14_15780,798,720
PA14_15790,1580,1590
PA14_15810,516,571
PA14_15820,882,848
PA14_15830,415,391
PA14_15840,2577,2455
PA14_15850,467,479
PA14_15860,3580,3658
PA14_15870,2930,2654
PA14_15880,980,855
PA14_15890,4041,3242
PA14_15910,1092,1001
PA14_15920,210,182
PA14_15930,2181,1988
PA14_15940,3949,3552
PA14_15960,12355,10892
PA14_15970,11922,9829
PA14_15980,31836,28256
PA14_15990,27796,24612
PA14_16000,33097,30975
PA14_16010,1230,1092
PA14_16020,1236,1315
PA14_16030,877,817
PA14_16040,1210,1116
PA14_16050,7326,5589
PA14_16070,9173,7858
PA14_16090,11125,9621
PA14_16100,140,157
PA14_16110,284,354
,250,216
PA14_16130,1385,1324
,3403,6107
PA14_16150,3571,6480
PA14_16160,1690,3644
PA14_16180,9000,25372
PA14_16190,9838,24327
PA14_16200,904,2503
PA14_16210,953,1131
PA14_16220,3428,2989
PA14_16250,9480,8003
PA14_16260,942,862
PA14_16270,2208,3870
PA14_16280,540,524
PA14_16290,314,587
PA14_16300,114,183
PA14_16310,107,152
PA14_16320,662,582
PA14_16330,7732,27928
PA14_16340,800,1271
PA14_16350,247,231
PA14_16360,1445,1162
PA14_16370,1482,1280
PA14_16380,641,624
PA14_16390,665,608
PA14_16410,110,100
PA14_16430,5103,4678
PA14_16440,1905,1528
PA14_16450,2996,2530
PA14_16460,1539,1518
PA14_16470,5025,4597
PA14_16480,2094,1830
PA14_16500,2842,2565
PA14_16510,13377,11647
PA14_16530,14525,13038
PA14_16550,1561,1512
PA14_16560,2705,2450
PA14_16580,5036,4680
PA14_16590,2420,2058
PA14_16600,2873,2326
PA14_16610,2284,1653
PA14_16620,2264,1831
PA14_16630,1710,5239
PA14_16640,1208,3249
PA14_16660,2591,2382
PA14_16670,553,538
PA14_16680,117,149
PA14_16690,4360,4280
PA14_16700,17579,13668
PA14_16710,3263,2834
PA14_16720,1558,1489
PA14_16730,2629,2342
PA14_16740,495,471
PA14_16750,220,194
PA14_16770,1723,1522
PA14_16780,1832,1819
PA14_16790,3855,4243
PA14_16800,3280,3639
PA14_16820,8091,9012
PA14_16830,2658,2325
PA14_16840,2291,2235
PA14_16860,4613,4055
PA14_16870,1166,885
PA14_16880,851,620
PA14_16890,2266,1567
PA14_16910,1227,830
PA14_16920,457,466
PA14_16930,2014,1892
PA14_16950,8862,8176
PA14_16960,2415,2084
PA14_16970,2074,1878
PA14_16980,328,328
PA14_16990,2622,2667
PA14_17000,24,714
PA14_17010,1772,1838
PA14_17030,1814,1580
PA14_17040,4031,3578
PA14_17050,6884,6178
PA14_17060,111600,103050
PA14_17070,91257,85319
PA14_17080,11031,9214
PA14_17100,20178,17657
PA14_17110,15078,13246
PA14_17120,7076,6600
PA14_17130,9775,9608
PA14_17140,8932,8482
PA14_17150,31883,28872
PA14_17170,13155,11604
PA14_17180,15797,13781
PA14_17190,12109,10462
PA14_17210,13840,11456
PA14_17220,7386,6338
PA14_17230,2794,2318
PA14_17250,10254,9293
PA14_17260,23311,20706
PA14_17270,21382,16789
PA14_17280,3811,3113
PA14_17290,24438,21293
PA14_17310,11418,9970
PA14_17320,28689,23845
PA14_17330,2691,2377
PA14_17340,3398,2832
PA14_17350,1772,1469
PA14_17370,2985,2681
PA14_17380,1048,994
PA14_17400,3520,3203
PA14_17410,2751,2582
PA14_17420,2827,2426
PA14_17440,4712,4034
PA14_17450,6039,5201
PA14_17460,5212,4777
PA14_17470,9967,9093
PA14_17480,19907,20128
PA14_17490,1777,1698
PA14_17500,6830,6307
,44,26
PA14_17510,214,415
PA14_17520,926,901
PA14_17530,8393,7939
PA14_17540,1740,1671
PA14_17550,4601,4259
PA14_17570,5637,5308
PA14_17580,19450,16046
PA14_17590,646,617
PA14_17600,1664,1452
PA14_17610,1526,1111
PA14_17620,453,369
PA14_17630,539,450
PA14_17640,667,602
PA14_17650,1107,935
PA14_17660,745,749
PA14_17670,3280,2852
PA14_17675,1385,1333
PA14_17690,2775,2609
PA14_17700,153,137
PA14_17710,90,78
PA14_17720,729,657
PA14_17730,165,198
PA14_17740,68,67
PA14_17760,142,124
PA14_17780,173,145
,15,9
PA14_17790,445,448
PA14_17810,113,106
PA14_17820,51,50
PA14_17850,38,26
PA14_17860,215,174
PA14_17880,28,27
PA14_17890,120,140
PA14_17900,1191,1194
PA14_17910,61,47
PA14_17920,404,295
PA14_17930,14291,12531
PA14_17940,3965,3448
,2757,2368
PA14_17960,21255,18867
PA14_17980,7810,7162
PA14_17990,3749,3167
PA14_18010,5814,5052
PA14_18020,1159,971
,83,97
,827,702
PA14_18040,327,332
PA14_18050,1226,1122
PA14_18060,1411,815
PA14_18070,116,479
PA14_18080,926,844
PA14_18090,844,838
PA14_18100,3269,2673
PA14_18110,880,817
PA14_18120,164,174
PA14_18140,41,57
PA14_18150,238,250
PA14_18160,1603,1468
PA14_18180,520,460
PA14_18200,565,514
,138,150
PA14_18210,1014,918
PA14_18230,1961,1784
PA14_18250,10447,10211
PA14_18260,3653,3616
PA14_18275,4702,4182
PA14_18300,759,2253
PA14_18310,131,266
PA14_18320,139,259
PA14_18330,446,920
PA14_18340,259,597
PA14_18350,1142,2584
PA14_18360,447,1089
PA14_18370,654,1464
PA14_18380,161,170
PA14_18410,89,89
PA14_18430,39,37
PA14_18450,101,98
,10,11
PA14_18470,38,44
PA14_18480,61,59
PA14_18500,70,63
PA14_18510,65,65
PA14_18520,30,46
PA14_18550,64,52
PA14_18565,43,53
PA14_18580,116,107
PA14_18590,1588,1125
PA14_18600,4265,3762
PA14_18610,2811,2347
PA14_18620,1556,1682
PA14_18630,3497,3146
PA14_18640,523,452
PA14_18650,8343,7646
PA14_18660,1123,1024
PA14_18670,12146,11834
PA14_18680,84,90
PA14_18690,40409,33939
PA14_18700,2582,2394
PA14_18710,4147,3390
PA14_18720,2587,2349
PA14_18740,8843,7249
PA14_18750,6274,5238
PA14_18760,45,431
PA14_18780,203,1000
PA14_18790,81,412
PA14_18800,56,131
PA14_18810,33,479
PA14_18820,35,390
PA14_18830,103,406
PA14_18850,97,407
PA14_18860,249,533
PA14_18870,2095,1704
PA14_18880,2419,2004
PA14_18890,1295,1072
PA14_18900,1420,1202
PA14_18910,1592,1409
PA14_18920,5627,4883
PA14_18930,1309,1139
PA14_18950,1560,1366
PA14_18960,1082,2409
PA14_18970,2373,4659
PA14_18985,342,613
PA14_19010,740,2802
PA14_19020,1596,6605
PA14_19030,4297,5548
PA14_19050,18150,15908
PA14_19065,4291,3609
PA14_19090,4745,3488
,170,131
PA14_19100,2109,1843
PA14_19110,1012,866
PA14_19120,11000,10632
PA14_19130,12816,10685
PA14_19140,3124,2702
PA14_19150,718,639
PA14_19160,719,601
PA14_19170,2132,1719
,30,28
PA14_19190,8704,7651
PA14_19205,897,694
PA14_19210,1815,1548
PA14_19230,2699,2357
PA14_19270,82,73
PA14_19290,2406,2101
PA14_19310,3160,2854
PA14_19320,467,420
PA14_19330,217,163
PA14_19340,552,490
PA14_19350,501,1094
PA14_19360,665,1329
PA14_19370,864,1418
PA14_19380,4076,3324
PA14_19390,1286,1032
PA14_19400,2707,2223
,4,3
PA14_19410,2390,2272
PA14_19430,631,549
PA14_19450,1784,1570
PA14_19470,3997,3781
PA14_19480,57,34
PA14_19490,846,951
PA14_19500,41,28
PA14_19510,43,37
PA14_19520,19,21
PA14_19530,311,374
PA14_19540,120,152
PA14_19560,28,93
PA14_19570,43,66
PA14_19580,46,89
PA14_19590,70,102
PA14_19600,3307,2713
PA14_19610,2441,2275
PA14_19620,1747,1720
PA14_19630,1908,1856
PA14_19640,1593,1479
PA14_19650,320,251
PA14_19660,3036,2433
PA14_19670,476,419
PA14_19680,162,240
PA14_19690,215,269
PA14_19700,174,170
PA14_19710,81,74
PA14_19720,32,36
PA14_19730,638,586
PA14_19740,561,499
PA14_19750,44,40
PA14_19770,201,208
PA14_19800,1024,916
PA14_19810,36,36
PA14_19830,93,88
PA14_19850,123,115
PA14_19860,1415,1157
PA14_19870,283,287
PA14_19900,44,79
PA14_19910,53,60
PA14_19920,39,50
PA14_19930,124,123
PA14_19940,882,740
PA14_19950,981,897
PA14_19960,147,118
PA14_19970,93,99
PA14_19990,117,144
PA14_20000,113,110
PA14_20010,70,66
PA14_20020,79,62
PA14_20030,49,41
PA14_20040,18,27
PA14_20050,28,31
PA14_20060,95,129
PA14_20070,200,176
PA14_20080,1355,1128
PA14_20100,777,667
PA14_20110,664,604
PA14_20120,767,700
PA14_20130,1116,990
PA14_20140,18421,15301
PA14_20150,32,27
PA14_20170,38,31
PA14_20180,54,39
PA14_20190,113,132
PA14_20200,289,380
PA14_20230,524,2561
PA14_20240,138,128
PA14_20250,31,44
PA14_20260,473,366
PA14_20270,149,116
PA14_20280,1825,1555
PA14_20290,14729,13223
PA14_20300,98,104
PA14_20320,62,58
PA14_20330,43,27
PA14_20350,34,36
PA14_20360,29,18
PA14_20370,30,42
PA14_20380,61,39
PA14_20390,82,69
PA14_20400,37,50
PA14_20420,43,42
PA14_20430,390,365
PA14_20440,1235,1100
PA14_20450,649,605
PA14_20460,134,115
PA14_20470,102,137
PA14_20480,290,298
PA14_20491,130,158
PA14_20500,100,59
,379,411
PA14_20510,1484,1580
PA14_20520,1611,1714
PA14_20530,1228,1263
PA14_20550,190,269
PA14_20560,3145,2930
PA14_20570,1338,1122
PA14_20580,932,748
PA14_20590,396,340
PA14_20600,744,755
PA14_20610,190,293
PA14_20620,112,145
PA14_20630,67,71
PA14_20640,525,469
PA14_20650,2160,1895
PA14_20670,5975,5599
PA14_20680,1268,1153
PA14_20690,624,559
PA14_20700,4575,4215
PA14_20720,7167,6728
PA14_20730,10066,9297
PA14_20740,1975,1746
PA14_20750,18206,17998
PA14_20760,7266,6628
PA14_20770,1727,1738
PA14_20780,2128,2037
PA14_20800,874,811
PA14_20810,9453,8218
PA14_20820,1725,1544
PA14_20840,709,593
PA14_20850,4618,3774
,53,64
PA14_20860,1605,1526
PA14_20870,1056,875
PA14_20880,261,242
PA14_20890,7049,6211
PA14_20900,1886,2584
PA14_20920,2351,4028
PA14_20940,1798,3419
PA14_20950,4834,6798
PA14_20960,2763,3555
PA14_20970,6870,9136
PA14_20980,4955,6620
PA14_21000,6753,8828
PA14_21010,6407,8425
PA14_21020,39376,53665
PA14_21030,15291,16617
PA14_21040,131,105
PA14_21050,347,322
PA14_21060,183,201
PA14_21070,1424,1210
PA14_21080,334,294
PA14_21090,38,31
,15,10
PA14_21110,202,169
PA14_21120,150,352
PA14_21130,668,1259
PA14_21140,767,655
PA14_21150,1565,1337
PA14_21160,2640,2383
PA14_21175,6204,5059
PA14_21180,946,927
PA14_21190,263,273
PA14_21210,1853,1709
PA14_21220,49487,43462
,229,184
PA14_21230,15022,12482
PA14_21240,485,510
PA14_21250,956,806
,319,307
PA14_21280,1122,1144
,100,91
PA14_21290,284,267
PA14_21300,382,345
PA14_21310,2820,2671
PA14_21320,1883,1763
PA14_21340,2214,2084
PA14_21370,15697,13045
,160,137
,9,21
PA14_21400,6664,6248
PA14_21410,90,76
PA14_21440,2824,2396
PA14_21450,413,669
PA14_21460,324,514
,209,413
,103,124
PA14_21480,224,326
PA14_21490,1872,2356
PA14_21510,112,97
PA14_21520,750,681
PA14_21530,101,119
PA14_21540,6398,5151
PA14_21550,2606,2276
PA14_21560,1347,1066
PA14_21570,2993,2798
PA14_21580,2802,2564
PA14_21590,862,819
PA14_21600,553,499
PA14_21610,314,301
,8,6
PA14_21620,16,15
PA14_21630,754,699
PA14_21640,516,428
PA14_21650,995,722
PA14_21660,326,244
PA14_21670,10,46
,94,100
PA14_21690,4577,5161
PA14_21700,5582,6187
PA14_21710,2492,2647
PA14_21720,1398,1272
PA14_21730,806,734
PA14_21750,2167,2641
PA14_21760,25811,21651
PA14_21770,350,293
PA14_21780,1093,896
PA14_21790,2634,2180
PA14_21800,0,0
PA14_21810,1021,728
PA14_21820,18112,15521
PA14_21830,660,702
PA14_21840,459,391
PA14_21850,517,506
,1150,958
PA14_21860,981,809
PA14_21870,967,1025
PA14_21880,29414,31156
PA14_21890,2428,2325
PA14_21900,1899,1621
PA14_21910,476,375
PA14_21920,51,49
PA14_21930,41,40
PA14_21940,82,68
PA14_21960,121,133
PA14_21970,89,83
PA14_21980,448,390
PA14_21990,5305,4474
PA14_22000,3111,2701
PA14_22010,9393,8469
PA14_22020,17340,14945
PA14_22040,4364,3795
PA14_22050,1461,1251
PA14_22060,1976,1662
PA14_22075,4069,4058
,2855,2763
,4339,5189
PA14_22080,668,916
PA14_22090,232,237
,81,86
PA14_22100,123,113
PA14_22110,115,101
PA14_22120,306,320
PA14_22130,34,34
PA14_22140,123,121
,68,68
PA14_22160,69,66
PA14_22190,907,836
PA14_22210,145,111
PA14_22220,109,108
PA14_22230,129,143
PA14_22240,90,103
PA14_22250,111,121
PA14_22260,46,47
PA14_22270,2708,2429
PA14_22280,357,333
PA14_22290,1492,1444
PA14_22310,2029,2117
PA14_22320,8,5
PA14_22330,224,215
PA14_22340,710,930
PA14_22350,1763,2203
PA14_22370,1342,1367
PA14_22380,359,339
PA14_22400,89,118
PA14_22410,1765,1420
PA14_22420,245,229
PA14_22440,4366,4463
PA14_22450,3706,3467
PA14_22460,1762,1763
PA14_22470,2691,2751
PA14_22480,993,821
PA14_22490,237,222
PA14_22500,138,128
PA14_22510,65,64
,174,172
PA14_22530,162,154
PA14_22540,83,108
PA14_22550,1108,1180
PA14_22560,892,679
PA14_22570,890,603
PA14_22580,725,704
PA14_22590,29,29
PA14_22600,249,236
PA14_22620,2313,1997
PA14_22630,136,118
PA14_22640,1555,1378
PA14_22650,2970,2771
PA14_22660,3524,3381
PA14_22670,2647,2670
PA14_22680,4993,4621
PA14_22690,2188,1871
PA14_22700,176,134
PA14_22710,1122,1005
PA14_22720,170,172
PA14_22730,466,478
PA14_22740,325,706
PA14_22760,2024,1955
PA14_22770,2622,2260
PA14_22780,3961,3309
PA14_22800,4468,3741
PA14_22820,1361,1235
PA14_22830,1286,1287
PA14_22840,1312,1151
PA14_22860,2178,1783
PA14_22870,1160,947
PA14_22880,153,127
PA14_22890,14079,12367
PA14_22910,24976,22898
PA14_22930,10461,9635
PA14_22940,5703,5269
PA14_22960,3573,3297
,1002,889
PA14_22980,29211,26308
PA14_22990,5543,4245
PA14_23000,4314,3510
PA14_23010,11720,9059
PA14_23030,3732,2908
,9,6
PA14_23050,4185,3756
PA14_23060,1553,1412
PA14_23070,24642,23389
PA14_23080,7590,6666
PA14_23090,8574,7770
PA14_23100,235,226
PA14_23110,3225,2745
PA14_23120,648,743
PA14_23130,406,439
PA14_23160,137,87
PA14_23170,164,153
PA14_23190,292,243
PA14_23200,3175,2349
PA14_23210,2924,2308
PA14_23220,3882,3295
PA14_23240,3240,2813
PA14_23250,3655,3014
PA14_23260,37912,34098
PA14_23270,14206,12201
PA14_23280,12307,10501
PA14_23290,7206,5892
PA14_23310,15055,13272
PA14_23320,5554,4851
PA14_23330,257492,232366
PA14_23340,8933,8579
PA14_23350,4457,4540
PA14_23360,13493,12930
PA14_23370,29157,28603
PA14_23380,20904,21109
PA14_23390,9185,9225
PA14_23400,12122,11784
PA14_23410,5027,4836
PA14_23420,44310,43135
PA14_23430,28640,26846
PA14_23440,19602,18362
PA14_23450,14661,13683
PA14_23460,7486,6731
PA14_23470,18065,18326
PA14_23480,479,493
PA14_23490,243,224
PA14_23500,12838,10207
PA14_23510,4671,4203
PA14_23520,271,241
PA14_23530,279,189
PA14_23540,727,651
PA14_23560,12375,10411
,752,554
,2209,1358
PA14_23570,3807,2804
PA14_23580,1334,965
PA14_23590,223,189
PA14_23610,288,272
PA14_23620,1888,1709
PA14_23630,1732,1681
PA14_23640,2531,2337
PA14_23650,736,682
PA14_23670,1020,968
PA14_23680,6291,7869
PA14_23690,224,251
PA14_23700,1075,1064
PA14_23720,673,636
PA14_23730,405,309
PA14_23750,1846,1794
PA14_23760,921,898
,615,512
PA14_23790,2027,1983
PA14_23800,8854,7424
PA14_23810,2560,2220
PA14_23830,37435,33674
PA14_23840,4195,3417
PA14_23850,5984,5621
PA14_23860,9710,8202
PA14_23880,11121,9353
PA14_23890,4588,3838
PA14_23900,1825,1394
PA14_23920,11400,9129
PA14_23930,8881,6990
PA14_23950,4861,3616
PA14_23970,9085,8635
PA14_23980,3669,3319
PA14_23990,5117,4669
PA14_24010,2166,1866
PA14_24020,3088,2589
PA14_24040,1668,1447
PA14_24050,989,765
PA14_24060,1656,1352
PA14_24070,1449,1249
PA14_24080,1961,1797
PA14_24100,813,824
PA14_24110,15,13
PA14_24120,3941,2105
PA14_24130,2413,2060
PA14_24140,1872,1717
PA14_24150,2346,2089
PA14_24170,1262,1100
PA14_24180,1925,1681
PA14_24190,669,544
PA14_24210,269,281
PA14_24220,2337,2207
PA14_24230,2292,1914
PA14_24240,1674,1394
PA14_24245,1360,1242
PA14_24260,3113,2662
PA14_24270,13446,12422
,39,54
PA14_24290,7171,6096
PA14_24300,3902,3679
PA14_24310,1675,1427
PA14_24330,1982,1755
PA14_24340,1122,1087
PA14_24350,829,740
PA14_24360,862,963
PA14_24370,1230,1046
PA14_24380,1198,1135
PA14_24390,1787,1685
PA14_24400,1024,857
PA14_24410,467,376
PA14_24420,1406,1302
PA14_24430,3433,3452
,1260,1437
PA14_24445,67007,64407
PA14_24480,534,633
PA14_24490,563,667
PA14_24500,159,150
PA14_24510,263,293
PA14_24530,145,173
PA14_24550,321,371
PA14_24560,210,210
PA14_24570,111,126
PA14_24580,1015,984
PA14_24590,1134,1217
PA14_24600,3159,3673
PA14_24610,1307,1169
PA14_24620,1923,1772
,137,130
PA14_24640,3868,3271
PA14_24650,1130,1672
,6,5
,2622,2428
PA14_24690,2770,2727
PA14_24700,4482,3710
PA14_24710,168,176
PA14_24720,434,457
PA14_24730,3039,2931
PA14_24740,1420,1864
PA14_24760,1847,2340
PA14_24770,2472,3317
PA14_24780,125,105
PA14_24790,4253,4028
PA14_24810,161,159
PA14_24820,212,257
PA14_24830,256,237
PA14_24840,1208,1117
PA14_24850,650,557
PA14_24860,166,163
PA14_24870,158,156
PA14_24880,15509,16012
PA14_24890,761,639
PA14_24900,2947,2542
PA14_24910,4658,4040
PA14_24920,1638,1446
PA14_24940,905,832
PA14_24950,819,744
PA14_24960,789,753
PA14_24970,431,598
PA14_24980,3301,2950
PA14_24990,1830,6257
PA14_25000,3791,3471
PA14_25020,6912,5882
PA14_25030,5765,4737
PA14_25040,957,980
,128,129
PA14_25050,294,254
PA14_25060,652,600
PA14_25080,19187,17783
PA14_25090,9998,10233
,1286,1179
PA14_25110,30226,29041
PA14_25130,3475,3149
PA14_25140,1132,944
PA14_25150,1966,1921
PA14_25160,2589,2476
PA14_25180,5555,3959
PA14_25195,4252,3543
PA14_25210,2830,2491
PA14_25220,2809,2229
PA14_25230,12237,10692
PA14_25250,38511,30614
PA14_25270,8999,7600
PA14_25280,12194,10855
PA14_25305,9763,8068
PA14_25320,5531,4698
PA14_25330,4625,3715
PA14_25340,4535,3967
PA14_25350,8568,7755
PA14_25360,5362,4404
PA14_25370,1272,936
PA14_25390,14342,12953
PA14_25400,1916,1790
PA14_25410,507,467
,730,652
PA14_25430,2794,2331
PA14_25440,2715,2471
PA14_25450,2299,1984
PA14_25470,642,520
PA14_25480,731,704
PA14_25490,2526,1978
PA14_25500,2594,2231
PA14_25510,3409,2788
PA14_25520,2123,1912
PA14_25530,4253,3824
PA14_25540,2478,2203
PA14_25550,4114,3683
PA14_25560,41431,40829
,52,44
PA14_25580,5748,5078
PA14_25590,3142,2792
PA14_25600,8225,7454
PA14_25610,502,450
PA14_25620,19830,16557
PA14_25630,32744,27629
PA14_25640,10891,9288
PA14_25650,16241,12451
PA14_25660,31625,24475
PA14_25670,100877,80390
PA14_25690,30906,26084
PA14_25710,8735,7544
PA14_25730,3936,3281
PA14_25740,3231,2719
PA14_25760,4306,3935
PA14_25770,3331,2856
PA14_25780,4749,3993
PA14_25790,1098,978
PA14_25800,4194,3414
PA14_25810,2505,2086
PA14_25820,1481,1268
PA14_25830,1286,1114
PA14_25840,14281,10977
PA14_25860,36347,31068
PA14_25880,46399,40067
PA14_25900,19001,14452
PA14_25910,639,545
PA14_25920,948,781
PA14_25930,893,728
,2611,2512
,1621,1662
PA14_25960,3442,2998
PA14_25970,4820,4284
PA14_25980,805,673
PA14_25990,2177,1912
PA14_26000,679,594
PA14_26010,301,294
PA14_26020,498,745
,4,3
PA14_26050,392,336
PA14_26060,64,74
PA14_26070,63,66
,19,7
PA14_26090,183,189
PA14_26110,70,60
PA14_26130,144,137
PA14_26140,509,589
PA14_26150,651,701
PA14_26160,110,74
PA14_26165,626,625
PA14_26190,604,536
PA14_26200,84,78
PA14_26210,13,29
PA14_26220,24,19
PA14_26230,21,13
PA14_26240,26,23
PA14_26260,43,44
PA14_26270,985,822
PA14_26280,1083,1020
PA14_26300,31,9
PA14_26310,81,64
PA14_26330,306,257
PA14_26340,47,40
PA14_26350,992,948
PA14_26360,223,188
PA14_26390,293,260
PA14_26400,291,231
PA14_26420,666,666
PA14_26450,106,93
PA14_26460,409,302
PA14_26470,1074,911
PA14_26480,1411,1247
PA14_26485,3916,3428
PA14_26500,1320,1187
PA14_26510,1899,1596
PA14_26530,2753,2499
PA14_26540,2392,2089
PA14_26550,3587,3222
PA14_26560,4612,4069
PA14_26570,1027,925
PA14_26580,219,201
PA14_26590,7098,6833
PA14_26600,1084,1207
PA14_26610,705,791
PA14_26620,875,818
PA14_26640,267,233
PA14_26650,135,130
PA14_26670,306,346
PA14_26690,160,134
PA14_26700,356,314
PA14_26720,364,332
PA14_26730,229,269
PA14_26750,498,494
PA14_26760,1869,2015
PA14_26770,922,868
PA14_26780,598,680
PA14_26810,64,64
PA14_26830,43,47
PA14_26850,67,64
PA14_26860,1915,1915
PA14_26870,8,9
PA14_26880,759,729
PA14_26890,1377,1039
PA14_26910,1401,1059
PA14_26920,812,692
PA14_26930,1264,1072
PA14_26940,716,680
PA14_26960,1166,1109
PA14_26970,352,344
PA14_26980,309,282
PA14_26990,741,713
PA14_27000,16076,14423
PA14_27020,842,776
PA14_27050,1765,1813
PA14_27070,1059,954
PA14_27090,91,66
PA14_27100,254,164
PA14_27110,76,64
,1259,1133
PA14_27130,1235,1018
PA14_27140,1995,1592
PA14_27150,950,781
PA14_27160,1941,1733
PA14_27170,993,811
PA14_27180,6286,5682
,265637,213877
PA14_27190,61,39
PA14_27200,911,766
PA14_27210,45313,36062
PA14_27220,1985,1755
PA14_27230,920,935
PA14_27250,223,222
PA14_27270,206,191
PA14_27280,299,289
PA14_27290,40,45
PA14_27310,609,550
PA14_27330,2264,2003
PA14_27350,1035,805
PA14_27360,377,400
PA14_27370,2760,2380
PA14_27390,285,245
PA14_27400,49,64
PA14_27410,87,91
PA14_27420,62,49
PA14_27430,123,91
PA14_27440,693,542
PA14_27450,181,143
PA14_27460,1172,1088
PA14_27470,2526,2273
PA14_27480,11325,8150
PA14_27490,814,704
PA14_27500,5240,4535
PA14_27510,2161,2214
PA14_27520,886,1042
PA14_27530,813,824
PA14_27550,1239,1176
PA14_27560,2942,2691
PA14_27570,1776,1519
PA14_27580,1468,1315
PA14_27590,2079,1976
PA14_27600,1107,769
PA14_27610,1946,1465
PA14_27620,2233,1816
PA14_27630,44,45
PA14_27640,11,18
PA14_27650,33,31
PA14_27660,23,26
,9,11
PA14_27675,88,82
PA14_27680,15,13
,1,1
PA14_27690,4,8
PA14_27700,50,36
PA14_27710,1347,917
PA14_27720,252,265
PA14_27730,2263,3764
PA14_27740,121,111
PA14_27755,1222,1172
PA14_27770,5516,5855
PA14_27780,4118,4305
PA14_27800,627,609
PA14_27810,532,464
PA14_27830,19,19
PA14_27840,28,33
PA14_27850,1161,877
PA14_27870,2774,2594
PA14_27880,21,15
PA14_27890,19,16
PA14_27900,1495,1270
PA14_27910,653,544
PA14_27920,8207,6668
PA14_27930,292,308
PA14_27940,13693,11863
PA14_27950,3446,3322
PA14_27960,5063,4760
PA14_27980,1411,1210
PA14_27990,423,415
PA14_28000,2420,6268
PA14_28010,631,1899
PA14_28020,73,229
,621,612
PA14_28040,365,493
PA14_28050,1871,1377
PA14_28060,74,71
PA14_28070,73,62
PA14_28080,71,74
PA14_28090,133,126
PA14_28100,50,52
PA14_28110,94,105
,1,0
PA14_28120,96,157
PA14_28130,61,133
PA14_28140,55,72
PA14_28150,109,104
PA14_28170,158,267
PA14_28180,3747,3522
,1,2
PA14_28190,13,10
PA14_28200,1353,2621
PA14_28210,2081,5505
PA14_28220,403,1652
PA14_28230,124,108
PA14_28240,459,621
,1101,974
PA14_28260,403,355
PA14_28280,2577,2053
PA14_28290,983,763
PA14_28300,30,31
PA14_28310,72,99
PA14_28320,465,416
PA14_28340,5241,4583
PA14_28350,502,491
PA14_28360,639,481
,16,5
PA14_28370,84,71
PA14_28380,84,77
PA14_28390,324,242
PA14_28400,41606,52805
PA14_28410,107,113
PA14_28420,464,507
PA14_28430,1224,931
PA14_28440,3229,2713
