old_locus_tag,X0.mM.SA.counts,X2.mM.SA.counts
PA14_71350,178,142
,421,340
PA14_71370,283,208
PA14_71380,500,523
PA14_71390,954,1028
PA14_71410,338,500
PA14_71420,156,157
PA14_71430,4527,7217
PA14_71440,7553,6686
PA14_71450,2507,2066
PA14_71460,87,51
PA14_71470,120,118
PA14_71490,33,22
PA14_71500,333,284
PA14_71510,91,111
PA14_71530,123,121
PA14_71560,154,169
PA14_71570,1716,1855
PA14_71580,1084,1128
PA14_71590,1701,1984
PA14_71600,8643,7902
PA14_71620,6948,6059
,88,67
PA14_71630,15506,13638
PA14_71640,1332,1088
PA14_71650,35612,22013
,548,388
PA14_71670,2452,2198
PA14_71680,390,416
PA14_71690,346,315
PA14_71700,387,382
PA14_71710,2456,2082
PA14_71720,32791,28456
PA14_71740,19456,18733
PA14_71750,2355,2272
PA14_71760,748,634
PA14_71780,5557,5397
PA14_71800,1729,1714
PA14_71820,14023,11756
PA14_71830,1841,4018
PA14_71840,10373,22211
PA14_71850,1580,1530
PA14_71870,9934,8954
PA14_71880,735,702
PA14_71890,12216,14385
PA14_71900,10734,10273
PA14_71910,3836,3165
PA14_71920,2464,2086
PA14_71930,3051,2724
PA14_71940,3567,3138
PA14_71960,2083,1820
PA14_71970,4753,4246
PA14_71990,4857,4232
PA14_72000,4698,4059
PA14_72010,6522,5868
PA14_72020,3955,3628
PA14_72030,1718,1449
PA14_72040,1238,1021
PA14_72050,1482,1283
PA14_72060,112,117
PA14_72070,16408,13011
PA14_72080,1397,1199
PA14_72090,1265,1016
PA14_72110,4511,3878
PA14_72130,608,619
PA14_72140,409,403
PA14_72150,654,821
PA14_72170,367,327
PA14_72180,415,398
PA14_72200,455,426
PA14_72210,1197,1164
PA14_72220,1958,1515
,22,13
PA14_72230,1334,1593
PA14_72250,4012,3965
PA14_72260,9360,8796
,41,29
PA14_72280,451,349
PA14_72300,694,727
PA14_72320,2354,2124
PA14_72340,5625,4346
PA14_72350,8,16
PA14_72360,392,509
PA14_72370,305,350
PA14_72380,2983,3161
PA14_72390,3039,3034
PA14_72400,1399,1220
PA14_72410,1017,879
PA14_72420,10157,8969
PA14_72430,8161,7056
PA14_72450,11966,10991
PA14_72460,20188,16621
PA14_72470,5141,4179
PA14_72480,3697,3764
PA14_72490,8994,8170
PA14_72500,3188,3652
PA14_72510,6245,6075
PA14_72520,5114,4177
PA14_72540,18004,15257
PA14_72550,1303,1169
PA14_72560,1433,1349
PA14_72580,1569,1309
PA14_72590,1063,934
PA14_72600,1637,1259
PA14_72620,3765,3211
PA14_72630,2446,2289
PA14_72640,10998,9843
PA14_72650,6264,5905
PA14_72660,10203,8929
PA14_72690,13245,11878
PA14_72700,5329,4522
PA14_72710,4988,4593
PA14_72720,2645,2520
PA14_72740,1900,1579
PA14_72750,1057,893
PA14_72760,614,580
,1056,867
PA14_72780,2125,1631
PA14_72790,567,495
PA14_72800,1885,1636
PA14_72810,719,563
PA14_72820,685,655
PA14_72840,2714,2531
PA14_72850,1580,1414
PA14_72870,1964,1680
PA14_72880,681,678
PA14_72890,615,610
PA14_72900,1229,1169
PA14_72920,2936,1951
PA14_72930,13222,8403
,28,32
PA14_72940,1351,1021
PA14_72960,116,104
PA14_72970,1398,1379
PA14_72980,918,885
PA14_72990,460,358
PA14_73000,150,146
PA14_73010,391,421
PA14_73020,42,23
PA14_73030,527,546
PA14_73040,88,78
PA14_73050,28,29
PA14_73060,35,33
PA14_73070,56,35
PA14_73090,571,478
PA14_73100,150,132
PA14_73110,884,864
PA14_73120,1767,1764
PA14_73140,1671,2082
PA14_73150,1580,1503
PA14_73160,144,131
PA14_73170,10640,11778
PA14_73190,2122,2149
PA14_73200,3386,3119
PA14_73220,14156,12332
PA14_73230,33619,28116
PA14_73240,124105,104240
PA14_73250,81873,70700
PA14_73260,144862,125647
PA14_73280,58082,47901
PA14_73290,67534,56876
PA14_73300,34289,28430
PA14_73310,21643,17254
PA14_73320,4774,3589
PA14_73330,11726,10516
PA14_73350,10356,8968
PA14_73360,8540,7533
PA14_73370,20552,18209
,51,55
PA14_73390,66,60
,69,73
PA14_73400,5487,5120
PA14_73410,26056,21993
PA14_73420,45948,38396
,24671,18487
