,GAS-WT-no-manganese-OD1-0-rep-1,GAS-WT-no-manganese-OD1-0-rep-2,GAS-WT-no-manganese-OD1-0-rep-3,GAS-WT-100um-manganese-OD1-0-rep-1,GAS-WT-100um-manganese-OD1-0-rep-2,GAS-WT-100um-manganese-OD1-0-rep-3,GAS-delmtsR-100um-manganese-OD1-0-rep-1,GAS-delmtsR-100um-manganese-OD1-0-rep-2,GAS-delmtsR-100um-manganese-OD1-0-rep-3
SpyM3_1230,9.584547052,9.154919514,11.66265859,8.285477362,7.843828144,8.542195529,26.84161221,28.10654685,24.70036418
SpyM3_1231,6.571468945,6.428186399,6.799268774,4.222525592,6.773337317,5.856799736,46.61708145,50.00748462,41.12346346
SpyM3_1232,13.29628422,13.38789903,15.91212697,10.79683759,14.97521898,8.985368708,26.97008458,21.09112601,17.3777843
SpyM3_1233,16.48989723,18.78261428,19.02953808,15.56972532,14.20630505,15.67633685,44.19669098,34.94522251,37.3025908
SpyM3_1234,3.334623662,6.050328847,3.103846988,4.422704583,2.514679284,4.115038423,15.75376804,13.86613634,12.14309533
SpyM3_1235,6.128988351,7.042928747,6.695245163,6.66760457,5.553334381,6.008684423,12.54053892,11.20874581,11.72367139
SpyM3_1236,9.741430618,9.684830525,9.284628997,7.231176775,7.730359335,7.13590478,13.63572023,13.38228462,11.78756481
SpyM3_1237,10.7376075,10.71525145,12.99284786,14.87703784,12.20124515,10.28759606,12.33506785,10.13871258,11.0194085
SpyM3_1238,13.90398153,12.85166005,16.40100965,14.53892334,15.89859217,18.2371021,17.61398761,20.33994549,17.77395167
SpyM3_1239,66.37183635,66.23364801,68.38162896,59.35111596,72.26845353,63.78309556,12.13357431,9.931800081,12.3606218
SpyM3_1240,9.893938338,11.68273859,10.61008919,14.50595526,13.57646886,16.7960752,13.89669095,14.63633696,15.50499051
SpyM3_1241,21.58322643,21.43914887,22.72787366,21.19757818,26.54007938,26.66252706,6.477101264,8.670619118,6.23987172
SpyM3_1242,22.27582608,22.04573264,18.7864423,16.46044187,19.49177244,23.10197009,4.696312554,7.053017449,4.803176407
SpyM3_1243,13.68050733,14.42770725,15.51923494,17.05900339,18.44098142,15.54570071,15.12665536,15.68266629,13.06222313
SpyM3_1244,14.62104221,13.96229734,12.93269578,9.161316636,9.372895515,16.91738018,16.70125643,18.18505881,17.07780918
SpyM3_1245,15.55257676,17.85704344,15.92763586,18.5554072,17.5425952,21.65809696,61.92360111,63.11271541,65.49321485
SpyM3_1246,24.1851826,26.92728773,23.00172322,29.78556148,33.31133598,28.16841778,38.24371967,38.84380187,37.41409714
SpyM3_1247,18.04188756,18.47951119,14.86716625,17.20235636,18.67279041,18.84618437,57.12803315,60.25292049,53.83050795
SpyM3_1248,15.70466403,16.09938367,15.67759448,19.53468642,22.25421185,18.33571542,32.8281456,44.30361801,38.69510833
SpyM3_1249,11.04823114,13.76283595,15.4638091,15.63741978,16.01883362,17.34194764,3.765235337,5.452752986,5.907650126
SpyM3_1250,14.15932509,14.24154329,14.48461928,15.28992156,19.02011968,19.84362973,27.75390266,32.0455737,30.75670347
SpyM3_1251,10.61089039,11.18718234,9.976651034,12.89137937,18.01879171,12.65182621,30.21114474,31.56485888,33.24581036
SpyM3_1252,13.30831706,14.53721547,12.59796719,13.71410077,15.97560957,16.94427586,55.58676379,65.45695141,56.38178366
SpyM3_1253,5.031532744,8.592182979,4.476702387,8.383698248,11.07865699,10.55138057,25.39892035,28.56354907,28.26054956
SpyM3_1254,11.54292806,14.87288195,11.47073887,11.94954344,17.89099886,20.12790533,177.6873235,192.3157652,168.2529445
SpyM3_1255,5.77146403,5.485188241,3.879808735,6.76944579,7.103152524,6.368511845,53.63254163,53.59033794,61.51340694
SpyM3_1256,15.26645324,16.21428078,18.39780271,19.71874048,19.91095035,16.9247548,442.046159,414.9108802,377.456308
SpyM3_1257,14.05226025,19.12227679,20.44490516,18.54239499,23.97393847,23.25891283,501.6330379,511.6428885,431.3784583
SpyM3_1258,34.49298503,36.95902237,37.79390156,39.13536072,44.05395367,47.20191132,330.6986756,340.1821452,279.2392102
SpyM3_1259,132.3129664,129.7243298,149.7490357,129.427762,139.7233605,139.1128661,274.2203781,296.8595892,268.8094729
SpyM3_1260,7.849191081,6.283033803,7.91480982,6.25496791,5.34940866,3.703534581,370.8366762,409.6669385,340.5004162
SpyM3_1261,10.73539811,13.27280118,12.5495048,13.57232094,14.73246449,17.78103022,404.4323801,443.0528722,399.0147459
SpyM3_1262,17.31439209,18.97999795,16.73167517,28.43167232,23.14647978,19.28924261,527.114121,602.5292049,469.7448306
SpyM3_1263,633.3219863,617.3080712,666.3571503,593.274229,587.5776755,586.9073551,225.1664936,224.2559541,199.0264095
SpyM3_1264,782.3742106,771.2795039,802.6621631,706.9859936,700.348081,712.5172828,24.00337527,22.95862623,30.2691506
SpyM3_1265,207.2419958,236.7572316,235.8656138,233.3357935,207.4019184,211.7825809,17.09040319,19.04919256,17.7158612
SpyM3_1268,274.3665208,264.5116955,279.1223938,275.2951349,270.2400972,282.2164572,12.30172983,10.91118592,13.13959849
SpyM3_1270,372.9367883,384.8610738,373.359858,378.205236,349.6367149,378.4909135,14.77130786,18.4205181,15.70829021
SpyM3_1271,227.0349663,228.4799063,237.8807731,237.6710108,223.042051,236.3575194,26.35280842,24.04370525,24.60782028
SpyM3_1272,383.2252116,434.5765047,458.6829266,376.3916005,380.1562012,392.1948158,24.19200691,23.21972907,22.45371303
SpyM3_1274,347.632649,324.1150771,323.1918345,260.3016213,283.6504965,261.0852048,4240.168757,3454.371046,4301.779455
SpyM3_1275,25.73505273,39.14021058,33.58260676,40.55009003,29.68146041,25.63466559,183.0955137,164.3751409,124.7201113
SpyM3_1276,63.88876462,79.87732897,68.75381992,69.42617659,69.37962931,66.0320119,250.6158859,270.8996366,185.7416018
SpyM3_1277,423.2406956,428.2300059,420.0774731,402.5666331,387.1774799,374.5620201,201.8924671,215.917548,157.8929428
SpyM3_1278,437.2732748,473.0754864,442.5720647,528.1601246,471.7645918,421.6704078,731.8898981,720.7313384,1309.869355
SpyM3_1281,175.4072401,150.7106801,170.9398084,105.0856908,112.5554311,105.498289,232.1469294,247.881177,236.2975655
SpyM3_1282,266.202394,258.7349613,286.3504854,178.6414809,190.9982874,189.0004373,170.6558508,195.0142225,154.3948165
SpyM3_1283,143.5537164,154.8319044,147.8946139,90.48492539,76.50176914,76.83038008,230.72362,246.0128788,250.2259056
SpyM3_1285,16.70126905,15.75815033,15.34891849,14.32816498,15.10132248,16.14944842,312.9872427,303.8957344,316.1134567
SpyM3_1286,14.03806605,14.47001724,14.86084316,16.71437706,15.66998496,13.79992683,433.5983377,456.1441325,375.4153978
SpyM3_1287,27.46213146,28.11885273,29.87790101,30.06340308,27.80261223,31.16694319,107.7570879,101.7920514,91.57492926
SpyM3_1288,16.0000983,17.52199196,17.51676023,19.70511943,19.55610173,19.96404779,151.9631867,155.3092762,136.803991
SpyM3_1289,10.53711275,10.08066281,12.12238995,10.14574199,9.775092428,9.305792284,246.8069824,258.7020863,233.7733194
SpyM3_1290,7.695285374,6.642257958,6.855584367,5.520713072,5.060431393,5.460083344,65.38342713,64.97306433,60.62771246
SpyM3_1291,11.57934108,13.01532765,12.48392716,9.507120712,8.697170109,8.178152071,22.5672759,19.60893862,20.42936103
SpyM3_1292,18.51595969,18.15575183,18.03515187,17.07841068,15.7996449,15.72983971,42.00590673,45.53999805,43.67539477
SpyM3_1293,47.61157853,48.8099854,51.78455734,45.63253852,45.04179849,43.63138453,11.83264978,15.17746914,13.86217621
SpyM3_1295,35.52693709,35.48918229,36.02519811,31.79103418,33.204044,33.67927701,33.02943788,39.11843296,37.51601948
SpyM3_1296,42.91842087,40.18417283,41.32154019,34.67277112,35.68502754,37.58178722,21.17944877,25.21898256,25.40289554
SpyM3_1297,68.33618165,66.56858061,71.1527673,56.80030323,56.34077857,59.28483848,14.12856899,14.22719885,15.25519779
SpyM3_1298,194.596605,217.2694183,223.2425199,180.4763468,186.7507081,189.7654409,118.2423078,120.3796002,112.3097159
SpyM3_1299,39.48089996,36.51202535,34.45476165,31.32516109,36.05115434,31.95527625,110.4861244,122.6869422,100.1346696
SpyM3_1300,3.784566577,5.493362888,3.052964251,6.059208855,3.035603905,3.710280545,97.49758075,102.3838656,79.66910857
SpyM3_1302,3.672749838,3.712701793,4.23251862,4.393985722,4.676056521,4.115038423,84.59120528,92.05751248,68.01538704
SpyM3_1303,7.175333659,7.641527598,9.4373726,8.06844755,8.341073794,6.951078417,312.1168371,350.7827263,292.1934526
SpyM3_1304,3.937122749,4.302335808,4.150493066,3.52640897,4.784802021,3.269701072,328.2512858,353.1589653,291.6763395
SpyM3_1305,1.607970078,1.77133623,1.737227792,2.687571015,2.251951598,2.047282797,1639.135303,1679.200067,1523.851497
SpyM3_1306,4.07397461,3.531639915,3.651584692,3.567896134,3.066026079,3.4695422,2004.638321,1938.602152,1826.633721
SpyM3_1307,4.159613716,4.150953263,3.355510258,3.585976689,3.521786713,2.965793458,378.719921,404.0269649,349.1719591
SpyM3_1308,0,2.284739565,2.962763034,1.55081849,0.748169043,1.87047201,470.7049324,497.6993151,466.9734519
SpyM3_1309,1.393112007,0.722187793,0.401359524,1.225503117,0.532102983,1.064234075,657.8802184,686.1634693,723.7696495
SpyM3_1310,0.743442824,0.354973661,0.394556821,0.722839127,0.523084289,0.418478484,622.842299,675.3311734,588.2737677
SpyM3_1311,0.362288937,0.292149203,0.365317649,0.347030002,0.376693655,0.304950537,1001.231699,1046.438032,981.3233428
SpyM3_1312,0.466380932,0.846199839,0.517307831,0.91900355,0.831298937,0.956019028,537.8147561,521.1172321,560.0794792
SpyM3_1313,0.230091589,0.556636439,0.464030281,0.472286916,0.615188831,0.6835612,197.0855647,194.9697173,215.9661121
SpyM3_1314,0.452663846,0.410655804,0.608597449,0.743311695,0.537899312,0.26895676,298.4991168,279.4146423,244.6189127
SpyM3_1315,1.088955477,0.592739038,1.098059076,0.536446648,0.776401837,0.776422344,801.1882907,781.1068652,718.3702553
SpyM3_1316,0.546410796,0.247851432,0.550978755,0.168234747,0.243486967,0.730480193,586.4562973,564.031877,708.8296764
SpyM3_1317,0.337019797,0.152871869,0.169918631,0.622591365,0,0,337.144551,347.3481548,328.3775762
SpyM3_1318,1.082149506,0.654482688,1.091196207,1.1106122,0.321478886,0.96446213,438.9188622,475.0711039,394.8074907
SpyM3_1319,0.665938157,0.201379289,0.671505358,0.546762929,0.19783316,0.593515157,53.97062818,51.9159187,49.41076077
SpyM3_1320,0.200746575,0,0.607274411,0,0,0,786.8855569,837.3496983,740.9588423
SpyM3_1321,0.23556996,0.427417266,0,0.290119105,0.209945395,1.0497547,309.6507928,330.9499828,276.4102039
SpyM3_1322,0.855031708,0.352583266,0.470279847,0.765836291,0.48492438,0.900597635,323.3343551,332.0777057,327.4763626
SpyM3_1323,0.36260507,0.767560849,1.58442451,0.595427693,0.86176539,0.861788151,166.7602914,177.5418166,159.8291422
SpyM3_1324,0.518783284,0.705958854,0.261560139,1.277827969,0,1.155909669,196.4779592,206.7261434,194.4751473
SpyM3_1325,0.838100387,0.552962271,0.845106853,0.750671216,0.67903131,0.475334471,13.77837251,32.76593864,12.68270749
SpyM3_1326,1.234824862,1.412464963,0.974463589,0.793442018,0.956960404,1.004834964,280.4901458,282.4423647,234.1481873
SpyM3_1327,0.674039595,0.611487475,0.509755892,0.622591365,0.375449794,1.12637913,1208.948208,1118.222788,1416.962526
SpyM3_1328,1.189992584,1.079559073,1.439929015,1.172440096,0.424219561,1.272692296,1438.1261,1358.216619,1656.852604
SpyM3_1329,1.357991537,0,0.195620609,0.238921616,0.518688622,0.691603096,2291.610151,2114.964094,2616.43462
SpyM3_1330,11.30410886,11.12169202,13.32513621,14.50995691,15.46646005,16.74394944,1363.085289,1261.596884,1545.910533
SpyM3_1331,11.68034387,14.08696071,16.48918713,13.53889158,17.39047687,16.41116514,1967.213332,1801.280712,2248.107648
SpyM3_1332,18.6176259,23.98362366,25.53164458,17.42586368,25.88423545,24.8893453,1884.644574,1836.118382,2130.143398
SpyM3_1333,10.7184332,8.788767522,10.39234483,10.15416869,13.04285765,9.73647484,1012.452572,974.3568822,1150.887406
SpyM3_1334,10.53039051,11.75772408,8.57641931,18.45564694,10.82876247,9.746143633,707.3710336,658.5767114,753.2574773
SpyM3_1335,21.412968,25.79989726,21.92935372,21.63279416,21.02192366,23.85529521,793.4492771,778.8050883,772.2247813
SpyM3_1336,6.561243319,5.070518508,10.04666262,8.379861315,12.34478921,11.69537236,9042.871578,7793.329029,9035.490931
SpyM3_1337,18.42988514,17.59953446,17.01899294,14.57421858,18.32699799,18.50038283,2531.654454,2547.735916,2752.339657
SpyM3_1338,7.119936935,9.395190734,10.00773094,9.30007973,9.614321818,9.229992724,1428.118059,1438.718277,1534.432673
SpyM3_1339,9.848914728,10.57894201,13.82430143,10.18882455,12.35883334,15.44894971,1757.247098,1746.404215,1777.079339
SpyM3_1340,6.738574219,8.49058622,10.44402568,7.684235762,9.453216966,12.45633252,964.8510393,999.9346328,736.2509414
SpyM3_1341,5.340757759,6.486216488,5.559128934,7.214006409,6.909396949,6.372167707,2755.027797,2689.462967,2287.397506
SpyM3_1342,4.979302301,6.022951794,7.911766833,7.61894487,6.589266574,5.648091953,2064.038929,1885.724709,1469.32847
SpyM3_1343,15.59702962,19.20667244,22.08652095,17.61376773,20.27355627,18.11620574,1568.081368,1545.618395,1161.437165
SpyM3_1344,5.695189175,6.642855122,6.153000638,8.141227756,7.885438045,8.066925543,266.8164662,257.9654389,294.2071949
SpyM3_1345,9.750547927,10.27659773,10.84418591,13.42116209,11.75694211,13.80199223,302.1715226,306.5909307,344.2968965
SpyM3_1346,12.97205249,14.16175873,15.7409383,15.70511423,15.67592281,14.30465737,393.8180892,395.5325354,407.848144
SpyM3_1347,15.55785956,13.65876914,17.2061083,10.50735716,14.31279909,18.78604497,219.0307994,192.0561841,172.2375394
SpyM3_1348,9.893938338,16.9542182,11.36229701,18.61597592,16.90060428,17.88082172,89.67927706,101.7089897,88.43424036
SpyM3_1349,10.75231655,11.76275735,9.885540066,21.03164802,15.21960314,12.6833376,403.7067679,402.3620508,325.0167562
SpyM3_1350,339.5544671,331.4300331,341.8111496,333.3613579,308.7911858,307.2562022,197.4756211,189.8483557,166.6440579
SpyM3_1351,106.2682266,116.8511313,101.4292855,115.757523,102.3833709,88.6692803,403.304236,453.3883126,397.1461666
SpyM3_1352,192.3821343,186.4377351,200.38071,180.067258,163.3869161,192.0351264,5.388512817,5.202371471,5.533900832
SpyM3_1353,219.842975,236.9692445,256.7763771,223.7009751,201.9866526,224.3427039,18.2944644,21.54574288,17.04596561
SpyM3_1355,216.5078939,225.0409662,234.9456379,211.7555826,196.0549536,207.3407391,1011.636506,1069.29844,863.7754063
SpyM3_1356,802.9468272,900.3328588,877.665048,866.2076347,748.0849794,743.3655084,628.1179535,670.5068588,520.3516578
SpyM3_1357,7.447050362,6.755950326,9.511789158,7.642922666,6.85821623,6.415920122,1736.827008,1736.68377,1545.026564
SpyM3_1358,1995.349652,2092.170145,2066.220764,2336.990246,2117.502369,2046.725668,1032.248823,1041.137231,968.0762909
SpyM3_1360,6.807367831,7.249654388,8.356511122,6.196646531,7.91332642,8.704888972,159.227359,169.1284796,149.2103632
SpyM3_1361,14.55247036,14.79174075,14.82778388,13.6997497,14.12385125,16.22927695,160.4651173,156.2039706,140.9439625
SpyM3_1362,248.1729533,272.0708773,264.5814013,277.7353176,250.3248924,264.5245764,123.2864391,126.6496987,114.9773952
SpyM3_1364,1073.675531,1022.405845,1017.987911,962.8408395,951.0059839,927.3533017,362.5152614,394.0648595,352.8801177
SpyM3_1365,678.1408443,650.0540684,674.937177,609.5458314,625.3459604,599.2359485,329.2403265,376.3213404,271.9106188
SpyM3_1366,267.1055129,255.7253478,259.4395467,266.77943,263.3362746,257.3821929,430.5265186,450.3917752,416.0081954
SpyM3_1367,240.9198597,232.8160983,245.0186078,279.2244834,244.5005267,269.197215,604.9485019,619.5780658,590.6348881
SpyM3_1368,156.7039931,164.1023259,164.1612579,176.1286714,148.5649957,163.1764154,438.0009842,456.1103946,393.6046488
SpyM3_1369,1190.398647,1153.411487,1149.122119,1191.974281,1149.125008,1169.503021,463.4332095,472.5123726,414.3055185
SpyM3_1374,2786.854858,2440.899359,2585.270289,1843.767128,2052.418257,1803.434999,781.4795653,796.6476757,668.4843266
SpyM3_1376,1304.092447,1224.253825,1219.664202,1185.484039,1227.723067,1146.759868,381.9891979,417.7170349,338.5824625
SpyM3_1377,32.19666222,34.81235006,32.69939135,29.66783198,34.61220164,35.92056951,227.2929582,249.8192372,194.6163591
SpyM3_1381,60.55306524,65.57701948,72.12628043,68.98176235,59.02563149,57.67799757,547.5744163,563.4003058,467.8208143
SpyM3_1382,31.92444104,30.39791592,34.05363553,29.56893921,27.62881396,32.33244475,1135.645584,1136.716313,940.7210574
SpyM3_1383,51.63120524,47.02841368,47.76359132,45.0808498,45.69054867,44.06983716,1746.464205,1892.074932,1508.280479
SpyM3_1385,536.2985719,527.4756474,529.8076778,489.8951212,490.810344,476.0427612,403.217462,417.830198,319.0227651
SpyM3_1386,570.8502605,523.6949474,519.4509638,490.2063399,515.8091147,487.8191003,410.2761791,433.8833447,328.296557
SpyM3_1387,649.7927209,692.670852,686.8329299,714.9652644,617.0507025,601.2108889,1267.40679,1308.321542,1046.600703
SpyM3_1388,128.0459694,132.4794724,142.1092734,122.9835128,126.5580135,109.5748603,118.5827124,126.1463539,94.05053311
SpyM3_1393,337.4706565,321.2475189,318.4948534,276.2017284,293.9597651,267.5619952,6.8348594,7.462878027,8.511021368
SpyM3_1396,154.5213303,197.7061303,186.8515887,200.5380621,177.7649647,175.8493086,45.7264299,49.77818201,47.22221052
SpyM3_1397,475.77343,464.5560343,464.4506522,489.9877721,447.3326844,437.9695128,52.36405115,53.61801413,49.54336012
SpyM3_1398,213.5441691,202.0104774,214.1133254,212.3888358,211.9649442,221.3368614,59.45836083,60.97711425,55.06914526
SpyM3_1399,316.0907175,306.0174053,306.7300576,290.2188337,293.6020738,288.4201037,73.37201945,72.31665307,74.00483984
SpyM3_1404,120.0464518,111.9522387,126.5523068,124.0654792,114.0957791,120.4583975,1509.987164,1503.10011,1374.495005
SpyM3_1405,206.394445,209.1218714,211.5943451,207.9331259,200.833138,191.9327623,2435.973308,2445.412909,2251.178246
SpyM3_1408,19.30128954,18.54009975,12.211857,14.44888265,13.82886223,15.51571864,2638.822675,2587.41191,2455.676759
SpyM3_1410,150.8891556,171.2336146,160.5309662,179.4607157,159.823871,160.6511,161.9448501,175.1608378,138.1239289
SpyM3_1411,0,0,0,0,0,0.503882256,76.03303788,84.15212359,61.94121652
SpyM3_1412,0.732884321,2.991920859,1.108516782,1.353889158,2.286072077,2.286132457,214.4776671,227.1710568,156.1724586
SpyM3_1413,20.35200474,25.07702088,23.89145379,17.95684567,23.01112025,24.09463287,388.3212711,404.4081855,298.1019008
SpyM3_1414,11.92346415,16.34049084,19.6974905,10.62282262,13.33960739,15.37486883,730.8424946,698.4005536,586.0712632
SpyM3_1415,20.06004003,20.02844109,20.11473655,15.73403225,16.97907902,17.57880491,881.5239569,762.7208637,932.9951844
SpyM3_1416,2.84620144,1.577930864,1.594441946,2.921062224,2.536600524,1.972963627,4182.880866,4313.933888,5052.733904
SpyM3_1417,7.867055137,10.44055716,9.145263448,6.727136754,8.0828977,8.664850251,5358.939123,5837.509355,5893.898091
SpyM3_1419,15.98520644,17.19901172,18.44672699,11.93268672,15.96093959,15.64961582,178.5557201,189.6500873,179.7492974
SpyM3_1420,8.462075375,10.6580526,11.34947609,7.487344312,8.932765624,10.54387069,129.7429193,138.6840448,105.7515406
SpyM3_1421,8.200930409,10.90894074,11.40839037,7.959311416,10.0408792,9.632738813,158.8386619,177.8265157,149.5178021
SpyM3_1422,12.72681812,13.69379162,13.13166034,12.02878444,13.98021001,12.39787217,1112.384991,1122.293409,932.1821792
SpyM3_1423,27.1866332,32.10409816,36.75608276,23.38130947,33.97524225,32.62250855,557.3957444,595.035751,476.4113012
SpyM3_1424,13.27436727,16.33588789,15.71322538,12.65209418,13.99076111,14.19688256,440.5601186,433.8300822,371.358205
SpyM3_1425,11.7353102,15.88211322,17.45913931,9.714154709,14.7451649,13.71679474,420.982274,410.5144033,409.2248718
SpyM3_1426,23.9330435,25.17056355,28.19090384,23.9973748,22.65098938,24.53921995,375.1983902,404.311046,392.1647279
SpyM3_1427,26.06467627,36.25693342,37.79684639,30.26597376,33.84861559,35.84065723,225.4403385,234.3596856,195.9887463
SpyM3_1428,7.953950428,10.91171137,8.998547991,8.60117818,9.336395204,10.0282449,368.2942125,379.9164334,306.3623813
SpyM3_1429,13.33676148,16.41513336,17.93100794,12.67898901,13.9712986,16.82160977,122.4524267,126.4098793,100.0126167
SpyM3_1430,26.60948679,27.00602249,29.64990676,17.65756491,24.68957843,25.6648449,107.6470388,109.7575616,87.9841193
SpyM3_1431,15.56349851,13.41321823,17.78608948,9.58370977,9.940560604,17.56982697,99.88289766,102.6376462,95.7652683
SpyM3_1432,17.95566587,24.60023817,26.23489716,18.95444821,27.1062832,25.14745703,288.7519435,292.4548227,256.0448649
SpyM3_1433,7.312910945,8.15190031,9.398294452,7.06376952,8.817706582,8.349353322,924.9250125,941.881373,836.0722637
SpyM3_1434,6.643072884,7.949961139,7.221195034,6.150525032,7.809968687,7.72619459,1482.375777,1454.250307,1316.874054
SpyM3_1435,7.424324621,9.144321498,8.524650179,7.341511632,8.113945963,8.065861697,102.5739091,111.4746093,105.8552125
SpyM3_1436,4.649234913,8.726435838,8.082934865,7.305360248,7.42973425,7.00128065,288.2683834,286.9640675,273.4494205
SpyM3_1437,8.304264792,12.95781552,11.22074181,11.8635755,14.50586742,11.10172236,709.8742562,730.2486691,578.3663504
SpyM3_1438,4.059051626,6.904432751,6.651100689,7.186027069,7.461136339,9.04404049,164.7231628,165.8886497,169.8941715
SpyM3_1439,6.885255334,5.878862038,8.16801839,10.97362791,10.82876247,8.663238785,155.6907495,157.8951747,136.6693325
SpyM3_1440,3.821468247,4.36915427,4.011775019,4.384022035,4.478835089,4.10570727,9.406728148,14.71874877,15.74308925
SpyM3_1441,2.00746575,2.731753827,2.783341049,2.781359249,2.236374858,1.78914714,648.4751864,623.8494691,561.4441635
SpyM3_1442,6.330461175,8.219314661,7.144704388,7.975173493,9.523862539,8.281838335,411.6578859,410.8785694,375.0058147
SpyM3_1444,30.45368254,29.8555507,38.13769438,37.20314569,39.72658231,49.5774576,90.7444675,94.86349427,99.36859631
SpyM3_1445,16.08832978,18.2305644,17.36867745,20.2557251,19.02888493,24.03992654,42.26431627,41.58050273,38.53823053
SpyM3_1446,32.78191569,28.69252103,26.53789175,28.71598904,37.6516071,36.0065862,748.579839,740.0032738,680.0873474
SpyM3_1447,14.59840902,13.55164154,21.90950815,15.47017464,25.4157425,25.71899014,115.9843093,111.4833524,140.4949476
SpyM3_1448,2.263319228,4.106558041,2.738688519,1.114967542,4.034244841,3.630916256,276.7889211,251.5021458,329.1774298
SpyM3_1449,10.82149506,15.38034316,12.73062241,16.21493812,18.0028176,22.34337269,273.9138286,265.8964964,315.6659295
SpyM3_1450,11.54292806,12.27719249,16.05438097,20.09825112,16.67256015,19.51095804,132.4801674,134.8560188,119.6662698
SpyM3_1451,33.61624663,30.12916794,29.81326712,21.44845456,35.3739574,37.17973312,336.4267538,343.2163166,269.5336182
SpyM3_1452,13.69044956,12.41995054,11.63942621,13.55463448,21.5316091,20.09669927,64.00900073,63.34281385,56.91036288
SpyM3_1453,138.2153204,127.5646257,129.0918179,116.3113868,143.7553376,136.2772465,314.4932026,328.8304149,316.6328233
SpyM3_1454,27.77517065,38.94171993,38.91933138,35.98383528,34.07676189,43.40079587,508.3346382,541.087082,454.3138411
SpyM3_1455,446.9421745,443.3308651,435.5938863,373.9333543,397.0084211,376.2791134,305.8627519,299.3748608,270.6008014
SpyM3_1456,519.7924792,575.7811446,559.9655201,476.6747562,483.5042442,439.4732441,467.5982196,573.0347683,414.5022152
SpyM3_1457,361.7202348,336.0057208,365.6298015,286.3254826,318.347961,305.7205176,676.587118,712.7822179,580.3102621
SpyM3_1459,380.3851836,380.4918875,408.5588646,327.6187361,330.6342256,341.5178757,2052.636074,2055.48446,1715.363185
SpyM3_1460,444.2849454,475.0315489,479.1642968,412.0851772,371.0994799,424.6887613,921.8070408,951.0766513,727.7939101
SpyM3_1461,496.1920009,566.5900261,545.6563005,523.9009486,438.1028528,468.5657084,128.887689,133.3775978,126.6291962
SpyM3_1464,15.69838216,15.45626316,15.64338882,18.53745035,16.13052457,17.03625907,806.9706163,815.3949786,644.8163097
SpyM3_1469,2562.706257,2816.333931,2911.278161,3975.008233,3093.421989,3531.708167,1331.55566,1336.948068,1292.904777
SpyM3_1470,190.3240929,171.6875516,193.2686119,136.8687481,174.4060337,151.2037374,297.3347395,294.7883108,323.8108348
SpyM3_1473,513.4895453,563.3663051,557.8659898,1373.973182,1029.949869,1371.476563,1389.371839,1353.645929,1666.178872
SpyM3_1474,245.2047718,253.5652928,256.5662091,237.8106306,221.2509543,244.036475,846.4141019,850.7970709,757.6706557
SpyM3_1476,258.6549505,258.9056515,262.1438417,265.5016459,262.7806234,263.8465812,398.5322307,404.2610477,442.211055
SpyM3_1477,364.4339296,319.6390559,337.0859153,313.6174859,301.8813083,316.8040498,3810.658291,3766.044002,2621.702599
SpyM3_1478,431.8944684,437.9490703,445.3633828,422.4278716,425.7707549,389.2445597,541.9791239,552.9559158,504.6853882
SpyM3_1479,109.8439928,103.4786392,115.1427109,99.51085311,100.3290665,104.2033923,316.2164279,327.5142573,382.2724452
SpyM3_1480,161.0133529,174.5541027,159.7352527,150.6361693,160.1081753,150.8348629,2826.249634,2801.566733,2588.621699
SpyM3_1481,271.5445255,262.8298794,248.346173,227.5941294,255.04416,248.7357383,2816.582974,2710.027789,2544.353134
SpyM3_1486,40.63873846,37.73282008,37.51550595,35.89204915,37.83354821,38.98233713,182.7491018,181.0381667,148.5794956
SpyM3_1487,26.02817112,23.61270874,25.56109285,24.52928592,21.98663439,25.61813136,484.9451967,492.2348832,416.6504516
SpyM3_1488,20.30970887,16.03896815,15.17545442,15.6554145,19.66311362,17.44984648,373.060092,387.0622138,311.7164824
SpyM3_1493,472.0320794,423.1976568,426.1657388,358.0316669,439.0092213,368.9776093,170.5651608,172.579632,145.0918871
SpyM3_1496,1982.869325,1974.904751,1964.64295,1918.715629,2064.594698,1946.49466,481.2196675,504.4559897,429.3585589
SpyM3_1497,359.1133174,420.3497699,379.2806964,422.1672556,386.9696552,364.5342118,19.85464375,20.45623844,16.6143543
SpyM3_1499,725.9792408,748.5819418,744.7932277,741.4471865,726.5494658,733.5803133,63.02562223,62.59623347,57.50882874
SpyM3_1500,639.2168652,688.6639724,648.1842726,683.1648056,657.0300549,649.6713963,112.3058223,110.2233107,92.986294
SpyM3_1501,1078.476756,1127.058854,1125.144533,1062.095274,1094.197226,1062.661911,99.1363892,96.18475436,75.73245769
SpyM3_1502,473.9626635,536.7592743,509.9080802,554.4588155,516.0956805,523.8622827,107.9468679,106.9443166,104.8131474
SpyM3_1503,182.9697192,197.1453306,200.178892,215.2348086,195.3741434,204.8166851,399.3828926,396.485326,360.6532665
SpyM3_1505,902.6763742,846.0096216,856.2314034,776.2563308,819.1822311,796.2080646,215.6252572,215.9014094,191.5374834
SpyM3_1506,522.0747696,490.409383,503.2692088,616.1967113,556.8615197,647.9262601,39.96373475,43.67912078,40.38234557
SpyM3_1507,358.9520829,366.2111131,366.209604,328.670132,321.9050749,322.5014398,54.73940459,57.18186795,48.99026934
