,GAS-WT-no-manganese-OD1-0-rep-1,GAS-WT-no-manganese-OD1-0-rep-2,GAS-WT-no-manganese-OD1-0-rep-3,GAS-WT-100um-manganese-OD1-0-rep-1,GAS-WT-100um-manganese-OD1-0-rep-2,GAS-WT-100um-manganese-OD1-0-rep-3,GAS-delmtsR-100um-manganese-OD1-0-rep-1,GAS-delmtsR-100um-manganese-OD1-0-rep-2,GAS-delmtsR-100um-manganese-OD1-0-rep-3
SpyM3_1508,436.8323684,489.9950388,466.7863393,494.2310831,440.8853291,409.2325548,33.02282538,37.82778536,31.85357209
SpyM3_1509,52.23945266,50.96095179,49.71253903,45.94604952,46.26127375,44.57254144,17.97462055,16.3836206,16.72277147
SpyM3_1510,908.7819672,795.0008454,867.2446271,730.6205388,756.7067288,763.7875744,32.6141099,35.53377362,33.26413367
SpyM3_1514,187.4388053,185.0235561,193.784884,192.9964512,192.2571477,197.9851268,30.86148249,28.84951452,26.64470771
SpyM3_1515,14.71636146,14.80594068,0.421973156,19.41256176,3.543066391,4.848534698,142.0242354,156.7346759,136.9617513
SpyM3_1528,1241.063783,1354.968738,1304.25791,1678.449069,1540.97024,1578.188184,182.4002068,189.7336461,176.799477
SpyM3_1534,258.4400841,258.8169012,273.7102963,308.2591841,286.4207673,319.9983826,258.1495077,301.920476,249.9381864
SpyM3_1535,305.0498004,310.8581644,305.6288043,360.4402329,333.3424937,364.2140862,369.1982569,388.0265471,358.9149607
SpyM3_1536,420.5343028,423.6610646,433.4206674,442.6184919,440.8728747,446.2898662,258.4621505,295.6579411,264.1634339
SpyM3_1537,245.5757945,249.7505937,271.4896163,191.2029963,239.4374741,215.7823273,362.4230557,401.1022905,376.3791373
SpyM3_1538,113.5054593,123.3336265,86.00242697,108.1983085,100.3014124,90.58799862,239.865897,271.2839938,247.0719744
SpyM3_1542,7.302668773,6.624967616,5.225864827,6.962858527,6.298361844,5.248773499,619.5289765,600.5531103,549.9518514
SpyM3_1543,17.96953125,18.1132506,17.36476558,26.43377102,19.79614847,23.68927525,629.8385658,675.6727743,574.3343607
SpyM3_1545,674.2780051,701.6312975,693.7098019,632.4467554,637.5092998,591.549474,64.50907105,73.8677631,59.18199501
SpyM3_1546,1621.055182,1658.138391,1631.832138,1751.65462,1715.462431,1703.789419,3790.151279,3523.893647,4132.504985
SpyM3_1547,1075.162669,1069.110899,1060.922386,1086.421483,1081.25778,1076.575819,5041.192097,5029.268036,5024.06391
SpyM3_1549,112.8751008,118.1745081,113.2243758,98.845431,99.37117559,95.43386981,33.04812538,26.19692195,28.23685524
SpyM3_1550,91.65314972,96.99389946,94.43016211,85.95621864,87.97200288,83.8046031,122.9014022,110.1023159,146.0330544
SpyM3_1552,162.6346879,158.1699057,152.1811546,127.7303488,134.5029273,145.2547145,452.3005348,451.9372769,401.5102503
SpyM3_1553,202.8699356,213.8822435,208.6937119,175.9246363,167.2697728,171.4740753,371.9829428,350.426056,387.6716117
SpyM3_1554,267.5721914,271.0653937,274.3212784,229.5826227,205.5652125,224.1517626,209.1860415,209.0331471,206.8294407
SpyM3_1555,187.9515155,198.0107623,192.5795972,151.3483971,147.1399119,147.4555435,212.3306091,198.5488806,204.0315796
SpyM3_1561,350.1777,355.4477013,358.2863499,161.3653377,163.3394916,151.4276091,689.6621954,706.6451768,700.5360014
SpyM3_1573,2518.134152,2454.088562,2440.698141,2335.989939,2426.384147,2383.3986,304.22135,323.5076964,306.311659
SpyM3_1578,361.6051241,353.5785584,355.316579,333.6885478,367.8616553,335.1470182,533.3737025,502.6092768,528.4968458
SpyM3_1579,701.2197028,616.0624621,646.4930611,599.5317935,670.8838644,620.5440361,861.7706638,835.3462986,863.1807677
SpyM3_1583,156.8895936,176.7370393,163.1895062,147.9607437,162.707681,169.4304085,272.2613921,298.4024502,288.646373
SpyM3_1585,150.7647747,151.0920034,154.9944,162.6117585,160.1883362,145.7059523,363.8317515,373.1339575,367.9327705
SpyM3_1587,541.4808289,550.4238595,551.5833473,483.5086789,497.1180088,453.1470455,1.284131187,1.239772027,0.90924327
SpyM3_1589,343.8777799,421.0553239,411.7287138,383.3589224,345.1340794,336.7774577,0.991443761,0.755680441,1.266291962
SpyM3_1590,358.1669717,392.2321102,394.6104496,375.9605602,304.2251452,350.1777842,1.516002649,1.463633696,2.960043642
SpyM3_1591,212.9881144,207.5558121,211.597808,200.8163965,210.1895174,206.6405507,0.908424683,0.674649205,0.789406523
SpyM3_1594,108.0644676,116.6665581,113.9664063,102.7377607,97.57180023,81.6696276,2846.800307,2637.996455,2762.049612
SpyM3_1597,938.7277142,985.2669096,1005.91079,934.8369734,971.2921693,927.1817645,40.12504523,45.65663321,42.57035046
SpyM3_1599,109.4165657,103.9091228,106.4389972,107.1444372,110.1504504,114.5197992,15.46884184,21.11427128,11.38207258
SpyM3_1602,165.2562534,187.00752,171.9725222,175.0917154,153.2811327,154.3996708,621.9801437,621.1816099,536.9333519
SpyM3_1604,15.91052246,11.60380117,9.751951686,13.44741258,11.39946752,13.6241137,179.0306996,194.6120679,162.2416975
SpyM3_1605,785.103795,721.4598282,781.238287,597.7474788,699.8672499,651.16368,532.2706503,586.1614132,459.7308541
SpyM3_1606,404.9259164,400.6481222,412.7340533,395.2002452,417.6653684,371.7937215,244.3563251,260.2434227,185.4188125
SpyM3_1607,97.78643121,91.09547655,89.70874832,96.62145552,85.81133966,99.61403987,387.233773,399.3150553,352.2352879
SpyM3_1609,939.3465299,913.1105811,910.5056229,777.6142695,753.5900987,725.8276811,240.6052617,240.680622,214.2986017
SpyM3_1610,108.3496181,103.7119446,103.3581047,127.6771632,120.6497399,134.9732603,149.4549781,156.0104647,130.2937809
SpyM3_1614,312.9821601,311.5027167,302.6250814,261.5039584,264.3801695,253.5709447,355.3459676,379.2226119,364.4405732
SpyM3_1617,534.1641841,536.1246607,529.1344413,515.8852122,536.0237422,514.7858922,1421.904862,1412.486497,1836.717478
SpyM3_1618,314.9782687,312.9831717,305.5224493,297.9834498,309.1495496,311.1887425,299.0075627,312.2523698,239.4737278
SpyM3_1619,515.6840588,552.9613732,491.5768055,484.8153994,443.5573614,422.1922538,14.12205441,15.38321694,14.28070553
SpyM3_1620,760.1048991,719.1703101,731.2298346,623.9257004,676.0294106,611.5343196,13.29554987,13.9992845,12.17107695
SpyM3_1623,124.3374099,153.4335066,139.040537,120.3710475,129.8215605,126.1348734,77.28070822,79.33178583,64.88100194
SpyM3_1626,256.1985918,251.8854854,250.2672584,308.3448368,282.4338139,308.281498,55.38588005,56.74812979,46.55979802
SpyM3_1627,1108.418154,1088.520207,1106.38737,1493.760343,1371.353285,1623.624719,729.5175483,745.620695,1017.326823
SpyM3_1631,543.1526667,533.8206498,533.6055393,557.3159846,558.5784073,552.4672135,336.9530416,340.1797688,395.277526
SpyM3_1635,182.476501,184.0349618,183.8368948,157.4832346,168.8288549,158.1809096,578.3515961,560.7216951,460.0782118
SpyM3_1636,494.0620118,479.9073056,479.3949767,442.1353107,465.6252046,440.5511723,309.9132045,308.2393617,265.1019074
SpyM3_1637,384.3530702,384.8158362,364.9981897,336.4052832,359.0354726,335.1714502,0,0.25189348,0.2183262
SpyM3_1641,62.03517762,60.31478446,63.00896086,59.64297741,62.52854127,59.5416174,2.057432166,0.993180008,2.295544049
SpyM3_1650,17.82442845,20.65121188,18.40653447,19.04260844,18.75642392,16.26875656,116.3973198,98.95015636,130.2933798
SpyM3_1661,632.937222,693.96981,705.6402138,678.5100133,609.5239675,605.0392431,5.867491734,5.149822264,7.141692597
SpyM3_1662,55.65340315,71.61910555,70.66794482,73.11001453,61.17283941,61.17445513,399.7083796,391.0826206,348.1991
SpyM3_1665,19.07092462,20.3363896,22.26672839,30.49193843,31.30924801,30.71369258,26.02563766,25.29637969,21.33678763
SpyM3_1666,95.6130951,88.53774386,93.81477431,133.3726088,137.9296191,140.6707341,14.68519255,15.86272413,14.24481124
SpyM3_1667,489.3879744,430.6176826,447.2459659,439.4526077,453.0007146,438.8896381,279.9753692,306.1775329,232.5960008
SpyM3_1668,363.7690392,354.3437368,371.6542796,368.9543604,364.159389,369.8777311,162.1377418,165.3270527,130.8284204
SpyM3_1669,183.2961347,204.8083977,191.3727345,224.2562427,207.4816982,213.5192627,206.3623513,221.9251532,183.5638175
SpyM3_1670,190.8488632,185.262889,183.5178703,192.1810031,192.9066686,188.6574946,108.4422951,107.9950717,97.85675543
SpyM3_1671,696.9251928,665.4855852,652.3139296,666.9081398,730.9963952,728.1828861,112.6507612,120.0399047,97.13552133
SpyM3_1673,517.1831404,573.9048192,527.5532138,552.756019,503.9452913,494.8734519,127.7910192,141.9488243,110.7817076
SpyM3_1675,296.6210597,298.9656058,293.2578937,312.9749427,299.8488642,303.4635905,52.8074256,58.4504827,46.86735767
SpyM3_1677,1.425052847,0.775683186,1.436966198,2.223052568,1.354709379,0.762044152,54.37128187,60.21780807,56.75819613
SpyM3_1678,1.907092462,1.274818453,1.923035634,1.174351683,1.028732435,1.073488284,25.07019195,25.74911132,25.88863566
SpyM3_1679,2.187081106,1.102286632,0.980162207,1.795684567,2.165752494,1.082904848,397.4923581,418.9707611,364.6554158
SpyM3_1680,1.243343052,1.006017057,1.084313358,0.703549388,0.808610647,0.988328006,174.7745762,176.7032764,153.7137743
SpyM3_1682,39.28041191,31.25887464,38.56645698,33.94826545,41.45638169,35.62272068,119.5788586,133.3785171,104.4619155
SpyM3_1683,17.95566587,17.91828159,16.81250452,12.63629881,21.03186311,17.60321992,257.1406359,290.8880949,225.9676173
SpyM3_1685,175.3759788,165.0019559,174.269862,178.6011681,185.1718382,171.3083675,269.7795623,292.6158579,227.9618026
SpyM3_1686,599.7479405,578.0684014,582.9480454,535.0323791,550.0481255,504.5957954,5513.969386,5108.700549,5002.016179
SpyM3_1692,1217.30584,1141.93281,1196.189556,1724.777105,1428.420282,1680.588438,14.79819738,16.87441761,18.25779346
SpyM3_1693,240.0132973,251.862993,251.0503825,273.2871951,271.9046245,249.0307735,9.226053037,11.02095514,13.28162905
SpyM3_1699,350.2080815,273.8454356,338.6414191,357.2734672,391.694727,411.8920535,710.0690783,733.8496727,657.7910902
SpyM3_1704,104.3749421,108.1523984,114.6083184,110.2667503,121.1073898,114.5787815,36025.93182,33880.36213,31827.52596
SpyM3_1705,8.208304399,10.23901805,13.96731145,13.89992869,6.401001815,9.144529829,538.3103323,551.8221561,545.0527821
SpyM3_1708,18.36734781,16.720282,16.79653823,16.6533938,16.56696678,15.0715399,14.03274247,12.47841549,9.270466352
SpyM3_1709,289.3119489,292.0354112,282.7914991,258.5007647,276.605577,248.1368169,46.57797821,52.14195043,35.38963742
SpyM3_1710,168.7655689,165.3810047,167.1439441,145.5353035,161.0498363,144.3416734,215.5883264,200.3736094,199.6024167
SpyM3_1711,213.0632138,214.6703216,211.9345522,195.6651894,194.3161265,180.8902307,184.6134327,185.6939151,173.3123362
SpyM3_1714,130.4923924,121.7492523,119.3109977,119.1038377,127.0472397,119.6085045,247.4109369,264.3772288,252.3650576
SpyM3_1715,57.97114982,56.78000918,55.35193796,51.17701017,52.12244335,48.46600809,94.23985268,94.97997319,81.87770261
SpyM3_1716,44.42278375,47.28141599,45.32322023,49.5400351,48.47511926,51.90559829,74.57048585,75.59939084,60.4365736
SpyM3_1717,15.90358977,19.08180637,30.00385422,19.58626315,20.57464869,22.86132457,101.9150402,100.7502462,79.91667979
SpyM3_1723,5339.724064,4679.766123,5300.976884,4494.325993,4939.144023,5020.961061,454.4639052,423.3153901,388.924676
SpyM3_1724,15.29718136,13.67424023,12.51520828,16.38961693,16.0801866,15.80594249,55.52295897,58.28662472,46.25869068
SpyM3_1729,12.07567859,11.92165388,8.595268583,10.0604379,10.12905782,9.179701097,35.24546243,45.46836746,36.10396811
SpyM3_1730,39.85058497,44.3801594,48.77473839,42.30903619,39.92461591,45.3144112,3802.908946,3368.556886,4835.933788
SpyM3_1732,181.5954384,180.9821328,187.2363853,166.4757314,171.8849701,175.7112519,14.59028693,19.76622957,12.20914359
SpyM3_1733,254.8975031,241.2339125,252.3299461,236.4523941,236.1365643,238.40796,49.6310391,39.0302319,31.86577594
SpyM3_1734,82.05145415,88.57117438,89.50317393,79.34257324,77.78838852,75.40858588,2.105559235,0,1.057158444
SpyM3_1735,68.12892651,65.6227975,62.69770916,56.35789268,61.81538896,55.23296017,0,1.82954212,0
SpyM3_1736,95.01767259,86.7939973,93.77580263,76.22107898,77.0941328,70.48097724,0,0,0
SpyM3_1737,379.9760911,342.851968,355.907788,321.5938047,337.1194289,357.5511163,60.30741261,59.54367451,51.46593419
SpyM3_1738,53.86699762,53.5221398,49.14424398,49.6836294,53.61878144,49.67142339,905.421435,976.7243786,912.9534813
SpyM3_1739,53.18513689,49.57499246,56.57645143,58.66281757,48.96245511,52.87043037,104.7676733,103.1933503,80.46219472
SpyM3_1741,11.76925998,24.02336454,17.80147537,14.77331993,14.52328143,16.54084072,23.20987526,24.77021949,18.92400983
SpyM3_1743,0,0.734857755,0.40840092,0,0.360958749,0,26.15614436,27.64276794,18.91507708
SpyM3_1746,109.589917,109.8914932,114.0663768,94.82798944,104.4465989,94.2827921,20.19142486,18.60261479,15.99903064
SpyM3_1750,2.282050145,2.311000939,2.194098733,3.006567647,2.412200191,2.270366026,2.979729344,1.86459082,2.031688411
SpyM3_1751,0.672403576,0.813337709,0.678024828,1.104142614,0.799015483,1.997591467,1.631297349,0.224992235,0.58502943
SpyM3_1752,2.157556647,1.957331403,1.30535621,1.328582819,3.076582982,2.499789696,1.34598366,1.732650481,1.501757789
SpyM3_1753,94.53199189,91.33135783,97.88508277,88.85984437,92.5544594,100.1703543,88.89323381,87.66509368,91.95338719
SpyM3_1754,63.60199719,63.83966073,59.08528002,67.93913666,68.16901675,63.29557092,58.89984856,62.0770744,60.74203154
SpyM3_1755,59.1463213,54.87507559,61.08443056,55.87154211,50.16067452,61.64582754,56.93823902,61.25893228,52.86201969
SpyM3_1756,10.3369505,10.94060612,10.07592119,11.45753959,7.677107721,11.66951195,10.38952064,12.79769264,10.19290081
SpyM3_1757,311.0721291,309.1820589,337.3460816,348.8903518,321.5224762,354.6605149,339.3019488,327.5810671,328.1849839
SpyM3_1759,265.3964562,261.7106206,287.9612373,270.2128227,289.3411225,275.5779668,528.9620955,564.5994374,398.6422994
SpyM3_1760,502.8388036,454.865468,459.7573351,424.6981053,510.8299495,482.2310652,322.2500381,354.5470155,258.2712994
SpyM3_1761,314.0655338,295.8724281,291.3558136,312.1456039,311.6732118,303.6113154,483.0679274,478.6920727,420.5508433
SpyM3_1762,352.2386749,323.9916639,327.6487838,260.615,278.4912229,251.3784441,319.5078256,322.9648252,282.4107261
SpyM3_1763,62.10095297,62.24392154,64.01684413,70.73800073,66.0446223,75.05830083,297.2118112,297.8753227,244.7041563
SpyM3_1764,26.97673075,38.12177813,36.35685939,30.98732826,31.20873678,26.12355853,66.53735626,69.33720697,68.93518779
SpyM3_1774,2.847255588,2.792459468,3.336635512,2.65362275,2.67470433,2.94911087,32.63380234,37.23495087,32.95008452
SpyM3_1775,0.66275185,1.302702383,1.670731034,0.544146839,0.590659771,1.181350743,3303.508646,3831.027568,2725.383617
SpyM3_1777,0.928074618,0.841947578,1.754687368,1.142981802,1.033901944,0.930536327,3094.208293,3573.366105,2602.691393
SpyM3_1778,2.318891798,3.038669622,2.182392414,2.094297291,3.031086638,2.801532855,472.233275,483.6725708,523.7149958
SpyM3_1781,4.346897787,4.80166811,4.746614785,4.743235089,4.857624374,5.01833954,506.2530058,503.6626496,447.8919468
SpyM3_1786,108.5890269,105.7101045,108.9795165,98.43676772,98.11821354,115.9221565,457.4760935,449.8521213,467.295125
SpyM3_1787,82.64348494,80.51787017,78.05262279,70.95971999,80.65608079,71.66737085,1128.415358,1089.683114,943.1831956
SpyM3_1788,12.12007446,12.04248146,8.438584,6.752522176,9.258591911,6.944127339,394.7639252,375.8211291,329.827228
SpyM3_1789,50.15515408,50.42853275,47.74446985,43.37223738,40.42313331,48.81565188,3.697202353,3.349825146,3.664982945
SpyM3_1790,205.3127368,183.5984878,212.0856103,190.5155092,190.3155004,197.9097373,2.907351215,2.567304305,2.106509218
SpyM3_1792,316.7659288,289.0195549,271.5866115,296.0340184,299.6417018,253.6360046,2.240315026,4.171356034,3.280715037
SpyM3_1793,277.6222185,262.6657187,257.484999,246.5900811,274.2627048,243.4071606,1.263335541,0.443525362,0.672737191
SpyM3_1795,246.5303059,270.5732121,260.723147,230.1325169,240.0111903,212.3597232,1.505588055,1.038270618,1.511850247
SpyM3_1796,1869.954346,1798.672422,1913.658603,1703.949146,1602.402051,1636.332926,0.96495981,1.164532673,1.312151435
SpyM3_1797,2449.965417,2645.141944,2603.833098,2896.295028,2407.684437,2514.678954,2.089579544,1.81048439,2.28657708
SpyM3_1798,943.6984963,1054.618859,1033.322393,1050.392338,953.7492704,972.5207473,1.961365295,2.028869666,1.133257398
SpyM3_1799,4627.933052,4540.003699,5124.323023,4688.660669,4723.815582,4625.550708,44.43177976,50.78601318,41.27095152
SpyM3_1807,218.4791891,232.1990753,253.0310045,211.3833029,198.5900874,216.486804,4.215226877,4.431359256,3.742856577
SpyM3_1810,116.9982223,110.0039252,125.6606014,106.8257979,107.6673364,104.4740337,3744.714069,3821.842023,4210.451475
SpyM3_1811,408.8021189,378.4214403,394.9405304,278.1614127,349.556918,299.1533946,1180.315828,1213.673602,1269.47059
SpyM3_1812,638.367257,644.743628,612.0034134,496.2442738,571.9471454,485.9396909,615.1624514,637.8405258,532.6606563
SpyM3_1813,422.6035063,412.6659251,415.4607927,315.6458908,370.4092008,310.8557688,53.79762009,53.85974335,45.01781711
SpyM3_1820,435.5581491,424.6487673,374.80464,404.9667093,380.898204,330.6727304,114.2560663,109.9658714,106.3219485
SpyM3_1821,360.9119499,311.8988095,299.2862818,299.0422905,310.5050567,252.6404068,81.18788696,78.67543594,71.98893654
SpyM3_1822,547.3989566,493.7860231,468.0091672,461.1306058,485.909738,425.3230012,9.001265728,11.00774509,8.536554432
SpyM3_1823,63.80091146,55.59532941,64.33428303,69.26989256,52.74591755,63.22195395,41.69998136,44.16729918,43.48030493
SpyM3_1824,24.39260269,32.00790805,25.03574693,25.74943908,29.1150689,24.45730383,190.3546359,187.673031,183.2436853
SpyM3_1825,157.0002528,156.4423245,156.5730643,219.4601326,200.4014714,217.1744477,271.765044,293.4645058,223.3956282
SpyM3_1826,53.70326814,56.88893491,60.09576084,48.99926506,47.42383564,47.42508821,254.7267279,298.5960582,230.0761195
SpyM3_1827,38.62441313,49.13654641,49.24372626,54.67629292,39.96229842,45.50282871,257.420813,269.9200112,215.087695
SpyM3_1828,82.60076961,94.53371961,80.087795,94.94613508,95.32291366,103.253487,434.4512684,471.8937408,384.2374328
SpyM3_1829,43.93379762,43.81026972,49.64571586,50.19060522,54.27088456,51.85788217,222.954428,241.7247343,192.3235499
SpyM3_1830,191.3560963,191.3416498,189.5933202,198.7057988,214.4907126,215.5251374,1642.819243,1629.237153,1752.602871
SpyM3_1831,28.35479162,28.34825278,29.39031894,23.06791356,23.20755228,22.09525908,2765.994784,2740.983503,2718.795455
SpyM3_1832,49.67349941,53.88819254,50.48110692,51.11311877,42.76752818,42.07511196,1101.754925,1057.258511,1054.069192
SpyM3_1834,839.7163051,829.9128166,870.5267556,671.1124411,727.1216504,662.9281679,7080.093323,6692.290834,5889.278667
SpyM3_1837,512.0576008,518.6601501,515.4905816,473.7173931,470.3445865,430.8613827,322.6875771,322.1001219,275.4916109
SpyM3_1839,149.8402737,169.9185242,165.5873087,180.5142969,182.8426327,176.8301888,116.8466193,127.2941326,89.01323961
SpyM3_1843,989.763851,918.9575457,906.9668011,876.9437272,893.0401173,931.1027183,155.9577591,154.2881243,115.467707
SpyM3_1844,301.8454072,289.9922094,286.8442863,324.8877612,298.4479939,301.2300598,195.1631216,201.3476991,165.2301461
SpyM3_1845,170.0630682,182.6775309,172.5617423,196.188657,180.0464809,174.7060797,209.0121916,217.0517227,161.6257596
SpyM3_1846,449.102351,464.4209153,441.882502,404.7451638,413.991324,378.2896036,303.0380736,317.6723569,232.4932917
SpyM3_1848,738.6123909,758.8631081,747.4417495,712.1219447,697.4324628,645.4714509,176.2219628,201.3326641,146.2836792
SpyM3_1849,190.351434,195.8115242,185.4225258,181.186097,183.9335492,161.7438713,207.6813774,190.0956131,220.3639115
