geneID,NSC2,NSC3,SC2,Nmts1,mts1,mts3
SSUSC84_RS02565,930,1069,867,812,648,847
SSUSC84_RS07905,866,1133,1654,820,903,1529
SSUSC84_RS08455,369,434,122,33,55,68
SSUSC84_RS02885,198,228,89,164,262,236
SSUSC84_RS00805,0,2,2,0,2,0
SSUSC84_RS06790,2249,2405,2612,2307,2611,2987
SSUSC84_RS04440,14,9,8,20,9,18
SSUSC84_RS05790,24,17,32,20,37,14
SSUSC84_RS09795,1825,2252,1989,57,22,43
SSUSC84_RS07320,3,7,12,12,18,9
SSUSC84_RS00190,11,13,8,6,8,5
SSUSC84_RS05960,2545,2140,3213,2946,1971,2872
SSUSC84_RS09090,322,379,547,311,350,491
SSUSC84_RS03410,617,647,846,954,761,1044
SSUSC84_RS07540,85,110,337,126,144,286
SSUSC84_RS08985,5,4,2,2,3,2
SSUSC84_RS01485,1270,899,1812,2132,950,1020
SSUSC84_RS03230,464,462,537,439,695,616
SSUSC84_RS09785,304,338,658,7301,7584,10686
SSUSC84_RS06780,1916,1945,2005,2092,1401,2071
SSUSC84_RS07960,9266,15003,14165,8847,13088,13486
SSUSC84_RS04005,755,738,711,999,658,939
SSUSC84_RS03095,836,1178,1217,1345,1714,1629
SSUSC84_RS01535,1124,1056,1388,845,670,571
SSUSC84_RS05010,3,4,3,0,1,2
SSUSC84_RS01125,142,136,138,195,153,183
SSUSC84_RS08125,4442,4623,4481,5640,4664,5762
SSUSC84_RS04940,49,60,52,78,71,61
SSUSC84_RS01425,1056,1302,1239,864,1089,1012
SSUSC84_RS07985,921,1131,752,515,709,784
SSUSC84_RS07000,243,219,333,342,240,344
SSUSC84_RS08970,0,0,0,0,0,0
SSUSC84_RS03010,1939,1704,2318,2643,1963,2820
SSUSC84_RS07460,12,20,27,29,20,38
SSUSC84_RS04910,4499,4854,3630,4616,4268,3970
SSUSC84_RS00520,10337,8806,9402,8600,9457,8489
SSUSC84_RS04105,390,414,526,486,425,561
SSUSC84_RS06345,99,141,87,75,111,107
SSUSC84_RS04635,0,0,0,0,0,0
SSUSC84_RS04390,387,416,649,570,506,634
SSUSC84_RS06480,1545,1801,2056,2032,1562,2288
SSUSC84_RS05275,1401,1495,1601,1849,1288,1805
SSUSC84_RS08030,408,346,351,361,309,384
SSUSC84_RS04040,795,695,489,761,448,479
SSUSC84_RS01575,918,1174,980,1162,1040,1413
SSUSC84_RS06735,3115,3115,3109,2900,2453,2846
SSUSC84_RS05255,78,53,37,57,66,50
SSUSC84_RS03315,3713,4016,4805,2803,4269,4477
SSUSC84_RS09445,320,474,497,461,425,755
SSUSC84_RS06310,67,84,74,78,70,93
SSUSC84_RS10555,71194,99159,267113,78528,265498,272820
SSUSC84_RS09600,845,713,1498,793,766,768
SSUSC84_RS04725,9143,10372,10348,6545,8648,6928
SSUSC84_RS10650,7,5,2,3,2,1
SSUSC84_RS06900,1399,1534,2161,1353,1387,1687
SSUSC84_RS07405,194,223,159,187,206,181
SSUSC84_RS02330,588,761,955,874,593,1011
SSUSC84_RS09225,1873,2079,2440,2253,2451,2915
SSUSC84_RS09395,4,10,4,3,6,10
SSUSC84_RS01720,0,0,0,0,0,0
SSUSC84_RS02240,12,7,4,5,19,28
SSUSC84_RS06800,552,641,934,897,643,1115
SSUSC84_RS07235,8,6,9,13,10,17
SSUSC84_RS08630,19191,17269,23495,25343,18506,23214
SSUSC84_RS00565,4451,4334,4103,3780,3199,3379
SSUSC84_RS01510,494,265,344,498,262,163
SSUSC84_RS03285,126,134,168,104,181,178
SSUSC84_RS09930,0,0,0,2,0,0
SSUSC84_RS09120,113,95,166,103,205,190
SSUSC84_RS07920,521,560,817,636,663,841
SSUSC84_RS00165,0,0,0,0,0,0
SSUSC84_RS03730,4379,5017,3953,5059,4551,4911
SSUSC84_RS09030,3,0,6,2,0,2
SSUSC84_RS00215,1277,1045,3211,1138,884,1049
SSUSC84_RS04200,189,281,235,287,307,320
SSUSC84_RS08230,5,8,9,0,10,11
SSUSC84_RS07595,53,54,36,89,58,80
SSUSC84_RS02670,11145,11749,10279,10597,7349,9280
SSUSC84_RS06100,1068,1078,1008,794,960,937
SSUSC84_RS07780,401,400,473,514,370,581
SSUSC84_RS00555,9041,10929,11370,8821,8240,9595
SSUSC84_RS09510,279,278,304,296,264,296
SSUSC84_RS06840,330,371,456,291,327,419
SSUSC84_RS06660,2259,2421,2744,2053,2053,2195
SSUSC84_RS05225,2671,2504,2489,3326,2411,2584
SSUSC84_RS00515,5996,4107,4830,6723,4262,4506
SSUSC84_RS09470,918,1003,983,799,839,849
SSUSC84_RS09730,0,1,3,1,3,4
SSUSC84_RS05230,2856,2884,3334,3762,2837,3119
SSUSC84_RS04445,0,0,0,0,0,0
SSUSC84_RS07620,1688,1980,2246,2180,1931,2959
SSUSC84_RS02845,20785,16160,5301,34212,15156,21795
SSUSC84_RS10030,254,268,302,404,378,543
SSUSC84_RS09075,11447,17125,13661,8353,14683,11269
SSUSC84_RS06170,303,306,339,480,225,427
SSUSC84_RS07935,388,486,532,508,563,725
SSUSC84_RS04640,15,25,25,16,19,10
SSUSC84_RS05895,256,288,190,208,197,211
SSUSC84_RS00750,3054,3280,3507,2973,2751,3193
SSUSC84_RS05675,8886,14365,13496,8291,16457,16373
SSUSC84_RS05725,1,4,11,6,6,9
SSUSC84_RS07300,5762,7375,8104,5151,6679,6867
SSUSC84_RS04690,2,0,0,1,1,1
SSUSC84_RS09650,824,831,895,688,624,672
SSUSC84_RS08295,131,195,141,108,157,129
SSUSC84_RS09200,6802,6342,6673,6385,6191,6473
SSUSC84_RS10375,8844,6876,6998,12578,5673,7714
SSUSC84_RS08285,462,487,412,445,414,520
SSUSC84_RS04535,40,23,15,45,32,23
SSUSC84_RS04140,117,116,136,123,171,204
SSUSC84_RS09455,796,924,539,850,794,1173
SSUSC84_RS04945,27,20,19,23,38,30
SSUSC84_RS00815,1524,1690,1657,1556,1203,1672
SSUSC84_RS09880,2,7,6,4,7,5
SSUSC84_RS07170,0,0,0,0,0,0
SSUSC84_RS05460,477,499,475,399,398,402
SSUSC84_RS08480,1572,2185,1003,401,872,624
SSUSC84_RS05075,119,175,199,166,202,186
SSUSC84_RS10015,237,231,281,265,375,373
SSUSC84_RS08070,891,1155,1208,1052,886,1178
SSUSC84_RS00490,4731,4692,5609,4518,4377,5031
SSUSC84_RS00130,0,0,0,0,0,0
SSUSC84_RS08380,298,412,399,320,543,521
SSUSC84_RS07955,1711,2348,3647,2934,5646,5794
SSUSC84_RS04830,85,109,172,108,158,191
SSUSC84_RS05760,4,10,12,18,11,10
SSUSC84_RS02055,2371,2271,3697,3310,2274,3120
SSUSC84_RS06090,2453,2715,1858,2462,1589,2149
SSUSC84_RS08535,2118,2411,2615,2055,2281,2709
SSUSC84_RS03905,328,412,389,453,491,606
SSUSC84_RS08830,4739,8317,3637,3076,6600,5411
SSUSC84_RS01665,12,7,9,5,4,10
SSUSC84_RS06270,2165,2525,1868,1786,1412,1945
SSUSC84_RS08875,2373,2475,2510,1901,2580,2748
SSUSC84_RS07590,23,12,24,19,25,30
SSUSC84_RS08470,1726,1304,440,88,143,78
SSUSC84_RS08235,24,27,14,39,31,33
SSUSC84_RS04755,87,123,196,105,173,209
SSUSC84_RS07510,337,388,459,364,411,676
SSUSC84_RS01420,1725,3318,1709,1344,1769,1969
SSUSC84_RS01105,357,476,399,287,401,405
SSUSC84_RS05105,680,738,602,814,659,708
SSUSC84_RS03625,2864,2517,3290,3230,2627,3432
SSUSC84_RS00705,146,166,160,153,182,188
SSUSC84_RS05800,199,197,200,232,221,208
SSUSC84_RS09185,140,154,518,223,358,497
SSUSC84_RS06585,781,596,730,755,562,710
SSUSC84_RS04580,32,45,38,33,26,49
SSUSC84_RS02145,0,0,0,0,0,0
SSUSC84_RS02835,25272,21426,15240,35437,18546,23544
SSUSC84_RS00955,238,328,366,304,560,645
SSUSC84_RS08485,4531,3965,1858,1196,1204,1076
SSUSC84_RS08815,1361,1622,2412,1347,1298,1346
SSUSC84_RS00695,21,36,37,38,34,44
SSUSC84_RS03350,3041,2534,3347,4123,2471,3223
SSUSC84_RS02585,80,127,93,50,97,127
SSUSC84_RS07645,371,290,472,389,303,337
SSUSC84_RS05615,127,181,153,205,210,306
SSUSC84_RS03015,2099,2073,2898,3118,2237,3556
SSUSC84_RS01240,3059,3058,3429,3306,3177,4253
SSUSC84_RS08735,12063,12026,11919,11204,9137,10407
SSUSC84_RS02795,21256,16325,18240,25108,12954,15181
SSUSC84_RS07910,282,336,405,308,235,442
SSUSC84_RS06545,502,555,791,538,583,683
SSUSC84_RS09350,2090,2013,2408,2832,1778,2524
SSUSC84_RS06915,515,541,566,508,436,617
SSUSC84_RS09945,5,3,0,3,5,5
SSUSC84_RS04840,60,98,137,95,100,89
SSUSC84_RS04685,10,3,4,8,1,2
SSUSC84_RS09355,2413,2118,2941,3585,2030,2950
SSUSC84_RS08845,1582,1649,1954,1501,2147,1908
SSUSC84_RS04260,41,40,51,74,51,56
SSUSC84_RS10335,2,4,3,3,1,1
SSUSC84_RS05365,158,114,200,129,147,171
SSUSC84_RS03185,959,1162,1770,923,1562,1700
SSUSC84_RS02010,3009,3855,3750,2923,2849,3472
SSUSC84_RS10625,45,56,31,47,49,30
SSUSC84_RS08795,4913,4465,4157,6808,5867,6277
SSUSC84_RS07760,735,667,835,834,575,823
SSUSC84_RS04275,1,0,0,0,0,0
SSUSC84_RS06740,3313,3421,3486,3473,2559,3471
SSUSC84_RS01250,7312,11813,8020,5621,10253,8891
SSUSC84_RS03845,1545,1830,1860,2147,1658,2359
SSUSC84_RS01940,54,66,93,67,146,191
sRNA00016,0,0,0,0,0,0
SSUSC84_RS01740,751,805,1272,984,647,1163
SSUSC84_RS04270,7,19,28,19,26,24
SSUSC84_RS03825,1123,1144,822,659,1055,753
SSUSC84_RS05095,46,51,21,43,29,30
SSUSC84_RS10325,30,23,44,24,20,17
SSUSC84_RS03930,385,346,511,382,416,493
SSUSC84_RS02025,1518,1553,1798,1987,1415,2300
SSUSC84_RS05060,1705,1801,1765,1908,1360,1828
sRNA00017,0,0,0,0,0,0
SSUSC84_RS08320,764,835,1169,639,869,844
SSUSC84_RS02850,7977,8098,4855,13328,6810,12532
SSUSC84_RS03940,704,1056,899,880,732,1066
SSUSC84_RS04175,4065,4684,4722,4517,3962,4697
SSUSC84_RS09080,412,595,589,558,1488,1568
SSUSC84_RS03120,244,237,202,384,303,340
SSUSC84_RS07420,686,891,814,479,898,843
SSUSC84_RS00935,1053,1289,1161,1021,1281,1414
SSUSC84_RS01135,46,37,42,24,48,31
SSUSC84_RS00980,215,269,380,186,211,238
SSUSC84_RS06370,284,364,362,414,440,554
SSUSC84_RS03605,520,724,505,534,440,527
SSUSC84_RS04120,0,0,0,0,0,0
SSUSC84_RS05840,0,0,3,0,0,1
SSUSC84_RS02425,4668,5032,5609,5654,6105,7578
SSUSC84_RS01110,235,348,272,175,237,182
SSUSC84_RS07690,1088,1340,1278,1050,1247,1465
SSUSC84_RS09065,208,201,458,172,278,304
SSUSC84_RS03200,105,142,224,185,219,261
SSUSC84_RS02445,789,926,2226,1125,1018,1733
SSUSC84_RS08195,5084,4575,5264,6015,3525,4468
SSUSC84_RS01760,2175,2489,3332,2196,3061,3720
SSUSC84_RS05080,2696,2729,2173,2944,1950,2496
SSUSC84_RS06955,218,150,104,129,195,134
SSUSC84_RS07655,565,523,1392,583,483,617
SSUSC84_RS06245,213,256,229,261,220,352
SSUSC84_RS08500,859,894,880,914,692,930
SSUSC84_RS07290,395,582,501,431,584,689
SSUSC84_RS10465,72,150,96,32,152,133
SSUSC84_RS10225,98,156,225,136,200,239
SSUSC84_RS01685,6,6,1,3,3,5
SSUSC84_RS02510,187,240,181,124,240,167
SSUSC84_RS04485,882,876,745,1170,770,1216
SSUSC84_RS09545,780,774,569,625,587,607
SSUSC84_RS05970,728,539,810,648,454,548
SSUSC84_RS01085,1929,2131,2238,2339,1733,1990
SSUSC84_RS00280,1198,1354,1194,1146,1220,1305
SSUSC84_RS02690,969,1221,1286,1298,984,1310
SSUSC84_RS08835,3991,3512,4803,5444,3939,5495
SSUSC84_RS09890,335,244,375,273,190,189
SSUSC84_RS04135,18,15,13,16,5,13
SSUSC84_RS08840,5333,6551,11342,8402,7632,13391
SSUSC84_RS10010,694,846,1205,807,1418,1500
SSUSC84_RS05335,63,59,94,98,72,98
SSUSC84_RS03880,146,135,186,136,210,198
SSUSC84_RS06490,3869,5445,5736,3934,4551,5333
SSUSC84_RS08740,784,803,632,515,694,576
SSUSC84_RS03795,319,407,477,405,326,567
SSUSC84_RS08720,2586,2810,4118,2931,1977,3204
SSUSC84_RS01555,1520,1704,1434,1706,2251,1923
SSUSC84_RS09515,218,260,225,265,272,279
SSUSC84_RS06340,268,388,255,360,260,250
SSUSC84_RS10000,172,248,87,71,135,133
SSUSC84_RS00250,171,198,193,228,213,298
SSUSC84_RS02550,6981,7567,6201,7061,5659,6663
SSUSC84_RS02455,2,1,0,0,2,0
SSUSC84_RS00315,809,934,1043,770,732,908
SSUSC84_RS05300,0,3,0,0,0,1
SSUSC84_RS06565,439,632,368,302,431,349
SSUSC84_RS06770,807,986,1322,1153,671,1324
SSUSC84_RS08550,101,104,94,217,78,92
SSUSC84_RS08450,305,299,69,37,60,30
SSUSC84_RS00395,4878,6950,5843,3225,3444,4027
SSUSC84_RS07125,3,2,1,1,0,0
SSUSC84_RS04675,0,0,0,0,0,0
SSUSC84_RS00105,0,0,0,0,0,0
SSUSC84_RS09685,12,7,5,4,13,0
SSUSC84_RS07095,5599,5745,4960,5687,4333,5922
SSUSC84_RS09625,7761,8817,8003,6203,7074,6406
SSUSC84_RS09850,593,597,800,643,528,777
SSUSC84_RS08775,219,267,310,214,376,351
SSUSC84_RS09905,171,170,202,158,166,191
SSUSC84_RS09375,7,18,3,2,8,11
SSUSC84_RS04450,0,0,0,0,0,0
SSUSC84_RS01515,1592,2028,3781,2293,2430,4084
SSUSC84_RS07295,2594,3159,3409,2561,3473,3743
SSUSC84_RS00415,14,13,14,12,32,23
SSUSC84_RS05810,87,79,161,84,91,177
SSUSC84_RS02205,1070,1216,1387,1156,1257,1653
SSUSC84_RS09860,246,260,203,224,270,278
SSUSC84_RS01000,1296,1097,960,837,931,682
SSUSC84_RS09140,147,165,205,166,188,210
SSUSC84_RS07525,618,596,899,750,710,876
SSUSC84_RS06875,5821,6339,8760,6177,6028,7893
SSUSC84_RS03045,77,70,88,102,74,103
SSUSC84_RS02490,1547,1543,1446,1499,1127,1215
SSUSC84_RS00080,15,18,18,13,37,37
SSUSC84_RS04590,114,112,172,204,126,185
SSUSC84_RS02320,1697,2276,1613,1298,1746,1584
SSUSC84_RS10195,1035,826,1166,1124,833,1033
SSUSC84_RS01960,11029,12979,14039,10532,7883,9533
SSUSC84_RS00290,0,4,5,1,9,2
SSUSC84_RS02395,6117,5604,5418,6651,5049,5942
SSUSC84_RS09775,531,551,556,15390,14651,17079
SSUSC84_RS02950,4081,3850,5035,5069,3702,4411
SSUSC84_RS02360,1151,1123,1347,1518,975,1373
SSUSC84_RS08655,523,615,699,511,694,870
SSUSC84_RS01765,1278,1593,2020,1506,1660,2406
SSUSC84_RS00025,329,377,343,296,430,340
SSUSC84_RS10320,20,24,21,13,34,30
SSUSC84_RS07845,4892,5953,6053,5803,5937,6378
SSUSC84_RS01390,87,115,136,123,158,207
SSUSC84_RS01455,480,460,756,695,537,791
SSUSC84_RS00625,0,0,0,0,0,0
SSUSC84_RS02080,687,607,608,456,454,561
SSUSC84_RS02650,1234,1407,1375,1488,1600,1817
SSUSC84_RS09720,66,74,62,79,82,87
SSUSC84_RS09055,111,122,143,112,96,138
sRNA00026,475,403,235,487,372,365
SSUSC84_RS06925,3412,3794,3455,4092,3365,4278
SSUSC84_RS08935,402,459,521,690,580,911
SSUSC84_RS07615,846,847,1000,1137,1006,1144
SSUSC84_RS07805,514,624,732,632,657,838
SSUSC84_RS06275,1728,1888,1622,1190,1389,1186
SSUSC84_RS01645,37,28,44,50,36,33
SSUSC84_RS04705,1,1,1,1,1,1
SSUSC84_RS06530,1869,2740,2692,2369,2837,2949
SSUSC84_RS04645,29,27,30,50,51,50
SSUSC84_RS02245,53,67,25,70,85,115
SSUSC84_RS03530,6,7,8,8,10,6
SSUSC84_RS00095,0,0,0,0,0,0
SSUSC84_RS03855,1846,1725,1437,2116,1831,2098
SSUSC84_RS00275,309,289,600,272,229,312
SSUSC84_RS05290,0,0,0,0,0,0
SSUSC84_RS06140,275,326,395,176,197,249
SSUSC84_RS06620,4520,4516,7762,4184,4281,5269
SSUSC84_RS05630,776,591,1003,1016,601,1033
SSUSC84_RS02340,14866,13102,15844,17368,13390,15098
SSUSC84_RS08695,1392,1523,1630,1417,1254,1767
SSUSC84_RS02370,10773,9915,12348,9564,7915,8477
SSUSC84_RS06745,3392,5023,4326,2657,5872,3626
SSUSC84_RS00020,34,43,37,39,38,33
SSUSC84_RS03195,1993,1966,2393,2005,2060,2593
SSUSC84_RS08405,33,23,42,30,32,36
SSUSC84_RS07450,1577,1717,1907,1769,1609,2152
SSUSC84_RS05375,145,178,173,191,197,262
SSUSC84_RS04775,974,1130,828,1009,980,1038
SSUSC84_RS09840,821,875,1277,1176,794,1365
SSUSC84_RS03615,636,794,661,716,707,865
SSUSC84_RS07855,478,620,1337,627,696,1113
SSUSC84_RS00355,0,1,0,0,0,0
SSUSC84_RS05680,21,27,28,15,26,43
SSUSC84_RS08565,3285,3947,3944,3381,3504,4156
SSUSC84_RS01375,1060,1373,1258,950,1110,1472
SSUSC84_RS02705,1809,1923,1482,1516,1737,1652
SSUSC84_RS01770,8687,14417,6496,4138,10479,6182
SSUSC84_RS10460,2791,1915,2500,3216,1787,2291
SSUSC84_RS01160,47,39,53,52,51,54
SSUSC84_RS08155,721,803,1289,778,872,1045
SSUSC84_RS01235,1129,1220,1292,1201,1046,1531
SSUSC84_RS10490,5,6,0,0,3,1
SSUSC84_RS07735,1198,1212,1350,1465,1248,1728
SSUSC84_RS00325,556,542,527,636,479,667
SSUSC84_RS10045,1402,1608,1698,1415,1605,1734
SSUSC84_RS02020,2167,2809,2250,2465,2085,2434
SSUSC84_RS00995,9629,7943,8572,6769,5709,6220
SSUSC84_RS08880,454,548,692,407,597,662
SSUSC84_RS08850,404,317,285,373,383,349
SSUSC84_RS10345,207,206,220,208,192,228
SSUSC84_RS03830,609,876,1102,650,1094,1169
SSUSC84_RS10590,36,33,11,8,14,10
SSUSC84_RS09300,2,4,7,1,6,1
SSUSC84_RS09155,952,1043,1160,1071,1596,1421
SSUSC84_RS01570,76,72,101,185,380,371
SSUSC84_RS00390,4434,5027,5829,4955,4372,5579
SSUSC84_RS03695,21591,26077,18462,16340,17281,15683
SSUSC84_RS06035,1466,1379,2050,1441,1131,1208
SSUSC84_RS10505,173,301,334,278,245,472
SSUSC84_RS07720,11118,11870,13942,8677,11920,10411
SSUSC84_RS07025,1413,1583,2245,1594,1481,2207
SSUSC84_RS05210,25,39,34,20,36,37
SSUSC84_RS01835,3525,3518,4021,4245,3598,4137
SSUSC84_RS04385,23,39,24,20,41,28
SSUSC84_RS09780,985,1097,1828,27721,26931,38231
SSUSC84_RS00720,201,238,335,133,113,239
SSUSC84_RS07680,105,179,138,98,120,125
SSUSC84_RS07860,3671,4153,2650,4036,2653,3743
SSUSC84_RS06055,1521,1595,1663,2259,1137,1839
SSUSC84_RS00855,1768,1862,1881,1605,1777,1885
SSUSC84_RS03790,1954,1692,2318,2773,2447,3086
SSUSC84_RS09315,12,16,4,5,16,11
SSUSC84_RS10440,8,11,3,3,15,6
SSUSC84_RS06730,1053,1204,1008,705,932,984
SSUSC84_RS08145,963,1258,1307,1375,1364,1748
SSUSC84_RS05235,1908,1845,2084,2280,1744,1963
SSUSC84_RS07165,0,0,0,0,0,0
SSUSC84_RS09275,183,339,290,125,357,311
SSUSC84_RS05450,16,33,18,14,17,19
SSUSC84_RS02570,115,129,89,151,121,204
SSUSC84_RS01800,207,274,358,241,345,393
SSUSC84_RS04855,483,507,615,364,452,493
SSUSC84_RS02515,3425,4073,6043,3467,4880,4719
SSUSC84_RS10425,13,24,27,28,33,30
SSUSC84_RS07485,9,6,12,1,8,17
SSUSC84_RS00600,0,0,0,0,0,0
SSUSC84_RS10595,169,135,159,292,149,310
SSUSC84_RS10435,5,0,0,1,0,1
SSUSC84_RS04205,135,142,163,240,187,269
SSUSC84_RS07475,89,67,51,92,66,80
SSUSC84_RS03055,1050,1270,1550,991,1069,1390
SSUSC84_RS03515,14,11,13,11,10,7
SSUSC84_RS02435,177,189,117,145,108,94
SSUSC84_RS10370,2,3,6,9,9,8
SSUSC84_RS01190,4495,4428,4478,4771,3410,4993
SSUSC84_RS10135,3241,3192,3045,2946,2558,3006
SSUSC84_RS06650,376,372,651,248,489,593
SSUSC84_RS10255,1756,1883,1705,2631,2195,2669
SSUSC84_RS08530,5616,5683,5194,5879,5887,5866
SSUSC84_RS09190,64,64,166,118,119,199
SSUSC84_RS06195,1002,952,1226,1136,823,875
SSUSC84_RS09830,2953,2364,5517,3787,2676,2745
SSUSC84_RS10065,329,432,351,379,384,478
SSUSC84_RS10165,37,74,61,56,85,71
SSUSC84_RS01925,228,274,280,248,438,414
SSUSC84_RS00010,3292,4004,3789,3937,4409,4498
SSUSC84_RS06240,107,79,34,59,66,55
SSUSC84_RS01170,92,85,70,73,104,93
SSUSC84_RS07745,204,209,219,126,189,185
SSUSC84_RS09005,8,4,10,4,5,3
SSUSC84_RS02060,1910,2167,1948,2428,1777,2421
SSUSC84_RS04695,0,0,0,0,0,0
SSUSC84_RS01785,4449,4210,4537,4509,3793,4427
SSUSC84_RS08440,836,606,157,106,145,118
SSUSC84_RS05420,8502,9284,9585,8483,6943,8714
SSUSC84_RS10565,37,62,49,33,61,67
SSUSC84_RS03630,6026,5262,5703,6668,5127,6194
SSUSC84_RS01580,285,335,418,360,382,397
SSUSC84_RS02610,152922,165577,146560,131591,136799,128737
SSUSC84_RS05720,7,11,13,14,8,10
SSUSC84_RS08675,127,66,54,51,42,50
SSUSC84_RS00400,1877,2570,3162,2101,2319,3372
SSUSC84_RS00050,153,155,129,125,137,139
SSUSC84_RS07065,347,594,473,581,571,655
SSUSC84_RS09835,2802,3248,4102,3995,4780,5661
SSUSC84_RS06280,253,419,509,263,312,364
SSUSC84_RS04380,85,87,127,144,104,164
SSUSC84_RS03770,829,925,648,506,488,440
SSUSC84_RS03755,283,457,402,377,344,718
SSUSC84_RS10115,401,786,884,463,502,843
SSUSC84_RS03655,357,272,247,309,280,317
SSUSC84_RS05045,970,842,986,1119,869,1079
SSUSC84_RS06165,2298,2559,2164,2351,1589,1886
SSUSC84_RS02410,7466,6473,7806,7319,7450,8388
SSUSC84_RS07505,506,488,675,566,492,899
SSUSC84_RS06920,913,1163,987,765,922,1143
SSUSC84_RS02805,5477,4911,9025,5462,3655,6007
SSUSC84_RS06120,6639,6186,7646,7062,5216,7259
SSUSC84_RS09485,15,13,13,9,14,13
SSUSC84_RS02605,25,39,46,48,47,87
SSUSC84_RS06680,187,223,265,134,104,170
SSUSC84_RS03650,767,761,884,993,729,814
SSUSC84_RS00880,5334,5430,4010,3307,3967,3479
SSUSC84_RS08335,1513,1842,1766,1242,1831,1391
SSUSC84_RS05445,998,1469,1200,1199,1248,1408
SSUSC84_RS05855,1403,1290,1390,1516,1128,1608
SSUSC84_RS07635,2074,2381,2646,2125,2227,2424
SSUSC84_RS04090,349,418,289,313,334,379
SSUSC84_RS00320,508,644,782,658,476,867
SSUSC84_RS01385,1544,1799,2440,1599,1580,2180
SSUSC84_RS07005,322,259,508,377,337,474
SSUSC84_RS07495,1149,1125,1274,1465,1250,1969
SSUSC84_RS07325,62,78,86,49,67,66
SSUSC84_RS08465,1036,882,327,62,106,70
SSUSC84_RS06645,4,11,4,6,11,4
SSUSC84_RS09135,101,91,97,124,142,153
SSUSC84_RS08690,2129,2566,3203,2245,2564,2886
SSUSC84_RS02745,208,281,350,241,337,447
sRNA00012,4707,4260,2111,6241,3703,4614
SSUSC84_RS03345,2244,2649,3570,2189,2683,3481
SSUSC84_RS03705,489,576,368,364,444,414
SSUSC84_RS03400,3,11,5,14,9,9
SSUSC84_RS10155,152,175,164,157,153,256
SSUSC84_RS03370,1466,1364,1277,1687,1150,1403
SSUSC84_RS00760,20025,17773,19741,18593,17729,16127
SSUSC84_RS05635,4678,3851,5323,6430,4040,5150
SSUSC84_RS03245,160,190,163,113,308,256
SSUSC84_RS08160,10516,10265,12757,12125,11143,12542
SSUSC84_RS09565,2392,2822,2424,2483,2115,2564
SSUSC84_RS05890,7869,8552,8378,7822,7310,8737
SSUSC84_RS03935,1460,1603,1788,1359,1797,1665
SSUSC84_RS08645,265,346,290,333,492,598
SSUSC84_RS02170,0,0,0,0,0,0
SSUSC84_RS00085,0,0,0,0,0,0
SSUSC84_RS08315,1769,1738,2090,1611,1608,1651
SSUSC84_RS05770,16,15,36,14,29,43
SSUSC84_RS07395,19,33,27,25,35,50
SSUSC84_RS04920,39,51,58,40,53,62
SSUSC84_RS01025,19,24,30,21,13,12
SSUSC84_RS01350,366,412,473,455,529,751
SSUSC84_RS03700,0,0,0,0,0,0
SSUSC84_RS08015,868,834,1019,998,637,1038
SSUSC84_RS09370,1424,1556,1847,2031,1609,2362
SSUSC84_RS06625,240,316,538,215,368,470
SSUSC84_RS05145,3231,3418,3828,3878,3409,4316
SSUSC84_RS06550,287,251,485,240,248,311
SSUSC84_RS10675,816,1334,312,383,1593,1436
SSUSC84_RS01005,2892,2869,2736,2186,2354,2114
SSUSC84_RS06985,414,408,298,350,311,396
SSUSC84_RS04950,101,90,101,174,115,137
SSUSC84_RS04315,179,146,197,199,134,190
SSUSC84_RS02645,966,1275,1024,919,784,1154
SSUSC84_RS03775,120,132,228,171,221,249
SSUSC84_RS02755,146,208,250,215,185,287
SSUSC84_RS03020,2937,2656,3212,4405,3070,3959
SSUSC84_RS06040,3264,2981,3279,3582,2288,2233
SSUSC84_RS00535,3817,2881,3363,4436,2809,3270
SSUSC84_RS03065,1185,1336,1353,1558,1143,1718
SSUSC84_RS03110,64,61,48,48,44,57
SSUSC84_RS09980,109,190,358,117,191,275
SSUSC84_RS09655,2,5,2,1,1,2
SSUSC84_RS07120,17,20,12,9,3,18
SSUSC84_RS09215,771,783,814,699,599,690
SSUSC84_RS10070,68,82,143,71,108,159
SSUSC84_RS09805,458,500,457,479,434,658
SSUSC84_RS06760,1049,905,1024,1433,733,1140
SSUSC84_RS00685,28,39,41,33,44,49
SSUSC84_RS09825,408,445,763,421,502,448
SSUSC84_RS05595,592,567,678,907,536,784
SSUSC84_RS07030,841,888,995,776,833,1089
SSUSC84_RS03145,322,351,320,270,304,392
SSUSC84_RS05055,3235,4087,4620,3549,3513,3902
SSUSC84_RS03680,41,57,15,21,20,24
SSUSC84_RS03325,161,148,103,116,91,113
SSUSC84_RS01500,761,846,741,963,693,865
