gene,X1_1_ATCACG_L006_R1.fastq.gz,X1_2_CGATGT_L006_R1.fastq.gz,X1_4_TTAGGC_L006_R1.fastq.gz,X2_2_ACAGTG_L006_R1.fastq.gz,X2_4_GCCAAT_L006_R1.fastq.gz,X3_2_CAGATC_L006_R1.fastq.gz,X3_3_ACTTGA_L006_R1.fastq.gz,X3_5_GATCAG_L006_R1.fastq.gz,X4_1_TAGCTT_L006_R1.fastq.gz,X4_2_GGCTAC_L006_R1.fastq.gz,X4_4_CTTGTA_L006_R1.fastq.gz
ABJ55221.1,84,54,116,70,65,76,120,88,103,57,100
Inter.NC_008533.1.1803258.1803358,1,1,0,3,1,1,0,1,0,2,1
Inter.NC_008533.1.2012134.2012234,2,4,2,0,2,0,8,0,0,1,3
Inter.NC_008533.1.1279762.1279862,1,1,9,5,2,2,3,4,4,1,2
Inter.NC_008533.0.1621223.1621323,0,0,2,0,0,0,0,0,0,0,0
Inter.NC_008533.1.1574236.1574336,6,1,3,2,0,1,2,2,3,4,1
Inter.NC_008533.0.1564996.1565096,0,0,1,1,2,0,2,0,1,0,0
Inter.NC_008533.1.787056.787156,1,0,1,1,1,0,0,0,1,0,0
Inter.NC_008533.1.727343.727443,1,5,3,0,2,0,2,0,2,2,2
Inter.NC_008533.1.75925.76025,0,0,0,0,1,0,1,0,0,0,1
Inter.NC_008533.0.1060980.1061080,2,0,1,0,0,0,2,0,1,0,0
Inter.NC_008533.0.886695.886795,2,1,1,0,0,0,0,0,2,0,0
Inter.NC_008533.1.874783.874883,1,1,2,1,2,0,2,0,2,1,1
ABJ53745.1,398,315,446,353,328,327,440,354,320,246,351
Inter.NC_008533.1.145336.145436,0,1,1,0,1,1,1,0,0,0,0
Inter.NC_008533.0.118609.118709,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.78945.79045,125,102,115,141,75,100,100,82,110,93,79
Inter.NC_008533.0.1681849.1681949,2,1,1,1,3,5,2,0,3,1,0
Inter.NC_008533.0.1414062.1414162,0,0,0,0,0,0,0,1,1,0,1
Inter.NC_008533.0.172922.173022,0,4,1,5,2,1,1,5,2,2,1
Inter.NC_008533.1.242489.242589,0,1,1,0,1,0,1,1,1,0,0
Inter.NC_008533.0.757199.757299,9,8,10,11,4,7,18,8,8,8,9
Inter.NC_008533.0.1006674.1006774,99,90,105,71,70,81,82,72,78,60,62
Inter.NC_008533.1.1070269.1070369,0,0,0,2,1,3,1,0,1,1,0
Inter.NC_008533.1.588408.588508,0,0,1,0,1,0,0,0,0,1,1
Inter.NC_008533.1.439502.439602,0,0,0,1,0,0,0,0,1,0,0
Inter.NC_008533.0.1174746.1174846,51,83,112,59,88,54,54,50,54,21,56
Inter.NC_008533.1.513760.513860,2,7,2,0,2,1,3,1,6,2,6
ABJ54805.1,696,393,547,306,438,340,436,315,394,504,271
Inter.NC_008533.1.1175439.1175539,13,14,19,23,15,9,20,12,22,17,14
Inter.NC_008533.0.1914975.1915075,0,0,1,2,1,1,1,1,1,0,0
ABJ54900.1,209,185,226,170,169,165,209,142,190,165,136
ABJ54880.1,1504,985,1487,1235,931,899,1375,1096,1234,1082,1145
Inter.NC_008533.0.1115043.1115143,0,2,6,5,3,1,3,0,3,2,1
Inter.NC_008533.1.752671.752771,2,0,1,1,1,1,0,0,0,0,1
Inter.NC_008533.0.1088120.1088220,1,0,0,1,0,0,1,0,0,0,1
Inter.NC_008533.1.437002.437102,0,1,0,0,0,0,2,0,3,1,1
Inter.NC_008533.0.1898632.1898732,1,0,0,1,1,1,0,2,0,1,0
Inter.NC_008533.1.895054.895154,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.926317.926417,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.141436.141536,0,0,2,0,1,1,0,0,1,0,1
Inter.NC_008533.0.1764151.1764251,1,1,3,4,3,2,4,2,0,0,3
Inter.NC_008533.0.1893488.1893588,0,1,1,0,0,2,0,0,0,0,1
Inter.NC_008533.1.441702.441802,1,0,1,1,2,0,1,1,1,0,0
Inter.NC_008533.0.1117843.1117943,1,1,0,2,1,0,2,1,3,1,0
Inter.NC_008533.1.620224.620324,0,0,0,0,0,1,0,0,0,0,0
ABJ53920.1,1793,1891,2247,1902,1791,1622,2102,1652,1868,1605,1679
Inter.NC_008533.1.1744800.1744900,0,0,0,0,0,0,0,1,1,0,0
Inter.NC_008533.0.1543353.1543453,0,1,1,2,0,0,3,2,6,3,2
Inter.NC_008533.1.1813429.1813529,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.0.731553.731653,0,0,2,1,4,2,1,0,3,3,1
Inter.NC_008533.1.250346.250446,5,13,14,9,14,6,19,9,12,8,5
Inter.NC_008533.1.508060.508160,1,0,0,0,0,1,0,0,0,0,0
Inter.NC_008533.0.991388.991488,3,3,6,1,1,3,3,2,3,1,2
Inter.NC_008533.0.1906124.1906224,1,2,1,2,2,1,0,0,1,0,0
Inter.NC_008533.1.838406.838506,3,2,4,1,5,1,5,8,4,1,5
ABJ53948.1,920,857,1011,757,587,745,965,762,842,752,642
Inter.NC_008533.1.109386.109486,7,3,13,7,3,1,6,7,3,8,8
Inter.NC_008533.1.1851733.1851833,0,2,1,1,2,4,4,6,7,1,2
Inter.NC_008533.0.1432014.1432114,0,2,1,0,1,2,0,1,2,1,1
Inter.NC_008533.0.554489.554589,16,7,16,9,14,6,12,14,14,9,17
Inter.NC_008533.1.623624.623724,0,1,2,0,4,1,1,1,1,0,1
Inter.NC_008533.0.1487461.1487561,0,1,0,0,0,0,0,2,0,0,0
Inter.NC_008533.0.1791708.1791808,1,3,1,0,1,0,1,2,1,1,2
Inter.NC_008533.0.1297919.1298019,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.0.815323.815423,0,3,0,4,0,0,0,0,1,3,1
Inter.NC_008533.0.1527456.1527556,1,1,3,2,1,0,1,2,2,3,1
Inter.NC_008533.0.1869593.1869693,0,2,0,1,1,0,2,2,0,0,0
Inter.NC_008533.1.466243.466343,32,27,23,27,15,9,17,21,24,19,21
Inter.NC_008533.0.213760.213860,2,4,6,4,0,2,7,0,3,0,2
Inter.NC_008533.1.111086.111186,7,1,9,5,7,3,11,3,6,0,2
Inter.NC_008533.0.1968770.1968870,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.1.1833961.1834061,4,3,5,3,3,2,3,5,7,5,0
Inter.NC_008533.1.843706.843806,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.1.1319706.1319806,0,1,2,4,0,1,1,2,3,1,0
ABJ53977.1,1149,1197,1420,1532,1033,1405,1604,1200,1402,1160,1230
Inter.NC_008533.0.1846122.1846222,0,0,0,0,1,0,1,0,0,0,0
Inter.NC_008533.0.1055180.1055280,0,1,2,0,0,0,0,2,1,0,0
Inter.NC_008533.1.743395.743495,4,0,2,0,0,1,1,1,3,0,2
ABJ53810.1,1325,1157,1485,1089,985,876,1251,1088,1065,957,1132
Inter.NC_008533.0.1548752.1548852,2,13,4,11,3,15,14,5,9,12,3
Inter.NC_008533.0.1157528.1157628,1,1,2,2,0,1,3,0,3,0,0
Inter.NC_008533.1.1472989.1473089,5,10,6,15,7,5,9,7,10,13,11
ABJ55027.1,611,564,684,609,413,503,626,514,598,607,500
Inter.NC_008533.0.814123.814223,9,2,3,7,7,6,5,2,6,5,2
Inter.NC_008533.0.842877.842977,10,8,12,6,7,5,9,16,13,17,9
Inter.NC_008533.0.1298019.1298119,1,0,0,1,0,0,0,1,0,0,0
Inter.NC_008533.0.1228126.1228226,0,0,3,1,0,2,0,1,0,0,0
Inter.NC_008533.1.179784.179884,1,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.392966.393066,15,20,24,10,27,18,18,16,16,14,20
Inter.NC_008533.1.393666.393766,12,12,10,13,14,5,12,3,12,8,10
Inter.NC_008533.1.1785338.1785438,44,61,51,61,33,44,39,28,52,51,29
Inter.NC_008533.1.572781.572881,1,2,2,2,3,0,3,2,4,6,1
Inter.NC_008533.1.146036.146136,0,1,3,1,1,2,0,0,1,0,0
Inter.NC_008533.1.168417.168517,1,0,2,0,0,0,0,0,0,0,0
Inter.NC_008533.1.53701.53801,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1350552.1350652,3,0,2,1,0,2,2,3,4,1,1
rna16,3,4,7,6,4,1,3,3,2,2,2
Inter.NC_008533.1.1159759.1159859,2,3,3,1,1,2,1,0,1,2,1
Inter.NC_008533.1.491067.491167,16,26,25,18,32,20,28,17,28,16,20
Inter.NC_008533.0.1093120.1093220,2,4,4,1,0,1,0,3,6,1,0
Inter.NC_008533.0.730853.730953,12,12,19,11,17,14,23,23,10,13,14
Inter.NC_008533.0.834716.834816,0,0,1,1,2,0,0,1,1,1,1
Inter.NC_008533.1.1806857.1806957,14,18,17,20,3,29,18,13,15,14,14
Inter.NC_008533.0.1647695.1647795,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.0.1690549.1690649,0,1,2,0,0,2,1,0,0,1,1
Inter.NC_008533.0.1444053.1444153,3,1,2,2,1,1,1,3,1,2,1
Inter.NC_008533.1.798682.798782,0,1,2,1,1,1,0,2,0,2,2
Inter.NC_008533.0.2008215.2008315,6,4,2,5,1,6,7,4,2,5,2
Inter.NC_008533.1.502067.502167,0,0,3,0,0,0,1,0,0,1,1
Inter.NC_008533.1.738195.738295,0,1,1,1,1,1,0,0,0,0,0
Inter.NC_008533.1.1015612.1015712,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1514356.1514456,3,1,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1270927.1271027,0,0,2,2,3,0,1,3,2,0,1
Inter.NC_008533.1.1868179.1868279,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.1.1497776.1497876,47,36,45,25,14,23,15,25,37,42,19
Inter.NC_008533.1.15300.15400,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1755593.1755693,22,10,21,16,18,7,16,13,19,13,8
Inter.NC_008533.1.375603.375703,1,0,0,1,1,3,1,0,0,2,0
Inter.NC_008533.0.423668.423768,0,0,0,1,0,0,0,0,1,0,0
Inter.NC_008533.0.370157.370257,1,3,1,3,1,3,3,0,5,1,1
Inter.NC_008533.0.1218726.1218826,0,0,1,1,0,0,1,1,0,0,0
Inter.NC_008533.0.1625223.1625323,3,0,1,2,1,2,1,1,3,0,0
Inter.NC_008533.1.26352.26452,0,0,0,0,1,1,0,2,0,0,0
Inter.NC_008533.1.968473.968573,0,0,1,2,0,0,0,2,0,0,0
Inter.NC_008533.0.173522.173622,2,2,1,2,0,1,0,1,1,1,3
ABJ55037.1,569,495,596,552,378,470,596,457,545,382,422
Inter.NC_008533.0.1077071.1077171,0,0,1,0,1,0,0,0,2,0,0
Inter.NC_008533.0.1773150.1773250,1,3,0,2,1,3,2,0,1,4,1
Inter.NC_008533.0.2020011.2020111,1,2,1,2,5,2,3,2,3,2,3
Inter.NC_008533.1.1159159.1159259,1,0,1,0,0,1,0,0,1,0,0
ABJ54458.1,999,956,1083,853,647,614,774,692,707,589,690
Inter.NC_008533.0.1625523.1625623,3,0,3,2,0,2,1,2,0,2,0
Inter.NC_008533.1.1011412.1011512,3,3,4,0,7,5,2,1,2,1,0
Inter.NC_008533.0.1430614.1430714,0,2,1,1,0,0,0,0,0,0,0
ABJ54842.1,8,10,27,8,12,12,27,20,20,12,17
Inter.NC_008533.1.66025.66125,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.307662.307762,1,2,0,2,1,0,2,2,6,1,4
Inter.NC_008533.0.1177181.1177281,1,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.498167.498267,2,0,0,1,0,0,1,1,0,1,1
Inter.NC_008533.1.85625.85725,1,3,2,0,3,2,0,2,2,1,1
Inter.NC_008533.1.11600.11700,0,0,0,0,1,0,1,0,0,0,0
Inter.NC_008533.0.1886976.1887076,1,0,2,1,1,0,0,0,0,0,0
Inter.NC_008533.1.740495.740595,1,1,1,0,0,0,1,1,0,2,1
Inter.NC_008533.0.1916275.1916375,0,4,3,2,2,4,4,5,1,3,3
Inter.NC_008533.1.235489.235589,3,10,6,1,4,2,4,4,5,4,5
Inter.NC_008533.0.1842522.1842622,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.1.661715.661815,0,0,1,0,0,0,0,2,0,0,0
Inter.NC_008533.1.549155.549255,1,0,3,3,1,0,3,0,0,0,1
Inter.NC_008533.0.1633846.1633946,9,12,17,20,18,8,28,14,17,9,18
Inter.NC_008533.1.767783.767883,0,4,2,2,1,4,2,3,1,0,4
Inter.NC_008533.1.1436619.1436719,1,1,4,5,5,4,2,1,5,5,1
Inter.NC_008533.1.42101.42201,0,2,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.1641419.1641519,11,5,10,5,4,1,9,5,9,9,2
Inter.NC_008533.0.1614423.1614523,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.0.1281453.1281553,7,15,6,7,2,5,6,3,3,18,4
Inter.NC_008533.0.1814276.1814376,0,0,1,0,1,0,0,0,1,0,0
ABJ54866.1,659,552,688,492,439,428,615,484,577,557,505
Inter.NC_008533.0.860471.860571,207,243,194,175,96,213,146,110,173,210,101
ABJ54013.1,121,116,162,109,112,95,154,102,94,98,98
Inter.NC_008533.1.1160359.1160459,1,0,0,1,0,0,0,1,1,0,0
Inter.NC_008533.0.1545153.1545253,2,1,0,2,0,2,2,1,1,1,0
ABJ55288.1,7745,7559,8996,7459,6603,6129,7454,5880,6257,5783,5661
Inter.NC_008533.0.1234826.1234926,0,0,1,0,1,1,0,0,0,1,0
Inter.NC_008533.1.749271.749371,1,0,2,1,0,1,1,1,1,1,0
ABJ53699.1,1055,1135,1029,1047,762,986,1150,876,1065,1051,751
Inter.NC_008533.1.743995.744095,25,23,22,17,14,18,20,11,22,18,16
Inter.NC_008533.0.1432114.1432214,3,3,2,0,0,2,3,3,0,2,2
Inter.NC_008533.1.723143.723243,1,1,0,0,0,1,1,1,0,0,0
Inter.NC_008533.1.695848.695948,6,8,6,6,5,5,9,9,7,9,0
Inter.NC_008533.1.1714735.1714835,3,1,2,2,3,2,4,1,4,0,1
Inter.NC_008533.0.824699.824799,0,0,1,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1371652.1371752,0,0,1,1,0,0,0,0,0,0,1
Inter.NC_008533.0.1332836.1332936,0,0,3,0,0,0,0,1,2,3,0
Inter.NC_008533.1.1424344.1424444,182,138,148,120,70,82,123,82,125,104,81
Inter.NC_008533.1.618024.618124,3,0,6,2,4,4,3,0,4,2,2
Inter.NC_008533.1.277947.278047,0,0,2,0,1,0,0,0,1,0,0
Inter.NC_008533.1.911964.912064,1,3,2,1,2,2,0,1,1,1,1
Inter.NC_008533.0.95447.95547,2,1,1,4,3,2,0,3,2,10,5
Inter.NC_008533.0.803404.803504,1,0,0,1,2,3,1,1,1,0,1
ABJ53973.1,7,6,9,8,7,3,5,2,5,4,3
SPD_1315,13,14,27,13,16,7,24,16,8,11,11
Inter.NC_008533.1.584981.585081,0,2,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.1037089.1037189,0,0,0,0,0,1,0,1,0,0,1
Inter.NC_008533.0.1067880.1067980,2,3,3,6,7,2,5,2,3,3,3
Inter.NC_008533.1.230789.230889,2,1,2,1,0,1,2,0,0,0,0
Inter.NC_008533.0.1689749.1689849,0,0,2,0,0,0,0,0,1,0,0
Inter.NC_008533.1.914564.914664,2,0,2,1,1,1,3,2,1,1,1
Inter.NC_008533.1.201484.201584,11,35,20,17,19,24,17,19,27,14,10
Inter.NC_008533.1.1449378.1449478,43,34,56,44,34,32,37,33,23,45,33
Inter.NC_008533.1.1910270.1910370,1,1,0,0,0,0,1,2,3,0,0
Inter.NC_008533.0.614568.614668,2,1,3,2,0,2,1,2,1,2,0
Inter.NC_008533.1.923517.923617,0,1,1,1,0,1,1,0,0,0,0
Inter.NC_008533.1.495467.495567,0,5,4,3,6,2,4,1,1,5,4
Inter.NC_008533.0.1230926.1231026,0,0,0,0,1,0,0,0,0,0,0
Inter.NC_008533.0.14233.14333,2,3,0,2,0,0,0,1,1,1,0
Inter.NC_008533.0.170822.170922,2,0,4,2,0,1,2,5,3,2,2
Inter.NC_008533.1.348445.348545,11,16,19,20,18,10,14,17,11,8,12
Inter.NC_008533.1.1921918.1922018,0,0,2,1,0,0,1,0,2,0,2
Inter.NC_008533.0.1082671.1082771,0,1,3,0,0,0,1,0,1,0,0
Inter.NC_008533.0.1221526.1221626,0,6,0,0,3,2,1,1,4,1,2
Inter.NC_008533.1.1343046.1343146,0,1,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.722943.723043,1,0,0,1,0,0,0,1,0,1,0
Inter.NC_008533.0.1405662.1405762,5,6,11,5,5,11,4,14,12,3,6
Inter.NC_008533.1.405079.405179,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.1.455751.455851,11,8,7,14,18,11,5,5,10,17,8
Inter.NC_008533.0.1752193.1752293,2,4,7,3,2,1,1,3,4,3,2
Inter.NC_008533.1.1403974.1404074,48,70,89,46,43,33,52,32,51,54,45
Inter.NC_008533.1.485967.486067,5,9,12,8,10,6,13,9,18,4,7
Inter.NC_008533.0.1932936.1933036,2,0,1,1,0,2,0,2,2,0,2
Inter.NC_008533.1.528021.528121,0,1,4,2,4,3,2,3,3,1,4
Inter.NC_008533.1.579681.579781,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.0.729393.729493,0,1,0,0,2,2,4,2,0,0,1
Inter.NC_008533.0.2041000.2041100,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.1.1729031.1729131,5,6,10,2,2,3,4,5,3,6,1
Inter.NC_008533.1.754971.755071,1,4,4,1,3,0,4,4,1,0,1
Inter.NC_008533.0.1775850.1775950,2,0,4,1,2,1,1,0,2,1,1
Inter.NC_008533.0.1232526.1232626,0,1,4,0,0,0,2,2,3,1,1
Inter.NC_008533.1.747871.747971,3,3,3,1,2,0,1,1,1,0,1
ABJ54380.1,2807,2681,3135,2710,2293,2396,2858,2288,2543,2246,2249
Inter.NC_008533.1.348045.348145,0,2,0,1,2,0,2,1,3,0,1
Inter.NC_008533.0.1915575.1915675,0,0,0,0,0,1,0,0,1,0,1
Inter.NC_008533.0.755167.755267,5,2,3,2,1,2,8,4,3,0,4
Inter.NC_008533.1.1043589.1043689,0,0,0,0,0,1,1,0,0,0,0
Inter.NC_008533.1.1420191.1420291,35,38,59,41,22,32,49,24,40,26,28
Inter.NC_008533.0.1501261.1501361,1,3,0,2,2,0,1,2,1,0,2
Inter.NC_008533.0.1089920.1090020,2,1,2,0,3,0,0,0,1,0,0
Inter.NC_008533.1.557471.557571,2,6,4,4,3,2,2,0,0,1,0
Inter.NC_008533.1.556771.556871,0,3,3,3,6,2,6,6,3,0,3
Inter.NC_008533.1.1556743.1556843,2,3,3,1,0,2,0,1,0,1,0
Inter.NC_008533.1.1287583.1287683,0,0,0,1,0,0,0,1,1,0,0
Inter.NC_008533.1.106486.106586,8,6,12,6,4,4,5,5,5,3,7
Inter.NC_008533.0.1144031.1144131,0,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.0.1469754.1469854,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.1176239.1176339,16,12,15,7,10,9,16,14,17,6,13
Inter.NC_008533.1.706665.706765,0,0,1,0,1,0,0,0,1,0,0
Inter.NC_008533.1.929817.929917,0,1,1,0,0,0,1,0,0,0,0
Inter.NC_008533.1.708865.708965,0,0,1,0,1,0,1,0,0,0,0
Inter.NC_008533.0.1701708.1701808,4,2,0,0,2,5,6,3,2,0,1
Inter.NC_008533.1.977573.977673,0,1,1,1,2,1,1,0,0,1,0
Inter.NC_008533.0.1995615.1995715,1,3,2,2,4,2,6,4,1,4,1
Inter.NC_008533.1.917617.917717,0,0,0,0,1,1,0,0,0,0,0
Inter.NC_008533.0.2021111.2021211,0,1,0,0,1,0,1,0,0,2,2
Inter.NC_008533.1.545555.545655,8,6,13,13,13,15,14,11,7,10,5
ABJ54685.1,132,136,187,130,91,101,159,121,136,114,117
Inter.NC_008533.0.1848522.1848622,0,6,1,5,1,2,6,1,2,3,5
Inter.NC_008533.0.1502861.1502961,0,1,2,1,0,0,0,1,0,0,0
Inter.NC_008533.1.1293758.1293858,2,2,0,1,0,1,0,1,1,1,2
Inter.NC_008533.0.1778950.1779050,1,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.256246.256346,1,1,2,0,0,0,0,1,0,2,0
Inter.NC_008533.0.1078071.1078171,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.1.1287683.1287783,0,0,1,3,1,0,1,0,0,0,1
Inter.NC_008533.0.1074671.1074771,0,1,4,0,0,1,1,0,0,0,0
Inter.NC_008533.1.977973.978073,0,6,9,5,7,1,2,1,4,1,4
Inter.NC_008533.0.1971670.1971770,0,0,0,1,0,0,0,0,0,1,0
Inter.NC_008533.1.702065.702165,0,0,1,3,0,1,0,0,0,0,0
Inter.NC_008533.0.1516356.1516456,1,2,2,1,0,0,1,0,0,2,1
Inter.NC_008533.0.1361652.1361752,1,3,3,0,3,0,2,1,1,2,2
Inter.NC_008533.0.928784.928884,10,9,15,5,4,4,10,7,8,3,7
Inter.NC_008533.0.848149.848249,1,0,0,2,0,1,0,0,0,1,2
Inter.NC_008533.1.1841999.1842099,2,0,2,0,3,0,0,1,4,0,0
Inter.NC_008533.0.1759651.1759751,1,3,0,1,0,2,0,1,3,1,1
Inter.NC_008533.0.1716436.1716536,0,0,0,0,1,0,0,0,0,1,0
Inter.NC_008533.1.2009568.2009668,40,13,29,17,15,13,19,19,21,29,15
ABJ55113.1,831,812,953,810,787,704,898,717,775,444,849
Inter.NC_008533.0.1090620.1090720,1,2,4,1,3,0,0,0,2,1,0
ABJ55485.1,1573,1443,1740,1364,1197,1112,1342,1216,1184,1090,1120
ABJ53807.1,0,0,0,0,1,0,0,1,0,0,0
Inter.NC_008533.0.1359452.1359552,2,2,2,0,2,1,1,1,0,1,0
Inter.NC_008533.0.1263527.1263627,1,0,4,1,0,1,2,2,2,0,1
Inter.NC_008533.0.1410162.1410262,3,11,11,8,9,9,15,8,9,14,4
Inter.NC_008533.0.1334836.1334936,42,43,85,54,64,42,63,45,55,29,41
Inter.NC_008533.0.1077971.1078071,0,0,0,0,0,1,0,0,1,0,0
Inter.NC_008533.1.59401.59501,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.1048532.1048632,18,22,18,30,13,12,22,13,25,18,30
Inter.NC_008533.0.2027511.2027611,3,2,1,4,1,6,0,3,4,7,0
Inter.NC_008533.0.992688.992788,1,0,1,3,3,2,2,0,2,1,1
Inter.NC_008533.1.156036.156136,0,1,3,1,0,0,1,0,1,0,1
Inter.NC_008533.1.489567.489667,0,0,1,2,0,0,0,0,0,0,1
Inter.NC_008533.1.704865.704965,6,8,7,11,8,13,9,6,12,9,10
Inter.NC_008533.0.1837122.1837222,1,1,0,1,0,1,2,0,3,1,2
Inter.NC_008533.0.1461854.1461954,0,2,1,0,0,0,2,2,0,0,4
Inter.NC_008533.0.1368552.1368652,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.465148.465248,4,4,5,0,1,2,5,4,4,0,3
Inter.NC_008533.0.1065280.1065380,0,0,0,0,0,0,0,0,0,0,1
ABJ53826.1,671,521,693,606,533,619,839,614,660,530,587
ABJ53733.1,1238,996,1164,884,932,752,1029,915,895,753,822
Inter.NC_008533.0.399556.399656,1,1,2,0,1,3,0,1,3,2,1
Inter.NC_008533.0.990988.991088,0,0,1,0,0,1,0,0,0,1,0
Inter.NC_008533.0.1938399.1938499,0,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.627724.627824,0,1,2,0,1,1,1,2,0,0,1
Inter.NC_008533.1.1768834.1768934,0,0,1,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1484961.1485061,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1843622.1843722,1,0,0,0,1,0,2,0,1,0,0
Inter.NC_008533.1.1562247.1562347,9,11,9,7,5,6,4,5,8,7,4
Inter.NC_008533.0.60474.60574,1,1,3,0,1,0,1,0,2,0,0
Inter.NC_008533.0.1412262.1412362,2,1,2,1,0,0,1,0,1,0,0
Inter.NC_008533.0.1739789.1739889,0,0,0,0,0,1,1,1,0,0,1
Inter.NC_008533.0.1492561.1492661,0,1,0,1,1,1,1,0,1,3,1
Inter.NC_008533.0.1135031.1135131,0,1,5,3,1,0,1,0,3,0,0
Inter.NC_008533.0.1204679.1204779,0,0,1,0,0,0,0,0,0,0,1
Inter.NC_008533.1.1072569.1072669,1,5,0,2,2,3,1,2,1,1,0
Inter.NC_008533.0.1754693.1754793,17,17,33,29,34,20,32,16,30,33,14
Inter.NC_008533.0.1452842.1452942,1,1,1,1,0,1,1,0,1,0,0
Inter.NC_008533.0.1356352.1356452,0,0,0,0,1,0,0,0,0,0,0
Inter.NC_008533.1.383266.383366,1,0,2,0,0,1,2,5,3,2,3
Inter.NC_008533.1.358945.359045,2,3,3,1,0,0,1,0,2,2,3
Inter.NC_008533.0.637160.637260,18,12,15,8,10,13,14,5,18,13,11
Inter.NC_008533.0.617059.617159,0,0,1,0,0,0,0,0,1,2,0
Inter.NC_008533.1.1525569.1525669,7,2,1,2,3,1,3,1,2,3,0
Inter.NC_008533.0.1612923.1613023,0,2,1,1,2,1,1,0,1,0,2
Inter.NC_008533.0.887395.887495,7,4,5,1,6,0,7,3,2,2,1
Inter.NC_008533.1.2035104.2035204,3,3,2,2,3,1,0,5,2,1,3
Inter.NC_008533.0.1798808.1798908,1,0,1,0,1,0,0,0,0,0,0
Inter.NC_008533.1.280447.280547,0,0,1,0,1,1,0,0,0,0,0
Inter.NC_008533.0.1596501.1596601,11,19,14,7,9,12,23,13,10,9,8
Inter.NC_008533.1.764683.764783,0,0,4,2,1,1,0,1,0,1,0
Inter.NC_008533.1.1031789.1031889,0,1,0,0,1,1,0,0,0,1,0
Inter.NC_008533.0.1600743.1600843,1,0,0,0,0,0,1,0,0,0,1
Inter.NC_008533.0.1420014.1420114,8,6,14,6,5,8,10,6,8,2,6
Inter.NC_008533.0.105115.105215,29,31,35,14,32,17,21,25,18,24,15
Inter.NC_008533.1.415645.415745,0,4,4,3,5,2,1,4,3,4,0
Inter.NC_008533.0.1891988.1892088,4,6,4,3,5,1,1,3,3,2,3
Inter.NC_008533.0.1057280.1057380,1,0,2,0,0,1,1,0,0,1,0
Inter.NC_008533.1.82125.82225,0,0,0,0,1,0,0,0,0,0,0
Inter.NC_008533.0.767026.767126,0,0,1,0,0,0,0,0,1,0,0
Inter.NC_008533.0.1537256.1537356,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1446353.1446453,0,0,1,1,2,0,2,0,2,0,1
Inter.NC_008533.1.687708.687808,0,0,0,2,0,0,2,0,1,1,0
Inter.NC_008533.0.990288.990388,0,0,0,1,0,1,1,2,0,0,0
Inter.NC_008533.0.538664.538764,10,13,13,6,2,3,3,4,10,4,4
Inter.NC_008533.1.1127517.1127617,0,1,1,0,1,3,2,0,2,1,3
Inter.NC_008533.0.1085420.1085520,0,2,0,2,2,1,3,2,0,0,0
Inter.NC_008533.1.1557743.1557843,3,2,5,5,10,2,3,1,3,4,3
Inter.NC_008533.0.2004015.2004115,1,0,0,1,0,0,1,0,0,0,0
Inter.NC_008533.1.786256.786356,1,0,0,0,0,0,2,0,2,0,1
Inter.NC_008533.1.852542.852642,1,6,8,9,4,6,3,2,13,4,3
Inter.NC_008533.0.1248929.1249029,0,1,2,1,0,0,2,1,1,2,0
