gene,X1_1_ATCACG_L006_R1.fastq.gz,X1_2_CGATGT_L006_R1.fastq.gz,X1_4_TTAGGC_L006_R1.fastq.gz,X2_2_ACAGTG_L006_R1.fastq.gz,X2_4_GCCAAT_L006_R1.fastq.gz,X3_2_CAGATC_L006_R1.fastq.gz,X3_3_ACTTGA_L006_R1.fastq.gz,X3_5_GATCAG_L006_R1.fastq.gz,X4_1_TAGCTT_L006_R1.fastq.gz,X4_2_GGCTAC_L006_R1.fastq.gz,X4_4_CTTGTA_L006_R1.fastq.gz
Inter.NC_008533.0.1140331.1140431,0,0,1,0,0,0,1,0,0,0,0
Inter.NC_008533.0.905791.905891,29,18,14,15,9,14,6,10,17,14,12
Inter.NC_008533.1.819902.820002,3,1,1,1,2,0,1,1,4,1,2
Inter.NC_008533.0.1080971.1081071,0,0,0,2,1,0,0,0,0,0,0
Inter.NC_008533.1.18000.18100,0,0,3,1,3,1,3,1,3,0,1
Inter.NC_008533.1.667308.667408,0,0,1,0,0,0,1,0,1,0,0
Inter.NC_008533.0.1750793.1750893,31,35,32,23,23,15,23,10,30,29,14
Inter.NC_008533.0.1351352.1351452,5,6,12,11,13,5,12,3,26,3,7
Inter.NC_008533.1.1967230.1967330,1,0,0,0,0,1,1,0,1,0,0
Inter.NC_008533.0.1704408.1704508,2,0,1,1,1,0,2,0,0,1,0
Inter.NC_008533.1.1047732.1047832,0,2,1,1,0,2,2,3,5,3,0
Inter.NC_008533.1.1308582.1308682,1,1,4,3,5,4,3,1,4,2,0
Inter.NC_008533.0.1580696.1580796,1,0,0,3,0,0,0,0,1,0,0
Inter.NC_008533.1.37163.37263,0,0,0,0,0,0,1,1,1,0,0
ABJ54999.1,1092,1212,1350,1025,1002,943,1187,1005,1084,741,971
Inter.NC_008533.0.30103.30203,3,1,2,4,0,2,0,1,0,1,1
Inter.NC_008533.0.1694349.1694449,1,2,0,1,3,0,1,0,1,2,0
Inter.NC_008533.0.264365.264465,1,0,4,0,1,2,1,0,0,1,2
Inter.NC_008533.1.411079.411179,0,1,0,0,1,0,0,0,0,0,0
Inter.NC_008533.0.1194779.1194879,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.1.833250.833350,8,6,12,5,6,8,10,4,4,3,4
Inter.NC_008533.1.1819224.1819324,23,14,45,15,15,3,16,10,11,11,11
Inter.NC_008533.1.1955420.1955520,1,1,3,4,0,2,0,1,0,0,1
Inter.NC_008533.0.569517.569617,4,4,3,9,2,3,3,2,1,3,1
Inter.NC_008533.0.1081771.1081871,0,1,0,0,0,0,1,2,0,0,0
Inter.NC_008533.0.1297219.1297319,1,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.816902.817002,0,1,1,0,0,0,0,1,0,0,0
Inter.NC_008533.1.690508.690608,8,4,6,2,2,2,7,3,3,4,3
Inter.NC_008533.0.1510556.1510656,0,0,0,1,0,1,0,1,1,0,1
Inter.NC_008533.1.1955720.1955820,1,2,3,2,3,2,0,2,4,2,2
Inter.NC_008533.0.1932434.1932534,869,875,1239,676,580,652,827,724,791,775,734
Inter.NC_008533.1.610696.610796,1,2,7,1,2,0,0,2,4,3,3
Inter.NC_008533.1.1503805.1503905,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.8951.9051,2,3,0,1,0,0,0,1,1,0,1
Inter.NC_008533.0.1960170.1960270,0,1,2,0,0,0,1,0,0,0,1
Inter.NC_008533.1.751071.751171,3,2,3,5,4,3,5,4,4,3,3
Inter.NC_008533.1.865683.865783,0,1,0,1,0,0,1,0,0,0,1
Inter.NC_008533.0.558143.558243,3,5,7,2,1,2,0,5,6,1,3
Inter.NC_008533.0.71817.71917,5,0,1,0,1,0,2,0,2,3,1
Inter.NC_008533.0.1727390.1727490,1,0,2,0,1,0,0,0,0,2,1
Inter.NC_008533.1.1897234.1897334,1,1,6,7,2,8,5,1,5,4,1
Inter.NC_008533.0.1838022.1838122,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1826622.1826722,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.609996.610096,1,0,3,0,1,0,0,1,0,2,2
Inter.NC_008533.1.385466.385566,6,17,16,16,5,19,11,15,12,11,10
Inter.NC_008533.1.654174.654274,0,2,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1587501.1587601,3,9,5,6,3,8,4,3,8,5,6
Inter.NC_008533.0.261365.261465,38,55,62,55,70,48,60,57,50,45,41
Inter.NC_008533.0.1350252.1350352,4,8,6,5,2,3,12,4,1,5,6
Inter.NC_008533.1.841806.841906,5,1,2,2,5,0,0,1,1,5,0
Inter.NC_008533.1.199784.199884,33,52,56,43,72,47,58,50,61,31,35
Inter.NC_008533.0.1223126.1223226,0,0,1,2,2,2,3,3,3,0,1
Inter.NC_008533.1.589508.589608,0,1,2,2,0,1,1,1,0,0,1
Inter.NC_008533.1.1582755.1582855,0,1,0,0,1,0,5,3,1,0,1
Inter.NC_008533.0.1028858.1028958,0,0,1,0,0,0,1,0,0,0,0
Inter.NC_008533.1.818802.818902,0,0,3,0,1,0,0,0,1,2,0
Inter.NC_008533.0.1987294.1987394,0,1,3,1,0,0,1,0,1,0,2
Inter.NC_008533.1.1668459.1668559,38,39,39,42,33,32,56,40,37,41,31
Inter.NC_008533.1.677008.677108,6,10,9,5,11,11,14,6,10,9,8
Inter.NC_008533.1.114489.114589,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.0.1238326.1238426,0,1,1,1,5,0,1,0,3,0,0
Inter.NC_008533.0.1427014.1427114,1,1,2,2,0,2,0,2,1,0,0
Inter.NC_008533.1.1010912.1011012,0,0,2,0,0,1,0,0,0,0,0
Inter.NC_008533.0.1408762.1408862,2,0,0,2,0,2,2,1,1,1,1
Inter.NC_008533.1.1986827.1986927,1,3,0,6,4,3,4,4,7,10,3
Inter.NC_008533.0.1163206.1163306,1,1,0,0,0,1,0,1,1,0,0
Inter.NC_008533.1.198784.198884,152,183,216,189,196,179,254,147,178,137,140
Inter.NC_008533.1.219089.219189,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.1.195684.195784,31,35,55,24,28,31,39,28,31,46,23
Inter.NC_008533.0.1682149.1682249,6,2,3,1,6,3,2,2,4,1,1
Inter.NC_008533.0.2022311.2022411,1,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1226426.1226526,0,0,1,0,0,0,0,1,2,0,0
Inter.NC_008533.1.762383.762483,0,1,0,0,0,0,0,0,1,0,0
Inter.NC_008533.0.460448.460548,1,8,8,6,2,2,2,2,0,0,1
Inter.NC_008533.0.1427114.1427214,0,1,0,2,1,1,0,1,0,0,1
Inter.NC_008533.1.1342046.1342146,2,5,5,5,7,6,5,5,2,2,2
Inter.NC_008533.0.1595701.1595801,66,53,64,78,50,54,47,32,64,30,55
ABJ54195.1,307,206,264,223,138,164,190,183,192,187,146
ABJ54315.1,26,29,33,30,27,24,41,20,18,14,16
Inter.NC_008533.1.198084.198184,27,35,56,51,41,34,53,29,34,18,39
Inter.NC_008533.0.1312079.1312179,0,0,1,2,2,0,2,0,1,0,0
Inter.NC_008533.1.202984.203084,3,1,1,2,3,2,5,2,1,2,1
Inter.NC_008533.0.1358652.1358752,3,1,5,4,3,2,2,2,3,1,1
Inter.NC_008533.0.1374152.1374252,2,0,1,0,2,1,0,0,0,0,1
Inter.NC_008533.0.979406.979506,5,3,3,7,0,2,1,4,4,1,0
Inter.NC_008533.1.1985396.1985496,0,0,0,0,0,0,2,1,0,0,0
Inter.NC_008533.1.513460.513560,2,2,1,1,3,0,0,0,3,1,1
Inter.NC_008533.0.1691349.1691449,0,0,1,0,0,1,1,0,0,0,0
Inter.NC_008533.0.1493461.1493561,6,4,6,6,4,3,5,7,9,5,5
Inter.NC_008533.1.574581.574681,0,0,1,0,0,0,0,0,1,1,1
Inter.NC_008533.0.1114343.1114443,0,1,3,3,1,0,3,4,1,3,1
Inter.NC_008533.1.742795.742895,3,2,1,4,3,0,3,1,3,1,1
Inter.NC_008533.0.1653072.1653172,7,8,7,7,7,1,5,4,4,1,5
Inter.NC_008533.0.1242426.1242526,45,48,42,61,44,38,41,53,55,51,24
ABJ54389.1,5,1,5,1,3,2,9,6,1,1,1
Inter.NC_008533.1.1014812.1014912,3,2,5,3,2,1,1,2,3,0,2
Inter.NC_008533.0.1760751.1760851,2,5,3,4,6,9,10,4,5,2,3
Inter.NC_008533.1.939717.939817,0,1,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.632935.633035,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1759951.1760051,3,2,1,0,1,5,2,1,2,2,3
ABJ53662.1,4327,3591,5121,3091,3115,2537,3325,3132,2776,2015,2966
Inter.NC_008533.1.219489.219589,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.898554.898654,0,0,3,2,1,0,1,0,1,2,1
Inter.NC_008533.0.1681949.1682049,1,0,1,0,1,1,0,1,0,1,0
Inter.NC_008533.1.1046089.1046189,3,2,4,1,2,5,4,3,3,3,0
Inter.NC_008533.0.1829622.1829722,0,0,1,0,0,0,0,0,0,0,0
ABJ53819.1,924,874,1085,777,551,604,691,527,616,604,485
Inter.NC_008533.1.1224634.1224734,9,10,3,9,1,10,6,5,7,7,7
Inter.NC_008533.0.1427814.1427914,0,0,0,0,0,0,0,0,1,0,1
Inter.NC_008533.0.1193879.1193979,0,0,1,1,2,0,0,0,0,0,1
Inter.NC_008533.0.1918975.1919075,1,1,0,0,0,1,0,0,0,0,0
Inter.NC_008533.0.748001.748101,2,1,4,3,3,2,2,3,1,4,0
Inter.NC_008533.0.1117343.1117443,0,0,0,0,0,1,0,0,0,0,0
Inter.NC_008533.0.1873634.1873734,0,2,1,2,2,0,0,1,0,0,1
Inter.NC_008533.1.883383.883483,1,1,3,0,0,1,3,2,0,0,1
Inter.NC_008533.1.791282.791382,2,0,2,1,0,0,0,1,0,0,0
ABJ55510.1,12,14,13,16,24,9,18,11,10,1,8
Inter.NC_008533.0.1849222.1849322,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.133389.133489,1,4,2,3,3,1,3,1,3,2,3
Inter.NC_008533.1.1732604.1732704,0,0,0,0,1,0,0,0,1,0,0
Inter.NC_008533.0.1728390.1728490,2,0,0,0,0,0,1,1,1,0,0
Inter.NC_008533.1.2017617.2017717,0,0,2,0,0,0,0,0,1,0,1
Inter.NC_008533.0.1804708.1804808,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.1.1032489.1032589,0,3,0,1,1,1,1,1,2,1,0
Inter.NC_008533.0.1220226.1220326,0,0,1,2,0,0,0,0,0,0,3
Inter.NC_008533.0.1264027.1264127,0,1,0,1,0,0,1,0,3,0,0
ABJ54118.1,1153,1069,1625,943,1121,761,1253,986,989,859,944
Inter.NC_008533.1.487767.487867,1,0,2,0,0,0,0,1,0,0,0
Inter.NC_008533.0.446761.446861,2,0,0,0,6,2,2,1,3,3,5
Inter.NC_008533.1.763083.763183,2,5,6,3,4,4,1,1,4,3,5
Inter.NC_008533.1.110286.110386,5,3,9,3,8,1,3,1,3,3,2
Inter.NC_008533.0.1674785.1674885,3,5,6,6,3,1,3,1,1,4,5
Inter.NC_008533.1.1901186.1901286,0,0,2,0,0,0,1,1,1,1,0
Inter.NC_008533.0.1154528.1154628,0,1,2,0,0,0,0,2,1,2,1
Inter.NC_008533.1.1277391.1277491,188,152,219,122,113,83,151,129,121,153,103
Inter.NC_008533.1.389566.389666,7,9,9,6,11,5,10,9,4,2,6
Inter.NC_008533.0.1247229.1247329,3,2,4,1,2,3,5,2,4,4,3
Inter.NC_008533.1.25652.25752,0,5,3,0,2,3,6,0,2,7,2
Inter.NC_008533.0.1184984.1185084,17,19,19,12,8,13,14,14,11,15,17
Inter.NC_008533.1.128589.128689,0,0,1,0,2,0,6,3,2,3,2
Inter.NC_008533.0.1686249.1686349,0,9,1,1,1,2,3,1,1,2,1
Inter.NC_008533.0.40773.40873,43,31,42,37,20,26,16,18,17,10,15
Inter.NC_008533.0.1218926.1219026,2,0,0,0,0,1,0,0,0,1,0
Inter.NC_008533.0.1860093.1860193,0,1,1,1,0,0,0,0,0,0,1
ABJ54051.1,51,62,60,56,42,45,57,54,67,35,50
Inter.NC_008533.1.854842.854942,2,1,1,0,1,1,0,1,1,0,0
Inter.NC_008533.1.121689.121789,1,0,1,0,2,1,0,0,1,0,2
Inter.NC_008533.1.445302.445402,1,0,0,1,0,0,1,1,0,0,1
Inter.NC_008533.0.1703908.1704008,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.1.1175939.1176039,46,34,38,40,28,36,28,31,45,37,30
Inter.NC_008533.1.1747900.1748000,2,1,1,1,0,1,1,0,1,0,0
Inter.NC_008533.1.969373.969473,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.365381.365481,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1536156.1536256,1,3,1,3,5,3,1,2,1,2,5
Inter.NC_008533.0.1259927.1260027,3,5,9,3,4,6,9,5,5,4,3
ABJ55320.1,174,160,209,112,111,111,146,135,104,105,101
Inter.NC_008533.0.135757.135857,3,2,0,3,1,0,2,2,2,3,2
Inter.NC_008533.0.1256229.1256329,0,1,1,1,1,2,2,0,1,1,0
Inter.NC_008533.1.1190070.1190170,1,1,2,0,0,0,1,1,1,0,0
Inter.NC_008533.1.882483.882583,0,0,1,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1495561.1495661,0,1,3,0,1,2,0,2,1,1,2
ABJ53828.1,991,918,1224,897,910,963,1445,1078,1159,831,1015
Inter.NC_008533.1.362681.362781,0,1,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.1882979.1883079,1,1,1,2,0,1,0,0,0,1,2
Inter.NC_008533.1.813049.813149,1,0,0,0,1,1,0,0,0,0,0
Inter.NC_008533.1.494767.494867,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.748271.748371,0,0,1,0,0,1,0,0,0,2,1
Inter.NC_008533.0.800704.800804,5,1,4,0,2,6,5,7,2,1,1
Inter.NC_008533.0.1324150.1324250,11,7,9,5,4,3,6,8,9,7,11
Inter.NC_008533.0.1785050.1785150,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.0.1265227.1265327,2,2,3,2,2,2,1,1,3,0,0
Inter.NC_008533.0.1050180.1050280,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.1.471243.471343,0,1,0,1,1,1,2,1,6,0,0
Inter.NC_008533.0.208044.208144,3841,4245,5465,2916,2427,2290,3168,2734,2891,3250,2512
Inter.NC_008533.0.801404.801504,4,5,2,5,1,3,3,4,6,1,3
ABJ53635.1,447,372,546,328,459,231,523,396,358,253,342
Inter.NC_008533.0.542064.542164,0,3,6,4,4,1,3,2,2,2,4
Inter.NC_008533.0.1418714.1418814,1,4,2,2,1,3,4,2,5,6,6
ABJ54021.1,819,631,832,504,397,400,541,525,462,423,329
Inter.NC_008533.1.859483.859583,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1084271.1084371,0,0,0,0,0,1,0,0,0,2,0
Inter.NC_008533.0.398056.398156,1,2,3,3,0,1,0,0,3,1,1
Inter.NC_008533.0.1098720.1098820,1,0,0,0,1,0,0,0,0,0,0
Inter.NC_008533.1.211884.211984,0,0,0,0,0,0,2,0,0,0,0
Inter.NC_008533.0.906761.906861,0,0,0,1,0,0,0,0,0,1,0
Inter.NC_008533.0.1369852.1369952,0,0,0,0,0,1,0,0,2,0,1
Inter.NC_008533.1.987759.987859,0,2,1,2,1,0,1,2,1,1,0
Inter.NC_008533.1.738295.738395,0,1,0,0,0,1,0,0,0,0,1
Inter.NC_008533.0.1556280.1556380,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1866393.1866493,0,1,0,0,0,1,0,0,0,0,0
ABJ54569.1,1771,1319,1722,1218,1125,850,1231,1007,959,914,929
Inter.NC_008533.0.1379476.1379576,1,1,0,0,0,0,1,1,3,1,0
Inter.NC_008533.0.666625.666725,2,8,12,9,6,5,9,3,6,4,5
Inter.NC_008533.0.1464576.1464676,0,1,0,0,1,1,0,0,0,0,0
Inter.NC_008533.1.268679.268779,0,0,0,0,2,0,0,0,1,1,1
Inter.NC_008533.1.222589.222689,0,2,1,0,0,0,1,0,2,0,1
Inter.NC_008533.1.641293.641393,2,1,3,0,1,2,2,0,2,1,1
Inter.NC_008533.1.1295558.1295658,18,11,14,9,9,13,4,7,5,8,7
Inter.NC_008533.0.1247329.1247429,0,2,2,0,1,0,1,0,1,0,0
Inter.NC_008533.1.1897034.1897134,1,1,0,0,1,0,2,0,1,1,2
Inter.NC_008533.0.1363652.1363752,0,0,0,0,0,0,1,0,0,1,0
Inter.NC_008533.1.1187516.1187616,1,1,1,2,2,2,0,2,1,0,0
Inter.NC_008533.1.597108.597208,1,2,0,1,2,0,2,0,1,1,0
Inter.NC_008533.1.906354.906454,0,1,2,0,0,0,0,0,0,0,0
Inter.NC_008533.0.310707.310807,0,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.712665.712765,0,0,1,1,2,1,1,0,0,2,0
ABJ53695.1,773,747,854,665,565,552,739,602,619,733,551
Inter.NC_008533.1.629724.629824,0,1,1,0,0,0,0,0,0,1,0
Inter.NC_008533.0.1382976.1383076,1,2,2,1,0,2,1,1,1,1,2
ABJ54771.1,1165,1153,1433,990,1026,857,1245,967,983,905,955
Inter.NC_008533.1.1479628.1479728,1,0,0,1,0,2,1,1,0,0,0
Inter.NC_008533.0.1339336.1339436,0,1,0,0,0,0,0,0,0,2,0
Inter.NC_008533.1.873783.873883,0,1,4,2,1,2,2,0,0,3,0
Inter.NC_008533.1.1434819.1434919,1,0,0,0,0,1,0,0,0,1,0
Inter.NC_008533.1.596908.597008,0,1,0,0,2,0,0,1,0,1,0
ABJ53728.1,655,787,577,863,407,611,581,439,576,699,558
Inter.NC_008533.0.1722536.1722636,1,1,4,2,2,2,1,1,1,5,1
ABJ54576.1,91,83,130,64,62,90,124,123,118,106,119
Inter.NC_008533.1.311164.311264,7,11,6,8,9,6,9,3,10,8,5
Inter.NC_008533.0.1730590.1730690,0,2,2,2,0,1,2,0,0,0,2
Inter.NC_008533.1.80525.80625,1,1,0,2,1,0,3,0,0,2,0
Inter.NC_008533.1.785956.786056,1,0,2,0,1,1,1,0,1,1,1
ABJ53909.1,3105,2692,3610,2298,2234,2081,2649,2193,2230,1899,2156
Inter.NC_008533.1.352945.353045,1,1,2,1,0,0,1,0,1,1,0
Inter.NC_008533.1.944717.944817,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.65274.65374,3,5,11,4,3,2,3,3,7,3,4
Inter.NC_008533.1.2003354.2003454,56,76,70,53,35,50,70,63,63,78,53
ABJ54304.1,195,144,218,110,134,126,201,141,168,157,123
Inter.NC_008533.0.1806208.1806308,1,1,2,2,1,1,0,0,0,2,0
Inter.NC_008533.0.2033198.2033298,1,2,0,2,1,0,0,0,1,2,0
Inter.NC_008533.1.1079164.1079264,2,6,4,1,1,4,3,3,4,5,4
Inter.NC_008533.0.1381376.1381476,0,0,1,1,1,3,1,1,0,1,1
Inter.NC_008533.0.931894.931994,90,87,82,74,49,66,87,66,67,62,48
Inter.NC_008533.1.899154.899254,1,6,3,4,1,2,6,1,2,1,0
Inter.NC_008533.0.399356.399456,0,0,1,2,2,0,1,0,4,3,1
ABJ53677.1,78,90,90,55,51,52,72,63,65,59,54
Inter.NC_008533.0.1687849.1687949,2,5,2,2,2,1,4,0,3,2,2
Inter.NC_008533.0.2040900.2041000,0,0,1,0,2,1,0,0,0,0,0
Inter.NC_008533.1.994757.994857,4,1,1,4,3,1,2,3,2,1,2
Inter.NC_008533.1.563371.563471,3,1,0,2,1,1,0,2,2,2,1
Inter.NC_008533.1.559371.559471,1,0,0,0,1,0,0,1,0,1,0
Inter.NC_008533.1.691208.691308,2,2,1,1,2,1,2,1,0,0,1
Inter.NC_008533.1.237789.237889,2,2,1,3,2,2,6,1,4,6,5
Inter.NC_008533.1.306662.306762,1,0,2,1,0,1,0,0,3,1,1
Inter.NC_008533.1.499767.499867,0,1,0,1,2,0,1,2,2,0,0
ABJ54681.1,1235,1487,1559,1204,955,1109,1284,1049,1207,965,1001
Inter.NC_008533.1.753771.753871,1,1,0,0,4,0,0,0,0,2,0
Inter.NC_008533.0.1237826.1237926,5,6,6,3,3,9,4,4,4,2,6
Inter.NC_008533.0.1757393.1757493,1,1,6,3,3,4,2,2,4,0,4
Inter.NC_008533.0.1472155.1472255,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.0.372457.372557,2,1,3,1,0,2,0,0,0,1,0
Inter.NC_008533.1.652493.652593,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.1245097.1245197,0,1,0,0,0,0,0,0,2,0,1
Inter.NC_008533.1.210084.210184,2,4,4,2,5,2,4,3,9,5,1
Inter.NC_008533.0.1591101.1591201,1,0,1,0,0,0,0,0,1,3,0
Inter.NC_008533.1.268279.268379,1,0,2,3,2,1,0,1,0,1,1
ABJ54475.1,2228,2428,2802,2235,1960,2095,2462,2032,2354,1806,1960
Inter.NC_008533.0.61974.62074,0,1,1,0,1,0,0,0,0,0,0
Inter.NC_008533.1.457051.457151,0,2,3,4,0,0,3,0,2,0,2
Inter.NC_008533.0.894456.894556,55,33,62,57,38,25,49,45,45,45,39
Inter.NC_008533.0.768971.769071,146,148,159,122,71,110,139,91,108,81,76
Inter.NC_008533.0.64074.64174,0,0,0,1,1,0,0,0,0,1,0
Inter.NC_008533.1.645293.645393,0,0,0,0,0,0,0,0,0,1,1
Inter.NC_008533.0.2038446.2038546,0,0,0,1,0,0,0,1,0,0,0
Inter.NC_008533.1.147436.147536,0,3,0,0,0,1,1,2,1,0,0
Inter.NC_008533.1.124089.124189,0,0,0,0,0,0,1,0,0,0,0
ABJ54881.1,4315,3914,6236,3116,3884,2248,3512,3131,2654,2336,3328
SPD_0640,7,7,15,6,4,5,10,4,5,4,5
Inter.NC_008533.1.1330533.1330633,3,5,4,6,6,4,4,7,10,3,4
Inter.NC_008533.0.1642074.1642174,13,14,12,15,8,14,10,13,11,3,18
Inter.NC_008533.0.1416914.1417014,0,0,1,0,0,0,1,1,0,0,0
Inter.NC_008533.0.1248829.1248929,0,4,0,0,2,0,0,3,0,0,0
Inter.NC_008533.0.1629123.1629223,1,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.185884.185984,1,1,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1329150.1329250,1,0,0,0,0,1,0,0,0,0,0
Inter.NC_008533.0.1301219.1301319,1,1,1,1,0,0,4,4,0,2,0
Inter.NC_008533.0.140403.140503,4,9,6,8,2,2,3,4,2,2,5
Inter.NC_008533.0.246376.246476,0,1,0,1,0,0,0,0,0,1,0
Inter.NC_008533.1.753571.753671,4,0,3,2,5,0,1,1,2,1,2
Inter.NC_008533.1.1128317.1128417,6,2,7,14,9,11,16,9,16,6,11
Inter.NC_008533.0.522656.522756,0,1,1,0,0,0,0,0,0,1,0
Inter.NC_008533.0.2039246.2039346,0,0,1,0,0,0,0,0,1,0,1
Inter.NC_008533.0.1789157.1789257,0,1,0,1,0,0,2,0,2,0,0
Inter.NC_008533.1.816402.816502,1,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.32054.32154,2,8,0,9,3,4,2,4,7,5,1
Inter.NC_008533.0.290259.290359,0,0,4,0,1,0,0,0,0,1,0
Inter.NC_008533.0.298903.299003,118,107,137,64,54,64,71,70,76,72,64
Inter.NC_008533.0.1868293.1868393,0,1,0,0,0,0,0,0,1,0,1
Inter.NC_008533.1.1046489.1046589,4,2,2,1,1,0,0,1,1,2,0
Inter.NC_008533.0.1386176.1386276,3,3,0,2,6,1,3,3,6,5,5
Inter.NC_008533.0.1811019.1811119,0,1,0,0,0,1,1,0,0,1,0
ABJ55058.1,1703,1564,1886,1334,1411,1274,1547,1163,1276,988,1191
Inter.NC_008533.1.636235.636335,0,0,0,0,0,0,1,1,0,0,0
Inter.NC_008533.1.1548363.1548463,0,0,1,2,1,1,0,0,2,1,1
Inter.NC_008533.1.1993211.1993311,1,2,1,6,0,1,3,1,1,2,0
Inter.NC_008533.0.1819122.1819222,2,1,1,2,4,0,0,0,0,2,0
Inter.NC_008533.1.223289.223389,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.354945.355045,2,1,4,2,2,0,0,3,0,0,3
Inter.NC_008533.1.971573.971673,0,0,1,0,0,1,1,2,1,0,0
Inter.NC_008533.1.180684.180784,2,2,1,1,0,1,0,2,2,2,0
Inter.NC_008533.1.589608.589708,0,2,0,1,1,0,1,1,0,1,0
Inter.NC_008533.1.1324002.1324102,90,97,127,81,70,68,93,69,68,64,82
Inter.NC_008533.0.1426314.1426414,1,1,3,0,3,2,5,2,4,0,1
Inter.NC_008533.1.1642019.1642119,1,2,3,1,2,3,2,1,0,1,0
ABJ54795.1,203,219,275,241,149,174,229,169,226,191,180
ABJ53684.1,751,648,773,596,560,558,710,566,570,388,532
Inter.NC_008533.1.1464647.1464747,1,2,2,0,0,0,0,2,4,3,2
Inter.NC_008533.0.1419914.1420014,1,1,1,0,3,2,2,1,1,0,0
Inter.NC_008533.1.7800.7900,0,0,2,2,1,1,0,0,0,1,0
Inter.NC_008533.1.828550.828650,2,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.336294.336394,0,0,1,0,0,0,1,0,0,0,0
Inter.NC_008533.1.929617.929717,2,0,3,0,0,0,1,1,1,0,1
Inter.NC_008533.1.578181.578281,0,0,1,0,0,1,0,0,0,0,0
Inter.NC_008533.1.975373.975473,0,1,3,0,1,1,2,0,2,0,1
Inter.NC_008533.1.314494.314594,1,0,1,0,0,2,1,1,0,0,0
Inter.NC_008533.1.76925.77025,1,3,7,3,1,0,7,2,4,5,3
Inter.NC_008533.1.594108.594208,0,0,0,1,1,0,1,0,0,0,0
Inter.NC_008533.0.1658805.1658905,1,1,3,1,0,0,3,1,1,3,1
Inter.NC_008533.1.112186.112286,3,1,3,2,0,0,0,2,0,3,2
Inter.NC_008533.1.529521.529621,0,0,1,0,1,2,6,1,1,1,0
Inter.NC_008533.0.1250329.1250429,1,0,2,0,0,2,0,3,1,2,3
Inter.NC_008533.1.205984.206084,7,6,5,7,6,4,7,3,6,4,4
ABJ55230.1,1649,1693,2366,1469,1568,1386,1876,1503,1600,1141,1541
Inter.NC_005022.1.2200.2300,0,0,0,1,0,1,0,0,0,1,0
Inter.NC_008533.0.795780.795880,0,0,1,0,0,0,0,1,1,0,0
Inter.NC_008533.0.1156628.1156728,4,2,0,2,1,0,1,2,0,1,0
Inter.NC_008533.0.86392.86492,3,3,7,3,1,7,4,9,8,4,0
Inter.NC_008533.1.797282.797382,0,0,4,1,0,0,2,0,0,0,1
Inter.NC_008533.1.808379.808479,9,9,5,4,18,3,12,11,13,5,11
Inter.NC_008533.1.236889.236989,2,6,1,4,7,1,3,6,4,2,4
Inter.NC_008533.1.822702.822802,1,0,0,1,1,0,0,1,0,1,0
Inter.NC_008533.1.1175639.1175739,13,9,15,13,9,16,18,16,15,21,11
Inter.NC_008533.1.1759265.1759365,594,624,750,426,418,443,535,519,427,505,505
Inter.NC_008533.0.1524156.1524256,0,0,1,0,0,0,0,1,0,0,0
Inter.NC_008533.0.1654012.1654112,2,4,6,1,6,4,5,1,1,4,6
Inter.NC_008533.1.353445.353545,5,4,4,5,9,2,5,3,7,3,3
Inter.NC_008533.1.138308.138408,0,0,1,0,0,0,0,3,2,0,1
SPD_2008,29,35,33,15,12,26,17,21,26,26,19
Inter.NC_008533.0.171222.171322,0,1,0,0,0,1,1,1,2,1,1
