X,UA159_1count,UA159_2_count,UA159_3_count,X1995_1_count,X1995_2_count,X1995_3_count
SMU_01,2262,2727,2444,2201,2021,1810
SMU_02,3792,5177,5018,4814,4852,4565
SMU_05,88,69,84,90,67,66
SMU_06,9880,11372,10593,10196,8975,8761
SMU_07,766,959,871,715,577,504
SMU_08,3135,3784,3722,3259,2916,2679
SMU_09,847,823,873,759,568,670
SMU_10,358,340,322,310,310,301
SMU_100,277,413,309,289,256,211
SMU_1000,1,0,0,1,0,1
SMU_1001,19,27,16,23,15,19
SMU_1002,9463,11844,11696,10757,9388,8816
SMU_1003,5698,6619,6911,6855,7411,6550
SMU_1004,14673.5,16192.71,15952.48,16498.37,15617.57,12755.41
SMU_1005,236403.5,259250.29,259468.52,230298.63,237093.43,198810.59
SMU_1006,1081,1161,1273,1148,946,817
SMU_1007,1458,1936,1814,1764,1449,1361
SMU_1008,1296,1596,1509,1282,1229,1264
SMU_1009,2400,3309,3115,2756,2149,2333
SMU_101,747,770,709,539,533,401
SMU_1010,266,303,314,312,242,254
SMU_1011,301,296,314,311,282,266
SMU_1012c,119,117,123,133,143,95
SMU_1013c,253,298,362,400,428,457
SMU_1014,864,926,939,897,766,753
SMU_1016,687,667,666,646,622,558
SMU_1017,2307,3174,2924,2847,2818,2510
SMU_1018,1,2,1,2,7,6
SMU_1019,447,588,647,554,482,486
SMU_102,1660,1962,1762,1433,1276,1058
SMU_1020,1825,2401,2496,2182,2256,1957
SMU_1021,3749,5154,5195,4628,4541,4054
SMU_1022,871,1262,1339,1211,1188,996
SMU_1023,3604,4497,4760,4451,4606,4134
SMU_1024c,0,0,0,0,0,0
SMU_1025,74,99,122,92,77,82
SMU_1026,84,102,71,77,81,75
SMU_1027,31,43,34,29,32,41
SMU_1028,761,900,788,740,684,644
SMU_1029,0,0,1,0,0,0
SMU_103,703,897,745,694,510,493
SMU_1030,0,0,0,0,0,0
SMU_1031,0,0,0,0,0,0
SMU_1032,775,830,961,921,787,803
SMU_1034c,981,1022,1088,1134,1097,952
SMU_1035,197,201,224,216,206,160
SMU_1036,39,43,45,54,68,53
SMU_1037c,2401,2515,2575,2576,2143,2317
SMU_1038c,2914,2775,3369,3111,2545,2517
SMU_1039c,2185,2451,2369,2190,1934,2194
SMU_104,4827,5962,5454,4516,4238,3647
SMU_1040c,4458,4804,5230,4595,4294,4514
SMU_1041,2550,3004,3009,2680,2441,2199
SMU_1042,1410,2162,1955,1952,1800,1896
SMU_1043c,19638,22113,22590,22683,25058,20499
SMU_1044c,2263,2833,2999,2670,2489,2388
SMU_1045c,1933,2665,3010,2450,2107,1959
SMU_1046c,4296,5111,5461,4514,3631,3483
SMU_1047c,15188,14842,12898,14217,16656,15795
SMU_1048,1263,1540,1424,1319,1101,1242
SMU_105,8589.82,10795.67,11094.25,10519.69,10484.07,9521.7
SMU_1050,10797,12387,13560,12291,11627,10332
SMU_1051,5045,6399,6281,5611,4902,4742
SMU_1052,807,1161,1073,908,788,802
SMU_1053,1127,1429,1564,1342,1263,1337
SMU_1054,1825,2212,2260,2123,2141,1883
SMU_1055,1007,1166,1342,979,821,864
SMU_1056,116,175,231,178,161,186
SMU_1057,399,610,549,521,551,602
SMU_1058,4273,4017,4181,3673,3348,3274
SMU_1059,1539,2368,1815,1445,1375,1298
SMU_1060,14381,16702,18766,15683,15049,12958
SMU_1061,1067,1585,1437,1214,1034,1190
SMU_1062,21498,26779,28716,19866,18645,16142
SMU_1063,15068,20089,22019,13739,12377,11005
SMU_1064c,516,671,598,527,569,584
SMU_1065c,1837,1939,1903,1674,1681,1534
SMU_1066,34412,40047,41389,41007,53076,43799
SMU_1067c,1502,2001,2366,1956,2005,1929
SMU_1068c,2502,2837,3371,2896,2671,2541
SMU_1069c,246,337,366,300,259,289
SMU_106c,4791.74,5929.57,7287.33,5941.6,5437.67,4467.64
SMU_107,0,2,0,0,0,0
SMU_1070c,742,1108,993,759,825,773
SMU_1071c,1241,1465,1560,1614,1568,1733
SMU_1072c,125,178,170,134,165,164
SMU_1073,9650,11815,13331,12710,14892,15256
SMU_1074,2437,2664,2810,2130,1905,1846
SMU_1075,2629,2891,2904,2589,2379,2095
SMU_1076,6038,6082,5546,6448,7302,6306
SMU_1077,124042,154055,152200,159455,166319,139806
SMU_1078c,7750,8738,9020,8769,7834,6936
SMU_1079c,7703,8814,9268,8586,7310,6383
SMU_108,42,56,53,34,19,20
SMU_1080c,4881,4446,4527,4058,3387,3125
SMU_1081c,7356,8844,8173,7640,6303,5881
SMU_1082,15103,13595,15367,14058,12308,9838
SMU_1083c,8166,7944,7989,7414,6417,5854
SMU_1084,6749,7621,7699,6977,6368,5363
SMU_1085,7883,8405,9186,7810,7390,5944
SMU_1086,4674,6072,5750,5215,4689,4359
SMU_1087,532,733,711,635,621,602
SMU_1088,20525,26166,24273,23834,23677,20683
SMU_1089,11558,14530,12663,11982,10525,9943
SMU_109,467,447,495,445,411,389
SMU_1090,32226,38676,37730,36944,38496,31635
SMU_1091,6423,7218,7567,5914,5902,5449
SMU_1093,34,49,67,46,39,34
SMU_1094,0,11,9,13,7,14
SMU_1095,4795,6195,6575,5708,5506,5546
SMU_1096,3097,4136,4386,3734,3725,3610
SMU_1097c,844,1009,945,822,811,901
SMU_1098c,3802,4682,5197,4423,4560,4360
SMU_11,3,3,4,0,2,0
SMU_110,366,516,415,384,348,451
SMU_1100c,4445,5477,5823,6025,6994,6629
SMU_1102,2505,3538,3552,3575,3715,3637
SMU_1104c,712,861,945,919,908,769
SMU_1105c,1059,1127,1304,1267,1155,1113
SMU_1106c,838,964,1006,957,886,763
SMU_1107c,665,953,1035,798,646,679
SMU_1108c,1051,1313,1345,1231,1118,1138
SMU_1109c,6600,7624,7990,8523,9806,7987
SMU_1111c,1281,2023,1750,1659,1421,1508
SMU_1112c,1567,2080,2052,1750,1650,1431
SMU_1113,5248,6498,6090,6125,5903,5027
SMU_1114,21329,25003,26681,25678,27099,22532
SMU_1115,77322,93610,97940,98656,115587,102982
SMU_1116c,13983,18916,15641,16872,11702,15767
SMU_1117,20878,27773,27137,27574,20557,25123
SMU_1118c,8083,11403,11030,11482,13409,11635
SMU_1119c,6445,8688,8846,9047,10327,8419
SMU_1120,19015,21228,20520,20476,19994,15942
SMU_1121c,23720,31080,31156,29927,28473,23334
SMU_1122,3004,3279,2961,2906,2615,2401
SMU_1123,3693,5169,4969,4628,4477,4018
SMU_1124,4613,5099,5361,4668,4736,3872
SMU_1125c,1536,2080,2076,1942,1767,1731
SMU_1126,917,1171,1001,905,734,874
SMU_1127,3630,7036,6406,5965,7225,6949
SMU_1128,2926,3688,3312,3014,2658,2459
SMU_1129,1108,1309,1239,1044,988,967
SMU_112c,850,1065,977,906,843,924
SMU_113,124,161,140,131,145,101
SMU_1131c,203,321,430,281,212,213
SMU_1132,32750,43225,42954,41442,39750,37174
SMU_1133,1919,2226,2317,1735,1535,1565
SMU_1134c,2615,3445,3416,2942,2636,2405
SMU_1135,3748,3992,4238,3606,3055,2575
SMU_1136,6062,6990,7807,7082,6745,5404
SMU_1137,8010,9086,9337,8507,8301,7178
SMU_1138,5478,6956,7273,6932,6685,5718
SMU_1139c,4214,4752,4533,3934,3597,3185
SMU_114,453,447,446,497,529,392
SMU_1140c,3181,3971,4144,3834,3295,3145
SMU_1141c,343,413,513,434,393,321
SMU_1142c,3399,4935,4404,4606,5141,5411
SMU_1143c,5295,5909,5484,5386,5161,4776
SMU_1144,3872,4665,5106,4570,4990,4044
SMU_1145c,760,1034,960,887,851,790
SMU_1146c,287,368,358,359,298,314
SMU_1147c,446,473,548,535,440,378
SMU_1148,8,7,13,16,6,8
SMU_1149,9,15,10,16,12,10
SMU_115,44,46,83,68,61,68
SMU_1150,10,30,19,26,19,27
SMU_1151c,7060,7649,8215,8491,9242,8395
SMU_1152c,192,241,297,276,323,332
SMU_1153c,1580,1834,1885,1846,1571,1589
SMU_1154c,456,421,473,464,486,337
SMU_1155,6,4,13,6,3,4
SMU_1156c,389,331,444,396,361,368
SMU_1157c,1074,1186,1271,1195,959,1065
SMU_1158c,2265,1659,2139,1909,1500,1425
SMU_1159c,302,201,276,221,182,193
SMU_116,183,292,266,312,280,245
SMU_1160c,631,597,538,496,398,461
SMU_1161c,197,158,276,206,162,186
SMU_1163c,4017,4681,4875,5172,5810,4961
SMU_1164c,3089,3521,3614,3959,4496,3648
SMU_1165c,352,560,492,577,577,546
SMU_1166c,853,999,948,1018,896,852
SMU_1167c,198,225,246,260,245,215
SMU_1168,376,536,486,556,593,572
SMU_1169c,1823,2245,2109,2090,1685,1621
SMU_1170,1067,1157,1276,1121,887,954
SMU_1171c,1348,1749,1782,1552,1546,1318
SMU_1172c,4469,5479,5420,5340,5184,4940
SMU_1173,7209,8514,8950,8786,8896,7560
SMU_1174,14526,16189,16427,16627,16604,14037
SMU_1175,179,250,232,269,342,234
SMU_1176,5163,5253,5826,6169,5946,5175
SMU_1177c,5033,6007,6028,5539,5310,4550
SMU_1178c,2941,4047,3882,3668,3501,3118
SMU_1179c,6077,7489,7552,7558,7047,5647
SMU_117c,881,929,896,1037,1001,963
SMU_1180,2030,2208,2027,1995,1767,1738
SMU_1182,2105,2836,2563,2350,2319,1951
SMU_1183,1006,1168,1031,976,874,736
SMU_1184c,2980,3697,2908,2882,2441,1917
SMU_1185,2577,2843,2190,2486,2557,1497
SMU_1187,34809,40238,34151,31711,32543,19998
SMU_1188,1891,3159,2653,2650,2619,3187
SMU_1189c,425,616,604,494,501,496
SMU_118c,3607,4262,3880,4286,4993,4721
SMU_119,3023,3435,3382,3326,4098,3669
SMU_1190,63050,76480,82211,73397,74530,63254
SMU_1191,37914,43708,48279,41983,46880,40070
SMU_1192,7627,10727,10907,10214,9488,9150
SMU_1193,1042,1071,1029,1016,938,745
SMU_1194,1008,1172,1158,1183,964,983
SMU_1195,1036,1347,1204,1412,1100,1009
SMU_1196c,216934,239890,231956,241399,315128,287070
SMU_1197,1597,2061,1905,1926,1950,1823
SMU_12,2397,2691,3239,2771,2516,2401
SMU_120,645,1074,970,881,1112,1155
SMU_1200,101880,130222,135174,124835,148542,136305
SMU_1201c,327,503,489,423,415,456
SMU_1203,17008,17755,20572,21292,27740,21921
SMU_1204,18822,20996,22509,19865,20466,17466
SMU_1205c,375,693,510,450,392,490
SMU_1206c,1194,1838,1639,1314,1058,1178
SMU_1207,2966,2517,3207,2545,2411,1871
SMU_1208c,4845,4646,5531,4286,3922,3267
SMU_1209c,2891,4224,3738,3017,2814,2690
SMU_121,187,248,237,252,260,233
SMU_1210,12811,12720,13291,11361,11484,9174
SMU_1211,1813,2335,2321,2487,3174,2574
SMU_1213c,19016,21958,23975,22846,23293,20511
SMU_1214,11485,11587,12306,11895,12534,10267
SMU_1215,5190,6259,6338,6244,6986,5962
SMU_1216c,2999,3917,3972,4128,5208,4214
SMU_1217c,2401,2997,3055,3239,2974,3729
SMU_1218,2227,2289,2565,2327,2277,1867
SMU_1219c,769,794,847,728,667,624
SMU_1220c,1583,1919,1900,1935,1876,1993
SMU_1221,3987,4138,4283,4113,3904,3796
SMU_1222,3020,3072,3518,3355,3794,3137
SMU_1223,810,870,858,897,1047,763
SMU_1224,794,915,912,943,1209,930
SMU_1225,6492,7307,7263,7592,8681,8084
SMU_1226c,2150,2932,2919,2911,2791,2601
SMU_1227,3087,4082,4445,3950,3733,3456
SMU_1228c,4271,6222,6535,6048,5771,5104
SMU_1229,5697,6874,7246,6425,6246,5643
SMU_123,18504,21411,22023,21670,24630,21717
SMU_1230c,3616,5251,4932,4330,4217,4211
SMU_1231c,399,278,229,264,233,206
SMU_1232c,1307,1423,1660,1439,1658,1315
SMU_1233,11385,13465,14353,12679,14252,11945
SMU_1234,2817,3410,3402,3052,3541,3377
SMU_1235,7185,7540,8236,7880,8022,7908
SMU_1236c,154,238,250,223,212,188
SMU_1237c,56,89,78,61,56,70
SMU_1238c,10109,10780,10600,10907,11644,11125
SMU_1239,18603,21502,22134,21978,23843,21650
SMU_124,6306,6436,6439,7153,8579,8142
SMU_1240c,6182,7676,7308,7313,7758,6780
SMU_1241,7332,8886,9280,8438,8654,7236
SMU_1243,2048,2633,2562,2454,2073,2469
SMU_1245c,2931,3737,3935,3745,3768,3300
SMU_1246c,1929,2058,1944,1717,1651,1317
SMU_1247,171365,231714,240257,219821,258678,225947
SMU_1249c,1206,1611,1539,1306,1131,1302
SMU_125,5454,7300,6700,8434,10199,9922
SMU_1250c,29,50,46,36,48,34
SMU_1251,449,370,454,352,415,389
SMU_1252,1487,1627,1834,1649,1968,1737
SMU_1253c,173,283,284,246,213,261
SMU_1254,831,887,946,963,1127,1043
SMU_1255c,878,1221,1383,1151,1159,1010
SMU_1256c,483,625,549,485,518,579
SMU_1257c,4790,5975,6096,5600,5670,5399
SMU_1258c,272,322,365,241,225,265
SMU_1259,1,4,2,3,0,4
SMU_1260c,266,259,216,218,230,205
SMU_1261c,260,284,297,288,286,256
SMU_1262c,405,454,375,415,344,310
SMU_1263,621,801,724,638,674,517
SMU_1264,1952,2425,2622,2209,2163,1979
SMU_1265,3080,3358,3695,3068,2948,2513
SMU_1266,1731,2051,2287,1974,1993,1672
SMU_1267c,1169,1524,1529,1517,1468,1261
SMU_1268,2491,2906,3038,3028,3110,2427
SMU_1269,3652,3648,4118,3706,3977,3140
SMU_127,10535,14525,16153,13413,11566,17231
SMU_1270,7718,7546,7887,7211,7408,5746
SMU_1271,1768,2248,2158,2004,1945,1758
SMU_1272,3565,3947,4142,3833,3851,3347
SMU_1273,3411,4358,4046,3744,3790,3650
SMU_1276c,36303,46489,44089,41118,39666,35243
SMU_1277,25981,30553,31697,28682,27083,23285
SMU_1278c,10069,9823,9723,9719,9094,7530
SMU_1279c,8683,11364,12082,11501,13176,13090
SMU_128,11262,15787,17830,16333,13779,19353
SMU_1280c,119,109,108,115,91,83
SMU_1282,301,309,308,269,241,206
SMU_1284c,792,775,850,791,815,663
SMU_1286c,850,1091,1080,973,847,853
SMU_1287,107,215,148,126,173,269
SMU_1288,43350,56294,61243,58523,76290,60786
SMU_1289c,3956,5023,5497,5896,6525,5816
SMU_129,13207.47,19541.08,20628.28,20837.73,17046.28,22934.94
SMU_1290c,4164,4155,4295,4470,4955,4195
SMU_1291c,1013,1092,1217,1208,1380,1301
SMU_1292c,8753,8628,9121,8204,7238,7383
SMU_1293c,17620,21185,24412,20848,20358,18915
SMU_1294,849,847,834,576,600,710
SMU_1295,2487,3176,3643,2858,2764,2814
SMU_1296,2986,4061,4154,2693,2956,3422
SMU_1297,9607,11612,12264,9184,8437,10664
SMU_1298,9412,10887,10183,8066,8776,11878
SMU_1299c,337,375,350,7076,6629,6677
SMU_13,1049,1140,1083,981,919,952
SMU_130,21520.53,29596.92,30345.72,34513.27,27561.72,33568.06
SMU_1300c,463,545,600,10576,10476,9521
SMU_1301c,1400,1466,1580,37668,34398,32723
SMU_1302,5575,6616,6731,197808,183532,173246
SMU_1303c,19839,20083,20165,20317,18289,16530
SMU_1304c,8907.12,11745.56,11737.92,10779.05,9791,8700.13
SMU_1305c,6883,8661,9434,8644,8026,6941
SMU_1306c,5614,6674,6761,6574,6145,5481
SMU_1307c,3529,4479,4405,4350,4220,3619
SMU_1308,1709,2332,2294,2432,2450,2189
SMU_1309c,7699,8852,8990,9286,9032,8134
SMU_131,9561,14028,13983,17495,13495,16073
SMU_1310,0,0,0,0,0,0
SMU_1311,19345,21704,22087,21428,23319,19265
SMU_1312,9243,12027,11802,10588,10059,9071
SMU_1313c,12913,16002,16221,14438,12904,11722
SMU_1314,8518,8604,9456,10131,12461,11010
SMU_1315c,2668,3046,2868,3580,3234,2761
SMU_1316c,198,349,224,325,354,376
SMU_1317c,469,747,617,739,741,550
SMU_1319c,2124,2526,2599,3064,3849,3370
SMU_132,3839,5064,5223,6626,5048,5621
SMU_1321c,2832,3847,3939,4434,5508,5267
SMU_1322,6323,7909,8844,8123,10910,9839
SMU_1323,5247,5277,5513,5739,7176,6899
SMU_1324,8734,11705,11216,11764,11754,10933
SMU_1325,11327,13624,13493,13649,12591,11547
SMU_1326,12333,15763,16327,15502,14908,13401
SMU_1327c,1462,1756,1628,1627,1726,1434
SMU_1329c,313,330,396,348,350,319
SMU_1330c,29,43,32,40,44,32
SMU_1331c,163,174,179,167,219,173
SMU_1332c,743,1102,1091,1109,1162,1452
SMU_1334,44,73,84,102,86,81
SMU_1335c,197,124,197,184,135,116
SMU_1336,56,49,81,92,46,66
SMU_1337c,40,22,36,32,14,22
SMU_1338c,85,111,148,158,116,107
SMU_1339,30837,19864,29972,29651,20694,24542
SMU_133c,808,1046,992,871,1200,1010
SMU_134,255,408,301,301,461,380
SMU_1340,56560,34001,55343,54281,35323,41745
SMU_1341c,36220,24365,37000,38529,25545,31135
SMU_1342,47533,29680,48291,51865,34916,41475
SMU_1343c,29096,16410,28140,30154,20703,22998
SMU_1344c,1932,1768,2130,2545,2185,2777
SMU_1345c,17411,14873,19212,16887,12850,15924
SMU_1346,11242,10026,10837,10335,7812,8724
SMU_1347c,48675.23,35358.9,51571.67,39288.6,32566.01,35588.76
SMU_1348c,1279.28,1450.51,1580.88,1154.59,985.02,1045.37
SMU_1349,806,1476,1275,1405,1531,1571
SMU_135,1992,2324,1963,1914,1700,1663
SMU_1351,486,574,589,475,487,462
SMU_1352,71,76,89,68,56,68
SMU_1353,160,162,197,194,203,186
SMU_1354c,346,310,412,350,318,276
SMU_1355c,86,81,114,87,76,79
SMU_1356c,537,698,756,633,497,582
SMU_1357,0,0,3,1,0,0
SMU_1358,0,3,0,3,1,0
SMU_1359,0,0,0,0,0,0
SMU_1360c,288,340,322,298,224,246
SMU_1361c,667,959,902,694,665,781
SMU_1363c,931,1030,1305,1030,1062,1044
SMU_1365c,6726.77,18707.1,9338.33,14121.4,11308.99,7334.24
SMU_1366c,14424.72,15959.49,17981.12,13469.41,11289.98,11511.63
SMU_1367c,221,269,313,233,216,165
SMU_1368,45,33,47,49,20,35
SMU_1369,24,31,28,20,22,22
SMU_136c,736,811,719,665,711,515
SMU_137,1589,1627,1632,5691,7334,6207
SMU_1370c,64.97,73.99,56.45,67.1,73.41,68.47
SMU_1372c,84,79,72,89,74,69
SMU_1373c,24,16,16,21,10,17
SMU_1374,45,71,61,60,62,62
SMU_1375c,2242,2932,2921,2637,2493,2387
SMU_1377c,13645,15905,15846,15756,19723,17839
SMU_1378,5,8,9,7,2,4
SMU_1379,117.36,129.16,127.04,113.12,76.98,86.55
SMU_138,541,635,647,2122,2765,2198
SMU_1380,511.57,583.55,546.44,496.08,407.47,409.57
SMU_1381,3529.9,4066.75,4323.07,4010.56,4280.79,3913.1
SMU_1382,5577,6091,6133,5812,5601,5010
SMU_1383,3481,4207,4680,4380,4379,3525
SMU_1384,5507,6613,6587,6306,6727,5752
SMU_1386,2615,3061,3281,3191,3213,2766
SMU_1387,4654,5678,5478,5812,6112,5840
SMU_1388,3438,3611,3633,3844,3485,3359
SMU_1389,16368,19940,20113,20624,22762,22217
SMU_139,868,936,1048,3111,3999,3351
SMU_1390,1744,2630,2576,2751,3304,3037
SMU_1391c,8533,8354,8338,8462,8638,7293
SMU_1392c,1551,2182,1828,1734,1536,1641
SMU_1393c,3526,4170,4267,4111,3766,3269
SMU_1394,11488,13332,13568,13210,14005,12695
SMU_1395c,85,143,113,101,69,99
SMU_1396,17901,20012,19510,18974,18041,19191
SMU_1397c,1466,2179,1446,1761,2271,2425
SMU_1398,3455,5309,4838,4153,4494,4319
SMU_1399,15,8,12,10,11,11
SMU_14,5232,7866,8524,6887,6255,5574
SMU_140,1035,1090,1160,3609,4494,3636
SMU_1400c,591,884,935,905,1048,954
SMU_1402c,583,757,604,646,589,500
SMU_1403c,748,809,935,768,830,634
SMU_1404c,2898,3388,3306,3175,2810,2225
SMU_1405c,8862,8801,8507,7878,6632,5610
SMU_1406c,562,613,601,605,729,594
SMU_1407c,59.58,0.49,119.72,27.63,22.62,0
SMU_1408c,117.36,129.16,127.04,113.12,76.98,86.55
SMU_1409c,954,1204,1032,1076,1154,936
SMU_141,547,574,549,1754,2076,1878
SMU_1410,1732,1762,1865,1377,1734,1179
SMU_1411,483,789,837,612,767,589
SMU_1412c,6267,7898,8151,7229,7082,6167
SMU_1414c,1182,1405,1381,1530,1539,1487
SMU_1415c,3189,3214,3441,3337,3272,2964
SMU_1416c,1732,2103,1962,2067,2166,1807
SMU_1417c,1279,1463,1514,1417,1295,1156
SMU_1418,2823,3178,3185,3103,3035,2598
SMU_1419,2306,2345,2860,2444,2478,2200
SMU_1420,2064,2708,3408,2737,3084,2512
SMU_1421,395,586,623,547,606,549
SMU_1422,388,460,510,444,421,380
SMU_1423,257,323,356,341,305,274
SMU_1424,309,369,396,321,366,399
SMU_1425,7476,9556,7961,10255,9668,9209
SMU_1426c,19030,20253,21849,22336,26526,22925
SMU_1427c,6814,9120,8442,8768,8279,7731
SMU_1428c,3391,3941,4331,4242,4411,4359
SMU_1429,12350,13671,14279,15118,17045,14761
SMU_1430,5184,6316,6952,7063,8186,6941
SMU_1431c,8484,8649,9096,9803,10951,9058
SMU_1432c,5668,6361,6948,6498,6026,5516
SMU_1434c,6411,7046,7987,7106,6658,6029
SMU_1435c,0,1,3,3,0,1
SMU_1436c,2141,2804,3054,2589,2327,2373
SMU_1437,8977,10165,12267,10563,9517,8688
SMU_1438c,1450,1735,2055,1713,1524,1301
SMU_143c,5049,5166,5705,5270,5917,6019
SMU_1442c,4246,5008,4651,3980,3540,4207
SMU_1443c,8431,10039,9997,8666,7901,7714
SMU_1444c,14095,19069,18784,17586,19599,17837
SMU_1445c,7156,6678,6948,6958,7755,6629
SMU_1446c,2234,3064,2982,2788,3163,2909
SMU_1447c,4370,5395,5107,4702,4834,3934
SMU_1449,2727,3019,3025,2776,2440,2320
SMU_144c,7309,8974,8446,8691,8800,8375
SMU_145,8656,10390,11340,12384,16435,12809
SMU_1450,14745,17480,18380,19411,21069,19072
SMU_1451,5075,6280,6613,7363,7826,8759
SMU_1452,10430,12369,14504,14867,15788,16918
SMU_1453c,2947,3482,3311,3181,2694,2640
SMU_1454c,1408,1831,1724,1583,1548,1445
SMU_1455,502,648,671,588,535,560
SMU_1456c,67,119,144,95,84,82
SMU_1457,29971,33319,35266,35760,41529,33806
SMU_1459c,5788,6240,6302,6470,7630,6701
SMU_1460,11475,12754,12873,13150,15458,12016
SMU_1461,17888,20736,19925,20172,23666,20178
SMU_1462c,4603,5016,5017,4337,4053,3510
SMU_1463c,2366,2684,2744,2390,2182,1836
SMU_1464c,1331,1893,1874,1575,1525,1364
SMU_1465c,1774,2572,2635,2533,2453,2442
SMU_1466,6259,8309,8150,8553,8077,7614
SMU_1467,5842,6227,6430,6411,6739,6484
SMU_1470c,1244,1287,1336,1122,1046,905
SMU_1471c,683,898,857,754,759,623
SMU_1472,10260,11301,11848,12393,11222,10045
SMU_1473c,6326,7901,8255,8243,7635,7790
SMU_1474c,4072,4270,4495,4229,3772,3957
SMU_1475c,2133,2228,2169,1935,1698,1638
SMU_1476c,15850,19007,19166,18436,19491,18912
SMU_1477,1434,1661,1706,1692,1722,1706
SMU_1479,1123,1138,1036,944,1136,1241
SMU_148,224175,244224,234431,203831,287016,161472
SMU_1480,445,591,585,533,534,589
SMU_1482c,4386,4904,4843,4877,4510,4201
SMU_1483c,746,985,1085,972,911,842
SMU_1484c,4425,4802,5043,4691,4739,4137
SMU_1485c,2172,2685,2528,2470,2228,2098
SMU_1486c,1121,1067,1135,1051,1121,872
SMU_1487,1382,1581,1387,1310,1627,1454
SMU_1488c,98,172,153,103,73,83
SMU_1489,408,508,571,346,316,343
SMU_149,690,869,863,709,856,670
SMU_1490,1766,1872,1938,1330,1389,1195
SMU_1491,1097,1350,1440,935,829,790
SMU_1492,213,311,324,169,169,128
SMU_1493,534,563,640,337,364,270
SMU_1494,601,745,700,350,299,273
SMU_1495,225,238,264,134,116,113
SMU_1496,41,103,73,38,38,26
SMU_1498,648,728,705,599,585,697
SMU_1499,8372,10242,10209,10281,9945,8836
SMU_15,51595,61681,65456,59825,59982,52299
SMU_150,333,444,422,351,350,319
SMU_1500,5419,6581,6506,6669,6450,5920
SMU_1502c,343,447,557,520,641,589
SMU_1504c,88,101,107,88,99,67
SMU_1505c,19.74,20.15,18.12,18.29,23.5,13.43
SMU_1506c,277,519,508,493,506,403
SMU_1507c,158,188,134,153,144,157
SMU_1508c,475,571,525,610,457,457
SMU_1509,333,554,449,385,369,381
SMU_151,9900,7715,7523,7136,7972,6268
SMU_1510,27039.26,29713.85,30756.88,30701.71,34361.5,27043.57
SMU_1511c,3230,3876,3237,3340,3114,2958
SMU_1512,13691,15404,14786,13959,14273,11671
SMU_1513,18222,20242,22811,19247,18442,17150
SMU_1514,3673,3557,3743,3391,2943,2742
SMU_1515,5708,6765,7361,6937,6159,5967
SMU_1516,10857,13196,14258,12625,11248,10719
SMU_1517,5527,6705,6909,5670,5016,5392
SMU_1519,9601,10204,10511,7177,7273,5709
SMU_152,6145,6030,6123,4672,3920,3332
SMU_1520,6323,7061,6754,5039,4776,3970
SMU_1521,5089,5259,5627,4184,4574,3786
SMU_1522,3651,4860,4402,3674,4192,3646
SMU_1523,5041,5496,5808,5462,5185,5044
SMU_1524c,104,155,154,143,158,164
SMU_1525,7252,8426,9690,8693,9116,9340
SMU_1526c,111,186,161,154,147,168
SMU_1527,21526,29147,29839,25757,30506,27983
SMU_1528,153609,175511,192790,173079,194724,158174
SMU_1529,27050,38034,37449,32808,33742,30396
SMU_153,1789,2079,2122,1595,1365,1289
SMU_1530,81002,105977,112437,93250,96853,80014
SMU_1531,12679,19349,17371,14004,13576,11972
SMU_1532,12129,16526,16374,13473,13306,11292
SMU_1533,23919,35444,32362,29199,27946,24792
SMU_1534,21677,25867,23802,22555,21547,18198
SMU_1535,69961,94224,92374,108730,110785,101947
SMU_1536,37403,47967,46977,52735,52112,46095
SMU_1537,13107,20788,18201,20213,19055,17727
SMU_1538,56559,55850,52765,60359,54867,45406
SMU_1539,41556,43283,37952,42612,39795,36256
SMU_154,6620,8107,8703,7328,9604,9794
SMU_1541,17195,20496,21550,20402,19092,17836
SMU_1542c,6374,7669,8100,7357,7314,6789
SMU_1543,16682,18478,20272,19530,20512,18287
SMU_1545c,941,1462,1370,1377,1563,1586
SMU_1546,878,1060,1134,1189,1453,1437
SMU_1547c,1651,1916,2113,2192,2388,2162
SMU_1548c,4345,4976,5327,5557,6835,5793
SMU_155,33286,36620,38580,37129,42708,34538
SMU_1550c,171,263,311,293,315,277
SMU_1551c,321,301,358,336,344,365
SMU_1552c,124,151,166,140,104,95
SMU_1553c,38,76,76,53,52,68
SMU_1554c,70,94,66,65,46,30
SMU_1555c,3458,5172,4509,5037,4723,5025
SMU_1556,13511,12560,14171,14002,13709,12173
SMU_1557c,3020,3870,3982,3439,3270,3034
SMU_1558c,1833,2317,2209,1946,1587,1586
SMU_156,3228,4867,4167,4061,4164,4031
SMU_1560,849,1021,982,1026,1070,1024
SMU_1561,4422,5571,5712,5609,5380,5843
SMU_1562,2257,3332,3539,3457,3355,3721
SMU_1563,32268,37949,42474,41207,44011,43766
SMU_1564,9201,12615,11092,12848,12595,11030
SMU_1565,8171,9334,8286,9226,9915,7900
SMU_1566,6100,7758,7919,7956,8029,9124
SMU_1568,10185,11829,9879,10237,10572,8523
SMU_1569,3742,4783,4283,4210,3728,3248
SMU_157,10529,10804,12349,11560,12434,9814
SMU_1570,2280,2866,2612,2574,2488,2008
SMU_1571,3065,3752,3597,3619,3800,3164
SMU_1572,21841,24346,25153,25770,29786,26439
SMU_1573,12473,15515,16702,16809,22849,19199
SMU_1574c,1853,1962,2232,2045,1821,1791
SMU_1575c,5,7,8,4,7,5
