,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count
SMU_1860,2267,3620,6321.5,6667,6076.5,3997.5,3090.5,4723.5,6232,3376,3876,4033,5862,5916,6762.5,1950.5,1966.5,1838
SMU_1861c,78,123,210,207,183,189,103,141,198,245,178,136,190,177,204,436,450,441
SMU_1862,323,424,417,200,104,678,204,259,350,432,333,364,200,243,303,1079,1362,1073
SMU_1865,136,170,288,222,225,821,475,506,661,157,198,196,280,234,414,306,269,299
SMU_1867c,785,1076,1316,1621,1197,2083,2133,2175,2562,881,1000,944,1031,1016,1360,969,829,835
SMU_1869,4718,7452,10550,5062,9571,4540,6429,7956,10951,7302,14987,11914,6573,3799,7444,7671,5918,7148
SMU_1870,1700,2225,2692,3266.5,2343,5272.5,2919,4105.5,4644,2117,2120,2249,2427,2145,2933.5,2803,3417,2846
SMU_1871c,327.5,487,852.5,626.5,512,1454.5,929.5,814,986.5,515,705.5,683.5,657.5,734,806,490.5,466,425
SMU_1872c,334.5,468,451.5,567,291,683,333.5,593.5,403.5,353,352.5,345.5,568.5,565,623.5,237.5,268,236
SMU_1873,1955.5,2193,2161,2361.5,1710,2569,1679,1992.5,2080,1822,1840,1641,1887.5,1666,1790,1626,1942,1751.5
SMU_1874,984.5,1285,1551,1593.5,1025,1666,1111,1192.5,1352,848,1091,1119,1260.5,1179,1641,967,1076,914.5
SMU_1875,673,1293,1608,1848,954,3628,1666,1701,2544,954,904,857,1459,1386,2036,1208,1253,1190
SMU_1876,1167,2813,1917,2187,1460,1579,801,1310,1270,1688,1580,1274,2235,1903,2323,1024,1420,1327
SMU_1877,3307,4047,4858,4524.5,3090.5,3266.5,1905,1884.5,2043,3173.5,3939,3349.5,4436.5,3690,4340,2742.5,3299.5,2523
SMU_1878,3801.5,4587.5,4963,6687.5,3148.5,5617,3168,3106,2873,3294,3579,3097.5,4052,3920,3735,4957,4834,3918.5
SMU_1879,4247.5,5191.5,5686,7419,3788,5415.5,3271,3345.5,3386,3893.5,4509,4061,4417.5,4340,4121,4519.5,4721.5,3734.5
SMU_1881c,468,657,1118,898,703,2854,1095,1475,1859,850,984,830,905,897,1240,983,1166,1012
SMU_1882c,1201,1218,2069,2083,1675,2039,2408,1926,2232,1000,977,991,1455,1096,1310,1088,1159,1157
SMU_1883,1499,1932,2262,1616,1448,2593,1726,2555,2911,1770,1952,2374,2330,1842,2267,2044,2110,1890
SMU_1884c,164,239,491,337,234,1608,411,501,1027,312,229,268,461,375,747,440,425,396
SMU_1886,1177,1511,2154,2105,1679,3533,2279,2810,2961,1447,1879,1741,1928,1844,2187,1786,1865,1677
SMU_1888,6,0,16,2,2,25,14,17,31,1,0,4,9,15,27,7,6,8
SMU_1889c,65,90,98,63,40,153,110,150,176,76,44,54,59,71,124,148,129,129
SMU_1891c,41,70,64.5,68,37.5,148.5,67,73.5,142,46,26,37.5,38,51.5,100.5,76.5,87.5,58.5
SMU_1892c,16,25,50.5,32,21.5,152.5,37,88.5,121,32,30,28.5,26,41.5,105.5,36.5,39.5,31.5
SMU_1893c,49,56.5,245,114,138.5,664.5,201.5,281,529.5,74,66,84,75.5,162.5,303,104.5,128.5,143.5
SMU_1894c,35,60.5,324,146,165.5,1080.5,352.5,385,654.5,49,54,61,90.5,209.5,395,123.5,135.5,141.5
SMU_1895c,481,523,382.5,447.5,459,480,325,611,414.5,538.5,440.5,488,400,307,373,388,561.5,417
SMU_1896c,647,608,480.5,741.5,481,865,684,841,714.5,577.5,385.5,530,468,424,566,498,598.5,548
SMU_1897,82,111,142,224,191,648,202,288,367,144,150,133,158,153,279,112,122,126
SMU_1898,193,157,429.5,794,560.5,1685,748,763.5,1167.5,160.5,146,163.5,337.5,252,652,252.5,308,288.5
SMU_1899,17.5,27,43.5,172,40,146,43.5,63,106.5,19.5,16.5,22,34.5,35.5,85,20.5,41,38
SMU_1900,190.5,172,507,615,483.5,2328,1395.5,995.5,1299,164,167.5,190.5,350,368.5,756,264,339,249.5
SMU_1902c,1311.5,848.5,1205,1230,1468,3084.5,1513,2765,2440.5,1067.5,1178,1442,799,822.5,973,465,550,519
SMU_1903c,593.5,567.5,519,2258,1515.5,856.5,868,1203,972.5,71.5,128,92,413,241.5,459,41,37,56
SMU_1904c,5713,2996,2776,12682,9731.5,9502,10887,9897,8858,407,580,428,2364,1705,2738,272,291,309
SMU_1905c,2432,1198,939,5119,3672,4580,4858,4911,4381,160,191,162,802,529,912,82,85,84
SMU_1906c,3682,1598,1555,6303,4660,4404,8107,5350,5682,159,215,146,911,621,1084,115,90,82
SMU_1907,2986,1839,1663,6378,5382,2250,3422,3927,4063,206,275,206,1020,653,1046,139,126,127
SMU_1908c,695,380,569,1676,2005,1134,1475,1683,1336,84,134,78,355,230,386,54,27,40
SMU_1909c,7639,3889,3764,15630,10957,7982,15561,10515,9026,553,644,334,2349,1561,2509,345,315,279
SMU_1910c,14281,11129,5092,42222,17867,8044,19914,12012,9668,620,738,421,3302,2170,3297,447,546,356
SMU_1912c,9665,5985,3339,17536,12190,7172,10828,10823,8193,401,517,402,1968,1258,1925,239,289,248
SMU_1913c,4936,3482,2038,12426,6535,3414,6912,5191,3837,381,442,295,1422,1007,1497,200,241,234
SMU_1914c,18824,9221,5832,29231,20465,16136,23729,21064,19879,714,753,617,2655,2741,3471,245,318,267
SMU_1915,355,182,221,125,216,867,393,1029,606,259,167,133,237,115,241,66,89,87
SMU_1916,626,779,884,2013.5,1133.5,1570.5,2298.5,1840,1862.5,600.5,589,571,1018,784,1046,774.5,974.5,928
SMU_1917,418,417,439,1631.5,967.5,1275.5,1366.5,1397,1462.5,334.5,370,328,547,439,582,412.5,525.5,466
SMU_1918,313,356.5,570.5,511,373,1688.5,762.5,1108,1194.5,563,701.5,659,612.5,493,813,894,753,692.5
SMU_1919,667,959.5,998.5,1477,926,1856.5,1606.5,1667,1626.5,1068,1084.5,893,1329.5,1165,1108,1883,1896,1686.5
SMU_1920,2194.5,2462.5,2336,3752,2373,5973.5,5082.5,5307,4843,2384.5,2273.5,2157.5,2813,2243.5,2468.5,3813.5,4166,3744
SMU_1921,910.5,1091.5,1523,1767.5,1300,2776.5,1940.5,2286.5,2450.5,1227.5,1213,1119,1570,1328.5,1535,1927,1903,1776
SMU_1922,1321.5,1732.5,2073,2499,1670.5,3442.5,2713,3154.5,3008.5,1702.5,1931,1807,2050.5,1484.5,1930.5,2295.5,2523.5,2134.5
SMU_1923c,944.5,1142.5,1591,1439.5,1085.5,2703.5,1553,2055,2194,1162.5,1126.5,1087.5,1326.5,1274.5,1391,1052,1143.5,1150.5
SMU_1924,6073,10136,7976,11258,6098,8455,6938,7185,7222,5013,4547,4696,7957,6628,7680,3058,3340,3199
SMU_1925c,356,711.5,762,971.5,660.5,605.5,426,563,519,642,556,595.5,1202.5,865.5,1065.5,996,917,833
SMU_1926,1100,1092.5,1359,1794.5,1557.5,1798.5,1676,2042,2049,1147,992,968.5,1777.5,1273.5,1540.5,1212,1260,1183
SMU_1927,110.5,157,308.5,334.5,205.5,906,397.5,540,673.5,231.5,184.5,194.5,409,289.5,476,373,383,341.5
SMU_1928,540.5,648,1091.5,1387.5,901.5,4032,1536.5,1858,2800.5,794.5,832.5,749.5,1256,1028.5,1685,1089,1040,943.5
SMU_1929,1599,2034,2608.5,2498.5,1696.5,3590.5,2952.5,2882.5,3047,2010.5,2280.5,2246,2001.5,2169.5,2340,2006.5,1987,1688.5
SMU_1930,3408,4198,5262.5,4740.5,4765.5,4416.5,3391.5,4081.5,4356,3089.5,3474.5,4120,4004.5,3873.5,4689,2279.5,2235,2227.5
SMU_1931,771,1060,1376,1907,1019,2475,1443,1253,1755,584,516,638,956,1112,1264,754,980,801
SMU_1933c,298.5,517,578,509,435.5,1038,467.5,539.5,794,464.5,579,436,561,484.5,711.5,521,530.5,492
SMU_1934c,605,742,1163,1148.5,834.5,3026.5,1381,1572,2163.5,862,770,797.5,982,860,1384.5,1040,1111,1080.5
SMU_1935c,153,149.5,379,246,220,1320,527,511,829,187.5,160,169.5,228.5,231.5,480.5,205.5,214.5,236.5
SMU_1936c,162.5,192.5,530,355.5,326,1684.5,505.5,659.5,1168.5,229,249,217,290.5,277,724.5,252.5,248,258
SMU_1937,226,289,487.5,349,284.5,1700.5,448.5,705,1107.5,248.5,259,276.5,300,342.5,649.5,211.5,200.5,213.5
SMU_1938c,61.5,79.5,282,99,155.5,1043.5,233,332.5,549.5,84,123,99,124.5,146,306,99,81.5,57.5
SMU_1939c,333,387.5,613.5,485,443,1723,777,943,1307,305.5,318.5,314,408.5,425.5,694,280.5,302,269
SMU_1940c,389.5,442,857,749,540,2346,920.5,1037.5,1719,330,401.5,334.5,460,472,1099.5,285,326,302
SMU_1941,763,754,1271,1159,1019,1875,1164,1330,1489,743,767,841,937,946,1217,414,472,437
SMU_1942c,4258,4258,6010,4086,4416,4900,4167,4093,3856,3131,3410,4314,3337,3930,4479,995,1135,1185
SMU_1943,5074,6326,6665,7160,4819,8168,8299,7860,7451,5364,5690,4798,5957,4982,5890,4956,5226,5010
SMU_1945,317.5,568,608,1019,560.5,1297,1212,1032.5,1194.5,564.5,440.5,435.5,984,747.5,1021.5,473,595.5,690.5
SMU_1946,109.5,168,279,292,214.5,457,337,346.5,452.5,181.5,197.5,168.5,260,217.5,319.5,196,159.5,167.5
SMU_1947,986,1370,1532,3365,1605,2418,2023,1976,2419,826,693,720,1648,1824,1845,333,402,381
SMU_1948,402,409,553,376,413,911,615,615,665,378,335,305,396,324,493,196,201,218
SMU_1949,1396,1909,2505,2144,2036,3993,1921,2895,3402,2090,2139,2488,2033,1946,2871,2193,2611,2228
SMU_1950,140.5,163.5,368.5,239,187.5,1096.5,321,455.5,705,158.5,150,149.5,237.5,244,506,236,231.5,230.5
SMU_1951c,128.5,236.5,580.5,258,264.5,2068.5,433,731.5,1388,430.5,366,421.5,516.5,477,909,589,610.5,633.5
SMU_1954,5218,7627,7853,8861,6652,10020,8796,12118,8823,9512,8916,8256,10756,8497,10005,12210,12741,12287
SMU_1955,767,955,1339,1430,1350,1625,1601,2307,1600,1780,1607,1459,1855,1459,1694,1660,1632,1571
SMU_1956c,42,30.5,121.5,59,60,487.5,104,173,225.5,23.5,36,40,47.5,55,128,55,46,47
SMU_1957,82,183,447.5,369,306.5,1587.5,359,575,910.5,190.5,219,187,282.5,258.5,570,366.5,352.5,335
SMU_1958c,78,113.5,318,184,248.5,1003,315,349,726,145,118,146,158,215.5,459,184.5,235.5,189
SMU_1960c,133.5,118.5,226,150.5,158.5,525.5,208.5,215,381,67,81.5,96,104.5,112,198,157.5,143.5,149
SMU_1961c,98.5,170.5,393,230.5,290.5,1181.5,288.5,413,795,161,156.5,181,202.5,188,492,197.5,238.5,183
SMU_1963c,173,229,608,566.5,475,1864,720,992,1361,402,313.5,330,499.5,482,821.5,409,494,420.5
SMU_1964c,51,56,192,174,122.5,653.5,241.5,322.5,493.5,88.5,78.5,90,77,103.5,237,116.5,101.5,92.5
SMU_1965c,319.5,465,761,987,691,2312.5,1079.5,1126,1663.5,414,418,417,582,536,1068,530,642,546
SMU_1966c,235.5,377,500,1107.5,656.5,958,708,737.5,972,223.5,257,281,496.5,395.5,682.5,190.5,236.5,227
SMU_1967,393,290,299,4890,2954,932,2825,2011,1233,111,114,122,149,120,312,107,147,107
SMU_1968c,66.5,74,204,119,115.5,787,188.5,366,505.5,82,72,98.5,112.5,144.5,332,80.5,78.5,84.5
SMU_1969c,120.5,217,291,435,306.5,657,442.5,497,624.5,152,124,183.5,183.5,236.5,376,167.5,179.5,155.5
SMU_1970c,903.5,1162,991,1055.5,777,1440.5,995.5,1209,1199.5,855,808,723.5,1006.5,890,1226.5,530.5,623.5,572.5
SMU_1971c,290.5,316.5,500,516.5,441,741,656,766.5,728.5,335.5,377.5,456,448.5,361.5,533,244,265.5,262.5
SMU_1972c,368,423.5,554.5,480,446,994.5,497.5,1026.5,982,405.5,421.5,450,541.5,388.5,661.5,192.5,267,253
SMU_1973,469,838.5,1145.5,1688.5,941,2103.5,1302,1479,1895,605.5,678,605,966.5,948,1483.5,683,753,666.5
SMU_1974,424,751.5,755,939.5,636,1148.5,831,877,1003,531.5,543,504.5,688,649,720.5,572,510,531.5
SMU_1975c,327,373,641,577.5,727.5,1221,875,1278,930.5,657,753,682.5,769.5,651,818,403.5,410.5,365
SMU_1976c,474,483.5,731.5,1073.5,1033,1357.5,1071,1372.5,1257.5,657,653.5,626.5,1004,885.5,930,498,531.5,484.5
SMU_1977c,913,824.5,1072.5,1723,1799.5,2105.5,2072,2422.5,1958,1047,1071.5,1223,1683.5,1369.5,1437,650.5,681,671.5
SMU_1978,13245,15210.5,14687,17120,11025.5,14112.5,10205,8266,7572.5,12461,13918,11871,11323,8735,11388.5,11946,14979,12999
SMU_1979c,675,777,776,4077.5,2870,1328,3741.5,2033.5,1550.5,388,461,432,672,532,778.5,434,439,388
SMU_1980c,125.5,44,63.5,1175.5,844,274.5,1016.5,719.5,328,14,10.5,23,26,30.5,83,12.5,24.5,14
SMU_1981c,328,111,153.5,1444.5,1407,345,1774.5,876.5,484.5,26,17,23.5,23.5,25,103.5,25,20.5,27
SMU_1982c,129.5,46,139,968.5,706.5,508.5,1128,567,416.5,12.5,13,28.5,29,49,171,21,16,21
SMU_1983,323.5,143.5,218.5,2217.5,1387.5,789.5,2449,978,747.5,26.5,33.5,52.5,51.5,96,316.5,27.5,43.5,30
SMU_1984,98,31,72.5,713.5,553,277.5,914.5,402.5,257,18,12,24,16.5,23,119.5,15,15,18
SMU_1985,383.5,109,285,2235,1851.5,956.5,3032,1512,978.5,58,41,67.5,69.5,97.5,329.5,40,76.5,43
SMU_1987,385,125,267,1396,1423,1414,2218,1332,1173,30,33,60,35,110,351,33,31,42
SMU_1988c,223,280,423,244,404,681,607,714,1208,298,427,379,433,310,679,332,377,334
SMU_1989,12357,16448,18246,18476,12355,19115,18491,20278,18542,16294,16704,14992,18482,13201,14914,27080,25364,23709
SMU_1990,8548,12354,13909,13651,9339,14507,13789,14656,14172,10593,11063,10037,12207,9462,10537,15283,14099,13544
SMU_1991,2318,3529,3719,3893,2822,5240,3343,3600,4505,3161,2890,3062,3375,3121,3979,4702,4965,4532
SMU_1992,828,1005,1690,2148,1542,3031,1992,2309,2676,930,1040,1014,1241,1365,1649,692,830,866
SMU_1993,242,371,432.5,335,242,949.5,528.5,578.5,693.5,390.5,461,419,399,438,513.5,394,482.5,387
SMU_1994,336,421.5,740.5,440,416.5,1242,618,740.5,936,394.5,515.5,526.5,489,420.5,581,663.5,753,741
SMU_1995c,86,135.5,236,156,117.5,307.5,155.5,235,251.5,189,174.5,202.5,145,171.5,183.5,293.5,373.5,374
SMU_1996,260,386,889,543,550,1314,670,812,1237,546,605,567,496,509,763,616,662,611
SMU_1997,123,150,278,2214,1358,720,810,736,590,160,102,148,258,185,340,150,184,162
SMU_1999c,377,517,708,632,558,1250,616,991,1137,555,483,452,617,493,797,299,291,321
SMU_2000,1511.5,2307,4019.5,3778,2668.5,2756,2294,2431.5,2602,2375,2532.5,2082.5,2818.5,2701,2623,1414.5,1192,1170.5
SMU_2001,22466.5,22702.5,30310.5,42731,24244,35986,33319.5,34033.5,30398,16632.5,16185,15125,25921.5,22503,20988,11865,11586,10726.5
SMU_2002,2280,2522.5,4223.5,4750,2884.5,3510,4352.5,2895.5,3312,1948,2118,1572,3610.5,2826.5,3129,1757.5,1540.5,1443
SMU_2003,3806.5,4246,6976.5,8178.5,6075,9583,7426.5,10730.5,8891.5,5771,5601,4672.5,6420.5,5831,5389.5,2907.5,2909.5,3186
SMU_2003a,1807.5,2202,2506,4960.5,2568.5,3438,2575.5,3549.5,2872.5,2484.5,1685,1350.5,3270,3125.5,2752,1147.5,1507.5,1415.5
SMU_2004,3823,3600,5652,7274,5959.5,7321,6956,8381.5,7133,4573,3958.5,3602.5,5486,5084,4974.5,2211,2333.5,2336.5
SMU_2005,1879,1999,1936,3269,2156,2570,5458,3016,3035,1139,1204,1091,1915,1670,1699,682,792,679
SMU_2006,20497.5,31906.5,19681.5,55305,21681,26441,32699,27501,21589.5,17977,18914.5,16598.5,29059,23177.5,21029.5,17291,18922.5,15958.5
SMU_2007,2011.5,2307.5,3068.5,3372,2676,5115,4128,5521,4261.5,2611,2628.5,2217.5,3491,2621.5,2591.5,2662,2450.5,2427.5
SMU_2008,2336.5,2528.5,2614,2714,2414,2687.5,3306,3152,2509.5,2212.5,2380.5,1902.5,2879,1962.5,2025.5,2658.5,2545,2171.5
SMU_2009,6137.5,7341.5,7875,11820.5,7029,10184,11034,10578.5,9196,5673,5727,5263.5,8714,6519.5,6179.5,6914.5,6386.5,6096
SMU_2010,2817,3093,4057,4595.5,3182,5557.5,6134,5935.5,4776.5,2781.5,2862.5,2800,3690,3020,2732,3713,2853.5,3079.5
SMU_2011,5034,5940,5792,8125,5106,7003,9330,8478,7041,4558,4443,4002,6157,4523,4421,4633,4983,3874
SMU_2012,5553,7125,6078,8963,6645,8049,8535,11236,8172,5248,5161,4500,7370,5214,5406,4701,4860,4488
SMU_2014,444.5,525.5,834.5,800.5,645,956,816.5,966,830,704,830,543.5,878.5,645,699,641.5,594.5,656.5
SMU_2015,963.5,1112.5,1985,1999.5,1418.5,2721,2417.5,2745.5,2486,1656,2013,1510.5,2007.5,1282.5,1582,1744,1395,1587
SMU_2016,2411,2313,3263.5,3296,2585.5,6951,6070,7915.5,5632,2924,2580,2521,3314,2622.5,2511,2437.5,2487.5,2570.5
SMU_2017,754.5,925,1481,1589,1174,2112.5,2391.5,2005,1879.5,950,1175,1067,1393.5,908,1110,1050.5,863.5,843.5
SMU_2018,1932.5,2218.5,2565,3991,2526.5,2764.5,4008,3515,3230,1901,1685,1631,3195.5,2388,2260,1980.5,1914,1904
SMU_2019,3833.5,3687.5,2633,4958.5,3118,3783,7651.5,4439,3590.5,1748,1612,1557,3717.5,2669.5,2454.5,1978,1987,1916.5
SMU_2020,5214.5,6319.5,7047.5,8903,6668,8254,10132.5,10169,10115.5,5208,5139.5,4899.5,8312.5,6178.5,6181,4778,4550,4928
SMU_2021,3194.5,4696,5015.5,7577,4527,6652,7674.5,6851,6651,3885,3751,3099,6051,4867,4604.5,3928.5,3594.5,3728.5
SMU_2022,901,1069,1674.5,2074.5,1595,2548,2099.5,2598.5,2308,1506.5,1570.5,1169,1907,1415.5,1576,1123.5,1083,1220.5
SMU_2023c,2294.5,3071.5,3572.5,6369,4110.5,4595,3941.5,5980.5,4204.5,2831.5,2547,2147.5,4459,3260.5,3095,2605,2366,2582
SMU_2167,5733.5,6678,8279,10877.5,7753,11707,11611.5,13311,11999,6425.5,6042.5,5402.5,9330.5,7046,6873,5602,5303.5,5523
SMU_2166,1099.5,1186.5,1645.5,1804,1487.5,2740,2562,3118.5,2612,1655.5,1565.5,1255,1909,1480,1354.5,1110,1110.5,1191
SMU_2024c,1634.5,2860,3251,4332,2756,2777,3122.5,3578.5,3204,2452,2789,2011.5,3668.5,2662.5,2827.5,2259,2049.5,2200
SMU_2025,3509.5,5575.5,5179.5,8744.5,5106.5,5056,5387,5758,5014,3592,3965,3385,6008,4428.5,4629,3744,3236.5,3408
SMU_2026c,1523,2257,2915,4593,2658,2616,2096,3096,3143,1472,1697,1385,2676,2350,2559,1087,1151,1106
SMU_2027,296,737,702,697,554,964,613,952,823,1100,926,922,885,773,984,1328,1725,1696
SMU_2028,2950,3385,4337,3223,2174,4442,2240,2797,2890,3152,4157,2795,3426,2867,3625,3318,3679,2961
SMU_2029,3699,6332.5,5133,5094,3125,5566,3583,4277,4699.5,5431.5,5164.5,4444,4858,3709.5,5212,7357.5,8452,7405
SMU_2030,1226,1338.5,1289,1880,1295,2212,1356,1801,1931.5,962.5,942.5,989,1311,1041.5,1257,1015.5,1090,976
SMU_2031,3304.5,4965.5,5257.5,5064,3325.5,6273,4787,5187.5,4675,4207,4300.5,3824,4811,4215,4342.5,3669,3515.5,3493.5
SMU_2032,10122.5,13345.5,14904.5,22300,15733.5,15188,14910,15954.5,15330,8842,9944.5,11142,15050,13441,12878.5,6980,6808.5,6451.5
SMU_2033c,876,1425,2048,1941,1428,2721,1441,1894,2128,981,1267,1047,1637,1500,1831,1188,1123,988
SMU_2035,649,910,1200,1318,804,2060,754,1072,1482,878,990,958,1046,1043,1301,1225,1281,1198
SMU_2036,4345,5838,5058,5422,3700,6979,6906,6961,7040,3861,4441,4163,3989,3209,4241,6254,6589,5600
SMU_2037,366,722,839.5,339.5,331.5,1942.5,4570,6222,5325.5,434,455.5,407.5,373,418,943,452.5,488,477.5
SMU_2038,549,840,1219.5,455.5,449.5,2747.5,5796,7933,7016.5,680,709.5,682.5,568,619,1300,598.5,557,555.5
SMU_2040,84,159,235,164,193,598,276,304,426,15,18,13,18,9,20,15,24,19
SMU_2042,1708,2651,2913,4680,3023,5523,8639,8862,9710,2523,2417,2256,3455,2635,4122,4754,5109,4905
SMU_2043c,115.5,159,211.5,252.5,212,666,207.5,310,558.5,178,157.5,143,219,203,328,213.5,216.5,252
SMU_2044,902.5,1054,1657.5,1437.5,1236,3017,2014.5,2229,2763.5,1019,1140.5,1097,1183,1008,1802,1171.5,1208.5,1209
SMU_2046c,392,590,882,1473,847,2237,1016,1204,1662,595,399,566,972,1083,1257,653,733,699
SMU_2047,5018,6694,7717,8363,5929,10085,9468,9231,9676,5294,6114,5929,7441,6891,7526,6355,5679,5380
SMU_2048,13,30,63,18,34,264,59,117,162,42,38,28,38,52,124,92,72,82
SMU_2049c,146,180,267.5,174.5,163.5,357,283.5,334,339,210,218,251.5,213,176.5,363.5,604.5,588.5,539.5
SMU_2050c,289,503,560.5,559.5,400.5,767,621.5,712,747,388,423,396.5,375,436.5,657.5,1040.5,988.5,1001.5
SMU_2052c,316.5,408,403,574.5,301.5,838,578,463,720,204.5,246,184,273,317.5,566,549,644,538
SMU_2053c,5,11,25,24.5,15.5,91,12,28.5,44,27,17,13.5,23.5,27.5,46.5,36.5,40,35
SMU_2054c,411.5,509,571,701,508,1574,663,808.5,1245,361.5,334,371.5,483.5,462,835.5,604.5,697,592
SMU_2055,333.5,445.5,509,543.5,387.5,897.5,344,509.5,673.5,581,428,426.5,484,401.5,639.5,564.5,723,665
SMU_2056,984.5,1853.5,1450,1961.5,1123.5,1959.5,1510,1357.5,1565.5,1081,1008,817.5,1304,1036.5,1646.5,2003.5,2384,2156
SMU_2057c,2141,1855,2562,3524,3650,3912,4005,6784,6409,2959,2952,3623,1786,1442,2654,3048,3573,2845
SMU_2058,86,150,273,301,195,1036,222,381,673,140,179,178,299,236,545,306,350,284
SMU_2059c,92,125,421,252,220,1620,367,507,890,154,178,179,223,270,629,151,192,153
SMU_2060,715,742,1022.5,1431.5,980,2039,1096.5,1822.5,1640,971.5,916,877.5,1092,977.5,1285,916,1087,1067
SMU_2061,704,841,1006.5,1097.5,746,1478,1149.5,1420.5,1484,1047.5,844,882.5,1328,1060.5,1224,1378,1585,1411
SMU_2063,338,375,695,532,416,1452,697,754,1104,427,375,402,488,418,703,568,675,677
SMU_2064c,808,1056,1780,1414,1272,4603,1944,2274,3240,1119,1285,1069,1255,1237,2251,1477,1536,1467
SMU_2065,1124.5,1650.5,1340,2412,1271,2716,2326.5,1985.5,2333,1039,1057.5,897,1396,1135,1633,1393,1332,1338
SMU_2066c,1229.5,1427,2526.5,2724,2163.5,7172.5,4041,4950.5,5912,1735,1850.5,1622.5,1983,1921,3056,2151.5,2237,2057
SMU_2067,552,516.5,1167.5,1184,1298.5,2819.5,1955.5,2650,3097,660,725,690.5,994,969,1468,550.5,608,586
SMU_2069,44,101.5,280.5,147.5,132.5,1090.5,214.5,290,698,110.5,105,104,154.5,191,570.5,188,205,179
SMU_2070,84,146.5,259.5,186.5,109.5,744.5,227.5,261,522,132.5,178,124,192.5,195,450.5,266,302,258
SMU_2071,57.5,81,192,136.5,126,1153.5,296.5,400.5,661,168,118.5,155,171,142.5,328,190,237.5,188.5
SMU_2072c,39.5,67,319,144.5,165,1570.5,383,441.5,1049.5,131,88.5,136.5,128.5,194.5,547.5,129.5,141,173.5
SMU_2073c,12,34,64,41,26,212,86.5,91,165.5,28,45,61.5,35.5,54,104.5,78.5,79.5,81
SMU_2074,2161,3111,3352,4311,2913,4305,5942,5448,5507,2507,2766,2419,3113,2309,3245,3879,4157,3561
SMU_2075c,798,1072,1839.5,1979.5,1514.5,5398.5,2318,3296.5,3695,1486.5,1499.5,1411,1678,1840.5,2439,1160.5,1250.5,1156
SMU_2076c,22,31,39,101.5,64.5,159,83.5,106.5,103.5,50,34,51.5,74.5,46.5,67,40,42,48.5
SMU_2077c,1130,1328,2232.5,1747,1863,2794.5,1571.5,3120,2989.5,1242.5,1528.5,1520.5,1723.5,1549,1719,1111.5,1104.5,943.5
SMU_2078c,1510,1913.5,2647.5,2804,2327,2879,2299.5,2736,3283.5,1430,1558,1867,2121.5,1960,2337.5,1585,1691,1372
SMU_2079c,1072,1263.5,2024.5,1612,1914,2421,1790.5,2837,2735.5,1749,1792,2289,1702.5,1527,1805.5,1470,1554,1358
SMU_2080,92,186,251.5,342,197.5,857,345,447.5,517.5,345.5,292,276,462.5,335.5,492,419,481.5,413
SMU_2081,169,250,396.5,554,340.5,1081,614,839.5,842.5,468.5,388,402,702.5,444.5,579,688,638.5,602
SMU_2083c,265,453,938,817,748,1033,569,725,869,760,999,802,906,888,1071,778,639,592
SMU_2084c,5043,4988,7609,3062,3421,5631,3992,6658,6043,11091,11712,14448,5208,4194,5765,9302,10643,9699
SMU_2085,2442,3069,3613.5,6525.5,4455,6153.5,7269,7447,5860,3397.5,3188.5,3179.5,3529,3205,3730,3585,3706,3781.5
SMU_2086,2157,2799,2677.5,6381.5,4716,3643.5,6691,5168,4151,2232.5,2420.5,2381.5,2544,2012,2456,2417,2486,2434.5
SMU_2087,496,567,786,745,696,1303,920,1121,1191,487,538,567,635,606,786,380,409,433
SMU_2088,844,1072,1454,1127,1277,1856,1596,1738,1859,1051,1223,1142,1140,996,1301,596,675,641
SMU_2089,1201,1647,1793,2128,1531,2691,2097,2130,2258,1120,1100,1320,1462,1284,1794,1074,1101,1122
SMU_2090c,135,163,193,112,183.5,455.5,168.5,302.5,303,126,196.5,210.5,158,119.5,206.5,139.5,152,142.5
SMU_2091c,2784,3762,3431,4735,3500,5724.5,3333,4076.5,4563.5,2636,2569,2747,3288,2877.5,4101,3821.5,3953,3955
SMU_2092c,792,831,1012.5,1019,902,1439,937.5,1331.5,1225,864.5,790,853,979.5,782.5,1016,972.5,1082,1022
SMU_2093,671,687,819.5,563,690.5,1187,684,983.5,873.5,747.5,1030.5,901.5,613.5,540.5,730.5,587.5,626,562.5
SMU_2094c,107,154,242,154,160,847,175,449,511,265,252,265,153,193,346,215,297,215
SMU_2096c,104,166,123,138,104,155,79,99,127,86,104,86,136,80,167,85,139,76
SMU_2097,332,545,526,920,537,756,556,462,616,322,335,387,669,504,738,470,485,448
SMU_2098,1359,2217,2320.5,3345,2024,4258.5,2233.5,3109,3316,2348,2196.5,1977,3074.5,2514,3284.5,3542,3776,3370
SMU_2099c,278,366,649,442,412,2246,914,945,1425,479.5,483.5,388,500,477,880.5,536,514.5,472.5
SMU_2100c,271.5,464.5,803,547,539,1825.5,853,1018,1391.5,369.5,435.5,453,505.5,516.5,1031,520,495,431.5
SMU_2101,1591.5,1952.5,2324.5,3030,2123,5441,3650.5,3637,4406.5,1587,1597.5,1704,1948,1913.5,2558,1368,1464.5,1431
