,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count
SMU_238c,60.5,65.5,174,167.5,100,757,230.5,356,560,156,143,157,197.5,172,325,164.5,245,190
SMU_239c,10,4,103,26,23,349,92,148,213,38,25,42,42,51,110,36,43,48
SMU_241c,561,821.5,970,1502,797,1526,1311.5,1219,1222,662.5,635,528.5,1091.5,955,1159.5,829,902,737
SMU_242c,300,336.5,794,732,567,1924,933.5,1079,1390,394.5,451,432.5,633.5,542,1073.5,392,441,454
SMU_243,456.5,565,669.5,536.5,527,1200.5,644.5,927,1042,405.5,407,592,495,520.5,763,315.5,372,361.5
SMU_244,162.5,207,345.5,347.5,256,725.5,353.5,481,639,208.5,240,234,251,276.5,420,190.5,191,208.5
SMU_245,1171,1462.5,1850,2424,1827,2728,1733.5,2933,2668.5,2002,1537.5,1669.5,1900.5,1859.5,2107,2302.5,2213.5,2392.5
SMU_246,1851,2297.5,2630,2216,1667,4809,2511.5,3253,3517.5,2643,2817.5,2460.5,2666.5,2393.5,3320,2653.5,2592.5,2582.5
SMU_247,805.5,1000,1140.5,1371.5,1080,2035.5,1858,2412,2364,920,891,971,989,957.5,1211.5,837.5,985.5,1047
SMU_248,739.5,1187.5,1398.5,1059.5,822.5,1885.5,1632.5,1725.5,1925,1073,1070.5,905.5,1038.5,906.5,1311.5,1791.5,1550.5,1546
SMU_249,564,999,1027,928,745,1665.5,1536.5,1704.5,1687,938.5,1176,1094,1088,807,1146.5,1353.5,1263,1317.5
SMU_250,494,677.5,705,655,611,813,907,968,905.5,606,647.5,593,850,602,813,978,868,860.5
SMU_251,1176,2087,1937,1880,1450.5,3190.5,2093,2946,3178.5,1735.5,1821,1706.5,2124.5,1714,2404.5,2127.5,2216,2065
SMU_252,1394,1409,2601,783,895,2909,411,737,1215,1393,1617,2075,1218,1334,1830,1017,1077,1047
SMU_253,636,930,1190,981,781,1606,860,1041,1271,907,782,700,1186,959,1460,726,726,678
SMU_255,3663,4031,5028,4816,3528,5346,5380,5498,4963,3490,4095,3992,3978,3312,3980,4478,4709,4505
SMU_256,872,1239.5,1559,1872,1250,2759.5,1578,2032.5,2303.5,1005.5,1062.5,811.5,1320.5,1235,1538.5,1213,1289.5,1167.5
SMU_257,753.5,870.5,1130.5,1075.5,829.5,2103.5,1414.5,1404.5,1708,904.5,880.5,766,1072,840,1134.5,1099,1228,1053.5
SMU_258,2549.5,2796.5,2480,4097.5,2233.5,4260.5,4261,3673.5,3722,1903,1620,1627.5,2927,2285.5,2591.5,2843.5,3380.5,2756
SMU_259,1006,1341.5,1729.5,1776,1277,2475.5,1678.5,1735.5,1888.5,1265,1207,1047,1721.5,1381.5,1542.5,1715.5,1543,1518
SMU_260,135,164,273,207,255,1062,388,612,911,165,239,263,253,343,480,211,208,272
SMU_261c,37,54,241,71,79,1182,182,342,699,71,83,90,93,100,368,100,91,78
SMU_262,105,187,461,161,135,2027,334,498,1203,208,174,212,210,212,570,226,257,248
SMU_263,146.5,184,537.5,342,280.5,1841.5,698.5,594,1307,242.5,178,179.5,423,367,934.5,403.5,346,347
SMU_264,63,97.5,295.5,141.5,99,863,266.5,334.5,689,102.5,121,118,151,173.5,465,157,207,153.5
SMU_265,74.5,75.5,285,33.5,72.5,798.5,148,245.5,659,93,77,101.5,105,59.5,410.5,166.5,194,175.5
SMU_267c,1613,2336,2341,3597,2081,3204,3359,3231,3529,2017,1865,1677,2808,2363,3359,2793,3034,2797
SMU_268,1863,2672,2378,5255,2568,4045,3533,4661,4225,2038,1940,1928,3205,2949,3671,1561,2014,1638
SMU_270,160,202,631.5,182.5,232,1631.5,247,518,1017,344,321.5,352.5,222,224,756.5,1014.5,1019,929
SMU_271,527,521,850.5,589,613,1094,661.5,990.5,1007,821.5,643.5,745,585.5,467.5,822,1208.5,1399,1518.5
SMU_272,263.5,259,392.5,310,233.5,1100.5,697.5,775.5,820,261.5,250.5,213,236.5,216.5,337,587.5,653,539
SMU_273,259.5,294.5,522.5,308,262,1034,463.5,569.5,802,268.5,285,310,234,205,518.5,713,657,620
SMU_274,182,239,424.5,208.5,225,943,376.5,535.5,721,259,262.5,246.5,210.5,230,473.5,746.5,702.5,688
SMU_275,467,669.5,781.5,584,524.5,748,584,764,815,583.5,584,509,582.5,396,661.5,1300,1344.5,1226.5
SMU_276c,6,10,29,0,15,94,22,47,73,14,14,14,27,8,44,9,7,5
SMU_277,1461,1642,2313,2295,1806,3806,1846,2305,2516,1172,1015,1011,1651,1344,1889,574,633,734
SMU_278,2942,4066,4590,5326,3899,4758,2382,3856,4863,2500,2177,2435,3237,2629,3210,1054,1298,1424
SMU_279,31,61,62,60,41,107,42,82,94,66,59,59,69,58,104,54,61,67
SMU_281,99,88,171,170,161,628,213,254,478,111,104,111,124,108,221,132,149,178
SMU_283,136.5,178,243.5,246.5,156,540.5,237.5,274.5,465.5,239,179.5,191.5,321,256.5,375,358.5,373,424
SMU_284,106,106,108,107.5,101.5,223.5,140,139.5,171.5,109.5,124.5,103.5,160.5,109.5,156,162.5,145.5,163.5
SMU_285,61.5,87,186.5,117,125.5,617,168.5,290,461,207.5,153,160,280.5,231,385,246,302.5,309.5
SMU_286,2265.5,2996.5,3775,4725,3189,6153.5,4090,5040.5,4995,2910,3395,2959,4159.5,3299,4008.5,3767,3723,3741.5
SMU_287,2990.5,3782.5,3936,6074,3635,5111.5,4928,4702.5,4229,3503,3000,3101,5087.5,4285,4173.5,4444,4671,3894.5
SMU_289,1737,2919,1330,2056,961,2062,814,1271,1413,1558,1254,1104,2011,1660,1925,1107,1568,1467
SMU_290,233,230,511,189,180,1353,342,454,914,288,320,304,236,255,507,1001,1104,891
SMU_291,3070,3606,4357,3370,2722,5742,3355,4006,3918,3052,3561,3080,3285,2566,3408,4250,4071,3668
SMU_292,78,90,269,169,144,852,198,397,667,130,95,151,171,164,409,188,159,156
SMU_293,25,35,142.5,51,60,842,113.5,237.5,506,40,36.5,39,41,72,291,87,42,60
SMU_294,218.5,220,414.5,276.5,240.5,985,301,414.5,666.5,241.5,260.5,309.5,298.5,251.5,462.5,200,227.5,201.5
SMU_295,205.5,192,373,289.5,228.5,1216,423,520.5,672.5,357.5,282,326,312,322,462.5,276,341,339.5
SMU_296,297,332,582,272,293,1408,487.5,559.5,856,378,329,352.5,356.5,332.5,756,413,408.5,361
SMU_297,1823,2484,2873,2968,1975,4450,3582,3312,4432,1976,2154,2112,2055,1788,2963,3193,3433,3160
SMU_298,828,999,1301,756,820,1733,1593,1469,1605,999,1232,1271,883,786,1123,1953,1630,1660
SMU_299c,131,124,149,211,205,354,225,496,379,251,101,116,224,219,281,131,175,203
SMU_300,968.5,1313.5,1171.5,2349.5,1151,2160,2218.5,2134,2196.5,972,772.5,760.5,1562,1303.5,1595,1139,1328.5,1099
SMU_301,439.5,747.5,754.5,1121.5,635,1084,770.5,833,1003.5,658,571.5,519.5,874,663.5,902,708,709.5,621
SMU_302,34,42,202,110,132,843,206,304,606,127,138,126,152,166,367,192,166,205
SMU_303,668,613.5,857,883,629.5,1435,1228.5,1522.5,1236.5,843,851.5,903,728,756.5,918,900.5,1100,1042.5
SMU_304,572,739.5,918.5,714,497,1172,912,1008,990,774,910,948,694.5,606.5,855,1237.5,1213,1184
SMU_305,730,933,1097.5,789,660.5,2094,1298.5,1391.5,1599.5,1232,1294.5,1206,1001.5,960,1319,1186,1334,1288.5
SMU_307,4098,5664,5984,6662,5264,8874,8161,9227,8624,5292,5591,5433,6515,5816,6907,4050,4579,4103
SMU_308,121.5,176.5,380.5,110.5,136.5,921.5,180.5,317.5,678.5,209.5,161,207,158.5,149.5,467.5,277.5,339,320
SMU_309,137.5,173.5,507.5,130.5,170,1336,277,488.5,819.5,325,236.5,320,208.5,191.5,568,311.5,293.5,301.5
SMU_310,80,103,257,90,61.5,771.5,162.5,205,500,133.5,88.5,105,119,119,257.5,135,135.5,104.5
SMU_311,60,81,232,72,95,768,141,276,567,101,83,119,120,139,403,139,186,164
SMU_312,118,228.5,548.5,148.5,176,1451,309.5,483,1045.5,258.5,209.5,251.5,206.5,263,688.5,340.5,340.5,443
SMU_313,33,65.5,171.5,39.5,76,388,109.5,164,299.5,68.5,71.5,89.5,76.5,64,194.5,125.5,108.5,141
SMU_314,32,37,66,26,13,167,44,69,94,55,80,59,36,48,67,80,92,67
SMU_317,393,491,600,1202,672,880,866,905,886,491,308,387,714,648,775,465,497,509
SMU_318,423,517,819,697,665,1410,637,835,1241,660,678,679,753,603,982,786,729,790
SMU_320,430,587.5,622.5,1137.5,576.5,1205,684,954,1004,465.5,482.5,431.5,512,507,628.5,357.5,474.5,383
SMU_321,143.5,175,380.5,324,221.5,725.5,399.5,394.5,640,196.5,237.5,262.5,278,253.5,400.5,246,292.5,237
SMU_322c,884,1435.5,1666,1516,1024.5,1491,1344.5,1402.5,1402.5,1411,1740.5,1470.5,1517.5,1126.5,1502,2085,2018.5,1884
SMU_323,2202.5,2385,2522,3224.5,1694.5,3536.5,3522,3112,3170.5,1934,2048.5,1961.5,1971.5,1759,2109,2934.5,3151.5,2618
SMU_325,250,306.5,383.5,646.5,492.5,708,474,609,732,292,255.5,226,350.5,340,463.5,353.5,377.5,312.5
SMU_326,170,186,249,312,238,458.5,410,463.5,475,190,208,210.5,204,182.5,257.5,211,241,196.5
SMU_327,597,923.5,979.5,1162.5,871.5,2153.5,1361,1463.5,1661,682,785.5,676.5,948.5,761.5,1221,758.5,875.5,806
SMU_328,1071,1308,1414,2031,1416,2526,1828,2390,2633,1336,1444,1408,1436,1236,1640,1066,1323,1280
SMU_329,1244,1658,2193,2170,1926,3005,2339,2652,2945,1490,1793,1676,1937,1570,2252,1656,1562,1408
SMU_330,1323,1607,2195,2550,1856,3258,2742,3109,3453,1271,1319,1308,1743,1449,2163,1262,1293,1178
SMU_331,452,676.5,990.5,995,708,1661,1037.5,1510,1643.5,779,657,652,734,730.5,860,755,771,734
SMU_332,468,583.5,837.5,611,632,1282,923.5,1345,1156.5,784,1018,777,691,645.5,764,606,567,614
SMU_333,2097,2963,3241,5135,3260,4305,3681,4128,3567,2292,1913,2279,3021,3447,3214,1549,1752,1529
SMU_334,1075,1545,1721,1823,1444,4318,1678,2614,2705,1615,1657,1538,1939,1703,2173,941,1069,1036
SMU_335,377,607,924,1287,701,3105,925,1316,1997,720,754,749,1033,941,1424,576,606,654
SMU_336,502.5,487,797,658.5,552.5,1095.5,616.5,1134.5,1148,582,586.5,582,529,424,696,431.5,469.5,441.5
SMU_337,883,1201,1522,1770.5,1120.5,2032.5,1515,1474,1764,816,883,1004.5,1094,989.5,1281.5,1112,1183.5,981
SMU_338,1120.5,1269,2122,2332,1530,3503,2115.5,2690.5,2925,1509,1442.5,1353.5,1628,1509.5,1849.5,1988.5,2007,1898.5
SMU_339,618,1283,1000,1996,636,1287,912,1027,1091,872,732,611,1133,952,1085,1374,1597,1476
SMU_340,2165,2799,2680,2363,2102,3249,2030,2358,2006,2541,2314,2051,3591,3370,3223,1187,1318,1439
SMU_341,884,1166,1512,1911,1139,2275,1539,1858,1967,1082,1130,1149,1409,1159,1675,1308,1527,1434
SMU_342,545,777,821,1505,700,1591,1172,1247,1179,654,562,581,858,679,875,863,915,855
SMU_343,499,741,755,1101,594,1570,1119,1033,1378,522,523,500,782,709,934,892,1063,906
SMU_344,83.5,196,185.5,262.5,128,433.5,240.5,267,317.5,136.5,153.5,114.5,199,161.5,228,239.5,202,219
SMU_345c,113.5,179,231.5,295.5,215,363.5,243.5,216,329.5,142.5,137.5,124.5,202,180.5,290,169.5,191,169
SMU_346,162,249,358,446,270,1012,431,508,700,295,228,212,439,327,628,467,480,439
SMU_348,352.5,583.5,616,889.5,511,869,509,709.5,829,489,520.5,477.5,694,568,775,534,642,513.5
SMU_349,524,811.5,685.5,1065,563.5,1232.5,1068,1063.5,1052.5,549,574,570,847,649.5,874.5,1010.5,1197.5,985
SMU_350,69.5,96,141.5,88.5,88.5,245.5,219,201,170.5,78,129.5,114.5,100,103.5,136.5,113.5,122.5,110.5
SMU_351,1418,1618.5,1805.5,2898.5,1602.5,2916.5,2807.5,2345,2248,1381,1367.5,1435,1362,1226.5,1445,1531.5,1827,1558
SMU_352,823.5,1652.5,1776,1193.5,1020.5,1139.5,1130.5,912.5,946,1218,1606,1249.5,944,672,1098.5,3292.5,3123,2929
SMU_353,661.5,638,1118,895,666,1474.5,1280.5,1175.5,1176,730.5,968,892,593.5,489.5,625,1571,1295.5,1196.5
SMU_354,1421,2082.5,2356,3601.5,2338,3470.5,2533.5,2737,2705,1846,1731.5,1647,2039.5,1706.5,1918.5,3906.5,4126.5,3758.5
SMU_355,1001,1047.5,1652.5,1235.5,1120,2219.5,1343,1299.5,1381.5,1259.5,1244.5,1087.5,1078,886.5,1482,1823,1817.5,1794
SMU_356,454,468,781,1045,804,1798.5,1338,1795.5,2122.5,656,635.5,618,785,647,1073,766.5,848.5,833
SMU_357,6555.5,8932.5,10977,17911.5,9805,12153,11365,9758,10950.5,6707,6523.5,6460.5,10405,9772,9030,5931,5954.5,5848.5
SMU_358,2989.5,3812.5,7019,6651.5,5540,7391,3899,6004,6381.5,4836,5705.5,4659.5,6112,5392,5761,3406,3185.5,3444.5
SMU_359,15945,20822,24039,35743,20264,34933,23491,28721,28666,19884,23304,20873,24448,19622,20072,17452,17137,16829
SMU_360,15328,17996,26251,21105,20548,31113,18502,30157,27407,28003,26330,28699,25526,31486,31089,35851,38934,34831
SMU_361,3609,5321,6635,6435,4384,6735,5313,6129,6050,5577,5019,4671,6145,6177,6618,5884,6183,5500
SMU_362,49,65,239,115,118,758,223,306,469,114,119,116,158,138,399,104,144,132
SMU_363,2997.5,3549.5,2884,4539,3450.5,6138.5,6918,7549.5,5905,2935.5,2974,2870,5362,4783.5,3976.5,2989,3200.5,2613.5
SMU_364,2579.5,4044.5,4889,4412,3395.5,4800.5,7742,6875.5,7960,3972.5,3970,4293,5324,4691.5,4813.5,4078,4331.5,3953.5
SMU_365,1321,1743,2979.5,2630,2145,6310.5,5144,6521.5,7498.5,2276.5,2231,2104.5,2838.5,2352.5,3554.5,2556,2515,2437.5
SMU_366,654,894,1190.5,1087,844,1846.5,1769,2212.5,2460.5,1072.5,940,911.5,1337.5,1011.5,1425.5,1161,1313,1217.5
SMU_367,544,590,636,604,652,1097,1279,1537,1405,704,740,804,754,643,845,733,675,688
SMU_368c,2681.5,4137,3703.5,8940,3959.5,6678.5,4786,5004,5527.5,2877,2921,2669.5,4040.5,3681.5,4248,5630,6067.5,5232
SMU_369c,1033.5,1060,1131.5,2422,1341.5,1552.5,2213,1280,1535.5,486,465,515.5,1251.5,1021.5,1159,911,1115.5,754
SMU_370,54,86.5,214.5,144,152,699,234,296.5,428.5,84.5,81,66,123.5,150,380.5,94.5,75,67
SMU_371,56,89,279,160,158,1070,229.5,354.5,660.5,81.5,98,78,136,118.5,470,105.5,139.5,91.5
SMU_372,51,96,222,138.5,137,679,218,279,469.5,133.5,78,89,102.5,111,313.5,107.5,127,136
SMU_373,49.5,105,269.5,169,189,853.5,281.5,322.5,538,96,62.5,102.5,138,225,388.5,95,117,136
SMU_374,19,30.5,115.5,41,32.5,460.5,76.5,160,271,52.5,32,53,44,53.5,156.5,42.5,45.5,61.5
SMU_375,35,39.5,138,97,69.5,436.5,120.5,168,297,49.5,73.5,41,83.5,68.5,204.5,65,93.5,49
SMU_376,56.5,119.5,456.5,183.5,212,1658.5,384,441.5,1068.5,101.5,88,133.5,135.5,197.5,749.5,132,166.5,128
SMU_378,18.5,38,103,34.5,99.5,413,83.5,161.5,270,53,38.5,44,16,37,128,13.5,29,22.5
SMU_379,13.5,9,58,12.5,46.5,226,50.5,92.5,138,21,13.5,20,9,16,63,5.5,9,6.5
SMU_381c,2494,3220,2753,4476,2659,3696,4059,3850,3818,1844,1693,2021,2142,1834,2482,2188,2276,2199
SMU_382c,45,30,274,95,100,1152,236,325,704,67,47,83,90,109,451,89,87,67
SMU_383c,20,26,203,70,90,798,139,285,486,39,59,67,69,121,350,75,81,61
SMU_384,303.5,370.5,541,491.5,484.5,900.5,584,663,875.5,359,437.5,462,449.5,381,684,587.5,646,468.5
SMU_385,357,516.5,597,605.5,441,1037.5,558,681.5,815,519.5,600,564,436,410.5,715.5,479,539,587
SMU_386,277.5,363.5,382,522,279.5,720.5,508,563.5,554,315,295,247.5,384,326.5,485,418,465.5,427
SMU_387,365,602.5,664,750,347,929.5,740,803,874.5,469.5,551.5,526.5,601.5,475,800.5,824.5,894.5,827.5
SMU_388,745,1013,1224,1334,804.5,1976.5,1336.5,1186,1729.5,821.5,791.5,729,987,824.5,1382.5,959.5,1183,1034.5
SMU_389,260,281.5,389.5,241,221,803.5,353,424,590,315.5,330.5,271,296,262,429.5,340,389.5,338
SMU_390,174,191,210.5,127,129.5,427,176.5,240,315,208,198,177.5,147,131.5,217,215.5,237.5,199.5
SMU_391c,111395,76674.5,51511,27619,31055,36340,77571,45291,38960.5,31302,40399,42308.5,38299,23993,30098,28312,34691,28628
SMU_392c,782,1518,1275,1691,1156,1739,1586,1254,1884,784,796,751,1163,974,1479,1231,1200,1178
SMU_393,883,1163,1521,1950,2083,1436,1157,2052,2195,1179,829,948,1922,1521,1786,1109,1173,1193
SMU_394c,177,261,291,303,258,553,386,503,568,331,271,253,394,310,397,311,314,320
SMU_395,428,662,1007,1150,644,3021,1166,1319,2272,629,627,600,834,709,1318,1218,1295,1245
SMU_396,692,769,1314,2007,1835,3172,3328,2866,3672,697,869,828,1335,1391,1709,855,699,652
SMU_399,398.5,633.5,717.5,1009,611,1894,1211,1557.5,1662.5,810,599.5,766.5,669.5,627,801.5,982,1122,1121
SMU_400,557.5,927.5,902.5,1348,665,1305,1116,1212.5,1267.5,803,759.5,676.5,996.5,804,888.5,1501,1587,1430
SMU_401c,139,362,363,484,321,492,293,434,509,409,459,343,428,329,516,618,755,719
SMU_402,26978,35985,49453,22061,16175,21577,8247,9192,9058,35637,43026,34389,29163,24294,28333,59431,55920,61162
SMU_403,513,724.5,820.5,787.5,581.5,1732.5,966,1098,1577.5,566.5,554.5,640,670,592.5,779,1050.5,1034.5,907.5
SMU_404c,195,363,322,449.5,315.5,460.5,449,351,508,255,234,264,291.5,332.5,348,420.5,482,397
SMU_405c,79,192.5,306.5,226,146,587,165,237,460.5,280.5,219.5,254,203.5,260,319,325,392.5,317.5
SMU_406c,185,249,445,469,384,842,441,528,719,263,293,345,414,345,481,298,342,260
SMU_407,93,147,356.5,235.5,174,864,322.5,469,663,223,272,261,225,276.5,400,186,272,226
SMU_408,929,1135,1542.5,1435.5,1011,2175,1287.5,1672,1676,1237,1409,1270,1430,1273.5,1426,1341,1228,1246
SMU_409,4081,4551,4499,3782,3564,4749,4581,4620,5378,2742,2649,2458,4765,3524,5091,1360,1366,1277
SMU_410,2766,3218,3681,3850,3033,4642,3866,4047,3915,2787,2731,2901,3648,3230,3640,2711,2730,2630
SMU_411c,668.5,830.5,748.5,815,495,690,851.5,686,702.5,562.5,527.5,616.5,641,571,670,858,931.5,809
SMU_412c,467,618,776,975.5,568,784,691.5,836,692.5,593,588,648.5,599.5,635.5,792.5,800,914.5,841.5
SMU_413,456,563.5,733.5,640.5,483,1110.5,681,1064,942,551.5,565.5,643.5,629.5,423.5,660.5,649.5,749.5,681
SMU_414,759.5,1099,1093,1770.5,994.5,1958,1240,1370,1664,1117,1062.5,911.5,1183.5,1044,1200,1529,1622.5,1499.5
SMU_415,1662,1668,2711.5,2553,2302,3680.5,3419,3352.5,3537.5,1881,1840,1997.5,2532.5,2171,2555,2054,2088.5,2051.5
SMU_416,2730,3291,2850.5,3094.5,2603.5,4040,2689,3432.5,3115.5,2053,2016.5,1938.5,3719,2668,3421,2441.5,3021.5,2751.5
SMU_417,743,1013,1090.5,1723.5,1052.5,1850,1190,1297,1557.5,770,774.5,807,1159.5,963,1047,810,818,837.5
SMU_418,1334,1599,2089.5,1988.5,1622,4218.5,2948,3101,3152.5,1663.5,1746.5,1709,2053,1653.5,1850.5,1866.5,1620.5,1723
SMU_419,400.5,553.5,739.5,888,600.5,1164,1001.5,1237.5,1065.5,809,663.5,644,1027,781,809,742.5,903,863
SMU_420,659,909.5,843,1363.5,858.5,1189.5,1197.5,1351,1127.5,927.5,823,811,1339,994,884.5,1087.5,1253,1148.5
SMU_421,3612.5,6316,5916.5,10037.5,5274.5,8258,7594,7643.5,7180,5902,5493.5,5493,9441.5,6427.5,6613,9503.5,9674.5,9108
SMU_422,290,469,479,803,364,847,389,655,631,624,493,529,710,545,602,628,788,746
SMU_423,14306,7955,6808,25758,19392,14675,11469,10834,12785,741,921,889,3756,3394,4290,261,298,291
SMU_424,336,314.5,758,837,703,1109.5,527,690,973.5,739.5,691.5,799.5,653,483.5,678,1008,1180,1098
SMU_426,1248,1214.5,2035.5,3038,2172,4485,2530,2897.5,3220.5,1803,1733.5,2054,2367,1932,2647,3417.5,3765,3405.5
SMU_427,334,291,488.5,411,412,533.5,349,443.5,480,344.5,392,463.5,606,381.5,538,520.5,621,531.5
SMU_428,757,785,1251,1019,852,1674,1180,1410,1678,886,1158,1010,1118,795,1219,1011,1080,998
SMU_429c,44,48,203,81,105,727,183,277,567,57,68,66,92,87,314,68,142,81
SMU_431,37.5,67.5,239.5,65.5,95.5,1076,171.5,269,682,294.5,243.5,324.5,207.5,187,445.5,1035,1057.5,1012.5
SMU_432,1560.5,1560,1305,4118.5,1274.5,1616.5,1813,1145.5,1605.5,664,338,369.5,1285.5,1318,1423.5,1272.5,1588.5,1167
SMU_433,1235.5,1286.5,1299,3070,1134,1096.5,1595.5,954,1160.5,636,511.5,563.5,1118,1113,1074.5,1123,1172,1080
SMU_434,614.5,568,766.5,677,601,2345,1110,1399.5,1328,690.5,778,701.5,483,475,669.5,678.5,686,664.5
SMU_435,369,405,751,1082,1179,2011,1090,1285,1855,478,541,570,704,644,1063,684,737,571
SMU_436c,26,65,186,104,119,675,243,343,485,67,66,61,89,144,350,111,135,106
SMU_438c,734,989,1837,2716,1967,3765,3081,3717,4141,1027,1164,955,1714,1334,2856,1433,1535,1372
SMU_439,37,42,166,103,137,599,104,284,376,71,59,92,70,115,304,77,58,56
SMU_440,61.5,100.5,164.5,139,101,410.5,160.5,293.5,334,138,135.5,118,137.5,130.5,273.5,145,191.5,166.5
SMU_441,180,359.5,352.5,367.5,222.5,379,234.5,311,304.5,295,276.5,265.5,367.5,326.5,471.5,497.5,563.5,467
SMU_442,199.5,241,231,151.5,176.5,267.5,276,243.5,223.5,214,270,267.5,251,176,309,282.5,401,324.5
SMU_444,106,116,190,311,268,271,252,221,295,68,73,80,250,196,272,91,88,75
SMU_445,1138,1303.5,1353.5,2127.5,1455,2139.5,1599,2244.5,2003.5,991.5,1037.5,1152.5,1319.5,1122.5,1283.5,1327.5,1404,1396
SMU_446,1397,1636.5,2142.5,2775.5,1754,3598.5,2561,2972.5,2695.5,1703.5,1732.5,1485.5,2224.5,1796.5,2225.5,2524.5,2735,2503
SMU_447,321,556,617,999,589,764,417,665,627,611,459,451,748,734,745,876,970,861
SMU_448,4464,5114,4459,5337,3875,5325,4083,4837,4763,2888,2789,3175,4272,3258,3613,3271,3887,3354
SMU_449,369.5,501.5,702,641.5,479,1355.5,802,925,1165.5,403,473.5,410,472.5,496.5,701.5,367.5,430.5,434.5
SMU_450,1368.5,1662.5,1896,2219.5,1451,2802.5,2310,2343,2615.5,1202,1268.5,1366,1699.5,1429.5,1850.5,1487.5,1659.5,1637.5
SMU_451,64,63,71,151,49,98,88,100,92,76,30,32,85,73,62,55,57,58
SMU_453,5263,6866.5,7677,5691,6307,4798.5,4488.5,5172,5746,4395,5813.5,5047,6743,4561,6691,4199,4974.5,4368.5
SMU_454,377,366,571,823,525.5,872,714,754,788,455,423,387,621.5,628.5,682,462.5,491,437.5
SMU_455,2763.5,3420.5,4147.5,4508.5,3361.5,6650.5,4970.5,5720,5414,3731,3796.5,3620.5,4386,3854.5,4368.5,4250.5,4386.5,3905
SMU_456,1010.5,1389,2027.5,2264.5,1399,3746,2129,2635,2799,1929,2009,2194.5,1988.5,1958,2121.5,2131,2135,1974
SMU_457,31,46,94,64,59,275,71,101,170,73,87,50,64,88,119,110,84,65
SMU_458,708,910,1280,1168,819,2284,1682,1921,1984,1074,917,1067,1107,1011,1373,1360,1554,1252
SMU_459,1236.5,1166,2304.5,1328,1665.5,2072.5,1605.5,2157.5,2302.5,1374.5,1388.5,1601.5,1377,1410,1677.5,687.5,717.5,956.5
SMU_460,644,766,1240.5,674.5,544,1560,1009,942,1231.5,685.5,805,747,613.5,640,873.5,345,385.5,377.5
SMU_461,1734,2090.5,2609,839,1070,1463,1201,1406.5,1519,2039,2526.5,2139,1289.5,1020.5,1583,652.5,666,880
SMU_462,186.5,276.5,482.5,218.5,317,1057.5,217.5,610,535,446,642,588,364,317.5,391.5,108,110,121
SMU_463,929,1565,1874.5,2019,1475.5,1814,1925,2107,2633,1352,1497,1574.5,1967,1879,2430.5,1183,1209,1298
SMU_464,1179.5,1672.5,1691.5,2060,1373,2024,2294,2062,2108,1253,1315,1191,1485.5,1215.5,1345,1471.5,1593,1497.5
SMU_465,1026.5,1422.5,1301.5,1804,1204,1526,2185,1560,1688,957,985,813,1313.5,943.5,1101,1219.5,1300,1262.5
SMU_466,1509,1924,2216,2237,1797,3594,2807,3035,3193,1753,1825,1681,1977,1699,2003,1851,1942,2034
SMU_467,5156,6657,7877,7545,5169,6517,6590,6166,6016,4826,4964,5654,5808,5841,5877,6423,6017,5846
SMU_469,2775,2550,2937,2356,1915,3961,2956,3518,3113,2211,2942,2515,2429,1965,2381,1774,1974,1974
SMU_470,132,149,307,274,199,883,305,437,615,201,164,199,260,239,459,217,305,254
SMU_471,2803,4030,3062,4812,2949,1931,3412,2558,2712,2446,1955,2019,4006,3269,3745,2072,2597,2139
SMU_472,936,1284,1721,2109,1549,3462,1749,2514,2685,1535,1520,1539,2149,1747,2252,1959,2049,2065
SMU_473,2678,3692,4513,5222,3523,5838,3758,4983,5001,4511,4321,4094,6092,4719,5729,5406,5815,5658
SMU_474,475,811,892,974,674,1289,779,688,1054,623,636,595,802,757,896,623,744,629
SMU_475,12155,17002,18354,20544,13949,15197,13912,14816,16509,10309,11399,12726,18091,14068,17157,9810,9889,9035
SMU_478,3180,3287.5,4884.5,4165.5,4213,6593.5,4944,6028,6918,3193.5,3213,3571,5083.5,4139.5,5144,3589.5,3735.5,3582.5
SMU_479,2346.5,2856,2779,2557.5,1881.5,3303.5,2224,2863.5,2705,2652,2118.5,2334,2970,2636.5,2833,2911,3857,3653.5
SMU_480,1093.5,1582.5,2107.5,2578.5,1796.5,4300,2316,3438.5,3780.5,1908,1910,1899,2482,2176,2484,2169,2467,2381
SMU_481,310,495,714,747.5,456.5,1594,710,849.5,1247,482.5,402.5,436.5,701.5,568,802,787.5,833.5,765
SMU_482,796.5,1040.5,1382,1792,1206.5,2827,1594,2012.5,2281.5,1549,1243.5,1160,1623.5,1302.5,1725.5,1656,1675.5,1816
SMU_483,1410.5,1985,2132,2716.5,1893,2943.5,3088.5,2664.5,2738,1959,1763.5,1683,2089.5,1773,2006.5,2781,2660.5,2602
SMU_484,6571,7220.5,7242,6364.5,5168,8077.5,7596.5,7320.5,7136,7772,7444,6932.5,6332,5173.5,5654,8704,8813,8182
SMU_485,460,587.5,828.5,612.5,561,1859,647.5,810.5,1397.5,572,551,579.5,654.5,561.5,974.5,457,471.5,525
