Locus_tag,Cont_1,Cont_2,HPUra_1,HPUra_2,Kan_1
SPD_0001,235788,189695,378366,199091,233131
SPD_0002,311107,306083,414118,172688,316485
SPD_0003,86884,70611,139583,56362,100695
SPD_0004,873478,847540,730754,306910,520160
SPD_0005,156714,148169,189067,82928,166407
SPD_0006,378200,399392,502014,278971,362592
SPD_0007,443298,632828,699582,453811,547153
SPD_0008,301643,372888,419533,218882,335229
SPD_0009,42290,44982,46940,29841,34192
SPD_0010,701182,634188,748622,386080,584335
SPD_0011,446795,523172,572895,295307,359154
SPD_0012,265503,420282,272481,178583,209554
SPD_0013,2351201,2565922,2039332,1105375,1404112
SPD_0014,12830,24331,1593232,1591756,2377762
SPD_0015,17186,19613,34794,43129,60368
SPD_0016,711774,1618588,249857,7730469,108896
SPD_0017,2015,1787,570,2679,542
SPD_0018,5186169,7824235,1493354,35917206,779405
SPD_0019,2602,2741,1092,2790,345
SPD_0020,4375,4575,3011,1870,1635
SPD_0023,16143,25028,1152558,388963,2955151
SPD_0024,638282,644948,2815891,1285734,3672989
SPD_0025,9148,19551,19693,9755,21100
SPD_0026,28894,32338,31928,18333,13084
SPD_0027,114650,110106,176585,144486,50477
SPD_0028,84616,66113,131033,103713,30671
SPD_0029,70462,69967,249310,205510,36012
SPD_0030,118002,177341,191890,114840,206089
SPD_0031,365781,867180,543910,298578,442585
SPD_0032,13028,23872,24489,13556,15031
SPD_0033,726168,906763,579485,285735,553637
SPD_0035,5601,8141,335629,199517,12081
SPD_0036,4073,5130,395044,192628,13043
SPD_0037,19297,13544,2606255,1211169,76715
SPD_0038,856180,1235092,944450,650900,462144
SPD_0039,108933,211090,109924,67159,85909
SPD_0040,1415027,3244548,1509292,647049,537667
SPD_0041,187294,231542,206809,133893,184417
SPD_0042,66106,94691,85894,50891,80483
SPD_0043,81584,115684,90914,66078,81213
SPD_0044,12670,23069,14946,11697,16218
SPD_0046,6441,14995,12398,14087,16516
SPD_0047,7437,15997,12019,14689,15367
SPD_0049,23092,70874,2834546,2278330,2645931
SPD_0050,11038,46489,1558315,1318780,1461133
SPD_0051,3647,17082,15723,10214,4555
SPD_0052,44275,62291,101047,77024,13775
SPD_0053,28903,55944,84855,68342,9345
SPD_0054,11064,27992,35626,24778,3638
SPD_0055,13474,15961,25526,16787,3180
SPD_0056,9132,18160,24062,17707,3353
SPD_0057,46412,62011,75640,53054,10011
SPD_0058,20496,32409,77970,51147,9786
SPD_0059,4294,4221,9696,4841,1066
SPD_0060,51576,50104,113344,61905,16575
SPD_0061,53649,46889,102559,46852,32656
SPD_0062,250905,254405,378015,226956,99520
SPD_0063,183153,147562,206643,78775,150002
SPD_0064,4336425,6135733,6320296,2481259,3807345
SPD_0065,38740,43228,23616,11001,10044
SPD_0066,4882,9050,2967,2350,1768
SPD_0067,9405,23209,10481,5398,4142
SPD_0068,10575,13861,7545,3637,3214
SPD_0069,6662,11944,3836,2602,2929
SPD_0070,16320,17353,10890,2929,4000
SPD_0071,12598,25552,21399,15511,4947
SPD_0072,4662,15021,8197,4615,2961
SPD_0073,67242,158412,164373,73259,75239
SPD_0074,83379,123598,135485,75640,125920
SPD_0075,9781,16421,12969,6563,8292
SPD_0076,1871140,3057381,1874762,1118576,880680
SPD_0077,1018218,1360994,1217838,694159,506173
SPD_0078,184553,164301,191938,115604,99663
SPD_0079,40607,44302,35456,15522,17916
SPD_0080,76704,101415,129491,64356,19293
SPD_0081,314922,300572,183476,130158,96915
SPD_0082,355647,333698,218502,133106,103953
SPD_0083,3684857,3089586,1703588,869908,1316791
SPD_0084,36577,37918,51200,20576,13909
SPD_0085,582,1121,342,0,0
SPD_0086,188190,178780,269540,105152,102115
SPD_0087,80789,77115,96589,37513,32224
SPD_0088,9713,15097,9222,4113,1587
SPD_0089,4863,7260,2979,2688,1113
SPD_0090,9318,19957,17131,6583,1938
SPD_0091,2632267,2456474,1106857,515428,1428216
SPD_0092,257625,212483,143241,81453,90867
SPD_0093,577951,586068,563669,189119,288072
SPD_0094,709300,467627,612817,186989,260694
SPD_0095,210749,142132,179036,68028,85837
SPD_0096,78536,54964,65555,20078,38357
SPD_0097,307285,435800,515925,199170,107239
SPD_0098,879239,789016,1377302,594577,961520
SPD_0099,922528,1053792,849277,480256,416444
SPD_0101,266169,235133,191745,85991,117463
SPD_0102,105301,81186,71564,35809,41384
SPD_0103,958042,715379,826445,269228,684122
SPD_0104,7288027,7971009,4766536,1931868,4062348
SPD_0105,3308,4898,6483,2238,2727
SPD_0106,74471,123857,45255,26653,198776
SPD_0107,547678,437634,346379,201913,587614
SPD_0108,98539,97698,73100,51690,97757
SPD_0109,4264,11894,8442,4463,2762
SPD_0110,6526,23835,24532,9060,4285
SPD_0111,11861,36045,30077,11532,5294
SPD_0112,42296,40251,53563,18644,40610
SPD_0114,16191,25949,21730,9559,1294
SPD_0115,93917,152555,152896,80839,21684
SPD_0116,48123,90335,69720,65526,12153
SPD_0117,7148,14357,9646,10059,15857
SPD_0118,3321,6118,4693,2416,7539
SPD_0119,12717,30354,13070,7443,20024
SPD_0120,11891,30427,10648,8201,16417
SPD_0121,10449,20235,14657,12668,15713
SPD_0122,10216,13909,13937,7131,12929
SPD_0123,11658,14280,16119,10197,14122
SPD_0124,19263,19928,13363,5343,7984
SPD_0125,8962,12752,6061,4152,3111
SPD_0126,686989,1061031,291864,130698,1050674
SPD_0127,492656,472531,499607,336544,400366
SPD_0128,265550,247376,406777,213834,200622
SPD_0129,374691,364880,513692,297324,187597
SPD_0130,2944470,2868048,2683323,1348961,1418102
SPD_0131,445060,454900,508128,257294,325499
SPD_0132,2193,6641,2623861,1272612,151949
SPD_0133,4234,14599,7985649,3429265,493004
SPD_0134,107208,148053,102187,64222,56103
SPD_0135,97241,134433,94188,69926,37590
SPD_0136,125344,222889,109892,80383,48330
SPD_0138,12896,27469,29280,18119,10510
SPD_0139,5088,16859,12147,12920,4408
SPD_0140,17343,42409,58305,39883,12529
SPD_0141,0,4276,3167,1103,976
SPD_0142,2714,5940,4363,1927,1902
SPD_0143,2223,4450,3044,1425,350
SPD_0144,43975,55058,61696,51758,34646
SPD_0145,12853,14698,22626,18206,7193
SPD_0146,86615,101961,132605,96467,43713
SPD_0147,75988,89331,109495,67863,36016
SPD_0148,92809,123953,138425,85144,36026
SPD_0149,4654,6601,6033,2720,918
SPD_0150,1162171,1041847,756495,267066,706207
SPD_0151,331444,355341,309244,146083,186371
SPD_0152,79110,91616,150723,81593,54331
SPD_0153,57182,72684,121739,74058,50206
SPD_0154,14636,35701,31661,16584,16214
SPD_0155,90987,217823,67109,30803,35767
SPD_0156,73454,102045,61880,33874,34706
SPD_0157,221372,171112,243780,137265,109977
SPD_0158,171324,128322,182965,94221,94344
SPD_0159,2013246,4095578,1487026,946408,1002616
SPD_0160,175946,183880,208508,70110,347069
SPD_0161,67614,120771,61199,40822,21873
SPD_0162,55687,43528,66413,20582,35985
SPD_0163,127570,97364,150142,51474,90143
SPD_0164,1016,2498,1960,1662,1820
SPD_0165,491523,559180,563604,297940,251438
SPD_0166,4906,3284,3430,3694,33373
SPD_0167,18585,24176,15453,7888,114613
SPD_0168,14304,23739,18130,11789,79474
SPD_0169,23248,37681,32571,14175,110873
SPD_0170,63100,78909,74027,44455,33556
SPD_0171,113465,104260,131560,71949,59814
SPD_0172,158333,192831,160769,89449,75048
SPD_0173,127097,111908,117872,59964,70346
SPD_0174,479926,454654,410711,164084,207410
SPD_0175,1086987,674428,1016500,345666,512796
SPD_0176,310158,379986,255016,172921,221491
SPD_0177,297151,298472,257645,151899,205151
SPD_0178,2259364,2323062,1945241,900217,2299401
SPD_0179,301073,253302,490691,319095,342455
SPD_0180,234322,204924,298832,187975,248077
SPD_0181,780101,634991,1014428,634584,755149
SPD_0182,2314625,2096808,2699892,1621937,2413791
SPD_0183,375662,398071,455776,318186,194650
SPD_0184,233999,132456,178487,103421,86795
SPD_0185,109480,106174,140683,65880,75376
SPD_0186,701494,918390,2598099,2818196,520201
SPD_0187,578611,397295,1482886,646610,560306
SPD_0188,18011,18017,38329,17633,21555
SPD_0189,22750,28779,59621,35031,30054
SPD_0190,38258,32535,102634,70993,42310
SPD_0191,56083,53540,125865,97172,63531
SPD_0192,2397032,1481583,1425442,548481,1393240
SPD_0193,8483393,5098342,5565360,2353641,4278629
SPD_0194,1332099,782843,760535,309157,613329
SPD_0195,3480647,1930995,2281183,960014,1798079
SPD_0196,3693192,2264564,2373384,920228,2055688
SPD_0197,2625754,1621867,1846531,795595,1536795
SPD_0198,3260866,2381616,2861994,1058797,1987144
SPD_0199,1646521,991288,1078609,453215,878879
SPD_0200,3035826,1857141,2449494,1047399,1999231
SPD_0201,2234495,1964728,2545368,987590,1838324
SPD_0202,1689944,1248191,1232583,530497,1087689
SPD_0203,3085211,2162845,2239087,988103,1916001
SPD_0204,1932396,1499250,1526280,834803,1311324
SPD_0205,3056503,2402690,2349609,1126822,1777102
SPD_0206,1496946,984130,1161857,522068,978935
SPD_0207,2927948,1896468,2275756,1186121,1892106
SPD_0208,3050050,2089766,2196656,1076829,1614019
SPD_0209,2753940,2381108,1789716,966682,1524201
SPD_0210,7587427,5343656,5751478,3012298,4593909
SPD_0211,2386697,1847063,1994773,944751,1496056
SPD_0212,1237496,1126090,821958,471957,603304
SPD_0213,3165764,3079536,2127397,1357416,1446627
SPD_0214,1655739,1017456,1152636,523176,695561
SPD_0215,84855103,51486552,60818570,18070256,48767078
SPD_0216,10764550,7208685,7924869,2840109,4400449
SPD_0217,3236095,2087567,2185114,933868,1258218
SPD_0218,19531091,12159052,14081935,5402093,7487900
SPD_0219,3724526,2628929,2232552,931983,1116268
SPD_0220,43014,37018,54823,26695,62702
SPD_0222,192082,369619,318854,240266,279150
SPD_0223,7111,9374,9157,2763,5377
SPD_0224,3193,6119,3433,2162,1840
SPD_0225,5991,6086,5856,976,7216
SPD_0226,1611,2729,3949,1485,4784
SPD_0227,941,2953,895,972,2270
SPD_0228,1663,2580,1479,938,962
SPD_0229,10795,25602,12689,7858,16707
SPD_0230,32674,126271,41943,33141,80265
SPD_0231,115937,209598,71079,39154,118675
SPD_0232,1777,5301,5656,2743,7579
SPD_0233,3582,9643,8698,3323,10361
SPD_0234,15121,38556,27581,11931,17165
SPD_0235,23024,40616,36860,13878,28045
SPD_0236,9315,10637,8010,4521,9560
SPD_0237,9741,24509,19394,7639,20887
SPD_0238,1475233,1302965,1200306,635014,718687
SPD_0239,21285,35059,27271,13408,20141
SPD_0240,12877,19391,17675,8728,11769
SPD_0241,64526,89216,104163,58642,64059
SPD_0242,53190,67324,48374,27748,33460
SPD_0243,816606,701920,849840,536243,652773
SPD_0244,703842,739280,796352,511950,477167
SPD_0245,808238,893918,830440,503565,457986
SPD_0246,1206975,1135376,1095933,628374,621088
SPD_0247,117433,160009,159580,114647,112784
SPD_0248,1149714,792862,1276326,641477,440522
SPD_0249,157952,230431,273850,182265,62393
SPD_0250,193149,172784,138769,48609,106586
SPD_0251,8598641,5758125,5661340,2015610,3698302
SPD_0252,3106447,2295239,2079354,885495,1225454
SPD_0253,5649167,3569232,3507502,1559383,2483191
SPD_0254,483497,643579,572101,415349,367023
SPD_0255,53279,51236,89698,70049,103261
SPD_0256,51498,50198,88658,55121,102194
SPD_0257,11086,9030,14524,10549,14319
SPD_0258,319023,424348,318397,226055,353641
SPD_0259,102831,163413,102170,60783,99509
SPD_0260,159132,212497,129308,76497,85145
SPD_0261,1205122,1108116,783343,368198,992981
SPD_0262,3846818,4585328,1201043,710050,916976
SPD_0263,2053862,2410163,593210,353844,506113
SPD_0264,1426673,1495182,452898,263171,438295
SPD_0265,69959,80458,117181,51046,39975
SPD_0266,433417,321582,504233,150705,266849
SPD_0267,968756,2511559,820718,558158,180988
SPD_0268,106437,335641,140328,90493,21093
SPD_0269,118276,155426,124635,80640,54059
SPD_0270,147482,209680,178241,148342,100876
SPD_0271,70296,88139,62801,64376,45346
SPD_0272,26710,38169,33319,27143,29842
SPD_0273,991901,963313,767637,454371,612269
SPD_0274,3690049,2692390,3190890,1062238,2542163
SPD_0275,2718249,2008615,2428064,916139,1536256
SPD_0276,1427,3962,1483,205,174
SPD_0277,3527,22168,12000,4139,1210
SPD_0278,1506,3406,1553,419,362
SPD_0279,1149,3661,169,977,32
SPD_0280,6304,14901,8785,2422,5105
SPD_0281,3289,5253,3938,1311,5683
SPD_0282,1467,2125,595,151,1218
SPD_0283,8984,17643,7407,4090,6173
SPD_0284,27709,27795,29021,19579,33460
SPD_0285,216178,224625,217354,105413,251119
SPD_0286,149039,208851,166365,59011,133541
SPD_0287,24037,56609,39364,13118,15161
SPD_0289,9005,12130,8550,4205,12928
SPD_0290,6736,11058,10560,3779,13382
SPD_0291,6023,10883,7957,4732,8289
SPD_0292,6510,6364,6931,1594,11381
SPD_0293,3628,11253,8129,3500,5150
SPD_0294,2969,14029,11012,2191,5837
SPD_0295,1527,5340,2076,1805,1140
SPD_0296,2403,5759,8092,4291,4564
SPD_0297,4667,9496,5208,2198,4298
SPD_0298,1571,2534,1352,1298,985
SPD_0299,398,890,500,224,274
SPD_0300,23654,44127,21362,8533,17572
SPD_0301,601448,633364,421054,176060,402791
SPD_0302,24079,35896,23826,12929,10486
SPD_0303,20253,18540,22072,9538,11416
SPD_0304,358726,335716,318693,150808,261102
SPD_0305,161926,139834,166058,77209,126108
SPD_0306,771132,681305,647727,395998,533654
SPD_0307,334588,572927,290297,146358,271895
SPD_0308,584117,738720,3112081,1619596,7193971
SPD_0309,1852717,1509166,1013754,351172,1094406
SPD_0310,1425967,970762,1115786,415062,850620
SPD_0311,180492,163424,267800,125657,302838
SPD_0313,3621,3870,4597,2013,8324
SPD_0315,3481594,2642480,3013920,1537217,2294815
SPD_0316,3214706,2089102,2864694,1633883,2626511
SPD_0317,862350,575657,745198,443669,744177
SPD_0318,1172247,766496,1107073,686622,1064724
SPD_0319,1886322,1351052,2245383,1436534,2155444
SPD_0320,1060299,710276,1018876,820666,1079547
SPD_0321,600176,572390,604285,466583,768500
SPD_0322,1531277,1926061,1706188,1247225,2161859
SPD_0323,811497,1401258,1173144,529439,913917
SPD_0324,652174,715441,648786,483911,915550
SPD_0325,409353,463236,337398,197285,404592
SPD_0326,1529924,1225888,1464533,915452,1416225
SPD_0327,764425,592738,754955,458342,606396
SPD_0328,1250248,1065722,1118742,690441,950198
SPD_0329,639192,452623,636349,406905,479839
SPD_0330,2247859,1568371,2100904,1316950,1666709
SPD_0331,3137840,1873535,3239262,1750421,3183519
SPD_0333,157209,116370,152571,82498,125346
SPD_0334,1330230,1019184,550524,229669,734713
SPD_0335,27337,58932,32079,13750,15112
SPD_0336,8796937,5254142,6715730,2364926,3088719
SPD_0337,1042965,596489,662523,287315,418381
SPD_0338,26653,25057,62143,22362,19580
SPD_0339,914426,902212,1341315,654174,1201137
SPD_0340,54721981,81458344,38773455,33232082,32258042
SPD_0341,400485,300709,434832,251080,322290
SPD_0342,673334,551572,680411,334578,492731
SPD_0343,1578384,1372232,1127499,638007,953972
SPD_0344,1520459,1352843,1071784,592011,909048
SPD_0345,1278531,1391437,909962,470194,1100762
SPD_0346,134636,124016,98044,55255,83813
SPD_0347,209677,220261,158185,105272,114521
SPD_0348,339111,319805,273054,214011,172620
SPD_0349,183022,197156,139597,95725,86231
SPD_0350,72229,107879,186596,77918,116662
SPD_0351,34769,51796,100497,56981,62314
SPD_0352,11975,13972,22263,13428,18820
SPD_0353,4149,5341,9534,4662,8377
SPD_0355,17064,14712,25046,14795,26045
SPD_0357,126828,143029,249906,173501,180670
SPD_0359,1998,3786,1628,396,582
SPD_0360,5408,20358,13781,1877,1181
SPD_0361,6253,14595,8931,4011,1266
SPD_0362,1516,4665,3265,1457,240
SPD_0363,5628,9363,3425,1703,293
SPD_0364,156,342,401,351,228
SPD_0365,4226810,3595624,2183067,969883,2115439
SPD_0366,442739,326413,536890,231187,244613
SPD_0367,667260,671695,636575,305173,344084
SPD_0368,625218,608756,642397,288094,351128
SPD_0369,1361590,1471625,1151824,493281,774402
SPD_0370,730871,839199,602559,269408,425659
SPD_0371,766929,636030,509497,189390,460095
SPD_0372,93544,150649,68844,38118,36743
SPD_0373,91028,90494,43813,12524,154580
SPD_0374,412899,994299,301017,164364,183148
SPD_0375,473608,381744,266571,112456,355900
SPD_0376,180413,147165,134287,41642,125700
SPD_0377,566953,448869,407453,151135,422083
SPD_0378,2198505,1403646,797515,428256,808502
SPD_0379,2125218,1342704,1668155,987223,1128409
SPD_0380,2926861,1850992,2053668,1242709,1333656
SPD_0381,4615564,4401737,1543396,845443,3738812
SPD_0382,398372,312034,236104,172765,353584
SPD_0383,317453,343712,155485,90046,184026
SPD_0384,945948,829927,553361,211550,606618
SPD_0385,1832991,1651900,945254,439953,979287
SPD_0386,494971,429963,202199,137234,236177
SPD_0387,560483,497380,303298,214851,317528
SPD_0388,1458166,1213821,833161,503905,893212
SPD_0389,1047280,856772,522788,318051,606243
SPD_0390,720996,536799,390489,206901,441739
SPD_0391,98653,89866,382900,235712,384146
SPD_0392,78709,75582,467868,269446,423191
SPD_0393,1010400,742497,682169,254860,602315
SPD_0394,1041020,693266,650829,230079,604322
SPD_0395,1321893,1035956,771713,323144,820780
SPD_0396,616220,509115,494675,256559,345702
SPD_0397,485538,411706,391452,206930,326102
SPD_0398,133370,90940,90725,42998,111179
SPD_0399,612345,555309,591486,392135,792815
SPD_0400,461967,452422,446262,278412,439908
SPD_0401,173786,171899,142619,83035,123700
SPD_0402,220518,181421,193999,70266,176756
SPD_0403,1515514,1104372,997267,462373,730382
SPD_0404,110050,133631,103649,62905,156516
SPD_0405,68792,78792,54752,36721,72943
SPD_0406,114861,125510,97141,60637,131369
SPD_0407,47548,62743,39129,20104,53271
SPD_0408,40302,51682,28291,19738,34012
SPD_0409,118092,117557,76636,51461,143632
SPD_0410,2060697,2921980,2313480,1001543,2980936
SPD_0411,136353,142688,119856,48732,91319
SPD_0412,319142,274503,258095,111366,222036
SPD_0414,254102,233856,238561,149858,144095
SPD_0413,424,2019,1668,236,0
SPD_0417,838237,1036699,615871,371364,364879
SPD_0418,25461,42503,28509,13814,10938
SPD_0419,66671,69265,50303,17334,45026
SPD_0420,2222260,2106680,614868,215728,2111107
SPD_0421,19466,35677,27014,15399,32076
SPD_0422,16163,38155,27093,18944,30669
SPD_0423,64463,82590,59374,20205,70610
SPD_0424,3206,21063,7377,3517,1988
SPD_0425,5198,23696,12357,5331,2704
SPD_0426,1217,6453,4477,1475,402
SPD_0427,7411,24559,14340,5824,3010
SPD_0428,15301,41198,25038,10431,8778
SPD_0429,162622,260118,138123,67338,55768
SPD_0430,157456,163625,134360,68854,63485
SPD_0431,146152,146313,98905,62017,88629
SPD_0432,102007,102525,80604,44367,50009
SPD_0433,27849,33856,38476,17977,20292
SPD_0434,244418,300654,307122,185475,138037
SPD_0435,144239,147347,98037,55626,53984
SPD_0436,49503,44133,27213,7816,13651
SPD_0437,358320,808009,189797,98461,171130
SPD_0438,126353,168803,94724,48199,47419
SPD_0439,108863,138652,93794,56565,37943
SPD_0440,372187,407016,344319,176738,132225
SPD_0441,1625527,1890421,1558992,646310,2074675
SPD_0442,762215,611508,357707,236131,581125
SPD_0443,921031,962283,966568,358784,462034
SPD_0444,45988,84059,74467,29384,57203
SPD_0445,788808,616121,658845,279387,1105946
SPD_0446,572222,614802,471377,176891,354307
SPD_0447,6763703,6869526,3157862,1328295,2537174
SPD_0448,3785120,2448040,1317171,628886,969742
SPD_0449,108096,75277,53663,23899,22695
SPD_0451,77608,116110,53241,30635,65515
SPD_0450,6520,9929,4229,4188,5261
SPD_0452,101814,110469,92866,50172,100974
SPD_0453,86762,92027,73706,43889,65850
SPD_0454,123306,103570,107864,66398,128519
SPD_0455,199846,172247,167341,83323,190488
SPD_0456,3726,6510,5852,4131,1382
SPD_0457,9590,27884,20016,12952,7247
SPD_0458,128289,236726,532313,473903,735744
SPD_0459,65376,148546,435349,225579,1122792
SPD_0460,353357,1015398,1897323,1010702,4223784
SPD_0461,118067,319012,510237,248662,745658
SPD_0462,42816,35550,29621,10494,23859
SPD_0463,342056,285391,262164,72160,320430
SPD_0464,164279,399291,122300,82561,106577
SPD_0465,407837,959460,289814,189041,198656
SPD_0466,2093,3614,12181,5519,9775
SPD_0467,88187,75449,133332,63971,70385
SPD_0468,121064,95405,103585,56102,61761
SPD_0469,234744,196673,203726,113060,125786
SPD_0470,852,1933,2366,1578,267
SPD_0473,30717,39440,190411,87257,96474
SPD_0474,16924,24681,158532,68929,59591
SPD_0475,23039,41738,170009,97636,66082
SPD_0476,1922617,1459095,1308769,786002,846139
SPD_0477,818992,867688,497577,308439,332245
SPD_0478,307073,242303,242526,111741,239036
SPD_0479,426175,265728,312476,152824,240882
SPD_0480,176718,131624,181995,102594,116431
SPD_0481,204871,147954,203659,123528,132205
SPD_0482,2470623,1859872,2524388,1484035,1509699
SPD_0483,41489,36354,42631,24715,20146
SPD_0484,5295,12071,9156,4769,8705
SPD_0485,1620,3313,1534,578,1987
SPD_0486,1082,852,646,94,322
SPD_0487,20480,14836,15635,10406,15622
SPD_0488,347949,283107,273140,155686,272772
SPD_0489,77150,73844,58725,32293,69468
SPD_0490,130477,125669,71098,25511,72138
SPD_0491,205398,209588,135285,64250,192229
SPD_0492,169557,146771,105436,61751,127937
SPD_0493,239844,252088,132079,69332,170030
SPD_0494,1094324,925686,565808,298662,602289
SPD_0495,23407,27178,22403,7933,17269
SPD_0496,38757,39955,29282,14502,43594
SPD_0499,1976,3446,2178,47,403
SPD_0501,5231,7133,4672,2539,833
SPD_0502,25332,39105,33349,13568,4849
SPD_0503,45237,52388,64498,34607,22144
SPD_0504,86247,112767,69652,30814,67950
SPD_0505,80829,101641,77189,32060,66777
SPD_0506,277813,305407,189910,90436,136199
SPD_0507,328365,256739,437737,127748,144150
SPD_0509,1998,4913,5210,1993,1633
SPD_0510,29149,29084,38213,14649,15593
SPD_0511,12805,13651,14081,5815,5408
SPD_0512,2019740,1796497,1261187,656571,926237
SPD_0513,702474,633474,436386,256989,288085
SPD_0514,608745,611997,464252,228747,277070
SPD_0515,599829,552244,431005,259438,244978
SPD_0516,263302,275432,201292,140219,104704
SPD_0517,795937,1056595,688132,405756,433775
SPD_0518,85013,79849,45370,23382,44482
SPD_0519,30893,27765,19646,10135,17500
SPD_0520,24953,23405,15621,12290,17921
SPD_0521,56896,59024,45181,27681,45924
SPD_0522,21697,14209,25448,11631,14653
SPD_0523,79308,60611,71338,42714,67981
SPD_0524,94293,92763,89737,56315,89070
SPD_0525,88852,87443,105865,54536,50733
SPD_0526,7258821,6202780,4011064,1511546,5769455
SPD_0527,53716,51498,49352,16119,38901
SPD_0528,41209,53777,63215,22551,26192
SPD_0529,19783,24303,23354,8382,10769
SPD_0530,37279,35590,52015,23635,30888
SPD_0532,218492,262163,179100,99599,185772
SPD_0533,2293275,3007355,1612758,1015866,1372958
SPD_0534,176056,172409,133783,76213,189664
SPD_0535,523587,491610,407967,186418,577532
SPD_0536,412496,508759,311894,181137,431537
SPD_0537,258819,424741,527412,413105,344165
SPD_0538,154624,141795,132454,73866,104439
SPD_0539,221135,192538,184670,92657,141705
SPD_0540,39563,38546,28772,8196,25810
SPD_0541,486387,384029,330502,131550,274795
SPD_0542,975269,743704,662410,274314,506410
SPD_0543,79617,73897,46825,18135,52959
SPD_0544,29842,32741,21319,10324,17549
SPD_0545,16425,18886,14780,6635,7573
SPD_0546,2438784,4858432,1083152,551407,520493
SPD_0547,147713,144121,105927,51398,103917
SPD_0548,135067,102247,108457,51589,102240
SPD_0549,206089,186508,181412,85185,148631
SPD_0550,5700523,4999833,2782388,1175908,2466710
SPD_0551,3616801,3002831,1734887,799681,1146120
SPD_0552,4122,9932,7755,2959,1737
SPD_0553,999,1258,1264,1706,2748
SPD_0554,1397122,1157987,1232911,809189,824228
SPD_0555,493182,587324,399547,238676,203700
SPD_0556,641703,650232,536843,287441,254084
SPD_0558,127649,274222,207938,164706,148758
SPD_0559,8787,12330,7956,4480,11183
SPD_0560,22540,18193,12759,4355,21023
SPD_0561,27849,40928,14586,8755,19545
SPD_0562,4283,9425,3853,3620,0
SPD_0564,86135,103845,61976,20670,55585
SPD_0565,27131,22093,19795,8555,23647
SPD_0566,46642,34128,33057,20607,28515
SPD_0567,69158,65689,64832,37610,50819
SPD_0568,28207,26571,25367,15453,18544
SPD_0569,223327,257683,146394,79032,121102
SPD_0570,123516,200979,86176,48282,63237
SPD_0571,16248,37699,23834,7841,15301
SPD_0572,10418,14291,11868,6883,9049
SPD_0573,16740,15754,16375,11187,12028
SPD_0574,414392,438785,253279,138990,189622
SPD_0575,185161,210811,112101,68165,77574
SPD_0576,204227,254720,231700,192501,343007
SPD_0577,5997696,4766404,3670009,2014288,4750338
SPD_0578,99477,83594,65264,46636,135579
SPD_0579,106117,96042,74844,45399,120241
SPD_0580,129489,143758,66575,36546,72352
SPD_0581,307945,339957,197476,87185,128450
SPD_0582,357767,292006,288730,216850,474121
SPD_0583,319998,326292,203541,123138,178006
SPD_0584,275893,251331,202103,110060,136742
SPD_0585,131438,103233,84696,44979,59743
SPD_0586,234279,202846,172505,81133,110692
SPD_0587,269087,245825,164145,88139,98583
SPD_0588,226186,332630,145063,72556,137628
SPD_0589,556204,392980,464190,214473,425147
SPD_0590,230710,209374,171779,62403,183689
SPD_0591,17854,22848,9048,3079,6788
SPD_0592,48078,34495,37732,15218,30416
SPD_0593,4331830,2860954,1896186,752536,1505624
SPD_0594,465264,317398,236227,93613,157532
SPD_0595,10865,13131,7416,3011,11317
SPD_0596,25153,31249,20121,10152,14904
SPD_0597,10698,10580,7747,2815,9861
SPD_0598,354590,363466,249635,143009,260674
SPD_0599,158374,138809,128150,67410,98058
SPD_0600,353562,319342,269112,145435,273780
SPD_0601,69386,81386,48691,21928,50139
SPD_0602,24140,26868,16710,6466,19243
SPD_0603,23249,36510,13340,7143,23758
SPD_0604,46917,73235,30243,11811,37871
SPD_0606,58600,66657,54521,21719,36943
SPD_0608,899751,810740,36272,20557,871131
SPD_0609,875531,632760,30248,13128,796108
SPD_0610,293329,290686,15995,6477,250211
SPD_0611,692376,780916,35903,14500,472411
SPD_0612,230214,242801,15972,6752,227217
SPD_0613,265133,246357,15446,12136,324566
SPD_0614,165020,153300,14322,9529,260079
SPD_0616,3927,7326,5104,2073,1274
SPD_0617,2692,4469,2737,1501,460
SPD_0618,3223,5914,3555,1042,1038
SPD_0619,7129,5540,2945,851,3222
SPD_0620,2321979,1592218,1316907,505656,1459228
SPD_0621,512350,608251,228909,141471,477593
SPD_0622,366671,260427,139738,79415,145089
SPD_0623,224012,110525,107008,79530,95411
SPD_0624,37504,46018,21246,18631,17727
SPD_0625,7924,17243,11005,5474,3960
SPD_0626,21593,26221,21552,13597,16194
SPD_0627,5936,9712,9084,2788,2591
SPD_0628,10769,12710,13589,4331,6833
SPD_0629,6564,7112,5888,2452,4192
SPD_0630,14715,16084,13847,8397,10287
SPD_0631,8115,15563,11338,3953,7100
SPD_0632,359588,371091,91873,73473,173466
SPD_0633,12220,12156,11813,5623,12164
SPD_0634,5510,12327,4695,5751,8790
SPD_0635,37732,64118,27956,19515,32483
SPD_0636,13371543,8189463,3868372,1564335,5808110
SPD_0637,579331,404192,142943,79620,392329
SPD_0638,3040,2037,2394,1649,848
SPD_0639,1145,1982,1473,258,928
SPD_0641,142899,141608,68242,23525,121780
SPD_0642,13260,24322,21304,8294,6728
SPD_0644,53454,41385,33172,24479,23956
SPD_0645,86417,65513,57257,31932,45534
SPD_0646,2548594,1493269,523215,245725,235447
SPD_0647,38003,41343,32804,11473,22855
SPD_0648,22348,29620,20489,7365,18182
SPD_0649,2008987,1820577,840481,343010,1580015
