Synonym,Raw.Counts.Untreated.Replicate.1,Raw.Counts.Untreated.Replicate.2,Raw.Counts.Untreated.Replicate.3,Raw.Counts.Amp_treated_10min.Replicate.1,Raw.Counts.Amp_treated_10min.Replicate.2,Raw.Counts.Amp_treated_10min.Replicate.3,Raw.Counts.Amp_treated_20min.Replicate.1,Raw.Counts.Amp_treated_20min.Replicate.2,Raw.Counts.Amp_treated_20min.Replicate.3,Raw.Counts.Amp_treated_30min.Replicate.1,Raw.Counts.Amp_treated_30min.Replicate.2,Raw.Counts.Amp_treated_30min.Replicate.3
SSA_2148,659,582,602,1355,1204,1470,837,1273,1408,935,724,1169
SSA_2386,165,97,101,274,201,290,145,271,293,157,143,179
SSA_2149,619,550,587,1006,1100,1261,763,946,1203,691,616,962
SSA_2150,246,190,191,485,342,390,228,397,391,285,149,209
SSA_2151,584,606,502,980,445,593,288,661,415,479,327,306
SSA_2152,586,698,822,509,715,682,307,383,466,282,240,348
SSA_2153,572,636,794,453,569,547,228,413,328,170,221,278
SSA_2154,646,517,659,457,394,370,232,538,238,308,272,141
predicted RNA,98,71,78,121,45,66,39,138,41,100,58,30
SSA_2155,7218,5467,6204,6548,3709,3897,2525,6999,2735,3550,3208,1957
SSA_2156,2698,2531,2835,2100,1639,1649,805,1579,1028,646,798,764
SSA_2157,1425,1215,1415,1217,1476,1459,746,1175,982,789,659,536
SSA_2158,558,479,474,414,497,502,215,412,312,298,224,149
SSA_2159,453,429,460,317,396,383,200,328,258,204,147,140
SSA_2160,342,349,367,172,278,242,117,139,165,93,80,67
SSA_2161,263,281,318,120,275,255,80,64,136,24,32,41
SSA_2162,0,0,0,0,0,0,0,0,0,0,0,0
SSA_2164,5299,5126,5679,1752,1346,1349,584,1038,762,509,978,647
SSA_2165,2149,2168,2269,2004,1613,1933,1081,1746,1389,1184,1532,1536
SSA_2166,2859,2771,3381,2271,3419,3134,1728,2684,2603,2162,1635,2077
SSA_2167,1799,1679,1980,1399,2120,1829,1019,1510,1500,1095,988,1069
SSA_2168,2141,2085,2287,3044,2370,2619,1785,2010,2455,1290,1365,1803
SSA_2169,3356,3103,3300,5742,3721,4634,3374,5317,4095,3463,3839,4348
SSA_2170,1559,1457,1534,2288,1486,1878,1308,2288,1655,1520,1718,1830
SSA_2171,1518,1435,1537,1692,1527,1798,1160,1739,1553,1238,1560,1603
SSA_2173,4212,4064,4525,3854,4347,4579,2897,3818,3891,2588,3643,3719
predicted RNA,44,43,49,30,38,42,23,27,32,15,32,32
SSA_2174,2209,2100,2459,1501,2019,1901,1182,1411,1659,863,1370,1354
SSA_2175,563,589,585,278,497,585,308,284,429,270,401,367
SSA_2176,552,525,605,228,466,478,240,201,316,223,310,266
SSA_2177,503,532,551,151,412,372,157,141,224,154,196,177
SSA_2178,457,516,531,217,300,270,140,178,154,134,194,138
SSA_2179,2428,2586,2782,1648,2660,2453,1304,1449,1930,1206,1346,1541
SSA_2181,1346,1432,1592,544,1375,1199,430,414,747,355,346,387
SSA_2182,854,926,1127,205,785,574,147,148,308,111,131,139
SSA_2183,19957,18678,18766,20706,18294,22148,10881,16070,15824,9682,10625,13773
SSA_2500,10,4,6,6,3,2,2,3,2,2,2,1
SSA_2184,153,162,172,78,133,120,54,48,73,37,44,49
SSA_2185,4340,4309,5077,3829,3469,3632,1883,2986,2277,1280,2097,1921
SSA_2186,2861,2649,2660,2934,2808,3417,1716,2500,2575,1860,1757,2247
SSA_2187,710,640,651,402,405,420,176,217,292,136,175,127
SSA_2188,2229,2273,2104,1818,1605,1682,836,1207,1226,664,769,878
SSA_2189,434,408,460,478,313,345,249,437,277,194,379,352
SSA_2190,899,865,910,392,716,685,247,306,383,303,207,254
SSA_2191,1071,1003,1029,842,1088,1111,463,673,640,555,449,567
SSA_2192,755,693,807,1630,6085,6530,10658,4598,13076,11326,4614,16883
SSA_2193,617,550,661,585,404,477,262,402,386,176,315,306
SSA_2194,567,562,584,582,361,385,231,473,266,209,273,261
SSA_2195,306,269,344,121,124,108,51,93,60,75,69,60
SSA_2196,1646,1458,1495,3091,1402,1843,1368,3065,1631,1222,2268,1973
SSA_2197,1552,1372,1414,2560,1531,1785,1456,2686,1605,1701,2294,1957
SSA_2198,1729,1537,1556,2109,1571,1915,1209,2126,1521,1236,1756,1472
predicted RNA,75,74,75,67,80,102,58,70,81,67,63,53
SSA_2199,5015,4200,4777,4096,4424,4322,2498,4250,3229,2472,3004,2846
SSA_2200,375,293,338,128,295,238,79,122,133,79,47,35
SSA_2201,609,525,518,1309,477,611,567,1404,656,1000,1131,961
SSA_2202,8392,8846,9697,6758,7039,7219,3096,4967,4325,1779,3213,3695
predicted RNA,530,561,544,193,366,309,130,120,220,132,130,133
SSA_2203,9798,10696,11999,3708,5696,4520,1752,2353,2721,1151,1638,2239
SSA_2447,25,9,16,261,15,17,36,249,47,14,18,24
SSA_2204,500,502,534,372,292,278,138,248,185,181,190,162
SSA_2205,2850,2923,3179,2300,2106,2310,1140,1699,1706,814,1276,1380
SSA_2207,4,5,4,7,5,3,1,7,2,6,0,4
SSA_2206,98,71,81,231,94,110,108,232,127,108,175,152
SSA_2208,1001,978,1028,1435,726,995,466,987,691,444,593,474
SSA_2209,5478,4880,5447,4080,4764,4799,2232,3258,3290,2005,2257,2687
SSA_2210,149,164,168,120,86,113,70,84,69,71,69,81
SSA_2211,165,165,158,208,157,179,108,245,153,201,188,175
SSA_2212,2206,2249,2275,3032,2027,2453,1610,2819,2020,1383,2043,1988
SSA_2213,2494,2434,2576,2535,2146,2726,1567,2302,2068,1382,2339,2139
SSA_2214,1714,1610,1667,1916,1544,1999,1240,1826,1529,1275,1665,1454
SSA_2215,2693,2555,2680,3196,2237,3104,1985,3162,2394,2038,2674,2186
SSA_2216,2275,2021,2087,2207,1837,2337,1464,2280,1806,1618,1904,1675
SSA_2217,2362,2137,2250,2132,1903,2257,1557,2296,1730,1444,1881,1733
predicted RNA,36,34,35,26,34,47,27,26,36,33,30,28
SSA_2218,2186,2070,2233,1776,1872,2157,1301,1818,1675,1420,1801,1516
SSA_2219,2390,2172,2364,1754,1927,2224,1320,1840,1635,1144,1650,1351
SSA_2220,1474,1259,1446,885,1059,1288,674,863,843,676,765,606
SSA_2221,4875,4437,4909,2787,3860,4302,1987,2375,2492,1643,2250,1851
SSA_2222,1767,1679,1946,969,1367,1448,562,725,715,410,542,570
SSA_2223,1539,1516,1784,576,1248,1348,445,483,585,352,408,436
SSA_2224,1509,1455,1720,707,1238,1198,393,523,550,298,400,401
SSA_2225,2189,2131,2454,1182,1586,1554,588,779,730,378,523,538
SSA_2226,2483,2464,2553,1515,3876,3614,1800,1387,2914,898,955,1825
SSA_2227,2072,2149,2107,1233,3206,3141,1605,1231,2720,1023,973,1637
SSA_2228,1563,1576,1621,859,2295,2225,1147,832,1698,866,612,1048
SSA_2229,1885,1852,1880,1168,2633,3247,1524,1145,2289,1101,1048,1740
SSA_2230,16306,16589,17343,12223,27410,26176,12693,11583,18629,10547,8301,14710
SSA_2231,4210,4292,4443,3495,3764,3451,1543,2629,2412,1467,1586,1917
SSA_2233,2,3,1,5,3,7,1,2,6,6,3,3
SSA_2234,933,971,1014,1119,999,1089,666,1013,934,655,719,778
SSA_2235,1553,1413,1629,2176,1598,1910,1234,2010,1515,1013,1405,1454
SSA_2237,1738,1576,1795,1776,1816,1840,1159,1838,1444,1076,1441,1499
SSA_2239,2412,2288,2691,3441,2581,3255,2304,3106,2757,1938,2709,2777
SSA_2240,2291,2070,2684,3040,2393,2807,1870,2603,2120,1228,1959,1884
SSA_2241,1231,1210,1500,1260,1416,1585,1047,917,1231,803,851,755
SSA_2242,707,724,818,331,295,292,103,166,156,64,117,113
SSA_2243,1440,1352,1450,713,1208,1132,535,583,864,403,615,601
SSA_2244,4069,3706,3774,5724,3276,3847,2133,4031,3109,1843,2410,2693
predicted RNA,358,333,321,378,386,449,254,351,379,185,297,272
SSA_2245,5431,5211,5416,6488,5975,6619,3890,5473,5312,2853,3478,4649
SSA_2246,1357,1263,1397,1155,1583,1569,913,1045,1215,688,851,1067
SSA_2247,38,29,40,54,22,35,31,46,21,19,28,27
SSA_2248,144,146,157,234,68,143,106,200,110,142,192,124
SSA_2249,140,117,128,196,81,144,89,197,104,156,175,120
SSA_2250,309,281,298,496,246,394,310,599,335,446,568,417
SSA_2251,376,346,365,602,180,321,145,384,200,224,268,176
SSA_2252,300,260,271,325,281,282,129,264,205,171,183,212
SSA_2253,551,485,495,497,442,547,241,391,360,281,243,298
SSA_2254,464,488,509,323,392,371,189,241,302,151,132,212
SSA_2255,120,97,113,149,87,102,65,108,74,82,67,74
SSA_2256,197,200,177,249,152,163,97,247,135,133,188,144
SSA_2257,3393,3139,3386,3327,3104,3416,1944,2938,2756,1796,2445,2592
SSA_2258,985,920,1034,1704,729,1053,875,1597,841,984,1391,1078
SSA_2259,257,223,260,366,169,243,149,262,159,120,178,119
SSA_2260,3923,3515,4039,3545,3529,3883,2191,3355,2744,1704,2617,2729
SSA_2261,516,527,562,157,370,274,93,80,156,63,64,65
SSA_2262,7257,7178,7668,5385,5921,6210,2842,3897,4012,2090,2542,3158
SSA_2263,1059,1025,1184,518,741,836,334,375,437,228,214,294
SSA_2264,1185,1217,1397,729,897,971,399,447,572,235,261,342
SSA_2265,928,859,855,1243,1175,1155,769,1138,1069,688,1031,1079
SSA_2266,426,408,411,466,463,405,270,405,344,220,345,342
SSA_2267,284,236,276,982,355,639,611,820,704,657,585,845
SSA_2268,525,483,545,1488,478,751,927,1664,791,1171,1233,1311
SSA_2269,2335,2072,2184,2845,2129,2604,1387,2428,1840,1276,1739,1876
SSA_2270,4680,4119,4727,3575,4232,4179,2003,2896,2679,1623,2240,2368
SSA_2271,149,130,159,223,123,104,55,152,69,47,77,56
SSA_2272,250,225,211,388,179,242,139,286,184,166,206,155
SSA_2273,375,370,334,413,310,396,242,340,312,271,361,261
SSA_2274,952,925,851,707,816,966,580,707,868,603,710,681
SSA_2275,171,169,153,155,172,211,129,168,185,120,162,114
SSA_2276,171,154,119,137,159,183,118,139,144,130,149,140
SSA_2277,7356,7079,7908,6456,7739,8207,5913,7020,7474,5302,6509,7242
SSA_2278,1201,1237,1334,1278,1255,1563,952,1181,1344,780,917,1108
SSA_2279,228,206,220,165,263,351,160,129,227,112,122,162
SSA_2281,863,827,968,647,686,953,318,485,489,241,305,394
SSA_2282,9048,9538,10747,5979,8979,8929,3485,4318,5309,2749,3175,3930
predicted RNA,637,598,724,1273,454,634,318,861,398,243,404,425
SSA_2283,30391,29005,37263,42162,24140,32883,21167,31383,24223,16187,21865,26083
SSA_2284,3898,3605,3784,4308,3284,3877,2581,3929,3179,2373,3199,3442
SSA_2285,271,335,330,81,135,108,35,47,61,29,38,32
SSA_2286,15509,15559,19003,11240,14076,12994,6735,9484,8693,4231,6402,7022
SSA_2287,1756,1804,2096,1330,1236,1307,704,822,805,470,441,667
SSA_2288,70,62,73,49,50,46,17,33,25,25,14,20
SSA_2289,77,71,78,71,70,69,21,57,52,33,24,41
SSA_2290,398,416,399,557,288,477,216,352,291,244,323,217
SSA_2291,0,0,0,0,0,0,0,0,0,2,3,0
SSA_2292,12,6,14,16,4,17,4,29,8,29,23,18
SSA_2293,4,4,5,8,5,4,6,11,10,14,9,12
SSA_2294,1,2,0,4,2,1,0,0,2,2,2,0
SSA_2295,1032,1001,895,1474,606,973,549,1034,732,662,936,687
SSA_2296,179,139,147,234,125,188,128,270,137,202,227,153
SSA_2297,309,300,283,543,226,306,217,514,231,255,498,340
SSA_2298,2355,2147,2353,2427,2596,3045,1737,2197,2478,1264,1857,2154
SSA_2299,1569,1488,1585,2435,1564,1939,1306,2363,1598,1243,1752,1871
SSA_2300,1265,1213,1126,1521,1189,1492,804,1556,1069,810,1053,890
SSA_2301,2366,2325,2420,3331,2259,2584,1361,2704,1743,1219,1945,1684
predicted RNA,58,57,54,48,48,74,36,43,49,21,43,42
SSA_2302,2919,2657,3059,3457,2523,2795,1636,2819,1972,1118,1997,1890
SSA_2303,5172,4914,5321,5087,4458,5238,2589,4209,3282,2263,3253,3235
SSA_2304,6262,5943,6801,5859,5271,5701,3025,4742,3596,1947,3544,3697
SSA_2305,6418,6002,7217,5739,4725,5031,2896,4355,3465,1704,3198,3305
SSA_2307,1214,1253,1428,1031,1206,1412,972,1046,1121,894,1053,1219
SSA_2308,337,350,396,265,358,411,261,257,304,262,256,310
SSA_2309,733,688,867,587,688,904,469,521,554,333,467,584
SSA_2310,615,584,696,467,521,741,340,418,445,258,297,401
SSA_2311,456,451,510,349,388,488,192,212,289,132,190,198
SSA_2312,107,112,130,60,88,110,46,32,54,25,24,24
SSA_2313,589,612,650,591,424,571,285,468,400,212,323,493
SSA_2314,727,758,874,724,568,813,429,669,507,577,483,544
predicted RNA,184,140,161,447,82,167,101,427,90,71,222,177
SSA_2315,1799,1695,1974,2258,1285,1886,1242,2349,1329,1701,1880,1757
SSA_2316,1000,1039,1304,819,954,1143,648,714,792,473,668,901
SSA_2317,834,907,1168,560,861,1031,564,546,657,421,539,702
SSA_2318,1228,1386,1712,599,1039,1090,534,448,599,411,440,566
predicted RNA,1359,1177,1887,2806,730,1310,836,2008,470,340,1917,1067
SSA_2320,39403,39077,39441,47941,30010,40379,27671,48016,35612,31560,46255,41318
SSA_2321,473,457,658,665,512,516,352,624,385,388,451,511
SSA_2322,167,172,183,172,111,136,55,76,103,52,39,60
SSA_2323,440,464,493,564,462,472,300,554,402,428,344,443
SSA_2324,389,371,358,346,295,355,212,315,237,209,270,251
SSA_2325,99,101,115,98,68,79,38,83,56,42,63,44
SSA_2327,376,329,429,271,272,311,170,248,146,127,156,156
SSA_2328,213,186,187,1270,131,183,1059,1866,529,1909,1872,1931
SSA_2329,396,379,416,1457,253,396,1286,2915,594,2924,3504,3132
SSA_2330,557,570,718,525,647,698,437,566,628,375,474,567
SSA_2331,5673,5902,6408,6938,6119,7207,4412,6860,6113,4367,5213,6481
SSA_2332,959,938,962,1010,963,1195,630,1014,913,729,765,797
SSA_2333,5071,5489,5837,5713,5530,6118,3239,5291,4500,2989,3874,4737
SSA_2334,6141,6120,7385,4976,6065,5971,3265,4519,4342,2494,3514,4009
SSA_2335,78,65,81,42,31,37,19,26,29,13,15,9
SSA_2336,301,299,245,580,316,461,336,588,393,624,507,437
SSA_2337,618,565,564,1309,704,965,770,1611,827,1215,1305,1118
SSA_2338,1182,1072,1120,2212,1250,1608,1209,2507,1422,1776,2027,1906
SSA_2339,808,902,900,618,560,586,310,478,457,360,336,365
SSA_2340,154,138,151,106,286,235,118,100,226,111,107,169
SSA_2342,64,57,75,40,108,73,38,39,87,30,30,45
predicted RNA,79,71,65,152,51,72,30,115,38,9,47,43
SSA_2343,12184,11938,12761,9294,11053,12243,5615,7952,7901,4820,6460,7399
SSA_2344,0,0,4,1,0,1,0,1,1,2,2,3
SSA_2345,663,665,794,481,405,373,133,206,220,66,95,104
SSA_2346,1964,1760,1970,2614,2282,2587,1644,2457,2430,1478,1953,2262
predicted RNA,75,66,69,75,77,88,60,84,94,52,63,83
SSA_2347,2876,2526,2930,2978,3392,3698,2232,2932,3147,2346,2494,3053
SSA_2348,1214,1091,1233,1062,1319,1298,705,972,1077,744,683,893
SSA_2349,1308,1115,1251,749,1206,965,404,610,686,363,357,397
SSA_2350,6843,7385,8641,2259,3335,2695,655,1254,1029,459,638,811
SSA_2351,299,281,326,318,241,270,189,284,219,155,247,217
SSA_2352,315,298,336,357,244,281,158,305,201,207,259,250
SSA_2353,223,203,233,231,152,192,109,235,135,105,212,160
SSA_2354,504,491,425,544,404,471,289,521,416,320,413,370
SSA_2355,1377,1251,1285,1297,1168,1444,970,1249,1261,639,1239,950
SSA_2356,5747,5167,5591,5679,5088,5932,3879,5941,4810,3215,5354,4921
SSA_2357,1310,1228,1305,1429,1183,1400,897,1487,1117,920,1124,1191
SSA_2358,4761,4369,5103,5342,4372,4852,2845,4188,3676,1869,2880,3091
SSA_2359,3936,3757,3983,3068,4449,4765,2138,2504,3050,1689,2032,2676
SSA_2360,2083,1937,2218,1477,1884,1920,816,1086,1118,570,765,1021
SSA_2361,349,314,321,378,310,367,250,291,349,239,236,293
SSA_2362,495,491,508,643,430,501,360,531,458,234,420,410
SSA_2363,451,463,360,688,310,479,300,559,422,351,411,379
SSA_2364,4605,5036,5495,3176,1853,2143,1022,1979,1212,912,1432,1372
SSA_2365,1291,1187,1248,1966,1187,1515,981,1829,1349,1091,1364,1279
SSA_2366,1314,1145,1257,1883,1120,1412,835,1623,1170,740,1169,1154
SSA_2367,1475,1330,1410,1755,1288,1532,845,1396,1192,831,1035,1035
SSA_2368,820,748,815,909,633,702,362,666,549,256,454,408
SSA_2369,1313,1237,1329,994,976,1155,482,639,690,380,420,453
SSA_2370,1266,1145,1184,882,833,870,368,619,534,236,394,387
SSA_2371,689,712,775,341,508,468,161,175,257,99,111,132
SSA_2372,897,933,700,1185,637,774,448,844,573,514,652,446
SSA_2373,1889,2021,1699,2877,1481,2043,1020,2179,1437,1777,1825,1465
SSA_2374,3110,3401,3860,1061,2416,1863,619,728,974,371,507,518
SSA_2375,2192,2077,2276,957,1385,1188,439,600,619,316,414,387
SSA_2376,2846,2763,3147,1767,1948,1868,691,1041,997,401,677,689
SSA_2377,727,760,845,669,656,739,237,411,409,253,193,267
SSA_2450,50,42,84,5,7,5,1,1,4,0,0,1
SSA_2449,22,13,22,6,4,3,0,2,0,0,0,1
SSA_2378,262,321,345,173,195,202,42,107,76,24,58,31
SSA_2379,365,456,553,394,357,354,145,326,194,131,214,124
SSA_2394,64,66,79,89,60,93,61,84,56,101,57,38
SSA_2448,29,24,42,77,10,30,12,44,17,5,18,10
SSA_2380,198,175,233,244,109,180,84,131,111,45,83,70
SSA_2381,1528,1583,1617,862,1442,1071,385,463,770,214,283,361
SSA_2382,1329,1275,1232,1775,698,1111,508,990,667,261,511,451
