Synonym,Raw.Counts.Untreated.Replicate.1,Raw.Counts.Untreated.Replicate.2,Raw.Counts.Untreated.Replicate.3,Raw.Counts.Amp_treated_10min.Replicate.1,Raw.Counts.Amp_treated_10min.Replicate.2,Raw.Counts.Amp_treated_10min.Replicate.3,Raw.Counts.Amp_treated_20min.Replicate.1,Raw.Counts.Amp_treated_20min.Replicate.2,Raw.Counts.Amp_treated_20min.Replicate.3,Raw.Counts.Amp_treated_30min.Replicate.1,Raw.Counts.Amp_treated_30min.Replicate.2,Raw.Counts.Amp_treated_30min.Replicate.3
SSA_1049,1044,1007,1068,1269,1030,1186,691,1282,954,909,985,1010
SSA_1050,1070,1054,1093,1553,964,1257,797,1573,1089,1102,1135,1192
SSA_1051,1829,1776,1777,2403,1707,2081,1265,2278,1824,1300,1989,1790
SSA_1052,1983,1888,1913,1756,1151,1436,688,1086,1072,608,868,802
SSA_1053,531,499,462,607,460,578,320,581,375,426,601,498
SSA_1054,354,382,340,260,209,263,111,210,168,128,194,134
SSA_1055,524,480,501,447,361,458,239,378,312,308,372,293
SSA_1056,1761,1745,1679,1928,1511,1857,1058,1777,1329,1054,1665,1521
SSA_1057,1275,1139,1239,604,899,775,317,485,443,278,398,401
SSA_1058,1911,1685,1771,936,1559,1599,725,866,1035,708,767,876
SSA_1059,644,579,552,558,490,577,302,453,397,402,397,331
SSA_1060,622,555,508,618,500,660,285,597,434,404,389,350
predicted RNA,120,110,104,77,125,100,59,53,89,42,30,48
SSA_1061,6112,6602,7303,5451,7094,6726,2711,3183,4205,1269,1554,2763
predicted RNA,5087,5646,6110,4749,6452,6990,2719,2902,4423,2252,1648,2795
SSA_1062,5578,6398,7212,5646,7946,7739,3827,4135,5472,2764,2514,4076
SSA_1063,63,81,83,353,91,149,180,346,184,267,273,258
SSA_1064,47,40,42,97,28,63,27,66,20,42,50,40
SSA_1065,268,270,337,1250,277,450,846,1659,685,1146,1842,1421
SSA_1066,7694,8030,8184,3665,3708,3627,1261,2590,1783,995,1900,1539
SSA_1067,770,737,820,544,522,538,249,414,344,170,306,262
SSA_1068,1153,1125,1119,833,987,942,474,587,711,319,385,425
SSA_1069,560,548,565,519,543,577,291,416,425,194,277,278
SSA_1070,1850,1707,1913,1723,2002,2107,1022,1538,1479,709,1101,1136
SSA_1072,515,554,575,201,560,448,196,207,307,177,150,196
SSA_1073,1251,1179,1402,820,1492,1350,633,717,998,559,649,803
SSA_1074,822,777,837,627,839,850,417,575,667,330,450,527
SSA_1075,1464,1307,1403,896,1244,1270,555,658,826,521,574,602
SSA_1076,1198,1210,1181,937,1238,1279,610,787,986,555,627,752
SSA_1077,1703,1568,1692,1470,1688,1767,933,1316,1424,863,987,1124
SSA_1078,952,858,913,1081,869,1169,562,942,813,726,629,661
SSA_1079,1439,1416,1406,1911,1388,1829,926,1446,1383,950,917,1070
SSA_1080,87,118,174,319,135,205,205,319,260,154,203,228
SSA_1081,46,41,53,459,102,188,272,457,326,268,426,384
SSA_1082,174,169,187,894,171,272,574,1163,512,653,1138,917
SSA_1083,606,587,659,188,337,279,93,111,140,45,59,45
SSA_1084,1574,1613,1708,825,1211,1119,341,509,545,240,298,378
SSA_1085,1797,1769,1862,1052,1510,1492,548,656,837,350,431,531
SSA_1086,1220,1103,1208,942,1184,1303,625,815,883,507,675,709
SSA_1087,2046,1869,1903,1686,1983,2285,1169,1525,1676,1082,1313,1440
SSA_1088,409,353,311,326,385,445,218,337,375,344,252,256
SSA_1089,50,34,34,54,42,50,22,63,38,22,48,27
SSA_1090,2856,2467,2647,2730,2382,2346,1450,2513,1943,1081,1679,1508
SSA_1091,1122,1151,1229,541,1343,1213,391,356,766,204,217,327
SSA_1092,1458,1372,1578,798,1130,1172,453,493,716,222,354,407
SSA_1093,5762,5325,5636,4251,4505,4559,2397,2999,3360,1466,1884,2326
SSA_1094,3574,3519,3484,2907,2888,3055,1511,2233,2185,1256,1374,1792
SSA_1095,978,924,958,273,446,397,101,141,201,51,84,88
SSA_1096,330,283,374,240,196,212,91,155,115,89,103,133
SSA_1098,375,336,505,2297,658,1031,637,1265,886,372,637,591
SSA_1099,11900,12926,12566,7258,9298,10422,5562,6684,7756,4470,8462,6910
SSA_1100,5256,5443,5301,4557,3936,5045,3163,4428,4117,2990,4857,4195
SSA_1101,3802,3876,3739,3828,2668,3721,2319,3502,3054,2672,3548,2821
SSA_1102,13,14,15,6,14,10,0,2,4,2,3,4
SSA_1103,21,29,25,28,19,25,9,13,20,6,7,8
SSA_1104,9098,9524,11360,8544,7472,8036,3617,6702,4352,2267,3343,4726
predicted RNA,943,995,875,785,896,1418,561,663,650,686,423,590
SSA_1105,5850,6453,7354,7233,5075,6054,3154,5713,3258,2254,2742,3659
SSA_1106,6859,7015,7385,6918,6106,7979,3752,5401,4659,3124,5086,4720
SSA_1107,826,884,910,643,589,709,383,635,475,298,541,446
SSA_1109,1141,1155,1199,1171,898,1059,646,1123,801,600,937,818
SSA_1110,602,631,578,708,528,674,334,573,486,260,434,366
SSA_1111,370,340,362,311,539,489,157,202,281,142,118,196
SSA_1112,616,434,322,818,518,710,361,737,508,426,576,499
SSA_1113,345,268,288,173,284,268,74,72,150,36,48,53
SSA_1114,527,421,406,295,508,522,128,114,285,71,65,97
SSA_1115,48,39,32,35,39,48,24,34,32,26,24,26
SSA_1116,41,44,38,60,54,56,37,53,35,30,28,36
SSA_1117,46,47,47,48,44,61,20,37,41,25,38,30
SSA_1118,174,142,153,189,195,230,115,160,170,128,168,139
SSA_1119,296,276,275,241,266,264,144,197,200,123,182,144
SSA_1120,922,850,914,826,784,883,414,626,641,473,502,549
SSA_1121,357,362,402,251,408,373,105,131,219,75,84,113
SSA_1122,480,490,486,560,559,692,263,362,418,267,247,357
SSA_1124,3975,3775,4278,14250,4188,6572,8161,16904,8188,11534,15272,13553
SSA_1125,1309,1195,1172,6085,1491,2655,3098,6761,3178,4616,4979,5192
predicted RNA,91,91,79,373,104,221,200,288,217,278,305,293
SSA_1126,1976,1786,2150,7241,2579,4237,3732,6740,3999,3224,5510,4856
SSA_1127,2629,2421,2921,18680,5331,7578,5765,10370,6913,3651,6125,6298
SSA_1128,552,476,559,515,343,369,283,546,379,268,386,353
SSA_1129,609,571,553,602,476,510,296,511,381,328,386,380
SSA_1130,440,433,452,346,350,341,165,376,258,200,251,227
SSA_1131,639,616,622,720,517,606,371,674,473,422,581,498
SSA_1132,355,307,315,494,257,299,250,434,289,359,331,289
SSA_1133,572,526,547,1066,468,508,350,928,476,409,512,622
SSA_1134,195,171,159,144,154,194,76,153,148,96,123,122
SSA_1135,535,525,506,778,460,514,304,635,407,282,397,398
SSA_1136,495,422,485,1476,543,903,790,1347,904,766,1378,905
SSA_1137,138,98,113,792,144,305,442,986,423,596,1295,718
SSA_1138,146,125,102,617,121,201,357,800,313,479,1114,622
SSA_1139,148,133,133,419,142,150,252,607,203,331,881,434
SSA_1140,191,160,159,380,131,197,246,664,203,438,922,481
SSA_1143,63,58,50,87,49,66,41,79,45,56,68,48
SSA_1144,102,94,85,114,71,107,63,96,84,84,64,75
SSA_1145,8,10,14,12,5,7,8,12,5,6,11,6
SSA_1146,15,14,13,17,7,15,7,6,8,7,8,9
SSA_1147,13,9,16,16,11,17,7,10,6,9,10,8
SSA_1148,64,62,51,83,65,63,41,96,59,68,83,53
SSA_1149,80,83,76,109,70,67,47,104,76,73,104,85
SSA_1150,471,391,446,814,274,287,271,618,259,158,351,274
SSA_1151,720,752,707,330,371,361,171,221,270,111,188,158
SSA_1152,2219,2189,2320,1669,1724,1971,1094,1548,1376,972,1436,1336
SSA_1153,1760,1635,1715,1900,1402,1701,1055,1723,1246,909,1456,1439
SSA_1154,1100,1063,1090,1083,925,1209,594,926,840,512,788,738
predicted RNA,45,49,42,34,45,69,35,32,52,47,38,30
SSA_1155,2274,2148,2040,2808,1833,2283,1586,2846,1954,1731,2249,2041
SSA_1156,1828,1758,1572,2518,1480,1939,1382,2384,1725,1725,2042,1931
SSA_1157,1326,1332,1241,1908,1184,1434,1047,1890,1299,1135,1560,1328
SSA_1158,350,329,340,211,289,302,116,155,199,136,113,127
SSA_1161,1192,1391,1492,516,1650,1132,375,359,771,297,287,443
SSA_1162,122,144,130,68,85,108,36,66,64,50,34,51
SSA_1163,3410,3534,3935,2222,2939,2622,984,1464,1570,750,910,1257
SSA_1164,0,1,0,4,3,4,2,8,3,2,3,4
SSA_1165,1546,1404,1666,883,1178,1007,431,485,678,209,332,339
SSA_1166,451,420,438,175,320,276,88,100,163,77,59,76
SSA_1167,2934,2727,2845,1893,2580,2657,1044,1329,1638,623,946,1164
SSA_1168,3037,2960,2667,4480,2163,3273,1448,3029,2118,1593,2140,1711
SSA_1169,315,329,294,443,258,316,154,323,198,184,210,179
SSA_1170,371,404,365,592,163,308,137,364,188,234,151,141
SSA_1171,252,211,215,349,148,220,182,439,232,251,406,293
SSA_1172,83,85,88,74,95,117,72,98,95,72,73,89
SSA_1173,884,862,825,1465,1708,2281,1239,1676,1514,1571,1445,1909
SSA_1174,1560,1525,1629,2951,3394,3951,2383,3111,2915,2230,2559,3289
SSA_1175,693,681,699,1444,1558,1836,994,1241,1255,1156,981,1264
SSA_1176,411,389,454,1369,1065,1338,902,1276,977,992,1078,1344
SSA_1178,375,353,360,1244,785,1004,735,1165,836,689,836,905
SSA_1179,1032,1101,1116,1192,988,1223,683,1002,976,740,925,1001
SSA_1180,482,552,568,427,466,493,252,323,397,293,299,287
SSA_1181,354,413,443,160,273,246,99,113,133,74,73,104
SSA_1182,1212,1235,1388,804,1393,1304,515,590,843,489,405,650
SSA_1183,591,602,621,423,649,688,302,387,437,265,324,368
SSA_1184,1989,2104,2486,934,2149,1872,733,722,1141,521,589,875
SSA_1185,0,3,0,4,0,0,0,3,0,8,1,0
SSA_1186,371,337,350,400,340,421,221,341,316,187,261,290
SSA_1187,517,501,506,473,492,566,319,400,428,260,344,350
SSA_1188,565,587,592,507,514,563,295,410,440,276,364,356
SSA_1189,465,431,441,356,351,385,200,248,291,169,229,241
SSA_1190,955,880,1108,797,618,596,305,439,334,124,217,248
SSA_1191,0,0,0,0,0,0,0,0,0,0,0,0
SSA_1192,459,545,535,527,408,541,220,431,396,240,285,253
SSA_1193,585,636,656,362,610,612,232,278,371,197,201,297
SSA_1194,2123,2545,2716,581,1867,1317,317,348,540,139,194,291
predicted RNA,879,797,873,1860,709,444,820,1576,692,416,751,553
SSA_1196,261,242,226,210,227,284,127,177,178,125,154,142
SSA_1197,213,220,219,177,224,279,124,137,173,110,131,132
SSA_1198,162,170,175,124,129,140,57,97,92,69,90,70
SSA_1199,173,160,160,73,94,100,33,58,55,26,46,57
SSA_1200,269,231,270,206,283,269,110,168,161,114,82,138
SSA_1201,315,303,318,344,340,322,164,252,280,143,146,169
SSA_1202,330,304,318,380,355,412,215,315,351,232,203,258
SSA_1203,310,315,284,509,361,411,188,375,337,189,196,272
SSA_1204,7469,7353,7988,14639,7128,8986,6629,13449,7470,6540,10166,8884
SSA_1205,808,790,787,1861,1037,1186,919,1601,1102,905,766,935
SSA_1206,377,319,346,391,356,409,231,309,276,184,265,254
SSA_1207,3879,3624,4169,6013,3730,4993,3280,5281,3819,2331,4831,4106
SSA_1208,1501,1426,1500,2351,1582,1956,1066,1653,1392,723,1258,1339
SSA_1209,1341,1222,1268,1817,1307,1560,806,1186,1177,516,872,786
SSA_1210,951,857,943,1164,910,1114,512,639,809,249,459,443
SSA_1211,256,262,241,214,161,204,80,177,115,101,112,88
SSA_1212,2597,2561,2523,2163,2011,2109,1005,1469,1476,738,1026,1022
SSA_1213,3143,2867,2763,2738,2440,2837,1344,1963,1925,1148,1312,1475
SSA_1214,831,753,632,1019,537,789,387,637,561,318,345,371
SSA_1215,275,276,245,289,216,265,128,240,172,156,168,189
SSA_1216,1235,1117,1162,3414,1079,1442,1347,3214,1493,1531,2232,1734
SSA_1217,1937,1914,1804,5317,1624,2681,2499,5457,2700,3585,4399,3938
SSA_1218,20,14,14,19,14,17,14,15,19,20,9,10
SSA_1219,3392,3074,3115,4608,2610,3346,1943,3749,2476,1674,2968,2750
SSA_1220,9364,8719,9564,11029,8558,9945,5942,8757,7560,4105,7081,7052
SSA_1221,27226,25543,27451,30073,20794,22930,13948,27249,17445,13952,19656,18690
SSA_1222,106,124,116,73,64,75,42,78,45,37,51,67
SSA_2470,4,3,3,4,1,0,0,1,0,0,1,0
SSA_1223,14277,15811,18189,2972,10500,6176,1282,1551,2128,540,993,1230
SSA_2469,79,66,108,59,20,21,10,33,16,0,13,10
SSA_2468,32,27,34,19,8,9,3,8,4,1,4,2
SSA_1224,554,509,577,689,279,377,185,406,198,35,126,83
SSA_1225,3253,3133,3414,1887,1945,1912,867,1291,1196,623,917,970
SSA_1226,7065,7208,7146,7538,7015,7989,5581,7523,6998,5344,6409,7503
SSA_1227,2069,2244,2095,2152,2150,2550,1662,2238,2193,1766,2157,2310
SSA_1229,210,229,196,262,205,273,163,271,221,226,234,304
predicted RNA,194,219,192,209,206,286,139,196,192,113,201,240
SSA_1230,1534,1541,1619,1391,1482,1677,992,1322,1247,1132,1080,1149
predicted RNA,47,46,39,38,40,67,30,35,38,56,28,28
predicted RNA,66,62,67,120,50,55,33,97,47,23,45,36
SSA_1231,1217,1275,1187,1273,1049,1294,599,1007,832,1005,698,637
SSA_1232,4536,4729,5576,2476,4446,4056,2024,2352,2598,1603,1939,2297
SSA_1233,163,176,198,218,147,117,69,184,114,94,107,113
SSA_1234,8540,7392,8081,8200,6486,7260,3883,8734,4544,5547,4847,3714
SSA_1235,2384,2144,2390,3322,1986,2464,1905,3435,2324,1890,3644,3044
SSA_1236,766,741,735,952,762,940,732,972,887,831,1163,1048
SSA_1237,805,703,683,1059,667,863,655,1185,816,764,1237,910
predicted RNA,41,33,42,42,36,55,32,52,58,58,56,52
SSA_1238,868,818,819,1115,778,1027,780,1185,933,896,1224,1047
SSA_1239,927,837,879,1248,788,954,632,1128,840,716,800,840
SSA_1240,191,235,263,103,164,140,77,88,98,54,56,79
SSA_1241,162,215,285,60,123,97,45,40,45,39,34,41
SSA_1242,209,258,320,187,296,268,147,175,197,144,139,192
SSA_1243,126,154,190,67,139,115,66,53,67,49,61,71
SSA_1244,34,49,63,47,34,35,28,39,41,38,60,37
SSA_1245,860,772,802,1113,748,858,478,781,713,405,458,570
SSA_1246,1265,1462,1333,1792,758,1260,930,1907,1006,1339,2262,1276
SSA_1247,816,926,947,1100,581,857,736,1358,745,1164,1857,1167
SSA_1248,598,638,659,907,399,657,602,1154,588,984,1496,986
SSA_1249,449,526,509,897,346,522,534,1127,598,956,1368,921
SSA_1250,341,327,352,630,251,390,472,851,420,804,997,727
SSA_1251,902,885,1072,3268,961,1720,2368,3836,2193,2602,4186,3237
SSA_1252,339,313,432,1806,543,1061,1130,1691,1148,1056,1508,1400
predicted RNA,73,65,68,179,62,93,68,153,74,42,100,89
predicted RNA,163,142,156,302,138,240,137,201,185,96,129,143
SSA_1253,12,9,15,2,5,4,1,1,1,4,3,1
SSA_1254,17,19,17,4,1,8,3,3,1,1,1,2
SSA_1255,27,35,40,22,13,26,3,11,6,9,7,6
SSA_1256,770,790,840,710,759,850,525,707,651,390,610,611
SSA_1257,908,888,925,1229,751,948,656,1178,793,715,974,890
SSA_1258,1928,2035,2200,2628,1760,2170,1642,3019,1827,2004,2573,2221
predicted RNA,367,376,362,461,312,362,277,522,344,350,542,385
SSA_1259,2275,2385,2652,2784,2275,2775,1889,3052,2117,1907,3138,2707
predicted RNA,56,58,58,60,64,88,57,59,62,60,87,63
SSA_1260,3002,3101,3330,3300,2964,3665,2580,3719,2839,2980,3761,3331
SSA_1261,1450,1423,1653,1099,1359,1479,870,970,1057,579,967,908
SSA_1262,1687,1582,1626,1425,1663,1689,780,1148,1119,742,843,1021
SSA_1264,93,86,118,20,38,25,9,19,19,11,21,13
SSA_2467,45,43,39,1,1,1,1,0,0,0,1,0
SSA_1265,5815,6295,7415,3867,3830,3648,1444,2501,2238,751,1138,1615
SSA_1266,115,107,115,74,96,93,48,92,64,50,55,53
SSA_1267,130,129,129,79,116,111,61,67,89,46,58,67
SSA_1268,75,72,66,46,50,41,25,34,34,17,30,23
SSA_1269,246,223,216,1153,371,622,678,1129,748,768,713,905
SSA_1270,1410,1370,1560,500,902,651,308,298,461,109,191,225
SSA_1271,1554,1623,1596,1166,1516,1352,687,777,978,602,545,593
SSA_1272,3652,4085,4570,2165,2423,2561,933,1186,1411,559,695,942
SSA_1274,47,43,39,51,62,45,28,41,60,26,43,48
SSA_1275,1,0,1,0,2,0,1,0,3,1,0,0
SSA_1276,177,154,174,238,118,171,86,215,135,102,172,138
SSA_1277,331,326,301,342,251,288,195,302,249,227,227,225
SSA_1278,411,367,364,622,352,470,376,648,472,377,513,440
SSA_1279,1369,1285,1244,1877,1288,1755,1240,1977,1633,1228,1779,1814
predicted RNA,66,68,66,77,67,89,77,96,102,98,81,90
SSA_1280,714,633,629,849,598,788,538,818,767,448,785,737
SSA_1281,693,621,629,790,604,804,535,796,740,635,761,730
SSA_1282,7454,6847,7097,9352,6494,7610,4694,8538,6050,4122,7180,6525
predicted RNA,291,268,265,340,272,350,221,269,274,285,273,221
SSA_1283,2481,2417,2463,2955,2111,2167,1420,2646,1777,942,1893,1620
SSA_1284,229,243,212,291,126,193,95,207,135,79,149,122
SSA_1285,362,328,366,559,213,326,191,458,184,161,289,195
SSA_1286,175,138,166,285,107,158,75,203,105,93,118,84
SSA_1287,135,151,164,255,94,185,81,159,124,71,140,101
SSA_1288,36,37,34,50,21,28,21,38,33,22,32,21
SSA_1289,670,620,657,1161,349,548,334,847,319,267,563,349
predicted RNA,309,302,322,428,214,398,186,348,204,233,301,142
predicted RNA,85,84,87,94,58,91,74,75,59,76,77,50
SSA_1291,3436,2805,2999,2539,2507,2690,1509,2801,1913,1920,2245,1489
SSA_1292,629,509,477,540,429,511,275,596,386,568,493,385
SSA_1293,695,598,562,676,492,577,372,705,465,575,614,402
SSA_1294,366,306,294,362,231,276,181,345,222,211,324,210
SSA_1296,425,341,360,407,282,307,224,402,261,228,339,249
SSA_1297,1131,974,961,1266,970,1035,719,1117,927,656,883,922
SSA_1298,4761,4052,4167,14953,4686,7265,7815,14739,8208,7298,11433,11040
predicted RNA,33,23,23,239,19,40,44,207,37,19,89,88
SSA_1299,1399,1146,1110,4257,1187,1900,2240,5519,2018,3453,4713,4138
SSA_1300,895,774,704,3077,653,1105,1336,3820,1213,2498,3134,2528
SSA_1301,15903,15422,16419,13948,12827,15185,6395,10489,7848,5248,7522,7497
SSA_1302,2267,2163,2401,2303,2121,2328,1077,1574,1597,564,982,1048
SSA_1303,1443,1378,1387,1871,1175,1429,777,1381,1088,529,815,733
predicted RNA,52,48,48,61,42,58,28,53,38,24,38,36
SSA_1304,941,800,845,1261,776,959,559,1025,753,461,666,604
SSA_1305,1182,1055,1120,1681,883,1153,751,1325,963,532,862,822
SSA_1306,741,727,796,610,636,831,454,566,460,329,428,521
SSA_1307,1079,1107,1097,1184,982,1199,656,1161,749,577,741,924
SSA_1308,514,485,540,374,455,505,266,361,297,233,256,333
SSA_1309,2661,2804,3146,1834,2027,2109,772,1104,1040,527,561,866
SSA_1310,2176,2382,2633,1069,1591,1669,624,577,765,413,300,611
SSA_1311,435,461,483,333,339,389,177,244,256,175,173,212
SSA_1312,315,321,301,427,263,357,182,335,254,212,375,257
SSA_1313,280,270,247,246,221,271,126,219,187,165,201,230
SSA_1314,144,134,159,116,72,86,36,52,59,42,57,58
SSA_1315,230,187,208,211,185,188,87,146,165,63,97,100
SSA_1316,139,173,191,78,137,131,62,60,78,49,45,62
SSA_1317,126,108,104,184,120,150,65,189,84,75,75,74
SSA_1318,2356,2253,2558,1781,2375,2407,1194,1616,1601,934,1111,1056
SSA_1319,679,602,647,494,569,537,204,283,361,116,184,233
SSA_1320,148,149,186,206,130,129,107,190,120,88,110,82
SSA_1321,417,416,436,583,315,384,190,379,247,202,276,216
SSA_1322,1604,1436,1517,1902,1529,1927,1081,1642,1592,917,1302,1357
SSA_1323,937,860,881,941,928,1077,650,897,928,634,797,835
SSA_1324,1127,1030,1097,1217,1084,1187,747,1166,1060,755,926,951
SSA_1325,534,536,589,399,623,615,294,372,486,304,291,392
SSA_1326,3065,2947,3057,2992,3066,3351,1889,2570,2727,1873,1840,2460
SSA_1327,1136,1077,1032,1725,758,1218,739,1473,901,855,1511,907
SSA_1328,576,504,477,811,394,618,341,659,485,461,580,402
SSA_1329,888,868,893,1122,741,954,529,977,745,531,886,759
SSA_1330,371,344,333,366,297,347,197,237,286,166,254,203
SSA_1331,497,510,445,554,378,560,236,347,356,251,364,275
SSA_1332,232,245,213,287,148,259,118,189,147,87,185,94
SSA_1333,450,481,432,504,320,420,195,341,272,197,353,215
SSA_1334,217,216,206,252,144,147,74,166,110,67,160,99
SSA_1335,315,331,325,309,199,246,114,211,190,102,218,150
SSA_1336,251,300,258,288,154,196,93,172,128,81,153,124
SSA_1337,155,144,149,111,93,116,47,62,64,37,53,38
SSA_1338,89,112,100,83,60,75,30,47,44,22,33,29
SSA_1339,258,219,213,231,203,231,130,227,137,175,149,147
SSA_1340,24,23,26,11,17,25,7,12,4,14,4,6
SSA_1341,559,439,641,376,445,326,199,446,315,510,256,248
SSA_1342,158,113,158,86,136,94,59,92,66,131,62,59
SSA_1343,221,208,307,249,222,226,166,248,224,183,228,223
SSA_1344,319,312,415,294,301,281,186,339,234,186,283,265
SSA_1345,100,113,163,86,109,100,61,62,68,53,66,72
SSA_1346,722,715,734,566,656,644,252,411,419,185,239,313
SSA_1347,545,595,664,340,565,479,208,249,337,145,154,189
SSA_1348,5,6,6,17,6,4,1,13,4,12,6,10
SSA_1349,347,293,289,320,246,288,183,225,233,156,158,166
SSA_1350,309,294,293,424,257,306,205,394,280,175,309,270
SSA_1352,244,237,194,413,194,290,137,356,188,199,241,168
SSA_1353,437,387,370,483,347,433,234,465,333,235,352,318
SSA_1354,391,336,327,380,317,386,216,360,266,195,268,222
SSA_1355,548,486,466,530,432,592,275,459,390,377,373,271
SSA_1356,1587,1304,1585,807,1195,1149,546,726,719,499,524,577
SSA_1357,386,375,417,744,430,488,381,679,416,339,429,447
SSA_1358,138,135,165,193,150,150,87,179,127,97,109,139
SSA_1359,5055,5300,5501,3696,5447,5401,2412,2993,4028,2527,2335,3516
SSA_1360,2987,3073,3297,3016,3605,4007,2284,2794,3374,2072,2331,3155
SSA_1361,127,100,120,246,91,154,128,190,130,119,168,144
SSA_1362,246,257,250,366,197,256,202,296,233,164,258,213
SSA_1363,87,76,54,110,64,99,67,131,82,89,131,104
SSA_1364,40,39,31,58,35,42,43,68,34,59,52,54
SSA_1365,57,49,58,58,36,45,44,51,49,57,53,58
SSA_1366,75,72,59,81,55,63,40,96,50,60,90,76
SSA_1367,11,4,4,9,13,13,6,13,7,9,11,4
SSA_1368,12,8,11,8,7,15,5,17,7,8,16,6
SSA_1369,59,62,62,88,67,73,57,86,54,67,81,59
SSA_1370,30,22,27,31,20,26,22,39,25,24,27,26
SSA_1371,59,51,57,47,51,50,28,58,34,43,50,47
SSA_1372,1,1,0,0,0,0,0,0,2,1,1,0
SSA_1373,39,53,64,196,69,98,104,214,98,152,151,166
SSA_1374,1037,977,1088,1083,983,1068,665,1156,909,730,895,829
SSA_1375,834,784,893,638,718,775,441,681,537,502,576,543
SSA_1376,1260,1317,1304,1336,1319,1456,787,1242,1048,699,732,937
SSA_1377,3779,3987,4395,2658,4174,4089,1818,2139,2763,1374,1440,2141
SSA_1378,681,757,730,315,634,577,222,227,393,157,159,208
SSA_1379,1538,1298,1390,1232,1655,1839,792,912,1178,604,790,857
SSA_1380,1806,1513,1525,1358,1961,2066,827,998,1373,659,847,916
SSA_1381,910,813,755,574,832,851,343,365,558,243,277,295
SSA_1382,9,11,9,8,6,8,4,5,8,5,8,5
SSA_1383,3796,3560,3900,2860,3269,3092,1616,2153,2181,1191,1626,1696
SSA_1384,808,782,838,556,626,596,255,338,377,168,190,217
SSA_1385,118,115,112,232,103,157,73,150,101,62,52,66
SSA_1386,3031,2550,2789,5661,3564,4704,3077,4994,3760,3556,3153,4244
SSA_1387,124,129,137,323,118,163,99,220,122,127,192,118
SSA_1388,258,236,218,413,188,238,162,334,236,241,261,208
SSA_1389,198,180,144,280,131,182,90,256,154,153,218,141
SSA_1390,296,294,304,283,224,334,191,261,285,177,303,217
SSA_1391,295,300,310,306,251,333,190,230,252,154,242,208
SSA_1392,926,983,974,787,906,1100,565,648,875,471,721,607
SSA_1393,194,188,177,149,177,231,95,134,161,82,129,115
SSA_1394,159,139,154,106,154,167,79,79,130,61,81,73
SSA_1395,387,332,380,209,399,365,170,196,282,154,194,220
SSA_1396,154,144,145,87,129,96,45,60,101,43,33,59
SSA_1397,987,1118,1164,6011,3839,4658,3628,6887,4841,4374,3854,4563
SSA_1398,2253,2365,2686,14267,7823,9116,9694,18478,11257,12135,11368,14152
SSA_1399,564,497,489,259,308,294,100,167,182,92,117,128
SSA_1400,1090,1002,951,385,629,540,180,261,297,111,180,209
SSA_1401,176,183,179,113,100,110,57,122,93,82,91,99
SSA_1402,577,559,610,617,518,617,315,581,457,384,420,443
SSA_1403,397,364,444,294,397,373,203,293,287,242,229,222
SSA_1404,324,320,329,296,298,291,191,277,240,201,299,248
SSA_1405,267,276,257,170,231,262,174,181,220,187,204,187
SSA_1406,134,147,159,71,152,160,89,88,118,81,90,93
SSA_1408,541,559,640,364,528,492,240,303,389,169,209,301
SSA_1409,6951,6782,7171,7411,6706,7984,4983,6996,6551,4806,6464,6845
predicted RNA,535,498,481,739,529,667,327,653,514,410,534,434
SSA_1410,4056,3690,3813,4111,3747,4321,2398,3817,3489,2043,3271,3381
SSA_1411,4257,4082,4251,4323,3923,4519,2588,3720,3526,2234,2993,3387
SSA_1412,30,36,30,43,26,32,22,47,26,18,35,24
SSA_1413,1448,1348,1523,1678,1191,1204,838,1798,1052,706,1442,1079
SSA_1414,521,495,531,462,494,591,337,516,497,418,517,390
SSA_1415,1385,1382,1484,1049,1267,1343,725,1199,1000,780,1050,889
SSA_1416,827,799,902,499,697,671,390,494,531,342,454,430
SSA_1417,570,530,593,330,391,372,208,268,269,178,210,194
SSA_1418,2474,2343,2419,3679,2269,2806,1838,3484,2281,1775,2742,2593
predicted RNA,184,201,177,194,240,305,187,196,251,189,225,246
SSA_1419,2258,2105,2184,2918,2462,2814,1608,2647,2232,1335,2094,2309
SSA_1420,2789,2649,2729,3152,2835,3119,1795,2807,2463,1754,2213,2252
predicted RNA,80,71,80,80,67,87,40,55,64,70,52,45
SSA_1421,1924,1901,2064,1359,1625,1649,848,1051,1189,517,815,821
SSA_1422,195,204,184,196,220,295,132,174,214,100,188,151
SSA_1423,1799,1769,1803,1612,1943,1947,1134,1523,1598,1101,1579,1649
SSA_1424,658,670,667,1012,660,905,590,1030,819,570,813,765
SSA_1428,823,746,723,1282,748,949,741,1319,886,727,1205,1037
SSA_1429,1035,908,930,1361,942,1229,822,1376,1141,879,1476,1324
SSA_1430,1278,1216,1211,1492,1277,1578,1130,1566,1459,1184,1683,1519
SSA_1431,704,603,586,922,607,856,615,926,778,727,831,856
SSA_1432,1498,1368,1477,1609,1484,1697,1112,1534,1455,946,1555,1472
SSA_1433,724,707,665,690,639,651,416,616,496,346,516,504
SSA_1434,3592,3329,3957,5820,3299,3236,2842,4197,2943,1638,2361,2607
predicted RNA,363,259,266,682,313,324,251,684,269,226,355,311
SSA_1435,160,140,174,173,123,165,95,131,129,78,105,103
SSA_1436,379,428,424,435,329,389,276,376,431,260,326,325
SSA_1438,241,289,273,262,248,220,176,218,218,182,207,235
