,Acidic 1,Acidic 2,Neutral 1,Neutral 2,Neautral 3,Basic 1,Basic 2
fig|6666666.230262.peg.4096,309,253,552,325,585,876,750
fig|6666666.230262.peg.4097,170,130,291,178,282,487,389
fig|6666666.230262.peg.4098,12,16,29,18,22,52,33
fig|6666666.230262.peg.4099,22,7,17,13,28,38,30
fig|6666666.230262.peg.41,6,7,8,6,6,17,9
fig|6666666.230262.peg.410,35,33,56,38,69,103,74
fig|6666666.230262.peg.4100,40,35,79,45,119,152,113
fig|6666666.230262.peg.4101,7212,3101,2981,2999,4599,5688,4286
fig|6666666.230262.peg.4102,154,110,172,104,209,286,231
fig|6666666.230262.peg.4103,39,31,58,34,66,102,81
fig|6666666.230262.peg.4104,238,174,283,155,299,402,287
fig|6666666.230262.peg.4105,815,649,1237,719,1674,1915,1383
fig|6666666.230262.peg.4106,253,171,343,184,346,468,348
fig|6666666.230262.peg.4107,565,366,392,275,457,554,450
fig|6666666.230262.peg.4108,161,125,245,160,305,430,342
fig|6666666.230262.peg.4109,61,41,139,75,213,314,232
fig|6666666.230262.peg.411,42,26,39,18,32,55,38
fig|6666666.230262.peg.4110,27,14,35,25,43,61,26
fig|6666666.230262.peg.4111,11,12,20,13,22,28,26
fig|6666666.230262.peg.4112,123,95,162,83,173,279,206
fig|6666666.230262.peg.4113,42,32,55,37,62,88,53
fig|6666666.230262.peg.4114,2,1,1,0,4,5,9
fig|6666666.230262.peg.4115,608,447,996,573,1062,1511,1143
fig|6666666.230262.peg.4116,39,29,35,36,56,73,52
fig|6666666.230262.peg.4117,20,25,27,16,38,47,32
fig|6666666.230262.peg.4118,13,6,13,8,19,20,17
fig|6666666.230262.peg.4119,32,26,48,24,39,64,30
fig|6666666.230262.peg.412,27,16,25,12,20,30,27
fig|6666666.230262.peg.4120,7,6,8,8,12,12,6
fig|6666666.230262.peg.4121,39,28,54,30,68,108,64
fig|6666666.230262.peg.4122,79,56,104,60,103,155,105
fig|6666666.230262.peg.4123,63,72,91,50,108,127,86
fig|6666666.230262.peg.4124,24,39,52,26,54,59,49
fig|6666666.230262.peg.4125,50,50,83,56,101,132,82
fig|6666666.230262.peg.4126,63,60,89,71,135,163,115
fig|6666666.230262.peg.4127,19,13,31,28,51,65,56
fig|6666666.230262.peg.4128,19,12,24,13,30,43,34
fig|6666666.230262.peg.4129,37,34,52,31,49,98,57
fig|6666666.230262.peg.413,24,9,30,23,23,52,32
fig|6666666.230262.peg.4130,0,0,6,5,8,3,3
fig|6666666.230262.peg.4131,92,69,155,108,175,189,112
fig|6666666.230262.peg.4132,11,10,15,10,31,43,18
fig|6666666.230262.peg.4133,56,39,56,46,59,111,83
fig|6666666.230262.peg.4134,132,90,218,161,304,336,253
fig|6666666.230262.peg.4135,187,147,277,151,365,501,346
fig|6666666.230262.peg.4136,45,18,62,41,80,90,55
fig|6666666.230262.peg.4137,585,348,468,288,484,767,555
fig|6666666.230262.peg.4138,7,9,11,4,9,9,12
fig|6666666.230262.peg.4139,138,99,249,138,288,341,249
fig|6666666.230262.peg.414,20,17,37,24,40,66,48
fig|6666666.230262.peg.4140,98,78,150,90,178,273,207
fig|6666666.230262.peg.4141,69,54,89,66,111,156,129
fig|6666666.230262.peg.4142,115,88,107,86,171,226,208
fig|6666666.230262.peg.4143,28,19,34,22,58,78,45
fig|6666666.230262.peg.4144,0,0,0,1,3,1,1
fig|6666666.230262.peg.4145,172,114,282,163,288,391,294
fig|6666666.230262.peg.4146,30,21,60,39,58,100,68
fig|6666666.230262.peg.4147,95,68,153,94,165,220,149
fig|6666666.230262.peg.4148,99,71,153,78,171,331,236
fig|6666666.230262.peg.4149,150,123,194,111,182,277,213
fig|6666666.230262.peg.415,41,20,59,35,75,100,88
fig|6666666.230262.peg.4150,670,504,587,344,547,824,624
fig|6666666.230262.peg.4151,13,13,29,10,15,27,21
fig|6666666.230262.peg.4152,5,2,5,6,12,15,12
fig|6666666.230262.peg.4153,10,3,14,9,5,16,18
fig|6666666.230262.peg.4154,10,8,14,5,11,17,16
fig|6666666.230262.peg.4155,49,44,41,21,30,58,42
fig|6666666.230262.peg.4156,58,33,55,51,68,117,92
fig|6666666.230262.peg.4157,13,8,9,3,16,9,18
fig|6666666.230262.peg.4158,14,11,10,8,15,10,14
fig|6666666.230262.peg.4159,563,470,468,278,527,737,533
fig|6666666.230262.peg.416,113,89,113,69,122,204,166
fig|6666666.230262.peg.4160,103,81,89,50,82,150,134
fig|6666666.230262.peg.4161,37,41,79,40,85,108,71
fig|6666666.230262.peg.4162,30,19,21,16,32,35,24
fig|6666666.230262.peg.4163,64,47,28,22,33,53,37
fig|6666666.230262.peg.4164,10,6,3,1,2,3,6
fig|6666666.230262.peg.4165,10,9,13,9,14,15,15
fig|6666666.230262.peg.4166,377,316,417,266,431,521,452
fig|6666666.230262.peg.4167,120,88,157,91,150,239,188
fig|6666666.230262.peg.4168,127,95,136,81,159,171,155
fig|6666666.230262.peg.4169,70,52,120,69,107,160,134
fig|6666666.230262.peg.417,10,16,21,19,42,50,43
fig|6666666.230262.peg.4170,10,15,20,14,23,26,22
fig|6666666.230262.peg.4171,15,10,16,11,16,23,26
fig|6666666.230262.peg.4172,1,1,3,5,2,3,5
fig|6666666.230262.peg.4173,7,10,9,5,10,23,9
fig|6666666.230262.peg.4174,23,3,36,15,29,56,30
fig|6666666.230262.peg.4175,163,119,201,122,161,286,260
fig|6666666.230262.peg.4176,47,26,51,18,50,52,54
fig|6666666.230262.peg.4177,340,275,371,190,345,470,368
fig|6666666.230262.peg.4178,61,74,69,38,89,109,68
fig|6666666.230262.peg.4179,168,111,209,119,204,348,256
fig|6666666.230262.peg.418,53,28,45,31,49,110,58
fig|6666666.230262.peg.4180,15,12,32,23,37,52,41
fig|6666666.230262.peg.4181,100,68,125,70,134,196,138
fig|6666666.230262.peg.4182,10,7,14,11,13,23,15
fig|6666666.230262.peg.4183,176,130,177,118,171,234,202
fig|6666666.230262.peg.4184,79,54,100,57,96,121,117
fig|6666666.230262.peg.4185,16,22,29,9,24,45,28
fig|6666666.230262.peg.4186,4,0,0,3,2,4,3
fig|6666666.230262.peg.4187,12,2,11,6,13,32,24
fig|6666666.230262.peg.4188,15,12,24,10,18,23,22
fig|6666666.230262.peg.4189,5,3,6,1,7,12,9
fig|6666666.230262.peg.419,93,76,111,74,127,202,123
fig|6666666.230262.peg.4190,14,9,10,7,10,26,10
fig|6666666.230262.peg.4191,3,1,3,0,3,8,5
fig|6666666.230262.peg.4192,3,0,2,1,1,1,1
fig|6666666.230262.peg.4193,2,0,0,0,3,2,1
fig|6666666.230262.peg.4194,1,6,7,5,12,2,4
fig|6666666.230262.peg.4195,11,5,5,11,12,24,15
fig|6666666.230262.peg.4196,59,52,86,61,96,127,92
fig|6666666.230262.peg.4197,38,31,53,16,33,64,39
fig|6666666.230262.peg.4198,18,17,34,19,25,42,38
fig|6666666.230262.peg.4199,4,4,6,3,4,9,4
fig|6666666.230262.peg.42,458,448,535,361,679,1114,661
fig|6666666.230262.peg.420,57,49,74,35,83,140,88
fig|6666666.230262.peg.4200,9,9,9,3,3,14,9
fig|6666666.230262.peg.4201,17,6,10,17,16,31,16
fig|6666666.230262.peg.4202,81,71,118,67,123,195,130
fig|6666666.230262.peg.4203,151,125,181,100,195,272,198
fig|6666666.230262.peg.4204,26,18,45,17,42,56,47
fig|6666666.230262.peg.4205,3,1,9,0,3,2,3
fig|6666666.230262.peg.4206,53,45,55,34,68,88,68
fig|6666666.230262.peg.4207,407,315,249,155,232,392,285
fig|6666666.230262.peg.4208,851,618,245,160,245,474,330
fig|6666666.230262.peg.4209,154,108,94,55,70,150,118
fig|6666666.230262.peg.421,66,25,60,42,77,111,71
fig|6666666.230262.peg.4210,49,20,19,25,14,31,28
fig|6666666.230262.peg.4211,64,49,78,36,61,113,75
fig|6666666.230262.peg.4212,124,86,128,94,133,209,160
fig|6666666.230262.peg.4213,33,31,27,23,34,54,52
fig|6666666.230262.peg.4214,7,2,6,1,5,6,4
fig|6666666.230262.peg.4215,347,230,413,274,445,665,527
fig|6666666.230262.peg.4216,106,93,172,103,232,378,237
fig|6666666.230262.peg.4217,28,36,37,27,41,58,54
fig|6666666.230262.peg.4218,85,74,95,51,91,150,132
fig|6666666.230262.peg.4219,81,54,137,60,142,197,147
fig|6666666.230262.peg.422,90,59,100,40,85,150,156
fig|6666666.230262.peg.4220,76,67,118,96,134,249,186
fig|6666666.230262.peg.4221,63,40,94,55,133,185,125
fig|6666666.230262.peg.4222,6,8,14,3,17,39,21
fig|6666666.230262.peg.4223,10,4,15,7,13,29,19
fig|6666666.230262.peg.4224,89,64,82,57,117,184,140
fig|6666666.230262.peg.4225,22,17,34,18,32,49,47
fig|6666666.230262.peg.4226,17,14,42,23,51,82,60
fig|6666666.230262.peg.4227,25,9,24,12,38,50,51
fig|6666666.230262.peg.4228,38,47,46,17,52,78,52
fig|6666666.230262.peg.4229,86,62,107,57,80,148,84
fig|6666666.230262.peg.423,287,249,329,209,359,578,394
fig|6666666.230262.peg.4230,6,6,15,4,17,18,7
fig|6666666.230262.peg.4231,46,29,38,18,36,64,53
fig|6666666.230262.peg.4232,67,61,85,58,114,119,108
fig|6666666.230262.peg.4233,10,8,28,15,26,31,16
fig|6666666.230262.peg.4234,93,74,94,58,95,162,103
fig|6666666.230262.peg.4235,542,446,559,311,556,804,654
fig|6666666.230262.peg.4236,181,134,297,199,343,487,401
fig|6666666.230262.peg.4237,118,83,123,81,165,262,196
fig|6666666.230262.peg.4238,345,268,415,263,395,575,442
fig|6666666.230262.peg.4239,217,168,248,187,328,437,354
fig|6666666.230262.peg.424,130,85,318,151,277,443,335
fig|6666666.230262.peg.4240,252,167,291,205,349,429,380
fig|6666666.230262.peg.4241,81,44,89,65,110,129,105
fig|6666666.230262.peg.4242,210,186,441,260,404,498,337
fig|6666666.230262.peg.4243,104,109,119,81,118,169,138
fig|6666666.230262.peg.4244,848,663,914,508,900,1233,963
fig|6666666.230262.peg.4245,261,215,336,176,339,467,445
fig|6666666.230262.peg.4246,1597,1225,1831,1105,1844,2927,2258
fig|6666666.230262.peg.4247,308,249,547,334,585,1033,771
fig|6666666.230262.peg.4248,55,45,76,43,88,151,99
fig|6666666.230262.peg.4249,72,58,134,88,159,273,162
fig|6666666.230262.peg.425,17,18,31,20,25,57,24
fig|6666666.230262.peg.4250,189,138,338,197,400,525,440
fig|6666666.230262.peg.4251,69,49,110,67,147,181,149
fig|6666666.230262.peg.4252,148,108,218,93,207,270,187
fig|6666666.230262.peg.4253,49,40,61,28,89,117,86
fig|6666666.230262.peg.4254,133,96,161,96,193,255,190
fig|6666666.230262.peg.4255,35,35,55,33,57,102,78
fig|6666666.230262.peg.4256,41,21,30,24,38,63,40
fig|6666666.230262.peg.4257,89,64,86,46,108,151,114
fig|6666666.230262.peg.4258,8,4,12,10,21,19,17
fig|6666666.230262.peg.4259,8,7,20,6,12,34,18
fig|6666666.230262.peg.426,22,13,25,22,37,41,37
fig|6666666.230262.peg.4260,52,26,36,10,51,70,49
fig|6666666.230262.peg.4261,215,172,194,144,251,335,263
fig|6666666.230262.peg.4262,43,26,51,37,69,109,74
fig|6666666.230262.peg.4263,19,17,27,19,35,76,47
fig|6666666.230262.peg.4264,96,71,71,52,102,153,132
fig|6666666.230262.peg.4265,892,645,1322,827,1327,1824,1532
fig|6666666.230262.peg.4266,91,77,136,60,137,202,109
fig|6666666.230262.peg.4267,89,82,112,65,126,166,127
fig|6666666.230262.peg.4268,55,50,84,66,109,175,122
fig|6666666.230262.peg.4269,31,26,30,26,50,77,59
fig|6666666.230262.peg.427,76,50,90,60,113,164,122
fig|6666666.230262.peg.4270,5,2,5,0,5,17,9
fig|6666666.230262.peg.4271,21,19,28,16,47,64,39
fig|6666666.230262.peg.4272,50,44,42,42,67,81,62
fig|6666666.230262.peg.4273,24,14,23,16,33,61,27
fig|6666666.230262.peg.4274,40,31,79,43,64,103,79
fig|6666666.230262.peg.4275,30,17,30,33,43,85,48
fig|6666666.230262.peg.4276,30,26,38,20,45,79,57
fig|6666666.230262.peg.4277,11,9,16,12,22,38,40
fig|6666666.230262.peg.4278,0,0,0,0,0,0,0
fig|6666666.230262.peg.4279,104,58,139,83,183,244,198
fig|6666666.230262.peg.428,35,19,38,24,46,77,60
fig|6666666.230262.peg.4280,9,7,32,21,30,49,37
fig|6666666.230262.peg.4281,28,22,68,28,72,104,68
fig|6666666.230262.peg.4282,13,8,6,6,8,14,15
fig|6666666.230262.peg.4283,104,72,105,59,112,141,101
fig|6666666.230262.peg.4284,151,100,203,111,184,275,226
fig|6666666.230262.peg.4285,26,9,23,16,31,50,30
fig|6666666.230262.peg.4286,28,19,34,26,62,88,70
fig|6666666.230262.peg.4287,1,1,2,3,6,8,5
fig|6666666.230262.peg.4288,2,1,1,2,3,0,0
fig|6666666.230262.peg.4289,21,4,17,9,19,24,21
fig|6666666.230262.peg.429,401,285,510,268,566,865,578
fig|6666666.230262.peg.4290,54,46,79,49,87,115,74
fig|6666666.230262.peg.4291,15,9,24,9,29,41,23
fig|6666666.230262.peg.4292,2262,1623,2681,1568,2965,3685,2964
fig|6666666.230262.peg.4293,92,67,190,119,215,292,215
fig|6666666.230262.peg.4294,134,83,205,102,221,338,250
fig|6666666.230262.peg.4295,443,274,436,286,495,811,557
fig|6666666.230262.peg.4296,119,88,141,112,182,275,215
fig|6666666.230262.peg.4297,247,200,363,175,463,682,453
fig|6666666.230262.peg.4298,152,121,205,127,207,351,212
fig|6666666.230262.peg.4299,31,23,52,27,81,102,90
fig|6666666.230262.peg.43,9,7,10,9,8,27,14
fig|6666666.230262.peg.430,27,10,34,21,46,54,44
fig|6666666.230262.peg.4300,7,5,12,3,14,15,9
fig|6666666.230262.peg.4301,115,88,142,104,200,257,211
fig|6666666.230262.peg.4302,332,241,494,287,553,684,546
fig|6666666.230262.peg.4303,152,101,223,172,307,342,258
fig|6666666.230262.peg.4304,13,5,16,6,8,18,24
fig|6666666.230262.peg.4305,13,4,18,5,21,25,17
fig|6666666.230262.peg.4306,131,83,130,77,155,187,148
fig|6666666.230262.peg.4307,176,98,146,74,147,239,157
fig|6666666.230262.peg.4308,352,226,37,35,45,86,57
fig|6666666.230262.peg.4309,30,29,55,28,45,77,64
fig|6666666.230262.peg.431,9,17,18,15,20,37,24
fig|6666666.230262.peg.4310,76,66,74,57,91,96,77
fig|6666666.230262.peg.4311,50,31,173,78,207,311,206
fig|6666666.230262.peg.4312,8,7,40,16,40,49,42
fig|6666666.230262.peg.4313,168,124,276,176,377,475,343
fig|6666666.230262.peg.4314,42,31,37,14,37,68,52
fig|6666666.230262.peg.4315,111,100,162,79,137,201,161
fig|6666666.230262.peg.4316,8,2,9,6,8,17,14
fig|6666666.230262.peg.4317,18,12,19,6,24,31,19
fig|6666666.230262.peg.4318,16,10,14,9,19,15,20
fig|6666666.230262.peg.4319,7,6,7,3,10,23,13
fig|6666666.230262.peg.432,34,23,42,26,51,70,64
fig|6666666.230262.peg.4320,2,1,5,2,4,4,12
fig|6666666.230262.peg.4321,2,3,2,6,5,7,2
fig|6666666.230262.peg.4322,46,38,61,35,57,87,60
fig|6666666.230262.peg.4323,128,92,218,114,179,250,187
fig|6666666.230262.peg.4324,38,19,29,15,35,55,33
fig|6666666.230262.peg.4325,126,91,260,153,277,309,194
fig|6666666.230262.peg.4326,19,13,24,13,24,42,34
fig|6666666.230262.peg.4327,19,16,50,26,65,76,51
fig|6666666.230262.peg.4328,8,6,12,10,14,36,16
fig|6666666.230262.peg.4329,24,16,25,12,33,47,33
fig|6666666.230262.peg.433,92,74,115,82,152,230,141
fig|6666666.230262.peg.4330,6,7,9,2,16,16,17
fig|6666666.230262.peg.4331,16,8,16,17,22,25,22
fig|6666666.230262.peg.4332,2,1,2,5,3,3,2
fig|6666666.230262.peg.4333,2,1,9,2,8,3,5
fig|6666666.230262.peg.4334,9,9,13,11,14,26,21
fig|6666666.230262.peg.4335,13,4,14,8,16,19,17
fig|6666666.230262.peg.4336,19,9,18,9,30,49,32
fig|6666666.230262.peg.4337,49,38,78,45,75,110,90
fig|6666666.230262.peg.4338,118,103,149,87,145,239,164
fig|6666666.230262.peg.4339,5,7,4,5,3,12,8
fig|6666666.230262.peg.434,558,446,740,470,727,1169,859
fig|6666666.230262.peg.4340,11,10,18,11,16,36,14
fig|6666666.230262.peg.4341,34,9,47,26,45,57,50
fig|6666666.230262.peg.4342,145,124,196,106,146,250,179
fig|6666666.230262.peg.4343,95,50,73,50,97,164,143
fig|6666666.230262.peg.4344,31,34,50,23,46,77,57
fig|6666666.230262.peg.4345,22,21,27,12,32,72,33
fig|6666666.230262.peg.4346,10,11,11,13,16,28,28
fig|6666666.230262.peg.4347,100,82,171,95,167,279,226
fig|6666666.230262.peg.4348,74,46,115,61,122,151,112
fig|6666666.230262.peg.4349,1,1,2,0,1,1,4
fig|6666666.230262.peg.435,136,95,238,112,194,317,236
fig|6666666.230262.peg.4350,53,23,71,44,91,95,73
fig|6666666.230262.peg.4351,71,51,86,64,101,139,78
fig|6666666.230262.peg.4352,210,148,363,264,364,324,241
fig|6666666.230262.peg.4353,46,38,81,48,72,95,77
fig|6666666.230262.peg.4354,14,12,25,21,31,42,27
fig|6666666.230262.peg.4355,21,15,43,29,36,48,25
fig|6666666.230262.peg.4356,10,8,12,10,11,20,15
fig|6666666.230262.peg.4357,11,11,20,11,33,23,28
fig|6666666.230262.peg.4358,4,5,7,6,11,11,10
fig|6666666.230262.peg.4359,84,51,79,50,107,130,106
fig|6666666.230262.peg.436,30,18,27,25,51,81,51
fig|6666666.230262.peg.4360,124,99,220,132,227,296,214
fig|6666666.230262.peg.4361,401,290,553,334,540,848,751
fig|6666666.230262.peg.4362,427,342,553,307,455,831,579
fig|6666666.230262.peg.4363,3359,2481,2983,1991,2634,4845,3986
fig|6666666.230262.peg.4364,453,381,506,317,459,901,629
fig|6666666.230262.peg.4365,350,252,474,272,389,717,557
fig|6666666.230262.peg.4366,268,211,393,263,418,592,408
fig|6666666.230262.peg.4367,14,13,29,25,29,43,19
fig|6666666.230262.peg.4368,39,27,75,47,95,114,85
fig|6666666.230262.peg.4369,131,90,164,118,209,305,241
fig|6666666.230262.peg.437,28,18,54,18,70,81,56
fig|6666666.230262.peg.4370,30,37,45,19,42,79,62
fig|6666666.230262.peg.4371,32,21,29,15,43,70,41
fig|6666666.230262.peg.4372,49,47,46,35,60,97,76
fig|6666666.230262.peg.4373,71,55,70,42,88,117,102
fig|6666666.230262.peg.4374,38,22,18,14,31,57,53
fig|6666666.230262.peg.4375,88,56,107,49,100,139,112
fig|6666666.230262.peg.4376,20,15,29,14,27,36,23
fig|6666666.230262.peg.4377,190,141,201,120,228,251,210
fig|6666666.230262.peg.4378,118,83,96,69,129,170,117
fig|6666666.230262.peg.4379,0,1,1,3,2,2,2
fig|6666666.230262.peg.438,83,64,54,46,113,130,74
fig|6666666.230262.peg.4380,152,109,268,178,350,545,421
fig|6666666.230262.peg.439,57,53,77,47,90,127,75
fig|6666666.230262.peg.44,31,17,21,20,30,45,31
fig|6666666.230262.peg.440,0,0,0,0,0,2,0
fig|6666666.230262.peg.441,14,9,24,16,36,31,29
fig|6666666.230262.peg.442,89,53,135,91,168,245,177
fig|6666666.230262.peg.443,42,31,89,52,128,154,98
fig|6666666.230262.peg.444,8267,6155,6842,3654,6616,9504,7449
fig|6666666.230262.peg.445,153,116,148,115,181,245,153
fig|6666666.230262.peg.446,139,108,163,93,184,223,168
fig|6666666.230262.peg.447,5457,3583,5815,3161,5087,7055,5888
fig|6666666.230262.peg.448,33,18,49,28,46,83,51
fig|6666666.230262.peg.449,34,25,40,35,59,83,36
fig|6666666.230262.peg.45,0,0,0,0,0,0,0
fig|6666666.230262.peg.450,222,167,306,211,383,455,373
fig|6666666.230262.peg.451,91,69,103,67,132,169,138
fig|6666666.230262.peg.452,143,117,152,96,129,180,177
fig|6666666.230262.peg.453,155,126,213,152,219,306,212
fig|6666666.230262.peg.454,195,191,209,132,272,295,217
fig|6666666.230262.peg.455,395,232,244,146,261,282,244
fig|6666666.230262.peg.456,63,40,56,40,85,114,75
fig|6666666.230262.peg.457,246,147,251,178,238,283,270
fig|6666666.230262.peg.458,358,320,419,250,457,607,526
fig|6666666.230262.peg.459,1188,954,1301,887,1374,1744,1433
fig|6666666.230262.peg.46,31,28,44,36,37,77,38
fig|6666666.230262.peg.460,1109,866,1231,765,1322,1498,1244
fig|6666666.230262.peg.461,98,95,108,64,109,156,121
fig|6666666.230262.peg.462,21,9,15,15,32,51,25
fig|6666666.230262.peg.463,195,145,201,136,203,336,268
fig|6666666.230262.peg.464,40,18,65,36,89,107,65
fig|6666666.230262.peg.465,107,88,160,103,233,274,215
fig|6666666.230262.peg.466,10,11,9,11,23,30,16
fig|6666666.230262.peg.467,40,28,62,37,63,89,80
fig|6666666.230262.peg.468,38,28,75,50,97,125,122
fig|6666666.230262.peg.469,73,36,84,67,102,141,108
fig|6666666.230262.peg.47,30,19,43,28,17,58,58
fig|6666666.230262.peg.470,69,44,68,38,87,148,82
fig|6666666.230262.peg.471,38,22,61,35,80,92,58
fig|6666666.230262.peg.472,18,13,22,22,39,41,23
fig|6666666.230262.peg.473,170,123,254,163,282,405,280
fig|6666666.230262.peg.474,279,224,362,192,436,633,443
fig|6666666.230262.peg.475,95,76,129,81,125,165,135
fig|6666666.230262.peg.476,497,389,641,396,690,952,739
fig|6666666.230262.peg.477,169,99,210,125,233,294,240
fig|6666666.230262.peg.478,1976,1733,2182,1550,3056,4876,2813
fig|6666666.230262.peg.479,2354,1733,3373,1602,3692,4009,3238
fig|6666666.230262.peg.48,153,88,168,125,160,259,197
fig|6666666.230262.peg.480,397,263,428,268,473,682,524
fig|6666666.230262.peg.481,1687,1184,2574,1498,2655,3700,3057
fig|6666666.230262.peg.482,4754,3838,4805,2781,4919,5923,4727
fig|6666666.230262.peg.483,625,410,566,338,670,870,643
fig|6666666.230262.peg.484,101,66,114,69,101,151,102
fig|6666666.230262.peg.485,135,82,118,88,168,182,171
fig|6666666.230262.peg.486,21,12,19,16,24,36,30
fig|6666666.230262.peg.487,37,29,54,34,64,104,68
fig|6666666.230262.peg.488,15,12,15,15,27,32,31
fig|6666666.230262.peg.489,15,7,22,17,26,43,33
fig|6666666.230262.peg.49,50,33,55,31,38,76,52
fig|6666666.230262.peg.490,64,51,83,48,75,135,88
fig|6666666.230262.peg.491,48,34,66,35,93,110,59
fig|6666666.230262.peg.492,42,25,51,34,55,79,78
fig|6666666.230262.peg.493,116,91,190,109,184,285,240
fig|6666666.230262.peg.494,90,54,80,58,130,115,111
fig|6666666.230262.peg.495,51,42,33,23,65,78,40
fig|6666666.230262.peg.496,89,61,100,69,162,197,143
fig|6666666.230262.peg.497,91,57,167,108,226,308,198
fig|6666666.230262.peg.498,92,65,142,64,135,193,140
fig|6666666.230262.peg.499,51,29,94,48,102,132,86
fig|6666666.230262.peg.5,460,291,880,509,924,1437,1198
fig|6666666.230262.peg.50,149,93,156,92,163,279,218
fig|6666666.230262.peg.500,94,48,147,95,179,217,172
fig|6666666.230262.peg.501,53,43,134,90,142,208,179
fig|6666666.230262.peg.502,41,43,61,36,88,87,66
fig|6666666.230262.peg.503,35,23,69,51,103,101,84
fig|6666666.230262.peg.504,5,2,1,4,8,10,5
fig|6666666.230262.peg.505,127,89,194,121,190,263,195
fig|6666666.230262.peg.506,73,58,124,84,167,187,161
fig|6666666.230262.peg.507,42,33,86,55,82,118,102
fig|6666666.230262.peg.508,21,12,39,17,52,49,41
fig|6666666.230262.peg.509,81,51,161,77,180,170,157
fig|6666666.230262.peg.51,85,63,115,57,136,212,158
fig|6666666.230262.peg.510,16,13,29,19,35,44,34
fig|6666666.230262.peg.511,23,24,39,27,42,71,52
fig|6666666.230262.peg.512,67,40,164,108,198,250,187
fig|6666666.230262.peg.513,35,17,47,42,90,90,67
fig|6666666.230262.peg.514,78,38,113,72,96,166,133
fig|6666666.230262.peg.515,58,58,73,54,92,111,87
fig|6666666.230262.peg.516,170,135,193,83,182,277,153
fig|6666666.230262.peg.517,23,8,51,30,61,59,52
fig|6666666.230262.peg.518,34,21,40,20,40,58,33
fig|6666666.230262.peg.519,30,17,15,10,25,46,28
fig|6666666.230262.peg.52,240,164,342,232,291,566,461
fig|6666666.230262.peg.520,241,128,98,63,103,127,98
fig|6666666.230262.peg.521,866,851,2103,1169,1693,2014,1648
fig|6666666.230262.peg.522,156,184,407,272,477,642,405
fig|6666666.230262.peg.523,28,16,65,28,59,81,87
fig|6666666.230262.peg.524,7,11,13,6,17,17,17
fig|6666666.230262.peg.525,190,168,309,173,308,487,379
fig|6666666.230262.peg.526,13,8,15,9,18,26,28
fig|6666666.230262.peg.527,47,30,70,45,59,106,61
fig|6666666.230262.peg.528,15,6,20,17,19,36,27
fig|6666666.230262.peg.529,23,13,39,20,39,49,35
fig|6666666.230262.peg.53,1238,1001,2692,1770,2880,4255,3422
fig|6666666.230262.peg.530,35,29,56,32,55,70,69
fig|6666666.230262.peg.531,42,33,83,47,70,124,80
fig|6666666.230262.peg.532,159,100,155,84,160,257,218
fig|6666666.230262.peg.533,399,284,430,315,556,752,534
fig|6666666.230262.peg.534,473,336,682,384,661,999,720
fig|6666666.230262.peg.535,2643,2502,7222,4424,7065,9786,6577
fig|6666666.230262.peg.536,13,9,13,8,14,24,22
fig|6666666.230262.peg.537,128,86,200,114,178,225,192
fig|6666666.230262.peg.538,189,178,345,164,318,457,341
fig|6666666.230262.peg.539,80,63,124,72,130,221,154
fig|6666666.230262.peg.54,226,165,445,253,446,673,463
fig|6666666.230262.peg.540,411,310,620,386,678,977,763
fig|6666666.230262.peg.541,72,48,60,45,103,149,69
fig|6666666.230262.peg.542,36,23,42,22,50,67,57
fig|6666666.230262.peg.543,245,205,378,230,452,462,346
fig|6666666.230262.peg.544,6474,5053,6408,3458,6315,8965,6582
fig|6666666.230262.peg.545,33,24,57,38,67,93,80
fig|6666666.230262.peg.546,88,50,100,59,111,131,131
fig|6666666.230262.peg.547,25,18,52,36,58,98,64
fig|6666666.230262.peg.548,164,102,302,179,330,477,349
fig|6666666.230262.peg.549,365,174,474,271,545,696,621
fig|6666666.230262.peg.55,205,148,202,125,209,298,209
fig|6666666.230262.peg.550,1,0,0,0,0,1,1
fig|6666666.230262.peg.551,28,27,59,28,66,109,86
fig|6666666.230262.peg.552,12,6,30,12,33,38,45
fig|6666666.230262.peg.553,76,54,169,100,170,267,229
fig|6666666.230262.peg.554,199,148,250,156,349,398,310
fig|6666666.230262.peg.555,222,155,97,71,113,167,136
fig|6666666.230262.peg.556,201,138,181,119,181,287,231
fig|6666666.230262.peg.557,241,146,118,88,145,198,153
fig|6666666.230262.peg.558,211,149,215,144,276,327,262
fig|6666666.230262.peg.559,130,69,159,99,170,271,175
fig|6666666.230262.peg.56,76,39,112,88,161,227,152
fig|6666666.230262.peg.560,150,86,176,114,209,301,248
fig|6666666.230262.peg.561,75,49,144,99,200,251,181
fig|6666666.230262.peg.562,8,7,13,8,24,31,19
fig|6666666.230262.peg.563,262,179,223,113,220,356,304
fig|6666666.230262.peg.564,244,173,315,198,313,399,327
fig|6666666.230262.peg.565,32,18,68,31,72,110,91
fig|6666666.230262.peg.566,89,70,101,62,102,157,127
fig|6666666.230262.peg.567,22,22,36,18,34,68,51
fig|6666666.230262.peg.568,0,0,0,0,0,1,0
fig|6666666.230262.peg.569,0,0,1,0,0,2,1
fig|6666666.230262.peg.57,1032,925,1132,722,1056,1604,1296
fig|6666666.230262.peg.570,143,106,179,131,238,325,245
fig|6666666.230262.peg.571,17,13,21,25,38,67,50
fig|6666666.230262.peg.572,31,20,50,45,95,95,74
