,Acidic 1,Acidic 2,Neutral 1,Neutral 2,Neautral 3,Basic 1,Basic 2
fig|6666666.230262.peg.2215,468,335,604,405,645,869,718
fig|6666666.230262.peg.2216,136,85,196,120,234,324,249
fig|6666666.230262.peg.2217,286,208,363,238,390,669,518
fig|6666666.230262.peg.2218,57,44,82,60,112,165,134
fig|6666666.230262.peg.2219,32,23,34,17,36,52,55
fig|6666666.230262.peg.222,687,608,836,463,877,1352,951
fig|6666666.230262.peg.2220,148,136,181,102,217,333,222
fig|6666666.230262.peg.2221,197,124,235,161,317,421,325
fig|6666666.230262.peg.2222,1129,701,1101,695,1111,1571,1231
fig|6666666.230262.peg.2223,90,85,100,79,99,136,113
fig|6666666.230262.peg.2224,38,31,52,47,88,96,75
fig|6666666.230262.peg.2225,110,70,155,90,172,244,225
fig|6666666.230262.peg.2226,26,22,40,24,36,37,48
fig|6666666.230262.peg.2227,35,17,35,28,46,70,43
fig|6666666.230262.peg.2228,33,16,35,19,52,89,47
fig|6666666.230262.peg.2229,26,12,42,20,51,72,48
fig|6666666.230262.peg.223,88,54,130,78,131,212,165
fig|6666666.230262.peg.2230,643,464,997,572,1099,1569,1200
fig|6666666.230262.peg.2231,449,360,644,392,780,1186,840
fig|6666666.230262.peg.2232,415,350,673,406,776,962,775
fig|6666666.230262.peg.2233,253,183,308,227,323,450,338
fig|6666666.230262.peg.2234,134,101,133,84,162,258,155
fig|6666666.230262.peg.2235,679,483,773,520,839,1139,913
fig|6666666.230262.peg.2236,777,461,701,389,708,983,753
fig|6666666.230262.peg.2237,265,206,452,264,498,734,533
fig|6666666.230262.peg.2238,320,213,501,313,539,986,706
fig|6666666.230262.peg.2239,123,94,152,93,237,405,262
fig|6666666.230262.peg.224,256,181,315,204,378,557,500
fig|6666666.230262.peg.2240,313,266,357,241,352,556,416
fig|6666666.230262.peg.2241,860,571,1025,626,1135,1457,1115
fig|6666666.230262.peg.2242,287,166,210,156,277,382,276
fig|6666666.230262.peg.2243,347,226,446,274,506,626,507
fig|6666666.230262.peg.2244,73,53,80,63,99,141,102
fig|6666666.230262.peg.2245,88,71,89,56,92,154,118
fig|6666666.230262.peg.2246,3682,3110,5790,3240,6259,8006,6307
fig|6666666.230262.peg.2247,2788,1799,2586,1878,2914,3909,3310
fig|6666666.230262.peg.2248,8070,5064,5863,4051,6304,7827,5620
fig|6666666.230262.peg.2249,44,37,54,30,74,111,78
fig|6666666.230262.peg.225,700,480,843,542,886,1473,1151
fig|6666666.230262.peg.2250,135,90,147,74,171,231,171
fig|6666666.230262.peg.2251,203,157,327,198,378,440,334
fig|6666666.230262.peg.2252,95,56,74,50,120,118,100
fig|6666666.230262.peg.2253,131,117,178,125,223,301,197
fig|6666666.230262.peg.2254,738,476,1435,801,1507,2084,1598
fig|6666666.230262.peg.2255,456,383,1415,802,1381,1907,1499
fig|6666666.230262.peg.2256,385,314,957,539,1043,1568,1051
fig|6666666.230262.peg.2257,85,66,121,59,138,229,161
fig|6666666.230262.peg.2258,60,42,83,54,93,158,121
fig|6666666.230262.peg.2259,210,132,316,156,340,472,350
fig|6666666.230262.peg.226,100,87,111,73,174,234,156
fig|6666666.230262.peg.2260,10,6,24,14,22,29,27
fig|6666666.230262.peg.2261,32,21,50,28,35,50,44
fig|6666666.230262.peg.2262,1,1,2,0,1,1,1
fig|6666666.230262.peg.2263,110,78,129,104,149,254,172
fig|6666666.230262.peg.2264,129,96,190,103,188,278,190
fig|6666666.230262.peg.2265,71,53,87,47,103,155,98
fig|6666666.230262.peg.2266,22,20,17,22,30,70,41
fig|6666666.230262.peg.2267,79853,68175,67271,43831,60878,90573,79444
fig|6666666.230262.peg.2268,24,17,33,18,52,73,41
fig|6666666.230262.peg.2269,14,13,30,19,39,54,35
fig|6666666.230262.peg.227,12,12,37,20,41,43,35
fig|6666666.230262.peg.2270,73,77,71,41,76,110,84
fig|6666666.230262.peg.2271,65,49,102,60,98,132,114
fig|6666666.230262.peg.2272,139,117,265,160,289,343,258
fig|6666666.230262.peg.2273,198,159,329,191,345,478,340
fig|6666666.230262.peg.2274,399,273,498,292,531,647,578
fig|6666666.230262.peg.2275,465,318,645,353,739,876,708
fig|6666666.230262.peg.2276,517,421,728,399,766,938,716
fig|6666666.230262.peg.2277,212,128,235,146,244,332,285
fig|6666666.230262.peg.2278,60,47,73,59,83,121,83
fig|6666666.230262.peg.2279,122,74,157,110,263,319,240
fig|6666666.230262.peg.228,11,9,17,10,17,27,16
fig|6666666.230262.peg.2280,73,71,111,57,98,123,114
fig|6666666.230262.peg.2281,204,148,315,171,357,430,345
fig|6666666.230262.peg.2282,150,88,156,97,176,250,167
fig|6666666.230262.peg.2283,4,9,12,8,26,19,10
fig|6666666.230262.peg.2284,43,31,76,31,74,107,96
fig|6666666.230262.peg.2285,68,41,80,40,93,138,86
fig|6666666.230262.peg.2286,66,42,65,42,48,93,61
fig|6666666.230262.peg.2287,83,52,101,49,100,156,104
fig|6666666.230262.peg.2288,17,12,30,19,34,40,32
fig|6666666.230262.peg.2289,64,51,80,45,97,100,67
fig|6666666.230262.peg.229,280,202,427,281,488,678,518
fig|6666666.230262.peg.2290,44,28,55,24,55,71,65
fig|6666666.230262.peg.2291,147,66,200,99,194,261,220
fig|6666666.230262.peg.2292,7,7,6,1,7,3,9
fig|6666666.230262.peg.2293,1157,860,1170,643,1238,1868,1422
fig|6666666.230262.peg.2294,132,90,142,87,169,219,168
fig|6666666.230262.peg.2295,61,38,67,41,100,96,91
fig|6666666.230262.peg.2296,111,93,170,98,171,225,172
fig|6666666.230262.peg.2297,33,13,25,18,38,49,36
fig|6666666.230262.peg.2298,10,2,14,4,11,18,9
fig|6666666.230262.peg.2299,882,692,1162,691,1242,1800,1348
fig|6666666.230262.peg.23,82,63,81,45,89,134,117
fig|6666666.230262.peg.230,312,206,441,326,529,795,545
fig|6666666.230262.peg.2300,589,449,709,441,825,1082,836
fig|6666666.230262.peg.2301,17,10,33,22,31,64,49
fig|6666666.230262.peg.2302,495,369,825,462,898,1199,893
fig|6666666.230262.peg.2303,63,42,70,40,82,129,82
fig|6666666.230262.peg.2304,177,127,167,101,164,217,210
fig|6666666.230262.peg.2305,62,48,105,80,146,195,153
fig|6666666.230262.peg.2306,14,11,18,8,18,34,19
fig|6666666.230262.peg.2307,1050,817,1389,821,1372,2095,1637
fig|6666666.230262.peg.2308,11,7,16,6,14,12,12
fig|6666666.230262.peg.2309,45,43,55,41,50,75,79
fig|6666666.230262.peg.231,199,127,295,212,417,557,402
fig|6666666.230262.peg.2310,50,24,54,30,56,102,66
fig|6666666.230262.peg.2311,2,1,0,0,1,2,0
fig|6666666.230262.peg.2312,9,10,19,16,12,25,28
fig|6666666.230262.peg.2313,116,93,141,81,162,234,187
fig|6666666.230262.peg.2314,80,49,128,54,119,200,149
fig|6666666.230262.peg.2315,17,19,45,14,32,46,41
fig|6666666.230262.peg.2316,2,1,10,6,7,16,12
fig|6666666.230262.peg.2317,5,4,5,5,2,6,11
fig|6666666.230262.peg.2318,19,6,25,8,17,41,20
fig|6666666.230262.peg.2319,44,35,51,42,50,89,83
fig|6666666.230262.peg.232,285,234,515,316,641,920,631
fig|6666666.230262.peg.2320,18,13,13,6,14,15,11
fig|6666666.230262.peg.2321,8,13,9,7,6,16,4
fig|6666666.230262.peg.2322,41,20,65,38,55,92,68
fig|6666666.230262.peg.2323,1,1,5,2,4,9,9
fig|6666666.230262.peg.2324,0,1,3,0,0,0,2
fig|6666666.230262.peg.2325,1,3,0,1,3,10,4
fig|6666666.230262.peg.2326,53,35,76,36,65,144,92
fig|6666666.230262.peg.2327,4,3,9,5,4,11,17
fig|6666666.230262.peg.2328,16,17,28,20,11,35,34
fig|6666666.230262.peg.2329,18,11,27,19,40,43,25
fig|6666666.230262.peg.233,437,327,611,401,546,793,621
fig|6666666.230262.peg.2330,0,0,5,3,1,2,1
fig|6666666.230262.peg.2331,2,0,4,2,3,9,6
fig|6666666.230262.peg.2332,0,0,1,0,0,4,0
fig|6666666.230262.peg.2333,1,0,1,0,0,2,1
fig|6666666.230262.peg.2334,0,0,1,1,0,2,1
fig|6666666.230262.peg.2335,0,1,0,0,0,2,1
fig|6666666.230262.peg.2336,7,7,10,5,14,22,12
fig|6666666.230262.peg.2337,3,3,7,7,1,12,7
fig|6666666.230262.peg.2338,32,18,50,35,51,82,54
fig|6666666.230262.peg.2339,2,1,10,7,6,14,12
fig|6666666.230262.peg.234,51,36,69,44,105,139,100
fig|6666666.230262.peg.2340,15,6,15,14,17,35,13
fig|6666666.230262.peg.2341,2,2,5,1,3,4,5
fig|6666666.230262.peg.2342,0,0,3,1,5,4,6
fig|6666666.230262.peg.2343,1,1,3,1,5,1,2
fig|6666666.230262.peg.2344,2,1,0,2,5,3,1
fig|6666666.230262.peg.2345,8,8,14,6,8,23,12
fig|6666666.230262.peg.2346,40,39,71,41,72,100,106
fig|6666666.230262.peg.2347,28,33,54,20,51,68,62
fig|6666666.230262.peg.2348,276,216,352,201,353,511,396
fig|6666666.230262.peg.2349,48,54,66,38,75,112,90
fig|6666666.230262.peg.235,30,31,68,45,71,109,55
fig|6666666.230262.peg.2350,3,3,3,2,4,7,5
fig|6666666.230262.peg.2351,0,0,1,2,0,1,2
fig|6666666.230262.peg.2352,2,0,0,0,2,0,0
fig|6666666.230262.peg.2353,0,1,0,0,0,1,0
fig|6666666.230262.peg.2354,0,0,2,2,0,1,1
fig|6666666.230262.peg.2355,0,0,0,0,0,0,0
fig|6666666.230262.peg.2356,0,0,0,0,1,0,0
fig|6666666.230262.peg.2357,7,2,4,1,6,7,9
fig|6666666.230262.peg.2358,0,0,0,0,1,0,1
fig|6666666.230262.peg.2359,2,1,2,4,4,4,2
fig|6666666.230262.peg.236,36,17,37,19,53,62,40
fig|6666666.230262.peg.2360,17,7,13,10,24,19,14
fig|6666666.230262.peg.2361,1,2,6,2,3,7,7
fig|6666666.230262.peg.2362,6,1,2,0,3,7,5
fig|6666666.230262.peg.2363,40,28,50,30,58,70,67
fig|6666666.230262.peg.2364,191,147,124,82,160,210,173
fig|6666666.230262.peg.2365,282,215,352,222,399,694,580
fig|6666666.230262.peg.2366,176,136,242,145,267,458,363
fig|6666666.230262.peg.2367,155,145,312,200,320,497,381
fig|6666666.230262.peg.2368,89,40,80,72,118,174,148
fig|6666666.230262.peg.2369,149,134,284,171,260,479,392
fig|6666666.230262.peg.237,23,11,35,14,35,50,43
fig|6666666.230262.peg.2370,62,48,103,64,99,131,107
fig|6666666.230262.peg.2371,30,20,58,36,56,93,72
fig|6666666.230262.peg.2372,54,37,101,46,107,173,113
fig|6666666.230262.peg.2373,112,99,163,102,167,273,183
fig|6666666.230262.peg.2374,27,19,32,33,36,72,49
fig|6666666.230262.peg.2375,7,4,4,5,12,14,10
fig|6666666.230262.peg.2376,64,55,77,61,120,149,109
fig|6666666.230262.peg.2377,14,12,19,7,27,34,20
fig|6666666.230262.peg.2378,65,47,40,26,50,65,59
fig|6666666.230262.peg.2379,10,8,4,1,7,5,13
fig|6666666.230262.peg.238,572,424,536,367,600,954,699
fig|6666666.230262.peg.2380,60,44,56,33,50,78,70
fig|6666666.230262.peg.2381,14,5,12,9,15,31,21
fig|6666666.230262.peg.2382,32,11,29,9,28,53,35
fig|6666666.230262.peg.2383,54,32,53,34,63,85,64
fig|6666666.230262.peg.2384,18,9,23,12,25,30,30
fig|6666666.230262.peg.2385,7,14,14,7,9,19,18
fig|6666666.230262.peg.2386,114,87,132,85,160,225,170
fig|6666666.230262.peg.2387,607,422,540,319,662,910,642
fig|6666666.230262.peg.2388,60,31,72,45,65,105,78
fig|6666666.230262.peg.2389,23,9,38,16,29,39,32
fig|6666666.230262.peg.239,88,64,109,75,120,181,132
fig|6666666.230262.peg.2390,15,7,17,15,27,21,40
fig|6666666.230262.peg.2391,8,6,12,6,25,23,19
fig|6666666.230262.peg.2392,37,14,53,28,39,59,41
fig|6666666.230262.peg.2393,241,206,231,167,245,334,253
fig|6666666.230262.peg.2394,58,44,75,68,122,134,82
fig|6666666.230262.peg.2395,47,41,67,32,58,83,60
fig|6666666.230262.peg.2396,47,27,39,26,46,56,45
fig|6666666.230262.peg.2397,33,16,34,16,51,49,40
fig|6666666.230262.peg.2398,146,112,170,90,159,192,137
fig|6666666.230262.peg.2399,214,194,390,276,433,625,411
fig|6666666.230262.peg.24,7,6,15,6,7,9,23
fig|6666666.230262.peg.240,204,136,267,166,259,366,282
fig|6666666.230262.peg.2400,101,72,114,73,114,166,107
fig|6666666.230262.peg.2401,339,340,833,461,964,1121,775
fig|6666666.230262.peg.2402,186,88,177,124,233,294,208
fig|6666666.230262.peg.2403,9,5,14,4,13,19,13
fig|6666666.230262.peg.2404,96,75,117,67,152,177,146
fig|6666666.230262.peg.2405,31,20,54,37,107,135,106
fig|6666666.230262.peg.2406,16,9,25,13,23,29,33
fig|6666666.230262.peg.2407,3,0,3,2,4,11,1
fig|6666666.230262.peg.2408,0,1,2,0,1,1,1
fig|6666666.230262.peg.2409,5,3,11,10,10,14,14
fig|6666666.230262.peg.241,76,72,120,57,126,172,128
fig|6666666.230262.peg.2410,2,1,3,0,4,13,1
fig|6666666.230262.peg.2411,18,14,28,17,28,39,26
fig|6666666.230262.peg.2412,5,3,2,0,2,1,2
fig|6666666.230262.peg.2413,4,4,4,5,7,8,8
fig|6666666.230262.peg.2414,42,33,46,30,40,78,55
fig|6666666.230262.peg.2415,72,45,81,45,81,138,108
fig|6666666.230262.peg.2416,7,10,26,6,18,44,37
fig|6666666.230262.peg.2417,0,0,0,0,0,0,0
fig|6666666.230262.peg.2418,42,25,45,15,32,79,49
fig|6666666.230262.peg.2419,27,18,34,12,30,39,34
fig|6666666.230262.peg.242,39,21,51,25,52,47,53
fig|6666666.230262.peg.2420,109,68,81,44,69,91,86
fig|6666666.230262.peg.2421,59,37,56,37,65,85,66
fig|6666666.230262.peg.2422,18,6,31,4,33,45,31
fig|6666666.230262.peg.2423,70,42,92,66,87,185,117
fig|6666666.230262.peg.2424,26,14,33,22,42,48,45
fig|6666666.230262.peg.2425,26,16,32,36,46,69,47
fig|6666666.230262.peg.2426,107,52,143,86,124,184,152
fig|6666666.230262.peg.2427,235,144,395,270,425,605,431
fig|6666666.230262.peg.2428,1100,916,1953,1175,2010,2749,2052
fig|6666666.230262.peg.2429,687,529,1146,767,1033,1596,1341
fig|6666666.230262.peg.243,120,63,128,77,151,178,137
fig|6666666.230262.peg.2430,778,626,1740,1112,1639,2624,1975
fig|6666666.230262.peg.2431,217,194,407,279,384,604,445
fig|6666666.230262.peg.2432,101,70,128,76,156,227,197
fig|6666666.230262.peg.2433,23,25,57,32,55,90,55
fig|6666666.230262.peg.2434,4,1,5,2,6,7,3
fig|6666666.230262.peg.2435,32,27,53,42,81,80,56
fig|6666666.230262.peg.2436,349,254,289,126,331,304,261
fig|6666666.230262.peg.2437,45,35,65,47,66,119,75
fig|6666666.230262.peg.2438,87,58,98,55,100,132,112
fig|6666666.230262.peg.2439,76,56,88,65,110,161,108
fig|6666666.230262.peg.244,263,178,312,205,318,428,291
fig|6666666.230262.peg.2440,105,84,111,83,125,164,145
fig|6666666.230262.peg.2441,86,61,116,74,153,189,138
fig|6666666.230262.peg.2442,43,24,51,33,76,84,73
fig|6666666.230262.peg.2443,28,13,39,21,38,42,42
fig|6666666.230262.peg.2444,132,108,314,166,293,534,362
fig|6666666.230262.peg.2445,141,143,253,150,304,505,313
fig|6666666.230262.peg.2446,1475,1163,1340,841,1469,2803,2277
fig|6666666.230262.peg.2447,0,0,0,0,0,0,0
fig|6666666.230262.peg.2448,336,214,600,347,717,1112,740
fig|6666666.230262.peg.2449,15,6,16,8,16,22,24
fig|6666666.230262.peg.245,96,63,123,63,157,210,146
fig|6666666.230262.peg.2450,107,78,189,134,213,275,235
fig|6666666.230262.peg.2451,33,20,60,32,64,82,64
fig|6666666.230262.peg.2452,150,92,191,122,251,356,288
fig|6666666.230262.peg.2453,122,88,197,113,196,304,236
fig|6666666.230262.peg.2454,186,145,298,190,317,396,299
fig|6666666.230262.peg.2455,113,85,115,66,154,255,153
fig|6666666.230262.peg.2456,87,52,114,80,133,191,155
fig|6666666.230262.peg.2457,203,123,257,125,289,398,258
fig|6666666.230262.peg.2458,53,26,67,43,74,103,74
fig|6666666.230262.peg.2459,204,167,198,125,229,240,208
fig|6666666.230262.peg.246,465,357,578,370,586,847,634
fig|6666666.230262.peg.2460,83,69,125,71,131,186,146
fig|6666666.230262.peg.2461,151,91,210,135,231,355,252
fig|6666666.230262.peg.2462,953,842,1391,849,1266,1692,1400
fig|6666666.230262.peg.2463,543,410,688,405,811,1046,823
fig|6666666.230262.peg.2464,14,8,9,8,20,26,12
fig|6666666.230262.peg.2465,5,4,13,3,11,14,12
fig|6666666.230262.peg.2466,8,11,12,10,18,20,17
fig|6666666.230262.peg.2467,35,15,46,32,42,50,43
fig|6666666.230262.peg.2468,1,1,2,0,5,0,1
fig|6666666.230262.peg.2469,184,140,307,md,392,459,380
fig|6666666.230262.peg.247,118,66,155,99,208,302,216
fig|6666666.230262.peg.2470,112,85,130,94,189,210,157
fig|6666666.230262.peg.2471,29,34,35,28,66,92,91
fig|6666666.230262.peg.2472,129,75,191,127,235,290,235
fig|6666666.230262.peg.2473,156,122,220,126,206,337,238
fig|6666666.230262.peg.2474,379,255,636,337,582,762,649
fig|6666666.230262.peg.2475,1360,1082,2661,1664,2796,3803,2931
fig|6666666.230262.peg.2476,1077,860,1541,853,1504,2027,1893
fig|6666666.230262.peg.2477,1424,1160,2521,1395,2685,3395,2657
fig|6666666.230262.peg.2478,32,28,67,48,97,114,92
fig|6666666.230262.peg.2479,268,212,410,254,462,518,384
fig|6666666.230262.peg.248,24,18,44,29,60,81,68
fig|6666666.230262.peg.2480,500,356,901,441,928,1092,880
fig|6666666.230262.peg.2481,897,657,1277,755,1248,1697,1255
fig|6666666.230262.peg.2482,177,101,158,94,240,314,237
fig|6666666.230262.peg.2483,219,170,295,177,336,781,546
fig|6666666.230262.peg.2484,553,396,669,416,666,883,733
fig|6666666.230262.peg.2485,649,496,815,601,819,1158,901
fig|6666666.230262.peg.2486,26,22,42,27,54,67,39
fig|6666666.230262.peg.2487,4939,3843,7319,4092,8703,12438,9292
fig|6666666.230262.peg.2488,34,18,42,27,55,103,59
fig|6666666.230262.peg.2489,79,45,122,109,192,220,171
fig|6666666.230262.peg.249,31,28,66,41,87,125,80
fig|6666666.230262.peg.2490,148,129,245,161,283,430,311
fig|6666666.230262.peg.2491,230,167,392,228,443,595,424
fig|6666666.230262.peg.2492,47,30,71,57,91,119,105
fig|6666666.230262.peg.2493,137,71,178,104,183,240,173
fig|6666666.230262.peg.2494,53,31,77,49,86,95,81
fig|6666666.230262.peg.2495,0,0,0,0,0,0,0
fig|6666666.230262.peg.2496,35,31,43,22,33,53,52
fig|6666666.230262.peg.2497,59,26,67,41,76,112,111
fig|6666666.230262.peg.2498,108,89,165,113,207,275,170
fig|6666666.230262.peg.2499,24,21,42,13,41,53,29
fig|6666666.230262.peg.25,18,8,26,9,23,46,35
fig|6666666.230262.peg.250,246,191,295,201,336,469,392
fig|6666666.230262.peg.2500,18,9,29,17,28,44,36
fig|6666666.230262.peg.2501,1180,1009,2083,1105,2439,3715,2719
fig|6666666.230262.peg.2502,542,443,838,514,845,965,814
fig|6666666.230262.peg.2503,222,149,402,228,448,516,382
fig|6666666.230262.peg.2504,34,14,53,20,57,119,77
fig|6666666.230262.peg.2505,438,412,627,450,671,861,639
fig|6666666.230262.peg.2506,21,18,32,22,35,48,36
fig|6666666.230262.peg.2507,14,15,31,18,27,44,30
fig|6666666.230262.peg.2508,25,11,57,46,83,83,66
fig|6666666.230262.peg.2509,54,32,99,49,116,161,118
fig|6666666.230262.peg.251,166,106,200,123,210,295,234
fig|6666666.230262.peg.2510,89,54,97,67,107,159,132
fig|6666666.230262.peg.2511,23,30,68,39,86,120,76
fig|6666666.230262.peg.2512,17,8,41,24,40,59,30
fig|6666666.230262.peg.2513,50,48,105,76,133,193,139
fig|6666666.230262.peg.2514,28,26,96,44,125,168,122
fig|6666666.230262.peg.2515,622,477,1153,743,1327,1793,1333
fig|6666666.230262.peg.2516,212,158,368,238,450,584,407
fig|6666666.230262.peg.2517,24,14,45,29,60,84,61
fig|6666666.230262.peg.2518,61,40,116,65,130,174,141
fig|6666666.230262.peg.2519,493,428,714,399,692,944,808
fig|6666666.230262.peg.252,25,16,43,27,58,91,58
fig|6666666.230262.peg.2520,37,25,49,41,61,104,67
fig|6666666.230262.peg.2521,109,72,110,66,152,176,148
fig|6666666.230262.peg.2522,41,26,51,32,75,92,65
fig|6666666.230262.peg.2523,80,81,119,80,144,232,153
fig|6666666.230262.peg.2524,46,41,66,42,80,113,70
fig|6666666.230262.peg.2525,443,286,585,392,685,965,748
fig|6666666.230262.peg.2526,154,140,221,146,276,391,248
fig|6666666.230262.peg.2527,61,40,71,36,88,118,84
fig|6666666.230262.peg.2528,38,44,91,62,82,96,85
fig|6666666.230262.peg.2529,150,99,203,128,234,368,288
fig|6666666.230262.peg.253,429,400,689,416,698,784,665
fig|6666666.230262.peg.2530,73,63,112,72,140,196,117
fig|6666666.230262.peg.2531,289,233,430,279,504,687,498
fig|6666666.230262.peg.2532,889,732,909,534,988,1414,1087
fig|6666666.230262.peg.2533,170,131,219,130,274,402,246
fig|6666666.230262.peg.2534,108,75,158,84,163,170,168
fig|6666666.230262.peg.2535,38,17,38,35,56,83,71
fig|6666666.230262.peg.2536,524,378,828,528,935,1336,1001
fig|6666666.230262.peg.2537,780,522,988,641,1229,1731,1199
fig|6666666.230262.peg.2538,57,46,82,61,111,149,89
fig|6666666.230262.peg.2539,24,12,33,17,50,45,38
fig|6666666.230262.peg.254,160,123,440,266,502,841,615
fig|6666666.230262.peg.2540,653,447,619,426,782,1046,700
fig|6666666.230262.peg.2541,168,110,204,121,248,343,241
fig|6666666.230262.peg.2542,108,67,135,103,205,299,170
fig|6666666.230262.peg.2543,62,46,57,36,100,124,71
fig|6666666.230262.peg.2544,29,21,45,29,56,79,59
fig|6666666.230262.peg.2545,39,21,43,24,45,68,54
fig|6666666.230262.peg.2546,33,11,27,18,30,46,35
fig|6666666.230262.peg.2547,4,2,7,6,13,15,14
fig|6666666.230262.peg.2548,15,9,17,9,18,30,25
fig|6666666.230262.peg.2549,241,141,297,173,348,493,355
fig|6666666.230262.peg.255,69,44,131,77,141,187,146
fig|6666666.230262.peg.2550,2,1,5,1,1,1,3
fig|6666666.230262.peg.2551,179,67,103,70,103,121,126
fig|6666666.230262.peg.2552,265,162,205,131,197,339,276
fig|6666666.230262.peg.2553,257,225,291,209,358,554,386
fig|6666666.230262.peg.2554,120,101,135,84,152,220,166
fig|6666666.230262.peg.2555,185,118,167,112,202,271,207
fig|6666666.230262.peg.2556,823,564,400,241,420,677,476
fig|6666666.230262.peg.2557,4906,3522,1796,1030,1823,2795,2161
fig|6666666.230262.peg.2558,24,16,22,14,33,32,26
fig|6666666.230262.peg.2559,35,19,37,25,52,65,49
fig|6666666.230262.peg.256,56,35,71,59,102,114,106
fig|6666666.230262.peg.2560,283,215,387,243,424,570,381
fig|6666666.230262.peg.2561,28,24,46,33,58,71,59
fig|6666666.230262.peg.2562,39,30,46,47,70,94,56
fig|6666666.230262.peg.2563,87,52,137,78,152,195,136
fig|6666666.230262.peg.2564,36,24,70,41,97,138,101
fig|6666666.230262.peg.2565,61,33,79,42,101,139,95
fig|6666666.230262.peg.2566,31,19,38,30,90,98,66
fig|6666666.230262.peg.2567,416,302,634,420,754,993,794
fig|6666666.230262.peg.2568,68,62,114,67,131,236,160
fig|6666666.230262.peg.2569,9,3,9,3,20,21,14
