,273_lact_rep1,273_lact_rep2,273_scfm_rep1,273_scfm_rep2,275_lact_rep1,275_lact_rep2,275_scfm_rep1,275_scfm_rep2,K297A_lact_rep1,K297A_lact_rep2,K297A_scfm_rep1,K297A_scfm_rep2
SMLT_RS17875,41165,49882,52889,58568,45024,34111,35523,22380,36100,29571,54609,53211
SMLT_RS17880,673,715,924,981,367,284,498,246,895,602,1528,1520
SMLT_RS17885,1215,1199,1549,1947,1401,1230,1486,901,1756,1352,2634,2606
SMLT_RS17890,6059,5635,4996,6765,4634,3619,2615,1470,5747,3942,7945,7495
SMLT_RS17895,489,409,838,1161,144,112,123,65,2035,1159,5216,5105
SMLT_RS17900,46762,41145,33997,46159,14249,9900,8876,2887,99437,66909,179677,142595
SMLT_RS17905,3976,3968,3865,4583,2915,2121,3706,1642,5330,3755,4569,4987
SMLT_RS17910,1821,1787,1948,2526,1052,915,1658,638,1766,1608,2595,2330
SMLT_RS17915,321,341,470,527,267,286,411,211,428,478,641,584
SMLT_RS17925,1168,1672,2339,2734,2324,1757,1193,860,1961,2056,1677,1369
SMLT_RS17930,6516,7645,4811,6013,12713,9271,4806,2971,8888,8687,3520,2682
SMLT_RS17945,436,434,266,309,1015,960,338,289,859,1091,387,406
SMLT_RS17950,509,497,108,159,1041,837,467,153,484,367,83,90
SMLT_RS17975,17223,17538,23827,26921,17693,14938,14581,6698,15097,9741,13648,11298
SMLT_RS17980,742,691,659,684,726,499,996,344,618,550,690,605
SMLT_RS17985,2592,3064,3099,3446,3511,2561,3142,1904,2146,1882,1881,2586
SMLT_RS17990,2019,2322,2539,2797,2710,2211,1985,1186,1972,1885,2078,2339
SMLT_RS17995,1741,1782,2049,1787,1444,1133,1154,428,1746,1593,1822,1676
SMLT_RS18000,90,75,183,158,116,68,309,92,132,174,252,162
SMLT_RS18005,5219,5863,649,657,2393,2507,497,132,1942,2049,503,482
SMLT_RS18010,2660,3137,1326,1326,2337,1847,860,443,2416,1901,1047,1051
SMLT_RS18015,2807,2328,2167,2024,3443,2574,1766,684,1490,1349,1456,1210
SMLT_RS18020,3081,2971,1383,1522,2481,2151,872,965,3604,2442,1622,1963
SMLT_RS18025,1310,1647,953,1326,1716,1548,750,716,1707,1461,1143,1293
SMLT_RS18030,4205,5357,1860,2139,5620,4336,1576,921,3774,2780,3020,3563
SMLT_RS18035,446,455,288,301,276,257,123,63,494,618,315,309
SMLT_RS18040,922,826,556,674,585,583,226,149,1222,998,734,748
SMLT_RS18045,357,289,205,244,194,194,84,49,362,375,354,324
SMLT_RS18055,825,576,851,893,116,91,404,39,1137,530,1469,1324
SMLT_RS18060,336,378,209,195,485,407,219,91,606,516,213,211
SMLT_RS18065,528,751,352,437,1793,1052,236,163,661,491,298,100
SMLT_RS18070,1810,1881,823,889,1642,1391,541,352,1986,2091,1163,1031
SMLT_RS18075,1275,1205,2605,2480,1293,1153,1705,1517,2121,1721,3228,2868
SMLT_RS18080,20151,24487,39468,38565,30538,22036,25841,14386,17049,13800,32508,31926
SMLT_RS18085,2615,2282,2110,2543,3818,3198,3023,1651,2666,2396,2232,2285
SMLT_RS18090,2137,2773,3113,3574,1657,1565,1466,1237,2963,2499,2903,3087
SMLT_RS18095,2849,3359,3757,4297,2945,2614,2187,1596,3352,2909,3812,4131
SMLT_RS18100,724,749,618,683,1088,948,536,468,1814,1566,804,833
SMLT_RS18105,630,672,686,622,1279,1158,658,508,1999,1794,1009,1192
SMLT_RS18110,21992,24753,29165,26377,26129,19328,25189,14166,20942,16120,27271,23699
SMLT_RS18115,7025,6774,36230,37517,13616,5581,37119,20978,85051,39878,39988,36604
SMLT_RS18120,1097,1163,2066,2190,998,712,1780,923,1757,1226,1671,1757
SMLT_RS18125,3959,3810,4426,5561,1893,1510,3455,1372,3051,2355,2281,2007
SMLT_RS18130,110,140,159,280,548,551,268,250,1184,1095,220,138
SMLT_RS18135,361,400,440,682,1797,1456,905,633,3618,3672,509,403
SMLT_RS18140,46,49,20,54,235,169,120,27,481,534,67,73
SMLT_RS18145,73,76,53,53,277,197,48,8,44,32,4,13
SMLT_RS18150,2651,3254,2044,2618,2306,2002,978,623,1818,1703,748,681
SMLT_RS18155,13524,16496,16909,17741,13323,11590,9494,5294,14419,11226,14989,15701
SMLT_RS18160,2574,2866,2471,2318,3135,2736,1441,832,1679,1570,1936,2109
SMLT_RS18165,832,924,1199,1377,1230,1039,678,396,868,782,735,886
SMLT_RS18170,1479,1626,1888,2242,2095,1694,1144,893,1848,1749,1010,1244
SMLT_RS18175,569,673,994,1188,750,727,448,389,916,891,705,745
SMLT_RS18180,272,300,551,624,489,453,280,276,365,343,340,377
SMLT_RS18185,398,493,850,997,745,685,552,343,527,467,457,460
SMLT_RS18190,1580,1975,1563,2392,3800,3051,2079,1136,1898,1585,959,960
SMLT_RS18195,9519,8566,10463,15989,4241,4581,5863,3493,10404,5185,31613,31302
SMLT_RS18205,2105,1812,2368,3411,1041,1083,1457,633,2053,1211,6929,5985
SMLT_RS18210,2238,1901,2869,3690,1154,1208,1752,914,2561,1425,7541,7014
SMLT_RS18220,5454,6230,5639,5399,5584,4581,3013,1581,4395,3695,4619,4603
SMLT_RS18225,2653,2340,1939,2026,1707,1115,855,591,4293,3148,1599,1895
SMLT_RS18240,8,10,12,12,18,13,8,4,28,22,14,7
SMLT_RS18245,12,11,4,6,13,9,7,3,28,35,6,7
SMLT_RS18250,3,7,5,1,5,8,6,0,13,19,6,4
SMLT_RS18255,22,14,13,13,10,18,5,5,35,27,14,13
SMLT_RS18260,331,565,325,274,1666,932,61,17,57,51,6,17
SMLT_RS18265,17849,22119,43029,40947,16512,12000,23215,10882,20934,17734,43263,37602
SMLT_RS18270,27258,26342,37927,31437,17113,11366,25345,6743,8585,8096,25541,20508
SMLT_RS18275,2290,2569,1966,2078,2608,2126,1828,956,3409,3243,2073,2295
SMLT_RS18280,2336,2729,4928,5972,3253,2765,4746,3698,4436,3657,4623,5183
SMLT_RS18285,2166,2400,4081,4171,2583,2102,3491,2153,2782,2306,3269,3900
SMLT_RS18290,2751,2883,3275,3580,4156,2950,3948,1645,5456,4539,3876,3717
SMLT_RS18295,10063,7767,13424,10011,5721,4565,9388,6730,3069,3444,8516,7879
SMLT_RS18300,1226,1312,2052,1887,1238,961,1166,789,1667,1511,1739,1918
SMLT_RS18315,807,820,3717,4497,1362,1165,3811,3571,1679,1448,3255,3236
SMLT_RS18320,281,208,1373,1551,455,421,1673,1139,490,510,1317,1029
SMLT_RS18325,1471,1406,1438,1836,1260,1229,1628,1047,3079,2820,1687,1687
SMLT_RS18330,1191,1295,1432,1716,775,746,870,675,3046,2706,1614,1684
SMLT_RS18335,1029,1108,1505,1688,1025,1170,979,815,2706,2435,1583,1643
SMLT_RS18345,1507,1362,1033,1362,1002,960,958,475,3184,2609,1188,1097
SMLT_RS18360,1284,1414,1904,1798,966,808,816,724,905,816,2099,2255
SMLT_RS18365,428,451,769,843,579,610,732,572,696,646,1032,1065
SMLT_RS18370,277,264,510,586,210,244,267,196,432,431,638,747
SMLT_RS18375,549,609,892,996,441,446,517,403,877,840,1072,1235
SMLT_RS18380,473,541,668,790,479,444,583,305,688,693,791,893
SMLT_RS18385,6309,6675,4349,5395,5153,4471,3484,2694,5799,4600,3324,3524
SMLT_RS18390,656,735,457,547,624,545,474,231,547,521,405,373
SMLT_RS18395,1207,1337,2096,2350,1432,1098,1453,795,1317,1106,1960,2117
SMLT_RS18405,1573,1670,2360,2565,1939,1511,2299,1563,1307,1188,2208,2217
SMLT_RS18415,1007,1004,519,490,859,713,565,136,1435,1179,774,734
SMLT_RS18420,893,932,756,784,944,764,643,436,848,758,611,746
SMLT_RS18425,1359,1529,1900,1673,1716,1292,1520,1151,937,730,1265,1309
SMLT_RS18430,3014,3402,4928,4527,3351,2708,2539,2073,2739,2168,4126,4009
SMLT_RS18435,1097,1291,1446,1481,786,672,603,364,1010,829,1522,1469
SMLT_RS18450,914,933,1225,1422,849,718,1081,768,1091,802,1297,1429
SMLT_RS18455,2200,2071,3108,3846,1856,1530,2207,1246,3050,2297,3893,3652
SMLT_RS18460,1264,907,1844,2142,400,291,1397,570,2886,1424,3620,3229
SMLT_RS18465,89,65,87,97,45,43,127,34,300,248,223,187
SMLT_RS18470,1761,1853,2283,2909,1912,1684,1820,1207,2416,2070,2356,2260
SMLT_RS18475,519,506,461,434,376,311,282,104,597,509,434,396
SMLT_RS18485,1711,1836,2065,2096,1644,1465,1032,1159,2011,1891,1473,1792
SMLT_RS18490,1423,1827,1181,1212,10630,6935,1125,923,1668,1456,340,371
SMLT_RS18500,285,327,583,699,451,314,861,273,480,429,674,542
SMLT_RS18505,1678,1949,1921,2220,1777,1930,1549,906,2470,2549,1676,1352
SMLT_RS18510,662,811,959,1078,775,689,648,469,964,1046,1073,1000
SMLT_RS18515,1936,2172,2534,2987,2439,2082,2164,1292,2193,2095,2751,2570
SMLT_RS18520,6373,6141,14873,13466,5768,4558,10342,8286,7860,8176,16533,13518
SMLT_RS18530,241,256,89,106,472,381,97,88,338,278,97,99
SMLT_RS18535,1702,2015,549,737,1934,1584,430,368,938,924,192,181
SMLT_RS18545,33,19,24,36,23,17,15,15,48,36,29,35
SMLT_RS18550,23,27,33,34,27,30,35,13,40,54,19,36
SMLT_RS18560,34,32,23,26,36,53,32,21,65,56,25,37
SMLT_RS18565,96,74,35,55,79,72,62,19,95,91,28,53
SMLT_RS18570,634,629,689,688,271,220,391,151,618,576,703,607
SMLT_RS18585,5,9,9,8,12,16,4,2,9,9,10,22
SMLT_RS18595,3247,3093,8295,8821,1905,1470,6422,2983,1481,1381,6582,5989
SMLT_RS18600,2766,2591,2346,3155,1115,1149,1362,883,1311,1040,4210,3870
SMLT_RS18610,1078,1003,5933,9388,2436,2107,2119,1660,1630,1561,4291,5857
SMLT_RS18615,200,173,781,740,308,319,306,275,224,237,517,591
SMLT_RS18620,6031,6144,6627,7625,6084,5792,4814,2748,5260,6421,4082,3451
SMLT_RS18625,302,305,989,1117,1014,573,368,151,530,627,505,646
SMLT_RS18630,4814,5830,23473,25255,33596,16145,5814,3573,5506,6644,9034,12837
SMLT_RS18645,100366,94552,589,990,61979,61176,678,470,80715,79911,933,1081
SMLT_RS18650,49575,52784,413,745,33574,33407,419,243,46416,49061,708,797
SMLT_RS18655,6527,6814,49,97,5056,5265,58,37,5938,6313,97,104
SMLT_RS18665,31768,39523,440,759,23724,23721,289,152,29420,27734,606,745
SMLT_RS18670,2785,3653,71,98,2892,3016,39,21,2932,3111,80,102
SMLT_RS18675,7476,10345,414,560,8019,7685,236,134,8512,8107,554,749
SMLT_RS18680,5979,7570,321,474,6634,6019,262,129,6565,6036,457,613
SMLT_RS18685,5952,8002,581,782,6139,5461,392,187,6426,5698,870,987
SMLT_RS18690,582,551,338,297,385,288,105,72,533,349,149,155
SMLT_RS18695,140,192,206,262,167,157,199,98,402,402,259,262
SMLT_RS18700,2102,2395,3203,3743,1867,1669,919,415,1941,1712,3081,2968
SMLT_RS18705,485,528,554,667,671,570,318,228,395,398,555,648
SMLT_RS18710,1376,1462,2343,2405,1110,928,2302,538,1098,1054,1716,1694
SMLT_RS18715,9085,9233,9084,10533,6742,5669,4905,4452,6126,4631,6713,6821
SMLT_RS18720,19431,20615,17290,18633,13016,11476,8759,4686,11458,9433,12860,13310
SMLT_RS18725,53,46,38,39,42,59,55,14,167,183,75,86
SMLT_RS18730,532,541,667,710,453,414,588,268,700,798,736,680
SMLT_RS18735,1066,1129,1818,1940,860,671,1982,585,1158,1021,1698,1390
SMLT_RS18740,670,657,577,547,294,301,254,220,618,659,476,506
SMLT_RS18745,539,689,1172,1297,590,487,687,350,672,667,1192,1113
SMLT_RS18750,2717,2889,2901,2747,2567,1699,2792,781,2364,1826,2257,2305
SMLT_RS18760,1035,1053,1891,2209,415,363,629,366,1742,1639,1925,1764
SMLT_RS18765,125,143,75,104,396,327,382,211,248,219,108,65
SMLT_RS18770,20351,30797,15653,19002,28324,24228,12575,7641,18747,16947,14010,12707
SMLT_RS18775,1142,1764,122,76,758,897,50,69,2670,2045,129,143
SMLT_RS18780,2582,2773,2828,3868,4163,2914,1686,872,3890,2161,3808,3857
SMLT_RS18785,690,758,831,1046,1381,1035,529,313,997,769,976,1100
SMLT_RS18790,688,677,852,1012,471,450,598,183,1196,1154,961,948
SMLT_RS18795,261,280,155,197,281,264,119,53,356,311,171,153
SMLT_RS18800,326,355,226,268,302,264,138,60,450,492,315,289
SMLT_RS18805,364,364,203,256,583,427,227,162,466,502,260,280
SMLT_RS18815,57,73,55,54,66,32,39,18,64,52,50,79
SMLT_RS18820,35,48,21,41,58,42,26,17,66,63,46,47
SMLT_RS18835,774,795,412,615,926,878,522,330,2089,1912,756,769
SMLT_RS18845,2787,3065,2431,3009,3748,3157,2375,1150,5487,4634,2906,3033
SMLT_RS18850,749,837,1077,1085,396,382,257,191,1599,1590,1181,1160
SMLT_RS18855,113,105,181,157,179,186,94,84,412,537,182,254
SMLT_RS18860,482,510,578,592,70,51,83,33,679,734,631,664
SMLT_RS18865,5439,6038,8848,9503,2372,1958,2675,1605,3924,3392,4904,5308
SMLT_RS18875,2296,2065,3557,3990,962,767,820,878,1172,1043,2768,2417
SMLT_RS18880,1109,974,667,849,817,659,238,234,1345,962,636,585
SMLT_RS18890,460,499,241,273,334,257,77,44,546,339,246,250
SMLT_RS18895,1764,1738,1199,1397,1663,1283,973,571,3773,2925,1267,1454
SMLT_RS18900,615,667,715,727,1929,1311,704,423,1355,1173,515,535
SMLT_RS18905,62,57,44,68,40,46,32,25,156,133,63,84
SMLT_RS18910,33,30,22,35,18,13,12,6,64,61,34,34
SMLT_RS18915,71,73,43,35,50,73,73,26,126,101,51,61
SMLT_RS18920,302,283,292,386,306,241,287,183,215,214,225,219
SMLT_RS18925,7,15,8,4,6,9,3,1,11,15,5,10
SMLT_RS18930,26,19,2,17,7,10,6,1,24,30,14,8
SMLT_RS18940,197,182,588,806,333,295,531,392,551,441,976,962
SMLT_RS18945,110,94,406,409,219,154,373,356,391,288,620,692
SMLT_RS18950,612,484,1753,1985,1014,758,1480,1108,1617,1249,3034,2608
SMLT_RS18955,46,37,171,126,41,33,201,87,294,267,268,250
SMLT_RS18960,329,303,304,464,381,325,457,296,2746,2392,816,862
SMLT_RS18965,206,167,80,100,73,43,51,13,290,205,91,94
SMLT_RS18970,181,173,256,323,187,146,283,200,278,260,293,364
SMLT_RS18975,119,112,23,17,31,27,11,0,64,63,7,16
SMLT_RS18980,139,138,141,171,111,101,72,32,268,217,110,163
SMLT_RS18990,265,327,415,433,330,254,322,130,349,322,319,373
SMLT_RS18995,573,501,649,445,2133,1613,478,235,913,753,637,739
SMLT_RS19000,989,929,797,974,1678,1186,887,471,1338,1201,1042,919
SMLT_RS19005,393,451,348,399,479,451,483,213,957,790,425,568
SMLT_RS19015,192,257,92,91,240,157,36,32,192,137,77,107
SMLT_RS19020,1656,1876,2581,2450,1710,1220,1681,671,2333,2330,2244,2336
SMLT_RS19025,11405,10486,3505,3908,10545,7649,3315,1538,9706,6502,2254,2450
SMLT_RS19030,3892,4815,2135,2234,3763,2908,1461,904,2403,1989,1406,1501
SMLT_RS19035,15357,18864,9853,11105,14216,11438,6698,5068,7907,6256,5445,5510
SMLT_RS19040,4212,4948,2751,3425,3745,3100,1923,976,2332,1937,1980,1783
SMLT_RS19045,62,71,28,41,84,79,46,48,124,88,54,47
SMLT_RS19050,332,307,146,183,274,219,182,79,377,305,177,167
SMLT_RS19055,162,119,85,113,91,71,57,29,170,142,81,68
SMLT_RS19070,17537,16053,722,1110,51115,42401,1445,1038,3204,1829,577,527
SMLT_RS19080,5018,6248,4258,5438,7252,5765,2930,1726,3567,3014,1647,1476
SMLT_RS19085,1017,1152,1112,1440,931,803,1155,498,1236,1162,938,862
SMLT_RS19125,998,1072,437,587,2451,2027,222,122,930,741,298,336
SMLT_RS19130,228,267,693,936,140,135,212,95,303,269,328,448
SMLT_RS19135,576,629,1916,2339,460,488,651,309,650,526,961,1090
SMLT_RS19140,408,520,1681,2074,344,357,578,309,461,331,694,937
SMLT_RS19145,586,709,2193,2523,540,563,1133,718,569,466,903,1233
SMLT_RS19150,889,1142,4587,5596,509,455,2493,1244,624,387,1162,1152
SMLT_RS19155,350,382,1211,1802,230,136,762,598,281,188,469,457
SMLT_RS19160,8154,8829,11975,15837,2377,2438,3890,1943,5218,2534,7322,9886
SMLT_RS19165,1895,1948,2482,4113,1468,1246,946,561,2408,1664,1917,2323
SMLT_RS19170,176,239,189,206,112,133,104,55,266,270,171,197
SMLT_RS19175,880,1003,728,869,839,862,518,314,1132,975,742,735
SMLT_RS19180,469,461,357,391,469,398,407,299,571,466,338,392
SMLT_RS19185,280,253,278,273,233,210,251,89,280,318,297,247
SMLT_RS19190,489,485,448,437,1518,850,361,177,531,588,180,138
SMLT_RS19200,2968,3446,2306,2803,2398,2200,1485,752,3273,3215,2333,2038
SMLT_RS19205,4561,4465,2243,2599,3192,2810,2256,1325,3160,2670,1987,1595
SMLT_RS19210,6647,8127,5223,5435,8313,6471,2838,1668,5601,5642,2976,2831
SMLT_RS19215,9782,13857,17349,11783,25994,12942,1648,859,359,274,110,131
SMLT_RS19220,1226,1190,461,557,1399,1183,456,231,1630,1708,563,541
SMLT_RS19225,1766,2062,2768,2748,2137,1809,1331,1086,1831,1518,1220,1212
SMLT_RS19230,999,1112,1159,1273,1326,1039,692,491,685,646,313,273
SMLT_RS19235,1364,1365,815,863,2039,1449,993,446,373,423,175,119
SMLT_RS19240,15277,19224,10162,11000,26374,18581,5803,4019,17616,14489,8893,8068
SMLT_RS19245,6612,7285,7866,9646,4956,4331,4802,2648,7334,6645,6431,6131
SMLT_RS19250,2226,2561,3048,3801,2151,1720,2759,1548,2731,2327,3246,3134
SMLT_RS19255,1320,1393,2597,3024,1628,1135,2858,781,1619,1421,2699,2355
SMLT_RS19260,552,601,655,630,605,447,298,186,658,557,749,632
SMLT_RS19265,11524,14032,18806,17702,11419,10782,11111,10176,6216,4837,9580,9952
SMLT_RS19270,5416,6171,4837,4688,3905,4032,3560,1695,2261,1670,2145,1842
SMLT_RS19275,9144,9100,6937,7237,5389,5439,5414,2200,4134,3340,3624,3144
SMLT_RS19285,105,100,19,27,78,85,37,17,343,357,51,59
SMLT_RS19290,329,327,222,296,222,254,234,120,346,351,303,301
SMLT_RS19295,1187,1307,1014,1132,946,944,773,383,914,913,1113,1153
SMLT_RS19300,275,302,365,340,186,191,211,97,202,240,396,310
SMLT_RS19305,762,918,931,967,732,642,651,337,602,567,918,912
SMLT_RS19310,8925,8879,6418,6928,9722,7751,4576,3251,5049,4501,5289,4870
SMLT_RS19315,3467,3571,4749,5122,4880,3854,3324,2253,2586,2326,6219,5358
SMLT_RS19320,647,629,534,751,757,638,550,330,729,609,528,567
SMLT_RS19325,3019,3028,2081,2614,3601,2843,2314,1874,2771,2288,1909,2202
SMLT_RS19335,2676,2765,3993,4226,3654,2889,3524,1510,2573,2248,3827,3475
SMLT_RS19340,994,882,845,825,958,800,607,383,589,555,806,789
SMLT_RS19345,544,733,75,79,1726,1319,66,42,156,129,38,38
SMLT_RS19350,1551,2454,3699,3340,13477,7839,1088,419,307,351,129,121
SMLT_RS19355,727,1192,2576,2830,5497,3557,688,472,349,357,263,151
SMLT_RS19365,17464,25927,20234,22819,176075,144369,124604,73864,6914,4962,10192,10177
SMLT_RS19370,7255,10701,8256,10572,105999,88951,62280,56442,2962,1897,4346,4930
SMLT_RS19375,965,1293,1657,1610,12253,8826,8246,4709,244,209,161,180
SMLT_RS19380,410,566,868,922,1371,1148,1082,554,168,140,115,127
SMLT_RS19385,1029,1106,2633,4719,1633,1707,2362,1025,1071,999,2548,2161
SMLT_RS19390,687,699,1096,2161,924,1029,887,552,646,615,1134,879
SMLT_RS19395,935,1148,1431,1792,1585,1357,1018,968,1183,1033,1101,1146
SMLT_RS19400,2135,2363,3092,4277,3456,3143,2509,1897,2518,2406,2321,2257
SMLT_RS19405,1939,2450,3238,3825,2839,2577,2338,1584,2326,2192,2463,2836
SMLT_RS19410,879,946,946,1066,977,868,655,232,672,532,866,896
SMLT_RS19415,161,207,202,256,156,161,159,87,283,311,292,299
SMLT_RS19420,2395,2482,3713,5311,4029,4033,3628,2757,4126,3769,3997,3262
SMLT_RS19425,1356,1355,1858,1925,1459,1226,1346,648,1430,1263,1699,1627
SMLT_RS19430,14572,14744,4964,5169,7245,6532,1961,1368,7065,5375,3592,3878
SMLT_RS19445,366,338,287,327,318,288,249,93,293,231,391,313
SMLT_RS19450,1109,1109,970,1069,1396,1148,900,636,1105,939,1219,1151
SMLT_RS19455,501,476,1046,1178,412,447,1117,456,764,919,1228,1149
SMLT_RS19460,2654,2532,3176,3260,2079,1645,3210,1536,1711,1578,2793,2746
SMLT_RS19465,1216,1318,1393,1629,1174,1084,925,592,1001,928,1328,1312
SMLT_RS19470,558,645,649,688,500,483,332,246,540,511,692,617
SMLT_RS19485,1783,1833,2263,2943,1826,1627,2802,2019,1141,1014,1868,1745
SMLT_RS19490,839,1059,1704,1628,1101,836,1100,523,742,656,1048,1090
SMLT_RS19495,1544,1757,1255,1247,1847,1384,1535,456,1268,964,937,915
SMLT_RS19500,24314,23351,7808,9178,8730,8151,5423,2857,6182,5935,2008,1305
SMLT_RS19505,9457,12257,9673,10845,12224,10917,8042,5059,7425,6744,6795,5940
SMLT_RS19510,19111,13621,2790,4411,140,164,55,32,263,201,138,130
SMLT_RS19520,38605,28424,7783,12538,262,190,80,45,468,341,302,311
SMLT_RS19525,43319,37456,9502,15640,235,203,83,46,522,346,316,319
SMLT_RS19530,10889,9593,2346,3313,72,59,28,17,151,128,80,71
SMLT_RS19535,11334,10445,3804,5687,829,749,1120,713,1372,1152,1310,1280
SMLT_RS19540,9130,7958,3038,3799,517,492,510,321,1048,990,1077,982
SMLT_RS19545,557,560,365,514,657,551,484,269,783,716,498,450
SMLT_RS19550,2084,2375,1543,1864,2495,2109,1484,975,2550,2107,1909,1923
SMLT_RS19560,1447,1496,3547,4031,2130,2084,3448,1402,1574,1467,5087,5364
SMLT_RS19565,12963,15287,34341,39241,22274,20069,28388,16791,16287,13405,43255,52832
SMLT_RS19570,8639,9432,18057,19184,14985,12857,17654,11083,8183,6787,21765,25912
SMLT_RS19575,19288,20315,41193,44887,32200,28158,39033,24121,18787,15440,49480,59814
SMLT_RS19580,2943,3347,7518,7494,4322,3776,4700,2684,2306,1906,7120,8870
SMLT_RS19585,12729,14379,28692,29529,17561,13886,20921,14398,9022,6666,25936,32055
SMLT_RS19590,6366,6193,15327,16566,8143,6799,15505,4921,3920,3230,19189,18074
SMLT_RS19595,9969,10643,25840,23347,13369,11130,19160,11768,7588,6531,22485,22606
SMLT_RS19600,711,745,1205,1046,659,607,1098,486,703,863,1585,1323
SMLT_RS19610,12274,14498,14158,15887,14638,11898,11340,7416,9690,7928,12645,12233
SMLT_RS19615,18550,20586,19320,22699,22381,18288,15737,10348,12429,10725,14718,15162
SMLT_RS19625,63770,76447,40752,44727,22080,21853,20161,12709,15190,13286,6691,4430
SMLT_RS19630,238,302,146,234,442,394,139,107,659,660,126,178
SMLT_RS19635,696,738,364,468,1019,764,481,256,1063,845,400,410
SMLT_RS19640,2673,2981,3399,4276,3172,2481,3132,1655,2664,2095,2326,2424
SMLT_RS19655,6994,6975,4145,4701,3620,2945,2462,1407,1960,1450,3126,3046
SMLT_RS19660,735,687,1206,1569,578,543,1287,789,1047,920,1290,1171
SMLT_RS19815,69,62,39,34,8,2,8,0,125,129,41,53
SMLT_RS19820,36531,38313,53372,51718,30788,25426,30729,19458,20065,18279,41847,41784
SMLT_RS19825,153,199,228,252,182,148,174,126,212,205,283,263
SMLT_RS19830,747,859,1062,1070,902,759,865,471,1226,1038,896,1069
SMLT_RS19835,745,793,1644,2607,939,871,1317,649,1770,1409,1857,1572
SMLT_RS19845,318,386,230,281,464,402,205,131,639,595,333,337
SMLT_RS19850,579,566,710,714,431,410,529,290,776,698,725,690
SMLT_RS19855,550,620,515,626,474,490,524,266,636,633,453,504
SMLT_RS19860,1652,1899,1477,1642,1495,1273,942,658,2411,2054,1503,1513
SMLT_RS19865,2256,2387,1490,1917,1,0,3,0,1937,2054,1299,1088
SMLT_RS19870,202,259,243,307,333,243,154,116,450,475,264,320
SMLT_RS19875,604,808,950,1185,484,431,471,342,1030,875,1217,1225
SMLT_RS19880,656,857,944,1042,551,487,459,411,571,459,1021,984
SMLT_RS19885,6031,6132,4241,4313,3306,2554,2372,1041,3515,3326,3526,2878
SMLT_RS19890,1948,2283,2354,3198,1573,1281,1574,865,4663,3115,6574,6087
SMLT_RS19895,469,402,708,778,466,402,830,395,826,822,766,734
SMLT_RS19900,4455,4081,5786,5525,4502,3311,5907,2533,6041,5309,4564,4476
SMLT_RS19905,2165,2854,2527,2777,3792,2884,2918,1287,4073,3445,3021,2880
SMLT_RS19910,1193,1615,1614,1878,2679,2102,1655,1030,2573,2355,2210,1950
SMLT_RS19915,10560,10486,8287,9643,12483,9837,7555,5400,9479,7885,10473,9840
SMLT_RS19925,471,453,403,374,559,487,310,175,587,534,360,326
SMLT_RS19930,436,516,337,401,544,454,352,197,639,513,399,448
SMLT_RS19935,2122,1959,1874,2017,1419,1277,1068,783,2301,2228,1839,1949
SMLT_RS19940,216,213,152,147,263,170,135,60,193,165,80,86
SMLT_RS19945,7028,8014,6308,7207,6563,6155,5194,3503,8683,7534,5540,5311
SMLT_RS19950,1396,1228,821,1018,414,443,315,163,802,781,613,687
SMLT_RS19955,785,780,737,705,886,712,569,292,539,496,562,510
SMLT_RS19960,821,876,810,885,853,806,540,376,660,667,676,708
SMLT_RS19965,873,1094,1330,1548,1436,1192,1270,893,1192,1095,1269,1393
SMLT_RS19970,1586,1813,1130,1228,1960,1784,801,479,2220,2058,1489,1444
SMLT_RS19975,2083,2258,1500,1667,3957,2965,1898,936,3856,3145,1520,1416
SMLT_RS19980,1427,1731,553,731,1173,1106,417,216,1146,1011,346,400
SMLT_RS19985,91,93,24,36,238,184,48,38,344,341,63,65
SMLT_RS20000,16,14,15,8,23,28,22,2,137,141,17,25
SMLT_RS20005,8,13,18,9,11,16,85,17,45,57,49,78
SMLT_RS20010,5106,6430,468,556,21242,20721,629,400,42583,28769,1754,1971
SMLT_RS20015,426,428,75,71,422,376,107,38,541,496,126,137
SMLT_RS20025,283,275,316,377,286,264,256,142,764,653,371,473
SMLT_RS20035,250,270,219,250,432,458,282,158,735,756,287,297
SMLT_RS20040,174,151,155,154,221,188,245,130,446,498,194,212
SMLT_RS20050,1613,1362,1071,1447,897,754,737,275,2081,1640,953,797
SMLT_RS20055,620,709,408,555,985,723,653,253,967,862,588,535
SMLT_RS20060,14875,27105,241771,301283,31573,22162,180964,122399,39439,31609,261592,245051
SMLT_RS20065,1021,1788,20728,25600,2481,1663,17859,9578,2669,2231,22796,20509
SMLT_RS20070,1803,1899,386,472,10754,7774,566,351,8250,6267,803,646
SMLT_RS20075,454,469,224,228,529,435,329,212,439,368,272,251
SMLT_RS20080,2861,3234,1701,1908,4245,3155,1585,1200,3556,3057,1787,1930
SMLT_RS20085,165,202,90,121,202,170,116,70,286,283,137,127
SMLT_RS20110,162,204,122,152,243,211,112,75,308,264,158,125
SMLT_RS20115,161,120,92,109,171,137,68,41,368,323,135,114
SMLT_RS20120,3,1,0,2,13,12,6,0,16,8,1,5
SMLT_RS20125,22,17,7,19,40,42,35,14,47,60,17,17
SMLT_RS20130,187,241,286,339,712,465,170,148,274,226,75,90
SMLT_RS20135,428,433,358,384,454,410,407,223,747,751,402,368
SMLT_RS20140,303,284,133,173,342,280,214,116,551,658,168,187
