gene_id,MMGlucose_1,MMGlucose_2,MMGlucose_3,MMAAGP_1,MMAAGP_2,MMAAGP_3
BT_3201,28,23,37,133,168,120
BT_3202,560,489,562,944,1124,976
BT_3203,213,204,254,506,667,357
BT_3204,12,17,21,30,36,35
BT_3205,254,211,247,374,448,373
BT_3206,429,426,456,811,996,707
BT_3207,170,137,185,176,269,240
BT_3208,24,30,26,39,37,26
BT_3209,7679,6664,8374,9872,10761,8292
BT_3210,1528,1259,1585,1536,1815,1500
BT_3211,1085,914,1074,1355,1595,1340
BT_3212,3685,3314,4027,4167,4735,3725
BT_3213,2811,2480,3184,3292,3548,2844
BT_3214,10982,9726,12822,13819,14970,12148
BT_3215,2569,2335,2844,3380,3497,2713
BT_3216,1055,831,1152,1364,1517,1188
BT_3217,616,537,634,1045,1184,866
BT_3218,911,834,1070,1563,2014,1337
BT_3219,10084,9161,11115,12786,12604,10743
BT_3220,1227,1067,1449,2780,2961,1954
BT_3221,20,20,18,55,64,34
BT_3222,115,106,122,256,302,210
BT_3223,103,76,94,141,171,139
BT_3224,1742,1465,1886,2454,2913,2102
BT_3225,7902,7091,8481,8247,9290,7037
BT_3226,29579,26394,33997,34129,38507,29100
BT_3227,2443,2088,2624,2667,2945,2288
BT_3228,817,736,906,723,822,719
BT_3229,987,761,1065,359,464,522
BT_3230,21413,18851,23963,20602,23591,19823
BT_3231,1360,1121,1521,887,1164,1200
BT_3232,9522,8108,10394,10740,11555,9877
BT_3233,1811,1552,1971,1862,1918,1718
BT_3234,951,915,1133,1492,1656,1177
BT_3235,18560,17588,20904,13383,14141,10729
BT_3236,16211,15935,17821,10751,10775,8328
BT_3237,7916,7616,8325,5275,4550,3772
BT_3238,11052,10376,11915,6697,5575,4801
BT_3239,45826,43470,50568,32460,29421,23413
BT_3240,11932,11291,13484,7111,7490,6201
BT_3241,4082,3954,4273,2412,2256,1926
BT_3242,2472,2446,2716,1460,1457,1261
BT_3243,3925,3697,4232,2097,2037,1789
BT_3244,5034,4703,5921,4129,4565,3272
BT_3245,581,490,643,437,599,518
BT_3246,2461,2123,2642,3123,3671,2798
BT_3247,30441,26586,33301,43787,47484,35128
BT_3248,932,745,952,979,973,836
BT_3249,1686,1445,1793,1794,1781,1467
BT_3250,1329,1179,1491,1556,1630,1445
BT_3251,1205,1095,1262,1468,1540,1309
BT_3252,3588,3342,4221,4609,4921,4029
BT_3253,10702,9512,11666,11665,12467,10892
BT_3254,7716,6588,8436,8094,8656,7435
BT_3255,7788,6842,8727,9179,10744,8663
BT_3256,5871,5282,6317,7879,8745,6751
BT_3257,1576,1305,1849,3265,3663,2601
BT_3258,408,364,448,800,981,728
BT_3259,143,106,134,489,524,323
BT_3260,7178,6200,7567,8199,9680,7572
BT_3261,5737,4636,6329,5826,7355,5684
BT_3262,988,897,1144,1375,1803,1204
BT_3263,9234,7543,10194,6618,8663,7680
BT_3264,1423,1109,1442,1463,1691,1244
BT_3265,1112,894,1244,1413,1667,1211
BT_3266,3597,3178,4142,4656,5683,4167
BT_3267,3519,3206,4020,4794,5596,4322
BT_3268,6439,5459,7009,8693,9912,7359
BT_3269,4841,4232,5033,3688,4462,2974
BT_3270,286,244,307,302,376,216
BT_3271,997,901,1098,776,1059,776
BT_3272,278,261,307,282,330,251
BT_3273,127,93,131,119,123,103
BT_3274,463,347,455,384,446,357
BT_3275,1055,936,1114,998,972,751
BT_3276,1020,915,1151,939,1036,796
BT_3277,742,691,847,1011,1185,829
BT_3278,78,58,64,35,49,29
BT_3279,154,130,156,80,99,68
BT_3280,84,87,117,77,64,57
BT_3281,56,42,67,47,39,22
BT_3282,413,409,468,424,457,357
BT_3283,1176,1054,1277,1772,2064,1480
BT_3284,1143,1040,1294,1438,1894,1434
BT_3285,5798,4989,6309,7072,8554,6373
BT_3286,2451,2127,2679,2669,3196,2385
BT_3287,2479,2238,2752,3410,3719,2821
BT_3288,2182,1887,2391,2713,3299,2335
BT_3289,2668,2192,3032,3165,3649,2766
BT_3290,696,601,734,889,1019,707
BT_3291,67,35,71,115,150,99
BT_3292,148,129,137,367,382,295
BT_3293,4168,3458,4525,6250,7276,5773
BT_3294,5720,5282,6418,8640,9313,7261
BT_3295,94,92,111,142,160,117
BT_3296,127,119,126,157,171,136
BT_3297,196,167,220,292,299,247
BT_3298,99,98,90,144,121,110
BT_3299,138,102,163,151,181,137
BT_3300,102,78,95,127,147,102
BT_3301,106,85,110,160,164,132
BT_3302,1972,1845,2224,4054,4818,3426
BT_3303,12367,10678,13867,12672,15509,12374
BT_3304,1681,1543,1815,3300,3665,2684
BT_3305,5900,5381,6665,8800,9710,7181
BT_3306,4402,3893,4648,6016,6660,4982
BT_3307,2468,2099,2719,3799,4027,3024
BT_3308,1311,974,1407,1498,1536,1269
BT_3309,1280,1173,1416,2152,2472,1677
BT_3310,180,152,233,146,171,152
BT_3311,84,74,110,70,98,84
BT_3312,120,83,108,121,118,75
BT_3313,141,136,182,107,126,110
BT_3314,372,337,462,414,507,372
BT_3315,88,62,112,120,119,114
BT_3316,63,51,65,75,92,73
BT_3317,698,620,816,1154,1329,943
BT_3318,1460,1301,1740,2452,2742,1939
BT_3319,6127,5320,6700,10123,10742,7940
BT_3320,3378,2897,3658,5236,5520,4164
BT_3321,468,478,613,808,1025,785
BT_3322,306,271,396,1189,1493,1054
BT_3323,2183,1858,2419,3324,3722,2807
BT_3324,270,237,311,409,526,363
BT_3325,3976,3362,4314,6190,6806,4945
BT_3326,981,896,1189,1547,1726,1252
BT_3327,2002,1728,2127,2872,3201,2482
BT_3328,295,280,316,355,287,273
BT_3329,351,342,322,353,320,275
BT_3330,116,89,109,115,96,100
BT_3331,166,143,172,170,154,137
BT_3332,352,306,390,341,372,294
BT_3333,152,145,175,143,176,117
BT_3334,5451,4819,6037,7797,9643,6976
BT_3335,7729,6951,8924,11873,13513,9435
BT_3336,3784,3394,4170,5646,6081,4703
BT_3337,5537,4266,5565,5978,5889,5040
BT_3338,11391,9391,11531,11524,11728,9817
BT_3339,4966,3928,4871,5709,5698,4756
BT_3340,15470,13797,16601,26709,23479,21119
BT_3341,4540,3673,4993,5958,7918,5903
BT_3342,3796,3340,4257,7027,8302,5868
BT_3343,1315,1111,1391,1673,2184,1582
BT_3344,322,283,364,27,26,21
BT_3345,618,509,694,27,32,29
BT_3346,1174,1026,1258,71,63,54
BT_3347,1148,1092,1399,89,98,79
BT_3348,388,310,434,508,592,472
BT_3349,673,579,722,1150,1205,1015
BT_3350,715,678,801,1340,1477,1181
BT_3351,12511,11405,14107,17676,19541,15119
BT_3352,1162,1037,1264,1950,2348,1712
BT_3353,2988,2649,3380,4082,4793,3405
BT_3354,855,761,940,1024,1252,898
BT_3355,8741,7431,9645,10437,11671,9076
BT_3356,3218,2897,3735,5338,6288,4660
BT_3357,4459,4065,5304,6447,7668,6328
BT_3358,173632,147196,207738,181475,245367,211361
BT_3359,98721,84903,110267,270942,312158,213998
BT_3360,1505,1278,1667,1794,2209,1597
BT_3361,3137,2923,3615,4057,4722,3296
BT_3361a,8495,7146,9176,11187,13447,9648
BT_3362,11020,9578,12060,15366,18115,13164
BT_3363,4764,4326,5568,6351,7863,5602
BT_3364,3479,2851,3666,3481,4907,3888
BT_3365,7899,6662,8640,9139,10805,8265
BT_3366,6955,5875,7488,8390,10598,7835
BT_3367,2850,2526,3176,3499,4501,3336
BT_3368,3594,3035,3874,5335,5917,4379
BT_3369,3747,3551,4247,5912,6802,4566
BT_3370,3105,2736,3239,3916,4921,3470
BT_3371,2446,2115,2708,3421,4197,2874
BT_3372,1604,1441,1735,1698,1999,1499
BT_3373,932,825,1042,1022,1286,903
BT_3374,3493,3041,3783,3673,4218,3213
BT_3375,3830,3466,4322,4800,5320,4213
BT_3376,4227,3760,5021,5119,5833,4688
BT_3377,1378,1195,1489,1927,2265,1595
BT_3378,276,258,271,395,476,304
BT_3379,922,889,1002,1221,1351,1087
BT_3380,1011,913,1082,1199,1563,1099
BT_3381,5525,4420,5724,5312,6187,4341
BT_3382,3907,3057,3704,1388,1813,1360
BT_3383,1185,882,1183,557,660,498
BT_3384,967,796,1075,1373,1424,1173
BT_3385,620,540,738,855,1277,923
BT_3386,6919,6304,7781,8756,10424,7643
BT_3387,3147,2706,3423,5433,5964,4701
BT_3388,3036,2786,3278,5541,6869,5186
BT_3389,2154,1807,2347,4173,5114,3655
BT_3390,3848,3320,4182,15708,13540,9990
BT_3391,889,818,1011,1378,1518,1184
BT_3392,8089,6699,8546,3912,4770,3626
BT_3393,3741,3087,3741,3094,3708,2667
BT_3394,10553,8269,11536,7237,8784,7050
BT_3395,1598,1044,1578,476,616,666
BT_3396,5552,4566,6146,7624,9540,7122
BT_3397,5094,4198,5731,6403,7843,5913
BT_3398,806,782,954,1753,1870,1426
BT_3399,1289,1186,1445,1933,2384,1752
BT_3400,1476,1240,1669,2151,2740,2089
BT_3401,1949,1620,2055,2692,3395,2597
BT_3402,6023,5338,6859,8239,9684,7686
BT_3403,19596,17414,21692,22982,26210,22486
BT_3404,37436,31108,40964,35896,42895,36877
BT_3405,679,471,662,239,315,309
BT_3406,9375,7403,9756,4807,6104,5360
BT_3407,4908,4223,5209,4029,4405,3580
BT_3408,7837,6675,8457,7061,7774,5759
BT_3409,6717,5456,7208,5604,6567,5192
BT_3410,1397,1172,1428,2879,3055,2058
BT_3411,1426,1191,1656,3241,3597,2684
BT_3412,1049,818,1127,1510,1707,1278
BT_3413,5973,5410,7173,6480,7225,5288
BT_3414,1648,1295,1762,1926,2425,1783
BT_3415,1,1,2,2,1,1
BT_3416,6,3,3,6,7,5
BT_3417,42,29,48,71,93,69
BT_3418,1271,1267,1482,5638,6039,4533
BT_3419,31494,27534,33676,39490,40608,34066
BT_3420,22,16,26,34,48,34
BT_3421,29,42,37,38,71,38
BT_3422,64,55,62,80,84,73
BT_3423,46,39,44,65,65,42
BT_3424,106,90,94,107,111,103
BT_3425,51,43,61,86,109,86
BT_3426,1,5,0,4,8,3
BT_3427,1644,1328,1726,1279,1791,1461
BT_3428,762,623,805,917,1068,865
BT_3429,40045,35749,44961,45967,49369,40178
BT_3430,75710,62956,85790,135161,147550,96078
BT_3431,874,810,964,1353,1492,1050
BT_3432,2623,2323,2887,3993,4678,3522
BT_3433,867,709,1009,1765,1973,1550
BT_3434,1059,937,1158,2423,2624,1854
BT_3435,144,123,166,379,416,247
BT_3436,126,131,148,400,482,336
BT_3437,275,258,310,1005,1218,870
BT_3438,349,266,344,1041,1102,784
BT_3439,68,61,68,112,91,72
BT_3440,56,45,48,91,92,58
BT_3441,30,33,40,58,63,41
BT_3442,255,213,279,724,828,565
BT_3443,7303,6120,7994,7184,8151,6668
BT_3444,7904,6240,8305,4195,5191,5377
BT_3445,6640,5469,7172,5929,6461,5631
BT_3446,1777,1636,1902,1888,2088,1602
BT_3447,4050,3708,4569,4683,4745,3840
BT_3448,4592,3999,5061,5074,6150,4591
BT_3449,7213,6328,8281,9545,10223,7792
BT_3450,6806,5935,7221,6317,7180,6024
BT_3451,4802,3772,5151,2668,3325,3191
BT_3452,5806,5091,6253,5494,6188,5096
BT_3453,7802,6851,8656,10165,11985,8647
BT_3454,800,659,930,1148,1477,1069
BT_3455,3495,2968,3866,3988,4846,3620
BT_3456,2682,2234,2844,3728,4363,2930
BT_3457,4431,3674,4658,10610,11681,8775
BT_3458,6455,5505,7285,6348,8163,6592
BT_3459,8026,6873,8485,5824,7783,6678
BT_3460,2042,1888,2199,2751,2935,2328
BT_3461,1689,1350,1788,1099,1511,1542
BT_3462,5880,5033,6608,6799,8441,6579
BT_3463,1566,1364,1769,1937,2570,1809
BT_3464,2373,1989,2540,3013,3781,2771
BT_3465,7478,6367,8525,9301,11194,8448
BT_3466,55,37,76,129,119,84
BT_3467,4547,4306,5625,8359,9044,6847
BT_3468,550,577,717,1094,1131,873
BT_3469,5073,4639,5557,9553,9650,7775
BT_3470,2910,2639,3090,5867,5263,4677
BT_3471,159,166,155,348,313,224
BT_3472,2635,2367,2855,5247,6185,4405
BT_3473,39,39,42,94,99,99
BT_3474,54,56,58,140,111,106
BT_3475,124,101,118,245,225,177
BT_3476,62,57,42,129,116,99
BT_3477,221,200,247,555,492,369
BT_3478,4074,3476,4435,4706,5895,4504
BT_3479,4,1,3,17,9,10
BT_3480,11,4,5,19,25,14
BT_3481,7,10,11,22,26,17
BT_3482,80,54,74,119,144,101
BT_3483,140,119,111,241,225,202
BT_3484,88,92,87,165,145,130
BT_3485,40,28,45,77,70,65
BT_3486,162,163,190,227,229,242
BT_3487,189,162,208,234,282,216
BT_3488,106,81,112,122,151,134
BT_3489,91,78,110,147,156,126
BT_3490,1690,1580,1840,2461,3011,2172
BT_3491,5,3,4,14,15,11
BT_3492,59,46,61,103,95,90
BT_3493,90,73,62,126,116,65
BT_3494,73,62,86,127,104,104
BT_3495,98,84,85,155,141,107
BT_3496,31,34,34,73,78,63
BT_3497,5,7,6,10,13,5
BT_3498,5,6,2,8,4,8
BT_3499,4,2,5,8,8,3
BT_3500,11,15,22,19,19,17
BT_3501,23,11,14,19,41,26
BT_3502,0,0,0,0,0,0
BT_3503,8,6,7,23,24,15
BT_3504,96,90,104,204,226,170
BT_3505,133,135,151,234,231,208
BT_3506,120,101,117,156,123,133
BT_3507,120,82,106,258,239,170
BT_3508,663,592,705,1663,1698,1219
BT_3509,114,102,145,270,309,236
BT_3510,35,21,28,52,78,60
BT_3511,690,639,706,968,1099,764
BT_3512,218,169,227,363,386,313
BT_3513,49,49,72,73,56,58
BT_3514,249,240,305,484,529,383
BT_3515,2024,1853,2271,3315,3653,2808
BT_3516,1628,1344,1813,2063,2315,1944
BT_3517,1426,1246,1490,2467,3060,2069
BT_3518,1026,896,1098,1297,1722,1157
BT_3519,699,624,764,974,885,743
BT_3520,230,170,232,296,251,203
BT_3521,121,86,129,97,97,108
BT_3522,125,91,127,86,79,93
BT_3523,262,199,277,258,284,223
BT_3524,64,61,69,86,107,78
BT_3525,137,102,132,208,183,129
BT_3526,250,219,234,327,277,257
BT_3527,727,656,767,1345,1192,989
BT_3528,420,373,437,739,621,535
BT_3529,601,539,638,1033,958,809
BT_3530,399,410,442,701,683,588
BT_3531,437,367,421,743,745,579
BT_3532,162,174,212,280,290,262
BT_3533,245,202,273,382,462,345
BT_3534,449,416,539,785,931,697
BT_3535,611,560,696,979,1057,814
BT_3536,664,576,804,2243,2665,2029
BT_3537,32,30,41,169,197,98
BT_3538,743,623,820,1200,1440,1031
BT_3539,77,87,108,158,181,129
BT_3540,484,412,467,677,765,489
BT_3541,58,43,55,79,86,80
BT_3542,18,16,23,26,22,21
BT_3543,73,71,66,86,111,72
BT_3544,0,8,2,11,9,2
BT_3545,33,25,18,40,45,37
BT_3546,71,66,81,73,83,53
BT_3547,454,360,435,592,716,565
BT_3548,951,929,1153,1621,1952,1450
BT_3549,4987,4426,5575,9210,9608,7062
BT_3550,9811,8509,11263,9567,10974,9344
BT_3551,4502,3819,4624,6613,6287,5308
BT_3552,13887,11944,15442,14157,18218,15313
BT_3553,294,289,372,652,799,590
BT_3554,675,565,757,926,1104,826
BT_3555,2467,2046,2645,2473,3158,2518
BT_3556,1579,1241,1741,2181,2748,2058
BT_3557,282,264,322,399,481,325
BT_3558,4952,4265,5381,6390,7230,5495
BT_3559,3037,2414,3191,3441,4070,3140
BT_3560,15730,14148,16754,20598,20706,17020
BT_3561,3956,3416,4046,4483,4341,3777
BT_3562,14425,12100,14902,14831,16264,13324
BT_3563,1857,1583,1786,2275,2360,2005
BT_3564,57,58,71,69,88,59
BT_3565,1399,1083,1433,2518,3234,2637
BT_3566,970,726,1097,1304,1415,1372
BT_3567,1716,1353,1712,1819,1845,1592
BT_3568,1263,960,1250,1391,1193,1164
BT_3569,4322,3320,4188,5759,4917,4791
BT_3570,1030,917,1141,924,1154,904
BT_3571,121,112,121,78,99,51
BT_3572,189,178,220,108,112,108
BT_3573,69,66,68,48,45,31
BT_3574,218,173,221,129,131,107
BT_3575,174,151,223,231,264,177
BT_3576,2591,2315,3034,2713,3281,2364
BT_3577,2691,2545,3218,3900,4443,3261
BT_3578,2393,2218,2680,3595,3937,2948
BT_3579,8122,7190,9008,9915,11217,9211
BT_3581,1831,1658,2071,2790,3295,2797
BT_3582,68,88,97,154,154,114
BT_3583,797,671,868,1061,1236,1020
BT_3584,322,293,409,529,603,520
BT_3585,815,773,905,1323,1567,1111
BT_3586,749,661,852,1165,1344,1046
BT_3587,114,127,137,249,243,180
BT_3588,249,223,297,441,439,369
BT_3589,209,194,257,305,343,256
BT_3590,371,331,380,497,470,392
BT_3591,188,172,190,238,253,184
BT_3592,177,160,209,261,300,229
BT_3593,107,80,99,145,148,113
BT_3594,225,167,198,214,199,184
BT_3595,237,210,259,253,206,204
BT_3596,185,169,201,170,188,155
BT_3597,195,217,220,219,246,161
BT_3598,314,253,307,244,233,191
BT_3599,194,145,179,225,218,151
BT_3600,78,44,73,65,70,42
BT_3601,117,90,116,108,112,79
BT_3602,349,413,453,385,351,263
BT_3603,319,261,331,273,288,210
BT_3604,696,644,695,608,497,455
BT_3605,171,167,193,152,153,149
BT_3606,355,354,365,302,302,250
BT_3607,435,402,508,414,437,340
BT_3608,328,307,394,604,654,450
BT_3609,1215,1094,1442,1753,2034,1655
BT_3610,185,185,246,192,260,224
BT_3611,24922,22501,28220,36097,39612,32213
BT_3612,8536,7740,9333,11306,13240,10373
BT_3613,604,597,733,1289,1399,1105
BT_3614,17,7,14,22,26,16
BT_3615,13,12,11,14,16,17
BT_3616,19,7,19,14,18,16
BT_3617,57,57,84,100,102,78
BT_3618,1068,1072,1227,1760,1874,1598
BT_3619,619,570,722,1934,1984,1693
BT_3620,1043,996,1189,1805,1999,1505
BT_3621,2443,2236,2886,3794,4504,3506
BT_3622,4397,4017,4809,7342,7595,6472
BT_3623,1074,914,1091,1719,2011,1443
BT_3624,160,123,161,201,246,207
BT_3625,54,56,65,114,130,97
BT_3626,26,20,29,38,34,38
BT_3627,34,26,29,41,30,28
BT_3628,31,31,27,39,36,37
BT_3629,87,79,87,161,169,152
BT_3630,104,98,113,228,198,185
BT_3631,57,51,65,119,140,119
BT_3632,55,56,52,102,119,102
BT_3633,90,75,102,186,219,160
BT_3634,2,1,2,0,3,1
BT_3635,22,18,29,31,32,31
BT_3636,21852,19757,25244,20573,22832,17927
BT_3637,5084,4298,5356,5411,6109,5263
BT_3638,5785,4829,6279,5769,6832,5466
BT_3639,1200,911,1348,682,845,871
BT_3640,1816,1521,1976,1896,2430,1788
BT_3641,520,480,637,695,763,568
BT_3642,5997,5252,6582,5074,5668,4173
BT_3643,3884,3175,4083,2935,3847,2868
BT_3644,4520,4080,5260,5161,5817,4810
BT_3645,2329,2081,2813,4346,5328,3750
BT_3646,2846,2425,3331,3675,4557,3534
BT_3647,1711,1445,1739,1823,2146,1742
BT_3648,7661,6254,8303,6079,7447,7126
BT_3649,7444,6434,7805,9527,9877,8285
BT_3650,27,21,33,47,53,40
BT_3651,23,12,19,22,24,23
BT_3652,28,27,31,28,40,28
BT_3653,58,58,50,44,52,41
BT_3654,396,352,462,591,606,492
BT_3655,99,89,116,153,116,111
BT_3656,108,116,114,247,210,205
BT_3657,337,294,432,648,656,528
BT_3658,12,9,17,41,38,26
BT_3659,227,218,250,403,391,332
BT_3660,785,788,958,1370,1689,1262
BT_3661,202,151,205,144,191,161
BT_3662,241,184,263,331,400,299
BT_3663,155,138,201,285,313,234
BT_3664,128,148,170,192,252,172
BT_3665,586,500,652,703,781,690
BT_3666,262,200,274,317,409,332
BT_3667,279,200,257,358,444,332
BT_3668,8,11,16,26,22,12
BT_3669,12,5,5,5,10,8
BT_3670,34,35,28,35,35,25
BT_3671,25,18,20,30,30,27
BT_3672,14,5,12,15,23,12
BT_3673,1333,1074,1452,2053,2560,1828
BT_3674,129,123,167,179,202,184
BT_3675,25,40,43,41,50,48
BT_3676,273,225,292,371,373,318
BT_3677,553,469,592,606,667,526
BT_3678,183,141,196,260,330,213
BT_3679,30,27,16,43,36,31
BT_3680,37,28,24,39,47,27
BT_3681,29,28,20,26,39,28
BT_3682,11,20,9,13,23,21
BT_3683,197,169,209,374,458,308
BT_3684,4,2,4,7,1,9
BT_3685,670,562,740,881,925,752
BT_3686,541,401,531,499,632,522
BT_3687,1324,1006,1398,1135,1305,1022
BT_3688,4854,4047,4938,2063,2274,1906
BT_3689,9283,7483,9503,3787,4317,3323
BT_3690,1384,1242,1562,1598,1809,1378
BT_3691,719,642,745,1041,1166,850
BT_3692,8415,7192,8483,8806,9675,8939
BT_3693,11834,9895,12261,12826,14147,12060
BT_3694,1717,1503,1974,1491,1828,1675
BT_3695,807,660,841,684,817,743
BT_3696,2164,1866,2336,2342,2744,2175
BT_3697,4025,3414,4397,4166,4828,3817
BT_3698,308,244,286,173,219,179
BT_3699,426,345,436,82,89,61
BT_3700,314,317,382,71,54,44
BT_3701,399,355,409,91,72,69
BT_3702,829,761,1002,187,174,158
BT_3703,810,740,891,157,153,132
BT_3704,202,174,223,22,24,15
BT_3705,3226,2859,3702,5338,6543,4372
BT_3706,3,4,7,19,13,16
BT_3707,80,79,95,113,130,80
BT_3708,14256,12885,16265,16158,16333,13243
BT_3709,39474,35296,45774,50899,60274,46807
BT_3710,24867,18652,29108,49448,58442,40690
BT_3711,3834,3395,4125,3655,4600,3949
BT_3712,4969,4131,5522,5409,6265,4983
BT_3713,2986,2502,3355,2642,2985,2877
BT_3714,4078,3281,4365,3153,3857,3480
BT_3715,1864,1345,2097,752,959,1125
BT_3716,2418,1968,2566,2869,3838,2726
BT_3717,15768,14044,18212,14184,15790,12282
BT_3718,5664,5267,6574,4360,4696,3931
BT_3719,5490,4942,6079,4429,4962,4048
BT_3720,3600,3294,4002,3402,3816,2918
BT_3721,1093,1015,1284,2187,2444,1946
BT_3722,2947,2653,3299,4668,5075,3857
BT_3723,29713,26505,33782,45440,56780,42016
BT_3724,3765,3319,4213,7148,8404,6145
BT_3725,21232,18693,23629,32498,38346,28174
BT_3726,4727,4033,5386,8016,9075,6831
BT_3727,14260,12306,15692,23196,26669,19973
BT_3728,1522,1261,1757,1981,2477,1931
BT_3729,3517,3007,3771,4962,5547,4227
BT_3730,4659,3897,5155,5174,6146,4499
BT_3731,29386,25666,32930,49562,58803,43265
BT_3732,3770,3512,4473,4744,5278,4229
BT_3733,12274,11419,13529,15129,17105,13416
BT_3734,1717,1273,1683,1506,1777,1622
BT_3735,664,510,603,1572,1663,1317
BT_3736,1262,901,1311,3095,3300,2929
BT_3737,2955,2175,3045,9166,9816,8241
BT_3738,7745,7001,8866,8401,10789,7725
BT_3739,2399,2407,2753,7173,7664,5872
BT_3740,2612,2042,2501,1894,2050,1773
BT_3741,3006,2658,3229,2806,3052,2579
BT_3742,17201,13999,16557,11505,13889,11193
BT_3743,17472,15056,18443,14668,16258,12709
BT_3744,3619,3018,4039,4553,5325,4099
BT_3745,5375,4740,5730,6952,8307,6329
BT_3746,1014,1032,1187,1789,1870,1447
BT_3747,138,117,144,392,441,276
BT_3748,480,457,556,1141,1274,846
BT_3749,493,424,549,1166,1081,829
BT_3750,270,246,325,502,608,463
BT_3751,50,41,49,83,117,94
BT_3752,96,102,139,154,208,187
BT_3753,72,74,79,108,109,91
BT_3754,128,102,184,276,331,237
BT_3755,11821,10551,12477,12864,13008,11107
BT_3756,3587,3169,3812,4137,3956,3477
BT_3757,4437,3873,4470,3667,3674,3247
BT_3758,17606,15689,18503,9191,9572,7937
BT_3759,11052,9718,10832,5657,5466,4765
BT_3760,15221,13053,14417,7491,7361,6416
BT_3761,3979,3170,4063,2057,2037,1852
BT_3762,3037,2427,3205,1626,1767,1417
BT_3763,17,14,16,41,56,38
BT_3764,25,38,46,83,113,76
BT_3765,34,20,26,76,81,71
BT_3766,27,17,29,52,67,52
BT_3767,2709,2554,3066,4760,5799,4887
BT_3768,3727,3443,4207,7229,8241,6011
BT_3769,405,327,414,531,721,614
BT_3770,3366,2810,3620,5231,6208,5037
BT_3771,29317,26001,32972,51680,57023,44629
BT_3772,7034,6047,7656,12265,13608,10851
BT_3773,3012,2661,3244,4402,4615,4161
BT_3774,769,768,861,1411,1271,1116
BT_3775,3,2,4,10,7,2
BT_3776,8,4,3,6,7,2
BT_3777,7,3,2,4,5,4
BT_3778,16,10,11,37,31,25
BT_3779,25,10,29,28,39,28
BT_3780,253,276,329,504,555,361
BT_3781,1516,1440,1799,2636,2777,2287
BT_3782,1131,982,1234,1587,1894,1455
BT_3783,1712,1505,1980,2333,2849,2210
BT_3784,178,165,199,187,188,170
BT_3785,0,0,0,1,2,0
BT_3786,563,544,751,1194,1400,1046
BT_3787,163,160,181,189,215,216
BT_3788,325,325,361,472,455,410
BT_3789,196,195,222,329,306,252
BT_3790,94,91,100,152,172,120
BT_3791,161,146,164,190,194,169
BT_3792,225,215,262,327,343,338
BT_3793,278,238,323,1003,1144,783
BT_3794,9928,9520,13181,10578,9598,7609
BT_3795,0,1,1,2,1,0
BT_3796,68,40,65,118,135,104
BT_3797,180,158,210,365,452,309
BT_3798,42,38,50,75,98,55
BT_3799,45,51,43,110,110,72
BT_3800,1427,1402,1852,3317,3595,2788
BT_3801,1447,1027,1589,1894,2119,1599
BT_3802,5957,4957,6297,7101,7921,6054
BT_3803,3888,3228,4135,4306,4619,4051
BT_3804,3241,2664,3420,3271,3853,3238
BT_3805,3764,3297,4186,4901,5459,4129
BT_3806,12354,10517,13758,11941,14098,10468
BT_3807,4512,3832,4987,4195,4853,3656
BT_3808,32455,30116,36482,38774,43711,35667
BT_3809,4852,4336,5511,7318,7906,6276
BT_3810,3984,3363,4182,5569,5352,4640
BT_3811,9995,8919,11003,14198,14898,12250
BT_3812,24655,22041,27100,31109,32569,27167
BT_3813,12919,11499,14028,15747,17370,14147
BT_3814,4851,4327,5326,5471,6224,5059
BT_3815,1536,1456,1636,1655,1832,1581
BT_3816,5054,4530,5608,5170,6149,4829
BT_3817,2330,2046,2548,2639,3032,2308
BT_3818,552,482,632,760,857,697
BT_3819,7549,6947,8765,10082,11446,9319
BT_3820,2852,2517,3286,3560,3976,3329
BT_3821,2836,2260,3366,2205,2816,2718
BT_3822,124,97,129,171,171,128
BT_3823,3619,2730,3748,8893,10039,8188
BT_3824,13,14,11,10,19,16
BT_3825,1,2,1,14,10,13
BT_3826,9,5,6,18,11,10
BT_3827,0,0,0,0,1,0
BT_3828,0,0,0,0,0,0
BT_3829,0,1,1,0,0,0
BT_3830,0,0,0,1,0,0
BT_3831,7,9,10,47,36,29
BT_3832,10257,8988,11619,13012,14597,11978
BT_3833,10071,8655,10903,12595,14601,11283
BT_3834,43755,39561,49052,53468,61898,49430
BT_3835,7762,6806,8511,7616,8767,7586
BT_3836,10801,9466,11800,11948,13952,11590
BT_3837,3010,2653,3397,3687,4392,3424
BT_3838,2445,2182,2702,2844,3277,2487
BT_3839,2572,2160,2729,2864,3347,2818
BT_3840,56298,52500,67468,109142,132429,94664
BT_3841,58669,52969,66614,66596,74428,60621
BT_3842,8267,7124,8875,10946,11373,9488
BT_3843,18667,16455,19913,23656,26069,21467
BT_3844,31662,27832,34123,41854,44917,36661
BT_3845,20341,17486,21167,29413,32617,26501
BT_3846,1519,1237,1595,1859,2251,1830
BT_3847,3033,2521,2969,6498,7977,5628
BT_3848,10521,8889,11166,17056,19753,14638
BT_3849,4952,4187,5301,7158,8409,6711
BT_3850,810,611,769,641,821,802
BT_3851,6336,5267,7162,6183,7228,7038
BT_3852,25192,19804,26568,27654,29989,25461
BT_3853,1912,1679,2206,3195,3827,2923
BT_3854,142,134,175,263,237,216
BT_3855,77,54,86,149,146,134
BT_3856,26,21,23,44,52,33
BT_3857,70,59,84,121,144,135
BT_3858,48,46,58,68,71,55
