,CF AU1054,Soil AU1054,CF HI2424,Soil HI2424,CF AU1054,Soil AU1054,CF HI2424,Soil HI2424
Bcen_5072,0,1,10,2,47,69,1,14
Bcen_5073,1,2,23,6,116,106,7,29
Bcen_5074,2,7,66,1,221,271,4,45
Bcen_5075,7,5,72,0,186,186,2,45
Bcen_5076,0,5,18,2,81,77,0,28
Bcen_5077,0,6,30,0,168,147,6,31
Bcen_5078,1,1,27,0,49,86,1,17
Bcen_5079,1,4,19,0,88,93,2,22
Bcen_5080,2,16,114,1,159,303,2,31
Bcen_5081,2,4,15,1,36,82,2,15
Bcen_5082,0,1,25,0,79,111,1,19
Bcen_5083,2,11,57,3,218,253,5,49
Bcen_5084,1,5,40,2,98,158,2,23
Bcen_5085,0,7,36,0,123,164,5,33
Bcen_5086,2,3,59,0,227,258,5,54
Bcen_5087,6,6,40,14,95,125,5,30
Bcen_5088,1,8,44,49,141,196,4,39
Bcen_5089,1,13,39,74,74,110,1,26
Bcen_5090,0,16,41,106,125,219,2,55
Bcen_5091,1,12,65,234,188,364,5,89
Bcen_5092,1,31,20,20,53,106,2,34
Bcen_5093,2,8,35,9,30,57,1,18
Bcen_5094,1,2,23,4,20,39,0,18
Bcen_5095,5,10,46,40,21,53,2,49
Bcen_5096,2,1,30,20,38,52,1,37
Bcen_5097,0,1,16,15,20,25,0,14
Bcen_5098,0,4,12,5,24,32,0,20
Bcen_5099,0,6,17,2,31,68,1,7
Bcen_5100,0,8,8,5,19,37,0,21
Bcen_5101,0,2,14,0,30,41,0,13
Bcen_5102,6,38,108,44,190,330,7,90
Bcen_5103,0,5,9,2,24,15,0,11
Bcen_5104,1,12,41,10,76,137,4,24
Bcen_5105,2,11,14,22,25,54,2,18
Bcen_5106,2,2,27,1,59,75,1,13
Bcen_5107,4,3,14,6,33,57,5,11
Bcen_5108,0,12,35,2,180,150,5,46
Bcen_5109,1,5,11,1,60,49,2,18
Bcen_5110,2,14,31,1,118,150,11,27
Bcen_5111,2,5,32,3,222,173,7,42
Bcen_5112,1,5,17,2,97,88,5,38
Bcen_5113,0,1,19,1,82,79,2,21
Bcen_5114,0,4,47,1,174,204,4,39
Bcen_5115,2,6,28,0,164,103,1,26
Bcen_5116,10,16,36,12,108,97,8,25
Bcen_5117,9,11,37,9,140,106,11,35
Bcen_5118,7,31,29,8,133,114,25,47
Bcen_5119,3,6,13,12,27,23,5,17
Bcen_5120,1,2,15,1,55,62,0,19
Bcen_5121,3,5,17,1,75,67,12,25
Bcen_5122,76,9,105,4,136,112,90,23
Bcen_5123,16,2,34,3,125,95,13,34
Bcen_5124,1,3,33,6,86,89,2,18
Bcen_5125,9,14,72,6,162,181,14,52
Bcen_5126,2,2,36,0,64,66,6,18
Bcen_5127,0,5,28,1,99,79,5,23
Bcen_5128,11,11,92,0,305,275,13,67
Bcen_5129,5,6,37,4,166,132,7,34
Bcen_5130,1,5,34,1,129,123,8,37
Bcen_5131,0,3,22,0,40,63,3,14
Bcen_5132,0,5,23,0,157,112,6,35
Bcen_5133,0,5,35,0,175,155,3,35
Bcen_5134,0,2,24,0,108,81,5,19
Bcen_5135,1,17,48,11,130,163,5,53
Bcen_5136,1,60,50,55,336,256,8,84
Bcen_5137,2,66,15,61,42,42,1,102
Bcen_5138,4,197,23,177,52,88,1,144
Bcen_5139,3,211,90,60,551,448,25,181
Bcen_5140,9,89,37,29,129,113,9,59
Bcen_5141,7,7,20,3,74,53,3,21
Bcen_5142,1,10,6,3,137,98,6,22
Bcen_5143,6,12,11,3,26,31,4,13
Bcen_5144,1,9,12,0,84,60,3,20
Bcen_5145,22,76,56,33,78,146,13,53
Bcen_5146,32,65,78,81,163,201,77,104
Bcen_5147,11,26,55,48,156,207,27,91
Bcen_5148,0,4,13,2,73,55,0,23
Bcen_5149,1,7,15,0,127,93,3,28
Bcen_5150,0,2,26,2,151,145,3,24
Bcen_5151,0,5,28,2,133,104,2,30
Bcen_5152,4,7,37,3,133,137,8,26
Bcen_5153,0,3,6,2,24,43,6,6
Bcen_5154,1,8,14,2,58,66,5,14
Bcen_5155,1,2,21,0,83,84,2,22
Bcen_5156,0,3,17,0,42,69,2,8
Bcen_5157,8,13,59,15,101,158,13,35
Bcen_5158,18,21,74,13,184,205,23,46
Bcen_5159,6,8,11,1,84,59,4,28
Bcen_5160,1,3,10,1,35,41,1,13
Bcen_5161,3,10,36,0,127,128,5,36
Bcen_5162,0,12,29,5,140,144,7,41
Bcen_5163,0,4,22,1,56,110,5,28
Bcen_5164,11,17,58,16,160,177,26,77
Bcen_5165,19,12,60,7,109,173,10,51
Bcen_5166,11,16,43,9,47,85,7,18
Bcen_5167,3,3,19,2,30,55,1,12
Bcen_5168,1,2,3,0,24,23,0,11
Bcen_5169,3,7,34,4,58,117,3,25
Bcen_5170,9,12,35,22,74,90,9,32
Bcen_5171,9,18,75,3,269,251,8,80
Bcen_5172,2,4,19,6,31,33,2,12
Bcen_5173,2,4,29,17,41,66,4,12
Bcen_5174,1,2,36,7,71,85,7,31
Bcen_5175,1,7,23,5,124,99,8,42
Bcen_5176,8,5,21,0,123,118,9,31
Bcen_5177,6,14,6,4,32,40,2,13
Bcen_5178,8,6,34,4,124,100,8,48
Bcen_5179,5,4,31,1,154,98,11,35
Bcen_5180,23,7,107,7,292,289,43,75
Bcen_5181,5,4,16,3,122,81,9,20
Bcen_5182,11,9,33,1,158,132,9,24
Bcen_5183,11,18,99,12,369,350,24,76
Bcen_5184,7,12,27,1,61,52,5,18
Bcen_5185,1,5,25,2,57,86,1,31
Bcen_5186,0,10,43,0,190,193,8,50
Bcen_5187,0,6,17,1,96,81,2,26
Bcen_5188,0,11,36,3,242,192,7,57
Bcen_5189,1,20,65,3,196,237,8,72
Bcen_5190,44,38,130,43,328,303,59,134
Bcen_5191,7,5,18,3,69,45,5,12
Bcen_5192,10,13,69,7,209,226,27,52
Bcen_5193,12,4,29,4,36,51,6,9
Bcen_5194,0,6,56,1,114,180,5,36
Bcen_5195,0,5,25,2,48,116,1,10
Bcen_5196,3,9,28,1,49,113,6,13
Bcen_5197,3,7,38,0,50,133,2,18
Bcen_5198,1,14,46,1,92,185,7,17
Bcen_5199,0,5,29,0,71,106,5,31
Bcen_5200,0,2,24,0,125,109,2,29
Bcen_5201,0,4,41,0,141,175,3,52
Bcen_5202,0,8,52,1,285,283,10,54
Bcen_5203,1,4,32,1,159,129,2,37
Bcen_5204,0,4,15,0,118,101,6,19
Bcen_5205,0,6,14,1,108,90,6,27
Bcen_5206,1,2,39,0,213,162,3,64
Bcen_5207,1,3,33,0,171,159,3,25
Bcen_5208,0,6,23,0,178,125,4,25
Bcen_5209,0,8,76,0,205,216,4,45
Bcen_5210,0,4,23,0,75,120,2,27
Bcen_5211,1,0,7,0,46,36,0,13
Bcen_5212,3,5,31,1,91,94,6,18
Bcen_5213,1,4,14,0,45,51,0,15
Bcen_5214,1,8,12,3,130,101,2,30
Bcen_5215,0,6,75,1,155,189,10,45
Bcen_5216,0,2,25,0,127,137,5,28
Bcen_5217,1,1,28,0,179,115,3,19
Bcen_5218,0,4,33,0,156,126,2,34
Bcen_5219,0,2,45,0,245,254,3,48
Bcen_5220,1,7,49,0,114,157,0,53
Bcen_5221,1,5,25,0,149,109,6,28
Bcen_5222,3,2,12,1,88,68,10,20
Bcen_5223,3,7,26,0,91,93,1,28
Bcen_5224,0,7,33,0,192,160,12,62
Bcen_5225,0,7,41,0,264,239,5,55
Bcen_5226,0,5,24,0,206,131,7,37
Bcen_5227,0,4,22,0,170,137,1,27
Bcen_5228,2,7,43,0,198,192,7,52
Bcen_5229,1,4,22,0,41,46,2,19
Bcen_5230,0,5,14,0,186,138,8,37
Bcen_5231,0,11,30,2,125,160,4,37
Bcen_5232,1,3,17,3,26,39,2,4
Bcen_5233,5,16,26,7,85,69,6,45
Bcen_5234,3,2,23,0,57,78,3,17
Bcen_5235,1,2,18,2,207,133,9,38
Bcen_5236,1,4,38,0,185,194,4,47
Bcen_5237,0,5,23,2,69,63,4,24
Bcen_5238,0,5,22,0,103,109,6,24
Bcen_5239,3,4,38,1,76,91,3,21
Bcen_5240,10,2,36,1,56,95,0,15
Bcen_5241,0,4,26,1,113,134,5,32
Bcen_5242,0,7,27,0,120,123,1,29
Bcen_5243,3,5,29,1,104,105,4,28
Bcen_5244,14,5,51,1,61,90,4,22
Bcen_5245,4,4,40,0,89,115,18,25
Bcen_5246,5,4,33,0,113,116,15,18
Bcen_5247,1,2,13,1,106,87,8,25
Bcen_5248,4,6,25,2,132,78,10,34
Bcen_5249,6,6,34,3,128,109,8,21
Bcen_5250,1,5,39,1,88,101,4,30
Bcen_5251,0,7,55,2,142,212,3,41
Bcen_5252,16,13,60,4,180,173,11,64
Bcen_5253,13,14,13,6,65,53,7,20
Bcen_5254,0,2,10,1,61,52,3,15
Bcen_5255,2,3,17,0,133,104,1,27
Bcen_5256,2,5,27,0,141,132,4,38
Bcen_5257,0,5,6,0,56,53,2,15
Bcen_5258,3,5,13,0,77,56,3,19
Bcen_5259,2,4,28,1,116,115,6,30
Bcen_5260,2,2,38,3,91,140,7,30
Bcen_5261,8,77,82,49,162,456,9,86
Bcen_5262,2,33,68,40,91,304,69,49
Bcen_5263,2,21,73,38,187,346,6,56
Bcen_5264,2,11,16,3,44,70,2,13
Bcen_5265,0,5,48,2,93,164,0,39
Bcen_5266,0,0,16,0,48,94,0,24
Bcen_5267,2,37,172,0,1041,1055,26,257
Bcen_5268,0,4,10,2,23,35,1,15
Bcen_5269,22,46,128,30,122,210,16,54
Bcen_5270,2,6,14,0,37,64,2,16
Bcen_5271,1,3,29,5,60,119,1,10
Bcen_5272,1,2,17,2,21,65,0,7
Bcen_5273,1,6,13,4,27,45,2,4
Bcen_5274,4,5,49,9,95,135,10,43
Bcen_5275,0,1,5,1,27,24,1,12
Bcen_5276,0,7,29,6,143,162,3,66
Bcen_5277,0,6,17,2,22,37,0,15
Bcen_5278,1,1,14,0,36,70,1,10
Bcen_5279,3,4,22,2,54,91,2,10
Bcen_5280,0,2,8,0,8,17,3,8
Bcen_5281,0,3,8,0,22,30,1,7
Bcen_5282,0,4,7,0,11,21,0,4
Bcen_5283,1,7,51,1,167,178,2,36
Bcen_5284,0,10,50,1,240,274,4,61
Bcen_5285,2,7,26,0,102,160,4,25
Bcen_5286,1,3,13,0,27,34,0,10
Bcen_5287,1,3,14,0,42,57,2,17
Bcen_5288,1,3,6,4,22,45,2,8
Bcen_5289,2,8,23,6,59,112,1,16
Bcen_5290,3,5,31,8,72,160,4,29
Bcen_5291,19,19,89,17,230,285,10,80
Bcen_5292,6,28,39,3,41,111,2,27
Bcen_5293,14,32,30,5,23,49,1,26
Bcen_5294,9,9,73,5,85,171,7,29
Bcen_5295,0,5,19,4,28,52,2,7
Bcen_5296,1,13,11,0,19,63,2,18
Bcen_5297,22,58,96,22,193,317,15,84
Bcen_5298,13,39,80,15,306,319,49,69
Bcen_5299,1,1,5,0,22,20,3,10
Bcen_5300,3,4,31,5,81,111,4,36
Bcen_5301,1,10,16,1,190,138,8,46
Bcen_5302,0,2,8,1,57,71,2,4
Bcen_5303,2,6,13,1,42,69,1,14
Bcen_5304,6,1,17,0,39,69,4,8
Bcen_5305,2,3,14,0,73,65,4,25
Bcen_5306,0,0,14,0,37,37,2,12
Bcen_5307,88,23,166,32,135,183,64,56
Bcen_5308,15,21,69,24,93,119,16,46
Bcen_5309,2,8,29,2,157,127,2,34
Bcen_5310,22,5,37,1,266,152,33,50
Bcen_5311,1,1,32,0,142,109,2,40
Bcen_5312,1,10,10,2,54,37,0,14
Bcen_5313,2,6,10,0,137,108,2,30
Bcen_5314,0,3,20,0,171,147,6,64
Bcen_5315,3,11,2,0,48,18,1,8
Bcen_5316,1,9,49,2,145,191,7,51
Bcen_5317,3,13,15,4,26,68,1,24
Bcen_5318,3,4,89,1,205,299,5,60
Bcen_5319,0,0,47,1,111,166,3,33
Bcen_5320,0,2,21,0,137,113,3,31
Bcen_5321,1,5,25,0,165,107,2,38
Bcen_5322,0,3,14,0,162,124,1,32
Bcen_5323,0,11,57,3,177,214,0,44
Bcen_5324,2,8,40,0,134,153,6,44
Bcen_5325,9,26,11,2,39,34,3,20
Bcen_5326,2,11,35,0,314,246,5,53
Bcen_5327,0,3,3,0,30,20,1,7
Bcen_5328,1,4,10,1,60,50,0,22
Bcen_5329,0,8,58,2,238,199,12,57
Bcen_5330,0,5,22,0,96,87,2,19
Bcen_5331,5,12,72,4,145,153,7,45
Bcen_5332,4,14,49,2,226,186,10,66
Bcen_5333,1,4,22,1,61,83,2,14
Bcen_5334,3,8,34,6,20,38,2,12
Bcen_5335,3,7,22,11,31,70,5,11
Bcen_5336,5,27,67,17,353,327,25,93
Bcen_5337,23,15,28,2,79,78,6,25
Bcen_5338,3,18,35,10,88,122,0,52
Bcen_5339,0,3,1,0,35,20,0,5
Bcen_5340,0,7,20,4,82,98,5,29
Bcen_5341,4,4,17,1,25,47,2,15
Bcen_5342,1,4,24,1,96,81,3,18
Bcen_5343,4,6,45,1,341,256,10,54
Bcen_5344,3,7,30,5,94,115,4,26
Bcen_5345,5,8,46,6,139,172,10,45
Bcen_5346,3,11,88,4,299,346,11,67
Bcen_5347,1,7,29,1,135,163,6,29
Bcen_5348,1,3,16,4,143,80,2,32
Bcen_5350,0,1,30,0,198,126,5,33
Bcen_5351,0,3,26,0,94,137,4,28
Bcen_5352,0,3,20,0,121,112,8,30
Bcen_5353,0,1,33,0,157,162,5,36
Bcen_5354,0,3,22,0,92,82,3,19
Bcen_5355,0,5,24,0,68,54,3,23
Bcen_5356,0,3,12,0,115,107,1,21
Bcen_5357,0,2,7,0,14,25,1,5
Bcen_5358,0,13,17,3,27,52,0,10
Bcen_5359,0,14,16,9,45,97,2,23
Bcen_5360,3,8,31,3,223,169,18,57
Bcen_5361,6,12,28,4,210,184,18,43
Bcen_5362,1,4,16,1,96,74,6,16
Bcen_5363,10,10,46,5,136,145,13,50
Bcen_5364,152,27,6,2,20,23,14,11
Bcen_5365,6,18,27,2,43,41,8,30
Bcen_5366,1,16,57,6,423,327,20,92
Bcen_5367,5,5,17,3,154,112,10,34
Bcen_5368,28,58,134,30,495,509,43,150
Bcen_5369,2,45,15,20,12,20,2,50
Bcen_5370,0,12,45,1,193,203,2,53
Bcen_5371,0,3,20,0,107,110,2,27
Bcen_5372,0,3,32,0,110,134,2,33
Bcen_5373,0,7,27,0,151,104,3,32
Bcen_5374,0,2,26,1,129,128,2,25
Bcen_5375,1,4,27,1,115,100,4,30
Bcen_5376,6,51,182,97,412,566,16,244
Bcen_5377,0,4,9,1,84,75,1,18
Bcen_5378,2,1,9,5,24,24,2,6
Bcen_5379,14,18,82,14,124,222,18,27
Bcen_5380,7,8,20,2,35,87,7,11
Bcen_5381,3,5,7,1,13,15,1,11
Bcen_5382,16,12,77,3,152,166,20,46
Bcen_5383,86,10,170,0,232,191,56,55
Bcen_5384,0,9,8,1,43,53,1,61
Bcen_5385,0,3,5,1,45,36,1,31
Bcen_5386,1,9,32,6,147,139,6,78
Bcen_5387,3,32,8,3,22,23,1,20
Bcen_5388,1,3,6,1,110,99,2,26
Bcen_5389,1,8,25,2,140,106,5,27
Bcen_5390,1,4,31,0,56,108,3,28
Bcen_5391,0,4,10,0,99,96,3,25
Bcen_5392,0,4,15,0,176,125,2,27
Bcen_5393,1,2,22,0,140,109,12,26
Bcen_5394,1,3,14,1,79,64,9,34
Bcen_5395,0,2,20,2,98,77,1,20
Bcen_5396,0,5,25,0,133,132,5,27
Bcen_5397,0,3,46,0,193,180,2,43
Bcen_5398,0,5,23,0,160,123,2,42
Bcen_5399,0,8,37,0,146,125,4,35
Bcen_5400,1,7,9,0,70,52,1,26
Bcen_5401,2,5,13,2,80,71,1,38
Bcen_5402,2,3,14,2,62,44,3,20
Bcen_5403,0,1,12,3,75,53,3,27
Bcen_5404,1,5,19,2,78,88,4,18
Bcen_5405,2,4,11,0,49,51,3,8
Bcen_5406,1,1,11,0,83,75,2,16
Bcen_5407,36,18,81,9,124,162,7,63
Bcen_5408,1,10,14,1,48,101,2,26
Bcen_5409,1,7,16,0,176,139,5,39
Bcen_5410,0,4,22,0,66,79,0,14
Bcen_5411,0,5,22,0,113,127,3,29
Bcen_5412,0,9,41,0,218,195,7,39
Bcen_5413,4,18,28,6,87,113,2,27
Bcen_5414,1,11,23,1,205,147,8,46
Bcen_5415,3,0,10,1,69,51,15,12
Bcen_5416,0,1,1,1,19,29,0,26
Bcen_5417,0,8,14,3,84,85,0,27
Bcen_5418,8,11,4,1,39,22,1,6
Bcen_5419,1,0,4,0,28,10,2,1
Bcen_5420,0,9,30,0,74,135,1,32
Bcen_5421,0,2,29,1,37,94,1,13
Bcen_5422,1,18,66,10,90,166,5,33
Bcen_5423,5,12,29,0,62,80,2,24
Bcen_5424,1,7,70,0,276,237,6,60
Bcen_5425,0,5,39,0,85,110,5,18
Bcen_5426,0,4,47,3,53,79,10,12
Bcen_5427,0,5,35,0,111,94,49,35
Bcen_5428,0,5,51,0,213,137,108,19
Bcen_5429,0,0,41,1,123,70,123,7
Bcen_5430,0,3,238,0,261,151,359,35
Bcen_5431,1,11,401,0,369,264,371,67
Bcen_5432,1,8,9,3,32,39,3,15
Bcen_5433,0,5,15,1,49,37,4,22
Bcen_5434,3,3,11,3,36,29,4,19
Bcen_5435,8,14,87,4,119,214,13,42
Bcen_5436,1,10,25,1,85,102,0,24
Bcen_5437,15,31,69,9,112,192,12,65
Bcen_5438,12,55,70,129,115,150,19,90
Bcen_5439,2,4,27,2,129,142,12,43
Bcen_5440,1,5,25,1,156,113,7,39
Bcen_5441,0,1,15,1,55,67,2,11
Bcen_5442,0,7,4,1,55,42,5,16
Bcen_5443,9,24,7,3,84,89,4,30
Bcen_5444,0,7,46,0,167,238,3,43
Bcen_5445,0,2,22,1,60,73,2,32
Bcen_5446,0,4,28,3,61,99,1,29
Bcen_5447,0,5,8,0,63,55,0,9
Bcen_5448,1,3,44,0,113,115,0,32
Bcen_5449,1,6,25,0,147,135,10,43
Bcen_5450,1,1,38,0,83,111,1,39
Bcen_5451,0,4,18,0,106,104,1,30
Bcen_5452,0,0,20,0,48,78,2,12
Bcen_5453,0,4,22,2,151,139,1,39
Bcen_5454,6,9,36,6,121,148,2,46
Bcen_5455,5,16,52,12,145,183,17,75
Bcen_5456,0,1,25,1,83,84,2,17
Bcen_5457,2,4,24,0,117,95,3,25
Bcen_5458,2,1,29,3,124,141,4,27
Bcen_5459,0,8,32,1,163,164,9,37
Bcen_5460,4,8,32,5,89,81,5,32
Bcen_5461,6,17,19,4,96,106,4,38
Bcen_5462,5,6,18,3,64,94,7,29
Bcen_5463,4,11,38,6,74,152,2,19
Bcen_5464,0,11,19,0,56,60,1,16
Bcen_5465,0,6,22,0,129,135,1,27
Bcen_5466,0,4,30,0,107,119,2,25
Bcen_5467,0,6,42,0,177,190,4,35
Bcen_5468,0,3,44,0,160,193,2,38
Bcen_5469,1,2,33,0,124,125,4,41
Bcen_5470,0,3,45,0,145,150,1,44
Bcen_5471,0,4,32,0,183,157,4,41
Bcen_5472,0,3,50,0,168,229,4,46
Bcen_5473,0,6,25,0,96,105,5,32
Bcen_5474,0,3,40,2,99,156,4,18
Bcen_5475,1,2,31,0,77,142,4,16
Bcen_5476,0,1,6,0,28,45,2,4
Bcen_5477,4,6,50,10,78,201,7,28
Bcen_5478,4,10,41,3,86,184,0,36
Bcen_5480,0,3,24,2,56,100,0,14
Bcen_5481,1,13,90,4,218,376,5,85
Bcen_5482,0,12,8,0,44,61,0,11
Bcen_5483,0,49,54,13,250,269,8,83
Bcen_5484,0,16,24,2,106,122,7,38
Bcen_5485,0,10,15,0,135,149,2,28
Bcen_5486,0,2,8,0,98,95,2,25
Bcen_5487,0,4,20,0,125,146,2,26
Bcen_5488,0,3,22,0,59,96,0,19
Bcen_5489,0,3,28,0,106,101,1,26
Bcen_5490,0,4,15,1,99,126,0,25
Bcen_5491,0,0,24,0,106,99,2,33
Bcen_5492,0,2,34,0,170,191,2,43
Bcen_5493,0,4,19,0,138,144,3,38
Bcen_5494,0,1,10,0,31,42,1,14
Bcen_5495,0,1,15,0,39,70,1,13
Bcen_5496,0,4,33,0,125,174,4,41
Bcen_5497,1,1,11,0,53,36,2,11
Bcen_5498,0,9,49,1,200,197,7,46
Bcen_5499,0,1,25,0,86,103,0,21
Bcen_5500,0,3,24,0,130,156,3,36
Bcen_5501,0,1,11,0,57,63,1,13
Bcen_5502,0,1,8,0,16,35,0,10
Bcen_5503,0,3,6,0,14,33,0,1
Bcen_5504,0,0,8,0,22,52,0,6
Bcen_5505,0,1,19,0,22,61,1,7
Bcen_5506,0,7,29,0,116,121,3,32
Bcen_5507,0,9,41,1,202,184,3,50
Bcen_5508,0,3,30,0,122,138,2,45
Bcen_5509,0,4,11,0,37,51,3,11
Bcen_5510,93,1176,65,979,116,265,43,720
Bcen_5511,8,97,15,127,63,65,16,125
Bcen_5512,2,35,25,23,106,116,11,47
Bcen_5513,0,5,28,1,116,149,2,29
Bcen_5514,0,7,20,0,152,151,2,38
Bcen_5515,2,6,28,1,142,172,4,39
Bcen_5516,1,6,16,2,111,111,3,39
Bcen_5517,0,6,9,0,124,91,2,35
Bcen_5518,0,7,21,0,120,141,2,20
Bcen_5519,0,9,27,1,102,139,1,40
Bcen_5520,2,10,37,1,80,171,2,30
Bcen_5521,5,5,41,1,60,79,0,22
Bcen_5522,16,16,111,5,53,97,6,18
Bcen_5523,3,3,46,0,26,54,5,1
Bcen_5524,17,5,128,8,33,45,3,7
Bcen_5525,0,5,34,2,77,128,5,28
Bcen_5526,8,8,30,3,52,97,4,18
Bcen_5527,4,5,36,1,101,156,4,25
Bcen_5528,0,3,17,0,77,115,0,34
Bcen_5529,0,1,17,0,41,50,2,12
Bcen_5530,0,2,14,0,36,54,1,14
Bcen_5531,0,1,44,0,114,183,4,41
Bcen_5532,0,1,9,0,89,95,1,30
Bcen_5533,0,8,32,1,96,147,7,34
Bcen_5534,2,11,39,4,87,199,0,17
Bcen_5535,1,6,11,1,75,91,4,23
Bcen_5536,0,6,27,2,98,125,3,36
Bcen_5537,1,4,26,0,118,145,3,52
Bcen_5538,1,7,29,0,106,132,3,23
Bcen_5539,0,6,16,1,188,187,1,29
Bcen_5540,0,3,30,0,95,117,1,35
Bcen_5541,0,3,24,0,24,69,1,13
Bcen_5542,0,3,21,0,94,82,1,23
Bcen_5543,1,7,21,2,86,142,2,22
Bcen_5544,6,20,104,15,246,490,23,65
Bcen_5545,6,10,26,2,82,136,2,33
Bcen_5546,0,6,28,1,70,116,1,26
Bcen_5547,2,8,37,5,77,95,5,24
Bcen_5548,6,8,57,1,162,189,13,42
Bcen_5549,39,7,46,6,114,162,7,32
Bcen_5550,1,2,10,0,16,44,0,5
Bcen_5551,1,9,9,0,78,125,1,24
Bcen_5552,0,6,21,11,96,158,7,36
Bcen_5553,2,14,10,11,21,50,0,31
Bcen_5554,1,26,21,43,57,103,1,42
Bcen_5555,0,13,29,137,76,112,4,47
Bcen_5556,0,11,38,186,108,173,1,54
Bcen_5558,0,37,62,668,417,429,15,214
Bcen_5559,0,6,19,297,61,111,1,66
Bcen_5560,0,9,17,271,75,107,3,92
Bcen_5561,0,6,3,1,28,28,0,22
Bcen_5562,0,11,26,337,55,116,1,85
Bcen_5563,0,7,31,83,56,126,2,33
Bcen_5564,3,13,44,26,88,199,4,23
Bcen_5565,2,8,49,26,56,161,3,18
Bcen_5566,0,14,26,10,31,84,0,20
Bcen_5567,4,8,21,3,48,102,5,19
Bcen_5568,0,6,36,1,40,123,4,21
Bcen_5569,3,6,42,7,55,195,6,31
Bcen_5570,4,5,10,3,19,29,1,4
Bcen_5573,0,5,8,1,124,78,2,26
Bcen_5574,0,13,47,0,216,272,1,57
Bcen_5575,5,33,31,6,140,190,12,38
Bcen_5576,0,1,8,1,31,41,2,15
Bcen_5577,13,5,36,14,38,100,12,12
Bcen_5578,7,26,55,20,97,148,14,53
Bcen_5579,13,25,24,13,41,105,12,28
Bcen_5580,10,14,18,3,28,85,9,10
Bcen_5581,0,3,9,0,15,24,0,5
Bcen_5582,2,14,23,18,89,174,4,44
Bcen_5583,5,2,38,6,100,145,8,48
Bcen_5584,4,8,28,4,101,176,11,30
Bcen_5585,0,6,33,4,73,100,6,22
Bcen_5586,1,6,26,0,46,90,0,21
Bcen_5587,1,5,40,1,95,151,1,32
Bcen_5588,0,2,4,0,10,12,2,3
Bcen_5589,1,9,21,2,46,102,2,9
Bcen_5590,1,19,33,2,121,137,0,38
Bcen_5591,0,16,21,3,125,123,4,29
Bcen_5592,4,24,10,4,23,51,0,15
Bcen_5593,0,18,30,38,26,48,1,73
Bcen_5594,1,15,45,88,29,67,1,34
Bcen_5595,3,13,14,28,16,21,0,99
Bcen_5596,6,51,185,100,420,591,16,246
Bcen_5597,0,10,33,6,162,196,3,65
Bcen_5598,0,7,12,4,97,114,3,35
Bcen_5599,0,9,20,1,129,148,2,20
Bcen_5600,0,7,115,1,310,492,6,109
Bcen_5601,0,5,40,0,169,230,5,42
Bcen_5602,4,8,15,1,96,86,5,25
Bcen_5603,0,5,45,5,134,218,3,43
Bcen_5604,0,8,48,0,107,180,1,29
Bcen_5605,0,8,35,0,102,125,3,29
Bcen_5606,6,28,49,14,146,250,8,86
Bcen_5607,0,11,34,8,73,125,5,50
Bcen_5608,6,23,137,15,752,699,38,183
Bcen_5609,1,9,40,1,97,121,4,28
Bcen_5610,5,3,29,1,88,114,1,18
Bcen_5611,1,4,46,3,85,146,1,17
Bcen_5612,6,8,43,2,138,173,4,50
Bcen_5613,0,2,34,1,79,143,7,19
Bcen_5614,5,5,16,1,49,93,3,20
Bcen_5615,0,10,24,2,49,68,3,16
Bcen_5616,2,6,4,2,24,28,1,13
Bcen_5617,0,19,9,3,23,43,1,11
Bcen_5618,0,4,10,0,68,61,1,21
Bcen_5619,0,23,112,0,466,550,5,149
Bcen_5620,0,1,11,0,21,36,0,10
Bcen_5621,2,2,24,1,68,91,1,14
Bcen_5622,0,10,55,0,298,314,9,85
Bcen_5623,1,2,2,0,36,40,0,5
Bcen_5624,0,3,30,0,122,128,2,37
Bcen_5625,0,3,16,1,134,128,5,27
Bcen_5626,0,4,34,0,187,210,2,42
Bcen_5627,0,3,30,1,86,98,3,21
Bcen_5628,0,3,18,1,80,107,3,22
Bcen_5629,0,2,21,0,37,68,2,12
Bcen_5630,1,5,14,0,81,103,5,27
Bcen_5631,1,3,17,0,143,125,3,34
Bcen_5632,2,7,46,2,202,213,5,50
Bcen_5633,1,2,9,6,110,108,3,34
Bcen_5634,4,30,40,97,86,170,3,96
Bcen_5635,16,8,95,55,155,142,19,46
Bcen_5636,0,3,32,45,102,153,6,49
Bcen_5637,0,9,22,176,204,192,9,116
Bcen_5638,0,5,11,38,87,82,0,25
Bcen_5639,0,7,18,54,156,144,5,54
Bcen_5640,0,5,15,61,95,98,1,35
Bcen_5641,0,9,19,36,141,163,6,39
Bcen_5642,0,2,25,61,100,128,2,40
Bcen_5643,0,8,11,80,24,38,0,28
Bcen_5644,0,5,5,48,87,97,2,28
Bcen_5645,0,3,8,44,71,50,6,29
Bcen_5646,0,3,37,148,114,154,3,50
Bcen_5647,0,7,18,62,109,135,5,50
Bcen_5648,0,5,25,59,148,132,5,31
Bcen_5649,0,5,25,58,171,160,5,47
Bcen_5650,1,4,14,23,133,105,6,19
Bcen_5651,0,14,45,112,209,245,10,74
Bcen_5652,0,6,4,19,146,112,6,25
Bcen_5653,0,7,13,37,81,75,0,33
Bcen_5654,0,3,11,29,128,124,1,29
Bcen_5655,0,4,18,17,144,120,2,29
Bcen_5656,0,3,10,6,143,116,3,34
