,SN148_R1 TPM,SN148_R2 TPM,SN148-w-Ca_R1 TPM,SN148-w-Ca_R2 TPM,crz1_R1 TPM,crz1_R2 TPM,crz1-w-Ca_R1 TPM,crz1-w-Ca_R2 TPM
CR_04640W_B,3.28511,3.12456,4.37976,3.7856,1.78206,1.7448,1.89807,3.14711
CR_04650W_A,248.994,243.356,242.247,252.437,254.497,224.211,194.295,233.59
CR_04650W_B,297.836,289.924,252.716,238.448,236.431,256.453,181.424,133.635
CR_04660C_A,143.16,132.515,213.793,197.617,186.273,220.295,256.279,256.597
CR_04660C_B,97.5512,103.341,170.004,175.694,163.047,122.592,298.935,287.977
CR_04670C_A,0,0,16.2768,11.0577,0,0,7.1423,6.98085
CR_04670C_B,0,0,1.85348,1.89023,0,0,7.1423,6.98085
CR_04680C_A,32.6228,29.9037,35.3257,28.0362,51.9507,41.1954,88.7144,85.1525
CR_04680C_B,13.3796,15.1708,2.12741,2.03741,3.12862,3.11268,59.716,38.8013
CR_04710W_A,27.0242,26.2091,32.0702,31.2133,13.205,18.2395,16.11,17.762
CR_04710W_B,25.1292,26.2091,1.63964,1.73127,2.60712,2.75138,16.11,17.762
CR_04720C_A,14.5389,14.2897,14.4303,12.8643,13.0624,12.1931,17.866,17.2686
CR_04720C_B,15.3404,14.987,15.0316,15.9287,15.0755,15.3565,9.61633,9.59247
CR_04730W_A,146.87,143.908,219.806,212.085,150.667,147.517,230.967,225.746
CR_04730W_B,146.87,143.908,219.806,212.085,150.667,147.517,230.967,225.746
CR_04740C_A,37.2523,38.0321,15.6182,14.5741,40.9265,40.5593,18.6147,19.3769
CR_04740C_B,37.6711,35.7262,20.2436,20.2769,37.557,36.2834,18.9664,17.9908
CR_04750W_A,88.6925,94.0817,43.9464,55.1802,64.6286,75.2913,42.8845,59.5005
CR_04750W_B,88.6925,94.0817,43.9464,55.1802,64.6286,75.2913,42.8845,59.5005
CR_04760C_A,5.20511,6.20356,16.133,17.2342,5.82815,5.84842,15.0646,17.7117
CR_04760C_B,6.03121,5.35321,8.44159,6.26463,24.077,24.1946,10.2887,7.06852
CR_04770C_A,45.1315,40.3859,64.757,69.4595,23.7152,23.2194,54.9567,64.7597
CR_04770C_B,26.0472,33.7554,80.3978,80.7276,23.7152,23.2194,37.237,25.35
CR_04780W_A,107.522,110.44,54.114,48.4105,86.6152,81.2048,66.1783,52.0452
CR_04780W_B,78.3042,74.9311,117.779,119.581,58.2933,65.2665,22.8673,34.9875
CR_04790W_A,16.5853,16.2507,13.4772,13.1713,37.6864,36.8985,23.2635,22.7377
CR_04790W_B,16.5853,16.2507,13.4772,13.1713,37.6864,36.8985,23.2635,22.7377
CR_04800W_A,2.13904,1.62785,3.46892,2.19299,3.04869,2.98495,3.76657,3.68143
CR_04800W_B,2.13904,2.56395,4.69477,5.78537,3.04869,2.98495,2.43641,2.38134
CR_04810W_A,674.706,659.811,402.855,372.034,622.687,568.079,292.713,308.485
CR_04810W_B,712.067,695.577,327.654,336.352,551.646,581.701,302.404,270.193
CR_04820W_A,154.081,146.218,518.278,507.388,34.582,50.7768,299.988,284.558
CR_04820W_B,65.0222,83.8979,197.21,248.537,66.6074,48.6014,105.598,172.804
CR_04830C_A,4.22363,4.13843,3.87188,3.61073,4.12991,3.53308,2.83672,3.14621
CR_04830C_B,4.22363,4.13843,3.87188,3.61073,4.12991,3.53308,2.83672,3.14621
CR_04840C_A,9.52385,9.57696,4.54474,5.39648,6.03074,6.17191,6.03339,4.79148
CR_04840C_B,4.47,4.7666,4.55832,3.49825,8.70886,8.92058,5.26549,4.80146
CR_04850C_A,5.59436,5.29877,7.87212,7.6934,10.5965,7.88165,6.50595,1.887
CR_04850C_B,4.7418,5.29877,18.8277,18.4003,10.5965,10.9022,9.03169,13.2994
CR_04860C_A,2.97038,3.35384,6.21897,3.87167,4.2753,6.13444,3.28235,2.71458
CR_04860C_B,3.95674,2.52182,6.21897,5.69459,4.2753,2.23738,2.27236,2.71458
CR_04870C_A,7.94296,10.1804,17.1894,25.9488,13.7507,16.5785,18.4471,18.0301
CR_04870C_B,7.94296,5.17757,17.1894,7.64951,13.7507,11.2162,24.4711,23.9179
CR_04880W_A,32.8936,29.6919,52.1594,59.7129,31.3257,34.3236,52.2287,45.8295
CR_04880W_B,8.21072,10.2855,19.8711,11.5282,31.3257,27.018,59.0295,62.0016
CR_04890W_A,5.42429,6.00112,6.96966,7.78589,7.31705,8.59975,8.05213,9.44623
CR_04890W_B,5.42429,6.00112,6.96966,7.78589,7.31705,8.59975,8.05213,9.44623
CR_04900C_A,0.459818,0.450543,3.59189,3.98781,2.41395,2.36348,2.42721,2.37235
CR_04900C_B,1.12143,1.09881,5.7885,3.98781,2.41395,2.36348,0,0
CR_04910W_A,3.89234,3.0908,5.90101,4.91876,2.14562,2.9317,6.17508,4.95459
CR_04910W_B,7.20417,7.7819,5.90101,6.61533,6.72053,5.74909,8.32816,8.35169
CR_04920W_A,14.1633,14.1486,16.8121,17.4454,16.7458,14.5957,11.5291,11.0348
CR_04920W_B,15.4528,14.5652,18.7855,16.4782,5.63658,7.31875,15.3885,14.3407
CR_04930W_A,24.3504,22.7525,24.7035,25.3971,24.1342,26.5906,17.1536,16.4864
CR_04930W_B,28.085,29.3269,30.146,28.8712,32.5451,29.882,28.7968,28.4253
CR_04940W_A,0.884629,0.866786,3.17325,1.82668,2.08656,2.04294,0,0
CR_04940W_B,0.427726,0.419099,1.46387,1.82306,2.08244,2.0389,0,0
CR_04950W_A,7.58119,7.48701,6.65869,7.74691,7.68026,7.96343,5.27829,6.63734
CR_04950W_B,7.28811,6.8952,9.39554,8.20318,9.14789,7.33782,5.30369,5.41665
CR_04960C_A,60.3359,58.0219,62.687,67.0712,67.7993,89.9293,28.6977,38.5138
CR_04960C_B,81.811,84.3036,65.4592,58.166,102.758,80.2478,43.8589,32.4027
CR_04970C_A,0,0,0,0,0,0,0,0
CR_04970C_B,0,0,0,0,0,0,0,0
CR_04980C_A,0,0,0,0,0,0,0,0
CR_04980C_B,0,0,0,0,0,0,0,0
CR_04990C_A,0.759974,0.490019,2.29319,2.24113,0,0,0,0
CR_04990C_B,0.499926,1.25009,1.66075,0,0,0,0,0
CR_05000C_A,1.68087,2.64272,0,4.6774,7.03847,6.89132,0,8.09296
CR_05000C_B,1.68087,2.64272,0,4.6774,7.03847,6.89132,0,8.09296
CR_05010W_A,2.98089,3.18328,7.81209,6.42495,7.92344,7.61085,6.38228,6.49135
CR_05010W_B,4.48983,3.99067,7.0922,7.72612,5.25518,5.90347,5.56811,4.2942
CR_05020W_A,3.00255,2.68772,2.46165,1.89939,2.18855,2.14279,4.63639,5.34636
CR_05020W_B,3.00255,3.19626,4.43902,4.84461,3.79376,3.71445,4.63639,3.71681
CR_05030W_A,15.3625,15.5016,17.528,18.8542,20.4619,19.5432,16.0243,15.0307
CR_05030W_B,19.4796,19.237,18.4101,16.268,13.6093,14.2336,9.89381,9.99571
CR_05040W_A,3.10655,0,8.84545,5.31978,18.0115,17.635,16.8733,12.9067
CR_05040W_B,3.10655,0,8.84545,5.31978,18.0115,17.635,16.8733,12.9067
CR_05050W_A,774.494,755.406,695.368,690.19,1081.21,1076.36,791.205,784.014
CR_05050W_B,760.194,756.559,747.706,730.142,1081.21,1066.68,968.256,940.176
CR_05080W_A,32.304,32.6112,58.2843,57.9035,53.9724,52.1503,45.8986,48.2672
CR_05080W_B,31.6591,31.4056,40.5306,40.5763,32.9589,34.8377,49.4143,46.2629
CR_05090C_A,0.40377,0.395626,0,0,0,0,0,0
CR_05090C_B,0.40377,0.395626,0,0,0,0,0,0
CR_05100W_A,3.20871,3.36067,4.2872,4.40853,3.07822,3.26367,3.93757,3.49894
CR_05100W_B,4.97782,4.66074,4.73467,4.40853,5.09562,4.42757,3.22216,3.49894
CR_05120W_A,16.9661,15.7003,20.0346,21.0269,21.0377,19.2725,16.9878,18.2826
CR_05120W_B,12.1965,12.4532,12.547,9.91848,12.9369,13.1112,11.5474,8.64082
CR_05130C_A,27.0482,29.7183,44.4257,20.8608,8.73428,5.50982,23.3134,17.7547
CR_05130C_B,22.8556,19.1788,8.02328,29.3024,25.5524,28.06,7.86479,12.7187
CR_05140W_A,12.5165,3.4218,3.41018,3.4286,10.6272,10.405,22.3678,21.8622
CR_05140W_B,8.71047,17.377,37.1025,37.6625,10.6272,10.405,3.13159,3.0608
CR_05150W_A,169.787,178.579,53.46,52.2464,142.434,150.816,91.6659,93.7509
CR_05150W_B,169.787,178.579,53.46,52.2464,142.434,150.816,91.6659,93.7509
CR_05160C_A,5.74224,4.40311,6.08048,5.1704,4.87592,3.63651,4.42654,3.91023
CR_05160C_B,5.74224,4.40311,6.08048,5.1704,4.87592,3.63651,4.42654,3.91023
CR_05170C_A,2.54253,2.49125,4.75271,11.8688,2.637,2.58187,15.9363,11.423
CR_05170C_B,2.54253,2.49125,24.8086,16.2026,2.637,2.58187,15.9363,19.7292
CR_05180C_A,215.135,217.665,249.252,251.397,234.449,239.128,257.261,257.757
CR_05180C_B,215.135,217.665,249.252,251.397,234.449,239.128,257.261,257.757
CR_05190W_A,0.759974,0.490019,0,0,0,0,0,0
CR_05190W_B,0.759974,0.490019,1.66697,2.24113,0,0,0,0
CR_05200C_A,186.29,188.067,171.26,174.358,173.022,182.269,134.558,135.282
CR_05200C_B,186.29,188.067,171.26,174.358,173.022,182.269,134.558,135.282
CR_05210W_A,26.7961,28.3668,16.4438,9.94241,21.2578,21.3255,5.16759,3.93414
CR_05210W_B,14.7501,12.6696,18.8894,24.5886,30.7039,29.5499,5.16759,6.16741
CR_05220C_A,8.39604,8.23155,10.1821,8.36053,4.02593,4.27604,11.928,12.8431
CR_05220C_B,4.61539,4.83699,14.3297,15.1411,4.02593,4.27604,8.49305,7.11628
CR_05240C_A,12.5033,15.4631,17.7334,18.0511,20.1167,18.611,10.8144,10.1324
CR_05240C_B,22.228,18.9039,17.7334,18.0511,13.4165,12.4157,25.2909,23.6915
CR_05250C_A,6.93995,6.3003,5.96635,5.35788,6.63887,7.54543,11.3904,9.34775
CR_05250C_B,6.93995,6.3003,5.96635,5.35788,6.63887,7.54543,11.3904,9.34775
CR_05260C_A,5.89838,5.12277,9.43028,7.88177,4.12505,4.03881,9.84319,7.98025
CR_05260C_B,9.91946,10.376,2.59836,3.8738,4.12505,4.03881,3.12595,4.69572
CR_05270W_A,0,0,0,0,0,0,0,0
CR_05270W_B,7.23444,7.08852,0,0,0,0,0,8.61101
CR_05280W_A,4.85763,4.75965,0,7.1059,0,0,0,0
CR_05280W_B,0.732241,0.717472,0,2.55166,0,0,0,0
CR_05290W_A,12.876,12.7865,13.6705,13.2348,8.55727,8.37836,8.24382,7.48797
CR_05290W_B,9.05099,8.98749,17.6617,19.0291,11.5605,11.3188,14.6624,11.3571
CR_05300C_A,26.1331,24.9221,33.7786,31.9327,30.5154,29.2415,20.4677,19.3069
CR_05300C_B,26.1331,24.9221,33.7786,31.9327,30.5154,29.2415,20.4677,19.3069
CR_05310W_A,65.9888,64.6578,166.837,158.64,103.792,101.622,79.3384,75.9599
CR_05310W_B,65.9888,64.6578,166.837,158.64,103.792,101.622,79.3384,75.9599
CR_05320C_A,0,0.704428,0,0,0,0,8.81017,8.61101
CR_05320C_B,5.13722,7.17934,14.6275,14.2954,12.2072,0,36.2356,22.0819
CR_05330W_A,60.5111,47.4951,110.051,82.9103,3.77042,3.69875,103.411,88.012
CR_05330W_B,66.509,53.3663,128.192,82.9103,84.4061,62.8874,123.887,105.244
CR_05340C_A,172.951,168.484,60.2823,58.5665,303.991,297.124,227.853,221.578
CR_05340C_B,172.951,168.484,60.2823,58.5665,303.991,297.124,227.853,221.579
CR_05360C_A,10.2579,8.33241,16.849,12.484,11.9732,9.5191,3.87819,3.11305
CR_05360C_B,11.9335,13.2121,8.69907,12.484,11.9732,13.9266,10.5564,10.9953
CR_05380C_A,179.3,167.183,418.716,416.831,213.227,196.842,243.097,218.833
CR_05380C_B,165.702,169.235,334.499,320.439,145.854,153.031,195.896,207.747
CR_05390W_A,746.712,730.972,1710.42,1667.74,621.82,607.401,704.438,687.476
CR_05390W_B,746.712,730.972,1710.42,1667.74,621.82,607.401,704.438,687.476
CR_05420W_A,0,4.9502,0,0,0,0,8.81017,8.61101
CR_05420W_B,0,0,0,7.98577,12.0168,11.7656,15.5099,15.1593
CR_05430W_A,1.9396,1.58713,2.79097,2.28265,3.73297,3.65493,4.22553,3.90076
CR_05430W_B,1.9396,1.58713,2.79097,2.28265,1.79767,1.76009,2.77464,1.98157
CR_05440W_A,95.5129,93.5864,99.827,97.5607,126.63,123.982,123.771,120.973
CR_05440W_B,95.5129,93.5864,99.827,97.5607,126.63,123.982,123.771,120.973
CR_05450C_A,29.4352,28.8415,52.1508,51.8264,24.9576,24.4359,30.6252,29.9329
CR_05450C_B,29.4352,28.8415,52.1508,51.8264,24.9576,24.4359,30.6252,29.9329
CR_05460W_A,16.1747,16.2099,34.6626,17.5623,35.8009,27.1886,22.6281,22.1166
CR_05460W_B,20.001,18.3889,40.0309,55.4355,19.7375,27.1886,7.47249,7.30357
CR_05480W_A,45.147,42.8009,80.2814,73.2175,40.0685,35.7986,74.9935,69.5304
CR_05480W_B,45.147,42.8009,80.2814,73.2175,40.0685,35.7986,74.9935,69.5304
CR_05490W_A,0.506024,0.438436,5.20801,5.41433,2.54355,4.10102,4.04946,6.19259
CR_05490W_B,4.78389,4.42248,10.7909,9.30601,5.83364,4.10102,13.2003,10.6673
CR_05500C_A,12.7688,13.7207,12.8206,10.9373,24.1026,24.3107,15.0335,13.6664
CR_05500C_B,7.34745,5.87859,9.23916,10.9373,8.33895,7.45257,12.9315,13.6664
CR_05510W_A,6.75121,6.68192,14.8167,14.6287,10.1409,9.92885,9.91226,11.134
CR_05510W_B,7.81534,7.59083,14.8167,14.6287,12.4496,12.1893,12.8707,11.134
CR_05520W_A,55.4514,54.5579,23.1723,21.3142,26.5317,32.7293,10.7359,8.08476
CR_05520W_B,52.5092,52.061,6.90446,7.68406,40.92,32.7293,14.7083,17.6376
CR_05530C_A,19.0284,16.6988,12.5673,9.5062,15.5447,15.2197,21.4785,20.5167
CR_05530C_B,22.6232,23.5837,16.3675,17.7703,20.2261,19.8032,5.29935,6.19573
CR_05540C_A,11.848,10.4242,18.2142,15.3017,8.87639,5.5423,9.73282,10.5727
CR_05540C_B,8.69201,9.5389,14.7462,16.9105,6.92516,9.92888,7.96768,6.72767
CR_05550C_A,22.1267,21.5977,11.8981,11.628,15.7293,15.4004,12.6988,12.285
CR_05550C_B,22.1267,21.5977,11.8981,11.628,15.7293,15.4004,12.6988,12.285
CR_05560W_A,14.7427,13.9077,14.6736,17.9076,16.6605,17.5897,3.42735,3.34988
CR_05560W_B,11.0797,11.6047,12.2742,7.82942,16.6605,14.1521,19.0195,18.5896
CR_05570C_A,1.19484,1.0173,1.50659,1.69259,0,0,1.75404,3.44096
CR_05570C_B,1.00449,1.0173,1.95722,1.69259,1.77532,0,5.75219,4.26424
CR_05580C_A,0,0,0,0,0,0,0,0
CR_05580C_B,0,0,0,0,0,0,0,0
CR_05610C_A,16.7387,17.4276,35.6748,38.3757,14.4882,14.1853,23.3683,23.8607
CR_05610C_B,13.8269,15.0278,44.0734,38.3757,6.39422,6.26054,28.5872,28.1995
CR_05620C_A,11.7709,13.5174,2.91164,4.31436,6.72215,7.25193,5.83951,7.25332
CR_05620C_B,6.44317,4.32932,9.76571,8.07519,4.7182,3.94924,8.41585,7.25332
CR_05630W_A,16.8609,18.4306,10.4761,10.5384,9.02021,5.95603,8.22826,8.04226
CR_05630W_B,21.2288,21.0628,7.50969,7.03911,11.242,14.8923,2.09011,2.04286
CR_05640C_A,18.8916,15.7213,31.1097,28.7262,15.8169,7.77511,15.7177,15.3624
CR_05640C_B,12.8767,8.19281,9.03694,10.5091,3.14809,7.77511,2.70674,2.64556
CR_05650W_A,29.629,31.4741,22.0873,17.4571,17.9466,12.1472,16.9362,19.6061
CR_05650W_B,19.0501,16.0378,13.6379,17.4571,6.86661,12.1472,16.9362,13.5006
CR_05660W_A,33.0469,33.0333,9.90822,9.48357,25.0742,28.3489,6.93895,9.45733
CR_05660W_B,35.7658,33.8703,8.4753,8.11263,27.0142,22.6505,10.4329,7.52184
CR_05670C_A,215.282,193.704,193.111,174.859,234.891,211.951,169.51,148.085
CR_05670C_B,215.282,193.704,193.111,174.859,234.891,211.951,169.51,148.085
CR_05680C_A,10.6914,53.0449,2.80963,2.57257,4.22095,3.9888,3.09458,2.94896
CR_05680C_B,22.3133,0.867012,35.9262,62.3427,35.2945,74.5663,25.8762,46.2076
CR_05690W_A,14.8511,13.1628,14.4762,15.0157,20.085,20.6716,11.3366,7.92624
CR_05690W_B,8.60999,9.16879,9.41362,8.33175,6.63351,5.48832,11.3366,14.2345
CR_05700C_A,34.3995,35.782,54.5245,48.7009,41.1813,36.1198,16.7786,6.66464
CR_05700C_B,28.8847,26.6113,32.6618,39.7916,24.4158,28.1059,39.7712,50.9686
CR_05710C_A,5.61671,5.50342,7.01346,6.85425,7.67311,6.65075,5.62555,4.86755
CR_05710C_B,5.61671,5.50342,7.01346,6.85425,7.67311,6.65075,5.62555,4.86755
CR_05720W_A,87.085,73.1105,49.7065,60.2912,40.7719,33.4371,108.554,114.623
CR_05720W_B,56.6588,68.3912,78.1813,65.3156,164.156,168.123,90.426,81.8719
CR_05730C_A,13.4199,12.5803,12.373,11.3084,11.8726,9.33397,10.0067,9.78052
CR_05730C_B,8.4968,8.67942,17.556,17.3308,5.5064,6.78245,10.8151,10.5706
CR_05740C_A,22.577,22.8824,27.009,23.5271,17.6759,21.793,17.9145,13.8451
CR_05740C_B,26.9649,25.6602,14.4201,16.9615,37.7215,31.0928,15.6061,17.9272
CR_05750W_A,13.2267,12.1348,61.3313,60.6263,29.9421,28.7324,35.3977,38.5787
CR_05750W_B,18.1603,16.6572,75.5465,72.2155,40.0051,38.3843,45.5932,38.5787
CR_05760C_A,19.2085,19.7068,7.28896,6.68374,15.7846,14.1143,7.99867,8.02598
CR_05760C_B,18.323,17.4081,4.57796,4.91378,19.1305,20.0709,10.1308,9.69369
CR_05770W_A,9.72248,8.89862,5.53423,5.40859,5.58065,7.3426,4.85248,3.76912
CR_05770W_B,3.95518,4.50316,2.26919,2.21767,9.41814,7.3426,4.85248,6.34758
CR_05780W_A,100.494,91.3383,132.107,123.276,143.644,124.786,139.369,158.948
CR_05780W_B,104.427,111.271,162.011,164.165,96.0112,112.399,145.404,119.388
CR_05790C_A,33.5805,29.5411,15.383,17.8627,33.1939,38.5136,28.5531,26.2653
CR_05790C_B,39.4642,41.5321,17.0954,13.8783,28.406,21.2774,25.1925,26.2653
CR_05800C_A,53.9184,46.8966,55.8565,53.8669,46.6293,45.3356,26.4238,28.5269
CR_05800C_B,30.4865,34.4891,46.7271,53.8669,2.94518,3.2024,26.4238,23.126
CR_05830C_A,5.16764,5.73522,6.2443,8.48732,3.0211,2.95794,8.68099,8.80283
CR_05830C_B,11.085,10.6749,10.4196,8.48732,9.04227,8.85322,13.847,13.2159
CR_05840W_A,25.8902,15.2556,11.6977,4.19467,9.40362,3.79454,3.62685,3.54486
CR_05840W_B,9.9984,19.9091,11.6977,18.6695,9.40362,14.6195,3.62685,3.54486
CR_05860W_A,25.1393,23.8392,29.9784,39.5147,17.2105,19.7665,71.815,72.2085
CR_05860W_B,18.2197,18.0815,50.8869,39.5147,31.8453,28.2638,40.1012,37.1778
CR_05880W_A,10.1291,9.60721,17.7675,16.4623,11.2014,10.9672,16.1719,15.8063
CR_05880W_B,10.1291,9.60721,17.7675,16.4623,11.2014,10.9672,16.1719,15.8063
CR_05890C_A,55.6228,52.5716,34.5639,17.5792,51.9269,60.0676,34.9722,32.8223
CR_05890C_B,46.4393,46.5685,46.5456,60.463,39.6816,31.432,32.1907,32.8223
CR_05900W_A,6.52535,6.25685,3.73968,4.76975,6.64765,9.53674,4.56761,2.95338
CR_05900W_B,5.09956,4.71952,8.30368,7.00021,12.8331,9.53674,16.2014,17.3461
CR_05910W_A,149.342,146.33,156.036,154.533,165.025,161.574,138.987,133.647
CR_05910W_B,149.342,146.33,156.036,154.533,165.025,161.574,138.987,133.647
CR_05920C_A,17.3997,17.3274,25.4719,27.5217,30.6129,27.8526,23.8858,23.5799
CR_05920C_B,18.9001,17.8453,18.6621,15.6103,22.8135,24.7873,22.9564,22.2034
CR_05940W_A,0,0,1.81611,1.77489,0,0,1.95811,1.91385
CR_05940W_B,0,0,1.81611,1.77489,0,0,0,0
CR_05950C_A,19.2175,17.6982,15.9462,15.3687,14.4041,15.2997,22.9625,20.1182
CR_05950C_B,15.6911,16.5063,35.6736,34.024,33.7216,31.4311,25.7085,27.4526
CR_05960W_A,49.2547,48.2612,61.3496,59.9569,49.6129,48.5756,49.1335,48.0228
CR_05960W_B,49.2547,48.2612,61.3496,59.9569,49.6129,48.5756,49.1335,48.0228
CR_05970C_A,32.2171,27.7676,19.7556,22.0802,22.7019,23.8161,34.7984,25.1528
CR_05970C_B,20.3411,24.208,11.2407,8.21236,34.1069,31.8049,27.7992,36.0297
CR_05980W_A,13.5983,14.153,17.5114,17.4652,16.5359,13.5115,17.0688,16.2549
CR_05980W_B,15.7906,14.6431,15.3034,14.6046,21.125,23.6672,17.6262,17.4325
CR_05990C_A,17.8638,17.5023,22.9474,19.2693,10.719,9.77296,9.96343,8.76114
CR_05990C_B,12.6629,11.7977,20.6612,22.6553,4.8581,4.96734,8.72965,8.76114
CR_06000W_A,17.2832,15.317,16.9541,16.5281,13.4566,14.4709,16.1441,13.6227
CR_06000W_B,21.3158,22.1466,18.6339,18.252,20.0713,18.8538,15.1454,15.8667
CR_06010W_A,9.16837,8.00047,12.8254,13.3154,6.63741,5.10702,4.28121,4.73953
CR_06010W_B,9.70676,10.4939,7.05217,6.11093,8.81913,10.0264,8.60458,7.85498
CR_06020W_A,2.30018,1.7898,7.82906,7.09908,2.65614,0,3.32001,1.36876
CR_06020W_B,1.65119,1.7898,2.57318,3.06701,3.90432,2.60061,3.32001,4.22674
CR_06030C_A,2.32213,2.43118,2.57789,3.6536,3.91012,3.4973,6.95633,7.92179
CR_06030C_B,3.08442,2.86631,4.53917,3.6536,3.91012,4.15943,8.47763,7.92179
CR_06040W_A,21.507,20.0244,57.5759,57.438,15.8222,14.9234,21.2118,21.8739
CR_06040W_B,18.4803,19.4764,48.3749,45.1983,6.60454,7.03451,18.2994,16.254
CR_06050W_A,35.8625,30.7242,111.099,77.104,45.2558,90.5609,44.9054,55.9723
CR_06050W_B,54.7304,51.2107,64.3187,86.163,65.2231,14.5997,83.4015,66.1314
CR_06060W_A,20.9358,20.206,25.5544,20.3749,19.7121,17.5578,21.4075,23.7122
CR_06060W_B,26.7859,26.0776,16.6344,22.1494,15.9036,17.295,21.0559,17.8204
CR_06070W_A,49.3799,49.4652,49.1775,45.3989,30.2026,31.3227,42.098,44.0718
CR_06070W_B,54.1672,51.7294,51.6339,52.3744,40.2338,38.7453,40.9631,36.3035
CR_06080W_A,113.954,110.572,98.891,118.619,142.571,136.843,154.719,104.778
CR_06080W_B,131.448,129.554,105.663,80.3658,165.212,163.142,85.2232,129.74
CR_06090W_A,27.3502,26.3072,33.5455,33.2082,37.1356,35.9646,37.2167,38.8703
CR_06090W_B,26.0711,25.6921,25.4811,24.4784,24.6474,24.5267,37.2167,34.9353
CR_06100C_A,1.01879,0.998237,1.73097,1.69167,1.49593,1.93754,2.45384,2.48246
CR_06100C_B,0.743171,0.728181,2.35569,2.30221,3.14594,1.93754,2.45384,1.82412
CR_06110C_A,3.50598,3.48518,13.2068,14.9985,4.69683,3.90661,7.78159,7.47772
CR_06110C_B,3.31507,3.08328,7.88624,7.24889,4.69683,4.80943,4.87095,5.24101
CR_06120W_A,106.75,121.547,30.3938,25.9646,74.6887,70.7081,2.35263,2.8457
CR_06120W_B,114.733,99.8028,8.28001,11.8312,64.6955,70.7081,40.5795,41.5292
CR_06130C_A,2.35986,2.31226,0,0,0,0,0,0
CR_06130C_B,0,0,0,0,0,0,0,0
CR_06140W_A,45.3731,46.3979,97.1328,94.3893,33.4333,34.8219,63.2056,59.7615
CR_06140W_B,37.2434,35.4234,67.713,66.7142,29.5062,28.2601,69.7557,71.2615
CR_06150C_A,65.3227,65.9993,43.7539,39.4853,87.4712,90.0192,51.217,53.8387
CR_06150C_B,70.6229,66.7702,38.7823,41.7933,89.5453,82.3885,40.4918,36.4616
CR_06160C_A,23.427,26.2313,23.2419,22.7143,13.744,19.1094,31.7081,30.9913
CR_06160C_B,23.427,22.1703,23.2419,26.254,59.9426,53.0366,14.5051,14.1772
CR_06170W_A,28.1115,27.4166,70.9217,68.3541,25.7016,21.1145,36.2732,41.6597
CR_06170W_B,24.3045,25.7833,64.9494,68.3541,32.4816,33.9263,33.7854,28.2248
CR_06180W_A,55.2225,54.6209,110.226,104.554,61.8798,57.3293,59.6871,56.7273
CR_06180W_B,52.0379,49.6247,78.8953,80.2731,57.3584,60.6035,48.1847,47.837
CR_06230W_A,7.72914,7.34795,6.36801,7.23841,4.46951,4.56473,6.21756,6.4479
CR_06230W_B,6.12449,6.39039,6.36801,5.20848,1.63443,1.41159,4.94295,4.46033
CR_06240C_A,1.55942,1.71505,1.65647,1.78955,0,0,1.46281,1.6797
CR_06240C_B,1.55942,1.34087,1.05699,0,0,0,1.97429,1.6797
CR_06250W_A,6.90479,7.40566,8.23,7.03884,9.76443,15.5853,7.9046,6.80726
CR_06250W_B,5.66357,6.07097,5.04932,7.03884,9.76443,5.15564,2.77294,2.44299
CR_06260W_A,9.26543,8.93381,12.1145,11.6563,16.763,16.8804,12.5905,11.7893
CR_06260W_B,9.88035,9.54724,21.354,15.5148,9.83841,9.16483,17.3856,16.6561
CR_06270W_A,3.04811,3.1148,6.0244,5.22948,3.91032,3.82857,1.54382,1.50893
CR_06270W_B,8.2048,9.75033,15.3274,13.026,3.91032,3.82857,24.3587,23.8081
CR_06290C_A,19.4493,19.3971,20.1548,20.6809,27.7476,27.1675,26.3044,25.7098
CR_06290C_B,20.8377,20.0773,21.1613,19.6973,27.7476,27.1675,22.1024,21.6027
CR_06300C_A,18.8006,16.8766,14.8356,14.6077,8.24451,9.57396,10.3861,9.74243
CR_06300C_B,11.4415,12.7555,16.7838,16.2939,27.4265,25.3513,3.06314,3.40283
CR_06310W_A,0.961188,0.941801,2.73685,2.67472,2.07042,2.02713,6.81278,4.28465
CR_06310W_B,0.961188,0.941801,2.73685,2.67472,2.07042,2.02713,1.95471,4.28465
CR_06320C_A,6.45901,7.06881,5.98643,6.45831,2.6023,2.85238,2.13588,1.63291
CR_06320C_B,7.73991,7.06881,12.2031,10.6791,4.90863,5.44336,4.07602,4.43857
CR_06330C_A,41.3295,40.8811,19.1505,18.7158,24.87,24.3501,39.963,39.0596
CR_06330C_B,41.3295,40.8811,19.1505,18.7158,24.87,24.3501,39.963,39.0596
CR_06340C_A,704.54,689.686,549.909,522.559,699.188,646.231,626.395,659.8
CR_06340C_B,687.331,675.043,522.844,525.841,773.216,797.73,642.433,582.059
CR_06350C_A,18.6804,23.3197,5.77174,5.64071,0,0,6.22302,9.94171
CR_06350C_B,0.808066,0.816736,5.77174,5.64071,0,0,6.22302,9.94171
CR_06380C_A,15.5426,14.0653,30.6352,30.9384,14.7559,13.6844,19.1788,16.1569
CR_06380C_B,5.9378,8.06789,14.7467,12.088,5.25749,4.75021,6.55618,7.10092
CR_06420W_A,20.0296,19.5171,29.2879,28.623,20.3529,19.9274,19.0008,18.5713
CR_06420W_B,20.0296,19.5171,29.2879,28.623,20.3529,19.9274,19.0008,18.5713
CR_06430W_A,4.57666,4.9423,16.3584,15.9871,9.37858,8.2244,9.02823,9.52537
