Gene,CanAlb_plus_plus_1,CanAlb_plus_plus_2
CR_08040W_A-T,69,72
CR_08050C_A-T,458,428
CR_08060C_A-T,307,271
CR_08070W_A-T,145,119
CR_08090W_A-T,48292,36680
CR_08100C_A-T,672,504
CR_08110W_A-T,27,23
CR_08120C_A-T,421,371
CR_08130W_A-T,184,182
CR_08150W_A-T,17928,13303
CR_08160W_A-T,355,314
CR_08170C_A-T,92,80
CR_08180C_A-T,197,205
CR_08190W_A-T,31,50
CR_08200C_A-T,131,103
CR_08210C_A-T,27233,21839
CR_08250C_A-T,1587,1300
CR_08260C_A-T,1,0
CR_08280W_A-T,132,116
CR_08290W_A-T,277,294
CR_08300C_A-T,258,208
CR_08310C_A-T,0,4
CR_08320W_A-T,40,32
CR_08330W_A-T,91,95
CR_08340W_A-T,2440,1977
CR_08350W_A-T,518,393
CR_08360C_A-T,10771,7913
CR_08370W_A-T,448,362
CR_08380C_A-T,0,2
CR_08400C_A-T,482,438
CR_08410W_A-T,217,197
CR_08420W_A-T,113,135
CR_08430W_A-T,257,223
CR_08440W_A-T,141,129
CR_08450C_A-T,104,86
CR_08460W_A-T,2985,2216
CR_08470W_A-T,108,117
CR_08480C_A-T,12775,11044
CR_08490W_A-T,1367,1169
CR_08500W_A-T,457,444
CR_08510W_A-T,100,96
CR_08520C_A-T,207,203
CR_08540C_A-T,88,81
CR_08550W_A-T,146,140
CR_08560C_A-T,961,840
CR_08570W_A-T,589,445
CR_08580C_A-T,43,44
CR_08590W_A-T,339,297
CR_08600C_A-T,474,407
CR_08610W_A-T,748,757
CR_08620C_A-T,260,201
CR_08630W_A-T,78,75
CR_08640C_A-T,589,584
CR_08650C_A-T,62,80
CR_08660W_A-T,304,265
CR_08670C_A-T,13,10
CR_08680C_A-T,81,74
CR_08690C_A-T,64,43
CR_08700C_A-T,65,57
CR_08710W_A-T,345,294
CR_08720W_A-T,1384,998
CR_08830W_A-T,15,6
CR_08840C_A-T,83,85
CR_08860W_A-T,116,106
CR_08870W_A-T,178,137
CR_08880C_A-T,1,0
CR_08890C_A-T,44,24
CR_08900C_A-T,472,372
CR_08910C_A-T,1318,1144
CR_08920W_A-T,111,81
CR_08930C_A-T,546,481
CR_08940W_A-T,268,248
CR_08950W_A-T,568,599
CR_08960C_A-T,85,84
CR_08980C_A-T,92,94
CR_08990C_A-T,82,77
CR_09010C_A-T,816,751
CR_09020C_A-T,189,190
CR_09040W_A-T,2,2
CR_09050C_A-T,11,10
CR_09060W_A-T,0,1
CR_09070C_A-T,245,207
CR_09090C_A-T,20,19
CR_09100C_A-T,86,65
CR_09110C_A-T,355,288
CR_09120C_A-T,2920,2220
CR_09140C_A-T,29,13
CR_09150W_A-T,0,7
CR_09160C_A-T,7022,5740
CR_09170C_A-T,12,6
CR_09180W_A-T,60,49
CR_09190C_A-T,35,41
CR_09200C_A-T,23,23
CR_09210W_A-T,17,9
CR_09230C_A-T,127,111
CR_09240C_A-T,1148,822
CR_09270C_A-T,386,332
CR_09290W_A-T,3,2
CR_09300C_A-T,401,356
CR_09310W_A-T,332,290
CR_09320C_A-T,1534,1252
CR_09330C_A-T,1465,1254
CR_09340W_A-T,354,390
CR_09350C_A-T,1,1
CR_09360W_A-T,1,3
CR_09370W_A-T,2221,1864
CR_09380W_A-T,980,892
CR_09410W_A-T,63,57
CR_09420C_A-T,3,4
CR_09440C_A-T,119,133
CR_09460C_A-T,72,58
CR_09470W_A-T,19,9
CR_09480W_A-T,87,80
CR_09490W_A-T,192,150
CR_09500C_A-T,69,64
CR_09510C_A-T,1337,1022
CR_09520C_A-T,257,204
CR_09530C_A-T,13,24
CR_09550C_A-T,1244,1061
CR_09560C_A-T,85,36
CR_09570W_A-T,36,22
CR_09580C_A-T,253,219
CR_09590W_A-T,372,341
CR_09600C_A-T,331,330
CR_09610C_A-T,17,32
CR_09620C_A-T,203,182
CR_09640C_A-T,592,471
CR_09650W_A-T,195,181
CR_09660W_A-T,301,226
CR_09670C_A-T,417,398
CR_09680C_A-T,15,25
CR_09690C_A-T,679,525
CR_09700W_A-T,5,11
CR_09710W_A-T,83,82
CR_09720W_A-T,50,38
CR_09730C_A-T,515,483
CR_09740W_A-T,557,462
CR_09750C_A-T,81,48
CR_09760W_A-T,66,65
CR_09770C_A-T,273,281
CR_09780C_A-T,5,3
CR_09790W_A-T,1269,1070
CR_09800C_A-T,1016,759
CR_09810W_A-T,105,58
CR_09830W_A-T,34,35
CR_09840C_A-T,78,50
CR_09860W_A-T,158,167
CR_09880W_A-T,435,430
CR_09890C_A-T,189,160
CR_09900C_A-T,169,145
CR_09910W_A-T,0,2
CR_09920W_A-T,238,194
CR_09930W_A-T,16,16
CR_09940W_A-T,2,1
CR_09950C_A-T,4293,3365
CR_09960C_A-T,63,82
CR_09970W_A-T,3296,3064
CR_09980W_A-T,176,152
CR_09990W_A-T,71,47
CR_10000C_A-T,16,4
CR_10010C_A-T,635,663
CR_10020C_A-T,44,40
CR_10030W_A-T,142,126
CR_10040W_A-T,273,271
CR_10060W_A-T,236,172
CR_10070C_A-T,361,292
CR_10100C_A-T,84,42
CR_10110W_A-T,564,570
CR_10120C_A-T,70,83
CR_10130W_A-T,181,178
CR_10140W_A-T,3199,2663
CR_10160W_A-T,3216,2769
CR_10170C_A-T,362,341
CR_10180W_A-T,65,62
CR_10190C_A-T,30,19
CR_10200W_A-T,7,3
CR_10210W_A-T,2,0
CR_10230W_A-T,172,142
CR_10240W_A-T,919,734
CR_10250C_A-T,3586,3065
CR_10260W_A-T,59,81
CR_10270C_A-T,751,595
CR_10280W_A-T,347,254
CR_10290C_A-T,177,164
CR_10300W_A-T,1026,888
CR_10310W_A-T,11,6
CR_10330W_A-T,0,1
CR_10340W_A-T,529,520
CR_10350C_A-T,4739,3521
CR_10360C_A-T,449,416
CR_10370W_A-T,1698,1306
CR_10380C_A-T,1,0
CR_10390W_A-T,133,136
CR_10400W_A-T,400,363
CR_10410C_A-T,900,735
CR_10420W_A-T,76,69
CR_10430C_A-T,48,44
CR_10440W_A-T,54,53
CR_10450C_A-T,100,97
CR_10470C_A-T,582,443
CR_10480W_A-T,157,131
CR_10490W_A-T,2420,1818
CR_10500C_A-T,63,61
CR_10510W_A-T,43,45
CR_10520C_A-T,82,52
CR_10530W_A-T,88,75
CR_10540C_A-T,304,331
CR_10550W_A-T,872,735
CR_10580W_A-T,205,159
CR_10590W_A-T,36,34
CR_10600C_A-T,429,348
CR_10610C_A-T,11,13
CR_10620C_A-T,208,184
CR_10630W_A-T,47,39
CR_10640W_A-T,44,36
CR_10650W_A-T,465,366
CR_10660W_A-T,356,300
CR_10670W_A-T,2143,1739
CR_10680W_A-T,1817,1686
CR_10690W_A-T,128,139
CR_10700W_A-T,422,347
CR_10710C_A-T,102,110
CR_10720W_A-T,25,15
CR_10730C_A-T,259,205
CR_10740W_A-T,163,135
CR_10750C_A-T,538,428
CR_10760C_A-T,97,98
CR_10770W_A-T,2,1
CR_10780C_A-T,89,90
CR_10790W_A-T,7,12
CR_10800C_A-T,307,248
CR_10810C_A-T,248,247
CR_10820W_A-T,351,315
CR_10830C_A-T,572,543
CR_10840C_A-T,339,234
CR_10850C_A-T,5165,4075
CR_10860C_A-T,71,63
