Gene,CanAlb_plus_plus_1,CanAlb_plus_plus_2
C2_05990C_A-T,6,2
C2_06000W_A-T,73,49
C2_06010W_A-T,41,38
C2_06020W_A-T,550,536
C2_06030W_A-T,133,134
C2_06040C_A-T,26,30
C2_06060C_A-T,1,0
C2_06070W_A-T,49,42
C2_06080C_A-T,159,166
C2_06090W_A-T,52,52
C2_06100W_A-T,891,732
C2_06110W_A-T,240,218
C2_06120C_A-T,76,51
C2_06130W_A-T,72,71
C2_06140C_A-T,0,1
C2_06150C_A-T,809,644
C2_06160W_A-T,29,48
C2_06170C_A-T,975,842
C2_06190W_A-T,837,754
C2_06200C_A-T,144,147
C2_06210C_A-T,1887,1491
C2_06220C_A-T,39,38
C2_06230W_A-T,289,283
C2_06240W_A-T,230,172
C2_06250C_A-T,479,329
C2_06260W_A-T,31,28
C2_06270W_A-T,0,1
C2_06280C_A-T,73,55
C2_06290C_A-T,3355,2513
C2_06300W_A-T,119,90
C2_06310C_A-T,8999,6880
C2_06320W_A-T,359,301
C2_06330C_A-T,168,156
C2_06340W_A-T,0,1
C2_06350C_A-T,0,1
C2_06360C_A-T,766,568
C2_06370C_A-T,36,40
C2_06390C_A-T,4957,3854
C2_06420C_A-T,581,511
C2_06430C_A-T,52,54
C2_06440C_A-T,50,41
C2_06460W_A-T,70,66
C2_06470W_A-T,265,231
C2_06480W_A-T,332,306
C2_06490W_A-T,127,116
C2_06510W_A-T,12,13
C2_06520C_A-T,46,39
C2_06530W_A-T,56,50
C2_06540C_A-T,1394,1308
C2_06570C_A-T,10,19
C2_06590C_A-T,20,9
C2_06600W_A-T,92,77
C2_06620W_A-T,90,69
C2_06630C_A-T,53,32
C2_06640C_A-T,4142,3699
C2_06650C_A-T,107,64
C2_06660W_A-T,286,261
C2_06670C_A-T,250,235
C2_06680W_A-T,483,355
C2_06690C_A-T,70,66
C2_06700W_A-T,155,115
C2_06710W_A-T,36,41
C2_06720W_A-T,103,95
C2_06730W_A-T,4837,4031
C2_06740W_A-T,109,129
C2_06750C_A-T,206,203
C2_06760C_A-T,7,6
C2_06770W_A-T,357,286
C2_06780C_A-T,77,62
C2_06790W_A-T,105,84
C2_06800C_A-T,151,123
C2_06810C_A-T,15237,11422
C2_06820C_A-T,1023,955
C2_06830C_A-T,227,192
C2_06850W_A-T,147,147
C2_06860W_A-T,198,221
C2_06870C_A-T,29,35
C2_06880C_A-T,113,121
C2_06890C_A-T,401,264
C2_06910W_A-T,337,264
C2_06920C_A-T,406,366
C2_06930C_A-T,1,2
C2_06940C_A-T,66,72
C2_06950C_A-T,239,185
C2_06960W_A-T,2145,1855
C2_06970W_A-T,175,141
C2_06990W_A-T,9,9
C2_07000W_A-T,408,294
C2_07010W_A-T,906,788
C2_07020C_A-T,35,40
C2_07030C_A-T,859,658
C2_07040W_A-T,111,94
C2_07060W_A-T,86,102
C2_07070W_A-T,174,125
C2_07080C_A-T,232,195
C2_07090C_A-T,151,115
C2_07100W_A-T,499,430
C2_07110C_A-T,199,119
C2_07120W_A-T,600,466
C2_07130C_A-T,501,477
C2_07140W_A-T,518,417
C2_07160W_A-T,399,395
C2_07170C_A-T,48,51
C2_07180W_A-T,12,15
C2_07190C_A-T,2249,1628
C2_07200W_A-T,443,394
C2_07210C_A-T,255,178
C2_07220W_A-T,490,394
C2_07230C_A-T,9,14
C2_07240C_A-T,2,3
C2_07250C_A-T,2,3
C2_07260C_A-T,647,574
C2_07270W_A-T,112,82
C2_07280W_A-T,8,3
C2_07290W_A-T,2583,2022
C2_07300C_A-T,446,401
C2_07310W_A-T,1494,1411
C2_07320W_A-T,679,635
C2_07330W_A-T,389,299
C2_07340W_A-T,463,428
C2_07350W_A-T,392,430
C2_07360W_A-T,84,97
C2_07370W_A-T,114,116
C2_07380W_A-T,19395,14290
C2_07390C_A-T,185,199
C2_07400C_A-T,866,697
C2_07410W_A-T,112,131
C2_07420W_A-T,676,549
C2_07430C_A-T,99,46
C2_07440C_A-T,15,10
C2_07450C_A-T,482,417
C2_07460W_A-T,214,181
C2_07470W_A-T,194,159
C2_07480W_A-T,275,231
C2_07490W_A-T,1004,859
C2_07500C_A-T,133,97
C2_07510W_A-T,32,29
C2_07520C_A-T,154,159
C2_07540W_A-T,1256,1102
C2_07550W_A-T,1939,1683
C2_07560W_A-T,181,168
C2_07570W_A-T,22,26
C2_07580W_A-T,3,4
C2_07590W_A-T,891,705
C2_07600C_A-T,374,329
C2_07610C_A-T,327,313
C2_07620W_A-T,0,1
C2_07630C_A-T,19,15
C2_07640W_A-T,72,67
C2_07650C_A-T,381,346
C2_07660W_A-T,200,178
C2_07670C_A-T,121,102
C2_07680W_A-T,900,775
C2_07690W_A-T,30,28
C2_07710W_A-T,1,0
C2_07720C_A-T,35,30
C2_07730W_A-T,526,478
C2_07740W_A-T,375,307
C2_07750W_A-T,49,46
C2_07760W_A-T,46,41
C2_07770C_A-T,7,9
C2_07790C_A-T,7,2
C2_07800W_A-T,378,267
C2_07810W_A-T,221,247
C2_07820C_A-T,177,113
C2_07830W_A-T,167,145
C2_07860W_A-T,133,110
C2_07880W_A-T,117,98
C2_07890W_A-T,544,467
C2_07900W_A-T,731,606
C2_07910C_A-T,174,105
C2_07920W_A-T,106,97
C2_07930C_A-T,208,213
C2_07940C_A-T,123,102
C2_07950W_A-T,159,132
C2_07960C_A-T,479,413
C2_07980W_A-T,105,88
C2_08000C_A-T,4175,3464
C2_08010W_A-T,659,569
C2_08020C_A-T,468,468
C2_08040C_A-T,17291,13235
C2_08050C_A-T,17,13
C2_08060W_A-T,36,40
C2_08070C_A-T,431,422
C2_08080C_A-T,65,68
C2_08100W_A-T,160,134
C2_08110W_A-T,39,33
C2_08120W_A-T,46,57
C2_08130W_A-T,130,109
C2_08140C_A-T,1488,1368
C2_08160C_A-T,1649,1518
C2_08170W_A-T,2,1
C2_08180C_A-T,574,421
C2_08190W_A-T,522,454
C2_08200W_A-T,182,153
C2_08210C_A-T,0,1
C2_08240W_A-T,9,11
C2_08270C_A-T,190,159
C2_08280W_A-T,105,79
C2_08290C_A-T,15,5
C2_08300C_A-T,1,0
C2_08310W_A-T,223,237
C2_08320C_A-T,42,45
C2_08330W_A-T,19,15
C2_08370C_A-T,16018,12203
C2_08380C_A-T,88,86
C2_08390W_A-T,58,46
C2_08420W_A-T,49,73
C2_08450W_A-T,240,229
C2_08460C_A-T,37,27
C2_08470C_A-T,28,13
C2_08480W_A-T,537,436
C2_08490W_A-T,209,258
C2_08500W_A-T,929,832
C2_08510W_A-T,16,21
C2_08520C_A-T,3,1
C2_08530C_A-T,158,143
C2_08540C_A-T,49,42
C2_08550C_A-T,190,188
C2_08560W_A-T,154,124
C2_08570W_A-T,226,198
C2_08590W_A-T,9401,7498
C2_08600W_A-T,105,102
C2_08610W_A-T,1004,926
C2_08620W_A-T,112,89
C2_08630C_A-T,447,363
C2_08640C_A-T,68,77
C2_08650W_A-T,966,828
C2_08660C_A-T,16,9
C2_08670C_A-T,415,368
C2_08680W_A-T,130,126
C2_08690C_A-T,6,11
C2_08700C_A-T,66,65
C2_08710W_A-T,116,84
C2_08720W_A-T,152,111
C2_08730W_A-T,194,225
C2_08740W_A-T,18,9
C2_08750W_A-T,7,4
C2_08760C_A-T,3497,2894
C2_08770C_A-T,26,37
C2_08780W_A-T,1243,994
C2_08790W_A-T,161,175
C2_08800C_A-T,464,424
C2_08810C_A-T,6607,5246
C2_08820C_A-T,1,1
C2_08830W_A-T,83,90
C2_08840W_A-T,392,294
C2_08850C_A-T,44,40
C2_08860W_A-T,145,147
C2_08870C_A-T,964,961
C2_08890W_A-T,2,1
C2_08900W_A-T,1108,882
C2_08910C_A-T,74,71
C2_08920W_A-T,42,43
C2_08930W_A-T,782,612
C2_08940C_A-T,86,63
C2_08950W_A-T,34,16
C2_08960C_A-T,30,36
C2_08970C_A-T,26,41
C2_08990C_A-T,0,1
C2_09000C_A-T,33,29
C2_09010W_A-T,55,56
C2_09020W_A-T,707,684
C2_09030W_A-T,16,22
C2_09040W_A-T,362,344
C2_09050C_A-T,276,252
C2_09060C_A-T,10498,8699
C2_09070C_A-T,205,166
C2_09100C_A-T,82,55
C2_09120C_A-T,7,4
C2_09130C_A-T,1,1
C2_09140C_A-T,507,430
C2_09150W_A-T,168,182
C2_09160W_A-T,281,239
C2_09170W_A-T,454,452
C2_09180W_A-T,122,104
C2_09220W_A-T,277,132
C2_09230C_A-T,585,552
C2_09240C_A-T,14,18
C2_09250W_A-T,75,58
C2_09260C_A-T,346,268
C2_09270C_A-T,820,694
C2_09280C_A-T,8,18
C2_09290W_A-T,225,198
C2_09300W_A-T,90,86
C2_09310C_A-T,139,113
C2_09320C_A-T,2064,1520
C2_09350W_A-T,125,103
C2_09360W_A-T,124,105
C2_09370C_A-T,82,69
C2_09380W_A-T,505,390
C2_09390W_A-T,617,569
C2_09400C_A-T,581,493
C2_09420W_A-T,95,95
C2_09430W_A-T,38148,28924
C2_09460C_A-T,92,82
C2_09470C_A-T,66,76
C2_09480W_A-T,23,28
C2_09490W_A-T,82,109
C2_09500W_A-T,327,309
C2_09510C_A-T,325,271
C2_09520C_A-T,1492,1312
C2_09530W_A-T,1,8
C2_09560C_A-T,93,96
C2_09570C_A-T,90,75
C2_09580W_A-T,396,399
C2_09590C_A-T,29,22
C2_09600C_A-T,451,394
C2_09610W_A-T,87,67
C2_09620W_A-T,179,157
C2_09630C_A-T,38,29
C2_09640W_A-T,1385,1115
C2_09650W_A-T,1170,861
C2_09660W_A-T,735,630
C2_09670C_A-T,188,181
C2_09680W_A-T,55,50
C2_09690C_A-T,42,52
C2_09700W_A-T,32,22
C2_09710C_A-T,109,90
C2_09720W_A-T,4078,3284
C2_09730C_A-T,76,62
C2_09740W_A-T,1075,893
C2_09750W_A-T,1347,1075
C2_09760W_A-T,139,130
C2_09770C_A-T,63,44
C2_09780C_A-T,351,292
C2_09790W_A-T,43,40
C2_09800C_A-T,1,0
C2_09810C_A-T,1,0
C2_09820W_A-T,20,9
C2_09830C_A-T,942,833
C2_09840W_A-T,58,50
C2_09860C_A-T,1,1
C2_09870W_A-T,164,148
C2_09880C_A-T,4,3
C2_09890W_A-T,124,112
C2_09900C_A-T,1308,1240
C2_09910C_A-T,196,143
C2_09920W_A-T,68,71
C2_09930W_A-T,333,333
C2_09940W_A-T,339,273
C2_09950W_A-T,793,663
C2_09960W_A-T,73,73
C2_09970C_A-T,872,686
C2_09980W_A-T,221,199
C2_09990C_A-T,343,301
C2_10000C_A-T,0,1
C2_10010C_A-T,238,208
C2_10030C_A-T,5930,4891
C2_10050W_A-T,453,408
C2_10060C_A-T,105,118
C2_10070W_A-T,1,0
C2_10080W_A-T,209,179
C2_10090C_A-T,310,310
C2_10100W_A-T,98,85
C2_10110W_A-T,8889,6844
C2_10120W_A-T,204,187
C2_10130W_A-T,12,11
C2_10140W_A-T,97,114
C2_10150W_A-T,3,2
C2_10170C_A-T,315,317
C2_10180W_A-T,1,4
C2_10190C_A-T,173,141
C2_10200W_A-T,362,307
C2_10210C_A-T,1072,945
C2_10220C_A-T,155,141
C2_10230W_A-T,66,62
C2_10240W_A-T,659,600
C2_10250C_A-T,435,459
C2_10260C_A-T,301,268
C2_10270W_A-T,797,669
C2_10280C_A-T,502,393
C2_10290W_A-T,1911,1744
C2_10300C_A-T,7,11
C2_10310C_A-T,158,152
C2_10340W_A-T,151,116
C2_10350C_A-T,586,466
C2_10360C_A-T,584,492
C2_10420W_A-T,3,1
C2_10430C_A-T,49,37
C2_10440C_A-T,85,93
C2_10450W_A-T,40,20
C2_10460C_A-T,534,407
C2_10470C_A-T,329,257
C2_10480W_A-T,276,210
C2_10530C_A-T,141,128
C2_10540W_A-T,100,89
C2_10550C_A-T,2026,1949
C2_10560C_A-T,234,242
C2_10570W_A-T,87,99
C2_10580W_A-T,86,73
C2_10590W_A-T,299,321
C2_10600W_A-T,62,62
C2_10610W_A-T,151,138
C2_10620W_A-T,15475,14201
C2_10630W_A-T,45,38
C2_10640C_A-T,380,305
C2_10650W_A-T,24,11
C2_10660W_A-T,222,238
C2_10670W_A-T,1697,1361
C2_10680W_A-T,93,68
C2_10690W_A-T,264,266
C2_10700C_A-T,165,155
C2_10710W_A-T,2626,2200
C2_10720C_A-T,261,257
C2_10740C_A-T,536,444
C2_10750C_A-T,268,251
C2_10760C_A-T,206,157
C2_10770W_A-T,329,282
C2_10780C_A-T,5,6
C2_10790C_A-T,63,73
C2_10810W_A-T,141,91
C2_10820C_A-T,216,173
C2_10830W_A-T,297,305
C2_10840W_A-T,41,45
C2_10850C_A-T,232,176
C2_10860C_A-T,1117,954
C2_10870W_A-T,14,3
C3_00060W_A-T,1,5
C3_00090W_A-T,16287,13355
C3_00100W_A-T,70,69
C3_00110C_A-T,270,250
C3_00130C_A-T,857,737
C3_00160C_A-T,139,112
C3_00170C_A-T,815,799
C3_00180C_A-T,57,53
C3_00200C_A-T,645,555
C3_00210C_A-T,23,21
C3_00220W_A-T,29,26
C3_00230C_A-T,1,0
C3_00240C_A-T,1213,888
C3_00250C_A-T,1250,1276
C3_00260C_A-T,478,377
C3_00270C_A-T,215,168
C3_00280C_A-T,149,130
C3_00290W_A-T,1194,1056
C3_00300W_A-T,30,39
C3_00310C_A-T,44,38
C3_00320W_A-T,490,448
C3_00330W_A-T,984,822
C3_00340W_A-T,404,322
C3_00350W_A-T,183,135
C3_00360W_A-T,12,6
C3_00370C_A-T,528,397
C3_00380C_A-T,59,44
C3_00390W_A-T,22,23
C3_00400C_A-T,4,7
C3_00420W_A-T,165,156
C3_00430W_A-T,11,9
C3_00440W_A-T,2,0
C3_00450C_A-T,1039,955
C3_00460W_A-T,5704,4462
C3_00470W_A-T,291,282
C3_00480C_A-T,180,141
C3_00490W_A-T,156,139
C3_00500C_A-T,96,48
C3_00510W_A-T,37,33
C3_00520W_A-T,238,185
C3_00530C_A-T,64,77
C3_00540C_A-T,96,73
C3_00550C_A-T,287,241
C3_00560C_A-T,489,476
C3_00570C_A-T,367,272
C3_00580W_A-T,0,1
C3_00600W_A-T,1,0
C3_00610W_A-T,69,76
C3_00620C_A-T,121,90
C3_00630W_A-T,196,155
C3_00640W_A-T,361,344
C3_00650W_A-T,21,36
C3_00660W_A-T,216,186
C3_00670C_A-T,315,262
C3_00690C_A-T,74,71
C3_00700W_A-T,74,68
C3_00710W_A-T,488,377
C3_00720W_A-T,37592,29539
C3_00730W_A-T,294,267
C3_00750W_A-T,51,47
C3_00760W_A-T,979,792
C3_00770C_A-T,894,820
C3_00780W_A-T,126,124
C3_00790W_A-T,29,30
C3_00800W_A-T,173,146
C3_00810C_A-T,230,103
C3_00820W_A-T,417,357
C3_00830C_A-T,285,274
C3_00840C_A-T,206,144
C3_00850C_A-T,1220,1059
C3_00860W_A-T,141,135
C3_00880W_A-T,5001,4014
C3_00890C_A-T,78,39
C3_00900C_A-T,223,190
C3_00910W_A-T,2,0
C3_00920W_A-T,4,3
C3_00930W_A-T,266,205
C3_00940W_A-T,198,190
C3_00950C_A-T,226,195
C3_00960W_A-T,158,105
C3_00980W_A-T,401,439
C3_00990C_A-T,0,1
C3_01000W_A-T,1244,1000
C3_01020W_A-T,45,46
C3_01030W_A-T,435,426
C3_01040C_A-T,5,2
C3_01060W_A-T,3,0
C3_01070C_A-T,44,44
C3_01080W_A-T,422,350
C3_01090W_A-T,225,221
C3_01100W_A-T,144,112
C3_01110C_A-T,40,38
C3_01120W_A-T,182,180
C3_01130C_A-T,18,14
C3_01140W_A-T,65,76
C3_01150C_A-T,367,330
C3_01160W_A-T,168,150
C3_01170W_A-T,313,320
C3_01180C_A-T,60,70
C3_01190C_A-T,156,105
C3_01200W_A-T,736,705
C3_01210C_A-T,274,232
C3_01220W_A-T,5,5
C3_01250W_A-T,285,235
C3_01260C_A-T,1,4
C3_01280W_A-T,161,103
C3_01300C_A-T,295,205
C3_01310W_A-T,83,81
C3_01320C_A-T,76,65
C3_01330W_A-T,131,111
C3_01340W_A-T,15,20
C3_01350C_A-T,332,269
C3_01360C_A-T,71,61
C3_01370C_A-T,1,5
C3_01390C_A-T,414,334
C3_01400W_A-T,331,296
C3_01410C_A-T,1483,1147
C3_01420C_A-T,313,230
C3_01430W_A-T,292,239
C3_01440C_A-T,112,81
C3_01450C_A-T,372,377
C3_01460C_A-T,258,146
C3_01470W_A-T,330,262
C3_01480C_A-T,258,216
C3_01490W_A-T,25096,17637
C3_01500C_A-T,179,180
C3_01510W_A-T,81,69
C3_01520C_A-T,1196,935
C3_01530C_A-T,232,220
C3_01540W_A-T,4,4
C3_01550C_A-T,1536,1386
C3_01560W_A-T,938,763
C3_01570W_A-T,22,23
C3_01580W_A-T,52,46
C3_01590W_A-T,25,20
C3_01600W_A-T,709,622
C3_01610W_A-T,1895,1517
C3_01620W_A-T,21,17
C3_01630W_A-T,2813,2262
C3_01640C_A-T,0,1
C3_01670W_A-T,0,2
C3_01680C_A-T,87,69
C3_01690W_A-T,217,178
C3_01700W_A-T,689,613
C3_01710C_A-T,334,291
C3_01720C_A-T,1684,1485
C3_01730C_A-T,862,802
C3_01740C_A-T,1,0
C3_01750C_A-T,230,215
C3_01760W_A-T,766,675
C3_01770C_A-T,85,77
C3_01780C_A-T,88,56
C3_01790C_A-T,12,17
C3_01800C_A-T,221,177
C3_01810C_A-T,2689,2410
C3_01820W_A-T,25,28
C3_01830C_A-T,484,450
C3_01850W_A-T,792,756
C3_01860C_A-T,1889,1542
C3_01880W_A-T,161,194
C3_01890C_A-T,642,568
C3_01900C_A-T,9,14
C3_01910C_A-T,1117,826
C3_01930W_A-T,37,3
C3_01940C_A-T,48,40
C3_01950C_A-T,59,58
C3_01960C_A-T,452,322
C3_01970C_A-T,1,0
C3_01980C_A-T,1099,1165
C3_01990W_A-T,1672,1269
C3_02000W_A-T,171,142
C3_02010C_A-T,0,2
C3_02020W_A-T,1100,831
C3_02030W_A-T,320,290
C3_02040C_A-T,451,362
C3_02060W_A-T,8,1
C3_02070C_A-T,1,0
C3_02080W_A-T,43,46
C3_02090C_A-T,88,106
C3_02100W_A-T,61,75
C3_02110W_A-T,29134,20986
C3_02120W_A-T,169,158
C3_02130W_A-T,1055,908
C3_02140C_A-T,113,101
C3_02150C_A-T,3778,2779
C3_02160C_A-T,465,459
C3_02170C_A-T,704,568
C3_02180C_A-T,945,782
C3_02190C_A-T,1194,1103
C3_02200W_A-T,16,4
C3_02210C_A-T,185,159
C3_02220W_A-T,493,371
C3_02230C_A-T,185,161
C3_02240C_A-T,308,252
C3_02260C_A-T,251,234
C3_02270W_A-T,321,213
C3_02280C_A-T,2384,2095
C3_02290W_A-T,71,69
C3_02310W_A-T,53,61
C3_02320W_A-T,3017,2828
C3_02330C_A-T,5,1
C3_02340W_A-T,7,7
C3_02350W_A-T,1024,736
C3_02360C_A-T,1,5
C3_02370C_A-T,290,244
C3_02390W_A-T,20,18
C3_02400C_A-T,2759,2371
C3_02410C_A-T,35,34
C3_02420C_A-T,77,83
C3_02430W_A-T,478,420
C3_02440C_A-T,133,158
C3_02450W_A-T,345,280
C3_02460C_A-T,137,117
C3_02470C_A-T,25049,17149
C3_02480C_A-T,1410,1194
C3_02490C_A-T,995,871
C3_02500W_A-T,1045,953
C3_02510C_A-T,4,5
C3_02530W_A-T,347,295
C3_02540C_A-T,59,55
C3_02550C_A-T,92,77
C3_02560W_A-T,22,20
C3_02570W_A-T,4,7
C3_02580C_A-T,16,23
C3_02590W_A-T,225,202
C3_02600C_A-T,478,471
C3_02610C_A-T,258,211
C3_02620C_A-T,627,425
C3_02630C_A-T,49,29
C3_02640C_A-T,285,230
C3_02670W_A-T,80,74
C3_02680C_A-T,170,130
C3_02690C_A-T,271,249
C3_02700W_A-T,197,185
C3_02710W_A-T,529,586
C3_02720W_A-T,92,70
C3_02750W_A-T,1,0
C3_02760C_A-T,323,227
C3_02770C_A-T,26,19
C3_02780W_A-T,3774,3004
C3_02790W_A-T,11,12
C3_02800W_A-T,3,0
C3_02810C_A-T,323,263
C3_02820C_A-T,443,367
C3_02830W_A-T,165,154
C3_02840W_A-T,67,63
C3_02850C_A-T,21,33
C3_02860W_A-T,14,10
C3_02870C_A-T,2,4
C3_02920W_A-T,190,131
C3_02930W_A-T,2,1
C3_02940C_A-T,1643,1451
C3_02950C_A-T,604,525
C3_02960C_A-T,464,350
C3_02970C_A-T,42,60
C3_02980C_A-T,0,4
C3_03010C_A-T,268,225
C3_03030C_A-T,209,213
C3_03040W_A-T,2017,1673
C3_03050C_A-T,0,2
C3_03060W_A-T,96,101
C3_03070W_A-T,167,186
C3_03080W_A-T,93,81
C3_03090W_A-T,84,67
C3_03100C_A-T,234,207
C3_03110W_A-T,217,169
C3_03150W_A-T,86,61
C3_03160C_A-T,57,37
C3_03170W_A-T,746,711
C3_03180C_A-T,312,241
C3_03190C_A-T,107,102
C3_03200C_A-T,69,58
C3_03210W_A-T,57,61
C3_03230C_A-T,30,31
C3_03250W_A-T,265,261
C3_03260W_A-T,330,268
C3_03270W_A-T,56,47
C3_03280C_A-T,983,826
C3_03290C_A-T,72,73
C3_03300C_A-T,403,337
C3_03310C_A-T,82,63
C3_03320W_A-T,421,355
C3_03330C_A-T,106,89
C3_03340C_A-T,1103,993
C3_03360W_A-T,174,172
C3_03370C_A-T,93,71
C3_03380W_A-T,18,24
C3_03390C_A-T,449,449
C3_03400C_A-T,316,259
C3_03410C_A-T,560,533
C3_03420C_A-T,2234,1967
C3_03430C_A-T,55,45
C3_03440C_A-T,358,306
C3_03450C_A-T,3,1
C3_03460C_A-T,17,16
C3_03470W_A-T,116,100
C3_03480C_A-T,273,247
C3_03490W_A-T,1,3
C3_03500W_A-T,7,15
C3_03510C_A-T,220,148
C3_03520C_A-T,1008,782
C3_03530W_A-T,8,12
C3_03540W_A-T,137,96
C3_03550C_A-T,95,68
C3_03560W_A-T,122,106
C3_03580C_A-T,1,0
C3_03590W_A-T,120,157
C3_03640W_A-T,5,1
C3_03650W_A-T,650,567
C3_03660W_A-T,107,73
C3_03670W_A-T,117,116
C3_03680W_A-T,161,176
C3_03690W_A-T,8,5
C3_03710W_A-T,1520,1274
C3_03720W_A-T,192,133
C3_03730C_A-T,91,88
C3_03740W_A-T,92,58
C3_03750C_A-T,159,142
C3_03760W_A-T,66,45
C3_03770C_A-T,351,281
C3_03790W_A-T,903,672
C3_03800W_A-T,1788,1756
C3_03810W_A-T,141,112
C3_03820C_A-T,159,132
C3_03830W_A-T,122,102
C3_03840C_A-T,190,179
C3_03850C_A-T,202,196
C3_03860W_A-T,71,54
C3_03870C_A-T,608,513
C3_03880C_A-T,146,125
C3_03890W_A-T,179,132
C3_03900C_A-T,4692,3859
C3_03910W_A-T,3840,3058
C3_03920W_A-T,190,151
C3_03930W_A-T,169,135
C3_03980C_A-T,5,2
C3_03990C_A-T,7,3
C3_04000C_A-T,7,2
C3_04020C_A-T,19,24
C3_04030C_A-T,76,73
C3_04040W_A-T,0,1
C3_04060C_A-T,973,881
C3_04070C_A-T,16,12
C3_04080W_A-T,3664,2756
C3_04090W_A-T,3462,2337
C3_04100W_A-T,15,4
C3_04110C_A-T,153,141
C3_04120C_A-T,74,54
C3_04130W_A-T,97,111
C3_04140C_A-T,7696,5884
C3_04160W_A-T,1,1
C3_04170W_A-T,1,1
C3_04180W_A-T,711,637
C3_04190W_A-T,16,14
C3_04200W_A-T,2,2
C3_04210W_A-T,0,1
C3_04220C_A-T,232,209
C3_04230W_A-T,87,61
C3_04250W_A-T,207,186
C3_04260W_A-T,107,103
C3_04270C_A-T,402,323
C3_04290C_A-T,326,291
C3_04300C_A-T,442,409
C3_04320W_A-T,62,44
C3_04330C_A-T,64,48
C3_04340W_A-T,299,283
C3_04350C_A-T,0,1
C3_04360W_A-T,85,63
C3_04370C_A-T,366,304
C3_04380C_A-T,4352,3234
C3_04390W_A-T,2019,1860
C3_04400C_A-T,407,392
C3_04410C_A-T,132,132
C3_04420W_A-T,62,66
C3_04430W_A-T,4548,3779
C3_04460W_A-T,105,105
C3_04470W_A-T,560,503
C3_04480C_A-T,0,1
C3_04490W_A-T,164,144
C3_04500C_A-T,23460,18436
C3_04510W_A-T,637,487
C3_04520C_A-T,836,706
C3_04530C_A-T,135,107
C3_04540C_A-T,73,64
C3_04550C_A-T,127,93
C3_04560W_A-T,1734,1360
C3_04580C_A-T,51,45
C3_04590W_A-T,1976,1561
C3_04610W_A-T,135,107
C3_04620C_A-T,250,190
C3_04630W_A-T,113,101
C3_04640W_A-T,39,52
C3_04650W_A-T,19,10
C3_04660C_A-T,25,29
C3_04670C_A-T,17983,11729
C3_04680W_A-T,16910,11941
C3_04690C_A-T,49,42
C3_04700W_A-T,94,99
C3_04710W_A-T,39,27
C3_04720C_A-T,52,65
C3_04740C_A-T,54,35
C3_04750W_A-T,40,44
C3_04760C_A-T,350,313
C3_04770C_A-T,31,39
C3_04780C_A-T,241,206
C3_04790W_A-T,45,31
C3_04800C_A-T,68,73
C3_04810C_A-T,10637,7589
C3_04820C_A-T,793,672
C3_04830C_A-T,15468,12924
C3_04840C_A-T,2,2
C3_04860W_A-T,197,215
C3_04880W_A-T,513,446
C3_04890W_A-T,6,5
C3_04900W_A-T,707,575
C3_04910C_A-T,3676,3425
C3_04920C_A-T,189,162
C3_04930C_A-T,12,31
C3_04940W_A-T,143,163
C3_04950W_A-T,4466,3830
C3_04960W_A-T,13208,9246
C3_04970C_A-T,352,317
C3_04980W_A-T,5,2
C3_04990W_A-T,459,426
C3_05000W_A-T,1226,880
C3_05010C_A-T,108,86
C3_05020W_A-T,38,41
C3_05030W_A-T,704,730
C3_05040C_A-T,19,24
C3_05050W_A-T,1,0
C3_05060W_A-T,79,78
C3_05070W_A-T,129,116
C3_05080W_A-T,0,1
C3_05090C_A-T,32,35
C3_05100C_A-T,19527,19490
C3_05110W_A-T,132,115
C3_05120C_A-T,352,255
C3_05130C_A-T,4,4
C3_05140C_A-T,245,184
C3_05150W_A-T,1158,967
C3_05160C_A-T,1055,872
C3_05170W_A-T,116,134
C3_05180W_A-T,152,131
C3_05190C_A-T,833,642
C3_05200W_A-T,19072,13225
C3_05210C_A-T,174,163
C3_05220W_A-T,1178,986
C3_05230W_A-T,2,0
C3_05240C_A-T,27656,19702
C3_05250C_A-T,48,68
C3_05270C_A-T,37,41
C3_05280C_A-T,870,812
C3_05290C_A-T,120,103
C3_05300C_A-T,240,238
C3_05310W_A-T,335,278
C3_05320W_A-T,115,104
C3_05330C_A-T,26,27
C3_05340W_A-T,59,83
C3_05350C_A-T,136,137
C3_05360C_A-T,110,90
C3_05370C_A-T,30710,24361
C3_05380W_A-T,75,81
C3_05390C_A-T,32,26
C3_05400C_A-T,8,18
C3_05410W_A-T,233,258
C3_05420W_A-T,171,144
C3_05430W_A-T,94,107
C3_05440C_A-T,136,104
C3_05450C_A-T,29,32
C3_05460W_A-T,227,215
C3_05470W_A-T,87,92
C3_05510W_A-T,18,11
C3_05520C_A-T,1127,911
C3_05530W_A-T,828,641
C3_05540C_A-T,56,34
C3_05550C_A-T,138,108
C3_05560W_A-T,957,872
C3_05570W_A-T,74,78
C3_05580C_A-T,40,18
C3_05590C_A-T,2802,2543
C3_05610W_A-T,206,200
C3_05630W_A-T,3,0
C3_05640W_A-T,0,1
C3_05650W_A-T,848,722
C3_05670C_A-T,1,0
C3_05680W_A-T,241,240
C3_05700W_A-T,737,737
C3_05710W_A-T,1871,1834
C3_05720C_A-T,94,81
C3_05730C_A-T,302,271
C3_05740C_A-T,109,64
C3_05750C_A-T,1,0
C3_05760W_A-T,345,328
C3_05770C_A-T,202,188
C3_05780C_A-T,168,177
C3_05790C_A-T,43,31
C3_05800W_A-T,169,151
C3_05810C_A-T,84,60
C3_05830W_A-T,642,692
