,WT_1_FPKM,WT_2_FPKM,WT_3_FPKM,YCK2_1_FPKM,YCK2_2_FPKM,YCK2_3_FPKM
CAALFM_C103420WA,0,0,0,0,0,0
CAALFM_C103430WA,19.538158,20.229179,20.129937,24.416896,19.047077,22.672994
CAALFM_C103440CA,100.287385,93.165968,104.155873,82.64717,88.664735,86.924158
CAALFM_C103450CA,20.154396,23.032472,17.272014,21.839675,18.854738,17.947278
CAALFM_C103460CA,5.870903,2.655455,10.30579,5.296137,6.559483,6.281025
CAALFM_C103470CA,0.318393,0.236718,0.167961,0.286259,0.73372,0.145285
CAALFM_C103480CA,31.0125,27.921261,26.906472,30.257851,29.075336,25.383148
CAALFM_C103490WA,74.113001,82.263918,64.014993,107.414457,98.066291,116.581151
CAALFM_C103500WA,305.242786,308.583123,332.876889,332.727662,351.38671,362.174246
CAALFM_C103510CA,208.782697,281.506192,145.397043,153.591906,179.392173,146.637751
CAALFM_C103520WA,272.145556,297.979629,255.373522,246.058227,232.655702,228.769469
CAALFM_C103530WA,52.361182,54.055279,46.485242,41.44407,42.220147,39.871506
CAALFM_C103540CA,46.41975,48.050106,67.668876,58.982292,56.717267,72.532436
CAALFM_C103550CA,86.002908,102.092251,80.227213,71.681912,77.590342,68.227859
CAALFM_C103560CA,184.701913,176.894174,195.893246,130.400144,128.711216,133.305393
CAALFM_C103570CA,0,0,0,0,0,0
CAALFM_C103580WA,0,0,0,0.9581,0,1.212755
CAALFM_C103600WA,72.941522,87.402631,92.662703,111.838591,116.450532,117.021766
CAALFM_C103610CA,51.430291,50.511283,54.811524,35.548743,41.183079,44.023249
CAALFM_C103620CA,112.374216,91.368235,115.729878,60.049515,53.135556,73.062348
CAALFM_C103630WA,12.158169,9.529788,14.051077,12.4052,12.352372,13.625621
CAALFM_C103640CA,41.175533,36.556536,50.400809,43.956883,42.829271,48.218712
CAALFM_C103650CA,282.023612,285.225955,328.688777,274.38677,273.438769,301.860684
CAALFM_C103660WA,19.490233,13.514472,21.150652,17.263381,19.553473,21.988893
CAALFM_C103670CA,40.768672,46.911434,45.408999,59.740352,70.338978,66.776476
CAALFM_C103680WA,65.20652,49.643981,54.307935,31.548814,28.714982,31.582154
CAALFM_C103690WA,66.973797,68.46622,65.337879,61.539726,53.358992,63.07544
CAALFM_C103700CA,0,0,0,0,0,0
CAALFM_C103710CA,18.858119,14.682038,24.881466,30.463561,33.797054,28.028123
CAALFM_C103720CA,13.399678,17.560234,12.655114,37.229272,44.223368,38.901474
CAALFM_C103730CA,40.448079,43.792951,42.517482,53.88875,61.977183,52.955255
CAALFM_C103740WA,10.153838,8.409005,14.328306,12.585372,11.003382,11.940493
CAALFM_C103750WA,40.187931,71.302775,21.37592,22.262751,22.375592,24.655479
CAALFM_C103760CA,45.295754,44.230536,48.006873,56.616989,58.776955,59.624679
CAALFM_C103770WA,22.739209,14.463954,29.821503,30.913605,28.788795,34.228438
CAALFM_C103780CA,87.174503,85.005509,109.677567,73.697487,86.319588,82.228157
CAALFM_C103790CA,382.8246,350.515075,459.113425,327.896265,362.840635,425.835981
CAALFM_C103800WA,16.823532,9.804612,25.580908,20.702549,25.91156,28.879879
CAALFM_C103810CA,6.437075,3.16769,11.836821,7.913311,8.64655,9.612705
CAALFM_C103820WA,23.482485,21.127156,18.077512,29.180395,24.393045,20.587947
CAALFM_C103830CA,81.375954,62.949866,93.471338,73.134857,76.510333,98.678222
CAALFM_C103840WA,4.285885,3.910776,6.974105,11.011445,6.750109,7.888649
CAALFM_C103860CA,16.481535,13.424074,18.543873,20.613747,22.736198,16.739691
CAALFM_C103870CA,30.91476,42.948118,19.428708,17.489226,17.66854,13.543159
CAALFM_C103880CA,0.035335,0,0.327014,0,0,0
CAALFM_C103890WA,0,0,0.393432,0,0.023384,0.127937
CAALFM_C103900WA,26.827326,18.629611,26.348772,17.654686,21.09547,23.390229
CAALFM_C103910CA,9.186713,6.798373,14.059598,12.699175,10.715769,11.284848
CAALFM_C103920CA,5.187654,3.928448,7.891302,6.854224,8.017513,6.791108
CAALFM_C103930WA,20.607376,18.247648,20.160938,21.907828,27.590538,22.674068
CAALFM_C103940WA,518.233222,502.232318,539.892846,619.842783,685.388657,635.690123
CAALFM_C103950CA,8.06418,9.380301,9.779001,11.499577,8.261866,11.804034
CAALFM_C103960CA,5.476022,6.861034,5.263895,6.71394,8.494524,8.592841
CAALFM_C103980WA,10.577372,10.595262,10.56108,13.641458,13.134623,12.938194
CAALFM_C103990WA,59.319453,60.032622,49.431416,50.6302,45.885262,47.262184
CAALFM_C104000CA,15.895771,14.433496,19.899607,23.319626,25.14168,27.125301
CAALFM_C104010CA,2.192421,1.684747,0.610933,11.691477,11.687211,9.056727
CAALFM_C104020CA,11.177057,14.910278,11.259315,61.566758,56.712339,41.024346
CAALFM_C104030WA,18.264128,18.326922,20.97788,21.404768,24.87462,24.456092
CAALFM_C104040CA,88.63578,70.559718,101.721227,68.42966,70.348545,81.156994
CAALFM_C104050CA,0.17275,0.014118,0,0.107446,0.257038,0
CAALFM_C104060WA,5.862149,7.052244,4.918236,15.489807,18.012257,14.747618
CAALFM_C104070CA,13.96114,12.247762,17.384903,17.783324,17.505156,20.284663
CAALFM_C104080WA,14.887624,10.695103,14.056323,14.2124,15.731795,15.602425
CAALFM_C104090CA,11.762079,7.112331,13.15587,10.140378,10.032727,12.613293
CAALFM_C104100CA,1397.519306,1337.651199,1355.848289,1549.059849,1660.972144,1623.928252
CAALFM_C104110WA,3.003384,3.56279,5.137251,6.948389,6.765326,8.179009
CAALFM_C104120CA,24.241346,22.5467,29.584127,26.981184,31.786851,33.185972
CAALFM_C104130WA,89.276424,70.450176,121.330993,95.093277,106.838122,108.324066
CAALFM_C104140WA,0.786387,2.682203,1.364947,4.306634,3.198913,3.298539
CAALFM_C104150CA,7.432895,6.494055,7.592291,11.417644,7.859376,8.328849
CAALFM_C104160CA,7.317908,5.680092,8.714592,6.502103,9.595186,8.947371
CAALFM_C104170CA,1419.915604,1165.429798,2376.532844,1962.272003,1955.591725,2074.763352
CAALFM_C104180WA,1535.452496,1163.901975,2419.846227,1952.388148,1995.038308,2032.562572
CAALFM_C104190CA,33.596094,28.316611,37.224109,45.937444,45.012562,46.54447
CAALFM_C104200CA,43.064814,44.873743,54.002648,59.757037,70.958164,62.807841
CAALFM_C104210CA,137.743405,144.897064,157.144961,158.352004,176.751816,168.005304
CAALFM_C104220CA,49.666043,51.607655,36.64797,50.265485,52.22296,51.674937
CAALFM_C104230WA,81.498066,75.468417,91.699749,71.544144,55.944848,72.623591
CAALFM_C104260WA,1839.135967,1494.291024,3010.026904,2637.718591,2549.991487,2614.035985
CAALFM_C104270CA,0.717939,0.450819,0.19113,0.867554,0.762293,0.885219
CAALFM_C104280CA,9.925792,13.612552,12.054598,14.286965,16.138603,12.440456
CAALFM_C104300CA,62.556672,57.342465,73.592516,61.786284,80.583348,60.364128
CAALFM_C104300CA,1960.502741,1779.698566,1947.511874,1826.720264,1623.452347,1725.357712
CAALFM_C104310CA,9.995358,9.754518,7.580354,8.084813,7.986175,8.727725
CAALFM_C104320WA,88.700057,137.70212,30.252228,34.359483,33.721547,29.556134
CAALFM_C104330WA,48.98219,30.989093,57.759359,122.964928,100.664641,95.420036
CAALFM_C104340CA,10.140703,11.717628,13.132284,11.541111,14.150587,16.143176
CAALFM_C104350CA,4.190442,2.97526,4.52469,4.292561,3.389617,4.549041
CAALFM_C104360CA,1175.043089,1101.590633,1128.188755,1164.239409,1284.176867,1293.191249
CAALFM_C104370CA,222.278807,194.787703,251.674841,207.326968,236.244706,233.953111
CAALFM_C104380WA,79.645091,81.715637,77.78178,83.697035,75.831983,81.38052
CAALFM_C104390CA,151.12259,118.241404,181.494321,121.844852,130.015415,146.334103
CAALFM_C104400CA,360.188102,388.96117,359.021007,114.800979,108.745608,96.975156
CAALFM_C104410CA,116.237124,132.269217,123.202688,119.595976,113.630449,127.926937
CAALFM_C104420CA,206.102086,210.161752,203.794261,202.895279,214.29015,224.029092
CAALFM_C104430CA,43.991368,42.413585,46.505301,55.384832,60.400626,58.451157
CAALFM_C104440WA,0.117993,0.490657,0.142775,0.56217,0.497041,0.409052
CAALFM_C104450CA,188.938725,148.030356,200.164894,147.224271,169.912307,125.507118
CAALFM_C104460CA,3.299522,2.605183,2.695955,22.245889,21.957669,20.83784
CAALFM_C104470CA,11.122262,8.746767,11.523426,33.382833,33.402489,32.636055
CAALFM_C104480CA,16.724949,18.572414,11.870082,22.559311,16.51606,12.891649
CAALFM_C104490WA,124.631412,120.098502,123.502173,104.734474,92.349008,102.768588
CAALFM_C104500WA,1.598838,1.809896,2.290892,62.511831,129.99614,58.811995
CAALFM_C104510WA,16.013509,7.024445,25.764962,14.024102,16.6282,23.011554
CAALFM_C104520CA,105.007402,108.821179,101.145938,104.006531,102.229216,97.749455
CAALFM_C104530CA,36.203597,35.441504,44.77435,33.296051,31.431861,33.23075
CAALFM_C104540CA,20.234924,21.420389,18.7888,20.244002,18.72616,18.013578
CAALFM_C104550WA,44.344975,43.13652,50.988212,38.142344,48.865707,44.672894
CAALFM_C104560WA,10.179503,10.865615,6.995592,10.430085,9.108178,10.520619
CAALFM_C104570CA,7.048083,5.428593,10.289833,7.98733,9.343023,9.272807
CAALFM_C104580CA,24.523909,30.644187,26.524638,26.99527,26.107678,27.185252
CAALFM_C104590WA,715.893941,981.968807,262.193255,292.104965,229.523734,141.058374
CAALFM_C104600CA,163.132922,146.89185,195.39501,171.206898,189.41317,188.77439
CAALFM_C104610WA,1881.44157,1786.831159,1973.390609,1819.09284,1914.457375,1806.918473
CAALFM_C104620WA,50.606467,39.489828,61.713192,65.103096,74.411537,68.787425
CAALFM_C104630CA,11.694176,10.571352,17.079835,16.792283,20.308081,16.802226
CAALFM_C104640WA,37.06495,41.279774,37.350185,49.625793,50.031298,50.861596
CAALFM_C104650WA,0.26903,0.458724,0.215851,1.169672,5.957916,1.107176
CAALFM_C104660WA,3.704742,2.63955,4.255256,6.60347,10.702787,5.804738
CAALFM_C104670WA,46.72884,47.33363,55.357307,50.671952,57.914232,58.193024
CAALFM_C104680WA,428.691198,443.197229,384.637729,832.902328,808.493636,818.831708
CAALFM_C104690CA,0.029641,0,0.062215,0,0.17344,0.105587
CAALFM_C104700CA,2.970346,4.158704,1.772843,4.8346,4.964425,3.557712
CAALFM_C104710CA,71.738572,39.303943,93.620905,76.53546,80.900157,99.134011
CAALFM_C104720WA,108.118072,81.225443,109.30103,90.370204,104.978841,103.217783
CAALFM_C104730CA,158.523227,144.043222,175.005412,128.927425,145.01966,145.641282
CAALFM_C104740WA,20.523575,21.129614,17.172747,14.085757,16.119961,12.813585
CAALFM_C104750WA,1.799277,1.985222,2.17556,1.249478,1.06833,1.173466
CAALFM_C104760CA,10.239074,10.526291,11.376248,7.44314,2.740623,4.926182
CAALFM_C104770CA,74.015284,86.594338,48.827936,45.197779,51.541612,37.354956
CAALFM_C104780CA,19.108627,19.428968,21.410243,27.266459,27.159947,23.665171
CAALFM_C104790WA,97.644272,84.370969,90.513546,92.147108,43.465091,96.083359
CAALFM_C104800CA,0.018772,0.052766,0.167782,0.175822,0.157467,0
CAALFM_C104810WA,10.818346,13.435746,11.119214,12.754552,9.925395,13.866618
CAALFM_C104820CA,151.117821,135.374244,173.454337,170.89869,189.207937,191.187927
CAALFM_C104830WA,97.748822,98.941784,108.6071,115.764722,116.408819,110.720928
CAALFM_C104840CA,42.592595,30.503138,44.432657,36.443798,39.886139,42.245517
CAALFM_C104850CA,31.500516,28.109781,48.439006,34.541438,33.760798,26.242772
CAALFM_C104860WA,29.393732,30.12155,31.77355,37.157003,39.190284,35.387698
CAALFM_C104870WA,0.796182,0.630687,1.883353,3.153773,3.280499,1.433801
CAALFM_C104880CA,167.201344,137.354462,180.333736,154.780386,172.042583,177.131364
CAALFM_C104890WA,571.48866,532.947557,624.663036,488.647842,516.206376,553.917925
CAALFM_C104900WA,10.177348,10.076921,9.301704,16.134143,11.339949,17.171396
CAALFM_C104910CA,62.270121,61.758251,48.605732,52.014377,49.070354,55.194098
CAALFM_C104930CA,1.974996,0.450186,1.44737,5.329921,3.710902,4.251582
CAALFM_C104940CA,0.574345,0.609161,3.318003,0.948306,1.190516,0.754111
CAALFM_C104950CA,23.530054,17.965812,20.186229,28.501925,30.424765,19.836827
CAALFM_C104960CA,20.714034,23.056156,17.841488,16.920684,18.474358,15.064796
CAALFM_C104970WA,61.782175,50.475979,65.797736,63.80965,77.427568,63.647917
CAALFM_C104980CA,69.869516,64.956542,61.770365,72.49382,77.656077,71.36237
CAALFM_C104990CA,40.285169,36.542183,36.778652,25.527921,29.952633,27.97205
CAALFM_C105000WA,121.229762,98.859027,77.172901,56.704701,50.540989,51.007288
CAALFM_C105010CA,21.454935,25.560533,23.626108,38.420967,34.678224,42.522003
CAALFM_C105020CA,13.433458,13.325006,13.721034,17.61431,17.92676,12.798972
CAALFM_C105030CA,33.423287,38.771838,28.997659,23.131497,21.402576,20.91821
CAALFM_C105050CA,86.494511,70.249249,103.324337,75.198891,76.294237,83.670163
CAALFM_C105060WA,95.07056,61.610381,126.488847,85.697438,94.513892,119.422788
CAALFM_C105070CA,10.789799,10.471571,16.55049,18.326369,20.440844,15.189481
CAALFM_C105080WA,1.925891,1.989951,2.092498,6.155204,8.722434,6.354152
CAALFM_C105090WA,39.608259,13.59902,43.164533,42.352084,35.948868,38.273852
CAALFM_C105100WA,17.391577,16.589753,18.93869,20.530157,17.047699,18.825083
CAALFM_C105110CA,566.92181,518.582136,627.458912,555.009849,578.31357,601.823321
CAALFM_C105120WA,14.02915,15.999118,13.796799,17.181635,15.339822,16.682661
CAALFM_C105140WA,32.583107,91.921677,12.525508,226.905785,165.207419,127.325426
CAALFM_C105150CA,0.488351,0.627892,0.507291,0.684208,0.812812,0.620345
CAALFM_C105160CA,59.31766,85.720479,9.574787,105.831033,52.493404,31.275282
CAALFM_C105170CA,77.313252,91.806763,71.822259,94.270037,87.117766,83.586998
CAALFM_C105180CA,128.460034,0.897795,1.028401,1.145471,1.005762,1.336554
CAALFM_C105190CA,311.853303,280.337754,368.583802,332.396625,372.564519,388.275346
CAALFM_C105200CA,15.490751,16.052089,15.305959,25.995592,28.620334,27.940129
CAALFM_C105210CA,108.182428,88.255534,149.55647,90.916143,108.753333,122.351927
CAALFM_C105220CA,16.576445,8.122924,30.001222,18.494875,17.807688,21.92772
CAALFM_C105230WA,68.151147,56.005027,83.163063,54.966458,58.213594,74.532201
CAALFM_C105240CA,233.589228,268.058639,236.135738,205.463799,191.887465,190.168562
CAALFM_C105250WA,0,0.210737,0,0,0,0
CAALFM_C105260CA,31.938654,32.277541,31.37926,30.981786,26.747158,28.990861
CAALFM_C105270CA,173.226554,156.07097,217.378168,173.665288,204.356737,204.979996
CAALFM_C105280WA,17.130904,17.04023,18.497163,21.285895,18.910613,19.377706
CAALFM_C105290WA,337.2192,340.242405,354.667725,269.32101,278.915489,286.945188
CAALFM_C105300CA,41.927629,63.281599,29.337847,43.941352,41.768734,39.746241
CAALFM_C105310WA,0,0,0,0,0,0
CAALFM_C105320CA,12.744057,14.516273,16.904076,23.213266,19.811779,21.463805
CAALFM_C105330CA,15.399721,9.26724,25.972436,17.086405,17.740667,20.765377
CAALFM_C105340CA,21.038697,19.156517,30.004441,31.749643,33.743825,32.056182
CAALFM_C105350WA,10.234841,14.675855,13.011197,15.269462,19.343792,17.717528
CAALFM_C105360CA,55.878614,49.776584,67.784871,45.522539,46.435529,53.121259
CAALFM_C105370CA,7.123974,7.049561,7.415905,13.227777,10.936466,9.971064
CAALFM_C105380CA,15.8621,11.8945,18.835152,12.593028,12.797749,12.579738
CAALFM_C105390CA,36.920745,35.875634,44.866753,43.727687,41.086921,44.150253
CAALFM_C105400CA,27.868677,24.298282,29.847687,27.056697,30.700205,27.515376
CAALFM_C105410CA,184.866993,182.469656,192.507026,154.662342,167.060863,173.873736
CAALFM_C105420WA,77.931788,69.03969,68.176308,61.369578,55.672923,67.742102
CAALFM_C105430WA,18.665255,15.507605,24.580147,19.545819,23.167297,20.576024
CAALFM_C105440CA,1.663528,1.924455,0.942319,5.350673,4.202212,1.92731
CAALFM_C105450WA,0,0,0,0,0,0
CAALFM_C105460WA,17.966002,19.28494,17.59012,22.134126,21.224196,19.253007
CAALFM_C105470WA,36.322265,30.74026,50.055261,68.219043,72.513973,79.713649
CAALFM_C105480CA,1.223221,1.793282,2.326,2.858112,3.30803,2.779784
CAALFM_C105490CA,131.162423,140.844068,131.04609,179.738325,194.630975,174.163111
CAALFM_C105500WA,32.282318,21.639978,47.993822,41.01037,48.697985,50.815579
CAALFM_C105510CA,100.81984,95.361435,96.398884,80.595335,88.838103,85.111522
CAALFM_C105520WA,5.303165,11.831789,3.551967,7.39072,5.805269,3.748734
CAALFM_C105530CA,69.083645,87.493382,106.504113,98.146589,105.117777,99.678025
CAALFM_C105540CA,40.541793,49.844688,14.940819,27.153018,24.57344,23.177949
CAALFM_C105550CA,0,0,0,0.290906,0.269243,0
CAALFM_C105560WA,144.964371,149.712153,110.712705,113.547964,125.107952,139.377944
CAALFM_C105570WA,0,0,0,0,0,0
CAALFM_C105580WA,0,0,0,0,0,0
CAALFM_C105590WA,0,0,0,0,0,0
CAALFM_C105600WA,6.774457,6.154095,6.794658,6.275616,5.985096,6.077557
CAALFM_C105610WA,24.488486,23.901007,28.244902,22.942247,23.426735,22.361459
CAALFM_C105620CA,5.890285,3.068432,9.299838,7.394428,6.833616,7.367946
CAALFM_C105630CA,365.402214,363.822106,388.704824,267.62181,289.287233,298.589787
CAALFM_C105640CA,58.558642,49.4066,69.152206,54.904223,56.363108,66.107994
CAALFM_C105650WA,47.031151,37.722364,54.040959,42.271619,44.313193,49.980342
CAALFM_C105660CA,70.079052,60.789068,80.0106,67.970427,66.093928,63.266031
CAALFM_C105670WA,56.717646,67.938784,52.642846,56.273618,58.599279,55.830002
CAALFM_C105680CA,272.21872,316.105184,329.835858,271.942393,258.063698,301.665807
CAALFM_C105690CA,0,0.094262,0.158911,0.21433,0.148649,0
CAALFM_C105700WA,33.459544,36.147851,26.174198,41.862983,46.608604,37.639981
CAALFM_C105710CA,2.874056,1.952132,3.518904,4.7395,7.208888,4.058578
CAALFM_C105720WA,4209.754338,4149.926507,4387.521842,2945.696708,2930.482779,3173.960301
CAALFM_C105730WA,13.352828,14.658849,11.645586,7.859204,13.213036,10.952397
CAALFM_C105740CA,0.871486,2.252927,1.091847,13.039695,12.951916,1.356726
CAALFM_C105740CA,1510.915241,1199.99972,2682.297513,2322.768186,2325.261635,2438.986884
CAALFM_C105750CA,19.571381,16.085228,18.64497,17.959519,17.503788,16.073446
CAALFM_C105760CA,22.630723,19.360593,25.867171,6.468873,12.390578,7.214864
CAALFM_C105770CA,14.868873,14.614673,16.125828,20.614262,22.540575,24.296844
CAALFM_C105780WA,56.083586,53.52193,62.433242,59.73969,55.370177,58.704817
CAALFM_C105790WA,168.8374,177.051143,198.671889,158.243455,163.191772,182.251807
CAALFM_C105800CA,27.156785,20.975109,27.181336,24.863032,25.875012,27.173934
CAALFM_C105810WA,118.750057,111.293638,112.780318,93.022751,97.883251,112.30685
CAALFM_C105820CA,16.062871,19.233667,17.541794,23.367524,20.065591,21.602876
CAALFM_C105830WA,0,0,0,5.135519,4.980174,4.171561
CAALFM_C105840WA,15.673305,16.664176,15.425638,17.288867,21.650336,19.030878
CAALFM_C105850WA,68.813992,56.339234,68.153339,62.604069,52.157136,57.312494
CAALFM_C105860WA,10.450915,9.763011,13.802835,20.84322,19.329654,19.565012
CAALFM_C105870WA,20.821511,20.329463,24.440064,25.509434,18.826143,23.269645
CAALFM_C105880WA,63.558036,54.558121,58.8708,99.540404,85.475537,93.480411
CAALFM_C105890WA,0.716642,0.488285,0.470234,2.509916,2.807349,3.550905
CAALFM_C105900WA,8.186999,13.124022,12.579302,26.927004,34.157048,30.203741
CAALFM_C105910WA,13.301028,14.403953,14.361963,23.86874,28.177641,21.087209
CAALFM_C105920WA,0.61617,1.87484,0.988482,15.03808,23.526906,21.031204
CAALFM_C105930CA,13.728349,14.385723,14.45117,17.968011,18.56032,16.777048
CAALFM_C105940WA,78.333405,73.687832,80.742827,70.278551,63.219194,67.053146
CAALFM_C105950CA,54.050415,51.1804,42.768322,48.029121,43.266823,55.845678
CAALFM_C105960WA,105.691086,123.614207,73.981527,99.792823,84.873777,113.287329
CAALFM_C105970WA,0.066425,0.101319,0,0.681814,0.186956,0.307597
CAALFM_C105980WA,23.876938,25.59969,28.274006,29.574722,31.474895,31.327965
CAALFM_C105990CA,10.364993,10.002695,12.750614,23.909101,30.682379,22.065369
CAALFM_C106000WA,0.214168,0.135664,0.470266,0.896128,0.955893,0.541585
CAALFM_C106010WA,40.881522,33.644933,53.582343,56.767074,65.417277,73.109581
CAALFM_C106020WA,23.782155,24.443603,22.947115,26.638461,26.020461,25.907577
CAALFM_C106030CA,12.138619,11.19654,14.830557,18.955111,17.292713,14.456407
CAALFM_C106040WA,9.202056,8.697531,11.060112,10.982823,10.918223,10.183587
CAALFM_C106050CA,903.683027,832.134812,837.275768,811.343222,845.982498,883.780157
CAALFM_C106060CA,257.270726,233.950688,270.158813,298.781547,328.642824,323.866109
CAALFM_C106070WA,216.903564,187.716192,293.030536,260.6355,277.932166,286.745964
CAALFM_C106080CA,62.766822,64.016238,52.930647,79.061658,75.676615,68.527973
CAALFM_C106090CA,20.499619,16.82073,30.05089,19.883882,22.724262,23.864133
CAALFM_C106100CA,581.366733,534.653008,631.023933,476.815169,514.001516,532.588585
