Gene_name,R1_T36_1,R1_T36_2,R1_T36_3,R1_Ctl_1,R1_Ctl_2,R1_Ctl_3
orf19.7311,48,20,44,8,10,34
orf19.7316,145,99,128,47,49,91
orf19.732,177,176,174,294,268,109
orf19.7321,1715,973,1372,116,151,272
orf19.7322,1045,704,1154,224,253,766
orf19.7326,467,434,436,96,114,398
orf19.7328,11080,9309,11170,2674,3180,5705
orf19.7329,7319,4758,6632,6989,7243,6654
orf19.733,634,568,729,339,397,402
orf19.7330,1,3,3,0,0,1
orf19.7336,1,2,2,2,0,1
orf19.7337,222,207,125,48,41,93
orf19.7340,0,1,0,0,0,0
orf19.7341,1563,709,929,189,211,742
orf19.7341.1,77,52,83,52,27,74
orf19.7343,109,80,90,13,9,41
orf19.7344,194,118,133,15,14,73
orf19.7345,62,66,54,14,14,20
orf19.7347,470,279,432,67,65,185
orf19.7348,0,0,0,0,0,0
orf19.7353,269,249,174,64,52,123
orf19.7356,120,103,192,101,81,57
orf19.7357,379,242,521,162,129,423
orf19.7360,41,20,31,5,1,9
orf19.7361,85,155,100,20,17,75
orf19.7364,2,8,13,3,5,4
orf19.7365,83,54,56,11,10,27
orf19.7366,40,40,48,12,5,41
orf19.7368,2657,2014,2559,972,1109,1509
orf19.7370,110,229,194,322,298,204
orf19.7375,77,54,64,0,5,30
orf19.7376,140,130,127,26,30,113
orf19.7378,1314,1135,1073,341,304,399
orf19.7380,345,540,345,145,168,260
orf19.7385,36,10,49,13,11,13
orf19.7386,404,532,735,162,155,520
orf19.7393,823,938,1118,550,660,945
orf19.7395,1,0,0,0,0,0
orf19.7396,165,131,87,19,26,59
orf19.7397,345,425,291,147,165,362
orf19.7397.1,0,0,0,0,0,0
orf19.7397.3,0,0,0,0,0,0
orf19.7398,0,0,0,0,0,0
orf19.7403,497,445,626,93,110,263
orf19.7404,3621,3238,2821,2843,2716,2405
orf19.7405,167,105,141,31,33,149
orf19.7406,318,270,391,108,122,258
orf19.7409.1,16,11,21,1,1,8
orf19.741,0,0,0,0,0,0
orf19.7420,92,77,81,16,23,31
orf19.7422,434,1066,849,340,399,954
orf19.7425,953,821,711,447,467,702
orf19.7426,412,554,558,392,474,454
orf19.7427,740,1325,1121,1705,1819,1731
orf19.7433,2863,3323,2492,1432,1397,2047
orf19.7437,878,1307,698,414,353,339
orf19.7441,355,274,275,43,66,166
orf19.7442,327,305,382,160,157,259
orf19.7443,15,29,20,9,1,10
orf19.7444,113,70,54,14,6,14
orf19.7445,1027,548,819,179,184,596
orf19.7449,92,100,108,13,7,44
orf19.7450,700,219,429,30,40,146
orf19.7452,144,108,119,15,10,54
orf19.7453,83,80,69,6,7,25
orf19.7455,40,42,61,7,11,11
orf19.7456,854,352,1237,123,119,204
orf19.7457,135,104,140,16,16,15
orf19.7458,151,89,121,23,17,43
orf19.7459,9916,6527,12408,3239,3477,11037
orf19.746,84,93,110,13,13,48
orf19.7460,81,117,82,22,19,89
orf19.7463,34,61,42,25,33,29
orf19.7464,1,4,4,1,2,0
orf19.7468,388,252,83,65,57,119
orf19.7473,183,81,104,10,20,35
orf19.7478,425,489,471,96,83,463
orf19.748,758,787,804,151,162,534
orf19.7480,1,3,3,3,0,1
orf19.7482,0,0,0,0,0,0
orf19.7485,1084,1293,1479,315,385,955
orf19.7487,1585,2208,2779,1650,1845,2578
orf19.7488,178,141,203,45,37,131
orf19.7489,1706,2290,1815,1142,1151,1531
orf19.7489.3,21,14,26,5,4,29
orf19.7490,53,73,99,50,45,41
orf19.7494,153,208,125,108,119,163
orf19.7495,70,42,44,66,58,28
orf19.7497,445,367,264,58,75,214
orf19.7499,1849,1920,1199,1209,1214,1444
orf19.7499.1,44,22,15,17,7,19
orf19.750,30,16,36,36,42,15
orf19.7502,48,115,59,82,33,59
orf19.7504,21898,17206,27669,9791,11345,14656
orf19.7506,458,318,286,44,54,143
orf19.7507,169,132,90,36,37,51
orf19.751,445,235,667,70,85,160
orf19.7511,1844,2319,2147,1392,1675,3282
orf19.7512,201,191,176,140,190,171
orf19.7516,507,417,312,218,225,391
orf19.7519,425,254,283,90,74,193
orf19.752,1645,947,1886,533,614,1700
orf19.7522,3765,2181,2559,1296,1438,1474
orf19.7527,725,779,595,244,272,345
orf19.7531,5248,5355,7186,3742,3854,2137
orf19.7538,1568,1499,757,589,603,491
orf19.7539.1,1433,1203,1816,1153,1205,550
orf19.7545,118,263,298,172,187,537
orf19.7546,292,442,515,73,79,376
orf19.7547,277,141,257,87,84,154
orf19.7552,215,580,402,81,105,370
orf19.7553,36,23,27,8,1,6
orf19.7554,193,371,212,247,207,302
orf19.7555,18,8,10,0,6,5
orf19.7556,54,65,69,34,29,42
orf19.7566,323,849,380,1446,1762,476
orf19.7567,254,367,264,189,174,369
orf19.7568,7,13,14,5,1,10
orf19.757,1026,633,914,167,213,387
orf19.757.1,2,1,2,0,0,0
orf19.7574,403,654,431,147,136,317
orf19.7576,116,117,119,45,30,67
orf19.7578,647,426,717,89,88,197
orf19.758,50,24,56,12,11,45
orf19.7580,676,398,347,260,197,346
orf19.7581,1104,632,481,146,154,371
orf19.7588,53,48,38,12,12,22
orf19.7589,209,136,180,9,15,128
orf19.7590,2202,2747,2068,1064,1163,2556
orf19.7593,209,313,350,162,183,482
orf19.7594,34,25,25,11,6,35
orf19.7595,104,87,84,44,40,60
orf19.7596,44,49,48,12,17,65
orf19.7598,1691,937,1494,183,199,402
orf19.760,180,136,186,24,27,257
orf19.7601,204,148,166,49,73,179
orf19.7603,46,45,67,7,12,33
orf19.7604,1584,1131,1356,370,352,768
orf19.7606,7,16,16,23,11,10
orf19.7608,2,0,1,0,0,2
orf19.7614,120,48,61,17,25,35
orf19.7615,152,90,139,70,60,95
orf19.7617,901,690,713,252,236,561
orf19.7618,399,822,472,402,420,715
orf19.7619,221,368,245,76,70,258
orf19.762,14,15,16,18,22,18
orf19.7620,21,16,5,4,5,13
orf19.7621,267,223,217,80,111,219
orf19.7624,233,597,329,114,124,349
orf19.7627,288,341,388,244,294,258
orf19.7629,279,360,258,119,137,184
orf19.763,463,442,471,128,126,277
orf19.7632,699,580,696,284,290,349
orf19.764,812,468,757,105,99,307
orf19.7642,807,768,573,258,270,353
orf19.7643,3646,4071,4076,5001,5030,3670
orf19.7644,284,252,260,295,334,298
orf19.7645,1416,1674,1664,1431,1465,1577
orf19.7646,208,222,139,81,91,127
orf19.7648,190,427,229,353,411,293
orf19.7662,1153,751,664,225,240,653
orf19.7663,582,399,402,209,200,327
orf19.7664,397,341,391,189,192,590
orf19.7665,138,149,142,53,44,126
orf19.7666,239,274,245,174,177,247
orf19.7670,1118,1807,991,2098,2000,1341
orf19.7672,2056,2526,2566,3091,3088,1910
orf19.7673,1071,1174,1173,863,753,911
orf19.7675,419,618,410,182,166,277
orf19.77.1,0,0,0,0,0,0
orf19.772.1,16,14,25,12,7,22
orf19.773,15,35,32,9,2,22
orf19.775,486,310,406,74,71,229
orf19.776,0,2,2,1,0,1
orf19.782,552,640,688,153,179,335
orf19.783,1266,1441,1473,495,505,594
orf19.787,13,2,5,0,4,2
orf19.787.1,63,13,34,7,5,26
orf19.789.1,78,73,55,11,4,40
orf19.792,2,6,7,2,2,11
orf19.8,27,31,43,22,16,10
orf19.804,248,245,170,221,217,233
orf19.804.1,348,145,211,96,83,232
orf19.805,349,408,248,99,99,170
orf19.808,628,594,496,75,85,198
orf19.809,146,366,272,60,67,324
orf19.81,14,33,17,7,6,7
orf19.810,160,103,103,81,98,144
orf19.811,792,259,568,40,59,158
orf19.812,13,8,10,16,12,14
orf19.813,339,1953,1357,317,380,1109
orf19.819,448,364,512,207,214,715
orf19.823,0,0,0,0,0,0
orf19.827,311,221,168,66,70,116
orf19.8278,2,2,1,1,0,1
orf19.828,423,571,386,83,98,474
orf19.831,246,161,211,18,20,79
orf19.834,353,448,474,121,132,208
orf19.835,1450,986,898,163,160,379
orf19.836,79,34,30,2,6,12
orf19.836.1,60,43,73,18,7,134
orf19.839,556,676,577,229,249,868
orf19.841,1674,1292,1178,107,106,256
orf19.843,422,416,350,68,72,206
orf19.846,777,708,544,127,165,318
orf19.849,0,0,1,0,1,0
orf19.850,138,165,167,74,73,104
orf19.851,16,8,19,0,2,5
orf19.855,9,7,7,15,17,3
orf19.86,801,804,718,473,472,534
orf19.862,102,127,67,44,36,56
orf19.863,506,754,543,194,206,615
orf19.864,561,437,449,76,94,326
orf19.867,1209,895,1349,220,285,435
orf19.871,810,530,921,141,154,599
orf19.872,177,174,86,28,21,40
orf19.873,2,3,0,0,0,1
orf19.874,891,604,590,95,102,211
orf19.875,369,480,443,118,133,297
orf19.879,392,346,474,140,159,318
orf19.880,2279,2669,2453,1537,1788,2936
orf19.891,1616,1582,1712,518,658,1577
orf19.894,996,514,851,79,99,215
orf19.899,198,237,444,113,94,194
orf19.9,66,57,29,55,49,22
orf19.90,529,520,1278,363,387,1175
orf19.904,434,219,303,25,30,136
orf19.909.1,50,41,103,10,3,98
orf19.91,71,100,65,21,16,42
orf19.913.2,1322,1313,674,528,477,743
orf19.915,176,86,159,29,25,53
orf19.916,534,799,725,583,498,448
orf19.92,3446,2428,2629,419,514,1093
orf19.927,5,4,6,3,0,6
orf19.928,157,133,126,17,18,86
orf19.929,7,14,24,16,16,39
orf19.93,849,961,905,701,654,440
orf19.931,409,398,541,146,148,323
orf19.932,618,477,530,229,217,428
orf19.933,600,444,568,169,194,350
orf19.934,37,26,25,9,12,24
orf19.936,0,0,3,1,2,0
orf19.937,0,1,0,0,0,0
orf19.938,3,4,5,0,1,5
orf19.94,57,118,138,14,29,48
orf19.948,0,0,0,0,1,0
orf19.949,491,385,394,77,95,201
orf19.95,78,90,91,63,56,107
orf19.951,526,384,436,96,75,147
orf19.952,179,117,89,65,71,78
orf19.954,366,421,348,116,148,264
orf19.955,542,299,195,71,88,223
orf19.956,279,299,255,117,126,162
orf19.961.2,391,319,234,129,151,264
orf19.962,116,138,155,55,43,154
orf19.967,902,1154,1227,1582,1614,1914
orf19.969,1117,2220,2158,2471,2686,3419
orf19.970,119,221,167,133,160,388
orf19.972,113,93,93,115,117,85
orf19.980,840,1588,1215,936,1097,1436
orf19.985,394,490,354,103,116,346
orf19.988,499,502,636,267,337,276
orf19.989,939,986,823,275,302,875
orf19.993,791,366,444,254,313,538
orf19.994,73,130,137,162,171,159
orf19.996,70,73,147,64,77,102
orf19.998,243,213,132,22,26,65
ORF298,1946,1362,1021,733,767,1048
ORM1,970,913,1215,790,824,619
OSH3,1228,1769,1311,317,375,518
OSM1,27014,21524,18490,4996,5383,9523
OSM2,50,239,53,30,82,83
OST1,3767,4028,4457,2135,2347,1608
OXR1,339,180,371,43,48,101
OYE2,321,279,406,98,100,267
OYE22,41,45,93,17,18,44
OYE23,147,139,78,132,148,92
OYE32,950,1504,1807,1881,1996,1341
PAD1,106,71,105,35,35,86
PAM16,144,194,160,183,128,138
PAM17,1113,844,1006,389,364,915
PAM18,186,280,182,163,128,216
PAN1,2997,3877,2733,1348,1495,1682
PAN3,862,695,749,143,129,361
PAN6,196,307,223,72,66,257
PAP1,648,566,533,262,257,390
PBP2,2066,2102,1531,608,707,1164
PBR1,2,0,8,9,2,4
PBS2,3733,2684,2804,1198,1254,1768
PCD1,135,127,137,27,26,81
PCK1,588,408,1430,273,312,1582
PCL1,19,45,46,17,29,33
PCL2,91,35,52,5,4,45
PCL5,26,54,90,34,30,58
PCL7,1019,799,528,210,198,370
PCT1,1246,725,776,126,84,446
PDA1,31197,23671,19183,17478,18532,15272
PDB1,13447,8686,13227,5873,6946,8862
PDC11,267672,243929,165888,181954,205891,252943
PDC12,233,206,219,200,264,144
PDC2,254,321,238,178,177,198
PDE1,298,349,174,99,126,197
PDE2,597,1580,839,661,810,872
PDI1,33332,24241,41480,4756,5469,8142
PDK2,122,278,155,19,25,55
PDR16,92,57,52,71,70,95
PDR17,1029,633,493,355,449,623
PDR6,573,446,450,209,239,495
PDS5,628,545,558,311,373,757
PDX1,5016,2653,2933,860,896,2486
PDX3,3961,3076,2342,740,704,2313
PEA2,262,279,173,52,72,111
PEL1,1130,1118,1429,372,387,807
PEP1,2123,1430,1712,533,561,1311
PEP3,205,165,227,36,38,124
PEP7,370,277,256,65,79,99
PEP8,1184,910,811,315,340,332
PES 1.00,691,1262,1196,407,467,1306
PET100,331,290,410,90,87,367
PET127,114,365,300,68,81,281
PET9,22170,27614,26868,45394,49589,37164
PEX1,160,167,230,22,27,138
PEX11,40,127,108,63,64,112
PEX12,78,100,123,28,15,52
PEX13,350,286,272,81,73,142
PEX14,272,312,283,39,34,145
PEX17,51,33,45,19,8,21
PEX19,1109,1218,870,330,346,547
PEX2,209,288,315,120,127,172
PEX22,240,125,243,32,25,96
PEX3,150,272,349,63,83,193
PEX4,29,76,30,16,37,35
PEX5,1314,791,1187,282,308,494
PEX6,108,267,341,33,31,73
PEX7,301,344,361,147,176,168
PEX8,119,161,175,53,43,57
PFK1,34241,18521,15379,9646,10486,16949
PFK2,65139,39473,27212,20041,21336,27750
PFK26,3535,1364,2057,365,381,1147
PFY1,6439,5802,7282,4320,4206,3477
PGA1,502,467,548,453,432,208
PGA10,7751,12268,10812,40951,39317,36186
PGA11,32,25,30,64,76,37
PGA12,2,0,0,2,5,0
PGA13,197,629,766,155,140,411
PGA14,5401,3930,4287,10484,9960,7083
PGA15,27,36,59,21,27,48
PGA16,0,0,0,0,0,0
PGA17,19,10,24,4,6,20
PGA18,777,1433,720,2201,2386,1561
PGA19,2,1,1,2,1,1
PGA22,4,4,2,13,9,4
PGA23,198,780,622,92,48,14
PGA25,489,820,602,765,840,689
PGA26,27,110,19,105,110,123
PGA27,87,91,72,21,24,62
PGA28,11,11,19,16,11,21
PGA30,0,0,0,0,0,0
PGA31,40,21,10,55,65,19
PGA32,102,180,155,507,506,639
PGA33,1531,1321,1144,1790,1472,768
PGA34,0,1,3,180,163,29
PGA37,7,30,14,16,21,6
PGA38,347,1657,947,651,761,770
PGA39,2,1,0,0,0,1
PGA4,3795,4374,2314,8261,8207,4986
PGA41,24,44,38,24,24,25
PGA42,9,13,17,7,8,8
PGA43,99,71,94,50,54,86
PGA44,40,61,77,62,53,64
PGA45,7629,6014,9414,7443,7379,10180
PGA46,8,1,2,1,0,1
PGA48,1422,995,886,862,799,354
PGA49,200,215,275,193,276,295
PGA5,6,3,1,1,1,1
PGA50,0,2,0,0,1,0
PGA52,12018,18390,18325,12228,12558,8644
PGA53,674,565,750,1086,1164,3065
PGA54,4017,4587,2630,5223,6010,2948
PGA55,479,593,644,787,860,961
PGA56,10352,8720,14376,28147,21485,11859
PGA57,33,190,43,140,128,33
PGA58,7,15,12,16,12,3
PGA59,9991,21224,12018,92926,70253,16142
PGA6,475,869,441,293,382,578
PGA60,8,20,8,10,5,5
PGA61,31,51,46,40,25,43
PGA62,33200,37994,31206,94461,85708,52841
PGA63,9957,13333,12180,7617,7807,5692
PGA7,1183,615,1833,9828,9901,8748
PGI1,68760,67016,60591,56223,63047,70794
PGK 1.00,281841,202644,233731,158789,173250,206646
PGM2,3011,2626,3243,1163,1333,1937
PHA2,148,162,123,35,34,124
PHB1,458,664,576,187,202,267
PHB2,745,647,993,142,140,489
PHHB,210,151,208,168,154,297
PHM5,881,995,702,249,291,462
PHM7,2182,3050,2207,4260,5001,3639
PHO100,1,2,2,21,33,15
PHO112,26,15,55,32,23,59
PHO113,384,169,261,162,228,347
PHO114,151,188,188,83,93,110
PHO13,324,377,316,137,143,160
PHO15,4946,2298,2862,1636,1852,2137
PHO23,303,315,293,117,121,179
PHO4,385,305,247,142,143,238
PHO8,20,33,24,23,21,23
PHO81,136,167,134,62,70,95
PHO84,278,844,5586,16883,19464,19890
PHO85,2987,2391,3175,853,968,1104
PHO86,131,281,319,167,195,421
PHO87,756,1209,1200,564,612,1358
PHO88,3121,3441,4249,5805,6031,4808
PHO89,17,47,47,121,139,123
PHO91,1504,1313,2118,721,868,1371
PHR1,7833,22407,11748,38531,42317,16487
PHR2,30545,26625,25417,13200,14636,20028
PHR3,537,1219,1161,1186,1279,1002
PIF1,1044,834,564,255,265,506
PIKA,1272,738,1339,141,161,370
PIL1,7298,8313,6905,5728,6912,9490
PIM1,2207,2065,2629,270,333,875
PIN3,5562,4327,4543,1921,1801,2901
PIN4,1079,998,1036,166,190,459
PIR1,912,2726,1094,288,371,311
PIR32,12,6,10,5,4,8
PKC1,2792,2339,2102,906,941,1598
PKH2,1787,2161,1547,494,502,894
PKH3,992,692,692,151,145,300
PLB1,4752,896,1506,1265,1434,1995
PLB2,133,241,229,271,293,342
PLB3,3327,3549,3192,978,1084,1792
PLB4.5,5876,3345,6623,7493,8469,13299
PLB5,1215,1555,2134,7086,8441,2877
PLC1,173,203,175,56,69,107
PLC2,1582,2531,2455,805,959,987
PLD1,3635,4134,3701,1503,1909,2521
PMA1,12313,6996,6897,15556,17972,14396
PMC1,1443,2993,2980,821,905,1399
PMI1,12690,8106,10119,1451,1747,2203
PMM1,1129,925,1722,476,223,424
PMR1,3365,4122,3863,2466,2565,2151
PMS1,142,89,70,22,17,81
PMT1,11863,12122,13066,3702,4189,4045
PMT2,10264,11118,16401,5393,6165,6117
PMT4,15185,16921,21491,7697,8474,7553
PMT5,515,675,782,301,334,500
PMT6,2251,2885,1492,1663,1775,1402
PNC1,301,175,279,71,75,119
PNG2,4436,6255,7736,1478,1841,5044
PNP1,1688,1737,1617,1164,1140,1003
POB3,2656,1800,1879,361,434,849
POL1,1446,1263,1351,470,525,1094
POL2,437,544,451,155,185,551
POL3,739,843,660,214,213,614
POL30,780,1005,1232,450,432,1264
POL32,460,254,252,61,60,171
POL5,298,452,392,70,75,216
POL93,479,291,311,235,243,274
POM152,708,1044,644,329,342,694
POP2,518,664,481,162,146,433
POP3,105,222,188,82,91,288
POP4,126,164,95,41,49,143
POR1,36704,33572,44184,32288,35787,40901
POS5,684,681,622,163,191,484
POT1,297,644,797,439,584,735
POT1-2,270,201,239,84,92,125
POX1,654,435,876,362,413,667
POX1-3,235,948,887,185,223,795
POX18,4,5,3,0,1,0
PPE1,392,320,356,178,197,309
PPG1,379,431,335,388,426,370
PPH21,2814,2407,2353,1857,2059,1569
PPH3,254,124,160,124,141,145
PPR1,11,26,9,15,10,10
PPS1,209,102,155,159,125,89
PPT1,71,111,87,16,6,57
PPZ1,732,502,867,125,148,295
PR26,5801,3318,5053,1425,1586,2300
PRA1,18,24,29,15,12,25
PRB1,402,533,727,856,1051,864
PRC2,208,509,502,280,320,461
PRC3,376,641,728,572,639,1041
PRD1,4939,3596,4339,453,540,1524
PRE1,2612,1809,2177,668,734,1385
PRE10,1816,1222,2295,374,390,873
PRE2,3583,2898,4707,2144,2367,3245
PRE3,960,498,1090,222,225,575
PRE5,2112,1535,1775,478,481,808
PRE6,3606,2320,3639,1117,1105,1722
PRE8,1572,1032,1216,306,331,842
PRE9,2093,1564,2474,1026,1210,1144
PRI2,34,27,46,11,10,23
PRK1,2571,1611,1652,211,267,455
PRM1,16,17,18,4,13,8
PRM9,6,7,7,2,1,3
PRN1,50,117,62,59,67,112
PRN2,111,109,111,32,28,62
PRN3,106,182,121,91,80,148
PRN4,219,218,280,42,59,125
PRO1,1709,1497,1522,886,1016,979
PRO2,634,682,720,285,265,421
PRO3,2003,1278,1006,886,941,939
PRP13,816,977,873,179,180,329
PRP22,269,313,289,124,146,250
PRP3,103,220,116,44,39,96
PRP39,23,38,26,5,5,11
PRP42,177,235,122,37,49,97
PRP45,82,72,49,15,9,44
PRP5,209,542,348,91,80,237
PRP8,811,1105,1028,1027,1175,1227
PRR2,46,64,42,29,29,52
PRS,159,273,215,55,51,127
PRS1,589,1533,1040,1995,2353,2581
PRS5,898,1337,1046,799,924,1364
PRT1,1959,2092,2064,782,877,2341
PRX1,152,723,479,471,442,310
PRY1,0,4,2,0,3,2
PSA2,974,1418,2173,293,359,1127
PSD2,989,670,1437,313,393,901
PSF1,21,11,13,3,4,11
PSF2,294,120,181,15,13,45
PSF3,108,88,50,52,38,77
PSO2,40,33,40,26,55,70
PSP1,674,578,537,161,185,320
PST1,974,1140,3200,1426,1438,3394
PST2,103,151,315,130,131,375
PST3,12489,19284,14717,10779,10630,6873
PSY2,164,123,138,16,24,31
PTC1,1112,780,827,361,425,448
PTC2,2016,2103,2722,383,432,1401
PTC4,310,171,276,39,41,99
PTC5,465,671,432,365,370,419
PTC6,528,506,360,253,289,296
PTC7,2087,1850,1802,899,869,979
PTC8,84,137,133,91,105,103
PTH1,403,444,452,173,233,316
PTH2,162,167,130,151,222,191
PTK2,942,1891,1213,1308,1532,1146
PTP1,2216,1651,1408,1473,1540,1564
PTP2,352,176,263,13,23,45
PTP3,9578,5194,10462,3576,3858,13289
PTR2,4,2,4,3,6,2
PTR22,3081,3909,3123,3871,4522,6890
PTR3,162,169,173,52,52,92
PUF3,161,499,371,288,251,311
PUP1,4385,3177,3410,1905,2111,1818
PUP2,3183,2094,3527,927,1039,1358
PUP3,1382,927,1844,595,579,981
PUS4,355,446,485,103,124,311
PUS7,157,357,430,46,45,284
PUT1,2161,690,662,438,392,495
PUT2,5949,2488,1996,4188,4736,3175
PUT3,880,705,562,286,275,469
PUT4,27,29,34,13,8,26
PWP1,535,726,890,187,226,827
PWP2,668,1190,1394,694,763,1767
PXA1,123,180,233,40,39,58
PXA2,84,171,168,81,93,89
PXP2,13,40,53,9,10,71
PYC2,3063,5058,1701,2092,2337,1845
PZF1,53,195,135,21,30,99
QCR2,1940,2216,2056,1203,1314,2172
QCR7,74,31,66,10,4,32
QCR8,1058,979,735,749,719,1034
QCR9,330,145,167,76,54,143
QDR1,6302,4755,9543,5227,5675,9790
QDR2,630,1260,614,1136,1128,887
QDR3,44,113,56,83,110,74
RAC1,1430,1377,1711,2392,2556,1537
RAD1,473,446,452,146,182,344
RAD10,185,151,116,46,43,62
RAD14,248,214,193,31,36,80
RAD16,888,535,625,186,199,495
RAD18,151,106,88,36,39,83
RAD2,218,202,169,39,41,93
RAD23,1904,2089,1943,721,737,1042
RAD3,1535,1615,1780,1826,1759,1193
RAD32,438,760,434,145,145,431
RAD50,735,653,778,63,83,238
RAD51,1346,995,875,517,568,804
RAD52,677,352,333,48,56,152
RAD53,524,407,238,149,166,242
RAD54,349,221,143,57,78,184
RAD57,257,154,157,93,92,102
RAD59,204,156,204,20,12,82
RAD6,741,567,567,409,399,469
RAD7,267,200,309,60,65,161
RAD9,113,95,102,12,12,50
RAM1,133,110,110,16,9,54
RAM2,126,133,113,30,39,82
RAP1,252,305,148,104,99,139
RAS1,751,873,1100,500,475,838
RAS2,352,370,317,124,127,278
RAT1,500,907,733,149,157,687
RAV2,243,119,210,28,40,68
RAX1,1598,1554,1872,2284,2509,2112
RAX2,921,876,1146,517,647,746
RBD1,1397,1277,1696,685,800,829
RBE1,156,611,196,403,447,191
RBF1,326,390,111,123,82,74
RBK1,293,664,477,140,149,257
RBP1,666,560,1644,280,229,1178
RBR1,3,1,7,0,3,0
RBR2,16,30,56,37,39,28
RBR3,633,1055,661,764,782,703
RBT1,1560,2617,861,2312,2843,633
RBT4,3721,3111,4180,8791,10055,3166
RBT5,3060,2625,9376,85740,76511,43082
RBT7,7,9,6,8,13,43
RCA1,484,517,510,232,162,248
RCE1,526,514,493,503,542,805
RCF3,329,246,279,41,36,124
RCH1,235,211,218,564,559,540
RCK2,1693,1731,1392,400,448,876
RCL1,451,898,643,793,950,1108
RCN1,87,85,69,12,9,32
RCT1,52412,58489,62218,20212,19014,15108
RCY1,107,111,83,18,22,71
RDH54,601,607,537,711,772,834
RDI1,5076,4112,5334,1367,1355,1965
REG1,1578,1366,1474,386,472,765
REI1,190,488,384,98,138,343
REP1,74,138,50,20,23,46
RET2,5667,3868,5744,1150,1270,1589
REV3,480,463,696,235,311,482
REX2,51,59,96,16,12,79
REX3,52,67,53,7,10,48
RFA1,3305,2482,2202,1048,1131,2051
RFA2,1388,1117,1236,520,542,996
RFC1,1283,1083,981,122,119,435
RFC2,422,316,328,64,59,101
RFC4,1307,957,989,561,577,1195
RFC5,520,407,435,94,104,302
RFC52,0,0,0,0,0,0
RFG1,1022,659,914,798,839,1214
RFX1,161,269,168,56,42,109
RFX2,682,520,578,736,857,561
RGA2,893,842,875,318,401,602
RGD1,345,297,282,100,124,112
RGD3,1314,866,707,104,119,169
RGS2,13,5,14,2,0,5
RGT1,47,74,89,14,9,25
RHB1,186,167,303,138,121,134
RHD 1.00,177,265,117,4,7,36
RHD 2.00,100,126,219,111,97,233
RHD 3.00,2588,555,512,711,845,928
RHO1,3161,2717,3057,3857,3876,2903
RHO2,988,763,1129,674,736,626
RHO3,5052,3869,5385,3037,3190,1916
RHR2,29557,37029,33173,35926,38495,32952
RIA1,744,927,728,356,422,719
RIB1,830,686,526,207,227,307
RIB3,1573,1211,1180,478,519,1081
RIB4,2595,2503,3891,1438,1588,2644
RIB5,1761,1714,1736,1056,1070,1533
RIC1,182,121,176,23,28,61
RIM1,2568,1796,2609,1619,1635,1379
RIM101,2986,5417,3224,1322,1547,2249
RIM11,0,0,0,0,0,0
RIM13,466,326,449,76,67,231
RIM15,843,904,1113,240,269,465
RIM2,352,570,645,245,258,559
RIM20,450,305,405,52,58,189
RIM21,296,280,331,162,214,283
RIM8,2212,1405,1981,480,492,1193
RIM9,107,204,198,160,166,139
RIO2,1112,1126,1183,670,740,1306
RIP1,5518,6021,4209,6160,6174,7015
RIT1,360,314,411,399,384,531
RIX7,475,850,544,364,460,633
RKI1,29,40,28,13,10,56
RLI1,4446,5991,5607,4025,4361,6835
RLM1,367,341,224,112,120,275
RLP24,180,260,378,63,77,265
RME1,30,15,11,15,18,13
RMP1,16,42,15,3,3,9
RMS1,107,234,155,46,43,96
RMT2,154,179,151,43,55,184
RNA1,2186,1678,1793,480,481,1233
RNH1,1826,1529,2512,1995,2223,2350
RNH35,316,139,122,49,62,119
RNR1,8217,8956,8467,8941,10145,10464
RNR21,9327,7369,9697,6412,7372,13684
RNR22,4761,4070,4274,1637,1699,2568
RNR3,94,265,371,122,133,425
RNY11,11,2,9,3,1,5
ROB1,3651,2235,2582,520,528,1813
ROD1,872,1003,884,317,338,576
ROM2,3608,2837,3265,920,1010,2190
ROT1,97,117,145,51,39,82
ROT2,672,768,671,291,308,846
RPA12,58,106,108,37,51,126
RPA135,1592,2236,2684,2309,2815,4530
RPA190,1054,1356,2053,690,768,3114
RPA34,226,279,310,96,126,308
RPB11,119,67,230,21,15,178
RPB4,108,113,79,22,18,50
RPB7,363,430,314,435,459,275
RPB8,84,97,96,46,51,99
RPC10,846,568,787,615,521,840
RPC11,348,460,341,540,600,591
RPC19,16,34,50,14,11,48
RPC31,153,217,191,38,49,126
RPC40,493,570,829,128,157,828
RPC53,230,465,304,68,80,223
RPD3,407,308,433,67,93,214
RPD31,841,812,674,168,202,261
RPF1,370,611,508,152,156,400
RPF2,126,165,292,43,49,307
RPG1A,1056,1261,1105,411,444,817
RPL10,18191,15978,14233,7869,8823,18801
RPL10A,18582,19146,22681,15331,18188,35450
RPL11,9064,9289,9169,4622,4681,10840
RPL12,16634,17199,17250,12068,13207,24067
RPL13,15636,14777,9817,5907,5936,13625
RPL14,5361,4662,6303,3833,3905,9229
RPL15A,18504,17106,12233,9120,8823,16580
RPL16A,21335,22762,18933,12181,13273,31072
RPL17B,6279,6003,5650,1996,2052,7631
RPL18,15219,14812,13046,17369,18050,20707
RPL19A,24214,22768,14493,9611,9621,20162
RPL2,41855,45409,41953,32687,33010,52889
RPL20B,4716,4676,5881,1716,2009,7926
RPL21A,21755,20511,22106,13147,14632,32206
RPL23A,17367,18298,18544,19508,19837,26115
RPL24A,8277,7526,7685,2888,3218,8572
RPL25,16060,14802,17279,5796,6093,26379
