,WT_YPD.30C_1,WT_YPD.30C_2,WT_YPD.30C_3,WT_YPDserum.37C_1,WT_YPDserum.37C_2,WT_YPDserum.37C_3,WT_LI_1,WT_LI_2,WT_LI_3,WT_LI_4,WT_LI_5,ume6_YPD.30C_1,ume6_YPD.30C_2,ume6_YPD.30C_3,ume6_YPDserum.37C_1,ume6_YPDserum.37C_2,ume6_YPDserum.37C_3,ume6_LI_1,ume6_LI_2,ume6_LI_3,ume6_LI_4,ume6_LI_5
orf19.6127,612.369,618.492,739.776,772.099,906.27,683.225,1017.57,1073.81,1003.74,801.482,773.745,543.317,803.11,811.344,725.189,742.3,604.085,1047.33,981.648,952.456,928.092,929.405
orf19.6129,28.0008,29.0295,54.5469,46.3066,87.6296,66.9672,86.5925,65.681,94.6801,118.85,121.115,24.4211,50.9972,45.0427,61.1352,80.3059,37.2886,138.813,147.898,187.387,84.5456,129.259
orf19.6131,17.9227,19.2852,22.3666,35.6853,32.5001,31.1481,38.2091,35.5454,42.3399,52.3416,32.7145,19.9627,25.1878,26.0771,30.5122,27.4433,20.4964,28.0153,27.6886,29.19,24.9422,31.5697
orf19.6132,41.0467,30.3433,62.5162,24.7151,75.6031,88.5321,352.047,303.974,281.002,390.755,234.233,28.3061,43.5385,58.4685,23.8047,45.263,29.4333,309.514,310.587,358.96,360.388,370.467
orf19.6133,7.28539,6.39648,10.0398,14.2567,15.5219,16.0302,16.7776,14.5789,16.7679,16.4523,17.5106,7.22441,9.2243,10.1085,19.0634,15.7763,11.9897,16.191,18.7661,20.864,12.4613,16.2247
orf19.6134,11.9854,16.6999,23.6989,18.0105,28.7978,20.4078,43.3371,38.8215,43.6219,37.679,34.3072,10.5937,22.1318,21.0965,16.9197,16.6201,11.0581,33.0018,36.2202,25.4318,29.6128,35.1168
orf19.6135,11.0154,13.9457,19.6063,12.0161,24.4498,17.5133,49.7266,42.1617,46.0983,51.5756,37.3115,7.85061,22.508,19.8598,11.5417,15.0623,9.39498,42.1939,40.9845,40.4546,36.4718,47.3952
orf19.6135.1,16.6986,22.9971,32.3477,11.011,38.9751,37.347,24.6771,43.5011,79.9419,61.871,50.9054,2.61084,7.05524,10.4095,32.7144,30.5496,16.8743,72.5341,78.8006,78.0503,84.9894,16.4283
orf19.6136,19.9318,22.1864,37.5318,43.6736,80.0185,63.5666,110.699,98.8372,120.289,146.13,136.909,24.8637,38.2568,39.2941,46.3067,55.2979,25.1511,165.482,174.365,253.409,130.436,175.755
orf19.6137,1.55875,1,2.33222,1.80548,5.82927,4.99179,5.38072,3.93991,3.27887,5.85096,8.29102,1.88748,2.20328,2.32259,3.87854,5.0866,2.46143,6.58688,6.61859,20.061,7.9489,11.5332
orf19.6139,6.4471,1.97965,18.5653,34.5707,53.5939,39.2624,3.52868,7.63421,6.31105,5.15806,5.07198,9.71803,8.48947,14.4881,22.9464,23.7282,14.4095,3.45522,3.8138,2.8813,2.41237,5.40023
orf19.6140,2.9934,1,9.49739,20.6364,38.2018,27.5176,1.17217,2.70004,2.42964,1,1.7523,3.62703,4.55509,5.29069,14.3739,15.0541,7.77457,1.75566,1,1.17688,1.59362,1.03629
orf19.6143,1.04522,1,1.57863,1.77535,2.00713,2.77058,12.9693,21.3444,10.7659,9.01536,10.481,1.23124,1.72488,1.06642,2.30988,2.11969,2.17609,8.4049,12.204,11.0746,10.4787,10.6659
orf19.6146,93.924,118.326,111.593,342.433,316.843,401.823,181.136,176.492,128.424,198.895,156.68,185.589,112.833,116.338,256.688,251.491,323.24,186.83,209.58,253.503,138.113,145.384
orf19.6147,301.09,387.481,298.292,220.276,214.565,228.122,147.667,171.968,156.3,181.011,193.961,230.034,337.813,354.253,370.831,321.453,275.163,118.148,163.884,160.269,125.594,89.3894
orf19.6148,1,1,1,20.1576,20.4613,20.0136,7.92335,47.3944,15.7032,20.6738,12.7056,1,1,1.05942,1.6284,1.61036,1,2.0954,1.859,2.74702,1.82024,2.35991
orf19.6151,58.9505,71.5044,69.3708,62.7057,81.1177,73.973,136.385,117.726,93.9026,105.656,115.293,39.4383,88.8688,65.4015,66.6904,59.5528,47.2743,134.632,114.899,142.201,147.475,140.372
orf19.6152,2.94599,2.80478,6.09188,5.50853,8.29862,6.03128,12.9957,10.9791,8.82407,14.8358,10.0503,2.92921,5.6803,4.72285,7.33493,9.20444,4.59762,8.77109,10.9738,19.6561,13.3748,16.2013
orf19.6155,10.2392,8.3783,15.9941,10.7738,17.7237,16.8595,24.5806,25.4331,20.9046,19.6874,32.9054,8.22879,14.465,15.5779,14.8084,14.243,8.63048,22.1163,21.8719,27.7894,22.0646,21.8984
orf19.6156,7.73322,7.88749,12.3078,20.2637,30.4462,31.4925,39.2089,37.0608,36.4279,71.4447,65.8483,15.3691,15.1766,10.465,23.5241,33.3356,30.2424,42.5803,62.5115,96.7839,43.2482,53.2968
orf19.6160,179.835,203.296,210.179,163.263,126.217,148.785,505.803,375.474,355.449,265.555,265.706,173.082,217.881,215.868,153.13,145.484,116.562,318.948,307.742,180.863,390.835,349.852
orf19.6163,26.4645,20.2712,27.1186,27.5323,35.8339,27.2811,67.8875,67.8778,71.4615,68.1121,58.9069,15.7333,25.7523,22.8738,36.3539,33.1135,29.6455,56.3905,53.6556,32.7117,52.2775,47.6551
orf19.6165,241.12,185.097,349.718,300.171,276.745,275.405,632.277,427.513,400.793,290.214,301.579,240.211,272.739,334.636,327.242,316.325,250.276,411.918,401.698,197.727,325.918,334.045
orf19.6166,3.06706,2.36966,4.22161,4.56865,5.07482,6.20521,12.962,14.7358,14.6173,12.7392,16.7039,2.76439,3.79209,3.89608,4.32684,4.36379,2.63762,10.0405,12.1709,11.2754,10.6676,12.7218
orf19.6167,24.9795,28.82,39.601,68.8369,68.1454,78.9255,52.3063,70.2684,57.4242,80.7442,88.1139,31.9742,39.4199,35.7771,49.6381,44.5019,54.8011,58.1346,55.2424,45.13,56.5285,64.3148
orf19.6169,1.46272,1,2.49258,17.9342,7.59734,9.83923,159.286,210.235,74.0136,132.215,64.148,1.99937,1,1.59797,3.09453,1.77309,2.43894,13.5778,33.0183,1,7.60277,33.6855
orf19.6170,15.3505,10.9052,14.4395,21.8168,24.161,20.6123,60.6916,71.2965,61.7655,79.5574,72.4063,9.04023,14.3878,15.1525,14.0248,15.4465,8.50306,40.5101,56.0371,33.1223,30.3993,34.6138
orf19.6171,67.5827,53.8752,69.3638,69.3711,59.5817,60.5264,40.7511,38.2767,49.5449,41.6679,47.3451,74.0609,64.873,70.8368,78.4537,69.1783,56.6451,43.1943,37.9096,48.78,45.2674,50.5803
orf19.6173,9.27533,7.52496,15.1969,29.6583,26.4816,24.4432,83.556,73.141,86.5814,69.19,77.0028,11.4161,13.503,11.8384,25.2085,21.8368,20.89,59.2876,75.0592,87.3554,61.3461,61.3065
orf19.6175,27.533,14.0746,35.4792,60.0798,51.5546,65.8633,36.6609,20.9036,49.7108,35.3906,45.9051,19.3568,21.5586,27.5139,89.2354,96.2624,56.0201,32.466,42.6609,105.664,38.5124,55.5497
orf19.6176,768.548,792.402,674.899,1139.85,702.995,917.131,731.626,682.763,677.639,785.723,523.5,1721.23,702.881,650.819,818.832,629.658,1054.58,421.678,538.552,307.756,369.162,473.237
orf19.6177,110.645,103.972,73.7989,137.309,169.616,151.251,138.955,88.5903,244.078,225.736,148.26,37.9485,61.6175,67.5139,101.554,102.848,80.4883,135.059,187.595,179.348,103.953,158.182
orf19.6178,288.936,200.401,217.092,377.834,233.151,315.413,825.481,697.804,519.157,385.654,373.317,553.631,140.27,164.874,359.444,250.658,383.947,361.486,400.588,211.39,213.799,269.333
orf19.6180,902.212,275.041,655.544,271.915,99.9683,146.424,57.595,50.8891,55.3883,63.9164,46.6981,680.923,153.419,401.339,225.076,191.738,141.562,42.0817,51.2441,43.9896,41.5942,52.9453
orf19.6182,28.495,22.6986,21.9674,35.2957,22.6228,25.7889,7.08712,5.76895,7.27176,5.76175,8.0498,24.5448,18.2052,19.9346,35.0405,29.1816,21.4059,8.35622,6.88549,8.56406,8.65852,8.56963
orf19.6183,49.5494,12.0868,33.3868,62.3755,64.0554,103.803,1,4.13344,19.6712,21.9184,15.0317,6.64633,1,1,26.766,28.2864,60.5724,30.5345,13.5424,41.7518,17.0562,1
orf19.6184,49.6372,77.7154,31.9769,92.8141,54.6283,69.5502,31.0277,32.4495,53.0681,42.0056,42.6925,193.894,68.2544,55.0197,73.2444,53.4741,78.7206,23.4477,32.2606,23.6813,23.8224,43.6622
orf19.6185,3.74711,4.78264,2.93784,6.39047,5.83091,7.65546,1,1,1,1,1.69255,13.9922,4.16961,5.40318,8.68525,5.45088,9.2484,1.80684,1,1.40186,2.32055,2.07428
orf19.6186,50.3422,63.5324,54.1685,99.6285,53.3395,77.0716,19.1611,17.119,28.757,16.6483,27.9018,127.818,45.7617,53.8909,122.42,109.437,88.9635,29.5969,30.2176,34.1485,29.1016,30.4234
orf19.6187,218.765,117.361,156.384,148.996,78.4351,109.693,36.7844,26.5229,34.7068,33.8606,41.6798,357.762,92.5891,119.142,154.686,95.5712,128.879,37.2583,36.6839,48.3679,38.0652,46.9916
orf19.6189,160.225,117.931,121.203,190.657,165.068,176.171,150.034,94.8615,126.921,127.389,132.571,300.441,90.0753,102.126,174.007,123.416,257.436,114.988,150.899,167.779,149.8,155.23
orf19.6190,3674.4,3607.33,2801.64,3119.47,2230.64,2524.93,1473.35,1720.11,1701.4,1580.03,1563.46,4498.64,3142.36,3162.77,2961.58,2786.48,3317.16,1243.02,1318.14,1106.61,1277.41,1260.75
orf19.6191,28.4086,12.8655,23.7606,19.5512,24.0571,20.9474,29.4021,27.9744,30.1926,58.1121,57.5268,21.8151,18.9084,14.8849,21.7486,23.8219,15.0241,46.578,60.8804,41.2362,46.779,32.7957
orf19.6192,10.4258,3.71551,6.86681,14.0028,7.06165,14.9222,4.80173,5.67405,17.6052,8.41936,8.78955,10.0362,3.06807,3.31835,13.8727,16.3826,7.84351,7.02045,16.3577,9.2663,7.42288,7.13943
orf19.6193,13.6855,15.2519,21.2313,10.2556,17.1456,14.5882,32.8442,32.8548,34.5469,21.7175,38.8559,8.78115,19.6918,20.6495,12.4571,13.0845,8.51925,30.8498,30.5915,26.5993,26.2199,29.6376
orf19.6194,6.77985,6.86898,7.33163,5.79783,12.8153,10.2028,9.43911,11.457,11.938,11.1741,8.49709,3.41748,9.21433,8.36412,3.97858,3.7332,2.59608,8.14494,7.28286,9.34693,7.71178,7.22203
orf19.6195,18.1005,12.7143,26.9553,19.0467,26.563,20.8799,35.8304,28.3845,28.8493,28.5365,45.255,13.8052,22.0217,21.2915,25.6784,28.3487,17.415,34.1078,31.1328,50.6627,32.3193,42.4477
orf19.6196,2.35364,2.6293,2.46212,8.5434,6.25019,8.4279,59.7663,63.1402,30.9236,33.1964,38.1759,2.18119,4.11464,2.01823,4.13982,3.35025,3.30916,36.0537,44.154,48.6069,45.3618,42.4271
orf19.6197,36.255,29.0766,44.0404,22.7227,15.6782,20.6,18.4478,17.9196,13.947,13.8377,16.3794,26.5256,33.3524,45.772,33.922,24.5882,16.0447,22.2563,13.3221,14.3369,13.6912,16.3877
orf19.6198.1,9.65527,6.94672,9.96058,6.39959,29.1094,38.4995,29.3832,104.635,45.3692,107.038,75.5785,4.08696,5.84065,4.61122,3.41048,12.5034,3.70477,87.6958,80.7205,86.7388,89.3752,50.6344
orf19.6199,2.56038,4.02642,6.12254,4.02535,8.6658,6.36073,16.3776,13.3375,14.7975,17.3687,17.3474,2.52345,5.05109,4.74507,5.15999,6.59432,2.4605,11.8491,13.3421,12.2206,9.53778,14.45
orf19.6200,2.1441,2.9414,1,8.74274,5.60109,4.23923,17.057,18.5448,29.6616,24.3629,8.9138,1.43662,1.27673,1,1.04343,1,2.84637,1,1.25064,1,1,1.30224
orf19.6202,36.6468,35.191,31.7423,378.864,133.628,272.077,138.9,157.595,83.1161,94.0293,92.8736,80.4859,26.1301,31.9806,112.23,49.3369,193.724,61.2614,69.8944,41.3303,60.4954,49.0625
orf19.6203,7.26006,6.14981,9.52311,10.9855,12.5997,11.8204,17.9717,15.2495,13.1644,11.1641,18.0923,7.08227,8.63567,8.63388,12.4349,11.0611,9.62742,16.9721,16.8759,15.6449,15.8521,17.0721
orf19.6205,16.1413,16.2816,15.7722,19.5244,13.1031,18.2279,11.5118,17.4548,15.47,8.87955,18.3596,19.2139,16.5555,18.4582,28.3908,26.2932,16.7173,12.6675,12.2421,7.40229,13.9289,12.3913
orf19.6208,3.3507,2.88617,7.14831,11.8438,14.9536,14.2737,19.3626,8.20514,15.4893,13.3349,20.7984,5.1386,5.39998,5.40038,17.8289,16.2426,11.5481,19.5646,22.08,36.6459,28.5527,32.3579
orf19.6211,32.3255,35.0892,40.0694,49.3575,56.0425,42.965,113.703,109.404,90.6615,70.1311,84.2349,27.1014,37.8124,34.8947,52.5643,44.0809,42.9964,75.1889,85.1936,60.7214,86.0808,69.7212
orf19.6213,108.892,96.7708,156.506,91.9078,162.201,134.67,159.61,118.079,175.255,194.727,216.094,90.1483,171.213,165.319,127.054,153.689,99.8685,162.819,188.02,255.227,132.477,182.352
orf19.6214,19.9995,32.3163,16.9892,15.7856,14.0802,13.587,14.2838,12.5035,13.6206,10.5871,13.0378,15.539,16.4706,16.7449,13.3622,9.25887,11.4268,13.8461,12.5888,12.9311,15.3395,18.9572
orf19.6217,370.814,256.883,310.224,242.351,146.662,204.912,148.668,142.29,141.372,97.5361,111.572,311.808,205.69,273.682,286.636,228.692,187.626,104.66,96.609,50.1198,77.1324,101.275
orf19.6219,11.11,10.1135,9.55042,16.4532,14.9493,17.8038,14.7741,16.0518,15.0802,20.174,15.013,13.5877,11.8871,11.4609,12.9846,12.9368,17.0449,10.4709,12.2211,8.17666,6.77402,13.0039
orf19.6220,5.21579,4.73243,9.15598,6.04226,11.0073,11.0404,19.7943,21.6157,19.4865,22.2071,30.475,3.68464,8.04144,8.09556,9.62046,8.8303,6.7866,22.9027,24.3151,29.6057,21.2198,19.4171
orf19.6220.3,642.753,837.577,722.258,1048.17,919.606,1072.77,416.857,539.014,622.396,696.077,654.074,989.039,803.35,772.435,1112.7,1096.52,1109.52,660.321,507.169,633.064,638.924,627.009
orf19.6220.4,3073.24,2356.55,2643.57,3574.32,2876.18,3222.05,1514.03,1323.01,2000.31,2903.86,2550.37,2927.53,2238.41,2375.69,3501.4,3596.56,2909.31,1796.47,1710.44,2133.61,1187.31,1578.45
orf19.6225,41.3584,39.5258,54.9472,33.8614,49.8145,27.4911,57.8074,39.3187,48.7963,34.6852,37.5054,22.2981,50.5056,50.493,29.9103,24.1999,17.1895,50.613,36.4606,40.1422,58.8937,51.6256
orf19.6225.1,29.4576,23.881,21.4529,31.6787,51.1917,40.4194,47.101,44.561,84.1556,64.6948,93.6162,15.4204,2.89767,9.50268,30.8623,26.2952,23.667,86.2986,64.6854,152.148,106.348,80.6841
orf19.6227,16.786,24.2556,24.5765,22.16,21.4288,33.1664,36.797,16.4389,21.4208,26.9828,42.0741,24.7578,27.4941,32.2279,43.5089,49.6039,32.8266,50.7488,52.9157,89.6974,50.329,48.0232
orf19.6229,52.4393,51.5672,88.0485,68.6554,60.6483,78.8809,331.381,393.648,398.861,189.818,232.313,106.709,89.2245,93.727,94.5358,91.6836,104.557,354.241,292.82,335.13,440.826,613.143
orf19.6230,2.82447,2.53768,4.89437,2.9601,10.2427,11.6511,29.2302,13.2387,26.426,29.8698,40.9222,1.83366,4.72609,4.60355,6.22517,7.21328,3.63982,26.6098,35.2468,82.5344,34.4648,42.5817
orf19.6231,29.1323,20.9032,31.7016,41.5267,61.3388,66.5708,103.88,72.1324,139.733,201.502,174.1,49.8341,49.7697,55.3654,44.4364,54.1136,32.0142,144.97,165.454,261.122,166.387,186.912
orf19.6232,56.8511,65.6444,63.6985,44.2092,42.1818,33.334,27.0712,25.065,23.1882,20.4834,24.9504,42.5884,61.9309,64.9112,37.1079,31.9339,30.8083,28.8995,25.0092,21.7472,24.657,27.636
orf19.6233,14.9469,9.61921,17.0255,29.85,27.7367,36.1309,30.3095,23.2005,35.9976,37.3242,42.9977,16.4879,15.9311,15.5801,32.5458,33.9342,26.7186,25.5762,35.3579,60.9604,30.6821,41.0232
orf19.6234,7.00229,4.17598,12.2854,13.1262,20.3185,19.495,15.3739,7.50823,11.5159,13.1049,21.875,5.7104,10.8555,11.2252,26.8314,28.2477,15.0525,13.0542,20.3204,54.5308,16.9685,21.2303
orf19.6235,4.66917,5.08618,3.33025,14.4729,11.8711,15.1617,25.0081,18.738,22.4729,22.7394,27.8359,3.0937,7.9936,5.02933,13.5977,15.9065,11.2979,14.0475,21.363,27.0769,23.2563,33.1241
orf19.6236,10.8495,4.0552,16.2187,9.02297,19.3313,15.9798,32.9165,11.7883,17.3161,36.4284,54.1385,7.60637,11.4796,11.9825,13.6948,18.3743,10.1187,29.5883,53.1465,176.251,48.0916,61.3752
orf19.6237,30.4711,31.5471,55.8141,55.4577,67.9838,71.7781,229.387,225.517,172.592,200.756,210.506,41.687,62.0088,48.6216,51.2098,47.7735,45.7911,159.833,216.883,148.572,107.748,163.817
orf19.6238,4.5465,6.08749,6.84655,8.276,9.75458,8.11283,12.0549,9.5116,17.7225,17.3446,14.1789,4.74353,8.44172,7.77039,6.43448,5.95042,6.19015,12.8431,12.1112,13.427,12.5882,19.6631
orf19.6239,8.8004,6.55539,10.2987,19.2139,24.4232,17.8027,29.1773,22.9386,24.5712,30.6185,28.7927,6.88615,10.8645,10.8806,14.489,13.0215,13.4095,20.7511,22.2492,23.7423,26.9541,25.2522
orf19.6240,23.4261,21.5524,36.5744,14.0602,17.4996,15.2722,44.3292,41.4794,41.9559,32.7291,41.6357,18.3641,30.6964,31.6987,17.491,15.2273,12.894,44.6495,37.8228,27.8004,35.1483,35.855
orf19.6242,16.1959,9.52282,20.8022,7.34388,9.60035,10.3497,11.7452,8.63927,8.03706,8.07652,7.19434,10.4405,18.7002,18.6946,11.0494,10.7321,7.29202,13.1379,7.85781,7.6557,8.15001,10.2898
orf19.6244,6.97944,6.68931,12.1391,6.75183,11.4006,9.83765,19.4617,12.9244,20.9045,17.0787,15.7813,5.45024,10.7937,11.39,7.08008,7.66691,4.41968,18.5844,15.502,15.2139,14.384,17.5906
orf19.6245,20.4319,15.805,25.8436,12.2844,26.3735,23.5179,175.636,127.269,111.593,115.539,130.832,13.1029,24.5829,24.5087,23.9209,24.3313,18.4227,134.816,160.98,119.986,139.617,142.744
orf19.6246,22.9022,17.0825,25.1954,15.1443,39.0563,33.4684,75.8192,61.2233,96.9316,118.163,85.3493,13.8657,27.7694,23.5308,9.83753,23.8653,9.69897,82.8331,69.5711,67.8345,89.0872,74.6197
orf19.6247,6.56925,8.66803,10.4543,8.97682,10.5399,9.71498,8.15507,11.3982,9.46526,9.47876,13.725,5.25933,11.5573,11.2874,9.22044,9.96993,5.91748,8.81122,9.50414,3.65876,3.20385,6.989
orf19.6249,1,1,1,1.17721,2.16998,1.62177,1,1.10744,1,1,10.304,1,1,1,3.25797,3.01661,1.21096,1,1,1,1,1
orf19.6250,146.196,150.982,149.963,179.977,167.337,190.368,281.615,279.251,251.163,270.147,309.132,120.387,145.726,143.428,163.765,149.023,126.671,245.618,259.424,271.96,223.524,232.314
orf19.6252,68.367,74.7025,96.5171,68.3446,81.1717,72.5378,62.6338,52.5352,61.543,54.4187,76.0271,60.8823,94.765,103.181,97.9406,107.435,68.9523,58.0653,58.5456,63.5233,59.6993,57.8566
orf19.6253,2162.31,2305.47,2388.98,2812.32,3488.35,3341.29,2555.4,2276.24,3331.78,4114.26,3694.68,3127.11,3027.03,2611.53,2331.23,2614.99,2120.3,2959.31,2611.05,3365.29,2073.28,3042.82
orf19.6254,1,1.63599,2.09661,2.39647,3.89177,3.65703,9.82697,11.0397,4.02954,6.0789,8.44258,1.35845,2.47112,2.87267,2.68223,2.88098,3.19657,5.21275,5.64459,4.53884,4.9025,7.07144
orf19.6255,10.5478,10.0666,16.9365,11.091,15.1757,12.0143,14.5533,12.4993,12.2761,9.40884,13.2505,6.70052,16.6851,14.4538,9.08315,8.90293,7.11759,15.956,11.8616,17.8571,19.732,17.8631
orf19.6257,66.1541,110.302,93.1274,42.3335,50.2473,57.8487,66.1075,65.8258,49.4836,40.3727,55.1638,63.0151,87.7392,98.1905,69.7742,57.8259,56.1968,62.4982,62.5867,30.6905,49.4712,57.5739
orf19.6259,7.39611,6.09238,8.96128,11.8114,15.7183,18.2885,22.1938,16.0228,19.9783,29.4621,36.8794,4.55054,9.20214,8.76621,16.4057,17.8142,7.44959,28.4277,28.2021,58.7694,25.1028,32.3103
orf19.6260,15.2844,13.2916,23.372,15.1624,18.3203,17.628,18.1018,15.2484,16.592,13.9824,21.3669,10.5876,19.8974,21.0359,19.0281,18.3002,12.6073,18.9834,18.6593,19.5965,18.253,13.8202
orf19.6261,5.15141,5.34298,6.47861,2.47499,5.76771,6.15021,20.0622,21.0741,16.514,11.3359,19.5113,3.62077,4.57787,5.31201,2.53301,2.99312,1.56098,16.9869,15.0914,15.5438,19.6323,18.7185
orf19.6263,87.7497,29.9195,73.6099,39.3869,56.1111,51.0791,32.2466,36.7596,30.5534,37.3223,41.3682,81.7295,25.3025,49.7976,56.0241,30.1766,104.759,28.9414,32.6986,43.2953,33.0222,44.8041
orf19.6264,9.75282,12.3821,21.8187,17.2411,30.6155,20.5073,21.4452,31.4096,27.1707,24.9053,30.3932,8.71194,19.3188,19.5041,15.1056,17.3068,8.94893,21.5883,18.5476,20.0792,15.0315,23.148
orf19.6264.3,144.228,68.4643,146.163,51.3695,61.392,65.7338,171.982,162.616,151.771,245.46,171.31,107.9,70.5788,102.363,47.8083,52.2443,37.4786,120.654,151.226,114.661,88.4054,147.027
orf19.6265,1537.24,1505.76,1733.18,1585.08,2594.11,2082.19,1140.35,1139.57,1891.04,2296.45,2008.04,1103.17,1579.6,1432.6,1862.36,2236.94,1469.61,1464.74,1356.08,1722.92,907.258,1624.81
orf19.6265.1,2457.85,2600.03,2507.13,4180.1,4259.29,3568.43,1475.79,1397.79,1976.43,2383.59,2225.55,3963.61,2650.8,2404.24,3461.32,3428.51,3802.63,1940.92,1575.52,2059.53,1205.56,1892.52
orf19.6266,2.48662,1.71391,3.36902,1.77212,6.03244,6.66547,7.53731,6.17661,4.67599,6.29927,15.2354,1.40023,3.05679,3.58103,3.24684,3.91208,1.48174,11.3322,10.6442,32.1829,9.73988,13.7972
orf19.6268,5.13155,4.75183,8.21985,7.35274,9.24679,8.216,14.4313,11.2699,14.8269,12.8511,15.3627,3.52425,7.52163,7.4873,6.33161,6.42402,4.34524,13.9326,11.3016,11.5773,11.4673,13.0909
orf19.6269,2.43806,1.64729,4.1385,2.14665,4.71344,3.41906,11.4109,11.2091,7.89643,6.94123,12.2774,1.67422,3.67211,3.64941,2.4632,2.61753,1.59647,10.5676,8.61552,7.67066,11.3957,9.01045
orf19.6271,10.9122,9.14709,15.2364,8.64422,12.7572,16.7067,41.4386,23.9585,26.4026,21.3847,33.0244,8.86686,10.5978,13.6194,18.7463,14.3579,13.8848,37.2578,38.4216,45.6199,37.5169,37.8391
orf19.6272,9.50057,5.04779,17.3256,2.90184,19.4115,11.9958,61.6896,59.5628,32.4216,64.4054,75.321,6.64972,15.7388,10.9965,5.0602,6.60421,3.01642,63.5326,51.3559,46.5577,53.9616,45.0337
orf19.6273,3.55733,9.14058,11.3557,6.50142,10.0799,6.84724,22.5055,9.01426,46.8957,32.3257,19.6285,3.83011,6.0044,1.84103,8.44576,12.0488,6.87321,20.1592,15.3686,51.0605,37.7124,27.9812
orf19.6275,6.22892,5.10244,7.53571,7.28301,9.59107,8.90765,31.5327,27.6801,14.8747,26.4756,26.332,4.11045,6.99161,7.12137,5.86606,4.45613,3.99258,27.9927,28.7502,25.3621,26.6106,25.8776
orf19.6276,11.8228,12.6258,17.36,3.51053,5.04891,3.65578,23.8211,8.89869,11.202,4.13931,11.5674,8.39315,12.9513,13.8878,7.94851,5.94257,4.57216,11.3849,10.5384,11.0141,16.6203,14.0412
orf19.6277,1,1,1,1,1,1,6.7762,6.93883,5.36846,3.3503,4.73648,1,1,1,1,1.01,1,13.7803,16.1379,6.89509,5.60511,9.17563
orf19.6282,1,1.21602,1.39325,5.66356,6.83612,8.33041,20.2625,33.6726,17.5065,16.0124,22.5848,1,1,1.08366,2.77058,1.98358,1.76506,17.9909,16.2949,8.74348,8.58624,10.2393
orf19.6283,3.67035,2.6822,7.50735,6.34055,12.8371,13.1864,43.2659,33.5794,41.924,47.2499,44.9171,5.1223,7.18676,4.83349,5.47249,8.80092,3.29635,48.4503,48.8762,76.8377,51.5537,51.3667
orf19.6284,5.52414,6.47402,8.59073,6.92118,20.7034,19.7665,50.5342,57.1226,47.9284,70.6442,47.667,5.15157,11.5495,7.92349,8.1336,9.13325,5.07617,45.9661,48.0378,62.1143,51.4367,61.09
orf19.6285,139.232,122.589,184.979,142.426,147.45,147.05,121.097,112.057,108.035,75.8804,91.2087,152.383,182.311,188.778,172.768,158.405,125.021,115.129,102.865,98.1972,96.4279,120.029
orf19.6286,4.69146,6.16765,14.3334,6.84761,10.7631,11.2548,20.7987,14.2813,16.3278,35.0723,26.0167,4.79915,11.7732,8.75701,9.95718,11.2592,6.25391,25.2497,19.7812,27.2786,17.9767,18.8365
orf19.6286.2,4.38451,1,1,2.85974,14.4844,22.4411,1,1,1,1,1,1,1,1,1,1,6.95644,1,1,1,1,1
orf19.6287,44.9302,57.2785,91.1072,57.1347,82.9293,64.7057,240.994,213.074,165.513,172.123,145.933,43.7121,113.643,89.4711,59.4035,65.2114,48.6917,149.1,141.841,104.324,126.67,141.208
orf19.6291,7.29227,7.8223,12.6525,12.0109,15.3135,14.2059,10.8124,10.5807,12.795,9.94848,13.2374,5.92797,10.4286,11.4765,14.8325,15.5547,9.66916,10.8053,11.7864,17.7509,8.43771,12.3501
orf19.6293,65.8722,71.9178,82.9855,79.5779,115.554,127.443,290.823,291.277,272.514,375.654,245.834,85.8456,90.0364,79.6576,72.1578,86.1195,57.6113,201.385,245.464,194.583,165.032,261.004
orf19.6294,7.15394,7.60498,14.5853,5.55475,12.3237,11.8008,19.4388,21.7984,18.1401,13.3513,20.0661,4.65527,12.8596,14.5253,7.6682,8.14686,4.43526,14.9868,17.8516,8.68007,11.0961,3.74683
orf19.6295,6.06732,7.58889,14.9249,11.5577,23.3341,19.9377,28.4149,30.226,30.3441,34.5575,47.28,6.82032,12.739,15.222,16.0549,17.1805,10.9309,39.6272,47.6355,61.6677,30.6078,45.3476
orf19.6296,1.86449,3.23648,2.5995,1.25429,5.94453,4.17376,25.8524,27.3556,7.05834,19.7981,18.9918,3.10811,3.07942,3.4521,1,2.33039,1.20685,12.274,15.7214,10.005,21.218,15.8243
orf19.6297,3.2202,1,4.39757,4.13736,10.4314,8.38187,13.5409,5.77313,7.2579,17.2639,17.7741,1.46139,4.93914,5.02304,7.78149,10.0254,4.14,11.7233,19.1702,43.825,18.9039,20.0485
orf19.6298,2.04857,1,3.77556,3.80369,7.77469,7.00189,15.0965,6.8094,8.14848,8.77054,17.3901,1,2.39154,2.76463,7.84214,8.10456,3.17235,13.2189,19.7388,48.012,19.3504,10.9272
orf19.6304,3.79708,2.08088,2.62646,1.2673,6.74422,4.8471,10.1902,11.0038,5.84795,11.3635,12.9717,1.49282,1.60986,2.57388,1.2502,1.82555,1.12648,9.78692,9.88131,14.4512,8.26693,13.0883
orf19.6305,5.46963,6.72725,8.08126,3.6187,9.99967,10.8041,35.9435,36.3898,33.7074,30.4522,37.1285,4.22816,9.36985,8.78616,3.59254,6.35021,2.94808,34.7049,35.925,46.8069,28.1013,41.9827
