,II_KO2_CTRL(raw),III_KO3_CTRL(raw),I_KO1_CTRL(raw),II_KO2_treated(raw),III_KO3_treated(raw),I_KO1_treated(raw),II_QMY2_CTRL(raw),III_QMY3_CTRL(raw),I_QMY1_CTRL(raw),II_QMY2_treated(raw),III_QMY3_treated(raw),I_QMY1_treated(raw)
C7_03150W,1.213939,2.16868,1.415251,5.95281,14.47765,7.29119,2.54945,3.54072,4.08058,4.56375,6.79934,6.84469
C7_03160W,53.3226,49.0935,53.5916,72.8517,66.6576,72.8583,46.1459,49.3314,56.2088,59.6028,71.0283,71.4785
C7_03170W,14.58821,16.42937,14.72161,18.63126,18.97679,19.0469,20.9307,18.43285,21.1247,23.7412,27.5064,30.1416
C7_03180C,593.23,683.545,656.21,541.086,344.898,410.744,469.873,503.803,540.489,452.101,455.434,356.389
C7_03190C,2.3022,2.1061,2.77667,1.655142,2.134494,1.399923,2.190198,1.572742,1.1786,0.277002,0.876182,1.323676
C7_03200C,144.4946,165.326,164.6342,168.5665,109.32,117.6461,98.0015,173.6555,141.1583,110.3699,181.3514,155.306
C7_03210W,14.793,15.69155,16.70929,27.5995,29.5817,30.173,8.35332,13.75044,11.95215,13.6605,14.86939,13.14945
C7_03220C,21.2714,37.0753,43.7738,86.2053,85.9482,102.1105,22.7158,33.088,42.2661,42.7421,59.0025,49.1817
C7_03230C,14.83083,17.59179,22.6683,43.6438,45.6212,42.1875,12.69835,13.0264,21.23337,13.33805,30.4222,24.7143
C7_03240W,76.9329,87.5641,85.3504,130.9437,105.0785,141.8508,82.5414,81.269,87.306,95.3778,100.8393,100.7504
C7_03250C,323.03,358.591,362.889,663.363,678.394,707.065,395.898,356.855,363.706,509.006,541.617,506.375
C7_03260C,91.82,97.3762,97.1538,94.0587,67.643,98.724,105.8014,76.3704,86.0249,100.212,84.4453,88.6796
C7_03270W,21.8031,28.9167,36.0844,28.8383,42.5691,32.521,21.9236,51.504,48.2174,18.64306,39.5627,34.8793
C7_03280C,83.146,127.1374,103.3162,171.9075,145.3864,142.4558,107.0429,108.5538,79.0272,111.8744,116.1624,101.6878
C7_03290C,12.4938,13.5007,14.69007,16.10392,15.15517,16.09085,12.62141,13.72347,15.76662,9.93125,12.62018,13.05694
C7_03300C,53.2114,45.6679,51.535,48.2877,23.333,38.2662,47.0989,38.2659,42.1573,36.4952,27.5927,35.1067
C7_03310W,71.0507,23.6349,60.1093,69.0405,49.4714,52.3243,37.8009,16.05437,23.3935,40.703,16.37433,22.797
C7_03320C,20.046,21.3056,20.4503,19.30571,14.97758,18.90884,22.193,17.78572,21.9535,19.03825,18.94172,21.33
C7_03330C,161.2428,161.3524,175.552,164.2943,130.4767,166.475,175.0341,163.2785,188.7177,148.4238,137.4955,159.6391
C7_03340C,14.6853,21.9889,18.6095,15.0915,13.27515,16.91419,24.0627,29.2367,19.67964,7.5459,10.91499,13.03774
C7_03350C,49.592,46.4268,46.1484,36.6632,61.636,55.3162,32.0251,30.4908,35.3296,22.128,14.32602,20.17417
C7_03360W,439.675,414.877,410.711,529.201,605.473,575.647,453.881,361.046,353.718,445.95,433.713,416.319
C7_03370C,143.8797,144.8754,142.948,140.8507,149.161,154.1577,159.6083,145.3304,147.4784,138.2773,130.6433,140.9195
C7_03380W,101.9948,163.3393,159.2539,298.409,478.496,282.849,154.2949,190.8208,188.2571,283.303,321.16,219.517
C7_03390C,377.914,378.919,372.021,570.225,791.094,703.155,346.073,334.6,312.634,410.711,357.499,360.507
C7_03400C,6.23761,6.46416,7.90896,14.4188,12.86166,18.26685,5.76107,8.3195,10.00126,9.27198,12.72695,12.02934
C7_03410C,9.95102,14.10073,12.97513,9.40969,9.2034,8.36114,11.91988,19.00909,15.64069,11.6517,16.28684,18.67574
C7_03420C,36.9347,46.8934,43.6549,26.4583,23.0705,27.852,41.9909,53.6172,50.7306,37.9833,46.8996,52.3152
C7_03440W,37.2683,34.6664,37.5749,21.7884,14.30687,21.3741,31.1233,27.816,32.0996,21.14109,18.19759,25.6393
C7_03450C,89.6263,108.9022,78.9368,106.3231,185.0394,116.3453,146.6546,147.5993,113.9349,121.1744,122.3181,121.2856
C7_03460W,6.19461,7.74932,5.72981,9.09907,9.66407,9.81485,7.933,10.76459,10.51857,10.40906,12.2858,11.46794
C7_03470W,7.17065,12.29973,10.28607,13.08643,19.84899,18.44756,11.96437,12.35419,11.57767,13.63853,20.5728,17.12567
C7_03480W,12.7366,17.90088,17.13608,24.809,31.9021,27.0535,14.45229,18.09012,17.35018,17.9602,28.648,25.333
C7_03490W,102.6178,105.7158,110.5943,183.0111,181.389,188.7166,110.8009,94.853,102.3022,122.126,107.1381,104.7856
C7_03500W,17.35088,19.84635,18.24112,32.3328,37.3209,35.4652,15.89522,24.7154,24.4734,20.78476,26.431,24.7141
C7_03520W,43.2684,46.6391,40.0973,52.317,60.2602,54.0416,46.6596,54.4869,51.8535,46.8548,53.893,49.402
C7_03530C,23.8037,23.5991,26.1972,42.7835,46.0882,47.7395,15.89347,23.9766,22.2481,25.7767,27.5104,27.7805
C7_03540C,2.63182,2.4919,2.3206,16.802,19.91854,24.2743,1.045576,2.95887,3.02344,6.22432,7.25981,7.4086
C7_03550C,0.1678393,0.271442,0.1801851,0.465427,0.32512,0.1530899,0.246353,0.1895384,0.2577727,0.337537,0.355886,0.2791636
C7_03560W,14.89766,36.6941,27.1616,29.5442,32.9985,24.8358,15.00093,18.86802,21.59484,40.6635,46.3141,43.8143
C7_03570W,8.15767,9.83806,7.3817,40.8474,53.8269,36.0239,9.0155,8.14364,12.4736,12.88104,12.10416,12.45937
C7_03580C,33.2794,45.3117,39.568,48.0503,50.4837,52.7326,38.8397,42.6933,45.297,44.6111,54.5253,54.2174
C7_03590C,21.8725,15.45423,21.3544,28.4793,23.7658,33.0287,11.18296,14.49438,16.07554,19.30972,19.67484,22.1576
C7_03600W,24.8778,20.44843,23.2473,27.8637,23.7065,27.5268,16.79754,12.85029,18.30271,23.482,21.20795,25.1366
C7_03610C,12.20181,12.13184,11.72667,14.05113,12.19794,14.59989,12.42481,11.87809,11.70732,11.95546,13.01692,14.33433
C7_03620C,14.5084,16.28224,16.21335,23.4035,23.5233,25.4472,15.00247,18.89067,18.5687,17.78995,21.8092,19.52353
C7_03630C,156.5699,222.687,269.323,361.606,716.32,470.11,161.6741,219.56,200.2153,320.175,352.925,204.2869
C7_03640C,13.10969,17.18138,20.6956,37.5898,55.8712,43.9069,13.38779,13.91356,17.48639,22.8472,27.2466,20.22773
C7_03650W,60.0657,55.5947,56.1651,49.4976,48.8357,51.3204,52.514,56.7537,54.2626,50.8881,46.6189,54.535
C7_03660C,167.6558,152.8319,173.4247,154.3264,126.9531,165.7062,207.873,183.4595,213.414,166.5997,160.2331,183.1027
C7_03670W,227.843,225.233,255.761,265.588,290.662,269.368,272.454,274.617,284.343,243.321,252.006,262.262
C7_03680W,17.26404,20.7516,14.12918,21.1758,25.0726,24.2815,21.0555,22.9884,21.0498,24.2606,26.5726,25.164
C7_03690W,19.83696,29.784,26.8174,34.3575,42.4567,39.9472,23.308,27.2289,28.8836,28.8276,43.5331,38.8824
C7_03700C,3.21387,2.9078,2.94894,17.78633,31.3119,27.9291,1.57243,5.89384,4.69187,8.14608,10.24218,9.96011
C7_03710C,12.94715,12.30867,12.51768,19.2863,21.5405,18.27852,10.57352,11.15203,10.46559,10.51145,13.75039,13.78081
C7_03720C,30.3213,29.7249,29.4374,76.26,124.7372,96.7045,27.0615,27.3543,31.8677,43.7144,42.5995,40.6881
C7_03730C,15.79437,16.45499,17.13375,17.87047,21.7744,16.14813,15.08907,16.97132,15.98111,13.93165,18.67997,16.99925
C7_03740C,1.414947,0,0.295366,0.762946,2.58275,1.2906,0.302874,0.310699,0,0.766114,1.21164,0
C7_03760W,15.56306,18.44898,17.75755,21.4405,24.817,23.4855,13.7439,14.52836,16.26853,26.8236,22.5138,23.0848
C7_03770C,33.1773,32.7889,34.1753,48.6523,45.7634,38.6049,37.1678,33.0216,35.7159,34.2484,45.6688,41.5163
C7_03780C,16.20591,23.0581,20.48473,37.4901,53.5539,39.7132,21.3571,24.5982,21.8501,27.092,31.7623,28.9838
C7_03790W,34.3245,50.36,50.7733,88.1904,139.6094,89.1421,38.9424,54.8258,46.385,77.2504,99.51,69.4469
C7_03800W,26.8779,30.286,32.3778,35.1719,61.0563,46.4153,27.4703,31.4458,28.9611,37.5037,40.2702,36.9699
C7_03810W,94.1625,84.766,88.2359,110.6922,102.2481,106.2543,98.2965,78.3476,83.5406,92.7358,88.2085,95.4848
C7_03820C,40.9808,37.1152,31.0248,27.5477,24.6496,20.43416,47.0184,40.0742,40.0716,65.0872,43.8266,47.5371
C7_03830C,174.0075,155.2257,163.9249,74.8418,76.0147,66.6052,212.131,239.371,205.72,154.2274,144.2494,212.3612
C7_03840W,64.6926,63.707,63.9802,40.3717,49.552,43.3819,53.6568,68.2147,60.7741,45.103,58.1781,58.7674
C7_03850W,1.739243,1.004136,1.381407,7.59395,6.88037,7.75788,0.508494,1.415855,1.69392,2.36574,2.63964,2.44207
C7_03860W,415.518,423.219,390.58,444.488,345.222,436.838,441.538,291.596,339.65,415.426,317.426,342.028
C7_03870W,106.2688,130.5716,127.9283,194.1896,322.466,245.953,127.4958,149.4573,138.3787,156.5894,193.8346,163.2843
C7_03880C,5.75995,5.24873,8.71721,32.999,64.2095,35.4083,3.44195,6.11314,5.39072,15.26857,18.97578,13.27287
C7_03890C,85.7933,101.2293,101.439,165.222,167.6641,153.1681,86.725,101.5592,99.1495,116.2073,162.8175,135.3426
C7_03900W,1.061211,0.728112,3.54439,2.28884,3.68964,2.258552,1.211497,0.932096,1.08656,4.21363,5.25044,3.66093
C7_03910W,9.0379,13.09492,14.37638,16.9884,16.48402,15.1978,9.68376,14.81221,11.32166,16.51217,20.9839,17.11342
C7_03920C,2351.86,2162.54,2499.02,713.935,514.117,623.337,1914.157,2082.89,2585.56,1364.384,1196.659,1705.851
C7_03930C,137.0067,215.403,214,466.723,668.346,455.394,163.7765,164.3256,164.9583,414.428,511.686,325.369
C7_03940C,17.53658,25.232,21.7346,25.1413,23.6355,26.8474,21.4627,22.6212,26.6427,24.6872,31.29,27.891
C7_03960C,85.8945,80.667,85.7659,96.7554,105.2313,112.1119,87.2081,77.1999,88.3522,85.8477,87.5628,86.7279
C7_03970C,137.8782,179.4163,168.1104,218.028,266.68,282.617,133.2252,169.4254,147.2194,193.897,173.0303,172.2549
C7_03980W,94.102,120.714,100.1764,122.1524,139.8189,126.5477,119.3651,134.2226,117.2462,115.6919,117.8488,103.3545
C7_03990C,39.6343,43.0155,45.1887,60.1496,70.354,79.1384,44.0544,49.4332,42.5548,55.2491,59.9803,54.1635
C7_04000W,46.1326,48.7005,50.815,63.9321,81.3434,74.1384,40.9736,45.1611,45.0233,41.8554,53.9262,47.89
C7_04010W,37.698,36.9304,39.1573,80.3293,92.2041,85.503,37.132,29.9463,39.3983,50.7008,53.198,39.5428
C7_04020C,331.902,304.067,306.286,428.022,494.996,535.302,302.482,271.509,290.173,345.697,334.957,308.351
C7_04030C,47.8298,52.2864,49.9906,73.8652,63.0053,72.1223,52.5011,49.8208,51.2081,58.2365,62.0133,59.9209
C7_04040C,152.4335,130.7616,143.505,162.8481,143.4444,163.6722,121.203,110.9526,122.7493,118.8827,112.5549,121.9969
C7_04050W,48.3279,41.6828,48.4422,71.4177,69.3614,76.1805,45.3154,41.9672,50.477,46.7624,52.0541,46.1643
C7_04060W,3.66997,4.6554,6.08125,7.0564,10.17819,12.29994,2.75254,4.04806,3.6047,4.96,6.07416,6.14625
C7_04070C,0.477852,0.737688,1.197005,2.5766,4.98423,5.23031,1.02286,0.839426,0.917375,3.62222,2.455155,3.0909
C7_04080C,0.0727942,0.1498354,0.364694,0.471011,0.303712,0.597573,0.186982,0.1918125,0.279498,0.394139,0.748017,0.5650271
C7_04090C,29.2847,18.19273,25.5293,87.1338,85.899,89.8562,20.33199,23.0563,29.5667,40.7902,51.3666,42.3503
C7_04100C,41.8694,41.3078,42.033,48.6816,45.1778,44.5989,48.9527,45.0603,44.0522,47.0075,52.4202,46.694
C7_04110W,28.4843,26.8139,27.8022,39.1572,51.9681,44.5137,30.8812,31.4655,29.6748,30.8453,35.2415,33.0762
C7_04120W,34.5541,44.2849,37.9254,51.794,72.0833,60.8547,35.3541,45.6205,48.3966,46.1256,68.9795,56.7905
C7_04130C,279.634,246.301,287.826,268.589,267.26,272.583,260.798,299.499,281.379,268.678,261.659,254.382
C7_04140C,36.2052,46.6541,41.2012,88.7954,96.7631,116.0855,34.6919,43.2518,46.5173,69.5067,68.5904,68.8937
C7_04150W,10.04293,11.71621,10.7588,18.49258,11.89083,16.42749,10.3214,8.76493,9.47769,10.77161,9.46127,9.27422
C7_04160W,8.79864,9.45167,8.06413,7.82724,7.60148,8.6199,8.29448,7.70212,7.89408,8.85423,6.69725,7.74161
C7_04170W,21.74223,17.69491,17.18888,11.88982,7.15731,9.77514,14.65517,12.66357,15.45288,11.27125,12.50018,11.76952
C7_04180W,16.54076,14.58205,22.459,26.8365,17.82717,25.7505,8.35963,8.09194,9.3028,10.29754,12.11475,10.76758
C7_04190C,11.22145,8.18804,11.30325,42.7388,32.5126,44.678,4.49897,10.79485,10.30408,17.90587,23.5228,18.01156
C7_04200C,13.82794,15.97553,17.55721,22.1742,25.4361,28.0435,15.40955,19.07455,19.10673,19.97625,26.4733,24.7182
C7_04210C,438.32,370.636,390.464,402.317,359.566,415.928,463.643,358.61,463.223,387.987,329.985,391.812
C7_04220W,5.16443,0.984276,1.277702,2.68155,3.591167,4.36165,3.93054,2.520047,2.35014,2.69269,1.528729,1.484674
C7_04230W,244.253,251.072,270.425,333.732,580.722,368.999,132.5104,166.0366,197.07,221.716,347.424,304.205
C7_04240C,144.6982,113.7678,117.7641,123.9729,80.0844,101.8993,133.5847,119.36,138.4173,116.0129,121.3622,127.8551
C7_04250W,6.21142,4.68991,6.39825,8.88953,10.05123,13.02549,4.89582,5.8126,7.44451,7.79492,7.39016,8.41097
C7_04260W,109.8711,90.6318,98.2651,155.2447,109.7948,155.7142,89.7113,70.8127,91.8221,101.6845,99.141,82.5641
C7_04270C,131.1768,129.0877,132.3165,191.5091,237.485,234.607,120.8633,126.1114,123.4997,140.3461,154.1238,123.9865
C7_04280C,197.2457,158.8049,153.1919,186.7922,142.6453,195.4043,202.908,134.9669,182.4753,195.5494,167.5782,161.8907
C7_04290W,102.4311,114.5555,96.5525,149.9836,165.4842,176.8932,106.8026,119.958,121.3087,140.5002,140.6011,121.9104
C7_04300W,94.4866,76.0175,89.3033,98.5289,63.4348,86.9588,85.8683,73.8861,94.1812,78.8427,77.8808,77.1447
C7_04310C,49.8898,37.5484,50.9737,80.3823,69.5162,79.6348,37.6311,23.8849,35.4444,49.1095,44.0292,44.1796
C7_04320W,14.1174,15.22111,21.51758,25.8572,21.03593,31.2721,13.04683,12.39977,17.20789,16.9862,15.6069,21.16213
C7_04330C,68.6757,66.3549,74.0385,140.7775,142.8109,151.5796,66.6165,58.6657,74.099,74.9956,85.8548,66.9136
C7_04340C,493.126,545.71,481.118,566.099,811.167,614.23,460.054,582.162,523.907,602.902,742.632,578.489
C7_04360C,163.1882,163.4924,147.2199,217.28,317.562,220.802,158.4928,172.8083,151.9154,184.4803,207.178,155.9697
CM_0003,0.22291,0,0,0,2.909177,0,0,0.195789,0.114117,0.201748,0.0848359,0.67428
CM_0006,0,0.0595085,0.3012724,0.0623554,0.706853,0.0527404,0.0495077,0,0.0994633,0,0,0.2423622
CM_0014,0.243065,0.0833851,1.082662,0.0873744,12.00321,0.221704,0,0.0711639,0.124435,0.0877371,0.0925067,4.612903
CM_0017,0.130348,0.197269,0.139154,0.249382,22.88621,0.226468,0.18604,0.205381,0.133987,0.27755,0.272474,0
CM_0022,8.21E-08,0.1601384,5.62E-11,0.0559609,0.507263,3.82E-14,0.1176359,0.085046105,0.1084004,0.06318137,0.0501338,0
CM_0024,0.047358003,8.31E-08,0.06400601,1.07E-07,0.20875205,8.35E-08,0.068223305,0.09152663,8.42E-09,9.09E-07,1.25E-08,0
CM_0031,0.0353172,0,0.0294895,0,0.507075,0,0.151195,0.2718975,0.0271206,0,0.0403235,0
CM_0033,0.3370791,0.676337,0.0585463,0.340267,0.991891,0.2135191,0.39022404,0.249204,0.6191985,0.19531758,0.4002776,0.931816
CM_0037,0.0593728,0,0,0,1.06282,0.0270776,0,0.0260745,0.0455933,0,0.101684,0
CM_0044,0.0363008,0.0373598,0.0598704,0.0773241,0.414622,0.0993322,0,0.0956526,0.0557519,0,0.0828932,0
CR_00010C,16.3011,15.39707,16.72924,16.49508,16.67826,21.3531,19.49093,21.1298,19.22715,22.5773,22.6021,25.2066
CR_00020W,128.3536,145.2262,119.6774,198.8258,335.276,189.1251,153.111,188.3823,157.8251,200.852,246.78,188.6983
CR_00040C,33.8316,35.2797,35.994,50.3531,50.4314,54.7687,34.8756,42.0344,42.2558,40.3721,46.6597,45.2158
CR_00050W,13.96922,9.85425,12.90008,18.70595,23.6892,17.63575,7.68332,6.21607,7.4593,11.22009,9.08377,9.69396
CR_00060C,51.007,33.7064,50.2883,53.1193,31.3822,51.9084,32.2683,22.045,58.9842,32.7506,28.9249,44.0581
CR_00070W,8.12062,7.47175,10.13713,11.94581,8.42796,10.02991,7.98467,5.7541,8.80186,7.28058,7.10988,7.71527
CR_00080W,8.89368,7.99548,12.59812,68.609,67.6264,96.0321,4.62286,9.56362,12.13894,17.02045,19.72653,18.74239
CR_00090C,399.044,363.823,338.212,403.461,470.633,464.127,370.753,301.525,344.288,342.434,309.983,324.788
CR_00100C,54.2921,65.2173,79.552,132.6283,101.7796,138.6777,41.0474,48.7728,75.6407,59.9045,81.159,82.8184
CR_00110W,40.9631,40.6083,47.7795,71.1694,54.5406,67.4211,30.8875,30.3629,31.7243,34.5508,41.4126,33.1732
CR_00120C,114.7092,110.9789,114.9916,188.6477,181.1365,199.8344,89.6217,83.7794,84.083,116.3123,117.3518,102.9912
CR_00130C,97.9621,75.7184,80.1934,87.3857,87.2228,107.1181,105.7541,88.162,95.1567,90.0221,82.0632,83.6199
CR_00140W,7.97334,8.91539,12.68215,19.7989,23.0803,22.5096,5.76448,7.38671,8.62846,8.48493,12.48792,10.49317
CR_00150C,375.524,291.621,385.89,482.923,466.647,451.553,183.9787,131.6291,121.9352,242.304,167.7738,137.8388
CR_00160C,185.3738,163.5544,162.7188,192.2745,182.4716,203.409,166.5359,161.5108,139.49,171.0819,126.7781,135.2102
CR_00170W,36.0558,32.0449,33.3035,53.803,40.9605,55.5003,29.1484,25.9734,29.2331,38.7114,33.8908,32.6508
CR_00180C,9.88759,14.11878,13.22183,14.79423,11.64521,13.07874,13.65164,12.08151,13.39252,11.29978,13.91362,14.30162
CR_00190W,6.99255,9.6889,9.25353,19.71678,17.19674,19.49984,8.55497,8.84642,10.98567,13.12965,15.41818,11.55646
CR_00200W,159.7087,287.788,263.965,719.627,572.337,671.461,327.822,407.015,300.294,318.207,495.732,337.719
CR_00210W,36.4637,29.6115,34.8077,81.1375,86.0706,69.1749,26.3697,25.9944,29.1921,64.919,59.3048,53.3959
CR_00220W,21.1257,29.3879,29.4846,39.3989,27.6156,32.8775,20.86279,25.9667,27.9849,32.8749,35.0809,35.1605
CR_00230W,25.1915,28.2834,30.3871,38.3327,31.7431,42.9177,26.5335,26.2487,30.3549,30.6241,33.0253,31.9113
CR_00240W,836.592,863.725,770.097,644.012,655.145,774.354,725.378,903.183,798.46,622.77,632.418,635.419
CR_00250W,1964.04,1964.551,2337.01,2747.14,3053.34,3056.18,1195.503,1536.777,1373.018,1868.221,2022.68,1909.829
CR_00260W,59.7218,56.0935,61.7761,73.6844,63.8498,69.1188,60.7902,49.5359,63.6433,47.8826,46.9909,51.312
CR_00270C,72.0568,77.4204,96.0995,118.7186,153.971,151.3794,51.4134,74.4241,68.9108,75.32,76.1769,76.1706
CR_00280C,52.308,56.9338,66.1348,66.0626,67.0824,69.961,46.7846,57.1968,54.2416,45.2965,55.2182,60.7538
CR_00290W,115.7944,106.8739,137.5471,297.3,312.355,316.202,93.1592,65.9672,90.7556,173.0128,112.9027,115.6343
CR_00300W,2.020978,2.72373,3.61606,4.8778,6.27375,7.11018,1.318394,1.775094,2.106207,2.65745,3.24144,3.79721
CR_00310C,132.7832,136.8911,126.1412,138.4487,181.7902,119.3842,105.635,100.8997,88.0988,135.9012,141.4698,146.5501
CR_00320C,318.238,308.975,330.334,530.059,582.761,585.261,341.347,309.387,320.585,434.981,422.35,374.493
CR_00330C,56.1164,72.5522,86.3682,128.4531,83.7371,111.9906,37.5879,51.4964,49.4363,65.0063,63.342,50.6625
CR_00340C,410.896,414.164,447.437,646.398,817.404,654.911,306.478,383.227,305.775,410.55,411.104,413.742
CR_00350W,152.634,105.4801,131.6311,177.7364,143.5725,163.7635,124.4747,111.0367,128.9177,123.0987,113.8133,107.2771
CR_00360C,74.4892,99.1203,112.0337,34.5552,20.6244,24.7688,80.5699,122.338,111.0856,56.9892,76.5273,80.124
CR_00370W,25.7177,27.6447,28.5057,39.9474,37.7099,39.8961,27.6452,28.9333,28.5015,32.3107,36.1187,33.5518
CR_00380W,6.00419,5.65085,7.58612,18.91375,30.7365,31.0939,4.66738,5.27368,6.03639,7.87067,8.92994,9.45375
CR_00390W,3.41998,3.07752,3.55857,5.78753,4.78371,5.11907,3.01082,1.848539,2.75419,4.22573,4.20514,3.7323
CR_00400C,61.4319,63.2762,59.9675,71.7125,74.1173,69.6431,58.5202,65.1274,62.0369,51.2987,59.3226,56.9251
CR_00410W,37.6285,37.047,30.5524,31.1941,33.111,29.947,32.4297,37.5672,28.7816,32.341,35.8492,34.606
CR_00420W,22.3184,22.7769,29.0986,32.035,21.5234,30.1375,8.91409,10.15738,13.50023,13.73807,17.72354,16.04918
CR_00430C,194.6712,177.8027,192.8628,190.3592,213.4976,228.377,125.948,167.6872,171.6021,178.2707,142.222,136.0416
CR_00440C,16.4181,18.98545,20.8886,23.2647,22.737,25.5104,14.46105,19.12839,21.6031,15.293,20.78148,24.5938
CR_00460C,23.2756,25.6379,23.1117,64.9903,67.4523,76.6581,15.29678,33.0415,29.3709,46.7312,53.2937,45.5731
CR_00470W,132.0506,150.787,142.7146,184.7626,242.258,223.503,151.2673,145.8645,140.7788,151.9386,166.2027,161.0491
CR_00480W,42.4112,48.4182,63.086,83.3632,126.4172,89.8907,40.6557,59.3714,53.3179,68.8424,92.8526,68.5539
CR_00490W,105.5018,116.6835,123.5332,199.1049,184.8972,193.8623,108.6397,105.4859,118.1818,157.5049,181.6359,141.2044
CR_00510C,370.129,484.568,450.258,244.018,206.1025,262.246,570.935,618.591,520.241,264.477,261.891,303.505
CR_00520C,57.4933,64.3424,59.3382,85.623,84.0148,85.3038,63.8973,54.4508,58.8667,68.0849,72.8883,71.4202
CR_00530W,2.74384,2.82387,1.666237,3.76597,4.16284,2.61646,1.388226,0.766817,0.766193,2.836201,1.566391,2.581521
CR_00540C,365.232,530.789,450.878,607.94,715.698,650.8,379.603,461.642,338.278,434.73,490.435,423.757
CR_00550W,5.0749,2.497937,3.86901,1.665642,3.22205,1.610062,2.267059,1.841127,1.440231,1.553094,0.125963,0.142722
CR_00560W,103.9245,84.0824,104.3768,75.9455,55.5555,68.1989,84.0593,75.6061,83.76,58.5482,68.9785,86.8547
CR_00570W,32.6115,40.6234,40.0717,56.1364,79.5614,63.1983,33.1561,37.2968,43.5691,47.849,60.6589,48.9603
CR_00580W,480.095,576.158,560.236,566.408,657.362,642.541,536.092,678.375,612.656,585.268,633.802,604.734
CR_00590W,14.54237,16.2187,16.30105,15.46192,11.10056,13.49256,9.57948,9.47741,10.01478,8.12628,10.80091,11.0024
CR_00600C,11.92065,17.73772,15.67869,19.19312,26.7153,21.7651,16.89803,26.1025,22.5491,13.49547,22.1765,19.16875
CR_00610W,6.81948,7.83876,10.86251,18.08303,18.24964,15.07925,5.44293,7.98636,7.78339,5.97811,10.81974,8.12194
CR_00620C,10.53734,18.5849,5.14112,111.452,242.663,116.3159,7.46544,4.75468,7.86966,22.2398,19.86303,13.84559
CR_00630W,7.84332,7.28383,6.93283,10.14336,17.67215,11.31794,5.56132,5.59735,5.69362,4.34625,3.84791,5.23185
CR_00640W,227.661,171.3261,196.5264,164.433,100.2005,124.3077,213.73,187.1063,226.08,161.8019,147.3661,164.286
CR_00650W,0.416301,1.190127,0.733837,0.848003,1.688643,1.223532,0.277233,0.284396,0.497287,0.751345,0.369688,0.299196
CR_00660W,8.67673,6.87556,7.5511,10.67497,8.62536,11.62983,5.40619,6.65501,6.97581,8.33722,7.62769,7.95747
CR_00670C,7.77927,10.4297,9.19918,15.59943,20.5705,17.45141,7.16476,7.7192,7.91126,13.02314,15.9876,13.87165
CR_00680W,5.9929,5.60015,5.1575,31.521,34.5908,38.3308,3.68314,4.74708,5.78784,15.4079,14.9022,12.55667
CR_00690C,36.866,38.258,39.2568,36.3986,28.4689,34.3626,36.9302,31.2326,34.6273,35.301,34.7182,33.5188
CR_00700W,5.59654,9.48673,9.01012,7.29764,10.14878,6.87301,6.79625,10.28104,9.80317,6.29807,9.39685,8.0918
CR_00710C,15.07624,14.91035,17.0205,18.59773,21.9318,20.70886,13.09421,14.76639,15.52911,17.70595,20.36571,17.83377
CR_00720W,4.00602,8.92022,7.92354,10.23981,10.99342,7.34142,3.931808,11.54557,11.50392,9.87391,16.5159,14.97227
CR_00740C,14.96585,7.99328,13.74345,59.5318,62.7208,73.621,7.77533,6.79552,15.36921,27.5281,20.15686,24.4618
CR_00750C,21.3854,26.9885,20.9303,33.4591,30.6799,25.6778,29.9572,25.5271,28.3754,38.3816,40.7883,34.9221
CR_00760C,10.57943,16.86482,15.44675,18.64554,13.46976,19.08835,13.56778,14.26682,16.56771,12.6048,17.27936,17.18889
CR_00770W,4.69936,19.01979,9.99933,12.25246,13.86672,21.79326,12.13809,8.32971,18.30885,23.4147,19.12643,17.81034
CR_00780C,1757.699,1777.119,1636.06,1209.839,818.537,900.366,1870.382,1518.231,1588.63,1583.018,1355.401,1530.849
CR_00790C,27.0991,15.64544,17.38455,29.9368,15.85639,18.99043,16.12868,8.41781,11.42005,20.39854,12.82902,10.68817
CR_00800C,20.9606,20.32654,24.2388,43.2869,32.0844,39.2338,15.44258,20.49208,18.45811,28.6137,32.9519,31.9434
CR_00810W,28.2154,19.75578,32.829,34.6678,42.4565,53.1595,16.03962,22.9543,24.6862,30.8046,31.1588,30.5174
CR_00820C,52.3063,57.408,57.9171,60.972,60.8177,57.9085,61.4446,64.1972,58.1643,51.8533,66.7894,62.8451
CR_00830W,24.1697,29.6351,29.3738,20.8442,24.6047,26.5583,22.5874,31.1646,29.8384,25.4852,27.9327,33.2529
CR_00840C,3.91563,0.755275,1.7964754,0.92075115,7.69E-05,9.31E-05,1.51E-05,3.2550395,2.87855,1.51E-05,4.58E-04,2.9610467
CR_00850C,13.96342,16.39958,15.27141,12.8832,8.64352,14.58435,14.15145,13.66733,13.83442,13.40119,14.64028,14.51021
CR_00860C,3092.25,3488.99,3359.51,1815.17,1494.594,1614.308,3067.45,3754.25,3483.48,3200.2,2779.41,3247.86
CR_00870C,10.45165,11.01636,11.59385,16.49835,25.0684,20.30974,9.42438,10.15567,8.72389,10.33377,14.98856,11.3654
CR_00880W,12.4242,18.64928,19.19001,23.0367,25.0473,23.471,13.70716,16.3473,19.60941,17.70822,21.3061,24.6491
CR_00890C,145.6798,157.8206,140.8476,187.1698,253.736,195.8196,152.1863,158.5667,143.4502,185.6826,201.347,191.1658
CR_00900W,3.91586,4.1513,5.55603,11.55739,14.64867,13.91097,4.1343,5.30137,5.67495,7.23742,9.88314,7.57966
