,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24
orf19.7266,4.239879179,4.881630364,4.226572124,4.245311671,4.553755576,4.340674649,4.371048606,4.370488586,4.449417587,4.546508719,4.346954637,4.279165125,4.389039063,4.055243741,4.148276558,3.457626285,4.045402829,3.864815122,3.957315398,3.681280255,3.820745182,4.15223198,4.062514021,4.097442452
orf19.7267,5.49303629,5.901871581,5.178810839,5.687562161,6.033121795,5.560059741,5.723573604,5.470178469,5.521163532,5.651554571,5.681902669,5.525935223,5.415098709,5.482062029,5.497450546,5.465015126,5.651697042,5.559576661,5.635238158,5.542688689,5.590867761,5.744353748,5.754138763,5.55107273
orf19.7269,8.393778307,8.934866972,8.365224832,8.500157085,8.665660038,8.539323896,8.59020494,8.359865815,8.35442159,8.325723565,8.370987779,8.205340627,8.760221796,8.905488713,8.795400523,8.604012563,8.731997914,8.680431672,8.691926055,8.546493749,8.622807297,8.711529714,8.629739194,8.550258599
orf19.727,2.451464653,2.581159042,2.811422152,2.147734657,2.209409331,2.273082328,1.373484423,1.974095966,1.579407481,1.757651463,1.785937517,1.270036809,4.058904836,3.819725503,3.906153493,4.11721689,4.011091593,3.7872673,3.963022028,3.945004438,4.049192799,3.730854828,3.999023279,3.83996004
orf19.7270,8.967121272,9.308388058,8.816535982,8.939784033,9.133653916,9.002741342,9.103015226,8.940296546,8.917493811,8.878809812,8.909460476,8.749034967,7.861657734,7.852855472,7.815566358,7.765485588,7.903581697,7.920540812,7.864454011,7.721933341,7.818516091,7.985479779,8.025557364,7.816429498
orf19.7271,5.766172136,5.580792943,5.917064446,5.566366556,5.593044728,5.663343642,5.869841627,5.903873958,5.959187303,5.605249682,5.478972089,5.482479218,5.720360828,5.467095962,5.643648762,5.306390017,5.587169771,5.520172518,5.684427066,5.603703848,5.694948083,5.700103378,5.538864636,5.482505343
orf19.7272,2.397210884,2.823714514,2.589684714,2.613137312,2.488463992,2.427777917,2.875573486,2.55671547,2.856359597,2.339891356,2.021763827,2.363457404,2.641869349,2.709883286,2.554872564,2.412997143,2.561852632,2.368917812,2.737289519,2.71449873,2.64053073,2.888906674,2.599757205,2.872830662
orf19.7274,5.413270423,5.641863636,5.539883112,5.472505578,5.56324101,5.519338866,5.514708093,5.555464538,5.582854155,5.115614655,5.29768981,5.206829586,5.342231678,5.249456135,5.321177008,5.481102172,5.561714246,5.370896799,5.098004971,5.198227719,5.185294007,5.19794117,5.253452729,5.283845146
orf19.7275,3.893054396,3.70541459,3.956106333,3.876090898,3.69588714,3.80989951,3.751867901,4.002725211,4.083419013,3.903316562,3.98353132,3.870934489,3.546059286,3.50500036,3.690868209,3.727966481,3.716813323,3.283939675,3.504253763,3.636560153,3.659763459,3.419033259,3.293161121,3.647590208
orf19.7276.1,3.034744596,3.304476416,2.613456309,1.919326009,2.597040719,2.619781822,2.753914673,2.708249507,2.934161556,2.285653186,2.46740966,2.185195284,3.939994573,3.648360939,3.787796589,2.855231687,3.60623369,3.196653881,3.542869898,3.252213709,3.155214638,3.800621385,3.728525729,3.236264235
orf19.7277,5.105952962,4.649431221,4.792940856,4.75549309,4.547003726,4.467390056,4.818151945,4.902090729,5.033959035,4.875104496,4.798099277,4.963831873,4.616907659,4.353777649,4.473732148,4.128933308,4.317548337,4.03102952,4.129582427,4.117638745,4.02184829,4.228206527,4.170198401,4.167755019
orf19.7279,1.744177987,1.725088936,1.150121635,-0.582128891,0.913302124,0.99179812,0.679685536,0.679532949,1.230479961,-0.383992139,0.688225612,-0.194940919,5.072282547,5.129659513,5.108525479,4.776185179,4.851233444,4.815859004,4.526350363,4.477787463,4.505210865,4.828180688,4.758489271,4.795244282
orf19.7279.1,1.9466272,1.61472518,2.110869952,1.313106923,1.281937251,1.815789881,1.578514625,1.904057759,2.039842618,1.796959267,1.679637696,2.129938084,-1.081906039,-0.560490227,-1.024832857,-2.638120669,-5.708308745,-0.611567321,-0.399905151,-1.495154418,-0.642111224,-0.562860763,-0.180541319,-1.042578188
orf19.728,3.873316759,3.503424805,3.657670981,3.465921783,3.25694609,3.077988592,3.834216267,3.73668083,3.610878999,3.137271539,3.040006551,3.299490119,4.755409882,4.90377362,4.889225839,4.68785369,4.74389439,4.675847721,4.855728256,5.064750283,4.956027891,4.481222862,4.671569322,4.778999652
orf19.7281,4.669887903,4.945720005,4.955217133,3.465921783,3.352975171,3.253769907,4.713256204,4.494825705,4.816997679,3.21188091,3.416089427,3.431035302,6.036987666,6.178659722,6.168109216,5.890259804,5.857208277,5.849153587,6.039373546,6.090627298,6.038422172,5.893033145,5.754138763,5.962370928
orf19.7282,5.601984891,5.995686305,5.59763616,5.585987493,5.953665595,5.733261995,5.693555791,5.558317375,5.646644342,5.635380835,5.614977956,5.583627236,6.11368087,6.129265374,6.155736969,6.25616472,6.246957328,6.310621535,5.813219888,5.807642911,5.935208161,6.274081333,6.225617223,6.208144695
orf19.7283,-0.678656675,-0.671605966,-2.190046716,-0.582128891,-1.522396989,-1.130362912,-2.204504237,-1.744728968,-1.944061158,-2.279821992,-5.708308745,-3.257398189,-1.700985733,-1.520359915,-1.724846039,-5.708308745,-3.576866392,-5.708308745,-2.813433652,-2.932378931,-3.620760513,-3.842104684,-5.708308745,-5.708308745
orf19.7284,2.824706626,3.07363651,3.204760813,2.839252035,2.516383808,3.168554796,3.157304647,2.970580042,3.258395419,2.515115605,3.01836231,2.522095676,6.62271527,6.888713259,6.874076599,4.911224413,5.435877259,4.606050164,5.828930358,5.473540276,5.725779453,4.393632941,4.630260001,4.434687468
orf19.7285,6.428245958,6.889841461,6.51455517,6.712506084,6.7031618,6.670838898,6.460330304,6.443877655,6.300620523,6.534037274,6.444581222,6.304853389,6.023342599,6.150832935,6.113056452,6.077242257,6.019908465,6.073974304,5.827366988,5.8544214,5.861539843,6.053319617,6.104148616,5.971334623
orf19.7286,6.332111046,6.295337528,6.359777414,6.098828242,5.978968941,6.003117828,6.333353864,6.30470795,6.272440203,6.012512561,5.998896169,5.969304641,8.020737113,7.973880176,7.985981815,7.998476771,8.100346787,7.966707406,8.189936663,8.170936554,8.173801074,7.976812104,8.077195745,8.074044414
orf19.7288,1.346273392,1.556206856,1.083599372,1.067260092,1.464999477,1.06907017,1.134411357,0.838182974,1.278997523,0.765788593,0.793917096,1.164001452,4.954515855,5.042924613,5.04595694,4.479433593,4.639199634,4.484380982,4.700418889,4.944108367,4.869703682,4.417742828,4.5616016,4.167755019
orf19.729,3.950697058,4.182519757,3.992820156,4.009941529,3.992756642,4.184488486,4.179578755,4.068237047,4.130451883,4.040652429,4.049042132,3.999815059,4.400344087,4.186343938,4.171152454,4.267883953,4.485238032,4.075202564,4.114278458,4.455891641,4.311046028,4.351340533,4.111368572,4.192496792
orf19.729.1,5.196102211,5.730534906,5.286240573,4.669825758,4.828892737,5.205283592,5.303299281,5.014383946,5.172028419,4.375289219,4.549166545,4.253542029,6.693349787,6.861175287,6.713878785,6.544512558,6.68626986,6.612712719,6.737572557,6.684113345,6.749889048,6.541922127,6.506964813,6.536354327
orf19.7290,6.921771617,7.220581857,6.908453127,7.152257545,7.349471392,7.182073376,6.997961627,6.907004599,6.833624001,7.086549648,7.080593162,7.008872737,6.64605296,6.691279953,6.543174981,6.694954269,6.839966655,6.777184448,6.495248869,6.35891331,6.44993918,6.859239413,6.77677949,6.686514458
orf19.7291,7.273843875,7.600408908,7.212691896,7.842054289,7.93405408,7.764433763,7.376766932,7.181333442,7.18106034,7.815081643,7.790862202,7.656513863,5.588199353,5.631448665,5.616126213,5.955865714,5.95821378,6.228655245,5.560043592,5.559897803,5.402286178,6.258908685,6.095068045,5.974904565
orf19.7292,7.050382969,7.255483049,7.017152401,6.497280436,6.587833172,6.534446558,6.989002105,6.870742838,6.914549257,6.21291041,6.317418404,6.221402466,8.518215321,8.624954088,8.541490694,8.237747739,8.38345379,8.273807526,8.420763732,8.398426421,8.452009189,8.219496547,8.198035067,8.164362101
orf19.7293,4.862397475,5.1524314,4.898297065,5.110113048,4.981911687,5.08020961,4.802895594,4.818890046,4.771093065,5.092105015,5.180772937,5.033238247,5.452235266,5.496874435,5.473111081,5.331958132,5.353832925,5.538037685,5.398872346,5.379745625,5.361420458,5.519321036,5.525407941,5.354063678
orf19.7295,5.265888099,5.727223366,5.315520667,5.385608541,5.522520098,5.29647301,5.682483493,5.625145833,5.602050753,5.345093769,5.242750594,5.373701374,5.093332277,5.12149006,5.041825537,5.125222728,5.100030576,5.269984106,5.222171407,5.091032135,4.99592264,5.235243599,5.253452729,5.116165594
orf19.7296,3.170325334,2.773227628,3.235724031,3.246765849,3.368376481,3.33423114,2.597658511,2.533707497,2.757096058,3.009239143,2.904984643,2.946631447,3.860369526,3.743700318,3.685581765,3.556374869,3.478120348,3.950314715,3.302984617,3.718538495,3.77561854,3.930782199,3.877185019,3.674185058
orf19.7297,4.247565802,3.212737658,4.028622823,2.890647042,2.923279841,3.077988592,3.459282164,3.843448176,3.648295793,3.323768602,3.14360937,3.530400409,6.817661177,6.62347742,6.739614249,6.377764976,6.372765048,5.994254922,6.617879699,6.661173288,6.58030854,6.043391851,6.073655099,6.460715356
orf19.7298,5.93038085,5.588113365,5.863552311,5.669283637,5.596318563,5.739184704,5.554726236,5.760122674,5.625692784,5.60801503,5.657605895,5.921291978,5.98631193,5.908069903,5.909314943,5.988386945,5.816395926,5.975439431,6.066132744,6.063131576,6.046586023,5.943727928,6.061274906,6.011865098
orf19.7299.1,-3.05813741,-5.708308745,-5.708308745,-2.747619203,-2.956947123,-2.0711879,-5.708308745,-5.708308745,-5.708308745,-3.151686868,-2.820095471,-2.395756594,-2.808462927,-5.708308745,-5.708308745,-2.111583171,-5.708308745,-2.774004631,-3.631442613,-5.708308745,-3.620760513,-3.842104684,-5.708308745,-3.368129056
orf19.73,6.80551245,6.547088409,6.732388392,7.086280267,6.962351081,7.001671395,6.56652838,6.690049019,6.577725981,7.223584001,7.156866248,7.337824043,4.809412162,4.742670023,4.779372277,5.210400678,4.998607887,5.364236155,4.651781459,4.94148453,4.822940585,5.334471987,5.317315008,5.340290725
orf19.730,5.657854504,5.898931247,5.771465356,5.335485778,5.48415519,5.300484123,5.617113989,5.445736066,5.53621164,4.750493631,5.010334011,4.74684357,7.125878318,7.272468857,7.230967543,7.097307452,7.280775916,7.064212026,7.229924253,7.162608074,7.157342874,7.074935094,7.138241573,7.059510609
orf19.7300,2.503751893,1.96889672,1.895094089,2.189376911,2.174789425,2.485292293,1.715178,1.752873617,1.617638629,1.835224431,1.884939646,2.387216241,2.311496845,1.756915888,2.141399481,2.043677233,2.245034369,2.074675462,1.892599263,1.869861064,1.781650258,1.811757751,1.460867055,2.178559043
orf19.7301,0.412840083,-0.010110829,0.399711725,0.080368519,0.008729079,-1.525404504,0.38409513,0.184193269,0.29032361,-0.383992139,-0.190254942,-0.343438793,3.727550856,3.812977311,3.717013711,3.438922554,3.688144209,3.773927508,3.257271111,3.285699694,3.252528689,3.691842313,3.789839536,3.383206088
orf19.7303,-5.708308745,-2.827641339,-3.069327771,-5.708308745,-2.956947123,-5.708308745,-3.082619412,-5.708308745,-5.708308745,-3.151686868,-2.820095471,-3.257398189,-0.961250902,-0.872280609,-1.515542523,-1.42312326,-5.708308745,-3.596630599,-1.15173927,-2.419395127,-2.281942714,-3.054918138,-2.617052194,-1.599397273
orf19.7304,2.189438841,1.725088936,2.007012315,0.975028298,0.73468204,1.624264058,1.715178,2.104729649,2.199600759,1.176763264,1.07121373,1.851180424,5.276265958,5.195997095,5.224245029,4.631312984,4.605100354,4.386979313,5.2292922,5.38747773,5.26208854,4.427953557,4.695798822,4.78307799
orf19.7305,0.70850891,0.785285835,0.940579324,1.153948127,0.73468204,0.99179812,1.134411357,1.442904477,1.617638629,0.302531558,0.45032776,-0.060311651,3.123306094,2.456378863,2.554872564,2.7529429,2.947775776,2.910034917,2.959090669,3.191675287,2.995706224,2.818210777,2.565102806,3.018319272
orf19.7306,2.221016185,1.062565583,2.176174353,0.247390812,0.636330321,0.527639633,0.38409513,0.911411639,1.726605037,0.985860799,1.07121373,1.049550046,5.570794269,5.327288929,5.530260652,3.922276245,3.435634021,3.485613189,4.669340799,4.835244295,4.761444657,3.472626891,3.395330025,4.016615451
orf19.7307,5.730962193,5.205752659,5.618344013,5.754982229,5.663406834,5.688049261,5.217685941,5.401939356,5.482841893,6.159245252,5.951144275,6.184589505,4.873684069,4.54915738,4.774400932,5.269815876,5.030361432,5.214284123,4.864901638,5.064750283,4.99592264,5.09703791,5.086336113,5.29245406
orf19.7308,8.092504112,8.368650769,8.048449688,7.836331401,7.860399868,7.779599832,7.931595083,7.807881678,7.860157614,7.602053019,7.683219893,7.566384005,9.043170721,9.099067966,9.066810211,9.011733796,9.048724768,9.009077956,8.973726754,8.950626128,9.020029037,9.042333584,9.00181123,8.966697802
orf19.731,6.742990152,6.89280036,6.768568502,6.80916505,6.740629715,6.677022937,6.666847441,6.661147003,6.700806499,6.6214826,6.760346829,6.653592696,6.481494697,6.529872357,6.584944948,6.68308237,6.467541627,6.641459985,6.466410131,6.511767417,6.534604849,6.572159019,6.614673222,6.505832777
orf19.7310,2.865240418,2.848310508,2.74840432,2.060660942,1.575290211,2.062479314,2.061299337,2.579362266,2.704779802,2.045673659,2.146728346,1.851180424,6.347742892,6.545222605,6.548280826,4.484002408,4.403828212,4.036625684,5.298631369,5.162622598,5.187756753,3.867169193,4.087148084,3.886192842
orf19.7311,1.983918348,2.097575441,1.545666779,2.104854615,1.947567689,1.723202904,2.095092909,1.867720913,1.922577113,1.588746116,1.230295411,1.744853399,2.66079466,2.794531168,2.421312256,2.250886143,2.340238855,2.096272764,2.426344008,2.25510674,2.188134854,2.3446509,2.378123243,2.658696265
orf19.7312,8.863072417,8.666234697,8.898639123,8.773911109,8.791315113,8.778099442,8.54201266,8.657620774,8.640370952,8.926667538,8.916790969,8.986281493,8.669837901,8.620371642,8.644017691,9.045353318,8.958388225,8.912706823,8.527154723,8.628711975,8.499617999,8.891704892,8.82040914,9.033055445
orf19.7313,6.01613054,5.848006302,5.883241687,5.546475086,5.480616347,5.320374089,6.577029555,6.443877655,6.639417486,5.693818521,5.552347338,5.611630547,2.512405477,2.724340681,2.666414969,2.432037792,2.63877708,2.598135991,2.924411793,3.052706551,2.866396153,2.71080021,2.295973273,2.251015588
orf19.7314,5.314269069,4.916940792,5.347765708,5.643298287,5.339272008,5.401040902,5.593664232,5.670676931,5.82061115,5.747475031,5.705797023,5.780371823,4.889815808,4.662355654,4.816121155,4.655816539,4.377135238,4.488470244,5.121158122,5.22220627,4.981800822,4.554507771,4.621854277,4.554049732
orf19.7316,4.487170324,4.486624103,4.568109923,4.506457105,4.404873456,4.467390056,4.371048606,4.464731536,4.48086856,4.487664228,4.210454634,4.353412088,4.77073539,4.770801147,4.671197678,4.413902783,4.468476728,4.463758978,4.669340799,4.664379719,4.563265856,4.523101127,4.587732897,4.475582041
orf19.7317,3.435543179,3.407377282,3.61120008,3.888785465,3.594758651,3.865107978,2.816026097,3.053798272,3.305998384,3.848246854,3.55786607,3.984320706,4.70615598,4.593146581,4.608331743,4.643616784,4.733409533,4.621027627,4.594110764,4.565603503,4.428153161,4.477950538,4.43297734,4.745951135
orf19.7319,3.636258906,3.212737658,3.778247578,3.41417421,3.136183231,3.496877499,3.485000857,3.588261372,3.374581363,3.090580712,3.416089427,3.182158457,5.290006536,5.185585934,5.227886339,5.019043096,5.013128012,4.756056638,5.656524802,5.573518805,5.539730386,4.848594913,4.890311868,4.900356642
orf19.732,3.154058352,3.268477866,3.538560525,2.702134029,2.964400034,2.877778869,3.379255165,2.788191611,2.807581378,2.392164108,2.26172616,1.950206148,4.223881502,4.408519827,4.464501919,3.410404289,3.391858439,3.226339802,3.65992278,3.252213709,3.601847422,3.182210951,2.90700386,3.099053494
orf19.7320,-1.635152206,-0.982587762,-0.945716652,-5.708308745,-1.127313466,-1.130362912,-2.204504237,-1.352997122,-0.283401028,-3.151686868,-5.708308745,-0.911001815,-0.111410786,0.488424336,0.205073078,0.111645811,-0.734055784,-0.477901641,0.322423613,0.664789962,0.595582253,0.044290406,-0.437334914,0.041963877
orf19.7321,4.467558371,4.38100823,4.460816271,3.913844328,4.196323493,4.066965834,4.985154945,4.828375084,4.816997679,3.751518355,3.98353132,3.801902689,5.777834688,5.824982759,5.880686942,5.790511482,5.831221723,5.629753014,6.04476524,6.064338002,6.024712248,5.732044898,5.757979469,5.776452835
orf19.7322,7.177543512,7.105414413,7.136805675,7.34996955,7.322049875,7.401485033,7.060236784,7.007494478,7.041260252,7.488839848,7.453524022,7.494375089,6.382361201,6.200799561,6.221138177,6.488771709,6.556473906,6.552464221,6.115647116,6.072754856,6.13983893,6.561377519,6.520593825,6.504598382
orf19.7323,5.114385127,4.968337044,4.936492197,3.742594902,3.94219247,3.918281389,4.967018626,4.842486733,4.927652175,4.210391123,3.879325483,3.879335764,7.673550138,7.825036941,7.724742063,7.357198707,7.3927272,7.021813583,8.085576675,8.100355995,7.890960277,7.113403856,7.26105226,7.289777708
orf19.7324,1.607497897,1.295047813,1.083599372,1.153948127,0.73468204,1.06907017,1.578514625,1.340562603,1.827916064,1.115893303,0.984571413,0.925230546,2.910506026,3.090772793,3.153665651,3.101070688,3.00701011,3.135384184,3.200431429,3.285699694,3.387199737,2.984245516,3.112964146,2.761488365
orf19.7325,8.144891704,8.459761014,8.110844697,8.470906767,8.531004454,8.468004516,8.2127142,8.028114451,8.071600224,8.307550726,8.401615404,8.277037559,6.793748241,6.918881477,6.816595944,7.041834859,7.13105758,7.051830079,6.325115945,6.336120536,6.307740565,6.878601569,6.872001212,6.899663514
orf19.7326,5.350411566,5.247959326,5.358355866,5.730508288,5.53962704,5.53984297,5.353028628,5.40511217,5.344364139,5.799207309,5.685340473,5.975195413,5.682662494,5.625683952,5.789996947,5.991599108,5.857208277,5.807207182,5.844471589,5.960604955,5.971392941,5.745714938,5.765630344,5.971334623
orf19.7327,7.966594367,8.009743422,7.947441447,7.992249165,7.966674294,8.009549119,7.972509923,7.867177925,7.937760426,7.955236876,7.995113914,7.953143303,7.19404725,7.084934959,7.155065398,7.325092312,7.211325231,7.261105958,7.255725984,7.240985788,7.312652662,7.275317513,7.311578802,7.273925705
orf19.7328,6.282465154,6.286364916,6.320599946,5.335485778,5.138326405,5.284372324,6.432512724,6.483439145,6.57529973,5.187630818,5.010334011,5.120872959,7.921977303,7.945623256,7.977625226,7.886895152,7.956378971,7.664097089,8.268654389,8.276724448,8.248542057,7.640568335,7.741198538,7.83520941
orf19.7329,5.565550456,5.740424159,5.549157123,5.635787116,5.672741186,5.61906387,5.643047237,5.494213654,5.432792529,5.390772646,5.578466516,5.179876635,6.3234516,6.376987674,6.410078499,6.186394282,6.348923856,6.120827817,6.233653312,6.139523402,6.247634395,6.130374224,6.200435385,6.154061213
orf19.733,3.576481478,3.134900485,3.204760813,2.839252035,3.223461445,2.834172997,2.710969905,2.788191611,2.774121551,2.442608914,2.832418837,2.79502598,4.744362552,4.818748113,4.588641891,3.908746884,4.180183192,3.839426196,4.430749119,4.275977173,4.402938488,3.836835775,3.759508334,3.800267684
orf19.7330,-2.177883805,-2.827641339,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-2.808462927,-1.822633839,-2.636405151,-0.773069981,-1.083571946,-1.871601985,-3.631442613,-2.932378931,-3.620760513,-5.708308745,-5.708308745,-1.986829877
orf19.7331,1.226922554,0.88375374,-0.121536844,0.247390812,0.293240373,0.154858943,1.427537715,0.593146475,0.29032361,-0.383992139,-0.001550604,-0.194940919,3.314702005,3.453862883,3.292279126,3.438922554,3.651487603,3.166344266,3.151292134,3.091093185,2.803555266,3.020684214,3.06416452,3.33956608
orf19.7332,9.491652897,9.448705313,9.470218703,9.759263686,9.691686755,9.663027851,9.360884985,9.336539766,9.327960413,9.820215985,9.758085,9.745129592,6.956244008,6.93839041,6.94879141,7.598037232,7.410934958,7.758976377,6.970708292,7.033043855,6.988227142,7.767946261,7.69686908,7.673256286
orf19.7335,6.767256063,6.537667089,6.623926613,6.491049805,6.552874164,6.470020094,6.536096855,6.477422928,6.505653167,6.445593063,6.376032355,6.437355136,7.648584129,7.64914077,7.603492421,7.653338082,7.677957566,7.623304036,7.776045435,7.760031822,7.803740828,7.594474034,7.514779838,7.673805519
orf19.7336,-2.177883805,-5.708308745,-5.708308745,-2.747619203,-5.708308745,-5.708308745,-5.708308745,-3.155674075,-3.330919196,-3.151686868,-5.708308745,-1.860028092,-2.150966819,-5.708308745,-3.913536438,-5.708308745,-5.708308745,-3.596630599,-3.631442613,-3.735768076,-1.900850135,-5.708308745,-5.708308745,-5.708308745
orf19.7337,3.833012435,4.338235034,4.080714079,4.184832481,4.079532795,3.740733605,3.751867901,3.815104565,4.027719886,4.381767291,4.080714754,4.200888806,4.411561213,4.395027782,4.476795814,4.404293439,4.312861149,4.019771646,4.337175824,4.304845074,4.265141428,4.131555413,4.146953543,4.33820254
orf19.7339,3.279330892,3.423835852,3.324815605,3.057350013,3.099737826,3.114900072,3.47219882,3.192469489,3.340697373,2.773409129,2.618913739,2.864379809,4.671582976,4.677294762,4.679199262,4.647694842,4.616556566,4.480280095,4.760635997,4.798018183,4.741467377,4.494238437,4.655187258,4.568298872
orf19.734,4.329521272,4.285174853,4.046196389,2.890647042,3.189181125,3.578426747,4.131536084,3.72657119,4.220153479,2.713040537,3.295300194,2.625597858,9.738988689,9.985660884,9.806218343,9.433761364,9.860681291,8.696428945,9.561024592,9.348875177,9.383527539,8.766710159,8.750803198,9.101198173
orf19.7340,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-3.330919196,-5.708308745,-5.708308745,-5.708308745,-4.050902538,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-2.294620797,-5.708308745,-3.620760513,-5.708308745,-1.704278259,-2.518118375
orf19.7341,5.531324125,5.478149809,5.603583081,5.890547025,5.938267789,5.919522316,5.952819772,5.865230392,6.08731526,5.919849026,6.128300081,5.951486614,5.457656573,5.7007152,5.721909166,5.697189398,5.727617748,5.686030265,5.6008785,5.514719865,5.607518533,5.592256529,5.446687441,5.472438455
orf19.7341.1,2.783000997,1.61472518,2.49047642,1.919326009,1.988010948,2.593868233,2.36814966,2.007879956,2.535383748,2.491349311,2.46740966,2.703365027,2.870420601,1.444032466,2.483558052,1.47435527,1.730143886,1.617698127,2.213040303,2.353129277,2.245998779,2.144549717,1.795812212,2.12815064
orf19.7342,1.163327962,1.61472518,0.695344931,1.235721222,0.913302124,0.910151921,1.317326825,0.98110221,1.371396086,-0.069283621,0.688225612,0.638949319,2.957183109,3.166841666,2.779905103,2.855231687,2.725979281,2.598135991,2.475082487,2.931009416,2.926613688,2.193251281,2.529595457,2.676344976
orf19.7343,5.18813567,4.820788467,5.040985132,5.307393884,4.971864128,5.042387937,4.994138317,5.026795887,4.994552227,5.355004588,5.238076473,5.555069592,4.307321792,4.181112801,4.448985747,4.60218936,4.510020423,4.650524003,4.514740962,4.538079639,4.45702389,4.390155543,4.374136877,4.490623512
orf19.7344,3.501317255,3.440108775,3.575337428,3.186348882,3.023962949,3.524575933,3.547360516,3.79589466,3.666646466,3.21188091,3.496567393,3.572457162,3.745391639,3.846406985,3.901601036,3.962119334,3.993625036,3.662521452,3.74849682,3.875228524,3.852135605,3.412191873,3.509087028,3.775917287
orf19.7345,3.052405536,3.031299077,3.056562769,2.915673871,3.352975171,2.81186564,2.474683054,2.863935599,2.515272902,2.773409129,2.80739582,2.777153768,4.648065269,4.731977807,4.646923155,4.651761405,4.74389439,4.463758978,4.526350363,4.654800924,4.647979664,4.5482809,4.248726956,4.729138575
orf19.7347,5.097471223,4.857600622,5.289933248,5.020666027,5.111119859,5.320374089,5.007509354,5.24080394,5.286211018,5.516783919,5.341926535,5.507084076,4.614482814,4.412989282,4.501073713,4.848830922,4.747372477,4.690121311,4.724136221,4.538079639,4.563265856,4.804864022,4.833205552,4.951986261
orf19.7348,-2.177883805,-5.708308745,-5.708308745,-2.747619203,-2.956947123,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-3.151686868,-5.708308745,-3.257398189,-4.050902538,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-3.620760513,-3.842104684,-5.708308745,-5.708308745
orf19.7349,7.507858874,7.204001112,7.524626751,7.556015288,7.456028005,7.484923344,7.404827652,7.554310111,7.442998845,7.708958078,7.641353095,7.876528095,6.486144348,6.417588662,6.436282537,6.67910326,6.603290399,6.608961318,6.68415876,6.763505409,6.686868376,6.608524189,6.726703149,6.855804763
orf19.7350,4.635148923,4.540445866,4.155485618,3.656134722,3.879079018,3.655611953,5.533316033,5.164222462,5.416619807,4.015878113,3.961016222,3.69173649,8.190090639,8.2293136,8.131103541,7.124629657,7.398269009,6.874919369,8.441350811,8.18348219,8.502835646,7.229838771,7.112973069,7.117185029
orf19.7353,4.703810025,4.684003829,4.777241671,4.72041445,4.498834742,4.557296,4.623477177,4.575895537,4.783758057,4.804532591,4.658152421,4.555656367,5.30512191,5.405629097,5.419984686,5.240414121,5.252225259,5.211812912,5.53344275,5.496959939,5.317115485,5.183951348,5.180921418,5.359536252
orf19.7354,5.834114399,5.925180973,5.681555725,5.982245979,6.011213468,5.895857029,5.927251493,5.719919967,5.814452255,5.972300168,5.9252091,6.025265679,4.891819651,4.947562278,4.749283956,4.91461285,5.047391422,5.007567709,4.846496171,4.818182289,4.906052575,4.958334725,4.998160149,4.838996268
orf19.7355,3.624499928,3.052623093,3.339143632,3.186348882,3.223461445,3.040107877,3.392905084,3.318972727,3.158201331,3.350435374,3.330855548,3.464923136,3.412857184,3.529905051,3.444000531,3.780909721,3.382941642,3.25542718,3.602583148,3.760824153,3.486559582,3.174145683,3.088770656,3.665374468
orf19.7356,-2.177883805,-1.379563995,-1.254418422,-5.708308745,-2.956947123,-1.525404504,-0.706923106,-1.0452353,-1.250203308,-2.279821992,-1.371269253,-1.163696376,-1.081906039,-0.707978873,-1.515542523,-1.726670082,-2.75167471,-1.570011421,-0.966778,0.186308497,-0.273571436,-1.631550899,-2.617052194,-2.518118375
orf19.7357,4.277909188,3.821764476,4.294319826,4.07803398,3.767337368,3.875900602,3.741235829,3.960216284,3.999042594,4.088960175,4.038328165,4.291808014,4.687820201,4.51630119,4.766911647,4.827418692,4.78846834,4.528737745,4.683235999,4.76278162,4.751490596,4.434720781,4.343791539,4.87383201
orf19.7358,3.647922815,3.456200192,3.173118457,3.783956485,3.646208813,3.617535472,3.279908895,3.459891014,3.385701455,3.488893635,3.496567393,3.6530622,3.039022464,3.529905051,3.033973845,3.400771536,3.052706532,3.31189957,3.141260188,3.182815778,2.866396153,3.190231382,3.228196005,3.435962839
orf19.7359,5.849349195,5.810945339,5.807978603,6.115125531,5.998896865,6.025100324,6.052940006,6.084919667,6.06673532,6.105464792,6.02355091,6.13458215,5.075812233,5.08834163,5.162797318,5.139772886,5.121632426,5.181823421,5.231658009,5.314323323,5.363600389,5.09703791,5.152024124,4.987765132
orf19.736,4.110973873,4.248685265,4.114425165,4.009941529,3.868286363,3.907802337,4.123371098,4.220075641,4.041847563,3.761488314,4.005700434,3.836831439,5.075812233,5.124218355,5.074550161,5.128144523,5.013128012,5.024564082,5.173779507,5.164873848,5.180355867,4.650647326,4.76613745,4.959213372
