Gene,Mac1.BCS.R1,Mac1.BCS.R2,Mac1.R1,Mac1.R2,WT.BCS.R1,WT.BCS.R2,WT.Copper.R1,WT.Copper.R2,WT.R1,WT.R2
C7_01910C_A,765,644,735,501,1827,516,491,226,850,237
C7_01920W_A,9450,8099,6854,9913,16717,17940,8982,8640,16480,14754
C7_01930C_A,2440,2238,1903,2442,3157,3746,2487,1845,2682,2435
C7_01940C_A,5141,7948,4786,7384,5839,10117,4026,7724,4208,6900
C7_01950W_A,2569,2003,2527,1899,1697,2682,3405,1516,1095,1532
C7_01960W_A,1757,1567,1627,1540,2392,2665,2238,1634,1782,1530
C7_01970C_A,31485,23618,25104,34144,31946,32682,31218,22585,26220,18789
C7_01990C_A,463,368,381,439,1089,819,670,604,746,567
C7_02000C_A,6,3,3,2,9,3,5,2019,5,3
C7_02010C_A,45,25,38,30,133,69,59,522,69,42
C7_02020W_A,1381,1265,1011,1236,1658,2592,1757,3429,1350,1674
C7_02030W_A,227694,206590,172548,221535,200522,313479,262700,467723,163065,201991
C7_02040C_A,14696,6160,7273,11357,18468,10947,13678,10469,8302,10354
C7_02050C_A,3421,3142,3064,3690,3636,4495,3336,2601,2592,2991
C7_02060W_A,5603,2968,4599,4064,3441,4723,6710,4418,3043,4256
C7_02070W_A,24,21,32,26,33,17,17,16,24,22
C7_02080W_A,1609,1466,1286,1619,1722,2405,1600,1375,1330,1558
C7_02090C_A,887,745,726,804,916,1134,1036,1201,825,662
C7_02100W_A,19083,16314,15418,18974,17730,24897,21691,15981,15445,13595
C7_02110W_A,3597,2350,2665,3029,3532,4850,5419,2955,2917,3537
C7_02120C_A,4950,2647,3684,3791,3383,3514,3852,1983,3037,1947
C7_02130W_A,8,4,5,1,6,13,8,5,3,5
C7_02140W_A,100,69,73,82,44,87,70,93,54,56
C7_02150C_A,498,359,435,418,617,925,1059,1541,453,690
C7_02160W_A,1121,721,911,707,441,937,2167,1194,330,509
C7_02170C_A,1959,1905,1587,1910,3671,3532,2069,2205,2676,2366
C7_02180C_A,2085,1374,1432,1693,2548,2485,1817,1475,2252,1812
C7_02190W_A,211,99,187,136,143,132,231,193,48,93
C7_02200W_A,3131,2039,2642,2146,2534,2975,3631,2942,1461,1817
C7_02210W_A,29,28,32,31,44,45,36,42,35,27
C7_02220C_A,1084,1046,1058,925,2806,1846,982,733,1803,1162
C7_02230W_A,9,7,5,8,13,7,4,4,2,5
C7_02240W_A,41,50,26,41,87,59,40,49,19,60
C7_02250W_A,0,0,0,0,2,0,0,0,0,2
C7_02260W_A,17,18,19,2,13,10,15,11,11,3
C7_02270W_A,3,4,14,1,5,0,8,40,10,0
C7_02280W_A,19,14,24,4,44,12,39,145,29,12
C7_02290W_A,250,234,193,218,317,139,133,87,103,65
C7_02300W_A,2923,2255,2339,2742,3881,4080,3358,2511,3372,2982
C7_02310C_A,948,781,787,753,1392,1167,1113,892,931,591
C7_02320W_A,4596,4478,3911,4802,4692,7092,5836,4992,4196,4246
C7_02330W_A,13989,11482,11320,11483,14524,15042,13009,12706,11996,9180
C7_02340C_A,5026,1939,4032,2889,1312,2901,6679,3510,1186,1924
C7_02350C_A,2451,1852,1993,2026,2057,3118,3690,2006,1673,1806
C7_02360W_A,13,6,10,5,8,14,17,13,6,8
C7_02370W_A,2061,1706,1626,1578,3220,3513,1561,954,1997,1922
C7_02380C_A,105310,95233,77939,105941,80156,136005,93355,95331,74343,96150
C7_02390W_A,2652,3100,1990,2947,3263,4517,2846,3894,2554,2810
C7_02420C_A,885,873,654,837,904,1015,915,694,692,638
C7_02430C_A,247,228,150,209,172,305,223,101,135,136
C7_02450W_A,2488,2500,2146,2476,4101,3970,2829,2691,3168,2673
C7_02460C_A,8345,4361,6431,6055,5308,7242,9062,8797,5055,4329
C7_02470C_A,2761,2225,2304,2258,3743,3776,2571,1773,2715,2142
C7_02480W_A,4425,3097,3350,3939,4737,5113,3865,2338,3990,2695
C7_02490W_A,2875,3331,2447,2851,6834,5889,4559,2751,4679,3423
C7_02500C_A,680,680,662,653,1479,1349,980,490,1105,753
C7_02510W_A,9467,6611,7265,7361,8012,9981,9907,5037,6820,6162
C7_02520W_A,39,26,38,43,42,51,45,40,30,22
C7_02530C_A,2048,1790,1831,1625,2370,2810,2516,1615,1497,1837
C7_02540W_A,1310,923,1205,1211,1235,1373,1541,887,715,771
C7_02550C_A,2464,1573,1947,1958,1684,2498,2709,1841,1620,1548
C7_02560W_A,2606,2010,2075,2026,1733,2772,3539,2498,1390,1645
C7_02570C_A,22441,19285,16902,21672,21341,29997,21956,22710,18940,19716
C7_02600C_A,29591,21974,23039,22650,10360,27242,15830,13838,10364,57440
C7_02610C_A,24204,13857,18618,17434,8772,22885,13101,9809,13418,50370
C7_02630W_A,1356,1466,1167,1494,1616,2409,1416,1449,1519,2102
C7_02640W_A,21820,15415,18003,18755,16504,21284,21928,13337,13344,12206
C7_02650W_A,333,317,253,275,471,415,353,250,354,338
C7_02660C_A,1274,786,1155,975,1156,1286,1644,863,913,1019
C7_02670W_A,1759,1915,1680,1911,3085,3170,2057,1475,2476,2273
C7_02680W_A,14691,10234,11631,14436,13909,13792,12319,6669,13146,7173
C7_02690C_A,5546,3364,4856,3158,3802,4361,6577,2864,2756,2596
C7_02750W_A,507,541,462,557,397,1102,809,406,342,750
C7_02760W_A,8,9,5,10,8,49,10,11,26,89
C7_02770W_A,10172,7236,8106,7776,5196,10393,12454,7415,3978,6964
C7_02780W_A,21024,18580,15165,22770,18627,30674,21561,20227,16336,18960
C7_02790C_A,6725,5625,5300,6410,6431,10235,9574,8717,5979,6446
C7_02800W_A,8170,6343,6027,7310,7263,10357,11119,9553,5954,6568
C7_02810W_A,19834,9950,14381,11692,14363,34224,37184,33478,11810,20330
C7_02830C_A,28,18,24,23,47,33,39,30,32,29
C7_02840C_A,29934,24994,24498,28440,21033,31141,30294,15553,17508,33379
C7_02850W_A,3537,4080,2993,5425,4381,6373,2941,2977,5113,4813
C7_02860C_A,12064,8607,9200,9154,8353,12428,14371,15923,6658,7967
C7_02870C_A,2047,1525,1573,1730,1586,2421,2097,1608,1376,1739
C7_02880C_A,4,4,4,7,8,7,0,7,7,13
C7_02890C_A,24482,22548,18469,25384,21341,40780,31299,20133,16557,23726
C7_02910W_A,27300,22917,21057,24086,35413,37564,30673,13047,24497,11910
C7_02920W_A,71,125,51,56,483,167,193,208,126,110
C7_02930C_A,6464,3701,5225,5193,4027,7070,8676,5814,3899,3999
C7_02940C_A,5320,3992,4633,5080,4790,4605,3913,2551,3619,1833
C7_02950C_A,3030,2213,2453,2718,1260,3734,5143,3558,1129,2472
C7_02960C_A,1932,1608,1622,1701,1554,2392,2241,2792,1312,1441
C7_02970W_A,6411,4621,4958,5137,5028,7769,8854,4341,4248,4908
C7_02980C_A,1647,1605,1589,1630,1695,2525,2513,1458,1204,1693
C7_02990W_A,2546,1866,1836,2084,1918,2831,3725,2708,1543,2145
C7_03000C_A,4865,2906,3882,3758,3507,3740,3598,1820,2945,1640
C7_03010W_A,23005,16800,17281,19323,19922,26896,27487,13100,17906,15310
C7_03020C_A,2987,2442,2456,3004,5284,5353,2231,3794,5413,3716
C7_03030W_A,1501,1999,1197,1723,2684,4136,1512,5537,2227,2706
C7_03040W_A,349,362,336,331,1348,758,462,248,640,425
C7_03050W_A,3720,2885,3111,2940,3181,4202,4311,2446,2522,2397
C7_03060C_A,4313,3452,3542,3989,3657,5760,5154,3745,3285,3574
C7_03070C_A,9188,9097,7561,9102,8270,14110,11303,8482,6743,8464
C7_03080W_A,6896,5472,5441,6358,5313,9141,8330,4956,4379,4824
C7_03090C_A,379,362,310,404,589,485,421,510,501,473
C7_03110W_A,41,34,46,44,29,49,39,52,20,32
C7_03120W_A,10732,7556,8483,10414,8763,10498,9465,6147,7106,5031
C7_03130C_A,632,444,490,639,437,742,716,801,408,443
C7_03140W_A,97,178,70,298,79,192,33,18,57,124
C7_03150W_A,42,15,33,43,21,131,33,413,37,75
C7_03160W_A,5165,5170,4531,5908,5796,8570,5116,5306,5113,4996
C7_03170W_A,900,953,655,1118,366,1238,857,714,274,793
C7_03180C_A,14260,9814,10607,11422,10709,18231,16915,5402,9055,12277
C7_03190C_A,29,12,14,17,29,18,21,21,28,9
C7_03200C_A,5022,4933,3389,7830,9730,16984,5655,4034,13196,13855
C7_03210W_A,1446,640,1124,1002,1217,1388,1942,1046,838,780
C7_03220C_A,10295,8446,7885,11056,11755,13783,11295,7446,8307,6966
C7_03230C_A,426,306,326,359,387,387,446,302,213,253
C7_03240W_A,3869,4454,3294,4419,8440,7313,4061,5322,6200,4288
C7_03250C_A,40358,42271,29156,48859,40649,75449,55483,67748,30481,43198
C7_03260C_A,1559,1709,1451,1530,3183,2853,1362,843,1964,1560
C7_03270W_A,22762,12433,18030,15697,13724,16999,30262,14880,10859,9511
C7_03280C_A,95,413,100,183,2420,476,178,191,775,267
C7_03290C_A,876,947,887,982,1297,1342,974,900,892,1009
C7_03300C_A,46,44,19,44,58,41,18,36,32,42
C7_03310W_A,105,226,110,98,1175,142,195,101,223,126
C7_03320C_A,4363,4031,3617,4042,3694,6046,5405,4297,2824,3929
C7_03330C_A,30557,20409,23929,24820,24785,29478,32655,14926,21464,21580
C7_03340C_A,448,349,472,442,669,734,807,518,308,403
C7_03350C_A,2026,1483,1569,1555,2955,2620,3490,3802,2100,1194
C7_03360W_A,14972,20779,11437,18012,14226,22771,17226,33147,10604,13378
C7_03370C_A,6414,5592,4570,5992,6720,11503,6183,5437,5585,6865
C7_03380W_A,2785,2169,2232,2601,2268,4397,1881,1445,2125,1671
C7_03390C_A,11774,9171,8991,9364,12904,15900,11895,18051,10111,9452
C7_03400C_A,14111,6221,11141,8409,6297,9063,17592,8705,5096,4943
C7_03410C_A,1796,1557,1993,1534,2010,2619,2412,786,1286,1776
C7_03420C_A,3021,2529,2899,2903,1241,4023,2323,1325,971,3313
C7_03440W_A,1831,1989,1844,1841,1307,3133,1989,663,950,2329
C7_03450C_A,2935,2969,2360,2939,3682,5049,2735,5815,2442,3550
C7_03460W_A,94,136,94,101,69,120,58,123,33,113
C7_03470W_A,38,55,69,60,121,135,43,94,89,78
C7_03480W_A,4184,2762,3145,3758,2199,4317,5114,4251,1386,3117
C7_03490W_A,4373,4723,3393,4146,9953,8078,4411,9552,7621,5399
C7_03500W_A,2130,1026,1653,1487,997,1513,2818,1540,821,1170
C7_03520W_A,945,723,789,930,845,1449,1031,1210,823,1224
C7_03530C_A,951,515,955,580,810,788,1184,524,522,453
C7_03540C_A,8310,2617,6298,4201,2423,3836,11419,5208,2025,1896
C7_03550C_A,2,2,7,1,9,9,3,6,8,2
C7_03560W_A,13,12,8,9,51,25,26,61,26,22
C7_03570W_A,0,0,0,0,0,0,0,0,0,0
C7_03580C_A,374,701,339,778,1066,1398,308,865,1086,1133
C7_03590C_A,3663,1883,3188,2137,1680,2226,4227,1559,919,1177
C7_03600W_A,8212,6130,6472,6606,4341,9242,9230,4244,3672,5918
C7_03610C_A,7118,4267,5530,5026,4882,6628,9293,5849,3526,4139
C7_03620C_A,2625,2042,2306,2196,1828,3264,3947,2339,1239,1928
C7_03630C_A,6010,3880,4786,5194,6704,5998,6179,4016,5274,1675
C7_03640C_A,1924,1609,1671,1873,2539,2515,1714,1600,2114,1310
C7_03650W_A,2197,1898,2093,1807,3056,3132,2259,1717,2465,2189
C7_03660C_A,35485,24804,27710,31691,29365,42921,42832,24866,24574,26357
C7_03670W_A,38576,25092,30210,32002,30855,42424,44190,20037,28392,30101
C7_03680W_A,609,714,441,662,644,846,499,779,542,726
C7_03690W_A,198,173,210,207,417,493,213,242,379,279
C7_03700C_A,9987,3086,7473,4936,3644,4802,13043,5388,3022,2544
C7_03710C_A,1288,1302,1237,1247,1378,1854,1869,1683,1102,1176
C7_03720C_A,18534,9200,14735,13327,12043,14245,16644,5757,10228,13596
C7_03730C_A,1676,1789,1556,1779,2391,2750,2392,1821,1813,1526
C7_03740C_A,0,0,1,1,3,1,2,3,0,3
C7_03760W_A,291,241,323,232,230,377,480,191,111,197
C7_03770C_A,1689,1293,1420,1427,1403,1984,1847,1358,1006,1196
C7_03780C_A,988,1435,740,1066,2202,2177,721,1447,1564,876
C7_03790W_A,13375,7979,11001,10352,8479,8796,10921,5879,7021,4772
C7_03800W_A,4315,2921,3434,3384,2792,4596,5786,3087,1966,2285
C7_03810W_A,15455,15582,12510,16330,13759,21427,15555,12881,11721,13810
C7_03820C_A,1440,1587,1144,1409,1633,1976,1433,679,1248,1087
C7_03830C_A,4864,4590,3448,5284,3990,8039,4608,3208,4024,5575
C7_03840W_A,6515,4264,5755,4509,5408,6611,6757,3549,4048,3332
C7_03850W_A,14761,4611,10656,7308,5363,6841,19064,7345,4661,3219
C7_03860W_A,4226,10603,3888,6323,14426,20421,9591,14363,9468,11391
C7_03870W_A,4036,3738,2994,4120,3248,5832,4467,5727,2794,3263
C7_03880C_A,2675,1113,2020,1695,1067,1258,2714,1499,790,833
C7_03890C_A,12688,9349,10215,11778,8698,17886,15613,11813,7118,10802
C7_03900W_A,10,6,15,6,6,14,14,10,9,6
C7_03910W_A,810,517,608,574,589,915,1166,715,437,440
C7_03920C_A,69458,42932,52210,54347,59342,77091,81913,33710,52805,56862
C7_03930C_A,9832,7516,7732,10610,8573,8686,7302,6880,7069,3726
C7_03940C_A,6064,5027,4693,6154,4487,10326,9095,3386,4204,6933
C7_03950C_A,0,0,0,0,1,5,1,5,0,1
C7_03960C_A,7173,5737,5576,6926,6027,10278,7792,6846,5397,6684
C7_03970C_A,1720,1368,1386,1306,2145,2222,1742,1966,1579,1383
C7_03980W_A,1632,1165,1269,1494,1607,2162,1563,1574,1302,1447
C7_03990C_A,4908,2562,3586,3654,3324,4396,5513,3220,3057,2649
C7_04000W_A,2459,2308,2115,2645,3322,3819,2680,2757,2994,2480
C7_04010W_A,5428,4150,4113,5459,4767,6239,5246,5316,3717,3760
C7_04020C_A,13353,11792,9779,12367,14699,20074,14081,23657,12826,12304
C7_04030C_A,9212,6246,7795,7388,7185,10563,10003,6739,6882,6415
C7_04040C_A,5527,5327,4286,5765,6778,9479,6049,8195,5922,7002
C7_04050W_A,3486,2788,2732,3194,2836,5342,4690,4175,2393,3296
C7_04060W_A,419,385,466,404,352,419,450,733,246,231
C7_04070C_A,1,1,5,3,6,14,3,14,7,3
C7_04080C_A,0,2,2,3,3,1,0,2,1,1
C7_04090C_A,1990,2006,1496,2245,1259,3265,1995,4437,1141,2554
C7_04100C_A,1861,1404,1387,1847,1173,2893,1838,1274,1375,1952
C7_04110W_A,1245,1173,992,1269,936,1984,1490,1313,914,1400
C7_04120W_A,482,602,366,731,429,1296,604,426,530,841
C7_04130C_A,39850,22745,29976,29416,29905,40950,45598,24707,27733,26678
C7_04140C_A,5012,2339,3953,3653,3540,4111,5508,2886,3399,2100
C7_04150W_A,1802,1106,1393,1422,1126,2003,2835,2135,1136,1212
C7_04160W_A,80,89,83,82,218,161,92,156,191,147
C7_04170W_A,233,230,209,281,527,484,406,256,359,347
C7_04180W_A,803,847,578,716,2223,1429,1152,872,1040,711
C7_04190C_A,11983,4134,8932,7155,4871,7085,16168,7776,4443,3796
C7_04200C_A,15117,8718,12379,11823,8338,12951,18766,10286,6593,7681
C7_04210C_A,18849,13234,14321,14691,16340,19606,18972,17828,13340,15519
C7_04220W_A,18,14,9,14,10,8,6,27,7,8
C7_04230W_A,30914,16800,19456,24224,30407,34642,36752,33200,23943,36187
C7_04240C_A,4671,4331,3942,4963,5253,6470,4149,3598,4747,7057
C7_04250W_A,91,118,75,110,131,199,106,106,102,146
C7_04260W_A,10336,8443,7181,9580,9482,15671,13036,14130,8990,11026
C7_04270C_A,3146,2768,2251,3301,3033,5163,3322,2773,2874,3635
C7_04280C_A,2481,2882,1744,3039,2384,4157,2023,3057,1721,3608
C7_04290W_A,1578,1388,1074,1491,1249,1668,1249,1171,1103,1150
C7_04300W_A,38057,26596,27784,32831,28678,43527,42306,24136,24410,28355
C7_04310C_A,1180,1079,1014,1494,3040,2838,1953,2116,2600,1786
C7_04320W_A,44,55,41,54,163,103,65,39,125,59
C7_04330C_A,1725,1505,1384,1533,1977,2849,2022,2419,1505,1701
C7_04340C_A,658,511,451,712,647,1053,577,655,657,782
C7_04360C_A,974,809,681,1326,682,1577,1019,514,784,1129
CM_00010W,4118,3529,2031,2995,6414,2755,4156,1974,5324,2692
CM_00020W,0,0,0,0,0,0,0,0,0,0
CM_00030W,35,10,20,17,26,20,22,9,42,10
CM_00040W,0,0,0,0,0,0,0,0,0,0
CM_00050W,1,10,5,1,16,1,7,1,9,0
CM_00060W,4,12,4,1,28,7,4,1,19,3
CM_00070C,0,0,0,0,0,0,0,0,0,0
CM_00080C,0,0,0,0,0,0,0,0,0,0
CM_00090W,0,0,0,0,0,0,0,0,0,0
CM_00100W,0,0,0,0,0,0,0,0,0,0
CM_00110W,0,0,0,0,0,0,0,0,0,0
CM_00120W,0,0,0,0,0,0,0,0,0,0
CM_00130W,0,0,0,0,0,0,0,0,0,0
CM_00140C,4,12,1,6,15,7,16,7,8,12
CM_00150C,0,0,0,0,0,0,0,0,0,0
CM_00160C,12,11,3,9,25,7,12,3,13,4
CM_00170C,3,3,0,5,1,2,2,0,3,1
CM_00180C,0,0,0,0,0,0,0,0,0,0
CM_00190C,0,0,0,0,0,0,0,0,0,0
CM_00200C,0,0,1,0,0,0,1,0,0,0
CM_00210W,35,26,13,22,35,19,33,27,35,20
CM_00220W,8,10,7,3,3,11,4,6,2,4
CM_00230W,12,6,3,11,26,6,14,6,14,6
CM_00240W,10,9,7,6,7,2,6,2,4,1
CM_00250W,0,0,1,0,5,2,2,0,4,0
CM_00260W,0,0,0,0,0,0,0,0,0,0
CM_00270W,0,0,0,0,0,0,0,0,0,0
CM_00280W,0,0,0,0,0,0,0,0,0,0
CM_00290W,0,0,0,0,0,0,0,0,0,0
CM_00300W,0,0,0,0,0,0,0,0,0,0
CM_00310W,9,18,14,8,73,15,22,8,44,21
CM_00320W,3,0,1,1,9,2,5,0,6,1
CM_00330W,29,28,13,44,52,18,40,20,27,16
CM_00340W,24,15,22,26,12,11,18,15,16,5
CM_00350W,0,0,0,0,0,0,0,0,0,0
CM_00360W,1227,1010,628,871,1643,718,1250,510,1483,734
CM_00370W,0,0,0,0,0,0,0,0,1,0
CM_00380W,10,1,5,6,25,11,14,7,17,6
CM_00390W,0,0,0,0,0,0,0,0,0,0
CM_00400W,0,0,0,0,0,0,0,0,0,0
CM_00410W,0,0,2,0,0,0,0,0,0,0
CM_00420W,0,0,0,0,0,0,0,0,0,0
CM_00430W,0,0,0,0,0,0,0,0,0,0
CM_00440W,21,2,11,6,24,6,15,6,18,10
CM_00450W,0,0,0,0,0,0,0,0,0,0
CM_00460C,0,0,0,0,0,0,0,0,0,0
CM_00470C,0,0,0,0,0,0,0,0,0,0
CM_00480C,0,0,0,0,0,0,0,0,0,0
CM_00490C,0,0,0,0,0,0,0,0,0,0
CM_00500C,0,0,0,0,0,0,0,0,0,0
CM_00510W,0,0,0,0,0,0,0,0,0,0
CM_00520W,0,0,0,0,0,0,0,0,0,0
CR_00010C_A,311,317,247,396,305,438,316,436,253,301
CR_00020W_A,3456,3745,2313,6740,2781,6213,2588,1853,2655,4798
CR_00030W_A,12,5,5,1,24,2,3,12,3,2
CR_00040C_A,1100,1032,970,1095,2037,1970,1540,1090,1410,1171
CR_00050W_A,360,219,324,299,573,410,673,410,308,220
CR_00060C_A,9386,6729,7308,8345,7750,12071,10806,5700,6932,8769
CR_00070W_A,2226,1997,1460,2156,2478,3583,3261,3262,2259,2761
CR_00080W_A,43415,12636,31940,21075,21472,22028,46170,13724,17487,15613
CR_00090C_A,1389,1460,900,1971,1361,2287,1106,5155,1220,1827
CR_00100C_A,11277,8840,9696,10788,12965,18037,13741,9736,11154,12766
CR_00110W_A,2021,2054,1673,2407,2967,3964,2411,3313,2757,2861
CR_00120C_A,5892,4724,4488,5584,4875,9696,8824,6847,4109,5459
CR_00130C_A,6322,6715,4372,7910,3737,6725,3962,5114,3302,4032
CR_00140W_A,931,733,874,796,1295,1153,1475,1008,716,540
CR_00150C_A,1615,2272,1311,1617,8818,6514,2843,7166,3930,2385
CR_00160C_A,1814,1584,1283,1987,2356,3043,1379,1106,2155,1952
CR_00170W_A,877,806,694,915,749,1189,738,1928,589,930
CR_00180C_A,1546,982,1365,1061,1134,1995,2754,1038,783,1079
CR_00190W_A,3792,2993,3067,3731,2172,4847,5331,3298,2093,3061
CR_00200W_A,5064,4586,2943,3419,88435,43414,16525,5387,65344,6778
CR_00210W_A,713,584,668,551,1218,1316,1078,602,767,664
CR_00220W_A,296,378,363,301,806,630,338,207,378,318
CR_00230W_A,19408,12585,13860,15116,12168,19952,23819,13624,11012,12891
CR_00240W_A,3981,2687,2818,3431,4595,4797,4078,2201,4385,2964
CR_00250W_A,21026,18107,16083,21177,26339,31934,26707,15755,24397,18603
CR_00260W_A,10273,9311,7995,9474,9574,14030,12301,10271,8591,9269
CR_00270C_A,585,531,465,573,974,1029,643,647,911,716
CR_00280C_A,1600,1311,1394,1512,2101,2492,1720,1428,1733,1946
CR_00290W_A,1324,969,969,904,5308,1677,2122,2750,2021,940
CR_00300W_A,13,9,12,8,229,27,18,33,63,14
CR_00310C_A,1003,1863,842,1558,14652,16429,3366,2173,8599,7244
CR_00320C_A,34504,29591,25724,36775,29483,43189,33140,38915,27755,25278
CR_00330C_A,1382,2235,1637,1276,7600,4059,2771,1405,4083,1336
CR_00340C_A,1159,731,921,945,1025,1239,1301,746,935,732
CR_00350W_A,7571,6805,6247,7756,8810,11586,8188,5266,7349,10190
CR_00360C_A,6858,6636,7395,4607,21026,24364,14198,14317,19238,15266
CR_00370W_A,3779,3157,3235,3561,4081,5432,4934,4321,3838,3718
CR_00380W_A,236,462,191,439,513,749,190,345,445,342
CR_00390W_A,1624,1208,1272,1320,1505,1962,3101,1985,1352,1329
CR_00400C_A,8288,6930,6548,8133,8723,11957,9499,6327,8287,8039
CR_00410W_A,1314,1268,1137,1334,1640,2351,1751,1341,1473,1540
CR_00420W_A,673,569,574,487,1295,828,505,562,676,467
CR_00430C_A,2842,1518,2137,2028,1758,2944,3046,1597,1874,1584
CR_00440C_A,11354,7103,8360,9044,6547,10043,15286,7271,4138,6176
CR_00450C_A,291,174,184,204,126,227,327,134,90,104
CR_00460C_A,4510,1551,3553,2396,2112,2258,4731,1950,1643,1225
CR_00470W_A,61,76,62,69,82,120,120,158,92,87
CR_00480W_A,5155,3390,4373,4226,3630,4996,4875,3372,3600,2252
CR_00490W_A,14155,9536,10280,13357,11811,13927,12803,9243,9967,8197
CR_00500C_A,8,1,1,9,3,0,3,5,0,0
CR_00510C_A,6820,7448,5306,7009,8484,10768,9432,9063,10010,7880
CR_00520C_A,17844,13846,14478,15119,16467,20658,20729,14422,14638,13302
CR_00530W_A,3,2,7,3,10,1,5,4,7,5
CR_00540C_A,7310,7926,6157,6614,20149,16376,9300,7280,15111,8180
CR_00550W_A,7,7,9,9,9,17,6,6,5,14
CR_00560W_A,2923,3787,2589,3841,3741,9562,3449,3997,3951,7038
CR_00570W_A,11146,6527,9020,7782,6723,8514,10768,5119,5371,4738
CR_00580W_A,40405,27810,31949,32400,33459,45000,44453,25008,29320,29103
CR_00590W_A,1666,2089,1464,1767,2190,3389,2335,1916,1734,2004
CR_00600C_A,3326,2455,2512,2620,3712,4910,3222,2065,3021,3026
CR_00610W_A,65,192,82,120,1078,485,158,183,741,219
CR_00620C_A,214,66,168,153,320,435,638,6609,287,302
CR_00630W_A,1244,865,927,1084,934,1364,1598,973,793,1297
CR_00640W_A,79255,68895,58745,96288,82900,55502,58861,31687,68583,63042
CR_00650W_A,2,2,2,0,1,2,2,7,5,1
CR_00660W_A,204,197,199,183,142,249,143,195,109,152
CR_00670C_A,1134,611,779,927,484,1189,1823,997,461,789
CR_00680W_A,6015,2003,4295,3324,2179,3462,8751,3803,1820,1795
CR_00690C_A,1444,1665,1378,1353,1713,2723,1855,1197,1216,1685
CR_00700W_A,331,296,342,291,382,479,415,315,297,316
CR_00710C_A,434,249,328,349,367,492,554,341,281,369
CR_00720W_A,1,6,1,5,6,3,4,6,5,1
CR_00730C_A,0,0,0,0,0,1,0,0,1,0
CR_00740C_A,244,599,224,283,1065,765,264,1149,441,326
CR_00750C_A,1112,1347,939,1625,1688,2860,1217,1014,1774,2491
CR_00760C_A,1776,2115,1664,1798,2693,3163,2562,1422,2305,1814
CR_00770W_A,0,6,5,1,2,9,3,4,9,4
CR_00780C_A,26476,50060,22300,42662,98273,104471,22801,34592,97267,69662
CR_00790C_A,11,18,13,5,70,13,13,18,37,6
CR_00800C_A,14365,5385,10579,8644,6001,8826,17377,9450,6121,4121
CR_00810W_A,1377,525,943,874,435,938,2537,1043,349,522
CR_00820C_A,1522,1524,1285,1725,2048,3099,1768,1528,2340,2471
CR_00830W_A,1863,1091,1348,1294,1472,2115,2288,1309,1271,1368
CR_00840C_A,16,16,11,15,28,50,48,20,28,36
CR_00850C_A,4604,3802,3219,4327,3530,6306,4839,3436,2877,3913
CR_00860C_A,151558,104472,115069,117767,114629,164593,148350,67479,105916,105258
CR_00870C_A,497,390,501,370,506,625,453,425,364,323
CR_00880W_A,1099,881,956,866,1356,1551,1399,910,902,900
CR_00890C_A,1998,1370,1601,1886,1314,2361,2337,1442,1208,1410
CR_00900W_A,5724,2459,4253,3919,2256,4034,7736,4309,1911,2667
CR_00910W_A,46522,43409,37389,44922,41896,72810,50702,52617,41638,57777
CR_00920W_A,280,338,278,284,499,558,343,259,307,300
CR_00930W_A,5,5,10,3,42,22,5,8,13,9
CR_00970W_A,26,25,17,21,100,65,26,6,69,30
CR_00980C_A,10609,8909,7890,10187,11942,16187,12714,11877,10477,9711
CR_00990W_A,2601,2383,1931,2740,3043,4578,2616,2047,2714,2845
CR_01000C_A,5852,4759,4739,5480,3162,6482,7221,5190,3026,4245
CR_01010W_A,397,266,342,369,149,298,446,218,98,260
CR_01020C_A,1900,1211,1625,1374,1320,1831,2347,1281,1122,920
CR_01030W_A,1654,1099,1381,1315,824,1535,2921,1275,598,1191
CR_01040C_A,2394,2155,2028,2320,2764,3407,2339,2032,2374,2315
CR_01050C_A,4494,3076,3716,3687,3193,4789,5167,3556,2756,3248
CR_01060W_A,8775,5306,7090,5742,6792,9399,10544,5552,5387,5754
CR_01070W_A,1287,1075,1141,1295,546,1777,1713,744,622,1247
CR_01080W_A,6725,5946,4643,6660,6190,9444,7431,5697,5662,6201
CR_01090W_A,1454,1449,1296,1470,2217,2454,1426,2287,1786,1498
CR_01100C_A,2365,1852,1815,2281,2247,2979,2346,1504,2040,1816
CR_01110W_A,17530,12276,13281,14602,16303,21977,21262,13790,13751,14861
CR_01120C_A,3656,2892,2801,3530,3464,5276,4162,3620,3040,3404
CR_01130W_A,2932,2518,2397,2687,2896,3866,3970,3509,2238,2606
CR_01140C_A,3719,3121,3109,3517,3212,4259,3616,3386,2681,2894
CR_01150C_A,1886,1444,1410,1959,3072,3002,2706,2126,2339,2118
CR_01160W_A,2,0,0,4,2,5,2,8,4,0
CR_01170W_A,8763,8024,6632,8702,9521,12582,10049,15504,7805,7435
CR_01180W_A,3807,3363,2982,3738,4558,5227,3477,3008,3799,3635
CR_01190C_A,713,528,565,670,781,1011,707,503,849,647
CR_01200W_A,169,233,109,161,867,458,230,8111,484,273
CR_01210C_A,2511,2678,2119,2462,4442,4078,2958,6159,3236,2755
CR_01220W_A,29,56,43,13,957,8,14,32,45,2
CR_01230C_A,1891,1914,1587,1817,3109,2773,2560,1879,2409,1927
CR_01240C_A,10657,7731,7686,9329,5344,11878,15392,7958,4676,8396
