gene_name,SC5314_count,JL01_count
CAALFM_C304780CA,2090,1027
CAALFM_C304790WA,310,203
CAALFM_C304800CA,294,275
CAALFM_C304810CA,34553,30373
HMX1,338,363
TSR2,214,347
SEC7,747,837
FAS2,19689,11076
CAALFM_C304840CA,227,211
tK(CUU)2,0,4
SFP1,1658,1122
CAALFM_C304870WA,2,10
PIN3,7417,3068
CDR2,236,113
NOP14,166,423
NCE102,3711,2595
ORC1,430,354
CAALFM_C304920CA,547,409
HGT4,110,33
CAALFM_C304940WA,375,292
ARF2,6678,6254
RPL35,10990,9769
CAALFM_C304970CA,345,479
FGR44,531,305
RDI1,4100,1841
CAALFM_C305010CA,115,191
CAALFM_C305020WA,206,127
TEM1,274,146
PHB2,2365,3058
ATG9,48,144
TRY 4.00,2,7
CAALFM_C305060WA,20,28
CEM1,98,75
CAALFM_C305080WA,35,10
CAALFM_C305090CA,137,115
RPL18,53782,31312
CAALFM_C305110WA,185,119
CAALFM_C305120CA,436,809
RPS1,35383,33486
THI4,57,79
CAALFM_C305140CA,429,383
CAALFM_C305150WA,3288,1732
CAALFM_C305160CA,312,552
WOR2,126,167
RHB1,188,311
MCA1,2631,1600
RPS19A,30554,23428
DYN1,548,515
CDR1,1443,6080
CAALFM_C103100WA,709,894
SAP3,48,42
RPL8B,26662,19703
CAALFM_C305250CA,161,40
HGT5,177,50
CAALFM_C305280CA,2962,1217
CAALFM_C305290CA,108,91
CAALFM_C305300CA,106,304
USO6,371,517
CAALFM_C305320WA,165,181
CAALFM_C305330CA,31,45
RPL6,34452,23875
DIE2,123,114
SMI1B,56,91
CAALFM_C305360CA,61,205
YST1,22213,19558
CAALFM_C305380WA,122,106
GPI1,59,44
CAALFM_C305400CA,5,12
CAALFM_C305410WA,344,602
CAALFM_C305420WA,129,156
CAALFM_C305430WA,47,97
CAALFM_C103120WA,734,759
CAALFM_C305440CA,7,38
CAALFM_C305450CA,177,258
CAALFM_C305460WA,144,208
TEA1,87,192
tV(AAC)5,1,0
tV(AAC)6,0,0
SNR6,0,0
CAALFM_C305510WA,82,165
DNM1,811,708
OST1,1364,1275
GGA2,338,688
CAALFM_C305540CA,28,60
CAALFM_C305550CA,501,194
PRE3,1472,1943
QDR2,446,323
GAP2,255,381
BAT22,2590,1072
ATO6,57,67
MNN14,165,348
ATO5,21,14
GTT1,8,11
CAALFM_C103140WA,162,202
CAALFM_C305640WA,2,8
YCK2,1560,910
CAALFM_C305660CA,2,4
CAALFM_C305680WA,143,477
CHS4,714,734
RCT1,13665,3260
KIP3,100,113
LAC1,330,170
SSN8,57,150
CAALFM_C305750CA,63,40
CAALFM_C103150CA,829,1084
CAALFM_C305760WA,267,599
SAM50,284,495
CRZ1,340,270
CAALFM_C305790CA,53,92
CAALFM_C305800WA,68,213
SKN1,1606,293
CAALFM_C305820WA,2,1
KRE6,1370,1038
CAALFM_C305840WA,9,10
CAALFM_C305850WA,43,104
TUP1,16759,16598
CDC13,173,122
COQ4,944,829
CAALFM_C305860CA,130,208
UBP1,246,340
CAALFM_C305880CA,945,1103
TRM12,296,237
CAALFM_C305900WA,93,160
ZCF35,94,99
MRR1,270,191
CTA4,456,592
CAALFM_C305940CA,47,146
CAALFM_C305950WA,68,62
CAALFM_C103170CA,63,63
ASE1,144,165
CAALFM_C305970CA,581,492
FAA2,55,89
CAALFM_C305990CA,325,53
AHR1,283,271
CAM1,23040,12737
MNN9,321,799
NOG1,505,989
CAALFM_C306040WA,10,11
CAALFM_C306050CA,903,813
CAALFM_C103180WA,116,240
ELP3,777,702
PBS2,914,871
REV3,204,166
OCH1,415,579
DED1,2536,2038
CAALFM_C306110CA,397,265
GDA1,699,753
CAALFM_C306140WA,170,290
CAALFM_C306150WA,188,173
CAALFM_C306160CA,1346,1160
ECM33,18533,9782
CAALFM_C306170CA,346,264
TSA1,63994,47187
ALS6,105,87
MMS21,256,378
MUB1,90,243
OAC1,89,164
CYM1,420,491
CAALFM_C306240CA,574,509
ERV25,1711,1332
CAALFM_C306260CA,320,159
ARO80,204,124
CAALFM_C306270CA,608,556
CAALFM_C306280WA,3940,3086
CAALFM_C306290WA,309,302
DOT1,361,665
ISW2,101,265
ALS7,324,156
TSA1B,62014,47529
HNT2,166,131
CAALFM_C306350WA,493,372
CYP 5.00,5618,4571
CDC12,1459,1505
CAALFM_C306370CA,1592,770
NSA2,288,368
CAALFM_C306390WA,0,0
CAALFM_C306400CA,830,530
CAALFM_C306410CA,444,293
CAALFM_C306420CA,917,442
APN1,547,828
CAALFM_C306440WA,2390,2158
GLG2,147,79
tH(GUG)3,23,18
BMH1,18490,13985
AAF1,413,657
ECM15,628,770
CAALFM_C306490WA,2576,2152
UBA1,2142,2825
HST6,8,11
CAALFM_C306520CA,78,168
CAALFM_C306530WA,207,229
CAALFM_C306540CA,79,136
CAALFM_C306550CA,101,257
CAALFM_C306560WA,357,769
ARX1,1565,1250
OPI3,2576,2189
JEN1,8,5
LYS9,1433,1012
CAALFM_C306600CA,48,245
CAALFM_C306610WA,116,324
FUN31,249,338
CAALFM_C306630WA,4,59
CAALFM_C306640WA,77,124
TAF60,162,507
CAALFM_C306660CA,10,13
CAALFM_C103240WA,1578,959
CAALFM_C306670CA,53,89
CAALFM_C306680CA,68,138
CAALFM_C306690CA,387,294
CAALFM_C306700CA,3248,4818
CAALFM_C306710WA,455,335
PRP5,219,381
CAALFM_C306730WA,71,147
CAALFM_C306740WA,159,241
CAALFM_C306750WA,2173,581
CAALFM_C306760WA,589,698
SPP1,112,208
SLU7,26,114
SLF1,237,229
TRY 6.00,37,89
CAALFM_C306800CA,206,462
CAALFM_C306810WA,230,273
CAALFM_C306820CA,280,452
CAALFM_C306830CA,793,493
tW(CCA)2,18,5
FCR1,985,5895
CAALFM_C306860CA,888,1600
CAALFM_C100370WA,192,110
CAALFM_C103260WA,114,134
TDH3,317922,266721
CAALFM_C306880WA,67,85
PMT2,2862,1906
ISA2,355,666
TPD3,294,849
CAALFM_C306920WA,550,1463
CAALFM_C306940WA,1093,638
CAALFM_C306950WA,93,129
tY(GUA)3,12,2
CAALFM_C306970WA,256,605
CAALFM_C103270WA,271,294
HUT1,159,201
CAALFM_C306990WA,112,115
RPD31,289,634
POS5,621,399
SSN6,1025,1537
CAALFM_C307030CA,80,71
YSA1,360,605
CAALFM_C307050WA,249,293
FESUR1,3823,1961
CAALFM_C307070CA,45,11
CAALFM_C103280WA,1878,1639
RRD1,237,126
HHT1,2755,2103
CAALFM_C307100CA,160,89
CAALFM_C307110WA,36,188
CAALFM_C307120WA,112,146
CAALFM_C307130WA,3340,1919
CAALFM_C307140CA,37,110
RPS12,52981,33589
PGA32,320,111
CAALFM_C307170CA,520,347
NGG1,181,504
BMT1,141,355
ZFU2,289,138
MET8,310,384
PRO2,1146,950
CAALFM_C307230WA,341,628
CAALFM_C307240WA,30,9
GCD2,1119,575
ECM29,149,526
UBI4,17812,11651
CAALFM_C307280CA,951,1094
MAS1,957,788
CAALFM_C307290WA,166,364
NOP13,142,548
SLK19,1644,1846
MDS3,481,386
CAALFM_C307330WA,151,187
GCY1,466,594
CAALFM_C307350WA,1508,1148
DLD2,378,162
CAALFM_C307370WA,502,662
CAALFM_C307380WA,1022,58
CAALFM_C103310WA,1460,1347
CAALFM_C307390CA,1309,945
CAALFM_C307400WA,607,532
KRS1,6986,2730
CAALFM_C307420WA,1365,1769
CAALFM_C307430WA,445,438
TPI1,41627,23160
CAALFM_C307450CA,101,92
CAALFM_C307460WA,62,241
CAALFM_C307470WA,1089,281
CAALFM_C307480WA,1101,860
EHD3,72,108
CAALFM_C307490WA,745,666
VAN1,994,876
SNR52,31,6
tR(UCU)5,0,0
tF(GAA)5,2,1
CAALFM_C307540CA,124,397
CAALFM_C307550CA,426,282
TCC1,1479,757
CAALFM_C307570CA,48,283
CAALFM_C307580WA,1308,1448
CAALFM_C103330CA,68,115
CAALFM_C307590WA,120,223
CAALFM_C307600WA,217,441
TIP120,396,720
RIT1,255,236
CAALFM_C307630CA,555,579
FUM12,8732,3374
CAALFM_C307650CA,100,87
CAALFM_C307660WA,324,279
CAALFM_C307670WA,4015,2247
CAALFM_C307680WA,380,528
SEC62,2373,1404
CAALFM_C307690CA,713,793
CAALFM_C307700WA,1943,1423
ABD1,397,382
WOR4,975,595
CAALFM_C307740WA,288,528
UTP9,1148,1184
CAALFM_C307760CA,109,75
CAALFM_C307770CA,220,169
NUP159,2206,1846
STD 1,756,529
RLI1,3190,1710
CAALFM_C307800CA,368,424
SEC61,15362,7946
CAALFM_C307820WA,1881,775
FBP1,795,747
CAALFM_C307840CA,0,0
CAALFM_C307850WA,4392,3517
MRR2,1199,787
CAALFM_C307880CA,617,445
TIM8,1185,933
CAALFM_C307900CA,991,804
CAALFM_C100380CA,653,544
CAALFM_C103360WA,687,890
CAALFM_C307920WA,2889,2106
CAALFM_C307910WA,0,0
CAALFM_C307930CA,0,0
CAALFM_C307940WA,4044,5704
SRB1,40544,24500
TLO8,444,485
TLO9,408,481
CAALFM_C400020WA,4863,2520
CAALFM_C400030CA,1402,958
CNH 1.00,2920,1338
CAALFM_C103370WA,11967,7175
CAALFM_C400050WA,444,108
CAALFM_C400060WA,1474,734
CAALFM_C400070CA,4039,2378
CAALFM_C400080CA,482,272
PHR3,2516,882
CAALFM_C400100CA,896,432
FRP1,333,157
PGA7,581,199
RBT5,9611,1527
HIS4,6234,3226
TPS2,5459,4376
PEX5,1351,799
CAR2,7447,5524
CAALFM_C400170WA,3151,3606
ECM7,437,332
CAALFM_C400190WA,61,22
MET15,9177,7669
CAALFM_C400210WA,180,173
SUB2,4990,4445
CAALFM_C400230WA,2265,1417
PRO3,753,444
EHT1,2762,1523
CAALFM_C400250WA,0,0
CAALFM_C400260WA,313,366
ATP2,90378,56711
STE24,1480,1382
CAALFM_C400290CA,107,133
SWI1,985,862
MNN10,1846,2118
CAALFM_C400320CA,405,272
CAALFM_C400330CA,10087,6013
PTC7,2029,1611
CAALFM_C103400WA,834,1016
PEP7,125,180
RCH1,405,494
HOF1,264,383
CAALFM_C400380WA,1884,1314
CAALFM_C400390WA,341,558
MNR2,941,653
CAALFM_C400410WA,1324,819
CAALFM_C400420CA,941,1006
MEP2,370,657
OPT7,479,1147
CAALFM_C103410WA,32,78
PGA10,602,316
CAALFM_C400460CA,562,499
CAALFM_C400470CA,300,478
DUR4,120,113
CAALFM_C400490WA,295,212
CAALFM_C400500WA,246,411
RLP24,189,696
PAM18,2888,1589
CAALFM_C400530CA,2,10
NMD5,220,465
tN(GUU)3,0,0
tG(CCC)1,0,0
CAALFM_C400560CA,182,252
PCT1,489,513
CAALFM_C400580WA,495,243
CAALFM_C400590CA,259,347
MUC1,755,557
CAALFM_C400610WA,503,317
SPC2,585,427
SEC72,827,946
CAALFM_C400640WA,4,9
CAALFM_C103430WA,210,237
HIS5,1276,751
CAALFM_C400660WA,422,1064
TOK1,169,141
CAALFM_C400680WA,727,455
CAALFM_C400690CA,432,257
CAALFM_C400700CA,183,330
CAALFM_C400710WA,196,269
CSP2,83,80
CAALFM_C400730CA,24,1
CAALFM_C400740WA,32,35
CAALFM_C103440CA,1688,1414
CAALFM_C400750CA,53,134
ZCF21,822,652
CAALFM_C400770CA,395,1051
CAALFM_C400780CA,145,403
MLH1,39,96
CAALFM_C400800WA,54,88
CAALFM_C400810CA,221,172
CAALFM_C400820WA,478,334
SPS20,677,1046
CAALFM_C400840WA,468,407
CAALFM_C103450CA,359,448
CAALFM_C400850CA,22,40
CAALFM_C400860CA,813,299
tG(UCC)2,0,0
CAALFM_C400880WA,560,436
ARO1,2465,1622
tG(GCC)5,3,1
CAALFM_C400910CA,46,110
CAALFM_C400920CA,1,11
tG(GCC)4,0,2
CAALFM_C400940WA,30,55
ENA2,2598,1859
CAALFM_C103460CA,41,148
CAALFM_C400950CA,137,169
PTC8,1226,1723
MDN1,972,1511
MRV1,7,3
CAALFM_C400990WA,2,5
PGA57,30,10
DAG7,501,883
CAALFM_C401020CA,387,886
RPL40B,34398,27471
MLP1,1102,1398
CAALFM_C103470CA,2,1
HGT17,12,4
RAT1,414,583
CAALFM_C401090CA,50,51
AGP2,817,791
tD(GUC)6,0,0
CAALFM_C401120CA,128,159
CAALFM_C401130CA,75,153
CAALFM_C401140CA,256,493
ASK1,116,264
CRD2,1349,1523
AGE1,184,652
BMT9,24,53
CAS5,105,392
AAT22,788,1004
tS(UGA)3,0,0
CAALFM_C401220CA,97,26
CAALFM_C401230CA,947,366
CAALFM_C401240CA,152,174
NAT4,546,562
RLM1,624,744
RPS6A,11363,23750
CAALFM_C103490WA,3803,2574
CAALFM_C401280CA,164,502
CAALFM_C401290WA,180,434
CAALFM_C401300WA,320,762
CAALFM_C401310WA,19,73
OPT6,255,164
CAALFM_C401340WA,11,1
PGA53,9452,6736
ILV6,2920,2125
ZCF27,237,310
HAP3,5,75
YPT1,6964,5064
UEC1,8,2
BEM1,193,243
CAALFM_C401420WA,67,136
CAALFM_C401430CA,50,382
NMT1,865,1069
PWP1,853,938
CAALFM_C401460CA,746,298
CAALFM_C401470WA,77,196
NIP1,215,1453
CAALFM_C401500WA,134,197
CAALFM_C103510CA,3115,2062
CAALFM_C401510WA,570,886
RPL20B,10120,16682
ERG251,14199,10336
CPA1,282,33
CAALFM_C401560CA,32,80
CAALFM_C401570CA,4,0
CAALFM_C401580CA,111,63
CAALFM_C401590CA,12,4
CAALFM_C401600CA,29,12
CAALFM_C401610CA,11,4
RPN3,858,1711
CAALFM_C401620CA,2,0
CAALFM_C401630CA,10,5
CAALFM_C401640CA,7,3
CAALFM_C401650CA,250,338
CAALFM_C401660WA,247,458
CAALFM_C401670CA,90,234
TOA2,594,366
HRT2,1431,1487
NHP6A,20263,21154
CAALFM_C401710CA,594,572
MED17,119,325
CAALFM_C401720CA,158,1165
CAALFM_C401730CA,363,561
TIM12,273,252
FBA1,71807,71264
CAALFM_C401760WA,1314,617
POL30,1717,2382
CAALFM_C401780CA,60,283
CAALFM_C401790WA,46,61
CAALFM_C401800WA,209,58
CAALFM_C401820CA,2467,755
CAALFM_C103540CA,841,937
CAALFM_C401830CA,236,227
CAALFM_C401840CA,3804,3917
PDC12,141,11
CAALFM_C401860CA,377,7
ERG8,777,438
TYR1,812,325
ARL 1.00,412,314
MDH1-1,39233,22382
CAALFM_C401910WA,107,72
DPM3,594,453
COQ6,4032,2357
CAALFM_C401930CA,101,72
PHO89,1856,194
CAALFM_C401950WA,475,267
CAALFM_C401960CA,164,119
CAALFM_C401970WA,526,353
CLC1,714,809
CAALFM_C401990WA,118,11
RGA2,215,128
HSX11,58,39
CAT2,509,264
SVF1,3026,1296
SUA71,2346,1124
RFX2,423,50
CAALFM_C402040WA,172,98
HGH1,816,425
TFG1,514,879
PHO114,54,46
CAALFM_C402080WA,164,98
CAALFM_C402090CA,273,227
CAALFM_C402100CA,1045,235
CAALFM_C402110WA,537,715
ERV29,1470,1101
tL(UAA)3,4,0
CYT2,451,325
TIM10,2097,2147
CAALFM_C402150CA,64,16
CAALFM_C402160CA,75,78
CAALFM_C402170CA,29,46
ZCF26,15,64
CAALFM_C402190CA,3,12
CAALFM_C402200CA,53,88
CAALFM_C402210WA,2,26
ZCF25,5,19
CAALFM_C103580WA,1,0
CAALFM_C402230CA,1,0
CAALFM_C402240CA,1,1
BGL 2.00,9716,10101
CAALFM_C402260CA,336,537
BFR1,1283,3091
IDI1,1894,1571
LAB5,1895,1004
HOS3,154,396
BEM3,155,114
SOD1,11549,5201
CAALFM_C103600WA,906,609
CAALFM_C402330CA,70,26
CAALFM_C402340WA,1293,375
AMS1,70,162
PGA59,145079,95185
PGA62,90783,82744
CAALFM_C402400CA,107,64
AHP1,6866,5801
CAALFM_C402420CA,201,133
CAALFM_C402430WA,158,441
PGA38,859,1193
IMP1,397,301
CAALFM_C402450WA,315,250
CAALFM_C402460WA,714,200
CAALFM_C402470CA,1849,1782
TIM13,413,73
ZCF15,61,50
ADR1,10,40
CAALFM_C402510WA,324,233
CAALFM_C402520CA,20,95
ARG83,55,79
RGT1,72,55
CAALFM_C103620CA,7159,6039
EMP70,542,542
UME7,39,6
CAALFM_C402570CA,377,105
CAALFM_C402580WA,184,1
CAALFM_C402590CA,132,159
CAALFM_C402600CA,39,65
SUL2,146,365
CAALFM_C402620CA,564,497
HFL2,306,435
SEN2,97,111
CAALFM_C103630WA,162,173
CAALFM_C402650CA,4,6
CAALFM_C402660WA,23,20
CAALFM_C402670WA,116,157
CAALFM_C402680CA,120,6
CAALFM_C402690WA,1083,103
CAALFM_C402700WA,71,105
GRX3,736,1063
CAALFM_C402720CA,276,87
CAALFM_C402740WA,98,500
HIT1,48,14
HFL1,307,328
CGR1,300,520
CAALFM_C402770CA,95,321
CAALFM_C402780WA,2022,1988
SAS10,111,645
RPC53,168,307
CAALFM_C402820WA,4,9
HCA4,201,550
MED20,369,398
CAALFM_C402850WA,1023,737
CAALFM_C402860WA,251,898
MRPL27,733,749
ZUO1,4958,4672
CAALFM_C402880CA,169,443
QCR9,3988,4043
CRH11,9029,7828
CAALFM_C402920WA,311,268
CAALFM_C402930WA,96,89
ABP1,3648,2647
CAALFM_C402950CA,357,226
CAALFM_C402960WA,480,465
UBR1,1206,1006
CAALFM_C103660WA,244,320
TYS1,4297,3792
GST2,697,663
CAALFM_C403000CA,297,177
tT(UGU)1,0,0
CAALFM_C403020WA,262,745
NAN1,562,928
CAALFM_C403040WA,2351,1399
CAALFM_C403050CA,563,591
PGA54,2412,1149
CAALFM_C403080WA,55,372
CAALFM_C100410CA,462,516
DAO1,433,344
CAALFM_C403090WA,191,353
RBT7,33,27
CAALFM_C403110WA,187,273
BUB1,347,352
CAALFM_C403130WA,292,248
CAALFM_C403140CA,317,277
CAALFM_C403150WA,147,249
CAALFM_C403160CA,78,311
CAALFM_C403170WA,119,152
NCP1,885,1438
ENG1,1170,1482
CAALFM_C403190WA,349,71
CAALFM_C403200CA,898,641
CAALFM_C403230CA,582,1357
RHD 2.00,166,744
RPF1,598,801
MSN5,1434,1143
CAALFM_C403290WA,347,487
CAALFM_C403300CA,276,80
CAALFM_C403310CA,10,3
CAALFM_C403320WA,110,334
CAALFM_C103690WA,2523,2181
IPK1,103,264
CAALFM_C403340CA,9,6
CAALFM_C403350CA,370,231
VTC4,3502,2727
CAALFM_C403370CA,370,393
DAO2,408,253
CSH3,1434,994
CAALFM_C403400WA,535,836
CAALFM_C403410WA,357,608
MOH1,41,188
tT(CGU)1,0,2
DOT4,152,92
JAB1,100,342
CAALFM_C403460CA,46,9
ECE1,86289,3
CAALFM_C403480CA,0,0
CAALFM_C403490CA,6,3
CAALFM_C403500CA,12,0
HWP2,2,0
RBT1,12925,89
CAALFM_C403530WA,314,248
MSB1,640,309
ECM38,193,124
RAD2,105,193
CAALFM_C403560WA,130,206
HWP1,105519,10
CAALFM_C403580WA,53,120
OSH3,122,308
CAALFM_C403600CA,165,267
tQ(UUG)1,0,0
CDR3,572,240
tG(GCC)2,0,0
CAALFM_C103720CA,441,272
tD(GUC)4,3,0
tD(GUC)3,0,0
tD(GUC)2,0,0
SPO75,321,104
CAALFM_C403680CA,31,41
CAALFM_C403690CA,227,84
CAALFM_C403700WA,4879,812
CAALFM_C403710CA,13,3
CAALFM_C403720CA,3010,554
CAALFM_C403730CA,459,325
MNS1,1139,1147
CAALFM_C403740WA,406,552
CAALFM_C403750CA,124,205
CAALFM_C403760WA,4,10
CAALFM_C403770WA,81,192
CAALFM_C403780CA,336,564
RPN6,583,1008
NUP84,172,466
CAALFM_C403810WA,32,83
HRQ2,28,48
CAALFM_C403830WA,300,194
WAR1,115,138
RRP42,427,173
CAALFM_C403850WA,86,258
CAALFM_C403860CA,81,70
CAALFM_C403870CA,0,16
CAALFM_C403880WA,52,89
PTP2,129,70
RAM1,14,127
FGR28,32,42
CAALFM_C403920WA,77,144
CAALFM_C403930CA,32,144
CAALFM_C103750WA,1631,888
PYC2,1195,1978
CAALFM_C403950CA,17,3
CAALFM_C403960WA,1204,2622
CAALFM_C403990CA,11,7
MET4,116,242
CAALFM_C404010WA,145,112
CAALFM_C404020CA,0,1
JEN2,1,0
CAALFM_C404040WA,0,1
RHD 3.00,9385,7109
STR2,485,649
PGA30,12,23
PGA31,160,45
CAALFM_C404090CA,285,346
ECM1,87,277
CAALFM_C404110WA,252,242
CAALFM_C404120CA,94,251
CAALFM_C404130WA,528,700
CAALFM_C404140WA,39,49
PDB1,8135,6959
CAALFM_C404160WA,979,1411
CAALFM_C100420WA,1102,1074
SKO1,377,319
AXL2,197,147
CAALFM_C404180CA,210,241
CAALFM_C404190CA,0,0
CAALFM_C404200CA,0,0
SOH1,34,117
DUO1,205,136
CAALFM_C404230WA,444,253
CAALFM_C404240CA,458,454
CAALFM_C404250WA,67,62
FZO1,680,792
HMG1,3391,1890
CAALFM_C404270WA,81,27
CAALFM_C404280CA,174,141
SEC15,307,388
CAALFM_C404300CA,77,169
COX11,2206,1585
FRE10,1280,1080
CAALFM_C404330CA,2477,2440
YFH1,1099,830
CAALFM_C404350WA,446,520
CAALFM_C404360WA,23,22
CAALFM_C103790CA,3139,1502
VAC7,354,172
CAALFM_C404380CA,288,27
CAALFM_C404390WA,27929,18133
CAALFM_C404400CA,0,0
LYS4,359,402
FGR3,260,212
MRP8,418,578
CAALFM_C404440WA,134,816
ATG1,327,262
CAALFM_C404460CA,299,346
RPP1,67,112
SAP10,455,285
EFB1,51551,32921
CAALFM_C404490CA,27,32
CAALFM_C404500CA,425,667
CAALFM_C404510WA,228,376
CAALFM_C404520WA,95,292
PHR1,20408,3027
CAALFM_C404550CA,598,389
CAALFM_C404560CA,285,461
RCE1,724,493
ELA1,26,100
ZDS1,309,384
SCS7,8062,3929
CAALFM_C404600CA,155,257
CAALFM_C404620CA,156,284
CAALFM_C404630CA,67,31
GOA1,77,76
CAALFM_C404650WA,232,254
CAALFM_C404660CA,423,272
CAALFM_C404670CA,170,199
tQ(UUG)5,0,1
PDR16,155,232
tQ(UUG)4,0,0
SSZ1,5751,5227
GYP1,953,639
CAALFM_C404720WA,3139,2969
BAS1,672,713
tI(AAU)4,0,0
CAALFM_C404750WA,77,305
CAALFM_C404760CA,325,396
MNN22,280,763
PMT6,2998,2448
CAALFM_C103830CA,270,347
FAV1,32,14
CAALFM_C404800WA,10211,8016
CAALFM_C404810CA,151,252
CAALFM_C404820CA,777,814
DCR1,284,542
AGP3,328,436
CSR1,81,191
CAALFM_C404860WA,118,366
CAALFM_C404870CA,1140,1594
FGR10,104,66
CAALFM_C103840WA,55,31
RPL24A,59784,46267
RPL30,33013,27252
SPC34,81,123
CAALFM_C404920WA,713,512
CAALFM_C404930CA,205,177
CAALFM_C404950WA,68,28
CAALFM_C404970CA,2379,1370
CAALFM_C404980WA,214,131
CAALFM_C404990CA,78,116
CAALFM_C405000WA,23,55
BNI4,257,179
CAALFM_C405010WA,1476,1044
IMG2,284,205
SSK2,1344,1129
CAALFM_C405040WA,34,25
PPG1,439,422
CDL1,528,345
ARG8,94,32
CAALFM_C405080CA,147,61
SRB8,206,414
MYO5,899,794
CAALFM_C103870CA,397,135
HAP41,519,444
ALD6,175,118
GDB1,594,657
VAC8,677,1390
CAALFM_C405160CA,33,115
NBP35,674,620
CAALFM_C405180CA,186,711
EDC3,283,498
CAALFM_C405200CA,3,12
CAALFM_C405210WA,1213,626
CAALFM_C100430WA,248,499
CAALFM_C103880CA,0,1
CAALFM_C405220CA,88,184
CAALFM_C405230CA,85,168
VPH1,2846,1519
CAALFM_C405250WA,96,17
CAALFM_C405260WA,228,308
RAD59,118,179
USO1,144,590
ABZ1,371,686
XKS1,905,1057
CAALFM_C405310WA,81,210
CAALFM_C103890WA,3,0
LYS1,706,866
CAALFM_C405330CA,226,402
CAALFM_C405340WA,74,131
CAALFM_C405350WA,159,98
CAALFM_C405360CA,35,124
PUF3,508,369
CAALFM_C405380CA,788,454
CAALFM_C405390WA,1241,647
CAALFM_C405400CA,339,194
TSC2,94,185
SEN15,66,69
GAP5,1600,1056
CAALFM_C405440CA,246,117
CBR1,3377,2530
OFD1,472,1358
FGR6-10,17,15
HOM3,547,977
GVP36,745,1294
ARO9,157,117
TUB4,50,129
CAALFM_C405580CA,1,1
CAALFM_C103910CA,25,77
CAALFM_C405590WA,314,495
GYP2,361,446
CAALFM_C405610CA,814,990
CAALFM_C405620CA,388,395
CAALFM_C405630WA,2573,1706
CAALFM_C405640CA,611,462
CAALFM_C405650WA,219,605
BRN 1.00,85,281
YME1,1030,2707
PHO4,1449,899
CAALFM_C103920CA,37,60
SEC23,1835,1519
ZCF5,51,136
CAALFM_C405730WA,107,101
CAALFM_C405740CA,254,483
LEA1,221,330
CGT1,194,475
CFL1,191,80
CFL2,715,124
CAALFM_C405790WA,166,234
CAALFM_C405800CA,69,48
CAALFM_C103930WA,74,283
CAALFM_C405810WA,344,764
CAALFM_C405820WA,785,936
CAALFM_C405830WA,22,17
FRE3,126,132
CAALFM_C405850CA,957,1561
CAALFM_C405860WA,585,1138
CAALFM_C405870CA,31,84
GAT1,217,370
CAALFM_C405890WA,67,193
CAALFM_C405900CA,2864,536
CAALFM_C103940WA,6551,4262
VPS11,166,407
PGA49,241,140
PPS1,116,87
tT(UGU)2,3,0
NIF3,170,587
CAALFM_C405970WA,348,472
CAALFM_C405980CA,248,140
tS(UGA)2,0,0
ALG1,131,289
HOS1,104,153
CAALFM_C103950CA,10,37
CAALFM_C406020CA,153,245
CMD1,6174,5960
CAALFM_C406040WA,47,89
MED3,126,170
VPS13,848,770
FMT1,169,133
CAALFM_C406080WA,71,55
CAALFM_C406090CA,293,99
CWH41,559,679
TRP5,2686,2056
CAALFM_C103960CA,44,64
GDH3,2897,2828
CAALFM_C406130WA,784,796
CAALFM_C406140CA,487,296
CAALFM_C406150CA,7,5
CAALFM_C406160WA,91,113
CAALFM_C406170CA,1443,1486
CAALFM_C406180CA,5,3
MPH1,58,151
CAALFM_C406200WA,14,2
CAALFM_C406210CA,1781,1050
SPC19,53,105
CAALFM_C406220CA,1,0
CAALFM_C406230CA,159,318
CAALFM_C406240WA,107,148
SEC3,653,411
PGA43,24,27
ERG26,1284,1003
CAALFM_C406280CA,73,49
CAALFM_C406290WA,280,159
PGA42,4,8
PGA41,77,19
UBP6,1254,2186
CAALFM_C103990WA,122,352
AGO1,1063,422
NUP60,145,286
CAALFM_C406360CA,15,29
CAALFM_C406370CA,268,136
SOU2,1,5
SOU1,429,974
VMA8,825,965
CAALFM_C406410WA,131,219
CAALFM_C406420WA,237,194
CAALFM_C406430CA,246,122
KTR4,259,471
CAALFM_C406440CA,241,271
CAALFM_C406450WA,308,157
CAALFM_C406460CA,198,51
CAALFM_C406470WA,830,929
CEK1,252,81
PRI2,39,143
CDC68,385,990
CSO99,108,288
CAALFM_C406520WA,8,8
XUT1,94,66
CAALFM_C104010CA,68,19
MNN4,206,734
IFF5,54,114
PGA15,53,47
PDC11,198023,188144
CBF1,179,952
CAALFM_C406590WA,76,401
TOP 2.00,286,668
SDH12,16853,13285
CAALFM_C406620CA,55,111
CAALFM_C406630CA,2,0
CSH1,782,402
CAALFM_C406640CA,1,0
CAALFM_C406650WA,145,622
CAALFM_C406660WA,178,280
CAALFM_C406670WA,77,100
CAALFM_C406680CA,1724,1397
CAALFM_C406690CA,1143,1626
CAALFM_C406710WA,830,566
NOP1,16352,10985
CAALFM_C406730CA,466,582
CAALFM_C406740CA,196,544
CAALFM_C104030WA,257,318
GUT2,4353,4581
CAALFM_C406770WA,586,377
OYE32,6730,3531
CAALFM_C406790WA,939,798
CAALFM_C406800WA,1071,1172
CAALFM_C406810CA,718,875
CZF1,234,151
CCT6,3034,2389
CAALFM_C406840WA,153,172
CAALFM_C406850CA,2462,1096
