,WT air-1,WT air-2,WT CO2-1,WT CO2-2,sfl2 air-1,sfl2 air-2,sfl2 CO2-1,sfl2 CO2-2
PHB2,2528.81,2728.58,2240.63,2170.79,3610.72,3690.27,4339.26,4227.03
ATG9,562.106,592.698,552.222,552.291,681.927,769.701,785.935,819.555
TRY4,0,5.11663,3.12536,9.27793,28.43,25.2838,48.3993,34.9586
orf19.5976,455.582,435.45,575.004,504.92,548.909,523.486,533.367,600.19
CEM1,194.807,236.108,234.465,233.191,115.319,123.166,85.9655,90.2438
orf19.5978,6.04E-11,7.52E-09,1.49E-13,4.52E-12,6.04E-06,1.40E-11,0.000186478,7.69E-09
orf19.598,0,0,0,0,0,0,0,0
orf19.5980,429.387,439.412,594.301,552.4,672.427,719.248,820.027,822.683
RPL18,16640.3,17540.2,23029.5,22045.8,10831.4,12327.2,10828.6,11789.2
orf19.5984,441.025,475.846,471.93,483.483,424.727,450.511,452.624,477.768
orf19.5985,536.416,493.755,604.237,541.212,580.661,549.348,601.407,617.603
THI4,118.928,90.8201,65.6327,67.0073,89.5975,77.3837,80.6656,92.252
orf19.5987,1350.33,1421.14,1248.06,1221.59,792.593,812.912,732.264,685.578
orf19.5989,3489.8,3759.44,3418.11,3399.85,2023.7,1782.12,1696.67,1695.49
orf19.599,1.23884,2.55831,1.04179,0,0,0,0,2.91322
orf19.5991,3718.98,3698.04,3103.49,3230.78,1807.46,1848.01,1596.28,1438.16
WOR2,201.93,203.386,414.632,428.846,204.179,219.126,231.241,245.682
RHB1,227.946,275.019,211.483,210.3,256.731,271.226,314.596,295.206
MCA1,2199.94,2120.15,2060.1,2169.3,2120.32,1791.64,1892.85,1872.69
RPS19A,17455.2,18135.9,22480.7,22292.8,16463.5,15479,14531.5,14825.4
DYN1,2132.04,1821.52,3075.36,3119.45,1665.31,1542.31,1780.92,1593.53
TRK1,22.2662,1.03E-10,52.2813,72.2762,22.3647,7.79E-05,69.8941,84.7589
CDR1,11772.7,11783.6,8543.71,8919.18,7938.86,7952.13,7754.65,7142.25
SAP3,52.0311,51.1663,56.2566,54.6367,75.8133,72.0205,81.5619,77.6859
RPL8B,12219,11498.6,15575,14969.7,12792.5,14037.5,14036.8,14708.7
orf19.6003,369.173,432.355,422.966,374.21,516.047,638.99,613.955,595.268
HGT5,496.773,562.829,407.339,440.186,657.336,640.522,772.597,813.76
orf19.6007,816.393,941.459,982.406,914.391,1128.58,1408.23,1587.32,1737.25
orf19.6008,832.497,922.272,828.222,912.33,708.165,895.659,827.27,797.251
orf19.6008.3,267.588,250.715,203.149,240.195,233.47,242.878,257.234,267.045
orf19.6008.4,1048.05,1197.29,819.887,906.144,543.616,612.174,516.26,650.619
SET1,1507.66,1412.19,1590.81,1756.62,1263.84,1393.67,1401.79,1330.37
CDC5,1676.14,1643.72,2080.86,2145.26,1245.75,1209.79,1247.63,1293.47
RPB11,1113.71,1082.17,1129.93,1028.82,1451.65,1560.7,1587.32,1656.65
SIN3,3951.89,3664.78,3801.49,3958.58,2626.76,2726.05,2791.93,2689.87
orf19.6012,828.781,768.773,915.732,895.835,850.315,829.768,947.372,1025.45
orf19.6013,463.324,427.238,484.432,458.742,521.216,462.004,455.312,475.826
RRS1,2661.02,2363.88,2522.17,2266.91,2775.8,2686.21,2214.72,2097.52
orf19.6016,625.612,638.299,633.407,684.505,746.072,733.996,777.975,774.917
orf19.6017,81.7631,79.3077,93.7609,127.829,82.7054,85.0454,95.9024,96.1363
LRO1,1684.82,1669.3,1662.69,1754.56,1653.25,1531.58,1506.65,1579.94
orf19.6020,385.652,378.602,373.163,293.071,671.05,639.825,761.263,814.728
IHD2,281.295,321.096,286.195,295.941,609.707,588.882,701.324,618.521
NRM1,556.237,529.303,805.302,832.952,449.711,561.199,501.919,530.28
orf19.6023,281.69,316.12,200.918,200.763,247.661,255.624,213.664,215.091
orf19.6024,175.748,202.097,205.524,191.248,256.471,319.335,361.966,358.287
orf19.6025,239.243,254.662,306.665,251.259,440.955,431.288,601.7,549.032
ERG2,2537.92,2384.35,2531.02,2404.01,3191.04,3080.94,2912.41,3333.77
orf19.6027,198.214,199.548,272.949,249.473,322.206,350.908,339.692,337.934
HGC1,256.439,179.082,157.31,121.644,323.068,274.217,216.004,312.686
ROT1,647.911,619.112,660.494,680.381,870.991,1229.71,1123.94,1094.4
IMP4,1890.46,1941.76,1508.51,1537.04,1120.83,1073.41,1010.11,880.764
orf19.6030,582.253,707.374,622.989,644.301,790.009,713.309,777.078,815.702
VPS27,1966.03,1784.42,1747.08,1821.57,1809.18,1985.16,1892.95,1857.66
SPE1,2492.54,2770.65,3434.78,3209.13,3282.37,3435.53,3316.25,3808.55
CMP1,1609.25,1630.92,1768.96,1698.89,1535.22,1631.19,1624.07,1523.61
TUB2,3074.79,2794.96,3492.07,3409.12,3937.98,3474.6,3531.36,3700.76
orf19.6035,400.144,593.529,436.509,475.236,1277.63,1404.4,2072.21,2110.14
RIC1,500.49,400.376,531.312,497.915,803.793,760.046,862.225,946.797
ASM3,545.088,573.062,397.963,377.302,434.203,389.217,364.788,392.314
UGA32,398.905,382.468,322.954,299.986,243.809,258.201,331.625,237.913
orf19.6039,790.377,839.127,771.965,722.647,606.506,642.055,691.035,697.231
orf19.604,22.299,25.5831,33.3372,24.7411,27.5685,19.1544,21.5108,28.1611
SNF7,1672.43,1513.24,1394.95,1472.1,1566.23,1500.94,1330.98,1530.41
RPO41,4645.63,4432.28,4655.75,4682.26,2591.44,2598.87,2454.92,2262.6
orf19.6043,699.942,617.833,583.401,489.668,583.245,604.512,540.459,553.512
MOB2,1030.71,1055.3,953.236,955.627,914.067,850.454,823.685,765.206
orf19.6045,2865.43,2817.98,2457.58,2488.55,2247.69,2073.27,2151.98,2015.95
APC1,1240.07,1244.62,1367.87,1537.04,957.143,917.878,1002.94,945.826
TUF1,18534.2,18845.8,19600.2,19902.2,14943,12534.6,10628.1,11074.1
orf19.6048,483.146,482.242,339.623,407.198,596.168,570.8,685.657,744.813
orf19.6049,942.754,924.83,874.06,903.052,775.363,712.543,731.571,649.648
orf19.605,32.4163,26.6743,37.6966,10.5672,22.074,22.8503,32.2868,32.7965
CNS1,1288.39,1217.76,1194.93,1200.98,1179.41,1147.73,991.983,1086.63
CIS2,552.521,515.5,533.396,536.058,308.422,332.52,321.766,322.396
orf19.6054,1459.35,1371.26,1287.65,1328.81,1029.51,927.838,927.654,885.619
orf19.6055,1246.27,1226.71,1105.34,1135,1015.73,1009.82,956.335,943.883
orf19.6056,709.853,640.858,730.294,659.764,805.516,720.971,712.546,758.408
orf19.6057,1092.65,1188.34,1255.35,1262.83,899.421,966.913,951.854,1014.77
GLO1,7383.46,7809.25,6497.63,6808.97,9846.25,7841.04,8382.95,8377.45
TTR1,6267.27,7749.13,4664.09,4900.81,5834.18,6371.51,6125.21,7069.42
orf19.606,1299.54,1151.24,1024.08,990.677,874.437,1043.53,932.136,1014.77
GCN20,3038.86,2943.34,3314.97,3446.23,2146.03,1958.34,1718.18,1846.98
orf19.6061,547.565,542.362,540.688,521.626,448.849,419.098,475.927,442.81
orf19.6062,1402.36,1513.24,2213.8,2198.87,2813.71,3566.55,3836.1,3764.85
orf19.6062.3,804.004,821.219,1125.13,1026.76,1250.06,1461.86,1438.54,1302.21
UBP6,4266.55,4280.06,3838.99,3978.17,5335.36,5300.4,5978.22,5619.6
orf19.6064,1002.22,1051.47,786.55,725.74,771.055,691.09,665.939,686.549
orf19.6065,1025.76,1050.19,1109.5,1127.78,1044.16,973.042,1001.15,1100.23
orf19.6066,625.612,647.253,782.383,758.728,887.36,675.766,903.462,850.66
SVF1,5330.71,5034.76,3363.93,3524.58,5556.77,5044.5,4885.64,4561.13
orf19.607,2166.72,2110.61,1599.14,1745.28,1268.15,1183.74,1133.8,1028.37
ENA2,1242.55,1135.89,717.792,758.728,732.287,705.647,613.955,602.066
orf19.6071,1076.55,1089.84,1144.93,1088.61,1195.35,1171.07,1447.94,1260.45
CDC13,888.245,981.113,1049.08,1048.41,1126.43,1274.56,1405.83,1355.62
HMX1,1731.89,1806.17,1381.41,1422.62,1373.39,1202.89,1308.18,1341.05
HBR1,2076.59,2401.74,1595.98,1819.69,1913.93,1531.6,1601.57,1605.23
orf19.6075,919.216,945.297,1048.04,928.824,650.443,740.125,734.057,772.975
orf19.6076,957.62,993.905,1029.29,985.522,948.527,909.45,834.441,850.66
orf19.6077,1139.73,1080.89,1152.22,1050.47,1111.35,981.47,1065.68,990.495
POL93,9122.78,8086.83,9342.76,8688.26,7759.66,6926.99,6760.67,6190.59
RFC52,0,0,0,0,0,0,0,0
orf19.6079,2911.26,2883.22,3227.46,3309.13,2238.21,1887.09,2084.76,1813.97
orf19.6080,693.748,613.995,662.577,684.505,452.295,396.113,371.062,413.677
PHR2,20374,18768,17943.8,17897.6,13189.1,11676.2,10140.5,10006.1
orf19.6082,3655.92,3846.97,3146.22,3200.36,2607.97,2591.79,2482.06,2721.21
orf19.6083,68.2761,61.3995,50.0058,44.3279,83.2561,93.7506,58.3734,67.937
orf19.6084,26.0155,28.1414,16.6686,14.4323,101.659,97.3042,93.2136,86.4255
RPL16A,27655.9,25242.1,35775.6,34241.3,28046.8,30883,29740.3,29320.5
LEU4,1328.03,1226.71,1938.77,1944.24,825.331,825.171,701.791,857.458
orf19.609,2.47767,5.11663,4.16715,6.18529,2.58454,2.29853,0.896284,3.88429
orf19.6090,10240.2,10721.9,8939.58,9057.32,5695.47,4925.74,3886.29,3762.91
RIM8,2872.86,2597.97,2210.67,2188.56,1325.01,1310.93,1065.68,1102.17
KEL1,4765.8,4199.47,4632.83,4671.95,2516.48,2625.68,2439.69,2348.06
VPS53,1969.75,1693.6,1550.18,1691.68,1294.86,1033.57,1028.04,981.755
TRP1,1724.46,1456.96,1104.3,1222.62,1296,904.087,806.913,827.355
CCT8,11744.2,10425.1,10339.7,11302.6,5837.34,5242.17,4606.64,4549.48
EFG1,3834.2,3278.48,3987.97,4437.94,3309.94,3540.5,3535.84,2966.63
orf19.6100,8.31E-05,1.02E-06,1.85E-05,0.000349341,1.13E-20,2.69E-28,8.05E-32,1.01E-34
RCA1,2584.21,2234.69,2001.28,2010.22,1296.58,1233.54,848.781,1014.77
orf19.6103,1926.39,1706.4,1874.18,2080.32,821.023,817.922,666.835,604.008
MVD,11236.2,9740.78,11032.5,11346.9,4099.09,5241.4,4127.39,3969.75
TUP1,20730.7,17784.1,17969.8,19551.7,7799.29,8319.13,7006.25,7173.32
orf19.6110,6.19418,6.39578,4.16715,1.03088,5.16909,2.29853,9.85913,5.82644
CTA2,1615.44,1435.21,2156.5,2367.93,1708.38,1622.76,1400.89,1589.65
orf19.6113,135.033,117.682,98.9699,108.242,92.182,78.916,70.8065,64.0909
orf19.6114,3762.34,3254.17,2677.4,2917.39,2025.42,2125.37,1895.64,1811.05
orf19.6115,39.6427,34.5372,15.6268,26.8029,28.43,22.9853,19.7183,13.595
GLK4,2357.5,2507.15,1732.49,1809.2,2196,1891.69,2128.67,2080.04
orf19.6117,1861.97,1996.76,1302.24,1243.24,1504.2,1462.63,1361.46,1386.69
orf19.6118,304.754,391.422,529.228,410.291,437.649,504.909,486.682,496.219
orf19.6119,833.078,868.585,1036.53,1083.02,616.933,559.227,688.467,650.113
orf19.612,344.396,376.072,301.077,310.295,256.731,252.838,190.012,201.983
MNL1,2260.29,2087.55,2079.46,2209.61,1664.36,1934.67,1830.09,1796.99
ACE2,1220.25,1100.07,1457.46,1613.33,901.144,990.664,941.995,952.623
KGD2,5971.19,5293.15,4558.87,4532.78,5051.92,4545.72,4175.79,4254.27
LPD1,17461.3,17297.3,15181.5,15651.2,12081.2,10859.8,10230.8,10345.3
MRPL8,1561.91,1451.2,1908.62,1991.3,1290.94,1337.82,1328.39,1160.75
KSR1,528.061,538.624,619.212,547.392,519.746,489.503,542.441,464.387
orf19.6132,1242.55,1229.27,806.344,768.006,1622.23,1370.69,1411.65,1421.65
PIF1,1411.03,1268.92,1484.55,1473.13,898.56,963.082,891.803,899.214
orf19.6134,1159.55,1206.24,1100.13,1122.63,1255.23,1202.89,1349.8,1272.11
orf19.6135,666.493,692.024,761.547,723.678,802.07,656.612,770.804,645.764
SMX4,1014.61,1249.74,1020.95,1081.39,1214.74,1340.81,1164.27,1443.99
orf19.6136,1816.13,1844.54,1895.01,2006.09,1895.33,1751.48,1746.86,1779.47
orf19.6137,734.629,754.703,750.088,800.994,653.889,717.906,721.509,684.141
orf19.6138,9.91068,15.3499,14.585,14.4323,14.6457,24.5176,21.5108,14.5661
FRE7,7592.82,7204.21,5325.62,5379.14,4345.48,4106.7,3906.01,3970.72
FRE30,2504.93,2672.16,2115.87,2103,1661.86,1597.48,1657.23,1384.75
HGT16,100.815,95.9368,107.304,101.414,110.598,116.459,120.718,103.286
orf19.6142,4.48616,2.55831,2.08358,6.82887,5.70694,1.53235,2.96931,6.445
orf19.6143,432.354,469.451,308.369,291.739,301.53,269.694,294.878,255.392
CLG1,6568.31,6169.37,8189.5,8103.75,4732.3,5841.32,4894.61,4643.67
orf19.6147,2434.31,2239.8,2990.97,2819.46,3392.64,3278.46,2928.16,2921.96
orf19.6148,345.635,310.835,321.913,344.314,428.173,467.367,422.15,391.343
ARC15,1979.66,2164.33,1778.33,1768.99,2347.63,2158.32,2374.26,2255.8
orf19.6152,605.791,576.9,613.613,614.405,513.463,468.133,457.105,490.392
orf19.6155,1174.48,1202.83,1170.1,1121.43,930.412,901.839,844.601,858.743
orf19.6156,438.675,535.078,516.584,445.578,338.332,334.143,328.123,325.75
orf19.6160,12844.6,10888.1,8704.16,8816.5,9938.45,9476.68,8039.06,8042.26
CSE4,709.853,699.699,888.645,925.731,418.696,467.367,434.698,414.648
orf19.6164,0,0,0,0,0,0.766175,0,0
KGD1,2977.89,2275.77,2321.92,2756.98,4914.05,5820.14,4817.18,4308.3
orf19.6166,566.148,560.271,545.897,587.602,464.356,444.382,481.305,459.318
AYR1,964.865,1060.49,1078.5,1075.96,1040.39,928.213,1112.28,1009.99
orf19.6168,215.557,185.478,183.355,199.991,204.179,175.454,236.619,220.434
ATO1,18.5825,15.3499,10.4179,14.4323,37.0451,24.5176,34.0588,21.3636
orf19.6170,432.354,382.468,365.668,431.939,286.023,334.819,274.263,272.872
NUP159,3437.77,3293.83,3054.52,3412.22,2121.05,1920.03,1967.34,1914.96
STD1,417.488,482.242,351.083,372.148,262.762,257.435,230.345,207.81
orf19.6175,1013.37,983.672,1006.37,1078.3,587.553,776.135,674.006,559.338
SEC61,10252.6,10485.2,9914.7,10218.1,7575.3,6178.44,5986.28,5999.29
orf19.6177,1698.44,1497.89,1555.39,1482.41,614.26,892.594,553.904,728.305
FBP1,980.142,984.076,668.297,670.402,992.271,767.796,805.509,681.775
orf19.6179,2258.4,2031.3,1460.59,1633.95,2393.97,1557.45,1711.9,1648.69
orf19.6180,917.707,844.22,799.225,864.093,296.452,300.123,267.114,290.834
orf19.6181,0,0,0,0,0,0,0,0
ZCF34,1705.88,1479.98,1472.05,1496.84,680.596,686.493,630.088,552.541
TIM8,764.344,769.325,636.994,683.337,238.932,317.217,242.768,338.809
orf19.6184,367.934,374.793,415.673,438.124,216.24,330.221,226.76,250.537
orf19.6185,602.947,316.801,302.747,406.758,222.103,148.73,169.364,111.807
orf19.6186,957.62,826.335,1001.16,1047.37,449.711,578.608,425.735,418.533
orf19.6187,2611.96,2686.65,2187.71,2492.13,1191.56,978.8,816.806,926.83
orf19.6188,450.936,441.309,332.33,380.395,193.841,134.847,135.339,122.355
orf19.6189,1661.15,1584.89,1389.16,1458.65,1494.81,1081.21,956.974,1070.57
SRB1,28904.5,26059,25104,25829.8,12305,11449.7,9602.79,9895.21
TLO8,37.1651,29.4206,64.5909,36.0808,74.9518,87.344,77.9767,89.3388
orf19.6192,304.754,280.135,338.581,415.445,103.382,147.872,95.9024,114.587
TAF145,3405.56,2998.52,3134.93,3212.6,2509.29,2406.71,2243.88,2264.36
orf19.6194,120.167,144.545,151.362,167.003,173.164,191.544,188.22,161.198
orf19.6195,2139.47,2069.68,1974.19,2106.09,1901.36,1775.23,1742.38,1649.85
orf19.6196,574.82,582.016,440.676,377.302,680.596,713.309,674.006,661.301
DHH1,1501.47,1279.16,1637.69,1742.19,1363.78,1480.25,1608.83,1613.92
orf19.6198.1,467.683,521.023,391.256,354.276,924.516,787.575,885.753,864.097
orf19.6199,466.92,488.078,596.827,585.067,398.227,508.275,413.863,432.027
orf19.6200,1.23884,3.83747,5.20894,2.06176,0.861514,3.0647,2.68885,0
RBT4,213.08,173.965,181.271,187.62,69.7827,79.6822,72.599,63.1198
PUT3,1359,1394.28,1559.56,1603.02,1176.83,1088.73,1053.13,1145.87
orf19.6205,309.709,317.231,344.832,403.074,147.319,211.464,198.975,200.041
MEF2,2166.72,2085.03,2095.04,2086.5,1395.65,1297.13,1147.24,1098.28
orf19.6209,115.212,97.2159,122.931,126.798,55.1369,56.775,55.5696,54.3801
orf19.6211,987.346,977.276,926.15,821.612,926.99,851.221,796.797,814.731
SUI2,4317.58,4202.62,4299.46,4454.83,3901.24,3102.66,2894.45,2898.65
ATC1,1561.77,1465.24,1250.92,1214.93,845.522,826.381,810.662,668.333
PGA63,11609.1,10068.2,11519.1,12215.9,6027.16,6173.84,6014.07,5520.55
orf19.6219,470.508,398.476,340.657,393.957,282.4,257.18,260.787,255.45
orf19.6220,1562.95,1477.04,1612.05,1573.25,1192.73,1215.09,1251.41,1218.18
MMD1,7405.14,8174.6,9771.57,9182.1,4462.46,6307.36,5884.29,5861.62
orf19.6220.4,15026.3,16375,18341,20576.3,8138.05,10010.7,9500.41,9660.05
SPO22,9.91068,11.5124,21.8776,19.5867,24.9839,19.1544,17.0294,34.9586
orf19.6222.1,144.944,185.478,389.629,373.179,251.562,289.614,220.486,350.558
orf19.6224,4.95534,2.55831,3.12536,3.09264,4.30757,2.29853,8.96284,7.76859
PCL7,1730.65,1671.86,1617.9,1796.83,1169.08,1320.12,1207.29,1184.71
orf19.6225.1,16.1049,16.629,17.7349,11.3397,22.4441,27.5823,25.1199,18.4685
orf19.6227,1552.56,1619.41,1824.96,2000.94,1205.55,1172.47,1105.65,1036.76
CAT1,7817.99,6663.13,5914.49,5882.21,9502.22,7603.3,7011.1,7224.16
orf19.6230,1046.82,940.18,967.821,949.441,1374.98,1233.54,1333.67,1240.06
MRPL19,1128.58,1245.9,1242.85,1282.42,904.59,1071.88,918.691,981.755
NPR1,1833.48,1723.02,1347.03,1403.03,1193.2,1140.07,1133.8,1135.18
orf19.6233,1765.34,1839.43,1783.54,1743.22,1331.04,1332.38,1253.9,1312.89
orf19.6234,2138.23,2170.73,2047.11,1968.98,1194.06,1225.88,1044.17,866.198
orf19.6235,307.231,328.743,435.467,413.383,284.3,380.789,337.899,317.541
NOP6,1300.78,1155.08,1050.12,1120.57,1289.69,1239.67,1094.35,972.045
RAC1,1094.98,1001.73,1016.66,1028.06,1885.31,1557.77,1743.97,1914.84
orf19.6238,498.012,529.571,616.743,560.799,665.951,764.643,734.057,771.032
orf19.6239,455.891,436.192,425.046,482.452,341.16,334.819,393.469,362.21
orf19.6240,1022.04,927.389,1099.09,1080.36,741.764,733.23,740.331,759.379
CYK3,391.472,383.747,539.646,503.07,209.348,255.902,311.907,259.277
VPS34,631.806,633.183,589.652,599.973,628.044,650.483,677.591,643.822
orf19.6244,930.365,981.113,940.735,1020.57,734.872,724.035,734.057,719.565
orf19.6245,1889.22,1923.85,1592.89,1587.56,2142.04,1884.79,1817.66,1766.38
orf19.6246,642.956,671.557,543.813,570.077,707.303,583.059,682.969,707.913
orf19.6247,708.639,684.189,968.192,948.317,899.832,974.748,867.756,1045.57
orf19.6248,3.71651,7.67494,6.25073,5.1544,4.30757,7.66175,0.896284,5.82644
HAK1,468.28,468.171,200.023,173.188,410.081,422.162,348.655,276.756
orf19.6250,7890.14,7270.73,7360.23,7927.47,5343.11,4989.33,4791.54,4429.07
orf19.6252,1989.57,1905.94,2009.61,2125.68,1717,1765.27,1760.3,1570.23
RPS23A,36455.2,34079.3,46189.8,40748.7,52872,53652.2,54672.4,51703.8
ANT1,219.274,240.481,201.065,229.886,276.546,281.952,272.47,267.045
orf19.6255,133.703,110.081,211.495,174.021,7.66059e-314,6.36909e-314,7.65145e-314,6.47516e-314
GLT1,4898.89,4705.16,6332.59,6979.45,1566.13,724.632,1067.66,715.703
orf19.6259,889.078,913.394,885.267,792.738,785.936,919.814,872.836,772.514
orf19.6260,2814.63,2729.72,2735.74,2844.2,2136.56,2177.47,2081.17,2117.91
BPH1,1641.46,1568.25,1510.59,1464.88,1622.23,1531.58,1910.88,1832.42
orf19.6263,1030.71,1083.45,1034.5,1110.26,1275.9,1071.11,1144.55,1141.98
orf19.6264,439.787,474.567,534.437,526.78,529.831,472.73,550.319,566.136
orf19.6264.3,977.64,1148.04,1252.93,1180.82,1049.86,1174.5,1149.54,1410.34
orf19.6264.4,26938.5,25858.2,22874.5,22124.8,39065.4,36414.8,30452.2,31259.8
RPS22A,14631.6,18502.7,19236.5,19060,13282.3,15799.4,15097.2,16174
RPS14B,22358.6,22690.3,26649.8,25559.3,22427.6,21888.2,21177.5,19513.7
orf19.6266,1385.19,1350.43,1239,1276.51,1561.86,1477.69,1552.11,1536.26
orf19.6267,3.71651,0,0,3.09264,11.1997,11.4926,13.4443,14.5661
orf19.6268,558.715,635.741,734.461,686.567,652.166,740.891,719.716,724.421
orf19.6269,257.678,328.743,295.868,323.697,396.297,441.317,511.778,499.132
orf19.6271,1902.85,1934.08,1910.64,1958.67,2007.13,1897.4,1918.94,1917.82
orf19.6272,283.174,366.628,287.159,271.765,392.902,538.699,743.753,820.304
orf19.6273,588.447,644.695,621.948,604.096,695.242,761.578,820.1,913.78
PBR1,8.95745,3.82836,3.15888,3.08E-05,9.72465,16.9223,17.0134,17.8185
orf19.6275,289.602,298.053,385.428,363.901,417.587,578.396,539.579,591.045
orf19.6276,673.926,675.395,829.263,868.002,1343.1,1520.09,1624.96,1485.74
orf19.6277,220.513,246.877,264.614,268.029,227.44,283.485,294.878,272.872
orf19.6280,0,0,0,0,0,0,0,0
orf19.6282,205.616,196.99,364.626,351.53,429.854,406.839,425.735,458.347
orf19.6283,307.262,377.351,388.587,356.685,448.029,446.68,413.187,492.334
orf19.6284,1059.2,1050.19,1175.14,1078.3,1770.41,1616.63,1543.4,1581.88
GLC7,0.00894007,0.0129005,173.951,67.8692,108.573,172.113,58.9959,124.402
orf19.6286,336.963,382.468,531.312,535.027,494.509,507.974,591.548,619.545
RPS27,49463,49786.1,52961.4,47540.1,30779.3,43108.1,36546,38417.6
AAT21,2419.45,2288.41,2330.48,2259.69,2973.95,2650.97,2482.71,2580.14
orf19.6288,6.19418,3.83747,12.5015,6.18529,4.30757,5.36323,8.06656,3.88429
orf19.6291,2783.66,2619.71,2673.23,2608.13,1677.37,1681.75,1467.22,1386.69
EMP24,2573.06,3121.14,3402.48,3240.06,2976.53,3152.81,3348.52,3585.2
MYO1,2094.87,1766.52,2396.11,2266.91,1979.76,1966.77,2244.3,2142.19
MAS2,933.969,954.772,1047.08,1068.99,1244.24,1455.93,1445.79,1378.18
VPS22,131.317,129.195,119.806,135.045,289.469,277.355,311.011,329.194
orf19.6297,694.987,689.466,723.001,717.493,802.07,742.424,686.554,713.739
SPB4,836.214,867.268,1031.37,992.738,919.236,1018.25,921.38,967.189
PGA39,3.71651,3.83747,4.16715,5.1544,2.58454,5.36323,4.48142,8.73966
LYS5,53.2699,89.541,64.5909,73.1925,91.3205,95.7719,151.472,175.764
orf19.6305,1033.19,1201.13,873.019,794.809,1501.62,1655.7,1853.52,1824.65
orf19.6306,118.928,120.241,95.8445,98.9646,96.4896,100.369,115.621,99.0495
orf19.6307,44.5981,57.5621,46.8805,50.5132,65.4751,86.5778,108.45,113.616
orf19.6308,42.1204,35.8164,41.6715,24.7411,103.382,108.031,142.509,135.95
MSS11,703.659,707.374,781.341,978.306,495.371,561.606,583.481,474.855
orf19.6310,161.049,191.874,254.196,253.597,189.533,304.938,309.218,284.525
orf19.6311,574.82,666.441,531.312,420.599,857.207,1071.88,1137.38,1025.45
RPS3,15785.2,16666.2,20785.7,20054.8,24448.6,21276.3,22325.9,20996.9
MNT4,64.6289,94.88,94.3285,129.82,174.897,219.578,244.517,273.781
MVB12,308.607,338.476,391.413,353.399,669.172,780.698,923.848,883.443
RPB8,934.974,1042.79,983.18,1005.37,1225.29,1246.92,1247.12,1225.79
orf19.6315,162.287,140.707,240.653,248.442,243.809,247.475,259.026,292.293
orf19.6316,325.814,388.864,348.999,379.364,491.925,511.039,569.14,567.107
orf19.6316.4,906.828,872.385,1238.69,1107.17,1290.55,1951.45,1592.7,1561.49
ADE6,4738.55,4677.88,5008.92,5129.66,3667.47,3481.5,3405.88,3431.77
orf19.6318,1620.4,1763.96,1567.89,1466.94,1543.83,2135.33,1953,1861.55
orf19.6319,2069.83,1751.51,2504.64,2612.45,1623.43,1602.08,1625.28,1530.26
PGA48,993.546,1192.17,986.573,994.8,267.069,409.904,300.255,377.748
ARD,7139.41,7461.32,5075.59,5332.75,4680.61,4381.76,3646.08,3512.37
HPA2,365.456,309.556,275.032,284.523,335.991,376.192,311.907,326.281
VID27,9956.52,8758.39,8198.87,9030.52,5163.92,4808.51,4346.98,4381.48
orf19.6325.1,204.408,194.432,153.143,195.867,101.659,124.887,120.102,87.3966
orf19.6326,860.897,727.977,690.05,801.999,324.589,266.931,234.306,214.514
HET1,7188.53,7244.03,5386.63,5570.18,3498.9,3140.58,2906.56,3173.93
orf19.6328,1221.49,1276.6,1253.27,1259.74,615.996,610.667,560.178,529.235
orf19.6329,504.206,454.101,425.05,411.321,373.036,317.196,262.611,275.785
CRG1,332.008,364.56,408.381,377.302,831.361,799.121,881.162,1057.5
PGA25,634.284,547.479,590.694,670.073,436.788,376.192,351.343,353.471
TLO13,786.661,787.961,956.362,961.812,939.051,1032.8,866.707,835.123
orf19.6338,302.276,330.022,240.653,228.856,262.762,197.673,209.731,182.562
NRG2,2.47767,2.55831,3.12536,6.18529,6.89212,0.766175,5.37771,4.85537
orf19.634,7.43301,5.11663,9.37609,8.24705,13.7842,17.622,25.096,19.4215
orf19.6340,1100.09,1089.84,1068.87,946.349,2146.89,2667.06,2576.82,2787.95
orf19.6341,476.952,566.666,597.986,572.139,602.199,684.961,707.168,673.925
orf19.6342,39.6427,62.6787,75.0088,74.2234,71.5057,55.1646,69.9102,43.6983
FEN1,511.639,593.529,585.485,607.189,707.303,757.747,812.033,773.946
RBK1,1077.79,1155.08,1091.79,974.182,1387.9,1457.27,1665.3,1666.36
RPG1A,4342.12,4320.99,5183.94,5014.2,4493.66,4210.13,4031.49,4258.16
orf19.6346,1448.2,1423.7,1457.46,1260.77,2434.64,2513.05,2367.09,2082.95
orf19.6347,313.425,358.164,410.465,426.785,333.406,413.735,345.966,372.892
orf19.6348,749.495,798.194,736.544,718.524,905.452,954.654,1226.12,1204.13
RVS162,434.831,527.013,666.744,568.015,1348.27,1549.97,1752.24,1696.47
orf19.635,0,0,0,0,1.72303,1.53235,0,2.91322
orf19.6350,37.1651,40.933,23.9611,22.6794,38.7682,42.1396,27.7848,31.0744
orf19.6351,493.057,456.659,480.264,469.051,592.722,711.777,709.857,736.074
orf19.6353,192.019,182.919,212.525,189.682,283.438,271.226,296.67,282.582
orf19.6354,109.018,110.007,106.262,94.841,134.396,170.87,189.116,167.996
orf19.6355,4987.55,5245.82,5084.97,5067.81,4263.63,4592.44,3996.53,3636.67
orf19.6356,434.831,411.888,529.228,465.958,486.756,504.143,527.015,502.045
orf19.6357,588.447,561.55,624.031,613.374,1107.91,1248.87,1425.99,1378.92
