,WTCA14,CA14 ^GDT1,CA14 ^PMR1,CA14 ^GDT1^PMR1
CAWG_02815,1261,1170,907,802
CAWG_02817,0,4,0,3
CAWG_02818,47,41,20,30
CAWG_02819,78,81,81,60
CAWG_02820,55,73,73,73
CAWG_02823,136,182,195,163
CAWG_02829,83,102,23,92
CAWG_02830,177,235,220,277
CAWG_02832,1261,715,1057,1675
CAWG_02837,15,10,4,12
CAWG_02844,688,793,239,457
CAWG_02845,764,454,469,561
CAWG_02847,10,28,18,50
CAWG_02851,218,197,208,164
CAWG_02854,331,348,376,400
CAWG_02855,140,243,53,157
CAWG_02856,117,156,66,99
CAWG_02860,583,740,278,475
CAWG_02861,79,66,37,38
CAWG_02863,608,635,905,1453
CAWG_02866,1136,1304,1139,982
CAWG_02867,321,199,119,222
CAWG_02870,16,13,11,22
CAWG_02871,58,46,8,56
CAWG_02872,2,14,1,3
CAWG_02873,0,0,0,0
CAWG_02874,0,5,1,0
CAWG_02875,1166,1628,1061,944
CAWG_02879,56,87,32,37
CAWG_02880,1446,959,859,1082
CAWG_02881,7036,8526,11654,15401
CAWG_02886,310,354,323,415
CAWG_02890,92,64,15,36
CAWG_02892,561,544,612,788
CAWG_02893,15,17,6,5
CAWG_02894,148,225,57,96
CAWG_02898,110,208,72,100
CAWG_02899,122,236,95,163
CAWG_02900,217,175,112,109
CAWG_02901,431,393,437,365
CAWG_02902,3593,2581,2066,2624
CAWG_02904,65,96,61,66
CAWG_02905,101,198,42,69
CAWG_02909,162,261,188,266
CAWG_02910,2798,2006,2816,3153
CAWG_02911,246,314,238,361
CAWG_02912,378,233,212,167
CAWG_02913,253,350,262,100
CAWG_02915,204,166,169,161
CAWG_02917,493,690,782,607
CAWG_02922,0,0,0,0
CAWG_02923,135,108,47,96
CAWG_02924,379,415,439,368
CAWG_02943,56,97,67,78
CAWG_02934,899,725,841,666
CAWG_02936,337,468,762,948
CAWG_02939,1130,982,1217,1565
CAWG_02940,550,698,644,574
CAWG_02941,489,600,306,490
CAWG_02945,4,1,3,0
CAWG_02946,0,0,2,0
CAWG_02947,0,0,0,0
CAWG_02950,155,69,91,80
CAWG_02954,2710,2192,3428,3010
CAWG_02956,41,42,148,67
CAWG_02957,2076,1815,954,1468
CAWG_02959,907,968,834,893
CAWG_02960,4795,5096,5146,4267
CAWG_02963,80,72,61,46
CAWG_02966,919,1155,803,854
CAWG_02968,4,5,3,5
CAWG_02969,4269,3521,2578,3214
CAWG_02971,127,222,67,124
CAWG_02972,650,996,779,724
CAWG_02973,34,26,16,25
CAWG_02974,31,23,19,22
CAWG_02981,1055,1064,1003,1116
CAWG_02982,191,109,125,138
CAWG_02985,59,41,36,65
CAWG_02986,52,88,89,175
CAWG_02987,24,4,4,5
CAWG_02988,38,42,25,27
CAWG_02990,10,3,4,3
CAWG_02992,41,42,49,64
CAWG_02995,4193,2090,1063,1721
CAWG_02997,546458,408716,378048,403508
CAWG_02998,21,27,38,46
CAWG_02999,1948,1803,3681,5855
CAWG_03000,107,164,88,88
CAWG_03002,581,620,455,813
CAWG_03003,1181,1436,1752,1262
CAWG_03004,38,195,20,52
CAWG_03005,57,72,23,39
CAWG_03006,17,26,9,49
CAWG_03007,67,114,104,116
CAWG_03008,455,447,436,498
CAWG_03009,741,578,591,458
CAWG_03010,1037,1037,660,856
CAWG_03013,16,19,11,16
CAWG_03014,1030,834,829,875
CAWG_03016,172,294,286,282
CAWG_03017,1814,1966,2107,1706
CAWG_03019,77,100,35,71
CAWG_03020,49,47,31,23
CAWG_03021,0,0,0,0
CAWG_03024,22,24,35,40
CAWG_03028,139,180,155,153
CAWG_03030,132,181,293,365
CAWG_03031,463,620,777,860
CAWG_03032,3,10,6,3
CAWG_03033,285,256,167,190
CAWG_03037,621,351,303,288
CAWG_03038,129,59,21,32
CAWG_03040,413,588,520,430
CAWG_03041,791,1000,943,657
CAWG_03042,247,363,341,333
CAWG_03043,3232,3952,3879,2501
CAWG_03044,818,835,785,951
CAWG_03045,1004,727,800,1098
CAWG_03046,234,115,123,155
CAWG_03049,143,71,85,99
CAWG_03051,298,283,218,320
CAWG_03052,0,0,0,0
CAWG_03053,27622,25278,25208,27266
CAWG_03055,536,637,540,503
CAWG_03056,53,88,78,109
CAWG_03057,391,425,421,414
CAWG_03058,1151,1144,1391,1119
CAWG_03059,163,73,200,242
CAWG_03062,173,300,305,330
CAWG_03064,0,0,0,0
CAWG_03065,26,20,22,14
CAWG_03066,62,39,18,26
CAWG_03067,227,263,324,288
CAWG_03072,307,255,281,191
CAWG_03073,110,96,87,96
CAWG_03074,570,647,613,469
CAWG_03076,382,386,472,551
CAWG_03077,428,434,522,476
CAWG_03079,999,1338,992,1098
CAWG_03080,335,336,130,216
CAWG_03081,473,232,270,261
CAWG_03085,513,896,638,507
CAWG_03088,175,167,195,359
CAWG_03089,332,289,469,346
CAWG_03091,421,496,636,710
CAWG_03093,37,23,26,33
CAWG_03095,148,103,97,98
CAWG_03097,1073,861,1086,993
CAWG_02347,250,329,397,319
CAWG_02349,848,950,1173,1270
CAWG_02351,554,590,733,666
CAWG_02352,466,387,355,472
CAWG_02353,271,310,381,306
CAWG_02355,2596,2831,2917,1984
CAWG_02356,152,104,77,63
CAWG_02358,2089,746,1051,209
CAWG_02359,1023,1187,1801,1919
CAWG_02360,828,503,448,534
CAWG_02361,1843,1716,1807,1388
CAWG_02362,410,463,489,490
CAWG_02363,236,279,288,244
CAWG_02366,71,56,80,66
CAWG_02372,400,282,280,249
CAWG_02375,309,280,475,327
CAWG_02376,11,1,7,4
CAWG_02380,886,569,570,710
CAWG_02383,1603,1263,1887,1038
CAWG_02385,164,154,211,146
CAWG_02388,67,76,46,79
CAWG_02389,62,79,57,61
CAWG_02390,3114,2372,2369,3195
CAWG_02391,381,234,266,251
CAWG_02392,234,206,74,166
CAWG_02398,160,132,111,81
CAWG_02403,523,349,202,253
CAWG_02413,651,775,748,681
CAWG_02417,159,117,108,114
CAWG_02418,1056,1446,1501,832
CAWG_02420,303,385,237,342
CAWG_02421,60,49,26,44
CAWG_02422,5804,6057,2639,3064
CAWG_02426,189,153,146,137
CAWG_02427,605,659,564,516
CAWG_02432,42,40,16,9
CAWG_02435,0,4,4,1
CAWG_02440,0,1,0,2
CAWG_02441,0,2,0,0
CAWG_02442,116,127,63,92
CAWG_02445,5,12,1,9
CAWG_02447,1034,1475,1222,859
CAWG_02449,91,102,109,145
CAWG_02452,470,265,141,278
CAWG_02453,165,251,129,141
CAWG_02455,64,10,48,1
CAWG_02457,11,17,30,12
CAWG_02459,1,0,0,0
CAWG_02463,44,27,64,141
CAWG_02465,217,254,224,195
CAWG_02468,41,165,31,32
CAWG_02469,183,192,284,339
CAWG_02470,8,28,14,29
CAWG_02471,443,509,139,297
CAWG_02473,296,251,181,243
CAWG_02474,439,389,448,236
CAWG_02476,16,16,4,10
CAWG_02477,277,407,381,285
CAWG_02479,90,82,83,106
CAWG_02481,305,229,209,219
CAWG_02483,74,31,20,59
CAWG_02484,1149,1064,1364,969
CAWG_02487,3791,3177,4450,5576
CAWG_02496,0,2,2,1
CAWG_02499,246,251,158,172
CAWG_02502,7,19,5,16
CAWG_02503,0,2,1,0
CAWG_02504,2450,2567,3489,4811
CAWG_02505,3223,3667,7715,7643
CAWG_02506,496,549,194,296
CAWG_02508,260,231,136,153
CAWG_02509,206,195,64,49
CAWG_02510,144,148,142,152
CAWG_02511,120,127,82,145
CAWG_02512,4183,4329,4521,6121
CAWG_02514,121,112,140,182
CAWG_02516,653,613,420,490
CAWG_02518,968,1468,1393,1498
CAWG_02519,556,283,187,117
CAWG_02520,81,129,89,75
CAWG_02522,828,1128,659,1051
CAWG_02523,751,740,339,571
CAWG_02524,2180,2713,1984,1445
CAWG_02525,1,3,1,0
CAWG_02526,495,411,292,341
CAWG_02529,1,8,2,5
CAWG_02532,53,14,7,17
CAWG_02534,5,18,28,18
CAWG_02536,715,651,894,886
CAWG_02541,1485,1303,1434,906
CAWG_02542,301,417,342,592
CAWG_02543,378,307,278,349
CAWG_02544,3625,3032,2612,2675
CAWG_02545,166,89,103,208
CAWG_02546,193,199,156,187
CAWG_02547,1,11,25,1
CAWG_02549,128,154,52,86
CAWG_02550,690,636,411,417
CAWG_02551,1,0,0,0
CAWG_02552,554,1255,673,639
CAWG_02553,2058,3634,3623,4889
CAWG_02558,5,14,2,4
CAWG_02561,2127,1976,82,420
CAWG_02562,1409,1308,1058,1708
CAWG_02564,1416,1313,1057,1154
CAWG_02565,15,40,1,32
CAWG_02566,29,34,10,24
CAWG_02568,30,56,13,23
CAWG_02570,8,13,11,22
CAWG_02571,1234,795,1143,2049
CAWG_02572,8012,5850,7915,6533
CAWG_02573,594,677,242,408
CAWG_02575,28,27,35,45
CAWG_02577,279,275,247,168
CAWG_02578,23,33,19,42
CAWG_02581,21,39,32,45
CAWG_02583,315,289,270,358
CAWG_02584,8093,5507,6776,5172
CAWG_02585,250,206,222,288
CAWG_02586,580,841,650,583
CAWG_02587,1,1,1,0
CAWG_02591,1804,1680,2230,2244
CAWG_02592,553,694,567,630
CAWG_02596,569,640,489,416
CAWG_02597,283,256,337,296
CAWG_02601,389,361,362,268
CAWG_02602,663,745,545,697
CAWG_02605,113,156,120,99
CAWG_02607,242,174,229,148
CAWG_02609,0,0,0,0
CAWG_02616,10,6,11,7
CAWG_02617,423,558,482,387
CAWG_02618,0,0,0,0
CAWG_02619,0,0,1,0
CAWG_02621,0,0,0,0
CAWG_02623,870,682,714,699
CAWG_02625,0,23,0,0
CAWG_02630,241,165,217,266
CAWG_02632,40,89,83,86
CAWG_02633,15,13,24,54
CAWG_02635,47,32,55,30
CAWG_02637,419,327,264,242
CAWG_02640,408,254,330,270
CAWG_02642,265,247,189,221
CAWG_02643,28,25,48,33
CAWG_02646,755,775,686,718
CAWG_02647,778,923,409,423
CAWG_02649,28,25,20,28
CAWG_02658,208,298,68,116
CAWG_02660,3222,3627,2609,3257
CAWG_02662,73,57,73,67
CAWG_02667,80,86,50,68
CAWG_02668,569,566,278,376
CAWG_02669,422,310,336,379
CAWG_02672,5402,3490,10931,803
CAWG_02676,797,741,1296,1652
CAWG_02678,397,537,506,453
CAWG_02687,0,0,0,0
CAWG_02690,1494,1287,1096,879
CAWG_02692,297,361,273,254
CAWG_02694,100,99,50,60
CAWG_02699,168,167,93,104
CAWG_02701,376,426,440,341
CAWG_02702,210,396,156,184
CAWG_02704,11068,6632,6510,7969
CAWG_02705,843,1069,1235,1197
CAWG_02708,3512,4995,2526,3951
CAWG_02711,0,0,0,0
CAWG_02713,181,139,109,102
CAWG_02714,33,18,49,52
CAWG_02715,81,87,98,70
CAWG_02716,244,348,228,199
CAWG_02717,195,288,237,242
CAWG_02719,5234,6011,7407,7323
CAWG_02720,486,547,1069,767
CAWG_02721,15,17,37,22
CAWG_02722,3,4,14,7
CAWG_02726,992,1115,387,507
CAWG_02727,105,92,76,104
CAWG_02729,1070,824,783,1202
CAWG_02735,274,234,202,167
CAWG_02737,0,0,3,0
CAWG_02740,82,91,60,134
CAWG_02741,424,460,360,475
CAWG_02742,290,508,307,424
CAWG_02743,0,0,3,0
CAWG_02745,426,516,681,421
CAWG_02747,45,101,161,169
CAWG_02749,391,188,276,205
CAWG_02750,621,346,291,367
CAWG_02752,513,443,421,432
CAWG_02753,1849,1679,2227,1957
CAWG_02756,0,4,9,5
CAWG_02757,0,0,0,0
CAWG_02758,0,0,0,0
CAWG_02761,685,106,94,120
CAWG_02831,184,0,192,177
CAWG_02763,2454,1987,2156,3254
CAWG_02765,1521,748,787,714
CAWG_02766,701,240,277,257
CAWG_02767,476,461,236,215
CAWG_02768,6747,6256,4680,3917
CAWG_02770,3,5,4,5
CAWG_02771,818,971,605,679
CAWG_02775,187,210,110,105
CAWG_02779,14,9,5,11
CAWG_02780,2704,1514,2105,3974
CAWG_02782,32,38,15,17
CAWG_02785,451,641,635,535
CAWG_02786,0,0,0,3
CAWG_02787,52,79,128,116
CAWG_02789,353,519,476,459
CAWG_02790,182,182,257,202
CAWG_02791,854,792,1101,1382
CAWG_02793,290,370,389,310
CAWG_02794,2820,2336,3030,3303
CAWG_02795,1101,1469,2234,2134
CAWG_02796,6252,8399,13035,18180
CAWG_02797,90,182,146,203
CAWG_02803,6206,5544,5429,3468
CAWG_02804,550,743,438,340
CAWG_02805,114,537,377,424
CAWG_02809,833,829,723,921
CAWG_02813,120,97,108,140
CAWG_02816,207,232,130,162
CAWG_02821,340,266,322,298
CAWG_02822,2013,845,1749,3178
CAWG_02824,75,85,35,49
CAWG_02825,56,30,35,22
CAWG_02826,184,87,126,95
CAWG_02828,426,250,114,107
CAWG_02833,354,500,408,638
CAWG_02835,23,31,25,31
CAWG_02838,3161,1956,1951,4533
CAWG_02839,65,146,62,146
CAWG_02840,347,541,726,536
CAWG_02841,336,311,378,569
CAWG_02842,109,168,44,87
CAWG_02843,258,379,104,129
CAWG_02846,10,14,7,0
CAWG_02848,43,66,29,60
CAWG_02849,813,1516,489,615
CAWG_02850,4413,3027,5085,8132
CAWG_02852,150,135,122,158
CAWG_02857,44,34,12,22
CAWG_02858,440,966,98,582
CAWG_02862,1371,1175,1152,1085
CAWG_02864,12,7,3,3
CAWG_02865,150,148,224,198
CAWG_02868,475,769,132,544
CAWG_02869,1543,1176,1194,1461
CAWG_02876,0,1,0,0
CAWG_02877,368,377,366,468
CAWG_02878,0,0,0,0
CAWG_02882,105,171,81,155
CAWG_02883,84,100,86,138
CAWG_02884,161,195,110,111
CAWG_02885,40,29,32,60
CAWG_02887,1035,747,211,606
CAWG_02891,17,18,21,22
CAWG_02895,45,62,26,35
CAWG_02896,263,316,110,181
CAWG_02897,486,570,630,829
CAWG_02903,15,17,5,5
CAWG_02906,1307,1535,1959,1729
CAWG_02914,147,111,105,150
CAWG_02916,567,536,682,725
CAWG_02918,192,228,183,240
CAWG_02919,955,467,553,667
CAWG_02920,1075,682,472,483
CAWG_02921,381,399,309,589
CAWG_02925,0,0,0,0
CAWG_02926,0,0,0,0
CAWG_02948,1575,1415,1834,1614
CAWG_02927,0,0,0,0
CAWG_02928,0,0,0,0
CAWG_02929,4,2,2,2
CAWG_02930,149,108,151,158
CAWG_02931,47,63,44,77
CAWG_02932,324,385,317,302
CAWG_02933,16,3,8,28
CAWG_02935,5,1,0,5
CAWG_02937,125,126,144,91
CAWG_02938,254,252,217,230
CAWG_02942,77,97,39,90
CAWG_02944,11,7,7,10
CAWG_02951,158,142,194,220
CAWG_02952,129,103,191,227
CAWG_02953,264,223,298,358
CAWG_02958,242,236,190,143
CAWG_02961,2,11,15,6
CAWG_02962,20,37,13,24
CAWG_02964,74,64,15,22
CAWG_02965,94,157,45,42
CAWG_02967,580,442,477,653
CAWG_02970,65,70,20,31
CAWG_02975,218,233,130,192
CAWG_02976,3,3,1,1
CAWG_02977,40,79,94,207
CAWG_02978,94,158,81,112
CAWG_02979,56,69,50,52
CAWG_02980,3620,2738,2164,3210
CAWG_02989,92,65,46,68
CAWG_02991,33,43,29,34
CAWG_02993,0,0,0,0
CAWG_02994,176,130,61,85
CAWG_02996,2057,1870,2315,1564
CAWG_03001,745,1006,869,1128
CAWG_03011,154,222,70,128
CAWG_03012,259,300,145,113
CAWG_03015,232,307,529,377
CAWG_03018,154,118,145,96
CAWG_03022,18,8,12,15
CAWG_03023,1659,1320,1424,2548
CAWG_03025,546,618,732,650
CAWG_03026,454,375,155,274
CAWG_03027,17,1,16,6
CAWG_03029,418,376,330,401
CAWG_03034,1470,1467,1739,1273
CAWG_03035,5107,4454,2696,3157
CAWG_03036,5610,1688,1481,1900
CAWG_03039,11618,12817,3971,5576
CAWG_03048,91,95,58,60
CAWG_03050,2609,2209,2180,2968
CAWG_03054,51,81,99,108
CAWG_03060,148,181,79,162
CAWG_03061,371,354,236,175
CAWG_03063,53,66,45,27
CAWG_03068,74,53,77,47
CAWG_03069,154,161,223,183
CAWG_03070,1043,713,696,906
CAWG_03071,96,53,54,72
CAWG_03075,38,17,12,23
CAWG_03078,0,0,0,0
CAWG_03082,344,339,381,252
CAWG_03083,110,139,163,189
CAWG_03084,1577,1401,1618,1427
CAWG_03086,64,36,16,8
CAWG_03087,2495,2574,6234,10165
CAWG_03090,565,523,911,604
CAWG_03092,582,472,594,667
CAWG_03096,372,291,391,392
CAWG_03098,1,2,2,4
CAWG_03101,398,425,472,842
CAWG_03103,1,0,0,0
CAWG_03104,8,19,11,19
CAWG_03105,216,172,116,150
CAWG_03107,471,406,662,658
CAWG_03108,674,641,1127,781
CAWG_03110,339,683,473,609
CAWG_03116,1248,1226,1244,1216
CAWG_03117,14940,11282,15570,18012
CAWG_03118,699,647,846,635
CAWG_03119,250,172,219,420
CAWG_03120,151,178,76,150
CAWG_03126,36,26,23,13
CAWG_03127,82,69,83,68
CAWG_03131,3,11,11,6
CAWG_03134,102,139,59,93
CAWG_03135,150,217,154,144
CAWG_03137,0,0,0,0
CAWG_03141,121,158,104,97
CAWG_03143,75,27,4,154
CAWG_03146,886,750,811,899
CAWG_03147,326,283,233,313
CAWG_03148,863,860,950,1024
CAWG_03151,2981,1701,1290,820
CAWG_03154,0,0,0,0
CAWG_03155,485,467,227,259
CAWG_03156,853,1194,754,765
CAWG_03160,322,327,286,274
CAWG_03161,726,583,515,598
CAWG_03164,0,0,0,0
CAWG_03165,0,0,0,0
CAWG_03166,50,53,40,19
CAWG_03167,3519,1735,2282,2219
CAWG_03171,403205,317052,337646,363730
CAWG_03173,199,228,377,235
CAWG_03175,83,81,151,93
CAWG_03176,263,331,103,193
CAWG_03178,32,26,23,38
CAWG_03179,136,240,290,705
CAWG_03181,91,107,79,86
CAWG_03183,219,316,296,378
CAWG_03184,33,63,38,53
CAWG_03187,362,438,473,461
CAWG_03190,133,234,134,197
CAWG_03191,7,7,6,5
CAWG_03192,232,266,82,114
CAWG_03194,3,6,15,5
CAWG_03195,29,32,42,35
CAWG_03196,49,64,50,48
CAWG_03198,49,72,83,66
CAWG_03199,662,613,572,718
CAWG_03201,629,833,818,776
CAWG_03203,402,464,463,450
CAWG_03204,1,2,4,1
CAWG_03205,504,390,239,318
CAWG_03207,218,210,181,174
CAWG_03209,0,0,5,1
CAWG_03210,65,85,101,151
CAWG_03214,1307,1038,865,2114
CAWG_03216,235,158,211,205
CAWG_03218,68,54,73,72
CAWG_03223,317,478,651,588
CAWG_03224,73,128,127,113
CAWG_03226,145,153,204,190
CAWG_03230,159,257,284,314
CAWG_03231,391,528,194,306
CAWG_03232,1327,1197,1153,1126
CAWG_03236,6,6,3,9
CAWG_03238,265,182,130,138
CAWG_03243,1610,1918,1633,1375
CAWG_03245,78,54,7,39
CAWG_03246,355,474,372,485
CAWG_03248,27,40,23,21
CAWG_03249,669,951,412,504
CAWG_03256,134,123,83,104
CAWG_03258,159,118,158,118
CAWG_03260,3888,3998,3208,3293
CAWG_03264,0,0,0,0
CAWG_03265,801,681,523,553
CAWG_03267,690,836,493,464
CAWG_03270,986,695,414,479
CAWG_03271,599,532,596,807
CAWG_03272,466,940,848,576
CAWG_03273,688,144,130,247
CAWG_03274,511,534,210,206
CAWG_03275,247,480,501,409
CAWG_03278,17,9,2,11
CAWG_03281,58,35,14,42
CAWG_03287,39,34,39,46
CAWG_03291,1145,1567,1685,1855
CAWG_03292,49,21,11,17
CAWG_03293,143,180,96,127
CAWG_03295,0,1,1,2
CAWG_03296,101,137,107,133
CAWG_03297,708,634,297,454
CAWG_03298,119,182,155,219
CAWG_03299,51,85,33,42
CAWG_03301,9525,9041,8603,7707
CAWG_03302,181,205,475,398
CAWG_03303,0,1,1,0
CAWG_03304,560,583,387,404
CAWG_03305,2383,3493,3165,3786
CAWG_03306,293,431,222,284
CAWG_03307,251,157,362,400
CAWG_03308,463,531,472,466
CAWG_03310,150,186,203,221
CAWG_03312,1231,1354,1556,1619
CAWG_03317,96,89,85,134
CAWG_03319,258,225,149,178
CAWG_03322,42,43,41,40
CAWG_03324,22,20,21,19
CAWG_03326,493,318,439,715
CAWG_03329,1257,1646,1898,1823
CAWG_03331,652,935,452,440
CAWG_03332,1089,732,659,811
CAWG_03334,98,57,44,67
CAWG_03335,28,33,13,21
CAWG_03339,1935,3463,1733,2645
CAWG_03340,90,140,99,169
CAWG_03346,252,239,261,201
CAWG_03347,541,703,737,891
CAWG_03349,110,81,95,102
CAWG_03350,40,29,28,24
CAWG_03351,161,150,131,147
CAWG_03355,1064,1200,755,864
CAWG_03356,520,577,541,464
CAWG_03357,0,0,0,3
CAWG_03358,232,193,231,178
CAWG_03361,77,77,61,83
CAWG_03362,6088,4099,4704,5561
CAWG_03364,662,784,883,643
CAWG_03365,656,1194,1490,889
CAWG_03369,1210,684,655,1292
CAWG_03370,153,151,145,147
CAWG_03373,176,171,129,149
CAWG_03374,376,429,469,591
CAWG_03377,99,98,32,43
CAWG_03379,33,53,36,38
CAWG_03381,1213,991,801,729
CAWG_03383,384,540,197,402
CAWG_03386,11,12,5,7
CAWG_03387,5,3,5,5
CAWG_03388,201,268,220,370
CAWG_03389,273,224,105,188
CAWG_03390,250,425,433,373
CAWG_03392,40,102,16,52
CAWG_03393,0,1,0,0
CAWG_03395,0,0,0,0
CAWG_03401,350,304,203,231
CAWG_03402,275,223,296,209
CAWG_03404,1431,1216,965,1623
CAWG_03409,164,227,320,353
CAWG_03410,172,166,224,158
CAWG_03417,102,36,49,83
CAWG_03418,6453,4696,7257,8403
CAWG_03419,16,20,6,15
CAWG_03422,29,33,13,17
CAWG_03425,5,9,4,6
CAWG_03426,24,55,32,40
CAWG_03428,85,60,55,81
CAWG_03430,82,78,62,59
CAWG_03433,172,202,94,122
CAWG_03435,253,203,67,83
CAWG_03438,40,32,16,39
CAWG_03440,79,75,39,66
CAWG_03441,203,224,182,153
CAWG_03442,229,268,315,344
CAWG_03444,16,36,23,43
CAWG_03445,76,107,74,71
CAWG_03447,239,304,333,255
CAWG_03448,395,537,167,265
CAWG_03449,425,461,475,610
CAWG_03454,88,108,182,193
CAWG_03456,19,30,33,36
CAWG_03457,1,0,0,0
CAWG_03458,3,12,5,6
CAWG_03459,1,0,1,2
CAWG_03460,0,0,0,0
CAWG_03461,0,0,0,0
CAWG_03462,14,30,22,29
CAWG_03463,207,255,78,131
CAWG_03464,73,65,20,38
CAWG_03466,0,0,0,0
CAWG_03470,135,85,62,119
CAWG_03471,341,402,240,234
CAWG_03472,2441,2857,3319,2267
CAWG_03473,41,59,43,56
CAWG_03475,344,193,185,155
CAWG_03476,3880,5803,5479,4424
CAWG_03477,740,902,637,1063
CAWG_03478,104,120,51,48
CAWG_03479,115,258,42,104
CAWG_03484,4,8,28,8
CAWG_03486,77,64,69,81
CAWG_03488,280,296,325,456
CAWG_03494,5729,4865,3604,2719
CAWG_03496,396,155,230,224
CAWG_03498,1049,682,518,392
CAWG_03499,2970,3917,1612,1084
CAWG_03501,1964,1943,1940,1775
CAWG_03503,47,64,38,46
CAWG_03508,590,626,1002,1290
CAWG_03509,75,53,32,43
CAWG_03510,107,68,32,26
CAWG_03511,928,505,589,885
CAWG_03514,101,94,69,64
CAWG_03515,275,99,44,65
CAWG_03519,138,81,14,33
CAWG_03521,34,60,50,61
CAWG_03522,369,426,458,289
CAWG_03525,0,0,0,0
CAWG_03526,1660,991,1578,1818
CAWG_03527,549,501,292,331
CAWG_03538,481,646,674,548
CAWG_03536,21,31,55,30
CAWG_03537,76,117,78,65
CAWG_03540,563,967,664,1089
CAWG_03543,86,97,38,53
CAWG_03545,38,130,25,46
CAWG_03547,26,26,10,16
CAWG_03548,699,743,644,606
CAWG_03551,3941,2912,1286,2136
CAWG_03553,258,220,267,257
CAWG_03554,32999,21912,23367,20488
CAWG_03555,68,87,28,42
CAWG_03558,9443,9911,10331,13398
CAWG_03619,27691,29913,31664,38535
CAWG_03561,1643,2557,5386,2807
CAWG_03567,545,460,269,806
CAWG_03568,69,31,11,25
CAWG_03569,3660,3283,4325,4218
CAWG_03570,0,0,0,6
CAWG_03571,7,9,9,9
CAWG_03572,11,9,14,10
CAWG_03574,28,28,25,18
CAWG_03575,0,0,7,4
CAWG_03576,20,24,78,49
CAWG_03577,50,53,70,64
CAWG_03578,0,0,15,14
CAWG_03579,25,29,65,44
CAWG_03580,219,141,132,128
CAWG_03584,226,383,271,477
CAWG_03585,78,95,98,84
CAWG_03588,846,996,813,719
CAWG_03593,144,149,170,131
CAWG_03594,1084,2108,2006,1432
CAWG_03596,280,395,349,327
CAWG_03598,272,228,126,175
CAWG_03601,53,66,53,61
CAWG_03604,20222,13905,9678,10668
CAWG_03605,72,90,96,110
CAWG_03607,64,60,56,48
CAWG_03608,346,361,327,337
CAWG_03609,14,36,74,78
CAWG_03610,15,27,72,56
CAWG_03611,1703,1321,1427,1518
CAWG_03612,684,712,792,582
CAWG_03613,589,455,477,352
CAWG_03616,143,172,61,78
CAWG_03621,326,318,221,283
CAWG_03622,1056,1291,475,763
CAWG_03623,3176,3151,2095,3313
CAWG_03624,1360,1324,961,1201
CAWG_03626,73,103,37,51
CAWG_03629,136,154,40,76
CAWG_03630,2011,1960,1684,1613
CAWG_03631,5155,3226,4311,6408
CAWG_03632,281,142,231,224
CAWG_03636,0,0,0,0
CAWG_03638,239,203,206,237
CAWG_03641,63,79,21,44
CAWG_03652,115,142,171,260
CAWG_03656,113,136,83,84
CAWG_03660,64,79,39,57
CAWG_03661,42,45,28,35
CAWG_03662,31,64,47,52
CAWG_03663,163,159,35,130
CAWG_03666,28,45,63,61
CAWG_03668,58,62,43,48
CAWG_03669,57,102,81,58
CAWG_03670,125,150,158,123
CAWG_03671,1909,874,1492,918
CAWG_03672,111,114,119,94
CAWG_03676,80,35,51,75
CAWG_03678,1170,1587,1235,1718
CAWG_03679,320,509,993,1446
CAWG_03680,107,153,82,169
CAWG_03682,9,13,94,52
CAWG_03683,130,41,11,23
CAWG_03684,1022,727,155,220
CAWG_03687,306,316,417,374
CAWG_03689,123,163,135,188
CAWG_03695,287,870,1382,1597
CAWG_03696,29,25,35,23
CAWG_03700,35,16,10,18
CAWG_03702,48,73,33,47
CAWG_03703,488,662,277,534
CAWG_03704,289,310,101,151
CAWG_03706,14,20,4,11
CAWG_03708,2,2,5,7
CAWG_03711,158,134,173,161
CAWG_03712,3,0,4,2
CAWG_03713,522,538,393,408
CAWG_03715,43,15,13,35
CAWG_03720,0,0,0,0
CAWG_03722,0,0,0,0
CAWG_03723,148,122,103,137
CAWG_03726,72,70,72,58
CAWG_03729,0,1,3,4
CAWG_03730,484,439,299,599
CAWG_03731,76,86,19,43
CAWG_03732,321,366,446,346
CAWG_03733,561,868,738,815
CAWG_03736,353,417,429,392
CAWG_03737,608,465,520,551
CAWG_03738,131,148,140,148
CAWG_03739,2330,1666,171,788
CAWG_03741,4469,3685,3245,3328
CAWG_03747,1603,267,102,264
CAWG_03750,901,827,820,989
CAWG_03751,598,568,651,891
CAWG_03754,12,21,36,32
CAWG_03758,141,142,167,135
CAWG_03761,3263,2839,2970,3126
CAWG_03763,19509,13868,3862,10870
CAWG_03767,2662,2284,2696,2589
CAWG_03768,5727,4988,3974,4927
CAWG_03773,3338,3480,1832,1859
CAWG_03776,3718,4392,6217,6516
CAWG_03781,616,559,608,673
CAWG_03102,0,0,0,0
CAWG_03106,493,337,529,517
CAWG_03109,113,139,183,196
CAWG_03111,508,541,786,766
CAWG_03112,2223,1517,1743,3036
CAWG_03113,32,10,13,12
CAWG_03114,722,236,122,185
CAWG_03115,783,708,965,775
CAWG_03121,116,190,141,119
CAWG_03122,1563,1056,1272,1187
CAWG_03123,2177,1900,1676,1297
CAWG_03124,171,215,200,168
CAWG_03125,965,350,336,516
CAWG_03128,0,2,3,2
CAWG_03129,95,117,99,72
CAWG_03130,10,14,9,14
